категорія	categoría	категорія	categoría	N;INAN;NOM;FEM;SG	N
мури	defensas	мура	defensa	N;INAN;NOM;MASC;PL	N
притулку	refuxio	притулок	refuxio	N;INAN;GEN;MASC;SG	N
впала	caeu	впасти	caeu	V;PFV;FEM;IND;SG;PST;FIN	V
впала	namorou	впасти	namorar	V;PFV;FEM;IND;SG;PST;FIN	V
впала	adormeceu	впасти	adormecer	V;PFV;FEM;IND;SG;PST;FIN	V
впала	cae	впасти	caer	V;PFV;FEM;IND;SG;PST;FIN	V
впала	caeu	впасти	caeu	V;PFV;FEM;IND;SG;PST;FIN	V
впала	namorado	впасти	namorar	V;PFV;FEM;IND;SG;PST;FIN	V
натовп	multitude	натовп	multitude	N;INAN;NOM;MASC;SG	N
натовп	masa	натовп	masa	N;INAN;NOM;MASC;SG	N
натовп	vista	натовп	vista	N;INAN;NOM;MASC;SG	N
натовп	xente	натовп	xente	N;INAN;NOM;MASC;SG	N
страху	medo	страх	medo	N;INAN;GEN;MASC;SG	N
кажу	dicir	казати	dicir	V;IPFV;IND;SG;1;PRS;FIN	V
кажу	dicindo	казати	dicir	V;IPFV;IND;SG;1;PRS;FIN	V
кажу	digo	казати	dicir	V;IPFV;IND;SG;1;PRS;FIN	V
кажу	di	казати	dicir	V;IPFV;IND;SG;1;PRS;FIN	V
кажу	dicir	казати	dicir	V;IPFV;IND;SG;1;PRS;FIN	V
кажу	di	казати	dicir	V;IPFV;IND;SG;1;PRS;FIN	V
каналом	pipa	канал	pipa	N;INAN;INS;MASC;SG	N
каналом	cachimba	канал	cachimba	N;INAN;INS;MASC;SG	N
каналом	canle	канал	canle	N;INAN;INS;MASC;SG	N
моментів	momentos	момент	momento	N;INAN;GEN;MASC;PL	N
моментів	momento	момент	momento	N;INAN;GEN;MASC;PL	N
моментів	intres	момент	intres	N;INAN;GEN;MASC;PL	N
світи	mundos	світ	mundo	N;INAN;NOM;MASC;PL	N
додатки	aplicacións	додаток	aplicación	N;INAN;NOM;MASC;PL	N
підтвердили	confirmado	підтвердити	confirmar	V;PFV;IND;PL;PST;FIN	V
помітити	vin	помітити	ver	V;PFV;NFIN	V
благословення	bendición	благословення	bendición	N;INAN;NOM;NEUT;SG	N
благословення	beizón	благословення	beizón	N;INAN;NOM;NEUT;SG	N
відправити	enviar	відправити	enviar	V;PFV;NFIN	V
квадратний	cadrado	квадратний	cadrado	ADJ;NOM;MASC;SG	ADJ
квадратний	cadradas	квадратний	cadrada	ADJ;NOM;MASC;SG	ADJ
квадратний	limpo	квадратний	limpo	ADJ;NOM;MASC;SG	ADJ
експерти	expertos	експерт	experto	N;ANIM;NOM;MASC;PL	N
опіки	queimaduras	опіка	queimadura	N;INAN;NOM;FEM;PL	N
опіки	arde	опіка	arde	N;INAN;NOM;FEM;PL	N
розлади	trastornos	розлад	trastorno	N;INAN;NOM;MASC;PL	N
розлади	desordes	розлад	desorde	N;INAN;NOM;MASC;PL	N
цілісність	integridade	цілісність	integridade	N;INAN;NOM;FEM;SG	N
карток	tarxetas	картка	tarxeta	N;INAN;GEN;FEM;PL	N
карток	cartas	картка	carta	N;INAN;GEN;FEM;PL	N
карток	naipes	картка	naipe	N;INAN;GEN;FEM;PL	N
карток	ás	картка	á	N;INAN;GEN;FEM;PL	N
долар	dólar	долар	dólar	N;INAN;NOM;MASC;SG	N
долар	cartos	долар	carto	N;INAN;NOM;MASC;SG	N
борг	préstamo	борг	préstamo	N;INAN;NOM;MASC;SG	N
борг	débeda	борг	débeda	N;INAN;NOM;MASC;SG	N
схвалення	aprobación	схвалення	aprobación	N;INAN;NOM;NEUT;SG	N
бронювання	reserva	бронювання	reserva	N;INAN;NOM;NEUT;SG	N
універсальна	universais	універсальний	universal	ADJ;NOM;FEM;SG	ADJ
універсальна	universal	універсальний	universal	ADJ;NOM;FEM;SG	ADJ
залишаючи	deixar	залишати	deixar	V;IPFV;PRS;V.CVB	V
залишаючи	marcho	залишати	marcho	V;IPFV;PRS;V.CVB	V
залишаючи	marchar	залишати	marchar	V;IPFV;PRS;V.CVB	V
кредит	tarxetas	кредит	tarxeta	N;INAN;NOM;MASC;SG	N
кредит	crédito	кредит	crédito	N;INAN;NOM;MASC;SG	N
кредит	préstamo	кредит	préstamo	N;INAN;NOM;MASC;SG	N
небезпека	perigo	небезпека	perigo	N;INAN;NOM;FEM;SG	N
резерв	reserva	резерв	reserva	N;INAN;NOM;MASC;SG	N
розбили	rompeu	розбити	rompar	V;PFV;IND;PL;PST;FIN	V
розбили	crebou	розбити	crebar	V;PFV;IND;PL;PST;FIN	V
розбили	entraron	розбити	entrar	V;PFV;IND;PL;PST;FIN	V
динозаврів	dinosauros	динозавр	dinosauro	N;ANIM;ACC;MASC;PL	N
процедуру	procedemento	процедура	procedemento	N;INAN;ACC;FEM;SG	N
базовий	básica	базовий	básico	ADJ;NOM;MASC;SG	ADJ
базовий	básicos	базовий	básico	ADJ;NOM;MASC;SG	ADJ
базовий	básico	базовий	básico	ADJ;NOM;MASC;SG	ADJ
базовий	básicas	базовий	básico	ADJ;NOM;MASC;SG	ADJ
боролися	loitei	боротися	loitei	V;IPFV;IND;PL;PST;FIN	V
боролися	loitou	боротися	loitar	V;IPFV;IND;PL;PST;FIN	V
боролися	loitamos	боротися	loitar	V;IPFV;IND;PL;PST;FIN	V
цитати	cita	цитати	cita	N;INAN;NOM;MASC;PL	N
адміністрування	administración	адміністрування	administración	N;INAN;NOM;NEUT;SG	N
радість	ledicia	радість	ledicia	N;INAN;NOM;FEM;SG	N
радість	alegría	радість	alegríar	N;INAN;NOM;FEM;SG	N
радість	desfrute	радість	desfrute	N;INAN;NOM;FEM;SG	N
кримінальне	penal	кримінальний	penal	ADJ;NOM;NEUT;SG	ADJ
кримінальне	criminal	кримінальний	criminal	ADJ;NOM;NEUT;SG	ADJ
вбивці	asasinos	вбивка	asasino	N;ANIM;NOM;FEM;PL	N
вбивці	asasinos	вбивка	asasino	N;ANIM;NOM;FEM;PL	N
відкриваються	abre	відкриватися	abre	V;IPFV;IND;PL;3;PRS;FIN	V
відкриваються	abra	відкриватися	abra	V;IPFV;IND;PL;3;PRS;FIN	V
попереднє	anteriores	попередній	anterior	ADJ;NOM;NEUT;SG	ADJ
втекли	fuxiu	втекти	fuxiu	V;PFV;IND;PL;PST;FIN	V
втекли	da	втекти	da	V;PFV;IND;PL;PST;FIN	V
шпиталь	hospital	шпиталь	hospital	N;INAN;NOM;MASC;SG	N
сподіваюсь	espero	сподіватися	espero	V;IPFV;IND;SG;1;PRS;FIN	V
чаю	té	чай	té	N;INAN;GEN;MASC;SG	N
закінчити	terminar	закінчити	terminar	V;PFV;NFIN	V
закінчити	rematar	закінчити	rematar	V;PFV;NFIN	V
закінчити	acabar	закінчити	acabar	V;PFV;NFIN	V
виросла	creceu	вирости	crecer	V;PFV;FEM;IND;SG;PST;FIN	V
платформу	plataforma	платформа	plataforma	N;INAN;ACC;FEM;SG	N
труба	pipa	труб	pipa	N;INAN;NOM;FEM;SG	N
труба	cachimba	труб	cachimba	N;INAN;NOM;FEM;SG	N
труба	tubo	труб	tubo	N;INAN;NOM;FEM;SG	N
теніс	tenis	теніс	tenis	N;INAN;NOM;MASC;SG	N
щоденно	diariamente	щоденно	diariamente	ADV	ADV
миші	ratos	мишь	rato	N;ANIM;NOM;FEM;PL	N
миші	démoslles	мишь	démoslle	N;ANIM;NOM;FEM;PL	N
миші	rato	мишь	rato	N;ANIM;NOM;FEM;PL	N
підписати	asinar	підписати	asinar	V;PFV;NFIN	V
порівняти	comparar	порівняти	comparar	V;PFV;NFIN	V
порівняти	comparamos	порівняти	comparar	V;PFV;NFIN	V
жертвами	vítimas	жертва	vítima	N;ANIM;INS;FEM;PL	N
подруга	moza	подруга	mozo	N;ANIM;NOM;FEM;SG	N
подруга	amigo	подруга	amigo	N;ANIM;NOM;FEM;SG	N
подруга	amiga	подруга	amigar	N;ANIM;NOM;FEM;SG	N
молитва	oración	молитво	oración	N;INAN;NOM;FEM;SG	N
стабільність	estabilidade	стабільність	estabilidade	N;INAN;NOM;FEM;SG	N
спокій	calma	спокій	calma	N;INAN;NOM;MASC;SG	N
спокій	mar	спокій	mar	N;INAN;NOM;MASC;SG	N
спокій	calmo	спокій	calmo	N;INAN;NOM;MASC;SG	N
гарматами	canóns	гармат	canón	N;INAN;INS;MASC;PL	N
необхідного	esenciais	необхідний	esencial	ADJ;GEN;NEUT;SG	ADJ
необхідного	esencial	необхідний	esencial	ADJ;GEN;NEUT;SG	ADJ
демократичні	democrático	демократичний	democrático	ADJ;NOM;PL	ADJ
астероїди	rochas	астероїда	rocha	N;ANIM;NOM;MASC;PL	N
астероїди	xeo	астероїда	xeo	N;ANIM;NOM;MASC;PL	N
астероїди	pedras	астероїда	pedra	N;ANIM;NOM;MASC;PL	N
костюми	vestiario	костюм	vestiario	N;INAN;NOM;MASC;PL	N
костюми	disfraces	костюм	disfraz	N;INAN;NOM;MASC;PL	N
костюми	traxes	костюм	traxe	N;INAN;NOM;MASC;PL	N
гарні	bo	гарний	bo	ADJ;NOM;PL	ADJ
гарні	boa	гарний	bo	ADJ;NOM;PL	ADJ
гарні	boas	гарний	bo	ADJ;NOM;PL	ADJ
фігуру	peza	фігура	peza	N;INAN;ACC;FEM;SG	N
фігуру	anaco	фігура	anaco	N;INAN;ACC;FEM;SG	N
наближається	vir	наближатися	vir	V;IPFV;IND;SG;3;PRS;FIN	V
наближається	vén	наближатися	vir	V;IPFV;IND;SG;3;PRS;FIN	V
наближається	vou	наближатися	var	V;IPFV;IND;SG;3;PRS;FIN	V
зустріли	coñecín	зустріти	coñecín	V;PFV;IND;PL;PST;FIN	V
зустріли	coñecemos	зустріти	coñecer	V;PFV;IND;PL;PST;FIN	V
точне	exacta	точний	exactar	ADJ;NOM;NEUT;SG	ADJ
вбивця	asasino	вбивець	asasino	N;ANIM;NOM;MASC;SG	N
вбивця	asasino	вбивець	asasino	N;ANIM;NOM;MASC;SG	N
помітили	notei	помітити	notar	V;PFV;IND;PL;PST;FIN	V
помітили	decatei	помітити	decatei	V;PFV;IND;PL;PST;FIN	V
представляти	representa	представляти	representar	V;IPFV;NFIN	V
представляти	representan	представляти	representar	V;IPFV;NFIN	V
паралельні	paralelo	паралельний	paralelo	ADJ;NOM;PL	ADJ
спробували	intentei	спробувати	intenter	V;PFV;IND;PL;PST;FIN	V
спробували	intentou	спробувати	intentar	V;PFV;IND;PL;PST;FIN	V
спробували	tratamos	спробувати	tratar	V;PFV;IND;PL;PST;FIN	V
спробували	tentei	спробувати	tenter	V;PFV;IND;PL;PST;FIN	V
спробували	tentou	спробувати	tentar	V;PFV;IND;PL;PST;FIN	V
подробиці	detalles	подробиця	detalle	N;INAN;NOM;FEM;PL	N
подробиці	crédito	подробиця	crédito	N;INAN;NOM;FEM;PL	N
подробиці	detalles	подробиця	detalle	N;INAN;NOM;FEM;PL	N
реєстрація	rexistro	реєстрація	rexistro	N;INAN;NOM;FEM;SG	N
реєстрація	rexistro	реєстрація	rexistro	N;INAN;NOM;FEM;SG	N
реєстрація	tarxeta	реєстрація	tarxeta	N;INAN;NOM;FEM;SG	N
листівки	postais	листівка	postal	N;INAN;NOM;FEM;PL	N
взаємини	relación	взаємини	relación	N;INAN;NOM	N
взаємини	relacións	взаємини	relación	N;INAN;NOM	N
студентам	estudantes	студент	estudantes	N;ANIM;DAT;MASC;PL	N
студентам	alumnos	студент	alumno	N;ANIM;DAT;MASC;PL	N
сходить	sobe	сходити	sober	V;IPFV;IND;SG;3;PRS;FIN	V
вижити	sobrevivir	вижити	sobrevivir	V;PFV;NFIN	V
вижити	sobrevivimos	вижити	sobrevivir	V;PFV;NFIN	V
вижити	sobreviven	вижити	sobrevivir	V;PFV;NFIN	V
вижити	ser	вижити	ser	V;PFV;NFIN	V
надаються	son	надаватися	ser	V;IPFV;IND;PL;3;PRS;FIN	V
надаються	hai	надаватися	haber	V;IPFV;IND;PL;3;PRS;FIN	V
голосом	voz	голос	voz	N;INAN;INS;MASC;SG	N
громадянам	cidadáns	громадянин	cidadán	N;ANIM;DAT;MASC;PL	N
кратери	cráteres	кратер	cráteres	N;INAN;NOM;MASC;PL	N
сказала	dixo	сказати	dicir	V;PFV;FEM;IND;SG;PST;FIN	V
сказала	dixeron	сказати	dacer	V;PFV;FEM;IND;SG;PST;FIN	V
сказала	dixen	сказати	dixir	V;PFV;FEM;IND;SG;PST;FIN	V
чув	oín	чути	oín	V;IPFV;MASC;IND;SG;PST;FIN	V
чув	falar	чути	falar	V;IPFV;MASC;IND;SG;PST;FIN	V
чув	escoitei	чути	escoitar	V;IPFV;MASC;IND;SG;PST;FIN	V
ховається	agochados	ховатися	agochar	V;IPFV;IND;SG;3;PRS;FIN	V
ховається	escondida	ховатися	esconder	V;IPFV;IND;SG;3;PRS;FIN	V
урожай	colleita	урожай	colleita	N;INAN;NOM;MASC;SG	N
тренерів	educadores	тренер	educadores	N;ANIM;ACC;MASC;PL	N
сховище	almacenamento	сховище	almacenamento	N;INAN;NOM;NEUT;SG	N
сховище	consigna	сховище	consignar	N;INAN;NOM;NEUT;SG	N
купа	morea	купа	morea	N;INAN;NOM;FEM;SG	N
купа	chea	купа	chea	N;INAN;NOM;FEM;SG	N
купа	grupo	купа	grupo	N;INAN;NOM;FEM;SG	N
купа	fato	купа	fato	N;INAN;NOM;FEM;SG	N
стрільба	tiro	стрільба	tiro	N;INAN;NOM;FEM;SG	N
відповісти	responder	відповісти	responder	V;PFV;NFIN	V
етика	ética	етик	ética	N;INAN;NOM;FEM;SG	N
втеча	fuxida	втеча	fuxida	N;INAN;NOM;FEM;SG	N
втеча	fugarse	втеча	fugarsir	N;INAN;NOM;FEM;SG	N
втеча	fuga	втеча	fugar	N;INAN;NOM;FEM;SG	N
диво	milagre	диво	milagre	N;INAN;NOM;NEUT;SG	N
кращий	mellores	кращий	mellor	ADJ;NOM;CMPR;MASC;SG	ADJ
кращий	mellor	кращий	mellor	ADJ;NOM;CMPR;MASC;SG	ADJ
церквах	igrexas	церква	igrexa	N;INAN;ESS;FEM;PL	N
виграє	gaña	виграти	gaña	V;PFV;IND;SG;3;FUT;FIN	V
співати	cantando	співати	cantar	V;IPFV;NFIN	V
співати	cantar	співати	cantar	V;IPFV;NFIN	V
перепрошую	sinto	перепрошувати	sinto	V;IPFV;IND;SG;1;PRS;FIN	V
перепрошую	síntoo	перепрошувати	síntoo	V;IPFV;IND;SG;1;PRS;FIN	V
людський	humanos	людський	humano	ADJ;NOM;MASC;SG	ADJ
людський	humana	людський	humano	ADJ;NOM;MASC;SG	ADJ
людський	humano	людський	humano	ADJ;NOM;MASC;SG	ADJ
коронація	coroación	коронація	coroación	N;INAN;NOM;FEM;SG	N
границі	límites	границя	límite	N;INAN;NOM;FEM;PL	N
знайомі	familiar	знайомий	familiar	ADJ;NOM;PL	ADJ
знайомі	familiares	знайомий	familiar	ADJ;NOM;PL	ADJ
показала	mostrou	показати	mostrar	V;PFV;FEM;IND;SG;PST;FIN	V
показала	demostramos	показати	demostrar	V;PFV;FEM;IND;SG;PST;FIN	V
кішка	gato	кішка	gato	N;ANIM;NOM;FEM;SG	N
усунути	eliminar	усунути	eliminar	V;PFV;NFIN	V
страждання	sufrimento	страждання	sufrimento	N;INAN;NOM;NEUT;SG	N
оточують	rodeados	оточувати	rodear	V;IPFV;IND;PL;3;PRS;FIN	V
краса	beleza	краса	beleza	N;INAN;NOM;FEM;SG	N
уявити	imaxinar	уявити	imaxinar	V;PFV;NFIN	V
уявити	imaxina	уявити	imaxina	V;PFV;NFIN	V
уявити	imaxinen	уявити	imaxinar	V;PFV;NFIN	V
діана	diana	діана	diana	N;ANIM;NOM;FEM;SG	N
деревина	madeira	деревина	madeira	N;INAN;NOM;FEM;SG	N
дискусія	discusión	дискусія	discusión	N;INAN;NOM;FEM;SG	N
співпрацювати	cooperar	співпрацювати	cooperar	V;IPFV;NFIN	V
розмова	conversación	розмова	conversación	N;INAN;NOM;FEM;SG	N
розмова	conversa	розмова	converso	N;INAN;NOM;FEM;SG	N
розмова	charla	розмова	charlar	N;INAN;NOM;FEM;SG	N
риса	trazo	риса	trazo	N;INAN;NOM;FEM;SG	N
істота	criatura	істота	criatura	N;ANIM;NOM;FEM;SG	N
ера	anos	ера	ano	N;INAN;NOM;FEM;SG	N
ера	idade	ера	idade	N;INAN;NOM;FEM;SG	N
нитки	fío	нитка	fío	N;INAN;NOM;FEM;PL	N
кинув	tiraron	кинути	terar	V;PFV;MASC;IND;SG;PST;FIN	V
кинув	tirou	кинути	ter	V;PFV;MASC;IND;SG;PST;FIN	V
активи	bens	актив	ben	N;INAN;NOM;MASC;PL	N
розкрити	expandíndose	розкрити	expandíndose	V;PFV;NFIN	V
мобільний	móbil	мобільний	móbil	ADJ;NOM;MASC;SG	ADJ
шанси	posibilidades	шанс	posibilidade	N;INAN;NOM;MASC;PL	N
мечем	espada	меч	espada	N;INAN;INS;MASC;SG	N
ходить	vai	ходити	ir	V;IPFV;IND;SG;3;PRS;FIN	V
ходить	camiña	ходити	camiñar	V;IPFV;IND;SG;3;PRS;FIN	V
інтелект	intelixencia	інтелект	intelixencia	N;INAN;NOM;MASC;SG	N
повернуто	volveu	повернути	volver	V;PFV;IND;0;FIN	V
тактика	táctica	тактик	táctica	N;INAN;NOM;FEM;SG	N
дубль	dobre	дубль	dobre	N;INAN;NOM;MASC;SG	N
миша	rato	миша	rato	N;ANIM;NOM;FEM;SG	N
ландшафт	paisaxe	ландшафт	paisaxe	N;INAN;NOM;MASC;SG	N
активіст	activista	активіст	activistar	N;ANIM;NOM;MASC;SG	N
німець	alemáns	німець	alemán	N;ANIM;NOM;MASC;SG	N
кукурудзи	millo	кукурудза	millo	N;INAN;GEN;MASC;SG	N
кукурудзи	trigo	кукурудза	trigo	N;INAN;GEN;MASC;SG	N
систематично	sistematicamente	систематично	sistematicamente	ADV	ADV
їхав	pasou	їхати	pasar	V;IPFV;MASC;IND;SG;PST;FIN	V
блюз	tristeza	блюз	tristeza	N;INAN;NOM;MASC;SG	N
блюз	blues	блюз	blue	N;INAN;NOM;MASC;SG	N
тимчасове	temporal	тимчасовий	temporal	ADJ;NOM;NEUT;SG	ADJ
зоопарк	ángeles	зоопарк	ángele	N;INAN;NOM;MASC;SG	N
зоопарк	zoo	зоопарк	zoo	N;INAN;NOM;MASC;SG	N
цариці	raíña	царика	raíña	N;ANIM;NOM;FEM;PL	N
рани	feridas	рана	ferida	N;INAN;NOM;FEM;PL	N
святе	sagrado	святий	sagrar	ADJ;NOM;NEUT;SG	ADJ
святе	santo	святий	santo	ADJ;NOM;NEUT;SG	ADJ
святе	sagrado	святий	sagrar	ADJ;NOM;NEUT;SG	ADJ
розуміючи	entender	розуміти	entender	V;IPFV;PRS;V.CVB	V
розуміючи	comprender	розуміти	comprender	V;IPFV;PRS;V.CVB	V
зупинився	parei	зупинитися	parei	V;PFV;MASC;IND;SG;PST;FIN	V
зупинився	parou	зупинитися	parar	V;PFV;MASC;IND;SG;PST;FIN	V
зупинився	detívose	зупинитися	detívose	V;PFV;MASC;IND;SG;PST;FIN	V
зупинився	paramos	зупинитися	parar	V;PFV;MASC;IND;SG;PST;FIN	V
знамениті	famoso	знаменитий	famoso	ADJ;NOM;PL	ADJ
знамениті	famosos	знаменитий	famoso	ADJ;NOM;PL	ADJ
знамениті	famosa	знаменитий	famor	ADJ;NOM;PL	ADJ
десятка	dez	десяток	dez	N;INAN;NOM;MASC;SG	N
мобільні	móbil	мобільний	móbil	ADJ;NOM;PL	ADJ
господа	señor	господа	señor	N;ANIM;ACC;MASC;SG	N
господа	deus	господа	daus	N;ANIM;ACC;MASC;SG	N
коментарів	comentarios	коментар	comentario	N;INAN;GEN;MASC;PL	N
ефективний	efectivas	ефективний	efectivo	ADJ;NOM;MASC;SG	ADJ
ефективний	efectiva	ефективний	efectivo	ADJ;NOM;MASC;SG	ADJ
ефективний	efectivo	ефективний	efectivo	ADJ;NOM;MASC;SG	ADJ
ефективний	eficaces	ефективний	eficaz	ADJ;NOM;MASC;SG	ADJ
ефективний	eficaz	ефективний	eficaz	ADJ;NOM;MASC;SG	ADJ
підготовлено	preparada	підготовити	preparada	V;PFV;IND;0;FIN	V
зайнято	ocupada	зайнято	ocupado	V;PFV;IND;0;FIN	V
зайнято	ocupada	зайнято	ocupado	V;PFV;IND;0;FIN	V
позначки	bala	позначка	bala	N;INAN;NOM;FEM;PL	N
позначки	balas	позначка	bala	N;INAN;NOM;FEM;PL	N
маски	máscaras	маска	máscara	N;INAN;NOM;FEM;PL	N
