der	tam	der	tam	ADV	ADV
eleverne	dijaki	elev	dijak	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	študentje	elev	študent	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	študenti	elev	študent	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	študente	elev	študent	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
eleverne	učenci	elev	učenec	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	dijaki	elev	dijak	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
eleverne	zenice	elev	zenica	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
eleverne	učencev	elev	učenec	N;DEF;MASC+FEM;PL	N;GEN;MASC;PL
eleverne	učenci	elev	učenec	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
beatles	beatles	beatel	beatles	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
gettysburg	gettysburgu	gettysburg	gettysburg	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
baker	peka	bakke	pek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
baker	baker	bakke	baker	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
baker	pek	bakke	pek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
imponerende	impresivno	imponerende	impresiven	ADJ	ADJ;NOM;NEUT;SG
materiel	material	materiel	material	N;INDF;NEUT;SG	N;NOM;MASC;SG
materiel	gradivo	materiel	gradivo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
dal	dolini	dal	dolina	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
dal	dolina	dal	dolina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
dal	dolino	dal	dolina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
centret	središče	center	središče	N;DEF;NEUT;SG	N;NOM;NEUT;SG
centret	center	center	center	N;DEF;NEUT;SG	N;NOM;MASC;SG
hære	armade	hære	armada	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hære	vojske	hære	vojska	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
ledige	brezposelne	ledig	brezposeln	ADJ;PL	ADJ;NOM;FEM;PL
ledige	brezposelnih	ledig	brezposeln	ADJ;PL	ADJ;GEN;MASC;PL
ledige	brezposelni	ledig	brezposeln	ADJ;PL	ADJ;NOM;MASC;PL
sørgede	žaloval	sørge	žalovati	V;IND;PST;FIN;ACT	V;IPFV;MASC;SG;V.PTCP
folkeslag	narode	folkeslag	narode	N;INDF;NEUT;PL	N;ACC;MASC;PL
folkeslag	narodi	folkeslag	narod	N;INDF;NEUT;PL	N;NOM;MASC;PL
observationer	opažanja	observation	opažanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
observationer	ugotovitve	observation	ugotovitev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
observationer	pripombe	observation	pripomba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
observationer	opazovanja	observation	opazovanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
observationer	videnja	observation	videnje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
odin	odin	odin	odin	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
niveauer	stopnje	niveaue	stopnja	N;INDF;NEUT;PL	N;NOM;FEM;PL
niveauer	nivoji	niveaue	nivo	N;INDF;NEUT;PL	N;NOM;MASC;PL
smidt	vrglo	smidt	vreči	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;V.PTCP
smidt	vrgel	smidt	vreči	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
kastet	vrglo	kaste	vreči	V;INDF;SG;PST;V.PTCP	V;PFV;NEUT;SG;V.PTCP
kerne	jedro	kerne	jedro	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kerne	jedro	kerne	jedro	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
kerne	jedro	kerne	jedro	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
dommere	sodniki	dommer	sodnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
dommere	sodnikov	dommer	sodnik	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
bold	žogo	bold	žoga	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bold	žoga	bold	žoga	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bold	žogica	bold	žogica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
administratorer	upravitelji	administrator	upravitelj	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
administratorer	administratorji	administrator	administrator	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
administratorer	skrbniki	administrator	skrbnik	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
opnår	dosega	opnår	doseg	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
opnår	doseže	opnår	doseči	V;IND;PRS;FIN;ACT	V;PFV;IND;SG;3;PRS;FIN
lejren	taborišče	lejr	taborišče	N;DEF;MASC+FEM;SG	N;NOM;NEUT;SG
lejren	kamp	lejr	kamp	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
lejren	camp	lejr	camp	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
lejren	tabor	lejr	tabor	N;DEF;MASC+FEM;SG	N;NOM;MASC;SG
firmaer	podjetja	firma	podjetje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
firmaer	podjetja	firma	podjetje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
firmaer	družbe	firma	družba	N;INDF;NEUT;PL	N;NOM;FEM;PL
øjnene	oči	øje	oči	N;DEF;NEUT;PL	N;NOM;FEM;PL
forventede	pričakovali	forvente	pričakovati	V;PL;PST;V.PTCP	V;IPFV;MASC;PL;V.PTCP
selvstyre	samostojnost	selvstyre	samostojnost	N;INDF;NEUT;SG	N;NOM;FEM;SG
selvstyre	avtonomija	selvstyre	avtonomij	N;INDF;NEUT;SG	N;NOM;FEM;SG
selvstyre	avtonomijo	selvstyre	avtonomija	N;INDF;NEUT;SG	N;ACC;FEM;SG
emanuel	emanuel	emanuel	emanuel	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
landskaber	pokrajine	landskaber	pokrajina	N;INDF;NEUT;PL	N;NOM;FEM;PL
landskaber	pokrajine	landskaber	pokrajina	N;INDF;NEUT;PL	N;NOM;FEM;PL
indtægter	prihodki	indtægte	prihodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	dohodki	indtægte	dohodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	prihodki	indtægte	prihodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	prejemki	indtægte	prejemek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	prihodki	indtægte	prihodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
indtægter	dohodki	indtægte	dohodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
håndtere	uredil	håndtere	urediti	V;NFIN;ACT	V;PFV;MASC;SG;V.PTCP
linux	linux	linux	linux	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
relationer	odnosi	relation	odnos	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
relationer	razmerja	relation	razmerje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
relationer	zveze	relation	zveza	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
relationer	odnosi	relation	odnos	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
relationer	razmerja	relation	razmerje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
vokse	rastejo	vokse	rasti	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
vokse	rasti	vokse	rasti	V;NFIN;ACT	V;IPFV;NFIN
vokse	gojil	vokse	gojiti	V;NFIN;ACT	V;IPFV;MASC;SG;V.PTCP
vokse	zrasti	vokse	zrasti	V;NFIN;ACT	V;PFV;NFIN
symboler	simboli	symbol	simbol	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
symboler	simbole	symbol	simbol	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
skjold	ščit	skjold	ščit	N;INDF;NEUT;SG	N;NOM;MASC;SG
studenter	dijaki	student	dijak	N;INDF;NEUT;PL	N;NOM;MASC;PL
studenter	študentje	student	študent	N;INDF;NEUT;PL	N;NOM;MASC;PL
studenter	študenti	student	študent	N;INDF;NEUT;PL	N;NOM;MASC;PL
studenter	študente	student	študent	N;INDF;NEUT;PL	N;ACC;MASC;PL
studenter	učenci	student	učenec	N;INDF;NEUT;PL	N;NOM;MASC;PL
seminarium	semenišču	seminarium	semenišče	N;INDF;NEUT;SG	N;DAT;NEUT;SG
tyve	dvajset	tyve	dvajset	NUM	NUM;NOM;PL
kaste	vrzi	kaste	vrz	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
helbred	zdravje	helbred	zdravje	N;INDF;NEUT;SG	N;NOM;NEUT;SG
helbred	zdravja	helbred	zdravje	N;INDF;NEUT;SG	N;GEN;NEUT;SG
hamilton	hamilton	hamilton	hamilton	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
engagement	zaroka	engagement	zarok	N;INDF;NEUT;SG	N;NOM;FEM;SG
engagement	vključenost	engagement	vključenost	N;INDF;NEUT;SG	N;NOM;FEM;SG
engagement	zavezo	engagement	zaveza	N;INDF;NEUT;SG	N;ACC;FEM;SG
engagement	zaveza	engagement	zaveza	N;INDF;NEUT;SG	N;NOM;FEM;SG
engagement	zavezanost	engagement	zavezanost	N;INDF;NEUT;SG	N;NOM;FEM;SG
håndværk	plovilo	håndværk	plovilo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
håndværk	obrti	håndværk	obrt	N;INDF;NEUT;SG	N;NOM;FEM;SG
dyrket	zrasel	dyrke	zrasti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
dyrket	zrastel	dyrke	zrasti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
udgravninger	izkopavanja	udgravning	izkopavanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
simpelthen	enostavno	simpelthen	enostavno	ADV	ADV
simpelthen	preprosto	simpelthen	preprosto	ADV	ADV
stærkeste	najmočnejša	stærk	močen	ADJ;DEF;RL	ADJ;NOM;RL;FEM;SG
stærkeste	najmočnejši	stærk	močen	ADJ;DEF;RL	ADJ;NOM;DEF;RL;MASC;SG
stærkeste	najmočnejše	stærk	močen	ADJ;DEF;RL	ADJ;NOM;RL;NEUT;SG
modangreb	protinapad	modangreb	protinapad	N;INDF;NEUT;SG	N;NOM;MASC;SG
vinger	krila	vinge	krilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
vinger	krili	vinge	krilo	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
åbning	odprtje	åbning	odprtje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
åbning	otvoritev	åbning	otvoritev	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
åbning	odpiranje	åbning	odpiranje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
annoncerede	napovedala	annoncere	napovedati	V;IND;PST;FIN;ACT	V;PFV;FEM;SG;V.PTCP
evnen	zmožnost	evne	zmožnost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
evnen	sposobnost	evne	sposobnost	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
jomfru	dekliško	jomfru	dekliški	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
jomfru	dekliški	jomfru	dekliški	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
indisk	indijanec	indisk	indijanec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
borgerne	meščani	borger	meščan	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
borgerne	državljane	borger	državljan	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
borgerne	državljani	borger	državljan	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
hale	rep	hale	rep	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hale	tail	hale	taiti	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hale	hale	hale	hala	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
psykologi	psihologijo	psykologi	psihologija	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
psykologi	psihologija	psykologi	psihologija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grevinde	grofica	grevinde	grofica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
grevinde	grofica	grevinde	grofica	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
huller	luknje	huller	luknja	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
tilbudt	ponudil	tilbudt	ponuditi	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
overleve	preživi	overleve	preživeti	V;NFIN;ACT	V;PFV;IND;SG;3;PRS;FIN
overleve	preživeti	overleve	preživeti	V;NFIN;ACT	V;PFV;NFIN
overleve	preživeti	overleve	preživeti	V;NFIN;ACT	V;PFV;NFIN
overleve	preživeli	overleve	preživeti	V;NFIN;ACT	V;PFV;MASC;PL;V.PTCP
ophævet	dvignil	ophæve	dvigniti	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
mislykkedes	spodletelo	mislykkes	spodleteti	V;IND;PST;FIN;ACT	V;PFV;NEUT;SG;V.PTCP
palæ	dvorcu	palæ	dvorec	N;INDF;NEUT;SG	N;DAT;MASC;SG
palæ	dvorec	palæ	dvorec	N;INDF;NEUT;SG	N;NOM;MASC;SG
uenighed	nestrinjanje	uenighed	nestrinjanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
regeringer	vladam	regering	vlada	N;INDF;MASC+FEM;PL	N;DAT;FEM;PL
regeringer	vlade	regering	vlada	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
homer	homer	homer	homer	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
overbevist	prepričal	overbevise	prepričati	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
skarp	oster	skarp	oster	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC;SG
skarp	ostra	skarp	oster	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
felter	polji	felter	polje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
felter	polja	felter	polje	N;INDF;NEUT;PL	N;NOM;NEUT;PL
pattedyr	sesalcev	pattedyr	sesalec	N;INDF;NEUT;PL	N;GEN;MASC;PL
pattedyr	sesalce	pattedyr	sesalec	N;INDF;NEUT;PL	N;ACC;MASC;PL
pattedyr	sesalci	pattedyr	sesalec	N;INDF;NEUT;PL	N;NOM;MASC;PL
besiddelser	imetja	besiddelse	imetje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
besiddelser	deleži	besiddelse	delež	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
besiddelser	gospodarstev	besiddelse	gospodarstvo	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
resultaterne	rezultati	resultat	rezultat	N;DEF;NEUT;PL	N;NOM;MASC;PL
resultaterne	izidi	resultat	izid	N;DEF;NEUT;PL	N;NOM;MASC;PL
tilbageværende	preostali	tilbageværende	preostal	ADJ	ADJ;NOM;MASC;PL;V.PTCP
tilbageværende	preostale	tilbageværende	preostal	ADJ	ADJ;NOM;FEM;PL;V.PTCP
tegnefilm	risanke	tegnefilm	risanka	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
presley	presley	presley	presley	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
alaska	aljasko	alaska	aljasko	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
alaska	aljaski	alaska	aljaski	N;INDF;MASC+FEM;SG	N;DAT;FEM;SG
hjemmehørende	materni	hjemmehørende	materen	ADJ	ADJ;NOM;DEF;MASC;SG
fan	ventilator	fan	ventilator	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fan	oboževalec	fan	oboževalec	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fan	navijač	fan	navijač	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
fan	oboževalka	fan	oboževalka	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
mønter	kovance	mønt	kovanec	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
mønter	kovanci	mønt	kovanec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
mønter	kovanci	mønt	kovanec	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
debatten	debata	debat	debati	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
debatten	razprava	debat	razprava	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
hjemland	domovino	hjemland	domovina	N;INDF;NEUT;SG	N;ACC;FEM;SG
hjemland	domovina	hjemland	domovina	N;INDF;NEUT;SG	N;NOM;FEM;SG
medlemskab	članstvo	medlemskab	članstvo	N;INDF;NEUT;SG	N;NOM;NEUT;SG
nederlandsk	nizozemsko	nederlandsk	nizozemski	ADJ;INDF;SG	ADJ;NOM;NEUT;SG
nederlandsk	nizozemski	nederlandsk	nizozemski	ADJ;INDF;SG	ADJ;NOM;MASC;SG
kritikere	kritike	kritiker	kritika	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
repræsentere	zastopati	repræsentere	zastopati	V;NFIN;ACT	V;IPFV;NFIN
repræsentere	predstavljajo	repræsentere	predstavljati	V;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN
forældrene	starše	forælder	starš	N;DEF;MASC+FEM;PL	N;ACC;MASC;PL
forældrene	starši	forælder	starš	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
dramatisk	dramatična	dramatisk	dramatičen	ADJ;INDF;SG	ADJ;NOM;FEM;SG
dramatisk	dramatičen	dramatisk	dramatičen	ADJ;INDF;SG	ADJ;NOM;INDF;MASC;SG
nederst	spodaj	nederst	spodaj	ADV	ADV
variationer	različice	variation	različica	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
variationer	variacije	variation	variacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
variationer	variacije	variation	variacija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
kvinden	ženska	kvinde	ženska	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
kvinden	žensko	kvinde	ženska	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
vejret	dihanje	vejr	dihanje	N;DEF;NEUT;SG	N;NOM;NEUT;SG
vejret	vreme	vejr	vreme	N;DEF;NEUT;SG	N;NOM;NEUT;SG
departement	oddelek	departement	oddelek	N;INDF;NEUT;SG	N;NOM;MASC;SG
nøje	tesno	nøje	tesno	ADV	ADV
centimeter	palcev	centimeter	palec	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
centimeter	centimetrov	centimeter	centimeter	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
hals	grlo	hals	grlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hals	žrelo	hals	žreti	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hals	grlu	hals	grlo	N;INDF;MASC+FEM;SG	N;DAT;NEUT;SG
hals	grla	hals	grlo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
hals	vrat	hals	vrata	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hals	vratu	hals	vrat	N;INDF;MASC+FEM;SG	N;DAT;MASC;SG
ankomst	prihod	ankomst	prihod	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
sherman	sherman	sherman	sherman	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
saxo	saxo	saxo	sana	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
blog	blog	blog	blog	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tænder	zobe	tand	zob	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
tænder	zobje	tand	zob	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
schack	schack	schack	schacka	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bagfra	vzvratno	bagfra	vzvraten	ADV	ADV
restauranter	restavracije	restaurant	restavracija	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
specifikt	specifično	specifikt	specifično	ADV	ADV
specifikt	specifično	specifikt	specifično	ADV	ADV
specifikt	izrecno	specifikt	izrecno	ADV	ADV
specifikt	posebej	specifikt	posebej	ADV	ADV
dyre	drage	dyr	drag	ADJ;PL	ADJ;NOM;FEM;PL
gave	darilo	gave	darilo	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
overblik	pregled	overblik	pregled	N;INDF;NEUT;SG	N;NOM;MASC;SG
bølge	valovanje	bølge	valovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bølge	val	bølge	val	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
drøm	dream	drøm	dream	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
foreløbig	predhodno	foreløbig	predhodno	ADV	ADV
hændelser	incidentov	hændelse	incident	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
hændelser	nezgode	hændelse	nezgoda	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hændelser	dogodki	hændelse	dogodek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
hændelser	prireditve	hændelse	prireditev	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
hændelser	dogodke	hændelse	dogodek	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
hændelser	dogodkov	hændelse	dogodek	N;INDF;MASC+FEM;PL	N;GEN;MASC;PL
flanke	boka	flanke	bok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bestyrelsesmedlem	direktor	bestyrelsesmedlem	direktor	N;INDF;NEUT;SG	N;NOM;MASC;SG
bestyrelsesmedlem	direktorica	bestyrelsesmedlem	direktorica	N;INDF;NEUT;SG	N;NOM;FEM;SG
bestyrelsesmedlem	režiser	bestyrelsesmedlem	režiser	N;INDF;NEUT;SG	N;NOM;MASC;SG
teoretisk	teoretično	teoretisk	teoretično	ADV	ADV
teoretisk	teoretično	teoretisk	teoretično	ADV	ADV
forelæsninger	predavanja	forelæsning	predavanje	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
forelæsninger	predavanj	forelæsning	predavanje	N;INDF;MASC+FEM;PL	N;GEN;NEUT;PL
parallelt	vzporedno	parallelt	vzporedno	ADV	ADV
temperaturer	temperature	temperatur	temperatura	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
overgået	presegel	overgå	preseči	V;INDF;SG;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
sparta	šparta	sparta	špart	N;INDF;NEUT;SG	N;NOM;FEM;SG
bytte	izmenjava	bytte	izmenjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	izmenjavo	bytte	izmenjava	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
bytte	menjava	bytte	menjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	plen	bytte	plen	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bytte	zamenjava	bytte	zamenjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	swap	bytte	swap	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
bytte	menjava	bytte	menjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	trgovanje	bytte	trgovanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
bytte	trgovina	bytte	trgovina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bytte	menjava	bytte	menjava	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
biflod	pritok	biflod	pritok	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
beskytter	varuje	beskytte	varovati	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
beskytter	ščiti	beskytte	ščititi	V;IND;PRS;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN
hockey	hokej	hockey	hokej	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hockey	hockey	hockey	hockey	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
butik	shop	butik	shop	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
butik	trgovino	butik	trgovina	N;INDF;MASC+FEM;SG	N;ACC;FEM;SG
butik	trgovina	butik	trgovina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
butik	trgovina	butik	trgovina	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
sibirien	sibiriji	sibiri	sibirij	N;DEF;MASC+FEM;SG	N;DAT;FEM;SG
sne	snega	sne	sneg	N;INDF;MASC+FEM;SG	N;GEN;MASC;SG
sne	sneg	sne	sneg	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
oplysning	obveščanje	oplysning	obveščanje	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
oplysning	informacija	oplysning	informacija	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
oplysning	podatek	oplysning	podatek	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
tiger	tiger	tige	tiger	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
astronom	astronom	astronom	astronom	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
ballet	balet	bal	balet	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
temperaturen	temperatura	temperatur	temperatura	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
temperaturen	temperaturo	temperatur	temperatura	N;DEF;MASC+FEM;SG	N;ACC;FEM;SG
perspektiv	perspektiva	perspektiv	perspektiva	N;INDF;NEUT;SG	N;NOM;FEM;SG
perspektiv	perspektivo	perspektiv	perspektiva	N;INDF;NEUT;SG	N;ACC;FEM;SG
parametre	parametre	parametre	parameter	N;INDF;MASC+FEM;PL	N;ACC;MASC;PL
parametre	parametri	parametre	parameter	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
optagelser	posnetki	optagelse	posnetek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
optagelser	posnetki	optagelse	posnetek	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
instituttet	inštitut	institut	inštitut	N;DEF;NEUT;SG	N;NOM;MASC;SG
instituttet	zavod	institut	zavod	N;DEF;NEUT;SG	N;NOM;MASC;SG
instituttet	fundacija	institut	fundacija	N;DEF;NEUT;SG	N;NOM;FEM;SG
instituttet	temelj	institut	temelj	N;DEF;NEUT;SG	N;NOM;MASC;SG
instituttet	sklad	institut	sklad	N;DEF;NEUT;SG	N;NOM;MASC;SG
bestemmelser	pravila	bestemmelse	pravilo	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
bestemmelser	predpisi	bestemmelse	predpis	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
bestemmelser	določbe	bestemmelse	določba	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
boulevard	boulevard	boulevard	boulevard	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
svær	hudi	svær	hud	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
svær	huda	svær	hud	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
svær	težko	svær	težek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
svær	težka	svær	težek	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
svær	težavna	svær	težaven	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
