undervisningen	lesgeven	undervisning	lesgeven	N;DEF;MASC+FEM;SG	N;NEUT;SG
sæder	zetels	sæde	zetel	N;INDF;NEUT;PL	N;PL
sæder	stoelen	sæde	stoel	N;INDF;NEUT;PL	N;PL
sæder	zitplaatsen	sæde	zitplaats	N;INDF;NEUT;PL	N;PL
kids	kids	kids	kids	N;INDF;NEUT;SG	N;MASC+FEM;SG
hang	gehangen	hænge	hangen	V;IMP	V;V.PTCP
hang	hing	hænge	hangen	V;IMP	V;SG;PST;FIN
hang	opgehangen	hænge	ophangen	V;IMP	V;V.PTCP
hang	rondhangen	hænge	rondhang	V;IMP	V;NFIN
hang	ophangen	hænge	ophangen	V;IMP	V;NFIN
hang	hangen	hænge	hangen	V;IMP	V;NFIN
fjerner	verwijdert	fjerne	verwijderen	V;IND;PRS;FIN;ACT	V;SG;PRS;FIN
metadata	metadata	metadata	metadata	N;INDF;NEUT;SG	N;MASC+FEM;SG
korset	korset	kors	korset	N;DEF;NEUT;SG	N;NEUT;SG
udrustet	uitgerust	udruste	uitrusten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bismarck	bismarck	bismarck	bismarck	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indretning	inrichting	indretning	inrichting	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indretning	decor	indretning	decor	N;INDF;MASC+FEM;SG	N;NEUT;SG
indretning	decoratie	indretning	decoratie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indretning	indeling	indretning	indeling	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indretning	opmaak	indretning	opmaak	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
indretning	layout	indretning	layout	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
stabilitet	stabiliteit	stabilitet	stabiliteit	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
tilhørsforhold	aansluiting	tilhørsforhold	aansluiting	N;INDF;NEUT;SG	N;MASC+FEM;SG
tilhørsforhold	affiniteit	tilhørsforhold	affiniteit	N;INDF;NEUT;SG	N;MASC+FEM;SG
tilhørsforhold	verwantschap	tilhørsforhold	verwantschap	N;INDF;NEUT;SG	N;MASC+FEM;SG
straffe	straffen	straffe	straf	N;INDF;MASC+FEM;PL	N;PL
straffe	sancties	straffe	sanctie	N;INDF;MASC+FEM;PL	N;PL
straffe	boetes	straffe	boete	N;INDF;MASC+FEM;PL	N;PL
straffe	straffen	straffe	straf	N;INDF;MASC+FEM;PL	N;PL
straffe	straffen	straffe	straf	N;INDF;MASC+FEM;PL	N;PL
psykiske	psychologische	psykisk	psychologisch	ADJ;PL	ADJ
psykiske	psychologisch	psykisk	psychologisch	ADJ;PL	ADJ
psykiske	mentaal	psykisk	mentaal	ADJ;PL	ADJ
psykiske	mentale	psykisk	mentale	ADJ;PL	ADJ
psykiske	geestelijk	psykisk	geestelijk	ADJ;PL	ADJ
psykiske	geestelijke	psykisk	geestelijke	ADJ;PL	ADJ
krigere	strijders	krig	strijder	N;INDF;MASC+FEM;PL	N;PL
krigere	krijgers	krig	krijger	N;INDF;MASC+FEM;PL	N;PL
krigere	strijders	krig	strijder	N;INDF;MASC+FEM;PL	N;PL
krigere	vechters	krig	vechter	N;INDF;MASC+FEM;PL	N;PL
krigere	fighters	krig	fighter	N;INDF;MASC+FEM;PL	N;PL
krigere	boksers	krig	bokser	N;INDF;MASC+FEM;PL	N;PL
jefferson	jefferson	jefferson	jefferson	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
aps	llc	aps	llc	N;INDF;NEUT;SG	N;MASC+FEM;SG
aps	aps	aps	aps	N;INDF;NEUT;SG	N;MASC+FEM;SG
francesco	francesco	francesco	francesco	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
ekspeditioner	expedities	ekspedition	expeditie	N;INDF;MASC+FEM;PL	N;PL
menigheden	congregatie	menighed	congregatie	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
ørkenen	woestijn	ørken	woestijn	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
hurtigste	snelste	hurtigst	snel	ADJ;DEF;RL	ADJ;RL
hurtigste	snelst	hurtigst	snel	ADJ;DEF;RL	ADJ;RL
værelse	kamer	værelse	kamer	N;INDF;NEUT;SG	N;MASC+FEM;SG
connecticut	connecticut	connecticut	connecticut	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gudinde	godin	gudinde	godin	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
frataget	beroofd	fratag	beroven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
frataget	ontnomen	fratag	ontnemen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
flok	menigte	flok	menigte	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
flok	beslag	flok	beslag	N;INDF;MASC+FEM;SG	N;NEUT;SG
flok	kudde	flok	kudden	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
flok	kudde	flok	kudden	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
flok	stelletje	flok	stel	N;INDF;MASC+FEM;SG	N;NEUT;SG
produktioner	produkties	produktion	produktie	N;INDF;MASC+FEM;PL	N;PL
produktioner	productions	produktion	production	N;INDF;MASC+FEM;PL	N;PL
produktioner	producties	produktion	productie	N;INDF;MASC+FEM;PL	N;PL
dawn	dawn	dawn	dawn	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
dawn	dageraad	dawn	dageraad	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gennemsnitlig	gemiddelde	gennemsnitlig	gemiddeld	ADJ;INDF;MASC+FEM;SG	ADJ
gennemsnitlig	gemiddeld	gennemsnitlig	gemiddeld	ADJ;INDF;MASC+FEM;SG	ADJ
klostre	kloosters	kloster	klooster	N;INDF;MASC+FEM;PL	N;PL
katedralen	kathedraal	katedral	kathedraal	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
grundstof	element	grundstof	element	N;INDF;NEUT;SG	N;NEUT;SG
blokere	blokkeren	blok	blokkeren	V;NFIN;ACT	V;NFIN
blokere	blokkeren	blok	blokkeren	V;NFIN;ACT	V;NFIN
rimeligt	redelijk	rimelig	redelijk	ADJ;INDF;NEUT;SG	ADJ
rimeligt	eerlijke	rimelig	eerlijk	ADJ;INDF;NEUT;SG	ADJ
rimeligt	redelijk	rimelig	redelijk	ADJ;INDF;NEUT;SG	ADJ
rimeligt	fair	rimelig	fair	ADJ;INDF;NEUT;SG	ADJ
rimeligt	eerlijk	rimelig	eerlijk	ADJ;INDF;NEUT;SG	ADJ
rimeligt	redelijke	rimelig	redelijk	ADJ;INDF;NEUT;SG	ADJ
rimeligt	redelijk	rimelig	redelijk	ADJ;INDF;NEUT;SG	ADJ
distance	afstand	distance	afstand	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
forberedt	bereide	forberede	bereide	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forberedt	voorbereid	forberede	voorbereiden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
kompliceret	complexe	kompliceret	complex	ADJ;INDF;SG	ADJ
kompliceret	ingewikkeld	kompliceret	ingewikkeld	ADJ;INDF;SG	ADJ
kompliceret	gecompliceerd	kompliceret	compliceren	ADJ;INDF;SG	ADJ
kompliceret	gecompliceerde	kompliceret	gecompliceerd	ADJ;INDF;SG	ADJ
kompliceret	ingewikkeld	kompliceret	ingewikkeld	ADJ;INDF;SG	ADJ
bonus	bonus	bonus	bonus	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
giuseppe	giuseppe	giuseppe	giuseppe	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
østlig	oostelijk	østlig	oostelijk	ADJ;INDF;MASC+FEM;SG	ADJ
østlig	oostelijke	østlig	oostelijk	ADJ;INDF;MASC+FEM;SG	ADJ
grupperne	groepen	gruppe	groep	N;DEF;MASC+FEM;PL	N;PL
sejlads	navigatie	sejlads	navigatie	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
orienteret	georiënteerd	orientere	oriënteren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
orienteret	georiënteerde	orientere	oriënteren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
orienteret	ingelicht	orientere	inlichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
orienteret	geïnformeerd	orientere	informeren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oplyst	verlicht	oplyse	verlichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oplyst	geïnformeerd	oplyse	informeren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oplyst	verlicht	oplyse	verlichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
oplyst	verlicht	oplyse	verlichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
gemme	sparen	gemme	sparen	V;NFIN;ACT	V;NFIN
gemme	bewaar	gemme	bewaren	V;NFIN;ACT	V;SG;PRS;FIN
gemme	bewaren	gemme	bewaren	V;NFIN;ACT	V;NFIN
gemme	opslaan	gemme	opslaan	V;NFIN;ACT	V;NFIN
jeanne	johanna	jeanne	johanna	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
jeanne	jeanne	jeanne	jeanne	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
eugen	eugen	eugen	eugen	N;DEF;MASC+FEM;SG	N;MASC+FEM;SG
skovene	bossen	skov	bossen	N;DEF;MASC+FEM;PL	N;PL
medie	medium	medie	medium	N;INDF;NEUT;SG	N;NEUT;SG
gene	gene	gene	gene	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
gene	gen	gene	gen	N;INDF;MASC+FEM;SG	N;NEUT;SG
violinist	violist	violinist	violist	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fisher	fisher	fishe	fisher	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
fester	partijen	fest	partij	N;INDF;MASC+FEM;PL	N;PL
fester	feestjes	fest	feest	N;INDF;MASC+FEM;PL	N;PL
udnyttede	uitgebuit	udnytte	uitbuiten	V;IND;PST;FIN;ACT	V;V.PTCP
udnyttede	geëxploiteerd	udnytte	exploiteren	V;IND;PST;FIN;ACT	V;V.PTCP
dsu	dsu	dsu	dsu	N;INDF;NEUT;SG	N;MASC+FEM;SG
boks	box	boks	box	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
boks	vak	boks	vak	N;INDF;MASC+FEM;SG	N;NEUT;SG
boks	doos	boks	doos	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
overlevet	overleefde	overleve	overleven	V;INDF;SG;PST;V.PTCP	V;SG;PST;FIN
overlevet	overleefd	overleve	overleven	V;INDF;SG;PST;V.PTCP	V;V.PTCP
muhammad	muhammad	muhammad	muhammad	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
muhammad	mohammed	muhammad	mohammed	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
beholder	houden	beholde	houden	V;IND;PRS;FIN;ACT	V;NFIN
relief	reliëf	relief	reliëf	N;INDF;MASC+FEM;SG	N;NEUT;SG
relief	opluchting	relief	opluchting	N;INDF;MASC+FEM;SG	N;MASC+FEM;SG
