van	frå	van	frå	ADP	ADP
poes	tamkatt	poes	tamkatt	N;MASC+FEM;SG	N;INDF;MASC;SG
poes	katt	poes	katt	N;MASC+FEM;SG	N;INDF;MASC;SG
poes	cat	poes	cat	N;MASC+FEM;SG	N;INDF;SG
kruising	snitt	kruising	snitt	N;MASC+FEM;SG	N;INDF;NEUT;SG
kruising	krysset	kruising	kryss	N;MASC+FEM;SG	N;DEF;NEUT;SG
kruising	veikryss	kruising	veikryss	N;MASC+FEM;SG	N;INDF;MASC;SG
kruising	kryss	kruising	kryss	N;MASC+FEM;SG	N;INDF;NEUT;SG
medium	medium	medium	medium	N;NEUT;SG	N;INDF;NEUT;SG
medium	middels	medium	middels	N;NEUT;SG	N;INDF;MASC;SG
cockerell	cockerell	cockerell	cockerell	N;MASC+FEM;SG	N;INDF;SG
wal	shore	wal	shor	N;MASC+FEM;SG	N
wal	wal	wal	wal	N;MASC+FEM;SG	N;INDF;SG
frits	frits	frits	frits	N;MASC+FEM;SG	N;INDF;MASC;SG
musicus	musiker	musicus	musiker	N;MASC+FEM;SG	N;INDF;MASC;SG
ballet	ballett	ballet	ballett	N;NEUT;SG	N;INDF;MASC;SG
catherine	catherine	catherine	catherin	N;MASC+FEM;SG	N;INDF;MASC;SG
catherine	katarina	catherine	katarin	N;MASC+FEM;SG	N;INDF;FEM;SG
nest	reir	nest	reir	N;NEUT;SG	N;INDF;NEUT;SG
nest	rede	nest	rede	N;NEUT;SG	N;INDF;MASC;SG
nadeel	ulempen	nadeel	ulempen	N;NEUT;SG	N;DEF;MASC;SG
nadeel	ulempe	nadeel	ulempe	N;NEUT;SG	N;INDF;FEM;SG
fantasy	fantasy	fantasy	fantasy	N;MASC+FEM;SG	N;INDF;MASC;SG
fantasy	fantasi	fantasy	fantasi	N;MASC+FEM;SG	N;INDF;MASC;SG
silver	silver	silver	silver	N;MASC+FEM;SG	N;INDF;SG
silver	sølv	silver	sølv	N;MASC+FEM;SG	N;INDF;NEUT;SG
stalen	prøver	stalen	prøve	V;V.PTCP	V;IND;PRS;FIN
bereikbaar	tilgjengelige	bereikbaar	tilgjengelig	ADJ	ADJ;PL
bereikbaar	tilgjengelig	bereikbaar	tilgjengelig	ADJ	ADJ;INDF;NEUT;SG
verschillend	ulike	verschillend	ulik	ADJ	ADJ;PL
verschillend	forskjellige	verschillend	forskjellig	ADJ	ADJ;PL
verschillend	forskjellig	verschillend	forskjellig	ADJ	ADJ;INDF;NEUT;SG
gemeld	rapporterte	melden	rapportere	V;V.PTCP	V;IND;PST;FIN
extreme	ekstrem	extreem	ekstrem	ADJ	ADJ;INDF;SG
extreme	ekstremt	extreem	ekstrem	ADJ	ADJ;INDF;NEUT;SG
extreme	ekstreme	extreem	ekstrem	ADJ	ADJ;PL
scherpe	skarpt	scherp	skarp	ADJ	ADJ;INDF;NEUT;SG
scherpe	skarp	scherp	skarp	ADJ	ADJ;INDF;SG
scherpe	skarpe	scherp	skarp	ADJ	ADJ;PL
zakenman	forretningsmann	zakenman	forretningsmann	N;MASC+FEM;SG	N;INDF;MASC;SG
zakenman	forretningsfolk	zakenman	forretningsfolk	N;MASC+FEM;SG	N;INDF;NEUT;SG
kansas	kansas	kansas	kanse	N;NEUT;SG	N;INDF;MASC;SG
gooien	slenger	gooien	slenge	V;NFIN	V;IND;PRS;FIN
ingeschreven	abonnerer	inschrijven	abonnere	V;V.PTCP	V;IND;PRS;FIN
casey	casey	casey	casey	N;MASC+FEM;SG	N;INDF;NEUT;SG
bush	busk	bush	busk	N;MASC+FEM;SG	N;INDF;MASC;SG
bush	bush	bush	bush	N;MASC+FEM;SG	N;INDF;SG
bush	busken	bush	busk	N;MASC+FEM;SG	N;DEF;MASC;SG
factoren	faktorer	factor	faktor	N;PL	N;INDF;FEM;PL
lessen	klasser	les	klasse	N;PL	N;INDF;FEM;PL
lessen	fag	les	fag	N;PL	N;INDF;NEUT;PL
lessen	klassene	les	klasse	N;PL	N;DEF;FEM;PL
expliciet	eksplisitt	expliciet	eksplisitt	ADJ	ADJ;INDF;NEUT;SG
expliciet	eksplisitt	expliciet	eksplisitt	ADJ	ADJ;INDF;NEUT;SG
garde	vakt	gard	vakt	N;MASC+FEM;SG	N;INDF;FEM;SG
garde	garde	gard	garde	N;MASC+FEM;SG	N;INDF;MASC;SG
franciscus	francis	franciscus	francis	N;MASC+FEM;SG	N
bloem	mel	bloem	mel	N;MASC+FEM;SG	N;INDF;MASC;SG
bloem	blomst	bloem	bloms	N;MASC+FEM;SG	N;INDF;MASC;SG
bloem	flower	bloem	flower	N;MASC+FEM;SG	N;INDF;NEUT;SG
libanon	libanon	libanon	libanon	N;NEUT;SG	N;INDF;MASC;SG
engelsen	engelskmenn	engelsen	engelskmenn	N;PL	N;INDF;MASC;PL
uitzicht	visning	uitzicht	visning	N;NEUT;SG	N;INDF;FEM;SG
uitzicht	utsikt	uitzicht	utsikt	N;NEUT;SG	N;INDF;MASC;SG
uitzicht	vis	uitzicht	vis	N;NEUT;SG	N;INDF;NEUT;SG
tirol	tirol	tirol	tirol	N;NEUT;SG	N;INDF;NEUT;SG
tirol	tirol	tirol	tirol	N;NEUT;SG	N;INDF;NEUT;SG
gemeentelijk	kommunal	gemeentelijk	kommunal	ADJ	ADJ;INDF;SG
gemeentelijk	kommunalt	gemeentelijk	kommunal	ADJ	ADJ;INDF;NEUT;SG
gemeentelijk	kommunale	gemeentelijk	kommunal	ADJ	ADJ;PL
secundaire	sekundær	secundair	sekundær	ADJ	ADJ;INDF;SG
vulkaan	vulkan	vulkaan	vulkan	N;MASC+FEM;SG	N;INDF;MASC;SG
consul	konsul	consul	konsul	N;MASC+FEM;SG	N;INDF;MASC;SG
reizigers	passasjerene	reiziger	passasjere	N;PL	N;DEF;FEM;PL
reizigers	passasjerer	reiziger	passasjere	N;PL	N;INDF;MASC;PL
meten	måler	meten	måle	V;NFIN	V;IND;PRS;FIN
leonard	leonard	leonard	leonard	N;MASC+FEM;SG	N;INDF;MASC;SG
toelichting	notat	toelichting	notat	N;MASC+FEM;SG	N;INDF;NEUT;SG
toelichting	notater	toelichting	notat	N;MASC+FEM;SG	N;INDF;MASC;SG
toelichting	forklaring	toelichting	forklaring	N;MASC+FEM;SG	N;INDF;FEM;SG
parken	parkene	park	park	N;PL	N;DEF;FEM;PL
formele	formell	formeel	formell	ADJ	ADJ;INDF;SG
formele	formelle	formeel	formell	ADJ	ADJ;PL
formele	formelt	formeel	formell	ADJ	ADJ;INDF;NEUT;SG
ballingschap	eksil	ballingschap	eksil	N;MASC+FEM;SG	N;INDF;MASC;SG
verbod	ban	verbod	ban	N;NEUT;SG	N;INDF;MASC;SG
verbod	forbud	verbod	forbud	N;NEUT;SG	N;INDF;NEUT;SG
verbod	forbudstiden	verbod	forbudstid	N;NEUT;SG	N;DEF;MASC;SG
avenue	avenue	avenue	avenue	N;MASC+FEM;SG	N;INDF;MASC;SG
tsaar	tsar	tsaar	tsar	N;MASC+FEM;SG	N;INDF;MASC;SG
boekje	hefte	boek	hefte	N;NEUT;SG	N;INDF;NEUT;SG
mont	mont	mont	mont	N;MASC+FEM;SG	N;INDF;MASC;SG
latijns	latinske	latijn	latinsk	ADJ	ADJ;PL
latijns	latinsk	latijn	latinsk	ADJ	ADJ;INDF;SG
beëindigd	endte	beëindigen	ende	V;V.PTCP	V;IND;PST;FIN
stille	taus	stil	taus	ADJ	ADJ;INDF;SG
stille	stille	stil	stille	ADJ	ADJ;INDF;NEUT;SG
fenomeen	fenomen	fenomeen	fenomen	N;NEUT;SG	N;INDF;NEUT;SG
fenomeen	fenomenet	fenomeen	fenomen	N;NEUT;SG	N;DEF;NEUT;SG
fenomeen	fenomen	fenomeen	fenomen	N;NEUT;SG	N;INDF;NEUT;SG
class	klasse	class	klasse	N;MASC+FEM;SG	N;INDF;FEM;SG
class	klassen	class	klasse	N;MASC+FEM;SG	N;DEF;MASC;SG
alfabet	alfabet	alfabet	alfab	N;NEUT;SG	N;INDF;NEUT;SG
alfabet	alfabetet	alfabet	alfabetet	N;NEUT;SG	N;INDF;MASC;SG
blake	blake	blaak	blake	N;MASC+FEM;SG	N;INDF;NEUT;SG
erwin	erwin	erwin	erwin	N;MASC+FEM;SG	N;INDF;MASC;SG
revolutionaire	revolusjonære	revolutionair	revolusjonær	ADJ	ADJ;PL
revolutionaire	revolusjonerende	revolutionair	revolusjonerende	ADJ	ADJ;PL;V.PTCP
roos	rose	roos	rose	N;MASC+FEM;SG	N;INDF;FEM;SG
roos	roos	roos	roos	N;MASC+FEM;SG	N;INDF;MASC;SG
pacific	stillehavet	pacific	stillehav	N;MASC+FEM;SG	N;DEF;NEUT;SG
pacific	pacific	pacific	pacific	N;MASC+FEM;SG	N;INDF;NEUT;SG
wetenschapper	vitenskapsmann	wetenschapper	vitenskapsmann	N;MASC+FEM;SG	N;INDF;MASC;SG
wetenschapper	vitenskapsmannen	wetenschapper	vitenskapsmann	N;MASC+FEM;SG	N;DEF;MASC;SG
wetenschapper	forsker	wetenschapper	forske	N;MASC+FEM;SG	N;INDF;MASC;SG
wetenschapper	forskeren	wetenschapper	forsker	N;MASC+FEM;SG	N;DEF;MASC;SG
prout	prout	prout	prout	N;MASC+FEM;SG	N;INDF;MASC;SG
behandelen	behandle	behandelen	behandle	V;NFIN	V;IMP;NFIN
snelweg	landevei	snelweg	landevei	N;MASC+FEM;SG	N;INDF;MASC;SG
snelweg	highway	snelweg	highway	N;MASC+FEM;SG	N
magic	magi	magic	magi	N;MASC+FEM;SG	N;INDF;MASC;SG
magic	magic	magic	magic	N;MASC+FEM;SG	N
magic	trylling	magic	trylling	N;MASC+FEM;SG	N;INDF;FEM;SG
magic	trolldom	magic	trolldom	N;MASC+FEM;SG	N;INDF;MASC;SG
apple	eple	apple	eple	N;MASC+FEM;SG	N;INDF;NEUT;SG
apple	apple	apple	apple	N;MASC+FEM;SG	N;INDF;MASC;SG
maleisië	malaysia	maleisië	malaysia	N;MASC+FEM;SG	N;INDF;MASC;SG
franklin	franklin	franklin	franklin	N;MASC+FEM;SG	N;INDF;MASC;SG
broadway	broadway	broadway	broadway	N;NEUT;SG	N;INDF;MASC;SG
fabrikant	produsent	fabrikant	produsent	N;MASC+FEM;SG	N;INDF;MASC;SG
edgar	edgar	edgar	edg	N;MASC+FEM;SG	N;INDF;MASC;SG
bevorderen	fremme	bevorderen	fremme	V;NFIN	V;NFIN
bevorderen	promoterer	bevorderen	promotere	V;NFIN	V;IND;PRS;FIN
bevorderen	promotere	bevorderen	promotere	V;NFIN	V;NFIN
bevorderen	promoterer	bevorderen	promotere	V;NFIN	V;IND;PRS;FIN
bevorderen	promotere	bevorderen	promotere	V;NFIN	V;NFIN
girls	girls	girls	girl	N;PL	N
girls	jentene	girls	jente	N;PL	N;DEF;FEM;PL
girls	jenter	girls	jente	N;PL	N;INDF;FEM;PL
aanwijzingen	ledetråder	aanwijzing	ledetråde	N;PL	N;INDF;MASC;PL
empire	empire	empire	empire	N;MASC+FEM;SG	N;INDF;MASC;SG
empire	imperiet	empire	imperium	N;MASC+FEM;SG	N;DEF;NEUT;SG
empire	keiserdømmet	empire	keiserdøm	N;MASC+FEM;SG	N;DEF;NEUT;SG
empire	imperium	empire	imperium	N;MASC+FEM;SG	N;INDF;NEUT;SG
susan	susan	susan	susan	N;MASC+FEM;SG	N;INDF;MASC;SG
rafael	rafael	rafael	rafael	N;MASC+FEM;SG	N;INDF;MASC;SG
blind	blinde	blind	blind	ADJ	ADJ;PL
blind	blindt	blind	blind	ADJ	ADJ;INDF;NEUT;SG
powell	powell	powell	powell	N;MASC+FEM;SG	N;INDF;MASC;SG
protest	protest	protest	protest	N;NEUT;SG	N;INDF;MASC;SG
protest	protester	protest	protester	N;NEUT;SG	N;INDF;NEUT;SG
khm	khm	khm	khm	N;MASC+FEM;SG	N;INDF;MASC;SG
computers	datamaskiner	computer	datamaskin	N;PL	N;INDF;FEM;PL
opdrachten	oppdragene	opdracht	oppdrag	N;PL	N;DEF;FEM;PL
opdrachten	oppgaver	opdracht	oppgave	N;PL	N;INDF;FEM;PL
opdrachten	befaler	opdracht	befale	N;PL	N;INDF;FEM;PL
opdrachten	kommandoer	opdracht	kommando	N;PL	N;INDF;MASC;PL
broek	bukse	broek	bukse	N;MASC+FEM;SG	N;INDF;FEM;SG
broek	bukse	broek	bukse	N;MASC+FEM;SG	N;INDF;FEM;SG
attractie	dragning	attractie	dragning	N;MASC+FEM;SG	N;INDF;FEM;SG
attractie	attraksjon	attractie	attraksjon	N;MASC+FEM;SG	N;INDF;MASC;SG
attractie	tiltrekning	attractie	tiltrekning	N;MASC+FEM;SG	N;INDF;FEM;SG
greg	greg	greg	greg	N;MASC+FEM;SG	N;INDF;MASC;SG
artillerie	artilleri	artillerie	artilleri	N;MASC+FEM;SG	N;INDF;NEUT;SG
artillerie	artilleriet	artillerie	artillerium	N;MASC+FEM;SG	N;DEF;NEUT;SG
haas	haas	haas	haas	N;MASC+FEM;SG	N;INDF;MASC;SG
haas	hare	haas	hare	N;MASC+FEM;SG	N;INDF;MASC;SG
vak	box	vak	box	N;NEUT;SG	N
vak	eske	vak	eske	N;NEUT;SG	N;INDF;FEM;SG
vak	kasse	vak	kasse	N;NEUT;SG	N;INDF;FEM;SG
vak	boks	vak	boks	N;NEUT;SG	N;INDF;MASC;SG
overleven	overleve	overleven	overleve	V;NFIN	V;NFIN
overleven	overlever	overleven	overleve	V;NFIN	V;IND;PRS;FIN
edities	utgaver	editie	utgave	N;PL	N;INDF;FEM;PL
gustav	gustav	gustav	gustav	N;MASC+FEM;SG	N;INDF;MASC;SG
afdelingen	deler	afdeling	del	N;PL	N;INDF;MASC;PL
afdelingen	departementer	afdeling	departement	N;PL	N;INDF;NEUT;PL
afdelingen	avdelinger	afdeling	avdeling	N;PL	N;INDF;FEM;PL
inspiratie	inspirasjon	inspiratie	inspirasjon	N;MASC+FEM;SG	N;INDF;MASC;SG
betrouwbare	pålitelig	betrouwbaar	pålitelig	ADJ	ADJ;INDF;SG
betrouwbare	pålitelige	betrouwbaar	pålitelig	ADJ	ADJ;PL
shanghai	shanghai	shanghai	shanghai	N;MASC+FEM;SG	N;INDF;NEUT;SG
constantijn	konstantin	constantijn	konstantin	N;MASC+FEM;SG	N;INDF;MASC;SG
constantijn	constantine	constantijn	constantin	N;MASC+FEM;SG	N;INDF;FEM;SG
frame	ramme	frame	ramme	N;MASC+FEM;SG	N;INDF;FEM;SG
vriendschap	vennskap	vriendschap	vennskap	N;MASC+FEM;SG	N;INDF;NEUT;SG
halle	halle	halle	halle	N;MASC+FEM;SG	N;INDF;NEUT;SG
gelopen	gikk	lopen	gå	V;V.PTCP	V;IND;PST;FIN
gelopen	gått	lopen	gå	V;V.PTCP	V;V.PTCP
gelopen	gjekk	lopen	gå	V;V.PTCP	V;IND;PST;FIN
cavalerie	kavaleri	cavalerie	kavaleri	N;MASC+FEM;SG	N;INDF;NEUT;SG
cavalerie	calvary	cavalerie	calvary	N;MASC+FEM;SG	N;INDF;MASC;SG
drinken	drikk	drinken	drikke	V;NFIN	V;IND;PRS;FIN
korps	korps	korps	korps	N;NEUT;SG	N;INDF;NEUT;SG
progressieve	progressiv	progressief	progressiv	ADJ	ADJ;INDF;NEUT;SG
progressieve	progressive	progressief	progressiv	ADJ	ADJ;PL
metaal	metall	metaal	metall	N;NEUT;SG	N;INDF;NEUT;SG
metaal	metal	metaal	metal	N;NEUT;SG	N;INDF;MASC;SG
telefoon	telefon	telefoon	telefon	N;MASC+FEM;SG	N;INDF;MASC;SG
telefoon	telefon	telefoon	telefon	N;MASC+FEM;SG	N;INDF;MASC;SG
constantinopel	konstantinopel	constantinopel	konstantinopel	N;MASC+FEM;SG	N;INDF;MASC;SG
voice	voice	voic	voice	N;MASC+FEM;SG	N;INDF;MASC;SG
voice	stemma	voic	stemme	N;MASC+FEM;SG	N;DEF;FEM;SG
voice	røst	voic	røst	N;MASC+FEM;SG	N;INDF;MASC;SG
voice	stemme	voic	stemme	N;MASC+FEM;SG	N;INDF;FEM;SG
afwezigheid	fravær	afwezigheid	fravær	N;MASC+FEM;SG	N;INDF;MASC;SG
pérez	pérez	pérez	pérez	N;MASC+FEM;SG	N;INDF;MASC;SG
aleksandr	aleksandr	aleksandr	aleksandr	N;MASC+FEM;SG	N;INDF;MASC;SG
aleksandr	aleksander	aleksandr	aleksande	N;MASC+FEM;SG	N;INDF;MASC;SG
aleksandr	aleksander	aleksandr	aleksande	N;MASC+FEM;SG	N;INDF;MASC;SG
aleksandr	alexander	aleksandr	alexander	N;MASC+FEM;SG	N;INDF;MASC;SG
getuigen	vitner	getuige	vitne	N;PL	N;INDF;MASC;PL
vooruit	fremover	vooruit	fremover	ADV	ADV
beatrix	beatrice	beatrix	beatrice	N;MASC+FEM;SG	N;INDF;FEM;SG
beatrix	beatrix	beatrix	beatrix	N;MASC+FEM;SG	N;INDF;MASC;SG
voorzijde	front	voorzijde	front	N;MASC+FEM;SG	N;INDF;MASC;SG
voorzijde	foran	voorzijde	foran	N;MASC+FEM;SG	N;INDF;MASC;SG
server	server	server	server	N;MASC+FEM;SG	N;INDF;MASC;SG
sub	sub	sub	sub	N;MASC+FEM;SG	N
schilderkunst	malerkunst	schilderkunst	malerkunst	N;MASC+FEM;SG	N;INDF;MASC;SG
schilderkunst	maleri	schilderkunst	maleri	N;MASC+FEM;SG	N;INDF;NEUT;SG
biologie	biologien	biologie	biologi	N;MASC+FEM;SG	N;DEF;MASC;SG
biologie	biologi	biologie	biologi	N;MASC+FEM;SG	N;INDF;MASC;SG
isaac	isaac	isaac	isaac	N;MASC+FEM;SG	N;INDF;MASC;SG
isaac	isak	isaac	isak	N;MASC+FEM;SG	N;INDF;MASC;SG
fluit	fløyta	fluit	fløyte	N;MASC+FEM;SG	N;DEF;FEM;SG
fluit	fløyte	fluit	fløyte	N;MASC+FEM;SG	N;INDF;FEM;SG
maximum	maksimum	maximum	maksimum	N;NEUT;SG	N;INDF;NEUT;SG
maximum	maks	maximum	maks	N;NEUT;SG	N;INDF;NEUT;SG
effectief	effektivt	effectief	effektiv	ADJ	ADJ;INDF;NEUT;SG
effectief	effektive	effectief	effektiv	ADJ	ADJ;PL
effectief	effektiv	effectief	effektiv	ADJ	ADJ;INDF;SG
effectief	effektivt	effectief	effektiv	ADJ	ADJ;INDF;NEUT;SG
boeing	boeing	boeing	boeing	N;MASC+FEM;SG	N;INDF;NEUT;SG
gegeten	spiste	eten	spiste	V;V.PTCP	V;IND;PST;FIN
maker	maker	maker	maker	N;MASC+FEM;SG	N;INDF;FEM;SG
maker	skaperen	maker	skaper	N;MASC+FEM;SG	N;DEF;MASC;SG
landing	landingen	landing	landing	N;MASC+FEM;SG	N;DEF;MASC;SG
landing	landing	landing	landing	N;MASC+FEM;SG	N;INDF;FEM;SG
onderschrift	caption	onderschrift	caption	N;NEUT;SG	N;INDF;SG
onderschrift	bildeteksten	onderschrift	bildetekst	N;NEUT;SG	N;DEF;MASC;SG
onderschrift	bildetekst	onderschrift	bildetekst	N;NEUT;SG	N;INDF;MASC;SG
lidmaatschap	medlemskap	lidmaatschap	medlemskap	N;NEUT;SG	N;INDF;MASC;SG
gras	grass	gras	grass	N;NEUT;SG	N;INDF;MASC;SG
gras	gress	gras	gress	N;NEUT;SG	N;INDF;MASC;SG
resulteerde	resulterte	resulteren	resultere	V;SG;PST;FIN	V;IND;PST;FIN
aus	aus	aus	aus	N;MASC+FEM;SG	N;INDF;SG
boog	arch	boog	arch	N;MASC+FEM;SG	N
boog	bukk	boog	bukk	N;MASC+FEM;SG	N;INDF;MASC;SG
boog	baug	boog	baug	N;MASC+FEM;SG	N;INDF;MASC;SG
boog	bow	boog	bow	N;MASC+FEM;SG	N;INDF;NEUT;SG
boog	bue	boog	bue	N;MASC+FEM;SG	N;INDF;MASC;SG
ardennen	ardennene	arden	ardenne	N;PL	N;DEF;MASC;PL
brandstof	drivstoff	brandstof	drivstoff	N;MASC+FEM;SG	N;INDF;NEUT;SG
shakespeare	shakespeare	shakespeaar	shakespeare	N;MASC+FEM;SG	N;INDF;MASC;SG
keel	strupe	keel	strupe	N;MASC+FEM;SG	N;INDF;MASC;SG
keel	hals	keel	hals	N;MASC+FEM;SG	N;INDF;MASC;SG
keel	halsen	keel	hals	N;MASC+FEM;SG	N;DEF;MASC;SG
keel	kjølen	keel	kjøl	N;MASC+FEM;SG	N;DEF;MASC;SG
keel	kjøl	keel	kjøl	N;MASC+FEM;SG	N;INDF;MASC;SG
zwakke	svak	zwak	svak	ADJ	ADJ;INDF;NEUT;SG
zwakke	svakt	zwak	svak	ADJ	ADJ;INDF;NEUT;SG
zwakke	svake	zwak	svak	ADJ	ADJ;PL
alcohol	alkohol	alcohol	alkohol	N;MASC+FEM;SG	N;INDF;MASC;SG
sevilla	sevilla	sevilla	seville	N;MASC+FEM;SG	N;INDF;MASC;SG
kunstwerk	kunstverket	kunstwerk	kunstverk	N;NEUT;SG	N;DEF;NEUT;SG
kunstwerk	kunstverk	kunstwerk	kunstverk	N;NEUT;SG	N;INDF;NEUT;SG
kunstwerk	grafikk	kunstwerk	grafikk	N;NEUT;SG	N;INDF;MASC;SG
glazen	briller	glas	brille	N;PL	N;INDF;FEM;PL
oppositie	opposisjon	oppositie	opposisjon	N;MASC+FEM;SG	N;INDF;MASC;SG
frequentie	hyppighet	frequentie	hyppighet	N;MASC+FEM;SG	N;INDF;FEM;SG
frequentie	frekvens	frequentie	frekvens	N;MASC+FEM;SG	N;INDF;MASC;SG
forster	forster	forster	forster	N;MASC+FEM;SG	N;INDF;MASC;SG
warme	varm	warm	varm	ADJ	ADJ;INDF;SG
warme	varmt	warm	varm	ADJ	ADJ;INDF;NEUT;SG
introduceerde	presenterte	introduceren	presentere	V;SG;PST;FIN	V;IND;PST;FIN
tsjechisch	tsjekkiske	tsjechisch	tsjekkisk	ADJ	ADJ;PL
jay	jay	jay	jay	N;MASC+FEM;SG	N;INDF;MASC;SG
produceert	produserer	produceren	produsere	V;SG;PRS;FIN	V;IND;PRS;FIN
produceert	produserer	produceren	produsere	V;SG;PRS;FIN	V;IND;PRS;FIN
burger	burger	burger	burger	N;MASC+FEM;SG	N;INDF;MASC;SG
burger	statsborger	burger	statsborge	N;MASC+FEM;SG	N;INDF;FEM;SG
burger	borger	burger	borg	N;MASC+FEM;SG	N;INDF;MASC;SG
toronto	toronto	toronto	toronto	N;NEUT;SG	N;INDF;MASC;SG
vluchtelingen	flyktningene	vluchteling	flyktning	N;PL	N;DEF;MASC;PL
vluchtelingen	flyktninger	vluchteling	flyktninger	N;PL	N;INDF;MASC;PL
getuige	vitne	getuige	vitne	N;MASC+FEM;SG	N;INDF;NEUT;SG
zoogdier	pattedyr	zoogdier	pattedyr	N;NEUT;SG	N;INDF;NEUT;SG
rijen	rader	rij	rad	N;PL	N;INDF;FEM;PL
vrees	frykter	vrezen	frykt	V;SG;PRS;FIN	V;IND;PRS;FIN
linkse	forlatt	links	forlatt	ADJ	ADJ;INDF;NEUT;SG;V.PTCP
colorado	colorado	colorado	colorado	N;NEUT;SG	N
heerser	linjal	heerser	linjal	N;MASC+FEM;SG	N;INDF;MASC;SG
regen	regn	regen	regn	N;MASC+FEM;SG	N;INDF;NEUT;SG
regen	rain	regen	rain	N;MASC+FEM;SG	N;INDF;MASC;SG
mecklenburg	mecklenburg	mecklenburg	mecklenburg	N;MASC+FEM;SG	N;INDF;MASC;SG
gewonden	skadd	gewond	skade	ADJ	ADJ;INDF;SG;V.PTCP
gewonden	skadde	gewond	skade	ADJ	ADJ;PL;V.PTCP
gewonden	skada	gewond	skade	ADJ	ADJ;INDF;SG;V.PTCP
gewonden	skadd	gewond	skade	ADJ	ADJ;INDF;SG;V.PTCP
gewonden	skadde	gewond	skade	ADJ	ADJ;PL;V.PTCP
elektrisch	elektrisk	elektrisch	elektrisk	ADJ	ADJ;INDF;NEUT;SG
klas	klasserommet	klas	klasserom	N;MASC+FEM;SG	N;DEF;NEUT;SG
klas	klasserom	klas	klasserom	N;MASC+FEM;SG	N;INDF;NEUT;SG
klas	klasse	klas	klasse	N;MASC+FEM;SG	N;INDF;FEM;SG
klas	klassen	klas	klasse	N;MASC+FEM;SG	N;DEF;MASC;SG
tevreden	fornøyde	tevreden	fornøyd	ADJ	ADJ;PL
tevreden	fornøyd	tevreden	fornøyd	ADJ	ADJ;INDF;SG
tevreden	tilfredsstilt	tevreden	tilfredsstille	ADJ	ADJ;INDF;SG;V.PTCP
tevreden	lykkelig	tevreden	lykkelig	ADJ	ADJ;INDF;NEUT;SG
tevreden	fornøyd	tevreden	fornøyd	ADJ	ADJ;INDF;SG
tevreden	glad	tevreden	glad	ADJ	ADJ;INDF;SG
tevreden	fornøyde	tevreden	fornøyd	ADJ	ADJ;PL
fair	rettferdig	fair	rettferdig	ADJ	ADJ;INDF;NEUT;SG
rit	ride	rit	ride	N;MASC+FEM;SG	N;INDF;MASC;SG
rit	ritt	rit	ritt	N;MASC+FEM;SG	N;INDF;NEUT;SG
rit	ridetur	rit	ridetur	N;MASC+FEM;SG	N;INDF;MASC;SG
rit	ri	rit	ri	N;MASC+FEM;SG	N;INDF;NEUT;SG
industrieel	industrielle	industrieel	industriell	ADJ	ADJ;PL
olga	olga	olga	olg	N;MASC+FEM;SG	N;INDF;FEM;SG
massachusetts	massachusetts	massachusetts	massachusetts	N;NEUT;SG	N;INDF;MASC;SG
versterken	forbedre	versterken	forbedre	V;NFIN	V;IMP;NFIN
orkaan	orkanen	orkaan	orkan	N;MASC+FEM;SG	N;DEF;MASC;SG
orkaan	orkan	orkaan	orkan	N;MASC+FEM;SG	N;INDF;MASC;SG
orkaan	hurricane	orkaan	hurrice	N;MASC+FEM;SG	N;DEF;MASC;SG
leconte	leconte	lecont	lecont	N;MASC+FEM;SG	N;INDF;MASC;SG
nico	nico	nico	nico	N;MASC+FEM;SG	N;INDF;MASC;SG
praktisch	praktiske	praktisch	praktisk	ADJ	ADJ;PL
praktisch	praktisk	praktisch	praktisk	ADJ	ADJ;INDF;NEUT;SG
buren	naboer	buur	nabo	N;PL	N;INDF;FEM;PL
buren	naboene	buur	nabo	N;PL	N;DEF;FEM;PL
buren	naboer	buur	nabo	N;PL	N;INDF;FEM;PL
onzeker	usikker	onzeker	usikker	ADJ	ADJ;INDF;SG
onzeker	usikre	onzeker	usikker	ADJ	ADJ;PL
onzeker	usikker	onzeker	usikker	ADJ	ADJ;INDF;SG
onzeker	usikre	onzeker	usikker	ADJ	ADJ;PL
onzeker	usikkert	onzeker	usikker	ADJ	ADJ;INDF;NEUT;SG
onzeker	usikker	onzeker	usikker	ADJ	ADJ;INDF;SG
larry	larry	larry	larry	N;MASC+FEM;SG	N;INDF;MASC;SG
ram	ram	ram	ram	N;MASC+FEM;SG	N
oren	ørene	oor	øren	N;PL	N;DEF;FEM;PL
lès	lès	lès	lese	N;MASC+FEM;SG	N;INDF;MASC;SG
functioneren	fungerer	functioneren	fungere	V;NFIN	V;IND;PRS;FIN
aardbeving	jordskjelv	aardbeving	jordskjelv	N;MASC+FEM;SG	N;INDF;NEUT;SG
edwin	edwin	edwin	edwin	N;MASC+FEM;SG	N;INDF;MASC;SG
klokken	klokker	klok	klokke	N;PL	N;INDF;FEM;PL
klokken	bjeller	klok	bjelle	N;PL	N;INDF;FEM;PL
kritisch	kritisk	kritisch	kritisk	ADJ	ADJ;INDF;NEUT;SG
kritisch	kritiske	kritisch	kritisk	ADJ	ADJ;PL
steel	stjele	steel	stjele	N;MASC+FEM;SG	N;INDF;MASC;SG
steel	stjeling	steel	stjeling	N;MASC+FEM;SG	N;INDF;FEM;SG
jef	jef	jef	jef	N;MASC+FEM;SG	N;INDF;MASC;SG
