ele	그를	ele	그+를	PRO;NOM;MASC;SG;3	PRO
registo	레지스터	registo	레지스터	N;MASC;SG	N
registo	등록	registo	등록	N;MASC;SG	N
registo	레지스트리	registo	레지스트리	N;MASC;SG	N
registo	등록	registo	등록	N;MASC;SG	N
governante	통치자	governante	통치자	N;MASC;SG	N
kids	애들	kids	애+들	N;MASC;SG	N
kids	아이들	kids	아이+들	N;MASC;SG	N
kids	어린이	kids	어린이	N;MASC;SG	N
corredor	복도	corredor	복도	N;MASC;SG	N
kingdom	왕국	kingdom	왕국	N;MASC;SG	N
vizinho	이웃	vizinho	이웃	N;MASC;SG	N
vizinho	이웃집	vizinho	이웃집	N;MASC;SG	N
vestígios	자취	vestígio	자취	N;MASC;PL	N
vestígios	흔적	vestígio	흔적	N;MASC;PL	N
vestígios	추적	vestígio	추적	N;MASC;PL	N
vestígios	흔적	vestígio	흔적	N;MASC;PL	N
profundo	깊은	profundo	깊+ㄴ	ADJ;MASC;SG	ADJ
clipes	클립	clipe	클립	N;MASC;PL	N
tanques	탱크	tanque	탱크	N;MASC;PL	N
tanques	전차	tanque	전차	N;MASC;PL	N
tanques	탱크	tanque	탱크	N;MASC;PL	N
tanques	전차	tanque	전차	N;MASC;PL	N
ideologia	이데올로기	ideologia	이데올로기	N;FEM;SG	N
gerente	관리자	gerente	관리자	N;MASC;SG	N
atrações	관광지	atração	관광지	N;FEM;PL	N
atrações	명소	atração	명소	N;FEM;PL	N
prazer	쾌락	prazer	쾌락	N;MASC;SG	N
actor	배우	actor	배우	N;MASC;SG	N
caridade	자선단체	caridade	자선+단체	N;FEM;SG	N
caridade	자선	caridade	자선	N;FEM;SG	N
carvão	석탄	carvão	석탄	N;MASC;SG	N
cordilheira	범위	cordilheira	범위	N;FEM;SG	N
barcos	보트	barco	보트	N;MASC;PL	N
oponente	상대	oponente	상대	N;MASC;SG	N
oponente	상대성	oponente	상대성	N;MASC;SG	N
básicos	기본	básico	기본	N;MASC;PL	N
básicos	기초	básico	기초	N;MASC;PL	N
dublagem	더빙	dublagem	더빙	N;FEM;SG	N
hunter	사냥꾼	hunter	사냥꾼	N;MASC;SG	N
salva	저장하기	salvar	저장+하+기	V;IND;SG;3;PRS;FIN	V
anéis	반지	anel	반지	N;MASC;PL	N
humberto	휴버트	humberto	휴버트	N;MASC;SG	N
átomos	원자	átomo	원자	N;MASC;PL	N
átomos	원자	átomo	원자	N;MASC;PL	N
comunistas	공산주의자	comunista	공산주의자	N;MASC;PL	N
comunistas	공산주의자	comunista	공산주의자	N;MASC;PL	N
joan	조앤	joan	조앤	N;FEM;SG	N
inovação	혁신	inovação	혁신	N;FEM;SG	N
falhas	실패	falha	실패	N;FEM;PL	N
falhas	고장	falha	고장	N;FEM;PL	N
falhas	결함	falha	결함	N;FEM;PL	N
felicidade	행복	felicidade	행복	N;FEM;SG	N
performances	공연	performance	공연	N;FEM;PL	N
telescópio	망원경	telescópio	망원경	N;MASC;SG	N
tronco	몸통	tronco	몸통	N;MASC;SG	N
tronco	트렁크	tronco	트렁크	N;MASC;SG	N
caverna	동굴	cavernar	동굴	N;FEM;SG	N
alternativas	대안	alternativa	대안	N;FEM;PL	N
alternativas	대안	alternativa	대안	N;FEM;PL	N
portos	항구	porto	항구	N;MASC;PL	N
noiva	약혼	noiva	약혼	N;FEM;SG	N
coletiva	집단	coletivo	집단	N;FEM;SG	N
pavilhão	깃발	pavilhão	깃발	N;MASC;SG	N
pavilhão	국기	pavilhão	국기	N;MASC;SG	N
pavilhão	플래그	pavilhão	플래그	N;MASC;SG	N
proximidade	근접	proximidade	근접	N;FEM;SG	N
borda	국경	borda	국경	N;FEM;SG	N
borda	경계	borda	경계	N;FEM;SG	N
funcionário	직원	funcionário	직원	N;MASC;SG	N
funcionário	공식	funcionário	공식	N;MASC;SG	N
percepção	인식	percepção	인식	N;FEM;SG	N
acadêmica	학문	acadêmico	학문	N;FEM;SG	N
acadêmica	학업	acadêmico	학업	N;FEM;SG	N
acadêmica	학술	acadêmico	학술	N;FEM;SG	N
cinza	회색	cinza	회색	N;FEM;SG	N
cinza	회색	cinza	회색	N;FEM;SG	N
oxigênio	산소	oxigênio	산소	N;MASC;SG	N
machos	남성	macho	남성	N;MASC;PL	N
difíceis	어려운	difícil	어렵+ㄴ	ADJ;MASC;PL	ADJ
sargento	경사	sargento	경사	N;MASC;SG	N
sargento	상사	sargento	상사	N;MASC;SG	N
manchete	제목	manchete	제목	N;FEM;SG	N
fragmentos	단편	fragmento	단편	N;MASC;PL	N
geometria	기하학	geometria	기하학	N;FEM;SG	N
crônica	만성	crônico	만성	N;FEM;SG	N
crônica	연대기	crônico	연대기	N;FEM;SG	N
telecomunicações	통신	telecomunicação	통신	N;FEM;PL	N
apoiado	지원합니다	apoiar	지원+하+ㅂ니다	V;MASC;SG;V.PTCP	V
apoiado	지원함	apoiar	지원+하+ㅁ	V;MASC;SG;V.PTCP	V
coletivo	집단	coletivo	집단	N;MASC;SG	N
fenômenos	현상	fenômeno	현상	N;MASC;PL	N
fenômenos	현상	fenômeno	현상	N;MASC;PL	N
embarcações	혈관	embarcação	혈관	N;FEM;PL	N
pouso	착륙	pouso	착륙	N;MASC;SG	N
colapso	붕괴	colapso	붕괴	N;MASC;SG	N
colapso	축소	colapso	축소	N;MASC;SG	N
parágrafo	문단	parágrafo	문단	N;MASC;SG	N
parágrafo	단락	parágrafo	단락	N;MASC;SG	N
semestre	학기	semestre	학기	N;MASC;SG	N
ring	반지	ring	반지	N;MASC;SG	N
ring	소환	ring	소환	N;MASC;SG	N
invenção	발명	invenção	발명	N;FEM;SG	N
invenção	발명	invenção	발명	N;FEM;SG	N
hidrogênio	수소	hidrogênio	수소	N;MASC;SG	N
almas	영혼	alma	영혼	N;FEM;PL	N
jurisdição	관할권	jurisdição	관할권	N;FEM;SG	N
bactérias	세균	bactéria	세균	N;FEM;PL	N
bactérias	박테리아	bactéria	박테리아	N;FEM;PL	N
potências	권력	potências	권력	N;FEM;PL	N
toque	터치	toque	터치	N;MASC;SG	N
encontros	미팅	encontro	미팅	N;MASC;PL	N
encontros	연애	encontro	연애	N;MASC;PL	N
encontros	데이트	encontro	데이트	N;MASC;PL	N
meninos	소년	menino	소년	N;MASC;PL	N
meninos	소년들	menino	소년+들	N;MASC;PL	N
meninos	보이즈	menino	보이즈	N;MASC;PL	N
pecuária	가축	pecuário	가축	N;FEM;SG	N
maneiras	방법	maneira	방법	N;FEM;PL	N
maneiras	예의	maneira	예의	N;FEM;PL	N
money	돈이	money	돈+이	N;MASC;SG	N
crenças	신념	crença	신념	N;FEM;PL	N
crenças	종교	crença	종교	N;FEM;PL	N
crenças	신념	crença	신념	N;FEM;PL	N
crenças	신앙	crença	신앙	N;FEM;PL	N
compreender	이해하기	compreender	이해+하+기	V;NFIN	V
compreender	알아듣기	compreender	알+아+있+기	V;NFIN	V
compreender	이해하기	compreender	이해+하+기	V;NFIN	V
lobos	늑대	lobo	늑대	N;MASC;PL	N
lobos	늑대들	lobo	특대+들	N;MASC;PL	N
patinação	스케이팅	patinação	스케이팅	N;FEM;SG	N
airlines	항공	airline	항공	N;MASC;SG	N
airlines	항공사	airline	항공사	N;MASC;SG	N
sobrevivência	생존	sobrevivência	생존	N;FEM;SG	N
negativa	부정적	negativa	부정+적	N;FEM;SG	N
negativa	음성	negativa	음성	N;FEM;SG	N
parentes	친척	parente	친척	N;MASC;PL	N
orgânica	유기적	orgânico	유기+적	N;FEM;SG	N
perfeita	완벽한	perfazer	완벽+하+ㄴ	V;FEM;SG;V.PTCP	V
quadrado	광장	quadrado	광장	N;MASC;SG	N
coragem	용기	coragem	용기	N;FEM;SG	N
coragem	용기	coragem	용기	N;FEM;SG	N
vantagens	혜택	vantagem	혜택	N;FEM;PL	N
vantagens	특전	vantagem	특전	N;FEM;PL	N
eyes	눈빛	eyes	눈빛	N;MASC;SG	N
básicas	기본	básico	기본	N;FEM;PL	N
básicas	기초	básico	기초	N;FEM;PL	N
mudado	변경되었습니다	mudar	변경+되+었+습니다	V;MASC;SG;V.PTCP	V
mudado	변경됨	mudar	변경+되+ㄴ	V;MASC;SG;V.PTCP	V
trilhas	트레일	trilha	트레일	N;FEM;PL	N
trilhas	흔적	trilha	흔적	N;FEM;PL	N
trilhas	트랙	trilha	트랙	N;FEM;PL	N
expandir	확장하기	expandir	확장+하+기	V;NFIN	V
expandir	펼치기	expandir	펼치+기	V;NFIN	V
area	구역	area	구역	N;FEM;SG	N
area	영역	area	영역	N;FEM;SG	N
area	지역	area	지역	N;FEM;SG	N
boeing	보잉	boeing	보잉	N;MASC;SG	N
assalto	폭행	assalto	폭행	N;MASC;SG	N
assalto	공격	assalto	공격	N;MASC;SG	N
assalto	강도	assalto	강도	N;MASC;SG	N
fêmeas	여성	fêmea	여성	N;FEM;PL	N
trens	열차	trem	열차	N;MASC;PL	N
sudão	수단	sudão	수단	N;MASC;SG	N
ampliação	축소	ampliação	축소	N;FEM;SG	N
ampliação	확대	ampliação	확대	N;FEM;SG	N
abraço	포옹	abraço	포옹	N;MASC;SG	N
abraço	포옹	abraço	포옹	N;MASC;SG	N
human	인간	human	인간	N;MASC;SG	N
human	인체	human	인체	N;MASC;SG	N
precipitação	강수	precipitação	강수	N;FEM;SG	N
corda	로프	corda	로프	N;FEM;SG	N
corda	밧줄	corda	밧줄	N;FEM;SG	N
ritual	의식	ritual	의식	N;MASC;SG	N
concluir	끝내기	concluir	끝내+기	V;NFIN	V
teto	천장	teto	천장	N;MASC;SG	N
teto	지붕	teto	지붕	N;MASC;SG	N
possibilidades	가능성	possibilidade	가능성	N;FEM;PL	N
restaurantes	음식점	restaurante	음식점	N;MASC;PL	N
restaurantes	레스토랑	restaurante	레스토랑	N;MASC;PL	N
restaurantes	식당	restaurante	식당	N;MASC;PL	N
cozinha	요리	cozinha	요리	N;FEM;SG	N
cozinha	부엌	cozinha	부엌	N;FEM;SG	N
cozinha	주방	cozinha	주방	N;FEM;SG	N
explorar	둘러보기	explorar	둘러보+기	V;NFIN	V
comer	먹기	comer	먹+기	V;NFIN	V
comer	먹기	comer	먹+기	V;NFIN	V
mísseis	미사일	míssil	미사+이+ㄹ	N;MASC;PL	N
mísseis	유도탄	míssil	유도탄	N;MASC;PL	N
mísseis	미사일	míssil	미사+이+ㄹ	N;MASC;PL	N
dívida	채무	dívida	채무	N;FEM;SG	N
raças	인종	raça	인종	N;FEM;PL	N
raças	품종	raça	품종	N;FEM;PL	N
second	두번째	second	두번+째	N;MASC;SG	N
médias	평균	média	평균	N;FEM;PL	N
fio	철사	fio	철사	N;MASC;SG	N
fio	스레드	fio	스레드	N;MASC;SG	N
fio	대화	fio	대화	N;MASC;SG	N
infecção	감염증	infecção	감염증	N;FEM;SG	N
infecção	염증	infecção	염증	N;FEM;SG	N
infecção	감염	infecção	감염	N;FEM;SG	N
aparelhos	기기	aparelho	기기	N;MASC;PL	N
aparelhos	장치	aparelho	장치	N;MASC;PL	N
ideais	이념	ideal	이념	N;MASC;PL	N
ideais	아이디얼	ideal	아이디얼	N;MASC;PL	N
ideais	이상	ideal	이상	N;MASC;PL	N
vizinha	이웃	vizinha	이웃	N;FEM;SG	N
vizinha	이웃집	vizinha	이웃집	N;FEM;SG	N
águia	독수리	águia	독수리	N;FEM;SG	N
soberania	주권	soberania	주권	N;FEM;SG	N
naturalidade	출신지	naturalidade	출신지	N;FEM;SG	N
protestantes	개신교	protestante	개신교	N;MASC;PL	N
protestantes	개신교	protestante	개신교	N;MASC;PL	N
navegador	탐색기	navegador	탐색기	N;MASC;SG	N
juízes	판사	juíz	판사	N;MASC;PL	N
moça	소녀	moça	소녀	N;FEM;SG	N
heaven	하늘	heaven	하늘	N;MASC;SG	N
entende	이해하기	entender	이해+하+기	V;IND;SG;3;PRS;FIN	V
entende	알아듣기	entender	알+아+있+기	V;IND;SG;3;PRS;FIN	V
responde	대답해	responder	대답+하+어	V;IND;SG;3;PRS;FIN	V
responde	응답하라	responder	응답+하+라	V;IND;SG;3;PRS;FIN	V
penas	깃털	pena	깃털	N;FEM;PL	N
penas	깃털	pena	깃털	N;FEM;PL	N
inseto	곤충	inseto	곤충	N;MASC;SG	N
gerenciamento	경영	gerenciamento	경영	N;MASC;SG	N
gerenciamento	관리	gerenciamento	관리	N;MASC;SG	N
financiamento	금융	financiamento	금융	N;MASC;SG	N
financiamento	자금	financiamento	자금	N;MASC;SG	N
protesto	시위	protesto	시위	N;MASC;SG	N
burocratas	관료	burocrata	관료	N;MASC;PL	N
participante	참석자	participante	참석자	N;MASC;SG	N
participante	참가자	participante	참가자	N;MASC;SG	N
square	광장	square	광장	N;MASC;SG	N
lendas	전설	lenda	전설	N;FEM;PL	N
emmy	에미상	emmy	에미상	N;MASC;SG	N
prato	요리	prato	요리	N;MASC;SG	N
prato	접시	prato	접시	N;MASC;SG	N
prato	접시	prato	접시	N;MASC;SG	N
mixagem	믹싱	mixagem	믹싱	N;FEM;SG	N
difusão	확산	difusão	확산	N;FEM;SG	N
difusão	방송	difusão	방송	N;FEM;SG	N
medicamentos	의약품	medicamento	의약품	N;MASC;PL	N
demonstração	데모	demonstração	데모	N;FEM;SG	N
demonstração	시위	demonstração	시위	N;FEM;SG	N
demonstração	시연	demonstração	시연	N;FEM;SG	N
faculdades	대학교	faculdade	대학교	N;FEM;PL	N
faculdades	대학	faculdade	대학	N;FEM;PL	N
salário	급여	salário	급+여	N;MASC;SG	N
salário	월급	salário	월급	N;MASC;SG	N
comandos	명령	comando	명령	N;MASC;PL	N
comandos	명령어	comando	명령+어	N;MASC;PL	N
comandos	특공대	comando	특공대	N;MASC;PL	N
comandos	통제	comando	통제	N;MASC;PL	N
comandos	제어	comando	제어	N;MASC;PL	N
conspiração	플롯	conspiração	플롯	N;FEM;SG	N
usos	사용	uso	사용	N;MASC;PL	N
concorrentes	참가자	concorrente	참가자	N;MASC;PL	N
concorrentes	경쟁사	concorrente	경쟁사	N;MASC;PL	N
bibliotecas	도서관	biblioteca	도서관	N;FEM;PL	N
detalhe	상세	detalhe	상세	N;MASC;SG	N
detalhe	세부사항	detalhe	세부+사항	N;MASC;SG	N
happy	행복	happy	행복	N;MASC;SG	N
prédios	건물	prédio	건물	N;MASC;PL	N
prédios	건축물	prédio	건축물	N;MASC;PL	N
prédios	건물들	prédio	건물+들	N;MASC;PL	N
prédios	빌딩	prédio	빌딩	N;MASC;PL	N
radar	레이더	radar	레이더	N;MASC;SG	N
variados	다양하다	variado	다양+하+다	V;MASC;PL;V.PTCP	V
representações	묘사	representação	묘사	N;FEM;PL	N
pacto	규약	pacto	규약	N;MASC;SG	N
cabelos	머리카락	cabelo	머리카락	N;MASC;PL	N
cabelos	머리	cabelo	머리	N;MASC;PL	N
cabelos	머리카락이	cabelo	머리카락+이	N;MASC;PL	N
escândalo	스캔들	escândalo	스캔들	N;MASC;SG	N
jessica	제시카	jessica	제시카	N;FEM;SG	N
contemporâneos	현대	contemporâneo	현대	N;MASC;PL	N
tragédia	비극	tragédia	비극	N;FEM;SG	N
suspeita	용의자	suspeita	용의자	N;FEM;SG	N
diabo	악마	diabo	악마	N;MASC;SG	N
vela	양초	vela	양초	N;FEM;SG	N
vela	요트	vela	요트	N;FEM;SG	N
vigilância	감시	vigilância	감시	N;FEM;SG	N
arquitecto	건축가	arquitecto	건축가	N;MASC;SG	N
arquitecto	건축	arquitecto	건축	N;MASC;SG	N
feiras	박람회	feira	박람회	N;FEM;PL	N
feiras	전시회	feira	전시회	N;FEM;PL	N
equações	방정식	equação	방정식	N;FEM;PL	N
linguística	언어학	linguística	언어학	N;FEM;SG	N
utilizador	사용자	utilizador	사용자	N;MASC;SG	N
tiros	총격	tiro	총격	N;MASC;PL	N
géneros	장르	género	장르	N;MASC;PL	N
dependência	의존	dependência	의존	N;FEM;SG	N
dependência	의존성	dependência	의존성	N;FEM;SG	N
dependência	중독	dependência	중독	N;FEM;SG	N
dependência	의존	dependência	의존	N;FEM;SG	N
dependência	의존성	dependência	의존성	N;FEM;SG	N
compor	쓰기	compor	쓰+기	V;NFIN	V
compor	작성하기	compor	작성+하+기	V;NFIN	V
multidão	군중	multidão	군중	N;FEM;SG	N
dano	손상	dano	손상	N;MASC;SG	N
console	콘솔	consolar	콘솔	N;MASC;SG	N
protestante	개신교	protestante	개신교	N;MASC;SG	N
mineral	광물	mineral	광물	N;MASC;SG	N
mind	마음	mind	마음	N;MASC;SG	N
dirigentes	지도자	dirigente	지도자	N;MASC;PL	N
gigantes	자이언츠	gigante	자이언츠	N;MASC;PL	N
licenciatura	학위	licenciatura	학위	N;FEM;SG	N
licenciatura	졸업	licenciatura	졸업	N;FEM;SG	N
ameaças	협박	ameaça	협박	N;FEM;PL	N
ameaças	위협	ameaça	위협	N;FEM;PL	N
ameaças	위협	ameaça	위협	N;FEM;PL	N
mercadorias	상품	mercadoria	상품	N;FEM;PL	N
mercadorias	물품	mercadoria	물품	N;FEM;PL	N
mercadorias	상품	mercadoria	상품	N;FEM;PL	N
mercadorias	화물	mercadoria	화물	N;FEM;PL	N
mercadorias	운송	mercadoria	운송	N;FEM;PL	N
comemoração	축하	comemoração	축하	N;FEM;SG	N
sentença	판결	sentença	판결	N;FEM;SG	N
sentença	문장	sentença	문장	N;FEM;SG	N
precisava	필요함	precisar	필요함	V;IND;SG;3;IPFV;FIN	V
prevenção	방지	prevenção	방지	N;FEM;SG	N
prevenção	예방	prevenção	예방	N;FEM;SG	N
eliminados	삭제됨	eliminar	삭제되+ㄴ	V;MASC;PL;V.PTCP	V
eliminados	삭제함	eliminar	삭제+하+ㅁ	V;MASC;PL;V.PTCP	V
eliminados	삭제되었습니다	eliminar	삭제+되+었+습니다	V;MASC;PL;V.PTCP	V
pesquisador	연구자	pesquisador	연구자	N;MASC;SG	N
pesquisador	연구원	pesquisador	연구원	N;MASC;SG	N
celebração	축하	celebração	축하	N;FEM;SG	N
manuscrito	사본	manuscrito	사본	N;MASC;SG	N
crônicas	만성	crônica	만성	N;FEM;PL	N
crônicas	연대기	crônica	연대기	N;FEM;PL	N
caçadores	사냥꾼	caçador	사냥꾼	N;MASC;PL	N
caçadores	사냥꾼	caçador	사냥꾼	N;MASC;PL	N
masters	마스터즈	master	마스터즈	N;MASC;SG	N
masters	마스터스	master	마스터스	N;MASC;SG	N
interessados	관심사	interessado	관심사	N;MASC;PL	N
interessados	관심	interessado	관심	N;MASC;PL	N
deficiência	장애	deficiência	장애	N;FEM;SG	N
hospitais	병원	hospital	병원	N;MASC;PL	N
removido	삭제됨	remover	삭제되+ㄴ	V;MASC;SG;V.PTCP	V
removido	삭제되었습니다	remover	삭제+되+었+습니다	V;MASC;SG;V.PTCP	V
painel	대시보드	painel	대시보드	N;MASC;SG	N
painel	패널	painel	패널	N;MASC;SG	N
armadura	기갑	armadura	기갑	N;FEM;SG	N
micro	마이크로소프트	micro	마이크로소프트	N;MASC;SG	N
cartões	카드	cartão	카드	N;MASC;PL	N
garantia	보증	garantia	보증	N;FEM;SG	N
garantia	보증	garantia	보증	N;FEM;SG	N
criminal	범죄자	criminal	범죄자	N;MASC;SG	N
luxo	명품	luxo	명품	N;MASC;SG	N
phillips	필립스	phillips	필립스	N;MASC;SG	N
boxe	복싱	boxe	복싱	N;MASC;SG	N
esculturas	조각상	escultura	조각상	N;FEM;PL	N
esculturas	조각	escultura	조각	N;FEM;PL	N
esculturas	조각	escultura	조각	N;FEM;PL	N
born	출생	born	출생	N;MASC;SG	N
born	탄생	born	탄생	N;MASC;SG	N
subida	상승	subida	상승	N;FEM;SG	N
patrocínio	후원	patrocínio	후원	N;MASC;SG	N
patrocínio	후원	patrocínio	후원	N;MASC;SG	N
macho	남성	macho	남성	N;MASC;SG	N
hardware	하드웨어	hardware	하드웨어	N;MASC;SG	N
perdas	상실	perda	상실	N;FEM;PL	N
perdas	손실	perda	손실	N;FEM;PL	N
perdas	손실	perda	손실	N;FEM;PL	N
urbanas	도시	urbano	도시	N;FEM;PL	N
lesões	부상	lesão	부상	N;FEM;PL	N
lesões	부상	lesão	부상	N;FEM;PL	N
visitas	방문자	visita	방문자	N;FEM;PL	N
nervoso	긴장감	nervoso	긴장감	N;MASC;SG	N
nervoso	긴장	nervoso	긴장	N;MASC;SG	N
febre	열이	febre	열+이	N;FEM;SG	N
adoção	채택	adoção	채택	N;FEM;SG	N
adoção	입양	adoção	입양	N;FEM;SG	N
separadas	분리됨	separar	분리+되+ㄴ	V;FEM;PL;V.PTCP	V
preparar	준비하기	preparar	준비+하+기	V;NFIN	V
andamento	진행	andamento	진행	N;MASC;SG	N
socialismo	사회주의	socialismo	사회주의	N;MASC;SG	N
ice	얼음	ice	얼+음	N;MASC;SG	N
colecção	모음집	colecção	모음집	N;FEM;SG	N
fotógrafo	사진관	fotógrafo	사진관	N;MASC;SG	N
fotógrafo	포토그래퍼	fotógrafo	포토그래퍼	N;MASC;SG	N
fotógrafo	사진작가	fotógrafo	사진작가	N;MASC;SG	N
jesse	제시	jesser	제시	N;MASC;SG	N
experimentos	실험	experimento	실험	N;MASC;PL	N
gramática	문법	gramático	문법	N;FEM;SG	N
riscos	위험	risco	위험	N;MASC;PL	N
riscos	리스크	risco	리스크	N;MASC;PL	N
riscos	위험	risco	위험	N;MASC;PL	N
riscos	리스크	risco	리스크	N;MASC;PL	N
trocar	바꾸기	trocar	바꾸+기	V;NFIN	V
trocar	바꾸기	trocar	바꾸+기	V;NFIN	V
atribuição	할당	atribuição	할당	N;FEM;SG	N
atribuição	할당	atribuição	할당	N;FEM;SG	N
atribuição	저작자	atribuição	저작자	N;FEM;SG	N
patrono	수호	patrono	수호	N;MASC;SG	N
novato	초보	novato	초보	N;MASC;SG	N
favorito	책갈피	favorito	책갈피	N;MASC;SG	N
favorito	북마크	favorito	북마크	N;MASC;SG	N
espetáculos	안경	espetáculo	안경	N;MASC;PL	N
bebidas	음료	bebida	음료	N;FEM;PL	N
bebidas	음료수	bebida	음료수	N;FEM;PL	N
bebidas	음료	bebida	음료	N;FEM;PL	N
bebidas	음료수	bebida	음료수	N;FEM;PL	N
bebidas	음료	bebida	음료	N;FEM;PL	N
bebidas	음료수	bebida	음료수	N;FEM;PL	N
caçador	사냥꾼	caçador	사냥꾼	N;MASC;SG	N
pacote	번들	pacote	번+들	N;MASC;SG	N
pacote	패킷	pacote	패킷	N;MASC;SG	N
silêncio	침묵	silêncio	침묵	N;MASC;SG	N
silêncio	침묵	silêncio	침묵	N;MASC;SG	N
buraco	구멍	buraco	구멍	N;MASC;SG	N
buraco	구멍이	buraco	구멍+이	N;MASC;SG	N
principado	공국	principado	공국	N;MASC;SG	N
madame	부인	madame	부인	N;FEM;SG	N
madame	사모님	madame	사모님	N;FEM;SG	N
carácter	성격	carácter	성격	N;MASC;SG	N
carácter	문자	carácter	문자	N;MASC;SG	N
carácter	인물	carácter	인물	N;MASC;SG	N
delegado	부관	delegado	부관	N;MASC;SG	N
protecção	보호	protecção	보호	N;FEM;SG	N
protecção	보호	protecção	보호	N;FEM;SG	N
next	다음	next	다음	N;MASC;SG	N
arranjo	편곡	arranjo	편곡	N;MASC;SG	N
cruzada	십자군	cruzar	십자군	N;FEM;SG	N
cruzada	십자군	cruzar	십자군	N;FEM;SG	N
receitas	수익	receita	수익	N;FEM;PL	N
receitas	소득	receita	소득	N;FEM;PL	N
receitas	수입	receita	수입	N;FEM;PL	N
receitas	수익	receita	수익	N;FEM;PL	N
devil	악마	devil	악마	N;MASC;SG	N
pioneiros	개척자	pioneiro	개척자	N;MASC;PL	N
pioneiros	선구자	pioneiro	선구자	N;MASC;PL	N
exportação	수출	exportação	수출	N;FEM;SG	N
exportação	수출	exportação	수출	N;FEM;SG	N
incluídos	포함됨	incluir	포함+되+ㄴ	V;MASC;PL;V.PTCP	V
cratera	충돌구	craterar	충돌구	N;FEM;SG	N
hábito	습관	hábito	습관	N;MASC;SG	N
detetive	형사	detetive	형사	N;MASC;SG	N
detetive	탐정	detetive	탐정	N;MASC;SG	N
lagoas	연못	lagoa	연못	N;FEM;PL	N
restauro	복구	restauro	복구	N;MASC;SG	N
restauro	복원	restauro	복원	N;MASC;SG	N
publicamente	공개적으로	publicamente	공개+적+으로	ADV	ADV
cumprimento	준수	cumprimento	준수	N;MASC;SG	N
cumprimento	인사	cumprimento	인사	N;MASC;SG	N
cumprimento	물류	cumprimento	물류	N;MASC;SG	N
cumprimento	이행	cumprimento	이행	N;MASC;SG	N
sacramento	성사	sacramento	성사	N;MASC;SG	N
temporariamente	일시적으로	temporariamente	일시+적+으로	ADV	ADV
incluídas	포함됨	incluir	포함+되+ㄴ	V;FEM;PL;V.PTCP	V
alerta	경보	alerta	경보	N;MASC;SG	N
alerta	알림	alerta	알리+ㅁ	N;MASC;SG	N
alerta	경고	alerta	경+고	N;MASC;SG	N
rotas	노선	roto	노선	N;FEM;PL	N
saindo	떠나기	sair	떠나+기	V;V.MSDR	V
haiti	아이티	haitir	아이티	N;MASC;SG	N
