und	та	und	та	CONJ	CONJ
leer	порожній	leer	порожній	ADJ	ADJ;DAT;FEM;SG
leer	порожній	leer	порожній	ADJ	ADJ;DAT;FEM;SG
leichter	світле	leicht	світлий	ADJ	ADJ;NOM;NEUT;SG
leichter	світлий	leicht	світлий	ADJ	ADJ;NOM;MASC;SG
leichter	легка	leicht	легка	ADJ	ADJ;NOM;FEM;SG
leichter	легкі	leicht	легкий	ADJ	ADJ;NOM;PL
leichter	легке	leicht	легке	ADJ	ADJ;NOM;NEUT;SG
leichter	легке	leicht	легке	ADJ	ADJ;NOM;NEUT;SG
leichter	легкого	leicht	легкий	ADJ	ADJ;GEN;NEUT;SG
entdeckung	виявлення	entdeckung	виявлення	N;SG	N;INAN;NOM;NEUT;SG
entdeckung	відкриття	entdeckung	відкриття	N;SG	N;INAN;NOM;NEUT;SG
entdeckung	знахідка	entdeckung	знахідка	N;SG	N;INAN;NOM;FEM;SG
verdient	заслужив	verdienen	заслужити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
verdient	заслужили	verdienen	заслужити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
verdient	заробив	verdienen	заробити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
verdient	заслуговують	verdienen	заслуговувати	V;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
verdient	заслужила	verdienen	заслужити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
verdient	заслуговує	verdienen	заслуговувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
verdient	заслужила	verdienen	заслужити	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
beobachten	спостерігати	beobachten	спостерігати	V;NFIN	V;IPFV;NFIN
beobachten	дивитися	beobachten	дивитися	V;NFIN	V;IPFV;NFIN
beobachten	подивитися	beobachten	подивитися	V;NFIN	V;PFV;NFIN
beobachten	дивіться	beobachten	дивитися	V;NFIN	V;IPFV;IMP;PL;2;FIN
beobachten	дивися	beobachten	дитися	V;NFIN	V;IPFV;IMP;SG;2;FIN
beobachten	спостерігати	beobachten	спостерігати	V;NFIN	V;IPFV;NFIN
beobachten	дивиться	beobachten	дивитися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
beobachten	дивитися	beobachten	дивитися	V;NFIN	V;IPFV;NFIN
beobachten	дивлюсь	beobachten	дивитися	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
sammeln	зібрати	sammeln	зібрати	V;NFIN	V;PFV;NFIN
sammeln	збирати	sammeln	збирати	V;NFIN	V;IPFV;NFIN
sammeln	збираються	sammeln	збиратися	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
sammeln	зібрати	sammeln	зібрати	V;NFIN	V;PFV;NFIN
sammeln	збирати	sammeln	збирати	V;NFIN	V;IPFV;NFIN
dauerhaft	постійний	dauerhaft	постійний	ADJ	ADJ;NOM;MASC;SG
dauerhaft	тривала	dauerhaft	тривалий	ADJ	ADJ;NOM;FEM;SG
angriffe	напади	angreifen	напади	N;NOM;PL	N;INAN;NOM;MASC;PL
angriffe	атаки	angreifen	атаки	N;NOM;PL	N;INAN;NOM;FEM;PL
angriffe	напади	angreifen	напади	N;NOM;PL	N;INAN;NOM;MASC;PL
klären	прояснити	klären	прояснити	V;NFIN	V;PFV;NFIN
hell	яскраві	hell	яскравий	ADJ	ADJ;NOM;PL
hell	яскраве	hell	яскравий	ADJ	ADJ;NOM;NEUT;SG
hell	яскрава	hell	яскравий	ADJ	ADJ;NOM;FEM;SG
zufällig	випадкові	zufällig	випадковий	ADJ	ADJ;NOM;PL
zufällig	випадкове	zufällig	випадковий	ADJ	ADJ;NOM;NEUT;SG
zufällig	випадковий	zufällig	випадковий	ADJ	ADJ;NOM;MASC;SG
zufällig	випадкова	zufällig	випадковий	ADJ	ADJ;NOM;FEM;SG
zufällig	випадкових	zufällig	випадковий	ADJ	ADJ;GEN;PL
schnelle	швидкі	schnell	швидкий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schnelle	швидкі	schnell	швидкий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
niederlagen	перемагає	niederliegen	перемагати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
erzielt	набрав	erzielen	набрати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erzielt	набрали	erzielen	набрати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
erzielt	набрала	erzielen	набрати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
erzielt	набирає	erzielen	набирати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
erzielt	досягнуто	erzielen	досягнути	V;V.PTCP	V;PFV;IND;0;FIN
erzielt	досяг	erzielen	досяг	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
überzeugt	переконані	überzeugt	переконаний	ADJ	ADJ;PFV;NOM;PL;V.PTCP;PASS
abfluss	дренаж	abfließen	дренаж	N;SG	N;INAN;NOM;MASC;SG
gliederung	зриву	gliederung	зриву	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
gliederung	структура	gliederung	структура	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
gliederung	компонування	gliederung	компонування	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
gliederung	розкладка	gliederung	розкладка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
gliederung	контур	gliederung	контура	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
lehnte	відхилити	lehnen	відхилити	V;IND;SG;3;PST;FIN	V;PFV;NFIN
wählte	вибрав	wählen	вибрати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
wählte	обрав	wählen	обрати	V;IND;SG;3;PST;FIN	V;PFV;MASC;IND;SG;PST;FIN
wählte	вибрала	wählen	вибрати	V;IND;SG;3;PST;FIN	V;PFV;FEM;IND;SG;PST;FIN
sekretär	секретар	sekretär	секретар	N	N;ANIM;NOM;MASC;SG
genügend	достатньо	genügend	достатньо	ADV	ADV
genügend	достатньо	genügend	достатньо	ADV	ADV
genügend	досить	genügend	досить	ADV	ADV
beenden	вийти	beenden	вийти	V;NFIN	V;PFV;NFIN
beenden	завершити	beenden	завершити	V;NFIN	V;PFV;NFIN
beenden	закінчити	beenden	закінчити	V;NFIN	V;PFV;NFIN
beenden	завершити	beenden	завершити	V;NFIN	V;PFV;NFIN
beenden	закінчити	beenden	закінчити	V;NFIN	V;PFV;NFIN
beenden	закінчиться	beenden	закінчитися	V;NFIN	V;PFV;IND;SG;3;FUT;FIN
beenden	припинити	beenden	припинити	V;NFIN	V;PFV;NFIN
beenden	вийти	beenden	вийти	V;NFIN	V;PFV;NFIN
wand	стіна	wand	стіна	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wand	паличка	wand	паличка	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
abgrenzung	демаркаційна	abgrenzung	демаркаційний	ADJ	ADJ;NOM;FEM;SG
arm	бідними	arm	бідний	ADJ	ADJ;INS;PL
arm	бідна	arm	бідний	ADJ	ADJ;NOM;FEM;SG
arm	бідний	arm	бідний	ADJ	ADJ;NOM;MASC;SG
kontakte	контактна	kontakt	контактно	ADJ	ADJ;NOM;FEM;SG
glocken	дзвони	glock	дзвон	N;NOM;PL	N;INAN;NOM;MASC;PL
glocken	роги	glock	ріг	N;NOM;PL	N;INAN;NOM;MASC;PL
journalisten	журналістів	journalist	журналіст	N	N;ANIM;ACC;MASC;PL
journalisten	журналісти	journalist	журналіст	N	N;ANIM;NOM;MASC;PL
journalisten	журналіст	journalist	журналіст	N	N;ANIM;NOM;MASC;SG
erforschung	подібній	erforschung	подібний	ADJ	ADJ;DAT;FEM;SG
gewidmet	присвячується	widmen	присвячуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
gewidmet	присвячено	widmen	присвячити	V;V.PTCP	V;PFV;IND;0;FIN
gewidmet	присвятив	widmen	присвятити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
typischen	типові	typisch	тип	ADJ	ADJ;NOM;PL
typischen	типова	typisch	типовий	ADJ	ADJ;NOM;FEM;SG
typischen	типовий	typisch	типовий	ADJ	ADJ;NOM;MASC;SG
hochzeit	шлюб	hochzeit	шлюб	N;NOM;FEM;SG	N;INAN;NOM;MASC;SG
hochzeit	весілля	hochzeit	весілля	N;NOM;FEM;SG	N;INAN;NOM;NEUT;SG
kapazität	можливість	kapazität	можливість	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kapazität	потужність	kapazität	потужність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
kapazität	спроможність	kapazität	спроможність	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
wissenschaftlich	науковий	wissenschaftlich	науковий	ADJ	ADJ;NOM;MASC;SG
wissenschaftlich	наукових	wissenschaftlich	науковий	ADJ	ADJ;GEN;PL
wissenschaftlich	наукова	wissenschaftlich	науковий	ADJ	ADJ;NOM;FEM;SG
erziehung	освіта	erziehung	освіта	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
enge	вузький	eng	вузький	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
verbände	асоціації	verbänden	асоціація	N;NOM;PL	N;INAN;NOM;FEM;PL
norwegischen	норвезька	norwegisch	норвезький	ADJ	ADJ;NOM;FEM;SG
liest	читає	lesen	читати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
steigt	піднімається	steigen	підніматися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
steigt	сходить	steigen	сходити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
steigt	піднімається	steigen	підніматися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
dänischer	данська	dänisch	данський	ADJ	ADJ;NOM;FEM;SG
hilfreich	корисне	hilfreich	корисний	ADJ	ADJ;NOM;NEUT;SG
hilfreich	корисні	hilfreich	корисний	ADJ	ADJ;NOM;PL
hilfreich	корисна	hilfreich	корисний	ADJ	ADJ;NOM;FEM;SG
hilfreich	корисний	hilfreich	корисний	ADJ	ADJ;NOM;MASC;SG
hilfreich	корисні	hilfreich	корисний	ADJ	ADJ;NOM;PL
hilfreich	корисна	hilfreich	корисний	ADJ	ADJ;NOM;FEM;SG
hilfreich	корисний	hilfreich	корисний	ADJ	ADJ;NOM;MASC;SG
konkrete	бетонні	konkret	бетонний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schlagzeug	ударних	schlagzeug	ударний	ADJ	ADJ;GEN;PL
schlagzeug	ударні	schlagzeug	ударня	ADJ	ADJ;NOM;PL
gefangen	зловили	fangen	зловити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gefangen	спіймав	fangen	спіймати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefangen	спіймав	fangen	спіймати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
gefangen	захопили	fangen	захопити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
ausgesprochen	виразний	ausgesprochen	виразний	ADJ	ADJ;NOM;MASC;SG
statue	статуя	statu	статуватий	N;NOM;SG	N;INAN;NOM;FEM;SG
mythologie	міфологія	mythologie	міфологія	N;NOM;FEM;SG	N;INAN;NOM;FEM;SG
brachten	привезли	bringen	привезти	V;IND;PL;3;PST;FIN	V;PFV;IND;PL;PST;FIN
brachten	принесли	bringen	принести	V;IND;PL;3;PST;FIN	V;PFV;IND;PL;PST;FIN
therapie	терапія	therapie	терапія	N;SG	N;INAN;NOM;FEM;SG
demokratische	демократичні	demokratisch	демократичний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
überflüssig	непотрібне	überflüssig	непотрібний	ADJ	ADJ;NOM;NEUT;SG
überflüssig	зайвим	überflüssig	зайвий	ADJ	ADJ;INS;NEUT;SG
überflüssig	зайві	überflüssig	зайвий	ADJ	ADJ;NOM;PL
überflüssig	застарілий	überflüssig	застарілий	ADJ	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
erwartet	очікується	erwarten	очікуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
erwartet	очікується	erwarten	очікуватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
erwartet	очікували	erwarten	очікувати	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
erwartet	очікувалося	erwarten	очікуватися	V;V.PTCP	V;IPFV;NEUT;IND;SG;PST;FIN
erzeugen	створити	erzeugen	створити	V;NFIN	V;PFV;NFIN
erzeugen	створюю	erzeugen	створювати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
erzeugen	створюється	erzeugen	створюватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
erzeugen	створити	erzeugen	створити	V;NFIN	V;PFV;NFIN
flüsse	потоки	flüssen	потоки	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL
flüsse	річки	flüssen	річка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
flüsse	ріки	flüssen	ріка	N;NOM;MASC;PL	N;INAN;NOM;FEM;PL
global	глобальний	global	глобальний	ADJ	ADJ;NOM;MASC;SG
global	загальні	global	загальний	ADJ	ADJ;NOM;PL
enden	завершується	enden	завершуватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enden	завершує	enden	завершувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enden	закінчується	enden	закінчуватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enden	завершується	enden	завершуватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
enden	закінчується	enden	закінчуватися	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
erhaltene	отримані	erhalten	отриманий	ADJ;NOM;FEM;PL	ADJ;PFV;NOM;PL;V.PTCP;PASS
verkaufen	продати	verkaufen	продати	V;NFIN	V;PFV;NFIN
verkaufen	продавати	verkaufen	продавати	V;NFIN	V;IPFV;NFIN
teilnehmen	долучитись	teilnehmen	долучитися	V;NFIN	V;PFV;NFIN
zulassung	ліцензування	zulassung	ліцензування	N	N;INAN;NOM;NEUT;SG
asteroid	астероїд	asteroid	астероїд	N;NOM;SG	N;ANIM;NOM;MASC;SG
sammlungen	колекції	sammlung	колекція	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
sammlungen	збірки	sammlung	збірка	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
sammlungen	колекції	sammlung	колекція	N;NOM;FEM;PL	N;INAN;NOM;FEM;PL
vorhandene	існуючі	vorhanden	існуюча	ADJ;NOM;FEM;PL	ADJ;IPFV;NOM;PL;PRS;V.PTCP;ACT
schlechten	погана	schlecht	поганий	ADJ	ADJ;NOM;FEM;SG
schlechten	погане	schlecht	поганий	ADJ	ADJ;NOM;NEUT;SG
steine	камені	stein	камінь	N	N;INAN;NOM;MASC;PL
steine	камінці	stein	камінець	N	N;INAN;NOM;MASC;PL
steine	каменів	stein	камінь	N	N;INAN;GEN;MASC;PL
steine	блоки	stein	блок	N	N;INAN;NOM;MASC;PL
steine	цегла	stein	цегло	N	N;INAN;NOM;FEM;SG
steine	камінь	stein	камінь	N	N;INAN;NOM;MASC;SG
steine	плиток	stein	плитка	N	N;INAN;GEN;FEM;PL
steine	плитки	stein	плитка	N	N;INAN;NOM;FEM;PL
steine	камені	stein	камінь	N	N;INAN;NOM;MASC;PL
steine	скелі	stein	скеля	N	N;INAN;NOM;FEM;PL
steine	астероїди	stein	астероїда	N	N;ANIM;NOM;MASC;PL
steine	каміння	stein	каміння	N	N;INAN;NOM;NEUT;SG
steine	скелях	stein	скеля	N	N;INAN;ESS;FEM;PL
entscheidend	рішучий	entscheidend	рішучий	ADJ	ADJ;NOM;MASC;SG
entscheidend	ключовий	entscheidend	ключовий	ADJ	ADJ;NOM;MASC;SG
markiert	позначене	markieren	позначений	ADJ;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
markiert	відмічені	markieren	відмічений	ADJ;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
markiert	позначені	markieren	позначений	ADJ;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
gemessen	вимірюється	messen	вимірюватися	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
historisches	історичний	historisch	історичний	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
historisches	історична	historisch	історичний	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
historisches	історичне	historisch	історичний	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
schwach	слабкого	schwach	слабкий	ADJ	ADJ;GEN;MASC;SG
schwach	слабка	schwach	слабкий	ADJ	ADJ;NOM;FEM;SG
schwach	слабкий	schwach	слабкий	ADJ	ADJ;NOM;MASC;SG
zusätzlichen	додаткові	zusätzlich	додатковий	ADJ	ADJ;NOM;PL
zusätzlichen	додатковий	zusätzlich	додатковий	ADJ	ADJ;NOM;MASC;SG
zusätzlichen	зайві	zusätzlich	зайвий	ADJ	ADJ;NOM;PL
zusätzlichen	додаткова	zusätzlich	додатковий	ADJ	ADJ;NOM;FEM;SG
zusätzlichen	додаткові	zusätzlich	додатковий	ADJ	ADJ;NOM;PL
gefällt	подобається	gefallen	подобатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
gefällt	подобатися	gefallen	подобатися	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
gefällt	подобається	gefallen	подобатися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
vorstellen	уявити	vorstellen	уявити	V;NFIN	V;PFV;NFIN
vorstellen	уявіть	vorstellen	уявіти	V;NFIN	V;PFV;IMP;PL;2;FIN
vorstellen	уявляю	vorstellen	уявляти	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
vorstellen	уявляти	vorstellen	уявляти	V;NFIN	V;IPFV;NFIN
erreichbar	доступний	erreichbar	доступний	ADJ	ADJ;NOM;MASC;SG
durchschnittlich	середній	durchschnittlich	середній	ADJ	ADJ;NOM;MASC;SG
durchschnittlich	середнє	durchschnittlich	середній	ADJ	ADJ;NOM;NEUT;SG
durchschnittlich	середня	durchschnittlich	середній	ADJ	ADJ;NOM;FEM;SG
durchschnittlich	середнього	durchschnittlich	середній	ADJ	ADJ;GEN;MASC;SG
traditionelle	традиційні	traditionell	традиційний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
dorthin	туди	dorthin	туди	ADV	ADV
dorthin	там	dorthin	там	ADV	ADV
erkannt	виявлено	erkennen	виявити	V;V.PTCP	V;PFV;IND;0;FIN
erkannt	впізнали	erkennen	впізнати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
erkannt	впізнав	erkennen	впізнати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
erkannt	визнано	erkennen	визнати	V;V.PTCP	V;PFV;IND;0;FIN
erkannt	визначив	erkennen	визначити	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
konkret	бетонні	konkret	бетонний	ADJ	ADJ;NOM;PL
dauerte	тривало	dauern	тривати	V;IND;SG;3;PST;FIN	V;IPFV;NEUT;IND;SG;PST;FIN
positive	позитивні	positiv	позитивний	ADJ;NOM;FEM;PL	ADJ;NOM;PL
tür	прохід	tür	прохід	N	N;INAN;NOM;MASC;SG
tür	вивіз	tür	вивіз	N	N;INAN;NOM;MASC;SG
tür	двері	tür	двері	N	N;INAN;NOM
tür	двері	tür	двері	N	N;INAN;NOM
veranstaltet	пройшла	veranstalten	пройти	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
fliegen	літати	fliegen	літати	V;NFIN	V;IPFV;NFIN
fliegen	летить	fliegen	летіти	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
kulturellen	культурний	kulturell	культурний	ADJ	ADJ;NOM;MASC;SG
kulturellen	культурні	kulturell	культурний	ADJ	ADJ;NOM;PL
männliche	чоловічі	männlich	чоловічий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
schlechter	гірші	schlecht	гірший	ADJ	ADJ;NOM;RL;PL
finanzielle	фінансові	finanziell	фінансовий	ADJ;NOM;FEM;PL	ADJ;NOM;PL
explizit	відверті	explizit	відверті	ADJ	ADJ;NOM;PL
explizit	явні	explizit	явний	ADJ	ADJ;NOM;PL
gefragt	запитали	fragen	запитати	V;V.PTCP	V;PFV;IND;PL;PST;FIN
gefragt	запитала	fragen	запитати	V;V.PTCP	V;PFV;FEM;IND;SG;PST;FIN
gefragt	просили	fragen	просити	V;V.PTCP	V;IPFV;IND;PL;PST;FIN
gefragt	просив	fragen	просити	V;V.PTCP	V;IPFV;MASC;IND;SG;PST;FIN
gefragt	запитав	fragen	запитати	V;V.PTCP	V;PFV;MASC;IND;SG;PST;FIN
männlichen	чоловічий	männlich	чоловічий	ADJ	ADJ;NOM;MASC;SG
männlichen	чоловічі	männlich	чоловічий	ADJ	ADJ;NOM;PL
männlichen	чоловіча	männlich	чоловічий	ADJ	ADJ;NOM;FEM;SG
betrachten	розглянемо	betrachten	розглянити	V;NFIN	V;PFV;IND;PL;1;FUT;FIN
betrachten	вважайте	betrachten	вважати	V;NFIN	V;IPFV;IMP;PL;2;FIN
informiert	повідомили	informieren	повідомити	V;V.PTCP	V;PFV;IND;PL;PST;FIN
informiert	інформує	informieren	інформувати	V;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
ungarischer	угорська	ungarisch	угорський	ADJ	ADJ;NOM;FEM;SG
ungarischer	угорський	ungarisch	угорський	ADJ	ADJ;NOM;MASC;SG
kauf	покупка	kauf	покупка	N;SG	N;INAN;NOM;FEM;SG
kauf	придбання	kauf	придбання	N;SG	N;INAN;NOM;NEUT;SG
kauf	покупку	kauf	покупка	N;SG	N;INAN;ACC;FEM;SG
kauf	купівлю	kauf	купівля	N;SG	N;INAN;ACC;FEM;SG
kauf	купівля	kauf	купівля	N;SG	N;INAN;NOM;FEM;SG
kauf	закупівля	kauf	закупівля	N;SG	N;INAN;NOM;FEM;SG
these	дисертації	these	дисертація	N;NOM	N;INAN;NOM;FEM;PL
prozesse	спроб	prozeß	спроба	N;PL	N;INAN;GEN;FEM;PL
prozesse	випробувань	prozeß	випробування	N;PL	N;INAN;GEN;NEUT;PL
prozesse	процеси	prozeß	процес	N;PL	N;INAN;NOM;MASC;PL
prozesse	процесів	prozeß	процес	N;PL	N;INAN;GEN;MASC;PL
