से	from	से	from		
स्टाइल	styl	स्टाइल	styl	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ढांचा	klatka	ढांचा	klatka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ढांचा	ramka	ढांचा	ramka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ढांचा	struktura	ढांचा	struktura	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ढांचा	konstrukcja	ढांचा	konstrukcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मजदूरी	wynagrodzenie	मजदूरी	wynagrodzenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
मजदूरी	wynagrodzenia	मजदूरी	wynagrodzić	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
विस्थापन	przemieszczenie	विस्थापन	przemieszczenie	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
कठिनाइयों	trudności	कठिनाई	trudność	N;ACC;FEM;PL;3	N;ACC;FEM;PL
चैन	chana	चैन	chany		
अभियान्त्रिकी	maszynownia	अभियान्त्रिकी	maszynownia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
अभियान्त्रिकी	inżynieria	अभियान्त्रिकी	inżynierie	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सामंजस्य	harmonia	सामंजस्य	harmonia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पैक	opakowanie	पैक	opakować	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
पिक्चर	rysunek	पिक्चर	rysunek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पिक्चर	obrazek	पिक्चर	obrazek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पिक्चर	obraz	पिक्चर	obraz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पिक्चर	zdjęcie	पिक्चर	zdjęcie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
वाइन	wina	वाइन	wino		
गर्भपात	aborcja	गर्भपात	aborcja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रकोप	oburzenie	प्रकोप	oburzenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रकोप	gniew	प्रकोप	gniew	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ग्रीष्म	summers	ग्रीष्म	summers		
ग्रीष्म	summer	ग्रीष्म	summer		
ग्रीष्म	lato	ग्रीष्म	lato		
पुजारी	ksiądz	पुजारी	ksiądz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पुजारी	kapłan	पुजारी	kapłan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्लेस	miejsce	प्लेस	miejsce	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
एनीमेशन	optymalizacja	एनीमेशन	optymalizacja	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नॉन	non	नॉन	non		
समस्याएँ	problemy	समस्या	problem	N;NOM;FEM;PL;3	N;NOM;MASC;PL
समस्याएँ	zagadnienia	समस्या	zagadnienie	N;NOM;FEM;PL;3	N;NOM;NEUT;PL
समस्याएँ	kwestie	समस्या	kwest	N;NOM;FEM;PL;3	N;NOM;FEM;PL
समस्याएँ	problemy	समस्या	problem	N;NOM;FEM;PL;3	N;NOM;MASC;PL
मित्रता	życzliwość	मित्रता	życzliwość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मित्रता	znajomość	मित्रता	znajomość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मित्रता	przyjaźń	मित्रता	przyjaźń	N;NOM;FEM;SG;3	N;NOM;FEM;SG
विश्वसनीयता	wiarygodność	विश्वसनीयता	wiarygodność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
विश्वसनीयता	wiarygodność	विश्वसनीयता	wiarygodność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
श्रद्धांजलि	hołd	श्रद्धांजलि	hołd	N;NOM;FEM;SG;3	N;NOM;MASC;SG
ढेर	pale	ढेर	pal		
कैप्टन	kapitan	कैप्टन	kapitan	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कुत्ता	psie	कुत्ता	pić	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कुत्ता	pies	कुत्ता	pies	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कुत्ता	piesek	कुत्ता	piesek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सिस्टम्स	systemy	सिस्टम	system	N;NOM;MASC;PL;3	N;NOM;MASC;PL
चलना	chodzić	चल	chodzić	V;MASC;NFIN;ACT	V;IPFV;NFIN;ACT
धुन	melodia	धुन	melodia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
औचित्य	uzasadnienie	औचित्य	uzasadnić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
रूपक	metafora	रूपक	metafor	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नौका	jacht	नौका	jacht	N;NOM;FEM;SG;3	N;NOM;MASC;SG
नौका	łódka	नौका	łódko	N;NOM;FEM;SG;3	N;NOM;FEM;SG
निपटान	usuwanie	निपटान	usuwać	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
निपटान	ugoda	निपटान	ugoda	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निपटान	rozliczenie	निपटान	rozliczyć	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निपटान	osada	निपटान	osada	N;NOM;MASC;SG;3	N;NOM;FEM;SG
साईट	witryna	साईट	witryna	N;NOM;FEM;SG;3	N;NOM;FEM;SG
साईट	strona	साईट	strona	N;NOM;FEM;SG;3	N;NOM;FEM;SG
मंत्रिमंडल	gabinet	मंत्रिमंडल	gabinet	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पतला	chuda	पतला	chudy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पतला	chudy	पतला	chudy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पतला	szczupła	पतला	szczupło	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पतला	szczupły	पतला	szczupły	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पतला	chudy	पतला	chudy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पतला	szczupła	पतला	szczupło	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पतला	cienkie	पतला	cienki	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
पतला	cienka	पतला	cienki	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
पतला	chudy	पतला	chudy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पतला	cienki	पतला	cienki	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
पतला	nieznaczne	पतला	nieznaczny	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
कमर	talia	कमर	talia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
फौज	wojska	फौज	wojsko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
फौज	wojsko	फौज	wojsko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
फौज	armia	फौज	armia	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कमाल	super	कमाल	super		
कमाल	rewelacja	कमाल	rewelacja		
निकास	wyjście	निकास	wyjście	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निकास	wyjazd	निकास	wyjazd	N;NOM;MASC;SG;3	N;NOM;MASC;SG
निकास	wyjścia	निकास	wyjście	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
मालिश	masaż	मालिश	masaż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कॉमिक	comic	कॉमिक	comic		
क्वार्टर	kwartał	क्वार्टर	kwartał	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लाइनों	linijki	लाइन	linijka	N;ACC;FEM;PL;3	N;ACC;FEM;PL
कवक	grzyb	कवक	grzyb	N;NOM;MASC;SG;3	N;NOM;MASC;SG
क्षतिपूर्ति	wynagrodzenie	क्षतिपूर्ति	wynagrodzenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
क्षतिपूर्ति	odszkodowanie	क्षतिपूर्ति	odszkodowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
क्षतिपूर्ति	odszkodowanie	क्षतिपूर्ति	odszkodowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
रजिस्टर	rejestr	रजिस्टर	rejestr	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सन्धि	traktat	सन्धि	traktat	N;NOM;FEM;SG;3	N;NOM;MASC;SG
चमत्कार	cud	चमत्कार	cud	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उत्तेजना	podniecenie	उत्तेजना	podniecenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
विमानन	lotnictwo	विमानन	lotnictwo	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
संचय	cache	संचय	cachy		
लेफ्टिनेंट	porucznik	लेफ्टिनेंट	porucznik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सजावट	dekoracja	सजावट	dekoracja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
हिमनद	lodowiec	हिमनद	lodowiec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
संकुचन	skurcz	संकुचन	skurcz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
इन्टरनेट	internet	इन्टरनेट	internet	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उर्वरक	nawóz	उर्वरक	nawóz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उपसर्ग	przedrostek	उपसर्ग	przedrostek	N;NOM;MASC;SG;3	N;NOM;MASC;SG
दिलचस्प	interesujące	दिलचस्प	interesujący	ADJ	ADJ;NOM;NEUT;SG
दिलचस्प	ciekawe	दिलचस्प	ciekawy	ADJ	ADJ;NOM;NEUT;SG
दिलचस्प	interesujący	दिलचस्प	interesujący	ADJ	ADJ;NOM;MASC;SG
आँखें	oczy	आँख	oko	N;NOM;FEM;PL;3	N;NOM;NEUT;PL
कच्चा	surowy	कच्चा	surowy	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
कच्चा	surowe	कच्चा	surowy	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
कच्चा	surowa	कच्चा	surowy	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
शाप	klątwa	शाप	klątwa		
घुटने	kolano	घुटना	kolano	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
अपराधियों	przestępców	अपराधी	przestępca	N;ACC;MASC;PL;3	N;ACC;MASC;PL
अपराधियों	przestępców	अपराधी	przestępca	N;ACC;MASC;PL;3	N;ACC;MASC;PL
डेस्कटॉप	pulpit	डेस्कटॉप	pulpit	N;NOM;MASC;SG;3	N;NOM;MASC;SG
जीती	wygrał	जीत	wygrać	V;PFV;FEM;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
सितारे	gwiazdki	सितारा	gwiazdka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
स्टेज	etap	स्टेज	etap	N;NOM;MASC;SG;3	N;NOM;MASC;SG
स्टेज	scena	स्टेज	scena	N;NOM;MASC;SG;3	N;NOM;FEM;SG
स्टेज	faza	स्टेज	faza	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निष्ठा	poświęcenie	निष्ठा	poświęcenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निष्ठा	oddanie	निष्ठा	oddanie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निष्ठा	poświęcenie	निष्ठा	poświęcenie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निष्ठा	oddania	निष्ठा	oddanie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निष्ठा	oddanie	निष्ठा	oddanie	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
अंतरण	odstęp	अंतरण	odstęp	N;NOM;MASC;SG;3	N;NOM;MASC;SG
इंटरफ़ेस	interfejs	इंटरफ़ेस	interfejs	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बंधक	zakładnik	बंधक	zakładnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पटल	panel	पटल	panel	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रत्यारोपण	przeszczep	प्रत्यारोपण	przeszczep	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रत्यारोपण	przeszczep	प्रत्यारोपण	przeszczep	N;NOM;MASC;SG;3	N;NOM;MASC;SG
साठ	sixty	साठ	sirta		
साठ	sześćdziesiąt	साठ	sześćdziesiąt		
लैंड	land	लैंड	land		
व्यवसायी	biznesmen	व्यवसायी	biznesmen	N;NOM;MASC;SG;3	N;NOM;MASC;SG
व्यवसायी	przedsiębiorca	व्यवसायी	przedsiębiorca	N;NOM;MASC;SG;3	N;NOM;MASC;SG
नकद	gotówka	नकद	gotówka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
लड़ाकू	zawodnik	लड़ाकू	zawodnik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लड़ाकू	wojownik	लड़ाकू	wojownik	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लड़ाकू	myśliwiec	लड़ाकू	myśliwiec	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उत्प्रेरक	katalizator	उत्प्रेरक	katalizator	N;NOM;MASC;SG;3	N;NOM;MASC;SG
कठोरता	sztywność	कठोरता	sztywność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
रोकता	zapobiega	रोक	zapobiegać	V;IPFV;MASC;SG;V.PTCP;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
डेक	pokład	डेक	pokład	N;NOM;MASC;SG;3	N;NOM;MASC;SG
निर्वात	odkurzacz	निर्वात	odkurzacz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
लेग	noga	लेग	noga	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कालक्रम	chronologia	कालक्रम	chronologia	N;NOM;MASC;SG;3	N;NOM;FEM;SG
प्रोफ़ाइल	profil	प्रोफ़ाइल	profil	N;NOM;MASC;SG;3	N;NOM;MASC;SG
घृणा	nienawiść	घृणा	nienawiść	N;NOM;FEM;SG;3	N;NOM;FEM;SG
घृणा	nienawiść	घृणा	nienawiść	N;NOM;FEM;SG;3	N;NOM;FEM;SG
चिकन	tchórz	चिकन	tchórz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बर्बरता	wandalizm	बर्बरता	wandalizm	N;NOM;FEM;SG;3	N;NOM;MASC;SG
विकलांग	niepełnosprawność	विकलांग	niepełnosprawność	N;NOM;MASC;SG;3	N;NOM;FEM;SG
कार्यक्षमता	funkcjonalność	कार्यक्षमता	funkcjonalność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
स्वच्छता	czystość	स्वच्छता	czystość	N;NOM;FEM;SG;3	N;NOM;FEM;SG
आखिरकार	ostatecznie	आखिरकार	ostatecznie	ADV	ADV
आखिरकार	ewentualnie	आखिरकार	ewentualnie	ADV	ADV
पंचांग	terminarz	पंचांग	terminarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पंचांग	kalendarz	पंचांग	kalendarz	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रोफ़ेसर	profesor	प्रोफ़ेसर	profesor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
परतों	warstwy	परत	warstwa	N;ACC;FEM;PL;3	N;ACC;FEM;PL
कुरान	koran	कुरान	korano		
कुरान	koran	कुरान	korano		
निष्पक्ष	bezstronny	निष्पक्ष	bezstronny	ADJ	ADJ;NOM;MASC;SG
निष्पक्ष	sprawiedliwy	निष्पक्ष	sprawiedliwy	ADJ	ADJ;NOM;MASC;SG
निष्पक्ष	neutralny	निष्पक्ष	neutralny	ADJ	ADJ;NOM;MASC;SG
निष्पक्ष	obojętny	निष्पक्ष	obojętny	ADJ	ADJ;NOM;MASC;SG
निष्पक्ष	neutralne	निष्पक्ष	neutralny	ADJ	ADJ;NOM;NEUT;SG
बैकअप	wsparcie	बैकअप	wesprzeć	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
प्रविष्टि	wjazd	प्रविष्टि	wjazd	N;NOM;FEM;SG;3	N;NOM;MASC;SG
प्रविष्टि	wejście	प्रविष्टि	wejście	N;NOM;FEM;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
प्रविष्टि	wpis	प्रविष्टि	wpis	N;NOM;FEM;SG;3	N;NOM;MASC;SG
निमंत्रण	zaproszenia	निमंत्रण	zaprosić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
निमंत्रण	zaproszenie	निमंत्रण	zaprosić	N;NOM;MASC;SG;3	N;PFV;NOM;NEUT;SG;POS;V.MSDR
निमंत्रण	zaproszenia	निमंत्रण	zaprosić	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
नकदी	gotówka	नकदी	gotówka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ज्यामितीय	geometria	ज्यामितीय	geometria	N;NOM;MASC;SG;3	N;NOM;FEM;SG
निराशा	rozczarowanie	निराशा	rozczarować	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
निराशा	rozczarowania	निराशा	rozczarowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सितारों	gwiazdy	सितारा	gwiazda	N;ACC;MASC;PL;3	N;ACC;FEM;PL
प्रिंट	druk	प्रिंट	druk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रिंट	odcisk	प्रिंट	odcisk	N;NOM;MASC;SG;3	N;NOM;MASC;SG
प्रिंट	drukowanie	प्रिंट	drukować	N;NOM;MASC;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
गली	ulica	गली	ulica	N;NOM;FEM;SG;3	N;NOM;FEM;SG
गिरफ्तारी	areszt	गिरफ्तारी	areszt	N;NOM;FEM;SG;3	N;NOM;MASC;SG
गिरफ्तारी	aresztowanie	गिरफ्तारी	aresztowanie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
दबाने	stłumić	दबा	stłumić	V;NFIN;ACT	V;PFV;NFIN;ACT
मैट	mat	मैट	mata		
मैट	matta	मैट	matta		
मैट	matte	मैट	matta		
बंदर	małpa	बंदर	małpa	N;NOM;MASC;SG;3	N;NOM;FEM;SG
बंदर	małpka	बंदर	małpka	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वायुमंडलीय	atmosferyczne	वायुमंडलीय	atmosferyczny	ADJ;NOM	ADJ;NOM;NEUT;SG
रास	łasica	रास	łasica	N;NOM;MASC;SG;3	N;NOM;FEM;SG
घात	zasadzka	घात	zasadzko	N;NOM;MASC;SG;3	N;NOM;FEM;SG
पारदर्शी	przezroczysty	पारदर्शी	przezroczystać	ADJ	ADJ;NOM;MASC;SG
पारदर्शी	przejrzysta	पारदर्शी	przejrzysta	ADJ	ADJ;NOM;FEM;SG
पारदर्शी	przejrzysty	पारदर्शी	przejrzysty	ADJ	ADJ;NOM;MASC;SG
पारदर्शी	przejrzyste	पारदर्शी	przejrzysty	ADJ	ADJ;NOM;NEUT;SG
पारदर्शी	przezroczyste	पारदर्शी	przezroczysty	ADJ	ADJ;NOM;NEUT;SG
रेशे	włókno	रेशा	włókno	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
खिड़की	okienko	खिड़की	okienko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
खिड़की	okno	खिड़की	okno	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
विरोधियों	rywali	विरोधी	rywać	N;ACC;MASC;PL;3	N;ACC;MASC;PL
विरोधियों	przeciwników	विरोधी	przeciwnik	N;ACC;MASC;PL;3	N;ACC;MASC;PL
आतंक	terror	आतंक	terror	N;NOM;MASC;SG;3	N;NOM;MASC;SG
आतंक	przerażenie	आतंक	przerażenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
आतंक	terroryzm	आतंक	terroryzm	N;NOM;MASC;SG;3	N;NOM;MASC;SG
नर्तकी	tancerz	नर्तकी	tancerz	N;NOM;FEM;SG;3	N;NOM;MASC;SG
नर्तकी	tancerka	नर्तकी	tancerka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
ईथर	eter	ईथर	eter	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पढ़े	przeczytaj	पढ़े	przeczytać	V;PFV;MASC;SG;FIN;ACT	V;PFV;IMP;SG;2;FIN;ACT
मोटर्स	silniki	मोटर	silnik	N;NOM;FEM;PL;3	N;NOM;MASC;PL
पियानो	fortepian	पियानो	fortepianin	N;NOM;MASC;SG;3	N;NOM;MASC;SG
पियानो	pianino	पियानो	pianino	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
नियोजित	zaplanowane	नियोजित	zaplanować	ADJ;NOM	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
नियोजित	planowana	नियोजित	planować	ADJ;NOM	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
नियोजित	planowany	नियोजित	planować	ADJ;NOM	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
नियोजित	planowane	नियोजित	planować	ADJ;NOM	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
नियोजित	zaplanowany	नियोजित	zaplanować	ADJ;NOM	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
अप्रत्याशित	niespodziewane	अप्रत्याशित	niespodziewany	ADJ	ADJ;NOM;NEUT;SG
अप्रत्याशित	nieoczekiwane	अप्रत्याशित	nieoczekiwany	ADJ	ADJ;NOM;NEUT;SG
अप्रत्याशित	niespodziewany	अप्रत्याशित	niespodziewany	ADJ	ADJ;NOM;MASC;SG
अप्रत्याशित	nieoczekiwany	अप्रत्याशित	nieoczekiwany	ADJ	ADJ;NOM;MASC;SG
विधवा	wdowy	विधवा	wdowa		
असफलता	porażka	असफलता	porażka	N;NOM;FEM;SG;3	N;NOM;FEM;SG
असफलता	niepowodzenie	असफलता	niepowodzenie	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
असफलता	niewydolność	असफलता	niewydolność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
असफलता	awaria	असफलता	awariać	N;NOM;FEM;SG;3	N;NOM;FEM;SG
फॉर्म	postać	फॉर्म	postać	N;NOM;MASC;SG;3	N;NOM;FEM;SG
फॉर्म	forma	फॉर्म	forma	N;NOM;MASC;SG;3	N;NOM;FEM;SG
मुद्रास्फीति	inflacja	मुद्रास्फीति	inflacja	N;NOM;FEM;SG;3	N;NOM;FEM;SG
स्थूल	gruba	स्थूल	gruba		
स्थूल	grubo	स्थूल	grubo		
स्थूल	fat	स्थूल	fato		
स्थूल	gruby	स्थूल	gruby		
दोषों	usterki	दोष	usterka	N;ACC;MASC;PL;3	N;ACC;FEM;PL
कमजोरी	osłabienie	कमजोरी	osłabić	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
सर्जन	chirurg	सर्जन	chirurg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
उत्पादकता	produktywność	उत्पादकता	produktywność	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कागज़	papier	कागज़	papier	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सांप	wąż	सांप	wąż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गंतव्य	przeznaczenie	गंतव्य	przeznaczenie	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
गन	gun	गन	guna		
रेलगाड़ी	pociąg	रेलगाड़ी	pociąg	N;NOM;FEM;SG;3	N;NOM;MASC;SG
सचमुच	dosłownie	सचमुच	dosłownie		
साँप	wąż	साँप	wąż	N;NOM;MASC;SG;3	N;NOM;MASC;SG
चिप	chip	चिप	chipa		
चिप	chipa	चिप	chipa		
सचिवालय	sekretariat	सचिवालय	sekretariat	N;NOM;MASC;SG;3	N;NOM;MASC;SG
इंसुलिन	insulina	इंसुलिन	insulina	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सींग	róg	सींग	róg	N;NOM;MASC;SG;3	N;NOM;MASC;SG
डूब	tonie	डूब	tonąć	V;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
पिरामिड	piramida	पिरामिड	piramida	N;NOM;MASC;SG;3	N;NOM;FEM;SG
खोजा	odkrył	खोजा	odkryć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
खोजा	odkryto	खोजा	odkryć	V;PFV;MASC;SG;V.PTCP;ACT	V;PFV;IND;0;PST;FIN;ACT
शेयरधारकों	udziałowców	शेयरधारक	udziałowiec	N;ACC;MASC;PL;3	N;ACC;MASC;PL
ऑयल	olej	ऑयल	olej	N;NOM;MASC;SG;3	N;NOM;MASC;SG
गेंदों	kulki	गेंद	kulka	N;ACC;FEM;PL;3	N;ACC;FEM;PL
पिच	rzut	पिच	rzut	N;NOM;FEM;SG;3	N;NOM;MASC;SG
पिच	boisko	पिच	boisko	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
झरना	wodospad	झरना	wodospad	N;NOM;MASC;SG;3	N;NOM;MASC;SG
झरना	falls	झरना	falls	N;NOM;MASC;SG;3	N;NOM;MASC;SG
झरना	wodospad	झरना	wodospad	N;NOM;MASC;SG;3	N;NOM;MASC;SG
सीमांत	granica	सीमांत	granica	N;NOM;MASC;SG;3	N;NOM;FEM;SG
