もの	rzeczy	もの	rzecz	N	N;ACC;FEM;PL
芸術家	artyści	芸術家	artysta	N	N;NOM;MASC;PL
芸術家	artysta	芸術家	artysta	N	N;NOM;MASC;SG
芸術家	wykonawca	芸術家	wykonawca	N	N;NOM;MASC;SG
セレクション	selekcja	セレクション	selekcja	N	N;NOM;FEM;SG
セレクション	zaznaczenie	セレクション	zaznaczyć	N	N;PFV;NOM;NEUT;SG;POS;V.MSDR
セレクション	wybór	セレクション	wybór	N	N;NOM;MASC;SG
ボランティア	wolontariatu	ボランティア	wolontariat	N	N;GEN;MASC;SG
ボランティア	wolontariat	ボランティア	wolontariat	N	N;NOM;MASC;SG
ボランティア	ochotnika	ボランティア	ochotnik	N	N;ACC;MASC;SG
ボランティア	wolontariat	ボランティア	wolontariat	N	N;NOM;MASC;SG
熱帯	tropikach	熱帯	tropik	N	N;DAT;MASC;PL
半径	promień	半径	promień	N	N;NOM;MASC;SG
ノミネート	nominacji	ノミネート	nominacja	N	N;GEN;FEM;SG
ノミネート	kandydatury	ノミネート	kandydatura	N	N;GEN;FEM;SG
元帥	marszałek	元帥	marszałek	N	N;NOM;MASC;SG
コック	kucharza	コック	kucharz	N	N;ACC;MASC;SG
コック	kucharz	コック	kucharz	N	N;NOM;MASC;SG
コック	fiut	コック	fiut	N	N;NOM;MASC;SG
コック	kogut	コック	koguta	N	N;NOM;MASC;SG
消費者	konsumentów	消費者	konsument	N	N;ACC;MASC;PL
消費者	konsumenci	消費者	konsument	N	N;NOM;MASC;PL
消費者	konsument	消費者	konsument	N	N;NOM;MASC;SG
消費者	konsumenta	消費者	konsument	N	N;ACC;MASC;SG
消費者	konsumentów	消費者	konsument	N	N;ACC;MASC;PL
消費者	konsumenci	消費者	konsument	N	N;NOM;MASC;PL
損失	strata	損失	strata	N	N;NOM;FEM;SG
損失	straty	損失	strata	N	N;NOM;FEM;PL
損失	straty	損失	strata	N	N;NOM;FEM;PL
ストック	zasoby	ストック	zasóba	N	N;NOM;MASC;PL
ストック	zapasy	ストック	zapas	N	N;NOM;MASC;PL
ストック	zapasów	ストック	zapas	N	N;GEN;MASC;PL
ストック	akcje	ストック	akcja	N	N;NOM;FEM;PL
声明	deklaracja	声明	deklaracja	N	N;NOM;FEM;SG
声明	oświadczenie	声明	oświadczenie	N	N;NOM;NEUT;SG
声明	oświadczenia	声明	oświadczenie	N	N;NOM;NEUT;SG
声明	stwierdzenie	声明	stwierdzenie	N	N;NOM;NEUT;SG
貧困	bieda	貧困	bieda	N	N;NOM;FEM;SG
貧困	ubóstwa	貧困	ubóstwo	N	N;GEN;NEUT;SG
貧困	ubóstwo	貧困	ubóstwo	N	N;NOM;NEUT;SG
ワゴン	wagon	ワゴン	wagon	N	N;NOM;MASC;SG
ワゴン	wóz	ワゴン	wóz	N	N;NOM;MASC;SG
力学	mechanika	力学	mechanika	N	N;ACC;MASC;SG
付録	dodatek	付録	dodatek	N	N;NOM;MASC;SG
付録	wyrostek	付録	wyrostek	N	N;NOM;MASC;SG
付録	załącznik	付録	załącznik	N	N;ACC;MASC;SG
付録	dodatku	付録	dodatek	N	N;GEN;MASC;SG
ソリ	sanki	ソリ	sanki	N	N;ACC;NEUT;PL
遺伝	geny	遺伝	gena	N	N;NOM;MASC;PL
飲料	napoje	飲料	napój	N	N;NOM;MASC;PL
飲料	napojów	飲料	napój	N	N;GEN;MASC;PL
飲料	napój	飲料	napój	N	N;NOM;MASC;SG
違法	nielegalny	違法	nielegalny	ADJ	ADJ;NOM;MASC;SG
違法	nielegalna	違法	nielegalny	ADJ	ADJ;NOM;FEM;SG
違法	nielegalne	違法	nielegalny	ADJ	ADJ;NOM;NEUT;SG
野生	dziki	野生	dzik	N	N;NOM;MASC;SG
公衆	społeczeństwo	公衆	społeczeństwo	N	N;NOM;NEUT;SG
染色	barwienia	染色	barwienie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
染色	barwienia	染色	barwienie	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
農場	farmie	農場	farma	N	N;DAT;FEM;SG
農場	gospodarstwa	農場	gospodarstwo	N	N;NOM;NEUT;SG
農場	gospodarstwo	農場	gospodarstwo	N	N;NOM;NEUT;SG
強度	siłę	強度	siła	N	N;ACC;FEM;SG
強度	siły	強度	siła	N	N;ACC;FEM;SG
強度	siła	強度	siła	N	N;NOM;FEM;SG
強度	wytrzymałość	強度	wytrzymałość	N	N;NOM;FEM;SG
勇気	odwagę	勇気	odwaga	N	N;ACC;FEM;SG
勇気	odwaga	勇気	odwaga	N	N;NOM;FEM;SG
勇気	męstwo	勇気	męstwo	N	N;NOM;NEUT;SG
勇気	odwagę	勇気	odwaga	N	N;ACC;FEM;SG
勇気	odwaga	勇気	odwaga	N	N;NOM;FEM;SG
勇気	męstwo	勇気	męstwo	N	N;NOM;NEUT;SG
セキュリティ	bezpieczeństwa	セキュリティ	bezpieczeństwo	N	N;NOM;NEUT;SG
セキュリティ	ochrona	セキュリティ	ochrona	N	N;NOM;FEM;SG
セキュリティ	bezpieczeństwo	セキュリティ	bezpieczeństwo	N	N;NOM;NEUT;SG
債権	roszczenia	債権	roszczenie	N	N;NOM;NEUT;SG
債権	roszczenie	債権	roszczyć	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
債権	twierdzenie	債権	twierdzić	N	N;NOM;NEUT;SG
債権	roszczenia	債権	roszczenie	N	N;NOM;NEUT;SG
債権	należności	債権	należność	N	N;ACC;FEM;SG
債権	wierzytelności	債権	wierzytelność	N	N;ACC;FEM;SG
債権	twierdzenia	債権	twierdzić	N	N;NOM;NEUT;PL
祖母	babci	祖母	babcia	N	N;GEN;FEM;SG
祖母	babcia	祖母	babcia	N	N;NOM;FEM;SG
祖母	babka	祖母	babka	N	N;NOM;FEM;SG
フロア	piętrze	フロア	piętro	N	N;ACC;NEUT;SG
フロア	piętro	フロア	piętro	N	N;NOM;NEUT;SG
フロア	podłoga	フロア	podłoga	N	N;NOM;FEM;SG
位相	etap	位相	etap	N	N;NOM;MASC;SG
位相	faza	位相	faza	N	N;NOM;FEM;SG
位相	fazy	位相	faza	N	N;ACC;FEM;PL
手続	procedury	手続	procedura	N	N;ACC;FEM;PL
手続	zabiegi	手続	zabieg	N	N;NOM;MASC;PL
ドキュメント	dokumenty	ドキュメント	dokument	N	N;NOM;MASC;PL
ドキュメント	dokument	ドキュメント	dokument	N	N;ACC;MASC;SG
ドキュメント	dokumentu	ドキュメント	dokument	N	N;GEN;MASC;SG
ドキュメント	dokumenty	ドキュメント	dokument	N	N;NOM;MASC;PL
ドキュメント	dokumentów	ドキュメント	dokument	N	N;GEN;MASC;PL
ドキュメント	dokumentacji	ドキュメント	dokumentacja	N	N;GEN;FEM;SG
ドキュメント	dokumentację	ドキュメント	dokumentacja	N	N;ACC;FEM;SG
ドキュメント	dokumentacja	ドキュメント	dokumentacja	N	N;NOM;FEM;SG
思考	myślenia	思考	myślenie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
思考	myślenie	思考	myślenie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
思考	przemyślenia	思考	przemyślenie	N	N;NOM;NEUT;PL
覚醒	przebudzenie	覚醒	przebudzić	N	N;NOM;NEUT;SG
講習	kształcenie	講習	kształcenie	N	N;NOM;NEUT;SG
講習	szkolenia	講習	szkolić	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
講習	trening	講習	trening	N	N;NOM;MASC;SG
講習	szkolenie	講習	szkolenie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
講習	treningi	講習	trening	N	N;NOM;MASC;PL
ホップ	chmielu	ホップ	chmiel	N	N;GEN;MASC;SG
ホップ	chmiel	ホップ	chmiel	N	N;NOM;MASC;SG
コンピューター	komputery	コンピューター	komputer	N	N;NOM;MASC;PL
コンピューター	komputer	コンピューター	komputer	N	N;NOM;MASC;SG
コンピューター	komputera	コンピューター	komputer	N	N;GEN;MASC;SG
コンピューター	komputery	コンピューター	komputer	N	N;NOM;MASC;PL
コンピューター	komputerów	コンピューター	komputer	N	N;GEN;MASC;PL
マネー	pieniądze	マネー	pieniądz	N	N;NOM;MASC;PL
マネー	pieniądz	マネー	pieniądz	N	N;NOM;MASC;SG
マネー	kasy	マネー	kasa	N	N;ACC;FEM;SG
マネー	kasa	マネー	kasa	N	N;NOM;FEM;SG
ウォール	ściany	ウォール	ściana	N	N;ACC;FEM;PL
ウォール	ściana	ウォール	ściana	N	N;NOM;FEM;SG
ウォール	mur	ウォール	mur	N	N;NOM;MASC;SG
ウォール	mury	ウォール	mur	N	N;NOM;MASC;PL
ウォール	ścianie	ウォール	ściana	N	N;DAT;FEM;SG
ウォール	tablica	ウォール	tablica	N	N;NOM;FEM;SG
レート	stawka	レート	stawka	N	N;NOM;FEM;SG
レート	stopa	レート	stopa	N	N;NOM;FEM;SG
クラウン	koronę	クラウン	korona	N	N;ACC;FEM;SG
クラウン	korony	クラウン	korona	N	N;ACC;FEM;SG
クラウン	korona	クラウン	korona	N	N;NOM;FEM;SG
貨幣	pieniądze	貨幣	pieniądz	N	N;NOM;MASC;PL
貨幣	pieniądz	貨幣	pieniądz	N	N;NOM;MASC;SG
貨幣	kasy	貨幣	kasa	N	N;ACC;FEM;SG
貨幣	kasa	貨幣	kasa	N	N;NOM;FEM;SG
当事	partie	当事	partia	N	N;NOM;FEM;PL
当事	przyjęcia	当事	przyjęcie	N	N;NOM;NEUT;SG
迷宮	labirynt	迷宮	labirynt	N	N;NOM;MASC;SG
夜明け	świt	夜明け	świt	N	N;NOM;MASC;SG
夜明け	świt	夜明け	świt	N	N;NOM;MASC;SG
夜明け	świtem	夜明け	świt	N	N;INS;MASC;SG
ポンプ	pompa	ポンプ	pompa	N	N;NOM;FEM;SG
含める	dołącz	含める	dołączyć	V	V;PFV;IMP;SG;2;FIN;ACT
含める	obejmować	含める	obejmować	V	V;IPFV;NFIN;ACT
マウス	myszki	マウス	myszka	N	N;ACC;FEM;SG
マウス	myszki	マウス	myszka	N	N;ACC;FEM;SG
マウス	myszka	マウス	myszko	N	N;NOM;FEM;SG
失う	przegrać	失う	przegrać	V	V;PFV;NFIN;ACT
失う	stracić	失う	stracić	V	V;PFV;NFIN;ACT
ベンチ	ławki	ベンチ	ławka	N	N;ACC;FEM;PL
ベンチ	ławkę	ベンチ	ławka	N	N;ACC;FEM;SG
ベンチ	ławce	ベンチ	ławka	N	N;DAT;FEM;SG
感じる	czuję	感じる	czuć	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
感じる	czuć	感じる	czuć	V	V;IPFV;NFIN;ACT
脅威	zagrożenia	脅威	zagrożenie	N	N;NOM;NEUT;SG
脅威	pogróżki	脅威	pogróżka	N	N;NOM;FEM;PL
脅威	zagrożenia	脅威	zagrożenie	N	N;NOM;NEUT;SG
脅威	zagrożenie	脅威	zagrożenie	N	N;NOM;NEUT;SG
脅威	groźba	脅威	groźba	N	N;NOM;FEM;SG
触媒	katalizator	触媒	katalizator	N	N;NOM;MASC;SG
触媒	katalizatora	触媒	katalizator	N	N;ACC;MASC;SG
車輪	koło	車輪	koło	N	N;NOM;NEUT;SG
車輪	koła	車輪	koło	N	N;ACC;NEUT;SG
車輪	felgi	車輪	felgi	N	N;NOM;FEM;SG
車輪	kółka	車輪	kółka	N	N;NOM;NEUT;PL
車輪	koła	車輪	koło	N	N;ACC;NEUT;SG
残存	uratować	残存	uratować	V	V;PFV;NFIN;ACT
シャツ	koszule	シャツ	koszula	N	N;NOM;FEM;PL
シャツ	koszulka	シャツ	koszulka	N	N;NOM;FEM;SG
シャツ	koszula	シャツ	koszulać	N	N;NOM;FEM;SG
シャツ	koszulki	シャツ	koszulka	N	N;ACC;FEM;PL
シャツ	koszule	シャツ	koszula	N	N;NOM;FEM;PL
シャツ	koszulki	シャツ	koszulka	N	N;ACC;FEM;PL
主人	mąż	主人	mąż	N	N;NOM;MASC;SG
歌人	poeta	歌人	poeta	N	N;NOM;MASC;SG
歌人	poetą	歌人	poeta	N	N;INS;MASC;SG
結婚式	ślub	結婚式	ślub	N	N;NOM;MASC;SG
結婚式	wesele	結婚式	wesele	N	N;NOM;NEUT;SG
香り	woń	香り	woń	N	N;NOM;FEM;SG
香り	zapach	香り	zapach	N	N;NOM;MASC;SG
香り	perfumy	香り	perfum	N	N;NOM;MASC;PL
香り	aromat	香り	aromat	N	N;NOM;MASC;SG
香り	zapach	香り	zapach	N	N;NOM;MASC;SG
シールド	tarcze	シールド	tarczyć	N	N;NOM;FEM;PL
シールド	osłony	シールド	osłon	N	N;ACC;FEM;PL
シールド	tarcza	シールド	tarczyć	N	N;NOM;FEM;SG
シールド	osłona	シールド	osłona	N	N;NOM;FEM;SG
シールド	tarczy	シールド	tarcza	N	N;GEN;FEM;SG
シールド	tarcze	シールド	tarczyć	N	N;NOM;FEM;PL
シールド	osłony	シールド	osłon	N	N;ACC;FEM;PL
オブジェクト	przedmiot	オブジェクト	przedmiot	N	N;NOM;MASC;SG
オブジェクト	obiekt	オブジェクト	obiekt	N	N;NOM;MASC;SG
オブジェクト	obiekty	オブジェクト	obiekt	N	N;NOM;MASC;PL
オブジェクト	obiektu	オブジェクト	obiekt	N	N;GEN;MASC;SG
オブジェクト	obiekty	オブジェクト	obiekt	N	N;NOM;MASC;PL
オブジェクト	przedmioty	オブジェクト	przedmiot	N	N;NOM;MASC;PL
オブジェクト	obiektów	オブジェクト	obiekt	N	N;GEN;MASC;PL
代理店	agencji	代理店	agencja	N	N;GEN;FEM;SG
代理店	agencję	代理店	agencja	N	N;ACC;FEM;SG
代理店	agencja	代理店	agencja	N	N;NOM;FEM;SG
代理店	agencje	代理店	agencja	N	N;NOM;FEM;PL
代理店	agencji	代理店	agencja	N	N;GEN;FEM;SG
オイル	oleje	オイル	olej	N	N;NOM;MASC;PL
オイル	oleju	オイル	olej	N	N;GEN;MASC;SG
オイル	olej	オイル	olej	N	N;NOM;MASC;SG
注釈	adnotacji	注釈	adnotacja	N	N;GEN;FEM;SG
トライアル	proces	トライアル	proces	N	N;NOM;MASC;SG
トライアル	próba	トライアル	próba	N	N;NOM;FEM;SG
トライアル	rozprawa	トライアル	rozprawa	N	N;NOM;FEM;SG
トライアル	procesy	トライアル	proces	N	N;NOM;MASC;PL
頭文字	inicjały	頭文字	inicjał	N	N;NOM;MASC;PL
皮膚	skóry	皮膚	skóra	N	N;GEN;FEM;SG
皮膚	skórę	皮膚	skóra	N	N;ACC;FEM;SG
皮膚	skóra	皮膚	skóra	N	N;NOM;FEM;SG
切断	odłączyć	切断	odłączyć	V	V;PFV;NFIN;ACT
宝石	klejnot	宝石	klejnot	N	N;NOM;MASC;SG
宝石	biżuterii	宝石	biżuteria	N	N;GEN;FEM;SG
宝石	biżuteria	宝石	biżuterium	N	N;NOM;FEM;SG
宝石	biżuterię	宝石	biżuteria	N	N;ACC;FEM;SG
宝石	klejnoty	宝石	klejnota	N	N;NOM;MASC;PL
座標	koordynowanie	座標	koordynowanie	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
座標	koordynacja	座標	koordynacja	N	N;NOM;FEM;SG
座標	koordynaty	座標	koordynat	N	N;ACC;MASC;PL
シャトル	wahadłowiec	シャトル	wahadłowiec	N	N;NOM;MASC;SG
標本	okazy	標本	okaz	N	N;NOM;MASC;PL
標本	okaz	標本	okaz	N	N;NOM;MASC;SG
標本	okazy	標本	okaz	N	N;NOM;MASC;PL
標本	okazów	標本	okaz	N	N;GEN;MASC;PL
写本	rękopisy	写本	rękopis	N	N;NOM;MASC;PL
写本	rękopis	写本	rękopis	N	N;ACC;MASC;SG
笑顔	uśmiech	笑顔	uśmiech	N	N;NOM;MASC;SG
笑顔	uśmiechu	笑顔	uśmiech	N	N;GEN;MASC;SG
両側	boki	両側	boki	N	N;NOM;MASC;PL
紀元	epoka	紀元	epoka	N	N;NOM;FEM;SG
頻度	częstotliwości	頻度	częstotliwość	N	N;GEN;FEM;SG
頻度	częstotliwość	頻度	częstotliwość	N	N;NOM;FEM;SG
頻度	częstość	頻度	częstość	N	N;NOM;FEM;SG
ラック	wieszak	ラック	wieszak	N	N;NOM;MASC;SG
ラック	półka	ラック	półka	N	N;NOM;FEM;SG
優しい	delikatny	優しい	delikatny	ADJ	ADJ;NOM;MASC;SG
優しい	łagodny	優しい	łagodny	ADJ	ADJ;NOM;MASC;SG
赤字	deficytu	赤字	deficyt	N	N;GEN;MASC;SG
赤字	deficyt	赤字	deficyt	N	N;ACC;MASC;SG
語源	pochodzenia	語源	pochodzić	N	N;GEN;NEUT;SG
語源	pochodzenie	語源	pochodzenie	N	N;NOM;NEUT;SG
語源	etymologia	語源	etymologia	N	N;NOM;FEM;SG
オルガン	narządów	オルガン	narząd	N	N;GEN;MASC;PL
オルガン	narządy	オルガン	narząd	N	N;NOM;MASC;PL
オルガン	organy	オルガン	organa	N	N;NOM;MASC;PL
オルガン	organ	オルガン	organ	N	N;NOM;MASC;SG
阻害	utrudniać	阻害	utrudniać	V	V;IPFV;NFIN;ACT
帽子	kapelusze	帽子	kapelusz	N	N;ACC;MASC;PL
帽子	czapki	帽子	czapka	N	N;NOM;FEM;PL
帽子	czapka	帽子	czapki	N	N;NOM;FEM;SG
帽子	kapelusz	帽子	kapelusz	N	N;NOM;MASC;SG
ウイング	skrzydło	ウイング	skrzydło	N	N;NOM;NEUT;SG
本当	prawda	本当	prawda	N	N;NOM;FEM;SG
精度	precyzji	精度	precyzja	N	N;GEN;FEM;SG
精度	dokładność	精度	dokładność	N	N;NOM;FEM;SG
精度	precyzja	精度	precyzja	N	N;NOM;FEM;SG
精度	dokładność	精度	dokładność	N	N;NOM;FEM;SG
精度	dokładności	精度	dokładność	N	N;GEN;FEM;SG
裁判官	sędziego	裁判官	sędzia	N	N;ACC;MASC;SG
裁判官	sędzia	裁判官	sędzia	N	N;NOM;MASC;SG
裁判官	sędziów	裁判官	sędzia	N	N;ACC;MASC;PL
裁判官	sędziowie	裁判官	sędzia	N	N;NOM;MASC;PL
ペース	tempo	ペース	tempo	N	N;NOM;NEUT;SG
ペース	tempie	ペース	tempo	N	N;DAT;NEUT;SG
系図	genealogia	系図	genealogia	N	N;NOM;FEM;SG
ベッド	łóżka	ベッド	łóżko	N	N;NOM;NEUT;SG
ベッド	łoże	ベッド	łoże	N	N;NOM;NEUT;SG
ベッド	łóżka	ベッド	łóżko	N	N;NOM;NEUT;SG
ベッド	łóżko	ベッド	łóżko	N	N;NOM;NEUT;SG
ベッド	łóżku	ベッド	łóżko	N	N;DAT;NEUT;SG
参考	bibliografia	参考	bibliografia	N	N;NOM;FEM;SG
参考	odniesienia	参考	odnieść	N	N;GEN;NEUT;SG
参考	referencji	参考	referencja	N	N;GEN;FEM;SG
参考	odnośniki	参考	odnośnik	N	N;ACC;MASC;PL
参考	referencje	参考	referencja	N	N;NOM;FEM;PL
魔法	czarodzieja	魔法	czarodziej	N	N;ACC;MASC;SG
魔法	czarodziej	魔法	czarodziej	N	N;NOM;MASC;SG
魔法	asystent	魔法	asystent	N	N;NOM;MASC;SG
魔法	czarnoksiężnik	魔法	czarnoksiężnik	N	N;NOM;MASC;SG
錬金術	alchemik	錬金術	alchemik	N	N;NOM;MASC;SG
錬金術	alchemii	錬金術	alchemia	N	N;DAT;FEM;SG
風俗	obyczaje	風俗	obyczaj	N	N;NOM;MASC;PL
地面	ziemi	地面	ziemia	N	N;GEN;FEM;SG
地面	grunt	地面	grunt	N	N;NOM;MASC;SG
地面	podłoże	地面	podłoże	N	N;NOM;NEUT;SG
ビタミン	witaminy	ビタミン	witamina	N	N;NOM;FEM;PL
ビタミン	witamina	ビタミン	witamina	N	N;NOM;FEM;SG
ビタミン	witamin	ビタミン	witamin	N	N;INS;FEM;PL
ビタミン	witaminy	ビタミン	witamina	N	N;NOM;FEM;PL
最適	optymalne	最適	optymalny	ADJ	ADJ;NOM;NEUT;SG
放射	promieniowanie	放射	promieniować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
放射	promieniowania	放射	promieniować	N	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
助言	doradza	助言	doradzać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
索引	indeks	索引	indeks	N	N;NOM;MASC;SG
索引	spis	索引	spis	N	N;NOM;MASC;SG
索引	wskaźnik	索引	wskaźnik	N	N;NOM;MASC;SG
索引	indeksu	索引	indeks	N	N;GEN;MASC;SG
索引	wskaźniki	索引	wskaźnik	N	N;NOM;MASC;PL
索引	indeksy	索引	indeks	N	N;NOM;MASC;PL
葬儀	pogrzeb	葬儀	pogrzeb	N	N;NOM;MASC;SG
葬儀	pogrzebu	葬儀	pogrzeb	N	N;GEN;MASC;SG
葬儀	pogrzeby	葬儀	pogrzeb	N	N;NOM;MASC;PL
葬儀	pogrzeby	葬儀	pogrzeb	N	N;NOM;MASC;PL
ターゲット	cel	ターゲット	cel	N	N;NOM;MASC;SG
ターゲット	cele	ターゲット	cel	N	N;NOM;MASC;PL
ヒップ	biodra	ヒップ	biodro	N	N;NOM;NEUT;PL
ヒップ	biodro	ヒップ	biodro	N	N;NOM;NEUT;SG
気圧	presja	気圧	presja	N	N;NOM;FEM;SG
気圧	ciśnienie	気圧	ciśnienie	N	N;NOM;NEUT;SG
気圧	nacisk	気圧	nacisk	N	N;NOM;MASC;SG
筋肉	mięśnie	筋肉	mięsień	N	N;NOM;MASC;PL
筋肉	mięśni	筋肉	mięsień	N	N;GEN;MASC;PL
筋肉	mięśnie	筋肉	mięsień	N	N;NOM;MASC;PL
筋肉	mięsień	筋肉	mięsienie	N	N;NOM;MASC;SG
筋肉	mięśni	筋肉	mięsień	N	N;GEN;MASC;PL
グッズ	kolekcje	グッズ	kolekcja	N	N;NOM;FEM;PL
バッテリー	baterie	バッテリー	batera	N	N;NOM;FEM;PL
バッテリー	baterii	バッテリー	bateria	N	N;GEN;FEM;SG
バッテリー	bateria	バッテリー	bateria	N	N;NOM;FEM;SG
バッテリー	akumulator	バッテリー	akumulator	N	N;ACC;MASC;SG
楽園	raju	楽園	raj	N	N;GEN;MASC;SG
楽園	raj	楽園	raj	N	N;NOM;MASC;SG
カンファレンス	konferencje	カンファレンス	konferencja	N	N;NOM;FEM;PL
カンファレンス	konferencję	カンファレンス	konferencja	N	N;ACC;FEM;SG
カンファレンス	konferencja	カンファレンス	konferencja	N	N;NOM;FEM;SG
カンファレンス	konferencji	カンファレンス	konferencja	N	N;GEN;FEM;SG
対称	symetria	対称	symetriać	N	N;NOM;FEM;SG
パイプ	rura	パイプ	rura	N	N;NOM;FEM;SG
パイプ	fajkę	パイプ	fajka	N	N;ACC;FEM;SG
因子	czynnik	因子	czynnik	N	N;NOM;MASC;SG
因子	współczynnik	因子	współczynnik	N	N;NOM;MASC;SG
クラッシュ	katastrofa	クラッシュ	katastrofa	N	N;NOM;FEM;SG
クラッシュ	zderzak	クラッシュ	zderzak	N	N;NOM;MASC;SG
トレーナー	trener	トレーナー	trener	N	N;NOM;MASC;SG
トレーナー	trenerem	トレーナー	trener	N	N;INS;MASC;SG
トレーナー	bluzę	トレーナー	bluza	N	N;ACC;FEM;SG
トレーナー	bluza	トレーナー	bluza	N	N;NOM;FEM;SG
トレーナー	bluzy	トレーナー	bluza	N	N;NOM;MASC;PL
停車	przystanki	停車	przystanka	N	N;NOM;MASC;PL
写像	mapowanie	写像	mapować	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
引き分け	rysować	引き分け	rysować	V	V;IPFV;NFIN;ACT
引き分け	wyciągnąć	引き分け	wyciągnąć	V	V;PFV;NFIN;ACT
信者	wyznawcy	信者	wyznawca	N	N;NOM;MASC;PL
信者	wierni	信者	wierny	N	N;NOM;MASC;PL
祈り	modły	祈り	moda	V	V;IPFV;MASC;IND;PL;PST;FIN;ACT
ドラマー	perkusista	ドラマー	perkusista	N	N;NOM;MASC;SG
ドラマー	perkusistów	ドラマー	perkusista	N	N;ACC;MASC;PL
園芸	ogrodnictwo	園芸	ogrodnictwo	N	N;NOM;NEUT;SG
ガソリン	paliwo	ガソリン	paliwo	N	N;NOM;NEUT;SG
マスターズ	mistrzowie	マスターズ	mistrz	N	N;NOM;MASC;PL
係数	współczynnik	係数	współczynnik	N	N;NOM;MASC;SG
係数	współczynniki	係数	współczynnik	N	N;NOM;MASC;PL
係数	czynnik	係数	czynnik	N	N;NOM;MASC;SG
係数	współczynnik	係数	współczynnik	N	N;NOM;MASC;SG
読書	czytam	読書	czytać	V	V;IPFV;IND;SG;1;PRS;FIN;ACT
トランペット	trąbce	トランペット	trąbka	N	N;DAT;FEM;SG
テクノロジー	technologii	テクノロジー	technologia	N	N;GEN;FEM;SG
テクノロジー	technologie	テクノロジー	technologia	N	N;NOM;FEM;PL
テクノロジー	technologia	テクノロジー	technologia	N	N;NOM;FEM;SG
テクノロジー	technologii	テクノロジー	technologia	N	N;GEN;FEM;SG
テクノロジー	technologie	テクノロジー	technologia	N	N;NOM;FEM;PL
テクノロジー	technika	テクノロジー	technika	N	N;NOM;FEM;SG
パズル	układanki	パズル	układanka	N	N;ACC;FEM;PL
パズル	zagadka	パズル	zagadka	N	N;NOM;FEM;SG
怪物	potwór	怪物	potwór	N	N;NOM;MASC;SG
怪物	potwory	怪物	potwór	N	N;NOM;MASC;PL
延期	przełożyć	延期	przełożyć	V	V;PFV;NFIN;ACT
文法	gramatyki	文法	gramatyk	N	N;GEN;FEM;SG
医者	lekarze	医者	lekarz	N	N;NOM;MASC;PL
医者	doktorzy	医者	doktorzyć	N	N;NOM;MASC;PL
医者	lekarzy	医者	lekarz	N	N;ACC;MASC;PL
医者	lekarz	医者	lekarz	N	N;NOM;MASC;SG
辞書	słowniki	辞書	słownik	N	N;NOM;MASC;PL
辞書	słownik	辞書	słownik	N	N;NOM;MASC;SG
辞書	słownika	辞書	słownik	N	N;GEN;MASC;SG
木材	drewno	木材	drewno	N	N;NOM;NEUT;SG
木材	drewno	木材	drewno	N	N;NOM;NEUT;SG
個性	indywidualność	個性	indywidualność	N	N;NOM;FEM;SG
個性	osobowość	個性	osobowość	N	N;NOM;FEM;SG
個性	osobowości	個性	osobowość	N	N;GEN;FEM;SG
ストローク	udar	ストローク	udar	N	N;NOM;MASC;SG
アプローチ	podejść	アプローチ	podejść	V	V;PFV;NFIN;ACT
農家	rolników	農家	rolnik	N	N;ACC;MASC;PL
農家	farmerzy	農家	farmer	N	N;NOM;MASC;PL
農家	rolnicy	農家	rolnik	N	N;NOM;MASC;PL
農家	rolnik	農家	rolnik	N	N;NOM;MASC;SG
農家	rolnika	農家	rolnik	N	N;ACC;MASC;SG
持株	trzymanie	持株	trzymać	N	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
持株	gospodarstwa	持株	gospodarstwo	N	N;NOM;NEUT;SG
持株	gospodarstwo	持株	gospodarstwo	N	N;NOM;NEUT;SG
バリエーション	warianty	バリエーション	wariant	N	N;NOM;MASC;PL
バリエーション	zmienność	バリエーション	zmienność	N	N;NOM;FEM;SG
親族	krewni	親族	krewnić	N	N;NOM;MASC;PL
親族	krewnych	親族	krewny	N	N;ACC;MASC;PL
届け	dostarczyć	届ける	dostarczyć	V	V;PFV;NFIN;ACT
補強	wzmocnić	補強	wzmocnić	V	V;PFV;NFIN;ACT
情勢	sytuacje	情勢	sytuacja	N	N;NOM;FEM;PL
加算	dodać	加算	dodać	V	V;PFV;NFIN;ACT
加算	dodawać	加算	dodawać	V	V;IPFV;NFIN;ACT
加算	dodaj	加算	dodać	V	V;PFV;IMP;SG;2;FIN;ACT
通知	powiadomić	通知	powiadomić	V	V;PFV;NFIN;ACT
通知	zauważa	通知	zauważać	V	V;IPFV;IND;SG;3;PRS;FIN;ACT
