van	no	van	no		
aanhou	paturēt	aanhou	paturēt	V;PRS	V;POS;NFIN
verskuiwing	migrācija	verskuiwing	migrācija	N;SG	N;NOM;FEM;SG
voorregte	privilēģijas	voorreg	privilēģija	N;PL	N;NOM;FEM;PL
handelinge	darbības	handeling	darbība	N;PL	N;NOM;FEM;PL
eier	olu	eier	ola	N;SG	N;ACC;FEM;SG
eier	ola	eier	ola	N;SG	N;NOM;FEM;SG
wydte	platumā	wydte	platums	N;SG	N;ESS;MASC;SG
wydte	platums	wydte	platums	N;SG	N;NOM;MASC;SG
talent	talantu	talent	talants	N;SG	N;ACC;MASC;SG
talent	talants	talent	talants	N;SG	N;NOM;MASC;SG
koppe	galvenes	kop	galvene	N;PL	N;NOM;FEM;PL
inleiding	ievešana	inleiding	ievešana	N;SG	N;NOM;FEM;SG
inleiding	ieviešanu	inleiding	ieviešana	N;SG	N;ACC;FEM;SG
inleiding	ievads	inleiding	ievads	N;SG	N;NOM;MASC;SG
trots	lepna	trots	lepna	ADJ;NOM	ADJ;NOM;FEM;SG
ontevredenheid	neapmierinātību	ontevredenheid	neapmierinātība	N;SG	N;ACC;FEM;SG
ontevredenheid	neapmierinātība	ontevredenheid	neapmierinātība	N;SG	N;NOM;FEM;SG
blootstelling	iedarbība	blootstelling	iedarbība	N;SG	N;NOM;FEM;SG
blootstelling	ekspozīcija	blootstelling	ekspozīcija	N;SG	N;NOM;FEM;SG
steel	nozagt	steel	nozagt	V;PRS	V;POS;NFIN
steel	zagt	steel	zagt	V;PRS	V;POS;NFIN
steel	nozog	steel	nozagt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
steel	zog	steel	zagt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
optredes	izrādes	optrede	izrāde	N;PL	N;NOM;FEM;PL
tong	mēle	tong	mēle	N;SG	N;NOM;FEM;SG
sentrums	centri	sentrum	centrs	N;PL	N;NOM;MASC;PL
sentrums	centrus	sentrum	centrs	N;PL	N;ACC;MASC;PL
erfgenaam	mantinieks	erfgenaam	mantinieks	N;SG	N;NOM;MASC;SG
vordering	progress	vordering	progress	N;SG	N;NOM;MASC;SG
haaie	haizivis	haaie	haizivis	N;PL	N;NOM;FEM;PL
tabak	tabaku	tabak	tabaks	N;SG	N;ACC;MASC;SG
tabak	tabaka	tabak	taba	N;SG	N;NOM;FEM;SG
indiane	indiešu	indiane	indietis	N;PL	N;GEN;MASC;PL
indiane	indiāņi	indiane	indiāns	N;PL	N;NOM;MASC;PL
handelsmerk	zīmols	handelsmerk	zīmols	N;SG	N;NOM;MASC;SG
handelsmerk	zīmola	handelsmerk	zīmols	N;SG	N;GEN;MASC;SG
brûe	tilti	brûe	tilti	N;PL	N;NOM;MASC;PL
andromeda	andromeda	andromeda	andromeds	N;SG	N;NOM;MASC;SG
lesings	lekcijas	lesing	lekcija	N;PL	N;NOM;FEM;PL
ooreenstemming	atbilstība	ooreenstemming	atbilstība	N;SG	N;NOM;FEM;SG
ooreenstemming	sakritība	ooreenstemming	sakritība	N;SG	N;NOM;FEM;SG
ooreenstemming	mača	ooreenstemming	mačs	N;SG	N;GEN;MASC;SG
afgesluit	beidza	afsluit	beigt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
waarneem	skatīties	waarneem	skatīties	V;PRS	V;POS;REFL;NFIN
waarneem	skaties	waarneem	skatīties	V;PRS	V;IMP;SG;2;POS;REFL;FIN;ACT
situasies	situācijas	situasie	situācija	N;PL	N;NOM;FEM;PL
situasies	situācijās	situasie	situācija	N;PL	N;ESS;FEM;PL
tornado	tornado	tornado	tornads	N;SG	N
tornado	viesuļvētra	tornado	viesuļvētra	N;SG	N;NOM;FEM;SG
klim	kāpt	klim	kāpt	V;PRS	V;POS;NFIN
klim	kāpj	klim	kāpt	V;PRS	V;FH;IND;3;POS;PRS;FIN;ACT
honde	suņiem	hond	suns	N;PL	N;DAT;MASC;PL
honde	suņi	hond	suns	N;PL	N;NOM;MASC;PL
dimensies	dimensijas	dimensies	dimensija	N;PL	N;NOM;FEM;PL
dimensies	izmēri	dimensies	izmēre	N;PL	N;NOM;MASC;PL
dimensies	gabarīti	dimensies	gabarīte	N;PL	N;NOM;MASC;PL
outeurs	autori	outeur	autors	N;PL	N;NOM;MASC;PL
outeurs	autoriem	outeur	autors	N;PL	N;DAT;MASC;PL
gewoontes	paradumus	gewoontes	paradums	N;PL	N;ACC;MASC;PL
gewoontes	paradumi	gewoontes	paradums	N;PL	N;NOM;MASC;PL
gewoontes	ieradumi	gewoontes	ieradums	N;PL	N;NOM;MASC;PL
troue	kāzu	trou	kāzas	N;SG	N;ACC;FEM;SG
hotelle	viesnīcas	hotelle	viesnīca	N;PL	N;NOM;FEM;PL
hotelle	viesnīcās	hotelle	viesnīca	N;PL	N;ESS;FEM;PL
hotelle	viesnīcām	hotelle	viesnīcas	N;PL	N;DAT;FEM;PL
teaters	teātru	teater	teātris	N;PL	N;GEN;MASC;PL
opsie	iespēja	opsie	iespēja	N;SG	N;NOM;FEM;SG
moedig	iedrošināt	moedig	iedrošināt	V;PRS	V;POS;NFIN
moedig	mudināt	moedig	mudināt	V;PRS	V;POS;NFIN
patent	patents	patent	patents	N;SG	N;NOM;MASC;SG
praktyke	prakses	praktyak	prakse	N;PL	N;NOM;FEM;PL
eerstens	pirmkārt	eerstens	pirmkārt	ADV	ADV
hongersnood	bads	hongersnood	bads	N;SG	N;NOM;MASC;SG
rye	rindas	rye	rinda	N;PL	N;NOM;FEM;PL
sielkunde	psiholoģija	sielkund	psiholoģija	N;SG	N;NOM;FEM;SG
tender	piedāvājums	tender	piedāvājums	N;SG	N;NOM;MASC;SG
tender	konkurss	tender	konkurss	N;SG	N;NOM;MASC;SG
respek	sakarā	respek	sakars	N;SG	N;ESS;MASC;SG
respek	cieņa	respek	cieņa	N;SG	N;NOM;FEM;SG
lood	svina	lood	svināt	N;SG	N;NOM;MASC;SG
fotografie	fotogrāfija	fotografie	fotogrāfija	N;SG	N;NOM;FEM;SG
oorskry	pārsniegt	oorskry	pārsniegt	V;PRS	V;POS;NFIN
maag	kuņģī	maag	kuņģis	N;SG	N;ESS;MASC;SG
maag	kuņģa	maag	kuņģis	N;SG	N;GEN;MASC;SG
maag	vēders	maag	vēders	N;SG	N;NOM;MASC;SG
wysiging	rediģēšanas	wysiging	rediģēšana	N;SG	N;NOM;FEM;SG
konsert	koncerts	konsert	koncerts	N;SG	N;NOM;MASC;SG
konsert	koncertā	konsert	koncerts	N;SG	N;ESS;MASC;SG
gunsteling	favorīts	gunsteling	favorīts	N;SG	N;NOM;MASC;SG
onwettige	nelikumīgs	onwettig	nelikumīgs	ADJ;NOM	ADJ;NOM;MASC;SG
onwettige	nelegāla	onwettig	nelegāla	ADJ;NOM	ADJ;NOM;FEM;SG
onwettige	nelikumīga	onwettig	nelikumīga	ADJ;NOM	ADJ;NOM;FEM;SG
geëmigreer	emigrēja	imigreer	emigrēt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
botsings	konflikti	botsings	konflikts	N;PL	N;NOM;MASC;PL
botsings	sadursmes	botsings	sadursme	N;PL	N;NOM;FEM;PL
kollegas	kolēģiem	kollega	kolēģis	N;PL	N;DAT;MASC;PL
kollegas	kolēģi	kollega	kolēģe	N;PL	N;NOM;MASC;PL
dade	akti	dade	akts	N;PL	N;NOM;MASC;PL
ontmoeting	sanāksme	ontmoeting	sanāksme	N;SG	N;NOM;FEM;SG
ontmoeting	satikšanās	ontmoeting	satikšanās	N;SG	N;NOM;FEM;SG
ontmoeting	sapulce	ontmoeting	sapulce	N;SG	N;NOM;FEM;SG
ontmoeting	tikšanās	ontmoeting	tikšanās	N;SG	N;NOM;FEM;SG
geskille	strīdus	geskil	strīds	N;PL	N;ACC;MASC;PL
geskille	domstarpības	geskil	domstarpība	N;PL	N;NOM;FEM;PL
geskille	strīdi	geskil	strīds	N;PL	N;NOM;MASC;PL
versterkings	papildspēkus	versterking	papildspēks	N;PL	N;ACC;MASC;PL
filosowe	filozofi	filosowe	filozofs	N;PL	N;NOM;MASC;PL
meeding	konkurē	meeding	konkure	V;PRS	V;FH;IND;2;POS;PRS;FIN;ACT
meeding	sacenšas	meeding	sacenst	V;PRS	V;FH;IND;3;POS;REFL;PRS;FIN;ACT
gevaarlik	bīstami	gevaarlik	bīstams	ADV	ADV
mohammed	muhameds	mohammed	muhameds	N;SG	N;NOM;MASC;SG
gemerk	atzīmēts	merk	atzīmēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gemerk	atzīmēta	merk	atzīmēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gemerk	apzīmēti	merk	apzīmēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gemerk	pārbaudīti	merk	pārbaudīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gemerk	pārbaudīta	merk	pārbaudīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gemerk	pārbaudīts	merk	pārbaudīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gemerk	pārbaudītas	merk	pārbaudīt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
gemerk	izvēlētais	merk	izvēlēt	V;PST;V.PTCP	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
gemerk	izraudzīts	merk	izraudzīt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gemerk	izvēlēts	merk	izvēlēt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gemerk	izvēlēta	merk	izvēlēt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
gemerk	uzsvēra	merk	uzsvērt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
gemerk	uzsvērts	merk	uzsvērt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gemerk	izceltas	merk	izcelt	V;PST;V.PTCP	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
monster	zvērs	monster	zvērs	N;SG	N;NOM;MASC;SG
monster	briesmonis	monster	briesmonis	N;SG	N;NOM;MASC;SG
staak	pārtraukt	staak	pārtraukt	V;PRS	V;POS;NFIN
bose	ļaunums	bose	ļaunums	N;SG	N;NOM;MASC;SG
bose	ļaunumu	bose	ļaunums	N;SG	N;ACC;MASC;SG
atletiek	vieglatlētikas	atletiek	vieglatlētika	N;PL	N;NOM;FEM;PL
sektore	sektoriem	sektor	sektors	N;PL	N;DAT;MASC;PL
sektore	nozares	sektor	nozare	N;PL	N;NOM;FEM;PL
sektore	sektori	sektor	sektors	N;PL	N;NOM;MASC;PL
mislukking	neveiksme	mislukking	neveiksme	N;SG	N;NOM;FEM;SG
mislukking	defekts	mislukking	defekts	N;SG	N;NOM;MASC;SG
gordel	josta	gordel	josta	N;SG	N;NOM;FEM;SG
gordel	jostu	gordel	josta	N;SG	N;ACC;FEM;SG
ondervinding	pieredze	ondervinding	pieredze	N;SG	N;NOM;FEM;SG
geregtigheid	taisnīgums	geregtigheid	taisnīgums	N;SG	N;NOM;MASC;SG
geregtigheid	tiesiskums	geregtigheid	tiesiskums	N;SG	N;NOM;MASC;SG
isotoop	izotopu	isotoop	izotops	N;SG	N;ACC;MASC;SG
tekeninge	rasējumus	tekening	rasējums	N;PL	N;ACC;MASC;PL
tekeninge	rasējumi	tekening	rasējums	N;PL	N;NOM;MASC;PL
stabiliteit	stabilitāte	stabiliteit	stabilitāte	N;SG	N;NOM;FEM;SG
stabiliteit	stabilitāti	stabiliteit	stabilitāte	N;SG	N;ACC;FEM;SG
besprekings	apspriedes	bespreking	apspriede	N;PL	N;NOM;FEM;PL
besprekings	diskusijas	bespreking	diskusija	N;PL	N;NOM;FEM;PL
besprekings	iebildumi	bespreking	iebildums	N;PL	N;NOM;MASC;PL
verbruikers	patērētāji	verbruiker	patērētājs	N;PL	N;NOM;MASC;PL
verbruikers	patērētājus	verbruiker	patērētājs	N;PL	N;ACC;MASC;PL
verbruikers	patērētājiem	verbruiker	patērētājs	N;PL	N;DAT;MASC;PL
ooreengekom	piekritu	ooreenkom	piekrist	V;PST;V.PTCP	V;FH;IND;SG;1;POS;PST;FIN;ACT
ooreengekom	piekrita	ooreenkom	piekrist	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
visie	redzējums	visie	redzējums	N;SG	N;NOM;MASC;SG
visie	vīzija	visie	vīzija	N;SG	N;NOM;FEM;SG
visie	redze	visie	redze	N;SG	N;NOM;FEM;SG
invertebrates	bezmugurkaulnieku	invertebrate	bezmugulkaulnieks	N;SG	N;ACC;MASC;SG
bystand	atbalstu	bystand	atbalsts	N;SG	N;ACC;MASC;SG
bystand	atbalsts	bystand	atbalsts	N;SG	N;NOM;MASC;SG
vriendskap	draudzību	vriendskap	draudzība	N;SG	N;ACC;FEM;SG
vriendskap	draudzība	vriendskap	draudzība	N;SG	N;NOM;FEM;SG
herroep	atceries	herroep	atcerēties	V;PRS	V;IMP;SG;2;POS;REFL;FIN;ACT
herroep	atceros	herroep	atcerēties	V;PRS	V;FH;IND;SG;1;POS;REFL;PRS;FIN;ACT
herroep	atcerieties	herroep	atcerēties	V;PRS	V;IMP;PL;2;POS;REFL;FIN;ACT
herroep	atcerēties	herroep	atcerēties	V;PRS	V;POS;REFL;NFIN
herroep	atsaukt	herroep	atsaukt	V;PRS	V;POS;NFIN
bekostig	atļauties	bekostig	atļauties	V;PRS	V;POS;REFL;NFIN
wol	vilna	wol	vilna	N;SG	N;NOM;FEM;SG
verenigings	apvienības	vereniging	apvienība	N;PL	N;NOM;FEM;PL
verenigings	biedrības	vereniging	biedrība	N;PL	N;NOM;FEM;PL
verenigings	asociācijas	vereniging	asociācija	N;PL	N;NOM;FEM;PL
indeks	rādītājs	indeks	rādītājs	N;SG	N;NOM;MASC;SG
indeks	indekss	indeks	indekss	N;SG	N;NOM;MASC;SG
inskrywing	ieraksts	inskrywing	ieraksts	N;SG	N;NOM;MASC;SG
restaurante	restorāni	restaurant	restorāns	N;PL	N;NOM;MASC;PL
restaurante	restorānos	restaurant	restorāns	N;PL	N;ESS;MASC;PL
voortgaan	atsākt	voortgaan	atsākt	V;PRS	V;POS;NFIN
voortgaan	atsāk	voortgaan	atsākt	V;PRS	V;FH;IND;2;POS;PRS;FIN;ACT
integrasie	integrēšana	integrasie	integrēšana	N;SG	N;NOM;FEM;SG
integrasie	integrācija	integrasie	integrācija	N;SG	N;NOM;FEM;SG
meetkunde	ģeometrija	meetkund	ģeometrija	N;SG	N;NOM;FEM;SG
nooi	aicināt	nooi	aicināt	V;PRS	V;POS;NFIN
nooi	uzaicināt	nooi	uzaicināt	V;PRS	V;POS;NFIN
kenners	eksperti	kenners	eksperts	N;PL	N;NOM;MASC;PL
kenners	ekspertus	kenners	eksperts	N;PL	N;ACC;MASC;PL
trappe	trepes	trap	trepes	N;PL	N;NOM;FEM;PL
trappe	lamatas	trap	lamatas	N;PL	N;NOM;FEM;PL
trappe	slazdus	trap	slazds	N;PL	N;ACC;MASC;PL
polinesiese	polinēziešu	polinesies	polinēzietis	N;PL	N;GEN;MASC;PL
muis	pele	muis	pele	N;SG	N;NOM;FEM;SG
kameras	kamerām	kamera	kamera	N;PL	N;DAT;FEM;PL
kameras	kameras	kamera	kamera	N;PL	N;NOM;FEM;PL
veldslag	kaujā	veldslag	kaujā	N;SG	N;ESS;FEM;SG
veldslag	kauja	veldslag	kauja	N;SG	N;NOM;FEM;SG
veldslag	cīņa	veldslag	cīņa	N;SG	N;NOM;FEM;SG
tenks	tvertnes	tenks	tvertne	N;PL	N;NOM;FEM;PL
tenks	tanki	tenks	tanki	N;PL	N;NOM;MASC;PL
tenks	cisternas	tenks	cisterna	N;PL	N;NOM;FEM;PL
voorkant	fronte	voorkant	fronte	N;SG	N;NOM;FEM;SG
voorkant	priekšpusē	voorkant	priekšpuse	N;SG	N;ESS;FEM;SG
waardeer	novērtēju	waardeer	novērtēt	V;PRS	V;FH;IND;SG;1;POS;PRS;FIN;ACT
spandeer	pavadīt	spandeer	pavadīt	V;PRS	V;POS;NFIN
spandeer	tērēt	spandeer	tērēt	V;PRS	V;POS;NFIN
spandeer	pavadām	spandeer	pavadīt	V;PRS	V;FH;IND;PL;1;POS;PRS;FIN;ACT
wiele	riteņi	wiel	ritenis	N;PL	N;NOM;MASC;PL
wiele	rati	wiel	rats	N;PL	N;NOM;MASC;PL
berekening	aprēķins	berekening	aprēķins	N;SG	N;NOM;MASC;SG
berekening	aprēķināšana	berekening	aprēķināšana	N;SG	N;NOM;FEM;SG
spraak	runu	spraak	runa	N;SG	N;ACC;FEM;SG
spraak	runa	spraak	runa	N;SG	N;NOM;FEM;SG
aanslag	posts	aanslag	posts	N;SG	N;NOM;MASC;SG
kombuis	virtuve	kombuis	virtuve	N;SG	N;NOM;FEM;SG
masjiene	mašīnas	masjien	mašīna	N;PL	N;NOM;FEM;PL
woonstel	dzīvoklis	woonstel	dzīvoklis	N;SG	N;NOM;MASC;SG
woonstel	dzīvoklī	woonstel	dzīvoklis	N;SG	N;ESS;MASC;SG
gedood	nogalināti	dood	nogalināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
gedood	nogalināts	dood	nogalināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gedood	nogalinājis	dood	nogalināt	V;PST;V.PTCP	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
gedood	nogalināja	dood	nogalināt	V;PST;V.PTCP	V;FH;IND;3;POS;PST;FIN;ACT
grepe	baiti	greep	baiti	N;PL	N;NOM;MASC;PL
orals	visur	orals	visur	ADV	ADV
inflasie	inflācija	inflasie	inflācija	N;SG	N;NOM;FEM;SG
logika	loģiku	logika	loģika	N;SG	N;ACC;FEM;SG
logika	loģika	logika	loģika	N;SG	N;NOM;FEM;SG
gelowe	reliģijām	geloof	reliģija	N;PL	N;DAT;FEM;PL
gelowe	reliģijas	geloof	reliģija	N;PL	N;NOM;FEM;PL
skoonheid	skaistule	skoonheid	skaistule	N;SG	N;NOM;FEM;SG
skoonheid	skaistums	skoonheid	skaistums	N;SG	N;NOM;MASC;SG
insluiting	iekļaušana	insluiting	iekļaušana	N;SG	N;NOM;FEM;SG
warmte	siltums	warmte	siltums	N;SG	N;NOM;MASC;SG
slam	slam	slam	sla	N;PL	N
hersien	pārskatīt	hersien	pārskatīt	V;PRS	V;POS;NFIN
demografie	demogrāfija	demografie	demogrāfija	N;SG	N;NOM;FEM;SG
oortuigings	uzskati	oortuiging	uzskats	N;PL	N;NOM;MASC;PL
bediener	dēmons	bediener	dēmons	N;SG	N;NOM;MASC;SG
bediener	uzņēmēja	bediener	uzņēmējs	N;SG	N;GEN;MASC;SG
bediener	dators	bediener	dators	N;SG	N;NOM;MASC;SG
bediener	servera	bediener	servera	N;SG	N;GEN;MASC;SG
bediener	serveris	bediener	serveris	N;SG	N;NOM;MASC;SG
vergoeding	kompensācija	vergoeding	kompensācija	N;SG	N;NOM;FEM;SG
vergoeding	atalgojums	vergoeding	atalgojums	N;SG	N;NOM;MASC;SG
vergoeding	atlīdzība	vergoeding	atlīdzība	N;SG	N;NOM;FEM;SG
balans	bilance	balans	bilance	N;SG	N;NOM;FEM;SG
balans	atlikums	balans	atlikums	N;SG	N;NOM;MASC;SG
balans	līdzsvars	balans	līdzsvars	N;SG	N;NOM;MASC;SG
balans	līdzsvaru	balans	līdzsvars	N;SG	N;ACC;MASC;SG
leerling	mācekļa	leerling	māceklis	N;SG	N;GEN;MASC;SG
agent	aģents	agent	aģents	N;SG	N;NOM;MASC;SG
agent	aģente	agent	aģente	N;SG	N;NOM;FEM;SG
resensies	pārskatīšanas	resensie	pārskatīšana	N;PL	N;NOM;FEM;PL
resensies	pārskati	resensie	pārskats	N;PL	N;NOM;MASC;PL
enigiemand	jebkurš	enigiemand	jebkurš	PRO	PRO;NOM;MASC;SG
enigiemand	kādam	enigiemand	kāds	PRO	PRO;DAT;MASC;SG
kommunisme	komunisms	kommunisme	komunisms	N;SG	N;NOM;MASC;SG
stellings	iestatījumi	stelling	iestatījums	N;PL	N;NOM;MASC;PL
stellings	uzstādījumi	stelling	uzstādījums	N;PL	N;NOM;MASC;PL
toewyding	veltījums	toewyding	veltījums	N;SG	N;NOM;MASC;SG
bepaling	apņēmība	bepaling	apņēmība	N;SG	N;NOM;FEM;SG
bepaling	noteikšana	bepaling	noteikšana	N;SG	N;NOM;FEM;SG
onderbreek	pārtraukt	onderbreek	pārtraukt	V;PRS	V;POS;NFIN
volksmoord	genocīds	volksmoord	genocīds	N;SG	N;NOM;MASC;SG
slagoffer	upuris	slagoffer	upuris	N;SG	N;NOM;MASC;SG
uitsonderings	stili	uitsondering	stils	N;PL	N;NOM;MASC;PL
uitsonderings	izņēmumi	uitsondering	izņēmums	N;PL	N;NOM;MASC;PL
skerm	ekrāns	skerm	ekrāns	N;SG	N;NOM;MASC;SG
solo	solo	solo	solo	N;SG	N
bok	kaza	bok	kaza	N;SG	N;NOM;FEM;SG
bok	kazu	bok	kazs	N;SG	N;ACC;FEM;SG
horings	ragiem	horing	rags	N;PL	N;DAT;MASC;PL
horings	ragi	horing	rags	N;PL	N;NOM;MASC;PL
howe	tiesām	hof	tiesām	N;PL	N;DAT;FEM;PL
howe	tiesas	hof	tiesa	N;PL	N;NOM;FEM;PL
laboratorium	laboratoriju	laboratorium	laboratorija	N;SG	N;ACC;FEM;SG
laboratorium	laboratorijā	laboratorium	laboratorija	N;SG	N;ESS;FEM;SG
laboratorium	laboratorija	laboratorium	laboratorija	N;SG	N;NOM;FEM;SG
laboratorium	laboratorijā	laboratorium	laboratorija	N;SG	N;ESS;FEM;SG
laboratorium	laboratorija	laboratorium	laboratorija	N;SG	N;NOM;FEM;SG
sfeer	sfēra	sfeer	sfēra	N;SG	N;NOM;FEM;SG
deurbraak	sasniegums	deurbraak	sasniegums	N;SG	N;NOM;MASC;SG
kombineer	kombinēt	kombineer	kombinēt	V;PRS	V;POS;NFIN
elite	elites	elite	elite	N;PL	N;NOM;FEM;PL
woonstelle	dzīvokļu	woonstel	dzīvoklis	N;PL	N;GEN;MASC;PL
woonstelle	dzīvokļi	woonstel	dzīvoklis	N;PL	N;NOM;MASC;PL
oproep	saukt	oproep	saukt	V;PRS	V;POS;NFIN
opsomming	kopsavilkums	opsomming	kopsavilkums	N;SG	N;NOM;MASC;SG
argumente	argumentus	argument	arguments	N;PL	N;ACC;MASC;PL
argumente	argumenti	argument	arguments	N;PL	N;NOM;MASC;PL
terminaal	termināla	terminaal	termināls	N;SG	N;NOM;MASC;SG
terminaal	termināļa	terminaal	terminālis	N;SG	N;GEN;MASC;SG
lirieke	teksti	liriek	teksts	N;PL	N;NOM;MASC;PL
afsonderlik	atsevišķi	afsonderlik	atsevišķi	ADV	ADV
gimnastiek	vingrošana	gimnastiek	vingrošana	N;SG	N;NOM;FEM;SG
herstelwerk	remonta	herstelwerk	remonts	N;SG	N;GEN;MASC;SG
herstelwerk	remonts	herstelwerk	remonts	N;SG	N;NOM;MASC;SG
perikles	perikla	perikle	perikls	N;SG	N;GEN;MASC;SG
ineenstorting	sabrukumu	ineenstorting	sabrukums	N;SG	N;ACC;MASC;SG
ineenstorting	sabrukums	ineenstorting	sabrukums	N;SG	N;NOM;MASC;SG
ineenstorting	sabrukuma	ineenstorting	sabrukums	N;SG	N;GEN;MASC;SG
ervarings	pieredzes	ervaring	pieredze	N;PL	N;NOM;FEM;PL
voorneme	nodoms	voorneme	nodoms	N;SG	N;NOM;MASC;SG
voorneme	nolūks	voorneme	nolūks	N;SG	N;NOM;MASC;SG
saai	sēt	saai	sēt	V;PRS	V;POS;NFIN
birmingham	birmingham	birmingham	birminghs	N;SG	N;DAT;MASC;SG
kopieë	kopijas	kopie	kopija	N;PL	N;NOM;FEM;PL
kontras	kontrasts	kontras	kontrasts	N;SG	N;NOM;MASC;SG
diverse	dažādi	divers	dažāds	ADJ;NOM	ADJ;NOM;MASC;PL
diverse	daudzveidīga	divers	daudzveidīga	ADJ;NOM	ADJ;NOM;FEM;SG
diverse	dažādi	divers	dažāds	ADJ;NOM	ADJ;NOM;MASC;PL
diverse	dažādas	divers	dažāda	ADJ;NOM	ADJ;NOM;FEM;PL
etage	posms	etag	posms	N;SG	N;NOM;MASC;SG
etage	stadija	etag	stadija	N;SG	N;NOM;FEM;SG
justisie	taisnīgums	justisie	taisnīgums	N;SG	N;NOM;MASC;SG
justisie	tiesiskums	justisie	tiesiskums	N;SG	N;NOM;MASC;SG
protokol	protokolā	protokol	protokols	N;SG	N;ESS;MASC;SG
protokol	protokols	protokol	protokols	N;SG	N;NOM;MASC;SG
positief	pozitīvi	positief	pozitīvi	ADV	ADV
demografiese	demogrāfiskās	demografies	demogrāfiska	ADJ;NOM	ADJ;NOM;FEM;PL
opvoering	sniegums	opvoering	sniegums	N;SG	N;NOM;MASC;SG
opvoering	veiktspēja	opvoering	veiktspēja	N;SG	N;NOM;FEM;SG
kliek	nospiest	kliek	nospiest	V;PRS	V;POS;NFIN
fondament	pamats	fondament	pamats	N;SG	N;NOM;MASC;SG
fondament	fonds	fondament	fonds	N;SG	N;NOM;MASC;SG
verduideliking	paskaidrojums	verduideliking	paskaidrojums	N;SG	N;NOM;MASC;SG
verduideliking	izskaidrojums	verduideliking	izskaidrojums	N;SG	N;NOM;MASC;SG
verduideliking	skaidrojums	verduideliking	skaidrojums	N;SG	N;NOM;MASC;SG
heraldiek	heraldika	heraldiek	heraldika	N;SG	N;NOM;FEM;SG
parallelle	paralēlas	parallel	paralēla	N;PL	N;NOM;FEM;PL
voorrade	piegādes	voorrade	piegāde	N;PL	N;NOM;FEM;PL
kontinente	kontinentos	kontinent	kontinents	N;PL	N;ESS;MASC;PL
kontinente	kontinentiem	kontinent	kontinents	N;PL	N;DAT;MASC;PL
agterste	aizmugures	agters	aizmugure	N;PL	N;NOM;FEM;PL
reptiele	rāpuļi	reptiel	rāpulis	N;PL	N;NOM;MASC;PL
minuut	minūte	minuut	minūte	N;SG	N;NOM;FEM;SG
minuut	minūti	minuut	minūte	N;SG	N;ACC;FEM;SG
voorraad	piegāde	voorraad	piegāde	N;SG	N;NOM;FEM;SG
voorraad	piedāvājums	voorraad	piedāvājums	N;SG	N;NOM;MASC;SG
voorraad	apgāde	voorraad	apgāde	N;SG	N;NOM;FEM;SG
krater	krāteris	kraat	krāteris	N;SG	N;NOM;MASC;SG
resolusie	rezolūcija	resolusie	rezolūcija	N;SG	N;NOM;FEM;SG
resolusie	izšķirtspēja	resolusie	izšķirtīpēja	N;SG	N;NOM;FEM;SG
skatting	novērtējums	skatting	novērtējums	N;SG	N;NOM;MASC;SG
horing	rags	horing	rags	N;SG	N;NOM;MASC;SG
horing	ragu	horing	rags	N;SG	N;ACC;MASC;SG
bevryding	atbrīvošanas	bevryding	atbrīvošana	N;SG	N;NOM;FEM;SG
bevryding	atbrīvošana	bevryding	atbrīvošana	N;SG	N;NOM;FEM;SG
bevryding	atbrīvošanās	bevryding	atbrīvošanās	N;SG	N;NOM;FEM;SG
begroting	budžets	begroting	budžets	N;SG	N;NOM;MASC;SG
analitiese	analītiskā	analities	analītiska	ADJ;NOM	ADJ;NOM;FEM;SG
sessie	sesiju	sessie	sesija	N;SG	N;ACC;FEM;SG
sessie	sesija	sessie	sesija	N;SG	N;NOM;FEM;SG
