con	sa	con	sa	ADP	ADP;INS
fans	obožavatelji	fan	obožavatelj	N;PL	N;NOM;MASC;PL
fans	fanovi	fan	fan	N;PL	N;NOM;MASC;PL
cantidades	količinama	cantidad	količina	N;FEM;PL	N;INS;FEM;PL
cantidades	količine	cantidad	količina	N;FEM;PL	N;NOM;FEM;PL
persecución	progon	persecución	progon	N;FEM;SG	N;NOM;MASC;SG
centenario	stogodišnjica	centenario	stogodišnjica	N;MASC;SG	N;NOM;FEM;SG
centenario	centennial	centenario	centennial	N;MASC;SG	N;NOM;MASC;SG
mac	mac	mac	mac	N;MASC	N;NOM;MASC;SG
mac	maca	mac	mac	N;MASC	N;NOM;FEM;SG
cuerdas	žice	cuerda	Žica	N;FEM;PL	N;NOM;FEM;PL
artificial	umjetna	artificial	umjetan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
artificial	umjetni	artificial	umjetan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
villanueva	valerie	villanueva	valeriti	N;MASC;SG	N;NOM;FEM;SG
muestras	uzorci	muestra	uzorak	N;FEM;PL	N;NOM;MASC;PL
muestras	uzorci	muestra	uzorak	N;FEM;PL	N;NOM;MASC;PL
muestras	uzorkovanja	muestra	uzorkovanje	N;FEM;PL	N;NOM;NEUT;PL
obrero	radnica	obrero	radnica	N;MASC;SG	N;NOM;FEM;SG
obrero	radnik	obrero	radnik	N;MASC;SG	N;NOM;MASC;SG
demócrata	demokratska	demócrata	demokratski	ADJ;SG	ADJ;NOM;FEM;SG
cerebro	mozak	cerebro	mozak	N;MASC;SG	N;NOM;MASC;SG
cerebro	mozak	cerebro	mozak	N;MASC;SG	N;NOM;MASC;SG
sombra	sjenka	sombra	sjenka	N;FEM;SG	N;NOM;FEM;SG
sombra	sjena	sombra	sjena	N;FEM;SG	N;NOM;FEM;SG
sombra	senka	sombra	senka	N;FEM;SG	N;NOM;FEM;SG
sombra	nijansa	sombra	nijansa	N;FEM;SG	N;NOM;FEM;SG
sombra	hlad	sombra	hlad	N;FEM;SG	N;NOM;MASC;SG
mercados	tržišta	mercado	tržište	N;MASC;PL	N;NOM;NEUT;PL
mercados	tržnice	mercado	tržnica	N;MASC;PL	N;NOM;FEM;PL
toneladas	tona	tonelada	tona	N;FEM;PL	N;NOM;FEM;PL
toneladas	tona	tonelada	tona	N;FEM;PL	N;NOM;FEM;PL
toneladas	tona	tonelada	tona	N;FEM;PL	N;NOM;FEM;PL
senadores	senatori	senador	senator	N;MASC;PL	N;NOM;MASC;PL
cambiado	promijenjen	cambiar	promijeniti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
ganadería	stoka	ganadería	stoka	N;FEM;SG	N;NOM;FEM;SG
deuda	duga	deuda	dug	N;FEM;SG	N;NOM;FEM;SG
deuda	dug	deuda	dug	N;FEM;SG	N;NOM;MASC;SG
dark	mrak	dark	mrak	N	N;NOM;MASC;SG
bell	zvono	bell	zvono	N;SG	N;NOM;NEUT;SG
bell	zvonce	bell	zvonca	N;SG	N;NOM;NEUT;SG
ciclistas	biciklisti	ciclista	biciklist	N;PL	N;NOM;MASC;PL
fuertemente	snažno	fuertemente	snažno	ADV	ADV
proporciona	pruža	proporcionar	pružati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
proporciona	osigurava	proporcionar	osiguravati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
vientos	vjetrovi	viento	vjetar	N;MASC;PL	N;NOM;MASC;PL
experimental	eksperimentalni	experimental	eksperimentalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
bancos	banke	banco	banka	N;MASC;PL	N;NOM;FEM;PL
bancos	klupe	banco	klupa	N;MASC;PL	N;NOM;FEM;PL
seleccionado	odabran	seleccionado	odabrati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
seleccionado	odabrano	seleccionado	odabrati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;V.PTCP;PASS
seleccionado	odabrana	seleccionado	odabrati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
indio	indijanac	indio	indijanac	N;MASC;SG	N;NOM;MASC;SG
dudas	dvojbe	duda	dvojba	N;FEM;PL	N;NOM;FEM;PL
dudas	sumnje	duda	sumnja	N;FEM;PL	N;NOM;FEM;PL
partículas	čestice	partícula	čestica	N;FEM;PL	N;NOM;FEM;PL
partículas	čestice	partícula	čestica	N;FEM;PL	N;NOM;FEM;PL
parcialmente	djelomično	parcialmente	djelomično	ADV	ADV
parcialmente	djelomično	parcialmente	djelomično	ADV	ADV
bravo	bravo	bravo	bravo	N;MASC;SG	N;NOM;MASC;SG
específico	specifično	específico	specifičan	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
específico	specifičan	específico	specifičan	ADJ;MASC;SG	ADJ;NOM;INDF;MASC;SG
específico	specifična	específico	specifičan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
pastor	propovjednik	pastor	propovjednik	N;MASC;SG	N;NOM;MASC;SG
pastor	ovčar	pastor	ovčar	N;MASC;SG	N;NOM;MASC;SG
pastor	pastir	pastor	pastir	N;MASC;SG	N;NOM;MASC;SG
pastor	pastira	pastor	pastirati	N;MASC;SG	N;ANIM;ACC;MASC;SG
pastor	župnik	pastor	župnik	N;MASC;SG	N;NOM;MASC;SG
pastor	pastor	pastor	pastor	N;MASC;SG	N;NOM;MASC;SG
pastor	ministar	pastor	ministar	N;MASC;SG	N;NOM;MASC;SG
pastor	ministrica	pastor	ministrica	N;MASC;SG	N;NOM;FEM;SG
iván	ivan	iván	ivan	N;MASC;SG	N;NOM;MASC;SG
iván	ivana	iván	ivan	N;MASC;SG	N;NOM;FEM;SG
traje	odjeća	traje	odjeća	N;MASC;SG	N;NOM;FEM;SG
traje	kostim	traje	kostim	N;MASC;SG	N;NOM;MASC;SG
traje	odijelo	traje	odijelo	N;MASC;SG	N;NOM;NEUT;SG
flag	zastava	flag	zastava	N;SG	N;NOM;FEM;SG
monarca	monarh	monarca	monarh	N;SG	N;NOM;MASC;SG
cifra	figura	cifra	figura	N;FEM;SG	N;NOM;FEM;SG
escuadra	eskadrila	escuadra	eskadrila	N;FEM;SG	N;NOM;FEM;SG
escuadra	odred	escuadra	odred	N;FEM;SG	N;NOM;MASC;SG
escuadra	desetina	escuadra	desetina	N;FEM;SG	N;NOM;MASC;SG
escuadra	momčad	escuadra	momčad	N;FEM;SG	N;NOM;FEM;SG
profesora	učiteljica	profesora	učiteljica	N;FEM;SG	N;NOM;FEM;SG
profesora	nastavnik	profesora	nastavnik	N;FEM;SG	N;NOM;MASC;SG
profesora	učitelj	profesora	učitelj	N;FEM;SG	N;NOM;MASC;SG
enfrentamiento	obračun	enfrentamiento	obračun	N;MASC;SG	N;NOM;MASC;SG
certamen	natječaj	certamen	natječaj	N;MASC;SG	N;NOM;MASC;SG
certamen	natjecanje	certamen	natjecanje	N;MASC;SG	N;NOM;NEUT;SG
circulación	cirkulaciju	circulación	cirkulacija	N;FEM;SG	N;ACC;FEM;SG
formal	formalni	formal	formalan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
cerrado	zaključan	cerrado	zaključan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
cerrado	zaključano	cerrado	zaključano	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
cerrado	zaključana	cerrado	zaključati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
cerrado	zatvoreno	cerrado	zatvoriti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
cerrado	zatvorena	cerrado	zatvoriti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
cerrado	zatvoren	cerrado	zatvoriti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
detalle	detalj	detalle	detalj	N;MASC;SG	N;NOM;MASC;SG
simpson	simpson	simpson	simpson	N;MASC;SG	N;NOM;MASC;SG
pekín	peking	pekín	peking	N;MASC;SG	N;NOM;MASC;SG
pekín	pekingu	pekín	peking	N;MASC;SG	N;DAT;MASC;SG
yugoslavia	jugoslavije	yugoslavia	jugoslavija	N;FEM;SG	N;NOM;FEM;SG
yugoslavia	jugoslavija	yugoslavia	jugoslavija	N;FEM;SG	N;NOM;FEM;SG
yugoslavia	jugoslavije	yugoslavia	jugoslavija	N;FEM;SG	N;NOM;FEM;SG
jamás	nikada	jamás	nikada	ADV	ADV
jamás	nikad	jamás	nikad	ADV	ADV
meta	meta	meta	meto	N;FEM;SG	N;NOM;FEM;SG
meta	gol	meta	gol	N;FEM;SG	N;NOM;MASC;SG
meta	cilj	meta	cilj	N;FEM;SG	N;NOM;MASC;SG
ampliación	širenje	ampliación	širenje	N;FEM;SG	N;NOM;NEUT;SG
ampliación	proširenje	ampliación	proširenje	N;FEM;SG	N;NOM;NEUT;SG
ampliación	proširenje	ampliación	proširenje	N;FEM;SG	N;NOM;NEUT;SG
ampliación	produžetak	ampliación	produžetak	N;FEM;SG	N;NOM;MASC;SG
ampliación	proširenje	ampliación	proširenje	N;FEM;SG	N;NOM;NEUT;SG
localiza	locirati	localizar	locirati	V;IND;SG;3;PRS;FIN	V;NFIN
doctrina	doktrina	doctrina	doktrina	N;FEM;SG	N;NOM;FEM;SG
cobre	bakra	cobre	bakra	N;MASC;SG	N;NOM;MASC;SG
cobre	bakar	cobre	bakar	N;MASC;SG	N;NOM;MASC;SG
habitualmente	obično	habitualmente	obično	ADV	ADV
créditos	krediti	crédito	kredit	N;MASC;PL	N;NOM;MASC;PL
créditos	kredite	crédito	kredit	N;MASC;PL	N;ACC;MASC;PL
coral	coral	coral	coral	N;SG	N;NOM;MASC;SG
coral	koral	coral	koral	N;SG	N;NOM;MASC;SG
creados	stvoreni	creado	stvoriti	ADJ;MASC;PL;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
posibilidades	mogućnosti	posibilidad	mogućnost	N;FEM;PL	N;NOM;FEM;PL
paciente	pacijent	paciente	pacijent	N;SG	N;NOM;MASC;SG
paciente	pacijentica	paciente	pacijentica	N;SG	N;NOM;FEM;SG
memorias	sjećanja	memoria	sjećanje	N;FEM;PL	N;NOM;NEUT;PL
memorias	uspomene	memoria	uspomena	N;FEM;PL	N;NOM;FEM;PL
memorias	memoare	memoria	memoar	N;FEM;PL	N;ACC;MASC;PL
tailandia	bangkoku	tailandia	bangkok	N;FEM;SG	N;DAT;MASC;SG
tailandia	tajlandu	tailandia	tajlanda	N;FEM;SG	N;DAT;MASC;SG
pobre	jadna	pobre	jadan	ADJ;SG	ADJ;NOM;DEF;FEM;SG
pobre	jadan	pobre	jadan	ADJ;SG	ADJ;NOM;INDF;MASC;SG
pobre	jadno	pobre	jadno	ADJ;SG	ADJ;NOM;DEF;NEUT;SG
calcio	kalcij	calcio	kalcij	N;MASC;SG	N;NOM;MASC;SG
calcio	kalcija	calcio	kalcij	N;MASC;SG	N;GEN;MASC;SG
calcio	calcio	calcio	calciti	N;MASC;SG	N;NOM;MASC;SG
precios	cijene	precio	cijena	N;MASC;PL	N;NOM;FEM;PL
precios	price	precio	price	N;MASC;PL	N;NOM;FEM;PL
talento	talent	talento	talent	N;MASC;SG	N;NOM;MASC;SG
talento	talenat	talento	talenat	N;MASC;SG	N;NOM;MASC;SG
captura	hvatanje	captura	hvatanje	N;FEM;SG	N;NOM;NEUT;SG
captura	hvatanje	captura	hvatanje	N;FEM;SG	N;NOM;NEUT;SG
captura	ulov	captura	ulov	N;FEM;SG	N;NOM;MASC;SG
captura	hvatanje	captura	hvatanje	N;FEM;SG	N;NOM;NEUT;SG
captura	hvatanje	captura	hvatanje	N;FEM;SG	N;NOM;NEUT;SG
próxima	sljedeća	próximo	sljedeći	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
antena	antena	antena	anten	N;FEM;SG	N;NOM;FEM;SG
antena	antenu	antena	anten	N;FEM;SG	N;ACC;FEM;SG
dientes	zube	diente	zub	N;MASC;PL	N;ACC;MASC;PL
dientes	zubi	diente	zub	N;MASC;PL	N;NOM;MASC;PL
básica	osnovno	básico	osnovno	ADJ;FEM;SG	ADJ;NOM;DEF;NEUT;SG
básica	osnovni	básico	osnovan	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
reemplazado	zamijenjena	reemplazar	zamijeniti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
reemplazado	zamijenjen	reemplazar	zamijeniti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP;PASS
marvel	marvel	marvel	marvel	N;MASC;SG	N;NOM;MASC;SG
epíteto	epitet	epíteto	epitet	N;MASC;SG	N;NOM;MASC;SG
heart	srce	heart	srce	N	N;NOM;NEUT;SG
temática	tema	temática	tema	N;FEM;SG	N;NOM;FEM;SG
marcado	označena	marcado	označiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
marcado	označen	marcado	označiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
marcado	označeno	marcado	označen	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
puentes	mostove	puente	most	N;MASC;PL	N;ACC;MASC;PL
puentes	mostova	puente	most	N;MASC;PL	N;GEN;MASC;PL
puentes	mostovi	puente	most	N;MASC;PL	N;NOM;MASC;PL
previo	prethodni	previo	prethodan	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
previo	prethodna	previo	prethodan	ADJ;MASC;SG	ADJ;NOM;DEF;FEM;SG
volcán	vulkan	volcán	vulkan	N;MASC;SG	N;NOM;MASC;SG
beneficios	zarade	beneficio	zarada	N;MASC;PL	N;NOM;FEM;PL
beneficios	beneficije	beneficio	beneficija	N;MASC;PL	N;NOM;FEM;PL
beneficios	prednosti	beneficio	prednost	N;MASC;PL	N;NOM;FEM;PL
beneficios	povlastice	beneficio	povlastica	N;MASC;PL	N;NOM;FEM;PL
beneficios	pogodnosti	beneficio	pogodnost	N;MASC;PL	N;NOM;FEM;PL
beneficios	zarade	beneficio	zarada	N;MASC;PL	N;NOM;FEM;PL
rodolfo	rudolph	rodolfo	rudolph	N;MASC;SG	N;NOM;MASC;SG
rodolfo	rudolf	rodolfo	rudolf	N;MASC;SG	N;NOM;MASC;SG
reproducción	uzgoj	reproducción	uzgoj	N;FEM;SG	N;NOM;MASC;SG
reproducción	razmnožavanje	reproducción	razmnožavanje	N;FEM;SG	N;NOM;NEUT;SG
reproducción	reprodukciju	reproducción	reprodukcija	N;FEM;SG	N;ACC;FEM;SG
reproducción	razmnožavanje	reproducción	razmnožavanje	N;FEM;SG	N;NOM;NEUT;SG
reproducción	reprodukcija	reproducción	reprodukcija	N;FEM;SG	N;NOM;FEM;SG
canaria	canaria	canario	canar	N;FEM;SG	N;NOM;MASC;SG
field	polje	field	polje	N	N;NOM;NEUT;SG
gala	gala	gala	gal	N;FEM;SG	N;NOM;FEM;SG
gala	svečanost	gala	svečanost	N;FEM;SG	N;NOM;FEM;SG
hockey	hokej	hockey	hokej	N;MASC;SG	N;NOM;MASC;SG
hockey	hokeju	hockey	hokej	N;MASC;SG	N;DAT;MASC;SG
presentaciones	prezentacije	presentación	prezentacija	N;FEM;PL	N;NOM;FEM;PL
presentaciones	upoznavanja	presentación	upoznavanje	N;FEM;PL	N;NOM;NEUT;PL
tablas	stolovi	tabla	stol	N;FEM;PL	N;NOM;MASC;PL
tablas	stolove	tabla	stol	N;FEM;PL	N;ACC;MASC;PL
tablas	daske	tabla	daska	N;FEM;PL	N;NOM;FEM;PL
representaciones	prikazi	representación	prikaz	N;FEM;PL	N;NOM;MASC;PL
representaciones	nastupe	representación	nastup	N;FEM;PL	N;ACC;MASC;PL
representaciones	nastupi	representación	nastup	N;FEM;PL	N;NOM;MASC;PL
representaciones	izvedbe	representación	izvedba	N;FEM;PL	N;NOM;FEM;PL
rector	rektor	rector	rektor	N;MASC;SG	N;NOM;MASC;SG
coches	automobili	coche	automobil	N;MASC;PL	N;NOM;MASC;PL
coches	auti	coche	auta	N;MASC;PL	N;NOM;MASC;PL
coches	kola	coche	kolo	N;MASC;PL	N;NOM;NEUT;PL
unesco	unesco	unesco	unesco	N;FEM;SG	N;NOM;MASC;SG
designación	termin	designación	termin	N;FEM;SG	N;NOM;MASC;SG
designación	sastanak	designación	sastanak	N;FEM;SG	N;NOM;MASC;SG
designación	imenovanje	designación	imenovanje	N;FEM;SG	N;NOM;NEUT;SG
incidente	incident	incidente	incident	N;SG	N;NOM;MASC;SG
incidente	izgred	incidente	izgred	N;SG	N;NOM;MASC;SG
alicia	alicia	alicia	alicia	N;FEM;SG	N;NOM;FEM;SG
alicia	alisa	alicia	alisa	N;FEM;SG	N;NOM;FEM;SG
alicia	alice	alicia	alice	N;FEM;SG	N;NOM;FEM;SG
abogados	odvjetnici	abogado	odvjetnik	N;MASC;PL	N;NOM;MASC;PL
abogados	odvjetnici	abogado	odvjetnik	N;MASC;PL	N;NOM;MASC;PL
funcionarios	dužnosnici	funcionario	dužnosnik	N;MASC;PL	N;NOM;MASC;PL
funcionarios	službenici	funcionario	službenik	N;MASC;PL	N;NOM;MASC;PL
esperar	čekam	esperar	čekati	V;NFIN	V;IND;SG;1;PRS;FIN
atlas	atlas	atlas	atlas	N;MASC;SG	N;NOM;MASC;SG
rumbo	kurs	rumbo	kurs	N;MASC;SG	N;NOM;MASC;SG
rumbo	smjer	rumbo	smjer	N;MASC;SG	N;NOM;MASC;SG
negras	crne	negro	crn	ADJ;FEM;PL	ADJ;NOM;DEF;FEM;PL
magazine	magazin	magazine	magazin	N;SG	N;NOM;MASC;SG
magazine	časopis	magazine	časopis	N;SG	N;NOM;MASC;SG
mira	pazi	mirar	paziti	V;IMP;SG;2;FIN	V;IMP;SG;2;PRS;FIN
opciones	odrednice	opción	odrednica	N;FEM;PL	N;NOM;FEM;PL
opciones	opcije	opción	opcija	N;FEM;PL	N;NOM;FEM;PL
opciones	mogućnosti	opción	mogućnost	N;FEM;PL	N;NOM;FEM;PL
alcaldes	gradonačelnici	alcalde	gradonačelnik	N;MASC;PL	N;NOM;MASC;PL
fortuna	fortuna	fortuna	fortuna	N;FEM;SG	N;NOM;FEM;SG
fortuna	bogatstvo	fortuna	bogatstvo	N;FEM;SG	N;NOM;NEUT;SG
localizada	smješten	localizado	smjestiti	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
localizada	lokaliziran	localizado	lokalizirati	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP
legislación	zakon	legislación	zakon	N;FEM;SG	N;NOM;MASC;SG
warner	warner	warner	warner	N;SG	N;NOM;MASC;SG
ramal	grana	ramal	grana	N;MASC;SG	N;NOM;FEM;SG
ramal	branch	ramal	branch	N;MASC;SG	N;NOM;MASC;SG
ramal	granu	ramal	grana	N;MASC;SG	N;ACC;FEM;SG
modalidad	način	modalidad	način	N;FEM;SG	N;NOM;MASC;SG
accidentes	nesreće	accidente	nesreća	N;MASC;PL	N;NOM;FEM;PL
accidentes	nezgode	accidente	nezgoda	N;MASC;PL	N;NOM;FEM;PL
spider	pauk	spider	pauk	N	N;NOM;MASC;SG
spider	spider	spider	spider	N	N;NOM;MASC;SG
adecuado	prikladno	adecuado	prikladno	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
adecuado	prigodno	adecuado	prigodno	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
adecuado	adekvatan	adecuado	adekvatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
adecuado	pogodno	adecuado	pogodno	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
adecuado	pogodan	adecuado	pogodan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG
adecuado	prikladno	adecuado	prikladno	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG
plena	pun	pleno	pun	ADJ;FEM;SG	ADJ;NOM;INDF;MASC;SG
plena	puna	pleno	pun	ADJ;FEM;SG	ADJ;NOM;DEF;FEM;SG
plena	puni	pleno	pun	ADJ;FEM;SG	ADJ;NOM;DEF;MASC;SG
emitido	izdana	emitido	izdati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
emitido	izdano	emitido	izdati	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
delegación	delegacija	delegación	delegacija	N;FEM;SG	N;NOM;FEM;SG
delegación	izaslanstvo	delegación	izaslanstvo	N;FEM;SG	N;NOM;NEUT;SG
restantes	preostali	restante	preostao	ADJ;PL	ADJ;NOM;DEF;MASC;PL
sugiere	predložiti	sugerir	predložiti	V;IND;SG;3;PRS;FIN	V;NFIN
sugiere	predloži	sugerir	predložiti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sugiere	sugerira	sugerir	sugerirati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
palencia	palencia	palencia	palenci	N;FEM;SG	N;NOM;MASC;SG
apoyar	podržava	apoyar	podržavati	V;NFIN	V;IND;SG;3;PRS;FIN
casada	oženjen	casado	oženiti	ADJ;FEM;SG;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
misa	masu	misa	masa	N;FEM;SG	N;ACC;FEM;SG
misa	misa	misa	misa	N;FEM;SG	N;NOM;FEM;SG
misa	masa	misa	masa	N;FEM;SG	N;NOM;FEM;SG
misa	misu	misa	misa	N;FEM;SG	N;ACC;FEM;SG
misa	misa	misa	misa	N;FEM;SG	N;NOM;FEM;SG
reconoce	prepoznati	reconocer	poznat	V;IND;SG;3;PRS;FIN	V;NFIN
reconoce	prepoznaje	reconocer	prepoznavati	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
causó	uzrokovao	causar	uzrokovati	V;IND;SG;3;PST;FIN	V;MASC;SG;PST;V.PTCP;ACT
causó	uzrokovalo	causar	uzrokovati	V;IND;SG;3;PST;FIN	V;NEUT;SG;PST;V.PTCP;ACT
marrón	smeđi	marrón	smeđi	ADJ;MASC;SG	ADJ;NOM;DEF;MASC;SG
value	vrijednost	valar	vrijednost	N	N;NOM;FEM;SG
value	vrijednosti	valar	vrijednost	N	N;NOM;FEM;PL
magia	magic	magia	magic	N;FEM;SG	N;NOM;MASC;SG
magia	čarolija	magia	čarolija	N;FEM;SG	N;NOM;FEM;SG
magia	magija	magia	magija	N;FEM;SG	N;NOM;FEM;SG
núcleos	jezgre	núcleo	jezgra	N;MASC;PL	N;NOM;FEM;PL
núcleos	jezgre	núcleo	jezgra	N;MASC;PL	N;NOM;FEM;PL
vender	prodaje	vender	prodavati	V;NFIN	V;IND;SG;3;PRS;FIN
part	dijelom	part	dio	N	N;INS;MASC;SG
part	dio	part	dio	N	N;NOM;MASC;SG
manejo	rukovanje	manejo	rukovanje	N;MASC;SG	N;NOM;NEUT;SG
campamento	logor	campamento	logor	N;MASC;SG	N;NOM;MASC;SG
campamento	kamp	campamento	kamp	N;MASC;SG	N;NOM;MASC;SG
campamento	kampiranje	campamento	kampiranje	N;MASC;SG	N;NOM;NEUT;SG
dorado	zlatni	dorado	zlatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
dorado	zlatna	dorado	zlatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
dorado	zlatno	dorado	zlatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG
dorado	zlatna	dorado	zlatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG
dorado	zlatni	dorado	zlatan	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;MASC;SG
celular	mobilni	celular	mobilan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
diarios	dnevnici	diario	dnevnica	N;MASC;PL	N;NOM;MASC;PL
diarios	dnevnike	diario	dnevnik	N;MASC;PL	N;ACC;MASC;PL
diarios	novine	diario	novina	N;MASC;PL	N;NOM;FEM;PL
diarios	dnevnici	diario	dnevnica	N;MASC;PL	N;NOM;MASC;PL
diarios	časopisi	diario	časopis	N;MASC;PL	N;NOM;MASC;PL
pisos	apartmani	piso	apartmana	N;MASC;PL	N;NOM;MASC;PL
pisos	stanovi	piso	stan	N;MASC;PL	N;NOM;MASC;PL
pisos	podovi	piso	pod	N;MASC;PL	N;NOM;MASC;PL
pisos	podove	piso	pod	N;MASC;PL	N;ACC;MASC;PL
pisos	stanova	piso	stan	N;MASC;PL	N;GEN;MASC;PL
directiva	direktiva	directiva	direktiva	N;FEM;SG	N;NOM;FEM;SG
armenia	armenski	armenia	armenski	ADJ;FEM;SG	ADJ;NOM;MASC;SG
mina	mina	mina	mina	N;FEM;SG	N;NOM;FEM;SG
amateur	amater	amateur	amater	N;FEM;SG	N;NOM;MASC;SG
gracia	grace	gracia	grac	N;FEM;SG	N;NOM;FEM;SG
gracia	milost	gracia	milost	N;FEM;SG	N;NOM;FEM;SG
viuda	udovac	viuda	udovac	N;FEM;SG	N;NOM;MASC;SG
viuda	udovica	viuda	udovica	N;FEM;SG	N;NOM;FEM;SG
acta	akt	acta	akt	N;FEM;SG	N;NOM;MASC;SG
acta	čin	acta	čin	N;FEM;SG	N;NOM;MASC;SG
rescate	otkupnina	rescate	otkupnina	N;MASC;SG	N;NOM;FEM;SG
rescate	otkup	rescate	otkup	N;MASC;SG	N;NOM;MASC;SG
rescate	otkupninu	rescate	otkupnina	N;MASC;SG	N;ACC;FEM;SG
rescate	spašavanje	rescate	spašavanje	N;MASC;SG	N;NOM;NEUT;SG
aceptar	prihvati	aceptar	prihvatiti	V;NFIN	V;IND;SG;3;PRS;FIN
relieve	naglašavanje	relieve	naglašavanje	N;MASC;SG	N;NOM;NEUT;SG
relieve	olakšanje	relieve	olakšanje	N;MASC;SG	N;NOM;NEUT;SG
considerable	znatan	considerable	znatan	ADJ;SG	ADJ;NOM;INDF;MASC;SG
integral	sastavni	integral	sastavan	ADJ;SG	ADJ;NOM;DEF;MASC;SG
organizar	organizirati	organizar	organizirati	V;NFIN	V;NFIN
organizar	organizirati	organizar	organizirati	V;NFIN	V;NFIN
organizar	organizira	organizar	organizirati	V;NFIN	V;IND;SG;3;PRS;FIN
infante	novorođenče	infante	novorođenče	N;MASC;SG	N;NOM;NEUT;SG
infante	infante	infante	infant	N;MASC;SG	N;NOM;FEM;SG
reducido	smanjen	reducido	smanjiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG;V.PTCP;PASS
reducido	smanjena	reducido	smanjiti	ADJ;MASC;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
paula	paula	paula	pautiti	N;FEM;SG	N;NOM;MASC;SG
sobrino	nećak	sobrino	nećak	N;MASC;SG	N;NOM;MASC;SG
sobrino	nećaka	sobrino	nećak	N;MASC;SG	N;ANIM;ACC;MASC;SG
come	jede	come	jese	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
come	pojede	come	pojesti	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
perros	psima	perro	pas	N;MASC;PL	N;INS;MASC;PL
perros	psi	perro	pas	N;MASC;PL	N;NOM;MASC;PL
cliente	kupac	cliente	kupac	N;SG	N;NOM;MASC;SG
cliente	mušterija	cliente	mušterija	N;SG	N;NOM;FEM;SG
