ale	ama	ale	ama	CONJ	CONJ
turecké	türk	turecký	türk	ADJ;NOM;MASC;PL;POS	ADJ
kvalita	kalitesi	kvalita	kalite	N;NOM;FEM;SG;POS	N;NOM;SG;3
přátelé	arkadaşlar	přítel	arkadaş	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
přátelé	arkadaslar	přítel	arkadas	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
talent	yetenek	talent	yetenek	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
sbory	korolar	sbor	koro	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vyšetření	sınav	vyšetření	sınav	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vyšetření	muayene	vyšetření	muayene	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rysy	özellikler	rys	özellik	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
rysy	özellikleri	rys	özellik	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
metodu	yöntemi	metoda	yöntem	N;ACC;FEM;SG;POS	N;ACC;SG;3
účastníci	katılanlar	účastník	katılan	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
účastníci	katılımcılar	účastník	katılımcı	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
účastníci	katılanlar	účastník	katılan	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
účastníci	katılımcılar	účastník	katılımcı	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
infobox	bilgikutusu	infobox	bilgikutu	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
příbuzné	akrabalar	příbuzný	akraba	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
příbuzné	akrabaları	příbuzný	akraba	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
realizace	fark	realizace	fark	N;NOM;FEM;SG;POS	N;NOM;SG;3
srdeční	kalbi	srdeční	kalbi	ADJ;NOM;MASC;SG;POS	ADJ;NOM;SG;3
vzít	al	vzít	al	V;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
vzít	alın	vzít	al	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
semináře	seminerler	seminář	seminer	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
semináře	atölyeler	seminář	atölye	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
zbytečné	anlamsız	zbytečný	anlamsız	ADJ;NOM;NEUT;SG;POS	ADJ
zbytečné	faydasız	zbytečný	faydasız	ADJ;NOM;NEUT;SG;POS	ADJ
neutrální	tarafsız	neutrální	tarafsız	ADJ;NOM;MASC;SG;POS	ADJ
upozornění	bildirimi	upozornění	bildirim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
povýšení	tanıtımı	povýšení	tanıtım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vybral	seçti	vybrat	seç	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
spisy	dosyalar	spis	dosya	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
spisy	dosyaları	spis	dosya	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
spisy	yazılar	spis	yazı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
facebook	facebook	facebook	facebook	N;NOM;MASC;SG;POS	N;NOM;SG;3
rychlý	hızlı	rychlý	hızlı	ADJ;INAN;NOM;MASC;SG;POS	ADJ
rychlý	hızlı	rychlý	hızlı	ADJ;INAN;NOM;MASC;SG;POS	ADJ
lyžování	kayak	lyžování	kayak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
lyžování	ski	lyžování	si	N;NOM;NEUT;SG;POS	N;NOM;SG;3
lyžování	kayak	lyžování	kayak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nápad	fikri	nápad	fikir	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
tepla	sıcaklık	teplo	sıcaklık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
bridge	briç	bridga	briç	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
bridge	köprüsü	bridga	köprü	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
národy	ülkeler	národ	ülke	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
národy	milletler	národ	millet	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
ekonomiky	ekonomileri	ekonomika	ekonomi	N;NOM;FEM;PL;POS	N;NOM;PL;3
zásoby	hisseler	zásoba	hisse	N;NOM;FEM;PL;POS	N;NOM;PL;3
zásoby	hisseleri	zásoba	hisse	N;NOM;FEM;PL;POS	N;NOM;PL;3
zásoby	malzemeler	zásoba	malzeme	N;NOM;FEM;PL;POS	N;NOM;PL;3
herectví	oyunculuk	herectví	oyunculuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
herectví	oyunculuğu	herectví	oyunculuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
selhání	başarısızlık	selhání	başarısızlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
důsledky	sonuçlar	důsledek	sonuç	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
minuty	dakikalar	minuta	dakika	N;NOM;FEM;PL;POS	N;NOM;PL;3
krásná	güzel	krásný	güzel	ADJ;NOM;FEM;SG;POS	ADJ
rodiči	aileler	rodič	aile	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
rodiči	ebeveynler	rodič	ebeveyn	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
vrtulníky	helikopterler	vrtulník	helikopt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vrtulníky	helikopterler	vrtulník	helikopt	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vybrat	seçin	vybrat	seç	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
vybrat	seçmek	vybrat	seç	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
vybrat	seçin	vybrat	seç	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
vybrat	seçiniz	vybrat	seç	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
výhled	görünüm	výhled	görün	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výhled	görünümü	výhled	görün	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výhled	manzara	výhled	manzara	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
účinek	etkisi	účinek	etki	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zvolení	seçimler	zvolení	seçim	N;NOM;NEUT;PL;POS	N;NOM;PL;3
vědecká	bilimsel	vědecký	bilimsel	ADJ;NOM;FEM;SG;POS	ADJ
umělecký	sanatsal	umělecký	sanatsal	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
techniku	tekniği	technika	teknik	N;ACC;FEM;SG;POS	N;ACC;SG;3
hradby	duvarlar	hradba	duvar	N;NOM;FEM;PL;POS	N;NOM;PL;3
otevřeno	açık	otevřený	açık	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ
castle	kalesi	castle	kale	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
patra	katlar	patro	kat	N;NOM;NEUT;PL;POS	N;NOM;PL;3
patra	yerler	patro	yer	N;NOM;NEUT;PL;POS	N;NOM;PL;3
corporation	corporation	corporation	corporation	N;NOM;MASC;SG;POS	N;NOM;SG;3
jízda	binicilik	jízda	binicilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
jízda	yolculuk	jízda	yolculuk	N;NOM;FEM;SG;POS	N;NOM;SG;3
srážky	kesintiler	srážka	kesinti	N;NOM;FEM;PL;POS	N;NOM;PL;3
proudy	irmaklar	proud	irmak	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
proudy	akıntılar	proud	akıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
některým	bazı	některý	bazı	DET;DAT;PL	DET
chlapec	çocuk	chlapec	çocuk	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
vědět	biliyor	vědět	bil	V;POS;NFIN	V;PROG;IND;SG;3;POS;INFM;PRS
tajně	gizliden	tajně	gizlit	ADV;POS	ADV
prapor	taburu	prapor	tabur	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kapitola	bolum	kapitola	bol	N;NOM;FEM;SG;POS	N;NOM;SG;3
faktory	faktörler	faktor	faktör	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
příčiny	nedenler	příčina	neden	N;NOM;FEM;PL;POS	N;NOM;PL;3
postoje	tavırlar	postoj	tavır	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
směsi	karışımlar	směs	karışım	N;NOM;FEM;PL;POS	N;NOM;PL;3
míra	oranı	míra	oran	N;NOM;FEM;SG;POS	N;NOM;SG;3
sousedství	semt	sousedství	semt	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sousedství	komşuluk	sousedství	komşuluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sousedství	semt	sousedství	semt	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sousedství	komşuluk	sousedství	komşuluk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
advokát	avukatlık	advokát	avukatlık	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
moment	an	moment	an	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obavy	korkular	obava	korku	N;NOM;FEM;PL;POS	N;NOM;PL;3
kruh	daire	kruh	daire	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
obnovit	yenile	obnovit	yenil	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
avenue	caddesi	avenue	cadde	N;NOM;FEM;SG;POS	N;NOM;SG;3
kalendář	takvimi	kalendář	takvim	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kusy	parçalar	kus	parça	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
nevhodné	yakışıksız	vhodný	yakışıksız	ADJ;NOM;NEUT;SG;NEG	ADJ
známky	notlar	známka	not	N;NOM;FEM;PL;POS	N;NOM;PL;3
renault	renault	renault	renault	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
zásady	ilkeleri	zásada	ilke	N;NOM;FEM;PL;POS	N;NOM;PL;3
bakterie	bakteriler	bakterie	bakter	N;NOM;FEM;PL;POS	N;NOM;PL;3
bakterie	mikroplar	bakterie	mikrop	N;NOM;FEM;PL;POS	N;NOM;PL;3
vědecký	bilimsel	vědecký	bilimsel	ADJ;INAN;NOM;MASC;SG;POS	ADJ
součásti	parçalar	součást	parça	N;NOM;FEM;PL;POS	N;NOM;PL;3
letectví	havacılık	letectví	havacılık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
letectví	havacılık	letectví	havacılık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
pracoviště	işyeri	pracoviště	işyeri	N;NOM;NEUT;SG;POS	N;NOM;SG;3
povědomí	bilinirliği	povědomí	bil	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sondy	sondalar	sonda	sonda	N;NOM;FEM;PL;POS	N;NOM;PL;3
hraní	oyunculuk	hraní	oyunculuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
hraní	oyunculuğu	hraní	oyunculuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
rychlejší	hızlı	rychlý	hızlı	ADJ;NOM;CMPR;MASC;SG;POS	ADJ
příbuzní	akrabalar	příbuzný	akraba	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
příbuzní	akrabaları	příbuzný	akraba	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
hrubý	terbiyesiz	hrubý	terbiyesiz	ADJ;INAN;NOM;MASC;SG;POS	ADJ
kapitoly	bölümler	kapitola	bölüm	N;NOM;FEM;PL;POS	N;NOM;PL;3
videa	videolar	video	video	N;NOM;NEUT;PL;POS	N;NOM;PL;3
křeslo	koltuk	křeslo	koltuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
křeslo	koltuk	křeslo	koltuk	N;NOM;NEUT;SG;POS	N;NOM;SG;3
křeslo	sandalye	křeslo	sandalye	N;NOM;NEUT;SG;POS	N;NOM;SG;3
sloučeniny	bileşikler	sloučenina	bileşik	N;NOM;FEM;PL;POS	N;NOM;PL;3
ekonomie	ekonomisi	ekonomie	ekonomi	N;NOM;FEM;SG;POS	N;NOM;SG;3
pronásledování	eziyet	pronásledování	eziyet	N;NOM;NEUT;SG;POS	N;NOM;SG;3
číst	okuma	číst	oku	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
číst	okuyun	číst	oku	V;POS;NFIN	V;PFV;IMP;PL;2;POS;PRS
číst	okumak	číst	oku	V;POS;NFIN	V;PFV;NOM;IND;POS;PRS;V.MSDR
střelec	nişancı	střelec	nişancı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
keře	çalılar	keř	çal	N;NOM;FEM;PL;POS	N;NOM;PL;3
zaměstnanci	çalışanlar	zaměstnanec	çalışan	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
zaměstnanci	işçiler	zaměstnanec	işçi	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
zaměstnanci	çalışanlar	zaměstnanec	çalışan	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
rudá	kırmızı	rudý	kırmızı	ADJ;NOM;FEM;SG;POS	ADJ
kontakty	bağlantılar	kontakt	bağlantı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kontakty	kişiler	kontakt	kişi	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
družice	uydular	družice	uy	N;NOM;FEM;PL;POS	N;NOM;PL;3
družice	uyduları	družice	uy	N;NOM;FEM;PL;POS	N;NOM;PL;3
portréty	portreler	portrét	portre	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
označeny	işaretli	označený	işaretli	ADJ;INAN;PL;POS;V.PTCP;PASS	ADJ
motiv	nedeni	motiv	neden	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
hloubka	derinlik	hloubka	derinlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
nesl	taşıdı	nést	taşı	V;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
disciplína	disiplin	disciplína	dis	N;NOM;FEM;SG;POS	N;NOM;SG;3
oznámení	duyuru	oznámení	duyur	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oznámení	fark	oznámení	fark	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oznámení	bildirimi	oznámení	bildirim	N;NOM;NEUT;SG;POS	N;NOM;SG;3
oznámení	duyuru	oznámení	duyur	N;NOM;NEUT;SG;POS	N;NOM;SG;3
účinnost	verimlilik	účinnost	verimlilik	N;NOM;FEM;SG;POS	N;NOM;SG;3
choroby	hastalıklar	choroba	hastalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
choroby	hastalıkları	choroba	hastalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
choroby	hastalıklar	choroba	hastalık	N;NOM;FEM;PL;POS	N;NOM;PL;3
mosty	köprüler	most	köprü	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
sestava	düzeni	sestava	düzen	N;NOM;FEM;SG;POS	N;NOM;SG;3
klíče	anahtarları	klíč	anahtar	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
klíče	anahtarlar	klíč	anahtar	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
hodí	atıyor	hodit	at	V;IND;SG;3;POS;PRS;FIN;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
závodník	yarışçı	závodník	yarışçı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
dar	bağışta	dar	bağış	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
dar	hediye	dar	hedi	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
uvolnění	rahatlık	uvolnění	rahatlık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vymezení	tanımı	vymezení	tanım	N;NOM;NEUT;SG;POS	N;NOM;SG;3
automobily	arabalar	automobil	araba	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
doplnění	takviyesi	doplnění	takviye	N;NOM;NEUT;SG;POS	N;NOM;SG;3
nebezpečné	güvensiz	bezpečný	güvensiz	ADJ;NOM;NEUT;SG;NEG	ADJ
příjem	resepsiyon	příjem	resepsiyon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
křižník	kruvazörü	křižník	kruvazör	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trvalé	dayanıklı	trvalý	dayanıklı	ADJ;NOM;NEUT;SG;POS	ADJ
trvalé	ömürlü	trvalý	ömürlü	ADJ;NOM;NEUT;SG;POS	ADJ
mluvčí	sözcüsü	mluvčí	sözcü	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
mluvčí	sözcüsü	mluvčí	sözcü	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
mluvčí	hoparlör	mluvčí	hopar	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
technický	teknik	technický	teknik	ADJ;INAN;NOM;MASC;SG;POS	ADJ
užitečné	yararlı	užitečný	yararlı	ADJ;NOM;NEUT;SG;POS	ADJ
užitečné	yararlı	užitečný	yararlı	ADJ;NOM;NEUT;SG;POS	ADJ
užitečné	yardımsever	užitečný	yardımsever	ADJ;NOM;NEUT;SG;POS	ADJ
chata	yazlık	chata	yazlık	N;NOM;FEM;SG;POS	N;NOM;SG;3
ponorky	denizaltılar	ponorka	denizaltı	N;NOM;FEM;PL;POS	N;NOM;PL;3
žáci	öğrenciler	žák	öğrenci	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
uložení	tasarruf	uložení	tasarruf	N;NOM;NEUT;SG;POS	N;NOM;SG;3
slavný	ünlü	slavný	ünlü	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
modelka	modeli	modelka	model	N;NOM;FEM;SG;POS	N;NOM;SG;3
kampaně	kampanyalar	kampaň	kampanya	N;NOM;FEM;PL;POS	N;NOM;PL;3
hospodářský	ekonomik	hospodářský	ekonomik	ADJ;INAN;NOM;MASC;SG;POS	ADJ
svatopluk	svatopluk	svatopluk	svatopluk	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
rizika	riskler	riziko	risk	N;NOM;NEUT;PL;POS	N;NOM;PL;3
inženýrství	mühendisliği	inženýrství	mühendislik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
inženýrství	mühendislik	inženýrství	mühendislik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vajíčka	yumurtalar	vajíčko	yumurta	N;NOM;NEUT;PL;POS	N;NOM;PL;3
jídlo	yemek	jídlo	yemek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jídlo	yemek	jídlo	yemek	N;NOM;NEUT;SG;POS	N;NOM;SG;3
baby	bebeğim	baby	bebek	N;FEM;SG;POS	N;NOM;SG;3
obchodník	işyeri	obchodník	işyeri	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
obchodník	işadamı	obchodník	işadam	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
obchodník	satıcısı	obchodník	satıcı	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
studené	soğuk	studený	soğuk	ADJ;NOM;NEUT;SG;POS	ADJ
financování	finansman	financování	finansman	N;NOM;NEUT;SG;POS	N;NOM;SG;3
financování	finansman	financování	finansman	N;NOM;NEUT;SG;POS	N;NOM;SG;3
financování	finansman	financování	finansman	N;NOM;NEUT;SG;POS	N;NOM;SG;3
tance	dansları	tanec	dans	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
akademický	akademik	akademický	akademik	ADJ;INAN;NOM;MASC;SG;POS	ADJ
tichý	sessiz	tichý	sessiz	ADJ;ANIM;NOM;MASC;SG;POS	ADJ
poradce	danışmanı	poradce	danışman	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
poradce	danışmanı	poradce	danışman	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
poradce	danışmanı	poradce	danışman	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
aktivita	etkinlik	aktivita	etkinlik	N;NOM;FEM;SG;POS	N;NOM;SG;3
logo	logosu	logo	logo	N;NOM;NEUT;SG;POS	N;NOM;SG;3
zastavil	durmuş	zastavit	dur	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;NFH;IND;SG;3;POS;PST
zastavil	durdu	zastavit	dur	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;PFV;IND;SG;3;POS;PST
lékaři	doktorlar	lékař	doktor	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
sklo	bardak	sklo	bardak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
tanky	tanklar	tank	tank	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
cestovatel	gezgin	cestovatel	gezgin	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
cestovatel	yolcusu	cestovatel	yolcu	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
cestovatel	gezgin	cestovatel	gezgin	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
asteroid	asteroit	asteroid	asteroit	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pobočky	dalları	pobočka	dal	N;NOM;FEM;PL;POS	N;NOM;PL;3
pobočky	dallar	pobočka	dal	N;NOM;FEM;PL;POS	N;NOM;PL;3
čepele	bıçaklar	čepel	bıçak	N;NOM;FEM;PL;POS	N;NOM;PL;3
pravděpodobnost	olasılık	pravděpodobnost	olasılık	N;NOM;FEM;SG;POS	N;NOM;SG;3
procesor	işlemci	procesor	işlemci	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
procesor	işlemci	procesor	işlemci	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
opravit	düzelt	opravit	düzelt	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
kočky	kediler	kočka	kedi	N;NOM;FEM;PL;POS	N;NOM;PL;3
moderátor	moderatör	moderátor	moderatör	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
svědectví	ifade	svědectví	ifade	N;NOM;NEUT;SG;POS	N;NOM;SG;3
svědectví	tanıklık	svědectví	tanıklık	N;NOM;NEUT;SG;POS	N;NOM;SG;3
svědectví	ifadesi	svědectví	ifade	N;NOM;NEUT;SG;POS	N;NOM;SG;3
jezdci	sürücüler	jezdec	sürücü	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
jednoduchá	basit	jednoduchý	basit	ADJ;NOM;FEM;SG;POS	ADJ
šampionát	şampiyonası	šampionát	şampiyon	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
šampionát	şampiyonluk	šampionát	şampiyonluk	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
pruhy	çizgiler	pruh	çizgi	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
botanik	botanikçi	botanik	botanikçi	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
teplotu	sıcaklığı	teplota	sıcaklık	N;ACC;FEM;SG;POS	N;ACC;SG;3
chvíle	dakikalar	chvíle	dakika	N;NOM;FEM;PL;POS	N;NOM;PL;3
lov	avcılık	lov	avcılık	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
kontrola	kumanda	kontrola	kumanda	N;NOM;FEM;SG;POS	N;NOM;SG;3
pas	pasaport	pas	pasaport	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
interview	söyleşi	interview	söyleşi	N;NEUT;POS	N;NOM;SG;3
interview	mülakat	interview	mülakat	N;NEUT;POS	N;NOM;SG;3
mechanismus	mekanizması	mechanismus	mekaniz	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
formace	düzeni	formace	düzen	N;NOM;FEM;SG;POS	N;NOM;SG;3
spojenectví	ittifak	spojenectví	ittifak	N;NOM;NEUT;SG;POS	N;NOM;SG;3
psi	köpekler	pes	köpek	N;ANIM;NOM;MASC;PL;POS	N;NOM;PL;3
klient	müşteri	klient	müşteri	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
požádat	sor	požádat	sor	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;POS;PRS
nástupiště	platformu	nástupiště	platform	N;NOM;NEUT;SG;POS	N;NOM;SG;3
profese	mesleği	profese	meslek	N;NOM;FEM;SG;POS	N;NOM;SG;3
auta	arabalar	auto	araba	N;NOM;NEUT;PL;POS	N;NOM;PL;3
dospělé	büyükler	dospělý	büyük	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL;3
výstupy	çıkışlar	výstup	çıkış	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
vlastnost	özelliği	vlastnost	özellik	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlastnost	mülkiyet	vlastnost	mülkiyet	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlastnost	emlak	vlastnost	emlak	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlastnost	gayrimenkul	vlastnost	gayrimenkul	N;NOM;FEM;SG;POS	N;NOM;SG;3
časopisy	dergiler	časopis	dergi	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
syndrom	sendromu	syndrom	sendromu	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
výzdoba	dekorasyon	výzdoba	dekorasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
vlk	kurdu	vlk	kurt	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
stručný	kısa	stručný	kısa	ADJ;INAN;NOM;MASC;SG;POS	ADJ
zásobování	tedarik	zásobování	tedarik	N;NOM;NEUT;SG;POS	N;NOM;SG;3
fórum	forumu	fórum	foru	N;NOM;NEUT;SG;POS	N;NOM;SG;3
vrtulník	helikopter	vrtulník	helikopter	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
vrtulník	helikopter	vrtulník	helikopter	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
bydlení	konut	bydlení	konut	N;NOM;NEUT;SG;POS	N;NOM;SG;3
ateliér	stüdyosu	ateliér	stüdyo	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
trup	gövdesi	trup	gövde	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
detaily	detaylar	detail	detay	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
detaily	ayrıntılar	detail	ayrıntı	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
detaily	detayları	detail	detay	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kurzy	dersler	kurs	ders	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
finalista	finalisti	finalista	finalis	N;ANIM;NOM;MASC;SG;POS	N;NOM;SG;3
spis	dosyası	spis	dosya	N;INAN;NOM;MASC;SG;POS	N;NOM;SG;3
villa	villa	villo	villa	N;NOM;FEM;SG;POS	N;NOM;SG;3
kanály	kanallar	kanál	kanal	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
kanály	kanallar	kanál	kanal	N;INAN;NOM;MASC;PL;POS	N;NOM;PL;3
křižovatka	kavşak	křižovatka	kavşak	N;NOM;FEM;SG;POS	N;NOM;SG;3
křižovatka	crossroads	křižovatka	crossroads	N;NOM;FEM;SG;POS	N;NOM;SG;3
baterie	batarya	baterie	batar	N;NOM;FEM;SG;POS	N;NOM;SG;3
baterie	batarya	baterie	batar	N;NOM;FEM;SG;POS	N;NOM;SG;3
modernizace	modernizasyon	modernizace	modernizasyon	N;NOM;FEM;SG;POS	N;NOM;SG;3
italsky	italyanca	italsky	italyanca	ADV;POS	ADV
