with	مع	with	مَعَ	ADP	ADP;ACC
recovery	الانعاش	recovery	إِنعَاش	N;SG	N;NOM;DEF;SG
qualification	مؤهل	qualification	مُؤَهَّل	N;SG	N;NOM;INDF;SG
qualification	المؤهل	qualification	مُؤَهَّل	N;SG	N;NOM;DEF;SG
qualification	التاهيل	qualification	تَاهِيل	N;SG	N;NOM;DEF;SG
exposure	التعرض	exposure	تَعَرُّض	N;SG	N;NOM;DEF;SG
thoughts	افكار	thought	فِكر	N;PL	N;NOM;INDF;PL
thoughts	الافكار	thought	فِكر	N;PL	N;NOM;DEF;PL
immigrants	المهاجرين	immigrant	مُهَاجِر	N;PL	N;NOM;DEF;PL
immigrants	المهاجرون	immigrant	مُهَاجِر	N;PL	N;NOM;DEF;PL
immigrants	مهاجرين	immigrant	مُهَاجِر	N;PL	N;NOM;INDF;PL
lap	اللفة	lap	لِفَّة	N;SG	N;NOM;DEF;SG
legitimate	مشروعة	legitimate	مَشرُوع	ADJ	ADJ;NOM;INDF;FEM;SG
autonomous	مستقلة	autonomous	مُستَقِلّ	ADJ	ADJ;NOM;INDF;FEM;SG
succession	خلافة	succession	خِلَافَة	N;SG	N;NOM;INDF;SG
succession	الخلافة	succession	خِلَافَة	N;SG	N;NOM;DEF;SG
reserves	الاحتياطيات	reserve	اِحتِيَاطِيّ	N;PL	N;NOM;DEF;PL
reserves	احتياطيات	reserve	اِحتِيَاطِيّ	N;PL	N;NOM;INDF;PL
donated	تبرعت	donate	تَبَرَّع	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
increases	الزيادات	increase	الزيادات	N;PL	N;NOM;DEF;PL
increases	زيادات	increase	زيادات	N;PL	N;NOM;INDF;PL
guidance	توجيه	guidance	تَوجِيه	N;SG	N;NOM;INDF;SG
guidance	ارشاد	guidance	إِرشَاد	N;SG	N;NOM;INDF;SG
guidance	التوجيه	guidance	تَوجِيه	N;SG	N;NOM;DEF;SG
delivery	التسليم	delivery	تَسلِيم	N;SG	N;NOM;DEF;SG
delivery	تسليم	delivery	تَسلِيم	N;SG	N;NOM;INDF;SG
delivery	توصيل	delivery	تَوصِيل	N;SG	N;NOM;INDF;SG
delivery	طلبية	delivery	طَلَبِيَّة	N;SG	N;NOM;INDF;SG
delivery	التوصيل	delivery	تَوصِيل	N;SG	N;NOM;DEF;SG
fifty	خمسين	fifty	خَمسُون	NUM	NUM;NOM;INDF
fifty	خمسون	fifty	خَمسُون	NUM	NUM;NOM;INDF
slave	العبد	slave	العبد	N;SG	N;NOM;DEF;SG
initiated	بادر	initiate	بَادَر	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
printing	الطباعة	printing	طِبَاعَة	N;SG	N;NOM;DEF;SG
printing	طباعة	printing	طِبَاعَة	N;SG	N;NOM;INDF;SG
variable	متغير	variable	مُتَغَيِّر	ADJ	ADJ;NOM;INDF;MASC;SG
variable	متغيرة	variable	مُتَغَيِّر	ADJ	ADJ;NOM;INDF;FEM;SG
theology	اللاهوت	theology	لَاهُوت	N;SG	N;NOM;DEF;SG
traveled	سافر	travel	سَافَر	V;IND;PST;FIN	V;PFV;MASC;SG;3;ACT
traveled	سافرت	travel	سَافَر	V;IND;PST;FIN	V;PFV;FEM;SG;3;ACT
searching	البحث	searching	بَحث	N;SG	N;NOM;DEF;SG
switch	التبديل	switch	تَبدِيل	N;SG	N;NOM;DEF;SG
switch	تبديل	switch	تَبدِيل	N;SG	N;NOM;INDF;SG
tube	الانبوب	tube	أُنبُوب	N;SG	N;NOM;DEF;SG
tube	انبوب	tube	أُنبُوب	N;SG	N;NOM;INDF;SG
debt	الدين	debt	دِين	N;SG	N;NOM;DEF;SG
navigation	الملاحة	navigation	مِلَاحَة	N;SG	N;NOM;DEF;SG
experts	خبراء	expert	خَبِير	N;PL	N;NOM;INDF;PL
experts	الخبراء	expert	خَبِير	N;PL	N;NOM;DEF;PL
expensive	غالية	expensive	غَالِي	ADJ	ADJ;NOM;INDF;FEM;SG
expensive	مكلف	expensive	مُكَلَّف	ADJ	ADJ;NOM;INDF;MASC;SG
expensive	مكلفة	expensive	مُكَلَّف	ADJ	ADJ;NOM;INDF;FEM;SG
essays	مقالات	essays	مَقَالَة	N;PL	N;NOM;INDF;PL
essays	المقالات	essays	المقالات	N;PL	N;NOM;DEF;PL
conventional	التقليدية	conventional	تَقلِيدِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
campaigns	الحملات	campaign	حَملَة	N;PL	N;NOM;DEF;PL
campaigns	حملات	campaign	حَملَة	N;PL	N;NOM;INDF;PL
formations	التشكيلات	formation	تَشكِيل	N;PL	N;NOM;DEF;PL
formations	تشكيلات	formation	تشكيلات	N;PL	N;NOM;INDF;PL
feelings	المشاعر	feeling	مَشعَر	N;PL	N;NOM;DEF;PL
feelings	مشاعر	feeling	مَشعَر	N;PL	N;NOM;INDF;PL
bath	حمام	bath	حمام	N;SG	N;NOM;INDF;SG
bath	الحمام	bath	حَمَام	N;SG	N;NOM;DEF;SG
cats	القطط	cat	قُطَّة	N;PL	N;NOM;DEF;PL
cats	قطط	cat	قُطَّة	N;PL	N;NOM;INDF;PL
variations	الاختلافات	variation	اِختِلَاف	N;PL	N;NOM;DEF;PL
variations	اختلافات	variation	اِختِلَاف	N;PL	N;NOM;INDF;PL
emerged	برز	emerge	برز	V;PST;V.PTCP	V;PFV;MASC;SG;3;ACT
socks	الجوارب	sock	جَارِبَة	N;PL	N;NOM;DEF;PL
socks	جوارب	sock	جَارِب	N;PL	N;NOM;INDF;PL
flood	الفيضان	flood	الفيضان	N;SG	N;NOM;DEF;SG
flood	فيضان	flood	فَيَضَان	N;SG	N;NOM;INDF;SG
custom	العرف	custom	عَرف	N;SG	N;NOM;DEF;SG
profession	المهنة	profession	مُهَنِّئ	N;SG	N;NOM;DEF;SG
profession	مهنة	profession	مِهنَة	N;SG	N;NOM;INDF;SG
layout	التصميم	layout	تَصمِيم	N;SG	N;NOM;DEF;SG
layout	التخطيط	layout	تَخطِيط	N;SG	N;NOM;DEF;SG
layout	تخطيط	layout	تَخطِيط	N;SG	N;NOM;INDF;SG
settlers	المستوطنون	settler	مُستَوطِن	N;PL	N;NOM;DEF;PL
settlers	المستوطنين	settler	مُستَوطِن	N;PL	N;NOM;DEF;PL
competitors	المنافسين	competitor	مُنَافِس	N;PL	N;NOM;DEF;PL
grass	العشب	grass	عَشَبَة	N;SG	N;NOM;DEF;SG
reservoir	الخزان	reservoir	خَزَّان	N;SG	N;NOM;DEF;SG
reservoir	خزان	reservoir	خَزَّان	N;SG	N;NOM;INDF;SG
artificial	اصطناعية	artificial	اِصطِنَاعِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
artificial	اصطناعي	artificial	اِصطِنَاعِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
novelist	الروائي	novelist	رِوَائِيّ	N;SG	N;NOM;DEF;SG
tip	نصيحة	tip	نَصِيحَة	N;SG	N;NOM;INDF;SG
faces	الوجوه	face	وَجه	N;PL	N;NOM;DEF;PL
faces	وجوه	face	وَجه	N;PL	N;NOM;INDF;PL
attacking	مهاجمة	attack	مُهَاجَمَة	N;SG	N;NOM;INDF;SG
suburb	ضاحية	suburb	ضَاحِيَة	N;SG	N;NOM;INDF;SG
understood	يفهم	understand	فَهِم	V;PST;V.PTCP	V;IPFV;MASC;IND;SG;3;FIN;ACT
warned	حذرت	warn	حَذَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
chorus	الجوقة	chorus	جُوقَة	N;SG	N;NOM;DEF;SG
chorus	الكورس	chorus	الكورس	N;SG	N;NOM;DEF;SG
restrictions	القيود	restriction	قَيد	N;PL	N;NOM;DEF;PL
restrictions	تقييدات	restriction	تَقيِيد	N;PL	N;NOM;INDF;PL
restrictions	قيود	restriction	قَيد	N;PL	N;NOM;INDF;PL
influences	التاثيرات	influence	تَاثِير	N;PL	N;NOM;DEF;PL
influences	تاثيرات	influence	تَاثِير	N;PL	N;NOM;INDF;PL
gear	العتاد	gear	عِتَاد	N;SG	N;NOM;DEF;SG
gear	ترس	gear	تَرَسَّ	N;SG	N;NOM;INDF;SG
tale	الحكاية	tale	حِكَايَة	N;SG	N;NOM;DEF;SG
tale	حكاية	tale	حِكَايَة	N;SG	N;NOM;INDF;SG
liquid	السائل	liquid	سَائِل	N;SG	N;NOM;DEF;SG
voices	اصوات	voice	صَوت	N;PL	N;NOM;INDF;PL
voices	الاصوات	voice	صَوت	N;PL	N;NOM;DEF;PL
horn	قرن	horn	قَرن	N;SG	N;NOM;INDF;SG
horn	القرن	horn	قَرن	N;SG	N;NOM;DEF;SG
burning	احتراق	burn	اِحتِرَاق	N;SG	N;NOM;INDF;SG
burning	الحرق	burn	حَرِيق	N;SG	N;NOM;DEF;SG
worker	العامل	worker	عَامِل	N;SG	N;NOM;DEF;SG
worker	عامل	worker	عَامِل	N;SG	N;NOM;INDF;SG
atmosphere	الجو	atmosphere	جَوّ	N;SG	N;NOM;DEF;SG
syrian	سوري	syrian	سُورِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
syrian	سورية	syrian	سُورِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
syrian	السورية	syrian	سُورِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
syrian	السوري	syrian	سُورِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
welfare	رفاهية	welfare	رَفَاهِيّ	N;SG	N;NOM;INDF;SG
welfare	الرفاه	welfare	رَفَاه	N;SG	N;NOM;DEF;SG
columns	الاعمدة	column	الاعمدة	N;PL	N;NOM;DEF;PL
repair	اصلاح	repair	إِصلَاح	N;SG	N;NOM;INDF;SG
repair	التصليح	repair	تَصلِيح	N;SG	N;NOM;DEF;SG
repair	الاصلاح	repair	إِصلَاح	N;SG	N;NOM;DEF;SG
repair	تصليح	repair	تَصلِيح	N;SG	N;NOM;INDF;SG
dollars	الدولارات	dollar	دُولَار	N;PL	N;NOM;DEF;PL
dollars	دولارات	dollar	دُولَار	N;PL	N;NOM;INDF;PL
parameter	المعلمة	parameter	مُعَلِّم	N;SG	N;NOM;DEF;SG
parameter	معلمة	parameter	مُعَلِّم	N;SG	N;NOM;INDF;SG
parade	موكب	parade	مَوكِب	N;SG	N;NOM;INDF;SG
awareness	التوعية	awareness	تَوعِيَة	N;SG	N;NOM;DEF;SG
awareness	وعي	awareness	وَعي	N;SG	N;NOM;INDF;SG
awareness	الوعي	awareness	وَعي	N;SG	N;NOM;DEF;SG
depends	يعتمد	depend	اِعتَمَد	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
define	عرف	define	عَرَف	V;IMP;FIN	V;PFV;MASC;SG;3;ACT
conspiracy	مؤامرة	conspiracy	مُؤَامَرَة	N;SG	N;NOM;INDF;SG
conspiracy	المؤامرة	conspiracy	مُؤَامَرَة	N;SG	N;NOM;DEF;SG
rough	الخام	rough	خَام	ADJ	ADJ;NOM;DEF;MASC;SG
equation	المعادلة	equation	مُعَادَلَة	N;SG	N;NOM;DEF;SG
equation	معادلة	equation	مُعَادَلَة	N;SG	N;NOM;INDF;SG
feels	يشعر	feel	شَعَر	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
cutting	القطع	cutting	قِطعَة	N;SG	N;NOM;DEF;SG
button	الزر	button	زَرّ	N;SG	N;NOM;DEF;SG
brands	الماركات	brand	مَاركَة	N;PL	N;NOM;DEF;PL
queens	الملكات	queen	مَلَكَّة	N;PL	N;NOM;DEF;PL
neck	الرقبة	neck	رَقبَة	N;SG	N;NOM;DEF;SG
neck	رقبة	neck	رَقَبَة	N;SG	N;NOM;INDF;SG
neck	العنق	neck	عَنق	N;SG	N;NOM;DEF;SG
drink	شرب	drink	شُرب	N;SG	N;NOM;INDF;SG
drink	شراب	drink	شَرب	N;SG	N;NOM;INDF;SG
drink	مشروب	drink	مَشرُوب	N;SG	N;NOM;INDF;SG
vanity	الغرور	vanity	غُرُور	N;SG	N;NOM;DEF;SG
gift	هدية	gift	هَدِيَّة	N;SG	N;NOM;INDF;SG
gift	الهدية	gift	هَدِيَّة	N;SG	N;NOM;DEF;SG
functional	وظيفية	functional	وَظِيفِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
functional	وظيفي	functional	وظيفي	ADJ	ADJ;NOM;INDF;MASC;SG
crossed	عبرت	cross	عَبَر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
quotes	اقتباسات	quote	اِقتِبَاس	N;PL	N;NOM;INDF;PL
attitude	موقف	attitude	مَوقِف	N;SG	N;NOM;INDF;SG
attitude	السلوك	attitude	سُلُوك	N;SG	N;NOM;DEF;SG
attitude	سلوك	attitude	سُلُوك	N;SG	N;NOM;INDF;SG
attitude	الموقف	attitude	مَوقِف	N;SG	N;NOM;DEF;SG
mouse	الفارة	mouse	فَارّ	N;SG	N;NOM;DEF;SG
protests	الاحتجاجات	protest	اِحتِجَاج	N;PL	N;NOM;DEF;PL
protests	احتجاجات	protest	اِحتِجَاج	N;PL	N;NOM;INDF;PL
protests	المظاهرات	protest	المظاهرات	N;PL	N;NOM;DEF;PL
amounts	المبالغ	amount	مَبلَغ	N;PL	N;NOM;DEF;PL
variation	التباين	variation	تَبَايُن	N;SG	N;NOM;DEF;SG
variation	تباين	variation	تَبَايُن	N;SG	N;NOM;INDF;SG
smart	ذكية	smart	ذَكِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
prices	اسعار	price	سِعر	N;PL	N;NOM;INDF;PL
prices	الاسعار	price	سِعر	N;PL	N;NOM;DEF;PL
prayer	الصلاة	prayer	صَلَاة	N;SG	N;NOM;DEF;SG
prayer	الدعاء	prayer	دُعَاء	N;SG	N;NOM;DEF;SG
prayer	دعاء	prayer	دِعَاء	N;SG	N;NOM;INDF;SG
prayer	صلاة	prayer	صَلَاة	N;SG	N;NOM;INDF;SG
terrorism	الارهاب	terrorism	إِرهَاب	N;SG	N;NOM;DEF;SG
terrorism	ارهاب	terrorism	ارهاب	N;SG	N;NOM;INDF;SG
iraqi	عراقية	iraqi	عِرَاقِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
iraqi	العراقية	iraqi	عِرَاقِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
iraqi	عراقي	iraqi	عِرَاقِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
iraqi	العراقي	iraqi	عِرَاقِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
detective	المحقق	detective	مُحَقَّق	N;SG	N;NOM;DEF;SG
detective	المخبر	detective	مُخَبَّر	N;SG	N;NOM;DEF;SG
detective	مخبر	detective	مُخَبَّر	N;SG	N;NOM;INDF;SG
linking	الربط	link	رَبط	N;SG	N;NOM;DEF;SG
linking	ربط	link	رَبط	N;SG	N;NOM;INDF;SG
funeral	الجنازة	funeral	جِنَازَة	N;SG	N;NOM;DEF;SG
funeral	جنازة	funeral	جِنَازَة	N;SG	N;NOM;INDF;SG
mixing	الخلط	mixing	خَلط	N;SG	N;NOM;DEF;SG
mixing	خلط	mixing	خَلط	N;SG	N;NOM;INDF;SG
danger	الخطر	danger	خَطَر	N;SG	N;NOM;DEF;SG
danger	خطر	danger	خَطَر	N;SG	N;NOM;INDF;SG
rally	تجمع	rally	تَجَمُّع	N;SG	N;NOM;INDF;SG
rally	التجمع	rally	تَجَمُّع	N;SG	N;NOM;DEF;SG
narrative	السرد	narrative	سَرد	N;SG	N;NOM;DEF;SG
narrative	سرد	narrative	سَرد	N;SG	N;NOM;INDF;SG
camps	المعسكرات	camp	مُعَسكَر	N;PL	N;NOM;DEF;PL
camps	مخيمات	camp	مُخَيَّمَة	N;PL	N;NOM;INDF;PL
camps	المخيمات	camp	مُخَيَّم	N;PL	N;NOM;DEF;PL
camps	معسكرات	camp	مُعَسكَر	N;PL	N;NOM;INDF;PL
colonies	المستعمرات	colony	مُستَعمَر	N;PL	N;NOM;DEF;PL
brings	يجلب	bring	جَلَب	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
winds	رياح	wind	رِيح	N;PL	N;NOM;INDF;PL
conversation	المحادثة	conversation	مُحَادَثَة	N;SG	N;NOM;DEF;SG
conversation	محادثة	conversation	محادثة	N;SG	N;NOM;INDF;SG
gates	البوابات	gate	بَوَّابَة	N;PL	N;NOM;DEF;PL
gates	بوابات	gate	بَوَّابَة	N;PL	N;NOM;INDF;PL
plastic	البلاستيكية	plastic	بلَاستِيكِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
guests	الضيوف	guest	ضِيف	N;PL	N;NOM;DEF;PL
radiation	الاشعاع	radiation	شَعع	N;SG	N;NOM;DEF;SG
radiation	اشعاع	radiation	شَعع	N;SG	N;NOM;INDF;SG
receives	يستلم	receive	اِستَلَم	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
receives	يستقبل	receive	اِستَقبَل	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
receives	تتلقى	receive	تَلَقَّى	V;IND;SG;3;PRS;FIN	V;IPFV;FEM;IND;SG;3;FIN;ACT
receives	يتلقى	receive	تَلَقَّى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
generals	الجنرالات	general	الجنرالات	N;PL	N;NOM;DEF;PL
intermediate	وسيطة	intermediate	وَسِيطَة	ADJ	ADJ;NOM;INDF;FEM;SG
filipino	الفلبينية	filipino	فِلِبِّينِيّ	ADJ	ADJ;NOM;DEF;FEM;SG
creates	يخلق	create	خَلَق	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
creates	ينشئ	create	أَنشَأ	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
orbit	مدار	orbit	مَدَار	N;SG	N;NOM;INDF;SG
orbit	المدار	orbit	مَدَار	N;SG	N;NOM;DEF;SG
massacre	مذبحة	massacre	مَذبَحَة	N;SG	N;NOM;INDF;SG
massacre	المذبحة	massacre	مَذبَحَة	N;SG	N;NOM;DEF;SG
massacre	مجزرة	massacre	مُجَزِّر	N;SG	N;NOM;INDF;SG
dialogue	حوار	dialogue	حِوَار	N;SG	N;NOM;INDF;SG
dialogue	الحوار	dialogue	حِوَار	N;SG	N;NOM;DEF;SG
illness	المرض	illness	مَرَض	N;SG	N;NOM;DEF;SG
dress	فستان	dress	فستان	N;SG	N;NOM;INDF;SG
dress	الفستان	dress	فُستَان	N;SG	N;NOM;DEF;SG
dress	ثوب	dress	ثُوب	N;SG	N;NOM;INDF;SG
dress	اللباس	dress	لَبَاس	N;SG	N;NOM;DEF;SG
dress	لباس	dress	لباس	N;SG	N;NOM;INDF;SG
codes	رموز	code	رَمز	N;PL	N;NOM;INDF;PL
codes	الرموز	code	رَمز	N;PL	N;NOM;DEF;PL
violations	انتهاكات	violation	اِنتِهَاك	N;PL	N;NOM;INDF;PL
violations	الخروقات	violation	خُرُوقَة	N;PL	N;NOM;DEF;PL
violations	الانتهاكات	violation	اِنتِهَاك	N;PL	N;NOM;DEF;PL
ladies	سيدات	lady	سَيِّدَة	N;PL	N;NOM;INDF;PL
ladies	السيدات	lady	سَيِّدَة	N;PL	N;NOM;DEF;PL
ratings	التصنيفات	ratings	تَصنِيفَة	N;PL	N;NOM;DEF;PL
ratings	التقييمات	ratings	تَقيِيم	N;PL	N;NOM;DEF;PL
ratings	تقييمات	ratings	تَقيِيم	N;PL	N;NOM;INDF;PL
scout	كشاف	scout	كَشَاف	N;SG	N;NOM;INDF;SG
difficulty	صعوبة	difficulty	صُعُوبَة	N;SG	N;NOM;INDF;SG
difficulty	الصعوبة	difficulty	صُعُوبَة	N;SG	N;NOM;DEF;SG
pupils	التلاميذ	pupil	تِلمِيذ	N;PL	N;NOM;DEF;PL
pupils	تلاميذ	pupil	تِلمِيذ	N;PL	N;NOM;INDF;PL
wealth	الثراء	wealth	ثَرَاء	N;SG	N;NOM;DEF;SG
wealth	ثروة	wealth	ثَروَة	N;SG	N;NOM;INDF;SG
wealth	الثروة	wealth	ثَروَة	N;SG	N;NOM;DEF;SG
allegations	الادعاءات	allegation	إِدعَاء	N;PL	N;NOM;DEF;PL
allegations	ادعاءات	allegation	اِدِّعَاء	N;PL	N;NOM;INDF;PL
allegations	المزاعم	allegation	مَزعَمَة	N;PL	N;NOM;DEF;PL
allegations	مزاعم	allegation	مَزعَمَة	N;PL	N;NOM;INDF;PL
regulation	التنظيم	regulation	تَنظِيم	N;SG	N;NOM;DEF;SG
watching	يراقب	watch	رَاقَب	V;V.MSDR	V;IPFV;MASC;IND;SG;3;FIN;ACT
citizenship	مواطنة	citizenship	مُوَاطِنَة	N;SG	N;NOM;INDF;SG
citizenship	الجنسية	citizenship	جِنسِيَّة	N;SG	N;NOM;DEF;SG
citizenship	المواطنة	citizenship	مُوَاطَنَة	N;SG	N;NOM;DEF;SG
tasks	المهام	task	مَهَمَّة	N;PL	N;NOM;DEF;PL
tasks	مهام	task	مَهَمَّة	N;PL	N;NOM;INDF;PL
intent	القصد	intent	قَصد	N;SG	N;NOM;DEF;SG
intent	نية	intent	نِيَّة	N;SG	N;NOM;INDF;SG
intent	النية	intent	نِيَّة	N;SG	N;NOM;DEF;SG
pride	الكبرياء	pride	كَبرِيّ	N;SG	N;NOM;DEF;SG
pride	الفخر	pride	فِخر	N;SG	N;NOM;DEF;SG
banner	الراية	banner	رَايَة	N;SG	N;NOM;DEF;SG
banner	لافتة	banner	لَافِت	N;SG	N;NOM;INDF;SG
banner	راية	banner	رَايَة	N;SG	N;NOM;INDF;SG
friendship	الصداقة	friendship	صَدَاقَة	N;SG	N;NOM;DEF;SG
friendship	صداقة	friendship	صَدَاقَة	N;SG	N;NOM;INDF;SG
corruption	الفساد	corruption	فَسَاد	N;SG	N;NOM;DEF;SG
corruption	فساد	corruption	فَسَاد	N;SG	N;NOM;INDF;SG
tape	الشريط	tape	شَرِيط	N;SG	N;NOM;DEF;SG
tape	شريط	tape	شَرِيط	N;SG	N;NOM;INDF;SG
revenge	انتقام	revenge	اِنتِقَام	N;SG	N;NOM;INDF;SG
revenge	الانتقام	revenge	اِنتِقَام	N;SG	N;NOM;DEF;SG
revision	المراجعة	revision	مُرَاجَعَة	N;SG	N;NOM;DEF;SG
revision	تنقيح	revision	تَنقِيح	N;SG	N;NOM;INDF;SG
revision	التنقيح	revision	تَنقِيح	N;SG	N;NOM;DEF;SG
revision	مراجعة	revision	مُرَاجَعَة	N;SG	N;NOM;INDF;SG
fee	الاجر	fee	أَجر	N;SG	N;NOM;DEF;SG
fee	اجر	fee	أَجر	N;SG	N;NOM;INDF;SG
computing	الحوسبة	compute	حُوسبَة	N;SG	N;NOM;DEF;SG
matrix	المصفوفة	matrix	مَصفُوف	N;SG	N;NOM;DEF;SG
kiss	قبلة	kiss	قَبلَة	N;SG	N;NOM;INDF;SG
luck	الحظ	luck	حَظّ	N;SG	N;NOM;DEF;SG
bid	العطاء	bid	عَطَاء	N;SG	N;NOM;DEF;SG
enemies	الاعداء	enemy	عَدُوّ	N;PL	N;NOM;DEF;PL
mercury	الزئبق	mercury	زَئبَق	N;SG	N;NOM;DEF;SG
interactive	تفاعلية	interactive	تفاعلية	ADJ	ADJ;NOM;INDF;FEM;SG
interactive	التفاعلي	interactive	تفاعليالي	ADJ	ADJ;NOM;DEF;MASC;SG
interactive	تفاعلي	interactive	تفاعلي	ADJ	ADJ;NOM;INDF;MASC;SG
keeps	يبقي	keep	أَبقَى	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;IND;SG;3;FIN;ACT
structural	هيكلي	structural	هَيكَلِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
structural	هيكلية	structural	هَيكَلِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
marry	تزوج	marry	زَاج	V;IMP;FIN	V;MASC;IMP;SG;FIN
airports	مطارات	airport	مَطَار	N;PL	N;NOM;INDF;PL
airports	المطارات	airport	مَطَار	N;PL	N;NOM;DEF;PL
axis	المحور	axis	مِحوَر	N;SG	N;NOM;DEF;SG
axis	محور	axis	مِحوَر	N;SG	N;NOM;INDF;SG
execution	اعدام	execution	إِعدَام	N;SG	N;NOM;INDF;SG
execution	التنفيذ	execution	تَنفِيذ	N;SG	N;NOM;DEF;SG
execution	الاعدام	execution	إِعدَام	N;SG	N;NOM;DEF;SG
cult	الطائفة	cult	طَائِفَة	N;SG	N;NOM;DEF;SG
cult	عبادة	cult	عبادة	N;SG	N;NOM;INDF;SG
cult	طائفة	cult	طَائِفَة	N;SG	N;NOM;INDF;SG
ticket	تذكرة	ticket	تَذَكُّر	N;SG	N;NOM;INDF;SG
ticket	التذكرة	ticket	تَذَكُّر	N;SG	N;NOM;DEF;SG
ticket	التذاكر	ticket	تَذَاكُر	N;SG	N;NOM;DEF;SG
entity	كيان	entity	كِيَان	N;SG	N;NOM;INDF;SG
entity	الكيان	entity	كِيَان	N;SG	N;NOM;DEF;SG
judicial	قضائية	judicial	قَضَائِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
bombing	التفجير	bombing	تَفجِير	N;SG	N;NOM;DEF;SG
bombing	قصف	bombing	قَصف	N;SG	N;NOM;INDF;SG
bombing	القصف	bombing	قَصف	N;SG	N;NOM;DEF;SG
bombing	تفجير	bombing	تَفجِير	N;SG	N;NOM;INDF;SG
absolute	المطلق	absolute	مُطلَق	ADJ	ADJ;NOM;DEF;MASC;SG
absolute	مطلقة	absolute	مُطلَق	ADJ	ADJ;NOM;INDF;FEM;SG
locomotive	القاطرة	locomotive	قَاطِرَة	N;SG	N;NOM;DEF;SG
preparation	اعداد	preparation	إِعدَاد	N;SG	N;NOM;INDF;SG
preparation	تحضير	preparation	تَحضِير	N;SG	N;NOM;INDF;SG
preparation	التحضير	preparation	تَحضِير	N;SG	N;NOM;DEF;SG
preparation	الاعداد	preparation	إِعدَاد	N;SG	N;NOM;DEF;SG
declaration	اعلان	declaration	إِعلَان	N;SG	N;NOM;INDF;SG
burial	الدفن	burial	دَفن	N;SG	N;NOM;DEF;SG
challenges	تحديات	challenge	تَحَدِّي	N;PL	N;NOM;INDF;PL
challenges	التحديات	challenge	تَحَدِّي	N;PL	N;NOM;DEF;PL
evolved	تطورت	evolve	تَطَوَّر	V;PST;V.PTCP	V;PFV;FEM;SG;3;ACT
celebration	احتفال	celebration	اِحتِفَال	N;SG	N;NOM;INDF;SG
celebration	الاحتفال	celebration	اِحتِفَال	N;SG	N;NOM;DEF;SG
discipline	انضباط	discipline	اِنضِبَاط	N;SG	N;NOM;INDF;SG
discipline	الانضباط	discipline	اِنضِبَاط	N;SG	N;NOM;DEF;SG
manuscript	المخطوطة	manuscript	مَخطُوط	N;SG	N;NOM;DEF;SG
experiments	التجارب	experiment	تَجرِبَة	N;PL	N;NOM;DEF;PL
experiments	تجارب	experiment	تَجرِبَة	N;PL	N;NOM;INDF;PL
compound	مجمع	compound	مَجمَع	N;SG	N;NOM;INDF;SG
compound	المجمع	compound	مَجمَع	N;SG	N;NOM;DEF;SG
compound	مركب	compound	مركب	N;SG	N;NOM;INDF;SG
associations	الجمعيات	association	جَمعِيَّة	N;PL	N;NOM;DEF;PL
associations	جمعيات	association	جَمعِيَّة	N;PL	N;NOM;INDF;PL
targets	اهداف	target	هَدَف	N;PL	N;NOM;INDF;PL
targets	الاهداف	target	هَدَف	N;PL	N;NOM;DEF;PL
targets	الغايات	target	غَايَة	N;PL	N;NOM;DEF;PL
alien	اجنبي	alien	أَجنَبِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
alien	الاجنبي	alien	أَجنَبِيّ	ADJ	ADJ;NOM;DEF;MASC;SG
