den	den	den	den	PRO;ACC;MASC+FEM;SG;3	PRO;SG;3
omfatte	inkludere	omfatte	inkludere	V;NFIN;ACT	V;NFIN
kanon	cannon	kanon	cannon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kanon	kanon	kanon	kanon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nordligste	nordligste	nordlig	nordlig	ADJ;DEF;RL	ADJ;DEF;RL
sektor	sektor	sektor	sektor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
inkluderet	inkluderes	inkludere	inkluderes	V;INDF;SG;PST;V.PTCP	V;FIN
inkluderet	inkluderte	inkludere	inkludere	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
metro	metro	metro	metro	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hej	heisann	hej	heisann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hej	hallo	hej	hallo	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hej	hello	hej	hello	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
hej	hei	hej	hei	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forretninger	butikker	forretning	butikke	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
forretninger	butikker	forretning	butikke	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
demo	demo	demo	demo	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fæstning	festning	fæstning	festning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
belejringen	beleiringen	belejring	beleiring	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
portugisisk	portugisisk	portugisisk	portugisisk	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
håber	håper	håbe	håpe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
håber	håper	håbe	håpe	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
konstantin	konstantin	konstantin	konstantin	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konstantin	constantine	konstantin	constantin	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
søs	sis	søs	sis	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
søs	søs	søs	søs	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
søs	sjøs	søs	sjøs	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
søs	sea	søs	seie	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
søs	hav	søs	hav	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
bomber	bomber	bombe	bombe	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
bomber	brannbomber	bombe	brannbombe	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
paulus	paulus	paulus	paulus	N;DEF;MASC+FEM;SG	N;MASC
paulus	paul	paulus	paul	N;DEF;MASC+FEM;SG	N;MASC
computere	datamaskiner	computere	datamaskin	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
café	café	café	café	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
café	cafe	café	cafe	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
café	kafé	café	kafé	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
café	café	café	café	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
café	kafe	café	kafe	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
café	kafé	café	kafé	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
identificere	identifisere	identificere	identifisere	V;NFIN;ACT	V;NFIN
tidsskrifter	magasiner	tidsskrift	magasin	N;INDF;NEUT;PL	N;INDF;MASC;PL
tidsskrifter	tidsskrifter	tidsskrift	tidsskrift	N;INDF;NEUT;PL	N;INDF;FEM;PL
tidsskrifter	blader	tidsskrift	blade	N;INDF;NEUT;PL	N;INDF;MASC;PL
tidsskrifter	dagbøker	tidsskrift	dagbøker	N;INDF;NEUT;PL	N;INDF;FEM;PL
fusion	fusion	fusion	fusion	N;INDF;MASC+FEM;SG	N
fusion	fusjon	fusion	fusjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bild	bild	bild	bild	N;INDF;NEUT;SG	N;INDF;NEUT;SG
signal	signal	signal	signal	N;INDF;NEUT;SG	N;INDF;NEUT;SG
forsamling	montering	forsamling	montering	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
forsamling	forsamling	forsamling	forsamling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
flyver	flyr	flyve	fly	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
flyver	flyr	flyve	fly	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
børge	børge	børge	børge	N;INDF;NEUT;SG	N;MASC
nations	nasjon	nation	nasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nations	nation	nation	nation	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konstantinopel	konstantinopel	konstantinopel	konstantinopel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
march	marsjer	march	marsje	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
march	march	march	march	N;INDF;MASC+FEM;SG	N
march	marsj	march	marsj	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
march	mars	march	mars	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
louisiana	louisiana	louisiana	louisian	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fabrikker	fabrikker	fabrik	fabrikker	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
effektiv	effektiv	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
effektiv	effektivt	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
effektiv	effektiv	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
effektiv	effektivt	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
indirekte	indirekte	indirekte	indirekte	ADJ	ADJ;INDF;NEUT;SG
indirekte	indirekte	indirekte	indirekte	ADJ	ADJ;INDF;NEUT;SG
mail	mail	mail	mail	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
mail	post	mail	post	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
slovakiet	slovakia	slovakium	slovakia	N;DEF;NEUT;SG	N;DEF;FEM;SG
udgaven	utgaven	udgave	utgav	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
default	standard	default	standard	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
magi	magi	magi	magi	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
magi	magic	magi	magic	N;INDF;MASC+FEM;SG	N
magi	trylling	magi	trylling	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
magi	trolldom	magi	trolldom	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
respekt	respekt	respekt	respekt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
find	finne	find	finne	V;IMP	V;IMP;NFIN
find	lokalisere	find	lokalisere	V;IMP	V;NFIN
find	finne	find	finne	V;IMP	V;IMP;NFIN
tabel	bord	tabel	bord	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tabel	tabell	tabel	tabell	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
kulturer	avlinger	kultur	avlinger	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kulturer	kulturer	kultur	kulture	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
tænker	tenker	tænke	tenke	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
lanceret	lanserte	lancere	lansere	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
undersiden	undersiden	undersiden	underside	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
had	hat	had	hat	N;INDF;NEUT;SG	N;INDF;NEUT;SG
had	hate	had	hate	N;INDF;NEUT;SG	N;INDF;MASC;SG
had	hat	had	hat	N;INDF;NEUT;SG	N;INDF;NEUT;SG
adel	adel	adel	adel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
adel	adel	adel	adel	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fair	rettferdig	fair	rettferdig	ADJ	ADJ;INDF;NEUT;SG
positivt	positivt	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
positivt	positiv	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ;INDF;SG
positivt	positivt	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
bryllup	bryllup	bryllup	bryllup	N;INDF;NEUT;SG	N;INDF;MASC;SG
organ	orgel	organ	orgel	N;INDF;NEUT;SG	N;INDF;NEUT;SG
organ	organ	organ	organ	N;INDF;NEUT;SG	N;INDF;NEUT;SG
rap	kvakk	rap	kvakk	N;INDF;NEUT;SG	N;INDF;MASC;SG
rap	rapp	rap	rapp	N;INDF;NEUT;SG	N;INDF;MASC;SG
rap	rap	rap	rap	N;INDF;NEUT;SG	N;INDF;MASC;SG
øjeblik	moment	øjeblik	moment	N;INDF;NEUT;SG	N;INDF;NEUT;SG
øjeblik	øyeblikk	øjeblik	øyeblikk	N;INDF;NEUT;SG	N;INDF;MASC;SG
varm	varm	varm	varm	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
varm	varmt	varm	varm	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
varm	varm	varm	varm	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
varm	varmt	varm	varm	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
størrelsen	størrelsen	størrelse	størrelse	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
englands	england	englands	england	N;GEN;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lene	lene	lene	lene	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
atlas	atlas	atlas	atlas	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kul	kull	kul	kull	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kul	karbon	kul	karbon	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kul	carbon	kul	carbon	N;INDF;NEUT;SG	N;INDF;NEUT;SG
dronningen	dronningen	dronning	dronning	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
dronningen	queen	dronning	que	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
take	take	take	take	N;INDF;NEUT;SG	N;INDF;NEUT;SG
beder	ber	bede	be	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
militæret	militæret	militær	militær	N;DEF;NEUT;SG	N;DEF;NEUT;SG
forbud	ban	forbud	ban	N;INDF;NEUT;SG	N;INDF;MASC;SG
forbud	forbud	forbud	forbud	N;INDF;NEUT;SG	N;INDF;NEUT;SG
hæk	hedges	hæk	hedges	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hæk	hekk	hæk	hekk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
update	oppdatering	update	oppdatering	N;INDF;NEUT;SG	N;INDF;FEM;SG
infanteri	infanteri	infanteri	infanteri	N;INDF;NEUT;SG	N;INDF;NEUT;SG
konsekvens	konsekvens	konsekvens	konsekvens	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konsekvens	helhet	konsekvens	helh	N;INDF;MASC+FEM;SG	N;INDF;SG
konsekvens	konsekvens	konsekvens	konsekvens	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
konsekvens	konsistens	konsekvens	konsistens	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
pund	pund	pund	pund	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
pund	pund	pund	pund	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
folkeafstemning	folkeavstemning	folkeafstemning	folkeavstemning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
alexandra	alexandra	alexandra	alexandre	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
turisme	turisme	turisme	turisme	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
regeringstid	regjeringstid	regeringstid	regjeringstid	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
vild	vill	vild	vill	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
vestlig	vestlig	vestlig	vestlig	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
udstillingen	utstillingen	udstilling	utstilling	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
samler	samler	samle	samle	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
synge	syng	synge	syngje	V;NFIN;ACT	V;IND;PRS;FIN
objekt	objekt	objekt	objekt	N;INDF;NEUT;SG	N;INDF;NEUT;SG
objekt	gjenstand	objekt	gjenstand	N;INDF;NEUT;SG	N;INDF;MASC;SG
objekt	object	objekt	object	N;INDF;NEUT;SG	N
forhandlingerne	forhandlingene	forhandling	forhandling	N;DEF;MASC+FEM;PL	N;DEF;FEM;PL
banden	gjengen	band	gjeng	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
alkohol	alkohol	alkohol	alkohol	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
parter	fester	part	fester	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
gymnastik	treningsstudio	gymnastik	treningsstudio	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
gymnastik	treningssenter	gymnastik	treningssenter	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
gymnastik	gym	gymnastik	gym	N;INDF;MASC+FEM;SG	N;INDF;SG
gymnastik	turn	gymnastik	turn	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gymnastik	gymnastikk	gymnastik	gymnastikk	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
komedie	komedie	komedie	komedie	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
beskæftigede	medarbeidere	beskæftige	medarbeidere	V;PL;PST;V.PTCP	V;NFIN
henriette	henriette	henriette	henriette	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
beløb	mengde	beløb	mengde	N;INDF;NEUT;SG	N
beløb	beløp	beløb	beløp	N;INDF;NEUT;SG	N;INDF;NEUT;SG
fotografier	fotografier	fotografi	fotografi	N;INDF;NEUT;PL	N;INDF;FEM;PL
fotografier	bilder	fotografi	bilder	N;INDF;NEUT;PL	N;INDF;FEM;PL
fotografier	fotografier	fotografi	fotografi	N;INDF;NEUT;PL	N;INDF;FEM;PL
smalle	smale	smalle	smale	ADJ;PL	ADJ;PL
kampagne	kampanje	kampagne	kampanje	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
hviderusland	hviterussland	hviderusland	hviterussland	N;INDF;NEUT;SG	N;INDF;NEUT;SG
hviderusland	hviterusslands	hviderusland	hviterusslands	N;INDF;NEUT;SG	N;INDF;NEUT;SG
ørsted	ørsted	ørste	ørstå	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kriterier	kriterier	kriteri	kriterium	N;INDF;MASC+FEM;PL	N;INDF;NEUT;PL
tilføjelse	tilskudd	tilføjelse	tilskudd	N;INDF;NEUT;SG	N;INDF;FEM;SG
tilføjelse	tillegg	tilføjelse	tillegg	N;INDF;NEUT;SG	N;INDF;NEUT;SG
læses	lese	læse	lese	V;IND;PRS;FIN;PASS	V;V.PTCP
lauritzen	lauritzen	lauritz	lauritz	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
sukker	sukker	sukker	sukker	N;INDF;NEUT;SG	N;INDF;NEUT;SG
sukker	sugar	sukker	sugar	N;INDF;NEUT;SG	N;INDF;MASC;SG
chefredaktør	redaktør	chefredaktør	redaktør	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
chefredaktør	editor	chefredaktør	editor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
frederick	frederick	frederick	frederick	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medierne	media	medie	medium	N;DEF;NEUT;PL	N;DEF;NEUT;PL
bidrager	bidrar	bidrage	bidrar	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
glostrup	glostrup	glostrup	glostrup	N;INDF;NEUT;SG	N;INDF;MASC;SG
morgan	morgan	morgan	morgan	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
handle	handle	handle	handle	V;NFIN;ACT	V;NFIN
sony	sony	sony	sony	N;INDF;NEUT;SG	N;INDF;MASC;SG
faktor	factor	faktor	factor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
faktor	faktor	faktor	faktor	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
acceptere	godtar	acceptere	godt	V;NFIN;ACT	V;IND;PRS;FIN
acceptere	godta	acceptere	godta	V;NFIN;ACT	V;NFIN
acceptere	akseptere	acceptere	akseptere	V;NFIN;ACT	V;NFIN
acceptere	aksepterer	acceptere	akseptere	V;NFIN;ACT	V;IND;PRS;FIN
forandringer	endringer	forandring	endring	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
forandringer	forandringer	forandring	forandring	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
terræn	terreng	terræn	terreng	N;INDF;NEUT;SG	N;INDF;NEUT;SG
monument	monument	monument	monument	N;INDF;NEUT;SG	N;INDF;NEUT;SG
medalje	medalje	medalje	medalje	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
medalje	medal	medalje	medal	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
shanghai	shanghai	shanghai	shanghai	N;INDF;NEUT;SG	N;INDF;NEUT;SG
traditionen	tradisjonen	tradition	tradisjon	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
opfordring	invitasjon	opfordring	invitasjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
opfordring	innbydelse	opfordring	innbydelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
miles	miles	mile	miles	N;GEN;INDF;MASC+FEM;SG	N;INDF;MASC;SG
miles	mil	mile	mil	N;GEN;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bombefly	bombefly	bombefly	bombefly	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bombefly	bombefly	bombefly	bombefly	N;INDF;NEUT;SG	N;INDF;NEUT;SG
bønderne	bøndene	bonde	bonde	N;DEF;MASC+FEM;PL	N;DEF;MASC;PL
motion	trim	motion	trim	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
motion	trening	motion	trening	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
motion	øvelse	motion	øvelse	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motion	mosjon	motion	mosjon	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
træet	tree	træ	tre	N;DEF;NEUT;SG	N
træet	treet	træ	tre	N;DEF;NEUT;SG	N;DEF;NEUT;SG
harvard	harvard	harvard	harvard	N;INDF;NEUT;SG	N;INDF;MASC;SG
foto	photo	foto	photo	N;INDF;NEUT;SG	N
foto	foto	foto	foto	N;INDF;NEUT;SG	N;INDF;NEUT;SG
foto	bilete	foto	bilete	N;INDF;NEUT;SG	N;INDF;NEUT;SG
foto	bilde	foto	bilde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
foto	fotografi	foto	fotografi	N;INDF;NEUT;SG	N;INDF;MASC;SG
knob	knop	knob	knop	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
knob	knute	knob	knute	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
lokaler	lokaler	lokale	lokale	N;INDF;NEUT;PL	N;INDF;FEM;PL
cykler	sykluser	cykle	syklus	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
togene	togene	tog	tog	N;DEF;NEUT;PL	N;DEF;FEM;PL
vanskeligheder	vanskeligheter	vanskelighed	vanskeligheter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
vanskeligheder	vansker	vanskelighed	vansker	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
vanskeligheder	vanskeligheter	vanskelighed	vanskeligheter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
vanskeligheder	vansker	vanskelighed	vansker	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
hong	hong	hong	hong	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
sal	hall	sal	hall	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sal	sal	sal	sal	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
sophus	sophus	sophus	sophus	N;INDF;NEUT;SG	N;INDF;NEUT;SG
myndighederne	myndighetene	myndighed	myndighet	N;DEF;MASC+FEM;PL	N;DEF;FEM;PL
zürich	zürich	zürich	zürich	N;INDF;NEUT;SG	N
zürich	zürich	zürich	zürich	N;INDF;NEUT;SG	N
autonome	autonome	autonome	autonom	ADJ;PL	ADJ;PL
konkret	konkret	konkret	konkret	ADJ;INDF;SG	ADJ;INDF;NEUT;SG
sund	sunn	sund	sunn	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
sund	sunt	sund	sunn	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
omtaler	omtaler	omtale	omtale	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
omtaler	nevner	omtale	nevne	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
utallige	utallige	utallig	utallig	ADJ;PL	ADJ;PL
sideløbende	parallell	sideløbende	parallell	ADJ	ADJ;INDF;SG
peugeot	peugeot	peugeot	peugeot	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
venskab	vennskap	venskab	vennskap	N;INDF;NEUT;SG	N;INDF;NEUT;SG
teolog	teolog	teolog	teolog	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
statue	statue	statue	statue	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
carlsen	carlsen	carls	carlsen	N;DEF;MASC+FEM;SG	N;DEF;MASC;SG
erobring	erobring	erobring	erobring	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
søgt	søkte	søge	søkje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
søgt	søkte	søge	søkje	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN
færdige	ferdige	færdig	ferdig	ADJ;PL	ADJ;PL
digtet	diktet	digte	dikt	N;DEF;NEUT;SG	N;DEF;NEUT;SG
palace	palass	palace	palass	N;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
palace	palace	palace	palace	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
frugt	frukt	frugt	frukt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
frugt	frukt	frugt	frukt	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
platform	plattform	platform	plattform	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lyde	lyder	lyde	lyde	V;NFIN;ACT	V;IND;PRS;FIN
brandt	brandt	brandt	brand	N;INDF;NEUT;SG	N;INDF;MASC;SG
schultz	schultz	schultz	schultz	N;INDF;NEUT;SG	N;INDF;MASC;SG
schultz	schulz	schultz	schulz	N;INDF;NEUT;SG	N;INDF;MASC;SG
kommerciel	kommersielt	kommerciel	kommersiel	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
kommerciel	kommersiell	kommerciel	kommersiell	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
ernest	ernest	ernest	ernest	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
temaer	temaer	tema	tema	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
forsker	forsker	forsker	forske	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forsker	vitenskapsmann	forsker	vitenskapsmann	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forsker	forsker	forsker	forske	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bange	skremte	bange	skremme	ADJ	ADJ;PL;V.PTCP
bange	redd	bange	redd	ADJ	ADJ;INDF;SG
bange	redd	bange	redd	ADJ	ADJ;INDF;SG
bange	skremt	bange	skremme	ADJ	ADJ;INDF;SG;V.PTCP
bange	skremte	bange	skremme	ADJ	ADJ;PL;V.PTCP
bange	redd	bange	redd	ADJ	ADJ;INDF;SG
læsning	leser	læsning	lese	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
læsning	reading	læsning	reading	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
læsning	lesning	læsning	lesning	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
læsning	lesing	læsning	lesing	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
holdninger	stillinger	holdning	stilling	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
holdninger	holdninger	holdning	holdninger	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
gennemsnitlige	gjennomsnittlige	gennemsnitlig	gjennomsnittlig	ADJ;PL	ADJ;PL
pigen	jenta	pige	jente	N;DEF;MASC+FEM;SG	N;DEF;FEM;SG
portal	portal	portal	portal	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
sidde	sit	sidde	sitje	V;NFIN;ACT	V;IND;PRS;FIN
svage	svake	svag	svak	ADJ;PL	ADJ;PL
sundhed	helse	sundhed	helse	N;INDF;MASC+FEM;SG	N;INDF;FEM;SG
act	akt	act	akt	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
act	act	act	act	N;INDF;MASC+FEM;SG	N
masser	tomter	masse	tomter	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kvarter	nabolag	kvarter	nabolag	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kvarter	nabolag	kvarter	nabolag	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kvarter	strøk	kvarter	strøk	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kvarter	nærområde	kvarter	nærområde	N;INDF;NEUT;SG	N;INDF;NEUT;SG
url	url	url	url	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
landsdækkende	nasjonale	landsdækkende	nasjonal	ADJ	ADJ;PL
landsdækkende	nasjonal	landsdækkende	nasjonal	ADJ	ADJ;INDF;SG
landsdækkende	nasjonalt	landsdækkende	nasjonal	ADJ	ADJ;INDF;NEUT;SG
christianshavn	christianshavn	christianshavn	christianshavn	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
grundtvig	grundtvig	grundtvig	grundtvig	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
logo	logo	logo	logo	N;INDF;NEUT;SG	N;INDF;MASC;SG
minimum	minimum	minimum	minimum	N;INDF;NEUT;SG	N;INDF;NEUT;SG
kongres	kongress	kongre	kongress	N;INDF;MASC+FEM;SG	N;INDF;MASC;SG
broer	broer	bro	broer	N;INDF;MASC+FEM;PL	N;INDF;MASC;PL
broer	bruer	bro	bru	N;INDF;MASC+FEM;PL	N;INDF;FEM;PL
socialistiske	sosialistiske	socialistisk	sosialistisk	ADJ;PL	ADJ;PL
fiktive	oppdiktede	fiktiv	oppdikted	ADJ;PL	ADJ;PL
call	anrop	call	anrop	N;INDF;NEUT;SG	N;INDF;MASC;SG
call	call	call	call	N;INDF;NEUT;SG	N;INDF;MASC;SG
call	ring	call	ring	N;INDF;NEUT;SG	N;INDF;MASC;SG
argumenter	argumenter	argument	argument	N;INDF;NEUT;PL	N;INDF;FEM;PL
verlag	verlag	verlag	verlag	N;INDF;NEUT;SG	N;INDF;NEUT;SG
oplever	opplever	opleve	oppleve	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
påvirke	påvirke	påvirke	påvirke	V;NFIN;ACT	V;IMP;NFIN
negativ	negativt	negativ	negativ	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
negativ	negativ	negativ	negativ	ADJ;INDF;MASC+FEM;SG	ADJ;INDF;SG
forsvinder	forsvinner	forsvinde	forsvinner	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
