per	für	per	für	ADP	ADP
ristrutturazione	restaurierung	ristrutturazione	restaurierung	N;FEM;SG	N;NOM;FEM;SG
ristrutturazione	sanierung	ristrutturazione	sanierung	N;FEM;SG	N;NOM;FEM;SG
ristrutturazione	renovierung	ristrutturazione	renovierung	N;FEM;SG	N;NOM;FEM;SG
ristrutturazione	renovierung	ristrutturazione	renovierung	N;FEM;SG	N;NOM;FEM;SG
ristrutturazione	sanierung	ristrutturazione	sanierung	N;FEM;SG	N;NOM;FEM;SG
secret	geheimnis	secret	geheimnis	N	N;NOM;NEUT;SG
secondaria	sekundär	secondario	sekundär	ADJ;FEM;SG	ADJ
secondaria	sekundärer	secondario	sekundärer	ADJ;FEM;SG	ADJ
rilevanti	relevant	rilevante	relevant	ADJ;PL	ADJ
rilevanti	relevante	rilevante	relevant	ADJ;PL	ADJ;NOM;FEM;PL
rilevanti	relevanter	rilevante	relevant	ADJ;PL	ADJ
rilevanti	einschlägigen	rilevante	einschlägig	ADJ;PL	ADJ
oscuro	obskuren	oscuro	obskuren	ADJ;MASC;SG	ADJ
anziano	ältester	anziano	alt	ADJ;MASC;SG	ADJ
anziano	älteren	anziano	alt	ADJ;MASC;SG	ADJ
anziano	älteren	anziano	alt	ADJ;MASC;SG	ADJ
anziano	älter	anziano	alt	ADJ;MASC;SG	ADJ
consigli	tipps	consiglio	tipps	N;MASC;PL	N;NOM;MASC;PL
consigli	tipps	consiglio	tipps	N;MASC;PL	N;NOM;MASC;PL
consigli	rat	consiglio	rat	N;MASC;PL	N
apostolica	apostolischen	apostolico	apostolisch	ADJ;FEM;SG	ADJ;MASC;SG
sottile	raffiniert	sottile	raffinieren	ADJ;SG	ADJ;V.PTCP
sottile	dünn	sottile	dünn	ADJ;SG	ADJ
istituti	institutionen	istituto	institution	N;MASC;PL	N;NOM;PL
collegato	verknüpft	collegare	verknüpfen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
bombardamento	bombardierung	bombardamento	bombardierung	N;MASC;SG	N;NOM;FEM;SG
bombardamento	bombardierung	bombardamento	bombardierung	N;MASC;SG	N;NOM;FEM;SG
bombardamento	anschlag	bombardamento	anschlagen	N;MASC;SG	N;SG
contenere	enthalten	contenere	enthalten	V;NFIN	V;NFIN
contenere	enthält	contenere	enthalten	V;NFIN	V;IND;SG;3;PRS;FIN
rigore	todesstrafe	rigore	todesstraf	N;MASC;SG	N;NOM;FEM;SG
permettendo	ermöglichen	permettere	ermöglichen	V;V.MSDR	V;NFIN
sacco	plünderung	sacco	plünderung	N;MASC;SG	N;NOM;FEM;SG
istruzioni	hinweise	istruzione	hinweisen	N;FEM;PL	N;NOM;FEM;PL
contengono	enthalten	contenere	enthalten	V;IND;PL;3;PRS;FIN	V;NFIN
rivelato	zeigte	rivelare	zeigen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
rivelato	offenbarte	rivelare	offenbart	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
rivelato	aufgedeckt	rivelare	aufdecken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
rivelato	enthüllt	rivelare	enthüllen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
rivelato	offenbart	rivelare	offenbaren	V;MASC;SG;PST;V.PTCP	V;FIN
accuse	anschuldigungen	accusa	anschuldigung	N;FEM;PL	N;NOM;FEM;PL
accuse	anschuldigungen	accusa	anschuldigung	N;FEM;PL	N;NOM;FEM;PL
accuse	beschuldigungen	accusa	beschuldigung	N;FEM;PL	N;NOM;FEM;PL
preferito	favoriten	preferire	favorit	V;MASC;SG;PST;V.PTCP	V;NFIN
preferito	favoriten	preferire	favorit	V;MASC;SG;PST;V.PTCP	V;NFIN
preferito	vorgezogen	preferire	vorziehen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
osservare	beobachte	osservare	beobachte	V;NFIN	V;IND;SG;3;PRS;FIN
osservare	beachten	osservare	beichen	V;NFIN	V;NFIN
osservare	beobachten	osservare	beobachten	V;NFIN	V;NFIN
touchdown	landung	touchdown	landung	N;MASC	N;NOM;FEM;SG
repertorio	repertoire	repertorio	repertoire	N;MASC;SG	N;NOM;NEUT;SG
repertorio	repertoire	repertorio	repertoire	N;MASC;SG	N;NOM;NEUT;SG
collaborare	zusammenarbeiten	collaborare	zusammenarbeiten	V;NFIN	V;NFIN
collaborare	mitarbeiten	collaborare	mitarbeiten	V;NFIN	V;NFIN
collaborare	kooperieren	collaborare	kooperieren	V;NFIN	V;NFIN
corrispondenti	entsprechenden	corrispondente	entsprechend	ADJ;PL	ADJ
corrispondenti	entsprechender	corrispondente	entsprechend	ADJ;PL	ADJ
corrispondenti	entsprechende	corrispondente	entsprechend	ADJ;PL	ADJ;NOM;FEM;PL
corrispondenti	anlaufstellen	corrispondente	anlaufstellen	ADJ;PL	ADJ
formale	formell	formale	formell	ADJ;SG	ADJ
formale	formalen	formale	formal	ADJ;SG	ADJ
formale	formal	formale	formal	ADJ;SG	ADJ
australiana	australischen	australiano	australisch	ADJ;FEM;SG	ADJ;NOM;MASC;SG
appartengono	dazugehören	appartenere	dazugehören	V;IND;PL;3;PRS;FIN	V;NFIN
appartengono	gehören	appartenere	gehören	V;IND;PL;3;PRS;FIN	V;IND;3;PRS;FIN
appartengono	angehören	appartenere	angehören	V;IND;PL;3;PRS;FIN	V;NFIN
persa	verlor	perdere	verlieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
persa	verirrt	perdere	verirren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
persa	verloren	perdere	verlieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
dispositivi	geräte	dispositivo	geräten	N;MASC;PL	N;NOM;NEUT;PL
statuto	satzung	statuto	satzung	N;MASC;SG	N
statuto	satzung	statuto	satzung	N;MASC;SG	N
miglioramento	verbesserung	miglioramento	verbesserung	N;MASC;SG	N;NOM;FEM;SG
rivoluzionario	revolutionär	rivoluzionario	revolutionär	ADJ;MASC;SG	ADJ
consegna	auslieferung	consegna	auslieferung	N;FEM;SG	N;NOM;FEM;SG
qualificata	qualifizierte	qualificare	qualifizieren	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
missili	raketen	missile	raket	N;MASC;PL	N;PL
derivato	abgeleitet	derivare	ableiten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
vitale	lebenswichtig	vitale	lebenswichtig	ADJ;SG	ADJ
operare	operieren	operare	operieren	V;NFIN	V;NFIN
operare	betreiben	operare	betreiben	V;NFIN	V;NFIN
compagna	genosse	compagna	genießen	N;FEM;SG	N;NOM;MASC;SG
business	geschäft	business	schäfen	N;MASC	N;NOM;NEUT;SG
business	unternehmen	business	unternehmen	N;MASC	N;NOM;NEUT;PL
autorizzazione	zulassung	autorizzazione	zulassung	N;FEM;SG	N
autorizzazione	bewilligung	autorizzazione	bewilligung	N;FEM;SG	N;NOM;FEM;SG
iniziative	initiativen	iniziativa	initiativ	N;FEM;PL	N;NOM;PL
completata	abgeschlossen	completare	abschließen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
completata	fertiggestellt	completare	fertigstellen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
completata	beendet	completare	beenden	V;FEM;SG;PST;V.PTCP	V;V.PTCP
completata	abgeschlossen	completare	abschließen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
nudo	nackte	nudo	nackt	ADJ;MASC;SG	ADJ;NOM;FEM;SG
nudo	nackt	nudo	nackt	ADJ;MASC;SG	ADJ
nudo	nackte	nudo	nackt	ADJ;MASC;SG	ADJ;NOM;FEM;SG
nudo	nackt	nudo	nackt	ADJ;MASC;SG	ADJ
integrazione	einbindung	integrazione	einbindung	N;FEM;SG	N;FEM;SG
sensi	sinne	senso	sinnen	N;MASC;PL	N
laureato	graduierte	laureare	graduieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
allenatori	personenwagen	allenatore	personenwagen	N;MASC;PL	N;PL
duro	harten	duro	hart	ADJ;MASC;SG	ADJ
duro	schwer	duro	schwer	ADJ;MASC;SG	ADJ
duro	hart	duro	hart	ADJ;MASC;SG	ADJ
duro	schwierig	duro	schwierig	ADJ;MASC;SG	ADJ
duro	schwer	duro	schwer	ADJ;MASC;SG	ADJ
duro	hart	duro	hart	ADJ;MASC;SG	ADJ
duro	schwierig	duro	schwierig	ADJ;MASC;SG	ADJ
duro	harten	duro	hart	ADJ;MASC;SG	ADJ
duro	hart	duro	hart	ADJ;MASC;SG	ADJ
duro	rauen	duro	rauen	ADJ;MASC;SG	ADJ
unisce	vereint	unire	vereinen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;FIN
unisce	vereinigt	unire	vereinigen	V;IND;SG;3;PRS;FIN	V;V.PTCP
armamento	aufrüstung	armamento	aufrüstung	N;MASC;SG	N;SG
armamento	rüstung	armamento	rüstung	N;MASC;SG	N;NOM;FEM;SG
esteso	erweiterter	esteso	erweitert	ADJ;MASC;SG	ADJ
dedicate	engagierten	dedicare	engagiert	V;FEM;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
dedicate	gewidmet	dedicare	widmen	V;FEM;PL;PST;V.PTCP	V;V.PTCP
dedicate	widmen	dedicare	widmen	V;FEM;PL;PST;V.PTCP	V;NFIN
dedicate	geweiht	dedicare	weihen	V;FEM;PL;PST;V.PTCP	V;V.PTCP
suona	klingt	suonare	klingen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
distinzione	auszeichnung	distinzione	auszeichnung	N;FEM;SG	N;NOM;FEM;SG
cadde	gefallen	cadde	fallen|gefallen	V;IND;SG;3;PST;FIN	V;V.PTCP
cadde	fiel	cadde	fallen	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
cadde	gestürzt	cadde	stürzen	V;IND;SG;3;PST;FIN	V;V.PTCP
indicazioni	richtungen	indicazione	richtung	N;FEM;PL	N;NOM;FEM;PL
indicazioni	indikationen	indicazione	indikation	N;FEM;PL	N;NOM;FEM;PL
liberale	liberal	liberale	liberal	ADJ;SG	ADJ
liberale	liberaler	liberale	liberal	ADJ;SG	ADJ
piatto	gericht	piatto	ringen	N;MASC;SG	N;NOM;SG
piatto	bleche	piatto	blechen	N;MASC;SG	N;NOM
doppiaggio	synchronisierung	doppiaggio	synchronisierung	N;MASC;SG	N;NOM;FEM;SG
sapore	aroma	sapore	aroma	N;MASC;SG	N;SG
sapore	aroma	sapore	aroma	N;MASC;SG	N;SG
ferma	anhalten	fermare	anhalten	V;IND;SG;3;PRS;FIN	V;NFIN
ferma	stoppen	fermare	stoppen	V;IND;SG;3;PRS;FIN	V;NFIN
ferma	aufhören	fermare	aufhören	V;IND;SG;3;PRS;FIN	V;NFIN
evidentemente	offenbar	evidentemente	offenbar	ADV	ADV
redazione	ausarbeitung	redazione	ausarbeitung	N;FEM;SG	N;NOM;FEM;SG
atlantico	atlantikküste	atlantico	atlantikküste	ADJ;MASC;SG	ADJ
continentale	kontinentales	continentale	kontinental	ADJ;SG	ADJ;NOM;NEUT;SG
continentale	kontinentalen	continentale	kontinental	ADJ;SG	ADJ
correnti	strömungen	corrente	strömung	N;MASC;PL	N;NOM;FEM;PL
rassegna	überprüfung	rassegna	überprüfung	N;FEM;SG	N;NOM;FEM;SG
modificata	abgeändert	modificare	abändern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
modificata	modifiziert	modificare	modifizieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
modificata	geändert	modificare	ändern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
modificata	verändert	modificare	verändern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
modificata	abgeändert	modificare	abändern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
modificata	geändert	modificare	ändern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
procedere	fortfahren	procedere	fortfahren	V;NFIN	V;NFIN
qualificato	qualifizierter	qualificato	qualifiziert	ADJ;MASC;SG	ADJ
qualificato	qualifiziert	qualificato	qualifizieren	ADJ;MASC;SG	ADJ;V.PTCP
religioni	religionen	religione	religion	N;FEM;PL	N;NOM;PL
religioni	religionen	religione	religion	N;FEM;PL	N;NOM;PL
adatto	passend	adatto	passend	ADJ;MASC;SG	ADJ
adatto	geeignet	adatto	geeignet	ADJ;MASC;SG	ADJ
funziona	funktioniert	funzionare	funktionieren	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
funziona	arbeiten	funzionare	arbeiten	V;IND;SG;3;PRS;FIN	V;NFIN
funziona	arbeitet	funzionare	arbeiten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mantiene	behält	mantenere	behalten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mantiene	unterhält	mantenere	unterhalten	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
future	künftige	futuro	künftig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
future	zukünftige	futuro	zukünftig	ADJ;FEM;PL	ADJ;NOM;FEM;PL
mezza	hälfte	mezzo	Hälfte	ADJ;FEM;SG	ADJ
mezza	halb	mezzo	halb	ADJ;FEM;SG	ADJ
ricchi	reich	ricco	reich	ADJ;MASC;PL	ADJ
ricchi	wohlhabende	ricco	wohlhabend	ADJ;MASC;PL	ADJ;NOM;FEM;PL
ricchi	wohlhabend	ricco	wohlhabend	ADJ;MASC;PL	ADJ
manutenzione	wartung	manutenzione	wartung	N;FEM;SG	N;NOM;SG
riconoscere	erkenne	riconoscere	erkennen	V;NFIN	V;IND;SG;3;PRS;FIN
riconoscere	erkennen	riconoscere	erkennen	V;NFIN	V;NFIN
riconoscere	anerkennen	riconoscere	anerkennen	V;NFIN	V;NFIN
riconoscere	erkennen	riconoscere	erkennen	V;NFIN	V;NFIN
riconoscere	anerkennen	riconoscere	anerkennen	V;NFIN	V;NFIN
riconoscere	erkenne	riconoscere	erkennen	V;NFIN	V;IND;SG;3;PRS;FIN
riconoscere	erkennen	riconoscere	erkennen	V;NFIN	V;NFIN
riconoscere	anerkennen	riconoscere	anerkennen	V;NFIN	V;NFIN
riconoscere	bestätige	riconoscere	bestätige	V;NFIN	V;IND;SG;3;PST;FIN
riconoscere	erkennen	riconoscere	erkennen	V;NFIN	V;NFIN
riconoscere	bestätigen	riconoscere	bestätigen	V;NFIN	V;NFIN
riconoscere	anerkennen	riconoscere	anerkennen	V;NFIN	V;NFIN
significativo	sinnvoll	significativo	sinnvoll	ADJ;MASC;SG	ADJ
significativo	bedeutsam	significativo	bedeutsam	ADJ;MASC;SG	ADJ
significativo	aussagekräftig	significativo	aussagekräftig	ADJ;MASC;SG	ADJ
significativo	signifikante	significativo	signifikante	ADJ;MASC;SG	ADJ;NOM;FEM;SG
significativo	erheblich	significativo	erheblich	ADJ;MASC;SG	ADJ
significativo	signifikant	significativo	signifikant	ADJ;MASC;SG	ADJ
debuttato	debütierte	debuttare	debütieren	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
utilità	nützlichkeit	utilità	nützlichkeit	N;FEM	N;NOM;FEM;SG
utilità	werkzeuge	utilità	werkzeugen	N;FEM	N;NOM;PL
utilità	nützlichkeit	utilità	nützlichkeit	N;FEM	N;NOM;FEM;SG
utilità	werkzeug	utilità	werkzeug	N;FEM	N;NOM;SG
soppresso	gelöscht	sopprimere	löschen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
soppresso	gestrichen	sopprimere	gestrechen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
soppresso	unterdrückt	sopprimere	unterdrücken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
lineare	linearen	lineare	linear	ADJ;SG	ADJ
lineare	linear	lineare	linear	ADJ;SG	ADJ
lineare	linearer	lineare	linear	ADJ;SG	ADJ
positiva	positiver	positivo	positiv	ADJ;FEM;SG	ADJ
positiva	positiv	positivo	positiv	ADJ;FEM;SG	ADJ
positiva	positiven	positivo	positiv	ADJ;FEM;SG	ADJ
positiva	positives	positivo	positiv	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
assegnata	zugewiesen	assegnare	zuweisen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
assegnata	zugeteilt	assegnare	zuteilen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
assegnata	zugeordnet	assegnare	zuordnen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
assegnata	zugewiesen	assegnare	zuweisen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
assegnata	zugeteilt	assegnare	zuteilen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
accreditato	angerechnet	accreditare	anrechnen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accreditato	gutgeschrieben	accreditare	gutgeschrieben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accreditato	zugeschrieben	accreditare	zuschreiben	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accreditato	akkreditiert	accreditare	akkreditieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accreditato	beglaubigt	accreditare	beglaubigen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
accreditato	zugelassen	accreditare	zulassen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
prolungata	verlängert	prolungato	verlängern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
prolungata	verlängerte	prolungato	verlängern	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
fucile	kanone	fucile	kanone	N;MASC;SG	N;NOM;FEM;SG
settimanale	wöchentlichen	settimanale	wöchentlich	ADJ;SG	ADJ
settimanale	wöchentlich	settimanale	wöchentlich	ADJ;SG	ADJ
falso	falschen	falso	falsch	ADJ;MASC;SG	ADJ
falso	falsch	falso	falsch	ADJ;MASC;SG	ADJ
falso	falsches	falso	falsch	ADJ;MASC;SG	ADJ;NOM;NEUT;SG
falso	fälschung	falso	fälschung	ADJ;MASC;SG	ADJ
prince	prinz	princia	prinz	N	N;NOM;MASC;SG
supera	überschreitet	superare	überschreiten	V;IND;SG;3;PRS;FIN	V;V.PTCP
supera	übersteigt	superare	übersteigen	V;IND;SG;3;PRS;FIN	V;SG;3;FIN
riprendere	fortsetzen	riprendere	fortsetzen	V;NFIN	V;NFIN
riprendere	fortfahren	riprendere	fortfahren	V;NFIN	V;NFIN
registrata	eingetragene	registrare	eingetragen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
registrata	registriert	registrare	registrieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
registrata	eingetragen	registrare	eintragen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
registrata	einschreiben	registrare	einschreiben	V;FEM;SG;PST;V.PTCP	V;NFIN
promessa	zusage	promessa	zusage	N;FEM;SG	N;SG
promessa	zusage	promessa	zusage	N;FEM;SG	N;SG
tentato	versuchte	tentare	versuchen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
tentato	versucht	tentare	versuchen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
tentato	verführt	tentare	verführen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
tentato	verleitet	tentare	verleiten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
tentato	versuchte	tentare	versuchen	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
tentato	versucht	tentare	versuchen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
tentato	ausprobiert	tentare	ausprobieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
discendente	nachkomme	discendente	nachkommen	N;SG	N;SG
concetti	konzepte	concetto	konzepn	N;MASC;PL	N;NOM;PL
delegazione	abordnung	delegazione	abordnung	N;FEM;SG	N;FEM;SG
farina	mahlzeit	farina	mahlzeit	N;FEM;SG	N;FEM;SG
tredici	dreizehn	tredici	dreizehn	NUM	NUM
trasformata	verwandeln	trasformare	verwandeln	V;FEM;SG;PST;V.PTCP	V;NFIN
trasformata	wandeln	trasformare	wandeln	V;FEM;SG;PST;V.PTCP	V;NFIN
trasformata	umwandeln	trasformare	umwandeln	V;FEM;SG;PST;V.PTCP	V;NFIN
trasformata	verwandelt	trasformare	verwandeln	V;FEM;SG;PST;V.PTCP	V;V.PTCP
trasformata	verwandelte	trasformare	verwandeln	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
trasformata	gewandelt	trasformare	wandeln	V;FEM;SG;PST;V.PTCP	V;V.PTCP
trasformata	umgewandelt	trasformare	umwandeln	V;FEM;SG;PST;V.PTCP	V;V.PTCP
bus	buslinien	bus	buslinien	N;MASC	N;PL
assente	abwesenheit	assente	abwesenheit	ADJ;SG	ADJ
assente	abwesend	assente	abwesend	ADJ;SG	ADJ
doc	doktor	doc	doktor	N;MASC;SG	N;SG
segnalato	berichtete	segnalare	berichten	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
segnalato	gemeldet	segnalare	melden	V;MASC;SG;PST;V.PTCP	V;V.PTCP
segnalato	berichtet	segnalare	berichten	V;MASC;SG;PST;V.PTCP	V;V.PTCP
convincere	überzeugen	convincere	überzeugen	V;NFIN	V;NFIN
convincere	überreden	convincere	überreden	V;NFIN	V;NFIN
convincere	überzeugen	convincere	überzeugen	V;NFIN	V;NFIN
convincere	überzeugen	convincere	überzeugen	V;NFIN	V;NFIN
convincere	überreden	convincere	überreden	V;NFIN	V;NFIN
autobus	buslinien	autobus	buslinien	N;MASC	N;PL
coperto	bedeckt	coperto	bedecken	ADJ;MASC;SG	ADJ;V.PTCP
coperto	bewölkt	coperto	bewölken	ADJ;MASC;SG	ADJ
coperto	bedeckt	coperto	bedecken	ADJ;MASC;SG	ADJ;V.PTCP
organizza	organisieren	organizzare	organisieren	V;IND;SG;3;PRS;FIN	V;NFIN
organizza	organisieren	organizzare	organisieren	V;IND;SG;3;PRS;FIN	V;NFIN
organizza	ordnen	organizzare	ordnen	V;IND;SG;3;PRS;FIN	V;NFIN
candidati	kandidaten	candidato	kandidat	N;MASC;PL	N;NOM;PL
candidati	beitrittskandidaten	candidato	beitrittskandidaten	N;MASC;PL	N;NOM;PL
candidati	kandidaten	candidato	kandidat	N;MASC;PL	N;NOM;PL
candidati	kandidat	candidato	kandidat	N;MASC;PL	N
adozione	verabschiedung	adozione	verabschiedung	N;FEM;SG	N;SG
promossa	gefördert	promuovere	fördern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
promossa	befördert	promuovere	befördern	V;FEM;SG;PST;V.PTCP	V;V.PTCP
promossa	beworben	promuovere	bewerben	V;FEM;SG;PST;V.PTCP	V;V.PTCP
padrone	meister	padrone	meist	N;MASC;SG	N;NOM;MASC;SG
fornito	bereitgestellt	fornire	bereitstellen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fornito	versorgt	fornire	versorgen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fornito	geliefert	fornire	liefern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
fornito	lieferte	fornire	liefern	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
fornito	beliefert	fornire	beliefern	V;MASC;SG;PST;V.PTCP	V;V.PTCP
gallery	galerie	gallery	galerie	N;FEM	N;NOM;FEM;SG
gallery	galerien	gallery	galerien	N;FEM	N;NOM;PL
automobile	auto	automobile	auto	N;FEM;SG	N;NOM;SG
automobile	autovermietung	automobile	autovermietung	N;FEM;SG	N;NOM;MASC;SG
concorrenti	kandidaten	concorrente	kandidat	N;PL	N;NOM;PL
estesa	erweiterter	esteso	erweitert	ADJ;FEM;SG	ADJ
assegnati	zugewiesen	assegnare	zuweisen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
assegnati	zugeteilt	assegnare	zuteilen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
assegnati	zugeordnet	assegnare	zuordnen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
assegnati	zugeteilten	assegnare	zugeteilt	V;MASC;PL;PST;V.PTCP	V;IND;PL;3;PST;FIN
assegnati	zugewiesen	assegnare	zuweisen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
assegnati	zugeteilt	assegnare	zuteilen	V;MASC;PL;PST;V.PTCP	V;V.PTCP
cresce	wächst	crescere	wachsen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
cresce	anbauen	crescere	anbauen	V;IND;SG;3;PRS;FIN	V;NFIN
cresce	wachsen	crescere	wachsen	V;IND;SG;3;PRS;FIN	V;NFIN
cresce	wächst	crescere	wachsen	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
caffè	café	caffè	café	N;MASC	N;NOM;MASC;SG
caffè	café	caffè	café	N;MASC	N;NOM;MASC;SG
potenze	kräfte	potenza	krafen	N;FEM;PL	N
goal	ziel	goal	ziel	N;MASC	N;NOM;NEUT;SG
strategica	strategisch	strategico	strategisch	ADJ;FEM;SG	ADJ
strategica	strategisches	strategico	strategisch	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
strategica	strategischen	strategico	strategisch	ADJ;FEM;SG	ADJ
alimentare	nahrungsmittel	alimentare	nahrungsmittel	ADJ;SG	ADJ
raggiunta	erreicht	raggiungere	erreichen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
raggiunta	erreichte	raggiungere	erreichen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
raggiunta	erzielt	raggiungere	erzielen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
raggiunta	erreicht	raggiungere	erreichen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
raggiunta	erreichte	raggiungere	erreichen	V;FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
attaccato	attackiert	attaccare	attackieren	V;MASC;SG;PST;V.PTCP	V;V.PTCP
attaccato	überfallen	attaccare	überfallen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
attaccato	angegriffen	attaccare	angreifen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
abitazioni	wohneinheiten	abitazione	wohneinheit	N;FEM;PL	N;NOM;FEM;PL
esposto	aufgedeckt	esporre	aufdecken	V;MASC;SG;PST;V.PTCP	V;V.PTCP
esposto	ausgesetzt	esporre	aussetzen	V;MASC;SG;PST;V.PTCP	V;V.PTCP
indicazione	indikation	indicazione	indikation	N;FEM;SG	N;NOM;FEM;SG
eliminata	gelöscht	eliminare	löschen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
eliminata	gestrichen	eliminare	gestrechen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
eliminata	ausgeschaltet	eliminare	ausschalten	V;FEM;SG;PST;V.PTCP	V;V.PTCP
eliminata	eliminiert	eliminare	eliminieren	V;FEM;SG;PST;V.PTCP	V;V.PTCP
eliminata	beseitigt	eliminare	beseitigen	V;FEM;SG;PST;V.PTCP	V;V.PTCP
integrare	integrieren	integrare	integrieren	V;NFIN	V;NFIN
integrare	integrieren	integrare	integrieren	V;NFIN	V;NFIN
montaggio	montage	montaggio	montag	N;MASC;SG	N;NOM;SG
montaggio	einbau	montaggio	einbau	N;MASC;SG	N;SG
montaggio	bearbeitung	montaggio	bearbeitung	N;MASC;SG	N;NOM;FEM;SG
montaggio	redaktion	montaggio	redaktion	N;MASC;SG	N;SG
montaggio	montage	montaggio	montag	N;MASC;SG	N;NOM;SG
montaggio	versammlung	montaggio	versammlung	N;MASC;SG	N;NOM;FEM;SG
creatura	wesen	creatura	wesen	N;FEM;SG	N;NOM;NEUT;SG
vestito	kleidung	vestire	kleidung	N;MASC;SG	N;NOM;FEM;SG
vestito	kleid	vestire	kleid	N;MASC;SG	N;NOM;SG
ercole	herkules	ercola	herkules	N;MASC;SG	N;NOM;NEUT;SG
minerale	mineralwasser	minerale	mineralwasser	ADJ;SG	ADJ
