van	مخرج	van	مخرج		
nan	نان	nan	نان		
aartappel	چھید	aartappel	چھید		
rabbi	فقیہہ	rabbi	فقیہہ		
intervensie	مداخلت.	intervensie	مداخلت.	N;SG	N;NOM;MASC;SG;3
aandrywer	تیزی	aandrywer	تیزی	N;SG	N;NOM;MASC;SG;3
aandrywer	قدرت	aandrywer	قدرت	N;SG	N;NOM;MASC;SG;3
gravitasie	ثقاہت	gravitasie	ثقاہت	N;SG	N;NOM;MASC;SG;3
gravitasie	ثقاہت	gravitasie	ثقاہت	N;SG	N;NOM;MASC;SG;3
gravitasie	سنجیدگی	gravitasie	سنجیدگی	N;SG	N;NOM;MASC;SG;3
casement	غرفہ	casement	غرفہ		
pret	تفریح	pret	تفریح	N;SG	N;NOM;MASC;SG;3
bantoestan	وطن	bantoestan	وطن	N;SG	N;NOM;MASC;SG;3
pyplyn	سامان	pyplyn	سامان	N;SG	N;NOM;MASC;SG;3
dwelm	دوا	dwelm	دوا	N;SG	N;NOM;FEM;SG;3
kontroleer	تھامنا	kontroleer	تھامنا	V;PRS	V;SG;NFIN;ACT
kontroleer	ڈانٹنا	kontroleer	ڈانٹ	V;PRS	V;NFIN
kontroleer	تھامنا	kontroleer	تھامنا	V;PRS	V;SG;NFIN;ACT
kontroleer	ڈانٹنا	kontroleer	ڈانٹ	V;PRS	V;NFIN
matrix	سانچا	matrix	سانچا		
permit	اجازت	permit	اجازت	N;SG	N;NOM;FEM;SG;3
permit	رخصت	permit	رخصت	N;SG	N;NOM;FEM;SG;3
tamatiesous	ٹماٹر	tamatiesous	ٹماٹر	N;SG	N;NOM;MASC;SG;3
tsarewitsj	وارث	tsarewitsj	وارث	N;SG	N;NOM;MASC;SG;3
vergetelheid	معافی	vergetelheid	معافی	N;SG	N;NOM;MASC;SG;3
eoseen	چمگادڑ	eoseen	چمگادڑ	N;SG	N;NOM;FEM;SG;3
opwinding	دھڑکن	opwinding	دھڑکن	N;SG	N;NOM;MASC;SG;3
opwinding	دھڑکن	opwinding	دھڑکن	N;SG	N;NOM;MASC;SG;3
genie	جن	genie	جن		
ion	رواں.	ion	رواں.		
aasvoël	گدھ	aasvoël	گدھ	N;SG	N;NOM;MASC;SG;3
bestuiwing	زیرگی	bestuiwing	زیرگی	N;SG	N;NOM;MASC;SG;3
snaakse	مذاق.	snaaks	مذاق.		
indiensneming	نوکری	indiensneming	نوکری	N;SG	N;NOM;FEM;SG;3
indiensneming	مشغولیت	indiensneming	مشغولیت	N;SG	N;NOM;MASC;SG;3
indiensneming	مصروفیت	indiensneming	مصروفیت	N;SG	N;NOM;MASC;SG;3
indiensneming	نوکری	indiensneming	نوکری	N;SG	N;NOM;FEM;SG;3
indiensneming	مشغولیت	indiensneming	مشغولیت	N;SG	N;NOM;MASC;SG;3
indiensneming	روزگار	indiensneming	روزگار	N;SG	N;NOM;MASC;SG;3
indiensneming	مصروفیت	indiensneming	مصروفیت	N;SG	N;NOM;MASC;SG;3
klagte	شکایت	klag	شکایت	N;SG	N;NOM;FEM;SG;3
klagte	تکلیف	klag	تکلیف	N;SG	N;NOM;FEM;SG;3
webbediener	تحدید	webbediener	تحدید	N;SG	N;NOM;MASC;SG;3
kundige	متخصص.	kundig	متخصص.	ADJ;NOM	ADJ
skildklier	سپری	skildklier	سپری		
flow	(	flow	(		
flow	(	flow	(		
flow	(	flow	(		
flow	مد	flow	مد		
flow	(	flow	(		
flow	(	flow	(		
flow	(	flow	(		
flow	مد	flow	مد		
onwaar	جھوٹ.	onwaar	جھوٹ.		
slagter	خونخوار	slagter	خونخوار		
burgess	بَرا	burges	بَرا		
kêrel	دوست	kêrel	دوست	N;SG	N;NOM;MASC;SG;3
kêrel	مرد	kêrel	مرد	N;SG	N;NOM;MASC;SG;3
sataniese	طاغوتی	satanies	طاغوتی	ADJ;NOM	ADJ
sataniese	شیطانی	satanies	شیطانی	ADJ;NOM	ADJ
bokkie	چوزہ	bokkie	چوزہ		
bokkie	چق	bokkie	چق		
gek	چھیڑنا	gek	چھیڑ	V;PST;V.PTCP	V;NFIN;ACT
gek	چھیڑنا	gek	چھیڑ	V;PST;V.PTCP	V;NFIN;ACT
bereiking	حصول	bereiking	حصول	N;SG	N;NOM;MASC;SG;3
skroef	کسنا.	skroef	کسنا.		
skroef	کمینہ	skroef	کمینہ		
gore	کلی.	gor	کلی.		
por	کیسہ	por	کیسہ		
por	up	por	up		
por	تھیلا.	por	تھیلا.		
demo	۳-	demo	۳-		
grave	گمبھیر	grave	گمبھیر		
sans	بدون.	sans	بدون.		
sans	بلا	sans	بلا		
pappa	ابا	pappa	ابا		
lepel	up	lepel	up		
opbrengste	آمدنی	opbrengste	آمدنی	N;SG	N;NOM;FEM;SG;3
hael	برسنا.	hael	برسنا.		
hael	ژالہ.	hael	ژالہ.		
antimoon	کحل	antimoon	کحل		
ereksie	تعمیر	ereksie	تعمیر	N;SG	N;NOM;FEM;SG;3
toemaak	تنگ	toemaak	تنگ	V;PRS	V;ACT
toemaak	تنگ	toemaak	تنگ	V;PRS	V;ACT
toemaak	ڈھانپنے	toemaak	ڈھانپ	V;PRS	V;ACC;NFIN
toemaak	سمیٹنا	toemaak	سمیٹنا	V;PRS	V;MASC;SG;NFIN;ACT
irritasie	اشتعال	irritasie	اشتعال	N;SG	N;NOM;MASC;SG;3
instruksie	تعلیم	instruksie	تعلیم	N;SG	N;NOM;FEM;SG;3
bemagtiging	منظوری	bemagtiging	منظوری	N;SG	N;NOM;MASC;SG;3
bemagtiging	اجازت	bemagtiging	اجازت	N;SG	N;NOM;FEM;SG;3
forensiese	عدالتی	forensies	عدالتی	ADJ;NOM	ADJ;NOM
forensiese	قانونی	forensies	قانونی	ADJ;NOM	ADJ
hernuwing	اعادہ	hernuwing	اعادہ	N;SG	N;NOM;MASC;SG;3
hernuwing	تجدید	hernuwing	تجدید	N;SG	N;NOM;MASC;SG;3
hernuwing	اعادہ	hernuwing	اعادہ	N;SG	N;NOM;MASC;SG;3
tjek	چیک	tjek	چیک	N;SG	N;NOM;MASC;SG;3
meule	غلہ	meul	غلہ	N;SG	N;NOM;MASC;SG;3
meule	دانے	meul	دا	N;SG	N;NOM;MASC;SG;3
patrys	تدرو	patrys	تدرو		
patrys	کبک.	patrys	کبک.		
konsultant	مشیر	konsultant	مشیر	N;SG	N;NOM;MASC;SG;3
verpletter	کچلنا	verpletter	کچل	V;PRS	V;SG;NFIN;ACT
privaatheid	اجتناب	privaatheid	اجتناب	N;SG	N;NOM;MASC;SG;3
privaatheid	اجتناب	privaatheid	اجتناب	N;SG	N;NOM;MASC;SG;3
struggle	(	struggaal	(		
struggle	(	struggaal	(		
nier	طبیعت	nier	طبیعت	N;SG	N;NOM;MASC;SG;3
nier	مزاج	nier	مزاج	N;SG	N;NOM;MASC;SG;3
nier	کردار	nier	کردار	N;SG	N;NOM;MASC;SG;3
vereffen	رہنا	vereffen	رہ	V;PRS	V;MASC;SG;NFIN;ACT
vereffen	بیٹھنا	vereffen	بیٹھ	V;PRS	V;MASC;SG;NFIN;ACT
fat	قلیل	fat	قلیل		
fat	فراواں	fat	فراواں		
fat	قلیل	fat	قلیل		
fat	فربہ	fat	فربہ		
fat	فراواں	fat	فراواں		
samara	غوزہ	samara	غوزہ		
samara	ثمارہ	samara	ثمارہ		
heat	تپ	heat	تپ		
heat	غضب.	heat	غضب.		
heat	تپ	heat	تپ		
heat	غضب.	heat	غضب.		
though	گوکہ.	though	گوکہ.		
though	گوکہ.	though	گوکہ.		
blaai	پھٹکارنا.	blaai	پھٹکارنان	V;PRS	V;SG;NFIN;ACT
blaai	ڈانٹنا	blaai	ڈانٹ	V;PRS	V;NFIN
blaai	پھٹکارنا.	blaai	پھٹکارنان	V;PRS	V;SG;NFIN;ACT
blaai	ڈانٹنا	blaai	ڈانٹ	V;PRS	V;NFIN
fly	کتا.	fly	کتا.		
fly	کتا.	fly	کتا.		
hartjie	ہمت	hartjig	ہمت	N;SG	N;NOM;MASC;SG;3
aanwysing	القاب	aanwysing	القاب	N;SG	N;NOM;MASC;SG;3
aanwysing	نام	aanwysing	نام	N;SG	N;NOM;MASC;SG;3
agterstand	کارروائی	agterstand	کارروائی	N;SG	N;NOM;FEM;SG;3
disleksie	عُسرقرأت	disleksie	عُسرقرأت	N;SG	N
staatskoerant	اخبار	staatskoerant	اخبار	N;SG	N;NOM;MASC;SG;3
mosterd	خردل.	mosterd	خردل.		
rasionale	سہل	rasionaal	سہل	ADJ;NOM	ADJ
rasionale	سہل	rasionaal	سہل	ADJ;NOM	ADJ
rasionale	عقلی	rasionaal	عقلی	ADJ;NOM	ADJ
rasionale	معقول	rasionaal	معقول	ADJ;NOM	ADJ
vreeslike	زبردست	vreeslik	زبردست	ADJ;NOM	ADJ
presentation	خطاب.	presentation	خطاب.		
presentation	کھیل.	presentation	کھیل.		
lay	(	lay	(		
leidraad	شائبہ	leidraad	شائبہ	N;SG	N;NOM;MASC;SG;3
leidraad	احتمال	leidraad	احتمال	N;SG	N;NOM;MASC;SG;3
inspeksie	معائنہ	inspeksie	معائنہ	N;SG	N;NOM;MASC;SG;3
inspeksie	جانچ	inspeksie	جانچ	N;SG	N;NOM;MASC;SG;3
inspeksie	جائزہ	inspeksie	جائزہ	N;SG	N;NOM;MASC;SG;3
lieflike	ذاتی	lieflik	ذاتی	ADJ;NOM	ADJ
lieflike	پسندیدہ	lieflik	پسندیدہ	ADJ;NOM	ADJ
lieflike	خصوصی	lieflik	خصوصی	ADJ;NOM	ADJ
jaart	احاطہ	jaart	احاطہ	N;SG	N;NOM;MASC;SG;3
btw	ماٹ	btw	ماٹ		
mistisisme	روحانیت	mistisisme	روحانیت	N;SG	N;NOM;MASC;SG;3
mistisisme	باطنیت	mistisisme	باطنیت	N;SG	N;NOM;MASC;SG;3
albino	زال.	albino	زال.		
gesegde	مقولہ	gesig	مقولہ	ADJ;NOM	ADJ
gesegde	مقولہ	gesig	مقولہ	ADJ;NOM	ADJ
liefdevolle	فریفتگی	liefdevol	فریفتگی	ADJ;NOM	ADJ;NOM
liefdevolle	شفقت.	liefdevol	شفقت.	ADJ;NOM	ADJ
magenta	شوخ	magenta	شوخ	N;SG	N;NOM;MASC;SG;3
tevredenheid	تسلی	tevredenheid	تسلی	N;SG	N;NOM;FEM;SG;3
tevredenheid	تسلی	tevredenheid	تسلی	N;SG	N;NOM;FEM;SG;3
tevredenheid	تسکین	tevredenheid	تسکین	N;SG	N;NOM;MASC;SG;3
tevredenheid	طمانیت	tevredenheid	طمانیت	N;SG	N;NOM;MASC;SG;3
bessie	گری	bessie	گری	N;SG	N;NOM;MASC;SG;3
suspensie	تعطل	suspensie	تعطل	N;SG	N;NOM;MASC;SG;3
messenger	قاصد	messenger	قاصد		
bedorwe	خراب.	bedorwe	خراب.		
logistiek	قیام	logistiek	قیام	N;SG	N;NOM;MASC;SG;3
volmaak	بھرنا	volmaak	بھر	V;PRS	V;SG;NFIN;ACT
beetle	گھن	goed	گھن		
wurm	کیڑا	wurm	کیڑا	N;SG	N;NOM;MASC;SG;3
romanse	پُرتخیل	romans	پُرتخیل	ADJ;NOM	ADJ
opereer	چلانا	opereer	چلا	V;PRS	V;MASC;SG;NFIN;ACT
sperm	نطفہ	sperm	نطفہ	N;SG	N;NOM;MASC;SG;3
sperm	دھات	sperm	دھات	N;SG	N;NOM;MASC;SG;3
eerlike	مخلصانہ	eerlik	مخلصانہ	ADJ;NOM	ADJ
fashion	وتیرہ	fashion	وتیرہ		
oorspronklikheid	تازگی	oorspronklikheid	تازگی	N;SG	N;NOM;MASC;SG;3
oorspronklikheid	تازگی	oorspronklikheid	تازگی	N;SG	N;NOM;MASC;SG;3
boude	ہدف.	boude	ہدف.		
mental	وحشی	mental	وحشی		
bekragtiging	توثیق	bekragtiging	توثیق	N;SG	N;NOM;MASC;SG;3
benadeelde	محروم	benadeel	محروم	ADJ;NOM	ADJ
benadeelde	مجبور	benadeel	مجبور	ADJ;NOM	ADJ
krul	کنڈلی	krul	کنڈلی		
proeflees	واقعات	proeflees	واقع	N;PL	N;NOM;MASC;PL;3
produce	(	produc	(		
koördinasie	تطبیق	koördinasie	تطبیق	N;SG	N;NOM;MASC;SG;3
inlig	of	inlig	of		
sif	چھاننا.	sif	چھاننا.	V;PRS	V;NFIN;ACT
magtiging	منظوری	magtiging	منظوری	N;SG	N;NOM;MASC;SG;3
magtiging	اجازت	magtiging	اجازت	N;SG	N;NOM;FEM;SG;3
deursigtigheid	شفافیت	deursigtigheid	شفافیت	N;SG	N;NOM;MASC;SG;3
aktivisme	فعالیت	aktivisme	فعالیت	N;SG	N;NOM;MASC;SG;3
mana	اقتدار.	mana	اقتدار.	N;SG	N;NOM;MASC;SG;3
mana	قوت	mana	قوت	N;SG	N;NOM;FEM;SG;3
mana	اختیار	mana	اختیار	N;SG	N;NOM;MASC;SG;3
regstelling	تعزیر	regstelling	تعزیر	N;SG	N;NOM;MASC;SG;3
regstelling	اصلاح	regstelling	اصلاح	N;SG	N;NOM;MASC;SG;3
regstelling	سزا	regstelling	سزا	N;SG	N;NOM;MASC;SG;3
merker	چپکانا	merker	چپکا	V;PRS	V;MASC;SG;V.PTCP;ACT
boorgat	پتلا	boorgat	پتلا	N;SG	N;NOM;MASC;SG;3
vleiland	کیچڑ	vleiland	کیچڑ	N;SG	N;NOM;MASC;SG;3
vleiland	دلدل	vleiland	دلدل	N;SG	N;NOM;MASC;SG;3
memorandum	نجی	memorandum	نجی	N;SG	N;NOM;MASC;SG;3
bekendmaking	انکشاف	bekendmaking	انکشاف	N;SG	N;NOM;MASC;SG;3
ontwyk	بچنا	ontwyk	بچ	V;PRS	V;MASC;SG;NFIN;ACT
toy	مثل	toy	مثل		
ponce	دلہ.	ponce	دلہ.		
hybrid	انمل	hybrid	انمل		
hybrid	انمل	hybrid	انمل		
rangskik	زمرہ.	rangskik	زمرہ.		
rangskik	۴.	rangskik	۴.		
rangskik	(	rangskik	(		
rangskik	(	rangskik	(		
wettigheid	استحقاق	wettigheid	استحقاق	N;SG	N;NOM;MASC;SG;3
wettigheid	جواز	wettigheid	جواز	N;SG	N;NOM;MASC;SG;3
qwerty	r	qwerty	r		
qwerty	w	qwerty	w		
qwerty	e	qwerty	e		
piedmont	ڈھلان.	piedmont	ڈھلان.		
verbeur	چھوڑنا	verbeur	چھوڑ	V;PRS	V;NFIN
flits	بہنا.	flits	بہنا.		
copper	مسی	copper	مسی		
copper	مسی	copper	مسی		
teller	اُلٹا	teller	اُلٹا		
teller	ضد	teller	ضد		
institusionele	فرسودہ	institusioneel	فرسودہ	ADJ;NOM	ADJ
stigma	بٹّہ	stigma	بٹّہ		
afkap	بدلنا.	afkap	بدلنا.	V;PRS	V;NFIN;ACT
enkripsie	رمزنگاری	enkripsie	رمزنگاری	N;SG	N;NOM;MASC;SG;3
wenk	دینا	wenk	دے	V;PRS	V;MASC;SG;NFIN;ACT
wenk	معلومات.	wenk	معلومات.	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
wenk	دینا	wenk	دے	V;PRS	V;MASC;SG;NFIN;ACT
wenk	معلومات.	wenk	معلومات.	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
wan	(	wan	(		
wan	فق	wan	فق		
strafskop	نقصان	strafskop	نقصان	N;SG	N;NOM;MASC;SG;3
strafskop	خسارہ	strafskop	خسارہ	N;SG	N;NOM;MASC;SG;3
strafskop	تعزیر	strafskop	تعزیر	N;SG	N;NOM;MASC;SG;3
strafskop	نقصان	strafskop	نقصان	N;SG	N;NOM;MASC;SG;3
strafskop	خسارہ	strafskop	خسارہ	N;SG	N;NOM;MASC;SG;3
beklemtoning	زور	beklemtoning	زور	N;SG	N;NOM;MASC;SG;3
beklemtoning	بیان	beklemtoning	بیان	N;SG	N;NOM;MASC;SG;3
beklemtoning	سختی	beklemtoning	سختی	N;SG	N;NOM;MASC;SG;3
holm	انبار	holm	انبار		
holm	انبار	holm	انبار		
regulasie	ہدایت	regulasie	ہدایت	N;SG	N;NOM;FEM;SG;3
konsekwentheid	ہمواری	konsekwentheid	مےں	N;SG	N;NOM;MASC;SG;3
konsekwentheid	استوار	konsekwentheid	استوار	N;SG	N;NOM;MASC;SG;3
donderweer	گرجنا	donderweer	گرجنا	V;PRS	V;MASC;SG;NFIN;ACT
rap	پکڑ	rap	پکڑ	V;PRS	V;ACT
rap	کھٹکا	rap	کھٹکا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
rap	بولنا.	rap	بولنا.	V;PRS	V;NFIN;ACT
pound	پیسنا	pound	پیسنا		
transit	گزرنا.	transit	گزرنا.		
plagiaat	انتحال	plagiaat	انتحال		
troeteldier	پالتو	troeteldier	پالتو	N;SG	N;NOM;MASC;SG;3
tifus	دردسر	tifus	دردسر	N;SG	N;NOM;MASC;SG;3
kondisie	شرط	kondisie	شرط	N;SG	N;NOM;FEM;SG;3
kondisie	موجب	kondisie	موجب	N;SG	N;NOM;MASC;SG;3
kondisie	کیفیت	kondisie	کیفیت	N;SG	N;NOM;FEM;SG;3
oombliklik	فوراً	oombliklik	فوراً	ADV	ADV
buigbare	لچکدار	buigbaar	لچکدار	ADJ;NOM	ADJ
bet	قمار	bet	قمار		
bet	قمار	bet	قمار		
uitgaande	ملنسار	uitgaan	ملنسار		
selibaat	تجرد	selibaat	تجرد		
hook	جال.	hook	جال.		
kleed	پان	kleed	پان	N;SG	N;NOM;MASC;SG;3
mud	کیچڑ	mud	کیچڑ	N;SG	N;NOM;MASC;SG;3
divers	متعدد.	divers	متعدد.	ADJ;NOM	ADJ
divers	مختلف	divers	مختلف	ADJ;NOM	ADJ
skuldigbevinding	ایمان	skuldigbevinding	ایمان	N;SG	N;NOM;MASC;SG;3
skuldigbevinding	عقیدہ	skuldigbevinding	عقیدہ	N;SG	N;NOM;MASC;SG;3
essential	لازم	essential	لازم		
nederig	کِہین	nederig	کِہین		
rank	گھنا	rank	گھنا		
valskerm	پیراشوٹ	valskerm	پیراشوٹ	N;SG	N;NOM;MASC;SG;3
divine	طباع	divine	طباع		
allegorie	علامت	allegorie	علامت	N;SG	N;NOM;MASC;SG;3
allegorie	نظم	allegorie	نظم	N;SG	N;NOM;MASC;SG;3
allegorie	مجاز	allegorie	مجاز	N;SG	N;NOM;MASC;SG;3
allegorie	علامت	allegorie	علامت	N;SG	N;NOM;MASC;SG;3
allegorie	نظم	allegorie	نظم	N;SG	N;NOM;MASC;SG;3
direktoraat	نظامت	direktoraat	نظامت	N;SG	N;NOM;MASC;SG;3
wilderness	(	wilderness	(		
onveilig	ٹھٹکتا	onveilig	ٹھٹک	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
onveilig	جھجکتا	onveilig	جھجک	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
voorwaar	واقعی.	voorwaar	واقعی.	N;SG	N;SG
ongeldige	معذور	ongeldig	معذور	ADJ;NOM	ADJ
ongeldige	ناقص	ongeldig	ناقص	ADJ;NOM	ADJ
ongeldige	نامعتبر	ongeldig	نامعتبر	ADJ;NOM	ADJ
pierce	سالنا	pierce	سالنا		
nominaal	(	nominaal	(		
scout	نفر	scout	نفر		
scout	(	scout	(		
aanstootlik	(	aanstootlik	(		
chamber	قعر	chamber	قعر		
volmag	نیابت	volmag	نیابت	N;SG	N;NOM;MASC;SG;3
tjips	ترکھان	tjips	ترکھان	N;SG	N;NOM;FEM;SG;3
fabel	روایات.	fabel	روایات.	V;PRS	V;IPFV;MASC;SG;V.PTCP;ACT
afghaanse	افغانی	afghaans	افغانی	ADJ;NOM	ADJ
kierie	گنا	kierie	گنا	N;SG	N;NOM;MASC;SG;3
teenspoed	مصیبت	teenspoed	مصیبت	N;SG	N;NOM;FEM;SG;3
konvolusie	لپیٹ	konvolusie	لپیٹ	N;SG	N;NOM;MASC;SG;3
konvolusie	الجھن	konvolusie	الجھن	N;SG	N;NOM;MASC;SG;3
konvolusie	پیچیدگی	konvolusie	پیچیدگی	N;SG	N;NOM;MASC;SG;3
doof	اصم	doof	اصم		
drum	ڈھول	drum	ڈھول	N;SG	N;NOM;MASC;SG;3
fairy	امرد	fairy	امرد		
fairy	امرد	fairy	امرد		
strip	زیور	strip	زیور		
bondel	off	bondel	off		
bondel	off	bondel	off		
bondel	بنڈل	bondel	بنڈل		
irrasionele	محال	irrasioneel	محال	ADJ;NOM	ADJ
huistoe	جگہ	huistoe	جگہ	N;SG	N;NOM;MASC;SG;3
disorder	بلوہ	disorder	بلوہ		
onmiddelik	جونہی	onmiddelik	جونہی		
stabilisering	توازن	stabilisering	توازن	N;SG	N;NOM;MASC;SG;3
kanselleer	مٹانا	kanselleer	مٹا	V;PRS	V;MASC;SG;NFIN;ACT
heffing	بساہونا	heffing	بساہونا		
saag	کہاوت	saag	کہاوت	N;SG	N;NOM;MASC;SG;3
saag	کہاوت	saag	کہاوت	N;SG	N;NOM;MASC;SG;3
boon	مرحمت	boon	مرحمت		
shuttle	نال	shuttle	نال		
fleck	جھائی.	fleck	جھائی.		
onaktiewe	مشغول	onaktief	مشغول	ADJ;NOM	ADJ
onaktiewe	فعال	onaktief	فعال	ADJ;NOM	ADJ
onaktiewe	بانی	onaktief	بانی	ADJ;NOM	ADJ
onaktiewe	مستعد	onaktief	مستعد	ADJ;NOM	ADJ
gestand	شرف	gestand	شرف	N;SG	N;NOM;MASC;SG;3
gestand	اعتبار	gestand	اعتبار	N;SG	N;NOM;MASC;SG;3
gestand	عزت	gestand	عزت	N;SG	N;NOM;MASC;SG;3
gestand	بادشاہ	gestand	بادشاہ	N;SG	N;NOM;MASC;SG;3
gestand	وقار	gestand	وقار	N;SG	N;NOM;MASC;SG;3
gestand	شرف	gestand	شرف	N;SG	N;NOM;MASC;SG;3
gestand	اعتبار	gestand	اعتبار	N;SG	N;NOM;MASC;SG;3
gestand	عزت	gestand	عزت	N;SG	N;NOM;MASC;SG;3
gestand	بادشاہ	gestand	بادشاہ	N;SG	N;NOM;MASC;SG;3
smeermiddel	چکنائی	smeermiddel	چکنائی	N;SG	N;NOM;FEM;SG;3
smeermiddel	روغن	smeermiddel	روغن	N;SG	N;NOM;MASC;SG;3
leadership	قیادت	leadership	قیادت	N;SG	N;NOM;MASC;SG;3
versoenbaarheid	موافقت	versoenbaarheid	موافقت	N;SG	N;NOM;MASC;SG;3
cream	ست	cream	ست		
cream	پھین	cream	پھین		
rip	اوباش	rip	اوباش	N;SG	N;NOM;MASC;SG;3
dilemma	تعطّل	dilemma	تعطّل		
uitgediende	منسوخ	uitdien	منسوخ	ADJ;NOM	ADJ
uitgediende	ابتدائی	uitdien	ابتدائی	ADJ;NOM	ADJ
uitgediende	پسماندہ	uitdien	پسماندہ	ADJ;NOM	ADJ
uitgediende	منسوخ	uitdien	منسوخ	ADJ;NOM	ADJ
uitgediende	ابتدائی	uitdien	ابتدائی	ADJ;NOM	ADJ
uitgediende	متروک	uitdien	متروک	ADJ;NOM	ADJ
uitgediende	پسماندہ	uitdien	پسماندہ	ADJ;NOM	ADJ
drug	دوا	drug	دوا	N;SG	N;NOM;FEM;SG;3
smile	بہلانا.	smile	بہلانا.		
smile	out	smile	out		
hefboom	جرثقیل.	hefboom	جرثقیل.	N;SG	N
eweredige	متناسب.	eweredig	متناسب.	ADJ;NOM	ADJ
eensaam	اکیلا	eensaam	اکیلا	V;PRS	V;PFV;MASC;SG;V.PTCP;ACT
skuldige	مرتکب	skuldig	مرتکب	ADJ;NOM	ADJ
jubilee	سالگرہ	jubilee	سالگرہ	N;SG	N;NOM;FEM;SG;3
jubilee	جشن	jubilee	جشن	N;SG	N;NOM;MASC;SG;3
jubilee	سالگرہ	jubilee	سالگرہ	N;SG	N;NOM;FEM;SG;3
ahead	بیش	ahead	بیش		
simulasie	نقل	simulasie	نقل	N;SG	N;NOM;MASC;SG;3
skuldgevoelens	جرم	skuldgevoelens	جرم	N;SG	N;NOM;MASC;SG;3
bywoord	احوال	bywoord	احوال	N;SG	N;NOM;MASC;SG;3
bywoord	مکان	bywoord	مکان	N;SG	N;NOM;MASC;SG;3
bywoord	کیفیت	bywoord	کیفیت	N;SG	N;NOM;FEM;SG;3
psyche	جان.	psyche	جان.		
savage	خونخوار	savag	خونخوار		
savage	خونخوار	savag	خونخوار		
vetdruk	جلی	vetdruk	جلی		
bosluis	قرض.	bosluis	قرض.		
drup	مجہول	drup	مجہول	N;SG	N;NOM;MASC;SG;3
quantum	ٹکڑا.	quantum	ٹکڑا.		
konneksie	نقطہ	konneksie	نقطہ	N;SG	N;NOM;MASC;SG;3
konneksie	سرا	konneksie	سرا	N;SG	N;NOM;MASC;SG;3
konneksie	ساتھی	konneksie	ساتھی	N;SG	N;NOM;MASC;SG;3
konneksie	اتصال	konneksie	اتصال	N;SG	N;NOM;MASC;SG;3
konneksie	موضوع	konneksie	موضوع	N;SG	N;NOM;MASC;SG;3
konneksie	معاملہ	konneksie	معاملہ	N;SG	N;NOM;MASC;SG;3
konneksie	نقطہ	konneksie	نقطہ	N;SG	N;NOM;MASC;SG;3
konneksie	سرا	konneksie	سرا	N;SG	N;NOM;MASC;SG;3
konneksie	واسطہ	konneksie	واسطہ	N;SG	N;NOM;MASC;SG;3
konneksie	ساتھی	konneksie	ساتھی	N;SG	N;NOM;MASC;SG;3
konneksie	اتصال	konneksie	اتصال	N;SG	N;NOM;MASC;SG;3
konneksie	موضوع	konneksie	موضوع	N;SG	N;NOM;MASC;SG;3
konneksie	میل	konneksie	میل	N;SG	N;NOM;MASC;SG;3
konneksie	معاملہ	konneksie	معاملہ	N;SG	N;NOM;MASC;SG;3
tuimel	گڑبڑ	tuimel	گڑبڑ	V;PRS	V;ACT
tuimel	لڑھکنا	tuimel	لڑھک	V;PRS	V;NFIN;ACT
fee	معاوضہ	fee	معاوضہ	N;SG	N;NOM;MASC;SG;3
fee	محصول	fee	محصول	N;SG	N;NOM;MASC;SG;3
plenty	کثیر	plenty	کثیر		
plenty	وافر.	plenty	وافر.		
pilgrim	زائر	pilgrim	زائر		
vrygewigheid	فیاضی	vrygewigheid	فیاضی	N;SG	N;NOM;MASC;SG;3
vrygewigheid	سخاوت	vrygewigheid	سخاوت	N;SG	N;NOM;FEM;SG;3
vrygewigheid	فیاضی	vrygewigheid	فیاضی	N;SG	N;NOM;MASC;SG;3
sambreel	چھتر.	sambreel	چھتر.		
sambreel	چھتر.	sambreel	چھتر.		
opgewondenheid	جوش	opgewondenheid	جوش	N;SG	N;NOM;MASC;SG;3
opgewondenheid	اشتعال	opgewondenheid	اشتعال	N;SG	N;NOM;MASC;SG;3
strike	(	strike	(		
vent	روزن	vent	روزن	N;SG	N;NOM;MASC;SG;3
vent	ہواکشی	vent	ہواکشی	N;SG	N;NOM;MASC;SG;3
dry	(	dry	(		
dry	(	dry	(		
gierigheid	حرص	gierigheid	حرص	N;SG	N;NOM;MASC;SG;3
elastisiteit	نرمی	elastisiteit	نرمی	N;SG	N;NOM;MASC;SG;3
elastisiteit	لچک	elastisiteit	لچک	N;SG	N;NOM;MASC;SG;3
elastisiteit	نرمی	elastisiteit	نرمی	N;SG	N;NOM;MASC;SG;3
boos	بد.	boos	بد.		
boos	قبح.	boos	قبح.		
boos	بد.	boos	بد.		
boos	قبح.	boos	قبح.		
sug	(	sug	(		
sprei	پھیلنا	sprei	پھیل	V;PRS	V;SG;NFIN;ACT
sprei	اڑنا	sprei	اڑنا	V;PRS	V;MASC;SG;NFIN;ACT
sprei	پھیلانے	sprei	پھیلا	V;PRS	V;ACC;NFIN
sprei	پھیرنے	sprei	پھیر	V;PRS	V;NFIN;ACT
swam	خمیر	swam	خمیر	N;SG	N;NOM;MASC;SG;3
herkenning	شناخت	herkenning	شناخت	N;SG	N;NOM;MASC;SG;3
