par	대략	par	대략		
kolēģijas	대학교	kolēģija	대학교	N;NOM;FEM;PL	N
kolēģijas	대학	kolēģija	대학	N;NOM;FEM;PL	N
parādīt	보이기	parādīt	보이+기	V;POS;NFIN	V
ministre	장관	ministre	장관	N;NOM;FEM;SG	N
parametru	매개변수	parametrs	매개변수	N;ACC;MASC;SG	N
norādes	징후	norāde	징후	N;NOM;FEM;PL	N
uzturēšanas	유지보수	uzturēšana	유지보수	N;NOM;FEM;PL	N
uzturēšanas	정비	uzturēšana	정비	N;NOM;FEM;PL	N
uzturēšanas	점검	uzturēšana	점검	N;NOM;FEM;PL	N
otrkārt	두번째로	otrkārt	두번째+로	ADV	ADV
piešķirti	할당된	piešķirt	할당+되+ㄴ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
nafta	석유	nafta	석유	N;NOM;FEM;SG	N
tūrisms	관광	tūrisms	관광	N;NOM;MASC;SG	N
aparatūra	하드웨어	aparatūra	하드웨어	N;NOM;FEM;SG	N
cukurs	설탕	cukurs	설탕	N;NOM;MASC	N
remonta	수리	remonts	수리	N;GEN;MASC;SG	N
patērētāju	소비	patērētājs	소비	N;ACC;MASC;SG	N
patērētāju	소비자	patērētājs	소비자	N;ACC;MASC;SG	N
direktore	감독	direktore	감독	N;NOM;FEM;SG	N
definē	정의하기	definēt	정의+하+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
granīta	화강암	granīt	화강암	N;GEN;MASC;SG	N
ezis	고슴도치	ezis	고슴도치	N;NOM;MASC;SG	N
gars	정신	gars	정신	N;NOM;MASC;SG	N
atbilde	응답	atbilde	응답	N;NOM;FEM;SG	N
atbilde	정답	atbilde	정답	N;NOM;FEM;SG	N
atbilde	대답	atbilde	대답	N;NOM;FEM;SG	N
atbilde	답변	atbilde	답변	N;NOM;FEM;SG	N
atbilde	응답	atbilde	응답	N;NOM;FEM;SG	N
atbilde	답변	atbilde	답변	N;NOM;FEM;SG	N
atbilde	대응	atbilde	대응	N;NOM;FEM;SG	N
atbilde	반응	atbilde	반응	N;NOM;FEM;SG	N
atbilde	응답	atbilde	응답	N;NOM;FEM;SG	N
spriegums	전압	spriegums	전압	N;NOM;MASC;SG	N
sezonai	계절	sezona	계절	N;DAT;FEM;SG	N
skolotāji	교사들	skolotājs	교사+들	N;NOM;MASC;PL	N
skolotāji	교사	skolotājs	교사	N;NOM;MASC;PL	N
ieradies	도착했다	ierasties	도착+하+었+다	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	V
starojums	방사능	starojums	방사능	N;NOM;MASC;SG	N
starojums	방사선	starojums	방사선	N;NOM;MASC;SG	N
starojums	방사성	starojums	방사성	N;NOM;MASC;SG	N
ola	달걀	ola	달걀	N;NOM;FEM;SG	N
ūdrs	수달	ūdrs	수달	N;NOM;MASC;SG	N
iebrukums	침략	iebrukums	침략	N;NOM;MASC;SG	N
iebrukums	침공	iebrukums	침공	N;NOM;MASC;SG	N
apturēt	멈추기	apturēt	멈추+기	V;POS;NFIN	V
austrumi	동부	austrumi	동부	N;NOM;MASC	N
laulību	혼인	laulība	혼인	N;ACC;FEM;SG	N
laulību	결혼	laulība	결혼	N;ACC;FEM;SG	N
kareivis	군인	kareivis	군인	N;NOM;MASC;SG	N
kareivis	병사	kareivis	병사	N;NOM;MASC;SG	N
baptistu	침례교	baptists	침례교	N;ACC;MASC;SG	N
veicināšana	홍보	veicināšana	홍보	N;NOM;FEM;SG	N
veicināšana	승진	veicināšana	승진	N;NOM;FEM;SG	N
kļūda	오류	kļūda	오류	N;NOM;FEM;SG	N
gultas	침대	gulta	침대	N;NOM;FEM;PL	N
gultas	침대	gulta	침대	N;NOM;FEM;PL	N
mazdēls	손자	mazdēls	손자	N;NOM;MASC;SG	N
organismi	미생물	organisms	미생물	N;NOM;MASC;PL	N
faila	파일	faila	파일	N;NOM;MASC;SG	N
likteni	운명	liktene	운명	N;ACC;MASC;SG	N
likteni	운명	liktene	운명	N;ACC;MASC;SG	N
briesmas	위험	briesmas	위험	N;NOM;FEM	N
briesmas	위험	briesmas	위험	N;NOM;FEM	N
mēreni	적당히	mēreni	적당+히	ADV	ADV
politiķi	정치인들	politiķis	정치인+들	N;NOM;MASC;PL	N
politiķi	정치인	politiķis	정치인	N;NOM;MASC;PL	N
politiķi	정치가	politiķis	정치+가	N;NOM;MASC;PL	N
stratēģijas	전략	stratēģija	전략	N;NOM;FEM;PL	N
failus	파일	fails	파일	N;ACC;MASC;PL	N
prezidentūras	대통령	prezidentūra	대통령	N;NOM;FEM;PL	N
uzstādīt	설치하기	uzstādīt	설치+하+기	V;POS;NFIN	V
uzstādīt	설치됨	uzstādīt	설치+되+ㄴ	V;POS;NFIN	V
ceļojums	여행	ceļojums	여행	N;NOM;MASC;SG	N
ceļojums	여행	ceļojums	여행	N;NOM;MASC;SG	N
tendence	추세	tendence	추세	N;NOM;FEM;SG	N
tendence	경향	tendence	경향	N;NOM;FEM;SG	N
tendence	경향	tendence	경향	N;NOM;FEM;SG	N
nogāzes	경사	nogāze	경사	N;NOM;FEM;PL	N
pagātnes	과거	pagātne	과거	N;NOM;FEM;PL	N
piedzīvojumi	어드벤처	piedzīvojums	어드벤처	N;NOM;MASC;PL	N
piedzīvojumi	모험	piedzīvojums	모험	N;NOM;MASC;PL	N
piedzīvojumi	어드벤처	piedzīvojums	어드벤처	N;NOM;MASC;PL	N
piedzīvojumi	모험	piedzīvojums	모험	N;NOM;MASC;PL	N
šaura	좁은	šaura	좁+ㄴ	ADJ;NOM;FEM;SG	ADJ
šaura	좁다	šaura	좁+다	ADJ;NOM;FEM;SG	ADJ
ledu	얼음	ledus	얼+음	N;ACC;MASC	N
ienākumus	소득	ienākums	소득	N;ACC;MASC;PL	N
ienākumus	수입	ienākums	수입	N;ACC;MASC;PL	N
lode	총알	lode	총알	N;NOM;FEM;SG	N
lode	탄환	lode	탄환	N;NOM;FEM;SG	N
skalas	저울	skala	저우+ㄹ	N;NOM;FEM;PL	N
kvarca	쿼츠	kvarkt	쿼츠	N;NOM;MASC;SG	N
kaujinieku	민병대	kaujinieks	민병대	N;ACC;MASC;SG	N
pakešu	패킷	pakeša	패킷	N;ACC;MASC;PL	N
pakešu	패킷	pakeša	패킷	N;ACC;MASC;PL	N
mainījies	변경되었습니다	mainīties	변경+되+었+습니다	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V
mainījies	변경됨	mainīties	변경+되+ㄴ	V;FH;IND;SG;2;POS;REFL;PST;FIN;ACT	V
plazmas	플라스마	plazma	플라스마	N;NOM;FEM;PL	N
pētījums	재판	pētījums	재판	N;NOM;MASC;SG	N
pētījums	공부	pētījums	공부	N;NOM;MASC;SG	N
pētījums	연구	pētījums	연구	N;NOM;MASC;SG	N
iziešanas	종료	iziešana	종료	N;NOM;FEM;PL	N
iziešanas	출구	iziešana	출구	N;NOM;FEM;PL	N
krusa	우박	krusa	우박	N;NOM;FEM;SG	N
ķēde	사슬	ķēde	사슬	N;NOM;FEM;SG	N
ķēde	연쇄	ķēde	연쇄	N;NOM;FEM;SG	N
ķēde	서킷	ķēde	서킷	N;NOM;FEM;SG	N
ķēde	회로	ķēde	회로	N;NOM;FEM;SG	N
silīcija	규소	silīcija	규소	N;NOM;FEM;SG	N
apmaiņa	교환	apmaiņa	교환	N;NOM;FEM;SG	N
demonstrācijas	시위	demonstrācija	시위	N;NOM;FEM;PL	N
turnīri	토너먼트	turnīrs	토너먼트	N;NOM;MASC;PL	N
pretinieks	상대	pretinieks	상대	N;NOM;MASC;SG	N
pretinieks	상대성	pretinieks	상대성	N;NOM;MASC;SG	N
liktenis	운명	liktenis	운명	N;NOM;MASC;SG	N
liktenis	운명	liktenis	운명	N;NOM;MASC;SG	N
gaļa	고기	gaļa	고기	N;NOM;FEM;SG	N
smiltis	모래시계	smilts	모래+시계	N;NOM;FEM;PL	N
pievienoti	추가되었습니다	pievienot	추가+되+었+습니다	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
pievienoti	추가됨	pievienot	추가+되+ㄴ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
pievienoti	첨부된	pievienot	첨부+되+ㄴ	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	V
tumša	어둡게	tumša	어둡+게	ADJ;NOM;FEM;SG	ADJ
tumša	어두운	tumša	어둡+ㄴ	ADJ;NOM;FEM;SG	ADJ
varoņi	영웅	varonis	영웅	N;NOM;MASC;PL	N
gēnu	유전자	gēns	유전자	N;ACC;MASC;SG	N
bērnība	어릴적	bērnība	어릴+적	N;NOM;FEM;SG	N
departamentā	부서	departaments	부서	N;ESS;MASC;SG	N
amatniecības	공예	amatniecība	공예	N;NOM;FEM;PL	N
amatniecības	공예	amatniecība	공예	N;NOM;FEM;PL	N
dvēsele	영혼	dvēsele	영혼	N;NOM;FEM;SG	N
atļauj	허용하기	atļaut	허용+하+기	V;FH;IND;3;POS;PRS;FIN;ACT	V
smags	무거운	smags	무겁+ㄴ	ADJ;NOM;MASC;SG	ADJ
bronza	청동기	bronzs	청동기	N;NOM;FEM;SG	N
migla	안개	migla	안개	N;NOM;FEM;SG	N
migla	포기	migla	포기	N;NOM;FEM;SG	N
migla	안개	migla	안개	N;NOM;FEM;SG	N
migla	안개	migla	안개	N;NOM;FEM;SG	N
krava	로딩	krava	로딩	N;NOM;FEM;SG	N
krava	화물	krava	화물	N;NOM;FEM;SG	N
krava	화물	krava	화물	N;NOM;FEM;SG	N
krava	운송	krava	운송	N;NOM;FEM;SG	N
ieguldījums	투자	ieguldījums	투자	N;NOM;MASC;SG	N
runu	연설	runa	연설	N;ACC;FEM;SG	N
runu	음성	runa	음성	N;ACC;FEM;SG	N
redakcija	버전	redakcija	버전	N;NOM;FEM;SG	N
sadaļas	섹션	sadaļa	섹션	N;NOM;FEM;PL	N
advokātu	변호사	advokāts	변호사	N;ACC;MASC;SG	N
rīku	톱니바퀴	rīks	톱니+바퀴	N;ACC;MASC;SG	N
pusvadītāju	반도체	pusvadītājs	반도체	N;ACC;MASC;SG	N
mednieki	사냥꾼	mednieks	사냥꾼	N;NOM;MASC;PL	N
mantas	소지품	manta	소지품	N;NOM;FEM;PL	N
pierādījumu	증명	pierādījums	증명	N;ACC;MASC;SG	N
pierādījumu	증거	pierādījums	증거	N;ACC;MASC;SG	N
kristietība	기독교	kristietība	기독교	N;NOM;FEM;SG	N
stiprs	강한	stiprs	강하+ㄴ	ADJ;NOM;MASC;SG	ADJ
olimpiāde	올림픽	olimpiāde	올림픽	N;NOM;FEM;SG	N
alianse	동맹	alianse	동맹	N;NOM;FEM;SG	N
raktuves	광산	raktuve	광산	N;NOM;FEM;PL	N
raktuves	지뢰	raktuve	지뢰	N;NOM;FEM;PL	N
raktuves	광산	raktuve	광산	N;NOM;FEM;PL	N
parametrs	매개변수	parametrs	매개변수	N;NOM;MASC;SG	N
vistas	닭고기	vista	닭고기	N;NOM;FEM;PL	N
deklarācija	선언	deklarācija	선언	N;NOM;FEM;SG	N
atmosfēra	대기	atmosfērs	대기	N;NOM;FEM;SG	N
inovācijas	혁신	inovācija	혁신	N;NOM;FEM;PL	N
inovācijas	혁신	inovācija	혁신	N;NOM;FEM;PL	N
seju	얼굴	seja	얼굴	N;ACC;FEM;SG	N
seju	얼굴이	seja	얼굴+이	N;ACC;FEM;SG	N
pārvaldnieks	관리자	pārvaldnieks	관리자	N;NOM;MASC;SG	N
darījumu	거래	darījums	거래	N;ACC;MASC;SG	N
darījumu	트랜잭션	darījums	트랜잭션	N;ACC;MASC;SG	N
diplomu	수료	diploms	수료	N;ACC;MASC;SG	N
tunelis	터널	tunelis	터널	N;NOM;MASC;SG	N
peldētājs	수영	peldētājs	수영	N;NOM;MASC;SG	N
izpildi	물류	izpilde	물류	N;ACC;FEM;SG	N
izpildi	이행	izpilde	이행	N;ACC;FEM;SG	N
konkrēti	구체적으로	konkrēts	구체+적+으로	ADV	ADV
atdalīta	분리됨	atdalīt	분리+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
kāzas	결혼식	kāza	결혼식	N;NOM;FEM	N
kāzas	결혼식	kāza	결혼식	N;NOM;FEM	N
kāzas	웨딩	kāza	웨딩	N;NOM;FEM	N
mēģinājumu	리허설	mēģinājums	리허설	N;ACC;MASC;SG	N
žogs	울타리	žogs	울타리	N;NOM;MASC;SG	N
karogi	플래그	karogs	플래그	N;NOM;MASC;PL	N
karogi	깃발	karogs	깃발	N;NOM;MASC;PL	N
stadijas	단계	stadija	단계	N;NOM;FEM;PL	N
pamiers	휴전	pamiers	휴전	N;NOM;MASC;SG	N
pamiers	휴전	pamiers	휴전	N;NOM;MASC;SG	N
signālus	신호	signāls	신호	N;ACC;MASC;PL	N
mati	머리카락	mats	머리카락	N;NOM;MASC;PL	N
mati	머리	mats	머리	N;NOM;MASC;PL	N
mati	머리카락이	mats	머리카락+이	N;NOM;MASC;PL	N
budistu	불교	budists	불교	N;ACC;MASC;SG	N
biologs	생물학자	biologs	생물+학자	N;NOM;MASC;SG	N
vienalga	어쨌거나	vienalga	어찌하+었+거나		
vienalga	무엇이든	vienalga	무엇+이든		
hipotēze	가설	hipotēze	가설	N;NOM;FEM;SG	N
platumā	너비	platums	너비	N;ESS;MASC;SG	N
medībās	사냥	medības	사냥	N;ESS;FEM	N
pieraksts	표기법	pieraksts	표기법	N;NOM;MASC;SG	N
pieraksts	구독	pieraksts	구독	N;NOM;MASC;SG	N
locītavas	관절	locītava	관절	N;NOM;FEM;SG	N
drošu	안전한	droša	안전+하+ㄴ	V;IPFV;ACC;INDF;MASC;SG;PRS;V.PTCP;PASS	V
lauksaimniecība	농업	lauksaimniecība	농업	N;NOM;FEM;SG	N
lauksaimniecība	농장	lauksaimniecība	농장	N;NOM;FEM;SG	N
lauksaimniecība	농업	lauksaimniecība	농업	N;NOM;FEM;SG	N
ievads	소개	ievads	소개	N;NOM;MASC;SG	N
ievads	도입	ievads	도입	N;NOM;MASC;SG	N
ievads	소개팅	ievads	소개팅	N;NOM;MASC;SG	N
senioru	선배	seniors	선배	N;ACC;MASC;SG	N
bobsleja	봅슬레이	bobsleja	보스레이	N;NOM;FEM;SG	N
sūtīt	보내기	sūtīt	보내+기	V;POS;NFIN	V
pārtraukums	휴식	pārtraukums	휴식	N;NOM;MASC;SG	N
pārtraukums	인터럽트	pārtraukums	인터럽트	N;NOM;MASC;SG	N
pārtraukums	인터럽트	pārtraukums	인터럽트	N;NOM;MASC;SG	N
ķirurgs	외과의사	ķirurgs	외과+의사	N;NOM;MASC;SG	N
ķirurgs	외과의	ķirurgs	외과+의	N;NOM;MASC;SG	N
augumu	키는	augums	키+는	N;ACC;MASC;SG	N
peldēšanas	수영	peldēšana	수영	N;NOM;FEM;PL	N
pētnieku	연구자	pētnieks	연구자	N;ACC;MASC;SG	N
pētnieku	연구원	pētnieks	연구원	N;ACC;MASC;SG	N
kritēriji	기준	kritērijs	기준	N;NOM;MASC;PL	N
zēns	소년	zēns	소년	N;NOM;MASC;SG	N
zēns	남자아이	zēns	남자아+이	N;NOM;MASC;SG	N
peldēšana	수영	peldēšana	수영	N;NOM;FEM;SG	N
katastrofas	재난	katastrofa	재난	N;NOM;FEM;PL	N
vienādojumu	방정식	vienādojums	방정식	N;ACC;MASC;SG	N
organisms	생물	organisms	생물	N;NOM;MASC;SG	N
organisms	생명체	organisms	생명체	N;NOM;MASC;SG	N
sudānas	수단	sudāna	수단	N;NOM;FEM;PL	N
plānota	예정된	plānot	예정+되+ㄴ	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP	V
hēlija	헬륨	Hēlija	헬륨	N;NOM;FEM;SG	N
piepilsētas	교외	piepilsēta	교외	N;NOM;FEM;PL	N
kopija	복사	kopija	복사	N;NOM;FEM;SG	N
kopija	복사본	kopija	복사본	N;NOM;FEM;SG	N
kopija	사본	kopija	사본	N;NOM;FEM;SG	N
pievienotas	첨부된	pievienot	첨부+되+ㄴ	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP	V
vīrusu	바이러스성	vīruss	바이러스성	N;ACC;MASC;SG	N
laikapstākļi	날씨	laikapstāklis	날씨	N;NOM;MASC;PL	N
izpratni	이해	izpratne	이해	N;ACC;FEM;SG	N
sulu	주스	sula	주스	N;ACC;FEM;SG	N
sulu	쥬스	sula	쥬스	N;ACC;FEM;SG	N
sēdes	미팅	sēde	미팅	N;NOM;FEM;PL	N
sēdes	청문회	sēde	청문회	N;NOM;FEM;PL	N
vienādojums	방정식	vienādojums	방정식	N;NOM;MASC;SG	N
uzlabo	개선하기	uzlabot	개선+하+기	V;IMP;SG;2;POS;FIN;ACT	V
uzlabo	개선하기	uzlabot	개선+하+기	V;IMP;SG;2;POS;FIN;ACT	V
plāksnes	접시	plāksne	접시	N;NOM;FEM;PL	N
aptieka	약국	aptiekt	약국	N;NOM;FEM;SG	N
aptieka	약학	aptiekt	약학	N;NOM;FEM;SG	N
ronis	물개	ronis	물개	N;NOM;MASC;SG	N
oksīdu	산화물	oksīde	산화물	N;ACC;MASC;SG	N
oksīdu	산화	oksīde	산화	N;ACC;MASC;SG	N
juridiski	법적으로	juridiski	법+적+으로	ADV	ADV
tēvam	아버지	tēvs	아버지	N;DAT;MASC;SG	N
atrisināt	풀기	atrisināt	풀+기	V;POS;NFIN	V
datori	컴퓨터	dators	컴퓨터	N;NOM;MASC;PL	N
ieiet	입력합니다	ieiet	입력+하+ㅂ니다	V;IMP;2;POS;FIN;ACT	V
ieiet	입력하기	ieiet	입력+하+기	V;IMP;2;POS;FIN;ACT	V
drošība	안보	drošība	안보	N;NOM;FEM;SG	N
drošība	보안	drošība	보안	N;NOM;FEM;SG	N
drošība	안전	drošība	안전	N;NOM;FEM;SG	N
drošība	안전성	drošība	안전성	N;NOM;FEM;SG	N
atkarību	의존	atkarība	의존	N;ACC;FEM;SG	N
atkarību	의존성	atkarība	의존성	N;ACC;FEM;SG	N
procesora	프로세서	procesors	프로세서	N;NOM;MASC;SG	N
talantu	재능	talants	재능	N;ACC;MASC;SG	N
talantu	탤런트	talants	탤런트	N;ACC;MASC;SG	N
piens	우유	piens	우유	N;NOM;MASC	N
avīzē	신문	avīze	신문	N;ESS;FEM;SG	N
reperis	래퍼	reperis	래퍼	N;NOM;MASC;SG	N
trauku	요리	trauks	요리	N;ACC;MASC;SG	N
trauku	접시	trauks	접시	N;ACC;MASC;SG	N
parakstīšanas	서명	parakstīšana	서명	N;NOM;FEM;SG	N
rīki	도구	rīki	도구	N;NOM;MASC;PL	N
intervijā	인터뷰	intervija	인터뷰	N;ESS;FEM;SG	N
intervijā	면접	intervija	면접	N;ESS;FEM;SG	N
rīkles	목구멍	rīkle	목구멍	N;NOM;FEM;PL	N
skaitļošanas	컴퓨팅	skaitļošana	컴퓨팅	N;NOM;FEM;SG	N
aizliegums	금지	aizliegums	금지	N;NOM;MASC;SG	N
koncepciju	개념	koncepcija	개념	N;ACC;FEM;SG	N
veikalā	상점	veikals	상점	N;ESS;MASC;SG	N
veikalā	쇼핑	veikals	쇼핑	N;ESS;MASC;SG	N
tuberkulozes	결핵	tuberkuloze	결핵	N;NOM;FEM;PL	N
jostas	벨트	josta	벨트	N;NOM;FEM;PL	N
konfederāciju	연맹	konfederācija	연맹	N;ACC;FEM;SG	N
konfederāciju	연방	konfederācija	연방	N;ACC;FEM;SG	N
salīdzināt	비교하기	salīdzināt	비교+하+기	V;POS;NFIN	V
tiesneši	판사	tiesnesis	판사	N;NOM;MASC;PL	N
aģents	요원	aģents	요원	N;NOM;MASC;SG	N
aģents	대리인	aģents	대리+이+ㄴ	N;NOM;MASC;SG	N
žurnāliste	언론인	žurnāliste	언론인	N;NOM;FEM;SG	N
pārklājas	겹치기	pārklāties	겹치+기	V;FH;IND;3;POS;REFL;PRS;FIN;ACT	V
deklarācijas	선언	deklarācija	선언	N;NOM;FEM;PL	N
ūdenskritums	폭포	ūdenskritums	폭포	N;NOM;MASC;SG	N
personība	정체성	personība	정체성	N;NOM;FEM;SG	N
personība	성격	personība	성격	N;NOM;FEM;SG	N
personība	인격	personība	인격	N;NOM;FEM;SG	N
maņu	감각	maņa	감각	N;ACC;FEM;SG	N
ieslodzījuma	감금	ieslodzījums	감금	N;GEN;MASC;SG	N
ziemeļi	북부	ziemelis	북부	N;NOM;MASC;PL	N
ziemeļi	북쪽	ziemelis	북+쪽	N;NOM;MASC;PL	N
sarkani	붉은	sarkans	붉+ㄴ	ADJ;NOM;MASC;PL	ADJ
noliktava	웨어하우스	noliktava	웨어하우스	N;NOM;FEM;SG	N
praksi	연습생	prakse	연습생	N;ACC;FEM;SG	N
praksi	연습	prakse	연습	N;ACC;FEM;SG	N
nodoklis	듀티	nodoklis	듀티	N;NOM;MASC;SG	N
nodoklis	의무	nodoklis	의무	N;NOM;MASC;SG	N
nodoklis	세금	nodoklis	세금	N;NOM;MASC;SG	N
ražotāji	제조업체	ražotājs	제조업체	N;NOM;MASC;PL	N
solis	단계	solis	단계	N;NOM;MASC;SG	N
iedzīvotājs	주민	iedzīvotājs	주민	N;NOM;MASC;SG	N
kuģniecības	배송	kuģniecība	배송	N;NOM;FEM;PL	N
kuģniecības	발송	kuģniecība	발송	N;NOM;FEM;PL	N
vakuuma	진공	vakuums	진공	N;NOM;MASC;SG	N
hipotēzi	가설	hipotēze	가설	N;ACC;FEM;SG	N
matricas	행렬	matrica	행렬	N;NOM;FEM;PL	N
laulība	혼인	laulība	혼인	N;NOM;FEM;SG	N
laulība	결혼	laulība	결혼	N;NOM;FEM;SG	N
ieviešana	구현	ieviešana	구현	N;NOM;FEM;SG	N
sasniegumu	업적	sasniegums	업적	N;ACC;MASC;SG	N
sasniegumu	성취	sasniegums	성취	N;ACC;MASC;SG	N
profesore	교수	profesore	교수	N;NOM;FEM;SG	N
profesore	교수님	profesore	교수+님	N;NOM;FEM;SG	N
fails	파일	fails	파일	N;NOM;MASC;SG	N
redakcijas	버전	redakcija	버전	N;NOM;FEM;PL	N
gulbji	백조	gulbis	백조	N;NOM;MASC;PL	N
veicinātu	홍보하기	veicināt	홍보+하+기	V;COND;POS;FIN;ACT	V
inspektors	경감	inspektors	경감	N;NOM;MASC;SG	N
inspektors	조사관	inspektors	조사관	N;NOM;MASC;SG	N
ķirzakas	도마뱀	ķirzaka	도마뱀	N;NOM;FEM;PL	N
dejotāja	댄서	dejotājs	대+서	N;NOM;MASC;SG	N
kursos	강좌	kurss	강좌	N;ESS;MASC;PL	N
kursos	코스	kurss	코스	N;ESS;MASC;PL	N
kursos	과정	kurss	과정	N;ESS;MASC;PL	N
tuksnesis	사막	tuksnesis	사막	N;NOM;MASC;SG	N
dziļš	깊은	dziļš	깊+ㄴ	ADJ;NOM;MASC;SG	ADJ
izpildītāji	연기자	izpildītājs	연기자	N;NOM;MASC;PL	N
izpildītāji	음악가	izpildītājs	음악가	N;NOM;MASC;PL	N
izpildītāji	예술가	izpildītājs	예술가	N;NOM;MASC;PL	N
izpildītāji	아티스트	izpildītājs	아티스트	N;NOM;MASC;PL	N
izpildītāji	아티스트가	izpildītājs	아티스트+가	N;NOM;MASC;PL	N
pacientiem	환자	pacients	환자	N;DAT;MASC;PL	N
pacientiem	환자들	pacients	환자+들	N;DAT;MASC;PL	N
mini	미니	mīt	미니		
sekcija	섹션	sekcija	섹션	N;NOM;FEM;SG	N
ethernet	이더넷	ethernet	이더넷	N	N
bioloģija	생물학	bioloģija	생물학	N;NOM;FEM;SG	N
eļļa	석유	eļļa	석유	N;NOM;FEM;SG	N
atbalstītāji	지지자들	atbalstītājs	지지자+들	N;NOM;MASC;PL	N
atbalstītāji	후원자	atbalstītājs	후원자	N;NOM;MASC;PL	N
dzīvsudraba	수성은	dzīvsudrabs	수성+은	N;NOM;FEM;SG	N
dzīvsudraba	수성	dzīvsudrabs	수성	N;NOM;FEM;SG	N
biļetes	티켓	biļete	티켓	N;NOM;FEM;PL	N
izplatīšanās	전파	izplatīšanās	전파	N;NOM;FEM;SG	N
izplatīšanās	분포	izplatīšanās	분포	N;NOM;FEM;SG	N
izplatīšanās	분배	izplatīšanās	분배	N;NOM;FEM;SG	N
izplatīšanās	배포	izplatīšanās	배포	N;NOM;FEM;SG	N
izplatīšanās	배포판	izplatīšanās	배포판	N;NOM;FEM;SG	N
atveres	포팅	atvērties	포팅	N;NOM;FEM;PL	N
atveres	이식	atvērties	이식	N;NOM;FEM;PL	N
gadījuma	무작위	gadījums	무작위	N;GEN;MASC;SG	N
gadījuma	랜덤	gadījums	랜덤	N;GEN;MASC;SG	N
amerikāņi	미국인	amerikānis	미국인	N;NOM;MASC;PL	N
tīra	깨끗한	tīra	깨끗하+ㄴ	ADJ;NOM;FEM;SG	ADJ
nieres	신장	niere	신장	N;NOM;FEM;PL	N
nieres	신장	niere	신장	N;NOM;FEM;PL	N
pasākuma	측정	pasākums	측정	N;GEN;MASC;SG	N
reklāma	광고	reklāma	광고	N;NOM;FEM;SG	N
munīcijas	탄약	munīcija	탄약	N;NOM;FEM;PL	N
plānā	계획	plāns	계획	N;ESS;MASC;SG	N
apzīmējumi	약관	apzīmējums	약관	N;NOM;MASC;PL	N
apzīmējumi	용어	apzīmējums	용어	N;NOM;MASC;PL	N
apzīmējumi	전설	apzīmējums	전설	N;NOM;MASC;PL	N
laivas	보트	laiva	보트	N;NOM;FEM;PL	N
eksperimenti	실험	eksperiments	실험	N;NOM;MASC;PL	N
eksperimenti	실험	eksperiments	실험	N;NOM;MASC;PL	N
atpūta	레저	atpūst	레저	N;NOM;FEM;SG	N
atpūta	휴식	atpūst	휴식	N;NOM;FEM;SG	N
dzemdes	자궁	dzemde	자궁	N;NOM;FEM;PL	N
dzemdes	자궁	dzemde	자궁	N;NOM;FEM;PL	N
saimnieki	마스터즈	saimnieks	마스터즈	N;NOM;MASC;PL	N
saimnieki	마스터스	saimnieks	마스터스	N;NOM;MASC;PL	N
saimnieki	주최	saimnieks	주최	N;NOM;MASC;PL	N
gods	명예	gods	명예	N;NOM;MASC;SG	N
gods	명예	gods	명예	N;NOM;MASC;SG	N
algu	급여	alga	급+여	N;ACC;FEM;SG	N
algu	월급	alga	월급	N;ACC;FEM;SG	N
publikācija	출판물	publikācija	출판물	N;NOM;FEM;SG	N
publikācija	출판	publikācija	출판	N;NOM;FEM;SG	N
publikācija	게시	publikācija	게시	N;NOM;FEM;SG	N
publikācija	출판	publikācija	출판	N;NOM;FEM;SG	N
risinājumi	해결책	risinājums	해결책	N;NOM;MASC;PL	N
risinājumi	솔루션	risinājums	솔루션	N;NOM;MASC;PL	N
uzraudzības	감시	uzraudzība	감시	N;NOM;FEM;PL	N
tīrs	깨끗한	tīrs	깨끗하+ㄴ	ADJ;NOM;MASC;SG	ADJ
konflikti	갈등	konflikts	갈등	N;NOM;MASC;PL	N
konflikti	분쟁	konflikts	분쟁	N;NOM;MASC;PL	N
konflikti	갈등	konflikts	갈등	N;NOM;MASC;PL	N
konflikti	갈등이	konflikts	갈등+이	N;NOM;MASC;PL	N
konflikti	충돌	konflikts	충돌	N;NOM;MASC;PL	N
konflikti	분쟁	konflikts	분쟁	N;NOM;MASC;PL	N
sārmu	알칼리	sārma	알칼리	N;ACC;MASC;SG	N
mijiedarbība	상호작용	mijiedarbība	상호+작용	N;NOM;FEM;SG	N
mijiedarbība	교류	mijiedarbība	교류	N;NOM;FEM;SG	N
mijiedarbība	반응	mijiedarbība	반응	N;NOM;FEM;SG	N
mijiedarbība	상호작용	mijiedarbība	상호+작용	N;NOM;FEM;SG	N
tipiski	일반적으로	tipiski	일반+적+으로	ADV	ADV
maisījums	혼합물	maisījums	혼합물	N;NOM;MASC;SG	N
maisījums	반죽	maisījums	반죽	N;NOM;MASC;SG	N
