von	de	von	de	ADP	ADP
erkannt	reconhecidas	erkennen	reconhecer	V;V.PTCP	V;FEM;PL;V.PTCP
erkannt	reconhecidos	erkennen	reconhecer	V;V.PTCP	V;MASC;PL;V.PTCP
erkannt	reconhecida	erkennen	reconhecer	V;V.PTCP	V;FEM;SG;V.PTCP
erkannt	reconhecido	erkennen	reconhecer	V;V.PTCP	V;MASC;SG;V.PTCP
erkannt	reconheci	erkennen	reconhecer	V;V.PTCP	V;IND;SG;1;PST;FIN
erkannt	reconhecidas	erkennen	reconhecer	V;V.PTCP	V;FEM;PL;V.PTCP
erkannt	reconhecidos	erkennen	reconhecer	V;V.PTCP	V;MASC;PL;V.PTCP
erkannt	reconhecida	erkennen	reconhecer	V;V.PTCP	V;FEM;SG;V.PTCP
dauerte	durou	dauern	durar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
positive	positivas	positiv	positivo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
positive	positivas	positiv	positivo	ADJ;NOM;FEM;PL	ADJ;FEM;PL
qualifizierte	qualificada	qualifizieren	qualificar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
qualifizierte	qualificado	qualifizieren	qualificado	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
tausend	mil	tausend	mil	NUM	NUM
gattungen	gêneros	gattung	gênero	N;NOM;FEM;PL	N;MASC;PL
gattungen	géneros	gattung	género	N;NOM;FEM;PL	N;MASC;PL
gattungen	gêneros	gattung	gênero	N;NOM;FEM;PL	N;MASC;PL
gattungen	géneros	gattung	género	N;NOM;FEM;PL	N;MASC;PL
übrig	remanescente	übrig	remanescente	ADJ	ADJ;MASC;SG
tür	porta	tür	porta	N	N;FEM;SG
tür	portas	tür	porta	N	N;FEM;PL
besetzten	ocupados	besetzen	ocupar	V;IND;PL;3;PST;FIN	V;MASC;PL;V.PTCP
besetzten	ocupadas	besetzen	ocupar	V;IND;PL;3;PST;FIN	V;FEM;PL;V.PTCP
veranstaltet	organizada	veranstalten	organizar	V;V.PTCP	V;FEM;SG;V.PTCP
veranstaltet	organizados	veranstalten	organizar	V;V.PTCP	V;MASC;PL;V.PTCP
veranstaltet	organizadas	veranstalten	organizar	V;V.PTCP	V;FEM;PL;V.PTCP
veranstaltet	organizado	veranstalten	organizar	V;V.PTCP	V;MASC;SG;V.PTCP
veranstaltet	alojado	veranstalten	alojar	V;V.PTCP	V;MASC;SG;V.PTCP
veranstaltet	hospedado	veranstalten	hospedar	V;V.PTCP	V;MASC;SG;V.PTCP
veranstaltet	organizada	veranstalten	organizar	V;V.PTCP	V;FEM;SG;V.PTCP
veranstaltet	organizados	veranstalten	organizar	V;V.PTCP	V;MASC;PL;V.PTCP
veranstaltet	organizado	veranstalten	organizar	V;V.PTCP	V;MASC;SG;V.PTCP
veranstaltet	organizou	veranstalten	organizar	V;V.PTCP	V;IND;SG;3;PST;FIN
fliegen	voe	fliegen	voe	V;NFIN	V;SBJV;SG;3;PRS;FIN
fliegen	voar	fliegen	voar	V;NFIN	V;NFIN
fliegen	voa	fliegen	voa	V;NFIN	V;IND;SG;3;PRS;FIN
fliegen	voa	fliegen	voa	V;NFIN	V;IND;SG;3;PRS;FIN
fliegen	voando	fliegen	voar	V;NFIN	V;V.MSDR
fliegen	voar	fliegen	voar	V;NFIN	V;NFIN
gehe	indo	gehen	ir	V;IND;SG;3;PRS;FIN	V;V.MSDR
kulturellen	cultural	kulturell	cultural	ADJ	ADJ;MASC;SG
kulturellen	culturais	kulturell	cultural	ADJ	ADJ;MASC;PL
schlechter	piores	schlecht	mau	ADJ	ADJ;MASC;PL
schlechter	pior	schlecht	mau	ADJ	ADJ;MASC;SG
explizit	explícita	explizit	explícito	ADJ	ADJ;FEM;SG
explizit	explícitas	explizit	explícito	ADJ	ADJ;FEM;PL
explizit	explícitos	explizit	explícito	ADJ	ADJ;MASC;PL
explizit	explícito	explizit	explícito	ADJ	ADJ;MASC;SG
übertragung	transferir	übertragung	transferir	V;IND;SG;3;PRS;FIN	V;NFIN
gefragt	pediu	fragen	pedir	V;V.PTCP	V;IND;SG;3;PST;FIN
gefragt	perguntei	fragen	perguntar	V;V.PTCP	V;IND;SG;1;PST;FIN
gefragt	perguntou	fragen	perguntar	V;V.PTCP	V;IND;SG;3;PST;FIN
gefragt	perguntado	fragen	perguntar	V;V.PTCP	V;MASC;SG;V.PTCP
betrachten	considerem	betrachten	considerar	V;NFIN	V;SBJV;PL;3;PRS;FIN
betrachten	considerar	betrachten	considerar	V;NFIN	V;NFIN
betrachten	considere	betrachten	considerar	V;NFIN	V;SBJV;SG;3;PRS;FIN
betrachten	considera	betrachten	considerar	V;NFIN	V;IND;SG;3;PRS;FIN
betrachten	contemplar	betrachten	contemplar	V;NFIN	V;NFIN
informiert	informada	informieren	informar	V;V.PTCP	V;FEM;SG;V.PTCP
informiert	informados	informieren	informar	V;V.PTCP	V;MASC;PL;V.PTCP
informiert	informado	informieren	informar	V;V.PTCP	V;MASC;SG;V.PTCP
informiert	informa	informieren	informar	V;V.PTCP	V;IND;SG;3;PRS;FIN
eingestuft	classificadas	einstufen	classificar	V;V.PTCP	V;FEM;PL;V.PTCP
eingestuft	classificada	einstufen	classificar	V;V.PTCP	V;FEM;SG;V.PTCP
eingestuft	classificados	einstufen	classificar	V;V.PTCP	V;MASC;PL;V.PTCP
eingestuft	classificado	einstufen	classificar	V;V.PTCP	V;MASC;SG;V.PTCP
kauf	compra	kauf	compra	N;SG	N;FEM;SG
kauf	compra	kauf	compra	N;SG	N;FEM;SG
kauf	buy	kauf	buy	N;SG	N;MASC;SG
these	tese	these	tese	N;NOM	N;FEM;SG
these	teses	these	tese	N;NOM	N;FEM;PL
prozesse	julgamentos	prozeß	julgamento	N;PL	N;MASC;PL
prozesse	ensaios	prozeß	ensaio	N;PL	N;MASC;PL
prozesse	processos	prozeß	processo	N;PL	N;MASC;PL
kommune	município	kommun	município	N;NOM;FEM;SG	N;MASC;SG
kommune	concelho	kommun	concelho	N;NOM;FEM;SG	N;MASC;SG
gelöst	resolvidos	lösen	resolver	V;V.PTCP	V;MASC;PL;V.PTCP
gelöst	resolveu	lösen	resolver	V;V.PTCP	V;IND;SG;3;PST;FIN
gelöst	resolvido	lösen	resolver	V;V.PTCP	V;MASC;SG;V.PTCP
gelöst	resolvida	lösen	resolver	V;V.PTCP	V;FEM;SG;V.PTCP
gelöst	resolvidas	lösen	resolver	V;V.PTCP	V;FEM;PL;V.PTCP
gelöst	resolvidos	lösen	resolver	V;V.PTCP	V;MASC;PL;V.PTCP
gelöst	resolveu	lösen	resolver	V;V.PTCP	V;IND;SG;3;PST;FIN
gelöst	resolvido	lösen	resolver	V;V.PTCP	V;MASC;SG;V.PTCP
gelöst	resolvi	lösen	resolver	V;V.PTCP	V;IND;SG;1;PST;FIN
gelöst	dissolvido	lösen	dissolver	V;V.PTCP	V;MASC;SG;V.PTCP
gelöst	dissolvidos	lösen	dissolver	V;V.PTCP	V;MASC;PL;V.PTCP
gelöst	dissolvida	lösen	dissolver	V;V.PTCP	V;FEM;SG;V.PTCP
gelöst	dissolveu	lösen	dissolver	V;V.PTCP	V;IND;SG;3;PST;FIN
geschätzt	valorizada	schätzen	valorizar	V;V.PTCP	V;FEM;SG;V.PTCP
geschätzt	valorizado	schätzen	valorizado	V;V.PTCP	V;MASC;SG;V.PTCP
geschätzt	estimado	schätzen	estimado	V;V.PTCP	V;MASC;SG;V.PTCP
geschätzt	estimados	schätzen	estimar	V;V.PTCP	V;MASC;PL;V.PTCP
geschätzt	estimada	schätzen	estimar	V;V.PTCP	V;FEM;SG;V.PTCP
geschätzt	apreciada	schätzen	apreciar	V;V.PTCP	V;FEM;SG;V.PTCP
geschätzt	apreciados	schätzen	apreciar	V;V.PTCP	V;MASC;PL;V.PTCP
geschätzt	apreciadas	schätzen	apreciar	V;V.PTCP	V;FEM;PL;V.PTCP
geschätzt	apreciado	schätzen	apreciar	V;V.PTCP	V;MASC;SG;V.PTCP
gemeldet	denunciado	melden	denunciar	V;V.PTCP	V;MASC;SG;V.PTCP
gemeldet	denunciou	melden	denunciar	V;V.PTCP	V;IND;SG;3;PST;FIN
gemeldet	relatado	melden	relatar	V;V.PTCP	V;MASC;SG;V.PTCP
gemeldet	comunicados	melden	comunicado	V;V.PTCP	V;MASC;PL;V.PTCP
gemeldet	denunciada	melden	denunciar	V;V.PTCP	V;FEM;SG;V.PTCP
beurteilen	avalie	beurteilen	avalie	V;NFIN	V;IND;SG;3;PRS;FIN
beurteilen	avaliar	beurteilen	avaliar	V;NFIN	V;NFIN
beurteilen	julgando	beurteilen	julgar	V;NFIN	V;V.MSDR
beurteilen	julgar	beurteilen	julgar	V;NFIN	V;NFIN
nahen	médio	nah	médio	ADJ	ADJ;MASC;SG
negativ	desfavorável	negativ	desfavorável	ADJ	ADJ;MASC;SG
negativ	desfavoráveis	negativ	desfavorável	ADJ	ADJ;MASC;PL
negativ	adverso	negativ	adverso	ADJ	ADJ;MASC;SG
negativ	negativas	negativ	negativo	ADJ	ADJ;FEM;PL
negativ	negativo	negativ	negativo	ADJ	ADJ;MASC;SG
streifen	despir	streifen	despir	V;NFIN	V;NFIN
entworfen	concebidos	entwerfen	conceber	V;V.PTCP	V;MASC;PL;V.PTCP
entworfen	projetado	entwerfen	projetar	V;V.PTCP	V;MASC;SG;V.PTCP
entworfen	desenhado	entwerfen	desenhar	V;V.PTCP	V;MASC;SG;V.PTCP
entworfen	concebido	entwerfen	conceber	V;V.PTCP	V;MASC;SG;V.PTCP
entworfen	projetada	entwerfen	projetar	V;V.PTCP	V;FEM;SG;V.PTCP
berichtete	denunciado	berichten	denunciar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
berichtete	denunciou	berichten	denunciar	V;IND;SG;3;PST;FIN	V;IND;SG;3;PST;FIN
berichtete	relatado	berichten	relatar	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP
berichtete	denunciada	berichten	denunciar	V;IND;SG;3;PST;FIN	V;FEM;SG;V.PTCP
typen	tipos	typen	tipo	N;NOM;PL	N;MASC;PL
typen	tipos	typen	tipo	N;NOM;PL	N;MASC;PL
begraben	enterra	begraben	enterrar	V;V.PTCP	V;IND;SG;3;PRS;FIN
begraben	enterrar	begraben	enterrar	V;V.PTCP	V;NFIN
begraben	enterrem	begraben	enterrer	V;V.PTCP	V;SBJV;PL;3;PRS;FIN
begraben	sepultado	begraben	sepultado	V;V.PTCP	V;MASC;SG;V.PTCP
begraben	enterrada	begraben	enterrar	V;V.PTCP	V;FEM;SG;V.PTCP
begraben	enterrados	begraben	enterrar	V;V.PTCP	V;MASC;PL;V.PTCP
begraben	enterradas	begraben	enterrar	V;V.PTCP	V;FEM;PL;V.PTCP
begraben	enterrado	begraben	enterrar	V;V.PTCP	V;MASC;SG;V.PTCP
begraben	enterrar	begraben	enterrar	V;V.PTCP	V;NFIN
geschieht	acontece	geschehen	acontecer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
einstellen	definir	einstellen	definir	V;NFIN	V;NFIN
einstellen	definido	einstellen	definir	V;NFIN	V;MASC;SG;V.PTCP
gefährdet	vulneráveis	gefährden	vulnerável	ADJ;V.PTCP	ADJ;MASC;PL
gefährdet	vulnerável	gefährden	vulnerável	ADJ;V.PTCP	ADJ;MASC;SG
nahrung	alimentação	nahrung	alimentação	N;NOM;FEM;SG	N;FEM;SG
nahrung	alimento	nahrung	alimento	N;NOM;FEM;SG	N;MASC;SG
nahrung	comida	nahrung	comida	N;NOM;FEM;SG	N;FEM;SG
nahrung	alimentação	nahrung	alimentação	N;NOM;FEM;SG	N;FEM;SG
nahrung	nutrição	nahrung	nutrição	N;NOM;FEM;SG	N;FEM;SG
nahrung	alimentação	nahrung	alimentação	N;NOM;FEM;SG	N;FEM;SG
nahrung	dieta	nahrung	dieta	N;NOM;FEM;SG	N;FEM;SG
nahrung	diet	nahrung	diet	N;NOM;FEM;SG	N;MASC;SG
nahrung	sustento	nahrung	sustento	N;NOM;FEM;SG	N;MASC;SG
ärzte	médicos	ärzen	médico	N;NOM;PL	N;MASC;PL
ärzte	medicos	ärzen	medico	N;NOM;PL	N;MASC;PL
ärzte	doutores	ärzen	doutor	N;NOM;PL	N;MASC;PL
ärzte	médicos	ärzen	médico	N;NOM;PL	N;MASC;PL
sichern	assegurando	sichern	assegurar	V;NFIN	V;V.MSDR
hängen	enforcar	hängen	enforcar	V;NFIN	V;NFIN
hängen	pendurar	hängen	pendurar	V;NFIN	V;NFIN
hängen	enforcada	hängen	enforcar	V;NFIN	V;FEM;SG;V.PTCP
hängen	enforcado	hängen	enforcar	V;NFIN	V;MASC;SG;V.PTCP
hängen	enforcados	hängen	enforcar	V;NFIN	V;MASC;PL;V.PTCP
hängen	enforcado	hängen	enforcar	V;NFIN	V;MASC;SG;V.PTCP
doktor	doc	doktor	doc	N;SG	N;MASC;SG
doktor	doutora	doktor	doutora	N;SG	N;FEM;SG
doktor	doutor	doktor	doutor	N;SG	N;MASC;SG
doktor	doutoramento	doktor	doutoramento	N;SG	N;MASC;SG
doktor	doutorado	doktor	doutorado	N;SG	N;MASC;SG
doktor	phd	doktor	phd	N;SG	N;MASC;SG
doktor	doutor	doktor	doutor	N;SG	N;MASC;SG
doktor	médica	doktor	médico	N;SG	N;FEM;SG
doktor	doutora	doktor	doutora	N;SG	N;FEM;SG
doktor	doctor	doktor	doctor	N;SG	N;MASC;SG
doktor	médico	doktor	médico	N;SG	N;MASC;SG
rückzug	retire	rückzug	retire	V;SG	V;SBJV;SG;3;PRS;FIN
rückzug	retirar	rückzug	retirar	V;SG	V;NFIN
rückzug	recuar	rückzug	recuar	V;SG	V;NFIN
rückzug	retirar	rückzug	retirar	V;SG	V;NFIN
realisiert	percebido	realisieren	perceber	V;V.PTCP	V;MASC;SG;V.PTCP
realisiert	perceberam	realisieren	perceber	V;V.PTCP	V;IND;PL;3;FIN
realisiert	percebeu	realisieren	perceber	V;V.PTCP	V;IND;SG;3;PST;FIN
realisiert	implementado	realisieren	implementar	V;V.PTCP	V;MASC;SG;V.PTCP
realisiert	implementada	realisieren	implementar	V;V.PTCP	V;FEM;SG;V.PTCP
realisiert	implementadas	realisieren	implementar	V;V.PTCP	V;FEM;PL;V.PTCP
realisiert	implementados	realisieren	implementar	V;V.PTCP	V;MASC;PL;V.PTCP
geregelt	regulamentado	regeln	regulamentado	V;V.PTCP	V;MASC;SG;V.PTCP
geregelt	regulada	regeln	regular	V;V.PTCP	V;FEM;SG;V.PTCP
geregelt	regulamentados	regeln	regulamentar	V;V.PTCP	V;MASC;PL;V.PTCP
geregelt	regulado	regeln	regulado	V;V.PTCP	V;MASC;SG;V.PTCP
geregelt	regulamentada	regeln	regulamentar	V;V.PTCP	V;FEM;SG;V.PTCP
aufgefallen	notada	auffallen	notar	V;V.PTCP	V;FEM;SG;V.PTCP
aufgefallen	notou	auffallen	notar	V;V.PTCP	V;IND;SG;3;PST;FIN
aufgefallen	reparou	auffallen	reparar	V;V.PTCP	V;IND;SG;3;PST;FIN
aufgefallen	notado	auffallen	notar	V;V.PTCP	V;MASC;SG;V.PTCP
wiederhergestellt	repor	wiederherstellen	repor	V;V.PTCP	V;NFIN
wiederhergestellt	restaurar	wiederherstellen	restaurar	V;V.PTCP	V;NFIN
wiederhergestellt	recuperado	wiederherstellen	recuperar	V;V.PTCP	V;MASC;SG;V.PTCP
wiederhergestellt	recuperou	wiederherstellen	recuperar	V;V.PTCP	V;IND;SG;3;PST;FIN
wiederhergestellt	recuperaram	wiederherstellen	recuperar	V;V.PTCP	V;IND;PL;3;FIN
wiederhergestellt	recuperada	wiederherstellen	recuperar	V;V.PTCP	V;FEM;SG;V.PTCP
wiederhergestellt	restaurada	wiederherstellen	restaurado	V;V.PTCP	V;FEM;SG;V.PTCP
wiederhergestellt	restaurados	wiederherstellen	restaurado	V;V.PTCP	V;MASC;PL;V.PTCP
wiederhergestellt	restaurado	wiederherstellen	restaurar	V;V.PTCP	V;MASC;SG;V.PTCP
ehrlich	sincero	ehrlich	sincero	ADJ	ADJ;MASC;SG
ehrlich	honesto	ehrlich	honesto	ADJ	ADJ;MASC;SG
ehrlich	honesta	ehrlich	honesto	ADJ	ADJ;FEM;SG
ehrlich	sincera	ehrlich	sincer	ADJ	ADJ;FEM;SG
umfassende	abrangentes	umfassend	abrangente	ADJ;NOM;FEM;PL	ADJ;MASC;PL
umfassende	extensas	umfassend	extenso	ADJ;NOM;FEM;PL	ADJ;FEM;PL
spielern	jogadores	spielern	jogador	N;PL	N;MASC;PL
spielern	apostadores	spielern	apostador	N;PL	N;MASC;PL
gebraucht	precisei	brauchen|gebrauchen	precisar	V;V.PTCP	V;IND;SG;1;PST;FIN
gebraucht	precisava	brauchen|gebrauchen	precisar	V;V.PTCP	V;IND;SG;3;IPFV;FIN
gebraucht	utilizada	brauchen|gebrauchen	utilizar	V;V.PTCP	V;FEM;SG;V.PTCP
gebraucht	usada	brauchen|gebrauchen	usar	V;V.PTCP	V;FEM;SG;V.PTCP
gebraucht	usado	brauchen|gebrauchen	usar	V;V.PTCP	V;MASC;SG;V.PTCP
gebraucht	utilizado	brauchen|gebrauchen	utilizar	V;V.PTCP	V;MASC;SG;V.PTCP
gebraucht	utilizados	brauchen|gebrauchen	utilizar	V;V.PTCP	V;MASC;PL;V.PTCP
gebraucht	usados	brauchen|gebrauchen	usar	V;V.PTCP	V;MASC;PL;V.PTCP
stellvertreter	alternativo	stellvertreter	alternativo	ADJ	ADJ;MASC;SG
bäume	árvores	bäumen	árvore	N;NOM;MASC;PL	N;FEM;PL
bäume	arvores	bäumen	arvor	N;NOM;MASC;PL	N;FEM;PL
künstlerischen	artístico	künstlerisch	artístico	ADJ;NOM;MASC;SG	ADJ;MASC;SG
fünfte	quinto	fünft	quinto	ADJ;NOM;FEM;SG	ADJ;MASC;SG
liefern	fornecer	liefern	fornecer	V;NFIN	V;NFIN
liefern	forneça	liefern	fornecer	V;NFIN	V;SBJV;SG;3;PRS;FIN
liefern	providenciar	liefern	providenciar	V;NFIN	V;NFIN
liefern	proporcionar	liefern	proporcionar	V;NFIN	V;NFIN
liefern	entrego	liefern	entrego	V;NFIN	V;IND;SG;1;PRS;FIN
liefern	entregar	liefern	entregar	V;NFIN	V;NFIN
liefern	entregando	liefern	entregar	V;NFIN	V;V.MSDR
liefern	entregar	liefern	entregar	V;NFIN	V;NFIN
brücken	pontes	brücken	ponte	N;NOM;FEM;PL	N;FEM;PL
unmöglich	impossíveis	unmöglich	impossível	ADJ	ADJ;MASC;PL
unmöglich	impossivel	unmöglich	impossivel	ADJ	ADJ;MASC;SG
unmöglich	impossível	unmöglich	impossível	ADJ	ADJ;MASC;SG
dauert	dura	dauern	durar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
dahinter	atrás	dahinter	atrás	ADV	ADV
echte	verdadeiros	echt	verdadeiro	ADJ;NOM;FEM;PL	ADJ;MASC;PL
echte	genuínos	echt	genuíno	ADJ;NOM;FEM;PL	ADJ;MASC;PL
wählen	escolhe	wählen	escolher	V;NFIN	V;IND;SG;3;PRS;FIN
wählen	escolher	wählen	escolher	V;NFIN	V;NFIN
wählen	selecionar	wählen	selecionar	V;NFIN	V;NFIN
wählen	seleciona	wählen	seleciona	V;NFIN	V;IND;SG;3;PRS;FIN
wählen	seleccionar	wählen	seleccionar	V;NFIN	V;NFIN
wählen	selecione	wählen	selecione	V;NFIN	V;SBJV;SG;3;PRS;FIN
intensiv	intensivos	intensiv	intensivo	ADJ	ADJ;MASC;PL
intensiv	intenso	intensiv	intenso	ADJ	ADJ;MASC;SG
intensiv	intensivo	intensiv	intensivo	ADJ	ADJ;MASC;SG
intensiv	intensa	intensiv	intenso	ADJ	ADJ;FEM;SG
intensiv	intensas	intensiv	intenso	ADJ	ADJ;FEM;PL
intensiv	intensos	intensiv	intenso	ADJ	ADJ;MASC;PL
intensiv	intenso	intensiv	intenso	ADJ	ADJ;MASC;SG
hinzugefügt	adicionado	hinzufügen	adicionar	V;V.PTCP	V;MASC;SG;V.PTCP
hinzugefügt	adicionada	hinzufügen	adicionar	V;V.PTCP	V;FEM;SG;V.PTCP
hinzugefügt	acrescentado	hinzufügen	acrescentar	V;V.PTCP	V;MASC;SG;V.PTCP
hinzugefügt	adicionados	hinzufügen	adicionar	V;V.PTCP	V;MASC;PL;V.PTCP
hinzugefügt	adicionou	hinzufügen	adicionar	V;V.PTCP	V;IND;SG;3;PST;FIN
hinzugefügt	adicionadas	hinzufügen	adicionar	V;V.PTCP	V;FEM;PL;V.PTCP
hände	mãos	hand	mão	N;NOM;FEM;PL	N;FEM;PL
graben	escavar	graben	escavar	V;NFIN	V;NFIN
graben	cavar	graben	cavar	V;NFIN	V;NFIN
graben	cavando	graben	cavar	V;NFIN	V;V.MSDR
graben	cavar	graben	cavar	V;NFIN	V;NFIN
berühmten	famosas	berühmt	famoso	ADJ;PL	ADJ;FEM;PL
zugriff	acessos	zugreifen	acesso	N	N;MASC;PL
zugriff	acesso	zugreifen	acesso	N	N;MASC;SG
ausschuss	comitê	ausschassen	comitê	N	N;MASC;SG
ausschuss	comite	ausschassen	comite	N	N;MASC;SG
ausschuss	comissão	ausschassen	comissão	N	N;FEM;SG
ausschuss	comité	ausschassen	comité	N	N;MASC;SG
erneuert	renova	erneuern	renovo	V;V.PTCP	V;IND;SG;3;PRS;FIN
erneuert	renovada	erneuern	renovar	V;V.PTCP	V;FEM;SG;V.PTCP
erneuert	renovado	erneuern	renovar	V;V.PTCP	V;MASC;SG;V.PTCP
erneuert	renovados	erneuern	renovar	V;V.PTCP	V;MASC;PL;V.PTCP
erneuert	renovadas	erneuern	renovar	V;V.PTCP	V;FEM;PL;V.PTCP
ausgerichtet	orientados	ausrichten	orientar	V;V.PTCP	V;MASC;PL;V.PTCP
ausgerichtet	orientado	ausrichten	orientar	V;V.PTCP	V;MASC;SG;V.PTCP
ausgerichtet	orientada	ausrichten	orientar	V;V.PTCP	V;FEM;SG;V.PTCP
ausgerichtet	orientadas	ausrichten	orientar	V;V.PTCP	V;FEM;PL;V.PTCP
ausgerichtet	alinhado	ausrichten	alinhar	V;V.PTCP	V;MASC;SG;V.PTCP
ausgerichtet	alinhados	ausrichten	alinhar	V;V.PTCP	V;MASC;PL;V.PTCP
ausgerichtet	alinhada	ausrichten	alinhar	V;V.PTCP	V;FEM;SG;V.PTCP
bewegt	mover	bewegen	mover	V;IND;SG;3;PRS;FIN	V;NFIN
bewegt	movendo	bewegen	mover	V;IND;SG;3;PRS;FIN	V;V.MSDR
bewegt	movida	bewegen	mover	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
bewegt	movido	bewegen	mover	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
bewegt	comovida	bewegen	comover	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
bewegt	comovido	bewegen	comover	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
nehme	pega	nehmen	pegar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
nehme	levar	nehmen	levar	V;IND;SG;3;PRS;FIN	V;NFIN
nehme	toma	nehmen	tomar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
erinnerungen	alarmes	erinnerung	alarme	N;NOM;FEM;PL	N;MASC;PL
erinnerungen	lembranças	erinnerung	lembrança	N;NOM;FEM;PL	N;FEM;PL
erinnerungen	memórias	erinnerung	memória	N;NOM;FEM;PL	N;FEM;PL
erinnerungen	recordações	erinnerung	recordação	N;NOM;FEM;PL	N;FEM;PL
erinnerungen	lembretes	erinnerung	lembrete	N;NOM;FEM;PL	N;MASC;PL
hingewiesen	apontado	hinweisen	apontar	V;V.PTCP	V;MASC;SG;V.PTCP
hingewiesen	apontaram	hinweisen	apontar	V;V.PTCP	V;IND;PL;3;FIN
hingewiesen	apontou	hinweisen	apontar	V;V.PTCP	V;IND;SG;3;PST;FIN
erzielen	alcançar	erzielen	alcançar	V;NFIN	V;NFIN
vergleichsweise	comparativamente	vergleichsweise	comparativamente	ADV	ADV
vergleichsweise	relativamente	vergleichsweise	relativamente	ADV	ADV
hochschulen	universidades	hochschulen	universidade	N;NOM;FEM;PL	N;FEM;PL
hochschulen	colégios	hochschulen	colégio	N;NOM;FEM;PL	N;MASC;PL
hochschulen	faculdades	hochschulen	faculdade	N;NOM;FEM;PL	N;FEM;PL
hochschulen	instituições	hochschulen	instituição	N;NOM;FEM;PL	N;FEM;PL
behaupten	afirmar	behaupten	afirmar	V;NFIN	V;NFIN
behaupten	reclamar	behaupten	reclamar	V;NFIN	V;NFIN
behaupten	reivindicar	behaupten	reivindicar	V;NFIN	V;NFIN
behaupten	alegando	behaupten	alegar	V;NFIN	V;V.MSDR
behaupten	reivindicar	behaupten	reivindicar	V;NFIN	V;NFIN
gefolgt	seguido	folgen	seguir	V;V.PTCP	V;MASC;SG;V.PTCP
gefolgt	seguiu	folgen	seguir	V;V.PTCP	V;IND;SG;3;PST;FIN
gefolgt	seguidos	folgen	seguir	V;V.PTCP	V;MASC;PL;V.PTCP
gefolgt	seguiram	folgen	seguir	V;V.PTCP	V;IND;PL;3;FIN
werft	werft	werfen	werft	N;NOM;FEM;SG	N;MASC;SG
werft	estaleiro	werfen	estaleiro	N;NOM;FEM;SG	N;MASC;SG
werft	estaleiro	werfen	estaleiro	N;NOM;FEM;SG	N;MASC;SG
werft	yard	werfen	yard	N;NOM;FEM;SG	N;MASC;SG
werft	quintal	werfen	quintal	N;NOM;FEM;SG	N;MASC;SG
werft	pátio	werfen	pátio	N;NOM;FEM;SG	N;MASC;SG
küche	culinária	küchen	culinário	N;NOM;FEM;SG	N;FEM;SG
küche	cozinha	küchen	cozinha	N;NOM;FEM;SG	N;FEM;SG
küche	gastronomia	küchen	gastronomia	N;NOM;FEM;SG	N;FEM;SG
küche	restaurante	küchen	restaurante	N;NOM;FEM;SG	N;MASC;SG
küche	gastronomia	küchen	gastronomia	N;NOM;FEM;SG	N;FEM;SG
küche	cozinha	küchen	cozinha	N;NOM;FEM;SG	N;FEM;SG
messen	medir	messen	medir	V;NFIN	V;NFIN
messen	medindo	messen	medir	V;NFIN	V;V.MSDR
messen	medir	messen	medir	V;NFIN	V;NFIN
messen	mede	messen	medir	V;NFIN	V;IND;SG;3;PRS;FIN
geöffnet	abre	öffnen	abrir	V;V.PTCP	V;IND;SG;3;PRS;FIN
geöffnet	aberto	öffnen	abrir	V;V.PTCP	V;MASC;SG;V.PTCP
geöffnet	abra	öffnen	abrir	V;V.PTCP	V;SBJV;SG;3;PRS;FIN
geöffnet	abrir	öffnen	abrir	V;V.PTCP	V;NFIN
geöffnet	aberta	öffnen	abrir	V;V.PTCP	V;FEM;SG;V.PTCP
geöffnet	aberta	öffnen	abrir	V;V.PTCP	V;FEM;SG;V.PTCP
geöffnet	aberto	öffnen	abrir	V;V.PTCP	V;MASC;SG;V.PTCP
geöffnet	abriu	öffnen	abrir	V;V.PTCP	V;IND;SG;3;PST;FIN
geöffnet	abre	öffnen	abrir	V;V.PTCP	V;IND;SG;3;PRS;FIN
veränderung	modificação	veränderung	modificação	N;NOM;FEM;SG	N;FEM;SG
veränderung	mudança	veränderung	mudança	N;NOM;FEM;SG	N;FEM;SG
veränderung	troco	veränderung	troco	N;NOM;FEM;SG	N;MASC;SG
stirbt	morre	sterben	morrer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
stirbt	morrendo	sterben	morrer	V;IND;SG;3;PRS;FIN	V;V.MSDR
stirbt	morrer	sterben	morrer	V;IND;SG;3;PRS;FIN	V;NFIN
dasselbe	mesmo	dasselbe	mesmo	ADV	ADV
