ve	in	ve	in	CONJ	CONJ
saldırdı	napadel	sal	napadel	V;PFV;IND;SG;3;POS;PST;CAUS	V;PFV;MASC;SG;V.PTCP
destekler	pooblastila	destek	pooblastilo	N;NOM;PL;3	N;NOM;NEUT;PL
kendiliğinden	spontano	kendiliğinden	spontano	ADV	ADV
kendiliğinden	spontano	kendiliğinden	spontano	ADV	ADV
danışmanlık	svetovanje	danışmanlık	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışmanlık	svetovanje	danışmanlık	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışmanlık	svetovanje	danışmanlık	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
danışmanlık	svetovanje	danışmanlık	svetovanje	N;NOM;SG;3	N;NOM;NEUT;SG
temsilciler	predstavniki	temsilci	predstavnik	N;NOM;PL;3	N;NOM;MASC;PL
temsilciler	zastopniki	temsilci	zastopnik	N;NOM;PL;3	N;NOM;MASC;PL
toyota	toyota	toyo	toy	N;NOM;SG;3	N;NOM;FEM;SG
sesler	zvoki	ses	zvok	N;NOM;PL;3	N;NOM;MASC;PL
sesler	zvoki	ses	zvok	N;NOM;PL;3	N;NOM;MASC;PL
sesler	glasovi	ses	glas	N;NOM;PL;3	N;NOM;MASC;PL
vatandaşlık	državljanstvo	vatandaşlık	državljanstvo	N;NOM;SG;3	N;NOM;NEUT;SG
gitmiş	odšel	git	oditi	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;SG;V.PTCP
yazarlık	pisanje	yazarlık	pisanje	N;NOM;SG;3	N;NOM;NEUT;SG
arjantinli	argentinec	arjantinli	argentinec	N;NOM;SG;3	N;NOM;MASC;SG
insanlık	človečnost	insanlık	človečnost	N;NOM;SG;3	N;NOM;FEM;SG
insanlık	človeštvo	insanlık	človeštvo	N;NOM;SG;3	N;NOM;NEUT;SG
insanlık	človeštvo	insanlık	človeštvo	N;NOM;SG;3	N;NOM;NEUT;SG
element	element	element	element	N;NOM;SG;3	N;NOM;MASC;SG
dedesi	deda	dede	ded	N;NOM;SG;3	N;NOM;MASC;SG
dedesi	ded	dede	ded	N;NOM;SG;3	N;NOM;MASC;SG
dedesi	dedek	dede	dedek	N;NOM;SG;3	N;NOM;MASC;SG
sinagogu	sinagogi	sinagogu	sinagog	N;NOM;SG;3	N;NOM;FEM;SG
planları	načrte	plan	načrt	N;ACC;PL;3	N;ACC;MASC;PL
messier	messier	messier	messier	N;NOM;SG;3	N;NOM;MASC;SG
peynir	sir	peynir	sir	N;NOM;SG;3	N;NOM;MASC;SG
modeller	modeli	model	model	N;NOM;PL;3	N;NOM;MASC;PL
haklar	pravice	hak	pravica	N;NOM;PL;3	N;NOM;FEM;PL
tasarımcısı	oblikovalec	tasarımcı	oblikovalec	N;NOM;SG;3	N;NOM;MASC;SG
kralları	kralje	kral	kralj	N;ACC;PL;3	N;ACC;MASC;PL
geliştirildi	razviti	geliş	razviti	V;PFV;IND;SG;3;POS;PST;PASS	V;PFV;NFIN
tanrıça	boginja	tanrıç	boginja	N;NOM;SG;3	N;NOM;FEM;SG
hafıza	pomnilnik	hafız	pomnilnik	N;NOM;SG;3	N;NOM;MASC;SG
hafıza	spomin	hafız	spomin	N;NOM;SG;3	N;NOM;MASC;SG
hafıza	spomina	hafız	spomin	N;NOM;SG;3	N;NOM;MASC;SG
amaçlar	cilji	amaç	cilj	N;NOM;PL;3	N;NOM;MASC;PL
amaçlar	cilji	amaç	cilj	N;NOM;PL;3	N;NOM;MASC;PL
öldürülen	umorili	öl	umoriti	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;PFV;MASC;PL;V.PTCP
tankı	rezervoar	tankı	rezervoar	N;NOM;SG;3	N;NOM;MASC;SG
tankı	tank	tankı	tanka	N;NOM;SG;3	N;NOM;MASC;SG
station	postaja	station	postaja	N;NOM;SG;3	N;NOM;FEM;SG
koşullar	pogoji	koş	pogoj	N;NOM;PL;3	N;NOM;MASC;PL
koşullar	izrazi	koş	izraz	N;NOM;PL;3	N;NOM;MASC;PL
koşullar	pogoji	koş	pogoj	N;NOM;PL;3	N;NOM;MASC;PL
danimarkalı	dansko	danimarkalı	danski	ADJ	ADJ;NOM;NEUT;SG
danimarkalı	danske	danimarkalı	danski	ADJ	ADJ;NOM;FEM;PL
danimarkalı	danski	danimarkalı	danski	ADJ	ADJ;NOM;DEF;MASC;SG
niye	zakaj	niye	zakaj	ADV	ADV
tower	stolp	tower	stolp	N;NOM;SG;3	N;NOM;MASC;SG
sohbet	pogovor	sohbet	pogovor	N;NOM;SG;3	N;NOM;MASC;SG
sohbet	klepet	sohbet	klepet	N;NOM;SG;3	N;NOM;MASC;SG
yöneticileri	upravljavci	yönetici	upravljavec	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	upravitelji	yönetici	upravitelj	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	upravitelji	yönetici	upravitelj	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	administratorji	yönetici	administrator	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	skrbniki	yönetici	skrbnik	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	direktorji	yönetici	direktor	N;NOM;PL;3	N;NOM;MASC;PL
soğan	čebula	soğ	čebula	N;NOM;SG;3	N;NOM;FEM;SG
soğan	čebule	soğ	čebula	N;NOM;SG;3	N;NOM;FEM;SG
soğan	čebula	soğ	čebula	N;NOM;SG;3	N;NOM;FEM;SG
soğan	čebule	soğ	čebula	N;NOM;SG;3	N;NOM;FEM;SG
dizayn	zasnova	dizayn	zasnova	N;NOM;SG;3	N;NOM;FEM;SG
dizayn	oblikovanje	dizayn	oblikovanje	N;NOM;SG;3	N;NOM;NEUT;SG
dizayn	dizajn	dizayn	dizajno	N;NOM;SG;3	N;NOM;MASC;SG
tepkiler	reakcije	tepki	reakcija	N;NOM;PL;3	N;NOM;FEM;PL
tepkiler	odzivi	tepki	odziv	N;NOM;PL;3	N;NOM;MASC;PL
tepkiler	odzivi	tepki	odziv	N;NOM;PL;3	N;NOM;MASC;PL
muhafazakar	konzervativne	muhafazak	konzervativen	ADJ	ADJ;NOM;FEM;PL
adaylar	nominiranci	aday	nominiranec	N;NOM;PL;3	N;NOM;MASC;PL
adaylar	kandidature	aday	kandidatura	N;NOM;PL;3	N;NOM;FEM;PL
adaylar	kandidati	aday	kandidat	N;NOM;PL;3	N;NOM;MASC;PL
adaylar	kandidatke	aday	kandidatka	N;NOM;PL;3	N;NOM;FEM;PL
adaylar	kandidati	aday	kandidat	N;NOM;PL;3	N;NOM;MASC;PL
adaylar	vlagatelji	aday	vlagatelj	N;NOM;PL;3	N;NOM;MASC;PL
çevrimiçi	online	çevrimiçi	onliniti	N;NOM;SG;3	N;NOM;MASC;SG
üyelik	članstvo	üyelik	članstvo	N;NOM;SG;3	N;NOM;NEUT;SG
üyelik	vpis	üyelik	vpis	N;NOM;SG;3	N;NOM;MASC;SG
aniden	nenadoma	aniden	nenadoma	ADV	ADV
aniden	naenkrat	aniden	naenkrat	ADV	ADV
aniden	nenadno	aniden	nenadno	ADV	ADV
garanti	garancija	garanti	garancija	N;NOM;SG;3	N;NOM;FEM;SG
garanti	poroštvo	garanti	poroštvo	N;NOM;SG;3	N;NOM;NEUT;SG
garanti	garancija	garanti	garancija	N;NOM;SG;3	N;NOM;FEM;SG
garanti	jamstvo	garanti	jamstvo	N;NOM;SG;3	N;NOM;NEUT;SG
garanti	zagotovilo	garanti	zagotovilo	N;NOM;SG;3	N;NOM;NEUT;SG
kalmak	ostal	kal	ostati	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;MASC;SG;V.PTCP
parçacıklar	delci	parçacık	delec	N;NOM;PL;3	N;NOM;MASC;PL
faaliyetler	dejavnosti	faaliyet	dejavnost	N;NOM;PL;3	N;NOM;FEM;PL
faaliyetler	aktivnosti	faaliyet	aktivnost	N;NOM;PL;3	N;NOM;FEM;PL
gezegenler	planete	gezegen	planet	N;NOM;PL;3	N;NOM;FEM;PL
gezegenler	planeti	gezegen	planet	N;NOM;PL;3	N;NOM;MASC;PL
yasaları	zakoni	yasa	zakon	N;NOM;PL;3	N;NOM;MASC;PL
tuhaf	čudak	tuhaf	čudak	N;NOM;SG;3	N;NOM;MASC;SG
basket	koš	basket	koš	N;NOM;SG;3	N;NOM;MASC;SG
basket	košara	basket	košara	N;NOM;SG;3	N;NOM;FEM;SG
basket	košarka	basket	košarka	N;NOM;SG;3	N;NOM;FEM;SG
camp	taborišče	camp	taborišče	N;NOM;SG;3	N;NOM;NEUT;SG
camp	kamp	camp	kamp	N;NOM;SG;3	N;NOM;MASC;SG
camp	camp	camp	camp	N;NOM;SG;3	N;NOM;MASC;SG
camp	tabor	camp	tabor	N;NOM;SG;3	N;NOM;MASC;SG
evil	zlo	evil	zlo		
istatistiksel	statistična	istatistiksel	statističen	ADJ	ADJ;NOM;FEM;SG
istatistiksel	statistične	istatistiksel	statističen	ADJ	ADJ;NOM;FEM;PL
kabilesi	pleme	kabile	pleme	N;NOM;SG;3	N;NOM;NEUT;SG
temsilcileri	predstavniki	temsilci	predstavnik	N;NOM;PL;3	N;NOM;MASC;PL
temsilcileri	zastopniki	temsilci	zastopnik	N;NOM;PL;3	N;NOM;MASC;PL
bireyler	posamezniki	birey	posameznik	N;NOM;PL;3	N;NOM;MASC;PL
mezarlık	pokopališče	mezarlık	pokopališče	N;NOM;SG;3	N;NOM;NEUT;SG
mezarlık	pokopališče	mezarlık	pokopališče	N;NOM;SG;3	N;NOM;NEUT;SG
detayları	detajli	detay	detajl	N;NOM;PL;3	N;NOM;MASC;PL
detayları	podrobnosti	detay	podrobnost	N;NOM;PL;3	N;NOM;FEM;PL
halı	preproga	hal	preproga	N;NOM;SG;3	N;NOM;FEM;SG
halı	preproga	hal	preproga	N;NOM;SG;3	N;NOM;FEM;SG
sıkıntısı	pomanjkanje	sıkıntı	pomanjkanje	N;NOM;SG;3	N;NOM;NEUT;SG
oldid	oldid	ol	oldid		
nişancı	strelec	nişancı	strelec	N;NOM;SG;3	N;NOM;MASC;SG
nişancı	strelca	nişancı	strelec	N;NOM;SG;3	N;NOM;MASC;SG
nişancı	ostrostrelec	nişancı	ostrostrelec	N;NOM;SG;3	N;NOM;MASC;SG
kayıtlar	registracije	kayıt	registracija	N;NOM;PL;3	N;NOM;FEM;PL
kayıtlar	zapisi	kayıt	zapis	N;NOM;PL;3	N;NOM;MASC;PL
kayıtlar	evidence	kayıt	evidenca	N;NOM;PL;3	N;NOM;FEM;PL
gösteriler	predstavitve	göster	predstavitev	N;NOM;PL;3	N;NOM;FEM;PL
gösteriler	demonstracije	göster	demonstracija	N;NOM;PL;3	N;NOM;FEM;PL
dosyaları	datoteke	dosya	datoteka	N;NOM;PL;3	N;NOM;FEM;PL
paketi	sveženj	paket	sveženj	N;NOM;SG;3	N;NOM;MASC;SG
paketi	paket	paket	paket	N;NOM;SG;3	N;NOM;MASC;SG
yatak	postelja	yatak	postelja	N;NOM;SG;3	N;NOM;FEM;SG
akrabalık	sorodstvo	akrabalık	sorodstvo	N;NOM;SG;3	N;NOM;NEUT;SG
tesisi	objekt	tesi	objekt	N;NOM;SG;3	N;NOM;MASC;SG
temizlik	čiščenje	temizlik	čiščenje	N;NOM;SG;3	N;NOM;NEUT;SG
temizlik	čiščenje	temizlik	čiščenje	N;NOM;SG;3	N;NOM;NEUT;SG
zirvesi	vrh	zirve	vrh	N;NOM;SG;3	N;NOM;MASC;SG
mountain	gora	mountain	gora	N;NOM;SG;3	N;NOM;FEM;SG
mountain	planina	mountain	planina	N;NOM;SG;3	N;NOM;FEM;SG
kanıtlar	dokazila	kanıt	dokazilo	N;NOM;PL;3	N;NOM;NEUT;PL
kanıtlar	dokazi	kanıt	dokaz	N;NOM;PL;3	N;NOM;MASC;PL
tanıtımı	spodbujanje	tanıtım	spodbujanje	N;NOM;SG;3	N;NOM;NEUT;SG
tanıtımı	napredovanje	tanıtım	napredovanje	N;NOM;SG;3	N;NOM;NEUT;SG
tanıtımı	spodbujanje	tanıtım	spodbujanje	N;NOM;SG;3	N;NOM;NEUT;SG
tanıtımı	promocija	tanıtım	promocija	N;NOM;SG;3	N;NOM;FEM;SG
tanıtımı	spodbujanje	tanıtım	spodbujanje	N;NOM;SG;3	N;NOM;NEUT;SG
çekirdeği	jedro	çekir	jedro	N;NOM;SG;3	N;NOM;NEUT;SG
çekirdeği	jedro	çekir	jedro	N;NOM;SG;3	N;NOM;NEUT;SG
müslümanların	muslimanov	müslüman	musliman	N;GEN;PL;3	N;GEN;MASC;PL
üstünlük	premoč	üstünlük	premoč	N;NOM;SG;3	N;NOM;FEM;SG
porno	porno	porno	porno		
porno	porno	porno	porno		
patinaj	drsanje	patinaj	drsanje	N;NOM;SG;3	N;NOM;NEUT;SG
kürtler	kurdi	kürt	kurditi	N;NOM;PL;3	N;NOM;MASC;PL
belgeler	dokumenti	belge	dokument	N;NOM;PL;3	N;NOM;MASC;PL
belgeler	listine	belge	listina	N;NOM;PL;3	N;NOM;FEM;PL
talat	talat	talat	talati		
geyik	jelen	geyik	jelen	N;NOM;SG;3	N;NOM;MASC;SG
noktalar	pike	nokta	pika	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	pikice	nokta	pikica	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	točke	nokta	točka	N;NOM;PL;3	N;NOM;FEM;PL
noktalar	pege	nokta	pega	N;NOM;PL;3	N;NOM;FEM;PL
por	por	por	por		
koltuk	sedež	koltuk	sedež	N;NOM;SG;3	N;NOM;MASC;SG
koltuk	sedeža	koltuk	sedež	N;NOM;SG;3	N;NOM;MASC;SG
koltuk	stol	koltuk	stol	N;NOM;SG;3	N;NOM;MASC;SG
kayak	kajak	kayak	kajak	N;NOM;SG;3	N;NOM;MASC;SG
kayak	ski	kayak	ski	N;NOM;SG;3	N;NOM;MASC;SG
kayak	smučanje	kayak	smučanje	N;NOM;SG;3	N;NOM;NEUT;SG
fikirleri	mnenja	fikir	mnenje	N;NOM;PL;3	N;NOM;NEUT;PL
fikirleri	zamisli	fikir	zamisel	N;NOM;PL;3	N;NOM;FEM;PL
fikirleri	ideje	fikir	ideja	N;NOM;PL;3	N;NOM;FEM;PL
politikalar	police	politika	polica	N;NOM;PL;3	N;NOM;FEM;PL
politikalar	politike	politika	politika	N;NOM;PL;3	N;NOM;FEM;PL
dosyası	datoteka	dosya	datoteka	N;NOM;SG;3	N;NOM;FEM;SG
cehennem	pekel	cehenne	pečel	N;NOM;SG;3	N;NOM;MASC;SG
cehennem	pekel	cehenne	pečel	N;NOM;SG;3	N;NOM;MASC;SG
kompozisyon	spis	kompozisyon	spis	N;NOM;SG;3	N;NOM;MASC;SG
kompozisyon	esej	kompozisyon	esaj	N;NOM;SG;3	N;NOM;MASC;SG
kompozisyon	sestava	kompozisyon	sestava	N;NOM;SG;3	N;NOM;FEM;SG
vandal	vandala	vandal	vandati		
bozukluğu	motnja	bozukluk	motnja	N;NOM;SG;3	N;NOM;FEM;SG
denklem	enačba	denkle	enačba	N;NOM;SG;3	N;NOM;FEM;SG
fiziği	postava	fizik	postava	N;NOM;SG;3	N;NOM;FEM;SG
fiziği	fiziki	fizik	fizika	N;NOM;SG;3	N;NOM;FEM;SG
fiziği	fizika	fizik	fizik	N;NOM;SG;3	N;NOM;FEM;SG
