kategória	kategorija	kategória	kategorija	N;NOM;FEM;SG	N;NOM;FEM;SG
zálive	zaliv	záliva	zaliv	N;NOM;FEM;SG	N;NOM;MASC;SG
nebezpečenstvo	nevarnost	nebezpečenstvo	nevarnost	N;NOM;NEUT;SG	N;NOM;FEM;SG
nebezpečenstvo	nevarnost	nebezpečenstvo	nevarnost	N;NOM;NEUT;SG	N;NOM;FEM;SG
koncepcie	pojmi	koncepcia	pojem	N;NOM;FEM;PL	N;NOM;MASC;PL
koncepcie	koncepti	koncepcia	koncept	N;NOM;FEM;PL	N;NOM;MASC;PL
dne	dno	deň	dno	N;NOM;NEUT;SG	N;NOM;NEUT;SG
chuť	okus	chuť	okus	N;NOM;FEM;SG	N;NOM;MASC;SG
chuť	okus	chuť	okus	N;NOM;FEM;SG	N;NOM;MASC;SG
chuť	okus	chuť	okus	N;NOM;FEM;SG	N;NOM;MASC;SG
chuť	aroma	chuť	aroma	N;NOM;FEM;SG	N;NOM;FEM;SG
chuť	hrepenenje	chuť	hrepenenje	N;NOM;FEM;SG	N;NOM;NEUT;SG
zlé	slaba	zlý	slab	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
zlé	slab	zlý	slab	ADJ;NOM;NEUT;SG	ADJ;NOM;INDF;MASC;SG
valley	dolina	valli	dolina	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
fond	sklad	fond	sklad	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
normy	norme	norma	norma	N;NOM;FEM;PL	N;NOM;FEM;PL
normy	standardi	norma	standard	N;NOM;FEM;PL	N;NOM;MASC;PL
ťažký	težka	ťažký	težek	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ťažký	težko	ťažký	težek	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
motív	motiv	motív	motiv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
motív	motiv	motív	motiv	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
motív	lastnost	motív	lastnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
motív	značilnost	motív	značilnost	N;INAN;NOM;MASC;SG	N;NOM;FEM;SG
sekcia	odsek	sekcia	odsek	N;NOM;FEM;SG	N;NOM;MASC;SG
sekcia	poglavje	sekcia	poglavje	N;NOM;FEM;SG	N;NOM;NEUT;SG
sekcia	razdelek	sekcia	razdelek	N;NOM;FEM;SG	N;NOM;MASC;SG
sekcia	oddelek	sekcia	oddelek	N;NOM;FEM;SG	N;NOM;MASC;SG
zastúpenie	zastopanje	zastúpenie	zastopanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zastúpenie	ponazoritev	zastúpenie	ponazoritev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zastúpenie	predstavništvo	zastúpenie	predstavništvo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rozlíšenie	ločljivost	rozlíšenie	ločljivost	N;NOM;NEUT;SG	N;NOM;FEM;SG
rozlíšenie	resolucija	rozlíšenie	resolucija	N;NOM;NEUT;SG	N;NOM;FEM;SG
čítanie	branje	čítanie	branje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
čítanie	preberi	čítanie	prebrr	N;NOM;NEUT;SG	N;NOM;MASC;SG
čítanie	branje	čítanie	branje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
prípady	primeri	prípad	primer	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
gitaru	kitaro	gitara	kitara	N;ACC;FEM;SG	N;ACC;FEM;SG
odmeny	nagrade	odmena	nagrada	N;NOM;FEM;PL	N;NOM;FEM;PL
takáto	takšna	takýto	takšen	DET;NOM;FEM;SG	DET;NOM;FEM;SG
kongres	kongres	kongres	kongres	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zlepšenie	izboljšanje	zlepšenie	izboljšanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zlepšenie	izboljševanje	zlepšenie	izboljševanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zlepšenie	izboljšanje	zlepšenie	izboljšanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zlepšenie	izboljševanje	zlepšenie	izboljševanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
kvalita	kakovost	kvalita	kakovost	N;NOM;FEM;SG	N;NOM;FEM;SG
kvalita	kvaliteta	kvalita	kvaliteta	N;NOM;FEM;SG	N;NOM;FEM;SG
duša	duša	duša	duša	N;NOM;FEM;SG	N;NOM;FEM;SG
duša	soul	duša	soul	N;NOM;FEM;SG	N;NOM;MASC;SG
duša	duh	duša	duh	N;NOM;FEM;SG	N;NOM;MASC;SG
kombinácia	kombinacija	kombinácia	kombinacija	N;NOM;FEM;SG	N;NOM;FEM;SG
kombinácia	združevanje	kombinácia	združevanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
strach	strah	strach	strah	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pozorovanie	opazovanje	pozorovanie	opazovanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
pozorovanie	opazovanje	pozorovanie	opazovanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
biblie	biblije	biblia	biblija	N;NOM;FEM;PL	N;NOM;FEM;PL
rudy	rude	ruda	rud	N;NOM;FEM;PL	N;NOM;FEM;PL
rudy	rude	ruda	rud	N;NOM;FEM;PL	N;NOM;FEM;PL
výchova	vzgoja	výchova	vzgoja	N;NOM;FEM;SG	N;NOM;FEM;SG
výchova	vzgoja	výchova	vzgoja	N;NOM;FEM;SG	N;NOM;FEM;SG
výchova	izobrazba	výchova	izobrazba	N;NOM;FEM;SG	N;NOM;FEM;SG
výchova	izobraževanje	výchova	izobraževanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
zásady	načela	zásada	načelo	N;NOM;FEM;PL	N;NOM;NEUT;PL
zásady	načeli	zásada	načelo	N;NOM;FEM;PL	N;NOM;NEUT;PL
klasický	klasična	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
klasický	klasična	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
klasický	klasičen	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
klasický	klasični	klasický	klasičen	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
spoločenstiev	skupnosti	spoločenstvo	skupnost	N;GEN;NEUT;PL	N;GEN;FEM;PL
indiana	indiana	indian	indian	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
snímka	posnetek	snímka	posnetek	N;NOM;FEM;SG	N;NOM;MASC;SG
preklady	prevodi	preklad	prevod	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
vytváranie	ustvarjanje	vytváranie	ustvarjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
vytváranie	stvaritev	vytváranie	stvaritev	N;NOM;NEUT;SG	N;NOM;FEM;SG
vytváranie	ustanovitev	vytváranie	ustanovitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
vytváranie	ustvarjanje	vytváranie	ustvarjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
rovnica	enačba	rovnica	enačba	N;NOM;FEM;SG	N;NOM;FEM;SG
potrebný	potreben	potrebný	potreben	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
potrebný	potrebna	potrebný	potreben	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
spotreba	potrošnja	spotreb	potrošnja	N;NOM;FEM;SG	N;NOM;FEM;SG
spotreba	poraba	spotreb	poraba	N;NOM;FEM;SG	N;NOM;FEM;SG
sex	seks	sex	seks	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sex	spol	sex	spol	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
sex	sex	sex	sex	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vystúpenie	nastop	vystúpenie	nastop	N;NOM;NEUT;SG	N;NOM;MASC;SG
vystúpenie	nastop	vystúpenie	nastop	N;NOM;NEUT;SG	N;NOM;MASC;SG
vystúpenie	zmogljivost	vystúpenie	zmogljivost	N;NOM;NEUT;SG	N;NOM;FEM;SG
vystúpenie	uspešnost	vystúpenie	uspešnost	N;NOM;NEUT;SG	N;NOM;FEM;SG
vystúpenie	govor	vystúpenie	govor	N;NOM;NEUT;SG	N;NOM;MASC;SG
výnimočne	izjemoma	výnimočne	izjemoma	ADV	ADV
turistika	turizem	turistika	turizem	N;NOM;FEM;SG	N;NOM;MASC;SG
turistika	pohodništvo	turistika	pohodništvo	N;NOM;FEM;SG	N;NOM;NEUT;SG
vetra	veter	vetra	veter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
povýšený	povišan	povýšený	povišan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
negatívne	negativno	negatívne	negativen	ADV	ADV
médií	medijev	médieť	medij	N;GEN;FEM;PL	N;GEN;MASC;PL
elizabeth	elizabeta	elizabet	elizabet	N;NOM;FEM;SG	N;NOM;FEM;SG
elizabeth	elizabeth	elizabet	elizabeth	N;NOM;FEM;SG	N;NOM;FEM;SG
akcia	akcija	akcia	akcija	N;NOM;FEM;SG	N;NOM;FEM;SG
akcia	dejanje	akcia	dejanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
akcia	ukrepanje	akcia	ukrepanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
ruchu	turizem	rucho	turizem	N;NOM;NEUT;SG	N;NOM;MASC;SG
všade	povsod	všade	povsod	ADV	ADV
všade	vsepovsod	všade	vsepovsod	ADV	ADV
zimný	zimska	zimný	zimski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
zimný	zimsko	zimný	zimski	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nasledovalo	sledilo	nasledovať	slediti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
nasledovalo	sledila	nasledovať	slediti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
nasledovalo	sledil	nasledovať	slediti	V;IPFV;NEUT;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
menovanie	termin	menovanie	termin	N;NOM;NEUT;SG	N;NOM;MASC;SG
menovanie	imenovanje	menovanie	imenovanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
luna	luna	luna	luna	N;NOM;FEM;SG	N;NOM;FEM;SG
neznámy	neznan	neznámy	neznan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
neznámy	neznani	neznámy	neznan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
neznámy	neznano	neznámy	neznan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
neznámy	neznana	neznámy	neznan	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
študovala	študiral	študovať	študirati	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
križovatka	prečkanje	križovatko	prečkanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
križovatka	prehod	križovatko	prehod	N;NOM;FEM;SG	N;NOM;MASC;SG
križovatka	križišče	križovatko	križišče	N;NOM;FEM;SG	N;NOM;NEUT;SG
križovatka	križišče	križovatko	križišče	N;NOM;FEM;SG	N;NOM;NEUT;SG
križovatka	križišče	križovatko	križišče	N;NOM;FEM;SG	N;NOM;NEUT;SG
výmena	izmenjava	výmena	izmenjava	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	izmenjava	výmena	izmenjava	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	menjava	výmena	menjava	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	zamenjava	výmena	zamenjava	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	swap	výmena	swap	N;NOM;FEM;SG	N;NOM;MASC;SG
výmena	menjava	výmena	menjava	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	zamenjava	výmena	zamenjava	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	nadomestitev	výmena	nadomestitev	N;NOM;FEM;SG	N;NOM;FEM;SG
výmena	nadomeščanje	výmena	nadomeščanje	N;NOM;FEM;SG	N;NOM;NEUT;SG
zachovanie	ohranjanje	zachovanie	ohranjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zachovanie	konzerviranje	zachovanie	konzerviranje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zachovanie	ohranjanje	zachovanie	ohranjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zachovanie	ohranitev	zachovanie	ohranitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zachovanie	ohranjanje	zachovanie	ohranjanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zachovanie	ohranitev	zachovanie	ohranitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zachovanie	vzdrževanje	zachovanie	vzdrževanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zachovanie	zadrževanje	zachovanie	zadrževanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
zachovanie	zadržanje	zachovanie	zadržanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
hudobníkov	glasbenike	hudobník	glasbenik	N;ANIM;ACC;MASC;PL	N;ACC;MASC;PL
domáca	notranji	domáci	notranji	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
domáca	domači	domáci	domač	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
domáca	domača	domáci	domač	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
domáca	domača	domáci	domač	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
explorer	raziskovalec	explorer	raziskovalec	N;NOM;MASC;SG	N;NOM;MASC;SG
zrušený	preklicano	zrušený	preklicano	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
zrušený	odpovedan	zrušený	odpovedan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zrušený	preklicana	zrušený	preklican	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
zrušený	preklican	zrušený	preklican	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zrušený	odpovedana	zrušený	odpovedan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
zrušený	preklicana	zrušený	preklican	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
zrušený	odpovedan	zrušený	odpovedan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zrušený	odpovedana	zrušený	odpovedan	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
zrušený	preklican	zrušený	preklican	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zrušený	razveljavljen	zrušený	razveljavljen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
zrušený	razveljavljena	zrušený	razveljavljen	ADJ;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
dominik	dominik	dominik	dominik	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
chelsea	chelsea	chelsea	chelse	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
študent	dijak	študent	dijak	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
študent	študent	študent	študent	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
študent	učenec	študent	učenec	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
študent	študentka	študent	študentka	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
študent	učenka	študent	učenek	N;ANIM;NOM;MASC;SG	N;NOM;FEM;SG
duch	duh	duch	duh	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
duch	duh	duch	duh	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
čestný	častno	čestný	časten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
čestný	častna	čestný	časten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
čestný	častni	čestný	časten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
čestný	častna	čestný	časten	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ulicu	ulico	ulica	ulica	N;ACC;FEM;SG	N;ACC;FEM;SG
stupne	ocene	stupeň	ocena	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
stupne	stopnje	stupeň	stopnja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
stupne	stopinje	stupeň	stopinja	N;INAN;NOM;MASC;PL	N;NOM;FEM;PL
lokálne	krajevno	lokálny	krajeven	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
lokálne	krajevna	lokálny	krajeven	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
lokálne	krajevni	lokálny	krajeven	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
lokálne	lokalni	lokálny	lokalen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
lokálne	krajevno	lokálny	krajeven	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG
hit	zadetek	hit	zadetek	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
hit	hit	hit	hit	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
zobraziť	pokaži	zobraziť	pokaža	V;PFV;POS;NFIN	V;PFV;IND;SG;3;PRS;FIN
zapísaný	vpisan	zapísaný	vpisan	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
belgický	belgijska	belgický	belgijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
belgický	belgijski	belgický	belgijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
belgický	belgijsko	belgický	belgijski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
moderná	moderna	moderný	moderen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
moderná	sodobno	moderný	sodoben	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG
moderná	sodobna	moderný	sodoben	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
moderná	sodobni	moderný	sodoben	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG
vietor	veter	vietor	veter	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
obyčajná	navadna	obyčajný	navaden	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
ekonomický	gospodarski	ekonomický	gospodarski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
ekonomický	gospodarsko	ekonomický	gospodarski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
ekonomický	ekonomska	ekonomický	ekonomski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
trvanie	trajanje	trvanie	trajanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odstránenie	odstranitev	odstránenie	odstranitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
odstránenie	odstranjevanje	odstránenie	odstranjevanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odstránenie	izbris	odstránenie	izbris	N;NOM;NEUT;SG	N;NOM;MASC;SG
odstránenie	brisanje	odstránenie	brisanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
odstránenie	izločitev	odstránenie	izločitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
odstránenie	izločanje	odstránenie	izločanje	N;NOM;NEUT;SG	N;NOM;NEUT;SG
spôsobila	povzročila	spôsobiť	povzročiti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
spôsobila	povzročil	spôsobiť	povzročiti	V;PFV;FEM;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
nórsky	norveško	nórsk	norveški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
nórsky	norveška	nórsk	norveški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
nórsky	norveški	nórsk	norveški	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
relácie	seje	relácia	seja	N;NOM;FEM;PL	N;NOM;FEM;PL
relácie	zasedanja	relácia	zasedanje	N;NOM;FEM;PL	N;NOM;NEUT;PL
relácie	oddaje	relácia	oddaja	N;NOM;FEM;PL	N;NOM;FEM;PL
vzal	vzela	vziať	vzeti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
vzal	vzel	vziať	vzeti	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
sezón	sezon	sezón	sezona	N;GEN;FEM;PL	N;GEN;FEM;PL
sekundy	sekunde	sekunda	sekunda	N;NOM;FEM;PL	N;NOM;FEM;PL
duchovný	duhovna	duchovný	duhoven	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
duchovný	duhovni	duchovný	duhoven	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
duchovný	duhovno	duchovný	duhoven	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
výhra	zmaga	výhra	zmaga	N;NOM;FEM;SG	N;NOM;FEM;SG
výhra	zmaga	výhra	zmaga	N;NOM;FEM;SG	N;NOM;FEM;SG
odchádza	odhaja	odchádzať	odhajati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
skutočný	dejanski	skutočný	dejanski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;SG
skutočný	dejanska	skutočný	dejanski	ADJ;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
koncepcia	pojem	koncepcia	pojem	N;NOM;FEM;SG	N;NOM;MASC;SG
koncepcia	koncept	koncepcia	koncept	N;NOM;FEM;SG	N;NOM;MASC;SG
koncepcia	spočetje	koncepcia	spočetje	N;NOM;FEM;SG	N;NOM;NEUT;SG
nasledovala	sledilo	nasledovať	slediti	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;NEUT;SG;V.PTCP
nasledovala	sledila	nasledovať	slediti	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;FEM;SG;V.PTCP
nasledovala	sledil	nasledovať	slediti	V;IPFV;FEM;SG;POS;PST;V.PTCP	V;IPFV;MASC;SG;V.PTCP
hydra	hydra	hydra	hyder	N;NOM;FEM;SG	N;NOM;FEM;SG
nikolajevič	nikolajevič	nikolajevič	nikolajevič	N;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
kapitoly	poglavja	kapitola	poglavje	N;NOM;FEM;PL	N;NOM;NEUT;PL
konečná	končna	konečný	končen	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
konečná	končni	konečný	končen	ADJ;NOM;FEM;SG	ADJ;NOM;DEF;MASC;SG
pripojené	pritrjen	pripojený	pritrjen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC;SG;V.PTCP
pripojené	pritrjeno	pripojený	pritrjen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
pripojené	priloženo	pripojený	priložen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
pripojené	pritrjena	pripojený	pritrjen	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
pripojené	povezana	pripojený	povezan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;FEM;SG;V.PTCP
pripojené	povezano	pripojený	povezan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;NEUT;SG;V.PTCP
funkčné	funkcionalna	funkčný	funkcionalen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG
funkčné	funkcionalni	funkčný	funkcionalen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
prijať	prejeti	prijať	prejeti	V;PFV;POS;NFIN	V;PFV;NFIN
prijať	sprejeti	prijať	sprejeti	V;PFV;POS;NFIN	V;PFV;NFIN
prijať	sprejeti	prijať	sprejeti	V;PFV;POS;NFIN	V;PFV;NFIN
prijať	sprejmi	prijať	sprejeti	V;PFV;POS;NFIN	V;PFV;IMP;SG;2;FIN
sólo	solo	sólo	solo	N;NOM;NEUT;SG	N;NOM;MASC;SG
právomoci	pristojnosti	právomoc	pristojnost	N;NOM;FEM;PL	N;NOM;FEM;PL
právomoci	moči	právomoc	moč	N;NOM;FEM;PL	N;NOM;FEM;PL
právomoci	pooblastila	právomoc	pooblastilo	N;NOM;FEM;PL	N;NOM;NEUT;PL
právomoci	pristojnosti	právomoc	pristojnost	N;NOM;FEM;PL	N;NOM;FEM;PL
právomoci	pristojnosti	právomoc	pristojnost	N;NOM;FEM;PL	N;NOM;FEM;PL
právomoci	kompetence	právomoc	kompetenec	N;NOM;FEM;PL	N;NOM;FEM;PL
papier	papir	papier	papir	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pôda	zemlja	pôda	zemlja	N;NOM;FEM;SG	N;NOM;FEM;SG
pôda	umazanija	pôda	umazanija	N;NOM;FEM;SG	N;NOM;FEM;SG
pôda	dežela	pôda	dežela	N;NOM;FEM;SG	N;NOM;FEM;SG
pôda	kopno	pôda	kopno	N;NOM;FEM;SG	N;NOM;NEUT;SG
pôda	zemljišče	pôda	zemljišče	N;NOM;FEM;SG	N;NOM;NEUT;SG
zuby	zobje	zub	zob	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
zrušenie	razveljavitev	zrušenie	razveljavitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zrušenie	razveljavitev	zrušenie	razveljavitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zrušenie	preklic	zrušenie	preklic	N;NOM;NEUT;SG	N;NOM;MASC;SG
zrušenie	izbris	zrušenie	izbris	N;NOM;NEUT;SG	N;NOM;MASC;SG
zrušenie	razveljavitev	zrušenie	razveljavitev	N;NOM;NEUT;SG	N;NOM;FEM;SG
zrušenie	preklic	zrušenie	preklic	N;NOM;NEUT;SG	N;NOM;MASC;SG
zrušenie	preklic	zrušenie	preklic	N;NOM;NEUT;SG	N;NOM;MASC;SG
zrušenie	umik	zrušenie	umik	N;NOM;NEUT;SG	N;NOM;MASC;SG
zrušenie	odvzem	zrušenie	odvzem	N;NOM;NEUT;SG	N;NOM;MASC;SG
zrušenie	odstop	zrušenie	odstop	N;NOM;NEUT;SG	N;NOM;MASC;SG
nebo	nebes	nebo	nebes	N;NOM;NEUT;SG	N;NOM;NEUT;SG
nebo	nebesa	nebo	nebo	N;NOM;NEUT;SG	N;NOM;FEM;SG
nebo	nebo	nebo	nebo	N;NOM;NEUT;SG	N;NOM;NEUT;SG
experiment	eksperiment	experiment	eksperiment	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
experiment	poizkus	experiment	poizkus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
experiment	poskus	experiment	poskus	N;INAN;NOM;MASC;SG	N;NOM;MASC;SG
kamene	kamni	kameň	kamen	N;INAN;NOM;MASC;PL	N;NOM;MASC;PL
