年	tahun	年	tahun	N	N;SG
讀書	bacaan	讀書	bacaan	N	N;SG
科目	subyek	科目	subyek	N	N
科目	subjek	科目	subjek	N	N;SG
董事	papan	董事	papan	N	N;SG
董事	dewan	董事	dewan	N	N;SG
時常	seringkali	時常	seringkali	ADV	ADV
時常	sering	時常	sering	ADV	ADV
接力	estafet	接力	estafet	N	N
接力	relay	接力	relay	N	N
水庫	waduk	水庫	waduk	N	N;SG
水庫	bendungan	水庫	bendungan	N	N;SG
水庫	waduk	水庫	waduk	N	N;SG
水庫	waduk	水庫	waduk	N	N;SG
收益	pendapatan	收益	pendapatan	N	N;SG
收益	pendapatan	收益	pendapatan	N	N;SG
收益	penghasilan	收益	penhasilan	N	N;SG
隨機	acak	隨機	acak	ADJ	ADJ;SG
小隊	skuad	小隊	skuad	N	N;SG
小隊	squad	小隊	squad	N	N
小隊	regu	小隊	regu	N	N;SG
小隊	pasukan	小隊	pasukan	N	N;SG
認知	kognitif	認知	kognitif	N	N
佔據	menempati	佔據	mentempati	V	V;SG;ACT
山頂	puncak	山頂	puncak	N	N;SG
陸地	terestrial	陸地	terestrial	N	N;SG
陸地	daratan	陸地	daratan	N	N;SG
陸地	tanah	陸地	tanah	N	N;SG
金錢	uang	金錢	uang	N	N;SG
主人	protagonis	主人	protagonis	N	N
亮度	pencahayaan	亮度	pencahayaan	N	N;SG
亮度	kecerahan	亮度	kecerahan	N	N;SG
亮度	kecerahan	亮度	kecerahan	N	N;SG
襪	mukena	襪	mukena	N	N;SG
灌溉	irigasi	灌溉	irigasi	N	N;SG
導師	pengajar	導師	penajar	N	N;SG
導師	mentor	導師	mentor	N	N;SG
導師	pembimbing	導師	penbimbing	N	N;SG
包裝	paket	包裝	paket	N	N;SG
包裝	pembungkus	包裝	penbungkus	N	N;SG
包裝	pengemasan	包裝	penemasan	N	N;SG
包裝	kemasan	包裝	kemasan	N	N;SG
包裝	kemasan	包裝	kemasan	N	N;SG
包裝	pengemasan	包裝	penemasan	N	N;SG
包裝	pengepakan	包裝	penkepakan	N	N;SG
包裝	lipat	包裝	lipat	N	N;SG;ACT
應付	mengatasi	應付	menatasi	V	V;SG;ACT
義務	kewajiban	義務	kewajiban	N	N;SG
義務	kewajiban	義務	kewajiban	N	N;SG
煙	rokok	煙	rokok	N	N;SG
煙	asap	煙	asap	N	N;SG
煙	rokok	煙	rokok	N	N;SG
鑽	pengeboran	鑽	pengeboran	N	N
想像	imajinasi	想像	imajinasi	N	N;SG
傳輸	transmisi	傳輸	transmisi	N	N;SG
揭露	mengungkapkan	揭露	menungkapkan	V	V;SG;ACT
揭露	ungkapkan	揭露	ungkapkan	V	V;SG;ACT
揭露	mengekspos	揭露	menkekspos	V	V;SG;ACT
揭露	mengungkap	揭露	menungkap	V	V;SG;ACT
樹林	hutan	樹林	hutan	N	N;SG
節奏	ritme	節奏	ritme	N	N;SG
節奏	irama	節奏	irama	N	N;SG
陣容	barisan	陣容	barisan	N	N;SG
民俗	kaum	民俗	kaum	N	N;SG
民俗	rakyat	民俗	rakyat	N	N;SG
中毒	diracuni	中毒	diracuni	V	V;SG;PASS
中毒	diracun	中毒	diracun	V	V;SG;PASS
中毒	teracuni	中毒	teracuni	V	V;SG;PASS
中毒	meracuni	中毒	menracuni	V	V;SG;ACT
瞬間	momen	瞬間	momen	N	N;SG
郵政	kiriman	郵政	kiriman	N	N;SG
郵政	pos	郵政	pos	N	N;SG;ACT
解析	analitik	解析	analitik	N	N
解析	penguraian	解析	penuraian	N	N;SG
繪製	menggambar	繪製	mengambar	V	V;SG;ACT
偵測	mendeteksi	偵測	mendeteksi	V	V;SG;ACT
差別	bedanya	差別	beda	N	N;SG
差別	perbedaan	差別	perbedaan	N	N;SG
獎牌	medal	獎牌	medal	N	N
獎牌	medali	獎牌	medali	N	N;SG
獎牌	medali	獎牌	medali	N	N;SG
麻煩	masalah	麻煩	masalah	N	N;SG
麻煩	kesulitan	麻煩	kesulitan	N	N;SG
疏散	mengevakuasi	疏散	menkevakuasi	V	V;SG;ACT
疏散	mengungsi	疏散	menungsi	V	V;SG;ACT
鼓手	drumer	鼓手	drumer	N	N
鼓手	drummer	鼓手	drummer	N	N
陶瓷	keramik	陶瓷	keramik	N	N;SG
陶瓷	keramik	陶瓷	keramik	N	N;SG
容器	kontainer	容器	kontainer	N	N;SG
容器	wadah	容器	wadah	N	N;SG
容器	kontainer	容器	kontainer	N	N;SG
容器	wadah	容器	wadah	N	N;SG
哺乳	keperawatan	哺乳	keperawatan	N	N;SG
哺乳	perawat	哺乳	penrawat	N	N;SG
目	tujuan	目	tujuan	N	N;SG
目	destinasi	目	destinasi	N	N;SG
目	destinasi	目	destinasi	N	N;SG
咒	mantra	咒	mantra	N	N
咒	kutuk	咒	kutuk	N	N;SG
咒	kutukan	咒	kutukan	N	N;SG
滑冰	seluncur	滑冰	seluncur	N	N;SG
底下	bawah	底下	bawah	N	N;SG
成份	bahan	成份	bahan	N	N;SG
成份	bahan	成份	bahan	N	N;SG
淚	sobek	淚	sobek	N	N;SG
別名	alias	別名	alias	N	N;SG
別名	alias	別名	alias	N	N;SG
釣魚	perikanan	釣魚	perikanan	N	N;SG
削弱	melemah	削弱	menlemah	V	V;SG;ACT
削弱	melemahkan	削弱	menlemahkan	V	V;SG;ACT
削弱	melemah	削弱	menlemah	V	V;SG;ACT
削弱	melemahkan	削弱	menlemahkan	V	V;SG;ACT
自行	bersepeda	自行	bersepeda	V	V;SG;ACT
細節	perincian	細節	penrincian	N	N;SG
細節	rincian	細節	rincian	N	N;SG
細節	perincian	細節	penrincian	N	N;SG
細節	rincian	細節	rincian	N	N;SG
石碑	prasasti	石碑	prasasti	N	N
賠償	reparasi	賠償	reparasi	N	N;SG
賠償	kompensasi	賠償	kompensasi	N	N;SG
賠償	reparasi	賠償	reparasi	N	N;SG
常數	konstanta	常數	konstanta	N	N
常數	konstanta	常數	konstanta	N	N
摩托	motor	摩托	motor	N	N;SG
家用	domestik	家用	domestik	N	N;SG
罪犯	pidana	罪犯	pidana	N	N
罪犯	kriminal	罪犯	kriminal	N	N;SG
罪犯	penjahat	罪犯	penjahat	N	N;SG
罪犯	kriminal	罪犯	kriminal	N	N;SG
罪犯	penjahat	罪犯	penjahat	N	N;SG
罪犯	pelanggar	罪犯	penlanggar	N	N;SG
罪犯	pelaku	罪犯	penlaku	N	N;SG
罪犯	terpidana	罪犯	terpidana	N	N;SG;PASS
導彈	rudal	導彈	rudal	N	N;SG
導彈	roket	導彈	roket	N	N;SG
導彈	misil	導彈	misil	N	N;SG
導彈	rudal	導彈	rudal	N	N;SG
導彈	misil	導彈	misil	N	N;SG
電梯	angkat	電梯	angkat	N	N;SG;ACT
電梯	lift	電梯	lift	N	N
電梯	lift	電梯	lift	N	N
電梯	elevator	電梯	elevator	N	N;SG
蛾	ngengat	蛾	ngengat	N	N
困	mengantuk	困	menantuk	V	V;SG;ACT
王妃	puteri	王妃	puteri	N	N
心情	reaksi	心情	reaksi	N	N;SG
心情	tanggapan	心情	tanggapan	N	N;SG
心情	suasana	心情	suasana	N	N;SG
弧	busur	弧	busur	N	N;SG
帥	ganteng	帥	ganteng	N	N
語法	grammar	語法	grammar	N	N
語法	sintaks	語法	sintaks	N	N
語法	syntax	語法	syntax	N	N
橄欖	sepakbola	橄欖	sepakbola	N	N;SG
橄欖	rugby	橄欖	rugby	N	N
橄欖	rugbi	橄欖	rugbi	N	N
罐	guci	罐	guci	N	N
罐	toples	罐	toples	N	N;SG
罐	guci	罐	guci	N	N
罐	toples	罐	toples	N	N;SG
星際	antarbintang	星際	antarbintang	N	N;SG
流放	diasingkan	流放	diasingkan	V	V;SG;PASS
農場	perkebunan	農場	perkebunan	N	N;SG
農場	peternakan	農場	peternakan	N	N;SG
農場	ladang	農場	ladang	N	N;SG
農場	pertanian	農場	pertanian	N	N;SG
農場	ladang	農場	ladang	N	N;SG
農場	pertanian	農場	pertanian	N	N;SG
農場	peternakan	農場	peternakan	N	N;SG
寶石	permata	寶石	permata	N	N;SG
寶石	permata	寶石	permata	N	N;SG
宣誓	disumpah	宣誓	disumpah	V	V;SG;PASS
生理	fisiologis	生理	fisiologis	N	N
生理	fisiologi	生理	fisiologi	N	N
現金	kas	現金	kas	N	N;SG
現金	tunai	現金	tunai	N	N;SG
咬	gigit	咬	gigit	V	V;SG;ACT
跳水	menyelam	跳水	menselam	V	V;SG;ACT
跳水	menyelam	跳水	menselam	V	V;SG;ACT
巨型	raksasa	巨型	raksasa	N	N;SG
頭髮	rambut	頭髮	rambut	N	N;SG
整修	renovasi	整修	renovasi	N	N;SG
整修	renovasi	整修	renovasi	N	N;SG
整修	refurbishment	整修	refurbishment	N	N
罕見	langka	罕見	langka	N	N;SG
家長	orangtua	家長	orangtua	N	N;SG
家長	orangtua	家長	orangtua	N	N;SG
家長	induk	家長	induk	N	N;SG
集團	tentara	集團	tentara	N	N;SG
司長	sutradara	司長	sutradara	N	N;SG
司長	direktur	司長	direktur	N	N;SG
玉米	jagung	玉米	jagung	N	N;SG
核定	disetujui	核定	disetujui	V	V;SG;PASS
泵	pompa	泵	pompa	N	N;SG
泵	pompa	泵	pompa	N	N;SG
辯論	perdebatan	辯論	perdebatan	N	N;SG
辯論	debat	辯論	debat	N	N;SG
辯論	perdebatan	辯論	perdebatan	N	N;SG
辯論	debat	辯論	debat	N	N;SG
討厭	membenci	討厭	menbenci	V	V;SG;ACT
剩餘	sisa	剩餘	sisa	N	N;SG
剩餘	surplus	剩餘	surplus	N	N;SG
搭檔	mitra	搭檔	mitra	N	N;SG
搭檔	pasangan	搭檔	pasangan	N	N;SG
搭檔	rekan	搭檔	rekan	N	N;SG
夜晚	malam	夜晚	malam	N	N;SG
法師	penyihir	法師	pensihir	N	N;SG
法師	mage	法師	mage	N	N
補助	subsidi	補助	subsidi	N	N;SG
補助	subsidi	補助	subsidi	N	N;SG
信託	kepercayaan	信託	kepercayaan	N	N;SG
信託	amanat	信託	amanat	N	N;SG
躍	lompatan	躍	lompatan	N	N;SG
作物	tanaman	作物	tanaman	N	N;SG
作物	tanam	作物	tanam	N	N;SG;ACT
作物	tanaman	作物	tanaman	N	N;SG
作物	pangkas	作物	pangkas	N	N;SG;ACT
作物	potong	作物	potong	N	N;SG;ACT
檢察	jaksa	檢察	jaksa	N	N;SG
檢察	jaksa	檢察	jaksa	N	N;SG
桌面	desktop	桌面	desktop	N	N;SG
桌面	dekstop	桌面	dekstop	N	N
桌面	desktop	桌面	desktop	N	N;SG
芽	tunas	芽	tunas	N	N;SG
跳舞	dansa	跳舞	dansa	N	N;SG
跳舞	tari	跳舞	tari	N	N;SG
跳舞	tarian	跳舞	tarian	N	N;SG
疫苗	vaksin	疫苗	vaksin	N	N;SG
疫苗	vaksin	疫苗	vaksin	N	N;SG
干擾	jamming	干擾	jamming	N	N
干擾	interferensi	干擾	interferensi	N	N;SG
干擾	gangguan	干擾	gangguan	N	N;SG
精度	ketepatan	精度	ketepatan	N	N;SG
精度	presisi	精度	presisi	N	N;SG
精度	ketelitian	精度	ketelitian	N	N;SG
精度	keakuratan	精度	keakuratan	N	N;SG
精度	ketepatan	精度	ketepatan	N	N;SG
精度	akurasi	精度	akurasi	N	N;SG
精度	ahir	精度	ahir	N	N;SG
講師	dosen	講師	dosen	N	N;SG
終點	terminal	終點	terminal	N	N
酒精	alkohol	酒精	alkohol	N	N;SG
傘	payung	傘	payung	N	N;SG
追擊	mengejar	追擊	menkejar	V	V;SG;ACT
單車	sepeda	單車	sepeda	N	N;SG
單車	sepeda	單車	sepeda	N	N;SG
景觀	lansekap	景觀	lansekap	N	N;SG
景觀	landscape	景觀	landscape	N	N
景觀	lanskap	景觀	lanskap	N	N;SG
本田	honda	本田	honda	N	N
推力	dorong	推力	dorong	N	N;SG;ACT
推力	dorongan	推力	dorongan	N	N;SG
犧牲	pengorbanan	犧牲	penorbanan	N	N;SG
犧牲	kurban	犧牲	kurban	N	N
犧牲	pengorbanan	犧牲	penorbanan	N	N;SG
犧牲	pengorbanannya	犧牲	penorbanan	N	N;SG
實質	esensi	實質	esensi	N	N
實質	intisari	實質	intisari	N	N;SG
實質	zat	實質	zat	N	N;SG
實質	substansi	實質	substansi	N	N;SG
公約	konvensi	公約	konvensi	N	N;SG
塑料	plastic	塑料	plastic	N	N
塑料	plastik	塑料	plastik	N	N
塑料	plastic	塑料	plastic	N	N
塑料	plastik	塑料	plastik	N	N
哭	menangis	哭	mentangis	V	V;SG;ACT
哭	menangislah	哭	mentangis	V	V;SG;ACT
哭	menangis	哭	mentangis	V	V;SG;ACT
汽油	bensin	汽油	bensin	N	N;SG
汽油	gas	汽油	gas	N	N;SG
汽油	bensin	汽油	bensin	N	N;SG
臀	pinggul	臀	pinggul	N	N
臀	pinggul	臀	pinggul	N	N
臀	paha	臀	paha	N	N;SG
難民	pengungsi	難民	penkungsi	N	N;SG
難民	pengungsi	難民	penkungsi	N	N;SG
報名	daftarkan	報名	daftarkan	V	V;SG;ACT
毒品	obat	毒品	obat	N	N;SG
毒品	narkoba	毒品	narkoba	N	N;SG
衰落	menolak	衰落	mentolak	V	V;SG;ACT
賊	pencuri	賊	pencuri	N	N;SG
賊	pencuri	賊	pencuri	N	N;SG
中尉	letnan	中尉	letnan	N	N;SG
爭論	berdebat	爭論	berdebat	V	V;SG;ACT
爭論	berdebat	爭論	berdebat	V	V;SG;ACT
轉變	mengubah	轉變	menubah	V	V;SG;ACT
公噸	ton	公噸	ton	N	N
實踐	praktek	實踐	praktek	N	N;SG
實踐	latihan	實踐	latihan	N	N;SG
實踐	praktik	實踐	praktik	N	N;SG
天鵝	angsa	天鵝	angsa	N	N;SG
天鵝	angsa	天鵝	angsa	N	N;SG
喝	minumlah	喝	minumlah	V	V;SG;ACT
壇	altar	壇	altar	N	N;SG
壇	mezbah	壇	mezbah	N	N;SG
教派	sekte	教派	sekte	N	N
教派	sekte	教派	sekte	N	N
囚禁	dipenjarakan	囚禁	dipenjarakan	V	V;SG;PASS
囚禁	dipenjara	囚禁	dipenjara	V	V;SG;PASS
囚禁	terpenjara	囚禁	terpenjara	V	V;SG;PASS
染	pewarna	染	penwarna	N	N;SG
實用	kepraktisan	實用	kepraktisan	N	N;SG
實用	utilitas	實用	utilitas	N	N;SG
水星	merkuri	水星	merkuri	N	N;SG
水星	merkurius	水星	merkurius	N	N;SG
水星	raksa	水星	raksa	N	N;SG
落後	mundur	落後	mundur	V	V;SG;ACT
注射	menyuntikkan	注射	mensuntikkan	V	V;SG;ACT
地底	underground	地底	underground	N	N
心靈	pikiran	心靈	pikiran	N	N;SG
頭顱	tengkorak	頭顱	tengkorak	N	N;SG
遺跡	peninggalan	遺跡	pentinggalan	N	N;SG
遺跡	relik	遺跡	relik	N	N;SG
遺跡	pusaka	遺跡	pusaka	N	N;SG
遺跡	relik	遺跡	relik	N	N;SG
遺跡	reruntuhan	遺跡	reruntuhan	N	N
遺跡	puing	遺跡	puing	N	N;SG
約會	tanggal	約會	tanggal	N	N;SG;ACT
約會	kencan	約會	kencan	N	N;SG
約會	dating	約會	dating	N	N
光束	sinar	光束	sinar	N	N;SG
滿意	kepuasan	滿意	kepuasan	N	N;SG
囚犯	tawanan	囚犯	tawanan	N	N;SG
囚犯	tahanan	囚犯	tahanan	N	N;SG
囚犯	tahanan	囚犯	tahanan	N	N;SG
囚犯	narapidana	囚犯	narapidana	N	N
底盤	sasis	底盤	sasis	N	N
第五	kelima	第五	kelima	NUM	NUM
影子	bayangan	影子	bayangan	N	N;SG
影子	bayangan	影子	bayangan	N	N;SG
緩慢	lambat	緩慢	lambat	ADJ	ADJ;SG
緩慢	lamban	緩慢	lamban	ADJ	ADJ;SG
產量	hasil	產量	hasil	N	N;SG
產量	produksi	產量	produksi	N	N;SG
報章	koran	報章	koran	N	N;SG
報章	koran	報章	koran	N	N;SG
死神	kematian	死神	kematian	N	N;SG
大海	laut	大海	laut	N	N;SG
廣義	luas	廣義	luas	N	N;SG
檢驗	pengujian	檢驗	penujian	N	N;SG
火災	api	火災	api	N	N;SG
火災	kebakaran	火災	kebakaran	N	N;SG
火災	kebakaran	火災	kebakaran	N	N;SG
尺度	timbangan	尺度	timbangan	N	N;SG
尺度	sisik	尺度	sisik	N	N
環繞	mengelilingi	環繞	menkelilingi	V	V;SG;ACT
環繞	mengepung	環繞	menkepung	V	V;SG;ACT
戟	euphorbia	戟	euphorbia	N	N
客人	tamu	客人	tamu	N	N;SG
客人	tamu	客人	tamu	N	N;SG
精確	ketepatan	精確	ketepatan	N	N;SG
精確	presisi	精確	presisi	N	N;SG
精確	ketelitian	精確	ketelitian	N	N;SG
拘留	hukuman	拘留	hukuman	N	N;SG
拘留	penahanan	拘留	pentahanan	N	N;SG
護理	keperawatan	護理	keperawatan	N	N;SG
護理	perawat	護理	penrawat	N	N;SG
護理	perawatan	護理	penrawatan	N	N;SG
成像	pencitraan	成像	pencitraan	N	N;SG
地板	lantai	地板	lantai	N	N;SG
地板	lantai	地板	lantai	N	N;SG
地板	lantai	地板	lantai	N	N;SG
地板	lantainya	地板	lantai	N	N;SG
鬥爭	perjuangan	鬥爭	perjuangan	N	N;SG
檢測	deteksi	檢測	deteksi	N	N;SG
牛奶	susu	牛奶	susu	N	N;SG
牛奶	susunya	牛奶	susu	N	N;SG
彎	tekuk	彎	tekuk	N	N;SG
梳	sisir	梳	sisir	N	N;SG
棕色	coklat	棕色	coklat	N	N;SG
受邀	mengundang	受邀	menundang	V	V;SG;ACT
受邀	diundang	受邀	diundang	V	V;SG;PASS
氏族	klan	氏族	klan	N	N
氏族	klan	氏族	klan	N	N
醛	aldehida	醛	aldehida	N	N;SG
依賴	bergantung	依賴	bergantung	V	V;SG;ACT
共振	resonansi	共振	resonansi	N	N;SG
共振	resonansi	共振	resonansi	N	N;SG
硫酸	sulfat	硫酸	sulfat	N	N
手指	jari	手指	jari	N	N;SG
署長	pengurus	署長	penurus	N	N;SG
署長	administrator	署長	administrator	N	N;SG
面具	masker	面具	masker	N	N;SG
面具	topeng	面具	topeng	N	N;SG
面具	masker	面具	masker	N	N;SG
面具	topeng	面具	topeng	N	N;SG
雷射	laser	雷射	laser	N	N
效能	keefektifan	效能	keefektifan	N	N;SG
效能	efektivitas	效能	efektivitas	N	N
皇冠	mahkota	皇冠	mahkota	N	N
豪華	kemewahan	豪華	kemewahan	N	N;SG
豪華	mewah	豪華	mewah	N	N;SG
豪華	luxury	豪華	luxury	N	N
豪華	mewah	豪華	mewah	N	N;SG
就業	ketenagakerjaan	就業	ketenagakerjaan	N	N;SG
電動	listrik	電動	listrik	N	N;SG
電動	elektrik	電動	elektrik	N	N;SG
戀人	pecinta	戀人	pecinta	N	N;SG
指派	ditugaskan	指派	ditugaskan	V	V;SG;PASS
指派	ditetapkan	指派	ditetapkan	V	V;SG;PASS
指派	menugaskan	指派	mentugaskan	V	V;SG;ACT
指派	menetapkan	指派	mentetapkan	V	V;SG;ACT
指派	tetapkan	指派	tetapkan	V	V;SG;ACT
指派	menetapkan	指派	mentetapkan	V	V;SG;ACT
毒性	toksisitas	毒性	toksisitas	N	N
賭	judi	賭	judi	N	N;SG
賭	perjudian	賭	perjudian	N	N;SG
賭	taruhan	賭	taruhan	N	N;SG
翅膀	sayap	翅膀	sayap	N	N;SG
字典	kamus	字典	kamus	N	N
字典	kamus	字典	kamus	N	N
激素	hormon	激素	hormon	N	N;SG
激素	hormon	激素	hormon	N	N;SG
盟友	sekutu	盟友	sekutu	N	N;SG
盟友	sekutu	盟友	sekutu	N	N;SG
對立	menentang	對立	mententang	V	V;SG;ACT
奴隸	budak	奴隸	budak	N	N;SG
休閒	rekreasi	休閒	rekreasi	N	N;SG
休閒	santai	休閒	santai	N	N
休閒	casual	休閒	casual	N	N
犯人	tawanan	犯人	tawanan	N	N;SG
犯人	tahanan	犯人	tahanan	N	N;SG
犯人	tahanan	犯人	tahanan	N	N;SG
犯人	narapidana	犯人	narapidana	N	N
壓縮	dikompresi	壓縮	dikompresi	V	V;SG;PASS
壓縮	terkompresi	壓縮	terkompresi	V	V;SG;PASS
果實	buah	果實	buah	N	N;SG
果實	buah	果實	buah	N	N;SG
各州	kabupaten	各州	kabupaten	N	N;SG
七	tujuh	七	tujuh	NUM	NUM
綁	menculik	綁	menculik	V	V;SG;ACT
修理	perbaiki	修理	perbaiki	V	V;SG;ACT
服飾	pakaian	服飾	pakaian	N	N;SG
服飾	busana	服飾	busana	N	N;SG
服飾	pakaian	服飾	pakaian	N	N;SG
服飾	busana	服飾	busana	N	N;SG
恐懼	ketakutan	恐懼	ketakutan	N	N;SG
徽章	lencana	徽章	lencana	N	N;SG
徽章	lencana	徽章	lencana	N	N;SG
暴動	kerusuhan	暴動	kerusuhan	N	N;SG
暴動	kerusuhan	暴動	kerusuhan	N	N;SG
瀏覽	melihat	瀏覽	menlihat	V	V;SG;ACT
瀏覽	menjelajah	瀏覽	menjelajah	V	V;SG;ACT
瀏覽	menjelajahi	瀏覽	menjelajahi	V	V;SG;ACT
瀏覽	melihat	瀏覽	menlihat	V	V;SG;ACT
瀏覽	lihat	瀏覽	lihat	V	V;SG;ACT
姊姊	adik	姊姊	adik	N	N;SG
姊姊	suster	姊姊	suster	N	N
姊姊	kakak	姊姊	kakak	N	N;SG
核	nuklir	核	nuklir	N	N;SG
貸款	pinjaman	貸款	pinjaman	N	N;SG
貸款	pinjaman	貸款	pinjaman	N	N;SG
關卡	aras	關卡	aras	N	N;SG
關卡	tingkat	關卡	tingkat	N	N;SG
關卡	tingkatan	關卡	tingkatan	N	N;SG
關卡	level	關卡	level	N	N
關卡	aras	關卡	aras	N	N;SG
關卡	level	關卡	level	N	N
關卡	tingkatan	關卡	tingkatan	N	N;SG
關卡	tingkat	關卡	tingkat	N	N;SG
常規	rutinitas	常規	rutinitas	N	N
創業	awalan	創業	awalan	N	N;SG
創業	startup	創業	startup	N	N
創業	kewirausahaan	創業	kewirausahaan	N	N;SG
開心	ibrahimovic	開心	ibrahimovic	N	N;SG
畢業	lulus	畢業	lulus	V	V;SG
高潮	klimaks	高潮	klimaks	N	N
骨骼	tulangku	骨骼	tulang	N	N;SG
骨骼	tulang	骨骼	tulang	N	N;SG
骨骼	rangka	骨骼	rangka	N	N;SG
骨骼	kerangka	骨骼	kerangka	N	N;SG
骨骼	tulang	骨骼	tulang	N	N;SG
跟	mengikuti	跟	menikuti	V	V;SG;ACT
跟	ikuti	跟	ikuti	V	V;SG;ACT
汞	merkuri	汞	merkuri	N	N;SG
汞	merkurius	汞	merkurius	N	N;SG
汞	raksa	汞	raksa	N	N;SG
趨勢	tren	趨勢	tren	N	N;SG
後代	turunannya	後代	turunan	N	N;SG
後代	keturunan	後代	keturunan	N	N;SG
後代	keturunan	後代	keturunan	N	N;SG
變動	mengubah	變動	menubah	V	V;SG;ACT
時光	kali	時光	kali	N	N;SG
時光	waktu	時光	waktu	N	N;SG
時光	waktunya	時光	waktu	N	N;SG
保衛	pertahankan	保衛	pertahankan	V	V;SG;ACT
保衛	membela	保衛	menbela	V	V;SG;ACT
變換	mengubah	變換	menubah	V	V;SG;ACT
年紀	usia	年紀	usia	N	N;SG
年紀	umur	年紀	umur	N	N;SG
花費	dibelanjakan	花費	dibelanjakan	V	V;SG;PASS
花費	menghabiskan	花費	menhabiskan	V	V;SG;ACT
花費	dibelanjakan	花費	dibelanjakan	V	V;SG;PASS
花費	menghabiskan	花費	menhabiskan	V	V;SG;ACT
花費	menghabiskan	花費	menhabiskan	V	V;SG;ACT
聊天	obrolan	聊天	obrolan	N	N;SG
聊天	chatting	聊天	chatting	N	N
聊天	obrolan	聊天	obrolan	N	N;SG
漂亮	cantiknya	漂亮	cantik	N	N;SG
災難	bencana	災難	bencana	N	N;SG
災難	musibah	災難	musibah	N	N;SG
災難	bencana	災難	bencana	N	N;SG
災難	malapetaka	災難	malapetaka	N	N;SG
災難	bencana	災難	bencana	N	N;SG
媒介	media	媒介	media	N	N;SG
媒介	medium	媒介	medium	N	N
媒介	menengah	媒介	menengah	N	N;SG
民事	perdata	民事	perdata	N	N
棉花	katun	棉花	katun	N	N
棉花	kapas	棉花	kapas	N	N;SG
棉花	cotton	棉花	cotton	N	N
邪惡	kejahatan	邪惡	kejahatan	N	N;SG
邪惡	fasik	邪惡	fasik	N	N
業界	industri	業界	industri	N	N;SG
少校	jurusan	少校	jurusan	N	N;SG
困擾	bermasalah	困擾	bermasalah	V	V;SG;ACT
困擾	menghantui	困擾	menhantui	V	V;SG;ACT
譴責	mengutuk	譴責	menkutuk	V	V;SG;ACT
石化	membatu	石化	menbatu	V	V;SG;ACT
活力	dinamisme	活力	dinamisme	N	N
活力	vitalitas	活力	vitalitas	N	N
客觀	objektivitas	客觀	objektivitas	N	N
心理	psikologi	心理	psikologi	N	N;SG
大氣	atmosfer	大氣	atmosfer	N	N;SG
大氣	suasana	大氣	suasana	N	N;SG
大氣	atmosfir	大氣	atmosfir	N	N;SG
斑點	gumpalan	斑點	gumpalan	N	N;SG
斑點	bintik	斑點	bintik	N	N;SG
恨	kebencian	恨	kebencian	N	N;SG
決鬥	duel	決鬥	duel	N	N
支出	pengeluaran	支出	penkeluaran	N	N;SG
提取	mengekstrak	提取	menkekstrak	V	V;SG;ACT
提取	mengekstrak	提取	menkekstrak	V	V;SG;ACT
革新	inovasi	革新	inovasi	N	N;SG
革新	inovasi	革新	inovasi	N	N;SG
傍晚	petang	傍晚	petang	N	N;SG
傍晚	sore	傍晚	sore	N	N;SG
傍晚	malam	傍晚	malam	N	N;SG
柔道	judo	柔道	judo	N	N
格局	pola	格局	pola	N	N;SG
格局	pola	格局	pola	N	N;SG
字幕	subjudul	字幕	subjudul	N	N;SG
字幕	subtitel	字幕	subtitel	N	N
字幕	subjudul	字幕	subjudul	N	N;SG
陵墓	makam	陵墓	makam	N	N;SG
社會	sosiologi	社會	sosiologi	N	N;SG
幽靈	hantu	幽靈	hantu	N	N;SG
射線	sinar	射線	sinar	N	N;SG
穹	kubah	穹	kubah	N	N
血統	keturunan	血統	keturunan	N	N;SG
血統	silsilah	血統	silsilah	N	N
血統	keturunan	血統	keturunan	N	N;SG
困境	kesulitan	困境	kesulitan	N	N;SG
困境	dilema	困境	dilema	N	N;SG
眼鏡	gelas	眼鏡	gelas	N	N;SG
眼鏡	kacamata	眼鏡	kacamata	N	N
眼鏡	kacamatanya	眼鏡	kacamatanya	N	N
版面	layout	版面	layout	N	N
濃度	konsentrasi	濃度	konsentrasi	N	N;SG
濃度	jurusan	濃度	jurusan	N	N;SG
漏	kebocoran	漏	kebocoran	N	N;SG
中性	netralitas	中性	netralitas	N	N
陪同	mengawal	陪同	menkawal	V	V;SG;ACT
家屬	keluarga	家屬	keluarga	N	N;SG
家屬	famili	家屬	famili	N	N;SG
圖形	grafik	圖形	grafik	N	N
圖形	grafis	圖形	grafis	N	N
圖形	grafik	圖形	grafik	N	N
圖形	grafis	圖形	grafis	N	N
前端	antarmuka	前端	antarmuka	N	N;SG
老鼠	tikus	老鼠	tikus	N	N;SG
流派	genre	流派	genre	N	N
流派	genre	流派	genre	N	N
流派	aliran	流派	aliran	N	N;SG
語言	linguistik	語言	linguistik	N	N
微笑	senyum	微笑	senyum	N	N;SG
石頭	batu	石頭	batu	N	N;SG
石頭	batuan	石頭	batuan	N	N;SG
石頭	batu	石頭	batu	N	N;SG
審議	pertimbangan	審議	pertimbangan	N	N;SG
魔力	sihir	魔力	sihir	N	N;SG
魔力	sulap	魔力	sulap	N	N;SG
歷史	sejarawan	歷史	sejarawan	N	N
歷史	sejarawan	歷史	sejarawan	N	N
金字	piramida	金字	piramida	N	N
金字	piramid	金字	piramid	N	N
金字	piramida	金字	piramida	N	N
橙	jeruk	橙	jeruk	N	N;SG
