med	koos	med	koos	ADV	ADV
forsvinder	kaovad	forsvinde	kaduma	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN;ACT
forsvinder	kaduma	forsvinde	kaduma	V;IND;PRS;FIN;ACT	V;IN+ALL;V.CVB;ACT
susanne	susanne	susan	susann	N;INDF;MASC+FEM;SG	N;NOM;SG
symptomer	sümptomid	symptom	sümptom	N;INDF;NEUT;PL	N;NOM;PL
integreret	integreeritud	integrere	integreerima	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
ansættelse	kokkusaamine	ansættelse	kokku_saamine	N;INDF;MASC+FEM;SG	N;NOM;SG
ansættelse	nimetamine	ansættelse	nimetamine	N;INDF;MASC+FEM;SG	N;NOM;SG
ansættelse	värbamine	ansættelse	värbamine	N;INDF;MASC+FEM;SG	N;NOM;SG
ansættelse	tööhõive	ansættelse	töö_hõive	N;INDF;MASC+FEM;SG	N;NOM;SG
drikke	juua	drikke	jooma	V;NFIN;ACT	V;NFIN
trafikken	liikluse	trafik	liiklus	N;DEF;MASC+FEM;SG	N;GEN;SG
trafikken	liiklus	trafik	liiklus	N;DEF;MASC+FEM;SG	N;NOM;SG
trafikken	liikluses	trafik	liiklus	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
presset	surve	pres	surve	N;DEF;NEUT;SG	N;NOM;SG
presset	rõhu	pres	rõhk	N;DEF;NEUT;SG	N;GEN;SG
presset	rõhk	pres	rõhk	N;DEF;NEUT;SG	N;NOM;SG
nutiden	olevik	nutid	olevik	N;DEF;MASC+FEM;SG	N;NOM;SG
nutiden	kingitus	nutid	kingitus	N;DEF;MASC+FEM;SG	N;NOM;SG
kendetegn	iseloomustus	kendetegn	ise_loomustus	N;INDF;NEUT;SG	N;NOM;SG
metoden	meetod	metod	meetod	N;DEF;MASC+FEM;SG	N;NOM;SG
kristi	kristi	kristi	kristi	N;INDF;MASC+FEM;SG	N;NOM;SG
melbourne	melbourne	melbourn	melbourne	N;INDF;MASC+FEM;SG	N;NOM;SG
sandsynligt	tõenäoline	sandsynlig	tõe_näoline	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
sandsynligt	tõenäoline	sandsynlig	tõe_näoline	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
artist	esitaja	artist	esitaja	N;INDF;MASC+FEM;SG	N;NOM;SG
artist	artist	artist	artist	N;INDF;MASC+FEM;SG	N;NOM;SG
artist	kunstnik	artist	kunstnik	N;INDF;MASC+FEM;SG	N;NOM;SG
vogne	vagunite	vogn	vagun	N;INDF;MASC+FEM;PL	N;GEN;PL
vogne	vagunid	vogn	vagun	N;INDF;MASC+FEM;PL	N;NOM;PL
nederlandske	hollandi	nederlandsk	hollandi	ADJ;PL	ADJ
heat	kuumus	heat	kuumus	N;INDF;NEUT;SG	N;NOM;SG
heat	soojus	heat	soojus	N;INDF;NEUT;SG	N;NOM;SG
heat	soojuse	heat	soojus	N;INDF;NEUT;SG	N;GEN;SG
spillerne	mängijad	spiller	mängija	N;DEF;MASC+FEM;PL	N;NOM;PL
platin	plaatina	platin	plaat	N;INDF;NEUT;SG	N;FRML;SG
overordnet	üldine	overordne	üldine	ADJ;INDF;SG	ADJ;NOM;SG
længden	pikkus	længde	pikkus	N;DEF;MASC+FEM;SG	N;NOM;SG
gangen	koridor	gang	koridor	N;DEF;MASC+FEM;SG	N;NOM;SG
anbragt	paigutatud	anbragt	paigutama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
anbragt	asetatud	anbragt	asetama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
kongressen	kongress	kongres	kongress	N;DEF;MASC+FEM;SG	N;NOM;SG
instruktion	juhend	instruktion	juhend	N;INDF;MASC+FEM;SG	N;NOM;SG
stifter	nõelad	stift	nõelama	N;INDF;MASC+FEM;PL	N;NOM;PL
betaling	väljavõte	betaling	välja_võte	N;INDF;MASC+FEM;SG	N;NOM;SG
betaling	tasumine	betaling	tasumine	N;INDF;MASC+FEM;SG	N;NOM;SG
betaling	maksmine	betaling	maksmine	N;INDF;MASC+FEM;SG	N;NOM;SG
atmosfære	atmosfääri	atmosfære	atmo_sfäär	N;INDF;MASC+FEM;SG	N;GEN;SG
atmosfære	atmosfäär	atmosfære	atmo_sfäär	N;INDF;MASC+FEM;SG	N;NOM;SG
rapper	räppar	rappe	räppar	N;INDF;MASC+FEM;SG	N;NOM;SG
hagen	hagen	hag	hagen	N;DEF;MASC+FEM;SG	N;NOM;SG
hagen	lõug	hag	lõug	N;DEF;MASC+FEM;SG	N;NOM;SG
hagen	chin	hag	chin	N;DEF;MASC+FEM;SG	N;NOM;SG
konkurrencer	võistlustel	konkurrence	võistlus	N;INDF;MASC+FEM;PL	N;AT+ESS
;PL
konkurrencer	võistlused	konkurrence	võistlus	N;INDF;MASC+FEM;PL	N;NOM;PL
konkurrencer	võistlused	konkurrence	võistlus	N;INDF;MASC+FEM;PL	N;NOM;PL
regent	valitseja	regent	valitseja	N;INDF;MASC+FEM;SG	N;NOM;SG
regent	asevalitseja	regent	ase_valitseja	N;INDF;MASC+FEM;SG	N;NOM;SG
åbenbart	ilmselt	åbenbart	ilmselt	ADV	ADV
åbenbart	nähtavasti	åbenbart	nähtavasti	ADV	ADV
planeten	planet	plan	planet	N;DEF;MASC+FEM;SG	N;NOM;SG
planeten	planeet	plan	planeet	N;DEF;MASC+FEM;SG	N;NOM;SG
greb	haare	gribe	haare	N;INDF;NEUT;SG	N;NOM;SG
mandag	esmaspäeval	mandag	esmas_päev	N;INDF;MASC+FEM;SG	N;AT+ESS
;SG
mandag	esmaspäev	mandag	esmas_päev	N;INDF;MASC+FEM;SG	N;NOM;SG
stuart	stuart	stuart	stuart	N;INDF;MASC+FEM;SG	N;NOM;SG
strenge	ranged	streng	range	ADJ;PL	ADJ;NOM;PL
konservativ	konservatiivne	konservativ	konservatiivne	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
græs	rohi	græs	rohi	N;INDF;NEUT;SG	N;NOM;SG
græs	muru	græs	muru	N;INDF;NEUT;SG	N;NOM;SG
græs	kanep	græs	kanep	N;INDF;NEUT;SG	N;NOM;SG
græs	puru	græs	puru	N;INDF;NEUT;SG	N;PRT;SG
basketball	korvpall	basketball	korvpall	N;INDF;MASC+FEM;SG	N;NOM;SG
alfabet	tähestik	alfab	tähestik	N;INDF;NEUT;SG	N;NOM;SG
price	price	price	price	N;INDF;NEUT;SG	N;NOM;SG
price	hind	price	hind	N;INDF;NEUT;SG	N;NOM;SG
bringer	toob	bringe	tooma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
værktøj	tööriist	værktøj	töö_riist	N;INDF;NEUT;SG	N;NOM;SG
slutspillet	play	slutspillet	play	N;DEF;NEUT;SG	N;NOM;SG
løs	lahtine	løs	lahtine	ADJ;INDF;SG	ADJ;NOM;SG
spids	tip	spids	tip	N;INDF;MASC+FEM;SG	N;NOM;SG
fokuserer	keskendudes	fokusere	keskenduma	V;IND;PRS;FIN;ACT	V;V.CVB
færdigt	lõpetatud	færdig	lõpetama	ADJ;INDF;NEUT;SG	ADJ;PST;V.PTCP;PASS
udfører	täidab	udføre	täitma	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
mindretal	vähemus	mindretal	vähemus	N;INDF;NEUT;SG	N;NOM;SG
motiv	motiiv	motiv	motiiv	N;INDF;NEUT;SG	N;NOM;SG
motiv	motiiv	motiv	motiiv	N;INDF;NEUT;SG	N;NOM;SG
opfattet	tajuda	opfatte	tajuma	V;INDF;SG;PST;V.PTCP	V;NFIN
mønster	muster	mønster	muster	N;INDF;NEUT;SG	N;NOM;SG
mønster	mustri	mønster	muster	N;INDF;NEUT;SG	N;GEN;SG
galleri	galeriis	galleri	galeriis	N;INDF;NEUT;SG	N;IN+ESS;SG
galleri	galerii	galleri	galerii	N;INDF;NEUT;SG	N;NOM;SG
citroën	citroën	citroën	citroën	N;INDF;MASC+FEM;SG	N;NOM;SG
mathilde	mathilde	mathilde	mathild	N;INDF;MASC+FEM;SG	N;NOM;SG
køkken	köök	køkke	köök	N;INDF;NEUT;SG	N;NOM;SG
underviser	õpetada	undervise	õpetama	V;IND;PRS;FIN;ACT	V;NFIN
underviser	õpetab	undervise	õpetama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
kulturen	kultuuri	kultur	kultuur	N;DEF;MASC+FEM;SG	N;PRT;SG
kulturen	kultuur	kultur	kultuur	N;DEF;MASC+FEM;SG	N;NOM;SG
uafgjort	lips	uafgjort	lips	N;INDF;MASC+FEM;SG	N;NOM;SG
uafgjort	viik	uafgjort	viik	N;INDF;MASC+FEM;SG	N;NOM;SG
uafgjort	loosimine	uafgjort	loosimine	N;INDF;MASC+FEM;SG	N;NOM;SG
uafgjort	viik	uafgjort	viik	N;INDF;MASC+FEM;SG	N;NOM;SG
smuk	kaunist	smuk	kaunis	ADJ;INDF;MASC+FEM;SG	ADJ;PRT;SG
smuk	ilus	smuk	ilus	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
smuk	kaunis	smuk	kaunis	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
hensigt	kavatsusest	hensigt	kavatsus	N;INDF;MASC+FEM;SG	N;IN+ABL;SG
hensigt	kavatsus	hensigt	kavatsus	N;INDF;MASC+FEM;SG	N;NOM;SG
hensigt	kavatsus	hensigt	kavatsus	N;INDF;MASC+FEM;SG	N;NOM;SG
eleverne	üliõpilased	elev	üli_õpilane	N;DEF;MASC+FEM;PL	N;NOM;PL
eleverne	õpilased	elev	õpilane	N;DEF;MASC+FEM;PL	N;NOM;PL
eleverne	tudengid	elev	tudeng	N;DEF;MASC+FEM;PL	N;NOM;PL
eleverne	pupillid	elev	pupill	N;DEF;MASC+FEM;PL	N;NOM;PL
eleverne	õpilased	elev	õpilane	N;DEF;MASC+FEM;PL	N;NOM;PL
beatles	beatles	beatel	beatlema	N;INDF;MASC+FEM;SG	N;NOM;SG
gettysburg	gettysburgi	gettysburg	gettysburgi	N;INDF;MASC+FEM;SG	N;PRT;SG
baker	pagar	bakke	pagar	N;INDF;MASC+FEM;SG	N;NOM;SG
baker	baker	bakke	baker	N;INDF;MASC+FEM;SG	N;NOM;SG
imponerende	muljetavaldav	imponerende	muljeta_valdav	ADJ	ADJ;NOM;SG;PRS;V.PTCP;ACT
materiel	materjal	materiel	materjal	N;INDF;NEUT;SG	N;NOM;SG
fjendtlige	vaenulikud	fjendtlig	vaenulik	ADJ;PL	ADJ;NOM;PL
fjendtlige	vaenulikud	fjendtlig	vaenulik	ADJ;PL	ADJ;NOM;PL
dal	org	dal	org	N;INDF;MASC+FEM;SG	N;NOM;SG
dal	oru	dal	oru	N;INDF;MASC+FEM;SG	N;NOM;SG
dal	valley	dal	valley	N;INDF;MASC+FEM;SG	N;NOM;SG
centret	keskus	center	keskus	N;DEF;NEUT;SG	N;NOM;SG
gæld	võlg	gæld	võlg	N;INDF;MASC+FEM;SG	N;NOM;SG
gæld	võla	gæld	võla	N;INDF;MASC+FEM;SG	N;PRT;SG
folkeslag	rahvaste	folkeslag	rahvas	N;INDF;NEUT;PL	N;GEN;PL
folkeslag	rahvad	folkeslag	rahvas	N;INDF;NEUT;PL	N;NOM;PL
observationer	tähelepanekud	observation	tähele_panek	N;INDF;MASC+FEM;PL	N;NOM;PL
observationer	vaatlused	observation	vaatlus	N;INDF;MASC+FEM;PL	N;NOM;PL
odin	odin	odin	odema	N;INDF;MASC+FEM;SG	N;NOM;SG
niveauer	tasemed	niveaue	tase	N;INDF;NEUT;PL	N;NOM;PL
smidt	visatud	smidt	viskama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
relaterede	seotud	relatere	siduma	V;PL;PST;V.PTCP	V;PST;V.PTCP;PASS
kastet	visatud	kaste	viskama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
kerne	core	kerne	core	N;INDF;MASC+FEM;SG	N;NOM;SG
kerne	tuum	kerne	tuum	N;INDF;MASC+FEM;SG	N;NOM;SG
kerne	tuuma	kerne	tuum	N;INDF;MASC+FEM;SG	N;PRT;SG
kerne	tuum	kerne	tuum	N;INDF;MASC+FEM;SG	N;NOM;SG
kerne	kerneli	kerne	kerneli	N;INDF;MASC+FEM;SG	N;NOM;SG
dommere	kohtunikud	dommer	kohtunik	N;INDF;MASC+FEM;PL	N;NOM;PL
bold	ball	bold	ball	N;INDF;MASC+FEM;SG	N;NOM;SG
bold	pall	bold	pall	N;INDF;MASC+FEM;SG	N;NOM;SG
bold	palli	bold	pall	N;INDF;MASC+FEM;SG	N;PRT;SG
administratorer	haldajad	administrator	haldaja	N;INDF;MASC+FEM;PL	N;NOM;PL
administratorer	administraatoritele	administrator	administraator	N;INDF;MASC+FEM;PL	N;AT+ALL;PL
anklaget	süüdistatud	anklage	süüdistama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
opnår	saavutab	opnår	saavutama	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
hjernen	ajju	hjerne	aji	N;DEF;MASC+FEM;SG	N;PRT;SG
hjernen	aju	hjerne	aju	N;DEF;MASC+FEM;SG	N;NOM;SG
lejren	laagri	lejr	laager	N;DEF;MASC+FEM;SG	N;NOM;SG
lejren	laager	lejr	laager	N;DEF;MASC+FEM;SG	N;NOM;SG
lejren	laagris	lejr	laager	N;DEF;MASC+FEM;SG	N;IN+ESS;SG
firmaer	firmad	firma	firma	N;INDF;NEUT;PL	N;NOM;PL
firmaer	äriühingud	firma	äri_ühing	N;INDF;NEUT;PL	N;NOM;PL
firmaer	firmad	firma	firma	N;INDF;NEUT;PL	N;NOM;PL
firmaer	ettevõtted	firma	ette_võte	N;INDF;NEUT;PL	N;NOM;PL
gifte	abiellusid	gifte	abi_elluma	V;NFIN;ACT	V;IND;PL;3;PST;FIN;ACT
gifte	abiellus	gifte	abi_elluma	V;NFIN;ACT	V;IND;SG;3;PST;FIN;ACT
øjnene	silmad	øje	silm	N;DEF;NEUT;PL	N;NOM;PL
forventede	oodati	forvente	ootama	V;PL;PST;V.PTCP	V;IND;PST;FIN;PASS
selvstyre	autonoomia	selvstyre	autonoomia	N;INDF;NEUT;SG	N;NOM;SG
selvstyre	sõltumatus	selvstyre	sõltumatus	N;INDF;NEUT;SG	N;NOM;SG
emanuel	emanuel	emanuel	emanu	N;INDF;MASC+FEM;SG	N;NOM;SG
landskaber	maastikud	landskaber	maastik	N;INDF;NEUT;PL	N;NOM;PL
indtægter	tulud	indtægte	tulu	N;INDF;MASC+FEM;PL	N;NOM;PL
indtægter	tulud	indtægte	tulu	N;INDF;MASC+FEM;PL	N;NOM;PL
linux	linux	linux	linux	N;INDF;MASC+FEM;SG	N;NOM;SG
relationer	suhted	relation	suhe	N;INDF;MASC+FEM;PL	N;NOM;PL
relationer	suhted	relation	suhe	N;INDF;MASC+FEM;PL	N;NOM;PL
relationer	suhted	relation	suhe	N;INDF;MASC+FEM;PL	N;NOM;PL
vokse	kasvab	vokse	kasvama	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
vokse	kasvavad	vokse	kasvama	V;NFIN;ACT	V;IND;PL;3;PRS;FIN;ACT
vokse	kasvama	vokse	kasvama	V;NFIN;ACT	V;IN+ALL;V.CVB;ACT
vokse	kasva	vokse	kasvama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
symboler	tähised	symbol	tähine	N;INDF;MASC+FEM;PL	N;NOM;PL
symboler	sümbolid	symbol	sümbol	N;INDF;MASC+FEM;PL	N;NOM;PL
skjold	kilp	skjold	kilp	N;INDF;NEUT;SG	N;NOM;SG
monaco	monaco	monaco	monaco	N;INDF;MASC+FEM;SG	N;NOM;SG
studenter	üliõpilased	student	üli_õpilane	N;INDF;NEUT;PL	N;NOM;PL
studenter	õpilased	student	õpilane	N;INDF;NEUT;PL	N;NOM;PL
studenter	tudengid	student	tudeng	N;INDF;NEUT;PL	N;NOM;PL
persiske	pärsia	persisk	pärsia	ADJ;PL	ADJ
seminarium	seminari	seminarium	seminar	N;INDF;NEUT;SG	N;GEN;SG
tyve	kakskümmend	tyve	kaks_kümmend	NUM	NUM;NOM;SG
kaste	viska	kaste	viskama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
kaste	visata	kaste	viskama	V;NFIN;ACT	V;NFIN
helbred	tervist	helbred	tervis	N;INDF;NEUT;SG	N;PRT;SG
helbred	tervishoid	helbred	tervis_hoid	N;INDF;NEUT;SG	N;NOM;SG
helbred	tervis	helbred	tervis	N;INDF;NEUT;SG	N;NOM;SG
cooper	cooper	coope	cooper	N;INDF;MASC+FEM;SG	N;NOM;SG
hamilton	hamiltoni	hamilton	hamilton	N;INDF;MASC+FEM;SG	N;PRT;SG
hamilton	hamilton	hamilton	hamilton	N;INDF;MASC+FEM;SG	N;NOM;SG
engagement	kihlus	engagement	kihlus	N;INDF;NEUT;SG	N;NOM;SG
engagement	kaasamine	engagement	kaasamine	N;INDF;NEUT;SG	N;NOM;SG
engagement	kaasatus	engagement	kaasatus	N;INDF;NEUT;SG	N;NOM;SG
engagement	pühendumus	engagement	pühendumus	N;INDF;NEUT;SG	N;NOM;SG
engagement	kohustuse	engagement	kohustus	N;INDF;NEUT;SG	N;GEN;SG
engagement	pühendumine	engagement	pühendumine	N;INDF;NEUT;SG	N;NOM;SG
engagement	kohustus	engagement	kohustus	N;INDF;NEUT;SG	N;NOM;SG
vurderet	hinnatud	vurdere	hindama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
vurderet	hinnati	vurdere	hindama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
vurderet	hinnatud	vurdere	hindama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
vurderet	hinnatud	vurdere	hindama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
håndværk	käsitöö	håndværk	käsi_töö	N;INDF;NEUT;SG	N;NOM;SG
håndværk	käsitöö	håndværk	käsi_töö	N;INDF;NEUT;SG	N;NOM;SG
dyrket	kasvanud	dyrke	kasvama	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;ACT
dyrket	kasvatatud	dyrke	kasvatatud	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
marianne	marianne	marianne	marianne	N;INDF;MASC+FEM;SG	N;NOM;SG
viking	viking	viking	viking	N;INDF;MASC+FEM;SG	N;NOM;SG
viking	viiking	viking	viiking	N;INDF;MASC+FEM;SG	N;NOM;SG
udgravninger	väljakaevamistel	udgravning	välja_kaevamine	N;INDF;MASC+FEM;PL	N;AT+ESS
;PL
stærkeste	tugevaim	stærk	tugevaim	ADJ;DEF;RL	ADJ;NOM;RL;SG
vinger	tiibu	vinge	tiib	N;INDF;MASC+FEM;PL	N;PRT;PL
vinger	tiivad	vinge	tiib	N;INDF;MASC+FEM;PL	N;NOM;PL
åbning	avamine	åbning	avamine	N;INDF;MASC+FEM;SG	N;NOM;SG
annoncerede	teatas	annoncere	teatama	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
indisk	indiaanlane	indisk	indiaanlane	N;INDF;MASC+FEM;SG	N;NOM;SG
borgerne	kodanikud	borger	kodanik	N;DEF;MASC+FEM;PL	N;NOM;PL
hale	saba	hale	saba	N;INDF;MASC+FEM;SG	N;NOM;SG
hale	hale	hale	hale	N;INDF;MASC+FEM;SG	N;NOM;SG
psykologi	psühholoogia	psykologi	psühholoogia	N;INDF;MASC+FEM;SG	N;NOM;SG
grevinde	krahvinna	grevinde	krahvinna	N;INDF;MASC+FEM;SG	N;NOM;SG
huller	lünki	huller	lünk	N;INDF;MASC+FEM;PL	N;PRT;PL
huller	lüngad	huller	lüngas	N;INDF;MASC+FEM;PL	N;NOM;PL
huller	augud	huller	auk	N;INDF;MASC+FEM;PL	N;NOM;PL
behandler	kohtleb	behandle	kohtlema	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
tilbudt	pakkus	tilbudt	pakkuma	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN;ACT
tilbudt	pakutud	tilbudt	pakkuma	V;INDF;SG;PST;V.PTCP	V;PST;V.PTCP;PASS
mislykkedes	nurjunud	mislykkes	nurjuma	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
mislykkedes	ebaõnnestunud	mislykkes	eba_õnnestuma	V;IND;PST;FIN;ACT	V;PST;V.PTCP;ACT
mislykkedes	nurjus	mislykkes	nurjuma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
mislykkedes	ebaõnnestus	mislykkes	eba_õnnestuma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
palæ	mõis	palæ	mõis	N;INDF;NEUT;SG	N;NOM;SG
uenighed	vaidlus	uenighed	vaidlus	N;INDF;MASC+FEM;SG	N;NOM;SG
homer	homer	homer	homer	N;INDF;MASC+FEM;SG	N;NOM;SG
skarp	terav	skarp	terav	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
felter	põllud	felter	põld	N;INDF;NEUT;PL	N;NOM;PL
felter	väljad	felter	väli	N;INDF;NEUT;PL	N;NOM;PL
pattedyr	imetajad	pattedyr	imetaja	N;INDF;NEUT;PL	N;NOM;PL
pattedyr	imetajate	pattedyr	imetaja	N;INDF;NEUT;PL	N;GEN;PL
vinkel	nurk	vinkel	nurk	N;INDF;MASC+FEM;SG	N;NOM;SG
diskutere	arutada	diskutere	arutama	V;NFIN;ACT	V;NFIN
diskutere	aruta	diskutere	arutama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
herredømme	ülemvõimu	herredømme	ülem_võim	N;INDF;NEUT;SG	N;PRT;SG
resultaterne	tulemused	resultat	tulemus	N;DEF;NEUT;PL	N;NOM;PL
presley	presley	presley	presley	N;INDF;MASC+FEM;SG	N;NOM;SG
fan	ventilaator	fan	ventilaator	N;INDF;MASC+FEM;SG	N;NOM;SG
fan	fänn	fan	fänn	N;INDF;MASC+FEM;SG	N;NOM;SG
mønter	mündid	mønt	münt	N;INDF;MASC+FEM;PL	N;NOM;PL
debatten	arutelu	debat	arutelu	N;DEF;MASC+FEM;SG	N;NOM;SG
debatten	debatt	debat	debatt	N;DEF;MASC+FEM;SG	N;NOM;SG
hjemland	kodumaa	hjemland	kodu_maa	N;INDF;NEUT;SG	N;NOM;SG
medlemskab	liikmeks	medlemskab	liige	N;INDF;NEUT;SG	N;TRANS;SG
nederlandsk	hollandi	nederlandsk	hollandi	ADJ;INDF;SG	ADJ
kritikere	kriitikud	kritiker	kriitik	N;INDF;MASC+FEM;PL	N;NOM;PL
repræsentere	esindavad	repræsentere	esindama	V;NFIN;ACT	V;IND;PL;3;PRS;FIN;ACT
repræsentere	esindab	repræsentere	esindama	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
repræsentere	esinda	repræsentere	esindama	V;NFIN;ACT	V;IMP;SG;2;PRS;FIN;ACT
repræsentere	esindavad	repræsentere	esindama	V;NFIN;ACT	V;IND;PL;3;PRS;FIN;ACT
repræsentere	esindab	repræsentere	esindama	V;NFIN;ACT	V;IND;SG;3;PRS;FIN;ACT
afskaffet	kaotati	afskaffe	kaotama	V;INDF;SG;PST;V.PTCP	V;IND;PST;FIN;PASS
forældrene	vanemad	forælder	vanem	N;DEF;MASC+FEM;PL	N;NOM;PL
forældrene	lapsevanemad	forælder	lapse_vanem	N;DEF;MASC+FEM;PL	N;NOM;PL
dramatisk	dramaatiline	dramatisk	dramaatiline	ADJ;INDF;SG	ADJ;NOM;SG
arbejdskraft	tööjõudu	arbejdskraft	töö_jõud	N;INDF;MASC+FEM;SG	N;PRT;SG
arbejdskraft	tööjõud	arbejdskraft	töö_jõud	N;INDF;MASC+FEM;SG	N;NOM;SG
kvinden	naise	kvinde	naine	N;DEF;MASC+FEM;SG	N;GEN;SG
kvinden	naine	kvinde	naine	N;DEF;MASC+FEM;SG	N;NOM;SG
vejret	hingamine	vejr	hingamine	N;DEF;NEUT;SG	N;NOM;SG
vejret	hingamise	vejr	hingamine	N;DEF;NEUT;SG	N;GEN;SG
vejret	hingamist	vejr	hingamine	N;DEF;NEUT;SG	N;PRT;SG
vejret	ilm	vejr	ilm	N;DEF;NEUT;SG	N;NOM;SG
departement	osakond	departement	osakond	N;INDF;NEUT;SG	N;NOM;SG
hals	kurgu	hals	kurgu	N;INDF;MASC+FEM;SG	N;NOM;SG
hals	kurku	hals	kurk	N;INDF;MASC+FEM;SG	N;IN+ALL;LGSPEC1;SG
hals	kurk	hals	kurk	N;INDF;MASC+FEM;SG	N;NOM;SG
hals	kõri	hals	kõri	N;INDF;MASC+FEM;SG	N;NOM;SG
hals	kaela	hals	kael	N;INDF;MASC+FEM;SG	N;PRT;SG
hals	kael	hals	kael	N;INDF;MASC+FEM;SG	N;NOM;SG
sans	sans	sans	sans	N;INDF;MASC+FEM;SG	N;NOM;SG
drejede	pöördus	dreje	pöörduma	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN;ACT
ankomst	saabumine	ankomst	saabumine	N;INDF;MASC+FEM;SG	N;NOM;SG
sherman	sherman	sherman	sherman	N;INDF;MASC+FEM;SG	N;NOM;SG
blog	blogi	blog	blogi	N;INDF;MASC+FEM;SG	N;NOM;SG
blog	blogis	blog	blogi	N;INDF;MASC+FEM;SG	N;IN+ESS;SG
tænder	hambad	tand	hammas	N;INDF;MASC+FEM;PL	N;NOM;PL
bagfra	tagurpidi	bagfra	tagur_pidi	ADV	ADV
restauranter	restoranid	restaurant	restoran	N;INDF;MASC+FEM;PL	N;NOM;PL
specifikt	konkreetselt	specifikt	konkreetselt	ADV	ADV
dyre	kallid	dyr	kallis	ADJ;PL	ADJ;NOM;PL
gave	kink	gave	kink	N;INDF;MASC+FEM;SG	N;NOM;SG
gave	kingitus	gave	kingitus	N;INDF;MASC+FEM;SG	N;NOM;SG
overblik	ülevaade	overblik	üle_vaade	N;INDF;NEUT;SG	N;NOM;SG
kortvarigt	lühidalt	kortvarigt	lühidalt	ADV	ADV
bølge	laine	bølge	laine	N;INDF;MASC+FEM;SG	N;NOM;SG
drøm	unistus	drøm	unistus	N;INDF;MASC+FEM;SG	N;NOM;SG
drøm	dream	drøm	dream	N;INDF;MASC+FEM;SG	N;NOM;SG
drøm	unenägu	drøm	une_nägu	N;INDF;MASC+FEM;SG	N;NOM;SG
hændelser	üritused	hændelse	üritus	N;INDF;MASC+FEM;PL	N;NOM;PL
hændelser	sündmused	hændelse	sündmus	N;INDF;MASC+FEM;PL	N;NOM;PL
lettiske	läti	lettisk	läti	ADJ;PL	ADJ
fremskridt	edusammud	fremskridt	edu_samm	N;INDF;NEUT;PL	N;NOM;PL
flanke	tiib	flanke	tiib	N;INDF;MASC+FEM;SG	N;NOM;SG
bestyrelsesmedlem	direktor	bestyrelsesmedlem	direktor	N;INDF;NEUT;SG	N;NOM;SG
bestyrelsesmedlem	režissöör	bestyrelsesmedlem	režissöör	N;INDF;NEUT;SG	N;NOM;SG
bestyrelsesmedlem	lavastaja	bestyrelsesmedlem	lavastaja	N;INDF;NEUT;SG	N;NOM;SG
teoretisk	teoreetiliselt	teoretisk	teoreetiliselt	ADV	ADV
parallelt	paralleelselt	parallelt	paralleelselt	ADV	ADV
temperaturer	temperatuurid	temperatur	temperatuur	N;INDF;MASC+FEM;PL	N;NOM;PL
sparta	sparta	sparta	sparta	N;INDF;NEUT;SG	N;NOM;SG
bytte	vahetus	bytte	vahetus	N;INDF;MASC+FEM;SG	N;NOM;SG
