من	dari	مِن	dari	ADP	ADP
تسليم	pengantaran	تَسلِيم	penantaran	N;NOM;INDF;SG	N;SG
لفة	gulung	لِفَة	gulung	N;NOM;INDF;SG	N;SG
توصيل	pengiriman	تَوصِيل	penkiriman	N;NOM;INDF;SG	N;SG
توصيل	penayangan	تَوصِيل	pentayangan	N;NOM;INDF;SG	N;SG
توصيل	pengantaran	تَوصِيل	penantaran	N;NOM;INDF;SG	N;SG
القلق	kecemasan	قَلَق	kecemasan	N;NOM;DEF;SG	N;SG
القلق	kegelisahan	قَلَق	kegelisahan	N;NOM;DEF;SG	N;SG
الشريط	pita	شَرِيط	pita	N;NOM;DEF;SG	N;SG
الشريط	rekaman	شَرِيط	rekaman	N;NOM;DEF;SG	N;SG
الشريط	pita	شَرِيط	pita	N;NOM;DEF;SG	N;SG
الشريط	ribbon	شَرِيط	ribbon	N;NOM;DEF;SG	N
معقدة	ribet	مُعَقَّد	ribet	ADJ;NOM;INDF;FEM;SG	ADJ;SG
معقدة	rumit	مُعَقَّد	rumit	ADJ;NOM;INDF;FEM;SG	ADJ;SG
العصب	saraf	عَصِبَ	saraf	N;NOM;DEF;SG	N;SG
ليل	malam	لَيل	malam	N;NOM;INDF;SG	N;SG
الخفيفة	cahaya	خَفِيف	cahaya	N;NOM;DEF;SG	N;SG
الخفيفة	lampu	خَفِيف	lampu	N;NOM;DEF;SG	N;SG
الجدل	kontroversi	جَدَل	kontroversi	N;NOM;DEF;SG	N;SG
تسلسل	urutan	تسِلسِل	urutan	N;NOM;INDF;SG	N;SG
مرتفع	tinggi	مُرتَفِع	tinggi	ADJ;NOM;INDF;MASC;SG	ADJ;SG
مصمم	perancang	مُصمَم	penrancang	N;NOM;INDF;SG	N;SG
مصمم	designer	مُصمَم	designer	N;NOM;INDF;SG	N
مصمم	desainer	مُصمَم	desainer	N;NOM;INDF;SG	N;SG
الري	irigasi	رَيّ	irigasi	N;NOM;DEF;SG	N;SG
بقاء	survival	بَقَاء	survival	N;NOM;INDF;SG	N
المجلد	volume	مَجلَد	volume	N;NOM;DEF;SG	N;SG
المجلد	borongan	مَجلَد	borongan	N;NOM;DEF;SG	N
جماعية	kolektif	جَمَاعِيّ	kolektif	ADJ;NOM;INDF;FEM;SG	ADJ
المضاربة	spekulasi	مُضَارَبَة	spekulasi	N;NOM;DEF;SG	N;SG
ناجحة	sukses	نَاجِح	sukses	ADJ;NOM;INDF;FEM;SG	ADJ;SG
ناجحة	sukses	نَاجِح	sukses	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الفقرة	paragraf	فَقرَة	paragraf	N;NOM;DEF;SG	N;SG
تعبير	expresi	تَعبِير	expresi	N;NOM;INDF;SG	N;SG
تعبير	ekspresi	تَعبِير	ekspresi	N;NOM;INDF;SG	N;SG
متوفرة	tersedia	مُتَوَفِّر	tersedia	ADJ;NOM;INDF;FEM;SG	ADJ;SG
المنصة	platform	مِنَصَّة	platform	N;NOM;DEF;SG	N
المنصة	pentas	مِنَصَّة	pentas	N;NOM;DEF;SG	N
المنصة	tahap	مِنَصَّة	tahap	N;NOM;DEF;SG	N;SG
المنصة	panggung	مِنَصَّة	panggung	N;NOM;DEF;SG	N;SG
الفندق	hotel	فُندُق	hotel	N;NOM;DEF;SG	N;SG
الدالة	fungsi	دَالَة	fungsi	N;NOM;DEF;SG	N;SG
فشلت	gagal	فَشِل	gagal	V;PFV;FEM;SG;3;ACT	V;SG
المدافع	bek	مَدفَع	bek	N;NOM;DEF;SG	N;SG
المدافع	pembela	مَدفَع	penbela	N;NOM;DEF;SG	N;SG
قاموس	kamus	قَامُوس	kamus	N;NOM;INDF;SG	N
الواجهة	interface	وَاجِهَة	interface	N;NOM;DEF;SG	N
الواجهة	antarmuka	وَاجِهَة	antarmuka	N;NOM;DEF;SG	N;SG
تقرر	memutuskan	تَقَرَّر	menputuskan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
تقرر	memutuskan	تَقَرَّر	menputuskan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
تقرر	tentukan	تَقَرَّر	tentukan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
تقرر	putuskan	تَقَرَّر	putuskan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
طبق	hidangan	طَبَّق	hidangan	N;NOM;INDF;SG	N;SG
طبق	piring	طَبَّق	piring	N;NOM;INDF;SG	N;SG
طبق	piring	طَبَّق	piring	N;NOM;INDF;SG	N;SG
طبق	lempeng	طَبَّق	lempeng	N;NOM;INDF;SG	N
طبق	pelat	طَبَّق	pelat	N;NOM;INDF;SG	N;SG
طبق	plat	طَبَّق	plat	N;NOM;INDF;SG	N
التقييم	penilaian	تَقيِيم	pennilaian	N;NOM;DEF;SG	N;SG
التقييم	evaluasi	تَقيِيم	evaluasi	N;NOM;DEF;SG	N;SG
التقييم	peringkat	تَقيِيم	peringkat	N;NOM;DEF;SG	N;SG
التقييم	penilaian	تَقيِيم	pennilaian	N;NOM;DEF;SG	N;SG
التقييم	rating	تَقيِيم	rating	N;NOM;DEF;SG	N
يدفع	membayar	دَفَع	menbayar	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
القشرة	kerak	قَشَرَة	kerak	N;NOM;DEF;SG	N;SG
منفذ	pelabuhan	مَنفَذ	penlabuhan	N;NOM;INDF;SG	N;SG
منفذ	dermaga	مَنفَذ	dermaga	N;NOM;INDF;SG	N;SG
يقبل	menerima	قَبِل	menterima	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
اللحظة	momen	لَحظَة	momen	N;NOM;DEF;SG	N;SG
مخصص	khusus	مُخَصَّص	khusus	ADJ;NOM;INDF;MASC;SG	ADJ;SG
سجلات	register	سِجِلّ	register	N;NOM;INDF;PL	N
مغامرة	adventure	مُغَامَرَة	adventure	N;NOM;INDF;SG	N
مغامرة	petualangan	مُغَامَرَة	petualangan	N;NOM;INDF;SG	N;SG
حادة	tajam	حَادّ	tajam	ADJ;NOM;INDF;FEM;SG	ADJ;SG
عادي	biasa	عَادِيّ	biasa	ADJ;NOM;INDF;MASC;SG	ADJ;SG
عادي	normal	عَادِيّ	normal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
التخرج	wisuda	تَخَرُّج	wisuda	N;NOM;DEF;SG	N;SG
التخرج	kelulusan	تَخَرُّج	kelulusan	N;NOM;DEF;SG	N;SG
التخرج	pascasarjana	تَخَرُّج	pascasarjana	N;NOM;DEF;SG	N
المرجع	acuan	مَرجِع	acuan	N;NOM;DEF;SG	N;SG
المرجع	referensi	مَرجِع	referensi	N;NOM;DEF;SG	N;SG
المرجع	rujukan	مَرجِع	rujukan	N;NOM;DEF;SG	N;SG
فتحة	lubang	فَتحَة	lubang	N;NOM;INDF;SG	N;SG
فتحة	lobang	فَتحَة	lobang	N;NOM;INDF;SG	N;SG
النسب	silsilah	نِسبَة	silsilah	N;NOM;DEF;PL	N
المفاوضات	negoisasi	مُفَاوَضَة	negoisasi	N;NOM;DEF;PL	N
المفاوضات	negosiasi	مُفَاوَضَة	negosiasi	N;NOM;DEF;PL	N
المفاوضات	negosiasi	مُفَاوَضَة	negosiasi	N;NOM;DEF;PL	N
محاكمة	sidang	مُحَاكَمَة	sidang	N;NOM;INDF;SG	N;SG
محاكمة	fitnah	مُحَاكَمَة	fitnah	N;NOM;INDF;SG	N;SG
الحصان	kuda	حَصّ	kuda	N;NOM;DEF;SG	N;SG
القطر	diameter	قَطَر	diameter	N;NOM;DEF;SG	N;SG
القطر	diagonal	قَطَر	diagonal	N;NOM;DEF;SG	N
استقبال	penerimaan	اِستِقبَال	penterimaan	N;NOM;INDF;SG	N;SG
استقبال	resepsi	اِستِقبَال	resepsi	N;NOM;INDF;SG	N;SG
حساسية	kepekaan	حَسَّاسِيّ	kepekaan	N;NOM;INDF;SG	N;SG
حساسية	sensitivitas	حَسَّاسِيّ	sensitivitas	N;NOM;INDF;SG	N;SG
حساسية	alergi	حَسَّاسِيّ	alergi	N;NOM;INDF;SG	N;SG
التعليق	komen	تَعلِيق	komen	N;NOM;DEF;SG	N
التعليق	komentari	تَعلِيق	komentari	N;NOM;DEF;SG	N;SG
التعليق	komentar	تَعلِيق	komentar	N;NOM;DEF;SG	N;SG
التعليق	komentari	تَعلِيق	komentari	N;NOM;DEF;SG	N;SG
التعليق	komentar	تَعلِيق	komentar	N;NOM;DEF;SG	N;SG
عقبة	kendala	عَقَبَة	kendala	N;NOM;INDF;SG	N;SG
عقبة	rintangan	عَقَبَة	rintangan	N;NOM;INDF;SG	N;SG
عقبة	halangan	عَقَبَة	halangan	N;NOM;INDF;SG	N;SG
عقبة	hambatan	عَقَبَة	hambatan	N;NOM;INDF;SG	N;SG
الهواتف	telepon	هَاتِف	telepon	N;NOM;DEF;SG	N;SG
عبور	penyeberangan	عُبُور	penseberangan	N;NOM;INDF;SG	N;SG
عبور	transit	عُبُور	transit	N;NOM;INDF;SG	N
عبور	angkutan	عُبُور	angkutan	N;NOM;INDF;SG	N;SG
اللحم	daging	لَحم	daging	N;NOM;DEF;SG	N;SG
الفعلية	aktual	فِعلِيّ	aktual	ADJ;NOM;DEF;FEM;SG	ADJ;SG
السحر	sihir	سِحر	sihir	N;NOM;DEF;SG	N;SG
السحر	sulap	سِحر	sulap	N;NOM;DEF;SG	N;SG
المقابلة	wawancara	المقابلة	wawancara	N;NOM;DEF;SG	N;SG
صعبة	susah	صَعب	susah	ADJ;NOM;INDF;FEM;SG	ADJ;SG
صعبة	keras	صَعب	keras	ADJ;NOM;INDF;FEM;SG	ADJ;SG
صعبة	susah	صَعب	susah	ADJ;NOM;INDF;FEM;SG	ADJ;SG
صعبة	sulit	صَعب	sulit	ADJ;NOM;INDF;FEM;SG	ADJ;SG
صعبة	sukar	صَعب	sukar	ADJ;NOM;INDF;FEM;SG	ADJ;SG
المناسبات	event	مُنَاسَبَة	event	N;NOM;DEF;PL	N
العيد	pesta	عِيد	pesta	N;NOM;DEF;SG	N;SG
العيد	lebaran	عِيد	lebaran	N;NOM;DEF;SG	N;SG
الالتزام	kewajiban	اِلتِزَام	kewajiban	N;NOM;DEF;SG	N;SG
الالتزام	komitmen	اِلتِزَام	komitmen	N;NOM;DEF;SG	N;SG
المالك	pemilik	مَالِك	penmilik	N;NOM;DEF;SG	N;SG
المالك	pemiliknya	مَالِك	penpilik	N;NOM;DEF;SG	N;SG
الانسحاب	penarikan	اِنسِحَاب	pentarikan	N;NOM;DEF;SG	N;SG
الفائدة	minat	فَائِدَة	minat	N;NOM;DEF;SG	N;SG
الفائدة	utilitas	فَائِدَة	utilitas	N;NOM;DEF;SG	N;SG
ارتباط	keterlibatan	اِرتِبَاط	keterlibatan	N;NOM;INDF;SG	N;SG
ارتباط	pertunangan	اِرتِبَاط	pertunangan	N;NOM;INDF;SG	N;SG
ارتباط	interaksi	اِرتِبَاط	interaksi	N;NOM;INDF;SG	N;SG
السلبية	pasif	سَلبِيّ	pasif	ADJ;NOM;DEF;FEM;SG	ADJ;SG
السلبية	negatif	سَلبِيّ	negatif	ADJ;NOM;DEF;FEM;SG	ADJ;SG
الكفاءة	efisiensi	كَفَاءَة	efisiensi	N;NOM;DEF;SG	N;SG
الكفاءة	kompetensi	كَفَاءَة	kompetensi	N;NOM;DEF;SG	N;SG
اللجوء	resor	لُجُوء	resor	N;NOM;DEF;SG	N
اللجوء	suaka	لُجُوء	suaka	N;NOM;DEF;SG	N;SG
ورق	koran	وَرَق	koran	N;NOM;INDF;SG	N;SG
ورق	makalah	وَرَق	makalah	N;NOM;INDF;SG	N;SG
ورق	kertas	وَرَق	kertas	N;NOM;INDF;SG	N;SG
العبارة	frase	عِبَارَة	frase	N;NOM;DEF;SG	N
العبارة	frasa	عِبَارَة	frasa	N;NOM;DEF;SG	N
الجذور	akar	الجذور	akar	N;NOM;DEF;SG	N;SG
الموضوعات	subyek	مَوضُوع	subyek	N;NOM;DEF;PL	N
العميل	klien	عَمِيل	klien	N;NOM;DEF;SG	N;SG
سائق	supir	سَائِق	supir	N;NOM;INDF;SG	N
سائق	sopir	سَائِق	sopir	N;NOM;INDF;SG	N
سائق	penggerak	سَائِق	pengerak	N;NOM;INDF;SG	N;SG
سائق	pengemudi	سَائِق	pengemudi	N;NOM;INDF;SG	N;SG
نداء	telepon	نِدَاء	telepon	N;NOM;INDF;SG	N;SG
نداء	panggilan	نِدَاء	panggilan	N;NOM;INDF;SG	N;SG
يخدم	sajikan	خَدَم	sajikan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يخدم	melayani	خَدَم	menlayani	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يخدم	layani	خَدَم	layani	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يخدم	melayani	خَدَم	menlayani	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
تكريم	upeti	تَكرِيم	upeti	N;NOM;INDF;SG	N
زلزال	gempa	زِلزَال	gempa	N;NOM;INDF;SG	N;SG
الرائد	jurusan	رَائِد	jurusan	N;NOM;DEF;SG	N;SG
استرجاع	pengambilan	اِستِرجَاع	penambilan	N;NOM;INDF;SG	N;SG
الالتهاب	radang	اِلتِهَاب	radang	N;NOM;DEF;SG	N
الالتهاب	peradangan	اِلتِهَاب	peradangan	N;NOM;DEF;SG	N
السياق	konteks	سِيَاق	konteks	N;NOM;DEF;SG	N;SG
السياق	kontek	سِيَاق	kontek	N;NOM;DEF;SG	N;SG
ندوة	simposium	نَدوَة	simposium	N;NOM;INDF;SG	N
ندوة	seminar	نَدوَة	seminar	N;NOM;INDF;SG	N
قانوني	sah	قانوني	sah	ADJ;NOM;INDF;MASC;SG	ADJ;SG
قانوني	legal	قانوني	legal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
الحرير	sutera	حَرِير	sutera	N;NOM;DEF;SG	N
الحرير	sutra	حَرِير	sutra	N;NOM;DEF;SG	N
الجسد	bodi	جَسَد	bodi	N;NOM;DEF;SG	N;SG
الجسد	tubuh	جَسَد	tubuh	N;NOM;DEF;SG	N;SG
الجسد	badan	جَسَد	badan	N;NOM;DEF;SG	N;SG
الوقاية	pencegahan	وِقَايَة	pencegahan	N;NOM;DEF;SG	N;SG
المواطن	warga	مُوَاطِن	warga	N;NOM;DEF;SG	N;SG
عظيمة	besar	عَظِيمَة	besar	ADJ;NOM;INDF;FEM;SG	ADJ;SG
عظيمة	hebat	عَظِيمَة	hebat	ADJ;NOM;INDF;FEM;SG	ADJ;SG
عظيمة	agung	عَظِيمَة	agung	ADJ;NOM;INDF;FEM;SG	ADJ;SG
خليط	campuran	خليط	campuran	N;NOM;INDF;SG	N;SG
انتشر	menyebar	اِنتَشَر	mensebar	V;PFV;MASC;SG;3;ACT	V;SG;ACT
انتشر	sebarkan	اِنتَشَر	sebarkan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
التمرد	pemberontakan	تَمَرُّد	penberontakan	N;NOM;DEF;SG	N;SG
التمرد	pemberontakan	تَمَرُّد	penberontakan	N;NOM;DEF;SG	N;SG
التمرد	pemberontak	تَمَرُّد	penberontak	N;NOM;DEF;SG	N;SG
جلسة	sesi	جَلسَة	sesi	N;NOM;INDF;SG	N;SG
المحررين	penyunting	مُحَرِّر	penyunting	N;NOM;DEF;PL	N
المحررين	editor	مُحَرِّر	editor	N;NOM;DEF;PL	N
الفلكي	astronom	فَلَكِيّ	astronom	N;NOM;DEF;SG	N;SG
التلوث	pencemaran	تَلَوُّث	pencemaran	N;NOM;DEF;SG	N;SG
التلوث	kontaminasi	تَلَوُّث	kontaminasi	N;NOM;DEF;SG	N;SG
التلوث	pencemaran	تَلَوُّث	pencemaran	N;NOM;DEF;SG	N;SG
التلوث	polusi	تَلَوُّث	polusi	N;NOM;DEF;SG	N;SG
المزمن	kronis	مَزمَن	kronis	N;NOM;DEF;SG	N;SG
سلبية	negatif	سَلبِيّ	negatif	ADJ;NOM;INDF;FEM;SG	ADJ;SG
استاذ	profesor	استاذ	profesor	N;NOM;INDF;SG	N;SG
استاذ	professor	استاذ	professor	N;NOM;INDF;SG	N
استاذ	guru	استاذ	guru	N;NOM;INDF;SG	N;SG
القصائد	puisi	قَصِيدَة	puisi	N;NOM;DEF;PL	N
الوريد	vena	وَرِيد	vena	N;NOM;DEF;SG	N
مجزرة	pembantaian	مُجَزِّر	penbantaian	N;NOM;INDF;SG	N;SG
مجزرة	pembantaian	مُجَزِّر	penbantaian	N;NOM;INDF;SG	N;SG
ثماني	delapan	ثَمَانِيَة	delapan	NUM;NOM;INDF;FEM	NUM
جلب	mengambil	جَلب	menambil	V;PFV;MASC;SG;3;ACT	V;SG;ACT
جلب	bawa	جَلب	bawa	V;PFV;MASC;SG;3;ACT	V;SG;ACT
جلب	ambil	جَلب	ambil	V;PFV;MASC;SG;3;ACT	V;SG;ACT
مختصر	singkat	مُختَصِر	singkat	ADJ;NOM;INDF;MASC;SG	ADJ;SG
سقف	atap	سَقف	atap	N;NOM;INDF;SG	N;SG
التردد	frekuensinya	تَرَدُّد	frekuensinya	N;NOM;DEF;SG	N;SG
التردد	frekuensi	تَرَدُّد	frekuensi	N;NOM;DEF;SG	N;SG
مقاتلة	petarung	مُقَاتَلَة	petarung	N;NOM;INDF;SG	N;SG
مقاتلة	fighter	مُقَاتَلَة	fighter	N;NOM;INDF;SG	N
مقاتلة	tempur	مُقَاتَلَة	tempur	N;NOM;INDF;SG	N;SG
العقبة	kendala	عَقَبَة	kendala	N;NOM;DEF;SG	N;SG
العقبة	rintangan	عَقَبَة	rintangan	N;NOM;DEF;SG	N;SG
العقبة	halangan	عَقَبَة	halangan	N;NOM;DEF;SG	N;SG
العقبة	hambatan	عَقَبَة	hambatan	N;NOM;DEF;SG	N;SG
شهادات	testimonial	شَهَادَة	testimonial	N;NOM;INDF;PL	N
شهادات	testimoni	شَهَادَة	testimoni	N;NOM;INDF;PL	N
بركة	kolam	بَرَكَة	kolam	N;NOM;INDF;SG	N;SG
بركة	kolam	بَرَكَة	kolam	N;NOM;INDF;SG	N;SG
الواقعية	realisme	وَاقِعِيَّة	realisme	N;NOM;DEF;SG	N
الغنية	kaya	غَنِيّ	kaya	ADJ;NOM;DEF;FEM;SG	ADJ;SG
تخصيص	kustomisasi	تَخصِيص	kustomisasi	N;NOM;INDF;SG	N
تخصيص	alokasi	تَخصِيص	alokasi	N;NOM;INDF;SG	N;SG
عملاق	raksasa	عِملَاق	raksasa	N;NOM;INDF;SG	N;SG
يضاف	tambahkan	أَضَاف	tambahkan	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
احترام	respek	اِحتِرَام	respek	N;NOM;INDF;SG	N;SG
احترام	hormat	اِحتِرَام	hormat	N;NOM;INDF;SG	N;SG
الخلق	pembuatan	خَلق	penbuatan	N;NOM;DEF;SG	N;SG
الخلق	ciptaan	خَلق	ciptaan	N;NOM;DEF;SG	N;SG
الخلق	penciptaan	خَلق	penciptaan	N;NOM;DEF;SG	N;SG
الخلق	kreasi	خَلق	kreasi	N;NOM;DEF;SG	N;SG;ACT
النمر	harimau	نَمَر	harimau	N;NOM;DEF;SG	N
النمر	leopard	نَمَر	leopard	N;NOM;DEF;SG	N
النمر	panther	نَمَر	panther	N;NOM;DEF;SG	N
التدفق	aliran	تَدَفُّق	aliran	N;NOM;DEF;SG	N;SG
التدفق	alur	تَدَفُّق	alur	N;NOM;DEF;SG	N;SG
محلي	lokal	مَحَلِّيّ	lokal	ADJ;NOM;INDF;MASC;SG	ADJ;SG
اعتمدت	mengadopsi	اِعتَمَد	menadopsi	V;PFV;FEM;SG;3;ACT	V;SG;ACT
بوصة	inci	بُوصَة	inci	N;NOM;INDF;SG	N;SG
بوصة	inchi	بُوصَة	inchi	N;NOM;INDF;SG	N;SG;ACT
بوصة	inchi	بُوصَة	inchi	N;NOM;INDF;SG	N;SG;ACT
بوصة	inci	بُوصَة	inci	N;NOM;INDF;SG	N;SG
المولد	generator	مَولِد	generator	N;NOM;DEF;SG	N
مساحات	spasi	مَسَّاحَة	spasi	N;NOM;INDF;PL	N
مساحات	wiper	مَسَّاحَة	wiper	N;NOM;INDF;PL	N
الارتباط	keterlibatan	اِرتِبَاط	keterlibatan	N;NOM;DEF;SG	N;SG
الارتباط	pertunangan	اِرتِبَاط	pertunangan	N;NOM;DEF;SG	N;SG
الارتباط	interaksi	اِرتِبَاط	interaksi	N;NOM;DEF;SG	N;SG
سيئة	buruk	سَيِّئ	buruk	ADJ;NOM;INDF;FEM;SG	ADJ;SG
سيئة	jahat	سَيِّئ	jahat	ADJ;NOM;INDF;FEM;SG	ADJ;SG
الانتفاضة	pemberontakan	اِنتِفَاضَة	penberontakan	N;NOM;DEF;SG	N;SG
الانضمام	aksesi	اِنضِمَام	aksesi	N;NOM;DEF;SG	N;SG
مميز	istimewa	مُمَيَّز	istimewa	ADJ;NOM;INDF;MASC;SG	ADJ;SG
مميز	spesial	مُمَيَّز	spesial	ADJ;NOM;INDF;MASC;SG	ADJ;SG
مميز	khusus	مُمَيَّز	khusus	ADJ;NOM;INDF;MASC;SG	ADJ;SG
عالميا	global	عَالَمِيّ	global	ADJ;ACC;INDF;MASC;SG	ADJ
الوثيقة	dokumen	وَثِيقَة	dokumen	N;NOM;DEF;SG	N;SG
عينة	sampel	عَيِّنَة	sampel	N;NOM;INDF;SG	N;SG
عينة	contoh	عَيِّنَة	contoh	N;NOM;INDF;SG	N;SG
النحل	lebah	نَحل	lebah	N;NOM;DEF;SG	N;SG
النحل	lebah	نَحل	lebah	N;NOM;DEF;SG	N;SG
غابة	hutan	غَابَة	hutan	N;NOM;INDF;SG	N;SG
غابة	hutan	غَابَة	hutan	N;NOM;INDF;SG	N;SG
الحساسية	alergi	حَسَّاسِيّ	alergi	N;NOM;DEF;SG	N;SG
الحساسية	kepekaan	حَسَّاسِيّ	kepekaan	N;NOM;DEF;SG	N;SG
الحساسية	sensitivitas	حَسَّاسِيّ	sensitivitas	N;NOM;DEF;SG	N;SG
الحساسية	alergi	حَسَّاسِيّ	alergi	N;NOM;DEF;SG	N;SG
المطر	hujan	مُطرَة	hujan	N;NOM;DEF;SG	N;SG
ادارة	manajemen	إِدَارَة	manajemen	N;NOM;INDF;SG	N;SG
ادارة	pengelolaan	إِدَارَة	penkelolaan	N;NOM;INDF;SG	N;SG
ذراع	lengan	ذِرَاع	lengan	N;NOM;INDF;SG	N;SG
ذراع	lengannya	ذِرَاع	lengan	N;NOM;INDF;SG	N;SG
ناتج	output	نَاتِج	output	N;NOM;INDF;SG	N
ناتج	keluaran	نَاتِج	keluaran	N;NOM;INDF;SG	N;SG
قصف	pemboman	قَصف	penboman	N;NOM;INDF;SG	N;SG
قصف	pengeboman	قَصف	pengeboman	N;NOM;INDF;SG	N
قصف	pemboman	قَصف	penboman	N;NOM;INDF;SG	N;SG
قصف	pengeboman	قَصف	pengeboman	N;NOM;INDF;SG	N
اعتقال	penangkapan	اِعتِقَال	pentangkapan	N;NOM;INDF;SG	N;SG
اعتقال	tangkap	اِعتِقَال	tangkap	N;NOM;INDF;SG	N;SG;ACT
عملة	koin	عُملَة	koin	N;NOM;INDF;SG	N;SG
القبول	penerimaan	قُبُول	penterimaan	N;NOM;DEF;SG	N;SG
القبول	pengakuan	قُبُول	penakuan	N;NOM;DEF;SG	N;SG
القبول	kepasrahan	قُبُول	kepasrahan	N;NOM;DEF;SG	N;SG
القبول	penerimaan	قُبُول	penterimaan	N;NOM;DEF;SG	N;SG
المعجم	leksikon	مُعجِم	leksikon	N;NOM;DEF;SG	N
النوعية	kualitatif	نَوعِيَّة	kualitatif	N;NOM;DEF;SG	N
النوعية	kualitas	نَوعِيَّة	kualitas	N;NOM;DEF;SG	N;SG
يغطي	mencakup	غَطَّى	mencakup	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
يغطي	meliputi	غَطَّى	menliputi	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;SG;ACT
حافة	tepi	حَافّ	tepi	N;NOM;INDF;SG	N;SG
حافة	tepian	حَافّ	tepian	N;NOM;INDF;SG	N;SG
خارطة	peta	خَارِطَة	peta	N;NOM;INDF;SG	N;SG
اتباع	pengikut	اِتِّبَاع	penikut	N;NOM;INDF;SG	N;SG
اتباع	minion	اِتِّبَاع	minion	N;NOM;INDF;SG	N
اتباع	minions	اِتِّبَاع	minions	N;NOM;INDF;SG	N
صمم	merancang	صَمَّم	menrancang	V;PFV;MASC;SG;3;ACT	V;SG;ACT
مبكرة	dini	مُبَكِّر	dini	ADJ;NOM;INDF;FEM;SG	ADJ;SG
مبكرة	awal	مُبَكِّر	awal	ADJ;NOM;INDF;FEM;SG	ADJ;SG
صيانة	pemeliharaan	صِيَانَة	penpeliharaan	N;NOM;INDF;SG	N;SG
صيانة	perawatan	صِيَانَة	penrawatan	N;NOM;INDF;SG	N;SG
سمعت	mendengar	سَمَع	mendengar	V;PFV;FEM;SG;3;ACT	V;SG;ACT
لتر	liter	لِتر	liter	N;NOM;INDF;SG	N;SG
كلب	anjing	كُلب	anjing	N;NOM;INDF;SG	N;SG
الفك	rahang	فِكّ	rahang	N;NOM;DEF;SG	N;SG
المصنع	pabrik	مَصنَع	pabrik	N;NOM;DEF;SG	N;SG
المصنع	manufaktur	مَصنَع	manufaktur	N;NOM;DEF;SG	N
المصنع	produsen	مَصنَع	produsen	N;NOM;DEF;SG	N;SG
المصنع	pabrikan	مَصنَع	pabrikan	N;NOM;DEF;SG	N;SG
المساعد	pembantu	مُسَاعِد	penbantu	N;NOM;DEF;SG	N;SG
المساعد	asisten	مُسَاعِد	asisten	N;NOM;DEF;SG	N;SG
تحضير	persiapan	تَحضِير	persiapan	N;NOM;INDF;SG	N;SG
المراجعة	audit	مُرَاجَعَة	audit	N;NOM;DEF;SG	N;SG
المراجعة	tinjauan	مُرَاجَعَة	tinjauan	N;NOM;DEF;SG	N;SG
المراجعة	ulasan	مُرَاجَعَة	ulasan	N;NOM;DEF;SG	N;SG
المراجعة	revisi	مُرَاجَعَة	revisi	N;NOM;DEF;SG	N;SG
ضعيف	lemah	ضَعِيف	lemah	ADJ;NOM;INDF;MASC;SG	ADJ;SG
انسحاب	retret	اِنسِحَاب	retret	N;NOM;INDF;SG	N
المعاني	makna	مَعنَى	makna	N;NOM;DEF;SG	N;SG
الربط	konektivitas	رَبط	konektivitas	N;NOM;DEF;SG	N
المعدل	tarif	مُعَدَّل	tarif	N;NOM;DEF;SG	N;SG
المعدل	nilai	مُعَدَّل	nilai	N;NOM;DEF;SG	N;SG
المعدل	kurs	مُعَدَّل	kurs	N;NOM;DEF;SG	N;SG
المعدل	laju	مُعَدَّل	laju	N;NOM;DEF;SG	N;SG
المعدل	tingkat	مُعَدَّل	tingkat	N;NOM;DEF;SG	N;SG
المعدل	modifikasi	مُعَدَّل	modifikasi	N;NOM;DEF;SG	N;SG
استعمل	menggunakan	اِستَعمَل	mengunakan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
استعمل	gunakan	اِستَعمَل	gunakan	V;PFV;MASC;SG;3;ACT	V;SG;ACT
استعمل	pakai	اِستَعمَل	pakai	V;PFV;MASC;SG;3;ACT	V;SG;ACT
الحجارة	batu	حَجَّارَة	batu	N;NOM;DEF;SG	N;SG
الحجارة	batu	حَجَّارَة	batu	N;NOM;DEF;SG	N;SG
دبابات	tank	دَبَّابَة	tank	N;NOM;INDF;PL	N
الكلب	anjing	كُلب	anjing	N;NOM;DEF;SG	N;SG
الجرائم	pidana	جَرِيمَة	pidana	N;NOM;DEF;PL	N
رسام	pelukis	رَسَّام	penlukis	N;NOM;INDF;SG	N;SG
الطيار	pilot	طَيَّار	pilot	N;NOM;DEF;SG	N;SG
