ve	oraz	ve	oraz	CONJ	CONJ
arşiv	archiwa	arşiv	archiwa		
kalem	pen	kalem	pen		
kalem	długopis	kalem	długopis		
kalem	pióro	kalem	pióro		
patlak	breakout	patlak	breakout		
tahliye	eksmisji	tahli	eksmisja		
biber	pieprz	biber	pieprz		
biber	pepper	biber	pepper		
kuşak	sof	kuşak	sof		
onuncu	tenth	onuncu	tenth		
onuncu	dziesiąta	onuncu	dziesiąt		
rüya	dream	rüya	drwać		
eşitlik	równanie	eşitlik	równać	N;NOM;SG;3	N;NOM;NEUT;SG
eşitlik	równość	eşitlik	równość	N;NOM;SG;3	N;NOM;FEM;SG
ercan	ercan	ercan	ercan		
taburu	batalion	tabur	batalion	N;NOM;SG;3	N;NOM;MASC;SG
penaltı	karne	penaltı	karny	N;NOM;SG;3	N;NOM;MASC;SG
penaltı	kara	penaltı	kara	N;NOM;SG;3	N;NOM;FEM;SG
finalleri	finały	final	finały	N;NOM;PL;3	N;NOM;MASC;PL
atlama	skip	atla	skip		
parmak	kciuk	parmak	kciuk		
nihayet	wreszcie	nihayet	wreszcie		
nihayet	nareszcie	nihayet	nareszcie		
şart	zasadnicze	şart	zasadniczy		
kalitesi	jakość	kalite	jakość	N;NOM;SG;3	N;NOM;FEM;SG
zordur	trudne	zor	trudny		
projeler	projekty	proje	projekt	N;NOM;PL;3	N;NOM;MASC;PL
sermaye	stolicy	sermaye	stolica		
sermaye	capital	sermaye	capital		
patates	ziemniak	patates	ziemniak	N;NOM;SG;3	N;NOM;MASC;SG
yürüyüş	spacery	yürüyüş	spacer		
yürüyüş	marzec	yürüyüş	marzec		
yürüyüş	marca	yürüyüş	marza		
yürüyüş	walk	yürüyüş	walk		
etiketi	etykieta	etiket	etykieta	N;NOM;SG;3	N;NOM;FEM;SG
etiketi	oznakowanie	etiket	oznakowanie	N;NOM;SG;3	N;NOM;NEUT;SG
anime	anime	anim	anima		
çaykur	çaykur	çayku	çaykur		
çiftlik	gospodarstwa	çiftlik	gospodarstwo	N;NOM;SG;3	N;NOM;NEUT;SG
çiftlik	gospodarstwo	çiftlik	gospodarstwo	N;NOM;SG;3	N;NOM;NEUT;SG
çiftlik	rancho	çiftlik	rancho	N;NOM;SG;3	N;NOM;NEUT;SG
delik	dziury	delik	dziura		
delik	dziury	delik	dziura		
gemiler	łodzie	gemi	łódź	N;NOM;PL;3	N;NOM;FEM;PL
gemiler	okręty	gemi	okręt	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	statki	gemi	statek	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	statki	gemi	statek	N;NOM;PL;3	N;NOM;MASC;PL
gemiler	naczynia	gemi	naczynie	N;NOM;PL;3	N;NOM;NEUT;PL
spike	spike	spik	spikać		
bürosu	biuro	bürosu	biuro		
bariz	oczywista	bariz	oczywistać		
poe	poe	poe	poe		
klinik	klinika	klinik	klinika		
listeleri	wykazy	liste	wykaz	N;ACC;PL;3	N;ACC;MASC;PL
grande	grande	gran	grandy		
ios	ios	ios	ios		
silahları	pistolety	silah	pistolet	N;NOM;PL;3	N;NOM;MASC;PL
takvimi	terminarz	takvim	terminarz	N;NOM;SG;3	N;NOM;MASC;SG
takvimi	kalendarz	takvim	kalendarz	N;NOM;SG;3	N;NOM;MASC;SG
server	server	server	server		
server	serwera	server	serwer		
iyon	ion	iyon	ion		
kararlar	postanowienia	karar	postanowienie	N;NOM;PL;3	N;NOM;NEUT;PL
kararlar	rezolucje	karar	rezolucja	N;NOM;PL;3	N;NOM;FEM;PL
kararlar	decyzje	karar	decyzja	N;NOM;PL;3	N;NOM;FEM;PL
tezi	tezy	tez	teza		
meta	meta	meta	meta		
meta	metadane	meta	metadać		
kaz	gęsi	kaz	gęs		
kaz	kaz	kaz	kaz		
kaz	kop	kaz	kop		
sbc	sbc	sbc	sbać		
yağı	oliwa	yağ	oliwa		
est	est	est	esty		
elmas	diament	elmas	diament		
elmas	diamond	elmas	diamond		
elmas	karo	elmas	karo		
giderler	wydatki	git	wydatek	N;NOM;PL;3	N;NOM;MASC;PL
giderler	koszty	git	koszt	N;NOM;PL;3	N;NOM;MASC;PL
giderler	wydatki	git	wydatek	N;NOM;PL;3	N;NOM;MASC;PL
duman	pal	duman	pal		
sigara	papierosy	sigara	papieros		
sigara	pal	sigara	pal		
sigara	papierosy	sigara	papieros		
akış	pasza	akış	pasz		
akış	pasz	akış	pasz		
akış	streaming	akış	streaming		
akış	potok	akış	potok		
akış	stream	akış	stream		
atlı	rider	atlı	rider		
bros	bros	bros	bros		
robot	bot	robot	bot		
robot	robot	robot	robot		
robot	robota	robot	robota		
case	case	case	cas		
nemli	wilgoć	nemli	wilgoć		
işlemci	procesor	işlemci	procesor	N;NOM;SG;3	N;NOM;MASC;SG
işlemci	procesor	işlemci	procesor	N;NOM;SG;3	N;NOM;MASC;SG
azınlık	mniejszość	azınlık	mniejszość	N;NOM;SG;3	N;NOM;FEM;SG
üçgen	trójkąta	üçgen	trójkąty		
normalde	zazwyczaj	normalde	zazwyczaj		
kutu	box	kutu	box		
fakülte	wydział	fakül	wydział	N;NOM;SG;3	N;NOM;MASC;SG
fakülte	kadra	fakül	kadra	N;NOM;SG;3	N;NOM;FEM;SG
bordeaux	bordeaux	bordeau	bordeaux	N;NOM;SG;3	N;NOM;MASC;SG
sis	mgły	sis	mgła		
sis	mgły	sis	mgła		
şekilleri	figury	şekil	figura	N;ACC;PL;3	N;ACC;FEM;PL
makaleler	wyroby	makale	wyrób	N;NOM;PL;3	N;NOM;MASC;PL
makaleler	artykuły	makale	artykuł	N;NOM;PL;3	N;NOM;MASC;PL
makaleler	eseje	makale	esej	N;NOM;PL;3	N;NOM;MASC;PL
danışma	doradztwo	danış	doradztwo	N;NOM;SG;3	N;NOM;NEUT;SG
danışma	konsultacja	danış	konsultacja	N;NOM;SG;3	N;NOM;FEM;SG
bağışıklık	immunitet	bağışıklık	immunitet	N;NOM;SG;3	N;NOM;MASC;SG
servet	fortuny	servet	fortuna		
servet	fortuna	servet	fortuny		
servet	fortuna	servet	fortuny		
servet	fortuny	servet	fortuna		
servet	servet	servet	servet		
akışı	przepływ	akış	przepływ	N;NOM;SG;3	N;NOM;MASC;SG
gölge	cieni	gölge	cień		
gölge	cień	gölge	cień		
gölge	shadow	gölge	shadow		
gölge	cień	gölge	cień		
gölge	cień	gölge	cień		
ilerleme	progress	ilerle	progress		
field	pola	field	pole		
field	field	field	field		
flash	błysk	flash	błysk		
flash	flash	flash	flash		
demet	grona	demet	grono		
demet	bunch	demet	bunch		
sorular	pytania	soru	pytanie	N;NOM;PL;3	N;NOM;NEUT;PL
sürücü	rider	sürücü	rider		
üs	base	üs	bas		
edu	edu	et	edeb		
elektro	electro	elektro	electro		
fasulye	bean	fasulye	bean		
fasulye	fasoli	fasulye	fasolić		
collins	collinsa	collins	collins		
inan	uwierz	inan	uwierzyć		
rob	roba	rob	roba		
mvp	mvp	mvp	mrpa		
çiçeği	kwiat	çiçek	kwiat	N;NOM;SG;3	N;NOM;MASC;SG
çiçeği	kwiat	çiçek	kwiat	N;NOM;SG;3	N;NOM;MASC;SG
çiçeği	kwiatek	çiçek	kwiatek	N;NOM;SG;3	N;NOM;MASC;SG
karşıt	naprzeciw	karşıt	naprzeciw		
karşıt	naprzeciwko	karşıt	naprzeciwko		
brecht	brecht	brecht	brecht		
xiii	xiii	Eiii	xiii		
pencere	windows	pencere	windows		
pencere	okien	pencere	okno		
pencere	window	pencere	window		
xiv	xiv	xiv	xiv		
gözler	oczy	göz	oko	N;NOM;PL;3	N;NOM;NEUT;PL
willow	willow	willow	willa		
ödeme	wypłat	öde	wypłat		
ödeme	wypłaty	öde	wypłata		
dragon	dragon	dragon	dragon		
yöntemler	sposoby	yöntem	sposób	N;NOM;PL;3	N;NOM;MASC;PL
denizcilik	żołnierz	denizcilik	żołnierz	N;NOM;SG;3	N;NOM;MASC;SG
balıkçılık	rybołówstwo	balıkçılık	rybołówstwo	N;NOM;SG;3	N;NOM;NEUT;SG
balıkçılık	rybołówstwo	balıkçılık	rybołówstwo	N;NOM;SG;3	N;NOM;NEUT;SG
taraftar	wachlarz	taraf	wachlarz	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	wiatrak	taraf	wiatrak	N;NOM;SG;3	N;NOM;MASC;SG
taraftar	wentylator	taraf	wentylator	N;NOM;SG;3	N;NOM;MASC;SG
tamir	naprawa	tamir	naprawa		
tamir	naprawa	tamir	naprawa		
tamir	napraw	tamir	napraw		
business	business	business	business		
blog	blog	blog	blog	N;NOM;SG;3	N;NOM;MASC;SG
üniversiteler	uniwersytety	üniversite	uniwersytet	N;NOM;PL;3	N;NOM;MASC;PL
kelebek	motyl	kelebek	motyl	N;NOM;SG;3	N;NOM;MASC;SG
hunter	hunter	hunter	hunter		
wolf	wolf	wolf	wolf		
dikkatli	uważny	dikkatli	uważny	ADJ	ADJ;NOM;MASC;SG
dikkatli	ostrożne	dikkatli	ostrożny	ADJ	ADJ;NOM;NEUT;SG
dikkatli	ostrożny	dikkatli	ostrożny	ADJ	ADJ;NOM;MASC;SG
araştırmacılar	naukowcy	araştır	naukowiec	N;NOM;PL;3	N;NOM;MASC;PL
araştırmacılar	badacze	araştır	badacz	N;NOM;PL;3	N;NOM;MASC;PL
yetenek	umiejętność	yetenek	umiejętność	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	talent	yetenek	talent	N;NOM;SG;3	N;NOM;MASC;SG
yetenek	zdolność	yetenek	zdolność	N;NOM;SG;3	N;NOM;FEM;SG
yetenek	umiejętność	yetenek	umiejętność	N;NOM;SG;3	N;NOM;FEM;SG
malzemeler	składniki	malzeme	składnik	N;NOM;PL;3	N;NOM;MASC;PL
malzemeler	materiały	malzeme	materiał	N;NOM;PL;3	N;NOM;MASC;PL
malzemeler	zapasy	malzeme	zapas	N;NOM;PL;3	N;NOM;MASC;PL
manga	manga	manga	manga		
reich	rzeszy	reich	rzeszyć		
sesleri	dźwięki	ses	dźwięk	N;NOM;PL;3	N;NOM;MASC;PL
sesleri	głosy	ses	głos	N;NOM;PL;3	N;NOM;MASC;PL
ölçüm	pomiar	ölçüm	pomiar	N;NOM;SG;3	N;NOM;MASC;SG
ölçüm	miara	ölçüm	miara	N;NOM;SG;3	N;NOM;FEM;SG
ölçüm	wskaźnik	ölçüm	wskaźnik	N;NOM;SG;3	N;NOM;MASC;SG
ölçüm	środek	ölçüm	środek	N;NOM;SG;3	N;NOM;MASC;SG
ölçüm	miara	ölçüm	miara	N;NOM;SG;3	N;NOM;FEM;SG
ölçüm	pomiar	ölçüm	pomiar	N;NOM;SG;3	N;NOM;MASC;SG
ölçüm	wycena	ölçüm	wycenać	N;NOM;SG;3	N;NOM;FEM;SG
morris	morris	morris	morris		
çapraz	cross	çapraz	cross		
hamza	hamza	hamza	hamza		
diff	diff	diff	diff		
golf	golf	golf	golf		
strateji	strategia	strateji	strategia	N;NOM;SG;3	N;NOM;FEM;SG
fare	myszy	fare	mysieć		
fare	myszy	fare	mysieć		
fare	mysz	fare	myć		
fare	rat	fare	rat		
xvi	xvi	öv	xvi		
kuruluşlar	organizacje	kuruluş	organizacja	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	organizacje	kuruluş	organizacja	N;NOM;PL;3	N;NOM;FEM;PL
kuruluşlar	instytucje	kuruluş	instytucja	N;NOM;PL;3	N;NOM;FEM;PL
folk	folk	folk	folk		
yabani	wild	yabani	wild		
yabani	dziko	yabani	dziko		
yabani	dzika	yabani	dziki		
yabani	savage	yabani	savaga		
mozart	mozarta	mozart	mozarty		
mozart	mozart	mozart	mozart		
slam	slam	slam	slać		
yükleme	zainstalować	yükle	zainstalować	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
yükleme	pobrać	yükle	pobrać	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;PFV;NFIN;ACT
mail	mail	mail	mail		
laura	laury	laura	laury		
laura	lauro	laura	lauro		
mobile	mobile	mobile	mobil		
irmak	rzeki	irmak	rzeka		
irmak	river	irmak	river		
irmak	potok	irmak	potok		
irmak	stream	irmak	stream		
roll	roll	roll	roll		
duygu	czucie	duygu	czucie		
görüntüler	zdjęcia	görüntü	zdjęcie	N;NOM;PL;3	N;NOM;NEUT;PL
görüntüler	obrazy	görüntü	obraz	N;NOM;PL;3	N;NOM;MASC;PL
görüntüler	obrazki	görüntü	obrazek	N;NOM;PL;3	N;NOM;MASC;PL
ağzı	gęba	ağzı	gęba	N;NOM;SG;3	N;NOM;FEM;SG
işlemler	operacje	işlem	operacja	N;NOM;PL;3	N;NOM;FEM;PL
işlemler	transakcje	işlem	transakcja	N;NOM;PL;3	N;NOM;FEM;PL
arı	pszczoły	arı	pszczoła		
arı	pszczół	arı	pszczół		
arı	pszczoły	arı	pszczoła		
arı	bee	arı	bee		
kitle	mass	kitle	massy		
gey	gej	gey	on		
gey	gay	gey	gać		
che	che	che	cho		
taze	świeży	taze	świeży		
yağlı	gruby	yağlı	gruby		
yağlı	tłuste	yağlı	tłusty		
kurumlar	instytucje	kurum	instytucja	N;NOM;PL;3	N;NOM;FEM;PL
öneri	propozycja	öneri	propozycja	N;NOM;SG;3	N;NOM;FEM;SG
öneri	sugestia	öneri	sugestia	N;NOM;SG;3	N;NOM;FEM;SG
öneri	zalecenie	öneri	zalecenie	N;NOM;SG;3	N;NOM;NEUT;SG
öneri	wniosek	öneri	wniosek	N;NOM;SG;3	N;NOM;MASC;SG
öneri	propozycja	öneri	propozycja	N;NOM;SG;3	N;NOM;FEM;SG
kesim	cięcie	kesim	cięcie		
kesim	cięcie	kesim	cięcie		
kesim	cięcia	kesim	cięcie		
yemin	przysięgi	yemin	przysiąg		
öncelikli	priorytetowe	öncelikli	priorytetowy	ADJ	ADJ;NOM;NEUT;SG
cesur	dzielna	cesur	dzielny		
piyasa	market	piyas	market		
anthurium	anturium	anthuri	anturium		
rehberi	spis	rehber	spis	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	katalog	rehber	katalog	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	poradnik	rehber	poradnik	N;NOM;SG;3	N;NOM;MASC;SG
rehberi	przewodnik	rehber	przewodnik	N;NOM;SG;3	N;NOM;MASC;SG
hizmetler	usługi	hizmet	usługa	N;NOM;PL;3	N;NOM;FEM;PL
başlıklar	tematy	başlık	temat	N;NOM;PL;3	N;NOM;MASC;PL
başlıklar	nagłówki	başlık	nagłówka	N;NOM;PL;3	N;NOM;FEM;PL
başlıklar	tytuły	başlık	tytuł	N;NOM;PL;3	N;NOM;MASC;PL
başlıklar	nagłówki	başlık	nagłówka	N;NOM;PL;3	N;NOM;FEM;PL
büyü	magic	büy	magica		
palace	pałac	palace	pałac	N;NOM;SG;3	N;NOM;MASC;SG
palace	palace	palace	palak	N;NOM;SG;3	N;NOM;MASC;SG
kırdı	złamał	kır	złamać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
kırdı	pękła	kır	pęknąć	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
bella	bello	bella	bello		
bella	bella	bella	bella		
break	break	break	break		
break	przerwa	break	przerwa		
yalın	plain	yalın	plain		
yalın	gołe	yalın	goły		
hilal	crescent	hilal	crescent		
hilal	hilal	hilal	hilal		
şahsen	osobiscie	şahsen	osobiscie		
düşmüş	spadł	düş	spaść	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
düşmüş	spadła	düş	spaść	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
düşmüş	upadła	düş	upaść	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
düşmüş	upadł	düş	upaść	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
denklemi	równanie	denklem	równać	N;NOM;SG;3	N;NOM;NEUT;SG
benfica	benfica	benfica	benfica	N;NOM;SG;3	N;NOM;FEM;SG
aya	hagia	aya	hag		
koloni	kolonii	koloni	kolonia		
turner	turner	turne	turner		
turner	turnera	turne	turner		
altan	altan	altan	altan		
geçit	bramy	geçit	brama		
geçit	gate	geçit	gatek		
wimbledon	wimbledon	wimbledon	wimbledon		
girişim	venture	giriş	ventura		
girişim	enterprise	giriş	enterprisa		
eva	ewo	eva	ewo		
eva	evy	eva	evy		
eva	evo	eva	evo		
oral	ustne	oral	ustny		
denetimi	audyt	denetim	audyt	N;NOM;SG;3	N;NOM;MASC;SG
denetimi	kontrola	denetim	kontrola	N;NOM;SG;3	N;NOM;FEM;SG
par	par	par	par		
anlaşmazlık	konflikt	anlaşmazlık	konflikt	N;NOM;SG;3	N;NOM;MASC;SG
anlaşmazlık	spór	anlaşmazlık	spór	N;NOM;SG;3	N;NOM;MASC;SG
kısıtlı	limited	kısıtlı	limited		
sığır	bydła	sığır	byść		
şövalye	knight	şövalye	knight		
akraba	pokrewne	akraba	pokrewny		
bonus	premia	bonus	premia		
bonus	premii	bonus	premia		
edge	edge	edge	edga		
jin	jin	jin	jin		
tavuk	kurczak	tavuk	kurczak		
ilkbahar	spring	ilkbahar	spring		
ilkbahar	wiosna	ilkbahar	wiosna		
fiyat	price	fiyat	prica		
fiyat	cena	fiyat	cena		
çabaları	starania	çaba	starać	N;NOM;PL;3	N;NOM;NEUT;PL
çabaları	wysiłki	çaba	wysiłek	N;NOM;PL;3	N;NOM;MASC;PL
hikaye	historia	hika	historia	N;NOM;SG;3	N;NOM;FEM;SG
hikaye	opowieść	hika	opowieść	N;NOM;SG;3	N;NOM;FEM;SG
hikaye	zdarzenie	hika	zdarzenie	N;NOM;SG;3	N;NOM;NEUT;SG
hikaye	opowiadanie	hika	opowiadać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ölçü	miary	ölçü	miara		
sodyum	sodu	sodyu	sód		
lüks	deluxe	lüks	deluka		
dolaylı	pośredni	dolaylı	pośredni		
stil	style	stil	style		
taban	base	taban	bas		
şok	szok	şok	szok		
serin	zimno	serin	zimno		
serin	super	serin	super		
serin	spoko	serin	spoko		
shi	shi	shi	sha		
karışımı	mieszanka	karışım	mieszanka	N;NOM;SG;3	N;NOM;FEM;SG
beyoncé	beyoncé	beyoncé	beyonka		
cenazesi	pogrzeb	cenaze	pogrzeb	N;NOM;SG;3	N;NOM;MASC;SG
nero	nero	nero	nero		
hücreler	komórki	hücre	komórka	N;NOM;PL;3	N;NOM;FEM;PL
control	control	control	control		
ormanları	lasy	orman	las	N;NOM;PL;3	N;NOM;MASC;PL
venüs	venus	venüs	venus		
venüs	wenus	venüs	wenus		
virüs	wirusy	virüs	wirus		
virüs	wirusy	virüs	wirus		
virüs	wirusa	virüs	wirus		
gazeteciler	dziennikarze	gazeteci	dziennikarz	N;NOM;PL;3	N;NOM;MASC;PL
gazeteciler	dziennikarze	gazeteci	dziennikarz	N;NOM;PL;3	N;NOM;MASC;PL
gazeteciler	reporterzy	gazeteci	reporter	N;NOM;PL;3	N;NOM;MASC;PL
şartlar	warunki	şart	warunki	N;NOM;PL;3	N;NOM;NEUT;PL
şartlar	warunki	şart	warunki	N;NOM;PL;3	N;NOM;NEUT;PL
şartlar	terminy	şart	termin	N;NOM;PL;3	N;NOM;MASC;PL
sullivan	sullivan	sullivan	sullivan		
hadis	hadis	hadis	hadis		
galata	galata	galata	galat		
incil	gospel	incil	gospel		
incil	biblii	incil	biblia		
incil	biblie	incil	biblo		
sonbahar	jesień	sonbahar	jesień		
sonbahar	jesieni	sonbahar	jesień		
sonbahar	jesień	sonbahar	jesień		
tai	tai	tai	tai		
una	una	u	unać		
depremi	trzęsienie	deprem	trzęsień	N;NOM;SG;3	N;NOM;NEUT;SG
seçti	wybrała	seç	wybrać	V;PFV;IND;SG;3;POS;PST	V;PFV;FEM;IND;SG;PST;FIN;ACT
seçti	wybrał	seç	wybrać	V;PFV;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
knight	knight	knight	knight		
ayakkabı	obuwie	ayakkabı	obuwa	N;NOM;SG;3	N;NOM;NEUT;SG
ayakkabı	obuwie	ayakkabı	obuwa	N;NOM;SG;3	N;NOM;NEUT;SG
baron	baronie	baron	baron		
ibadet	kult	ibadet	kult	N;NOM;SG;3	N;NOM;MASC;SG
garden	ogród	garden	ogród	N;NOM;SG;3	N;NOM;MASC;SG
garden	ogródek	garden	ogródek	N;NOM;SG;3	N;NOM;MASC;SG
destekler	adnotacje	destek	adnotacja	N;NOM;PL;3	N;NOM;FEM;PL
hayalet	ghost	hayalet	ghost		
hayalet	phantom	hayalet	phant		
hayalet	widmo	hayalet	widmo		
kendiliğinden	spontanicznie	kendiliğinden	spontanicznie	ADV	ADV
kendiliğinden	spontanicznie	kendiliğinden	spontanicznie	ADV	ADV
danışmanlık	doradztwo	danışmanlık	doradztwo	N;NOM;SG;3	N;NOM;NEUT;SG
danışmanlık	doradztwo	danışmanlık	doradztwo	N;NOM;SG;3	N;NOM;NEUT;SG
asp	asp	asp	asp		
laboratuvar	laboratoriów	laboratuvav	laboratorie		
temsilciler	przedstawiciele	temsilci	przedstawiciel	N;NOM;PL;3	N;NOM;MASC;PL
soluk	pale	soluk	pal		
böbrek	nerki	böbrek	nerka		
böbrek	nerek	böbrek	nerek		
böbrek	nerki	böbrek	nerka		
böbrek	nerki	böbrek	nerka		
böbrek	nerek	böbrek	nerek		
sesler	dźwięki	ses	dźwięk	N;NOM;PL;3	N;NOM;MASC;PL
sesler	hałasy	ses	hałas	N;NOM;PL;3	N;NOM;MASC;PL
sesler	głosy	ses	głos	N;NOM;PL;3	N;NOM;MASC;PL
kenar	edge	kenar	edga		
yükselme	ascension	yüksel	ascension		
filo	filo	filo	filo		
sara	saro	sara	saro		
vatandaşlık	obywatelstwa	vatandaşlık	obywatelstwo	N;NOM;SG;3	N;NOM;NEUT;SG
vatandaşlık	obywatelstwo	vatandaşlık	obywatelstwo	N;NOM;SG;3	N;NOM;NEUT;SG
gitmiş	odszedł	git	odejść	V;PFV;NFH;IND;SG;3;POS;PST	V;PFV;MASC;IND;SG;PST;FIN;ACT
ilahi	bosko	ilahi	bosko		
ilahi	bosko	ilahi	bosko		
ilahi	boska	ilahi	boska		
turuncu	orange	turuncu	oranga		
leonard	leonarda	leonar	leonard		
yazarlık	autorstwo	yazarlık	autorstwo	N;NOM;SG;3	N;NOM;NEUT;SG
yazarlık	pisanie	yazarlık	pisać	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
yazarlık	pismo	yazarlık	pismo	N;NOM;SG;3	N;NOM;NEUT;SG
insanlık	ludzkość	insanlık	ludzkość	N;NOM;SG;3	N;NOM;FEM;SG
insanlık	człowieczeństwo	insanlık	człowieczeństwo	N;NOM;SG;3	N;NOM;NEUT;SG
insanlık	ludzkość	insanlık	ludzkość	N;NOM;SG;3	N;NOM;FEM;SG
plazma	plazmy	plaz	plazmy		
element	pierwiastek	element	pierwiastka	N;NOM;SG;3	N;NOM;MASC;SG
element	element	element	element	N;NOM;SG;3	N;NOM;MASC;SG
aşama	faz	aşam	faz		
jovi	jovi	jovi	jovi		
missouri	missouri	missour	missoura		
dedesi	dziadek	dede	dziadek	N;NOM;SG;3	N;NOM;MASC;SG
demo	demo	demo	demo		
içki	piła	içki	pić		
sinagogu	synagoga	sinagogu	synagoga	N;NOM;SG;3	N;NOM;FEM;SG
kid	kid	kid	kid		
lightgrey	lightgrey	lightgrey	lightgrea		
ram	ram	ram	ram		
ram	rama	ram	rama		
modeller	wzory	model	wzór	N;NOM;PL;3	N;NOM;MASC;PL
modeller	modele	model	model	N;NOM;PL;3	N;NOM;MASC;PL
şaban	saban	şaban	saban		
domuz	wieprzowiny	domuz	wieprzowiny		
domuz	świń	domuz	świń		
karakteristik	charakterystyczne	karakteristik	charakterystyczny	ADJ	ADJ;NOM;NEUT;SG
şablonlar	szablony	şablon	szablony	N;NOM;PL;3	N;NOM;MASC;PL
dal	branch	dal	branch		
watson	watson	watson	watson		
tasarımcısı	projektant	tasarımcı	projektant	N;NOM;SG;3	N;NOM;MASC;SG
koordinat	koordynowanie	koordinat	koordynowanie	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
koordinat	koordynacja	koordinat	koordynacja	N;NOM;SG;3	N;NOM;FEM;SG
abi	bhai	abi	bhaia		
ateşli	hot	ateşli	hot		
ateşli	ciacho	ateşli	ciacho		
kralları	królów	kral	król	N;ACC;PL;3	N;ACC;MASC;PL
sular	wód	su	woda		
lale	tulip	lal	tulip		
lale	tulipany	lal	tulipany		
taşıyıcı	transporter	taşıyıcı	transporter		
hafıza	pamięć	hafız	pamięć	N;NOM;SG;3	N;NOM;FEM;SG
hafıza	wspomnienie	hafız	wspomnienie	N;NOM;SG;3	N;NOM;NEUT;SG;POS;V.MSDR
romeo	romeo	romeo	romeo		
amaçlar	cele	amaç	cel	N;NOM;PL;3	N;NOM;MASC;PL
amaçlar	cele	amaç	cel	N;NOM;PL;3	N;NOM;MASC;PL
hedda	hedda	hedda	hedda		
tarla	pola	tarla	pole		
tarla	pola	tarla	pole		
tarla	field	tarla	field		
tankı	zbiornik	tankı	zbiornik	N;NOM;SG;3	N;NOM;MASC;SG
vatikan	watykan	vatikan	watykan		
satır	line	satır	liny		
satır	row	satır	row		
station	posterunek	station	posterunek	N;NOM;SG;3	N;NOM;MASC;SG
station	stacja	station	stacja	N;NOM;SG;3	N;NOM;FEM;SG
station	dworzec	station	dworzec	N;NOM;SG;3	N;NOM;MASC;SG
koşullar	warunki	koş	warunki	N;NOM;PL;3	N;NOM;NEUT;PL
koşullar	warunki	koş	warunki	N;NOM;PL;3	N;NOM;NEUT;PL
koşullar	terminy	koş	termin	N;NOM;PL;3	N;NOM;MASC;PL
danimarkalı	duńskie	danimarkalı	duński	ADJ	ADJ;NOM;NEUT;SG
danimarkalı	duński	danimarkalı	duński	ADJ	ADJ;NOM;MASC;SG
danimarkalı	duńskim	danimarkalı	duński	ADJ	ADJ;INS;MASC;SG
niye	dlaczego	niye	dlaczego	ADV	ADV
tower	wieża	tower	wieża	N;NOM;SG;3	N;NOM;FEM;SG
ball	ball	ball	ball		
ball	kula	ball	kula		
gülen	smiley	gül	smili		
sırtı	ridge	sırt	ridge		
caesar	cezara	caesar	cezar		
sohbet	rozmowa	sohbet	rozmowa	N;NOM;SG;3	N;NOM;FEM;SG
yöneticileri	administratorzy	yönetici	administrator	N;NOM;PL;3	N;NOM;MASC;PL
yöneticileri	administratorzy	yönetici	administrator	N;NOM;PL;3	N;NOM;MASC;PL
soğan	cebula	soğ	cebula	N;NOM;SG;3	N;NOM;FEM;SG
soğan	cebula	soğ	cebula	N;NOM;SG;3	N;NOM;FEM;SG
dizel	diesel	dizel	diesel		
dizel	diesla	dizel	diesla		
dizayn	projekt	dizayn	projekt	N;NOM;SG;3	N;NOM;MASC;SG
dizayn	konstrukcja	dizayn	konstrukcja	N;NOM;SG;3	N;NOM;FEM;SG
dizayn	projektowanie	dizayn	projektować	N;NOM;SG;3	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
tepkiler	reakcje	tepki	reakcja	N;NOM;PL;3	N;NOM;FEM;PL
haç	cross	haç	cross		
jel	żelu	jel	żel		
muhafazakar	konserwatywny	muhafazak	konserwatywny	ADJ	ADJ;NOM;MASC;SG
bozuk	złamany	bozuk	złamać		
afrikalı	afryki	afrikalı	afryka		
afrikalı	afryka	afrikalı	afryka		
sina	sina	sina	sina		
adaylar	kandydaci	aday	kandydat	N;NOM;PL;3	N;NOM;MASC;PL
