من	от	مِن	от	ADP	ADP
ممتاز	перфектен	مُمتَاز	перфектен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ممتاز	съвършен	مُمتَاز	съвършен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ممتاز	отличен	مُمتَاز	отличен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
يقرر	решава	قَرَّر	решавам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الحواسيب	компютрите	حَاسُوب	компютър	N;NOM;DEF;PL	N;DEF;MASC;PL
كيلومترات	километри	كِيلُومِتر	километър	N;NOM;INDF;PL	N;INDF;MASC;PL
كيلومترات	километри	كِيلُومِتر	километър	N;NOM;INDF;PL	N;INDF;MASC;PL
التوراة	библията	تَوَرَّاة	библия	N;NOM;DEF;SG	N;DEF;FEM;SG
التوراة	тората	تَوَرَّاة	тора	N;NOM;DEF;SG	N;DEF;FEM;SG
خبراء	експерти	خَبِير	експерт	N;NOM;INDF;PL	N;INDF;MASC;PL
عربة	файтон	عَرَبَة	файтон	N;NOM;INDF;SG	N;INDF;MASC;SG
عربة	превоз	عَرَبَة	превоз	N;NOM;INDF;SG	N;INDF;MASC;SG
عربة	количка	عَرَبَة	количка	N;NOM;INDF;SG	N;INDF;FEM;SG
عربة	каруца	عَرَبَة	каруца	N;NOM;INDF;SG	N;INDF;FEM;SG
عربة	автомобил	عَرَبَة	автомобил	N;NOM;INDF;SG	N;INDF;MASC;SG
عربة	возило	عَرَبَة	вози	N;NOM;INDF;SG	N;INDF;NEUT;SG
معاهد	институти	مَعهَد	институт	N;NOM;INDF;PL	N;INDF;FEM;PL
حلم	сън	حُلم	сън	N;NOM;INDF;SG	N;INDF;MASC;SG
حلم	мечта	حُلم	мечта	N;NOM;INDF;SG	N;INDF;FEM;SG
زرع	имплант	زَرع	имплант	N;NOM;INDF;SG	N;INDF;MASC;SG
زرع	растение	زَرع	растение	N;NOM;INDF;SG	N;INDF;NEUT;SG
زرع	завод	زَرع	завод	N;NOM;INDF;SG	N;INDF;MASC;SG
زرع	трансплантация	زَرع	трансплантация	N;NOM;INDF;SG	N;INDF;FEM;SG
تبني	приемане	تَبَنِّي	приемане	N;NOM;INDF;SG	N;INDF;NEUT;SG
تبني	осиновяване	تَبَنِّي	осиновяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تبني	изграждане	تَبَنِّي	изграждане	N;NOM;INDF;SG	N;INDF;NEUT;SG
قاع	дъно	قَاع	дъно	N;NOM;INDF;SG	N;INDF;NEUT;SG
السجون	затворите	سِجن	затвор	N;NOM;DEF;PL	N;DEF;MASC;PL
السجون	затворите	سِجن	затвор	N;NOM;DEF;PL	N;DEF;MASC;PL
صيني	китайска	صِينِيّ	китайски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
صيني	китайски	صِينِيّ	китайски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
جسيمات	частици	جَسِيم	частица	N;NOM;INDF;PL	N;INDF;FEM;PL
جسيمات	частици	جَسِيم	частица	N;NOM;INDF;PL	N;INDF;FEM;PL
جسيمات	частици	جَسِيم	частица	N;NOM;INDF;PL	N;INDF;FEM;PL
الجراح	хирургът	جُرح	хирург	N;NOM;DEF;SG	N;DEF;MASC;SG
معدن	metal	مَعدِن	metal	N;NOM;INDF;SG	N;INDF;MASC;SG
معدن	метъл	مَعدِن	метъл	N;NOM;INDF;SG	N;INDF;MASC;SG
معدن	метал	مَعدِن	метал	N;NOM;INDF;SG	N;INDF;MASC;SG
لجان	комисии	لَجنَة	комисия	N;NOM;INDF;PL	N;INDF;FEM;PL
لجان	комисии	لَجنَة	комисия	N;NOM;INDF;PL	N;INDF;FEM;PL
لجان	комитети	لَجنَة	комитет	N;NOM;INDF;PL	N;INDF;MASC;PL
تخفيف	облекчаване	تَخفِيف	облекчаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تخفيف	смекчаване	تَخفِيف	смекчаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
باحث	изследовател	بَاحِث	изследовател	N;NOM;INDF;SG	N;INDF;MASC;SG
باحث	учен	بَاحِث	учен	N;NOM;INDF;SG	N;INDF;MASC;SG
عبارات	фрази	عِبَارَة	фразя	N;NOM;INDF;PL	N;INDF;FEM;PL
يكتشف	открива	اِكتَشَف	откривам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
متساوية	равен	مُتَسَاوِي	равен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
ملتقى	възел	مُلتَقَى	възел	N;NOM;INDF;SG	N;INDF;MASC;SG
ملتقى	кръстовище	مُلتَقَى	кръстовище	N;NOM;INDF;SG	N;INDF;NEUT;SG
ملتقى	среща	مُلتَقَى	среща	N;NOM;INDF;SG	N;INDF;FEM;SG
هندسية	геометрична	هَندَسِيّ	геометричен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مطعم	ресторант	مطعم	ресторант	N;NOM;INDF;SG	N;INDF;MASC;SG
جغرافي	географска	جُغرَافِيّ	географски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
جغرافي	географски	جُغرَافِيّ	географски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
جغرافي	географска	جُغرَافِيّ	географски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
جغرافي	географски	جُغرَافِيّ	географски	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
الفوضى	хаосът	فَوضَى	хаос	N;NOM;DEF;SG	N;DEF;MASC;SG
اللوحات	картините	لَوحَة	картина	N;NOM;DEF;PL	N;DEF;FEM;PL
الخيول	конете	خَيل	кон	N;NOM;DEF;PL	N;DEF;MASC;PL
الحظ	късметът	حَظّ	късмет	N;NOM;DEF;SG	N;DEF;MASC;SG
الحظ	късмета	حَظّ	късмет	N;NOM;DEF;SG	N;DEF;MASC;SG
المثلث	триъгълника	مُثَلَّث	триъгълника	N;NOM;DEF;SG	N;DEF;MASC;SG
براءة	невинност	بَرَاءَة	невинност	N;NOM;INDF;SG	N;INDF;FEM;SG
صعب	твърд	صَعب	твърд	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صعب	труден	صَعب	труден	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صعب	корав	صَعب	корав	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صعب	труден	صَعب	труден	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
صعب	трудна	صَعب	труден	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
المفتاح	ключа	مُفتَاح	ключа	N;NOM;DEF;SG	N;DEF;MASC;SG
المفتاح	ключът	مُفتَاح	ключ	N;NOM;DEF;SG	N;DEF;MASC;SG
الدراجة	мотора	دِرَاجَة	мотор	N;NOM;DEF;SG	N;DEF;MASC;SG
الدراجة	колелото	دِرَاجَة	колело	N;NOM;DEF;SG	N;DEF;NEUT;SG
تلوث	заразяване	تَلَوُّث	заразяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تلوث	замърсяване	تَلَوُّث	замърсяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تلوث	замърсяване	تَلَوُّث	замърсяване	N;NOM;INDF;SG	N;INDF;NEUT;SG
يومية	дневна	يَومِيّ	дневен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
يومية	дневен	يَومِيّ	дневен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
استطلاع	разузнаване	اِستِطلَاع	разузнаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
استطلاع	анкета	اِستِطلَاع	анкета	N;NOM;INDF;SG	N;INDF;FEM;SG
السبعينيات	седемдесетте	سَبعِينِيّ	седемдесет	ADJ;NOM;DEF;FEM;PL	ADJ;DEF;PL
مغادرة	отпътуване	مُغَادَرَة	отпътуване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مغادرة	заминаване	مُغَادَرَة	заминаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مغادرة	тръгване	مُغَادَرَة	тръгване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مغادرة	напускане	مُغَادَرَة	напускане	N;NOM;INDF;SG	N;INDF;NEUT;SG
صحافة	преса	صَحَافَة	преса	N;NOM;INDF;SG	N;INDF;FEM;SG
صحافة	журналистика	صَحَافَة	журналистика	N;NOM;INDF;SG	N;INDF;FEM;SG
هرب	избяга	هَرَب	избягам	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
هرب	избягал	هَرَب	избягам	V;PFV;MASC;SG;3;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
حكومات	правителства	حُكُومَة	правителство	N;NOM;INDF;PL	N;INDF;NEUT;PL
المتغيرات	променливите	مُتَغَيِّر	променлив	ADJ;NOM;DEF;FEM;PL	ADJ;DEF;PL
السواحل	бреговете	السواحل	бряг	N;NOM;DEF;PL	N;DEF;MASC;PL
الملاكمة	бокса	مُلَاكَمَة	бокса	N;NOM;DEF;SG	N;DEF;MASC;SG
حملت	свалил	حَمَل	сваля	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
تمارس	практикува	مَارَس	практикувам	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
عزم	решителност	عَزم	решителност	N;NOM;INDF;SG	N;INDF;FEM;SG
عزم	решимост	عَزم	решимост	N;NOM;INDF;SG	N;INDF;FEM;SG
عزم	определяне	عَزم	определяне	N;NOM;INDF;SG	N;INDF;NEUT;SG
عزم	решителност	عَزم	решителност	N;NOM;INDF;SG	N;INDF;FEM;SG
عزم	разрешаване	عَزم	разрешаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
عزم	решаване	عَزم	решаване	N;NOM;INDF;SG	N;INDF;NEUT;SG
سلك	тел	سٰلِكَ	тел	N;NOM;INDF;SG	N;INDF;FEM;SG
سلك	жица	سٰلِكَ	жиц	N;NOM;INDF;SG	N;INDF;FEM;SG
مشكلات	проблеми	مُشكِلَة	проблем	N;NOM;INDF;PL	N;INDF;MASC;PL
مشكلات	въпроси	مُشكِلَة	въпрос	N;NOM;INDF;PL	N;INDF;MASC;PL
مشكلات	проблеми	مُشكِلَة	проблем	N;NOM;INDF;PL	N;INDF;MASC;PL
مدونة	блог	مُدَوَّنَة	блог	N;NOM;INDF;SG	N;INDF;MASC;SG
جسور	мостове	جِسر	мост	N;NOM;INDF;PL	N;INDF;MASC;PL
البوذية	будизма	بُوذِيّ	будизъм	N;NOM;DEF;SG	N;DEF;MASC;SG
البلازما	плазмата	البلازما	плазма	N;NOM;DEF;SG	N;DEF;FEM;SG
رياح	ветрове	رِيح	вятър	N;NOM;INDF;PL	N;INDF;MASC;PL
مؤقت	временна	مُؤَقَّت	временен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مؤقت	временен	مُؤَقَّت	временя-(се)	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
انطلاق	стартиране	اِنطِلَاق	стартиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
انطلاق	изстрелване	اِنطِلَاق	изстрелване	N;NOM;INDF;SG	N;INDF;NEUT;SG
مثلث	триъгълник	مُثَلَّث	триъгълник	N;NOM;INDF;SG	N;INDF;MASC;SG
طعام	храна	طَعَام	храна	N;NOM;INDF;SG	N;INDF;FEM;SG
الخسائر	загубите	خَسَارَة	загуба	N;NOM;DEF;PL	N;DEF;FEM;PL
ساعدت	помогнал	سَاعَد	помогна	V;PFV;FEM;SG;3;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
نزاع	конфликт	نِزَاع	конфликт	N;NOM;INDF;SG	N;INDF;MASC;SG
نزاع	спор	نِزَاع	спор	N;NOM;INDF;SG	N;INDF;MASC;SG
يعكس	отразява	عَكَس	отразявам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
السر	тайната	سُرّ	тайна	N;NOM;DEF;SG	N;DEF;FEM;SG
المساهمين	акционерите	مُسَاهِم	акционер	N;NOM;DEF;PL	N;DEF;MASC;PL
ضاحية	предградие	ضَاحِيَة	предградие	N;NOM;INDF;SG	N;INDF;NEUT;SG
العقاب	наказанието	عِقَاب	наказание	N;NOM;DEF;SG	N;DEF;NEUT;SG
تخريب	саботаж	تَخرِيب	саботаж	N;NOM;INDF;SG	N;INDF;MASC;SG
تخريب	вандализъм	تَخرِيب	вандализъм	N;NOM;INDF;SG	N;INDF;MASC;SG
انقطاع	прекъсване	اِنقِطَاع	прекъсване	N;NOM;INDF;SG	N;INDF;NEUT;SG
حسابات	отчети	حِسَاب	отчета-(се)	N;NOM;INDF;PL	N;INDF;MASC;PL
حسابات	сметки	حِسَاب	сметка	N;NOM;INDF;PL	N;INDF;FEM;PL
حسابات	акаунти	حِسَاب	акаунт	N;NOM;INDF;PL	N;INDF;MASC;PL
حسابات	изчисления	حِسَاب	изчисление	N;NOM;INDF;PL	N;INDF;NEUT;PL
الشرب	пиенето	شُرب	пиене	N;NOM;DEF;SG	N;DEF;NEUT;SG
التوجيه	ориентацията	تَوجِيه	ориентация	N;NOM;DEF;SG	N;DEF;FEM;SG
التوجيه	директивата	تَوجِيه	директива	N;NOM;DEF;SG	N;DEF;FEM;SG
البدو	бедуините	بَدَوِيّ	бедуин	N;NOM;DEF;PL	N;DEF;FEM;PL
تحرك	преместване	تَحَرُّك	преместване	N;NOM;INDF;SG	N;INDF;NEUT;SG
تحرك	движение	تَحَرُّك	движение	N;NOM;INDF;SG	N;INDF;NEUT;SG
معاني	значения	مَعنَى	значение	N;NOM;INDF;PL	N;INDF;NEUT;PL
الصداقة	приятелството	صَدَاقَة	приятелство	N;NOM;DEF;SG	N;DEF;NEUT;SG
عقدة	възел	عقدة	възел	N;NOM;INDF;SG	N;INDF;MASC;SG
عقدة	възел	عقدة	възел	N;NOM;INDF;SG	N;INDF;MASC;SG
احتجاجات	протести	اِحتِجَاج	протест	N;NOM;INDF;PL	N;INDF;MASC;PL
كوارث	бедствия	كَارِثَة	бедствие	N;NOM;INDF;PL	N;INDF;NEUT;PL
ضرورية	необходима	ضَرُورِيّ	необходим	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
الجرح	раната	جُرح	рана	N;NOM;DEF;SG	N;DEF;FEM;SG
الركن	ъгъла	الركن	ъгъл	N;NOM;DEF;SG	N;DEF;MASC;SG
بالغ	възрастна	بَالِغ	възрастен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
بالغ	възрастен	بَالِغ	възрастен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
تنوع	разнообразие	تَنَوُّع	разнообразие	N;NOM;INDF;SG	N;INDF;NEUT;SG
تنوع	многообразие	تَنَوُّع	многообразие	N;NOM;INDF;SG	N;INDF;NEUT;SG
تنوع	разнообразие	تَنَوُّع	разнообразие	N;NOM;INDF;SG	N;INDF;NEUT;SG
تنوع	сорт	تَنَوُّع	сорт	N;NOM;INDF;SG	N;INDF;MASC;SG
تنوع	разновидност	تَنَوُّع	разновидност	N;NOM;INDF;SG	N;INDF;FEM;SG
انتظار	изчакване	اِنتِظَار	изчакване	N;NOM;INDF;SG	N;INDF;NEUT;SG
انتظار	чакане	اِنتِظَار	чакане	N;NOM;INDF;SG	N;INDF;NEUT;SG
كلاب	кучета	كَلَاب	куче	N;NOM;INDF;PL	N;INDF;NEUT;PL
الكرسي	столът	كُرسِيّ	стол	N;NOM;DEF;SG	N;DEF;MASC;SG
حاجز	буфер	حَاجِز	буфер	N;NOM;INDF;SG	N;INDF;MASC;SG
حاجز	преграда	حَاجِز	преграда	N;NOM;INDF;SG	N;INDF;FEM;SG
حاجز	бариера	حَاجِز	бариера	N;NOM;INDF;SG	N;INDF;FEM;SG
تخدم	служи	خَدَم	служа	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
عميق	дълбока	عَمِيق	дълбок	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
عميق	дълбок	عَمِيق	дълбок	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
فنادق	хотели	فُندُق	хотел	N;NOM;INDF;PL	N;INDF;MASC;PL
اغسطس	август	أَغُسطُس	август	N;GEN;INDF;SG	N;INDF;MASC;SG
اغسطس	август	أَغُسطُس	август	N;GEN;INDF;SG	N;INDF;MASC;SG
ميثاق	пакт	مِيثَاق	пакт	N;NOM;INDF;SG	N;INDF;MASC;SG
ميثاق	харта	مِيثَاق	харта	N;NOM;INDF;SG	N;INDF;FEM;SG
الامير	принцът	أَمِير	принц	N;NOM;DEF;SG	N;DEF;MASC;SG
طويلا	дълъг	طَوِيل	дълъг	ADJ;ACC;INDF;MASC;SG	ADJ;INDF;MASC;SG
سمكة	фиш	سُمكَة	фиш	N;NOM;INDF;SG	N;INDF;MASC;SG
سمكة	риба	سُمكَة	риба	N;NOM;INDF;SG	N;INDF;FEM;SG
نخبة	елит	نُخبَة	елит	N;NOM;INDF;SG	N;INDF;MASC;SG
متغير	променлива	مُتَغَيِّر	променлив	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
متغير	променлив	مُتَغَيِّر	променлив	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
وثائقي	документален	وَثَائِقِيّ	документален	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
ابتدائية	елементарен	اِبتِدَائِيّ	елементарен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
ابتدائية	елементарна	اِبتِدَائِيّ	елементарен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
رفقة	дружество	رِفقَة	дружество	N;NOM;INDF;SG	N;INDF;NEUT;SG
رفقة	компания	رِفقَة	компания	N;NOM;INDF;SG	N;INDF;FEM;SG
رفقة	рота	رِفقَة	рота	N;NOM;INDF;SG	N;INDF;FEM;SG
رفقة	фирма	رِفقَة	фирма	N;NOM;INDF;SG	N;INDF;FEM;SG
ميجا	мега	ميجا	мега	N;NOM;INDF;SG	N;INDF;FEM;SG
الشرايين	артериите	شِريَان	артерия	N;NOM;DEF;PL	N;DEF;FEM;PL
النخبة	елита	نُخبَة	елит	N;NOM;DEF;SG	N;DEF;MASC;SG
التيارات	теченията	تَيَّار	течение	N;NOM;DEF;PL	N;DEF;NEUT;PL
الطيف	спектъра	طَيف	спектър	N;NOM;DEF;SG	N;DEF;MASC;SG
اجتمع	срещна	اِجتَمَع	срещна-(се)	V;PFV;MASC;SG;3;ACT	V;PFV;IND;SG;3;PST;FIN;ACT
الريح	вятъра	رَيح	вятър	N;NOM;DEF;SG	N;DEF;MASC;SG
العقوبات	санкциите	عُقُوبَة	санкция	N;NOM;DEF;PL	N;DEF;FEM;PL
مؤقتة	временна	مُؤَقَّت	временен	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;FEM;SG
مؤقتة	временен	مُؤَقَّت	временя-(се)	ADJ;NOM;INDF;FEM;SG	ADJ;INDF;MASC;SG
تغذية	фураж	تَغذِيَة	фураж	N;NOM;INDF;SG	N;INDF;MASC;SG
تغذية	хранене	تَغذِيَة	хранене	N;NOM;INDF;SG	N;INDF;NEUT;SG
مراعاة	спазване	مُرَاعَاة	спазване	N;NOM;INDF;SG	N;INDF;NEUT;SG
الستينيات	шейсетте	ستِينِيّ	шейсет	ADJ;NOM;DEF;FEM;PL	ADJ;DEF;PL
مكتبات	библиотеки	مُكتَبَّات	библиотеки	N;NOM;INDF;PL	N;INDF;FEM;PL
مكتبات	книжарници	مُكتَبَّات	книжарник	N;NOM;INDF;PL	N;INDF;FEM;PL
تنظم	организира	نَظَّم	организирам	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
المد	приливът	مَدّ	прилив	N;NOM;DEF;SG	N;DEF;MASC;SG
الغرف	стаите	غُرفَة	стая	N;NOM;DEF;PL	N;DEF;FEM;PL
تفعيل	задействане	تَفعِيل	задействане	N;NOM;INDF;SG	N;INDF;NEUT;SG
تفعيل	активиране	تَفعِيل	активиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
تفعيل	активиране	تَفعِيل	активиране	N;NOM;INDF;SG	N;INDF;NEUT;SG
حفلة	парти	حَفلَة	парта	N;NOM;INDF;SG	N;INDF;NEUT;SG
حفلة	купон	حَفلَة	купон	N;NOM;INDF;SG	N;INDF;MASC;SG
حفلة	партия	حَفلَة	партия	N;NOM;INDF;SG	N;INDF;FEM;SG
يكشف	разкрива	كَشَف	разкривам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
يكشف	разкрива	كَشَف	разкривам-(се)	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;IPFV;IND;SG;3;PRS;FIN;ACT
الدرجات	оценките	دَرَجَة	оценка	N;NOM;DEF;PL	N;DEF;FEM;PL
الدرجات	стълбите	دَرَجَة	стълба	N;NOM;DEF;PL	N;DEF;FEM;PL
مدرس	учителка	مُدَرِّس	учителка	N;NOM;INDF;SG	N;INDF;FEM;SG
مدرس	учител	مُدَرِّس	учител	N;NOM;INDF;SG	N;INDF;MASC;SG
الحقول	полетата	حَقل	полет	N;NOM;DEF;PL	N;DEF;NEUT;PL
غربا	запад	غَرب	запад	N;ACC;INDF;SG	N;INDF;MASC;SG
محاكم	съдилища	مَحكَمَة	съдилище	N;NOM;INDF;PL	N;INDF;NEUT;PL
يوناني	гръцки	يُونَانِيّ	гръцки	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
يوناني	гръцка	يُونَانِيّ	гръцки	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مفيد	полезна	مفيد	полезен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مفيد	полезен	مفيد	полезен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
مفيد	полезна	مفيد	полезен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;FEM;SG
مفيد	полезен	مفيد	полезен	ADJ;NOM;INDF;MASC;SG	ADJ;INDF;MASC;SG
مفاتيح	клавиши	مِفتَاح	клавиш	N;NOM;INDF;PL	N;INDF;FEM;PL
مفاتيح	ключове	مِفتَاح	ключ	N;NOM;INDF;PL	N;INDF;MASC;PL
مذبحة	клане	مَذبَحَة	клане	N;NOM;INDF;SG	N;INDF;NEUT;SG
