この	هذا	この	هٰذَا	DET	DET;NOM;MASC;SG
公使	وزيرة	公使	وَزِيرَة	N	N;NOM;INDF;SG
公使	الوزيرة	公使	وَزِيرَة	N	N;NOM;DEF;SG
公使	الوزير	公使	وَزِير	N	N;NOM;DEF;SG
公使	وزراء	公使	وَزِير	N	N;NOM;INDF;PL
公使	الوزراء	公使	وَزِير	N	N;NOM;DEF;PL
キリスト教徒	المسيحية	キリスト教徒	مَسِيحِيَّة	N	N;NOM;DEF;SG
キリスト教徒	المسيحيين	キリスト教徒	مَسِيحِيّ	N	N;ACC;DEF;PL
スコープ	النطاق	スコープ	نِطَاق	N	N;NOM;DEF;SG
スコープ	نطاق	スコープ	نِطَاق	N	N;NOM;INDF;SG
スコープ	النطاقات	スコープ	نِطَاقَة	N	N;NOM;DEF;PL
スコープ	نطاقات	スコープ	نِطَاقَة	N	N;NOM;INDF;PL
カメ	سلحفاة	カメ	سُلحَفَاة	N	N;NOM;INDF;SG
カメ	السلحفاة	カメ	سُلحَفَاة	N	N;NOM;DEF;SG
カメ	السلاحف	カメ	سَلَاحِف	N	N;NOM;DEF;PL
細い	نحيف	細い	نحيف	ADJ	ADJ;NOM;INDF;MASC;SG
細い	رفيع	細い	رَفِيع	ADJ	ADJ;NOM;INDF;MASC;SG
細い	رقيق	細い	رَقِيق	ADJ	ADJ;NOM;INDF;MASC;SG
細い	رقيقة	細い	رَقِيقَة	ADJ	ADJ;NOM;INDF;FEM;SG
エキス	مقتطفات	エキス	مُقتَطَف	N	N;NOM;INDF;PL
エキス	الاستخراج	エキス	اِستِخرَاج	N	N;NOM;DEF;SG
エキス	استخراج	エキス	اِستِخرَاج	N	N;NOM;INDF;SG
エキス	استخلاص	エキス	اِستِخلَاص	N	N;NOM;INDF;SG
憲章	ميثاق	憲章	مِيثَاق	N	N;NOM;INDF;SG
憲章	الميثاق	憲章	مِيثَاق	N	N;NOM;DEF;SG
警部	ملازم	警部	مَلز	N	N;NOM;INDF;SG
警部	الملازم	警部	مَلزَمَة	N	N;NOM;DEF;SG
諸	اللوردات	諸	اللوردات	N	N;NOM;DEF;PL
スキャンダル	فضيحة	スキャンダル	فَضِيحَة	N	N;NOM;INDF;SG
スキャンダル	الفضيحة	スキャンダル	فَضِيح	N	N;NOM;DEF;SG
テラス	شرفة	テラス	شرفة	N	N;NOM;INDF;SG
笑う	يضحك	笑う	أَضحَك	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
笑う	تضحك	笑う	تَضَحَّك	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
笑う	اضحك	笑う	أَضحَض	V	V;PFV;MASC;IMP;SG;ACT
マインド	البال	マインド	بَال	N	N;NOM;DEF;SG
マインド	مانع	マインド	مَانِع	N	N;NOM;INDF;SG
マインド	العقل	マインド	عَقل	N	N;NOM;DEF;SG
銘柄	ماركة	銘柄	مَاركَة	N	N;NOM;INDF;SG
表彰	المنصة	表彰	مِنَصَّة	N	N;NOM;DEF;SG
三角形	المثلث	三角形	مُثَلَّث	N	N;NOM;DEF;SG
三角形	مثلث	三角形	مُثَلَّث	N	N;NOM;INDF;SG
クジラ	الحوت	クジラ	حُوت	N	N;NOM;DEF;SG
叫び	يصرخ	叫ぶ	صَرَخ	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
ハープ	القيثارة	ハープ	قِيثَارَة	N	N;NOM;DEF;SG
知人	التعارف	知人	تَعَارُف	N	N;NOM;DEF;SG
知人	معرفة	知人	مَعرِفَة	N	N;NOM;INDF;SG
知人	معارف	知人	مَعرِفَة	N	N;NOM;INDF;PL
知人	المعارف	知人	مَعرِفَة	N	N;NOM;DEF;PL
アミノ酸	الامينية	アミノ酸	أَمِينِيّ	N	N;NOM;DEF;SG
パブリッシング	نشر	パブリッシング	نَشر	N	N;NOM;INDF;SG
パブリッシング	النشر	パブリッシング	نَشر	N	N;NOM;DEF;SG
薬局	الصيدلية	薬局	صِيدلِيّ	N	N;NOM;DEF;SG
薬局	صيدلية	薬局	صَيدَلِيّ	N	N;NOM;INDF;SG
カラス	الغراب	カラス	غَرَاب	N	N;NOM;DEF;SG
楽しい	ممتع	楽しい	مُمتَع	ADJ	ADJ;NOM;INDF;MASC;SG
トマト	الطماطم	トマト	طَمَاطِم	N	N;NOM;DEF;SG
トマト	طماطم	トマト	طَمَاطِم	N	N;NOM;INDF;PL
トマト	الطماطم	トマト	طَمَاطِم	N	N;NOM;DEF;SG
トマト	طماطم	トマト	طَمَاطِم	N	N;NOM;INDF;PL
騒音	ضجيج	騒音	ضَجِيج	N	N;NOM;INDF;SG
騒音	ضوضاء	騒音	ضَوضَاء	N	N;NOM;INDF;SG
騒音	الضجيج	騒音	ضَجِيج	N	N;NOM;DEF;SG
騒音	الضوضاء	騒音	ضَوضَاء	N	N;NOM;DEF;SG
基質	ركيزة	基質	رَكِيز	N	N;NOM;INDF;SG
基質	الركيزة	基質	رَكِيزَة	N	N;NOM;DEF;SG
流派	مدارس	流派	مَدرَسَة	N	N;NOM;INDF;PL
流派	المدارس	流派	مَدرَسَة	N	N;NOM;DEF;PL
インタフェース	واجهة	インタフェース	وَاجِهَة	N	N;NOM;INDF;SG
インタフェース	الواجهة	インタフェース	وَاجِهَة	N	N;NOM;DEF;SG
インタフェース	واجهات	インタフェース	وَاجِه	N	N;NOM;INDF;PL
遺物	الاثار	遺物	أَثَر	N	N;NOM;DEF;PL
紡績	الغزل	紡績	غَزل	N	N;NOM;DEF;SG
チャイナ	الصين	チャイナ	صِين	N	N;NOM;DEF;SG
ディフェンダー	مدافع	ディフェンダー	مُدَافِع	N	N;NOM;INDF;SG
ディフェンダー	المدافع	ディフェンダー	مَدفَع	N	N;NOM;DEF;SG
代理人	الممثل	代理人	مُمَثِّل	N	N;NOM;DEF;SG
代理人	ممثل	代理人	مُمَثِّل	N	N;NOM;INDF;SG
代理人	عميل	代理人	عَمِيل	N	N;NOM;INDF;SG
代理人	وكيل	代理人	وَكِيل	N	N;NOM;INDF;SG
代理人	العميل	代理人	عَمِيل	N	N;NOM;DEF;SG
代理人	الوكيل	代理人	وَكِيل	N	N;NOM;DEF;SG
売春	دعارة	売春	دَعَارَة	N	N;NOM;INDF;SG
売春	البغاء	売春	بَغَاء	N	N;NOM;DEF;SG
売春	الدعارة	売春	دَعَارَة	N	N;NOM;DEF;SG
製造	الصنع	製造	صَنع	N	N;NOM;DEF;SG
製造	تصنيع	製造	تَصنِيع	N	N;NOM;INDF;SG
製造	التصنيع	製造	تَصنِيع	N	N;NOM;DEF;SG
製造	تصنيع	製造	تَصنِيع	N	N;NOM;INDF;SG
製造	التصنيع	製造	تَصنِيع	N	N;NOM;DEF;SG
製造	المصنوعات	製造	مَصنُوع	N	N;NOM;DEF;PL
マフィア	المافيا	マフィア	أَلمَافِيَا	N	N;NOM;DEF;SG
金髪	الاشقر	金髪	الاشقر	N	N;NOM;DEF;PL
金髪	الشقراء	金髪	أَشقَر	N	N;NOM;DEF;SG
金髪	الاشقر	金髪	الاشقر	N	N;NOM;DEF;PL
開花	تزهر	開花	زَهَر	V	V;IPFV;FEM;IND;SG;3;FIN;PASS
溶接	اللحام	溶接	اللحام	N	N;NOM;DEF;SG
近似	تقريب	近似	تَقرِيب	N	N;NOM;INDF;SG
近似	التقريب	近似	تَقرِيب	N	N;NOM;DEF;SG
手動	دليل	手動	دَلِيل	N	N;NOM;INDF;SG
手動	الدليل	手動	دَلِيل	N	N;NOM;DEF;SG
パルス	نبض	パルス	نَبض	N	N;NOM;INDF;SG
パルス	نبضة	パルス	نَبضَة	N	N;NOM;INDF;SG
パルス	النبض	パルス	نَبض	N	N;NOM;DEF;SG
マネージメント	ادارة	マネージメント	إِدَارَة	N	N;NOM;INDF;SG
マネージメント	الادارة	マネージメント	إِدَارَة	N	N;NOM;DEF;SG
カーネル	النواة	カーネル	نَوَاة	N	N;NOM;DEF;SG
カーネル	نواة	カーネル	نَوَاة	N	N;NOM;INDF;SG
電線	الكابل	電線	كَابِل	N	N;NOM;DEF;SG
台地	هضبة	台地	هُضبَة	N	N;NOM;INDF;SG
日数	الايام	日数	يَوم	N	N;NOM;DEF;PL
日数	ايام	日数	يَوم	N	N;NOM;INDF;PL
機密	السرية	機密	سِرِّيَّة	N	N;NOM;DEF;SG
クライアント	عميل	クライアント	عَمِيل	N	N;NOM;INDF;SG
クライアント	العميل	クライアント	عَمِيل	N	N;NOM;DEF;SG
クライアント	زبون	クライアント	زبون	N	N;NOM;INDF;SG
クライアント	الزبون	クライアント	زَبن	N	N;NOM;DEF;SG
クライアント	زبائن	クライアント	زبائن	N	N;NOM;INDF;PL
クライアント	عملاء	クライアント	عَمِيل	N	N;NOM;INDF;PL
クライアント	العملاء	クライアント	عَمِيل	N	N;NOM;DEF;PL
ウシ	ماشية	ウシ	مَاشِي	N	N;NOM;INDF;SG
ウシ	الماشية	ウシ	مَاشِيَة	N	N;NOM;DEF;SG
穀物	الحبوب	穀物	حَبّ	N	N;NOM;DEF;PL
音色	نغمات	音色	نَغمَة	N	N;NOM;INDF;PL
保育園	حضانة	保育園	حَضَانَة	N	N;NOM;INDF;SG
保育園	الحضانة	保育園	حِضَانَة	N	N;NOM;DEF;SG
シンポジウム	ندوة	シンポジウム	نَدوَة	N	N;NOM;INDF;SG
シンポジウム	الندوة	シンポジウム	نَدوَة	N	N;NOM;DEF;SG
フラット	شقة	フラット	شَقَّة	N	N;NOM;INDF;SG
受け入れる	نقبل	受け入れる	نقبل	V	V;IPFV;MASC;IND;PL;1;FIN;ACT
受け入れる	تقبل	受け入れる	قَبِل	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
受け入れる	اقبل	受け入れる	أَقبَل	V	V;PFV;MASC;SG;3;ACT
歯車	العتاد	歯車	عِتَاد	N	N;NOM;DEF;SG
歯車	ترس	歯車	تَرَسَّ	N	N;NOM;INDF;SG
復員	تسريح	復員	تَسرِيح	N	N;NOM;INDF;SG
復員	التسريح	復員	تَسرِيح	N	N;NOM;DEF;SG
メカニック	الميكانيكي	メカニック	مِيكَانِيكِي	N	N;NOM;DEF;SG
申告	تعلن	申告	أَعلَن	V	V;IPFV;FEM;IND;SG;3;FIN;PASS
申告	اعلن	申告	أَعلَن	V	V;PFV;MASC;SG;3;ACT
申告	يعلن	申告	أَعلَن	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
赤ちゃん	طفل	赤ちゃん	طِفل	N	N;NOM;INDF;SG
赤ちゃん	الرضع	赤ちゃん	رَضع	N	N;NOM;DEF;SG
赤ちゃん	الاطفال	赤ちゃん	طِفل	N	N;NOM;DEF;PL
スクロール	التمرير	スクロール	تَمرِير	N	N;NOM;DEF;SG
スクロール	تمرير	スクロール	تَمرِير	N	N;NOM;INDF;SG
セクター	قطاع	セクター	قِطَاع	N	N;NOM;INDF;SG
セクター	القطاع	セクター	قِطَاع	N	N;NOM;DEF;SG
セクター	قطاعات	セクター	قِطَاع	N	N;NOM;INDF;PL
セクター	القطاعات	セクター	قِطَاع	N	N;NOM;DEF;PL
濃い	قويا	濃い	قَوِيّ	ADJ	ADJ;ACC;INDF;MASC;SG
濃い	قوية	濃い	قَوِيّ	ADJ	ADJ;NOM;INDF;FEM;SG
濃い	قوي	濃い	قَوِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
ネック	الرقبة	ネック	رَقبَة	N	N;NOM;DEF;SG
ネック	رقبة	ネック	رَقَبَة	N	N;NOM;INDF;SG
ネック	العنق	ネック	عَنق	N	N;NOM;DEF;SG
ストライキ	اضراب	ストライキ	ضَرب	N	N;NOM;INDF;SG
ストライキ	الاضراب	ストライキ	ضَرَب	N	N;NOM;DEF;SG
ストライキ	الضربة	ストライキ	ضَربَة	N	N;NOM;DEF;SG
最低	الدنيا	最低	دِنِّيَا	N	N;NOM;DEF;SG
スクランブル	التدافع	スクランブル	تَدَافُع	N	N;NOM;DEF;SG
レター	حرف	レター	حَرف	N	N;NOM;INDF;SG
レター	رسالة	レター	رِسَالَة	N	N;NOM;INDF;SG
回廊	الممر	回廊	مَمر	N	N;NOM;DEF;SG
回廊	ممر	回廊	مَمَرّ	N	N;NOM;INDF;SG
プレゼン	التقديم	プレゼン	تَقدِيم	N	N;NOM;DEF;SG
プレゼン	عرض	プレゼン	عَرض	N	N;NOM;INDF;SG
プレゼン	العرض	プレゼン	عَرض	N	N;NOM;DEF;SG
プレゼン	عروض	プレゼン	عَرض	N	N;NOM;INDF;PL
プレゼン	العروض	プレゼン	عَرض	N	N;NOM;DEF;PL
プライド	الكبرياء	プライド	كَبرِيّ	N	N;NOM;DEF;SG
プライド	الفخر	プライド	فِخر	N	N;NOM;DEF;SG
テロリスト	الارهابي	テロリスト	إِرهَابِيّ	N	N;NOM;DEF;SG
テロリスト	الارهابيين	テロリスト	إِرهَابِيّ	N	N;NOM;DEF;PL
テロリスト	ارهابيين	テロリスト	إِرهَابِيّ	N	N;NOM;INDF;PL
管理人	مسؤول	管理人	مَسؤُول	N	N;NOM;INDF;SG
管理人	المسؤول	管理人	مَسؤُول	N	N;NOM;DEF;SG
管理人	المشرف	管理人	مُشرِف	N	N;NOM;DEF;SG
管理人	المديرون	管理人	مُدِير	N	N;NOM;DEF;PL
管理人	مديرو	管理人	مُدِير	N	N;NOM;INDF;PL
管理人	المسؤولين	管理人	مَسؤُول	N	N;NOM;DEF;PL
持ち込み	تحمل	持ち込み	حَمَل	V	V;PFV;MASC;SG;3;FIN;ACT
持ち込み	احمل	持ち込み	احمل	V	V;PFV;MASC;SG;3;ACT
持ち込み	جلب	持ち込み	جَلب	V	V;PFV;MASC;SG;3;ACT
持ち込み	احضر	持ち込み	اِحضَرّ	V	V;PFV;MASC;SG;3;ACT
コスチューム	الزي	コスチューム	اَلزَذِي	N	N;NOM;DEF;SG
コスチューム	الازياء	コスチューム	زِيّ	N	N;NOM;DEF;SG
波動	الموجة	波動	مُوجَة	N	N;NOM;DEF;SG
波動	موجة	波動	مَوجَة	N	N;NOM;INDF;SG
スペック	مواصفات	スペック	مُوَاصَفَة	N	N;NOM;INDF;PL
スペック	المواصفات	スペック	مُوَاصَفَة	N	N;NOM;DEF;PL
原告	المدعي	原告	مُدَّعِي	N	N;NOM;DEF;SG
原告	المطالب	原告	مَطلَب	N	N;NOM;DEF;PL
チキン	دجاجة	チキン	دَجَّاجَة	N	N;NOM;INDF;SG
チキン	دجاج	チキン	دِجَاج	N	N;NOM;INDF;SG
チキン	الدجاج	チキン	دَجَاج	N	N;NOM;DEF;SG
コールド	البرد	コールド	بُرد	N	N;NOM;DEF;SG
コールド	الباردة	コールド	بَارِد	N	N;NOM;DEF;SG
プライス	الثمن	プライス	ثَمَن	N	N;NOM;DEF;SG
プライス	الاسعار	プライス	سِعر	N	N;NOM;DEF;PL
プライス	سعر	プライス	سِعر	N	N;NOM;INDF;SG
プライス	السعر	プライス	سِعر	N	N;NOM;DEF;SG
待遇	معاملة	待遇	مُعَامَلَة	N	N;NOM;INDF;SG
待遇	معالجة	待遇	مُعَالَجَة	N	N;NOM;INDF;SG
待遇	العلاج	待遇	عِلَاج	N	N;NOM;DEF;SG
待遇	المعاملة	待遇	مُعَامَلَة	N	N;NOM;DEF;SG
待遇	علاج	待遇	عِلَاج	N	N;NOM;INDF;SG
待遇	المعالجة	待遇	مُعَالَجَة	N	N;NOM;DEF;SG
フレンチ	بالفرنسية	フレンチ	بالفرنسية	N	N;NOM;DEF;SG
フレンチ	الفرنسية	フレンチ	فَرَنسِيَّة	N	N;NOM;DEF;SG
ジュース	عصير	ジュース	عَصِير	N	N;NOM;INDF;SG
ジュース	العصير	ジュース	عَصِير	N	N;NOM;DEF;SG
ジュース	العصائر	ジュース	العصائر	N	N;NOM;DEF;PL
ギルド	نقابة	ギルド	نِقَابَة	N	N;NOM;INDF;SG
ギルド	النقابة	ギルド	نِقَابَة	N	N;NOM;DEF;SG
ステッカー	الملصق	ステッカー	مُلصَق	N	N;NOM;DEF;SG
ステッカー	ملصق	ステッカー	مُلصَق	N	N;NOM;INDF;SG
ステッカー	ملصقات	ステッカー	مُلَصَّق	N	N;NOM;INDF;PL
ステッカー	الملصقات	ステッカー	مُلصَق	N	N;NOM;DEF;PL
浅い	سطحي	浅い	سَطحِيّ	ADJ	ADJ;NOM;INDF;MASC;SG
カブ	اللفت	カブ	لَفَت	N	N;NOM;DEF;SG
エッグ	البيض	エッグ	بَيض	N	N;NOM;DEF;SG
エッグ	البيضة	エッグ	بَيضَة	N	N;NOM;DEF;SG
エッグ	بيضة	エッグ	بِيضَة	N	N;NOM;INDF;SG
スキン	الجلود	スキン	الجلود	N	N;NOM;DEF;SG
スキン	جلود	スキン	جَلُود	N	N;NOM;INDF;PL
スキン	الجلد	スキン	جَلد	N	N;NOM;DEF;SG
スキン	بشرة	スキン	بَشَرَة	N	N;NOM;INDF;SG
スキン	جلد	スキン	جَلَد	N	N;NOM;INDF;SG
スキン	البشرة	スキン	بَشَرَة	N	N;NOM;DEF;SG
ヌード	العراة	ヌード	عِرَاة	N	N;NOM;DEF;SG
公害	التلوث	公害	تَلَوُّث	N	N;NOM;DEF;SG
公害	تلوث	公害	تَلَوُّث	N	N;NOM;INDF;SG
関税	التعريفات	関税	تَعرِيف	N	N;NOM;DEF;PL
関税	تعريفات	関税	تَعرِيف	N	N;NOM;INDF;PL
毒性	سامة	毒性	سامة	N	N;NOM;INDF;SG
毒性	السمية	毒性	سَمِّيَّة	N	N;NOM;DEF;SG
メカニズム	اليات	メカニズム	آلِيَّة	N	N;NOM;DEF;PL
メカニズム	الاليات	メカニズム	أَلِيّ	N	N;NOM;DEF;PL
メカニズム	الالية	メカニズム	الالية	N	N;NOM;DEF;SG
メカニズム	الية	メカニズム	الية	N	N;NOM;DEF;SG
やさしい	سهل	やさしい	سَهل	ADJ	ADJ;NOM;INDF;MASC;SG
やさしい	سهلة	やさしい	سَهل	ADJ	ADJ;NOM;INDF;FEM;SG
燃える	يحترق	燃える	اِحتَرَق	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
燃える	تحترق	燃える	اِحتَرَق	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
体質	الدستور	体質	دُستُور	N	N;NOM;DEF;SG
体質	دستور	体質	دستور	N	N;NOM;INDF;SG
イヌ	الكلب	イヌ	كُلب	N	N;NOM;DEF;SG
イヌ	كلب	イヌ	كُلب	N	N;NOM;INDF;SG
キノコ	الفطر	キノコ	فِطر	N	N;NOM;DEF;SG
厚い	سميك	厚い	سميك	ADJ	ADJ;NOM;INDF;MASC;SG
厚い	سميكة	厚い	سمِيكَة	ADJ	ADJ;NOM;INDF;FEM;SG
証人	شهود	証人	شَاهِد	N	N;NOM;INDF;PL
証人	الشهود	証人	شَاهِد	N	N;NOM;DEF;PL
証人	الشاهد	証人	شَاهِد	N	N;NOM;DEF;SG
子育て	التربية	子育て	تَربِيَة	N	N;NOM;DEF;SG
ウィンドウ	نافذة	ウィンドウ	نَافِذ	N	N;NOM;INDF;SG
ウィンドウ	النافذة	ウィンドウ	نَافِذ	N	N;NOM;DEF;SG
水分	الرطوبة	水分	رُطُوبَة	N	N;NOM;DEF;SG
聴く	استمع	聴く	اِستَمَع	V	V;PFV;MASC;SG;3;ACT
聴く	اسمعوا	聴く	اسمعوا	V	V;PFV;MASC;PL;3;ACT
聴く	استمعوا	聴く	اِستَمَع	V	V;PFV;MASC;PL;3;ACT
遊ぶ	تلعب	遊ぶ	لَعِب	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
遊ぶ	لعب	遊ぶ	لَعِب	V	V;PFV;MASC;SG;3;ACT
決済	مدفوعات	決済	مَدفُوع	N	N;NOM;INDF;PL
決済	الدفعات	決済	دَفعَة	N	N;NOM;DEF;PL
決済	الدفع	決済	دَفع	N	N;NOM;DEF;SG
決済	المدفوعات	決済	مَدفُوع	N	N;NOM;DEF;PL
決済	دفعات	決済	دَفعَة	N	N;NOM;INDF;PL
決済	مستوطنة	決済	مُستَوطَنَة	N	N;NOM;INDF;SG
決済	الاستيطان	決済	اِستِيطَان	N	N;NOM;DEF;SG
決済	التسوية	決済	تَسوِيَة	N	N;NOM;DEF;SG
決済	التوطين	決済	تَوطِين	N	N;NOM;DEF;SG
決済	تسوية	決済	تَسوِيَة	N	N;NOM;INDF;SG
決済	الدفع	決済	دَفع	N	N;NOM;DEF;SG
決済	السداد	決済	سَدَاد	N	N;NOM;DEF;SG
決済	دفعة	決済	دَفعَة	N	N;NOM;INDF;SG
決済	الدفعة	決済	دَفعَة	N	N;NOM;DEF;SG
サニー	مشمس	サニー	مَشمَس	N	N;NOM;INDF;SG
ディスコ	الديسكو	ディスコ	الديسكو	N	N;NOM;DEF;SG
ブタ	خنازير	ブタ	خُنطُور	N	N;NOM;INDF;PL
ブタ	خنزير	ブタ	خُنزِير	N	N;NOM;INDF;SG
ブタ	الخنزير	ブタ	خِنزِير	N	N;NOM;DEF;SG
尾翼	الذيل	尾翼	ذَيل	N	N;NOM;DEF;SG
尾翼	ذيل	尾翼	ذَيل	N	N;NOM;INDF;SG
受け取る	تستلم	受け取る	اِستَلَم	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
受け取る	تستقبل	受け取る	اِستَقبَل	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
エンブレム	شعار	エンブレム	شِعَار	N	N;NOM;INDF;SG
エンブレム	الشعار	エンブレム	شِعَار	N	N;NOM;DEF;SG
素敵	جميلة	素敵	جَمِيل	ADJ	ADJ;NOM;INDF;FEM;SG
ピクセル	بكسل	ピクセル	بكسل	N	N;NOM;INDF;SG
ピクセル	بكسلات	ピクセル	بكسلات	N	N;NOM;DEF;SG
外科	جراح	外科	جُرح	N	N;NOM;INDF;PL
外科	الجراح	外科	جُرح	N	N;NOM;DEF;SG
気体	الغاز	気体	غَاز	N	N;NOM;DEF;SG
気体	غاز	気体	غَاز	N	N;NOM;INDF;SG
気体	غازات	気体	غَاز	N	N;NOM;INDF;PL
気体	الغازات	気体	غَاز	N	N;NOM;DEF;PL
気体	غازات	気体	غَاز	N	N;NOM;INDF;PL
ロータス	اللوتس	ロータス	اَلَّوتس	N	N;NOM;DEF;SG
悪	الكوابيس	悪	كُوَابِيس	N	N;NOM;DEF;PL
悪	كوابيس	悪	كُوَابِيس	N	N;NOM;INDF;PL
悪	الكابوس	悪	كَابُوس	N	N;NOM;DEF;SG
演目	برامج	演目	بَرنَامَج	N	N;NOM;INDF;PL
演目	البرامج	演目	بَرنَامَج	N	N;NOM;DEF;PL
出血	تنزف	出血	نَزَف	V	V;IPFV;FEM;IND;SG;3;FIN;ACT
出血	ينزف	出血	أَنزَف	V	V;IPFV;MASC;IND;SG;3;FIN;ACT
諮問	المشاورات	諮問	مُشَاوَرَة	N	N;NOM;DEF;PL
諮問	التشاور	諮問	تَشَاوُر	N	N;NOM;DEF;SG
諮問	مشاورة	諮問	مُشَاوَرَة	N	N;NOM;INDF;SG
諮問	استشارة	諮問	اِستِشَارَة	N	N;NOM;INDF;SG
諮問	الاستشارة	諮問	اِستِشَارَة	N	N;NOM;DEF;SG
火事	النار	火事	نَار	N	N;NOM;DEF;SG
火事	نار	火事	نَار	N	N;NOM;INDF;SG
火事	حريق	火事	حَرِيق	N	N;NOM;INDF;SG
赤道	الاستواء	赤道	اِستِوَاء	N	N;NOM;DEF;SG
国々	بلدان	国々	بَلَد	N	N;NOM;INDF;PL
国々	البلدان	国々	بَلَد	N	N;NOM;DEF;PL
国々	الدول	国々	دَولَة	N	N;NOM;DEF;PL
内訳	انهيار	内訳	اِنهِيَار	N	N;NOM;INDF;SG
内訳	الانهيار	内訳	اِنهِيَار	N	N;NOM;DEF;SG
内訳	التقسيمات	内訳	تَقسِيم	N	N;NOM;DEF;PL
ジャイアント	عملاق	ジャイアント	عِملَاق	N	N;NOM;INDF;SG
ジャイアント	العملاق	ジャイアント	عِملَاق	N	N;NOM;DEF;SG
銃弾	رصاصة	銃弾	رصاصة	N	N;NOM;INDF;SG
銃弾	الرصاصة	銃弾	رَصَاصَة	N	N;NOM;DEF;SG
ピストン	المكبس	ピストン	مَكبَس	N	N;NOM;DEF;SG
風船	منطاد	風船	مِنطَاد	N	N;NOM;INDF;SG
風船	المنطاد	風船	مِنطَاد	N	N;NOM;DEF;SG
風船	البالون	風船	بَالُون	N	N;NOM;DEF;SG
風船	البالونات	風船	بَالُون	N	N;NOM;DEF;PL
おばさん	عمة	おばさん	عِمَّة	N	N;NOM;INDF;SG
おばさん	خالة	おばさん	خَالَة	N	N;NOM;INDF;SG
おばさん	العمة	おばさん	عِمَّة	N	N;NOM;DEF;SG
リターン	العودة	リターン	عَودَة	N	N;NOM;DEF;SG
リターン	عودة	リターン	عَودَة	N	N;NOM;INDF;SG
安定	استقرار	安定	اِستِقرَار	N	N;NOM;INDF;SG
安定	الاستقرار	安定	اِستِقرَار	N	N;NOM;DEF;SG
コメディアン	كوميدي	コメディアン	كوميدي	N	N;NOM;INDF;SG
