for	für	for	für	ADP	ADP
midlertidigt	zeitweise	midlertidigt	zeitweise	ADV	ADV
ortodokse	orthodoxe	ortodokse	orthodox	ADJ;PL	ADJ;NOM;FEM;PL
ortodokse	orthodoxen	ortodokse	orthodox	ADJ;PL	ADJ
hjemlandet	heimat	hjemland	heimat	N;DEF;NEUT;SG	N;FEM;SG
efterladt	aufgegeben	efterlade	aufgeben	V;INDF;SG;PST;V.PTCP	V;V.PTCP
efterladt	verlassen	efterlade	verlassen	V;INDF;SG;PST;V.PTCP	V;NFIN
efterladt	stillgelegt	efterlade	stilllegen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
efterladt	zurückgelassen	efterlade	zurücklassen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
cover	abdeckung	cove	abdeckung	N;INDF;MASC+FEM;SG	N;NOM;SG
portugisiske	portugiesisch	portugisk	portugiesisch	ADJ;PL	ADJ
portugisiske	portugiesischer	portugisk	portugiesisch	ADJ;PL	ADJ
portugisiske	portugiesischen	portugisk	portugiesisch	ADJ;PL	ADJ;NOM;MASC;PL
portugisiske	portugiesische	portugisk	portugiesisch	ADJ;PL	ADJ;NOM;FEM;PL
vejledning	anleitung	vejledning	anleitung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vejledning	lehrgang	vejledning	lehrgang	N;INDF;MASC+FEM;SG	N
vejledning	schulung	vejledning	schulung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vejledning	anleitung	vejledning	anleitung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vejledning	beratung	vejledning	beratung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
vejledning	anleitung	vejledning	anleitung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
leverede	lieferte	levere	liefern	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
leverede	geliefert	levere	liefern	V;IND;PST;FIN;ACT	V;V.PTCP
leverede	zugestellt	levere	zustellen	V;IND;PST;FIN;ACT	V;V.PTCP
leverede	ausgeliefert	levere	ausliefern	V;IND;PST;FIN;ACT	V;V.PTCP
leverede	versorgt	levere	versorgen	V;IND;PST;FIN;ACT	V;V.PTCP
leverede	geliefert	levere	liefern	V;IND;PST;FIN;ACT	V;V.PTCP
leverede	lieferte	levere	liefern	V;IND;PST;FIN;ACT	V;IND;SG;3;PST;FIN
leverede	beliefert	levere	beliefern	V;IND;PST;FIN;ACT	V;V.PTCP
imens	unterdessen	imens	unterdessen	ADV	ADV
imens	mittlerweile	imens	mittlerweile	ADV	ADV
imens	inzwischen	imens	inzwischen	ADV	ADV
imens	währenddessen	imens	währenddessen	ADV	ADV
trup	kader	trup	kader	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
trup	einheit	trup	einheit	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
bestemme	bestimmen	bestemme	bestimmen	V;NFIN;ACT	V;FIN
bidraget	beigetragen	bidrage	beitragen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
bidraget	beigesteuert	bidrage	beisteuern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
effektivt	effizient	effektiv	effizient	ADJ;INDF;NEUT;SG	ADJ
effektivt	effizientes	effektiv	effizient	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
effektivt	effiziente	effektiv	effizient	ADJ;INDF;NEUT;SG	ADJ;NOM;SG
effektivt	effektiv	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ
effektivt	wirksam	effektiv	wirksam	ADJ;INDF;NEUT;SG	ADJ
effektivt	effektiver	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ
effektivt	effektiv	effektiv	effektiv	ADJ;INDF;NEUT;SG	ADJ
effektivt	effizient	effektiv	effizient	ADJ;INDF;NEUT;SG	ADJ
lyse	strahlend	lyse	strahlend	ADJ;PL	ADJ
lyse	hell	lyse	hell	ADJ;PL	ADJ
lyse	leuchtend	lyse	leuchtend	ADJ;PL	ADJ
lyse	helle	lyse	hell	ADJ;PL	ADJ;NOM;FEM;PL
organismer	organismen	organisme	organismen	N;INDF;MASC+FEM;PL	N;PL
organismer	organismen	organisme	organismen	N;INDF;MASC+FEM;PL	N;PL
relation	beziehung	relation	Beziehung	N;INDF;MASC+FEM;SG	N;SG
brudt	zerbrochen	bryde	zerbrechen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
brudt	gebrochen	bryde	brechen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
regner	regnet	regne	regnen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
regner	regen	regne	rege	V;IND;PRS;FIN;ACT	V;NFIN
regner	regnet	regne	regnen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
regner	regnen	regne	regnen	V;IND;PRS;FIN;ACT	V;NFIN
regner	regen	regne	rege	V;IND;PRS;FIN;ACT	V;NFIN
fortalt	sagte	fortælle	sagen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
fortalt	erzählt	fortælle	erzählen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
fortalt	erzählte	fortælle	erzählen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
fortalt	gesagt	fortælle	sagen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
mister	verlieren	miste	verlieren	V;IND;PRS;FIN;ACT	V;NFIN
mister	verliert	miste	verlieren	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
mister	verlieren	miste	verlieren	V;IND;PRS;FIN;ACT	V;NFIN
mister	verliert	miste	verlieren	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
mister	verlieren	miste	verlieren	V;IND;PRS;FIN;ACT	V;NFIN
mister	verliert	miste	verlieren	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
beboet	bewohnt	bebo	bewohnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
beboet	bewohnte	bebo	bewohnen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
beboet	bevölkert	bebo	bevölkern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
beboet	bewohnt	bebo	bewohnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
elektroniske	elektronischen	elektronisk	elektronisch	ADJ;PL	ADJ
elektroniske	elektronische	elektronisk	elektronisch	ADJ;PL	ADJ;NOM;FEM;PL
elektroniske	elektronisch	elektronisk	elektronisch	ADJ;PL	ADJ
elektroniske	elektronik	elektronisk	elektronik	ADJ;PL	ADJ
elektroniske	elektronischer	elektronisk	elektronisch	ADJ;PL	ADJ
grønlandske	grönländischen	grønlandsk	grönländischen	ADJ;PL	ADJ
sikret	abgesichert	sikre	absichern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
sikret	gesichert	sikre	sichern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
sikret	garantieren	sikre	garantieren	V;INDF;SG;PST;V.PTCP	V;NFIN
sikret	garantiert	sikre	garantieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
sikret	sichern	sikre	sichern	V;INDF;SG;PST;V.PTCP	V;NFIN
piano	klavier	piano	klavier	N;INDF;MASC+FEM;SG	N;NOM;NEUT;SG
omfatte	einschließen	omfatte	einschließen	V;NFIN;ACT	V;NFIN
omfatte	enthalten	omfatte	enthalten	V;NFIN;ACT	V;NFIN
omfatte	beinhalten	omfatte	beinhalten	V;NFIN;ACT	V;NFIN
omfatte	umfassen	omfatte	umfassen	V;NFIN;ACT	V;NFIN
kanon	kanone	kanon	kanone	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
nordligste	nördlichsten	nordlig	nördlich	ADJ;DEF;RL	ADJ;PL
nordligste	nördlichste	nordlig	nördlich	ADJ;DEF;RL	ADJ;NOM;FEM;SG
sektor	sektor	sektor	sektor	N;INDF;MASC+FEM;SG	N
egyptiske	ägyptische	egyptisk	ägyptisch	ADJ;PL	ADJ;NOM;FEM;PL
egyptiske	ägyptischen	egyptisk	ägyptisch	ADJ;PL	ADJ;PL
egyptiske	ägyptischer	egyptisk	ägyptisch	ADJ;PL	ADJ
inkluderet	enthalten	inkludere	enthalten	V;INDF;SG;PST;V.PTCP	V;NFIN
inkluderet	eingeschlossen	inkludere	einschließen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
inkluderet	aufgenommen	inkludere	aufnehmen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
forretninger	läden	forretning	laden	N;INDF;MASC+FEM;PL	N;PL
forretninger	läden	forretning	laden	N;INDF;MASC+FEM;PL	N;PL
forretninger	unternehmen	forretning	unternehmen	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
belejringen	siege	belejring	siegen	N;DEF;MASC+FEM;SG	N;NOM
belejringen	belagerung	belejring	belagerung	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
portugisisk	portugiesisch	portugisisk	portugiesisch	ADJ;INDF;SG	ADJ
portugisisk	portugiesischer	portugisisk	portugiesisch	ADJ;INDF;SG	ADJ
modificeret	abgeändert	modificeret	abändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
modificeret	modifiziert	modificeret	modifizieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
modificeret	geändert	modificeret	ändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
modificeret	verändert	modificeret	verändern	V;INDF;SG;PST;V.PTCP	V;V.PTCP
håber	hoffen	håbe	hoffen	V;IND;PRS;FIN;ACT	V;NFIN
håber	hofft	håbe	hoffen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
håber	gehofft	håbe	hoffen	V;IND;PRS;FIN;ACT	V;V.PTCP
håber	hoffen	håbe	hoffen	V;IND;PRS;FIN;ACT	V;NFIN
romansk	romanischen	romansk	romanisch	ADJ;INDF;SG	ADJ
floderne	flüsse	flod	flüssen	N;DEF;MASC+FEM;PL	N;NOM;MASC;PL
floderne	flüssen	flod	flüssen	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
globale	globalen	global	global	ADJ;PL	ADJ
globale	weltweite	global	weltweit	ADJ;PL	ADJ;NOM;FEM;PL
globale	global	global	global	ADJ;PL	ADJ
globale	globale	global	global	ADJ;PL	ADJ;NOM;FEM;PL
globale	weltweit	global	weltweit	ADJ;PL	ADJ
café	café	café	café	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
café	café	café	café	N;INDF;MASC+FEM;SG	N;NOM;MASC;SG
hotellet	hotel	hotel	Hotel	N;DEF;NEUT;SG	N;NOM;NEUT;SG
identificere	ermitteln	identificere	ermitteln	V;NFIN;ACT	V;NFIN
identificere	identifizieren	identificere	identifizieren	V;NFIN;ACT	V;NFIN
identificere	identifizieren	identificere	identifizieren	V;NFIN;ACT	V;NFIN
tidsskrifter	fachzeitschriften	tidsskrift	fachzeitschrift	N;INDF;NEUT;PL	N;NOM;FEM;PL
tidsskrifter	veröffentlichungen	tidsskrift	veröffentlichung	N;INDF;NEUT;PL	N;NOM;FEM;PL
tidsskrifter	fachzeitschriften	tidsskrift	fachzeitschrift	N;INDF;NEUT;PL	N;NOM;FEM;PL
fusion	fusion	fusion	fusion	N;INDF;MASC+FEM;SG	N;NOM;SG
fusion	fusion	fusion	fusion	N;INDF;MASC+FEM;SG	N;NOM;SG
forsamling	montage	forsamling	montag	N;INDF;MASC+FEM;SG	N;NOM;SG
forsamling	versammlung	forsamling	versammlung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
foretrækker	bevorzuge	foretrække	bevorzugen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
foretrækker	bevorzugen	foretrække	bevorzugen	V;IND;PRS;FIN;ACT	V;NFIN
foretrækker	vorziehen	foretrække	vorziehen	V;IND;PRS;FIN;ACT	V;NFIN
foretrækker	bevorzuge	foretrække	bevorzugen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
foretrækker	bevorzugen	foretrække	bevorzugen	V;IND;PRS;FIN;ACT	V;NFIN
skød	schoss	skød	schießen	V;IND;PST;FIN;ACT	V;V.PTCP
skød	schoss	skød	schießen	V;IND;PST;FIN;ACT	V;V.PTCP
skød	geschossen	skød	schießen	V;IND;PST;FIN;ACT	V;V.PTCP
skød	erschossen	skød	erschießen	V;IND;PST;FIN;ACT	V;V.PTCP
flyver	fliegen	flyve	fliegen	V;IND;PRS;FIN;ACT	V;NFIN
flyver	flieg	flyve	fliegen	V;IND;PRS;FIN;ACT	V;IND;SG;3;FIN
flyver	fliegt	flyve	fliegen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
flyver	fliegen	flyve	fliegen	V;IND;PRS;FIN;ACT	V;NFIN
flyver	fliegen	flyve	fliegen	V;IND;PRS;FIN;ACT	V;NFIN
tiltrådte	beigetreten	tiltræde	beitreten	V;IND;PST;FIN;ACT	V;V.PTCP
fabrikker	betriebe	fabrik	betreiben	N;INDF;MASC+FEM;PL	N;NOM;MASC;PL
fabrikker	werke	fabrik	werk	N;INDF;MASC+FEM;PL	N;NOM;NEUT;PL
effektiv	effizient	effektiv	effizient	ADJ;INDF;MASC+FEM;SG	ADJ
effektiv	effizientes	effektiv	effizient	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;NEUT;SG
effektiv	effiziente	effektiv	effizient	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;SG
effektiv	wirksam	effektiv	wirksam	ADJ;INDF;MASC+FEM;SG	ADJ
effektiv	effektiver	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ
effektiv	effektiv	effektiv	effektiv	ADJ;INDF;MASC+FEM;SG	ADJ
indirekte	mittelbar	indirekte	mittelbar	ADJ	ADJ
indirekte	indirekt	indirekte	indirekt	ADJ	ADJ
indirekte	indirekte	indirekte	indirekt	ADJ	ADJ;NOM;PL
indirekte	indirekter	indirekte	indirekt	ADJ	ADJ
indirekte	indirekten	indirekte	indirekt	ADJ	ADJ
indirekte	indirekt	indirekte	indirekt	ADJ	ADJ
indirekte	mittelbar	indirekte	mittelbar	ADJ	ADJ
begået	verpflichtet	begå	verpflichten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
begået	gebunden	begå	binden	V;INDF;SG;PST;V.PTCP	V;V.PTCP
begået	begangen	begå	begehen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
mail	mail	mail	mail	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
udgaven	ausgabe	udgave	ausgeben	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
default	voreinstellung	default	voreinstellung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
default	standardeinstellung	default	standardeinstellung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
herrer	herren	herrer	herr	N;INDF;MASC+FEM;PL	N;NOM;PL
find	finden	find	finden	V;IMP	V;NFIN
find	lokalisieren	find	lokalisieren	V;IMP	V;NFIN
find	finden	find	finden	V;IMP	V;NFIN
find	suchen	find	suchen	V;IMP	V;NFIN
biologiske	biologischer	biologisk	biologisch	ADJ;PL	ADJ
biologiske	biologische	biologisk	biologisch	ADJ;PL	ADJ;NOM;FEM;PL
biologiske	biologisch	biologisk	biologisch	ADJ;PL	ADJ
tabel	tabelle	tabel	tabell	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
kulturer	kulturen	kultur	kultur	N;INDF;MASC+FEM;PL	N;NOM;PL
kulturer	kulturen	kultur	kultur	N;INDF;MASC+FEM;PL	N;NOM;PL
tænker	denken	tænke	denken	V;IND;PRS;FIN;ACT	V;NFIN
tænker	nachdenken	tænke	nachdenken	V;IND;PRS;FIN;ACT	V;NFIN
lanceret	startete	lancere	starten	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
lanceret	lanciert	lancere	lancieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
lanceret	gestartet	lancere	starten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
dækkede	erfaßt	dække	erfaßen	V;PST;V.PTCP	V;V.PTCP
dækkede	gedeckt	dække	decken	V;PST;V.PTCP	V;V.PTCP
dækkede	abgedeckt	dække	abdecken	V;PST;V.PTCP	V;V.PTCP
fair	gerecht	fair	rechen	ADJ	ADJ
fair	fair	fair	fair	ADJ	ADJ
fair	jahrmarkt	fair	jahrmarkt	ADJ	ADJ
positivt	positiver	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ
positivt	positiv	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ
positivt	positiven	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ
positivt	positives	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
positivt	positiv	positiv	positiv	ADJ;INDF;NEUT;SG	ADJ
bryllup	hochzeit	bryllup	hochzeit	N;INDF;NEUT;SG	N;NOM;FEM;SG
bryllup	trauung	bryllup	trauung	N;INDF;NEUT;SG	N;NOM;FEM;SG
bakker	hügeln	bakke	hügeln	V;IND;PRS;FIN;ACT	V;NFIN
bakker	schalen	bakke	schalen	V;IND;PRS;FIN;ACT	V;NFIN
varm	heiß	varm	heiß	ADJ;INDF;MASC+FEM;SG	ADJ
varm	warm	varm	warm	ADJ;INDF;MASC+FEM;SG	ADJ
varm	heiss	varm	heiß	ADJ;INDF;MASC+FEM;SG	ADJ
varm	warm	varm	warm	ADJ;INDF;MASC+FEM;SG	ADJ
størrelsen	größe	størrelse	groß	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
dyrkes	gewachsen	dyrke	wachsen	V;IND;PRS;FIN;PASS	V;V.PTCP
dyrkes	angebaut	dyrke	anbauen	V;IND;PRS;FIN;PASS	V;V.PTCP
laveste	niedrigsten	lav	niedrig	ADJ;DEF;RL	ADJ;PL
laveste	unterste	lav	unter	ADJ;DEF;RL	ADJ
laveste	tiefste	lav	tief	ADJ;DEF;RL	ADJ;NOM;FEM;SG
laveste	niedrigste	lav	niedrig	ADJ;DEF;RL	ADJ;NOM;FEM;PL
planlagte	geplant	planlægge	planen	V;PL;PST;V.PTCP	V;V.PTCP
planlagte	vorgesehen	planlægge	vorsehen	V;PL;PST;V.PTCP	V;V.PTCP
planlagte	geplant	planlægge	planen	V;PL;PST;V.PTCP	V;V.PTCP
planlagte	vorgesehen	planlægge	vorsehen	V;PL;PST;V.PTCP	V;V.PTCP
arvede	geerbt	arvet	erben	V;IND;PST;FIN;ACT	V;V.PTCP
arvede	vererbt	arvet	vererben	V;IND;PST;FIN;ACT	V;V.PTCP
afsat	abgesetzt	afsætte	absetzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afsat	zugewiesen	afsætte	zuweisen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afsat	zugeteilt	afsætte	zuteilen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afsat	vermarktet	afsætte	vermarkten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
afsat	vorbehalten	afsætte	vorbehalten	V;INDF;SG;PST;V.PTCP	V;V.PTCP
beder	betet	bede	beten	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
beder	beten	bede	beten	V;IND;PRS;FIN;ACT	V;NFIN
beder	gebetet	bede	beten	V;IND;PRS;FIN;ACT	V;V.PTCP
beder	gebetet	bede	beten	V;IND;PRS;FIN;ACT	V;V.PTCP
beder	beten	bede	beten	V;IND;PRS;FIN;ACT	V;NFIN
tilpasset	korrigiert	tilpasse	korrigieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	berichtigt	tilpasse	berichtigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	bereinigt	tilpasse	bereinigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	angepasst	tilpasse	anpassen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	angepaßt	tilpasse	anpapen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	adaptiert	tilpasse	adaptieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	angepasst	tilpasse	anpassen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	angepasst	tilpasse	anpassen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
tilpasset	benutzerdefinierte	tilpasse	benutzerdefinierte	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
forbud	verbote	forbud	verbieten	N;INDF;NEUT;SG	N
forbud	verbote	forbud	verbieten	N;INDF;NEUT;SG	N
update	aktualisierung	update	aktualisierung	N;INDF;NEUT;SG	N;NOM;FEM;SG
folkeafstemning	volksabstimmung	folkeafstemning	volksabstimmung	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
hente	holen	hente	holen	V;NFIN;ACT	V;NFIN
hente	abholen	hente	abholen	V;NFIN;ACT	V;NFIN
hente	abrufen	hente	abrufen	V;NFIN;ACT	V;NFIN
ulige	ungleichen	ulig	ungleich	ADJ;PL	ADJ
ulige	ungleich	ulig	ungleich	ADJ;PL	ADJ
ulige	ungleiche	ulig	ungleich	ADJ;PL	ADJ;NOM;FEM;PL
ulige	ungleiche	ulig	ungleich	ADJ;PL	ADJ;NOM;FEM;PL
ulige	ungleich	ulig	ungleich	ADJ;PL	ADJ
ulige	ungleichmäßig	ulig	ungleichmäßig	ADJ;PL	ADJ
ulige	sonderbar	ulig	sonderbar	ADJ;PL	ADJ
ulige	ungerade	ulig	ungerade	ADJ;PL	ADJ
ulige	merkwürdig	ulig	merkwürdig	ADJ;PL	ADJ
ulige	seltsam	ulig	seltsam	ADJ;PL	ADJ
ulige	komisch	ulig	komisch	ADJ;PL	ADJ
vild	wilder	vild	wilder	ADJ;INDF;MASC+FEM;SG	ADJ
vild	liebste	vild	lieb	ADJ;INDF;MASC+FEM;SG	ADJ
beskæftiget	beschäftigte	beskæftige	beschäftigen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
beskæftiget	beschäftigt	beskæftige	beschäftigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
beskæftiget	besetzte	beskæftige	besetzen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
beskæftiget	beschäftigt	beskæftige	beschäftigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
beskæftiget	bewohnt	beskæftige	bewohnen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
beskæftiget	besetzt	beskæftige	besetzen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
vestlig	westlich	vestlig	westlich	ADJ;INDF;MASC+FEM;SG	ADJ
vestlig	westlichen	vestlig	westlich	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;MASC;SG
syg	krank	syg	krank	ADJ;INDF;MASC+FEM;SG	ADJ
syg	krank	syg	krank	ADJ;INDF;MASC+FEM;SG	ADJ
syg	kranker	syg	krank	ADJ;INDF;MASC+FEM;SG	ADJ
udstillingen	ausstellung	udstilling	ausstellingen	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
udstillingen	messegelände	udstilling	messegelände	N;DEF;MASC+FEM;SG	N;NOM;FEM;SG
germanske	germanistik	germansk	germanistik	ADJ;PL	ADJ
germanske	germanischen	germansk	germanisch	ADJ;PL	ADJ
synge	singt	synge	singen	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
synge	singen	synge	singen	V;NFIN;ACT	V;NFIN
synge	singe	synge	singen	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
synge	gesungen	synge	singen	V;NFIN;ACT	V;V.PTCP
synge	singt	synge	singen	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
synge	singen	synge	singen	V;NFIN;ACT	V;NFIN
forhandlingerne	beitrittsverhandlungen	forhandling	beitrittsverhandlungen	N;DEF;MASC+FEM;PL	N;NOM;FEM;PL
parter	vertragsparteien	part	vertragspartei	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
parter	parteien	part	partei	N;INDF;MASC+FEM;PL	N;NOM;FEM;PL
komedie	komödie	komedie	komödie	N;INDF;MASC+FEM;SG	N;NOM;SG
beskæftigede	beschäftigt	beskæftige	beschäftigen	V;PL;PST;V.PTCP	V;V.PTCP
beløb	beträge	beløb	betragen	N;INDF;NEUT;SG	N
beløb	betrag	beløb	betragen	N;INDF;NEUT;SG	N
fotografier	bilder	fotografi	Bild	N;INDF;NEUT;PL	N;NOM;NEUT;PL
højest	höchstes	højest	hoch	ADJ;DEF;RL	ADJ;NOM;NEUT;SG
højest	höchster	højest	hoch	ADJ;DEF;RL	ADJ
højest	höchste	højest	hoch	ADJ;DEF;RL	ADJ;NOM;FEM;PL
højest	höchsten	højest	hoch	ADJ;DEF;RL	ADJ;NOM;MASC;PL
smalle	schmalen	smalle	schmal	ADJ;PL	ADJ
smalle	eng	smalle	eng	ADJ;PL	ADJ
smalle	schmale	smalle	schmal	ADJ;PL	ADJ;NOM;FEM;PL
smalle	engen	smalle	eng	ADJ;PL	ADJ
smalle	schmal	smalle	schmal	ADJ;PL	ADJ
kampagne	kampagne	kampagne	kampagne	N;INDF;MASC+FEM;SG	N;NOM;FEM;SG
løfte	schwören	løfte	schwören	V;NFIN;ACT	V;NFIN
løfte	anheben	løfte	anheben	V;NFIN;ACT	V;NFIN
løfte	heben	løfte	heben	V;NFIN;ACT	V;NFIN
løfte	versprechen	løfte	versprechen	V;NFIN;ACT	V;NFIN
løfte	anheben	løfte	anheben	V;NFIN;ACT	V;NFIN
løfte	heben	løfte	heben	V;NFIN;ACT	V;NFIN
omkringliggende	umliegenden	omkringliggende	umliegend	ADJ	ADJ;PL
besøgt	besucht	besøge	besuchen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
besøgt	besichtigt	besøge	besichtigen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
besøgt	besuchte	besøge	besuchen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
insekter	wanzen	insekt	wanzen	N;INDF;NEUT;PL	N;PL
insekter	bugs	insekt	bugs	N;INDF;NEUT;PL	N;NOM;MASC;PL
tilføjelse	zugabe	tilføjelse	zugabe	N;INDF;NEUT;SG	N;SG
læses	lesen	læse	lesen	V;IND;PRS;FIN;PASS	V;NFIN
læses	gelesen	læse	lesen	V;IND;PRS;FIN;PASS	V;V.PTCP
læses	lese	læse	lese	V;IND;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
chefredaktør	redaktion	chefredaktør	redaktion	N;INDF;MASC+FEM;SG	N;SG
domineret	dominieren	dominere	dominieren	V;INDF;SG;PST;V.PTCP	V;NFIN
domineret	dominierte	dominere	dominieren	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
domineret	beherrscht	dominere	beherrschen	V;INDF;SG;PST;V.PTCP	V;V.PTCP
domineret	dominiert	dominere	dominieren	V;INDF;SG;PST;V.PTCP	V;V.PTCP
domineret	beherrschte	dominere	beherrschen	V;INDF;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
medierne	medien	medie	medeinen	N;DEF;NEUT;PL	N;NOM;NEUT;PL
bidrager	beiträgt	bidrage	beitragen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ankommer	anreisen	ankomme	anreisen	V;IND;PRS;FIN;ACT	V;NFIN
ankommer	ankommen	ankomme	ankommen	V;IND;PRS;FIN;ACT	V;NFIN
ankommer	anreisen	ankomme	anreisen	V;IND;PRS;FIN;ACT	V;NFIN
ankommer	ankommen	ankomme	ankommen	V;IND;PRS;FIN;ACT	V;NFIN
ankommer	kommt	ankomme	kommen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
ankommer	ankommt	ankomme	ankommen	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
togsæt	triebzug	togsæt	triebzug	N;INDF;NEUT;SG	N
