اتھاہ	깊게	اتھاہ	깊+게		
تاخیر	지연	تاخیر	지연	N;NOM;MASC;SG;3	N
تاخیر	지연이	تاخیر	지연+이	N;NOM;MASC;SG;3	N
تاذِین	제재	تاذِین	제재	N;NOM;MASC;PL;3	N
تاذِین	허가	تاذِین	허+가	N;NOM;MASC;PL;3	N
تار	어둠	تار	어둠	N;NOM;MASC;SG;3	N
تار	스레드	تار	스레드	N;NOM;MASC;SG;3	N
تار	대화	تار	대화	N;NOM;MASC;SG;3	N
تار	전보	تار	전보	N;NOM;MASC;SG;3	N
تار	철사	تار	철사	N;NOM;MASC;SG;3	N
تار	어둠	تار	어둠	N;NOM;MASC;SG;3	N
تارِنفس	호흡	تارِنفس	호흡	N;NOM;MASC;SG;3	N
تارک	top	تارک	top		
تارک	언덕	تارک	언덕		
تاریخ	연대기	تاریخ	연대기	N;NOM;MASC;SG;3	N
تاریخ	데이트	تاریخ	데이트	N;NOM;MASC;SG;3	N
تاریخ	역사	تاریخ	역사	N;NOM;MASC;SG;3	N
تاریخ	내역	تاریخ	내역	N;NOM;MASC;SG;3	N
تاریخ	기록	تاریخ	기록	N;NOM;MASC;SG;3	N
تاریک	어둠	تاریک	어둠	N;NOM;MASC;SG;3	N
تاڑنا	이해하기	تاڑنا	이해+하+기	V;SG;NFIN;ACT	V
تاڑنا	알아듣기	تاڑنا	알+아+있+기	V;SG;NFIN;ACT	V
تاز	레이스	تاز	레이스		
تاز	달리기	تاز	달리+기		
تاز	런닝	تاز	런닝		
تازگی	혁신	تازگی	혁신	N;NOM;MASC;SG;3	N
تازگی	혁신	تازگی	혁신	N;NOM;MASC;SG;3	N
تاس	분지	تاس	분지		
تاسیس	창립	تاسیس	창립	N;NOM;MASC;SG;3	N
تاک	기다린다	تاک	기다리+ㄴ다		
تاک	기다림	تاک	기다리+ㄹ		
تاک	기다렸다	تاک	기다리+었+다		
تاک	포도	تاک	포도		
تاک	aim	تاک	aim		
تاکنا	소원	تاکنا	소원		
تاکنا	소원	تاکنا	소원		
تاکید	강조	تاکید	강조	N;NOM;MASC;SG;3	N
تاکید	말투	تاکید	말투	N;NOM;MASC;SG;3	N
تاکید	압력	تاکید	압력	N;NOM;MASC;SG;3	N
تاکید	압박	تاکید	압박	N;NOM;MASC;SG;3	N
تاکید	교훈	تاکید	교훈	N;NOM;MASC;SG;3	N
تاکید	스트레스	تاکید	스트레스	N;NOM;MASC;SG;3	N
تاکیداً	엄격히	تاکیداً	엄격+히	ADV	ADV
تاکیدی	긴급	تاکیدی	긴급	N;NOM;MASC;SG;3	N
تال	탱크	تال	탱크	N;NOM;MASC;SG;3	N
تال	전차	تال	전차	N;NOM;MASC;SG;3	N
تال	측정	تال	측정	N;NOM;MASC;SG;3	N
تال	수영장	تال	수영장	N;NOM;MASC;SG;3	N
تال	연못	تال	연못	N;NOM;MASC;SG;3	N
تالاب	탱크	تالاب	탱크	N;NOM;MASC;SG;3	N
تالاب	전차	تالاب	전차	N;NOM;MASC;SG;3	N
تالاب	연못	تالاب	연못	N;NOM;MASC;SG;3	N
تالاب	수영장	تالاب	수영장	N;NOM;MASC;SG;3	N
تالیف	합성	تالیف	합성	N;NOM;MASC;SG;3	N
تالیف	작곡	تالیف	작곡	N;NOM;MASC;SG;3	N
تالیف	컴필레이션	تالیف	컴필레이션	N;NOM;MASC;SG;3	N
تالیف	합성	تالیف	합성	N;NOM;MASC;SG;3	N
تالیف	작곡	تالیف	작곡	N;NOM;MASC;SG;3	N
تام	암흑	تام	암흑		
تان	긴장감	تان	긴장감	N;NOM;MASC;SG;3	N
تان	긴장	تان	긴장	N;NOM;MASC;SG;3	N
تاننا	올리기	تان	올리+기	V;SG;NFIN;ACT	V
تاوا	라운드	تاوا	라운드		
تاوان	페널티	تاوان	페널티	N;NOM;MASC;SG;3	N
تاوان	보상	تاوان	보상	N;NOM;MASC;SG;3	N
تاوان	페널티	تاوان	페널티	N;NOM;MASC;SG;3	N
تاوان	보상	تاوان	보상	N;NOM;MASC;SG;3	N
تائو	히트	تائو	히트		
تائو	트위스트	تائو	트위스트		
تائو	접어	تائو	접+어		
تائید	확인	تائید	확인	N;NOM;MASC;SG;3	N
تائید	지원	تائید	지원	N;NOM;MASC;SG;3	N
تائید	후원	تائید	후원	N;NOM;MASC;SG;3	N
تائید	확인	تائید	확인	N;NOM;MASC;SG;3	N
تائید	지원	تائید	지원	N;NOM;MASC;SG;3	N
تائید	후원	تائید	후원	N;NOM;MASC;SG;3	N
تب	히트	تب	히트		
تب	그때	تب	그때		
تبار	명인	تبار	명인		
تبار	네이션	تبار	네이션		
تبار	레이스	تبار	레이스		
تبار	가족	تبار	가족		
تبار	패밀리	تبار	패밀리		
تباہ	나쁜	تباہ	나쁘+ㄴ	ADJ	ADJ
تباہ	나쁘다	تباہ	나쁘+다	ADJ	ADJ
تباہی	파괴	تباہی	파괴	N;NOM;MASC;SG;3	N
تبحُّر	장학금	تبحُّر	장학금	N;NOM;MASC;SG;3	N
تبخیر	증발	تبخیر	증발	N;NOM;MASC;SG;3	N
تبدیل	돌연변이	تبدیل	돌연변+이	N;NOM;MASC;SG;3	N
تبدیل	변화	تبدیل	변화	N;NOM;MASC;SG;3	N
تبدیل	변경	تبدیل	변경	N;NOM;MASC;SG;3	N
تبدیل	변환	تبدیل	변환	N;NOM;MASC;SG;3	N
تبدیل	전환	تبدیل	전환	N;NOM;MASC;SG;3	N
تبدیل	변동	تبدیل	변동	N;NOM;MASC;SG;3	N
تبدیل	변동이	تبدیل	변동+이	N;NOM;MASC;SG;3	N
تبدیل	변이	تبدیل	변+이	N;NOM;MASC;SG;3	N
تبدیلی	변경	تبدیلی	변경	N;NOM;FEM;SG;3	N
تبدیلی	전송	تبدیلی	전송	N;NOM;FEM;SG;3	N
تبدیلی	변경	تبدیلی	변경	N;NOM;FEM;SG;3	N
تبدیلی	전송	تبدیلی	전송	N;NOM;FEM;SG;3	N
تبذُّر	핵분열	تبذُّر	핵분열	N;NOM;MASC;SG;3	N
تبّڑ	가족	تبّڑ	가족		
تبّڑ	패밀리	تبّڑ	패밀리		
تبصرہ	검토	تبصرہ	검토	N;NOM;MASC;SG;3	N
تبصرہ	검수	تبصرہ	검수	N;NOM;MASC;SG;3	N
تبصرہ	평론	تبصرہ	평론	N;NOM;MASC;SG;3	N
تبصرہ	비판	تبصرہ	비판	N;NOM;MASC;SG;3	N
تبصرہ	비평	تبصرہ	비평	N;NOM;MASC;SG;3	N
تبصرہ	댓글	تبصرہ	댓글	N;NOM;MASC;SG;3	N
تبلیغ	의사소통	تبلیغ	의사+소통	N;NOM;MASC;SG;3	N
تبلیغ	커뮤니케이션	تبلیغ	커뮤니케이션	N;NOM;MASC;SG;3	N
تبلیغ	소통	تبلیغ	소통	N;NOM;MASC;SG;3	N
تبلیغ	통신	تبلیغ	통신	N;NOM;MASC;SG;3	N
تپ	누르세요	تپ	누르+세요		
تپ	누르면	تپ	누르+면		
تپ	퓨리	تپ	퓨리		
تپاں	덥다	تپاں	덥+다		
تپاں	hot	تپاں	hot		
تپاں	뜨겁다	تپاں	뜨겁+다		
