ve	ja	ve	ja	CONJ	CONJ
taraftar	tuuletin	taraf	tuuletti	N;NOM;SG;3	N;NOM;SG
taraftar	ihailija	taraf	ihailija	N;NOM;SG;3	N;NOM;SG
kapatıldı	suljettu	kapa	sulkea	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yıldızları	tähdet	yıldız	tähti	N;NOM;PL;3	N;NOM;PL
blog	blogi	blog	blogi	N;NOM;SG;3	N;NOM;SG
üniversiteler	yliopistot	üniversite	yli#opisto	N;NOM;PL;3	N;NOM;PL
üniversiteler	korkeakoulut	üniversite	korkea#koulu	N;NOM;PL;3	N;NOM;PL
kelebek	perhonen	kelebek	perhonen	N;NOM;SG;3	N;NOM;SG
dikkatli	tarkkaavainen	dikkatli	tarkkaavainen	ADJ	ADJ;NOM;SG
dikkatli	varovainen	dikkatli	varovainen	ADJ	ADJ;NOM;SG
araştırmacılar	tutkijat	araştır	tutkija	N;NOM;PL;3	N;NOM;PL
araştırmacılar	tutkijat	araştır	tutkija	N;NOM;PL;3	N;NOM;PL
yetenek	taito	yetenek	taito	N;NOM;SG;3	N;NOM;SG
yetenek	lahjakkuus	yetenek	lahjakkuus	N;NOM;SG;3	N;NOM;SG
yetenek	kyky	yetenek	kyky	N;NOM;SG;3	N;NOM;SG
yetenek	kyky	yetenek	kyky	N;NOM;SG;3	N;NOM;SG
malzemeler	ainesosat	malzeme	aines#osa	N;NOM;PL;3	N;NOM;PL
malzemeler	aineet	malzeme	aine	N;NOM;PL;3	N;NOM;PL
malzemeler	ainekset	malzeme	aines	N;NOM;PL;3	N;NOM;PL
malzemeler	ainekset	malzeme	aines	N;NOM;PL;3	N;NOM;PL
malzemeler	materiaalit	malzeme	materiaali	N;NOM;PL;3	N;NOM;PL
malzemeler	tarvikkeet	malzeme	tarvike	N;NOM;PL;3	N;NOM;PL
malzemeler	toimitukset	malzeme	toimitus	N;NOM;PL;3	N;NOM;PL
listeler	listat	liste	lista	N;NOM;PL;3	N;NOM;PL
listeler	luettelot	liste	luettelo	N;NOM;PL;3	N;NOM;PL
sesleri	äänet	ses	ääni	N;NOM;PL;3	N;NOM;PL
sesleri	äänet	ses	ääni	N;NOM;PL;3	N;NOM;PL
ölçüm	mittaus	ölçüm	mittaus	N;NOM;SG;3	N;NOM;SG
ölçüm	mittaaminen	ölçüm	mittaaminen	N;NOM;SG;3	N;NOM;SG
ölçüm	mitta	ölçüm	mitta	N;NOM;SG;3	N;NOM;SG
ölçüm	toimenpide	ölçüm	toimen#pide	N;NOM;SG;3	N;NOM;SG
ölçüm	mittaus	ölçüm	mittaus	N;NOM;SG;3	N;NOM;SG
ölçüm	mittaaminen	ölçüm	mittaaminen	N;NOM;SG;3	N;NOM;SG
yenildi	voitettu	yenil	voittaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yenildi	lyöty	yenil	lyödä	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
tutulan	pidetty	tut	pitää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
tutulan	säilytetty	tut	säilyttää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
strateji	strategia	strateji	strategia	N;NOM;SG;3	N;NOM;SG
kuruluşlar	organisaatiot	kuruluş	organisaatio	N;NOM;PL;3	N;NOM;PL
kuruluşlar	järjestöt	kuruluş	järjestö	N;NOM;PL;3	N;NOM;PL
kuruluşlar	yhdistykset	kuruluş	yhdistys	N;NOM;PL;3	N;NOM;PL
kuruluşlar	organisaatiot	kuruluş	organisaatio	N;NOM;PL;3	N;NOM;PL
kuruluşlar	järjestöt	kuruluş	järjestö	N;NOM;PL;3	N;NOM;PL
kuruluşlar	toimielimet	kuruluş	toimi#elin	N;NOM;PL;3	N;NOM;PL
kuruluşlar	laitokset	kuruluş	laitos	N;NOM;PL;3	N;NOM;PL
üretildi	tuotettu	üre	tuottaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
yükleme	ladataan	yükle	ladata	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;PASS
yükleme	ladataan	yükle	ladata	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;PASS
yükleme	ladata	yükle	ladata	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
yükleme	asennetaan	yükle	asentaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;IND;PRS;FIN;PASS
yükleme	asentaa	yükle	asentaa	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
yükleme	ladata	yükle	ladata	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
bak	katso	bak	katsoa	V;PFV;IMP;SG;2;POS;PRS	V;IMP;SG;2;FIN;ACT
başlatılan	käynnistetty	başla	käynnistää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
başlatılan	käynnistetty	başla	käynnistää	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
başlatılan	aloitettu	başla	aloittaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
yapıların	rakenteiden	yapı	rakenne	N;GEN;PL;3	N;GEN;PL
görüntüler	kuvat	görüntü	kuva	N;NOM;PL;3	N;NOM;PL
görüntüler	näytöt	görüntü	näyttö	N;NOM;PL;3	N;NOM;PL
ağzı	suu	ağzı	suu	N;NOM;SG;3	N;NOM;SG
işlemler	operaatiot	işlem	operaatio	N;NOM;PL;3	N;NOM;PL
işlemler	toiminnot	işlem	toiminto	N;NOM;PL;3	N;NOM;PL
işlemler	tapahtumat	işlem	tapahtuma	N;NOM;PL;3	N;NOM;PL
işlemler	liiketoimet	işlem	liike#toimi	N;NOM;PL;3	N;NOM;PL
kurumlar	toimielimet	kurum	toimi#elin	N;NOM;PL;3	N;NOM;PL
kurumlar	laitokset	kurum	laitos	N;NOM;PL;3	N;NOM;PL
öneri	ehdotus	öneri	ehdotus	N;NOM;SG;3	N;NOM;SG
öneri	suositus	öneri	suositus	N;NOM;SG;3	N;NOM;SG
öneri	ehdotus	öneri	ehdotus	N;NOM;SG;3	N;NOM;SG
işleyen	toimiva	işle	toimia	V;PFV;IND;POS;PRS;V.PTCP	V;NOM;SG;V.PTCP;ACT
öncelikli	ensisijainen	öncelikli	ensisijainen	ADJ	ADJ;NOM;SG
rehberi	hakemisto	rehber	hakemisto	N;NOM;SG;3	N;NOM;SG
rehberi	kansio	rehber	kansio	N;NOM;SG;3	N;NOM;SG
rehberi	opas	rehber	opas	N;NOM;SG;3	N;NOM;SG
rehberi	ohje	rehber	ohje	N;NOM;SG;3	N;NOM;SG
hizmetler	palvelut	hizmet	palvelu	N;NOM;PL;3	N;NOM;PL
başlıklar	aiheet	başlık	aihe	N;NOM;PL;3	N;NOM;PL
başlıklar	otsikot	başlık	otsikko	N;NOM;PL;3	N;NOM;PL
başlıklar	osastot	başlık	osasto	N;NOM;PL;3	N;NOM;PL
başlıklar	otsikot	başlık	otsikko	N;NOM;PL;3	N;NOM;PL
başlıklar	otsikot	başlık	otsikko	N;NOM;PL;3	N;NOM;PL
palace	palatsi	palace	palatsi	N;NOM;SG;3	N;NOM;SG
kırdı	hajosi	kır	hajota	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
kırdı	rikkoi	kır	rikkoa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
kırdı	katkesi	kır	katketa	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düşmüş	putosi	düş	pudota	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düşmüş	kaatui	düş	kaatua	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düşmüş	kaatunut	düş	kaatua	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
düşmüş	putosi	düş	pudota	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
düşmüş	pudonnut	düş	pudota	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
düşmüş	kaatui	düş	kaatua	V;PFV;NFH;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
denklemi	yhtälö	denklem	yhtälö	N;NOM;SG;3	N;NOM;SG
ilkeleri	periaatteet	ilke	periaate	N;NOM;PL;3	N;NOM;PL
ilkeleri	käytännöt	ilke	käytäntö	N;NOM;PL;3	N;NOM;PL
denetimi	tilintarkastus	denetim	tilin#tarkastus	N;NOM;SG;3	N;NOM;SG
denetimi	tarkastus	denetim	tarkastus	N;NOM;SG;3	N;NOM;SG
anlaşmazlık	konflikti	anlaşmazlık	konflikti	N;NOM;SG;3	N;NOM;SG
anlaşmazlık	selkkaus	anlaşmazlık	selkkaus	N;NOM;SG;3	N;NOM;SG
anlaşmazlık	ristiriita	anlaşmazlık	risti#riita	N;NOM;SG;3	N;NOM;SG
anlaşmazlık	riita	anlaşmazlık	riita	N;NOM;SG;3	N;NOM;SG
anlaşmazlık	kiista	anlaşmazlık	kiista	N;NOM;SG;3	N;NOM;SG
domates	tomaatti	domates	tomaatti	N;NOM;SG;3	N;NOM;SG
okullar	koulut	okul	koulu	N;NOM;PL;3	N;NOM;PL
kardeşleri	sisarukset	kardeş	sisarus	N;NOM;PL;3	N;NOM;PL
çabaları	pyrkimykset	çaba	pyrkimys	N;NOM;PL;3	N;NOM;PL
çabaları	ponnistelut	çaba	ponnistelu	N;NOM;PL;3	N;NOM;PL
hikaye	tarina	hika	tarina	N;NOM;SG;3	N;NOM;SG
karışımı	sekoitus	karışım	sekoitus	N;NOM;SG;3	N;NOM;SG
fiat	fiat	fiat	fiat	N;NOM;SG;3	N;NOM;SG
hücreler	solut	hücre	solu	N;NOM;PL;3	N;NOM;PL
hücreler	kennot	hücre	kento	N;NOM;PL;3	N;NOM;PL
ormanları	metsät	orman	metsä	N;NOM;PL;3	N;NOM;PL
gazeteciler	toimittajat	gazeteci	toimittaja	N;NOM;PL;3	N;NOM;PL
gazeteciler	toimittajat	gazeteci	toimittaja	N;NOM;PL;3	N;NOM;PL
şartlar	edellytykset	şart	edellytys	N;NOM;PL;3	N;NOM;PL
şartlar	olosuhteet	şart	olo#suhteet	N;NOM;PL;3	N;NOM;PL
şartlar	ehdot	şart	ehto	N;NOM;PL;3	N;NOM;PL
şartlar	vaatimukset	şart	vaatimus	N;NOM;PL;3	N;NOM;PL
şartlar	termit	şart	termi	N;NOM;PL;3	N;NOM;PL
şartlar	ehdot	şart	ehto	N;NOM;PL;3	N;NOM;PL
duruyor	seisoo	dur	seisoa	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
depremi	maanjäristys	deprem	maan#järistys	N;NOM;SG;3	N;NOM;SG
seçti	valitsi	seç	valita	V;PFV;IND;SG;3;POS;PST	V;IND;SG;3;PST;FIN;ACT
ayakkabı	kenkä	ayakkabı	kenkä	N;NOM;SG;3	N;NOM;SG
öğrenmek	oppia	öğren	oppia	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
öğrenmek	oppia	öğren	oppia	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
garden	puutarha	garden	puu#tarha	N;NOM;SG;3	N;NOM;SG
kendiliğinden	spontaanisti	kendiliğinden	spontaanisti	ADV	ADV
danışmanlık	neuvonta	danışmanlık	neuvonta	N;NOM;SG;3	N;NOM;SG
danışmanlık	konsultointi	danışmanlık	konsultointi	N;NOM;SG;3	N;NOM;SG
danışmanlık	neuvonta	danışmanlık	neuvonta	N;NOM;SG;3	N;NOM;SG
temsilciler	edustajat	temsilci	edustaja	N;NOM;PL;3	N;NOM;PL
sesler	äänet	ses	ääni	N;NOM;PL;3	N;NOM;PL
sesler	äänet	ses	ääni	N;NOM;PL;3	N;NOM;PL
vatandaşlık	kansalaisuus	vatandaşlık	kansalaisuus	N;NOM;SG;3	N;NOM;SG
gitmiş	mennyt	git	mennä	V;PFV;NFH;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
veritabanı	tietokanta	verit	tieto#kanta	N;NOM;SG;3	N;NOM;SG
yazarlık	kirjoittaminen	yazarlık	kirjoittaminen	N;NOM;SG;3	N;NOM;SG
yazarlık	kirjoitus	yazarlık	kirjoitus	N;NOM;SG;3	N;NOM;SG
insanlık	ihmiskunta	insanlık	ihmis#kunta	N;NOM;SG;3	N;NOM;SG
insanlık	ihmiskunta	insanlık	ihmis#kunta	N;NOM;SG;3	N;NOM;SG
element	elementti	element	elementti	N;NOM;SG;3	N;NOM;SG
çevrilmiş	käännetty	çevir	kääntää	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
havayolu	airlines	havayolu	airlines	N;NOM;SG;3	N;NOM;SG
havayolu	lentoyhtiö	havayolu	lento#yhtiö	N;NOM;SG;3	N;NOM;SG
dedesi	isoisä	dede	iso#isä	N;NOM;SG;3	N;NOM;SG
sinagogu	synagoga	sinagogu	synagoga	N;NOM;SG;3	N;NOM;SG
messier	messier	messier	messier	N;NOM;SG;3	N;NOM;SG
biliyor	tietää	bil	tietää	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;PRS;FIN;ACT
biliyor	tietää	bil	tietää	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;PRS;FIN;ACT
peynir	muikku	peynir	muikku	N;NOM;SG;3	N;NOM;SG
peynir	juusto	peynir	juusto	N;NOM;SG;3	N;NOM;SG
modeller	mallit	model	malli	N;NOM;PL;3	N;NOM;PL
değiştirilmiş	muutettu	değiş	muuttaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirilmiş	muunnettu	değiş	muuntaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirilmiş	muutettu	değiş	muuttaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
değiştirilmiş	muokattu	değiş	muokata	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geçiyor	kulkee	geç	kulkea	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
şablonlar	mallit	şablon	malli	N;NOM;PL;3	N;NOM;PL
haklar	oikeudet	hak	oikeus	N;NOM;PL;3	N;NOM;PL
tasarımcısı	suunnittelija	tasarımcı	suunnittelija	N;NOM;SG;3	N;NOM;SG
koordinat	koordinoi	koordinat	koordinoida	N;NOM;SG;3	N;NOM;SG
silindi	poistettiin	sil	poistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
silindi	poistettu	sil	poistaa	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geliştirildi	kehitetty	geliş	kehittää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
geliştirildi	kehitettiin	geliş	kehittää	V;PFV;IND;SG;3;POS;PST;PASS	V;IND;PST;FIN;PASS
tanrıça	jumalatar	tanrıç	jumalatar	N;NOM;SG;3	N;NOM;SG
hafıza	muisto	hafız	muisto	N;NOM;SG;3	N;NOM;SG
hafıza	muisti	hafız	muistaa	N;NOM;SG;3	N;NOM;SG
amaçlar	maalit	amaç	maali	N;NOM;PL;3	N;NOM;PL
amaçlar	tavoitteet	amaç	tavoite	N;NOM;PL;3	N;NOM;PL
öldürülen	murhattu	öl	murhata	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
tankı	säiliö	tankı	säiliö	N;NOM;SG;3	N;NOM;SG
tankı	tank	tankı	tank	N;NOM;SG;3	N;NOM;SG
tankı	tankki	tankı	tankki	N;NOM;SG;3	N;NOM;SG
station	metroasema	station	metro#asema	N;NOM;SG;3	N;NOM;SG
station	rautatieasema	station	rauta#tie#asema	N;NOM;SG;3	N;NOM;SG
station	asema	station	asema	N;NOM;SG;3	N;NOM;SG
koşullar	edellytykset	koş	edellytys	N;NOM;PL;3	N;NOM;PL
koşullar	olosuhteet	koş	olo#suhteet	N;NOM;PL;3	N;NOM;PL
koşullar	ehdot	koş	ehto	N;NOM;PL;3	N;NOM;PL
koşullar	termit	koş	termi	N;NOM;PL;3	N;NOM;PL
koşullar	ehdot	koş	ehto	N;NOM;PL;3	N;NOM;PL
danimarkalı	tanskalainen	danimarkalı	tanskalainen	ADJ	ADJ;NOM;SG
niye	miks	niye	miksi	ADV	ADV
niye	miksi	niye	miksi	ADV	ADV
yarın	huominen	yarın	huominen	N;NOM;SG;3	N;NOM;SG
tower	torni	tower	torni	N;NOM;SG;3	N;NOM;SG
tower	tower	tower	tower	N;NOM;SG;3	N;NOM;SG
sohbet	keskustelu	sohbet	keskustelu	N;NOM;SG;3	N;NOM;SG
sohbet	keskustelu	sohbet	keskustelu	N;NOM;SG;3	N;NOM;SG
sohbet	chat	sohbet	chat	N;NOM;SG;3	N;NOM;SG
yöneticileri	päälliköt	yönetici	päällikkö	N;NOM;PL;3	N;NOM;PL
yöneticileri	johtajat	yönetici	johtaja	N;NOM;PL;3	N;NOM;PL
yöneticileri	valvojat	yönetici	valvoja	N;NOM;PL;3	N;NOM;PL
yöneticileri	ylläpitäjät	yönetici	yllä#pitäjä	N;NOM;PL;3	N;NOM;PL
yöneticileri	ylläpitäjät	yönetici	yllä#pitäjä	N;NOM;PL;3	N;NOM;PL
yöneticileri	johtajat	yönetici	johtaja	N;NOM;PL;3	N;NOM;PL
soğan	sipuli	soğ	sipuli	N;NOM;SG;3	N;NOM;SG
soğan	sipuli	soğ	sipuli	N;NOM;SG;3	N;NOM;SG
dizayn	suunnittelu	dizayn	suunnittelu	N;NOM;SG;3	N;NOM;SG
dizayn	design	dizayn	design	N;NOM;SG;3	N;NOM;SG
dizayn	muotoilu	dizayn	muotoilu	N;NOM;SG;3	N;NOM;SG
tepkiler	reaktiot	tepki	reaktio	N;NOM;PL;3	N;NOM;PL
tepkiler	vastaukset	tepki	vastaus	N;NOM;PL;3	N;NOM;PL
korudu	suojeltu	koru	suojella	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
korudu	suojattu	koru	suojata	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
korudu	suojellut	koru	suojella	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
muhafazakar	konservatiivinen	muhafazak	konservatiivinen	ADJ	ADJ;NOM;SG
düşünerek	miettii	düşün	miettiä	V;PFV;IND;POS;PRS;V.CVB	V;IND;SG;3;PRS;FIN;ACT
önerilen	ehdotetut	öner	ehdottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
önerilen	ehdotettu	öner	ehdottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
önerilen	suositeltava	öner	suositeltava	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
önerilen	suositellaan	öner	suositella	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
önerilen	suositeltu	öner	suositella	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
önerilen	ehdotetut	öner	ehdottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
önerilen	ehdotettu	öner	ehdottaa	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
bahsedilen	mainittu	bahset	mainita	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
çevrildi	käännetty	çevir	kääntää	V;PFV;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
adaylar	ehdokkaat	aday	ehdokas	N;NOM;PL;3	N;NOM;PL
adaylar	ehdokkaat	aday	ehdokas	N;NOM;PL;3	N;NOM;PL
adaylar	nimitykset	aday	nimitys	N;NOM;PL;3	N;NOM;PL
adaylar	hakijat	aday	hakija	N;NOM;PL;3	N;NOM;PL
adaylar	ehdokkaat	aday	ehdokas	N;NOM;PL;3	N;NOM;PL
adaylar	kantajat	aday	kantaja	N;NOM;PL;3	N;NOM;PL
adaylar	hakijat	aday	hakija	N;NOM;PL;3	N;NOM;PL
çevrimiçi	online	çevrimiçi	onlinen	N;NOM;SG;3	N;NOM;SG
üyelik	jäsenyys	üyelik	jäsenyys	N;NOM;SG;3	N;NOM;SG
üyelik	tilaus	üyelik	tilaus	N;NOM;SG;3	N;NOM;SG
aniden	yllättäen	aniden	yllättäen	ADV	ADV
aniden	yhtäkkiä	aniden	yhtäkkiä	ADV	ADV
garanti	takuu	garanti	takuu	N;NOM;SG;3	N;NOM;SG
garanti	takuu	garanti	takuu	N;NOM;SG;3	N;NOM;SG
garanti	vakuus	garanti	vakuus	N;NOM;SG;3	N;NOM;SG
garanti	takuu	garanti	takuu	N;NOM;SG;3	N;NOM;SG
garanti	takaus	garanti	takaus	N;NOM;SG;3	N;NOM;SG
parçacıklar	hiukkaset	parçacık	hiukkanen	N;NOM;PL;3	N;NOM;PL
çalışıyor	toimii	çalış	toimia	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
çalışıyor	työskentelee	çalış	työskennellä	V;PROG;IND;SG;3;POS;INFM;PRS	V;IND;SG;3;PRS;FIN;ACT
faaliyetler	toiminnat	faaliyet	toiminta	N;NOM;PL;3	N;NOM;PL
faaliyetler	toimet	faaliyet	toimi	N;NOM;PL;3	N;NOM;PL
faaliyetler	toiminnot	faaliyet	toiminto	N;NOM;PL;3	N;NOM;PL
gezegenler	planeetat	gezegen	planeetta	N;NOM;PL;3	N;NOM;PL
yasaları	lait	yasa	laki	N;NOM;PL;3	N;NOM;PL
tuhaf	kummajainen	tuhaf	kummajainen	N;NOM;SG;3	N;NOM;SG
basket	kori	basket	kori	N;NOM;SG;3	N;NOM;SG
basket	koripallo	basket	kori#pallo	N;NOM;SG;3	N;NOM;SG
camp	leiri	camp	leiri	N;NOM;SG;3	N;NOM;SG
camp	camp	camp	camp	N;NOM;SG;3	N;NOM;SG
istatistiksel	tilastollinen	istatistiksel	tilastollinen	ADJ	ADJ;NOM;SG
kabilesi	heimo	kabile	heimo	N;NOM;SG;3	N;NOM;SG
temsilcileri	edustajat	temsilci	edustaja	N;NOM;PL;3	N;NOM;PL
bireyler	yksilöt	birey	yksilö	N;NOM;PL;3	N;NOM;PL
mezarlık	hautausmaa	mezarlık	hautaus#maa	N;NOM;SG;3	N;NOM;SG
mezarlık	hautausmaa	mezarlık	hautaus#maa	N;NOM;SG;3	N;NOM;SG
detayları	yksityiskohdat	detay	yksityis#kohta	N;NOM;PL;3	N;NOM;PL
detayları	tiedot	detay	tieto	N;NOM;PL;3	N;NOM;PL
halı	matto	hal	matto	N;NOM;SG;3	N;NOM;SG
halı	matto	hal	matto	N;NOM;SG;3	N;NOM;SG
sıkıntısı	pula	sıkıntı	pula	N;NOM;SG;3	N;NOM;SG
sıkıntısı	puute	sıkıntı	puute	N;NOM;SG;3	N;NOM;SG
nişancı	ampuja	nişancı	ampuja	N;NOM;SG;3	N;NOM;SG
tamamlanmış	suoritettu	tamamla	suorittaa	V;PFV;NFH;IND;SG;3;POS;PST;PASS	V;NOM;SG;V.PTCP;PASS
kayıtlar	levyt	kayıt	levy	N;NOM;PL;3	N;NOM;PL
gösteriler	esitykset	göster	esitys	N;NOM;PL;3	N;NOM;PL
gösteriler	näytöt	göster	näyttö	N;NOM;PL;3	N;NOM;PL
gösteriler	mielenosoitukset	göster	mielen#osoitus	N;NOM;PL;3	N;NOM;PL
dosyaları	kansiot	dosya	kansio	N;NOM;PL;3	N;NOM;PL
dosyaları	tiedostot	dosya	tiedosto	N;NOM;PL;3	N;NOM;PL
paketi	paketti	paket	paketti	N;NOM;SG;3	N;NOM;SG
paketi	pakkaus	paket	pakkaus	N;NOM;SG;3	N;NOM;SG
yatak	sänky	yatak	sänky	N;NOM;SG;3	N;NOM;SG
yatak	vuode	yatak	vuode	N;NOM;SG;3	N;NOM;SG
yatak	patja	yatak	patja	N;NOM;SG;3	N;NOM;SG
oluştu	muodostettu	oluş	muodostaa	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;PASS
oluştu	muodostunut	oluş	muodostua	V;PFV;IND;SG;3;POS;PST	V;NOM;SG;V.PTCP;ACT
oluştu	muodostettiin	oluş	muodostaa	V;PFV;IND;SG;3;POS;PST	V;IND;PST;FIN;PASS
satılan	myyty	sat	myydä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;NOM;SG;V.PTCP;PASS
satılan	myydään	sat	myydä	V;PFV;IND;POS;PRS;V.PTCP;PASS	V;IND;PRS;FIN;PASS
temizlik	puhtaus	temizlik	puhtaus	N;NOM;SG;3	N;NOM;SG
temizlik	siivous	temizlik	siivous	N;NOM;SG;3	N;NOM;SG
temizlik	puhdistaminen	temizlik	puhdistaminen	N;NOM;SG;3	N;NOM;SG
temizlik	siivous	temizlik	siivous	N;NOM;SG;3	N;NOM;SG
temizlik	pesu	temizlik	pesu	N;NOM;SG;3	N;NOM;SG
temizlik	puhdistus	temizlik	puhdistus	N;NOM;SG;3	N;NOM;SG
temizlik	puhdistaminen	temizlik	puhdistaminen	N;NOM;SG;3	N;NOM;SG
temizlik	puhdistus	temizlik	puhdistus	N;NOM;SG;3	N;NOM;SG
kapanış	suljetaan	kapa	sulkea	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS	V;IND;PRS;FIN;PASS
zirvesi	huippukokous	zirve	huippu#kokous	N;NOM;SG;3	N;NOM;SG
mountain	vuori	mountain	vuori	N;NOM;SG;3	N;NOM;SG
mountain	vuoristo	mountain	vuoristo	N;NOM;SG;3	N;NOM;SG
kanıtlar	todisteet	kanıt	todiste	N;NOM;PL;3	N;NOM;PL
tanıtımı	edistäminen	tanıtım	edistäminen	N;NOM;SG;3	N;NOM;SG
tanıtımı	ylennys	tanıtım	ylennys	N;NOM;SG;3	N;NOM;SG
tanıtımı	markkinointi	tanıtım	markkinointi	N;NOM;SG;3	N;NOM;SG
tanıtımı	edistäminen	tanıtım	edistäminen	N;NOM;SG;3	N;NOM;SG
tanıtımı	markkinoi	tanıtım	markkinoida	N;NOM;SG;3	N;NOM;SG
çekirdeği	ydin	çekir	ydin	N;NOM;SG;3	N;NOM;SG
çekirdeği	ydin	çekir	ydin	N;NOM;SG;3	N;NOM;SG
müslümanların	muslimien	müslüman	muslimi	N;GEN;PL;3	N;GEN;PL
üstünlük	superior	üstünlük	superior	N;NOM;SG;3	N;NOM;SG
patinaj	luistelu	patinaj	luistelu	N;NOM;SG;3	N;NOM;SG
belgeler	dokumentit	belge	dokumentti	N;NOM;PL;3	N;NOM;PL
belgeler	asiakirjat	belge	asia#kirja	N;NOM;PL;3	N;NOM;PL
belgeler	dokumentit	belge	dokumentti	N;NOM;PL;3	N;NOM;PL
belgeler	asiakirjat	belge	asia#kirja	N;NOM;PL;3	N;NOM;PL
belgeler	dokumentit	belge	dokumentti	N;NOM;PL;3	N;NOM;PL
geyik	hirvi	geyik	hirvi	N;NOM;SG;3	N;NOM;SG
geyik	hirvi	geyik	hirvi	N;NOM;SG;3	N;NOM;SG
