से	vom	से	vom		
निपटने	anpacken	निपट	anpacken	V;ACC;NFIN;ACT	V;NFIN
निपटने	anzugehen	निपट	angehen	V;ACC;NFIN;ACT	V;NFIN
चुनी	auserwählt	चुन	auserwählen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चुनी	ausgewählt	चुन	auswählen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चुनी	erwählt	चुन	erwählen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चुनी	gewählt	चुन	wählen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चुनी	ausgesucht	चुन	aussuchen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चुनी	gewählt	चुन	wählen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चित्रकारी	lackierung	चित्रकारी	lackierung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
निकटवर्ती	nähe	निकटवर्ती	nähe	N;NOM;MASC;SG;3	N;NOM;FEM;SG
ऑर्डर	ordnung	ऑर्डर	ordnung	N;NOM;MASC;SG;3	N
ऑर्डर	auftrag	ऑर्डर	auftragen	N;NOM;MASC;SG;3	N;MASC;SG
ऑर्डर	bestellung	ऑर्डर	bestellung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
खैर	na	खैर	na		
फाइल	akten	फाइल	akt	N;NOM;FEM;SG;3	N
आठवीं	achte	आठवां	acht	ADJ;NOM;FEM;SG	ADJ
आठवीं	achter	आठवां	acht	ADJ;NOM;FEM;SG	ADJ
मूर्तियाँ	statuen	मूर्ति	statu	N;NOM;FEM;PL;3	N;NOM;FEM;PL
परिपूर्ण	perfekt	परिपूर्ण	perfekt	ADJ	ADJ
परिपूर्ण	perfekte	परिपूर्ण	perfekt	ADJ	ADJ;NOM;SG
परिपूर्ण	perfekten	परिपूर्ण	perfekt	ADJ	ADJ
परिपूर्ण	perfekter	परिपूर्ण	perfekt	ADJ	ADJ
परिपूर्ण	umfassend	परिपूर्ण	umfassend	ADJ	ADJ
परिपूर्ण	erschöpfend	परिपूर्ण	erschöpfend	ADJ	ADJ
कवरेज	abdeckung	कवरेज	abdeckung	N;NOM;MASC;SG;3	N;NOM;SG
कवरेज	berichterstattung	कवरेज	berichterstattung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सराहना	würdigung	सराहना	würdigung	N;NOM;FEM;SG;3	N;FEM;SG
सराहना	aufwertung	सराहना	aufwertung	N;NOM;FEM;SG;3	N;SG
जाहिर	offensichtlich	जाहिर	offensichtlich	ADJ	ADJ
जाहिर	scheinbar	जाहिर	scheinbar	ADJ	ADJ
जाहिर	augenscheinlich	जाहिर	augenscheinlich	ADJ	ADJ
किताबें	bücher	किताब	büchern	N;NOM;FEM;PL;3	N;NOM;NEUT;PL
सीख	erlernen	सीख	erlernen	V;FIN;ACT	V;NFIN
सीख	lernen	सीख	lernen	V;FIN;ACT	V;NFIN
सीख	erfahren	सीख	erfahren	V;FIN;ACT	V;V.PTCP
सीख	erfahre	सीख	erfahren	V;FIN;ACT	V;SG;FIN
सीख	erlernen	सीख	erlernen	V;FIN;ACT	V;NFIN
सीख	lernen	सीख	lernen	V;FIN;ACT	V;NFIN
सीख	lerne	सीख	lernen	V;FIN;ACT	V;IND;SG;3;FIN
सीईओ	geschäftsführung	सीईओ	geschäftsführung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सीईओ	vorstand	सीईओ	vorstehen	N;NOM;MASC;SG;3	N;SG
विस्फोटक	explosion	विस्फोटक	explosion	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वृत्तचित्र	dokumentation	वृत्तचित्र	dokumentation	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संकर	hybride	संकर	hybride		
लिखकर	schreiben	लिख	schreiben	V;V.CVB	V;NFIN
लिखकर	schreibe	लिख	schreibe	V;V.CVB	V;IND;SG;3;PRS;FIN
वाटर	wasser	वाटर	wasser	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
रॉ	rohstoff	रॉ	rohstoff	N;NOM;FEM;SG;3	N;SG
औरत	frau	औरत	frau	N;NOM;FEM;SG;3	N;NOM;FEM;SG
यश	yash	यश	yash		
निकासी	freigabe	निकासी	freigabe	N;NOM;FEM;SG;3	N;NOM;FEM;SG
निकासी	evakuierung	निकासी	evakuierung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
निकासी	räumung	निकासी	räumung	N;NOM;FEM;SG;3	N;SG
नियामक	regulierungsbehörde	नियामक	regulierungsbehörde	N;NOM;MASC;SG;3	N;NOM;FEM;SG
नियामक	regulierung	नियामक	Regulierung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संवेदनशीलता	empfindlichkeit	संवेदनशीलता	empfindlichkeit	N;NOM;FEM;SG;3	N;NOM;FEM;SG
दूरस्थ	ferne	दूरस्थ	fern		
दूरस्थ	remote	दूरस्थ	remot		
संतुष्ट	zufrieden	संतुष्ट	zufrieden	ADJ	ADJ
बालू	sand	बालू	sinden		
लोड	ladung	लोड	ladung	N;NOM;MASC;SG;3	N;SG
उद्धरण	angebot	उद्धरण	anpieten	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
नकली	fake	नकली	faklen		
समझे	verstehen	समझ	verstehen	V;SG;FIN;ACT	V;NFIN
समझे	verstehe	समझ	verstehen	V;SG;FIN;ACT	V;IND;SG;3;PRS;FIN
समझे	begreifen	समझ	begreifen	V;SG;FIN;ACT	V;NFIN
समझे	verstanden	समझ	verstehen	V;SG;FIN;ACT	V;V.PTCP
वक्ता	sprecher	वक्ता	sprecher	N;NOM;MASC;SG;3	N
ईंट	ziegel	ईंट	ziegel		
ईंट	karo	ईंट	karo		
दस्तावेज़	dokumente	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;NOM;SG
दस्तावेज़	dokument	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
दस्तावेज़	dokumente	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;NOM;SG
दस्तावेज़	dokumente	दस्तावेज़	dokument	N;NOM;MASC;SG;3	N;NOM;SG
दस्तावेज़	doktor	दस्तावेज़	doktor	N;NOM;MASC;SG;3	N;SG
पासवर्ड	passwort	पासवर्ड	passworen	N;NOM;MASC;SG;3	N
पासवर्ड	passwörter	पासवर्ड	passwört	N;NOM;MASC;SG;3	N
पासवर्ड	passwörter	पासवर्ड	passwört	N;NOM;MASC;SG;3	N
परिश्रम	fleiß	परिश्रम	fleißen		
स्कैन	scan	स्कैन	scan	N;NOM;MASC;SG;3	N;SG
जिक्र	erwähnung	जिक्र	Erwähnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
हान	han	हान	han		
इंटरफेस	eingriffe	इंटरफेस	eingriff	N;NOM;MASC;SG;3	N
इंटरफेस	störung	इंटरफेस	störung	N;NOM;MASC;SG;3	N;FEM;SG
हड़ताल	streik	हड़ताल	streik	N;NOM;FEM;SG;3	N;SG
हड़ताल	streiks	हड़ताल	streiks	N;NOM;FEM;SG;3	N;NOM
स्टोरी	erzählung	स्टोरी	erzählung	N;NOM;FEM;SG;3	N;FEM;SG
सिपाही	soldaten	सिपाही	soldat	N;NOM;MASC;PL;3	N;PL
कमांडर	kommandeur	कमांडर	kommandeur	N;NOM;MASC;SG;3	N;SG
सहयोगियों	kolleginnen	सहयोगी	kolleginnen	N;ACC;MASC;PL;3	N;PL
रूट	strecke	रूट	strecken	N;NOM;MASC;SG;3	N;SG
आकस्मिक	unfall	आकस्मिक	unfall	N;NOM;MASC;SG;3	N
समझाने	erkläre	समझा	erklären	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
समझाने	erklären	समझा	erklären	V;NFIN;ACT	V;NFIN
समझाने	erläutern	समझा	erläutern	V;NFIN;ACT	V;NFIN
डाक्टर	arzt	डाक्टर	arzen	N;NOM;MASC;SG;3	N;SG
डाक्टर	doktor	डाक्टर	doktor	N;NOM;MASC;SG;3	N;SG
डाक्टर	ärztin	डाक्टर	ärztin	N;NOM;MASC;SG;3	N;SG
महाद्वीपीय	kontinentale	महाद्वीपीय	kontinental	ADJ;NOM	ADJ;NOM;FEM;PL
महाद्वीपीय	kontinentales	महाद्वीपीय	kontinental	ADJ;NOM	ADJ;NOM;NEUT;SG
महाद्वीपीय	kontinentalen	महाद्वीपीय	kontinental	ADJ;NOM	ADJ
गिरा	fallen	गिर	fallen	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
ध्येय	ziel	ध्येय	ziel	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
पहुँचे	erreicht	पहुँच	erreichen	V;PFV;MASC;PL;V.PTCP;ACT	V;V.PTCP
पहुँचे	erreichten	पहुँच	erreichen	V;PFV;MASC;PL;V.PTCP;ACT	V;IND;PL;3;PST;FIN
हि	hehe	हि	hehen		
दाँत	zähne	दाँत	zähnen	N;NOM;MASC;SG;3	N;NOM;SG
गोपनीयता	geheimnis	गोपनीयता	geheimnis	N;NOM;FEM;SG;3	N;NOM;NEUT;SG
रकम	beträge	रकम	betragen	N;NOM;FEM;SG;3	N
आपत्ति	einwände	आपत्ति	einwände	N;NOM;FEM;SG;3	N
आपत्ति	einspruch	आपत्ति	einspruch	N;NOM;FEM;SG;3	N
आपत्ति	einwände	आपत्ति	einwände	N;NOM;FEM;SG;3	N
आपत्ति	einspruch	आपत्ति	einspruch	N;NOM;FEM;SG;3	N
विपक्ष	widerspruch	विपक्ष	widerspruchen	N;NOM;MASC;SG;3	N
विपक्ष	einspruch	विपक्ष	einspruch	N;NOM;MASC;SG;3	N
विपक्ष	opposition	विपक्ष	opposition	N;NOM;MASC;SG;3	N;NOM;SG
विपक्ष	ablehnung	विपक्ष	ablehnung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
सूखी	trocknen	सूख	trocknen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
सूखी	getrocknet	सूख	trocknen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
चेहरा	gesichts	चेहरा	gesichts	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
पिशाच	vampiren	पिशाच	vampiren		
पिशाच	vampir	पिशाच	vampir		
पिशाच	vampire	पिशाच	vampire		
जला	brennen	जला	brennen	V;SG;V.PTCP;ACT	V;NFIN
जला	verbrennen	जला	verbrennen	V;SG;V.PTCP;ACT	V;NFIN
वाल्व	ventil	वाल्व	ventil	N;NOM;MASC;SG;3	N;SG
वाल्व	ventile	वाल्व	ventil	N;NOM;MASC;SG;3	N;NOM
धोखा	betrügen	धोखा	betrügen	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
धोखा	betrügt	धोखा	betrügen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
धोखा	betrügt	धोखा	betrügen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
धोखा	betrügen	धोखा	betrügen	V;PFV;MASC;SG;V.PTCP;ACT	V;NFIN
धोखा	betrog	धोखा	betrogen	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
धोखा	betrogen	धोखा	betrügen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
दाता	spender	दाता	spender		
दाता	geber	दाता	geber		
नेटवर्किंग	vernetzung	नेटवर्किंग	vernetzung	N;NOM;FEM;SG;3	N;FEM;SG
हटाना	löschen	हटा	löschen	V;MASC;NFIN;ACT	V;NFIN
हटाना	löschen	हटा	löschen	V;MASC;NFIN;ACT	V;NFIN
हटाना	entfernen	हटा	entfernen	V;MASC;NFIN;ACT	V;NFIN
इंसान	mensch	इंसान	mensch	N;NOM;MASC;SG;3	N;SG
अलगाव	isolierung	अलगाव	isolierung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
वादा	zusage	वादा	zusage	N;NOM;MASC;SG;3	N;SG
चालीस	vierzig	चालीस	vierzig	NUM	NUM
दंत	zahnmedizin	दंत	zahnmedizin		
सुनवाई	anhörung	सुनवाई	anhörung	N;NOM;FEM;SG;3	N;NOM;FEM;SG
सुनवाई	gehör	सुनवाई	gehör	N;NOM;FEM;SG;3	N;NOM
प्रतियां	kopien	प्रति	kopien	N;NOM;FEM;PL;3	N;NOM;PL
कार्यकर्ताओं	aktivisten	कार्यकर्ता	aktivist	N;ACC;MASC;PL;3	N;PL
अधिकांशतः	meistens	अधिकांशतः	meistens	ADV	ADV
अधिकांशतः	meist	अधिकांशतः	meist	ADV	ADV
अधिकांशतः	größtenteils	अधिकांशतः	größtenteils	ADV	ADV
डॉट	punkt	डॉट	punken		
डॉट	dot	डॉट	dot		
मोटा	dicken	मोटा	dick	ADJ;NOM;MASC;SG	ADJ
मोटा	dick	मोटा	dick	ADJ;NOM;MASC;SG	ADJ
मोटा	dicker	मोटा	dicker	ADJ;NOM;MASC;SG	ADJ
मोटा	fettgehalt	मोटा	fetthalt	ADJ;NOM;MASC;SG	ADJ
दुख	unglück	दुख	unglück	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
संग्रहण	sammlung	संग्रहण	sammlung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संग्रहण	sammlung	संग्रहण	sammlung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
संग्रहण	erhebung	संग्रहण	Erhebung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
समर्पण	einweihung	समर्पण	einweihung	N;NOM;MASC;SG;3	N
फिलहाल	derzeit	फिलहाल	derzeit	ADV	ADV
फिलहाल	zurzeit	फिलहाल	zurzeit	ADV	ADV
आलोचनात्मक	kritischen	आलोचनात्मक	kritisch	ADJ;NOM	ADJ
आलोचनात्मक	kritische	आलोचनात्मक	kritisch	ADJ;NOM	ADJ;NOM;FEM;PL
आलोचनात्मक	kritisch	आलोचनात्मक	kritisch	ADJ;NOM	ADJ
आलोचनात्मक	kritischer	आलोचनात्मक	kritisch	ADJ;NOM	ADJ
आलोचनात्मक	kritisches	आलोचनात्मक	kritisch	ADJ;NOM	ADJ;NOM;NEUT;SG
देखिये	beobachten	देखिया	beobachten	V;IND;SG;3;FIN;ACT	V;NFIN
देखिये	ansehen	देखिया	ansehen	V;IND;SG;3;FIN;ACT	V;NFIN
देखिये	anschauen	देखिया	anschauen	V;IND;SG;3;FIN;ACT	V;NFIN
स्विस	swiss	स्विस	sweß		
चमड़े	leder	चमड़ा	leder	N;NOM;MASC;SG;3	N;NOM
अनुपालन	erfüllung	अनुपालन	Erfüllung	N;NOM;MASC;SG;3	N;SG
अनुपालन	einhaltung	अनुपालन	einhaltung	N;NOM;MASC;SG;3	N;SG
प्रतिज्ञा	zusage	प्रतिज्ञा	zusage	N;NOM;FEM;SG;3	N;SG
चैंपियंस	meister	चैंपियंस	meist	N;NOM;MASC;SG;3	N;NOM;MASC;SG
अर्द्ध	halbzeug	अर्द्ध	halbzeug		
अर्द्ध	semi	अर्द्ध	semi		
खाया	gefressen	खा	fressen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
खाया	aß	खा	aß	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
खाया	gegessen	खा	essen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
खाया	verzehrt	खा	verzehren	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
खाया	gefressen	खा	fressen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
खाया	gegessen	खा	essen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
प्रवक्ता	sprecher	प्रवक्ता	sprecher	N;NOM;MASC;SG;3	N
प्रवक्ता	sprecher	प्रवक्ता	sprecher	N;NOM;MASC;SG;3	N
अग्रिम	vorauszahlung	अग्रिम	vorauszahlung	ADJ	ADJ
विडियो	video	विडियो	video	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
गोले	schüsse	गोला	schüß	N;NOM;MASC;PL;3	N;NOM;FEM;PL
बाधित	unterbrochene	बाधित	unterbrochen	ADJ	ADJ;NOM;FEM;PL
हिप	hüfte	हिप	hüfen		
मंजिल	etage	मंजिल	etag	N;NOM;FEM;SG;3	N;NOM;SG
ट्रॉफी	pokal	ट्रॉफी	pokal	N;NOM;FEM;SG;3	N;NOM;MASC;SG
दुरुपयोग	misshandlung	दुरुपयोग	mißbandlung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
थीम	theme	थीम	themen		
वीरता	mut	वीरता	mut	N;NOM;FEM;SG;3	N
गतिशीलता	beweglichkeit	गतिशीलता	beweglichkeit	N;NOM;FEM;SG;3	N;NOM;FEM;SG
कब्ज़ा	besitzes	कब्ज़ा	besitzes	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कब्ज़ा	besitz	कब्ज़ा	besitz	N;NOM;MASC;SG;3	N
कब्ज़ा	übernahme	कब्ज़ा	übernehmen	N;NOM;MASC;SG;3	N;NOM;FEM;SG
हस्तांतरण	überweisung	हस्तांतरण	überweisung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
टकराव	kampf	टकराव	kampfen	N;NOM;MASC;SG;3	N;SG
धुरी	achsen	धुरी	achsen	N;NOM;FEM;SG;3	N
निकाली	entnommen	निकाल	entnehmen	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
निकाली	extrahiert	निकाल	extrahieren	V;PFV;FEM;SG;V.PTCP;ACT	V;V.PTCP
पतले	dünn	पतला	dünn	ADJ;NOM;MASC;PL	ADJ
पतले	schlank	पतला	schlank	ADJ;NOM;MASC;PL	ADJ
पतले	dünne	पतला	dünn	ADJ;NOM;MASC;PL	ADJ;NOM;PL
पतले	schmal	पतला	schmal	ADJ;NOM;MASC;PL	ADJ
पतले	mager	पतला	mager	ADJ;NOM;MASC;PL	ADJ
गैलेक्सी	milchstraße	गैलेक्सी	milchstraße	N;NOM;MASC;SG;3	N;NOM;FEM;SG
दूरदर्शी	teleskop	दूरदर्शी	teleskop	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
वज़न	gewicht	वज़न	wechen	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
अनुकूलित	optimierte	अनुकूलित	optimieren	ADJ	ADJ;SG
अनुकूलित	gewohnheit	अनुकूलित	gewohnheit	ADJ	ADJ
इकाइयाँ	einheiten	इकाई	einheit	N;NOM;FEM;PL;3	N;PL
सस्ते	preiswert	सस्ता	preiswert	ADJ;NOM;MASC;PL	ADJ
सस्ते	billige	सस्ता	billig	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;PL
सस्ते	günstige	सस्ता	günstig	ADJ;NOM;MASC;PL	ADJ;NOM;FEM;PL
सस्ते	günstig	सस्ता	günstig	ADJ;NOM;MASC;PL	ADJ
सस्ते	billig	सस्ता	billig	ADJ;NOM;MASC;PL	ADJ
सस्ते	billiger	सस्ता	billig	ADJ;NOM;MASC;PL	ADJ
विनियमन	regulierung	विनियमन	Regulierung	N;NOM;MASC;SG;3	N;NOM;FEM;SG
विनियमन	verordnung	विनियमन	verordnung	N;NOM;MASC;SG;3	N;NOM;SG
कब्जे	besitzes	कब्जा	besitzes	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
कब्जे	besitz	कब्जा	besitz	N;NOM;MASC;SG;3	N
निकालना	entfernen	निकाल	entfernen	V;MASC;NFIN;ACT	V;NFIN
निकालना	extrahieren	निकाल	extrahieren	V;MASC;NFIN;ACT	V;NFIN
कलम	pen	कलम	pen		
कलम	stift	कलम	stefen		
कलम	feder	कलम	feder		
कलम	veredelung	कलम	veredelung		
बॉस	chef	बॉस	chef	N;NOM;MASC;SG;3	N;NOM;MASC;SG
बसें	buslinien	बस	buslinien	N;NOM;FEM;PL;3	N;PL
आन्तरिक	interner	आन्तरिक	intern	ADJ;NOM	ADJ
आन्तरिक	intern	आन्तरिक	intern	ADJ;NOM	ADJ
आन्तरिक	innere	आन्तरिक	inner	ADJ;NOM	ADJ;NOM;FEM;PL
आन्तरिक	interne	आन्तरिक	intern	ADJ;NOM	ADJ;NOM;FEM;PL
सघन	dichten	सघन	dicht		
छपाई	drucken	छपाई	drucken	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
छपाई	ausdrucken	छपाई	ausdrucken	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
छपाई	druckmaschinen	छपाई	druckmaschinen	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
छपाई	drucken	छपाई	drucken	V;PFV;FEM;SG;V.PTCP;ACT	V;NFIN
सर्दी	erkältung	सर्दी	erkältung	N;NOM;FEM;SG;3	N;SG
सर्दी	winter	सर्दी	winter	N;NOM;FEM;SG;3	N
घना	dichtes	घना	dicht	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG
घना	dichte	घना	dicht	ADJ;NOM;MASC;SG	ADJ;NOM;SG
घना	dicht	घना	dicht	ADJ;NOM;MASC;SG	ADJ
प्राध्यापक	professor	प्राध्यापक	professor	N;NOM;MASC;SG;3	N;NOM;MASC;SG
ताजा	frischer	ताजा	frisch	ADJ;NOM;MASC;SG	ADJ
ताजा	frischen	ताजा	frisch	ADJ;NOM;MASC;SG	ADJ
ताजा	frisch	ताजा	frisch	ADJ;NOM;MASC;SG	ADJ
मिलाया	verschmolzen	मिला	verschmolzen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
मिलाया	fusioniert	मिला	fusionieren	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
मिलाया	zusammengeführt	मिला	zusammenführen	V;PFV;MASC;SG;V.PTCP;ACT	V;V.PTCP
मिलाया	fusionierte	मिला	fusionieren	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
पूंछ	schwanz	पूंछ	schwanzen	N;NOM;FEM;SG;3	N
मेमोरियल	denkmal	मेमोरियल	denkmal	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
सेवानिवृत्त	rentner	सेवानिवृत्त	rentner	ADJ	ADJ
सेवानिवृत्त	ehemaliger	सेवानिवृत्त	ehemalig	ADJ	ADJ
आइस	ice	आइस	ice		
आयुर्विज्ञान	medizin	आयुर्विज्ञान	medizin	N;NOM;FEM;SG;3	N;NOM;SG
मोम	wachs	मोम	wachsen		
पोत	gefäß	पोत	gefäß	N;NOM;MASC;SG;3	N;NOM;NEUT;SG
पलायन	flucht	पलायन	fluchen	N;NOM;MASC;SG;3	N
घूम	spinnen	घूम	spinnen	V;ACT	V;NFIN
केंद्रों	zentren	केंद्र	zentren	N;ACC;MASC;PL;3	N
रचनाएं	kreationen	रचना	kreation	N;NOM;FEM;PL;3	N;NOM;PL
रचनाएं	kompositionen	रचना	komposition	N;NOM;FEM;PL;3	N;NOM;FEM;PL
वॉल	wand	वॉल	wand	N;NOM;MASC;SG;3	N;NOM;FEM;SG
यम	garn	यम	garn		
नक्शे	stadtplan	नक्शा	stadtplan	N;NOM;MASC;SG;3	N
रूम	zimmer	रूम	zimmer	N;NOM;MASC;SG;3	N
रूम	zimmer	रूम	zimmer	N;NOM;MASC;SG;3	N
व्यवसायिक	beruf	व्यवसायिक	beruf	N;NOM;MASC;SG;3	N;SG
