que	你	que	你	PRO	PRO;2
ardendo	燃燒	arder	燃燒	V	V
ardendo	燒錄	arder	燒錄	V	V
ardendo	燃燒	arder	燃燒	V	V
ardendo	燒死	arder	燒死	V	V
ardendo	墜落	arder	墜落	V	V
selva	森林	selvar	森林	N	N
selva	叢林	selvar	叢林	N	N
fármaco	藥物	fármaco	藥物	N	N
fármaco	藥品	fármaco	藥品	N	N
fármaco	藥物	fármaco	藥物	N	N
fármaco	毒品	fármaco	毒品	N	N
norma	細則	norma	細則	N	N
simpático	很好	simpático	很好	ADJ	ADJ
raio	地獄	raio	地獄	N	N
mostras	樣品	mostra	樣品	N	N
mostras	樣本	mostra	樣本	N	N
leu	讀	leu	讀	V	V
leu	讀取	leu	讀取	V	V
piloto	試點	piloto	試點	N	N
tristes	悲哀	triste	悲哀	N	N
tristes	悲傷	triste	悲傷	N	N
tristes	傷心	triste	傷心	N	N
tristes	難過	triste	難過	N	N
augas	水	auga	水	N	N
augas	水域	auga	水域	N	N
dignidade	尊嚴	dignidade	尊嚴	N	N
escribín	撰寫	escribir	撰寫	V	V
escribín	寫	escribir	寫	V	V
escribín	寫信	escribir	寫信	V	V
escribín	寫入	escribir	寫入	V	V
escribín	書寫	escribir	書寫	V	V
escribín	撰寫	escribir	撰寫	V	V
constitución	憲法	constitución	憲法	N	N
constitución	平方	constitución	平方	N	N
constitución	方塊	constitución	方塊	N	N
constitución	方形	constitución	方形	N	N
constitución	廣場	constitución	廣場	N	N
voto	誓	voto	誓	N	N
voto	誓言	voto	誓言	N	N
voto	誓詞	voto	誓詞	N	N
voto	選票	voto	選票	N	N
tristeza	哀愁	tristeza	哀愁	N	N
tristeza	悲傷	tristeza	悲傷	N	N
tristeza	悲哀	tristeza	悲哀	N	N
ambición	野心	ambición	野心	N	N
ambición	雄心	ambición	雄心	N	N
ambición	志	ambición	志	N	N
zapato	鞋	zapato	鞋	N	N
zapato	鞋子	zapato	鞋子	N	N
zapato	拖鞋	zapato	拖鞋	N	N
relato	帳號	relato	帳號	N	N
relato	帳戶	relato	帳戶	N	N
relato	動態	relato	動態	N	N
relato	故事	relato	故事	N	N
pagamos	付費	pagar	付費	V	V
pagamos	付費	pagar	付費	V	V
pagamos	付款	pagar	付款	V	V
pagamos	支付	pagar	支付	V	V
depósito	坦克	depósito	坦克	N	N
depósito	大米	depósito	大米	N	N
depósito	米	depósito	米	N	N
depósito	米飯	depósito	米飯	N	N
depósito	飯	depósito	飯	N	N
depósito	股票	depósito	股票	N	N
depósito	存貨	depósito	存貨	N	N
depósito	庫存	depósito	庫存	N	N
depósito	水庫	depósito	水庫	N	N
depósito	水塘	depósito	水塘	N	N
depósito	汽油	depósito	汽油	N	N
mellora	改進	mellorar	改進	V	V
mellora	改善	mellorar	改善	V	V
mellora	改良	mellorar	改良	V	V
mellora	撞擊	mellorar	撞擊	V	V
mellora	影響	mellorar	影響	V	V
mellora	影響	mellorar	影響	V	V
mellora	衝擊	mellorar	衝擊	V	V
escrita	書寫	escribir	書寫	V	V
escrita	撰寫	escribir	撰寫	V	V
escrita	書寫	escribir	書寫	V	V
escrita	寫入	escribir	寫入	V	V
escrita	寫	escribir	寫	V	V
escrita	撰寫	escribir	撰寫	V	V
escrita	手寫	escribir	手寫	V	V
repetir	說	repetir	說	V	V
tratan	嘗試	tratar	嘗試	V	V
tratan	對待	tratar	對待	V	V
tratan	嘗試	tratar	嘗試	V	V
tratan	試試	tratar	試試	V	V
decide	決定	decidir	決定	V	V
merquei	購買	merquei	購買	V	V
merquei	買	merquei	買	V	V
responde	回答	responder	回答	V	V
descoñecido	陌生	descoñecido	陌生	N	N
garaxe	車庫	garaxe	車庫	N	N
miraba	尋找	mirabar	尋找	V	V
miraba	觀看	mirabar	觀看	V	V
comprobar	找到	comprobar	找到	V	V
comprobar	尋找	comprobar	尋找	V	V
comprobar	出局	comprobar	出局	V	V
comprobar	見	comprobar	見	V	V
comprobar	檢查	comprobar	檢查	V	V
eliminar	消除	eliminar	消除	V	V
eliminar	刪除	eliminar	刪除	V	V
eliminar	移除	eliminar	移除	V	V
baixou	關閉	baixar	關閉	V	V
gravar	記錄	gravar	記錄	V	V
gravar	錄音	gravar	錄音	V	V
gravar	記錄	gravar	記錄	V	V
aplicación	寫作	aplicación	寫作	N	N
unidades	單元	unidade	單元	N	N
unidades	單位	unidade	單位	N	N
gaiola	籠	gaiola	籠	N	N
gaiola	籠子	gaiola	籠子	N	N
colección	收藏	colección	收藏	N	N
colección	集	colección	集	N	N
colección	企業	colección	企業	N	N
colección	業務	colección	業務	N	N
colección	商業	colección	商業	N	N
colección	商務	colección	商務	N	N
tirou	扔	ter	扔	V	V
tirou	丟	ter	丟	V	V
tirou	獲取	ter	獲取	V	V
tirou	獲得	ter	獲得	V	V
tirou	得到	ter	得到	V	V
apostas	賭	aposta	賭	N	N
apostas	賭博	aposta	賭博	N	N
apostas	賭	aposta	賭	N	N
apostas	賭注	aposta	賭注	N	N
discos	唱片	disco	唱片	N	N
discos	紀錄	disco	紀錄	N	N
discos	紀錄	disco	紀錄	N	N
pomba	鴿	pomba	鴿	N	N
pomba	鴿子	pomba	鴿子	N	N
pomba	鴿	pomba	鴿	N	N
pomba	鴿子	pomba	鴿子	N	N
deixemos	讓	deixar	讓	V	V;CAUS
deixemos	停止	deixar	停止	V	V
deixemos	休假	deixar	休假	V	V
deixemos	離開	deixar	離開	V	V
gozar	享受	gozar	享受	V	V
gozar	享受	gozar	享受	V	V
avisar	致電	avisar	致電	V	V
avisar	打電	avisar	打電	V	V
avisar	呼叫	avisar	呼叫	V	V
pontes	橋	ponte	橋	N	N
actriz	女	actriz	女	N	N
actriz	女	actriz	女	N	N
actriz	演員	actriz	演員	N	N
estatua	雕像	estatua	雕像	N	N
estatua	雕塑	estatua	雕塑	N	N
estatua	塑像	estatua	塑像	N	N
conspiración	陰謀	conspiración	陰謀	N	N
franco	右	franco	右	N	N
pagou	付費	pagar	付費	V	V
pagou	付費	pagar	付費	V	V
pagou	付款	pagar	付款	V	V
pagou	支付	pagar	支付	V	V
confesar	告白	confesar	告白	V	V
confesar	表白	confesar	表白	V	V
confesar	告解	confesar	告解	V	V
touro	牛	touro	牛	N	N
touro	公牛	touro	公牛	N	N
misa	質量	misa	質量	N	N
misa	彌撒	misa	彌撒	N	N
misa	星期	misa	星期	N	N
misa	週日	misa	週日	N	N
misa	星期	misa	星期	N	N
misa	周日	misa	周日	N	N
prato	板	prato	板	N	N
prato	小菜	prato	小菜	N	N
prato	菜	prato	菜	N	N
prato	課程	prato	課程	N	N
escaleira	樓梯	escaleira	樓梯	N	N
escaleira	階梯	escaleira	階梯	N	N
escaleira	梯子	escaleira	梯子	N	N
escaleira	梯	escaleira	梯	N	N
escaleira	階梯	escaleira	階梯	N	N
escaleira	樓梯	escaleira	樓梯	N	N
diaño	魔鬼	diar	魔鬼	N	N
diaño	地獄	diar	地獄	N	N
libra	鎊	libra	鎊	N	N
libra	磅	libra	磅	N	N
farta	病	farta	病	N	N
soubo	找到	soubo	找到	V	V
soubo	尋找	soubo	尋找	V	V
soubo	出局	soubo	出局	V	V
actor	男	actor	男	N	N
actor	演員	actor	演員	N	N
actor	演技	actor	演技	N	N
actor	演員	actor	演員	N	N
gado	牛	gado	牛	N	N
gado	往下	gado	往下	N	N
apetece	喜歡	apetecer	喜歡	V	V
apetece	感受	apetecer	感受	V	V
coñecelo	會議	coñecelo	會議	N	N
acabe	結束	acabar	結束	V	V
acabe	完成	acabar	完成	V	V
acabe	完成	acabar	完成	V	V
detective	警探	detective	警探	N	N
detective	眼	detective	眼	N	N
detective	眼睛	detective	眼睛	N	N
detective	隱私	detective	隱私	N	N
detective	私營	detective	私營	N	N
lapis	鉛	lapis	鉛	N	N
lapis	筆	lapis	筆	N	N
lapis	唇膏	lapis	唇膏	N	N
lapis	口紅	lapis	口紅	N	N
lapis	鉛	lapis	鉛	N	N
lapis	蠟筆	lapis	蠟筆	N	N
déixanos	休假	déixano	休假	V	V
déixanos	離開	déixano	離開	V	V
déixanos	讓	déixano	讓	V	V;CAUS
micho	陰戶	micho	陰戶	N	N
xinete	騎手	xineter	騎手	N	N
xenerais	名次	xeneral	名次	N	N
asedio	圍城	asedio	圍城	N	N
fornos	爐	forno	爐	N	N
fornos	火爐	forno	火爐	N	N
fornos	熔爐	forno	熔爐	N	N
fornos	爐	forno	爐	N	N
fornos	熔爐	forno	熔爐	N	N
fornos	鋅	forno	鋅	N	N
camiñantes	白	camiñante	白	N	N
camiñantes	白色	camiñante	白色	N	N
consecuencia	結果	consecuencia	結果	N	N
consecuencia	後果	consecuencia	後果	N	N
formación	培訓	formación	培訓	N	N
cerebrais	腦子	cerebral	腦子	N	N
cerebrais	大腦	cerebral	大腦	N	N
cerebrais	腦	cerebral	腦	N	N
cerebrais	腦	cerebral	腦	N	N
expertos	專家	experto	專家	N	N
saíron	出局	saír	出局	V	V
lembranzas	記憶	lembranza	記憶	N	N
xoias	珠寶	xoia	珠寶	N	N
xoias	首飾	xoia	首飾	N	N
xoias	珠寶	xoia	珠寶	N	N
comisaría	站	comisar	站	N	N
comisaría	車站	comisar	車站	N	N
comisaría	警方	comisar	警方	N	N
comisaría	警務	comisar	警務	N	N
comisaría	警察	comisar	警察	N	N
emocións	情感	emoción	情感	N	N
emocións	感情	emoción	感情	N	N
emocións	情緒	emoción	情緒	N	N
interesados	興趣	interesado	興趣	N	N
interesados	感	interesado	感	N	N
entran	輸入	entrar	輸入	V	V
contratar	雇用	contratar	雇用	V	V
premios	獎品	premio	獎品	N	N
clima	氣候	clima	氣候	N	N
petos	口袋	peto	口袋	N	N
normas	規則	norma	規則	N	N
normas	細則	norma	細則	N	N
espacio	太空	espacio	太空	N	N
espacio	空間	espacio	空間	N	N
activa	活躍	activo	活躍	N	N
marchemos	讓	marchr	讓	V	V;CAUS
dispositivo	裝置	dispositivo	裝置	N	N
medicación	藥品	medicación	藥品	N	N
medicación	藥物	medicación	藥物	N	N
medicación	醫藥	medicación	醫藥	N	N
errado	錯誤	errar	錯誤	N	N
asociación	協會	asociación	協會	N	N
nesas	這些	neso	這些	DET	DET
nesas	那些	neso	那些	DET	DET
pantasma	幻影	pantasma	幻影	N	N
pantasma	鬼	pantasma	鬼	N	N
pantasma	鬼	pantasma	鬼	N	N
pantasma	幽靈	pantasma	幽靈	N	N
suavemente	輕輕	suave	輕輕	ADV	ADV
quilos	磅	quilo	磅	N	N
quilos	公斤	quilo	公斤	N	N
casamento	婚姻	casamento	婚姻	N	N
casamento	婚禮	casamento	婚禮	N	N
concentración	濃度	concentración	濃度	N	N
escoitando	聆聽	escoitar	聆聽	V	V
xénero	類型	xénero	類型	N	N
xénero	流派	xénero	流派	N	N
permiten	允許	permitir	允許	V	V
normais	常態	normal	常態	N	N
normais	正常	normal	正常	N	N
droga	藥物	droga	藥物	N	N
droga	藥品	droga	藥品	N	N
droga	藥物	droga	藥物	N	N
droga	毒品	droga	毒品	N	N
amigas	朋友	amiga	朋友	N	N
amigas	好友	amiga	好友	N	N
dío	說	dío	說	V	V
habilidades	技能	habilidade	技能	N	N
incentivos	獎勵	incentivo	獎勵	N	N
mestres	教師	mestres	教師	N	N
seria	嚴重	seria	嚴重	ADJ	ADJ
seria	嚴肅	seria	嚴肅	ADJ	ADJ
respectar	尊敬	respectar	尊敬	V	V
xornalistas	記者	xornalista	記者	N	N
rexións	區域	rexión	區域	N	N
sincero	誠實	sincero	誠實	N	N
rebelión	叛亂	rebelión	叛亂	N	N
rebelión	叛逆	rebelión	叛逆	N	N
veleno	毒藥	veleno	毒藥	N	N
veleno	毒	veleno	毒	N	N
veleno	毒物	veleno	毒物	N	N
óso	骨	óso	骨	N	N
óso	骨骼	óso	骨骼	N	N
óso	骨頭	óso	骨頭	N	N
ciencias	科學	ciencia	科學	N	N
sofren	受	sofrer	受	V	V
espadas	劍	espada	劍	N	N
armados	武裝	armar	武裝	N	N
sombras	影	sombra	影	N	N
sombras	影子	sombra	影子	N	N
sombras	陰影	sombra	陰影	N	N
turistas	觀光	turista	觀光	N	N
turistas	遊客	turista	遊客	N	N
breve	簡短	breve	簡短	ADJ	ADJ
sofá	沙發	sofá	沙發	N	N
esfera	球體	esfera	球體	N	N
sabor	味道	sabor	味道	N	N
sabor	味覺	sabor	味覺	N	N
sabor	品味	sabor	品味	N	N
bolso	包包	bolso	包包	N	N
bolso	袋	bolso	袋	N	N
bolso	袋子	bolso	袋子	N	N
bolso	錢	bolso	錢	N	N
bolso	皮	bolso	皮	N	N
dinosauro	恐龍	dinosauro	恐龍	N	N
gobernador	省長	gobernador	省長	N	N
gobernador	總督	gobernador	總督	N	N
gobernador	州	gobernador	州	N	N
balde	自由	balde	自由	N	N
balde	免費	balde	免費	N	N
balde	音樂	balde	音樂	N	N
coñeceu	遇見	coñecer	遇見	V	V
fuxiu	來	fuxiu	來	V	V
asasinar	謀殺	asasinar	謀殺	V	V
asasinar	謀殺	asasinar	謀殺	V	V
asasinar	謀殺	asasinar	謀殺	V	V
palco	舞台	palco	舞台	N	N
palco	階段	palco	階段	N	N
alento	呼氣	alento	呼氣	N	N
sacos	包包	saco	包包	N	N
sacos	袋	saco	袋	N	N
edición	版	edición	版	N	N
entusiasmo	熱心	entusiasmo	熱心	N	N
entusiasmo	熱情	entusiasmo	熱情	N	N
brigada	旅	brigado	旅	N	N
donos	業	dono	業	N	N
maten	殺	mater	殺	V	V
armada	集團	armada	集團	N	N
armada	軍隊	armada	軍隊	N	N
armada	軍	armada	軍	N	N
armada	陸軍	armada	陸軍	N	N
armada	武裝	armada	武裝	N	N
triunfo	勝利	triunfo	勝利	N	N
disparos	鏡頭	disparo	鏡頭	N	N
propietarios	業	propietario	業	N	N
casada	已婚	casado	已婚	N	N
secretaria	秘書	secretaria	秘書	N	N
corporación	公眾	corporación	公眾	N	N
gustaríanos	喜歡	gustaríano	喜歡	V	V
rexemento	團	rexemento	團	N	N
rexemento	兵團	rexemento	兵團	N	N
templo	神廟	templo	神廟	N	N
templo	寺	templo	寺	N	N
templo	寺廟	templo	寺廟	N	N
templo	廟	templo	廟	N	N
templo	聖殿	templo	聖殿	N	N
pirola	公雞	pirola	公雞	N	N
corten	削減	cortar	削減	V	V
corten	剪	cortar	剪	V	V
corten	割	cortar	割	V	V
corten	關閉	cortar	關閉	V	V
embarazada	懷孕	embarazar	懷孕	V	V
facultade	大學	facultade	大學	N	N
facultade	學院	facultade	學院	N	N
facultade	書院	facultade	書院	N	N
facultade	大學	facultade	大學	N	N
campamento	難民	campamento	難民	N	N
campamento	營	campamento	營	N	N
campamento	營地	campamento	營地	N	N
sagrado	神聖	sagrar	神聖	ADJ	ADJ
sagrado	神聖	sagrar	神聖	ADJ	ADJ
tempada	季	tempada	季	N	N
tempada	季節	tempada	季節	N	N
exemplos	例子	exemplo	例子	N	N
exemplos	範例	exemplo	範例	N	N
caen	跌	caer	跌	V	V
idioma	語言	idioma	語言	N	N
idioma	語	idioma	語	N	N
idioma	語文	idioma	語文	N	N
cirurxía	手術	cirurxía	手術	N	N
cirurxía	外科	cirurxía	外科	N	N
debuxos	漫畫	debuxo	漫畫	N	N
debuxos	卡通	debuxo	卡通	N	N
asistencia	福利	asistencia	福利	N	N
investigar	研究	investigar	研究	V	V
investigar	調查	investigar	調查	V	V
extraer	出局	extraer	出局	V	V
extraer	提取	extraer	提取	V	V
extraer	萃取	extraer	萃取	V	V
extraer	摘錄	extraer	摘錄	V	V
páxinas	頁	páxina	頁	N	N
débil	虛弱	débil	虛弱	ADJ	ADJ
débil	軟弱	débil	軟弱	ADJ	ADJ
débil	薄弱	débil	薄弱	ADJ	ADJ
demostra	顯示	demostrar	顯示	V	V
semellan	喜歡	semellar	喜歡	V	V
modelos	模型	modelo	模型	N	N
modelos	模特	modelo	模特	N	N
modelos	型號	modelo	型號	N	N
modelos	模特	modelo	模特	N	N
esperamos	希望	esperar	希望	V	V
lembranza	記憶	lembranza	記憶	N	N
lembranza	記憶	lembranza	記憶	N	N
lembranza	記憶	lembranza	記憶	N	N
abertas	營業	abrir	營業	V	V
abertas	開啟	abrir	開啟	V	V
abertas	開放	abrir	開放	V	V
bloque	區塊	bloque	區塊	N	N
anciáns	老了	ancián	老了	N	N
roda	輪	roda	輪	N	N
roda	車輪	roda	車輪	N	N
esquecerei	忘記	esquecer	忘記	V	V
literatura	文獻	literatura	文獻	N	N
literatura	文學	literatura	文學	N	N
columna	柱	columna	柱	N	N
columna	專欄	columna	專欄	N	N
columna	欄	columna	欄	N	N
únicas	獨特	único	獨特	ADJ	ADJ
únicas	獨一	único	獨一	ADJ	ADJ
ángulo	角度	ángulo	角度	N	N
ángulo	角	ángulo	角	N	N
extremo	終	extremo	終	N	N
extremo	結尾	extremo	結尾	N	N
volveuse	成	volveuse	成	V	V
saudar	說	saudar	說	V	V
integridade	誠信	integridade	誠信	N	N
graves	嚴重	grave	嚴重	ADJ	ADJ
precisión	精度	precisión	精度	N	N
precisión	精准	precisión	精准	N	N
precisión	精確	precisión	精確	N	N
precisión	精密	precisión	精密	N	N
satisfacción	滿意	satisfacción	滿意	N	N
traballadora	工作	traballador	工作	N	N
combinación	組合	combinación	組合	N	N
poderán	將	poder	將	V	V;CAUS
heroes	英雄	heroes	英雄	N	N
adolescencia	青春	adolescencia	青春	N	N
rematamos	完成	rematar	完成	V	V
solpor	夕陽	solpor	夕陽	N	N
solpor	黃昏	solpor	黃昏	N	N
molécula	分子	molécula	分子	N	N
comentarios	意見	comentario	意見	N	N
ogallá	祝願	ogallá	祝願	V	V
instalacións	設施	instalación	設施	N	N
instalacións	設施	instalación	設施	N	N
morrerá	將	morrer	將	V	V;CAUS
fígado	肝臟	fígado	肝臟	N	N
fígado	肝	fígado	肝	N	N
bondade	善良	bondade	善良	N	N
cova	山洞	cova	山洞	N	N
cova	洞穴	cova	洞穴	N	N
homicidio	凶	homicidio	凶	N	N
homicidio	凶	homicidio	凶	N	N
rumores	流言	rumores	流言	N	N
rumores	謠言	rumores	謠言	N	N
rumores	謠言	rumores	謠言	N	N
guerreiro	戰士	guerreiro	戰士	N	N
guerreiro	勇士	guerreiro	勇士	N	N
nubes	雲	nub	雲	N	N
nubes	雲彩	nub	雲彩	N	N
cargar	裝載	cargar	裝載	V	V
cargar	負荷	cargar	負荷	V	V
cargar	攜	cargar	攜	V	V
lúas	衛星	lúa	衛星	N	N
marcas	標記	marca	標記	N	N
primo	表姐	primo	表姐	N	N
primo	表妹	primo	表妹	N	N
primo	表弟	primo	表弟	N	N
primo	表哥	primo	表哥	N	N
provisións	用品	provisión	用品	N	N
cazar	狩獵	cazar	狩獵	V	V
cazar	狩獵	cazar	狩獵	V	V
cazar	打獵	cazar	打獵	V	V
carreiras	比賽	carreira	比賽	N	N
carreiras	賽	carreira	賽	N	N
carreiras	種族	carreira	種族	N	N
carreiras	競賽	carreira	競賽	N	N
mascota	寵物	mascota	寵物	N	N
rabo	屁股	rabo	屁股	N	N
rabo	尾巴	rabo	尾巴	N	N
rabo	尾	rabo	尾	N	N
acontecementos	事件	acontecemento	事件	N	N
acontecementos	活動	acontecemento	活動	N	N
honesto	誠實	honesto	誠實	N	N
enterro	葬禮	enterro	葬禮	N	N
medalla	獎章	medalla	獎章	N	N
medalla	勳章	medalla	勳章	N	N
medalla	獎牌	medalla	獎牌	N	N
esqueza	忘記	esquecer	忘記	V	V
años	歲	año	歲	N	N
años	年份	año	年份	N	N
capitalista	資本	capitalista	資本	N	N
verei	見	verei	見	V	V
cinzas	灰	cinza	灰	N	N
cinzas	骨灰	cinza	骨灰	N	N
cinzas	灰燼	cinza	灰燼	N	N
tanques	坦克	tanque	坦克	N	N
conseguiches	獲取	conseguiches	獲取	V	V
conseguiches	獲得	conseguiches	獲得	V	V
conseguiches	得到	conseguiches	得到	V	V
traseira	後方	traseiro	後方	N	N
cebola	洋蔥	cebola	洋蔥	N	N
cebola	洋蔥	cebola	洋蔥	N	N
rula	蜂蜜	rula	蜂蜜	N	N
rula	嬰兒	rula	嬰兒	N	N
rula	寶貝	rula	寶貝	N	N
rula	寶寶	rula	寶寶	N	N
igrexas	教會	igrexa	教會	N	N
igrexas	教堂	igrexa	教堂	N	N
pescadores	漁民	pescador	漁民	N	N
volcáns	火山	volcán	火山	N	N
escritor	作家	escritor	作家	N	N
escritor	作者	escritor	作者	N	N
escritor	編劇	escritor	編劇	N	N
escudeiro	鄉紳	escudeiro	鄉紳	N	N
escudeiro	侍從	escudeiro	侍從	N	N
vámonos	讓	vámono	讓	V	V;CAUS
vámonos	獲取	vámono	獲取	V	V
vámonos	獲得	vámono	獲得	V	V
vámonos	得到	vámono	得到	V	V
vámonos	出局	vámono	出局	V	V
potencial	潛力	potencial	潛力	N	N
bioloxía	生物	bioloxía	生物	N	N
bioloxía	生物	bioloxía	生物	N	N
doenza	病	doenza	病	N	N
doenza	疾病	doenza	疾病	N	N
piano	鋼琴	piano	鋼琴	N	N
describir	描述	describir	描述	V	V
creatividade	創意	creatividade	創意	N	N
tendencia	趨勢	tendencia	趨勢	N	N
tendencia	傾向	tendencia	傾向	N	N
concurso	比賽	concurso	比賽	N	N
concurso	競賽	concurso	競賽	N	N
concurso	花	concurso	花	N	N
concurso	花兒	concurso	花兒	N	N
concurso	花朵	concurso	花朵	N	N
provincia	省	provincia	省	N	N
provincia	省省	provincia	省省	N	N
provincia	省份	provincia	省份	N	N
mecanismos	裝置	mecanismo	裝置	N	N
mecanismos	機制	mecanismo	機制	N	N
esquezamos	遺忘	esquecer	遺忘	V	V
hábito	習慣	hábito	習慣	N	N
lento	緩慢	lento	緩慢	ADJ	ADJ
debilidade	缺點	debilidade	缺點	N	N
debilidade	弱點	debilidade	弱點	N	N
gastar	花費	gastar	花費	V	V
opcións	選項	opción	選項	N	N
mencionar	提及	mencionar	提及	V	V
virtual	虛擬	virtual	虛擬	N	N
pasta	麵團	pasta	麵團	N	N
interpretar	玩	interpretar	玩	V	V
interpretar	播放	interpretar	播放	V	V
interpretar	玩	interpretar	玩	V	V
interpretar	播放	interpretar	播放	V	V
véxoo	見	véxoo	見	V	V
figuras	數字	figura	數字	N	N
decir	說	decir	說	V	V
frases	片語	frase	片語	N	N
frases	句子	frase	句子	N	N
frases	刑期	frase	刑期	N	N
lenta	緩慢	lento	緩慢	ADJ	ADJ
líquido	液體	líquido	液體	N	N
líquido	液	líquido	液	N	N
líquido	液態	líquido	液態	N	N
emprega	利用	empregar	利用	V	V
emprega	使用	empregar	使用	V	V
golfo	海灣	golfo	海灣	N	N
costume	習慣	costume	習慣	N	N
permítanme	讓	permítanme	讓	V	V;CAUS
practicar	練習	practicar	練習	V	V
privilexio	特權	privilexio	特權	N	N
activo	活躍	activo	活躍	N	N
salarios	工資	salario	工資	N	N
salarios	薪資	salario	薪資	N	N
salarios	薪金	salario	薪金	N	N
salarios	工資	salario	工資	N	N
maquillaxe	化妝	maquillaxe	化妝	N	N
estupenda	棒	estupendar	棒	N	N
resistir	抵制	resistir	抵制	V	V
resistir	抗拒	resistir	抗拒	V	V
creando	創建	crear	創建	V	V
anuncios	廣告	anuncio	廣告	N	N
aventura	冒險	aventura	冒險	N	N
nº	數字	nº	數字	N	N
nº	數	nº	數	N	N
nº	號碼	nº	號碼	N	N
nº	編號	nº	編號	N	N
iluminación	照明	iluminación	照明	N	N
alegre	開朗	alegrar	開朗	N	N
cantidades	金額	cantidade	金額	N	N
cantidades	款額	cantidade	款額	N	N
cantidades	數額	cantidade	數額	N	N
unllas	釘子	unlla	釘子	N	N
unllas	指甲	unlla	指甲	N	N
sigan	跟	sigar	跟	V	V
coñecementos	知識	coñecemento	知識	N	N
abandonar	休假	abandonar	休假	V	V
abandonar	離開	abandonar	離開	V	V
graxa	肥	graxar	肥	N	N
graxa	脂	graxar	脂	N	N
graxa	胖	graxar	胖	N	N
confusión	混淆	confusión	混淆	N	N
confusión	混亂	confusión	混亂	N	N
confusión	迷惘	confusión	迷惘	N	N
ímolo	讓	ímolo	讓	V	V;CAUS
desprezo	輕蔑	desprezo	輕蔑	N	N
desprezo	蔑視	desprezo	蔑視	N	N
chamalo	電話	chamalo	電話	N	N
chamalo	通話	chamalo	通話	N	N
listaxe	名單	listaxe	名單	N	N
listaxe	清單	listaxe	清單	N	N
tremer	搖晃	tremer	搖晃	V	V
recompensa	獎勵	recompensa	獎勵	N	N
recompensa	獎賞	recompensa	獎賞	N	N
recompensa	賞金	recompensa	賞金	N	N
recompensa	賞	recompensa	賞	N	N
especialista	專家	especialista	專家	N	N
especialista	專家	especialista	專家	N	N
