serena	serena	serna	serena	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyrovnání	avveckling	vyrovnání	avveckling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyrovnání	förskjutning	vyrovnání	förskjutning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
pistole	pistol	pistole	pistol	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pistole	pistol	pistole	pistol	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
pistole	gun	pistole	gun	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vzácný	sällsynt	vzácný	sällsynt	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
know	know	know	know	N;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
investice	placeringar	investice	placering	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
investice	investeringar	investice	investering	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
investice	investeringar	investice	investering	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
flash	flash	flash	flash	N;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
flash	blixt	flash	blixa	N;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
jemně	varsamt	jemně	varsamt	ADV;POS	ADV
jemně	försiktigt	jemně	försiktig	ADV;POS	ADV
navštívit	besöker	navštívit	besöka	V;PFV;POS;NFIN	V;IND;PRS;FIN;ACT
navštívit	besöka	navštívit	besöka	V;PFV;POS;NFIN	V;IMP;FIN;ACT
dokázat	bevisar	dokázat	bevisa	V;POS;NFIN	V;IND;PRS;FIN;ACT
dokázat	bevisa	dokázat	bevisa	V;POS;NFIN	V;IMP;FIN;ACT
dokázat	bevisa	dokázat	bevisa	V;POS;NFIN	V;IMP;FIN;ACT
slavnost	festival	slavnost	festival	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
účinnosti	effekt	účinnost	effekt	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
účinnosti	effektivitet	účinnost	effektivitet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
účinnosti	effektiviteten	účinnost	effektivitet	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
cti	ära	čest	ära	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
cti	heder	čest	heda	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
cti	ära	čest	ära	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
cti	heder	čest	heda	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
soundtrack	soundtrack	soundtrack	soundtrack	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
potřeboval	behövde	potřebovat	behöva	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
poručík	löjtnant	poručík	löjtnant	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
bojovali	kämpat	bojovat	kämpa	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT	V;V.CVB;ACT
bojovali	kämpade	bojovat	kämpa	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
ruka	arm	ruka	arm	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
ruka	armen	ruka	arm	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
ruka	handen	ruka	hand	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
ruka	hand	ruka	hand	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kolekce	samling	kolekce	samling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kolekce	samlingen	kolekce	samling	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
kolekce	collection	kolekce	collection	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kolekce	insamling	kolekce	insamling	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
sólo	solo	sólo	solo	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyvolává	höjer	vyvolávat	höja	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
vyvolává	väcker	vyvolávat	väcka	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
dílčí	partiella	dílčí	partiell	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
kritérií	kriterier	kritérium	kriterium	N;NOM;NEUT;PL;POS	N;NOM;INDF;NEUT;PL
kritérií	kriterierna	kritérium	kriterium	N;NOM;NEUT;PL;POS	N;NOM;DEF;NEUT;PL
schváleno	godkänt	schválený	godkänna	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
schváleno	godkänd	schválený	godkänd	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vyřazení	elimination	vyřazení	elimination	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyřazení	eliminering	vyřazení	eliminering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyřazení	avvecklingen	vyřazení	avveckling	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
vyřazení	avveckling	vyřazení	avveckling	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
odstavec	punkt	odstavec	punkt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odstavec	stycke	odstavec	stycke	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
odstavec	stycket	odstavec	styck	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
povoleno	godkänt	povolený	godkänna	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
povoleno	godkänd	povolený	godkänd	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
povoleno	auktoriserad	povolený	auktoriserad	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
povoleno	aktiverat	povolený	aktivera	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
povoleno	aktiverad	povolený	aktiverad	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
povoleno	tillåtet	povolený	tillåtet	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
povoleno	tillåten	povolený	tillåten	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
povoleno	tillåtet	povolený	tillåtet	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG
povoleno	tillåten	povolený	tillåten	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG
flora	flora	floro	flora	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
mitsubishi	mitsubishi	mitsubishu	mitsubishi	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
ráj	paradiset	ráj	paradis	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
ráj	paradis	ráj	paradis	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
ráj	paradise	ráj	paradise	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
přeložit	översätta	přeložit	översätta	V;PFV;POS;NFIN	V;IMP;FIN;ACT
přeložit	översätt	přeložit	översätt	V;PFV;POS;NFIN	V;IMP;FIN;ACT
ložiska	lager	ložisko	lag	N;NOM;NEUT;PL;POS	N;NOM;INDF;MASC+FEM;PL
fasády	fasader	fasáda	fasa	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
protein	protein	protein	protein	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
moravec	moravec	moravec	moravec	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
kohout	kuk	kohout	kuk	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
kohout	tuppen	kohout	tuppen	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
kohout	tupp	kohout	tupp	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
vily	villor	vila	villa	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
chemická	kemisk	chemický	kemisk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
chemická	kemiskt	chemický	kemisk	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;NEUT;SG
létající	flygande	létající	flyga	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT	ADJ;NOM;PRS;V.PTCP
důsledek	konsekvens	důsledek	konsekvens	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
účetnictví	bokföring	účetnictví	bokföring	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
účetnictví	redovisning	účetnictví	redovisning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
účetnictví	bokföring	účetnictví	bokföring	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
účetnictví	bokföring	účetnictví	bokföring	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
působnost	omfång	působnost	omfång	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
působnost	omfattning	působnost	omfattning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
působnost	tillämpningsområde	působnost	tillämpningsområde	N;NOM;FEM;SG;POS	N;NOM;INDF;NEUT;SG
působnost	räckvidd	působnost	räckvidd	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
sloučit	sammanfoga	sloučit	sammanfoga	V;PFV;POS;NFIN	V;IMP;FIN;ACT
reforma	reformering	reforma	reformering	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
reforma	reformen	reforma	reform	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
reforma	reform	reforma	reform	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
zimonjić	zimonjić	zimonjivo	zimonji	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
odlišuje	särskiljer	odlišovat	särskilj	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
odlišuje	utmärker	odlišovat	utmärka	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
odlišuje	skiljer	odlišovat	skilja	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
očekává	förväntar	očekávat	förvänta	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
žádoucí	önskat	žádoucí	önska	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
žádoucí	önskvärt	žádoucí	önskvärd	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;NEUT;SG
žádoucí	önskvärd	žádoucí	önskvärd	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
proteiny	proteiner	protein	protein	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
proteiny	proteiner	protein	protein	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
hlášení	anmäl	hlášení	anmäl	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
hlášení	rapport	hlášení	rapport	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
hlášení	betänkande	hlášení	betänka	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
hlášení	anmälan	hlášení	anmälan	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
hlášení	rapportering	hlášení	rapportering	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
odstraňování	omhändertagande	odstraňování	omhändertagande	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
odstraňování	borttagning	odstraňování	borttagning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
raketoplán	färja	raketoplán	färja	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
raketoplán	skyttel	raketoplán	skyttel	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
raketoplán	skytteln	raketoplán	skyttel	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
raketoplán	färja	raketoplán	färja	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
raketoplán	skyttel	raketoplán	skyttel	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
přesnost	noggrannhet	přesnost	noggrannhet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přesnost	precision	přesnost	precision	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přesnost	noggrannhet	přesnost	noggrannhet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přesnost	exakthet	přesnost	exakthet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přesnost	riktighet	přesnost	riktighet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
přesnost	precision	přesnost	precision	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
vertikální	vertikalt	vertikální	vertikal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
podnět	klagomål	podnět	klagomål	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
podnět	stimulans	podnět	stimulans	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
podnět	initiativ	podnět	initiativ	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
podnět	initiative	podnět	initiative	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
podnět	initiativet	podnět	initiativ	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
vytvořeno	skapad	vytvořený	skapa	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
vytvořeno	skapat	vytvořený	skapa	ADJ;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
dramatické	dramatisk	dramatický	dramatisk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
příslušný	kompetent	příslušný	kompetent	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
příslušný	behörig	příslušný	behörig	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
zabití	killing	zabití	killing	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
zabití	dråp	zabití	dråp	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
ilegální	illegal	ilegální	illegal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
ilegální	olaglig	ilegální	olaglig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
ilegální	olagligt	ilegální	olaglig	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
deutschen	deutschen	deutsche	deutschen	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
čistá	ren	čistý	ren	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
čistá	ren	čistý	ren	ADJ;NOM;FEM;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
řekla	sa	říci	säga	V;PFV;POS;PST;V.PTCP;ACT	V;IMP;FIN;ACT
řekla	said	říci	said	V;PFV;POS;PST;V.PTCP;ACT	V;IMP;FIN;ACT
řekla	sade	říci	säga	V;PFV;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
vydaný	utfärdat	vydaný	utfärda	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vydaný	utfärdad	vydaný	utfärda	ADJ;INAN;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
toky	flöden	tok	flöd	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
dialog	dialogen	dialog	dialog	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
dialog	dialog	dialog	dialag	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
expanze	utökning	expanze	utökning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
expanze	utbyggnad	expanze	utbyggnad	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
expanze	expansion	expanze	expansion	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
expanze	utvidgning	expanze	utvidgning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
derby	derby	derby	derby	N;NEUT;POS	N;NOM;INDF;NEUT;SG
příkop	trench	příkop	trench	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
příkop	diket	příkop	dik	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
příkop	dike	příkop	dike	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
příkop	vallgraven	příkop	vallgrav	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
bas	bas	bas	ba	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
agresivní	aggressiv	agresivní	aggressiv	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
obnovy	återvinning	obnova	återvinning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnovy	återhämtning	obnova	återhämtning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
obnovy	indrivning	obnova	indrivning	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
životnost	livslängd	životnost	livslängd	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
životnost	livstid	životnost	livstid	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
životnost	hållbarhet	životnost	hållbarhet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
životnost	beständighet	životnost	beständighet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
životnost	varaktighet	životnost	varaktighet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
radar	radarn	radar	radarn	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
kabiny	taxibilar	kabina	taxibil	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
kabiny	stugor	kabina	stuga	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
kabiny	hytter	kabina	hytta	N;NOM;FEM;PL;POS	N;NOM;INDF;MASC+FEM;PL
pochopil	förstod	pochopit	förstå	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT	V;IND;PST;FIN;ACT
mapování	kartläggning	mapování	kartläggning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
tábory	lägren	tábor	lägr	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;NEUT;PL
tábory	läger	tábor	läga	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
sourozenci	syskonen	sourozenec	syskon	N;ANIM;NOM;MASC;PL;POS	N;NOM;DEF;NEUT;PL
sourozenci	syskon	sourozenec	syskon	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;NEUT;PL
mrtvý	dött	mrtvý	döda	ADJ;ANIM;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
vysílat	sända	vysílat	sända	V;IPFV;POS;NFIN	V;IMP;FIN;ACT
dosáhne	når	dosáhnout	nå	V;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
nahrazuje	ersätter	nahrazovat	ersätta	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
řez	cut	řez	cut	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
řez	snittet	řez	snitte	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;NEUT;SG
řez	snitt	řez	snitta	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
vyhnanství	exil	vyhnanství	exil	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
vyhnanství	förvisning	vyhnanství	förvisning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
boulevard	boulevard	boulevard	boulevard	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pořádek	ordningsföljd	pořádek	ordningsföljd	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pořádek	beställning	pořádek	beställning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
pořádek	ordning	pořádek	ordning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
turci	turkarna	turce	turk	N;ANIM;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
turci	turkar	turce	turk	N;ANIM;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
tepelné	termiska	tepelný	termisk	ADJ;NOM;MASC;PL;POS	ADJ;NOM;PL
tanečnice	dansös	tanečnice	dansös	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
monografie	monografi	monografie	monografi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
porušování	kränkning	porušování	kränkning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
porušování	överträdelse	porušování	överträdelse	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
prodat	säljer	prodat	sälja	V;PFV;POS;NFIN	V;IND;PRS;FIN;ACT
prodat	sälja	prodat	sälja	V;PFV;POS;NFIN	V;IMP;FIN;ACT
rumunské	rumänsk	rumunský	rumänsk	ADJ;NOM;NEUT;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
respekt	respekt	respekt	respekt	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
respekt	respekten	respekt	respekt	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
objektivní	objektivt	objektivní	objektiv	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
kometa	komet	kometa	komet	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
kometa	kometen	kometa	komet	N;NOM;FEM;SG;POS	N;NOM;DEF;MASC+FEM;SG
hodnotí	utvärderar	hodnotit	utvärder	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;ACT
optimální	optimal	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
optimální	optimalt	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
optimální	optimal	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
optimální	optimalt	optimální	optimal	ADJ;NOM;MASC;SG;POS	ADJ;NOM;INDF;NEUT;SG
obydlí	bostaden	obydlí	bostad	N;NOM;NEUT;SG;POS	N;NOM;DEF;MASC+FEM;SG
obydlí	bostad	obydlí	bostad	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
různí	olika	různý	olik	ADJ;ANIM;NOM;MASC;PL;POS	ADJ;NOM;PL
servery	servrar	server	servra	N;INAN;NOM;MASC;PL;POS	N;NOM;INDF;MASC+FEM;PL
servery	servrarna	server	servrare	N;INAN;NOM;MASC;PL;POS	N;NOM;DEF;MASC+FEM;PL
překvapení	överraskning	překvapení	överraskning	N;NOM;NEUT;SG;POS	N;NOM;INDF;MASC+FEM;SG
minimum	minimum	minimum	minimum	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
prach	stoft	prach	stofta	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
prach	damm	prach	damm	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
prach	krut	prach	krut	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
prach	puder	prach	puder	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
prach	pulver	prach	pulver	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;NEUT;SG
prach	powder	prach	powder	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
fotografka	fotograf	fotografka	fotograf	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
blesk	blixten	blesk	blixt	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
blesk	blixt	blesk	blixa	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
blesk	flash	blesk	flash	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
blesk	blixt	blesk	blixa	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
blesk	lightning	blesk	lightning	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
blesk	blixten	blesk	blixt	N;INAN;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
blesk	blixt	blesk	blixa	N;INAN;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
koni	hästen	kůň	häst	N;ANIM;NOM;MASC;SG;POS	N;NOM;DEF;MASC+FEM;SG
koni	häst	kůň	häst	N;ANIM;NOM;MASC;SG;POS	N;NOM;INDF;MASC+FEM;SG
maximum	maximum	maximum	maximum	N;NOM;NEUT;SG;POS	N;NOM;INDF;NEUT;SG
třináct	tretton	třináct	tretton	NUM;NOM;SG	NUM;NOM
těžší	tyngre	těžký	tung	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;NOM;CMPR
těžší	hårdare	těžký	hård	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;NOM;CMPR
těžší	svårare	těžký	svår	ADJ;NOM;CMPR;MASC;SG;POS	ADJ;NOM;CMPR
ochoten	villig	ochotný	villig	ADJ;MASC;SG;POS	ADJ;NOM;INDF;MASC+FEM;SG
diskografie	diskografi	diskografie	diskografi	N;NOM;FEM;SG;POS	N;NOM;INDF;MASC+FEM;SG
