van	從	van	從	ADP	ADP
beloften	認捐	belofte	認捐	N;PL	N
case	案例	case	案例	N;MASC+FEM;SG	N
case	個案	case	個案	N;MASC+FEM;SG	N
case	案件	case	案件	N;MASC+FEM;SG	N
geschikte	合適	geschikt	合適	ADJ	ADJ
evenwicht	平衡	evenwicht	平衡	N;NEUT;SG	N
evenwicht	結餘	evenwicht	結餘	N;NEUT;SG	N
evenwicht	均衡	evenwicht	均衡	N;NEUT;SG	N
evenwicht	餘額	evenwicht	餘額	N;NEUT;SG	N
evenwicht	平衡	evenwicht	平衡	N;NEUT;SG	N
evenwicht	均衡	evenwicht	均衡	N;NEUT;SG	N
evenwicht	平衡	evenwicht	平衡	N;NEUT;SG	N
evenwicht	均衡	evenwicht	均衡	N;NEUT;SG	N
werkgever	雇主	werkgever	雇主	N;MASC+FEM;SG	N
werkgever	僱主	werkgever	僱主	N;MASC+FEM;SG	N
werkgever	雇主	werkgever	雇主	N;MASC+FEM;SG	N
verdelen	分化	verdelen	分化	V;NFIN	V
blokken	區塊	blok	區塊	N;PL	N
blokken	積木	blok	積木	N;PL	N
scheikunde	化學	scheikunde	化學	N;MASC+FEM;SG	N
symptomen	症狀	symptoom	症狀	N;PL	N
tracks	曲目	tracks	曲目	N;PL	N
tracks	軌道	tracks	軌道	N;PL	N
dalen	遞減	dalen	遞減	V;NFIN	V
wielen	輪	wiel	輪	N;PL	N
wielen	車輪	wiel	車輪	N;PL	N
raket	火箭	raket	火箭	N;MASC+FEM;SG	N
raket	導彈	raket	導彈	N;MASC+FEM;SG	N
bijeenkomst	會議	bijeenkomst	會議	N;MASC+FEM;SG	N
divisies	師團	divisie	師團	N;PL	N
verhuizen	感動	verhuizen	感動	V;NFIN	V
havens	港口	haven	港口	N;PL	N
strepen	花臉	strip	花臉	N;PL	N
strepen	條紋	strip	條紋	N;PL	N
platteland	鄉村	platteland	鄉村	N;NEUT;SG	N
platteland	鄉下	platteland	鄉下	N;NEUT;SG	N
platteland	鄉間	platteland	鄉間	N;NEUT;SG	N
platteland	農村	platteland	農村	N;NEUT;SG	N
bevoegdheden	特權	bevoegdheid	特權	N;PL	N
bevoegdheden	權力	bevoegdheid	權力	N;PL	N
zeebodem	海床	zeebodem	海床	N;MASC+FEM;SG	N
luchtvaartmaatschappij	航空	luchtvaartmaatschappij	航空	N;MASC+FEM;SG	N
luchtvaartmaatschappij	航空	luchtvaartmaatschappij	航空	N;MASC+FEM;SG	N
franken	法郎	frank	法郎	N;PL	N
kilogram	千克	kilogram	千克	N;MASC+FEM;SG	N
kilogram	公斤	kilogram	公斤	N;MASC+FEM;SG	N
kilogram	千克	kilogram	千克	N;MASC+FEM;SG	N
kilogram	公斤	kilogram	公斤	N;MASC+FEM;SG	N
verwachting	預期	verwachting	預期	N;MASC+FEM;SG	N
vingers	手指	vinger	手指	N;PL	N
mensheid	人性	mensheid	人性	N;MASC+FEM;SG	N
mensheid	人道	mensheid	人道	N;MASC+FEM;SG	N
worstelen	摔	worstelen	摔	V;NFIN	V
room	奶油	room	奶油	N;MASC+FEM;SG	N
room	霜	room	霜	N;MASC+FEM;SG	N
ede	誓	eed	誓	N;MASC+FEM;SG	N
ede	誓言	eed	誓言	N;MASC+FEM;SG	N
ede	誓詞	eed	誓詞	N;MASC+FEM;SG	N
snavel	喙	snavel	喙	N;MASC+FEM;SG	N
binding	鍵	binding	鍵	N;MASC+FEM;SG	N
binding	債券	binding	債券	N;MASC+FEM;SG	N
jagen	狩獵	jagen	狩獵	V;NFIN	V
jagen	打獵	jagen	打獵	V;NFIN	V
job	工作	job	工作	N;MASC+FEM;SG	N
willekeurig	隨機	willekeurig	隨機	ADJ	ADJ
isotoop	同位	isotoop	同位	N;MASC+FEM;SG	N
eis	需求	eis	需求	N;MASC+FEM;SG	N
uitbreiden	擴大	uitbreiden	擴大	V;NFIN	V
uitbreiden	擴張	uitbreiden	擴張	V;NFIN	V
uitbreiden	膨脹	uitbreiden	膨脹	V;NFIN	V
uitbreiden	擴建	uitbreiden	擴建	V;NFIN	V
uitbreiden	擴張	uitbreiden	擴張	V;NFIN	V
uitbreiden	拓展	uitbreiden	拓展	V;NFIN	V
uitbreiden	擴大	uitbreiden	擴大	V;NFIN	V
uitbreiden	擴展	uitbreiden	擴展	V;NFIN	V
uitbreiden	擴張	uitbreiden	擴張	V;NFIN	V
uitbreiden	擴展	uitbreiden	擴展	V;NFIN	V
uitbreiden	拓展	uitbreiden	拓展	V;NFIN	V
uitbreiden	擴大	uitbreiden	擴大	V;NFIN	V
fossiel	化石	fossiel	化石	N;NEUT;SG	N
bacteriën	細菌	bacterie	細菌	N;PL	N
bacteriën	病菌	bacterie	病菌	N;PL	N
bacteriën	細菌	bacterie	細菌	N;PL	N
poorten	港口	poort	港口	N;PL	N
sleutel	鑰匙	sleutel	鑰匙	N;MASC+FEM;SG	N
sleutel	鍵	sleutel	鍵	N;MASC+FEM;SG	N
sleutel	關鍵	sleutel	關鍵	N;MASC+FEM;SG	N
hol	巢穴	hol	巢穴	N;NEUT;SG	N
hol	空洞	hol	空洞	N;NEUT;SG	N
hol	空心	hol	空心	N;NEUT;SG	N
breuk	分手	breuk	分手	N;MASC+FEM;SG	N
breuk	骨折	breuk	骨折	N;MASC+FEM;SG	N
friends	朋友	friend	朋友	N;SG	N
friends	好友	friend	好友	N;SG	N
rassen	種族	ras	種族	N;PL	N
rassen	品種	ras	品種	N;PL	N
rassen	品種	ras	品種	N;PL	N
alias	別名	alias	別名	N;MASC+FEM;SG	N
seks	性別	seks	性別	N;MASC+FEM;SG	N
seks	性	seks	性	N;MASC+FEM;SG	N
seks	性	seks	性	N;MASC+FEM;SG	N
seks	性	seks	性	N;MASC+FEM;SG	N
tempels	廟宇	tempel	廟宇	N;PL	N
tempels	寺廟	tempel	寺廟	N;PL	N
globe	全球	globe	全球	N;MASC+FEM;SG	N
integratie	整合	integratie	整合	N;MASC+FEM;SG	N
verhogen	增加	verhogen	增加	V;NFIN	V
verhogen	提高	verhogen	提高	V;NFIN	V
verhogen	加註	verhogen	加註	V;NFIN	V
beweerde	認領	beweren	認領	V;SG;PST;FIN	V
beweerde	聲稱	beweren	聲稱	V;SG;PST;FIN	V
beweerde	據稱	beweren	據稱	V;SG;PST;FIN	V
mineralen	礦	mineraal	礦	N;PL	N
mineralen	礦物	mineraal	礦物	N;PL	N
mineralen	礦	mineraal	礦	N;PL	N
vaardigheden	技能	vaardigheid	技能	N;PL	N
vaardigheden	技藝	vaardigheid	技藝	N;PL	N
vaardigheden	技巧	vaardigheid	技巧	N;PL	N
vaardigheden	技能	vaardigheid	技能	N;PL	N
hell	地獄	hell	地獄	N;MASC+FEM;SG	N
scheepvaart	運費	scheepvaart	運費	N;MASC+FEM;SG	N
scheepvaart	航運	scheepvaart	航運	N;MASC+FEM;SG	N
enterprise	企業	enterprise	企業	N;MASC+FEM;SG	N
duivel	魔鬼	duivel	魔鬼	N;MASC+FEM;SG	N
duivel	妖	duivel	妖	N;MASC+FEM;SG	N
kanon	大炮	kanon	大炮	N;NEUT;SG	N
kanon	砲	kanon	砲	N;NEUT;SG	N
kanon	炮	kanon	炮	N;NEUT;SG	N
groetjes	問候	groet	問候	N;PL	N
lens	鏡頭	lens	鏡頭	N;MASC+FEM;SG	N
lens	鏡片	lens	鏡片	N;MASC+FEM;SG	N
lens	透鏡	lens	透鏡	N;MASC+FEM;SG	N
manuscript	手稿	manuscript	手稿	N;NEUT;SG	N
manuscript	稿子	manuscript	稿子	N;NEUT;SG	N
zuiver	純潔	zuiver	純潔	ADJ	ADJ
onrust	動亂	onrust	動亂	N;MASC+FEM;SG	N
onrust	動蕩	onrust	動蕩	N;MASC+FEM;SG	N
onrust	動亂	onrust	動亂	N;MASC+FEM;SG	N
trans	轉運	trans	轉運	N;MASC+FEM;SG	N
meeting	會議	meeting	會議	N;MASC+FEM;SG	N
gerenoveerd	翻修	renoveren	翻修	V;V.PTCP	V
grondslag	基礎	grondslag	基礎	N;MASC+FEM;SG	N
bekken	骨盆	bekken	骨盆	N;NEUT;SG	N
bekken	盆地	bekken	盆地	N;NEUT;SG	N
bekken	海盆	bekken	海盆	N;NEUT;SG	N
bekken	流域	bekken	流域	N;NEUT;SG	N
bekken	盆	bekken	盆	N;NEUT;SG	N
papieren	論文	papieren	論文	N;PL	N
kids	小孩	kids	小孩	N;MASC+FEM;SG	N
bevrijd	解放	bevrijden	解放	V;V.PTCP	V
herinneringen	記憶	herinnering	記憶	N;PL	N
herinneringen	記憶	herinnering	記憶	N;PL	N
herinneringen	記憶	herinnering	記憶	N;PL	N
herinneringen	記憶	herinnering	記憶	N;PL	N
sterkte	力氣	sterkte	力氣	N;MASC+FEM;SG	N
sterkte	強度	sterkte	強度	N;MASC+FEM;SG	N
sterkte	實力	sterkte	實力	N;MASC+FEM;SG	N
sterkte	力量	sterkte	力量	N;MASC+FEM;SG	N
sterkte	體力	sterkte	體力	N;MASC+FEM;SG	N
graves	墳	grave	墳	N;MASC+FEM;SG	N
graves	墓穴	grave	墓穴	N;MASC+FEM;SG	N
essays	作文	essays	作文	N;PL	N
gedoopt	受洗	dopen	受洗	V;V.PTCP	V
farao	法老	farao	法老	N;MASC+FEM;SG	N
fictie	虛構	fictie	虛構	N;MASC+FEM;SG	N
fictie	小說	fictie	小說	N;MASC+FEM;SG	N
individu	個人	individu	個人	N;NEUT;SG	N
individu	個別	individu	個別	N;NEUT;SG	N
individu	個	individu	個	N;NEUT;SG	N
aangekocht	購買	aankopen	購買	V;V.PTCP	V
mans	芒	mans	芒	N;MASC+FEM;SG	N
tradities	傳統	traditie	傳統	N;PL	N
tradities	傳統	traditie	傳統	N;PL	N
coördinaten	坐標	coprdinaat	坐標	N;PL	N
coördinaten	座	coprdinaat	座	N;PL	N
verpleegster	護士	verpleegster	護士	N;MASC+FEM;SG	N
herhaling	重復	herhaling	重復	N;MASC+FEM;SG	N
adelaar	老鷹	adelaar	老鷹	N;MASC+FEM;SG	N
adelaar	雕	adelaar	雕	N;MASC+FEM;SG	N
adelaar	鵰	adelaar	鵰	N;MASC+FEM;SG	N
miste	錯過	missen	錯過	V;SG;PST;FIN	V
scenarioschrijver	編劇	scenarioschrijver	編劇	N;MASC+FEM;SG	N
kiss	吻	kissen	吻	N;MASC+FEM;SG	N
kiss	親	kissen	親	N;MASC+FEM;SG	N
kiss	親親	kissen	親親	N;MASC+FEM;SG	N
kiss	親吻	kissen	親吻	N;MASC+FEM;SG	N
renovatie	整修	renovatie	整修	N;MASC+FEM;SG	N
renovatie	翻新	renovatie	翻新	N;MASC+FEM;SG	N
renovatie	裝修	renovatie	裝修	N;MASC+FEM;SG	N
gesprekken	會談	gesprek	會談	N;PL	N
gesprekken	對話	gesprek	對話	N;PL	N
aangepaste	定制	aanpassen	定制	V;V.PTCP	V
aangepaste	自訂	aanpassen	自訂	V;V.PTCP	V
componenten	元件	component	元件	N;PL	N
knopen	節點	knopen	節點	N;PL	N
vervullen	履行	vervullen	履行	V;NFIN	V
vrucht	果實	vrucht	果實	N;MASC+FEM;SG	N
vrucht	水果	vrucht	水果	N;MASC+FEM;SG	N
vrucht	果	vrucht	果	N;MASC+FEM;SG	N
armoede	貧窮	armoede	貧窮	N;MASC+FEM;SG	N
armoede	貧困	armoede	貧困	N;MASC+FEM;SG	N
vooruitgang	進步	vooruitgang	進步	N;MASC+FEM;SG	N
vooruitgang	進度	vooruitgang	進度	N;MASC+FEM;SG	N
collecties	收藏	collectie	收藏	N;PL	N
zwaarden	劍	zwaard	劍	N;PL	N
beweren	斷言	beweren	斷言	V;NFIN	V
beweren	聲稱	beweren	聲稱	V;NFIN	V
ingediend	提交	indienen	提交	V;V.PTCP	V
residentie	住宅	residentie	住宅	N;MASC+FEM;SG	N
residentie	居所	residentie	居所	N;MASC+FEM;SG	N
verdiensten	優點	verdienste	優點	N;PL	N
verdiensten	收益	verdienste	收益	N;PL	N
verdiensten	收入	verdienste	收入	N;PL	N
plantage	種	plantage	種	N;MASC+FEM;SG	N
dossier	文件	dossier	文件	N;NEUT;SG	N
dossier	檔案	dossier	檔案	N;NEUT;SG	N
cook	廚師	cook	廚師	N;MASC+FEM;SG	N
spring	跳躍	spring	跳躍	V;SG;PRS;FIN	V
verhuisd	感動	verhuizen	感動	V;V.PTCP	V
beïnvloeden	影響	beïnvloeden	影響	V;NFIN	V
beïnvloeden	影響	beïnvloeden	影響	V;NFIN	V
tang	鉗	tang	鉗	N;MASC+FEM;SG	N
aangekomen	抵達	aankomen	抵達	V;V.PTCP	V
aangekomen	到	aankomen	到	V;V.PTCP	V
perron	站台	perron	站台	N;NEUT;SG	N
perron	平台	perron	平台	N;NEUT;SG	N
blessure	損傷	blessure	損傷	N;MASC+FEM;SG	N
cilinder	缸	cilinder	缸	N;MASC+FEM;SG	N
inch	寸	inch	寸	N;MASC+FEM;SG	N
inch	英吋	inch	英吋	N;MASC+FEM;SG	N
inch	英吋	inch	英吋	N;MASC+FEM;SG	N
kilometers	英里	kilometer	英里	N;PL	N
kilometers	公里	kilometer	公里	N;PL	N
kilometers	里程	kilometer	里程	N;PL	N
kilometers	公里	kilometer	公里	N;PL	N
afwisselend	交替	afwisselen	交替	V;V.PTCP	V
afwisselend	交錯	afwisselen	交錯	V;V.PTCP	V
avontuur	冒險	avontuur	冒險	N;NEUT;SG	N
prooien	獵物	prooien	獵物	N;PL	N
motieven	動機	motief	動機	N;PL	N
geruchten	流言	gerucht	流言	N;PL	N
geruchten	謠言	gerucht	謠言	N;PL	N
geruchten	謠言	gerucht	謠言	N;PL	N
geruchten	傳言	gerucht	傳言	N;PL	N
geruchten	傳聞	gerucht	傳聞	N;PL	N
geruchten	流言	gerucht	流言	N;PL	N
geruchten	謠言	gerucht	謠言	N;PL	N
arrest	判決	arrest	判決	N;NEUT;SG	N
lijstje	名單	lijst	名單	N;NEUT;SG	N
lijstje	清單	lijst	清單	N;NEUT;SG	N
woestijn	沙漠	woestijn	沙漠	N;MASC+FEM;SG	N
woestijn	荒漠	woestijn	荒漠	N;MASC+FEM;SG	N
meters	公尺	meter	公尺	N;PL	N
meters	米	meter	米	N;PL	N
meters	公尺	meter	公尺	N;PL	N
adressen	地址	adres	地址	N;PL	N
verminderen	減少	verminderen	減少	V;NFIN	V
verminderen	減少	verminderen	減少	V;NFIN	V
verminderen	降低	verminderen	降低	V;NFIN	V
kelder	基底	kelder	基底	N;MASC+FEM;SG	N
kelder	地下	kelder	地下	N;MASC+FEM;SG	N
suiker	食糖	suiker	食糖	N;MASC+FEM;SG	N
suiker	糖業	suiker	糖業	N;MASC+FEM;SG	N
suiker	糖	suiker	糖	N;MASC+FEM;SG	N
ondernemingen	企業	onderneming	企業	N;PL	N
bariton	男中	bariton	男中	N;MASC+FEM;SG	N
teruggetrokken	撤回	terugtrekken	撤回	V;V.PTCP	V
slaap	睡	slapen	睡	V;SG;PRS;FIN	V
slaap	睡覺	slapen	睡覺	V;SG;PRS;FIN	V
bioscoop	電影	bioscoop	電影	N;MASC+FEM;SG	N
bioscoop	劇場	bioscoop	劇場	N;MASC+FEM;SG	N
bioscoop	戲劇	bioscoop	戲劇	N;MASC+FEM;SG	N
bioscoop	劇院	bioscoop	劇院	N;MASC+FEM;SG	N
bioscoop	戲院	bioscoop	戲院	N;MASC+FEM;SG	N
bioscoop	電影	bioscoop	電影	N;MASC+FEM;SG	N
bioscoop	電影	bioscoop	電影	N;MASC+FEM;SG	N
bioscoop	戲院	bioscoop	戲院	N;MASC+FEM;SG	N
bioscoop	電影	bioscoop	電影	N;MASC+FEM;SG	N
bioscoop	電影	bioscoop	電影	N;MASC+FEM;SG	N
bibliografie	書目	bibliografie	書目	N;MASC+FEM;SG	N
kromme	曲線	krom	曲線	N;MASC+FEM;SG	N
fin	鰭	fin	鰭	N;MASC+FEM;SG	N
bestuderen	研究	bestuderen	研究	V;NFIN	V
bestuderen	學習	bestuderen	學習	V;NFIN	V
congregatie	會	congregatie	會	N;MASC+FEM;SG	N
japanners	日文	japanner	日文	N;PL	N
begrafenis	葬禮	begrafenis	葬禮	N;MASC+FEM;SG	N
gewoonte	習慣	gewoonte	習慣	N;MASC+FEM;SG	N
stamboom	血統	stamboom	血統	N;MASC+FEM;SG	N
full	飽	full	飽	N;MASC+FEM;SG	N
full	完整	full	完整	N;MASC+FEM;SG	N
put	坑	putten	坑	N;MASC+FEM;SG	N
hertrouwde	再婚	hertrouwd	再婚	V;SG;PST;FIN	V
econoom	經濟	econoom	經濟	N;MASC+FEM;SG	N
planning	附表	planning	附表	N;MASC+FEM;SG	N
lezingen	講課	lezing	講課	N;PL	N
lezingen	演講	lezing	演講	N;PL	N
lezingen	讀數	lezing	讀數	N;PL	N
lezingen	講課	lezing	講課	N;PL	N
lezingen	演講	lezing	演講	N;PL	N
benz	賓士	benz	賓士	N;MASC+FEM;SG	N
verdiende	賺取	verdienen	賺取	V;SG;PST;FIN	V
draad	電線	draad	電線	N;MASC+FEM;SG	N
draad	鋼絲	draad	鋼絲	N;MASC+FEM;SG	N
draad	鐵絲	draad	鐵絲	N;MASC+FEM;SG	N
draad	線	draad	線	N;MASC+FEM;SG	N
vee	牲畜	vee	牲畜	N;NEUT;SG	N
vee	畜牧	vee	畜牧	N;NEUT;SG	N
vee	牛	vee	牛	N;NEUT;SG	N
wetboek	密碼	wetboek	密碼	N;NEUT;SG	N
wetboek	編碼	wetboek	編碼	N;NEUT;SG	N
wetboek	碼	wetboek	碼	N;NEUT;SG	N
short	短期	short	短期	N;MASC+FEM;SG	N
short	矮	short	矮	N;MASC+FEM;SG	N
beëindigen	結束	beëindigen	結束	V;NFIN	V
beëindigen	終止	beëindigen	終止	V;NFIN	V
kijkers	觀眾	kijker	觀眾	N;PL	N
ghost	鬼	ghost	鬼	N;MASC+FEM;SG	N
ghost	鬼	ghost	鬼	N;MASC+FEM;SG	N
ghost	幽靈	ghost	幽靈	N;MASC+FEM;SG	N
kolom	柱	kolom	柱	N;MASC+FEM;SG	N
kolom	專欄	kolom	專欄	N;MASC+FEM;SG	N
kolom	欄	kolom	欄	N;MASC+FEM;SG	N
opsomming	列舉	opsomming	列舉	N;MASC+FEM;SG	N
fresco	壁畫	fresco	壁畫	N;MASC+FEM;SG	N
buis	管子	buis	管子	N;MASC+FEM;SG	N
bord	板	bord	板	N;NEUT;SG	N
bord	董事	bord	董事	N;NEUT;SG	N
face	臉	face	臉	N;MASC+FEM;SG	N
face	臉部	face	臉部	N;MASC+FEM;SG	N
terminal	終點	terminal	終點	N;MASC+FEM;SG	N
terminal	終端	terminal	終端	N;MASC+FEM;SG	N
terminal	終端	terminal	終端	N;MASC+FEM;SG	N
arsenal	武庫	arsenal	武庫	N;NEUT;SG	N
strategie	戰略	strategie	戰略	N;MASC+FEM;SG	N
temperaturen	氣溫	temperatuur	氣溫	N;PL	N
temperaturen	溫度	temperatuur	溫度	N;PL	N
moed	勇氣	moed	勇氣	N;MASC+FEM;SG	N
moed	英勇	moed	英勇	N;MASC+FEM;SG	N
kikkers	青蛙	kikker	青蛙	N;PL	N
rat	鼠	rat	鼠	N;MASC+FEM;SG	N
rat	耗子	rat	耗子	N;MASC+FEM;SG	N
rat	老鼠	rat	老鼠	N;MASC+FEM;SG	N
afgesproken	議定	afspreken	議定	V;V.PTCP	V
afgesproken	同意	afspreken	同意	V;V.PTCP	V
feestdag	假期	feestdag	假期	N;MASC+FEM;SG	N
feestdag	假日	feestdag	假日	N;MASC+FEM;SG	N
feestdag	節日	feestdag	節日	N;MASC+FEM;SG	N
matrix	母體	matrix	母體	N;MASC+FEM;SG	N
matrix	矩陣	matrix	矩陣	N;MASC+FEM;SG	N
verhoging	增量	verhoging	增量	N;MASC+FEM;SG	N
erfenis	遺產	erfenis	遺產	N;MASC+FEM;SG	N
erfenis	遺產	erfenis	遺產	N;MASC+FEM;SG	N
erfenis	遺產	erfenis	遺產	N;MASC+FEM;SG	N
accent	口音	accent	口音	N;NEUT;SG	N
moordenaar	殺手	moordenaar	殺手	N;MASC+FEM;SG	N
moordenaar	刺客	moordenaar	刺客	N;MASC+FEM;SG	N
types	類型	type	類型	N;PL	N
fotografie	攝影	fotografie	攝影	N;MASC+FEM;SG	N
versterking	援軍	versterking	援軍	N;MASC+FEM;SG	N
focus	重點	focus	重點	N;MASC+FEM;SG	N
focus	焦點	focus	焦點	N;MASC+FEM;SG	N
atol	環礁	atol	環礁	N;NEUT;SG	N
flexibele	靈活	flexibel	靈活	ADJ	ADJ
flexibele	靈活	flexibel	靈活	ADJ	ADJ
gekwalificeerd	合格	kwalificeren	合格	V;V.PTCP	V
goedkeuring	核	goedkeuring	核	N;MASC+FEM;SG	N
ziekten	疾病	ziekte	疾病	N;PL	N
zussen	姐妹	zussen	姐妹	N;PL	N
zussen	姊妹	zussen	姊妹	N;PL	N
hoeken	角落	hoek	角落	N;PL	N
hoeken	角度	hoek	角度	N;PL	N
commune	公社	commune	公社	N;MASC+FEM;SG	N
schoolslag	蛙	schoolslag	蛙	N;MASC+FEM;SG	N
volvo	富豪	volvo	富豪	N;MASC+FEM;SG	N
schulden	債務	schuld	債務	N;PL	N
schulden	負債	schuld	負債	N;PL	N
schulden	債務	schuld	債務	N;PL	N
planet	行星	planet	行星	N;MASC+FEM;SG	N
planet	星球	planet	星球	N;MASC+FEM;SG	N
dagboek	日誌	dagboek	日誌	N;NEUT;SG	N
dagboek	日刊	dagboek	日刊	N;NEUT;SG	N
dagboek	日記	dagboek	日記	N;NEUT;SG	N
dagboek	期刊	dagboek	期刊	N;NEUT;SG	N
dagboek	日記	dagboek	日記	N;NEUT;SG	N
zwembad	撞球	zwembad	撞球	N;NEUT;SG	N
zwembad	池	zwembad	池	N;NEUT;SG	N
zwembad	游泳	zwembad	游泳	N;NEUT;SG	N
zwembad	泳池	zwembad	泳池	N;NEUT;SG	N
overheden	政府	overheid	政府	N;PL	N
organisator	主機	organisator	主機	N;MASC+FEM;SG	N
daad	地契	daad	地契	N;MASC+FEM;SG	N
daad	契約	daad	契約	N;MASC+FEM;SG	N
verblijfplaats	住宅	verblijfplaats	住宅	N;MASC+FEM;SG	N
verblijfplaats	居所	verblijfplaats	居所	N;MASC+FEM;SG	N
forel	鱒魚	forel	鱒魚	N;MASC+FEM;SG	N
shaw	肖	shaw	肖	N;MASC+FEM;SG	N
akte	地契	akte	地契	N;MASC+FEM;SG	N
akte	契約	akte	契約	N;MASC+FEM;SG	N
synagoge	會堂	synagoge	會堂	N;MASC+FEM;SG	N
volkslied	國歌	volkslied	國歌	N;NEUT;SG	N
vernietiging	毀滅	vernietiging	毀滅	N;MASC+FEM;SG	N
bombardement	炮擊	bombardement	炮擊	N;NEUT;SG	N
magie	魔神	magie	魔神	N;MASC+FEM;SG	N
magie	魔法	magie	魔法	N;MASC+FEM;SG	N
magie	魔術	magie	魔術	N;MASC+FEM;SG	N
magie	魔力	magie	魔力	N;MASC+FEM;SG	N
accepteren	接受	accepteren	接受	V;NFIN	V
felle	激烈	fel	激烈	ADJ	ADJ
geur	味道	geur	味道	N;MASC+FEM;SG	N
geur	氣味	geur	氣味	N;MASC+FEM;SG	N
geur	芳香	geur	芳香	N;MASC+FEM;SG	N
geur	香氣	geur	香氣	N;MASC+FEM;SG	N
geur	芬芳	geur	芬芳	N;MASC+FEM;SG	N
geur	香味	geur	香味	N;MASC+FEM;SG	N
geur	香水	geur	香水	N;MASC+FEM;SG	N
rebel	叛亂	rebel	叛亂	N;MASC+FEM;SG	N
rebel	叛軍	rebel	叛軍	N;MASC+FEM;SG	N
boulevard	大道	boulevard	大道	N;MASC+FEM;SG	N
uitoefenen	練習	uitoefenen	練習	V;NFIN	V
ongeval	意外	ongeval	意外	N;NEUT;SG	N
ongeval	事故	ongeval	事故	N;NEUT;SG	N
expositie	展覽	expositie	展覽	N;MASC+FEM;SG	N
expositie	展	expositie	展	N;MASC+FEM;SG	N
expositie	展覽	expositie	展覽	N;MASC+FEM;SG	N
voorouders	祖先	voorouder	祖先	N;PL	N
hoofdpersoon	主人	hoofdpersoon	主人	N;MASC+FEM;SG	N
hoed	帽	hoed	帽	N;MASC+FEM;SG	N
hoed	帽子	hoed	帽子	N;MASC+FEM;SG	N
golven	海浪	golven	海浪	N;PL	N
golven	波浪	golven	波浪	N;PL	N
voeding	營養	voeding	營養	N;MASC+FEM;SG	N
carpenter	木工	carpenter	木工	N;MASC+FEM;SG	N
zitplaatsen	座位	zitplaats	座位	N;PL	N
zitplaatsen	席位	zitplaats	席位	N;PL	N
zitplaatsen	座位	zitplaats	座位	N;PL	N
checklist	清單	checklist	清單	N;MASC+FEM;SG	N
cast	投	cast	投	N;MASC+FEM;SG	N
cast	演員	cast	演員	N;MASC+FEM;SG	N
stromingen	海流	stroming	海流	N;PL	N
toepassen	適用	toepassen	適用	V;NFIN	V
bezetten	佔據	bezetten	佔據	V;NFIN	V
bezetten	佔用	bezetten	佔用	V;NFIN	V
bezetten	佔領	bezetten	佔領	V;NFIN	V
verschijning	外觀	verschijning	外觀	N;MASC+FEM;SG	N
verschijning	外表	verschijning	外表	N;MASC+FEM;SG	N
verschijning	外貌	verschijning	外貌	N;MASC+FEM;SG	N
platina	鉑	platina	鉑	N;NEUT;SG	N
platina	白金	platina	白金	N;NEUT;SG	N
fantasie	幻想	fantasie	幻想	N;MASC+FEM;SG	N
fantasie	想象	fantasie	想象	N;MASC+FEM;SG	N
fantasie	想像	fantasie	想像	N;MASC+FEM;SG	N
gewaardeerd	評分	waarderen	評分	V;V.PTCP	V
thee	茶葉	thee	茶葉	N;MASC+FEM;SG	N
thee	茶	thee	茶	N;MASC+FEM;SG	N
adventure	冒險	adventure	冒險	N;MASC+FEM;SG	N
faillissement	破產	faillissement	破產	N;NEUT;SG	N
faillissement	破產	faillissement	破產	N;NEUT;SG	N
hugh	休	hugh	休	N;MASC+FEM;SG	N
ogenblik	時刻	ogenblik	時刻	N;NEUT;SG	N
freedom	自由	freedom	自由	N;MASC+FEM;SG	N
geregistreerde	註冊	registreren	註冊	V;V.PTCP	V
kloppen	敲	kloppen	敲	V;NFIN	V
baksteen	磚頭	baksteen	磚頭	N;MASC+FEM;SG	N
baksteen	磚	baksteen	磚	N;MASC+FEM;SG	N
baksteen	磚塊	baksteen	磚塊	N;MASC+FEM;SG	N
baksteen	磚頭	baksteen	磚頭	N;MASC+FEM;SG	N
baksteen	磚	baksteen	磚	N;MASC+FEM;SG	N
baksteen	磚塊	baksteen	磚塊	N;MASC+FEM;SG	N
patriarch	族長	patriarch	族長	N;MASC+FEM;SG	N
organen	器官	orgaan	器官	N;PL	N
veroordeelde	定罪	veroordelen	定罪	V;V.PTCP	V
walk	步行	walk	步行	N;MASC+FEM;SG	N
autonomie	自主	autonomie	自主	N;MASC+FEM;SG	N
aftreden	辭職	aftreden	辭職	V;NFIN	V
aftreden	辭職	aftreden	辭職	V;NFIN	V
slapen	睡	slapen	睡	V;NFIN	V
slapen	睡覺	slapen	睡覺	V;NFIN	V
slapen	睡	slapen	睡	V;NFIN	V
slapen	睡覺	slapen	睡覺	V;NFIN	V
angels	天使	angel	天使	N;PL	N
journalisten	記者	journalist	記者	N;PL	N
journalisten	記者	journalist	記者	N;PL	N
lift	電梯	lift	電梯	N;MASC+FEM;SG	N
lift	電梯	lift	電梯	N;MASC+FEM;SG	N
graan	穀物	graan	穀物	N;NEUT;SG	N
graan	穀類	graan	穀類	N;NEUT;SG	N
graan	糧食	graan	糧食	N;NEUT;SG	N
graan	穀物	graan	穀物	N;NEUT;SG	N
graan	糧	graan	糧	N;NEUT;SG	N
aanvullende	附加	aanvullen	附加	V;V.PTCP	V
lezing	講課	lezing	講課	N;MASC+FEM;SG	N
lezing	演講	lezing	演講	N;MASC+FEM;SG	N
