nie	नहीं	nie	नहीं	PART;NEG	PART;NEG
sklep	दूकान	sklep	दूकान	N;NOM;MASC;SG	N;NOM;FEM;SG;3
sklep	स्टोर	sklep	स्टोर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
listopad	nov	listopad	nov		
marsz	कूच	marsz	कूच	N;NOM;MASC;SG	N;NOM;FEM;SG;3
przygotowanie	तैयारी	przygotowanie	तैयारी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
przygotowanie	तैयारी	przygotowanie	तैयारी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
sposoby	तरीके	sposób	तरीका	N;NOM;MASC;PL	N;NOM;MASC;PL;3
sposoby	विधियाँ	sposób	विधि	N;NOM;MASC;PL	N;NOM;FEM;PL;3
sposoby	विधियां	sposób	विधि	N;NOM;MASC;PL	N;NOM;FEM;PL;3
lewy	शेष	lewy	शेष	ADJ;NOM;MASC;SG	ADJ
wycofania	वापसी	wycofanie	वापसी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
ciepła	गरम	ciepło	गरम		
dziekan	डीन	dziekany	डीन	N;NOM;MASC;SG	N;NOM;MASC;SG;3
rsvp	rsvp	rsvp	rsvp		
dzieciństwo	बचपन	dzieciństwo	बचपन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dzieciństwo	बाल्यकाल	dzieciństwo	बाल्यकाल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
maine	मेन	mainy	मेन		
maine	maine	mainy	maine		
schroniska	होस्टल	schronisko	होस्टल	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
twarz	चेहरा	twarz	चेहरा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
formuła	फ़ॉर्मूला	formuła	फ़ॉर्मूला	N;NOM;FEM;SG	N;NOM;MASC;SG;3
opublikowane	प्रकाशित	opublikować	प्रकाशित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
segment	सेगमेंट	segment	सेगमेंट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
segment	खण्ड	segment	खण्ड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
luty	feb	luty	feb		
luty	फर	luty	फर		
elst	elst	elst	elst		
decyzje	फैसले	decyzja	फैसला	N;NOM;FEM;PL	N;NOM;MASC;PL;3
zła	एंग्री	zły	एंग्री		
ekonomiczna	आर्थिक	ekonomiczny	आर्थिक	ADJ;NOM;FEM;SG	ADJ;NOM
ekonomiczna	किफायती	ekonomiczny	किफायती	ADJ;NOM;FEM;SG	ADJ;NOM
kadra	संकाय	kadra	संकाय	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kadra	स्टाफ़	kadra	स्टाफ़	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kadra	स्टाफ	kadra	स्टाफ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
olej	तेल	olej	तेल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
olej	ऑयल	olej	ऑयल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
postępowanie	कार्यवाही	postępowanie	कार्यवाही	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
postępowanie	हैंडलिंग	postępowanie	हैंडलिंग	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
postępowanie	प्रक्रिया	postępowanie	प्रक्रिया	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
postępowanie	कार्यविधि	postępowanie	कार्यविधि	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
długa	लंबी	długi	लंबा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
długa	लंबा	długi	लंबा	ADJ;NOM;FEM;SG	ADJ;MASC;SG
długa	लम्बी	długi	लंबा	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG
władza	प्राधिकरण	władza	प्राधिकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
władza	प्राधिकार	władza	प्राधिकार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
władza	पावर	władza	पावर	N;NOM;FEM;SG	N;NOM;FEM;SG;3
władza	शक्ति	władza	शक्ति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
duch	आत्मा	duch	आत्मा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
duch	भावना	duch	भावना	N;NOM;MASC;SG	N;NOM;FEM;SG;3
szkolenie	प्रशिक्षण	szkolenie	प्रशिक्षण	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
bezpieczeństwo	मिलावट	bezpieczeństwo	मिलावट	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
bezpieczeństwo	सुरक्षा	bezpieczeństwo	सुरक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
bezpieczeństwo	सुरक्षा	bezpieczeństwo	सुरक्षा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
lokalny	स्थानीय	lokalny	स्थानीय	ADJ;NOM;MASC;SG	ADJ;NOM
objętość	आवाज	objętość	आवाज	N;NOM;FEM;SG	N;NOM;FEM;SG;3
objętość	आयतन	objętość	आयतन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
objętość	आवाज़	objętość	आवाज़	N;NOM;FEM;SG	N;NOM;FEM;SG;3
solo	solo	solo	solo		
solo	सोलो	solo	सोलो		
lato	summer	lato	summer		
lato	ग्रीष्म	lato	ग्रीष्म		
eskadra	स्क्वाड्रन	eskadra	स्क्वाड्रन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wright	राइट	wright	राइट		
pula	पूल	pula	पूल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
piękna	सुंदर	piękny	सुन्दर	ADJ;NOM;FEM;SG	ADJ
piękna	खूबसूरत	piękny	खूबसूरत	ADJ;NOM;FEM;SG	ADJ
chłopiec	लड़का	chłopiec	लड़का	N;NOM;MASC;SG	N;NOM;MASC;SG;3
karabiny	राइफल्स	karabina	राइफल	N;NOM;MASC;PL	N;NOM;FEM;PL;3
przyspieszenie	त्वरण	przyspieszenie	त्वरण	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zmniejszenie	कटौती	zmniejszenie	कटौती	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
oblężenie	घेराबंदी	oblężenie	घेराबंदी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
oblężenie	घेरा	oblężenie	घेरा	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
edukacja	शैक्षिक	edukacja	शैक्षिक	N;NOM;FEM;SG	N;NOM
edukacja	शिक्षा	edukacja	शिक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
monety	सिक्के	monet	सिक्का	N;NOM;MASC;PL	N;NOM;MASC;PL;3
dwadzieścia	बीस	dwadzieścia	बीस	NUM;ACC;MASC;PL	NUM
opublikowany	प्रकाशित	opublikować	प्रकाशित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
strzelec	शूटर	strzelec	शूटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
strzelec	धनु	strzelec	धनु	N;NOM;MASC;SG	N;NOM;MASC;SG;3
włączona	सक्षम	włączyć	सक्षम	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
włączona	सक्रिय	włączyć	सक्रिय	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
przyszłość	भविष्य	przyszłość	भविष्य	N;NOM;FEM;SG	N;NOM;MASC;SG;3
rezultaty	परिणाम	rezultat	परिणाम	N;NOM;MASC;PL	N;NOM;MASC;PL;3
przeniesione	स्थानांतरित	przenieść	स्थानांतरित	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ
recenzje	समीक्षा	recenzja	समीक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
gov	gov	gov	gov		
prąd	धारा	prąd	धारा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
prąd	मौज़ूदा	prąd	मौज़ूदा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
prąd	वर्तमान	prąd	वर्तमान	N;NOM;MASC;SG	N;NOM;MASC;SG;3
krytyka	आलोचना	krytyka	आलोचना	N;NOM;FEM;SG	N;NOM;FEM;SG;3
krytyka	आलोचक	krytyka	आलोचक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
wilk	भेड़िया	wilk	भेड़िया	N;NOM;MASC;SG	N;NOM;MASC;SG;3
figura	प्रतिमा	figura	प्रतिमा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
figura	आकृति	figura	आकृति	N;NOM;FEM;SG	N;NOM;FEM;SG;3
inspektor	इंस्पेक्टर	inspektor	इंस्पेक्टर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
szczęście	भाग्यशाली	szczęście	भाग्यशाली	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
szczęście	ख़ुशी	szczęście	ख़ुशी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
szczęście	खुशी	szczęście	खुशी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
szczęście	भाग्य	szczęście	भाग्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
szczęście	किस्मत	szczęście	किस्मत	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
księżyc	चन्द्रमा	księżyc	चन्द्रमा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
księżyc	चाँद	księżyc	चाँद	N;NOM;MASC;SG	N;NOM;MASC;SG;3
gniazdo	स्लॉट	gniazdo	स्लॉट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gniazdo	घोसला	gniazdo	घोसला	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gniazdo	घोंसला	gniazdo	घोंसला	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
gniazdo	सॉकेट	gniazdo	सॉकेट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zachować	बचाना	zachować	बचा	V;PFV;NFIN;ACT	V;MASC;NFIN;ACT
dnie	बॉटम	dzień	बॉटम		
przedmiot	वस्तु	przedmiot	वस्तु	N;NOM;MASC;SG	N;NOM;FEM;SG;3
przedmiot	आइटम	przedmiot	आइटम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedmiot	वस्तु	przedmiot	वस्तु	N;NOM;MASC;SG	N;NOM;FEM;SG;3
przedmiot	ऑब्जेक्ट	przedmiot	ऑब्जेक्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
przedmiot	विषय	przedmiot	विषय	N;NOM;MASC;SG	N;NOM;MASC;SG;3
bateria	बैटरी	bateria	बैटरी	N;NOM;FEM;SG	N;NOM;FEM;SG;3
lit	लिथियम	lit	लिथियम		
dynastia	वंश	dynastia	वंश	N;NOM;FEM;SG	N;NOM;MASC;SG;3
dynastia	राजवंश	dynastia	राजवंश	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ptak	पंछी	ptak	पंछा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
ptak	पक्षी	ptak	पक्षी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zamknięta	बंद	zamknąć	बंद	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS	ADJ
wskaźnik	निर्देशिका	wskaźnik	निर्देशिका	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wskaźnik	इंडेक्स	wskaźnik	इंडेक्स	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wskaźnik	सूचकांक	wskaźnik	सूचकांक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wskaźnik	मीट्रिक	wskaźnik	मीट्रिक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wskaźnik	पाइंटर	wskaźnik	पाइंटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
wskaźnik	संकेतक	wskaźnik	संकेतक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
właściwe	उचित	właściwy	उचित	ADJ;NOM;NEUT;SG	ADJ;NOM
właściwe	उपयुक्त	właściwy	उपयुक्त	ADJ;NOM;NEUT;SG	ADJ
właściwe	उचित	właściwy	उचित	ADJ;NOM;NEUT;SG	ADJ;NOM
dynamo	डायनेमो	dynamo	डायनेमो	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
rozpuszczalność	घुलनशीलता	rozpuszczalność	घुलनशीलता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wioska	गांव	wioska	गाँव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zawieszenie	निलंबन	zawieszenie	निलंबन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zawieszenie	बर्खास्तगी	zawieszenie	बर्खास्तगी	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
egzamin	परीक्षा	egzamin	परीक्षा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
egzamin	परिक्षा	egzamin	परिक्षा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
egzamin	परीक्षा	egzamin	परीक्षा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
egzamin	एग्जाम	egzamin	एग्जाम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
siódmy	सातवीं	siódmy	सातवां	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
siódmy	सातवाँ	siódmy	सातवाँ	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
nagranie	रिकार्डिंग	nagranie	रिकार्डिंग	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
nagranie	रिकॉर्डिंग	nagranie	रिकॉर्डिंग	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
chłopak	लड़का	chłopak	लड़का	N;NOM;MASC;SG	N;NOM;MASC;SG;3
chłopak	प्रेमी	chłopak	प्रेमी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
chłopak	बॉयफ्रेंड	chłopak	बॉयफ्रेंड	N;NOM;MASC;SG	N;NOM;MASC;SG;3
powiązania	कनेक्शन	powiązanie	कनेक्शन	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
wcześnie	जल्दी	wcześnie	जल्दी	ADV	ADV
zdarzenia	ईवेंट	zdarzenie	ईवेंट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zdarzenia	कार्यक्रम	zdarzenie	कार्यक्रम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
pociski	मिसाइलें	pocisk	मिसाइल	N;NOM;MASC;PL	N;NOM;FEM;PL;3
flota	बेड़े	flota	बेड़ा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
oficerowie	अधिकारी	oficer	अधिकारी	N;NOM;MASC;PL	N;NOM;MASC;PL;3
licencja	लाइसेंस	licencja	लाइसेंस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
licencja	लाइसेंस	licencja	लाइसेंस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ogromne	विशाल	ogromny	विशाल	ADJ;NOM;NEUT;SG	ADJ;NOM
ogromne	विशाल	ogromny	विशाल	ADJ;NOM;NEUT;SG	ADJ;NOM
ogromne	विशाल	ogromny	विशाल	ADJ;NOM;NEUT;SG	ADJ;NOM
słabe	कमजोर	słaby	कमजोर	ADJ;NOM;NEUT;SG	ADJ
korzenie	रूट	korzenie	रूट	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
hard	हार्ड	hard	हार्ड		
hard	मुश्किल	hard	मुश्किल		
autobusy	बसें	autobusa	बस	N;NOM;MASC;PL	N;NOM;FEM;PL;3
szczególne	विशिष्ट	szczególny	विशिष्ट	ADJ;NOM;NEUT;SG	ADJ
szczególne	विशेष	szczególny	विशेष	ADJ;NOM;NEUT;SG	ADJ;NOM
szczególne	खास	szczególny	खास	ADJ;NOM;NEUT;SG	ADJ;NOM
pocisk	प्रक्षेप्य	pocisk	प्रक्षेप्य	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pocisk	गोली	pocisk	गोली	N;NOM;MASC;SG	N;NOM;FEM;SG;3
pocisk	प्रक्षेपास्त्र	pocisk	प्रक्षेपास्त्र	N;NOM;MASC;SG	N;NOM;MASC;SG;3
pocisk	मिसाइल	pocisk	मिसाइल	N;NOM;MASC;SG	N;NOM;FEM;SG;3
aparat	कैमरा	aparat	कैमरा	N;NOM;MASC;SG	N;NOM;MASC;SG;3
grace	अनुग्रह	graka	अनुग्रह		
lgbt	lgbt	lgbt	lgbt		
śluby	शादियां	ślub	शादी	N;NOM;MASC;PL	N;NOM;FEM;PL;3
wspólny	आम	wspólny	आम	ADJ;NOM;MASC;SG	ADJ
mama	मामा	mama	मामा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zwierzę	जानवर	zwierzę	जानवर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zwierzę	पशु	zwierzę	पशु	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zwierzę	प्राणी	zwierzę	प्राणी	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
dodanie	प्रविष्ट	dodanie	प्रविष्ट	N;PFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;MASC;SG;3
detektyw	जासूस	detektyw	जासूस	N;NOM;MASC;SG	N;NOM;MASC;SG;3
fala	तरंग	fala	तरंग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
fala	लहर	fala	लहर	N;NOM;FEM;SG	N;NOM;FEM;SG;3
osobne	अलग	osobny	अलग	ADJ;NOM;NEUT;SG	ADJ
wieże	मीनारें	wieża	मीनार	N;NOM;MASC;PL	N;NOM;FEM;PL;3
komputer	संगणक	komputer	संगणक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komputer	कम्प्यूटर	komputer	कम्प्यूटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
komputer	कंप्यूटर	komputer	कंप्यूटर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziadek	दादाजी	dziadek	दादाजी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
dziadek	दादाजी	dziadek	दादाजी	N;NOM;MASC;SG	N;NOM;MASC;SG;3
motyw	प्रसंग	motyw	प्रसंग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
oddany	समर्पित	oddać	समर्पित	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS	ADJ
zawodowe	व्यावसायिक	zawodowy	व्यावसायिक	ADJ;NOM;NEUT;SG	ADJ;NOM
tradycyjnych	परंपरागत	tradycyjny	परंपरागत	ADJ;GEN;MASC;PL	ADJ
popularnych	लोकप्रिय	popularny	लोकप्रिय	ADJ;GEN;MASC;PL	ADJ
cytat	उद्धरण	cytat	उद्धरण	N;NOM;MASC;SG	N;NOM;MASC;SG;3
konstytucja	संविधान	konstytucja	संविधान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kulturalne	सांस्कृतिक	kulturalny	सांस्कृतिक	ADJ;NOM;NEUT;SG	ADJ;NOM
miliony	मिलियन	miliony	मिलियन		
miliony	मिलियन	miliony	मिलियन		
miliony	लाखो	miliony	लाखो		
iron	लोहा	iron	लोहा		
iron	लौह	iron	लौह		
półfinał	सेमीफाइनल	półfinać	सेमीफाइनल	N;NOM;MASC;SG	N;NOM;FEM;SG;3
wykonać	चलाएँ	wykonać	चला	V;PFV;NFIN;ACT	V;SBJV;PL;FIN;ACT
dalszy	जारी	daleki	जारी	ADJ;NOM;CMPR;MASC;SG	ADJ
opowiadanie	कहानी	opowiadać	कहानी	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
opowiadanie	स्टोरी	opowiadać	स्टोरी	N;IPFV;NOM;NEUT;SG;POS;V.MSDR	N;NOM;FEM;SG;3
komunikacja	संचार	komunikacja	संचार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
komunikacja	संचार	komunikacja	संचार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
tradycyjne	परंपरागत	tradycyjny	परंपरागत	ADJ;NOM;NEUT;SG	ADJ
ruchy	चालें	ruch	चाल	N;NOM;MASC;PL	N;NOM;FEM;PL;3
porządek	क्रम	porządek	क्रम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
porządek	ऑर्डर	porządek	ऑर्डर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
porządek	आदेश	porządek	आदेश	N;NOM;MASC;SG	N;NOM;MASC;SG;3
porządek	अनुक्रम	porządek	अनुक्रम	N;NOM;MASC;SG	N;NOM;MASC;SG;3
modelka	मॉडल	modelka	मॉडल	N;NOM;FEM;SG	N;NOM;MASC;SG;3
mars	मंगल	mars	मंगल		
młodość	युवा	młodość	युवा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
młodość	युवावस्था	młodość	युवावस्था	N;NOM;FEM;SG	N;NOM;FEM;SG;3
wykonawców	ठेकेदारों	wykonawca	ठेकेदार	N;ACC;MASC;PL	N;ACC;MASC;PL;3
turystyka	पर्यटन	turystyka	पर्यटन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
turystyka	हाइकिंग	turystyka	हाइकिंग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
chrystus	क्राइस्ट	chrystus	क्राइस्ट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
tradycja	परम्परा	tradycja	परम्परा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
tradycja	परंपरा	tradycja	परंपरा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
dochodzenie	जांच	dochodzenie	जांच	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
dochodzenie	छानबीन	dochodzenie	छानबीन	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
dochodzenie	पूछताछ	dochodzenie	पूछताछ	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
rozpuszczalniki	सॉल्वैंट्स	rozpuszczalnik	सॉल्वैंट	N;NOM;MASC;PL	N;NOM;MASC;PL;3
kopalnia	खनन	kopalniać	खनन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nieznana	अज्ञात	nieznany	अज्ञात	ADJ;NOM;FEM;SG	ADJ
rtecs	rtecs	rtecs	rtecs		
memorial	मेमोरियल	memorial	मेमोरियल	N;NOM;MASC;SG	N;NOM;MASC;SG;3
obronne	रक्षात्मक	obronny	रक्षात्मक	ADJ;NOM;NEUT;SG	ADJ
dei	देई	dei	देई		
kawaler	स्नातक	kawaler	स्नातक	N;NOM;MASC;SG	N;NOM;MASC;SG;3
administratorów	प्रशासकों	administrator	प्रशासक	N;ACC;MASC;PL	N;ACC;MASC;PL;3
konkurencja	प्रतिस्पर्धी	konkurencja	प्रतिस्पर्धी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
konkurencja	प्रतिस्पर्धी	konkurencja	प्रतिस्पर्धी	N;NOM;FEM;SG	N;NOM;MASC;SG;3
konkurencja	प्रतिस्पर्धा	konkurencja	प्रतिस्पर्धा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
konkurencja	प्रतियोगिता	konkurencja	प्रतियोगिता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
demokratyczna	लोकतांत्रिक	demokratyczny	लोकतांत्रिक	ADJ;NOM;FEM;SG	ADJ
planowane	नियोजित	planować	नियोजित	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	ADJ;NOM
podwójne	दोहरा	podwójny	दोहरा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
podwójne	दोहरा	podwójny	दोहरा	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG
magic	जादू	magica	जादू		
side	पार्श्व	sidy	पार्श्व		
liczebność	बहुतायत	liczebność	बहुतायत	N;NOM;FEM;SG	N;NOM;FEM;SG;3
liczebność	प्रचुरता	liczebność	प्रचुरता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
róg	कोना	róg	कोना	N;NOM;MASC;SG	N;NOM;MASC;SG;3
róg	कोने	róg	कोना	N;NOM;MASC;SG	N;NOM;MASC;SG;3
róg	हॉर्न	róg	हॉर्न	N;NOM;MASC;SG	N;NOM;MASC;SG;3
róg	सींग	róg	सींग	N;NOM;MASC;SG	N;NOM;MASC;SG;3
mnichów	भिक्षुओं	mnich	भिक्षु	N;ACC;MASC;PL	N;ACC;MASC;PL;3
ograniczenie	प्रतिबंध	ograniczenie	प्रतिबंध	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
ograniczenie	सीमा	ograniczenie	सीमा	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
race	दौड़	raka	दौड		
przepływ	प्रवाह	przepływ	प्रवाह	N;NOM;MASC;SG	N;NOM;MASC;SG;3
zamówienie	क्रम	zamówienie	क्रम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zamówienie	ऑर्डर	zamówienie	ऑर्डर	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zamówienie	आदेश	zamówienie	आदेश	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
zamówienie	अनुक्रम	zamówienie	अनुक्रम	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
talent	प्रतिभा	talent	प्रतिभा	N;NOM;MASC;SG	N;NOM;FEM;SG;3
talent	हुनर	talent	हुनर	N;NOM;MASC;SG	N;NOM;MASC;SG;3
talent	प्रतिभाशाली	talent	प्रतिभाशाली	N;NOM;MASC;SG	N;NOM;MASC;SG;3
owczych	फरो	owczy	फरो		
kolumna	स्तंभ	kolumna	स्तंभ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolumna	कॉलम	kolumna	कॉलम	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kolumna	स्तम्भ	kolumna	स्तंभ	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nokaut	नॉकआउट	nokaut	नॉकआउट	N;NOM;MASC;SG	N;NOM;MASC;SG;3
nancy	नैंसी	nanca	नैंसी		
planeta	ग्रह	planeta	ग्रह	N;NOM;FEM;SG	N;NOM;MASC;SG;3
nauczycielka	शिक्षक	nauczycielka	शिक्षक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
