les	els	le	el	DET;DEF;PL	DET;DEF;MASC;PL
immense	immensa	immense	immens	ADJ;MASC;SG	ADJ;FEM;SG
immense	immens	immense	immens	ADJ;MASC;SG	ADJ;MASC;SG
immense	enorme	immense	enorme	ADJ;MASC;SG	ADJ;SG
dangereux	perillós	dangereux	perillós	ADJ;MASC;SG	ADJ;MASC;SG
utilité	utilitat	utilité	utilitat	N;FEM;SG	N;FEM;SG
adoption	adopció	adoption	adopció	N;FEM;SG	N;FEM;SG
lignée	llinatge	lignée	llinatge	N;FEM;SG	N;MASC;SG
lignée	nissaga	lignée	nissaga	N;FEM;SG	N;FEM;SG
usines	fàbriques	usine	fàbrica	N;FEM;PL	N;FEM;PL
panneau	signe	panneau	signe	N;MASC;SG	N;MASC;SG
panneau	panell	panneau	panell	N;MASC;SG	N;MASC;SG
panneau	plafó	panneau	plafó	N;MASC;SG	N;MASC;SG
pomme	poma	pomme	poma	N;FEM;SG	N;FEM;SG
inscriptions	inscripcions	inscription	inscripció	N;FEM;PL	N;FEM;PL
messieurs	cavallers	messieur	cavaller	N;MASC;PL	N;MASC;PL
messieurs	senyors	messieur	senyor	N;MASC;PL	N;MASC;PL
nil	nil	nil	nil	N;MASC;SG	N;MASC;SG
nil	nil	nil	nil	N;MASC;SG	N;MASC;SG
justification	justificació	justification	justificació	N;FEM;SG	N;FEM;SG
reconnaître	reconeix	reconnaître	reconèixer	V;NFIN	V;IND;SG;3;PRS;FIN
reconnaître	reconeixen	reconnaître	reconèixer	V;NFIN	V;IND;PL;3;PRS;FIN
principauté	principat	principauté	principar	N;FEM;SG	N;MASC;SG
dents	dents	dent	dent	N;FEM;PL	N;FEM;PL
australienne	australiana	australien	australià	ADJ;FEM;SG	ADJ;FEM;SG
algérien	algerià	algérien	algerià	ADJ;MASC;SG	ADJ;MASC;SG
richesse	riquesa	richesse	riquesa	N;FEM;SG	N;FEM;SG
acquiert	adquireix	acquérir	adquirir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ports	ports	port	port	N;MASC;PL	N;MASC;PL
mardi	dimarts	mardi	dimarts	N;MASC;SG	N
sprint	esprint	sprint	esprint	N;MASC;SG	N;MASC;SG
infrastructures	infraestructures	infrastructure	infraestructura	N;FEM;PL	N;FEM;PL
infrastructures	infraestructures	infrastructure	infraestructura	N;FEM;PL	N;FEM;PL
exploration	exploració	exploration	exploració	N;FEM;SG	N;FEM;SG
cerveau	cervell	cerveau	cervell	N;MASC;SG	N;MASC;SG
voter	vota	voter	votar	V;NFIN	V;IND;SG;3;PRS;FIN
décède	mor	décéder	mor	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
maternelle	maternal	maternel	maternal	ADJ;FEM;SG	ADJ;SG
relatif	relatiu	relatif	relatiu	ADJ;MASC;SG	ADJ;MASC;SG
journées	dies	journée	dia	N;FEM;PL	N;MASC;PL
sommets	cims	sommet	cim	N;MASC;PL	N;MASC;PL
sommets	pics	sommet	pic	N;MASC;PL	N;MASC;PL
dramaturge	dramaturg	dramaturge	dramaturg	N;MASC;SG	N;MASC;SG
écologique	ecològica	écologique	ecològic	ADJ;MASC;SG	ADJ;FEM;SG
écologique	ecològic	écologique	ecològic	ADJ;MASC;SG	ADJ;MASC;SG
réside	resideix	résider	residir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
profondément	profundament	profondément	profundament	ADV	ADV
sentiment	sentiment	sentiment	sentiment	N;MASC;SG	N;MASC;SG
architectes	arquitectes	architecte	arquitecte	N;MASC;PL	N;MASC;PL
transformer	transformar	transformer	transformar	V;NFIN	V;NFIN
transformer	transforma	transformer	transformar	V;NFIN	V;IND;SG;3;PRS;FIN
médical	mèdica	médical	mèdic	ADJ;MASC;SG	ADJ;FEM;SG
habitude	hàbit	habitude	hàbit	N;FEM;SG	N;MASC;SG
modeste	modest	modeste	modest	ADJ;MASC;SG	ADJ;MASC;SG
modeste	modesta	modeste	modesta	ADJ;MASC;SG	ADJ;FEM;SG
interface	interfície	interface	interfície	N;FEM;SG	N;FEM;SG
ottoman	otomà	ottoman	otomà	ADJ;MASC;SG	ADJ;MASC;SG
imaginaire	imaginari	imaginaire	imaginari	ADJ;MASC;SG	ADJ;MASC;SG
interventions	discursos	intervention	discurs	N;FEM;PL	N;MASC;PL
interventions	intervencions	intervention	intervenció	N;FEM;PL	N;FEM;PL
collectivités	comunitats	collectivité	comunitat	N;FEM;PL	N;FEM;PL
témoignage	testimoni	témoignage	testimoni	N;MASC;SG	N;SG
mâles	mascles	mâle	mascle	N;MASC;PL	N;MASC;PL
commerciales	mercantils	commercial	mercantil	ADJ;FEM;PL	ADJ;PL
commerciales	comercials	commercial	comercial	ADJ;FEM;PL	ADJ;PL
circonstances	circumstàncies	circonstance	circumstància	N;FEM;PL	N;FEM;PL
chancelier	canceller	chancelier	canceller	N;MASC;SG	N;MASC;SG
thermique	tèrmic	thermique	tèrmic	ADJ;MASC;SG	ADJ;MASC;SG
thermique	tèrmica	thermique	tèrmic	ADJ;MASC;SG	ADJ;FEM;SG
énorme	enorme	énorme	enorme	ADJ;MASC;SG	ADJ;SG
réformes	reformes	réforme	reforma	N;FEM;PL	N;FEM;PL
partenaires	socis	partenaire	soci	N;MASC;PL	N;MASC;PL
tombeau	tomba	tombeau	tomba	N;MASC;SG	N;FEM;SG
devise	moneda	devise	moneda	N;FEM;SG	N;FEM;SG
devise	lema	devise	lema	N;FEM;SG	N;MASC;SG
universel	universal	universel	universal	ADJ;MASC;SG	ADJ;SG
finir	finalitza	finir	finalitzar	V;NFIN	V;IND;SG;3;PRS;FIN
mercredi	dimecres	mercredi	dimecres	N;MASC;SG	N
limiter	restringeix	limiter	restringir	V;NFIN	V;IND;SG;3;PRS;FIN
limiter	limitar	limiter	limitar	V;NFIN	V;NFIN
sons	sons	son	so	N;MASC;PL	N;MASC;PL
circuits	circuits	circuit	circuit	N;MASC;PL	N;MASC;PL
clinique	clínica	clinique	clínica	ADJ;FEM;SG	ADJ;FEM;SG
clinique	clínic	clinique	clínic	ADJ;FEM;SG	ADJ;MASC;SG
équation	equació	équation	equació	N;FEM;SG	N;FEM;SG
gouvernements	governs	gouvernement	govern	N;MASC;PL	N;MASC;PL
cirque	cirque	cirque	cirque	N;MASC;SG	N;MASC;SG
cirque	circ	cirque	circ	N;MASC;SG	N;MASC;SG
progression	progrés	progression	progrés	N;FEM;SG	N;MASC;SG
progression	progressió	progression	progressió	N;FEM;SG	N;FEM;SG
tendances	tendències	tendance	tendència	N;FEM;PL	N;FEM;PL
électeurs	electors	électeur	elector	N;MASC;PL	N;MASC;PL
électeurs	votants	électeur	votant	N;MASC;PL	N;PL
variantes	variants	variante	variant	N;FEM;PL	N;FEM;PL
variantes	variacions	variante	variació	N;FEM;PL	N;FEM;PL
aéronautique	aeronàutica	aéronautique	aeronàutic	ADJ;MASC;SG	ADJ;FEM;SG
aigle	àliga	aigle	àliga	N;MASC;SG	N;FEM;SG
suspension	suspensió	suspension	suspensió	N;FEM;SG	N;FEM;SG
royaumes	regnes	royaume	regna	N;MASC;PL	N;MASC;PL
pen	bolígraf	pen	bolígraf	N;MASC;SG	N;MASC;SG
gravure	aiguafort	gravure	aiguafort	N;FEM;SG	N;MASC;SG
corriger	corregeix	corriger	corregir	V;NFIN	V;IND;SG;3;PRS;FIN
corriger	corregir	corriger	corregir	V;NFIN	V;NFIN
rangs	files	rang	fila	N;MASC;PL	N;FEM;PL
rangs	files	rang	fila	N;MASC;PL	N;FEM;PL
flag	bandera	flag	bandera	N;MASC;SG	N;FEM;SG
prière	oració	prière	oració	N;FEM;SG	N;FEM;SG
prière	pregària	prière	pregària	N;FEM;SG	N;FEM;SG
nationalités	nacionalitats	nationalité	nacionalitat	N;FEM;PL	N;FEM;PL
colonisation	colonització	colonisation	colonització	N;FEM;SG	N;FEM;SG
fameux	famós	fameux	famós	ADJ;MASC;SG	ADJ;MASC;SG
religions	religions	religion	religió	N;FEM;PL	N;FEM;PL
volontaire	voluntària	volontaire	voluntari	ADJ;MASC;SG	ADJ;FEM;SG
volontaire	voluntària	volontaire	voluntari	ADJ;MASC;SG	ADJ;FEM;SG
volontaire	voluntari	volontaire	voluntari	ADJ;MASC;SG	ADJ;MASC;SG
chaud	càlid	chaud	càlid	ADJ;MASC;SG	ADJ;MASC;SG
fans	fans	fan	fan	N;MASC;PL	N;MASC;PL
fans	admiradors	fan	admirador	N;MASC;PL	N;MASC;PL
fans	ventiladors	fan	ventilador	N;MASC;PL	N;MASC;PL
adjectifs	adjectius	adjectif	adjectiu	N;MASC;PL	N;MASC;PL
attraction	atracció	attraction	atracció	N;FEM;SG	N;FEM;SG
poètes	poetes	poète	poeta	N;MASC;PL	N;PL
tri	ordenació	tri	ordenació	N;MASC;SG	N;FEM;SG
abandonner	descarta	abandonner	descartar	V;NFIN	V;IND;SG;3;PRS;FIN
abandonner	avortar	abandonner	avortar	V;NFIN	V;NFIN
abandonner	abandona	abandonner	abandonar	V;NFIN	V;IND;SG;3;PRS;FIN
colère	ràbia	colère	ràbia	N;FEM;SG	N;FEM;SG
réactions	reaccions	réaction	reacció	N;FEM;PL	N;FEM;PL
symbolique	simbòlica	symbolique	simbòlic	ADJ;MASC;SG	ADJ;FEM;SG
symbolique	simbòlic	symbolique	simbòlic	ADJ;MASC;SG	ADJ;MASC;SG
transforme	transformar	transformer	transformar	V;IND;SG;3;PRS;FIN	V;NFIN
transforme	transforma	transformer	transformar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
transforme	transforma	transformer	transformar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
races	races	race	raça	N;FEM;PL	N;FEM;PL
digital	digital	digital	digital	ADJ;MASC;SG	ADJ;SG
sensible	sensible	sensible	sensible	ADJ;MASC;SG	ADJ;SG
artistiques	artístics	artistique	artístic	ADJ;MASC;PL	ADJ;MASC;PL
compositions	composicions	composition	composició	N;FEM;PL	N;FEM;PL
planches	taulers	planche	tauler	N;FEM;PL	N;MASC;PL
rassemblement	reagrupament	rassemblement	reagrupament	N;MASC;SG	N;MASC;SG
messe	missa	messe	missa	N;FEM;SG	N;FEM;SG
obligation	obligació	obligation	obligació	N;FEM;SG	N;FEM;SG
abri	refugi	abri	refugi	N;MASC;SG	N;MASC;SG
considérable	considerable	considérable	considerable	ADJ;MASC;SG	ADJ;SG
palestine	palestina	palestin	palestí	ADJ;FEM;SG	ADJ;FEM;SG
chiens	gossos	chien	gos	N;MASC;PL	N;MASC;PL
suppose	endevina	supposer	endeví	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
suppose	assumeix	supposer	assumir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
registre	registre	registre	registre	N;MASC;SG	N;MASC;SG
extraction	extracció	extraction	extracció	N;FEM;SG	N;FEM;SG
confie	encomanar	confier	encomanar	V;IND;SG;3;PRS;FIN	V;NFIN
préciser	especifica	préciser	especificar	V;NFIN	V;IND;SG;3;PRS;FIN
préciser	especificar	préciser	especificar	V;NFIN	V;NFIN
mécanisme	mecanisme	mécanisme	mecanisme	N;MASC;SG	N;MASC;SG
angoulême	angulema	angoulême	angulema	N;MASC;SG	N;MASC;SG
ensembles	formacions	ensemble	formació	N;MASC;PL	N;FEM;PL
mentionne	esmenta	mentionner	esmentar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bulgare	búlgar	bulgare	búlgar	ADJ;MASC;SG	ADJ;MASC;SG
engager	incorre	engager	incorre	V;NFIN	V;SBJV;SG;3;PRS;FIN
ordonnance	ordenança	ordonnance	ordenança	N;FEM;SG	N;FEM;SG
ordonnance	prescripció	ordonnance	prescripció	N;FEM;SG	N;FEM;SG
proprement	netament	proprement	netament	ADV	ADV
soul	ànima	soul	ànima	N;MASC;SG	N;FEM;SG
avancée	avançat	avancé	avançat	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
avancée	avançada	avancé	avançat	ADJ;FEM;SG	ADJ;FEM;SG;V.PTCP
abus	maltractament	abus	maltractament	N;MASC;SG	N;MASC;SG
abus	abús	abus	abús	N;MASC;SG	N;MASC;SG
tube	tub	tube	tub	N;MASC;SG	N;MASC;SG
acheter	compra	acheter	comprar	V;NFIN	V;IND;SG;3;PRS;FIN
acheter	compra	acheter	comprar	V;NFIN	V;IND;SG;3;PRS;FIN
acheter	comprar	acheter	comprar	V;NFIN	V;NFIN
observer	observar	observer	observar	V;NFIN	V;NFIN
primaires	primaris	primaire	primari	ADJ;MASC;PL	ADJ;MASC;PL
hongroise	hongarès	hongrois	hongarès	ADJ;FEM;SG	ADJ;MASC;SG
magie	màgia	magie	màgia	N;FEM;SG	N;FEM;SG
fromage	formatge	fromage	formatge	N;MASC;SG	N;MASC;SG
conjoint	cònjuge	conjoint	cònjuge	N;MASC;SG	N;MASC;SG
turque	turc	turc	turc	ADJ;FEM;SG	ADJ;MASC;SG
aussitôt	immediatament	aussitôt	immediatament	ADV	ADV
chaire	púlpit	chaire	púlpit	N;FEM;SG	N;MASC;SG
trinité	trinitat	trinité	trinitat	N;FEM;SG	N;FEM;SG
trinité	trinitat	trinité	trinitat	N;FEM;SG	N;FEM;SG
traduire	tradueix	traduire	traduir	V;NFIN	V;IND;SG;3;PRS;FIN
traduire	traduir	traduire	traduir	V;NFIN	V;NFIN
identifier	identificar	identifier	identificar	V;NFIN	V;NFIN
éditeurs	editorials	éditeur	editorial	N;MASC;PL	N;FEM;PL
éditeurs	editors	éditeur	editor	N;MASC;PL	N;MASC;PL
éditeurs	redactors	éditeur	redactor	N;MASC;PL	N;MASC;PL
protocole	protocol	protocole	protocol	N;MASC;SG	N;MASC;SG
galaxie	galàxia	galaxie	galàxia	N;FEM;SG	N;FEM;SG
blessures	lesions	blessure	lesió	N;FEM;PL	N;FEM;PL
blessures	ferides	blessure	ferida	N;FEM;PL	N;FEM;PL
batteur	timbaler	batteur	timbaler	N;MASC;SG	N;MASC;SG
vidéos	vídeos	vidéo	vídeo	N;FEM;PL	N;MASC;PL
pauvre	pobre	pauvre	pobre	ADJ;MASC;SG	ADJ;MASC;SG
enseignants	mestres	enseignant	mestre	N;MASC;PL	N;MASC;PL
enseignants	professors	enseignant	professor	N;MASC;PL	N;MASC;PL
enseignants	docents	enseignant	docent	N;MASC;PL	N;PL
rayonnement	radiació	rayonnement	radiació	N;MASC;SG	N;FEM;SG
ordinaire	ordinari	ordinaire	ordinari	ADJ;MASC;SG	ADJ;MASC;SG
ordinaire	ordinària	ordinaire	ordinari	ADJ;MASC;SG	ADJ;FEM;SG
sergent	sergent	sergent	sergent	N;MASC;SG	N;MASC;SG
retard	retard	retard	retard	N;MASC;SG	N;MASC;SG
retard	endarreriment	retard	endarreriment	N;MASC;SG	N;MASC;SG
suédoise	suec	suédois	suec	ADJ;FEM;SG	ADJ;MASC;SG
biologique	biològic	biologique	biològic	ADJ;MASC;SG	ADJ;MASC;SG
biologique	orgànic	biologique	orgànic	ADJ;MASC;SG	ADJ;MASC;SG
biologique	orgànica	biologique	orgànic	ADJ;MASC;SG	ADJ;FEM;SG
inventeur	inventor	inventeur	inventor	N;MASC;SG	N;MASC;SG
chars	carrosses	char	carrossa	N;MASC;PL	N;FEM;PL
chars	tancs	char	tanc	N;MASC;PL	N;MASC;PL
couches	capes	couche	capa	N;FEM;PL	N;FEM;PL
couches	bolquers	couche	bolquer	N;FEM;PL	N;MASC;PL
renforcer	reforçar	renforcer	reforçar	V;NFIN	V;NFIN
renforcer	enfortir	renforcer	enfortir	V;NFIN	V;NFIN
renforcer	reforcen	renforcer	reforçar	V;NFIN	V;IND;PL;3;PRS;FIN
profonde	profund	profond	profund	ADJ;FEM;SG	ADJ;MASC;SG
coin	racó	coin	racó	N;MASC;SG	N;MASC;SG
coin	cantonada	coin	cantonada	N;MASC;SG	N;FEM;SG
conventions	convencions	convention	convenció	N;FEM;PL	N;FEM;PL
conventions	convenis	convention	conveni	N;FEM;PL	N;MASC;PL
identification	identificació	identification	identificació	N;FEM;SG	N;FEM;SG
typique	típica	typique	típic	ADJ;MASC;SG	ADJ;FEM;SG
typique	típic	typique	típic	ADJ;MASC;SG	ADJ;MASC;SG
collines	turons	colline	turó	N;FEM;PL	N;MASC;PL
molière	molière	molière	molière	N;MASC;SG	N;MASC;SG
delta	delta	delta	delta	N;MASC;SG	N;MASC;SG
pakistan	pakistan	pakistan	pakistan	N;MASC;SG	N;MASC;SG
bloquer	bloqueja	bloquer	bloquejar	V;NFIN	V;IND;SG;3;PRS;FIN
kosovo	kosovo	kosovo	kosovo	N;MASC;SG	N;SG
nordique	nòrdic	nordique	nòrdic	ADJ;MASC;SG	ADJ;MASC;SG
arrêts	parades	arrêt	parada	N;MASC;PL	N;FEM;PL
arrêts	sentències	arrêt	sentència	N;MASC;PL	N;FEM;PL
projection	projecció	projection	projecció	N;FEM;SG	N;FEM;SG
projection	cribratge	projection	cribratge	N;FEM;SG	N;MASC;SG
arbitres	àrbitres	arbitre	àrbitra	N;MASC;PL	N;MASC;PL
popularité	popularitat	popularité	popularitat	N;FEM;SG	N;FEM;SG
domine	domina	dominer	dominar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
domine	dominar	dominer	dominar	V;IND;SG;3;PRS;FIN	V;NFIN
synonyme	sinònim	synonyme	sinònim	ADJ;MASC;SG	ADJ;MASC;SG
naturellement	naturalment	naturellement	naturalment	ADV	ADV
annales	annals	annale	annal	N;FEM;PL	N;MASC;PL
annales	annales	annale	annala	N;FEM;PL	N;PL
déplacer	mou	déplacer	moure	V;NFIN	V;IND;SG;3;PRS;FIN
gagnant	guanyar	gagner	guanyar	V;PRS;V.PTCP	V;NFIN
qualifications	titulacions	qualification	titulació	N;FEM;PL	N;FEM;PL
commandes	controls	commande	control	N;FEM;PL	N;MASC;PL
commandes	encàrrecs	commande	encàrrec	N;FEM;PL	N;MASC;PL
commandes	comandes	commande	comanda	N;FEM;PL	N;FEM;PL
légendes	llegendes	légende	llegenda	N;FEM;PL	N;FEM;PL
légendes	légendes	légende	légenda	N;FEM;PL	N;PL
essaie	prova	essayer	prova	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mercedes	mercedes	mercede	merceda	N;FEM;PL	N;PL
cartons	caixes	carton	caixa	N;MASC;PL	N;FEM;PL
sac	bossa	sac	bossa	N;MASC;SG	N;FEM;SG
flûte	flauta	flûte	flauta	N;FEM;SG	N;FEM;SG
plaques	matrícules	plaque	matrícula	N;FEM;PL	N;FEM;PL
plaques	plaques	plaque	placa	N;FEM;PL	N;FEM;PL
dispositions	disposicions	disposition	disposició	N;FEM;PL	N;FEM;PL
cratère	cràter	cratère	cràter	N;MASC;SG	N;MASC;SG
hard	hard	hard	hard	N;MASC;SG	N;SG
traction	tracció	traction	tracció	N;FEM;SG	N;FEM;SG
géologie	geologia	géologie	geologia	N;FEM;SG	N;FEM;SG
cnrs	cnrs	cnrs	cnrs	N;MASC;SG	N;MASC;SG
chasseur	lluitador	chasseur	lluitador	N;MASC;SG	N;MASC;SG
vend	ven	vendre	vendre	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
sénateurs	senadors	sénateur	senador	N;MASC;PL	N;MASC;PL
signer	signa	signer	signar	V;NFIN	V;IND;SG;3;PRS;FIN
signer	signar	signer	signar	V;NFIN	V;NFIN
trou	forat	trou	forat	N;MASC;SG	N;MASC;SG
courrier	missatgeria	courrier	missatgeria	N;MASC;SG	N;FEM;SG
courrier	correu	courrier	correu	N;MASC;SG	N;MASC;SG
permanent	permanent	permanent	permanent	ADJ;MASC;SG	ADJ;SG
matériau	material	matériau	material	N;MASC;SG	N;MASC;SG
sondage	enquesta	sondage	enquesta	N;MASC;SG	N;FEM;SG
sondage	enquesta	sondage	enquesta	N;MASC;SG	N;FEM;SG
légale	jurídic	légal	jurídic	ADJ;FEM;SG	ADJ;MASC;SG
légale	legal	légal	legal	ADJ;FEM;SG	ADJ;SG
inspire	inspira	inspirer	inspirar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
inspire	inspirar	inspirer	inspirar	V;IND;SG;3;PRS;FIN	V;NFIN
appartement	apartament	appartement	apartament	N;MASC;SG	N;MASC;SG
diriger	dirigir	diriger	dirigir	V;NFIN	V;NFIN
lutter	lluita	lutter	lluitar	V;NFIN	V;IND;SG;3;PRS;FIN
constitutionnel	constitucional	constitutionnel	constitucional	ADJ;MASC;SG	ADJ;SG
pure	pura	pur	pur	ADJ;FEM;SG	ADJ;FEM;SG
pure	pur	pur	pur	ADJ;FEM;SG	ADJ;MASC;SG
pourcentage	percentatge	pourcentage	percentatge	N;MASC;SG	N;MASC;SG
pourcentage	percentatge	pourcentage	percentatge	N;MASC;SG	N;MASC;SG
carrefour	intersecció	carrefour	intersecció	N;MASC;SG	N;FEM;SG
traditionnels	tradicionals	traditionnel	tradicional	ADJ;MASC;PL	ADJ;PL
prête	preparat	prêt	preparat	ADJ;FEM;SG	ADJ;MASC;SG;V.PTCP
patients	pacients	patient	pacient	N;MASC;PL	N;PL
patient	pacient	patient	pacient	N;MASC;SG	N;SG
approximativement	aproximadament	approximativement	aproximadament	ADV	ADV
référendum	referèndum	référendum	referèndum	N;MASC;SG	N;MASC;SG
liga	liga	liga	liga	N;FEM;SG	N;FEM;SG
pèlerinage	pelegrinatge	pèlerinage	pelegrinatge	N;MASC;SG	N;MASC;SG
pèlerinage	romeria	pèlerinage	romeria	N;MASC;SG	N;FEM;SG
robot	robot	robot	robot	N;MASC;SG	N;MASC;SG
turcs	turcs	turc	turc	N;MASC;PL	N;MASC;PL
fame	fama	fame	fama	N;MASC;SG	N;FEM;SG
fame	fame	fame	fame	N;MASC;SG	N;MASC;SG
commerciaux	mercantils	commercial	mercantil	ADJ;MASC;PL	ADJ;PL
commerciaux	comercials	commercial	comercial	ADJ;MASC;PL	ADJ;PL
stockage	emmagatzematge	stockage	emmagatzematge	N;MASC;SG	N;MASC;SG
stockage	emmagatzemament	stockage	emmagatzemament	N;MASC;SG	N;MASC;SG
civiles	civils	civil	civil	ADJ;FEM;PL	ADJ;PL
traductions	traduccions	traduction	traducció	N;FEM;PL	N;FEM;PL
brut	bruta	brut	bruta	ADJ;MASC;SG	ADJ;FEM;SG
pur	pura	pur	pur	ADJ;MASC;SG	ADJ;FEM;SG
pur	pur	pur	pur	ADJ;MASC;SG	ADJ;MASC;SG
nœuds	nusos	noeud	nus	N;MASC;PL	N;MASC;PL
nœuds	nodes	noeud	noda	N;MASC;PL	N;MASC;PL
foot	soccer	foot	soccer	N;MASC;SG	N;SG
triangle	triangle	triangle	triangle	N;MASC;SG	N;MASC;SG
pittsburgh	pittsburgh	pittsburgh	pittsburgh	N;MASC;PL	N;MASC
adopte	adopta	adopter	adoptar	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
propagande	propaganda	propagande	propaganda	N;FEM;SG	N;FEM;SG
convaincre	convèncer	convaincre	convèncer	V;NFIN	V;NFIN
témoins	testimonis	témoin	testimoni	N;MASC;PL	N;PL
témoins	galetes	témoin	galeta	N;MASC;PL	N;FEM;PL
militants	militants	militant	militant	N;MASC;PL	N;PL
militants	activistes	militant	activista	N;MASC;PL	N;PL
flamand	flamenc	flamand	flamenc	ADJ;MASC;SG	ADJ;MASC;SG
hier	ahir	hier	ahir	ADV	ADV
recettes	receptes	recette	recepta	N;FEM;PL	N;FEM;PL
quatuor	quartet	quatuor	quartet	N;MASC;SG	N;MASC;SG
clos	delimitada	clore	delimitat	ADJ;MASC;SG	ADJ;FEM;SG;V.PTCP
clos	tancat	clore	tancat	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
mexicain	mexicà	mexicain	mexicà	ADJ;MASC;SG	ADJ;MASC;SG
oublier	oblida	oublier	oblid	V;NFIN	V;IND;SG;3;PRS;FIN
conversion	conversió	conversion	conversió	N;FEM;SG	N;FEM;SG
folie	bogeria	folie	bogeria	N;FEM;SG	N;FEM;SG
folie	bogeria	folie	bogeria	N;FEM;SG	N;FEM;SG
caire	caire	caire	caire	N;MASC;SG	N;MASC;SG
territoriales	territorials	territorial	territorial	ADJ;FEM;PL	ADJ;PL
orne	orne	orner	orne	N;FEM;SG	N;MASC;SG
évoluer	evolucionar	évoluer	evolucionar	V;NFIN	V;NFIN
femelles	femelles	femelle	femella	N;FEM;PL	N;FEM;PL
magasins	botigues	magasin	botiga	N;MASC;PL	N;FEM;PL
magasins	comerços	magasin	comerç	N;MASC;PL	N;MASC;PL
magasins	botigues	magasin	botiga	N;MASC;PL	N;FEM;PL
athlètes	esportistes	athlète	esportista	N;MASC;PL	N;PL
athlètes	atletes	athlète	atleta	N;MASC;PL	N;MASC;PL
comédien	humorista	comédien	humorista	N;MASC;SG	N;SG
comédien	actor	comédien	actor	N;MASC;SG	N;MASC;SG
traditionnelles	tradicionals	traditionnel	tradicional	ADJ;FEM;PL	ADJ;PL
impulsion	impuls	impulsion	impuls	N;FEM;SG	N;MASC;SG
températures	temperatures	température	temperatura	N;FEM;PL	N;FEM;PL
dépression	depressió	dépression	depressió	N;FEM;SG	N;FEM;SG
générations	generacions	génération	generació	N;FEM;PL	N;FEM;PL
bordure	frontera	bordure	frontera	N;FEM;SG	N;FEM;SG
séquence	seqüència	séquence	seqüència	N;FEM;SG	N;FEM;SG
polytechnique	politècnica	polytechnique	politècnic	ADJ;MASC;SG	ADJ;FEM;SG
marge	marge	marge	marge	N;FEM;SG	N;MASC;SG
vatican	vaticà	vatican	vaticà	N;MASC;SG	N;MASC;SG
apparitions	albiraments	apparition	albirament	N;FEM;PL	N;MASC;PL
bombe	bomba	bombe	bomba	N;FEM;SG	N;FEM;SG
croate	croat	croate	croar	ADJ;MASC;SG	ADJ;MASC;SG;V.PTCP
croate	croata	croate	croata	ADJ;MASC;SG	ADJ;FEM;SG
constant	constant	constant	constant	ADJ;MASC;SG	ADJ;SG
byzantin	bizantí	byzantin	bizantí	ADJ;MASC;SG	ADJ;SG
cadres	fotogrames	cadre	fotograma	N;MASC;PL	N;MASC;PL
cadres	executius	cadre	executiu	N;MASC;PL	N;MASC;PL
disparaît	desapareix	disparaître	desaparèixer	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
disparaît	desaparèixer	disparaître	desaparèixer	V;IND;SG;3;PRS;FIN	V;NFIN
magique	màgic	magique	màgic	ADJ;MASC;SG	ADJ;MASC;SG
timbres	segells	timbre	segell	N;MASC;PL	N;MASC;PL
déesse	deessa	déesse	deessa	N;FEM;SG	N;FEM;SG
valenciennes	valenciennes	valencien	valenciennes	ADJ;FEM;PL	ADJ;FEM;PL
chapitres	capítols	chapitre	capítol	N;MASC;PL	N;MASC;PL
paragraphe	paràgraf	paragraphe	paràgraf	N;MASC;SG	N;MASC;SG
adn	adn	adn	adn	N;MASC;SG	N;MASC;SG
adn	dna	adn	dn	N;MASC;SG	N;MASC;SG
bec	brollador	bec	brollador	N;MASC;SG	N;MASC;SG
situations	situacions	situation	situació	N;FEM;PL	N;FEM;PL
sexuelle	sexual	sexuel	sexual	ADJ;FEM;SG	ADJ;SG
semblable	similar	semblable	similar	ADJ;MASC;SG	ADJ;SG
forfait	paquet	forfait	paquet	N;MASC;SG	N;MASC;SG
possibilités	possibilitats	possibilité	possibilitat	N;FEM;PL	N;FEM;PL
possibilités	oportunitats	possibilité	oportunitat	N;FEM;PL	N;FEM;PL
décennie	dècada	décennie	dècada	N;FEM;SG	N;FEM;SG
beaumont	beaumont	beaumont	beaumont	N;MASC;SG	N;MASC;SG
influences	influències	influence	influència	N;FEM;PL	N;FEM;PL
fausse	fals	faux	fals	ADJ;FEM;SG	ADJ;MASC;SG
