anita	anita	anittaa	anita	N;NOM;SG	N;MASC+FEM;SG
kivestä	natuursteen	kivi	natuursteen	N;IN+ABL;SG	N;NEUT;SG
kivestä	stone	kivi	stone	N;IN+ABL;SG	N;MASC+FEM;SG
agnes	agnes	agnes	agne	N;NOM;SG	N;MASC+FEM;SG
seksiä	seks	seksi	seks	N;PRT;SG	N;MASC+FEM;SG
seksiä	geslacht	seksi	geslacht	N;PRT;SG	N;NEUT;SG
seksiä	sex	seksi	sex	N;PRT;SG	N;MASC+FEM;SG
esseitä	essays	esse	essays	N;PRT;PL	N;PL
fanny	fanny	fanny	fanny	N;NOM;SG	N;MASC+FEM;SG
kirjattu	geregistreerd	kirjata	registreren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
kirjattu	ingeschreven	kirjata	inschrijven	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
kirjattu	geregistreerde	kirjata	registreren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
kirjattu	geregistreerd	kirjata	registreren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
kirjattu	opgenomen	kirjata	opnemen	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
kirjattu	genoteerd	kirjata	noteren	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
raketti	raket	raketti	raket	N;NOM;SG	N;MASC+FEM;SG
raketti	rocket	raketti	rocket	N;NOM;SG	N;MASC+FEM;SG
ajettu	gedreven	ajaa	drijven	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
ajettu	rijden	ajaa	rijden	V;NOM;SG;V.PTCP;PASS	V;NFIN
ajettu	rijdend	ajaa	rijden	V;NOM;SG;V.PTCP;PASS	V;V.PTCP
ajettu	autorijden	ajaa	autorijd	V;NOM;SG;V.PTCP;PASS	V;NFIN
murhaa	moord	murha	moord	N;PRT;SG	N;MASC+FEM;SG
bayer	bayer	bayer	bayer	N;NOM;SG	N;MASC+FEM;SG
vuosisata	eeuw	vuosi#sata	eeuw	N;NOM;SG	N;MASC+FEM;SG
periaatteita	principes	periaate	principe	N;PRT;PL	N;PL
periaatteita	beginselen	periaate	beginselen	N;PRT;PL	N;PL
sisarukset	sisters	sisarus	sister	N;NOM;PL	N;PL
sisarukset	zusters	sisarus	zuster	N;NOM;PL	N;PL
sisarukset	zussen	sisarus	zussen	N;NOM;PL	N;PL
sisarukset	zusjes	sisarus	zus	N;NOM;PL	N;PL
konkurssin	faillissement	konkurssi	faillissement	N;GEN;SG	N;NEUT;SG
sisäiset	intern	sisäinen	intern	ADJ;NOM;PL	ADJ
sisäiset	inwendig	sisäinen	inwendig	ADJ;NOM;PL	ADJ
todellisuutta	werkelijkheid	todellisuus	werkelijkheid	N;PRT;SG	N;MASC+FEM;SG
todellisuutta	realiteit	todellisuus	realiteit	N;PRT;SG	N;MASC+FEM;SG
piirrokset	tekeningen	piirros	tekening	N;NOM;PL	N;PL
loistava	briljant	loistava	briljant	ADJ;NOM;SG	ADJ
loistava	uitstekende	loistava	uitstekend	ADJ;NOM;SG	ADJ
lahjakas	begaafd	lahjakas	begaafd	ADJ;NOM;SG	ADJ
lahjakas	getalenteerd	lahjakas	getalenteerd	ADJ;NOM;SG	ADJ
lahjakas	begaafde	lahjakas	begaafd	ADJ;NOM;SG	ADJ
lahjakas	talentvol	lahjakas	talentvol	ADJ;NOM;SG	ADJ
lahjakas	getalenteerd	lahjakas	getalenteerd	ADJ;NOM;SG	ADJ
lahjakas	talentvolle	lahjakas	talentvol	ADJ;NOM;SG	ADJ
lahjakas	getalenteerde	lahjakas	talenteren	ADJ;NOM;SG	ADJ
pyrkimys	zoektocht	pyrkimys	zoektocht	N;NOM;SG	N;MASC+FEM;SG
pyrkimys	quest	pyrkimys	quest	N;NOM;SG	N;MASC+FEM;SG
pyrkimys	queeste	pyrkimys	queest	N;NOM;SG	N;MASC+FEM;SG
riita	ruzie	riita	ruzie	N;NOM;SG	N;MASC+FEM;SG
riita	twist	riita	twist	N;NOM;SG	N;MASC+FEM;SG
riita	geschil	riita	geschil	N;NOM;SG	N;NEUT;SG
tavalliset	gewone	tavallinen	gewoon	ADJ;NOM;PL	ADJ
suoritin	cpu	suorittaa	cpu	N;NOM;SG	N;MASC+FEM;SG
suoritin	processor	suorittaa	processor	N;NOM;SG	N;MASC+FEM;SG
arvokas	kostbaar	arvokas	kostbaar	ADJ;NOM;SG	ADJ
arvokas	waardevol	arvokas	waardevol	ADJ;NOM;SG	ADJ
arvokas	waardevolle	arvokas	waardevol	ADJ;NOM;SG	ADJ
arvokas	waardevol	arvokas	waardevol	ADJ;NOM;SG	ADJ
arvokas	kostbaar	arvokas	kostbaar	ADJ;NOM;SG	ADJ
arvokas	kostbare	arvokas	kostbaar	ADJ;NOM;SG	ADJ
matkustajia	passagiers	matkustaja	passagier	N;PRT;PL	N;PL
matkustajia	reizigers	matkustaja	reiziger	N;PRT;PL	N;PL
tulkintaa	interpretatie	tulkinta	interpretatie	N;PRT;SG	N;MASC+FEM;SG
tulkintaa	uitlegging	tulkinta	uitlegging	N;PRT;SG	N;MASC+FEM;SG
tulkintaa	vertolking	tulkinta	vertolking	N;PRT;SG	N;MASC+FEM;SG
kemia	scheikunde	kemata	scheikunde	N;NOM;SG	N;MASC+FEM;SG
kemia	chemie	kemata	chemie	N;NOM;SG	N;MASC+FEM;SG
tiukka	krap	tiukka	krap	ADJ;NOM;SG	ADJ
tiukka	strakke	tiukka	strak	ADJ;NOM;SG	ADJ
tiukka	strak	tiukka	strak	ADJ;NOM;SG	ADJ
tiukka	strikt	tiukka	strikt	ADJ;NOM;SG	ADJ
tiukka	strikte	tiukka	strikt	ADJ;NOM;SG	ADJ
tiukka	streng	tiukka	streng	ADJ;NOM;SG	ADJ
sademäärä	regenval	sade#määrä	regenval	N;NOM;SG	N;MASC+FEM;SG
sademäärä	neerslag	sade#määrä	neerslag	N;NOM;SG	N;MASC+FEM;SG
