lui	his	el	he	PRO;3	PRO;MASC;SG;3
altarul	shrine	altar	shrine	N;DEF;MASC;SG	N;SG
rezolvarea	solving	rezolvare	solving	N;DEF;FEM;SG	N;SG
jurist	jurist	jurist	jurist	N;INDF;MASC;SG	N;SG
constituție	constitution	constituție	constitution	N;INDF;FEM;SG	N;SG
efort	effort	efort	effort	N;INDF;MASC;SG	N;SG
criteriile	criteria	criteriu	criterion	N;DEF;FEM;PL	N;PL
juniori	juniors	junior	junior	N;INDF;MASC;PL	N;PL
turcilor	turks	turcă	turk	N;DEF;MASC;PL	N;PL
dând	giving	da	give	V;V.MSDR	V;V.MSDR
uciderea	killing	ucidere	killing	N;DEF;FEM;SG	N;SG
exploatarea	exploitation	exploatare	exploitation	N;DEF;FEM;SG	N;SG
academy	academy	academy	academy	N;INDF;MASC;SG	N;SG
eroi	heroes	erou	heroes	N;INDF;MASC;PL	N;PL
animalele	animals	animal	animal	N;DEF;FEM;PL	N;PL
match	match	match	match	N;INDF;MASC;SG	N;SG
instituțiile	institutions	instituție	institution	N;DEF;FEM;PL	N;PL
succesorul	successor	succesor	successor	N;DEF;MASC;SG	N;SG
identificarea	identification	identificare	identification	N;DEF;FEM;SG	N;SG
scufundare	diving	scufundare	diving	N;INDF;FEM;SG	N;SG
scufundare	dive	scufundare	dive	N;INDF;FEM;SG	N;SG
inginerie	engineering	inginerie	engineering	N;INDF;FEM;SG	N;SG
picioarele	feet	picior	foot	N;DEF;FEM;PL	N;PL
picioarele	legs	picior	leg	N;DEF;FEM;PL	N;PL
cross	cross	cross	cross	N;INDF;MASC;SG	N;SG
suficiente	sufficient	suficient	sufficient	ADJ;INDF;FEM;PL	ADJ
colonii	colonies	colonie	colony	N;INDF;FEM;PL	N;PL
restaurare	restoration	restaurare	restoration	N;INDF;FEM;SG	N;SG
reprezentarea	representation	reprezentare	representation	N;DEF;FEM;SG	N;SG
tren	train	tren	train	N;INDF;MASC;SG	N;SG
alimente	foods	aliment	food	N;INDF;FEM;PL	N;PL
clima	climate	climă	climate	N;DEF;FEM;SG	N;SG
ucrainean	ukrainian	ucrainean	ukrainian	ADJ;INDF;MASC;SG	ADJ
diplomă	diploma	diplomă	diploma	N;INDF;FEM;SG	N;SG
diplomă	degree	diplomă	degree	N;INDF;FEM;SG	N;SG
străzi	streets	stradă	street	N;INDF;FEM;PL	N;PL
portar	doorman	portar	doorman	N;INDF;MASC;SG	N;SG
portar	goalkeeper	portar	goalkeeper	N;INDF;MASC;SG	N;SG
portar	goalie	portar	goalie	N;INDF;MASC;SG	N;SG
austriece	austrian	austriac	austrian	ADJ;INDF;FEM;PL	ADJ
nominalizare	nomination	nominalizare	nomination	N;INDF;FEM;SG	N;SG
simboluri	symbols	simbol	symbol	N;INDF;FEM;PL	N;PL
antrenorul	coach	antrenor	coach	N;DEF;MASC;SG	N;SG
limită	limit	limită	limit	N;INDF;FEM;SG	N;SG
sărbătoare	holiday	sărbător	holiday	N;INDF;FEM;SG	N;SG
sărbătoare	feast	sărbător	feast	N;INDF;FEM;SG	N;SG
sărbătoare	celebration	sărbător	celebration	N;INDF;FEM;SG	N;SG
obiectele	objects	obiect	object	N;DEF;FEM;PL	N;PL
solist	soloist	solist	soloist	N;INDF;MASC;SG	N;SG
origini	origins	origine	origin	N;INDF;FEM;PL	N;PL
exploatare	exploitation	exploatare	exploitation	N;INDF;FEM;SG	N;SG
ziduri	walls	zid	wall	N;INDF;FEM;PL	N;PL
suflet	soul	suflet	soul	N;INDF;MASC;SG	N;SG
retragere	retreat	retragere	retreat	N;INDF;FEM;SG	N;SG
retragere	withdrawal	retragere	withdrawal	N;INDF;FEM;SG	N;SG
programare	programming	programare	programming	N;INDF;FEM;SG	N;SG
programare	appointment	programare	appointment	N;INDF;FEM;SG	N;SG
călători	travellers	călător	traveller	N;INDF;MASC;PL	N;PL
folk	folk	folk	folk	N;INDF;MASC;SG	N;SG
legale	legal	legal	legal	ADJ;INDF;FEM;PL	ADJ
regula	rule	regulă	rule	N;DEF;FEM;SG	N;SG
organism	body	organism	body	N;INDF;MASC;SG	N;SG
organism	organism	organism	organism	N;INDF;MASC;SG	N;SG
deces	death	deces	death	N;INDF;MASC;SG	N;SG
sarcină	pregnancy	sarcină	pregnancy	N;INDF;FEM;SG	N;SG
sarcină	load	sarcină	load	N;INDF;FEM;SG	N;SG
sarcină	task	sarcină	task	N;INDF;FEM;SG	N;SG
revoltă	uprising	revolta	uprising	N;INDF;FEM;SG	N;SG
revoltă	revolt	revolta	revolt	N;INDF;FEM;SG	N;SG
revoltă	mutiny	revolta	mutiny	N;INDF;FEM;SG	N;SG
revoltă	riot	revolta	riot	N;INDF;FEM;SG	N;SG
capete	heads	cap	head	N;INDF;FEM;PL	N;PL
sărat	salty	sărat	salty	ADJ;INDF;MASC;SG	ADJ
spiritual	witty	spiritual	witty	ADJ;INDF;MASC;SG	ADJ
spiritual	spiritual	spiritual	spiritual	ADJ;INDF;MASC;SG	ADJ
automobile	automobiles	automobil	automobile	N;INDF;FEM;PL	N;PL
modă	fashion	modă	fashion	N;INDF;FEM;SG	N;SG
utricularia	utricularia	utricularie	utricularia	N;DEF;FEM;SG	N;SG
viu	alive	viu	alive	ADJ;INDF;MASC;SG	ADJ
rămase	remaining	rămâne	remain	V;IND;SG;3;PST;FIN	V;V.MSDR
orientare	guidance	orientare	guidance	N;INDF;FEM;SG	N;SG
orientare	orientation	orientare	orientation	N;INDF;FEM;SG	N;SG
cazurile	cases	caz	case	N;DEF;FEM;PL	N;PL
arhiepiscopul	archbishop	arhiepiscop	archbishop	N;DEF;MASC;SG	N;SG
câine	dog	câine	dog	N;INDF;MASC;SG	N;SG
trecutul	past	trecut	past	N;DEF;MASC;SG	N;SG
votul	voting	vot	voting	N;DEF;MASC;SG	N;SG
categoriile	categories	categorie	category	N;DEF;FEM;PL	N;PL
fiii	sons	fiu	son	N;DEF;MASC;PL	N;PL
interese	interests	interes	interest	N;INDF;FEM;PL	N;PL
considerând	considering	considera	consider	V;V.MSDR	V;V.MSDR
corpuri	bodies	corp	body	N;INDF;FEM;PL	N;PL
succesor	successor	succesor	successor	N;INDF;MASC;SG	N;SG
garda	guard	gardă	guard	N;DEF;FEM;SG	N;SG
garda	garda	gardă	garda	N;DEF;FEM;SG	N;SG
figuri	figures	figură	figure	N;INDF;FEM;PL	N;PL
ceramică	pottery	ceramic	pottery	N;INDF;FEM;SG	N;SG
anexarea	annexation	anexare	annexation	N;DEF;FEM;SG	N;SG
sound	sound	sound	sound	N;INDF;MASC;SG	N;SG
cinstea	honesty	cinstea	honesty	N;DEF;FEM;SG	N;SG
cupru	copper	cupru	copper	N;INDF;MASC;SG	N;SG
continentală	continental	continental	continental	ADJ;INDF;FEM;SG	ADJ
suprafețe	surfaces	suprafețe	surface	N;INDF;FEM;PL	N;PL
directe	direct	direct	direct	ADJ;INDF;FEM;PL	ADJ
cimitir	cemetery	cimitir	cemetery	N;INDF;MASC;SG	N;SG
cimitir	graveyard	cimitir	graveyard	N;INDF;MASC;SG	N;SG
situri	sites	situr	site	N;INDF;FEM;PL	N;PL
interval	range	interval	range	N;INDF;MASC;SG	N;SG
interval	interval	interval	interval	N;INDF;MASC;SG	N;SG
picior	foot	picior	foot	N;INDF;MASC;SG	N;SG
picior	leg	picior	leg	N;INDF;MASC;SG	N;SG
considerabil	considerably	considerabil	considerably	ADV	ADV
explicit	explicitly	explicit	explicitly	ADV	ADV
dramă	drama	dramă	drama	N;INDF;FEM;SG	N;SG
drama	drama	dramă	drama	N;DEF;FEM;SG	N;SG
regulat	regularly	regulat	regularly	ADV	ADV
conținând	containing	conține	contain	V;V.MSDR	V;V.MSDR
ghost	ghost	ghost	ghost	N;INDF;MASC;SG	N;SG
profit	profit	profit	profit	N;INDF;MASC;SG	N;SG
triburi	tribes	trib	tribe	N;INDF;FEM;PL	N;PL
editorial	editorial	editorial	editorial	N;INDF;MASC;SG	N;SG
republici	republics	republică	republic	N;INDF;FEM;PL	N;PL
respect	respect	respect	respect	N;INDF;MASC;SG	N;SG
orbita	orbit	orbită	orbit	N;DEF;FEM;SG	N;SG
sper	hope	spera	hope	V;IND;SG;1;PRS;FIN	V;IND;PRS;FIN
închisoarea	jail	închisoare	jail	N;DEF;FEM;SG	N;SG
închisoarea	prison	închisoare	prison	N;DEF;FEM;SG	N;SG
dealurile	hills	deal	hill	N;DEF;FEM;PL	N;PL
descrise	described	descrie	describe	V;IND;SG;3;PST;FIN	V;PST;V.PTCP
fabrici	factories	fabrică	factory	N;INDF;FEM;PL	N;PL
drosera	drosera	drosera	drosera	N;DEF;FEM;SG	N;SG
robot	robot	robot	robot	N;INDF;MASC;SG	N;SG
principatul	principality	principat	principality	N;DEF;MASC;SG	N;SG
platforma	platform	platformă	platform	N;DEF;FEM;SG	N;SG
consens	consensus	consens	consensus	N;INDF;MASC;SG	N;SG
stații	stations	stație	station	N;INDF;FEM;PL	N;PL
ambasador	ambassador	ambasador	ambassador	N;INDF;MASC;SG	N;SG
mulțimea	crowd	mulțime	crowd	N;DEF;FEM;SG	N;SG
absolută	absolute	absolut	absolute	ADJ;INDF;FEM;SG	ADJ
clasificarea	classification	clasificare	classification	N;DEF;FEM;SG	N;SG
reacții	reactions	reacție	reaction	N;INDF;FEM;PL	N;PL
semnificativă	significant	semnificativ	significant	ADJ;INDF;FEM;SG	ADJ
discurs	speech	discurs	speech	N;INDF;MASC;SG	N;SG
materialele	materials	material	material	N;DEF;FEM;PL	N;PL
prietenie	friendship	prietenie	friendship	N;INDF;FEM;SG	N;SG
călugări	monks	călugare	monk	N;INDF;MASC;PL	N;PL
echilibru	balance	echilibru	balance	N;INDF;MASC;SG	N;SG
legendă	legend	legendă	legend	N;INDF;FEM;SG	N;SG
arbori	trees	arbor	tree	N;INDF;MASC;PL	N;PL
incinta	enclosure	incintă	enclosure	N;DEF;FEM;SG	N;SG
magnetic	magnetic	magnetic	magnetic	ADJ;INDF;MASC;SG	ADJ
tablou	painting	tablou	painting	N;INDF;MASC;SG	N;SG
excelență	excellence	excelență	excellence	N;INDF;FEM;SG	N;SG
închise	closed	închide	close	V;IND;PL;3;PST;FIN	V;PST;V.PTCP
dificilă	difficult	dificil	difficult	ADJ;INDF;FEM;SG	ADJ
tehnologii	technologies	tehnologie	technology	N;INDF;FEM;PL	N;PL
anuale	annual	anual	annual	ADJ;INDF;FEM;PL	ADJ
juridic	legal	juridic	legal	ADJ;INDF;MASC;SG	ADJ
ocupând	occupying	ocupa	occupy	V;V.MSDR	V;V.MSDR
fântâna	fountain	fântână	fountain	N;DEF;FEM;SG	N;SG
diferențe	differences	diferență	difference	N;INDF;FEM;PL	N;PL
sfântă	holy	sfânt	holy	ADJ;INDF;FEM;SG	ADJ
contemporan	contemporary	contemporan	contemporary	ADJ;INDF;MASC;SG	ADJ
navy	navy	navy	navy	N;INDF;MASC;SG	N;SG
flotei	fleet	flotă	fleet	N;DEF;FEM;SG	N;SG
deceniu	decade	deceniu	decade	N;INDF;MASC;SG	N;SG
substanță	substance	substanță	substance	N;INDF;FEM;SG	N;SG
interesele	interests	interes	interest	N;DEF;FEM;PL	N;PL
biografia	bio	biografie	bio	N;DEF;FEM;SG	N;SG
biografia	biography	biografie	biography	N;DEF;FEM;SG	N;SG
copilăria	childhood	copilărie	childhood	N;DEF;FEM;SG	N;SG
lanț	chain	lanț	chain	N;INDF;MASC;SG	N;SG
poem	poem	poem	poem	N;INDF;MASC;SG	N;SG
bibliotecă	library	bibliotecă	library	N;INDF;FEM;SG	N;SG
greșeală	mistake	greșeală	mistake	N;INDF;FEM;SG	N;SG
cetăți	strongholds	cetate	stronghold	N;INDF;FEM;PL	N;PL
elementul	element	element	element	N;DEF;MASC;SG	N;SG
tabelul	table	tabel	table	N;DEF;MASC;SG	N;SG
zăpadă	snow	zăpadă	snow	N;INDF;FEM;SG	N;SG
transfer	transfer	transfer	transfer	N;INDF;MASC;SG	N;SG
vecinătatea	vicinity	vecinătate	vicinity	N;DEF;FEM;SG	N;SG
muzicieni	musicians	muzician	musician	N;INDF;MASC;PL	N;PL
asociații	associations	asociație	association	N;INDF;FEM;PL	N;PL
propuneri	proposals	propunere	proposal	N;INDF;FEM;PL	N;PL
util	useful	util	useful	ADJ;INDF;MASC;SG	ADJ
util	helpful	util	helpful	ADJ;INDF;MASC;SG	ADJ
etaj	floor	etaj	floor	N;INDF;MASC;SG	N;SG
criticilor	critics	critică	critic	N;DEF;MASC;PL	N;PL
managementul	management	management	management	N;DEF;MASC;SG	N;SG
gene	eyelashes	geană	eyelash	N;INDF;FEM;PL	N;PL
ipoteza	hypothesis	ipoteză	hypothesis	N;DEF;FEM;SG	N;SG
aventurile	adventures	avent	adventure	N;DEF;FEM;PL	N;PL
neapărat	necessarily	neapărat	necessarily	ADV	ADV
întrebare	question	întrebare	question	N;INDF;FEM;SG	N;SG
calculatoare	computers	calculator	computer	N;INDF;FEM;PL	N;PL
diametrul	diameter	diametru	diameter	N;DEF;MASC;SG	N;SG
blood	blood	blood	blood	N;INDF;MASC;SG	N;SG
monumentele	monuments	monument	monument	N;DEF;FEM;PL	N;PL
laterală	lateral	lateral	lateral	ADJ;INDF;FEM;SG	ADJ
dana	berth	dana	berth	N;DEF;FEM;SG	N;SG
legislative	legislative	legislativ	legislative	ADJ;INDF;FEM;PL	ADJ
slabă	weak	slab	weak	ADJ;INDF;FEM;SG	ADJ
pat	bed	pat	bed	N;INDF;MASC;SG	N;SG
grecii	greeks	grec	greek	N;DEF;MASC;PL	N;PL
paralele	parallel	paralel	parallel	ADJ;INDF;FEM;PL	ADJ
elev	pupil	elev	pupil	N;INDF;MASC;SG	N;SG
elev	student	elev	student	N;INDF;MASC;SG	N;SG
nervos	nervous	nervos	nervous	ADJ;INDF;MASC;SG	ADJ
mâncare	food	mâncare	food	N;INDF;FEM;SG	N;SG
campanii	campaigns	campanie	campaign	N;INDF;FEM;PL	N;PL
federale	federal	federal	federal	ADJ;INDF;FEM;PL	ADJ
realizare	realization	realizare	realization	N;INDF;FEM;SG	N;SG
realizare	achievement	realizare	achievement	N;INDF;FEM;SG	N;SG
servește	serves	servi	serve	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ban	ban	ban	ban	N;INDF;MASC;SG	N;SG
planete	planets	planetă	planet	N;INDF;FEM;PL	N;PL
blog	blog	blog	blog	N;INDF;MASC;SG	N;SG
continent	mainland	continent	mainland	N;INDF;MASC;SG	N;SG
continent	continent	continent	continent	N;INDF;MASC;SG	N;SG
secretarul	secretary	secretar	secretary	N;DEF;MASC;SG	N;SG
autorii	authors	autor	author	N;DEF;MASC;PL	N;PL
muzee	museums	muzeu	museum	N;INDF;FEM;PL	N;PL
parțială	partial	parțial	partial	ADJ;INDF;FEM;SG	ADJ
fragment	fragment	fragment	fragment	N;INDF;MASC;SG	N;SG
fragment	snippet	fragment	snippet	N;INDF;MASC;SG	N;SG
densitatea	density	densitate	density	N;DEF;FEM;SG	N;SG
botez	baptism	botez	baptism	N;INDF;MASC;SG	N;SG
botez	christening	botez	christen	N;INDF;MASC;SG	N;SG
soul	soul	sou	soul	N;INDF;MASC;SG	N;SG
coarde	strings	coardă	string	N;INDF;FEM;PL	N;PL
coarde	chords	coardă	chord	N;INDF;FEM;PL	N;PL
participare	participation	participare	participation	N;INDF;FEM;SG	N;SG
utile	useful	util	useful	ADJ;INDF;FEM;PL	ADJ
obiectivele	objectives	obiectiv	objective	N;DEF;FEM;PL	N;PL
obiectivele	goals	obiectiv	goal	N;DEF;FEM;PL	N;PL
bătălii	battles	bătală	battle	N;INDF;FEM;PL	N;PL
șir	string	șir	string	N;INDF;MASC;SG	N;SG
colonie	colony	colonie	colony	N;INDF;FEM;SG	N;SG
rea	bad	rău	bad	ADJ;INDF;FEM;SG	ADJ
pereche	pair	pereche	pair	N;INDF;FEM;SG	N;SG
marină	navy	marină	navy	N;INDF;FEM;SG	N;SG
marină	marine	marină	marine	N;INDF;FEM;SG	N;SG
vechime	seniority	vechime	seniority	N;INDF;FEM;SG	N;SG
bucăți	chunks	bucată	chunk	N;INDF;FEM;PL	N;PL
bucăți	pieces	bucată	piece	N;INDF;FEM;PL	N;PL
dispariția	disappearance	dispariție	disappearance	N;DEF;FEM;SG	N;SG
cifre	digits	cifră	digit	N;INDF;FEM;PL	N;PL
cifre	figures	cifră	figure	N;INDF;FEM;PL	N;PL
ființe	beings	ființă	being	N;INDF;FEM;PL	N;PL
implicate	involved	implicat	involved	ADJ;INDF;FEM;PL	ADJ
morală	moral	moral	moral	ADJ;INDF;FEM;SG	ADJ
brazilian	brazilian	brazilian	brazilian	ADJ;INDF;MASC;SG	ADJ
florile	flowers	floare	flower	N;DEF;FEM;PL	N;PL
noțiunea	notion	noțiune	notion	N;DEF;FEM;SG	N;SG
field	field	field	field	N;INDF;MASC;SG	N;SG
executarea	execution	executare	execution	N;DEF;FEM;SG	N;SG
ieșire	output	ieșire	output	N;INDF;FEM;SG	N;SG
ieșire	exit	ieșire	exit	N;INDF;FEM;SG	N;SG
legende	legends	legendă	legend	N;INDF;FEM;PL	N;PL
desfășurarea	deployment	desfășurare	deployment	N;DEF;FEM;SG	N;SG
accent	accent	accent	accent	N;INDF;MASC;SG	N;SG
alcool	alcohol	alcool	alcohol	N;INDF;MASC;SG	N;SG
remarcabile	remarkable	remarcabil	remarkable	ADJ;INDF;FEM;PL	ADJ
slave	slavic	slav	slavic	ADJ;INDF;FEM;PL	ADJ
moduri	ways	mod	way	N;INDF;FEM;PL	N;PL
moduri	modes	mod	mode	N;INDF;FEM;PL	N;PL
academic	academic	academic	academic	ADJ;INDF;MASC;SG	ADJ
prelucrare	processing	prelucrare	processing	N;INDF;FEM;SG	N;SG
nobil	noble	nobil	noble	ADJ;INDF;MASC;SG	ADJ
conducătorii	rulers	conducător	ruler	N;DEF;MASC;PL	N;PL
descoperiri	discoveries	descoperire	discovery	N;INDF;FEM;PL	N;PL
fundal	background	fundal	background	N;INDF;MASC;SG	N;SG
calificare	qualification	calificare	qualification	N;INDF;FEM;SG	N;SG
organele	organs	organ	organ	N;DEF;FEM;PL	N;PL
popoare	peoples	popor	people	N;INDF;FEM;PL	N;PL
fișiere	files	fișier	file	N;INDF;FEM;PL	N;PL
programele	programs	program	program	N;DEF;FEM;PL	N;PL
greșeli	mistakes	greșeală	mistake	N;INDF;FEM;PL	N;PL
autonomie	autonomy	autonomie	autonomy	N;INDF;FEM;SG	N;SG
câini	dogs	câine	dog	N;INDF;MASC;PL	N;PL
pin	pin	pin	pin	N;INDF;MASC;SG	N;SG
predominant	predominantly	predominant	predominantly	ADV	ADV
reparații	repairs	reparație	repair	N;INDF;FEM;PL	N;PL
piciorul	leg	picior	leg	N;DEF;MASC;SG	N;SG
administratori	administrators	administrator	administrator	N;INDF;MASC;PL	N;PL
administratori	admins	administrator	admin	N;INDF;MASC;PL	N;PL
groază	horror	groază	horror	N;INDF;FEM;SG	N;SG
groază	dread	groază	dread	N;INDF;FEM;SG	N;SG
opinie	opinion	opinie	opinion	N;INDF;FEM;SG	N;SG
contrast	contrast	contrast	contrast	N;INDF;MASC;SG	N;SG
asasinarea	assassination	asasinare	assassination	N;DEF;FEM;SG	N;SG
server	server	server	server	N;INDF;MASC;SG	N;SG
aerul	air	aer	air	N;DEF;MASC;SG	N;SG
globul	globe	glob	globe	N;DEF;MASC;SG	N;SG
lideri	leaders	lider	leader	N;INDF;MASC;PL	N;PL
lux	luxury	lux	luxury	N;INDF;MASC;SG	N;SG
ceremonia	ceremony	ceremonie	ceremony	N;DEF;FEM;SG	N;SG
extern	external	extern	external	ADJ;INDF;MASC;SG	ADJ
arii	arias	arie	arias	N;INDF;FEM;PL	N;PL
arii	areas	arie	area	N;INDF;FEM;PL	N;PL
lumi	worlds	lume	world	N;INDF;FEM;PL	N;PL
dezvăluie	reveals	dezvălui	reveal	V;IND;3;PRS;FIN	V;IND;SG;3;PRS;FIN
virtual	virtual	virtual	virtual	ADJ;INDF;MASC;SG	ADJ
înțelegerea	understanding	înțelegere	understanding	N;DEF;FEM;SG	N;SG
echipajul	crew	echipaj	crew	N;DEF;MASC;SG	N;SG
dispozitive	devices	dispozitiv	device	N;INDF;FEM;PL	N;PL
riscul	risk	risc	risk	N;DEF;MASC;SG	N;SG
nunta	wedding	nunta	wedding	N;DEF;FEM;SG	N;SG
protest	protest	protest	protest	N;INDF;MASC;SG	N;SG
minte	mind	minte	mind	N;INDF;FEM;SG	N;SG
contractul	contract	contract	contract	N;DEF;MASC;SG	N;SG
electoral	electoral	electoral	electoral	ADJ;INDF;MASC;SG	ADJ
agenții	agents	agent	agent	N;DEF;MASC;PL	N;PL
agenții	agencies	agent	agency	N;DEF;MASC;PL	N;PL
frecvență	frequency	frecvență	frequency	N;INDF;FEM;SG	N;SG
ochiul	eye	ochi	eye	N;DEF;MASC;SG	N;SG
colonia	colony	colonie	colony	N;DEF;FEM;SG	N;SG
recomandă	recommend	recomanda	recommend	V;IND;SG;3;PST;FIN	V;IND;FIN
agenți	agents	agent	agent	N;INDF;MASC;PL	N;PL
marcă	brand	marcă	brand	N;INDF;FEM;SG	N;SG
adoptarea	adoption	adoptare	adoption	N;DEF;FEM;SG	N;SG
supremă	supreme	suprem	supreme	ADJ;INDF;FEM;SG	ADJ
