yang	זה	yang	זה	PRO	PRO;MASC;SG;3
menutupi	מחפה	mentutupi	חיפה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menutupi	מכסה	mentutupi	כיסה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
penyiar	שדרן	pennyiar	שדרן	N;SG	N;MASC;SG
irigasi	השקיה	irigasi	השקיה	N;SG	N;FEM;SG
irigasi	שטיפה	irigasi	שטיפה	N;SG	N;FEM;SG
lintang	רוחב	lintang	רוחב	N	N;MASC;SG
lambung	קיבה	lambung	קיבה	N;SG	N;FEM;SG
pengangkatan	גובה	penangkatan	גובה	N;SG	N;MASC;SG
pengangkatan	הרמה	penangkatan	הרמה	N;SG	N;FEM;SG
pistol	אקדחים	pistol	אקדח	N	N;MASC;PL
pistol	אקדח	pistol	אקדח	N	N;MASC;SG
pistol	אקדח	pistol	אקדח	N	N;MASC;SG
pengawal	משמר	penawal	משמר	N;SG	N;MASC;SG
pengawal	שמירה	penawal	שמירה	N;SG	N;FEM;SG
menyarankan	הציע	mensarankan	הציע	V;SG;ACT	V;MASC;SG;3;PST;ACT
menyarankan	מציע	mensarankan	הציע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyarankan	מציע	mensarankan	הציע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyarankan	ממליץ	mensarankan	המליץ	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyarankan	ממליצה	mensarankan	המליץ	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menyarankan	מציע	mensarankan	הציע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menyarankan	מציעה	mensarankan	הציע	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mendengarkan	הקשבתי	mendengarkan	הקשיב	V;SG;ACT	V;SG;1;PST;ACT
mendengarkan	הקשיבה	mendengarkan	הקשיב	V;SG;ACT	V;FEM;SG;3;PST;ACT
mendengarkan	הקשיב	mendengarkan	הקשיב	V;SG;ACT	V;MASC;SG;3;PST;ACT
mendengarkan	מקשיבה	mendengarkan	הקשיב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mendengarkan	מקשיב	mendengarkan	הקשיב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mendengarkan	תקשיב	mendengarkan	תקשיב	V;SG;ACT	V;MASC;SG;2;FUT;ACT
bermanfaat	מועיל	bermanfaat	מועיל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
bermanfaat	מסייע	bermanfaat	סייע	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
bermanfaat	מועיל	bermanfaat	מועיל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
bermanfaat	מועילה	bermanfaat	הועיל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
cari	למצוא	cari	מצא	V;SG;ACT	V;NFIN;ACT
cari	תמצא	cari	מצא	V;SG;ACT	V;MASC;SG;2;FUT;ACT
cari	מצא	cari	מצא	V;SG;ACT	V;MASC;SG;3;PST;ACT
sampel	מדגם	sampel	מדגם	N;SG	N;MASC;SG
sampel	דגימה	sampel	דגימה	N;SG	N;FEM;SG
dugaan	השערה	dugaan	השערה	N;SG	N;FEM;SG
entri	כניסה	entri	כניסה	N;SG	N;FEM;SG
entri	רשומה	entri	רשומה	N;SG	N;FEM;SG
veteran	ותיקי	veteran	ותיק	N	N;PSSD;MASC;PL
koneksi	חיבור	koneksi	חיבור	N;SG	N;MASC;SG
koneksi	קשר	koneksi	קשר	N;SG	N;MASC;SG
dapur	מטבחים	dapur	מטבח	N	N;MASC;PL
dapur	מטבח	dapur	מטבח	N	N;MASC;SG
meledak	התפוצץ	menledak	התפוצץ	V;SG;ACT	V;MASC;SG;3;PST
meledak	התפוצצה	menledak	התפוצץ	V;SG;ACT	V;FEM;SG;3;PST
meledak	להתפוצץ	menledak	התפוצץ	V;SG;ACT	V;NFIN
meledak	מתפוצץ	menledak	התפוצץ	V;SG;ACT	V;MASC;SG;V.PTCP
meledak	מתפוצצת	menledak	התפוצץ	V;SG;ACT	V;FEM;SG;V.PTCP
kubah	כספות	kubah	כסף	N	N;FEM;PL
kubah	כיפה	kubah	כיפה	N	N;FEM;SG
diundang	מוזמנת	diundang	הוזמן	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
diundang	הוזמן	diundang	הוזמן	V;SG;PASS	V;MASC;SG;3;PST;PASS
diundang	הוזמנה	diundang	הוזמן	V;SG;PASS	V;FEM;SG;3;PST;PASS
diundang	מוזמן	diundang	הוזמן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
berdoa	התפלל	berdoa	התפלל	V;SG;ACT	V;MASC;SG;3;PST
berdoa	להתפלל	berdoa	התפלל	V;SG;ACT	V;NFIN
berdoa	מתפללת	berdoa	התפלל	V;SG;ACT	V;FEM;SG;V.PTCP
berdoa	מתפלל	berdoa	התפלל	V;SG;ACT	V;MASC;SG;V.PTCP
jenazah	גווייה	jenazah	גווייה	N;SG	N;FEM;SG
jenazah	גופה	jenazah	גופה	N;SG	N;FEM;SG
jenazah	גווייה	jenazah	גווייה	N;SG	N;FEM;SG
jenazah	גוף	jenazah	גוף	N;SG	N;MASC;SG
pembelian	קנייה	penbelian	קנייה	N;SG	N;FEM;SG
pembelian	רכישה	penbelian	רכישה	N;SG	N;FEM;SG
pembelian	קנייה	penbelian	קנייה	N;SG	N;FEM;SG
pembelian	רכישה	penbelian	רכישה	N;SG	N;FEM;SG
pembelian	קנייה	penbelian	קנייה	N;SG	N;FEM;SG
realitas	המציאות	realitas	המציאות	N;SG	N;FEM;SG
realitas	מציאות	realitas	מציאות	N;SG	N;FEM;SG
dijadwalkan	מתוכנן	dijadwalkan	תוכנן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
dijadwalkan	מתוזמן	dijadwalkan	מתוזמן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
beasiswa	מלגה	beasiswa	מלגה	N;SG	N;FEM;SG
beasiswa	מלגה	beasiswa	מלגה	N;SG	N;FEM;SG
konsisten	עקבית	konsisten	עקבית	ADJ;SG	ADJ;FEM;SG
diperbaiki	תוקן	diperbaiki	תוקן	V;SG;PASS	V;MASC;SG;3;PST;PASS
diperbaiki	תוקן	diperbaiki	תוקן	V;SG;PASS	V;MASC;SG;3;PST;PASS
ditingkatkan	משודרג	ditingkatkan	שודרג	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditingkatkan	השתפר	ditingkatkan	השתפר	V;SG;PASS	V;MASC;SG;3;PST
ditingkatkan	משופר	ditingkatkan	שופר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ditingkatkan	השתפרה	ditingkatkan	השתפר	V;SG;PASS	V;FEM;SG;3;PST
ditingkatkan	משופר	ditingkatkan	שופר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
farmasi	מרקחת	farmasi	מרקחת	N;SG	N;FEM;SG
kriminal	פושע	kriminal	פושע	N;SG	N;MASC;SG
kriminal	פושעת	kriminal	פושע	N;SG	N;FEM;SG
kriminal	פשע	kriminal	פשע	N;SG	N;MASC;SG
pengelola	מנהל	penkelola	מנהל	N;SG	N;MASC;SG
daring	מקוון	daring	מקוון	N	N;MASC;SG
daring	מקוונת	daring	קוון	N	N;FEM;SG
sumpah	שבועה	sumpah	שבועה	N;SG	N;FEM;SG
utuh	שלם	utuh	שלם	ADJ;SG	ADJ;MASC;SG
seratus	מאה	seratus	מאה	NUM	NUM;FEM;SG
ideal	אידיאלי	ideal	אידיאלי	ADJ;SG	ADJ;MASC;SG
terapi	תרפיה	terapi	תרפיה	N;SG	N;FEM;SG
terapi	טיפול	terapi	טיפול	N;SG	N;MASC;SG
penggerak	הנעה	pengerak	הנעה	N;SG	N;FEM;SG
penggerak	נהג	pengerak	נהג	N;SG	N;MASC;SG
relief	הקלה	relief	הקלה	N;SG	N;FEM;SG
memperkirakan	מעריך	menperkirakan	העריך	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
penentuan	נחישות	pententuan	נחישות	N;SG	N;FEM;SG
limbah	פסולת	limbah	פסולת	N;SG	N;FEM;SG
limbah	בזבוז	limbah	בזבוז	N;SG	N;MASC;SG
bercerai	התגרש	bercerai	התגרש	V;SG;ACT	V;MASC;SG;3;PST
orbital	מסלולית	orbital	מסלולית	N	N;FEM;SG
bensin	דלק	bensin	דלק	N;SG	N;MASC;SG
bantu	עזרה	bantu	עזרה	N;SG;ACT	N;FEM;SG
peluang	הזדמנות	peluang	הזדמנות	N;SG	N;FEM;SG
peluang	סיכוי	peluang	סיכוי	N;SG	N;MASC;SG
peluang	הזדמנות	peluang	הזדמנות	N;SG	N;FEM;SG
sertifikasi	הסמכה	sertifikasi	הסמכה	N;SG	N;FEM;SG
kostum	תלבושת	kostum	תלבושת	N;SG	N;FEM;SG
kostum	תחפושת	kostum	תחפושת	N;SG	N;FEM;SG
medium	מדיום	medium	מדיום	N	N;MASC;SG
medium	מדיה	medium	מדיה	N	N;MASC;SG
mencerminkan	משקף	mencerminkan	משקף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mencerminkan	לשקף	mencerminkan	שיקף	V;SG;ACT	V;NFIN;ACT
mencerminkan	משקף	mencerminkan	משקף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
dinobatkan	מוכתר	dinobatkan	הוכתר	V	V;MASC;SG;V.PTCP;PASS
koin	מטבע	koin	מטבע	N;SG	N;SG
laser	לייזרים	laser	לייזר	N	N
layang	עפיפון	layang	עפיפון	N;SG;ACT	N;MASC;SG
meluas	משתרע	menluas	השתרע	V;SG;ACT	V;MASC;SG;V.PTCP
berlatih	מתאמן	berlatih	התאמן	V;SG;ACT	V;MASC;SG;V.PTCP
berlatih	מתאמנת	berlatih	התאמן	V;SG;ACT	V;FEM;SG;V.PTCP
berlatih	מתרגלת	berlatih	מתרגלת	V;SG;ACT	V;FEM;SG;V.PTCP
berlatih	להתאמן	berlatih	התאמן	V;SG;ACT	V;NFIN
penghasilan	הכנסה	penhasilan	הכנסה	N;SG	N;FEM;SG
perhimpunan	העמותה	perhimpunan	העמותה	N;SG	N;FEM;SG
perhimpunan	איגוד	perhimpunan	איגוד	N;SG	N;MASC;SG
perhimpunan	עמותה	perhimpunan	עמותה	N;SG	N;FEM;SG
gang	כנופיה	gang	כנופיה	N	N;FEM;SG
gang	סמטה	gang	סמטה	N	N;FEM;SG
gang	כנופיות	gang	כנופיה	N	N;FEM;PL
cermin	מראה	cermin	מראה	N;SG	N;MASC;SG
deklarasi	הכרזת	deklarasi	הכרזה	N;SG	N;PSSD;FEM;SG
deklarasi	הצהרת	deklarasi	הצהרה	N;SG	N;FEM;SG
menyiapkan	מתכוננת	mensiapkan	התכונן	V;SG;ACT	V;FEM;SG;V.PTCP
menyiapkan	מתכונן	mensiapkan	התכונן	V;SG;ACT	V;MASC;SG;V.PTCP
menyiapkan	מכין	mensiapkan	הכין	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
ambil	לקחת	ambil	None	V;SG;ACT	V;NFIN
ambil	תביא	ambil	הביא	V;SG;ACT	V;MASC;SG;3;FUT;ACT
ambil	להביא	ambil	הביא	V;SG;ACT	V;NFIN;ACT
tragedi	טרגדיה	tragedi	טרגדיה	N;SG	N;FEM;SG
konservasi	שימור	konservasi	שימור	N;SG	N;MASC;SG
asmara	רומנטיקה	asmara	רומנטיקה	N;SG	N
pelopor	חלוץ	pelopor	חלוץ	N;SG	N;MASC;SG
penyerahan	שליחה	penserahan	שליחה	N;SG	N;FEM;SG
penyerahan	כניעה	penserahan	כניעה	N;SG	N;FEM;SG
paksa	כוח	paksa	כוח	N;SG;ACT	N;MASC;SG
ditawarkan	מוצעת	ditawarkan	הוצע	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
evaluasi	הערכה	evaluasi	הערכה	N;SG	N;FEM;SG
membalas	השיבה	menbalas	השיב	V;SG;ACT	V;FEM;SG;3;PST;ACT
membalas	השיב	menbalas	השיב	V;SG;ACT	V;MASC;SG;3;PST;ACT
membalas	משיבה	menbalas	משיבה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
membalas	משיב	menbalas	השיב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
terbitan	פרסום	terbitan	פרסום	N;SG	N;MASC;SG
terbitan	פרסום	terbitan	פרסום	N;SG	N;MASC;SG
proposal	הצעה	proposal	הצעה	N;SG	N;FEM;SG
lisan	מילולי	lisan	מילולי	ADJ;SG	ADJ;MASC;SG
kelemahan	חולשה	kelemahan	חולשה	N;SG	N;FEM;SG
kelemahan	החולשות	kelemahan	החולשות	N;SG	N
mengikat	מחייבת	menikat	חייב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mengikat	מחייב	menikat	חייב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
kebaikan	אדיבות	kebaikan	אדיבות	N;SG	N;FEM;SG
pandai	מחוכם	pandai	חוכם	ADJ;SG	ADJ;MASC;SG
memeluk	מחבקת	menpeluk	מחבקה	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
memeluk	מחבק	menpeluk	מחבק	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
selir	פילגש	selir	פילגש	N	N;MASC;SG
diraih	הושג	diraih	הושג	V;SG;PASS	V;MASC;SG;3;PST;PASS
diraih	הושגה	diraih	הושג	V;SG;PASS	V;FEM;SG;3;PST;PASS
grafik	טבלה	grafik	טבלה	N	N;FEM;SG
grafik	גרפים	grafik	גרף	N	N;MASC;PL
grafik	גרפיקה	grafik	גרפיקה	N	N;FEM;SG
pencapaian	הגשמה	pencapaian	הגשמה	N;SG	N;FEM;SG
pencapaian	הישג	pencapaian	הישג	N;SG	N;MASC;SG
logika	לוגיקה	logika	לוגיקה	N;SG	N;FEM;SG
logika	היגיון	logika	היגיון	N;SG	N;MASC;SG
logika	הגיון	logika	הגיון	N;SG	N;MASC;SG
ratus	מאה	ratus	מאה	NUM	NUM;FEM;SG
menjatuhkan	ירד	menjatuhkan	ירד	V;SG;ACT	V;MASC;SG;3;PST;ACT
professional	מקצועיות	professional	מקצועיות	N	N;FEM;PL
payung	מטריה	payung	מטריה	N;SG	N;FEM;SG
payung	מטרייה	payung	הטרייה	N;SG	N;FEM;SG
payung	המטרייה	payung	המטרייה	N;SG	N;FEM;SG
semoga	בתקווה	semoga	בתקווה		
biola	כינור	biola	כינור	N;SG	N;MASC;SG
kesamaan	דמיון	kesamaan	דמיון	N;SG	N;MASC;SG
kesamaan	דמיון	kesamaan	דמיון	N;SG	N;MASC;SG
pengumuman	הכרזה	penumuman	הכרזה	N;SG	N;FEM;SG
pengumuman	ההכרזה	penumuman	ההכרזה	N;SG	N;FEM;SG
pengumuman	הודעה	penumuman	הודעה	N;SG	N;FEM;SG
membakar	שורף	menbakar	שורף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membakar	לשרוף	menbakar	שרף	V;SG;ACT	V;NFIN;ACT
membakar	שורף	menbakar	שורף	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
membakar	בוערת	menbakar	בער	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
tarif	דרג	tarif	דרג	N;SG	N;MASC;SG
tarif	שיעור	tarif	שיעור	N;SG	N;MASC;SG
pengenalan	הכרות	penkenalan	הכרה	N;SG	N;FEM;SG
pengenalan	ההיכרות	penkenalan	ההיכרות	N;SG	N;FEM;SG
pengenalan	היכרות	penkenalan	היכרות	N;SG	N;FEM;SG
malu	בושה	malu	בשה		
resep	מרשם	resep	מרשם	N;SG	N;MASC;SG
asap	עשן	asap	עשן	N;SG	N;MASC;SG
perpindahan	תזוזת	perpindahan	תזוזת	N;SG	N;FEM;SG
pencetak	מדפסת	pencetak	מדפסה	N;SG	N;FEM;SG
dibubarkan	משוחרר	dibubarkan	משוחרר	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
masukan	כניסה	masukan	כניסה	N;SG	N;FEM;SG
masukan	רשומה	masukan	רשומה	N;SG	N;FEM;SG
masukan	משוב	masukan	משוב	N;SG	N;MASC;SG
punk	פרחחים	punk	פרחח	N	N;MASC;PL
perpanjangan	התחדשות	perpanjangan	התחדשות	N;SG	N;FEM;SG
perpanjangan	חידוש	perpanjangan	חידוש	N;SG	N;MASC;SG
mengidentifikasi	מזדהה	menidentifikasi	זידה	V;SG;ACT	V;MASC;SG;V.PTCP
mengidentifikasi	לזהות	menidentifikasi	זיהה	V;SG;ACT	V;NFIN;ACT
mengidentifikasi	מזדהה	menidentifikasi	זידה	V;SG;ACT	V;MASC;SG;V.PTCP
magnet	מגנט	magnet	גינט	N	N;MASC;SG
magnet	מגנטיות	magnet	מגנטית	N	N;FEM;PL
magnet	מגנטים	magnet	מגנט	N	N;MASC;PL
pendaftaran	רישום	pendaftaran	רישום	N;SG	N;MASC;SG
pendaftaran	רישום	pendaftaran	רישום	N;SG	N;MASC;SG
pendaftaran	הרשמה	pendaftaran	הרשמה	N;SG	N;FEM;SG
pendaftaran	להרשמה	pendaftaran	הרשמם	N;SG	N;FEM;SG
ekspansi	הרחבה	ekspansi	הרחבה	N;SG	N;FEM;SG
ekspansi	התרחבות	ekspansi	התרחבות	N;SG	N;FEM;SG
ekspansi	התפשטות	ekspansi	התפשטות	N;SG	N;FEM;SG
pengungsi	פליטה	penkungsi	פליט	N;SG	N;FEM;SG
jaminan	ערבות	jaminan	ערבות	N;SG	N;FEM;SG
jaminan	ערובה	jaminan	ערובה	N;SG	N;FEM;SG
eksperimen	ניסוי	eksperimen	ניסוי	N;SG	N;MASC;SG
eksperimen	נסיוני	eksperimen	נסיון	N;SG	N;MASC;SG
figur	הגזרה	figur	הגזרה	N;SG	N;FEM;SG
figur	דמות	figur	דמות	N;SG	N;FEM;SG
perselisihan	מחלוקת	perselisihan	מחלוקת	N;SG	N;FEM;SG
dituduh	הואשם	dituduh	הואשם	V;SG;PASS	V;MASC;SG;3;PST;PASS
dituduh	מואשמת	dituduh	הואשם	V;SG;PASS	V;FEM;SG;V.PTCP;PASS
dituduh	מואשם	dituduh	הואשם	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
rating	דירוג	rating	דירוג	N	N;MASC;SG
berkelanjutan	מתמשך	berkelanjutan	התמשך	V;SG;ACT	V;MASC;SG;V.PTCP
berkelanjutan	המתמשך	berkelanjutan	המתמשך	V;SG;ACT	V;MASC;SG;3;PST
berkelanjutan	מתמשך	berkelanjutan	התמשך	V;SG;ACT	V;MASC;SG;V.PTCP
berkelanjutan	מתמשכת	berkelanjutan	התמשך	V;SG;ACT	V;FEM;SG;V.PTCP
berkelanjutan	מתקבלת	berkelanjutan	התקבל	V;SG;ACT	V;FEM;SG;V.PTCP
berkelanjutan	המשיך	berkelanjutan	המשיך	V;SG;ACT	V;MASC;SG;3;PST;ACT
berkelanjutan	המשיכה	berkelanjutan	המשיך	V;SG;ACT	V;FEM;SG;3;PST;ACT
apartemen	דירה	apartemen	דירה	N;SG	N;FEM;SG
khawatir	מודאג	khawatir	מודאג	ADJ;SG	ADJ;MASC;SG
khawatir	מודאג	khawatir	מודאג	ADJ;SG	ADJ;MASC;SG
mempertimbangkan	בהתחשב	menpertimbangkan	התחשב	V;SG;ACT	V;NFIN
mempertimbangkan	שוקלת	menpertimbangkan	שקל	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
mempertimbangkan	שוקל	menpertimbangkan	שוקל	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
mempertimbangkan	תשקול	menpertimbangkan	תשקול	V;SG;ACT	V;FEM;SG;3;FUT;ACT
mempertimbangkan	לשקול	menpertimbangkan	שקל	V;SG;ACT	V;NFIN;ACT
tawanan	אסירה	tawanan	אסירה	N;SG	N;FEM;SG
menonton	לצפות	mentonton	None	V;SG;ACT	V;NFIN
menonton	צופה	mentonton	צפה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menonton	מתבונן	mentonton	התבונן	V;SG;ACT	V;MASC;SG;V.PTCP
voli	מטח	voli	מטח	N;SG	N;MASC;SG
voli	כדורעף	voli	כדורעף	N;SG	N;MASC;SG
kompetensi	כשירות	kompetensi	כשירות	N;SG	N;FEM;SG
diplomat	דיפלומט	diplomat	דיפלומט	N	N;MASC;SG
diplomat	דיפלומטים	diplomat	דיפלומט	N	N;MASC;PL
menangis	לבכות	mentangis	None	V;SG;ACT	V;NFIN
menangis	בכיתי	mentangis	בכיתי	V;SG;ACT	V;SG;1;PST;ACT
bajak	זונות	bajak	זונה	N	N;FEM;PL
penyunting	עורך	penyunting	עורך	N	N;MASC;SG
penyunting	עורכים	penyunting	ערך	N	N;MASC;PL
persimpangan	הצומת	persimpangan	הצומה	N;SG	N;FEM;SG
persimpangan	צומת	persimpangan	צומת	N;SG	N;FEM;SG
persimpangan	צומת	persimpangan	צומת	N;SG	N;FEM;SG
membangkitkan	מעורר	menbangkitkan	עורר	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
kepresidenan	הנשיאות	kepresidenan	הנשיאות	N;SG	N;FEM;SG
penyihir	קוסם	pensihir	קוסם	N;SG	N;MASC;SG
penyihir	מכשפה	pensihir	מכשפה	N;SG	N;FEM;SG
penyihir	קוסם	pensihir	קוסם	N;SG	N;MASC;SG
revolusioner	מהפכני	revolusioner	None	ADJ;SG	ADJ
investor	המשקיע	investor	המשקיע	N;SG	N;MASC;SG
entitas	הישות	entitas	הישות	N;SG	N;FEM;SG
entitas	ישות	entitas	ישות	N;SG	N;FEM;SG
dipahami	מובן	dipahami	הובן	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
celah	פער	celah	פער	N;SG	N;MASC;SG
celah	פירצה	celah	פרץ	N;SG	N;FEM;SG
kelenjar	בלוטת	kelenjar	בלוטת	N;SG	N;FEM;SG
tegak	אנכי	tegak	אנך		
tegak	אנכי	tegak	אנך		
belanja	חנות	belanja	חנות	N;SG	N;FEM;SG
tanam	יבול	tanam	יבול	N;SG;ACT	N;MASC;SG
dipelajari	למדתי	dipelajari	למד	V;SG;PASS	V;SG;1;PST
dipelajari	למד	dipelajari	למד	V;SG;PASS	V;MASC;SG;3;PST
dipelajari	למדה	dipelajari	למד	V;SG;PASS	V;FEM;SG;3;PST
dipelajari	למד	dipelajari	למד	V;SG;PASS	V;MASC;SG;3;PST
dipelajari	למדה	dipelajari	למד	V;SG;PASS	V;FEM;SG;3;PST
partisipasi	השתתפות	partisipasi	השתתפות	N;SG	N;FEM;SG
partisipasi	ההשתתפות	partisipasi	ההשתתפות	N;SG	N;FEM;SG
memeriksa	בודק	menperiksa	בדק	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
memeriksa	בודקת	menperiksa	בדק	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
hama	שרצים	hama	שרצים	N	N;MASC;PL
hama	מזיקים	hama	מזיק	N	N;MASC;PL
hama	מזיקים	hama	מזיק	N	N;MASC;PL
hama	האמה	hama	האמה	N	N;FEM;SG
membersihkan	מנקה	menbersihkan	ניקה	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
demonstrasi	הדגמה	demonstrasi	הדגמה	N;SG	N;FEM;SG
demonstrasi	הפגנה	demonstrasi	הפגנה	N;SG	N;FEM;SG
demonstrasi	הפגנה	demonstrasi	הפגנה	N;SG	N;FEM;SG
delegasi	משלחת	delegasi	משלחת	N;SG	N;FEM;SG
menyimpulkan	להסיק	mensimpulkan	הסיק	V;SG;ACT	V;NFIN;ACT
menyambut	מברכת	mensambut	בירך	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
sedih	עצוב	sedih	עצוב	ADJ;SG	ADJ;MASC;SG
sedih	עצובה	sedih	עצוב	ADJ;SG	ADJ;FEM;SG
rekayasa	הנדסה	rekayasa	הנדסה	N;SG	N;FEM;SG
benang	חוט	benang	חוט	N;SG	N;MASC;SG
bah	בהה	bah	ב		
horor	זוועות	horor	זוועה	N	N;FEM;PL
horor	זוועה	horor	זוועה	N	N;FEM;SG
horor	אימה	horor	אימה	N	N;FEM;SG
menanggapi	להגיב	mentanggapi	הגיב	V;SG;ACT	V;NFIN;ACT
menanggapi	להגיב	mentanggapi	הגיב	V;SG;ACT	V;NFIN;ACT
menanggapi	מגיב	mentanggapi	הגיב	V;SG;ACT	V;MASC;SG;V.PTCP;ACT
menanggapi	מגיבה	mentanggapi	הגיב	V;SG;ACT	V;FEM;SG;V.PTCP;ACT
menanggapi	הגיב	mentanggapi	הגיב	V;SG;ACT	V;MASC;SG;3;PST;ACT
menanggapi	הגבתי	mentanggapi	הגבתי	V;SG;ACT	V;SG;1;PST;ACT
menanggapi	הגיבה	mentanggapi	הגיב	V;SG;ACT	V;FEM;SG;3;PST;ACT
menanggapi	הגיבה	mentanggapi	הגיב	V;SG;ACT	V;FEM;SG;3;PST;ACT
menanggapi	הגיב	mentanggapi	הגיב	V;SG;ACT	V;MASC;SG;3;PST;ACT
niat	כוונה	niat	כוונה	N;SG	N;FEM;SG
niat	כוונה	niat	כוונה	N;SG	N;FEM;SG
niat	כוונת	niat	כוונה	N;SG	N;FEM;SG
mekanik	מכניקה	mekanik	מכניקה	N;SG	N;FEM;SG
mekanik	מכונאי	mekanik	מכונאי	N;SG	N;MASC;SG
mekanik	מכנית	mekanik	מכנית	N;SG	N;FEM;SG
penyedia	ספק	pensedia	ספק	N;SG	N;MASC;SG
stack	מחסנית	stack	מחסנית	N	N;FEM;SG
legal	משפטי	legal	משפטי	ADJ;SG	ADJ;MASC;SG
alfabet	האלפבית	alfabet	האלפבית	N;SG	N;FEM;SG
efisiensi	יעילות	efisiensi	יעילות	N;SG	N;FEM;SG
dikenali	זוהה	dikenali	זוהה	V;SG;PASS	V;MASC;SG;3;PST;PASS
dikenali	מזוהה	dikenali	זוהה	V;SG;PASS	V;MASC;SG;V.PTCP;PASS
ginjal	כליה	ginjal	כליה	N;SG	N;FEM;SG
ginjal	הכליה	ginjal	הכליה	N;SG	N;FEM;SG
lingkar	היקף	lingkar	היקף	N;SG;ACT	N;MASC;SG
lingkar	עיגול	lingkar	עיגול	N;SG;ACT	N;MASC;SG
lingkar	מעגל	lingkar	מעגל	N;SG;ACT	N;MASC;SG
lingkar	חוג	lingkar	חוג	N;SG;ACT	N;MASC;SG
konsultan	יועץ	konsultan	יועץ	N;SG	N;MASC;SG
konsultan	יועצת	konsultan	יועץ	N;SG	N;FEM;SG
konsultan	ייעוץ	konsultan	ייעוץ	N;SG	N;MASC;SG
migrasi	הגירה	migrasi	הגירה	N;SG	N;FEM;SG
puas	מרוצה	puas	מרוצה	ADJ;SG	ADJ;MASC;SG
camera	מצלמה	camera	מצלמה	N	N;FEM;SG
camera	המצלמה	camera	המצלם	N	N;FEM;SG
camera	מצלמת	camera	צילם	N	N;FEM;SG
aka	aka	aka	aka		
klinik	מרפאה	klinik	מרפאה	N;SG	N;FEM;SG
klinik	מרפאת	klinik	מרפאת	N;SG	N;FEM;SG
medal	מדליית	medal	מדליה	N	N;PSSD;FEM;SG
medal	עיטור	medal	עיטור	N	N;MASC;SG
medal	מדליה	medal	מדליה	N	N;FEM;SG
keramik	קדרות	keramik	קדרות	N;SG	N;FEM;SG
keramik	חרסינה	keramik	חרסינה	N;SG	N;FEM;SG
keramik	קרמיקה	keramik	קרמיקה	N;SG	N;FEM;SG
keramik	קרמיקה	keramik	קרמיקה	N;SG	N;FEM;SG
nov	נוב	nov	נוב		
kewenangan	רשות	kewenangan	רשות	N;SG	N;FEM;SG
kewenangan	סמכות	kewenangan	סמכות	N;SG	N;FEM;SG
transformers	רובוטריקים	transformers	רובוטריקי	N	N;MASC;PL
senator	סנאטור	senator	סנטור	N	N;MASC;SG
senator	סנטורים	senator	סנטור	N	N;MASC;PL
usus	מעיים	usus	מעיים	N;SG	N;MASC;SG
sosiologi	סוציולוגיה	sosiologi	סוציולוגיה	N;SG	N
