vir	pre	vir	pre	ADP	ADP;ACC
konstitusionele	ústavný	konstitusioneel	ústavný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
oopgemaak	otvorila	oopmaak	otvoriť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
tou	lano	tou	lano	N;SG	N;NOM;NEUT;SG
tou	povraz	tou	povraz	N;SG	N;INAN;NOM;MASC;SG
tou	lana	tou	lana	N;SG	N;NOM;NEUT;SG
tou	front	tou	front	N;SG	N;INAN;NOM;MASC;SG
tou	frontu	tou	front	N;SG	N;INAN;GEN;MASC;SG
verspreide	distribuované	versprei	distribuovaný	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
verspreide	rozdelené	versprei	rozdelený	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
weeshuis	sirotinci	weeshuis	sirotinec	N;SG	N;INAN;DAT;MASC;SG
ekumeniese	ekumenický	ekumenies	ekumenický	ADJ;NOM	ADJ;INAN;NOM;MASC;SG
amateur	amatér	amateur	amatér	N;SG	N;ANIM;NOM;MASC;SG
statistiese	štatistická	statisties	štatistický	ADJ;NOM	ADJ;NOM;FEM;SG
statistiese	štatistický	statisties	štatistický	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
statistiese	štatistické	statisties	štatistický	ADJ;NOM	ADJ;NOM;NEUT;SG
outobiografie	autobiografiu	outobiografie	autobiografia	N;SG	N;ACC;FEM;SG
berigte	príbehy	berigte	príbeh	N;PL	N;INAN;NOM;MASC;PL
berigte	príspevky	berigte	príspevok	N;PL	N;INAN;NOM;MASC;PL
berigte	príbehov	berigte	príbeh	N;PL	N;INAN;GEN;MASC;PL
herleef	prežívať	herleef	prežívať	V;PRS	V;IPFV;POS;NFIN
besproeiing	zavlažovanie	besproeiing	zavlažovanie	N;SG	N;NOM;NEUT;SG
konsentreer	sústrediť	konsentreer	sústrediť	V;PRS	V;PFV;POS;NFIN
voortplanting	rozmnožovanie	voortplanting	rozmnožovanie	N;SG	N;NOM;NEUT;SG
voortplanting	reprodukciu	voortplanting	reprodukcia	N;SG	N;ACC;FEM;SG
voortplanting	reprodukcia	voortplanting	reprodukcia	N;SG	N;NOM;FEM;SG
iata	iata	iata	iata	N;SG	N;NOM;NEUT;SG
ontleding	členenie	ontleding	členenie	N;SG	N;NOM;NEUT;SG
ontleding	rozdelenie	ontleding	rozdelenie	N;SG	N;NOM;NEUT;SG
ontleding	rozpis	ontleding	rozpis	N;SG	N;INAN;NOM;MASC;SG
pilare	piliere	pilaar	pilier	N;PL	N;INAN;NOM;MASC;PL
pilare	pilierov	pilaar	pilier	N;PL	N;INAN;GEN;MASC;PL
pilare	stĺpy	pilaar	stĺp	N;PL	N;INAN;NOM;MASC;PL
rynland	porýnie	rynland	porýnie	N;SG	N;NOM;NEUT;SG
werkloosheid	nezamestnanosť	werkloosheid	nezamestnanosť	N;SG	N;NOM;FEM;SG
oseanië	oceánia	oseanië	oceánia	N;SG	N;NOM;FEM;SG
oord	resort	oord	resort	N;SG	N;INAN;NOM;MASC;SG
geverf	namaľoval	verf	namaľovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
geverf	maľoval	verf	maľovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
vermoëns	schopnosťami	vermoë	schopnosť	N;PL	N;INS;FEM;PL
vermoëns	schopností	vermoë	schopnosť	N;PL	N;GEN;FEM;PL
vermoëns	schopnosti	vermoë	schopný	N;PL	N;NOM;FEM;PL
afgelewer	doručiť	aflewer	doručiť	V;PST;V.PTCP	V;PFV;POS;NFIN
afgelewer	doručila	aflewer	doručiť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
misbruik	zneužitie	misbruik	zneužitie	N;SG	N;NOM;NEUT;SG
misbruik	týranie	misbruik	týranie	N;SG	N;NOM;NEUT;SG
misbruik	zneužívanie	misbruik	zneužívanie	N;SG	N;NOM;NEUT;SG
horde	hordy	hord	horda	N;PL	N;NOM;FEM;PL
illustrasies	ilustrácie	illustrasie	ilustrácia	N;PL	N;NOM;FEM;PL
storms	búrky	storm	búrka	N;PL	N;NOM;FEM;PL
advertensies	pridania	advertensie	pridanie	N;PL	N;NOM;NEUT;PL
advertensies	inzeráty	advertensie	inzerát	N;PL	N;INAN;NOM;MASC;PL
advertensies	reklám	advertensie	reklať	N;PL	N;DAT;FEM;PL
advertensies	reklamy	advertensie	reklama	N;PL	N;NOM;FEM;PL
advertensies	inzeráty	advertensie	inzerát	N;PL	N;INAN;NOM;MASC;PL
advertensies	reklamy	advertensie	reklama	N;PL	N;NOM;FEM;PL
fasiliteite	zariadenia	fasiliteit	zariadenie	N;PL	N;NOM;NEUT;PL
reuk	čuch	reuk	čuch	N;SG	N;INAN;NOM;MASC;SG
reuk	vôňa	reuk	vôňa	N;SG	N;NOM;FEM;SG
reuk	zápach	reuk	zápach	N;SG	N;INAN;NOM;MASC;SG
wiel	koleso	wiel	koleso	N;SG	N;NOM;NEUT;SG
omgewings	prostredia	omgewing	prostredie	N;PL	N;NOM;NEUT;PL
oordra	nahradiť	oordra	nahradiť	V;PRS	V;PFV;POS;NFIN
vakke	jedincov	vak	jedinec	N;PL	N;ANIM;GEN;MASC;PL
vakke	subjekty	vak	subjekt	N;PL	N;INAN;NOM;MASC;PL
vakke	témy	vak	téma	N;PL	N;NOM;FEM;PL
vakke	jedinci	vak	jedinec	N;PL	N;ANIM;NOM;MASC;PL
vakke	predmety	vak	predmet	N;PL	N;INAN;NOM;MASC;PL
wysheid	múdrosť	wysheid	múdrosť	N;SG	N;NOM;FEM;SG
wysheid	múdrosti	wysheid	múdrosť	N;SG	N;NOM;FEM;SG
newels	hmlovín	newels	hmlovina	N;PL	N;GEN;FEM;PL
definisies	vymedzenia	definisie	vymedzenie	N;PL	N;NOM;NEUT;PL
definisies	definície	definisie	definícia	N;PL	N;NOM;FEM;PL
opbrengs	výnosu	opbreng	výnos	N;SG	N;INAN;GEN;MASC;SG
opbrengs	výnos	opbreng	výnos	N;SG	N;INAN;NOM;MASC;SG
opbrengs	výťažok	opbreng	výťažok	N;SG	N;INAN;NOM;MASC;SG
opbrengs	výťažnosť	opbreng	výťažnosť	N;SG	N;NOM;FEM;SG
spoorweg	železnica	spoorweg	železnica	N;SG	N;NOM;FEM;SG
spoorweg	železnica	spoorweg	železnica	N;SG	N;NOM;FEM;SG
moeilikheid	náročnosť	moeilikheid	náročnosť	N;SG	N;NOM;FEM;SG
fasade	fasáda	fasade	fasád	N;SG	N;NOM;FEM;SG
slagting	masaker	slagting	masaker	N;SG	N;INAN;NOM;MASC;SG
mid	polovici	mid	polovica	N;SG	N;DAT;FEM;SG
informasie	informovanie	informasie	informovanie	N;SG	N;NOM;NEUT;SG
informasie	informácia	informasie	informácia	N;SG	N;NOM;FEM;SG
geïntegreerde	integrované	integreer	integrovaný	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
geïntegreerde	integrovaný	integreer	integrovaný	ADJ;NOM	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
geïntegreerde	integrovaná	integreer	integrovaný	ADJ;NOM	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
vennootskap	partnerstvo	vennootskap	partnerstvo	N;SG	N;NOM;NEUT;SG
instandhouding	zachovanie	instandhouding	zachovanie	N;SG	N;NOM;NEUT;SG
instandhouding	údržba	instandhouding	údržba	N;SG	N;NOM;FEM;SG
instandhouding	udržiavanie	instandhouding	udržiavanie	N;SG	N;NOM;NEUT;SG
instandhouding	údržbu	instandhouding	údržba	N;SG	N;ACC;FEM;SG
stoom	para	stoom	para	N;SG	N;NOM;FEM;SG
realisme	realizmus	realisme	realizmus	N;SG	N;INAN;NOM;MASC;SG
kompetisies	súťaže	kompetisie	súťaž	N;PL	N;NOM;FEM;PL
kompetisies	súťaží	kompetisie	súťaž	N;PL	N;GEN;FEM;PL
astronomiese	astronomické	astronomies	astronomický	ADJ;NOM	ADJ;NOM;NEUT;SG
woonplek	bydlisko	woonplek	bydlisko	N;SG	N;NOM;NEUT;SG
woonplek	pobyt	woonplek	pobyt	N;SG	N;INAN;NOM;MASC;SG
missie	poslanie	missie	poslanie	N;SG	N;NOM;NEUT;SG
missie	misia	missie	misia	N;SG	N;NOM;FEM;SG
missie	poslaním	missie	poslanie	N;SG	N;INS;NEUT;SG
markus	značka	markus	značka	N;SG	N;NOM;FEM;SG
toegewyde	venované	toewy	venovaný	ADJ;NOM	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
toegewyde	oddaná	toewy	oddaný	ADJ;NOM	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
toegewyde	oddaný	toewy	oddaný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
toegewyde	venovaná	toewy	venovaný	ADJ;NOM	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
snit	koľaj	snit	koľať	N;SG	N;NOM;FEM;SG
snit	trať	snit	trať	N;SG	N;NOM;FEM;SG
bangladesj	bangladéši	banglade	bangladéš	ADJ;NOM	ADJ;NOM;NEUT;SG
gesprekke	konverzie	gesprek	konverzia	N;PL	N;NOM;FEM;PL
gesprekke	rozhovory	gesprek	rozhovor	N;PL	N;INAN;NOM;MASC;PL
gesprekke	konverzácie	gesprek	konverzácia	N;PL	N;NOM;FEM;PL
bedeling	dišpenz	bedeling	dišpenz	N;SG	N;NOM;MASC;SG
operasies	operácie	operasie	operácia	N;PL	N;NOM;FEM;PL
sportsoorte	športy	sportsoort	šport	N;PL	N;INAN;NOM;MASC;PL
swangerskap	tehotenstvo	swangerskap	tehotenstvo	N;SG	N;NOM;NEUT;SG
swangerskap	gravidita	swangerskap	gravidita	N;SG	N;NOM;FEM;SG
swangerskap	materstvo	swangerskap	materstvo	N;SG	N;NOM;NEUT;SG
vonnis	rozsudok	vonnis	rozsudok	N;SG	N;INAN;NOM;MASC;SG
vonnis	úsudok	vonnis	úsudok	N;SG	N;INAN;NOM;MASC;SG
breuk	vina	breuk	vina	N;SG	N;NOM;FEM;SG
breuk	zlomok	breuk	zlomok	N;SG	N;INAN;NOM;MASC;SG
breuk	frakcia	breuk	frakcia	N;SG	N;NOM;FEM;SG
besighede	firmy	besigheid	firma	N;PL	N;NOM;FEM;PL
besighede	podniky	besigheid	podnik	N;PL	N;INAN;NOM;MASC;PL
postuum	posmrtnú	postuum	posmrtný	N;SG	N;NOM;FEM;SG
huur	prenajať	huur	prenajať	V;PRS	V;IPFV;POS;NFIN
afgehandel	skončili	afhandel	skončiť	V;PST;V.PTCP	V;PFV;MASC;PL;POS;PST;V.PTCP
afgehandel	skončil	afhandel	skončiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
afgehandel	vyplniť	afhandel	vyplniť	V;PST;V.PTCP	V;PFV;POS;NFIN
afgehandel	dokončiť	afhandel	dokončiť	V;PST;V.PTCP	V;PFV;POS;NFIN
blaaie	strán	blaaie	strana	N;PL	N;GEN;FEM;PL
blaaie	strany	blaaie	strana	N;PL	N;NOM;FEM;PL
blaaie	stránky	blaaie	stránka	N;PL	N;NOM;FEM;PL
blaaie	stránkach	blaaie	stránka	N;PL	N;GEN;FEM;PL
blaaie	stránok	blaaie	stránka	N;PL	N;GEN;FEM;PL
instruksies	pokyny	instruksie	pokyn	N;PL	N;INAN;NOM;MASC;PL
instruksies	inštrukcie	instruksie	inštrukcia	N;PL	N;NOM;FEM;PL
kosmiese	kozmické	kosmies	kozmický	ADJ;NOM	ADJ;NOM;NEUT;SG
beeldhouwerk	socha	beeldhouwerk	socha	N;SG	N;NOM;FEM;SG
trofee	trofej	trofee	trofej	N;SG	N;ACC;FEM;SG
breedtegraad	šírka	breedtegraad	šírka	N;SG	N;NOM;FEM;SG
strategie	stratégia	strategie	stratégia	N;SG	N;NOM;FEM;SG
strategie	stratégiu	strategie	stratégia	N;SG	N;ACC;FEM;SG
strategie	stratégii	strategie	stratégia	N;SG	N;DAT;FEM;SG
lippe	pery	lip	pera	N;PL	N;NOM;FEM;PL
lippe	pier	lip	pier	N;PL	N;GEN;FEM;PL
draak	draka	draak	drak	N;SG	N;ANIM;ACC;MASC;SG
draak	dračí	draak	dračiť	N;SG	N;ANIM;NOM;MASC;SG
reëlings	plánov	reëling	plán	N;PL	N;INAN;GEN;MASC;PL
reëlings	plány	reëling	plán	N;PL	N;INAN;NOM;MASC;PL
hellenistiese	helenistická	hellenisties	helenistický	ADJ;NOM	ADJ;NOM;FEM;SG
presidente	predsedovia	president	predsedovie	N;PL	N;ANIM;NOM;MASC;PL
presidente	predsedov	president	predsedov	N;PL	N;INAN;NOM;MASC;PL
presidente	prezidentov	president	prezident	N;PL	N;ANIM;GEN;MASC;PL
biblioteke	knižnice	bibliotek	knižnica	N;PL	N;NOM;FEM;PL
pleeg	zaviaže	pleeg	zaviazať	V;PRS	V;PFV;IND;SG;3;POS;PRS;FIN
pleeg	zaväzuje	pleeg	zaväzovať	V;PRS	V;IPFV;IND;SG;3;POS;PRS;FIN
pleeg	konzultovať	pleeg	konzultovať	V;PRS	V;IPFV;POS;NFIN
bid	modliť	bid	modliť	V;PRS	V;IPFV;POS;NFIN
bolivië	bolívia	bolivië	bolíviť	N;SG	N;NOM;FEM;SG
ongewerweldes	bezstavovce	ongewerwelde	bezstavovec	N;PL	N;INAN;NOM;MASC;PL
ongewerweldes	bezstavovcov	ongewerwelde	bezstavovec	N;PL	N;ANIM;GEN;MASC;PL
kliënte	klienti	kliënt	klient	N;PL	N;ANIM;NOM;MASC;PL
kliënte	klientov	kliënt	klient	N;PL	N;ANIM;GEN;MASC;PL
kliënte	klientmi	kliënt	klient	N;PL	N;INAN;INS;MASC;PL
maagd	panna	maagd	panna	N;SG	N;NOM;FEM;SG
dames	dámske	dame	dámsky	N;PL	N;NOM;FEM;PL
dames	dámy	dame	dámy	N;PL	N;NOM;FEM;PL
moordenaar	vraha	moordenaar	vraha	N;SG	N;ANIM;ACC;MASC;SG
moordenaar	zabijak	moordenaar	zabijak	N;SG	N;ANIM;NOM;MASC;SG
moordenaar	vrahyňa	moordenaar	vrahyňa	N;SG	N;NOM;FEM;SG
moordenaar	vrah	moordenaar	vrah	N;SG	N;ANIM;NOM;MASC;SG
sangers	spevákov	sangers	spevák	N;PL	N;ANIM;ACC;MASC;PL
onsekerheid	neistota	onsekerheid	neistota	N;SG	N;NOM;FEM;SG
onsekerheid	nepresnosť	onsekerheid	nepresnosť	N;SG	N;NOM;FEM;SG
onsekerheid	neistotu	onsekerheid	neistota	N;SG	N;ACC;FEM;SG
sekerheid	sebavedomie	sekerheid	sebavedomie	N;SG	N;NOM;NEUT;SG
sekerheid	dôvera	sekerheid	dôvera	N;SG	N;NOM;FEM;SG
sekerheid	dôveru	sekerheid	dôvera	N;SG	N;ACC;FEM;SG
druiwe	hrozna	druif	hrozna	N;SG	N;NOM;FEM;SG
druiwe	hrozno	druif	hrozno	N;SG	N;NOM;NEUT;SG
druiwe	hrozna	druif	hrozna	N;SG	N;NOM;FEM;SG
druiwe	hrozno	druif	hrozno	N;SG	N;NOM;NEUT;SG
metgesel	partner	metgesel	partner	N;SG	N;ANIM;NOM;MASC;SG
metgesel	partnera	metgesel	partner	N;SG	N;ANIM;ACC;MASC;SG
metgesel	partnerka	metgesel	partnerka	N;SG	N;NOM;FEM;SG
metgesel	spoločník	metgesel	spoločník	N;SG	N;ANIM;NOM;MASC;SG
banknote	bankovka	banknote	bankovka	N;SG	N;NOM;FEM;SG
kubaanse	kubánske	kubaans	kubánsky	ADJ;NOM	ADJ;NOM;NEUT;SG
verbranding	spaľovanie	verbranding	spaľovanie	N;SG	N;NOM;NEUT;SG
middag	popoludnie	middag	popoludnie	N;SG	N;NOM;NEUT;SG
maklike	ľahké	maklik	ľahký	ADJ;NOM	ADJ;NOM;NEUT;SG
maklike	jednoduché	maklik	jednoduchý	ADJ;NOM	ADJ;NOM;NEUT;SG
proton	protón	proton	protón	N;SG	N;INAN;NOM;MASC;SG
verrigtinge	konania	verrigting	konanie	N;PL	N;NOM;NEUT;PL
penis	penis	penis	penis	N;SG	N;INAN;NOM;MASC;SG
penis	penisu	penis	penis	N;SG	N;INAN;GEN;MASC;SG
gaste	účastníkov	gas	účastník	N;PL	N;ANIM;ACC;MASC;PL
gaste	účastníci	gas	účastník	N;PL	N;ANIM;NOM;MASC;PL
gaste	hostí	gas	hostiť	N;PL	N;ANIM;ACC;MASC;PL
gaste	hosťom	gas	hosť	N;PL	N;ANIM;DAT;MASC;PL
gaste	hostia	gas	hosť	N;PL	N;ANIM;NOM;MASC;PL
kombinasies	kombinácie	kombinasie	kombinácia	N;PL	N;NOM;FEM;PL
fonetiese	fonetické	foneties	fonetický	ADJ;NOM	ADJ;NOM;NEUT;SG
gevangene	väzeň	gevang	väzeň	N;SG	N;ANIM;NOM;MASC;SG
blokke	bloky	blok	blok	N;PL	N;INAN;NOM;MASC;PL
blokke	blokov	blok	blok	N;PL	N;INAN;GEN;MASC;PL
migreer	migrovať	migreer	migrovať	V;PRS	V;IPFV;POS;NFIN
verslaggewer	reportér	verslaggewer	reportér	N;SG	N;ANIM;NOM;MASC;SG
verslaggewer	reportérka	verslaggewer	reportérka	N;SG	N;NOM;FEM;SG
aanbeveling	odporúčanie	aanbeveling	odporúčanie	N;SG	N;NOM;NEUT;SG
uitslae	výsledkoch	uitslag	výsledok	N;PL	N;INAN;INS;MASC;PL
uitslae	výsledky	uitslag	výsledok	N;PL	N;INAN;NOM;MASC;PL
uitslae	výsledkov	uitslag	výsledok	N;PL	N;INAN;GEN;MASC;PL
uitslae	vysledky	uitslag	vysledok	N;PL	N;INAN;NOM;MASC;PL
tone	prsty	tone	prst	N;PL	N;INAN;NOM;MASC;PL
swaard	meč	swaard	meč	N;SG	N;INAN;NOM;MASC;SG
behuising	ubytovanie	behuising	ubytovanie	N;SG	N;NOM;NEUT;SG
behuising	bývanie	behuising	bývanie	N;SG	N;NOM;NEUT;SG
hospitale	nemocnice	hospitaal	nemocnica	N;PL	N;NOM;FEM;PL
hospitale	nemocníc	hospitaal	nemocníca	N;PL	N;GEN;FEM;PL
wallonië	valónsko	wallonië	valónsko	N;SG	N;NOM;NEUT;SG
lane	lane	lane	lana	N;SG	N;NOM;FEM;SG
lane	pruh	lane	pruh	N;SG	N;INAN;NOM;MASC;SG
beserings	úrazy	besering	úraz	N;PL	N;INAN;NOM;MASC;PL
beserings	poranenia	besering	poranenie	N;PL	N;NOM;NEUT;PL
beserings	zranení	besering	zranenie	N;PL	N;NOM;NEUT;PL
beserings	zranenia	besering	zranenie	N;PL	N;NOM;NEUT;PL
gesink	potopila	gesink	potopiť	V;PST;V.PTCP	V;PFV;FEM;SG;POS;PST;V.PTCP
gesink	potopil	gesink	potopiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
kodes	kódy	kode	kód	N;PL	N;INAN;NOM;MASC;PL
skok	šoku	skok	šok	N;SG	N;INAN;GEN;MASC;SG
skok	šok	skok	šok	N;SG	N;INAN;NOM;MASC;SG
oorwin	poraziť	oorwin	poraziť	V;PRS	V;PFV;POS;NFIN
groepering	zoskupenia	groepering	zoskupenie	N;PL	N;NOM;NEUT;PL
prosedure	postup	prosedure	postup	N;SG	N;INAN;NOM;MASC;SG
prosedure	konanie	prosedure	konanie	N;SG	N;NOM;NEUT;SG
aanpassing	prispôsobenie	aanpassing	prispôsobenie	N;SG	N;NOM;NEUT;SG
aanpassing	prispôsobovanie	aanpassing	prispôsobovanie	N;SG	N;NOM;NEUT;SG
luislang	python	luislang	python	N;SG	N;INAN;NOM;MASC;SG
pyp	fajka	pyp	fajka	N;SG	N;NOM;FEM;SG
pyp	potrubie	pyp	potrubie	N;SG	N;NOM;NEUT;SG
pyp	rúra	pyp	rúra	N;SG	N;NOM;FEM;SG
opneem	zaznamenávať	opneem	zaznamenávať	V;PRS	V;IPFV;POS;NFIN
opneem	zaznamenať	opneem	zaznamenať	V;PRS	V;PFV;POS;NFIN
opneem	nahrať	opneem	nahrať	V;PRS	V;PFV;POS;NFIN
gewag	čakať	gewag	čakať	V;PST;V.PTCP	V;IPFV;POS;NFIN
mol	mol	mol	môl		
koppie	šálka	koppie	šálka	N;SG	N;NOM;FEM;SG
koppie	hrnček	koppie	hrnček	N;SG	N;INAN;NOM;MASC;SG
koppie	pohár	koppie	pohár	N;SG	N;INAN;NOM;MASC;SG
koppie	pohára	koppie	pohár	N;SG	N;INAN;GEN;MASC;SG
vlam	plameňa	vlam	plameň	N;SG	N;INAN;GEN;MASC;SG
vlam	plameň	vlam	plameň	N;SG	N;INAN;NOM;MASC;SG
judaïsme	judaizmus	judaïsme	judaizmus	N;SG	N;INAN;NOM;MASC;SG
gewaarsku	varovali	gewaarsku	varovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
gewaarsku	varovala	gewaarsku	varovať	V;PST;V.PTCP	V;IPFV;FEM;SG;POS;PST;V.PTCP
gewaarsku	varoval	gewaarsku	varovať	V;PST;V.PTCP	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
katoen	bavlnu	katoen	bavln	N;SG	N;ACC;FEM;SG
katoen	bavlna	katoen	bavon	N;SG	N;NOM;FEM;SG
ministerie	ministerstvo	ministerie	ministerstvo	N;SG	N;NOM;NEUT;SG
ministerie	ministerstvu	ministerie	ministerstvo	N;SG	N;DAT;NEUT;SG
voed	kŕmiť	voed	kŕmiť	V;PRS	V;IPFV;POS;NFIN
webwerwe	lokality	webwerwe	lokalita	N;PL	N;NOM;FEM;PL
webwerwe	stránky	webwerwe	stránka	N;PL	N;NOM;FEM;PL
webwerwe	stránok	webwerwe	stránka	N;PL	N;GEN;FEM;PL
bedoeling	zámer	bedoeling	zámer	N;SG	N;INAN;NOM;MASC;SG
bedoeling	úmysel	bedoeling	úmysel	N;SG	N;INAN;NOM;MASC;SG
transformasie	premena	transformasie	premena	N;SG	N;NOM;FEM;SG
transformasie	transformácia	transformasie	transformácia	N;SG	N;NOM;FEM;SG
assosiasie	asociácia	assosiasie	asociácia	N;SG	N;NOM;FEM;SG
assosiasie	združenie	assosiasie	združenie	N;SG	N;NOM;NEUT;SG
verf	namaľovať	verf	namaľovať	V;PRS	V;IPFV;POS;NFIN
verf	maľovať	verf	maľovať	V;PRS	V;IPFV;POS;NFIN
grafiek	graf	grafiek	graf	N;SG	N;INAN;NOM;MASC;SG
sondae	nedele	sondae	dielo	N;PL	N;NOM;FEM;PL
lyke	represie	lyak	represia	N;PL	N;NOM;FEM;PL
restourasie	obnova	restourasie	obnova	N;SG	N;NOM;FEM;SG
restourasie	obnovenie	restourasie	obnovenie	N;SG	N;NOM;NEUT;SG
oekraïners	ukrajinci	oekrainer	ukrajinec	N;PL	N;ANIM;NOM;MASC;PL
ruiter	rytiera	ruiter	rytier	N;SG	N;ANIM;ACC;MASC;SG
ruiter	rytier	ruiter	rytier	N;SG	N;ANIM;NOM;MASC;SG
ruiter	jazdec	ruiter	jazdec	N;SG	N;ANIM;NOM;MASC;SG
uitgestel	odložiť	uitstel	odložiť	V;PST;V.PTCP	V;PFV;POS;NFIN
uitgestel	odložili	uitstel	odložiť	V;PST;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
meng	miešať	meng	miešať	V;PRS	V;IPFV;POS;NFIN
meng	zmiešať	meng	zmiešať	V;PRS	V;PFV;POS;NFIN
voorreg	privilégium	voorreg	privilégium	N;SG	N;NOM;NEUT;SG
bewussyn	svedomie	bewussyn	svedomie	N;SG	N;NOM;NEUT;SG
bewussyn	vedomie	bewussyn	vedomie	N;SG	N;NOM;NEUT;SG
beligting	osvetlenie	beligting	osvetlenie	N;SG	N;NOM;NEUT;SG
werkwoorde	slovesá	werkwoord	slovesý	N;PL	N;NOM;NEUT;PL
israeliese	izraelský	israelies	izraelský	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
israeliese	izraelské	israelies	izraelský	ADJ;NOM	ADJ;NOM;NEUT;SG
joernaliste	novinári	joernalis	novinár	N;PL	N;ANIM;NOM;MASC;PL
joernaliste	novinárov	joernalis	novinár	N;PL	N;ANIM;ACC;MASC;PL
duiwel	diabla	duiwel	diabol	N;SG	N;ANIM;NOM;MASC;SG
duiwel	čert	duiwel	čert	N;SG	N;ANIM;NOM;MASC;SG
duiwel	diabol	duiwel	diabnuť	N;SG	N;ANIM;NOM;MASC;SG
oplos	rozpustiť	oplos	rozpustiť	V;PRS	V;PFV;POS;NFIN
oplos	rozpustí	oplos	rozpustiť	V;PRS	V;PFV;IND;SG;3;POS;PRS;FIN
voorgrond	popredí	voorgrond	popredie	N;SG	N;NOM;NEUT;SG
hantering	zaobchádzanie	hantering	zaobchádzanie	N;SG	N;NOM;NEUT;SG
hantering	manipulácia	hantering	manipulácia	N;SG	N;NOM;FEM;SG
regverdig	odôvodniť	regverdig	odôvodniť	V;PRS	V;PFV;POS;NFIN
regverdig	zdôvodniť	regverdig	zdôvodniť	V;PRS	V;PFV;POS;NFIN
vrouens	ženy	vrou	žena	N;PL	N;NOM;FEM;PL
vrouens	žien	vrou	žena	N;PL	N;GEN;FEM;PL
vrouens	dámske	vrou	dámsky	N;PL	N;NOM;FEM;PL
metaan	metánu	metaan	metán	N;SG	N;INAN;GEN;MASC;SG
metaan	metán	metaan	metán	N;SG	N;INAN;NOM;MASC;SG
openbaring	spotrebiteľa	openbaring	spotrebiteľ	N;SG	N;ANIM;ACC;MASC;SG
openbaring	spotrebiteľ	openbaring	spotrebiteľ	N;SG	N;ANIM;NOM;MASC;SG
maandelikse	ročné	maandeliks	ročný	ADJ;NOM	ADJ;NOM;NEUT;SG
maandelikse	ročný	maandeliks	ročný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
maandelikse	mesačná	maandeliks	mesačný	ADJ;NOM	ADJ;NOM;FEM;SG
maandelikse	mesačné	maandeliks	mesačný	ADJ;NOM	ADJ;NOM;NEUT;SG
maandelikse	mesačný	maandeliks	mesačný	ADJ;NOM	ADJ;ANIM;NOM;MASC;SG
palestynse	palestínske	palestyns	palestínsky	ADJ;NOM	ADJ;NOM;NEUT;SG
regulasies	nariadenia	regulasie	nariadenie	N;PL	N;NOM;NEUT;PL
regulasies	predpisy	regulasie	predpis	N;PL	N;INAN;NOM;MASC;PL
regulasies	nariadení	regulasie	nariadenie	N;PL	N;NOM;NEUT;PL
regulasies	regulácie	regulasie	regulácia	N;PL	N;NOM;FEM;PL
handelaar	predajňu	handelaar	predajňa	N;SG	N;ACC;FEM;SG
waarsku	upozorniť	waarsku	upozorniť	V;PRS	V;PFV;POS;NFIN
waarsku	varovať	waarsku	varovať	V;PRS	V;IPFV;POS;NFIN
deskundiges	odborníci	deskundige	odborník	N;PL	N;ANIM;NOM;MASC;PL
deskundiges	odborníkov	deskundige	odborník	N;PL	N;ANIM;ACC;MASC;PL
deskundiges	expertov	deskundige	expert	N;PL	N;INAN;GEN;MASC;PL
deskundiges	experti	deskundige	expert	N;PL	N;ANIM;NOM;MASC;PL
pattinson	pattinson	pattinson	pattinson	N;SG	N;ANIM;NOM;MASC;SG
rotte	potkany	rot	potkan	N;PL	N;INAN;NOM;MASC;PL
rotte	krysy	rot	krys	N;PL	N;INAN;NOM;MASC;PL
rotte	potkanov	rot	potkan	N;PL	N;INAN;GEN;MASC;PL
kook	varenie	kook	varenie	N;SG	N;NOM;NEUT;SG
soogdier	cicavec	soogdier	cicavec	N;SG	N;ANIM;NOM;MASC;SG
kreatiwiteit	kreativitu	kreatiwiteit	kreativita	N;SG	N;ACC;FEM;SG
