年	ano	年	ano	N	N
指甲	unllas	指甲	unlla	N	N
指甲	cravos	指甲	cravo	N	N
滑鼠	rato	滑鼠	rato	N	N
水族	acuario	水族	acuario	N	N
更	máis	更	máis	ADV	ADV
飲酒	bebendo	飲酒	beber	V	V
飲酒	beber	飲酒	beber	V	V
捕魚	pescar	捕魚	pescar	V	V
按鍵	chaves	按鍵	chave	N	N
按鍵	botón	按鍵	botón	N	N
獸	veterinario	獸	veterinario	N	N
暴風	treboada	暴風	treboar	N	N
現實	realismo	現實	realismo	N	N
呼喊	berran	呼喊	berrar	V	V
單簧	clarinete	單簧	clarinete	N	N
過量	exceso	過量	exceso	N	N
磨坊	fábrica	磨坊	fábrica	N	N
磨坊	muíño	磨坊	muíño	N	N
錢幣	moeda	錢幣	moeda	N	N
悲慘	miserábel	悲慘	miserábel	ADJ	ADJ
悲慘	tráxico	悲慘	tráxico	ADJ	ADJ
悲慘	tráxica	悲慘	tráxica	ADJ	ADJ
情婦	señora	情婦	señor	N	N
情婦	patroa	情婦	patroa	N	N
醉酒	bébedo	醉酒	bébedo	N	N
醉酒	bébeda	醉酒	bébeda	N	N
醉酒	emborracheime	醉酒	emborracheime	N	N
聆聽	escoitan	聆聽	escoitar	V	V
聆聽	escoiten	聆聽	escoitar	V	V
聆聽	escoitar	聆聽	escoitar	V	V
聆聽	escoitando	聆聽	escoitar	V	V
聆聽	escoitamos	聆聽	escoitar	V	V
海島	illa	海島	illa	N	N
氛圍	atmosfera	氛圍	atmosfera	N	N
氛圍	ambiente	氛圍	ambiente	N	N
自私	egoísta	自私	egoísta	N	N
擷取	capturar	擷取	capturar	V	V
專業	profesionais	專業	profesional	N	N
支票	cheque	支票	cheque	N	N
廢墟	ruínas	廢墟	ruína	N	N
水兵	mariñeiro	水兵	mariñeiro	N	N
頭痛	cabeza	頭痛	cabeza	N	N
頭痛	dor	頭痛	dor	N	N
替代	substituír	替代	substituír	V	V
浮游	plancto	浮游	plancto	N	N
常態	normais	常態	normal	N	N
禱告	rezo	禱告	rezo	N	N
禱告	oracións	禱告	oración	N	N
禱告	oración	禱告	oración	N	N
拼圖	crebacabezas	拼圖	crebacabezas	N	N
拼圖	puzzle	拼圖	puzzle	N	N
理智	cordura	理智	cordura	N	N
份量	peso	份量	peso	N	N
份量	importancia	份量	importancia	N	N
臨界	crítica	臨界	crítica	N	N
領養	adopte	領養	adoptar	V	V
誠實	honestidade	誠實	honestidade	N	N
誠實	honestos	誠實	honesto	N	N
誠實	verdade	誠實	verdade	N	N
誠實	sincero	誠實	sincero	N	N
誠實	honesto	誠實	honesto	N	N
戲法	truco	戲法	truco	N	N
治癒	cura	治癒	curo	N	N
治癒	curación	治癒	curación	N	N
屁股	cu	屁股	cu	N	N
採礦	minería	採礦	minería	N	N
表妹	primo	表妹	primo	N	N
表妹	curmán	表妹	curmán	N	N
緋聞	escándalo	緋聞	escándalo	N	N
計數	conta	計數	conta	N	N
勺	culler	勺	culler	N	N
鏡子	espellos	鏡子	espello	N	N
鏡子	espello	鏡子	espello	N	N
醫務	medicina	醫務	medicina	N	N
醫務	médico	醫務	médico	N	N
醫務	médicos	醫務	médico	N	N
醫務	médica	醫務	médica	N	N
岸邊	costa	岸邊	costa	N	N
鴿	pomba	鴿	pomba	N	N
法醫	xuíz	法醫	xuíz	N	N
法醫	forense	法醫	forense	N	N
評比	cualificacións	評比	cualificación	N	N
評比	avaliacións	評比	avaliación	N	N
評比	cualificación	評比	cualificación	N	N
優越	superior	優越	superior	ADJ	ADJ
優越	superiores	優越	superior	ADJ	ADJ
水族	acuario	水族	acuario	N	N
迴路	circuíto	迴路	circuíto	N	N
通風	ventilación	通風	ventilación	N	N
數列	secuencia	數列	secuencia	N	N
獎品	premios	獎品	premio	N	N
獎品	nobel	獎品	nobel	N	N
獎品	premio	獎品	premio	N	N
難過	tristes	難過	triste	N	N
黑名	lista	黑名	lista	N	N
黑名	negra	黑名	negro	N	N
磁鐵	imáns	磁鐵	imán	N	N
深信	convencido	深信	convencer	V	V
程式	programación	程式	programación	N	N
絲綢	seda	絲綢	sedo	N	N
小刀	coitelo	小刀	coitelo	N	N
小刀	navalla	小刀	navalla	N	N
肉類	carne	肉類	carne	N	N
內衣	lencería	內衣	lencería	N	N
面孔	rostros	面孔	rostro	N	N
面孔	caras	面孔	cara	N	N
迴圈	círculo	迴圈	círculo	N	N
迴圈	ciclo	迴圈	ciclo	N	N
迴圈	acople	迴圈	acoplar	N	N
迴圈	volta	迴圈	volta	N	N
悲哀	tristes	悲哀	triste	N	N
佛祖	buda	佛祖	buda	N	N
住家	fogar	住家	fogar	N	N
住家	casa	住家	casa	N	N
住家	á	住家	á	N	N
住家	na	住家	na	N	N
住家	casas	住家	casa	N	N
住家	vivendas	住家	vivenda	N	N
住家	casa	住家	casa	N	N
住家	fogares	住家	fogar	N	N
住家	atención	住家	atención	N	N
院子	patio	院子	patio	N	N
院子	xardín	院子	xardír	N	N
院子	pendente	院子	pendente	N	N
膝蓋	xeonllo	膝蓋	xeonllo	N	N
膝蓋	xeonllos	膝蓋	xeonllo	N	N
狂	salvaxe	狂	salvaxe	N	N
狂	salvaxes	狂	salvaxe	N	N
午	tarde	午	tarde	N	N
午	bos	午	bo	N	N
午	tardes	午	tarde	N	N
跌	caer	跌	caer	V	V
肚子	estómago	肚子	estómago	N	N
肚子	estómago	肚子	estómago	N	N
肚子	ventre	肚子	ventrar	N	N
肚子	barriga	肚子	barriga	N	N
西裝	traxes	西裝	traxe	N	N
西裝	traxe	西裝	traxar	N	N
遺孀	viúva	遺孀	viúva	N	N
溫室	invernadoiro	溫室	invernadoiro	N	N
禮服	traxes	禮服	traxe	N	N
禮服	roupa	禮服	roupa	N	N
計量	medida	計量	medida	N	N
衰老	envellecemento	衰老	envellecemento	N	N
胸口	peito	胸口	peito	N	N
咽喉	gorxa	咽喉	gorxa	N	N
乾淨	limpa	乾淨	limpo	ADJ	ADJ
乾淨	limpo	乾淨	limpo	ADJ	ADJ
革命	revolucionario	革命	revolucionario	N	N
商事	anuncio	商事	anuncio	N	N
惡夢	pesadelo	惡夢	pesadelo	N	N
電視	televisión	電視	televisión	N	N
電視	tele	電視	telar	N	N
電視	programa	電視	programa	N	N
電視	televisión	電視	televisión	N	N
電視	tele	電視	telar	N	N
紙張	papel	紙張	papel	N	N
紙張	xornal	紙張	xornal	N	N
紙張	artigo	紙張	artigo	N	N
咖啡	café	咖啡	café	N	N
咖啡	cafetaría	咖啡	cafetaría	N	N
音量	volume	音量	volume	N	N
塔台	torre	塔台	torre	N	N
睡覺	durmir	睡覺	durmir	V	V
睡覺	durmindo	睡覺	durmindo	V	V
睡覺	durmir	睡覺	durmir	V	V
鬼	pantasma	鬼	pantasma	N	N
鬼	espírito	鬼	espírito	N	N
熔化	fusión	熔化	fusión	N	N
糖業	azucre	糖業	azucrar	N	N
柔	suave	柔	suave	ADJ	ADJ
加註	erguen	加註	erguir	V	V
加註	subir	加註	subir	V	V
忠心	lealdade	忠心	lealdade	N	N
課堂	clase	課堂	clase	N	N
課堂	clase	課堂	clase	N	N
修繕	reparar	修繕	reparar	V	V
貝殼	proxectís	貝殼	proxectil	N	N
夏娃	aninovo	夏娃	aninovo	N	N
夏娃	data	夏娃	data	N	N
夏娃	véspera	夏娃	véspera	N	N
樣品	mostra	樣品	mostra	N	N
樣品	mostras	樣品	mostra	N	N
墓穴	foxas	墓穴	foxa	N	N
墓穴	tumbas	墓穴	tumba	N	N
戒律	mandamentos	戒律	mandamento	N	N
炮擊	bombardeo	炮擊	bombardeo	N	N
慘劇	traxedia	慘劇	traxedia	N	N
慘劇	desgraza	慘劇	desgraza	N	N
關愛	coidado	關愛	coidado	N	N
焦慮	ansiedade	焦慮	ansiedade	N	N
洋蔥	cebola	洋蔥	cebola	N	N
寶劍	espada	寶劍	espada	N	N
忙	ocupada	忙	ocupado	V	V
信貸	tarxetas	信貸	tarxeta	N	N
信貸	crédito	信貸	crédito	N	N
文稿	guións	文稿	guión	N	N
鋼管	polo	鋼管	polo	N	N
鋼管	poste	鋼管	postar	N	N
專政	ditadura	專政	ditadura	N	N
品格	carácter	品格	carácter	N	N
喜悅	ledicia	喜悅	ledicia	N	N
喜悅	alegría	喜悅	alegríar	N	N
喜悅	desfrute	喜悅	desfrute	N	N
礦	mineiros	礦	mineiro	N	N
礦	obreiros	礦	obreiro	N	N
煙囪	cheminea	煙囪	chemineo	N	N
煙囪	limpeza	煙囪	limpeza	N	N
夢境	soño	夢境	soño	N	N
夢境	soños	夢境	soño	N	N
夢境	soños	夢境	soño	N	N
機艙	cabana	機艙	cabanar	N	N
眼神	ollos	眼神	ollo	N	N
信函	carta	信函	carta	N	N
信函	letra	信函	letra	N	N
烹調	cociña	烹調	cociñar	N	N
烹調	comida	烹調	comida	N	N
廁	baño	廁	baño	N	N
電燈	lámpada	電燈	lámpada	N	N
便士	penique	便士	penique	N	N
表弟	primo	表弟	primo	N	N
表弟	curmán	表弟	curmán	N	N
獨一	único	獨一	único	ADJ	ADJ
獨一	únicas	獨一	único	ADJ	ADJ
良知	consciencia	良知	consciencia	N	N
良知	conciencia	良知	conciencia	N	N
細膩	delicado	細膩	delicar	ADJ	ADJ
細膩	delicada	細膩	delicado	ADJ	ADJ
用盡	esgotada	用盡	esgotar	V	V
用盡	exhaustos	用盡	exhausto	V	V
新郎	noivo	新郎	noivo	N	N
新郎	mozo	新郎	mozo	N	N
圖畫	fotos	圖畫	foto	N	N
圖畫	imaxes	圖畫	imaxe	N	N
圖畫	fotografías	圖畫	fotografía	N	N
圖畫	debuxo	圖畫	debuxo	N	N
保鏢	garda	保鏢	garda	N	N
偏遠	remotas	偏遠	remota	ADJ	ADJ
擔保	garantir	擔保	garantir	V	V
慘案	traxedia	慘案	traxedia	N	N
慘案	desgraza	慘案	desgraza	N	N
鍛鍊	exercicio	鍛鍊	exercicio	N	N
諒解	entender	諒解	entender	V	V
諒解	comprender	諒解	comprender	V	V
鄉下	campo	鄉下	campo	N	N
流淚	chorar	流淚	chorar	V	V
週二	martes	週二	martes	N	N
兵營	barracas	兵營	barraca	N	N
墨水	tinta	墨水	tinto	N	N
幻覺	alucinacións	幻覺	alucinación	N	N
幻覺	alucinación	幻覺	alucinación	N	N
幻覺	ilusión	幻覺	ilusión	N	N
外遇	asunto	外遇	asunto	N	N
借貸	préstamo	借貸	préstamo	N	N
簽字	asinar	簽字	asinar	V	V
週	mércores	週	mércores	N	N
誠信	integridade	誠信	integridade	N	N
誠信	honestidade	誠信	honestidade	N	N
中產	burguesa	中產	burguesa	N	N
中產	burgueses	中產	burguese	N	N
下巴	queixo	下巴	queixo	N	N
銷售	ventas	銷售	ventar	V	V
節約	aforros	節約	aforro	N	N
木頭	madeira	木頭	madeira	N	N
志	ambición	志	ambición	N	N
香煙	cigarros	香煙	cigarro	N	N
香煙	cigarro	香煙	cigarro	N	N
香煙	pitillo	香煙	pitillo	N	N
香煙	pito	香煙	pito	N	N
香煙	tabaco	香煙	tabaco	N	N
香煙	cigarros	香煙	cigarro	N	N
聽證	oído	聽證	oír	V	V
聽證	escoita	聽證	escoita	V	V
聽證	escoito	聽證	escoito	V	V
淹死	afogada	淹死	afogada	V	V
淹死	afogar	淹死	afogar	V	V
淹死	afogar	淹死	afogar	V	V
赤裸	espido	赤裸	espido	N	N
裙子	traxes	裙子	traxe	N	N
裙子	roupa	裙子	roupa	N	N
烏托邦	utopía	烏托邦	utopír	N	N
哨兵	sentinela	哨兵	sentinela	N	N
飽	chea	飽	chea	N	N
飽	cheo	飽	cheo	N	N
空想	utopía	空想	utopír	N	N
要件	elementos	要件	elemento	N	N
內褲	lencería	內褲	lencería	N	N
親吻	bico	親吻	bico	N	N
滑動	diapositiva	滑動	diapositivo	N	N
求生	sobreviven	求生	sobrevivir	V	V
舌頭	lingua	舌頭	lingua	N	N
艦橋	oco	艦橋	oco	N	N
艦橋	ponte	艦橋	ponte	N	N
姑姑	tía	姑姑	tía	N	N
運氣	sorte	運氣	sorte	N	N
煤油	queroseno	煤油	queroseno	N	N
架子	estantes	架子	estante	N	N
羊肉	cordeiro	羊肉	cordeiro	N	N
餓死	pasando	餓死	pasar	V	V
小徑	rastro	小徑	rastro	N	N
小徑	pista	小徑	pistar	N	N
荒原	páramo	荒原	páramo	N	N
圓圈	círculo	圓圈	círculo	N	N
圈	trampa	圈	trampa	N	N
圈	boca	圈	boca	N	N
氫氣	hidróxeno	氫氣	hidróxeno	N	N
色調	ton	色調	ton	N	N
手勢	xesto	手勢	xesto	N	N
手勢	aceno	手勢	aceno	N	N
大笑	risos	大笑	riso	N	N
大笑	risas	大笑	risa	N	N
通行	pasar	通行	pasar	V	V
通行	pase	通行	pase	V	V
牙醫	dentista	牙醫	dentista	N	N
貓咪	gato	貓咪	gato	N	N
擁擠	xente	擁擠	xente	N	N
嘴	beizos	嘴	beizo	N	N
嘴	boca	嘴	boca	N	N
木質	madeira	木質	madeira	N	N
憑證	certificado	憑證	certificado	N	N
憑證	partida	憑證	partida	N	N
憑證	nacemento	憑證	nacemento	N	N
知覺	percepción	知覺	percepción	N	N
知覺	consciencia	知覺	consciencia	N	N
知覺	conciencia	知覺	conciencia	N	N
蒼蠅	voo	蒼蠅	voo	N	N
蒼蠅	moscas	蒼蠅	mosco	N	N
輸	perdeu	輸	perder	V	V
輸	perderon	輸	perder	V	V
輸	perdín	輸	perder	V	V
輸	perdemos	輸	perder	V	V
輸	perdido	輸	perdido	V	V
礦	minerais	礦	mineral	N	N
親親	bico	親親	bico	N	N
韻律	ritmo	韻律	ritmo	N	N
寡婦	viúva	寡婦	viúva	N	N
紙牌	tarxetas	紙牌	tarxeta	N	N
紙牌	cartas	紙牌	carta	N	N
紙牌	naipes	紙牌	naipe	N	N
紙牌	ás	紙牌	á	N	N
紙牌	carta	紙牌	carta	N	N
紙牌	tarxeta	紙牌	tarxeta	N	N
紙牌	documento	紙牌	documento	N	N
野性	salvaxe	野性	salvaxe	N	N
野性	salvaxes	野性	salvaxe	N	N
帶頭	conducir	帶頭	conducir	V	V
帶頭	levar	帶頭	levar	V	V
虛弱	débil	虛弱	débil	ADJ	ADJ
暴亂	disturbios	暴亂	disturbio	N	N
暴亂	antidisturbios	暴亂	antidisturbios	N	N
名片	carta	名片	carta	N	N
名片	tarxeta	名片	tarxeta	N	N
名片	documento	名片	documento	N	N
下雪	neve	下雪	neve	N	N
倫理	ética	倫理	ética	N	N
偷竊	roubar	偷竊	roubar	V	V
偷竊	roubando	偷竊	roubar	V	V
電光	lóstrego	電光	lóstrego	N	N
記住	lembrar	記住	lembrar	V	V
記住	lembro	記住	lembro	V	V
記住	lembra	記住	lembra	V	V
願景	visión	願景	visión	N	N
願景	vista	願景	vista	N	N
天亮	amencer	天亮	amencer	N	N
切片	faise	切片	faise	V	V
豐收	colleita	豐收	colleita	N	N
燒死	queimalos	燒死	queimalo	V	V
燒死	queiman	燒死	queimar	V	V
燒死	queimar	燒死	queimar	V	V
樹幹	maleteiro	樹幹	maleteiro	N	N
粉色	rosas	粉色	rosa	N	N
粉色	rosa	粉色	rosa	N	N
沮喪	depresión	沮喪	depresión	N	N
沮喪	posparto	沮喪	posparto	N	N
帥哥	guapos	帥哥	guapo	N	N
帥哥	guapo	帥哥	guapo	N	N
帥哥	guapa	帥哥	guapa	N	N
鬍	barbas	鬍	barba	N	N
鬍	tipo	鬍	tipo	N	N
鬍	barba	鬍	barba	N	N
鬍	home	鬍	home	N	N
失調	trastorno	失調	trastorno	N	N
失調	desorde	失調	desorde	N	N
木工	carpinteiro	木工	carpinteiro	N	N
庫存	depósito	庫存	depósito	N	N
烏龜	tartaruga	烏龜	tartaruga	N	N
烏龜	tartarugas	烏龜	tartaruga	N	N
體溫	temperatura	體溫	temperatura	N	N
主席	despacho	主席	despacho	N	N
舞動	baile	舞動	baile	N	N
鴿子	pomba	鴿子	pomba	N	N
禮品	agasallo	禮品	agasallo	N	N
迷霧	néboa	迷霧	néboa	N	N
迷霧	brétema	迷霧	brétema	N	N
嘿	eh	嘿	eh		
明示	expresar	明示	expresar	V	V
鏡片	lentes	鏡片	lente	N	N
鏡片	lente	鏡片	lente	N	N
鏡片	lentes	鏡片	lente	N	N
各縣	condados	各縣	condado	N	N
精准	precisión	精准	precisión	N	N
拖車	remolque	拖車	remolque	N	N
私刑	linchamento	私刑	linchamento	N	N
畫師	pintor	畫師	pintor	N	N
教書	ensino	教書	ensino	N	N
教書	ensinanza	教書	ensinanza	N	N
冷藏	refrixeración	冷藏	refrixeración	N	N
廢	perder	廢	perder	V	V
表哥	primo	表哥	primo	N	N
表哥	curmán	表哥	curmán	N	N
七七	7	七七	7	NUM	NUM
喉嚨	gorxa	喉嚨	gorxa	N	N
管子	pipa	管子	pipa	N	N
管子	cachimba	管子	cachimba	N	N
管子	tubo	管子	tubo	N	N
籌碼	fichas	籌碼	ficha	N	N
雪茄	cigarro	雪茄	cigarro	N	N
制冷	refrixeración	制冷	refrixeración	N	N
號角	corno	號角	corno	N	N
及	cedo	及	cedo	ADV	ADV
瘧疾	malaria	瘧疾	malaria	N	N
啞	parvo	啞	parvo	N	N
平局	gravata	平局	gravatar	N	N
平局	átenos	平局	átenos	N	N
暗影	sombra	暗影	sombra	N	N
處方	receitas	處方	receita	N	N
處方	receita	處方	receita	N	N
處方	receitas	處方	receita	N	N
鼓掌	aplausos	鼓掌	aplauso	N	N
鼓掌	aplauso	鼓掌	aplauso	N	N
需求	pido	需求	pedir	V	V
需求	custar	需求	custar	V	V
危險	perigoso	危險	perigoso	ADJ	ADJ
危險	perigosos	危險	perigoso	ADJ	ADJ
危險	perigosa	危險	perigosa	ADJ	ADJ
危險	perigosas	危險	perigoso	ADJ	ADJ
獵豹	leopardo	獵豹	leopardo	N	N
苦難	sufrimento	苦難	sufrimento	N	N
苦難	miseria	苦難	miseria	N	N
鉛	lapis	鉛	lapis	N	N
監護	custodia	監護	custodia	N	N
資產	burguesía	資產	burguesía	N	N
資產	burguesa	資產	burguesa	N	N
資產	burgueses	資產	burguese	N	N
靈性	espiritualidade	靈性	espiritualidade	N	N
靈性	senda	靈性	senda	N	N
蜜月	mel	蜜月	mel	N	N
蜜月	lúa	蜜月	lúa	N	N
蜜月	vodas	蜜月	vodo	N	N
晚	noites	晚	noite	N	N
幀	foto	幀	foto	N	N
繩索	corda	繩索	corda	N	N
喝醉	emborrachar	喝醉	emborrachar	V	V
喝醉	bébedos	喝醉	bébedo	V	V
衛兵	gardas	衛兵	garda	N	N
衛兵	garda	衛兵	garda	N	N
交響	sinfonía	交響	sinfonía	N	N
祭壇	altar	祭壇	altar	N	N
證詞	testemuña	證詞	testemuña	N	N
鐳	láser	鐳	láser	N	N
腳趾	pés	腳趾	pés	N	N
腳趾	punta	腳趾	punta	N	N
冰凍	xeado	冰凍	xear	N	N
客艙	cabana	客艙	cabanar	N	N
帳篷	tendas	帳篷	tenda	N	N
帳篷	tenda	帳篷	tenda	N	N
帳篷	carpa	帳篷	carpa	N	N
皮鞋	zapatos	皮鞋	zapato	N	N
皮鞋	botas	皮鞋	bota	N	N
皮鞋	tenis	皮鞋	tenis	N	N
軟弱	débil	軟弱	débil	ADJ	ADJ
賞金	recompensa	賞金	recompensa	N	N
橡木	oak	橡木	oak	N	N
橡木	carballo	橡木	carballo	N	N
承載	levamos	承載	levar	V	V
承載	levaba	承載	levar	V	V
承載	leva	承載	levar	V	V
承載	levar	承載	levar	V	V
心境	humor	心境	humor	N	N
心境	ánimo	心境	ánimo	N	N
樹葉	marcha	樹葉	marcha	N	N
樹葉	follas	樹葉	folla	N	N
獎賞	recompensa	獎賞	recompensa	N	N
獎賞	nobel	獎賞	nobel	N	N
獎賞	premio	獎賞	premio	N	N
袖珍	peto	袖珍	peto	N	N
袖珍	petos	袖珍	peto	N	N
燒傷	queimaduras	燒傷	queimadura	N	N
燒傷	arde	燒傷	arde	N	N
燒傷	queimade	燒傷	queimade	N	N
醜陋	fea	醜陋	fear	N	N
醜陋	feo	醜陋	feo	N	N
毒物	veleno	毒物	veleno	N	N
相簿	ubicación	相簿	ubicación	N	N
懺悔	confesións	懺悔	confesión	N	N
懺悔	confesión	懺悔	confesión	N	N
面罩	máscara	面罩	máscara	N	N
面罩	máscaras	面罩	máscara	N	N
繩子	corda	繩子	corda	N	N
牢房	célula	牢房	célula	N	N
牢房	cela	牢房	celar	N	N
孿生	picos	孿生	pico	N	N
字彙	vocabulario	字彙	vocabulario	N	N
間隙	distancia	間隙	distancia	N	N
投機	especulación	投機	especulación	N	N
填滿	cubrir	填滿	cubrir	V	V
填滿	encher	填滿	encher	V	V
音調	ton	音調	ton	N	N
外衣	abrigo	外衣	abrigo	N	N
外衣	chaqueta	外衣	chaqueta	N	N
燈泡	lámpada	燈泡	lámpada	N	N
燈泡	lámpada	燈泡	lámpada	N	N
豆豆	feixóns	豆豆	feixón	N	N
豆豆	xudías	豆豆	xudía	N	N
口罩	máscara	口罩	máscara	N	N
口罩	máscaras	口罩	máscara	N	N
囚徒	preso	囚徒	preso	N	N
囚徒	prisioneira	囚徒	prisioneira	N	N
囚徒	prisioneiro	囚徒	prisioneiro	N	N
囚徒	prisioneiros	囚徒	prisioneiro	N	N
囚徒	presos	囚徒	preso	N	N
囚徒	prisioneiros	囚徒	prisioneiro	N	N
軍裝	uniforme	軍裝	uniforme	N	N
餓	pasando	餓	pasar	V	V
專利	patentes	專利	patente	N	N
專利	zapatos	專利	zapato	N	N
專利	patentes	專利	patente	N	N
力氣	fortaleza	力氣	fortalezar	N	N
力氣	forzas	力氣	forza	N	N
力氣	forza	力氣	forza	N	N
睡衣	pixamas	睡衣	pixar	N	N
表姐	primo	表姐	primo	N	N
表姐	curmán	表姐	curmán	N	N
蠢	parvo	蠢	parvo	N	N
肌膚	pel	肌膚	pel	N	N
肌膚	ósos	肌膚	óso	N	N
化學	químicas	化學	química	N	N
越獄	fuxida	越獄	fuxida	N	N
越獄	fugarse	越獄	fugarsir	N	N
越獄	fuga	越獄	fugar	N	N
賽	carreira	賽	carreira	N	N
賽	raza	賽	raza	N	N
褲子	pantalóns	褲子	pantalón	N	N
褲子	pantalón	褲子	pantalón	N	N
褲子	pantalóns	褲子	pantalón	N	N
褲子	ruta	褲子	ruta	N	N
褲子	pantalón	褲子	pantalón	N	N
褲子	brancos	褲子	branco	N	N
受	sofre	受	sofrer	V	V
受	sufrir	受	sufrir	V	V
錢	carteira	錢	carteira	N	N
錢	moedeiro	錢	moedeiro	N	N
錢	bolso	錢	bolso	N	N
油墨	tinta	油墨	tinto	N	N
無產	proletariado	無產	proletariado	N	N
無產	proletarios	無產	proletario	N	N
野兔	coello	野兔	coello	N	N
報價	citar	報價	citar	V	V
雞肉	galiña	雞肉	galiña	N	N
雞肉	polo	雞肉	polo	N	N
雞肉	pito	雞肉	pito	N	N
暴民	turba	暴民	turba	N	N
精神	esquizofrenia	精神	esquizofrenia	N	N
謎題	crebacabezas	謎題	crebacabezas	N	N
謎題	puzzle	謎題	puzzle	N	N
恥辱	vergoña	恥辱	vergoña	N	N
恥辱	desgraza	恥辱	desgraza	N	N
恥辱	deshonra	恥辱	deshonra	N	N
病菌	xermes	病菌	xerme	N	N
長矛	arpón	長矛	arpón	N	N
棍	paos	棍	paos	N	N
軍服	uniforme	軍服	uniforme	N	N
基數	base	基數	base	N	N
妒忌	ciumento	妒忌	ciumento	N	N
欺詐	fraude	欺詐	fraude	N	N
演練	perforar	演練	perforar	V	V
絕種	extinción	絕種	extinción	N	N
杯子	cunca	杯子	cunca	N	N
杯子	café	杯子	café	N	N
謎團	misterio	謎團	misterio	N	N
哭	chorando	哭	chorar	V	V
哭	choraba	哭	chorar	V	V
哭	chorar	哭	chorar	V	V
哭	choran	哭	chorar	V	V
奶牛	vacas	奶牛	vaca	N	N
奶牛	vaca	奶牛	vaca	N	N
冰雹	sarabia	冰雹	sarabia	N	N
觸碰	tocar	觸碰	tocar	V	V
羞	vergoña	羞	vergoña	N	N
綿羊	ovellas	綿羊	ovella	N	N
乳酪	queixo	乳酪	queixo	N	N
燒錄	queimalos	燒錄	queimalo	V	V
燒錄	queiman	燒錄	queimar	V	V
燒錄	queimar	燒錄	queimar	V	V
膽	colesterol	膽	colesterol	N	N
態勢	postura	態勢	postura	N	N
父母	pais	父母	pai	N	N
寂	silencio	寂	silencio	N	N
柔性	flexibilidade	柔性	flexibilidade	N	N
靴子	botas	靴子	bota	N	N
某處	lugar	某處	lugar	N	N
某處	sitio	某處	sitio	N	N
某處	parte	某處	parte	N	N
破損	roto	破損	roto	N	N
毒藥	veleno	毒藥	veleno	N	N
維他	vitaminas	維他	vitamina	N	N
維他	vitamina	維他	vitamina	N	N
錯覺	ilusión	錯覺	ilusión	N	N
愛國	patriotismo	愛國	patriotismo	N	N
房租	renda	房租	renda	N	N
傷痛	dor	傷痛	dor	N	N
鄉間	campo	鄉間	campo	N	N
襯衫	camisa	襯衫	camisa	N	N
襯衫	camiseta	襯衫	camiseta	N	N
襯衫	camisas	襯衫	camisa	N	N
分銷	distribución	分銷	distribución	N	N
賭注	aposto	賭注	aposto	N	N
賭注	seguro	賭注	seguro	N	N
微	cálculo	微	cálculo	N	N
蕃	tomate	蕃	tomate	N	N
農莊	granxas	農莊	granxa	N	N
水泵	surtidor	水泵	surtidor	N	N
敏感	sensibles	敏感	sensible	ADJ	ADJ
敏感	sensible	敏感	sensible	ADJ	ADJ
人脈	conexións	人脈	conexión	N	N
磁帶	cinta	磁帶	cintar	N	N
刀子	coitelo	刀子	coitelo	N	N
刀子	navalla	刀子	navalla	N	N
胰	insulina	胰	insulino	N	N
胰	á	胰	á	N	N
試試	tentar	試試	tentar	V	V
試試	intentar	試試	intentar	V	V
食鹽	sal	食鹽	sal	N	N
白蟻	térmites	白蟻	térmite	N	N
紅心	corazóns	紅心	corazón	N	N
紅心	corazón	紅心	corazón	N	N
違約	defecto	違約	defecto	N	N
統計	estatísticas	統計	estatística	N	N
海龜	tartaruga	海龜	tartaruga	N	N
海龜	tartarugas	海龜	tartaruga	N	N
關節	artrite	關節	artrite	N	N
天數	días	天數	día	N	N
敏感	sensibles	敏感	sensible	ADJ	ADJ
敏感	sensible	敏感	sensible	ADJ	ADJ
嚮導	guía	嚮導	guía	N	N
勞力	traballo	勞力	traballo	N	N
口供	confesións	口供	confesión	N	N
礦	minerais	礦	mineral	N	N
焰	artificio	焰	artificio	N	N
住址	discurso	住址	discurso	N	N
住址	enderezo	住址	enderezo	N	N
住址	dirección	住址	dirección	N	N
鎖鏈	cadeas	鎖鏈	cadea	N	N
絞刑	pendurada	絞刑	pendurar	V	V
絞刑	colgar	絞刑	colgar	V	V
笑聲	risos	笑聲	riso	N	N
笑聲	risas	笑聲	risa	N	N
牛油	manteiga	牛油	manteiga	N	N
超額	exceso	超額	exceso	N	N
溝渠	gabia	溝渠	gabia	N	N
