το	la	ο	el	DET;NOM;DEF;NEUT;SG	DET;DEF;FEM;SG
συντριπτική	aclaparador	συντριπτικός	aclaparador	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δεκτή	sostinguda	δεκτός	sostingut	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
δεκτή	sostingut	δεκτός	sostingut	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
δεκτή	acceptada	δεκτός	acceptat	ADJ;NOM;FEM;SG	ADJ;FEM;SG;V.PTCP
δεκτή	acceptat	δεκτός	acceptat	ADJ;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
ομοσπονδίες	federacions	ομοσπονδία	federació	N;NOM;FEM;PL	N;FEM;PL
ενισχύσεις	ajuts	ενίσχυση	ajut	N;NOM;FEM;PL	N;MASC;PL
έντυπα	formularis	έντυπο	formulari	N;NOM;NEUT;PL	N;MASC;PL
έντυπα	formes	έντυπο	forma	N;NOM;NEUT;PL	N;FEM;PL
περιορισμένο	restringeix	περιορίζω	restringir	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V;IND;SG;3;PRS;FIN
αποθέματα	existències	απόθεμα	existència	N;NOM;NEUT;PL	N;FEM;PL
αποθέματα	estocs	απόθεμα	estoc	N;NOM;NEUT;PL	N;MASC;PL
οξείδωση	oxidació	οξείδωση	oxidació	N;NOM;FEM;SG	N;FEM;SG
πεποιθήσεις	condemnes	πεποίθηση	condemna	N;NOM;FEM;PL	N;FEM;PL
πεποιθήσεις	creences	πεποίθηση	creença	N;NOM;FEM;PL	N;FEM;PL
μορφολογία	morfologia	μορφολογία	morfologia	N;NOM;FEM;SG	N;FEM;SG
περιθώριο	marge	περιθώριο	marge	N;NOM;NEUT;SG	N;MASC;SG
αξιόπιστη	creïble	αξιόπιστος	creïble	ADJ;NOM;FEM;SG	ADJ;SG
αξιόπιστη	fiable	αξιόπιστος	fiable	ADJ;NOM;FEM;SG	ADJ;SG
σήμανση	etiquetatge	σήμανση	etiquetatge	N;NOM;FEM;SG	N;MASC;SG
γειτονιά	barri	γειτονιά	barri	N;NOM;FEM;SG	N;MASC;SG
φοιτητής	alumne	φοιτητής	alumne	N;NOM;MASC;SG	N;MASC;SG
προσανατολισμό	orientació	προσανατολισμός	orientació	N;ACC;MASC;SG	N;FEM;SG
ρόλων	rols	ρόλος	rol	N;GEN;MASC;PL	N;MASC;PL
ξένα	exteriors	ξένος	exterior	ADJ;NOM;NEUT;PL	ADJ;PL
φαινομένων	fenòmens	φαινόμενο	fenòmen	N;GEN;NEUT;PL	N;MASC;PL
συναισθήματα	emocions	συναίσθημα	emoció	N;NOM;NEUT;PL	N;FEM;PL
συναισθήματα	sentiments	συναίσθημα	sentiment	N;NOM;NEUT;PL	N;MASC;PL
πρέσβης	ambaixador	πρέσβης	ambaixador	N;NOM;MASC;SG	N;MASC;SG
λίστες	llistes	λίστας	llista	N;NOM;FEM;PL	N;FEM;PL
διαιτητής	àrbitre	διαιτητής	àrbitre	N;NOM;MASC;SG	N;MASC;SG
σωτηρία	salvació	σωτηρία	salvació	N;ACC;FEM;SG	N;FEM;SG
έκπληξη	sorpresa	έκπληξη	sorpresa	N;ACC;FEM;SG	N;FEM;SG
παραμέτρους	paràmetres	παράμετρος	paràmetre	N;NOM;FEM;PL	N;MASC;PL
άστρα	estels	άστρα	estel	N;NOM;NEUT;PL	N;MASC;PL
άστρα	estrelles	άστρα	estrella	N;NOM;NEUT;PL	N;FEM;PL
απόγονος	descendència	απόγονος	descendència	N;NOM;MASC;SG	N;FEM;SG
αεροδρόμια	aeroports	αεροδρόμιο	aeroport	N;NOM;NEUT;PL	N;MASC;PL
ιδιοκτήτες	propietaris	ιδιοκτήτης	propietari	N;NOM;MASC;PL	N;MASC;PL
μαγνητικό	magnètic	μαγνητικός	magnètic	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
οργή	ràbia	οργή	ràbia	N;ACC;FEM;SG	N;FEM;SG
συνεντεύξεις	entrevistes	σύνεντευξη	entrevista	N;NOM;FEM;PL	N;FEM;PL
δωρεά	donació	δωραός	donació	N;NOM;FEM;SG	N;FEM;SG
αλυσίδες	cadenes	αλυσίδα	cadena	N;NOM;FEM;PL	N;FEM;PL
πιστός	fidel	πιστός	fidel	ADJ;NOM;MASC;SG	ADJ;SG
πυρήνες	nuclis	πυρήνας	nucli	N;NOM;MASC;PL	N;MASC;PL
πυρήνες	nuclis	πυρήνας	nucli	N;NOM;MASC;PL	N;MASC;PL
έξοδος	sortida	έξοδος	sortida	N;NOM;FEM;SG	N;FEM;SG
έξοδος	sortida	έξοδος	sortida	N;NOM;FEM;SG	N;FEM;SG
έξοδος	èxode	έξοδος	èxode	N;NOM;FEM;SG	N;MASC;SG
δούκισσα	duquessa	δούκισσα	duquessa	N;NOM;FEM;SG	N;FEM;SG
λόφους	turons	λόφος	turó	N;ACC;MASC;PL	N;MASC;PL
αναπτύσσει	desenvolupa	αναπτύσσω	desenvolupar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
εξοπλισμός	equipament	εξοπλισμός	equipament	N;NOM;MASC;SG	N;MASC;SG
λιγότερα	menys	λίγο	menys	ADV;CMPR	ADV
υποείδος	subespècie	υποείδος	subespècie	N;NOM;NEUT;SG	N;FEM;SG
ερωτική	eròtic	ερωτικός	eròtic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δείκτες	indicadors	δείκτης	indicador	N;NOM;MASC;PL	N;MASC;PL
χαρτονομίσματα	factures	χαρτονόμισμα	factura	N;NOM;NEUT;PL	N;FEM;PL
προδιαγραφές	especificacions	προδιαγραφή	especificació	N;NOM;FEM;PL	N;FEM;PL
πεποίθηση	creença	πεποίθηση	creença	N;ACC;FEM;SG	N;FEM;SG
τζιν	gen	τζεν	gen	N;NOM;NEUT;SG	N;MASC;SG
συμβάσεις	contractes	σύμβαση	contracte	N;NOM;FEM;PL	N;MASC;PL
συμβάσεις	convencions	σύμβαση	convenció	N;NOM;FEM;PL	N;FEM;PL
συμβάσεις	convenis	σύμβαση	conveni	N;NOM;FEM;PL	N;MASC;PL
εμπλοκή	compromís	εμπλοκή	compromís	N;ACC;FEM;SG	N;MASC;SG
εμπλοκή	implicació	εμπλοκή	implicació	N;ACC;FEM;SG	N;FEM;SG
πυραμίδα	piràmide	πυραμίδα	piràmide	N;NOM;FEM;SG	N;FEM;SG
φωτογράφος	fotògraf	φωτογράφος	fotògraf	N;NOM;MASC;SG	N;MASC;SG
φωτογράφος	fotògrafa	φωτογράφος	fotògrafa	N;NOM;MASC;SG	N;FEM;SG
δεξαμενή	recipient	δεξαμενή	recipient	N;NOM;FEM;SG	N;MASC;SG
δεξαμενή	tanc	δεξαμενή	tanc	N;NOM;FEM;SG	N;MASC;SG
δεξαμενή	embassament	δεξαμενή	embassament	N;NOM;FEM;SG	N;MASC;SG
δεξαμενή	jaciment	δεξαμενή	jaciment	N;NOM;FEM;SG	N;MASC;SG
βόμβα	bomba	βόμβα	bomba	N;NOM;FEM;SG	N;FEM;SG
οντότητα	entitat	οντότητα	entitat	N;NOM;FEM;SG	N;FEM;SG
πλαγιά	desnivell	πλαγιά	desnivell	N;NOM;FEM;SG	N;MASC;SG
νεφέλωμα	nebulosa	νεφέλωμα	nebulós	N;NOM;NEUT;SG	N;FEM;SG
συνεπάγεται	implica	συνεπάγομαι	implicar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
εξαιρέσεις	excepcions	εξαίρεση	excepció	N;NOM;FEM;PL	N;FEM;PL
εξαιρέσεις	exclusions	εξαίρεση	exclusió	N;NOM;FEM;PL	N;FEM;PL
εξαιρέσεις	exempcions	εξαίρεση	exempció	N;NOM;FEM;PL	N;FEM;PL
ανώτερος	superior	άνω	superior	ADJ;NOM;MASC;SG	ADJ;SG
επικίνδυνη	perillós	επικίνδυνος	perillós	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πολυάριθμα	nombroses	πολυάριθμος	nombrós	ADJ;NOM;NEUT;PL	ADJ;FEM;PL
πολυάριθμα	nombrosos	πολυάριθμος	nombrós	ADJ;NOM;NEUT;PL	ADJ;MASC;PL
σωλήνα	canonada	σωλήνα	canonada	N;NOM;MASC;SG	N;FEM;SG
σωλήνα	tub	σωλήνα	tub	N;NOM;MASC;SG	N;MASC;SG
ανακαλύψεις	descobriments	ανακάλυψη	descobriment	N;NOM;FEM;PL	N;MASC;PL
έμπνευση	inspiració	έμπνευση	inspiració	N;NOM;FEM;SG	N;FEM;SG
αρμοδιότητα	jurisdicció	αρμοδιότητα	jurisdicció	N;ACC;FEM;SG	N;FEM;SG
εμπόδιο	obstrucció	εμπόδιο	obstrucció	N;NOM;NEUT;SG	N;FEM;SG
εμπόδιο	obstacle	εμπόδιο	obstacle	N;NOM;NEUT;SG	N;MASC;SG
εμφανής	aparent	εμφανής	aparent	ADJ;NOM;FEM;SG	ADJ;SG
αυτο	això	αυτός	això	PRO;NOM;NEUT;SG;3	PRO;SG
σπηλιά	cova	σπηλία	cova	N;NOM;FEM;SG	N;FEM;SG
απεργία	vaga	απεργία	vaga	N;NOM;FEM;SG	N;FEM;SG
κεφαλής	capçal	κεφαλής	capçal	N;GEN;FEM;SG	N;MASC;SG
επιτρέψει	autoritzar	επιτρέπω	autoritzar	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
επιτρέψει	permetre	επιτρέπω	permetre	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
επιτρέψει	permet	επιτρέπω	permetre	V;PFV;IND;SG;3;FIN;ACT	V;IND;SG;3;PRS;FIN
άνεμος	vent	άνεμος	vent	N;NOM;MASC;SG	N;MASC;SG
υποβρύχια	submarins	υποβρύχιο	submarí	N;NOM;NEUT;PL	N;MASC;PL
επαναστατικό	revolucionari	επαναστατικό	revolucionari	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πιστοί	fidels	πιστός	fidel	ADJ;NOM;MASC;PL	ADJ;PL
πιστοί	lleials	πιστός	lleial	ADJ;NOM;MASC;PL	ADJ;PL
πόνος	dolor	πόνος	dolor	N;NOM;MASC;SG	N;MASC;SG
διάλογο	diàleg	διάλογος	diàleg	N;ACC;MASC;SG	N;MASC;SG
διανομής	distribució	διανομή	distribució	N;GEN;FEM;SG	N;FEM;SG
τεχνολογίες	tecnologies	τεχνολογία	tecnologia	N;NOM;FEM;PL	N;FEM;PL
κύκλωμα	circuit	κύκλωμα	circuit	N;NOM;NEUT;SG	N;MASC;SG
εκδότη	editor	εκδότης	editor	N;VOC;MASC;SG	N;MASC;SG
μαγνητική	magnètic	μαγνητικός	magnètic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
δημοτικότητα	popularitat	δημοτικότητα	popularitat	N;ACC;FEM;SG	N;FEM;SG
γιαγιά	àvia	γιαγιά	àvia	N;NOM;FEM;SG	N;FEM;SG
πτυχές	aspectes	πτυχή	aspecte	N;NOM;FEM;PL	N;MASC;PL
ευκολία	conveniència	ευκολία	conveniència	N;NOM;FEM;SG	N;FEM;SG
συνέδρια	congressos	συνέδριο	congrés	N;NOM;NEUT;PL	N;MASC;PL
συνέδρια	conferències	συνέδριο	conferència	N;NOM;NEUT;PL	N;FEM;PL
συνέδρια	convencions	συνέδριο	convenció	N;NOM;NEUT;PL	N;FEM;PL
συνέδρια	convenis	συνέδριο	conveni	N;NOM;NEUT;PL	N;MASC;PL
γλυπτό	escultura	γλυπτό	escultura	N;NOM;NEUT;SG	N;FEM;SG
ερευνητής	investigador	ερευνητής	investigador	N;NOM;MASC;SG	N;MASC;SG
ερευνητής	cercador	ερευνητής	cercador	N;NOM;MASC;SG	N;MASC;SG
τουρισμός	turisme	τουρισμός	turisme	N;NOM;MASC;SG	N;MASC;SG
ιδιοκτήτη	propietari	ιδιοκτήτης	propietari	N;ACC;MASC;SG	N;MASC;SG
όροφο	pis	όροφος	pis	N;ACC;MASC;SG	N;MASC;SG
προστατεύει	protegeix	προστατεύω	protegir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
αίσθημα	sentiment	αίσθημα	sentiment	N;NOM;NEUT;SG	N;MASC;SG
ήχους	sons	ήχος	so	N;ACC;MASC;PL	N;MASC;PL
συνομιλίες	converses	συνομιλία	conversa	N;NOM;FEM;PL	N;FEM;PL
συνομιλίες	xats	συνομιλία	xat	N;NOM;FEM;PL	N;MASC;PL
χειρότερη	pitjor	κακός	pitjor	ADJ;NOM;CMPR;FEM;SG	ADJ;SG
έμποροι	comerciants	έμπορος	comerciant	N;NOM;MASC;PL	N;MASC;PL
έμποροι	concessionaris	έμπορος	concessionari	N;NOM;MASC;PL	N;MASC;PL
χάλυβα	acer	χάλυβα	acer	N	N;MASC;SG
χιλιόμετρο	quilòmetre	χιλιόμετρο	quilòmetre	N;NOM;NEUT;SG	N;MASC;SG
μεταλλικό	metal	μεταλλικός	metal	ADJ;NOM;NEUT;SG	ADJ;SG
αρχηγία	lideratge	αρχηγία	lideratge	N;ACC;FEM;SG	N;MASC;SG
ερωτήματα	preguntes	έρωτημα	pregunta	N;NOM;NEUT;PL	N;FEM;PL
θρησκείες	religions	θρησκεία	religió	N;NOM;FEM;PL	N;FEM;PL
ισχυρός	poderós	ισχυρός	poderós	ADJ;NOM;MASC;SG	ADJ;MASC;SG
ισχυρός	potent	ισχυρός	potent	ADJ;NOM;MASC;SG	ADJ;SG
ισχυρός	poderosa	ισχυρός	poderós	ADJ;NOM;MASC;SG	ADJ;FEM;SG
ιόντα	ions	ιόντα	ions	N;NOM;NEUT;PL	N;MASC;PL
συνέχιση	continuació	συνέχιση	continuació	N;ACC;FEM;SG	N;FEM;SG
εφευρέτης	inventor	εφευρέτης	inventor	N;NOM;MASC;SG	N;MASC;SG
άκρες	arestes	άκρα	aresta	N;NOM;FEM;PL	N;FEM;PL
σωματική	físic	σωματικός	físic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
ρόστερ	planter	ρόστερ	planter	N;NOM;NEUT;SG	N;MASC;SG
εφεύρεση	invent	εφεύρεση	invent	N;ACC;FEM;SG	N;MASC;SG
σφραγίδα	segell	σφραγίδα	segell	N;NOM;FEM;SG	N;MASC;SG
σφραγίδα	foca	σφραγίδα	foca	N;NOM;FEM;SG	N;FEM;SG
σφραγίδα	segell	σφραγίδα	segell	N;NOM;FEM;SG	N;MASC;SG
μερίδα	porció	μερίδα	porció	N;NOM;FEM;SG	N;FEM;SG
αληθινή	cert	αληθινός	cert	ADJ;NOM;FEM;SG	ADJ;MASC;SG
πετρέλαιο	gasolina	πετρέλαιο	gasolina	N;NOM;NEUT;SG	N;FEM;SG
πετρέλαιο	petroleum	πετρέλαιο	petroleum	N;NOM;NEUT;SG	N;SG
πετρέλαιο	petroli	πετρέλαιο	petroli	N;NOM;NEUT;SG	N;MASC;SG
αυτόματη	automàtica	αυτόματος	automàtic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
αυτόματη	automàtic	αυτόματος	automàtic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
αυτόματη	automàtica	αυτόματος	automàtic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
χωροφυλακής	gendarmeria	χωροφυλακή	gendarmeria	N;GEN;FEM;SG	N;FEM;SG
εκπαιδευτική	educatiu	εκπαιδευτικός	educatiu	ADJ;NOM;FEM;SG	ADJ;MASC;SG
τουρίστες	turistes	τουρίστας	turista	N;NOM;MASC;PL	N;PL
επικοινωνιών	comunicacions	επικοινωνία	comunicació	N;GEN;FEM;PL	N;FEM;PL
πυριτίου	silici	πύριτιος	silici	N;GEN;NEUT;SG	N;MASC;SG
πορτραίτο	retrat	πορτρέχω	retrat	N;NOM;NEUT;SG	N;MASC;SG
τόνοι	tones	τόνος	tona	N;NOM;MASC;PL	N;FEM;PL
ινδικό	indi	ινδικός	indi	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
απομόνωση	aïllament	απομόνωση	aïllament	N;ACC;FEM;SG	N;MASC;SG
κάλιο	potassi	κάλιος	potassi	N;NOM;NEUT;SG	N;MASC;SG
πολεμιστές	warriors	πολεμιστής	warriors	N;NOM;MASC;PL	N;PL
πολεμιστές	guerrers	πολεμιστής	guerrer	N;NOM;MASC;PL	N;MASC;PL
ενεργή	actiu	ενεργή	actiu	ADJ;NOM;FEM;SG	ADJ;MASC;SG
μάρτυρας	testimoni	μάρτυρας	testimoni	N;NOM;MASC;SG	N;SG
συντριβή	crash	συντριβός	crash	N;ACC;FEM;SG	N;SG
συμβάλλει	contribueix	συμβάλλω	contribuir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
εναλλακτικές	alternatives	εναλλακτικός	alternatiu	ADJ;NOM;FEM;PL	ADJ;FEM;PL
ρομπότ	robot	ρομπότ	robot	N;NOM;NEUT;SG	N;MASC;SG
υπεροχή	supremacia	υπεροχή	supremacia	N;ACC;FEM;SG	N;FEM;SG
υπεροχή	superioritat	υπεροχή	superioritat	N;ACC;FEM;SG	N;FEM;SG
υπεροχή	primacia	υπεροχή	primacia	N;ACC;FEM;SG	N;FEM;SG
πληρεξούσιος	intermediari	πληρεξούσιος	intermediari	ADJ;NOM;MASC;SG	ADJ;MASC;SG
οξείδιο	òxid	οξείδιο	òxid	N;NOM;NEUT;SG	N;MASC;SG
κήπους	jardins	κήπος	jardí	N;ACC;MASC;PL	N;MASC;PL
παρατσούκλι	sobrenom	παρατσούκλι	sobrenom	N;NOM;NEUT;SG	N;MASC;SG
πρωταγωνιστής	protagonista	πρωταγωνιστής	protagonista	N;NOM;MASC;SG	N;SG
προπαγάνδα	propaganda	προπαγάνδα	propaganda	N;NOM;FEM;SG	N;FEM;SG
σπάνιες	rars	σπάνιος	rar	ADJ;NOM;FEM;PL	ADJ;MASC;PL
σπάνιες	rares	σπάνιος	rara	ADJ;NOM;FEM;PL	ADJ;FEM;PL
φιλόλογος	filòleg	φιλόλογος	filòleg	N;NOM;MASC;SG	N;MASC;SG
μυθικό	mítica	μυθικός	mític	ADJ;NOM;NEUT;SG	ADJ;FEM;SG
μυθικό	llegendari	μυθικός	llegendari	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
πεζικό	infanteria	πεζικό	infanteria	N;NOM;NEUT;SG	N;FEM;SG
τροποποιήσεις	esmenes	τροποποίηση	esmena	N;NOM;FEM;PL	N;FEM;PL
τροποποιήσεις	canvis	τροποποίηση	canvi	N;NOM;FEM;PL	N;MASC;PL
τροποποιήσεις	modificacions	τροποποίηση	modificació	N;NOM;FEM;PL	N;FEM;PL
κλήρωση	rifa	κλήρωση	rifa	N;NOM;FEM;SG	N;FEM;SG
κλήρωση	loteria	κλήρωση	loteria	N;NOM;FEM;SG	N;FEM;SG
καύσιμο	combustible	καύσιμο	combustible	N;NOM;NEUT;SG	N;MASC;SG
αμφισβήτηση	controvèrsia	αμφισβήτηση	controvèrsia	N;ACC;FEM;SG	N;FEM;SG
συντήρησης	manteniment	συντήρηση	manteniment	N;GEN;FEM;SG	N;MASC;SG
συντήρησης	manutenció	συντήρηση	manutenció	N;GEN;FEM;SG	N;FEM;SG
προεδρική	presidencial	προεδρικός	presidencial	ADJ;NOM;FEM;SG	ADJ;SG
αέρας	aire	αέρας	aire	N;NOM;MASC;SG	N;MASC;SG
θέατρα	teatres	θέατρο	teatre	N;NOM;NEUT;PL	N;MASC;PL
συνεργασίες	associacions	συνεργασία	associació	N;NOM;FEM;PL	N;FEM;PL
αποτελεσματικότητα	eficiència	αποτελεσματικότητα	eficiència	N;ACC;FEM;SG	N;FEM;SG
αποτελεσματικότητα	eficàcia	αποτελεσματικότητα	eficàcia	N;ACC;FEM;SG	N;FEM;SG
αποτελεσματικότητα	efectivitat	αποτελεσματικότητα	efectivitat	N;ACC;FEM;SG	N;FEM;SG
αποτελεσματικότητα	eficàcia	αποτελεσματικότητα	eficàcia	N;ACC;FEM;SG	N;FEM;SG
ενδεικτική	indicatiu	ενδεικτικός	indicatiu	ADJ;NOM;FEM;SG	ADJ;MASC;SG
καθηγήτρια	mestra	καθηγήτρια	mestra	N;NOM;FEM;SG	N;FEM;SG
επενδύσεις	inversions	επένδυση	inversió	N;NOM;FEM;PL	N;FEM;PL
κάθετα	verticalment	κάθετα	verticalment	ADV	ADV
συνταγματικό	constitucional	συνταγματικός	constitucional	ADJ;NOM;NEUT;SG	ADJ;SG
κοινωνίες	societats	κοινωνία	societat	N;NOM;FEM;PL	N;FEM;PL
πλοήγησης	navegació	πλοήγηση	navegació	N;GEN;FEM;SG	N;FEM;SG
εφτά	set	εφτά	set	NUM;NOM;NEUT;PL	NUM;PL
μύθους	mites	μύθος	mite	N;ACC;MASC;PL	N;MASC;PL
λουλούδια	flors	λουλούδι	flor	N;NOM;NEUT;PL	N;FEM;PL
κεφαλαίου	capital	κεφάλαιο	capital	N;GEN;NEUT;SG	N;MASC;SG
κοινοπολιτείας	mancomunitat	κοινοπολιτεία	mancomunitat	N;GEN;FEM;SG	N;FEM;SG
ιό	virus	ιό	virus	N;ACC;MASC;SG	N;MASC
κενά	llacunes	κενό	llacuna	N;NOM;NEUT;PL	N;FEM;PL
άζωτο	nitrogen	άζωτο	nitrogen	N;NOM;NEUT;SG	N;MASC;SG
έλευση	adveniment	έλευση	adveniment	N;ACC;FEM;SG	N;MASC;SG
οπωσδήποτε	definitivament	οπωσδήποτε	definitivament	ADV	ADV
ουσιαστικό	substantiu	ουσιαστικός	substantiu	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
κυκλική	cíclica	κυκλικός	cíclic	ADJ;NOM;FEM;SG	ADJ;FEM;SG
κυκλική	cíclic	κυκλικός	cíclic	ADJ;NOM;FEM;SG	ADJ;MASC;SG
συμβουλές	consells	συμβουλής	consell	N;NOM;FEM;PL	N;MASC;PL
αστεροειδείς	asteroides	αστεροειδής	asteroit	N;NOM;MASC;PL	N;MASC;PL
επίσκοποι	bisbes	επίσκοπος	bisbe	N;NOM;MASC;PL	N;MASC;PL
θυγατέρα	filla	θυγατέρα	filla	N;NOM;FEM;SG	N;FEM;SG
παρεμβάσεις	intervencions	παρέμβαση	intervenció	N;NOM;FEM;PL	N;FEM;PL
αλληλογραφία	correspondència	αλληλογραφία	correspondència	N;NOM;FEM;SG	N;FEM;SG
αλληλογραφία	correu	αλληλογραφία	correu	N;NOM;FEM;SG	N;MASC;SG
μάθηση	aprenentatge	μάθηση	aprenentatge	N;ACC;FEM;SG	N;MASC;SG
συμπεριφορές	conductes	συμπεριφορά	conducta	N;NOM;FEM;PL	N;FEM;PL
συμπεριφορές	actituds	συμπεριφορά	actitud	N;NOM;FEM;PL	N;FEM;PL
ποικίλες	variats	ποικίλος	variat	ADJ;NOM;FEM;PL	ADJ;MASC;PL;V.PTCP
εξαιρετικές	excepcionals	εξαιρετικός	excepcional	ADJ;NOM;FEM;PL	ADJ;PL
προσεγγίσεις	plantejaments	προσέγγιση	plantejament	N;NOM;FEM;PL	N;MASC;PL
επιχειρηματίες	empresaris	επιχειρηματίας	empresari	N;NOM;MASC;PL	N;MASC;PL
επιχειρηματίες	emprenedors	επιχειρηματίας	emprenedor	N;NOM;MASC;PL	N;MASC;PL
φωτεινή	lluminosa	φωτεινός	lluminós	ADJ;NOM;FEM;SG	ADJ;FEM;SG
φωτεινή	lluminós	φωτεινός	lluminós	ADJ;NOM;FEM;SG	ADJ;MASC;SG
βιομηχανικό	industrial	βιομηχανικός	industrial	ADJ;NOM;NEUT;SG	ADJ;SG
μετανάστευσης	migració	μετανάστευση	migració	N;GEN;FEM;SG	N;FEM;SG
μετανάστευσης	immigració	μετανάστευση	immigració	N;GEN;FEM;SG	N;FEM;SG
εκκλησάκι	capella	εκκλησάκι	capella	N;NOM;NEUT;SG	N;FEM;SG
ρήμα	verb	ρήμα	verb	N;NOM;NEUT;SG	N;MASC;SG
ανίχνευση	detecció	ανίχνευση	detecció	N;NOM;FEM;SG	N;FEM;SG
ικανό	capaç	ικανός	capaç	ADJ;NOM;NEUT;SG	ADJ;SG
ψάρι	peix	ψάρι	peix	N;NOM;NEUT;SG	N;MASC;SG
τρύπα	forat	τρύπα	forat	N;NOM;FEM;SG	N;MASC;SG
εικάζεται	presumeix	εικάζω	presumir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V;IND;SG;3;PRS;FIN
ψωμί	pa	ψωμί	pa	N;NOM;NEUT;SG	N;MASC;SG
προφανές	obvi	προφανός	obvi	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
προφανές	evident	προφανός	evident	ADJ;NOM;NEUT;SG	ADJ;SG
παράμετρος	paràmetre	παράμετρος	paràmetre	N;NOM;FEM;SG	N;MASC;SG
προτίμηση	preferència	προτίμηση	preferència	N;ACC;FEM;SG	N;FEM;SG
ανθρωπότητας	humanitat	ανθρωπότητα	humanitat	N;GEN;FEM;SG	N;FEM;SG
ανεξάρτητοι	independents	ανεξάρτητος	independent	ADJ;NOM;MASC;PL	ADJ;PL
ανεξάρτητοι	autònoms	ανεξάρτητος	autònom	ADJ;NOM;MASC;PL	ADJ;MASC;PL
ανεξάρτητοι	independents	ανεξάρτητος	independent	ADJ;NOM;MASC;PL	ADJ;PL
αμερικάνικο	americà	Αμερικάνικος	americà	ADJ;NOM;NEUT;SG	ADJ;MASC;SG
βαλκανίων	balcans	βαλκάνια	balcà	N;GEN;NEUT;PL	N;MASC;PL
καρπός	fruit	καρπός	fruit	N;NOM;MASC;SG	N;MASC;SG
καρπός	fruita	καρπός	fruita	N;NOM;MASC;SG	N;FEM;SG
καρπός	canell	καρπός	canell	N;NOM;MASC;SG	N;MASC;SG
αθλητή	esportista	αθλητός	esportista	N;ACC;MASC;SG	N;SG
μεσαιωνικό	medieval	μεσαιωνικός	medieval	ADJ;NOM;NEUT;SG	ADJ;SG
ταξιαρχία	brigada	ταξιαρχία	brigada	N;ACC;FEM;SG	N;FEM;SG
καταστρέψει	destruir	καταστρέφω	destruir	V;PFV;IND;SG;3;FIN;ACT	V;NFIN
γενιές	generacions	γενιά	generació	N;NOM;FEM;PL	N;FEM;PL
εξερεύνηση	exploració	εξερεύνηση	exploració	N;ACC;FEM;SG	N;FEM;SG
δολάριο	dòlar	δολάριο	dòlar	N;NOM;NEUT;SG	N;MASC;SG
σύνθημα	lema	σύνθημα	lema	N;NOM;NEUT;SG	N;MASC;SG
σύνθημα	contrasenya	σύνθημα	contrasenyar	N;NOM;NEUT;SG	N;FEM;SG
επιτεύγματα	èxits	επίτευγμα	èxit	N;NOM;NEUT;PL	N;MASC;PL
επιτεύγματα	realitzacions	επίτευγμα	realització	N;NOM;NEUT;PL	N;FEM;PL
κεραυνός	llamp	κεραυνός	llamp	N;NOM;MASC;SG	N;MASC;SG
