les	the	le	the	DET;DEF;PL	DET;DEF
intégrer	embed	intégrer	emb	V;NFIN	V;IMP;FIN
écologie	ecology	écologie	ecology	N;FEM;SG	N;SG
forcément	necessarily	forcément	necessarily	ADV	ADV
spécialistes	specialists	spécialiste	specialist	N;MASC;PL	N;PL
ajouté	added	ajouter	add	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
ultime	ultimate	ultime	ultimate	ADJ;MASC;SG	ADJ
pseudo	username	pseudo	username	N;MASC;SG	N;SG
pseudo	nickname	pseudo	nickname	N;MASC;SG	N;SG
pseudo	pseudo	pseudo	pseudo	N;MASC;SG	N;SG
constructions	constructions	construction	construction	N;FEM;PL	N;PL
accompagne	accompanies	accompagner	accompany	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
variations	variations	variation	variation	N;FEM;PL	N;PL
descente	descent	descente	descent	N;FEM;SG	N;SG
descente	downhill	descente	downhill	N;FEM;SG	N;SG
remplacée	replaced	remplacer	replace	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
magasin	shop	magasin	shop	N;MASC;SG	N;SG
magasin	store	magasin	store	N;MASC;SG	N;SG
neuve	newfoundland	neuf	newfoundland	ADJ;FEM;SG	ADJ
punk	punk	punk	punk	N;MASC;SG	N;SG
sucre	sugar	sucre	sugar	N;MASC;SG	N;SG
manifestation	protest	manifestation	protest	N;FEM;SG	N;SG
manifestation	demonstration	manifestation	demonstration	N;FEM;SG	N;SG
manifestation	manifestation	manifestation	manifestation	N;FEM;SG	N;SG
installée	installed	installer	install	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
symphonie	symphony	symphonie	symphony	N;FEM;SG	N;SG
vêtements	clothes	vêtement	clothes	N;MASC;PL	N;PL
adulte	adult	adulte	adult	ADJ;MASC;SG	ADJ
explication	explanation	explication	explanation	N;FEM;SG	N;SG
différences	differences	différence	difference	N;FEM;PL	N;PL
biographique	biographical	biographique	biographical	ADJ;MASC;SG	ADJ
vendus	sold	vendre	sell	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
considérer	consider	considérer	consider	V;NFIN	V;IMP;FIN
variante	variant	variante	variant	N;FEM;SG	N;SG
variante	variation	variante	variation	N;FEM;SG	N;SG
redirection	redirection	redirection	redirection	N;FEM;SG	N;SG
redirection	redirecting	redirection	redirect	N;FEM;SG	N;SG
roches	rocks	roche	rock	N;FEM;PL	N;PL
entité	entity	entité	entity	N;FEM;SG	N;SG
duchesse	duchess	duchesse	duchess	N;FEM;SG	N;SG
couvert	covered	couvert	cover	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
précédemment	previously	précédemment	previously	ADV	ADV
délégué	delegated	déléguer	delegate	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
cahiers	notebooks	cahier	notebook	N;MASC;PL	N;PL
cahiers	booklets	cahier	booklet	N;MASC;PL	N;PL
cahiers	cahiers	cahier	cahier	N;MASC;PL	N;PL
logement	accommodation	logement	accommodation	N;MASC;SG	N;SG
phases	phases	phase	phase	N;FEM;PL	N;PL
tribus	tribes	tribu	tribe	N;FEM;PL	N;PL
vraie	real	vrai	real	ADJ;FEM;SG	ADJ
vraie	true	vrai	true	ADJ;FEM;SG	ADJ
astronome	astronomer	astronome	astronomer	N;MASC;SG	N;SG
graveur	engraver	graveur	engraver	N;MASC;SG	N;SG
graveur	burner	graveur	burner	N;MASC;SG	N;SG
contemporains	contemporary	contemporain	contemporary	ADJ;MASC;PL	ADJ
régionaux	regional	régional	regional	ADJ;MASC;PL	ADJ
battant	flying	battre	fly	V;PRS;V.PTCP	V;V.MSDR
flèche	arrow	flèche	arrow	N;FEM;SG	N;SG
circonscriptions	constituencies	circonscription	constituency	N;FEM;PL	N;PL
experts	experts	expert	expert	N;MASC;PL	N;PL
attentat	attack	attentat	attack	N;MASC;SG	N;SG
attentat	bombing	attentat	bombing	N;MASC;SG	N;SG
feuille	leaf	feuille	leaf	N;FEM;SG	N;SG
feuille	sheet	feuille	sheet	N;FEM;SG	N;SG
difficiles	hard	difficile	hard	ADJ;MASC;PL	ADJ
difficiles	difficult	difficile	difficult	ADJ;MASC;PL	ADJ
coupes	cuts	coupe	cut	N;FEM;PL	N;PL
coupes	cups	coupe	cup	N;FEM;PL	N;PL
douce	sweet	doux	sweet	ADJ;FEM;SG	ADJ
douce	gentle	doux	gentle	ADJ;FEM;SG	ADJ
douce	soft	doux	soft	ADJ;FEM;SG	ADJ
remarquables	notable	remarquable	notable	ADJ;MASC;PL	ADJ
remarquables	remarkable	remarquable	remarkable	ADJ;MASC;PL	ADJ
remarquables	outstanding	remarquable	outstanding	ADJ;MASC;PL	ADJ
contraint	forced	contraindre	force	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
dep	dep	dep	dep	N;MASC;SG	N;SG
descendants	descendents	descendant	descendent	N;MASC;PL	N;PL
descendants	descendants	descendant	descendant	N;MASC;PL	N;PL
quasiment	almost	quasiment	almost	ADV	ADV
quasiment	virtually	quasiment	virtually	ADV	ADV
quasiment	practically	quasiment	practically	ADV	ADV
finlandais	finnish	finlandais	finnish	ADJ;MASC;SG	ADJ
intervenir	intervening	intervenir	intervene	V;NFIN	V;V.MSDR
intervenir	intervene	intervenir	intervene	V;NFIN	V;IMP;FIN
districts	districts	district	district	N;MASC;PL	N;PL
inutile	useless	inutile	useless	ADJ;MASC;SG	ADJ
inutile	unnecessary	inutile	unnecessary	ADJ;MASC;SG	ADJ
déchets	wastes	déchet	waste	N;MASC;PL	N;PL
comique	comedian	comique	comedian	N;MASC;SG	N;SG
comique	comedy	comique	comedy	N;MASC;SG	N;SG
doté	endowed	doter	endow	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
matières	materials	matière	material	N;FEM;PL	N;PL
essence	petrol	essence	petrol	N;FEM;SG	N;SG
essence	essence	essence	essence	N;FEM;SG	N;SG
essence	gasoline	essence	gasoline	N;FEM;SG	N;SG
séminaire	seminary	séminaire	seminary	N;MASC;SG	N;SG
séminaire	seminar	séminaire	seminar	N;MASC;SG	N;SG
fins	endings	fin	ending	N;FEM;PL	N;PL
administratives	administrative	administratif	administrative	ADJ;FEM;PL	ADJ
provenance	provenance	provenance	provenance	N;FEM;SG	N;SG
orthographe	spelling	orthographe	spelling	N;FEM;SG	N;SG
orthographe	spell	orthographe	spell	N;FEM;SG	N;SG
biologie	biology	biologie	biology	N;FEM;SG	N;SG
massachusetts	massachusetts	massachusett	massachusett	N;MASC;PL	N;PL
essayer	try	essayer	try	V;NFIN	V;IMP;FIN
essayer	trying	essayer	try	V;NFIN	V;V.MSDR
marchés	markets	marché	market	N;MASC;PL	N;PL
cellule	cell	cellule	cell	N;FEM;SG	N;SG
fou	insane	fou	insane	ADJ;MASC;SG	ADJ
fou	crazy	fou	crazy	ADJ;MASC;SG	ADJ
fou	mad	fou	mad	ADJ;MASC;SG	ADJ
accepter	accepting	accepter	accept	V;NFIN	V;V.MSDR
accepter	accept	accepter	accept	V;NFIN	V;IMP;FIN
électorale	electoral	électoral	electoral	ADJ;FEM;SG	ADJ
destinés	destined	destiner	destine	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
courage	courage	courage	courage	N;MASC;SG	N;SG
courage	bravery	courage	bravery	N;MASC;SG	N;SG
moulins	windmills	moulin	windmill	N;MASC;PL	N;PL
moulins	mills	moulin	mill	N;MASC;PL	N;PL
humour	humor	humour	humor	N;MASC;SG	N;SG
humour	humour	humour	humour	N;MASC;SG	N;SG
banques	banks	banque	bank	N;FEM;PL	N;PL
nommés	named	nommer	name	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
nommés	appointed	nommer	appoint	V;MASC;PL;PST;V.PTCP	V;PST;V.PTCP
justement	precisely	justement	precisely	ADV	ADV
battre	beat	battre	beat	V;NFIN	V;IMP;FIN
clavier	keyboard	clavier	keyboard	N;MASC;SG	N;SG
norvégien	norwegian	norvégien	norwegian	ADJ;MASC;SG	ADJ
positif	positive	positif	positive	ADJ;MASC;SG	ADJ
plume	feather	plume	feather	N;FEM;SG	N;SG
plume	plume	plume	plume	N;FEM;SG	N;SG
plume	pen	plume	pen	N;FEM;SG	N;SG
démarche	approach	démarche	approach	N;FEM;SG	N;SG
démarche	gait	démarche	gait	N;FEM;SG	N;SG
paysages	landscapes	paysage	landscape	N;MASC;PL	N;PL
paysages	paysages	paysage	paysage	N;MASC;PL	N;PL
dissolution	dissolution	dissolution	dissolution	N;FEM;SG	N;SG
dissolution	dissolving	dissolution	dissolve	N;FEM;SG	N;SG
grève	strike	grève	strike	N;FEM;SG	N;SG
marchandises	goods	marchandise	goods	N;FEM;PL	N;PL
qualités	qualities	qualité	quality	N;FEM;PL	N;PL
fichiers	files	fichier	file	N;MASC;PL	N;PL
pratiquement	almost	pratiquement	almost	ADV	ADV
pratiquement	virtually	pratiquement	virtually	ADV	ADV
pratiquement	practically	pratiquement	practically	ADV	ADV
quatorze	fourteen	quatorze	fourteen	NUM	NUM
visibles	visible	visible	visible	ADJ;MASC;PL	ADJ
tirant	pulling	tirer	pull	V;PRS;V.PTCP	V;V.MSDR
dites	say	dire	say	V;FEM;PL;PST;V.PTCP	V;IMP;FIN
promouvoir	promote	promouvoir	promote	V;NFIN	V;IMP;FIN
observations	remarks	observation	remark	N;FEM;PL	N;PL
observations	observations	observation	observation	N;FEM;PL	N;PL
observations	comments	observation	comment	N;FEM;PL	N;PL
rural	rural	rural	rural	ADJ;MASC;SG	ADJ
codes	codes	code	code	N;MASC;PL	N;PL
récente	recent	récent	recent	ADJ;FEM;SG	ADJ
malade	ill	malade	ill	ADJ;MASC;SG	ADJ
malade	sick	malade	sick	ADJ;MASC;SG	ADJ
imprimerie	printing	imprimerie	printing	N;FEM;SG	N;SG
évaluer	assess	évaluer	assess	V;NFIN	V;IMP;FIN
évaluer	evaluate	évaluer	evaluate	V;NFIN	V;IMP;FIN
évaluer	evaluating	évaluer	evaluate	V;NFIN	V;V.MSDR
voulu	wanted	vouloir	want	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
réduite	reduced	réduire	reduce	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
perspective	prospect	perspective	prospect	N;FEM;SG	N;SG
perspective	perspective	perspective	perspective	N;FEM;SG	N;SG
garçons	boys	garçon	boy	N;MASC;PL	N;PL
doctrine	doctrine	doctrine	doctrine	N;FEM;SG	N;SG
militant	activist	militant	activist	N;MASC;SG	N;SG
tourner	turn	tourner	turn	V;NFIN	V;IMP;FIN
tourner	rotate	tourner	rotate	V;NFIN	V;IMP;FIN
impérial	imperial	impérial	imperial	ADJ;MASC;SG	ADJ
routier	road	routier	road	N;MASC;SG	N;SG
sociologie	sociology	sociologie	sociology	N;FEM;SG	N;SG
messages	messages	message	message	N;MASC;PL	N;PL
ballet	ballet	ballet	ballet	N;MASC;SG	N;SG
accusé	accused	accuser	accuse	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
connait	knows	connaître	know	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
effort	effort	effort	effort	N;MASC;SG	N;SG
affecté	assigned	affecter	assign	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
affecté	affected	affecter	affect	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
implique	implies	impliquer	imply	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
index	index	index	index	N;MASC;SG	N;SG
entend	hears	entendre	hear	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
veulent	want	vouloir	want	V;IND;PL;3;PRS;FIN	V;IND;PRS;FIN
téléphone	phone	téléphone	phone	N;MASC;SG	N;SG
téléphone	telephone	téléphone	telephone	N;MASC;SG	N;SG
documentation	documentation	documentation	documentation	N;FEM;SG	N;SG
bouche	mouth	bouche	mouth	N;FEM;SG	N;SG
hiérarchie	hierarchy	hiérarchie	hierarchy	N;FEM;SG	N;SG
blessure	injury	blessure	injury	N;FEM;SG	N;SG
blessure	wound	blessure	wound	N;FEM;SG	N;SG
fine	fine	fin	fine	ADJ;FEM;SG	ADJ
bourgeois	bourgeois	bourgeois	bourgeois	N;MASC;SG	N;SG
statues	statues	statue	statue	N;FEM;PL	N;PL
anneau	ring	anneau	ring	N;MASC;SG	N;SG
chambres	bedrooms	chambre	bedroom	N;FEM;PL	N;PL
chambres	rooms	chambre	room	N;FEM;PL	N;PL
terminus	terminus	terminus	terminus	N;MASC;SG	N;SG
onde	wave	onde	wave	N;FEM;SG	N;SG
exposé	exposed	exposer	expose	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
définie	defined	définir	define	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
masque	mask	masque	mask	N;MASC;SG	N;SG
combattre	fight	combattre	fight	V;NFIN	V;IMP;FIN
ouvrier	worker	ouvrier	worker	N;MASC;SG	N;SG
gloire	fame	gloire	fame	N;FEM;SG	N;SG
gloire	glory	gloire	glory	N;FEM;SG	N;SG
basses	low	bas	low	ADJ;FEM;PL	ADJ
archive	archive	archive	archive	N;FEM;SG	N;SG
protégé	protected	protéger	protect	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
tâche	task	tâche	task	N;FEM;SG	N;SG
apparait	appears	appraître	appear	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
fidèles	loyal	fidèle	loyal	ADJ;MASC;PL	ADJ
fidèles	faithful	fidèle	faithful	ADJ;MASC;PL	ADJ
causes	causes	cause	cause	N;FEM;PL	N;PL
papillon	butterfly	papillon	butterfly	N;MASC;SG	N;SG
papillon	moth	papillon	moth	N;MASC;SG	N;SG
comparaison	comparison	comparaison	comparison	N;FEM;SG	N;SG
panneaux	billboards	panneau	billboards	N;MASC;PL	N;PL
panneaux	panels	panneau	panel	N;MASC;PL	N;PL
panneaux	signs	panneau	sign	N;MASC;PL	N;PL
préparer	preparing	préparer	prepare	V;NFIN	V;V.MSDR
préparer	prepare	préparer	prepare	V;NFIN	V;IMP;FIN
illustre	illustrious	illustre	illustrious	ADJ;MASC;SG	ADJ
automatiquement	automatically	automatiquement	automatically	ADV	ADV
accepté	agreed	accepter	agree	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
accepté	accepted	accepter	accept	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
pousse	grows	pousser	grow	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
mondiaux	global	mondial	global	ADJ;MASC;PL	ADJ
globe	globe	globe	globe	N;MASC;SG	N;SG
procureur	prosecutor	procureur	prosecutor	N;MASC;SG	N;SG
médicale	medical	médical	medical	ADJ;FEM;SG	ADJ
génétique	genetic	génétique	genetic	ADJ;MASC;SG	ADJ
ballon	balloon	ballon	balloon	N;MASC;SG	N;SG
ballon	ball	ballon	ball	N;MASC;SG	N;SG
endroits	places	endroit	place	N;MASC;PL	N;PL
choc	shock	choc	shock	N;MASC;SG	N;SG
ondes	vibes	onde	vibe	N;FEM;PL	N;PL
ondes	airwaves	onde	airwave	N;FEM;PL	N;PL
ondes	waves	onde	wave	N;FEM;PL	N;PL
gérer	manage	gérer	manage	V;NFIN	V;IMP;FIN
romantique	romantic	romantique	romantic	ADJ;MASC;SG	ADJ
islamique	islamic	islamique	islamic	ADJ;MASC;SG	ADJ
entouré	surrounded	entourer	surround	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
anonyme	anonymous	anonyme	anonymous	ADJ;MASC;SG	ADJ
applique	applies	appliquer	apply	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
assurance	insurance	assurance	insurance	N;FEM;SG	N;SG
audience	audience	audience	audience	N;FEM;SG	N;SG
audience	hearing	audience	hearing	N;FEM;SG	N;SG
manager	manager	manager	manager	N;MASC;SG	N;SG
espère	hope	espérer	hope	V;IND;SG;3;PRS;FIN	V;IND;PRS;FIN
cinématographique	cinematographic	cinématographique	cinematographic	ADJ;MASC;SG	ADJ
cinématographique	cinematic	cinématographique	cinematic	ADJ;MASC;SG	ADJ
littoral	coastline	littoral	coastline	N;MASC;SG	N;SG
module	module	module	module	N;MASC;SG	N;SG
enterré	buried	enterrer	bury	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
bonus	bonus	bonus	bonus	N;MASC;SG	N;SG
théories	theories	théorie	theory	N;FEM;PL	N;PL
disant	saying	dire	say	V;PRS;V.PTCP	V;V.MSDR
diversité	diversity	diversité	diversity	N;FEM;SG	N;SG
rocher	boulder	rocher	boulder	N;MASC;SG	N;SG
garnison	garrison	garnison	garrison	N;FEM;SG	N;SG
résoudre	resolve	résoudre	resolve	V;NFIN	V;IMP;FIN
résoudre	solve	résoudre	solve	V;NFIN	V;IMP;FIN
sculptures	sculptures	sculpture	sculpture	N;FEM;PL	N;PL
investissement	investing	investissement	invest	N;MASC;SG	N;SG
investissement	investment	investissement	investment	N;MASC;SG	N;SG
absolument	absolutely	absolument	absolutely	ADV	ADV
incident	incident	incident	incident	N;MASC;SG	N;SG
transformé	transformed	transformer	transform	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
concerto	concerto	concerto	concerto	N;MASC;SG	N;SG
adversaires	adversaries	adversaire	adversary	N;MASC;PL	N;PL
adversaires	opponents	adversaire	opponent	N;MASC;PL	N;PL
compagnon	companion	compagnon	companion	N;MASC;SG	N;SG
chroniques	chroniques	chronique	chronique	N;FEM;PL	N;PL
chroniques	chronicles	chronique	chronicle	N;FEM;PL	N;PL
tue	kills	tuer	kill	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
radical	radical	radical	radical	ADJ;MASC;SG	ADJ
partenariat	partnership	partenariat	partnership	N;MASC;SG	N;SG
stratégique	strategic	stratégique	strategic	ADJ;MASC;SG	ADJ
réfugiés	refugees	réfugié	refuge	N;MASC;PL	N;PL
berger	shepherd	berger	shepherd	N;MASC;SG	N;SG
cache	hides	cacher	hide	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
égale	equal	égal	equal	ADJ;FEM;SG	ADJ
œufs	eggs	œuf	egg	N;MASC;PL	N;PL
tentatives	attempts	tentative	attempt	N;FEM;PL	N;PL
particularité	peculiarity	particularité	peculiarity	N;FEM;SG	N;SG
particularité	particularity	particularité	particularity	N;FEM;SG	N;SG
blanches	white	blanc	white	ADJ;FEM;PL	ADJ
miles	miles	mile	mile	N;MASC;PL	N;PL
demandes	applications	demande	application	N;FEM;PL	N;PL
demandes	requests	demande	request	N;FEM;PL	N;PL
distinguer	distinguish	distinguer	distinguish	V;NFIN	V;IMP;FIN
doublé	doubled	doubler	double	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
boxe	boxing	boxe	box	N;FEM;SG	N;SG
pair	peer	pair	peer	N;MASC;SG	N;SG
pair	pair	pair	pair	N;MASC;SG	N;SG
industriels	industrial	industriel	industrial	ADJ;MASC;PL	ADJ
tarn	tarn	tarn	tarn	N;MASC;SG	N;SG
compagnons	companions	compagnon	companion	N;MASC;PL	N;PL
challenge	challenge	challenge	challenge	N;MASC;SG	N;SG
serpent	snake	serpent	snake	N;MASC;SG	N;SG
serpent	serpent	serpent	serpent	N;MASC;SG	N;SG
chimiques	chemical	chimique	chemical	ADJ;MASC;PL	ADJ
livret	booklet	livret	booklet	N;MASC;SG	N;SG
livret	libretto	livret	libretto	N;MASC;SG	N;SG
média	media	média	media	N;MASC;SG	N;SG
noires	black	noir	black	ADJ;FEM;PL	ADJ
foyer	foyer	foyer	foyer	N;MASC;SG	N;SG
foyer	fireplace	foyer	fireplace	N;MASC;SG	N;SG
comtes	counts	comte	count	N;MASC;PL	N;PL
invite	prompt	invite	prompt	N;FEM;SG	N;SG
anges	angels	ange	angel	N;MASC;PL	N;PL
rencontrer	meet	rencontrer	meet	V;NFIN	V;IMP;FIN
étang	pond	étang	pond	N;MASC;SG	N;SG
restant	remaining	rester	remain	V;PRS;V.PTCP	V;V.MSDR
rassemble	gathers	rassembler	gather	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
symboles	symbols	symbole	symbol	N;MASC;PL	N;PL
vols	flights	vol	flight	N;MASC;PL	N;PL
voûte	vault	voûte	vault	N;FEM;SG	N;SG
méridionale	southern	méridional	southern	ADJ;FEM;SG	ADJ
racines	roots	racine	root	N;FEM;PL	N;PL
accueilli	hosted	accueillir	host	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
fréquente	frequent	fréquent	frequent	ADJ;FEM;SG	ADJ
équipé	equipped	équiper	equip	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
feux	fires	feu	fire	N;MASC;PL	N;PL
feux	lamps	feu	lamp	N;MASC;PL	N;PL
parfait	perfect	parfait	perfect	ADJ;MASC;SG	ADJ
roumain	romanian	roumain	romanian	ADJ;MASC;SG	ADJ
affluents	tributaries	affluent	tributary	N;MASC;PL	N;PL
gardes	guards	garde	guard	N;MASC;PL	N;PL
gardes	gardes	garde	garde	N;MASC;PL	N;PL
évolué	evolved	évoluer	evolve	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
romane	romanesque	roman	romanesque	ADJ;FEM;SG	ADJ
vents	winds	vent	wind	N;MASC;PL	N;PL
circulaire	circular	circulaire	circular	ADJ;MASC;SG	ADJ
décennies	decades	décennie	decade	N;FEM;PL	N;PL
assistance	assistance	assistance	assistance	N;FEM;SG	N;SG
assistance	support	assistance	support	N;FEM;SG	N;SG
esthétique	aesthetic	esthétique	aesthetic	ADJ;MASC;SG	ADJ
coloniale	colonial	colonial	colonial	ADJ;FEM;SG	ADJ
permanente	permanent	permanent	permanent	ADJ;FEM;SG	ADJ
spéciaux	special	spécial	special	ADJ;MASC;PL	ADJ
citation	quote	citation	quote	N;FEM;SG	N;SG
citation	citation	citation	citation	N;FEM;SG	N;SG
citation	quotation	citation	quotation	N;FEM;SG	N;SG
indiens	indian	indien	indian	ADJ;MASC;PL	ADJ
appliquer	apply	appliquer	apply	V;NFIN	V;IMP;FIN
traditionnellement	traditionally	traditionnellement	traditionally	ADV	ADV
âges	ages	âge	age	N;MASC;PL	N;PL
offrir	offering	offrir	offer	V;NFIN	V;V.MSDR
offrir	offer	offrir	offer	V;NFIN	V;IMP;FIN
crédité	credited	créditer	credite	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
tests	tests	test	test	N;MASC;PL	N;PL
neutralité	neutrality	neutralité	neutrality	N;FEM;SG	N;SG
sépare	separates	séparer	separate	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
bière	beer	bière	beer	N;FEM;SG	N;SG
faibles	weak	faible	weak	ADJ;MASC;PL	ADJ
faibles	low	faible	low	ADJ;MASC;PL	ADJ
élue	elected	élire	elect	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
industries	industries	industrie	industry	N;FEM;PL	N;PL
destin	destiny	destin	destiny	N;MASC;SG	N;SG
destin	fate	destin	fate	N;MASC;SG	N;SG
précédentes	previous	précédent	previous	ADJ;FEM;PL	ADJ
archéologiques	archeological	archéologique	archeological	ADJ;MASC;PL	ADJ
archéologiques	archaeological	archéologique	archaeological	ADJ;MASC;PL	ADJ
invention	invention	invention	invention	N;FEM;SG	N;SG
podium	podium	podium	podium	N;MASC;SG	N;SG
professeurs	professors	professeur	professor	N;MASC;PL	N;PL
professeurs	teachers	professeur	teacher	N;MASC;PL	N;PL
emplois	jobs	emploi	job	N;MASC;PL	N;PL
occupée	occupied	occuper	occupy	V;FEM;SG;PST;V.PTCP	V;PST;V.PTCP
confusion	confusion	confusion	confusion	N;FEM;SG	N;SG
paroisses	parishes	paroisse	parish	N;FEM;PL	N;PL
spécialement	specifically	spécialement	specifically	ADV	ADV
spécialement	specially	spécialement	specially	ADV	ADV
spécialement	especially	spécialement	especially	ADV	ADV
mosquée	mosque	mosquée	mosque	N;FEM;SG	N;SG
personnellement	personally	personnellement	personally	ADV	ADV
étrange	strange	étrange	strange	ADJ;MASC;SG	ADJ
étrange	weird	étrange	weird	ADJ;MASC;SG	ADJ
étrange	odd	étrange	odd	ADJ;MASC;SG	ADJ
étrange	bizarre	étrange	bizarre	ADJ;MASC;SG	ADJ
crimes	crimes	crime	crime	N;MASC;PL	N;PL
autrichienne	austrian	autrichien	austrian	ADJ;FEM;SG	ADJ
nobles	noble	noble	noble	ADJ;MASC;PL	ADJ
exprimer	expressing	exprimer	express	V;NFIN	V;V.MSDR
vendre	sell	vendre	sell	V;NFIN	V;IMP;FIN
maintenance	maintenance	maintenance	maintenance	N;FEM;SG	N;SG
session	session	session	session	N;FEM;SG	N;SG
vallées	valleys	vallée	valley	N;FEM;PL	N;PL
indienne	indian	indien	indian	ADJ;FEM;SG	ADJ
suites	suites	suite	suite	N;FEM;PL	N;PL
alentours	surroundings	alentours	surroundings	N;MASC;PL	N;PL
inauguration	inauguration	inauguration	inauguration	N;FEM;SG	N;SG
contrôler	controlling	contrôler	control	V;NFIN	V;V.MSDR
chœurs	choirs	chœur	choir	N;MASC;PL	N;PL
colons	colonists	colon	colonist	N;MASC;PL	N;PL
colons	settlers	colon	settler	N;MASC;PL	N;PL
brésilienne	brazilian	brésilien	brazilian	ADJ;FEM;SG	ADJ
majoritairement	predominantly	majoritairement	predominantly	ADV	ADV
spéciales	special	spécial	special	ADJ;FEM;PL	ADJ
récentes	recent	récent	recent	ADJ;FEM;PL	ADJ
policiers	policemen	policier	policeman	N;MASC;PL	N;PL
policiers	police	policier	police	N;MASC;PL	N;PL
armement	arming	armement	arming	N;MASC;SG	N;SG
armement	armament	armement	armament	N;MASC;SG	N;SG
armement	weaponry	armement	weaponry	N;MASC;SG	N;SG
exprime	expresses	exprimer	express	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
ailier	wing	ailier	wing	N;MASC;SG	N;SG
ailier	winger	ailier	winger	N;MASC;SG	N;SG
robe	dress	robe	dress	N;FEM;SG	N;SG
normalement	normally	normalement	normally	ADV	ADV
mystère	mystery	mystère	mystery	N;MASC;SG	N;SG
phénomènes	phenomena	phénomène	phenomena	N;MASC;PL	N;PL
similaires	similar	similaire	similar	ADJ;MASC;PL	ADJ
sage	wise	sage	wise	ADJ;MASC;SG	ADJ
vaisseaux	ships	vaisseau	ship	N;MASC;PL	N;PL
vaisseaux	vessels	vaisseau	vessel	N;MASC;PL	N;PL
béton	concrete	béton	concrete	N;MASC;SG	N;SG
lions	lions	lion	lion	N;MASC;PL	N;PL
idéal	ideal	idéal	ideal	ADJ;MASC;SG	ADJ
particules	particles	particule	particle	N;FEM;PL	N;PL
particules	particulates	particule	particulate	N;FEM;PL	N;PL
baby	baby	baby	baby	N;MASC;SG	N;SG
soprano	soprano	soprano	soprano	N;MASC;SG	N;SG
shakespeare	shakespeare	shakespear	shakespeare	N;MASC;SG	N;SG
masters	masters	master	master	N;MASC;PL	N;PL
refusé	denied	refuser	deny	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
refusé	rejected	refuser	reject	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
refusé	declined	refuser	decline	V;MASC;SG;PST;V.PTCP	V;PST;V.PTCP
refusé	refused	refuser	refuse	V;MASC;SG;PST;V.PTCP	V;IND;PST;FIN
coureurs	racers	coureur	racer	N;MASC;PL	N;PL
coureurs	riders	coureur	rider	N;MASC;PL	N;PL
coureurs	runners	coureur	runner	N;MASC;PL	N;PL
extraits	extract	extraire	extract	V;MASC;PL;PST;V.PTCP	V;IMP;FIN
