bir	ایک.	bir	ایک.		
sorunsuz	یکساں	sorunsuz	یکساں	ADJ	ADJ
sorunsuz	معتدل	sorunsuz	معتدل	ADJ	ADJ
sorunsuz	ہموار	sorunsuz	ہموار	ADJ	ADJ
yarasa	باؤلا.	yara	باؤلا.		
viola	وائل.	viola	وائل.		
sos	لاون.	sos	لاون.		
öldürücü	مہلک.	öldürücü	مہلک.		
öldürücü	ازحد	öldürücü	ازحد		
mesafeli	خفیف	mesafeli	خفیف		
mesafeli	خفیف	mesafeli	خفیف		
mesafeli	دُور	mesafeli	دُور		
emeklilik	سبکدوشی	emeklilik	سبکدوش	N;NOM;SG;3	N;NOM;MASC;SG;3
perakende	at	perakende	at		
um	اوں	u	اوں		
güçsüz	نازک	güçsüz	نازک	ADJ	ADJ
güçsüz	کمزور	güçsüz	کمزور	ADJ	ADJ
güçsüz	نازک	güçsüz	نازک	ADJ	ADJ
güçsüz	ناتواں	güçsüz	ناتواں	ADJ	ADJ
rab	آقا	rab	آقا		
balon	قعر	balon	قعر		
balon	کہفہ	balon	کہفہ		
zalim	(	zalim	(		
eksiklik	کمی	eksiklik	کمی	N;NOM;SG;3	N;NOM;FEM;SG;3
eksiklik	کمی	eksiklik	کمی	N;NOM;SG;3	N;NOM;FEM;SG;3
eksiklik	بال	eksiklik	بال	N;NOM;SG;3	N;NOM;MASC;SG;3
depresyon	فشار.	depresyon	فشار.		
depresyon	پچکن.	depresyon	پچکن.		
ödünç	دَین	ödünç	دَین		
gösterişli	پیچیدہ.	gösterişli	پیچیدہ.	ADJ	ADJ
gösterişli	صاف	gösterişli	صاف	ADJ	ADJ
gösterişli	شفاف	gösterişli	شفاف	ADJ	ADJ
tektonik	ساختمانی	tektonik	ساختمانی	ADJ	ADJ;NOM
eddy	بگولا.	et	بگولا.		
eddy	بگولا.	et	بگولا.		
pekmez	کثیف	pekmez	کثیف	N;NOM;SG;3	N;NOM;MASC;SG;3
tesadüfen	احیاناً	tesadüf	احیاناً	ADV	ADV
tesadüfen	اتفاقاً	tesadüf	اتفاقاً	ADV	ADV
tesadüfen	ضمناً	tesadüf	ضمناً	ADV	ADV
ayrımcılık	تفریق	ayrımcılık	تفریق	N;NOM;SG;3	N;NOM;MASC;SG;3
ayrımcılık	شناخت	ayrımcılık	شناخت	N;NOM;SG;3	N;NOM;MASC;SG;3
ayrımcılık	تمیز	ayrımcılık	تمیز	N;NOM;SG;3	N;NOM;MASC;SG;3
feda	وارنا.	feda	وارنا.		
feda	وارنا.	feda	وارنا.		
bağlayıcı	عائد.	bağlayıcı	عائد.		
üretme	جانچنے	üre	جانچ	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS	V;NFIN
müsabaka	آزمائش	müsabaka	آزمائش	N;NOM;SG;3	N;NOM;MASC;SG;3
atmosferik	فضائی	atmosferik	فضائی	ADJ	ADJ
kümes	پیلو	kümes	پیلو		
partner	ساتھی	partner	ساتھی	N;NOM;SG;3	N;NOM;MASC;SG;3
partner	ساتھی	partner	ساتھی	N;NOM;SG;3	N;NOM;MASC;SG;3
kuraklık	تشنگی	kuraklık	تشنگی	N;NOM;SG;3	N;NOM;MASC;SG;3
bilinci	ہوش	bilinci	ہوش	N;NOM;SG;3	N;NOM;MASC;SG;3
bilinci	آگاہی	bilinci	آگاہی	N;NOM;SG;3	N;NOM;MASC;SG;3
acemi	(	acemi	(		
yufka	لکیر	yufka	لکیر	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	گداز	yufka	گداز	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	نرمی	yufka	نرمی	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	آہستگی	yufka	آہستگی	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	لکیر	yufka	لکیر	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	گداز	yufka	گداز	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	نرمی	yufka	نرمی	N;NOM;SG;3	N;NOM;MASC;SG;3
yufka	آہستگی	yufka	آہستگی	N;NOM;SG;3	N;NOM;MASC;SG;3
hm	(	hm	(		
tut	پانا	tut	پانا	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
tut	ماننا.	tut	ماننا.	V;PFV;IMP;SG;2;POS;PRS	V;NFIN;ACT
tut	پانا	tut	پانا	V;PFV;IMP;SG;2;POS;PRS	V;SG;NFIN;ACT
tut	ماننا.	tut	ماننا.	V;PFV;IMP;SG;2;POS;PRS	V;NFIN;ACT
tut	سنبھالنا	tut	سنبھال	V;PFV;IMP;SG;2;POS;PRS	V;MASC;SG;NFIN;ACT
savage	خونخوار	savage	خونخوار		
savage	خونخوار	savage	خونخوار		
baharat	الائچی	baharat	الائچی	N;NOM;SG;3	N;NOM;FEM;SG;3
pin	بروچ.	pin	بروچ.		
pin	up	pin	up		
fotoğrafçılık	عکاسی.	fotoğrafçılık	عکاس	N;NOM;SG;3	N;NOM;MASC;SG;3
metalik	دھاتی	metalik	دھاتی	ADJ	ADJ
erime	گھلنا.	eri	گھلنا.		
faul	غلیظ	faul	غلیظ	N;NOM;SG;3	N;NOM;MASC;SG;3
meditasyon	استغراق	meditasyon	استغراق	N;NOM;SG;3	N;NOM;MASC;SG;3
güz	برسنا	güz	برسنا		
güz	جھکنا.	güz	جھکنا.		
güz	سم.	güz	سم.		
güz	برسنا	güz	برسنا		
güz	جھکنا.	güz	جھکنا.		
güz	سم.	güz	سم.		
dayanıklılık	توانائی	dayanıklılık	توانائی	N;NOM;SG;3	N;NOM;FEM;SG;3
dayanıklılık	سکت	dayanıklılık	سکت	N;NOM;SG;3	N;NOM;MASC;SG;3
dayanıklılık	توانائی	dayanıklılık	توانائی	N;NOM;SG;3	N;NOM;FEM;SG;3
dayanıklılık	دم	dayanıklılık	دم	N;NOM;SG;3	N;NOM;MASC;SG;3
dayanıklılık	سختی	dayanıklılık	سختی	N;NOM;SG;3	N;NOM;MASC;SG;3
dayanıklılık	پائیداری	dayanıklılık	پائیداری	N;NOM;SG;3	N;NOM;MASC;SG;3
öfke	غیظ	öfke	غیظ		
öfke	غضب.	öfke	غضب.		
öfke	برسنا	öfke	برسنا		
öfke	(	öfke	(		
ölçek	ورقہ	ölçek	ورقہ		
ölçek	(	ölçek	(		
kaşık	up	kaşık	up		
gübre	گوبر	gübre	گوبر		
pusula	کمپاس	pusul	کمپاس		
larva	غوکچہ.	larv	غوکچہ.		
kalıntı	بقیہ.	kalıntı	بقیہ.		
altmış	lx	alt	lx		
medeniyet	تہذیب	medeniyet	تہذیب	N;NOM;SG;3	N;NOM;MASC;SG;3
barbar	اُجڈ	barbar	وجج		
yarası	زخم	yara	زخم	N;NOM;SG;3	N;NOM;MASC;SG;3
ölçme	مقیاس	ölç	مقیاس		
ölçme	بحر.	ölç	بحر.		
ölçme	مقیاس	ölç	مقیاس		
ölçme	بحر.	ölç	بحر.		
bereketli	شراب.	bereketli	شراب.		
bereketli	فراواں.	bereketli	فراواں.		
niş	طاق	niş	طاق		
kölelik	غلامی	kölelik	غلامی	N;NOM;SG;3	N;NOM;MASC;SG;3
kölelik	غلامی	kölelik	غلامی	N;NOM;SG;3	N;NOM;MASC;SG;3
kölelik	غلامی	kölelik	غلامی	N;NOM;SG;3	N;NOM;MASC;SG;3
dayanak	موقوف	dayanak	موقوف	N;NOM;SG;3	N;NOM;MASC;SG;3
sevgilim	پسندیدہ	sevgilim	پسندیدہ	ADJ;NOM;SG;3	ADJ
sevgilim	خوبصورت	sevgilim	خوبصورت	ADJ;NOM;SG;3	ADJ
sevgilim	پسندیدہ	sevgilim	پسندیدہ	ADJ;NOM;SG;3	ADJ
sevgilim	پیارا	sevgilim	پیارا	ADJ;NOM;SG;3	ADJ;NOM;MASC;SG
sevgilim	خوبصورت	sevgilim	خوبصورت	ADJ;NOM;SG;3	ADJ
benzerliği	مشابہت	benzerlik	مشابہت	N;NOM;SG;3	N;NOM;MASC;SG;3
taslağı	منصوبے	taslak	منصوبہ	N;NOM;SG;3	N;NOM;MASC;SG;3
sigma	c.	sigma	c.		
sigma	σ	sigma	σ		
judy	زن.	judy	زن.		
yaramaz	نافرمان	yaramaz	نافرمان		
yaramaz	نافرمان	yaramaz	نافرمان		
sand	ریت	sand	ریت	N;NOM;SG;3	N;NOM;MASC;SG;3
muhabbet	گفتگو	muhabbet	گفتگو	N;NOM;SG;3	N;NOM;MASC;SG;3
yalnızlık	مہجور	yalnızlık	مہجور	N;NOM;SG;3	N;NOM;MASC;SG;3
yalnızlık	مہجور	yalnızlık	مہجور	N;NOM;SG;3	N;NOM;MASC;SG;3
dalış	چھلانگ	dalış	چھلانگ	N;NOM;SG;3	N;NOM;MASC;SG;3
dalış	بٹوے	dalış	بٹوا	N;NOM;SG;3	N;NOM;MASC;SG;3
dalış	چھلانگ	dalış	چھلانگ	N;NOM;SG;3	N;NOM;MASC;SG;3
dalış	بٹوے	dalış	بٹوا	N;NOM;SG;3	N;NOM;MASC;SG;3
dalış	غوطہ	dalış	غوطہ	N;NOM;SG;3	N;NOM;MASC;SG;3
ayin	(	ayin	(		
ayin	توسیع.	ayin	توسیع.		
safra	گستاخی	safra	گستاخی	N;NOM;SG;3	N;NOM;MASC;SG;3
kıyafetler	ملبوسات	kıyafet	ملبوسات	N;NOM;PL;3	N;NOM;MASC;PL;3
hakikat	سچّا	hakikat	سچّا		
hakikat	سچّا	hakikat	سچّا		
hakikat	(	hakikat	(		
hakikat	(	hakikat	(		
bağlamak	کسنا	bağla	کونا		
bağlamak	on	bağla	on		
pack	(	pack	(		
pack	بنڈل	pack	بنڈل		
pack	غول	pack	غول		
pack	پیکٹ	pack	پیکٹ		
strike	(	strik	(		
enfekte	(	enfek	(		
eksiksiz	مکمل	eksiksiz	مکمل	ADJ	ADJ
eksiksiz	قطعی	eksiksiz	قطعی	ADJ	ADJ
sting	کھٹک.	sting	کھٹک.		
sting	چبھن	sting	چبھن		
sting	ڈنک	sting	ڈنک		
yüzücü	شناور	yüzücü	شناور		
mağazası	ذخیرہ	mağaza	ذخیرہ	N;NOM;SG;3	N;NOM;MASC;SG;3
kabulü	(	kabul	(		
soya	دہی	soy	دہی		
muamele	علاج.	muamele	علاج.		
ör	بغیر.	ör	بغیر.		
zenginlik	بہبود	zenginlik	بہبود	N;NOM;SG;3	N;NOM;MASC;SG;3
zenginlik	دولت	zenginlik	دولت	N;NOM;SG;3	N;NOM;FEM;SG;3
zenginlik	فلاح	zenginlik	فلاح	N;NOM;SG;3	N;NOM;MASC;SG;3
uğraş	(	uğraş	(		
hücresel	چھدرا.	hücresel	چھدرا.		
anket	معائنہ	anket	معائنہ	N;NOM;SG;3	N;NOM;MASC;SG;3
anket	تحقیق	anket	تحقیق	N;NOM;SG;3	N;NOM;MASC;SG;3
diriliş	بیکار	diriliş	بیکار		
sentez	تالیف	sentez	تالیف	N;NOM;SG;3	N;NOM;MASC;SG;3
sentez	تالیف	sentez	تالیف	N;NOM;SG;3	N;NOM;MASC;SG;3
sentez	ترکیب	sentez	ترکیب	N;NOM;SG;3	N;NOM;FEM;SG;3
gökkuşağı	دھنک	gökkuşağı	دھنک	N;NOM;SG;3	N;NOM;MASC;SG;3
kurulum	تنصیب	kurulum	تنصیب	N;NOM;SG;3	N;NOM;MASC;SG;3
sakallı	ریش	sakallı	ریش		
sakallı	بانجر	sakallı	بانجر		
sakallı	ریش	sakallı	ریش		
sakallı	بانجر	sakallı	بانجر		
ayrılıkçı	گریز	ayrılıkçı	گریز	N;NOM;SG;3	N;NOM;MASC;SG;3
quest	مدعا	quest	مدعا	N;NOM;SG;3	N;NOM;MASC;SG;3
quest	مقصد	quest	مقصد	N;NOM;SG;3	N;NOM;MASC;SG;3
quest	جستجو	quest	جستجو	N;NOM;SG;3	N;NOM;MASC;SG;3
quest	تلاش	quest	تلاش	N;NOM;SG;3	N;NOM;FEM;SG;3
quest	مدعا	quest	مدعا	N;NOM;SG;3	N;NOM;MASC;SG;3
quest	مقصد	quest	مقصد	N;NOM;SG;3	N;NOM;MASC;SG;3
quest	جستجو	quest	جستجو	N;NOM;SG;3	N;NOM;MASC;SG;3
havan	گچ.	havan	گچ.		
yumruk	ٹھوکنا.	yumruk	ٹھوکنان		
ihale	بودا	ihale	بودا		
ihale	بودا	ihale	بودا		
leman	آشنا.	leman	آشنا.		
döküm	(	dök	(		
döküm	(	dök	(		
ölçeği	ترازو	ölçek	ترازو	N;NOM;SG;3	N;NOM;MASC;SG;3
fit	تشنج	fit	تشنج		
meltem	out	meltem	out		
dogru	to	dogru	to		
dogru	بالکل-	dogru	بالکل-		
dogru	واقعی	dogru	واقعی		
dogru	out	dogru	out		
dogru	to	dogru	to		
dogru	بالکل-	dogru	بالکل-		
dogru	واقعی	dogru	واقعی		
dogru	راست	dogru	راست		
dogru	out	dogru	out		
dogru	سچّا	dogru	سچّا		
hile	بیکار	hile	بیکار		
kolera	تخمہ	koler	تخمہ		
öfkeli	برہم.	öfkeli	برہم.		
kıvılcım	اخگر	kıvılcım	اخگر		
kıvılcım	بانکا.	kıvılcım	بانکا.		
kıvılcım	اخگر	kıvılcım	اخگر		
kıvılcım	بانکا.	kıvılcım	بانکا.		
ter	پسیجنا.	ter	پسیجنا.		
muayene	آزمائش.	muayene	آزمائش.	N;NOM;SG;3	N;NOM;MASC;SG;3
muayene	امتحان	muayene	امتحان	N;NOM;SG;3	N;NOM;MASC;SG;3
muayene	جانچ	muayene	جانچ	N;NOM;SG;3	N;NOM;MASC;SG;3
muayene	آزمائش.	muayene	آزمائش.	N;NOM;SG;3	N;NOM;MASC;SG;3
muayene	امتحان	muayene	امتحان	N;NOM;SG;3	N;NOM;MASC;SG;3
hidayet	مشورہ	hidayet	مشورہ	N;NOM;SG;3	N;NOM;MASC;SG;3
hidayet	ہدایت	hidayet	ہدایت	N;NOM;SG;3	N;NOM;FEM;SG;3
aygıt	کل.	aygıt	کل.		
aygıt	کل.	aygıt	کل.		
kasap	خونخوار	kasap	خونخوار		
oğlum	قبیلے	oğul	قبیلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
oğlum	بیٹا	oğul	بیٹا	N;NOM;SG;3	N;NOM;MASC;SG;3
oğlum	قبیلے	oğul	قبیلہ	N;NOM;SG;3	N;NOM;MASC;SG;3
laiklik	لادینیت	laiklik	لادینیت	N;NOM;SG;3	N;NOM;MASC;SG;3
kırıcı	(	kırıcı	(		
kauçuk	رفالہ.	kauçuk	رفالہ.		
evlatlık	اخذ	evlatlık	اخذ	N;NOM;SG;3	N;NOM;MASC;SG;3
evlatlık	قبولیت	evlatlık	قبولیت	N;NOM;SG;3	N;NOM;MASC;SG;3
evlatlık	منظوری	evlatlık	منظوری	N;NOM;SG;3	N;NOM;MASC;SG;3
tampon	تھاپی	tampon	تھاپی		
oku	out	oku	out		
dehşet	کپکپی	dehşet	کپکپی		
kozmolojik	سماوی	kozmolojik	سماوی		
üretken	خلّاق	üretken	خلّاق		
üretken	(	üretken	(		
üretken	فراواں.	üretken	فراواں.		
üretken	کثیر	üretken	کثیر		
şiirsel	موزوں.	şiirsel	موزوں		
pis	کمینہ	pis	کمینہ		
pis	کمینہ	pis	کمینہ		
pis	گندا	pis	گندا		
baska	سوا	baska	سوا		
messenger	قاصد	messenger	قاصد		
cildi	پوست	cildi	پوست		
kardeşlik	مواخات	kardeşlik	مواخ	N;NOM;SG;3	N;NOM;MASC;SG;3
kardeşlik	اخوت	kardeşlik	اخوت	N;NOM;SG;3	N;NOM;MASC;SG;3
kardeşlik	رفاقت.	kardeşlik	رفاقت.	N;NOM;SG;3	N;NOM;MASC;SG;3
gevşek	خلخل	gevşek	خلخل		
gevşek	(	gevşek	(		
gevşek	کاہل.	gevşek	کاہل.		
gevşek	کاہل.	gevşek	کاہل.		
zayiat	حادثہ	zayiat	حادثہ	N;NOM;SG;3	N;NOM;MASC;SG;3
arrow	تیر	arrow	تیر		
arrow	تیر	arrow	تیر		
baklava	ماوے	baklava	ماوے		
masası	ہوٹل	masa	ہوٹل	N;NOM;SG;3	N;NOM;FEM;SG;3
sopa	into	sopa	into		
sopa	باقی	sopa	باقی		
gerileme	دھچکا.	ger	دھچکا.		
ergenlik	بلوغ	ergenlik	بلوغ		
uyanık	واقف.	uyanık	واقف.		
kardeşliği	رفاقت.	kardeşlik	رفاقت.	N;NOM;SG;3	N;NOM;MASC;SG;3
tacı	مکٹ	tacı	مکٹ		
tacı	مکٹ	tacı	مکٹ		
üzüntü	الم	üzün	الم		
üzüntü	الم	üzün	الم		
üzüntü	غم.	üzün	غم.		
üzüntü	غم.	üzün	غم.		
bağımlılık	تابع	bağımlılık	تابع	N;NOM;SG;3	N;NOM;MASC;SG;3
bağımlılık	آسرا	bağımlılık	آسرا	N;NOM;SG;3	N;NOM;MASC;SG;3
bağımlılık	اعتماد	bağımlılık	اعتماد	N;NOM;SG;3	N;NOM;MASC;SG;3
bildirgesi	اعلان	bil	اعلان	N;NOM;SG;3	N;NOM;MASC;SG;3
ihbar	نوک	ihbar	نوک		
titiz	بالکل.	titiz	بالکل.		
tuzu	کھار	tuz	کھار		
tuzu	کھار	tuz	کھار		
mill	مل.	mill	مل.		
shake	کپکپی	shake	کپکپی		
shake	کپکپی	shake	کپکپی		
imaj	خیال.	imaj	خیال.		
tutuklama	روکنا	tutukla	روک	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;NFIN
haberci	قاصد	haberci	قاصد		
deneyin	آزمانا.	deney	آزمانا.	V;PFV;IMP;PL;2;POS;PRS	V;PL;FIN;ACT
sorgu	if	sorgu	if		
esrar	(	esrar	(		
müzakere	بحث	müzakere	بحث	N;NOM;SG;3	N;NOM;MASC;SG;3
lay	(	lay	(		
rumble	by	rumble	by		
rumble	(	rumble	(		
sertifikası	موت	sertifikası	موت	N;NOM;SG;3	N;NOM;FEM;SG;3
sertifikası	صحت	sertifikası	صحت	N;NOM;SG;3	N;NOM;FEM;SG;3
sertifikası	قابلیت	sertifikası	قابلیت	N;NOM;SG;3	N;NOM;MASC;SG;3
sertifikası	استعداد	sertifikası	استعداد	N;NOM;SG;3	N;NOM;MASC;SG;3
sertifikası	شادی	sertifikası	شادی	N;NOM;SG;3	N;NOM;FEM;SG;3
aynısı	بعینہٖ	aynı	بعینہٖ	N;NOM;SG;3	N
ceset	ہاڑ	ceset	ہاڑ		
vale	شریر	vale	شریر	N;NOM;SG;3	N;NOM;MASC;SG;3
abartılı	گراں	abartılı	گراں		
sakal	ریش	sakal	ریش		
sakal	بانجر	sakal	بانجر		
sakal	ریش	sakal	ریش		
sakal	بانجر	sakal	بانجر		
bardak	پیالی	bardak	پیالی	N;NOM;SG;3	N;NOM;FEM;SG;3
yakındaki	قریبی	yakındaki	قریبی	ADJ;ESS;SG;3	ADJ
enstrüman	اوزار	enstrüman	اوزار	N;NOM;SG;3	N;NOM;MASC;SG;3
merhamet	دردمندی	merhamet	دردمندی	N;NOM;SG;3	N;NOM;FEM;SG;3
merhamet	رحم	merhamet	رحم	N;NOM;SG;3	N;NOM;MASC;SG;3
derinlemesine	نکالنا.	derinle	نکال	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;MASC;SG;ACT
derinlemesine	کھودنا	derinle	کھود	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;SG;NFIN;ACT
derinlemesine	نکالنا.	derinle	نکال	V;PFV;DAT;IND;POS;PRS;V.MSDR	V;MASC;SG;ACT
duyuru	اعلان	duyur	اعلان	N;NOM;SG;3	N;NOM;MASC;SG;3
kaldırım	کھینچنا.	kaldırım	کھینچنا.		
karton	ملٹ.	karton	ملٹ.		
uzağa	الگ	uzak	الگ	ADJ;DAT;SG;3	ADJ
uzağa	متواتر	uzak	متواتر	ADJ;DAT;SG;3	ADJ
yığın	(	yığın	(		
yığın	تودہ.	yığın	تودہ.		
yığın	in	yığın	in		
yığın	on	yığın	on		
yığın	اون.	yığın	اون.		
yığın	ڈھیر.	yığın	ڈھیر.		
yığın	انبار	yığın	انبار		
yığın	ڈھیر.	yığın	ڈھیر.		
yığın	خرمن	yığın	خرمن		
granit	ابرک	granit	ابرک		
ban	(	ban	(		
ban	(	ban	(		
sal	کلک.	sal	کلک.		
sal	(	sal	(		
saman	پھونس	saman	پھونس		
meraklı	متجسس	meraklı	متجسس	ADJ	ADJ
meraklı	انوکھا	meraklı	انوکھا	ADJ	ADJ;NOM;MASC;SG
meraklı	متجسس	meraklı	متجسس	ADJ	ADJ
meraklı	عجیب	meraklı	عجیب	ADJ	ADJ
firar	(	firar	(		
firar	(	firar	(		
firar	(	firar	(		
isimsiz	بھیانک.	isimsiz	بھیانک.		
kozmetik	(	kozmetik	(		
yıkama	ترکرنا	yıka	ترکرنا	V;PFV;IND;2;NEG;PRS	V;NFIN;ACT
yıkama	دھونا	yıka	دھونا	V;PFV;IND;2;NEG;PRS	V;MASC;SG;NFIN;ACT
yıkama	ترکرنا	yıka	ترکرنا	V;PFV;IND;2;NEG;PRS	V;NFIN;ACT
örgü	کپڑا	örgü	کپڑا	N;NOM;SG;3	N;NOM;MASC;SG;3
örgü	کپڑا	örgü	کپڑا	N;NOM;SG;3	N;NOM;MASC;SG;3
tak	کھٹکا.	tak	کھٹکا.		
tak	out	tak	out		
gayrimenkul	وصف	gayrimenkul	وصف	N;NOM;SG;3	N;NOM;MASC;SG;3
gayrimenkul	خصوصیت	gayrimenkul	خصوصیت	N;NOM;SG;3	N;NOM;MASC;SG;3
gayrimenkul	مکان	gayrimenkul	مکان	N;NOM;SG;3	N;NOM;MASC;SG;3
gayrimenkul	ملکیت	gayrimenkul	ملکیت	N;NOM;SG;3	N;NOM;MASC;SG;3
gayrimenkul	چائے	gayrimenkul	چائے	N;NOM;SG;3	N;NOM;MASC;SG;3
gayrimenkul	ربڑ	gayrimenkul	ربڑ	N;NOM;SG;3	N;NOM;MASC;SG;3
zombi	ٹھس	zombi	ٹھس		
ante	دائو	ante	دائو		
ante	(	ante	(		
kapatma	ڈھانپنے	kapa	ڈھانپ	V;PFV;IMP;SG;2;NEG;PRS;CAUS	V;ACC;NFIN
haşhaş	کُوکنار	haşhaş	کُوکنار		
popülerlik	شہرت	popülerlik	شہرت	N;NOM;SG;3	N;NOM;FEM;SG;3
popülerlik	شہرت	popülerlik	شہرت	N;NOM;SG;3	N;NOM;FEM;SG;3
popülerlik	مقبولیت	popülerlik	مقبولیت	N;NOM;SG;3	N;NOM;MASC;SG;3
nerdeyse	نزدیکی	nerdeyse	نزدیکی		
nerdeyse	نزدیکی	nerdeyse	نزدیکی		
mercy	عفو	mercy	عفو		
mercy	درگزر.	mercy	درگزر.		
mercy	عفو	mercy	عفو		
mercy	درگزر.	mercy	درگزر.		
toy	مثل	toy	مثل		
utanç	(	utanç	(		
utanç	(	utanç	(		
yetmiş	1xx	yetmiş	1xx		
yetmiş	lxx	yetmiş	lxx		
sharp	عیار	sharp	عیار		
sharp	ڈھالو	sharp	ڈھالو		
sharp	عیار	sharp	عیار		
sharp	ڈھالو	sharp	ڈھالو		
hırsızlık	چوری	hırsızlık	چوری	N;NOM;SG;3	N;NOM;FEM;SG;3
mola	وقفہ	mola	وقفہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	عہد	mola	عہد	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	رخنہ	mola	رخنہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	چوک	mola	چوک	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	وعدہ	mola	وعدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	وقفہ	mola	وقفہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	عہد	mola	عہد	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	رخنہ	mola	رخنہ	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	چوک	mola	چوک	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	خلل	mola	خلل	N;NOM;SG;3	N;NOM;MASC;SG;3
mola	وعدہ	mola	وعدہ	N;NOM;SG;3	N;NOM;MASC;SG;3
garson	بیرا.	garson	بیرا.		
cömert	کثیر	cömert	کثیر		
cömert	مخیر	cömert	مخیر		
boncuk	تسبیح	boncuk	تسبیح	N;NOM;SG;3	N;NOM;MASC;SG;3
cap	اوپر	cap	پر		
arcade	چھتّا	arca	چھتّا		
soğanlı	بصلہ.	soğanlı	بصلہ.		
aptal	ٹھس	aptal	ٹھس		
aptal	ناسمجھ	aptal	ناسمجھ		
aptal	اصم	aptal	اصم		
aptal	جاہل.	aptal	جاہل.		
papağan	نقلچی	papağan	نقلچی	N;NOM;SG;3	N;NOM;MASC;SG;3
volt	وولٹ	volt	وولٹ	N;NOM;SG;3	N;NOM;MASC;SG;3
iltica	کسر.	iltica	کسر.		
iltica	داغ.	iltica	داغ.		
iltica	کسر.	iltica	کسر.		
iltica	داغ.	iltica	داغ.		
ask	پیار.	ask	پیار.		
ask	پیار.	ask	پیار.		
kısıtlama	روک	kısıtla	روک	V;PFV;NOM;IND;POS;PRS;V.MSDR	V;ACT
groove	کھانچا	groove	کھانچا		
narin	قلیل	narin	قلیل		
birliktelik	شرکت	birliktelik	شرکت	N;NOM;SG;3	N;NOM;MASC;SG;3
birliktelik	قربت	birliktelik	قربت	N;NOM;SG;3	N;NOM;MASC;SG;3
birliktelik	رفاقت	birliktelik	رفاقت	N;NOM;SG;3	N;NOM;FEM;SG;3
onbir	xi	onbir	xi		
onbir	xi	onbir	xi		
varsayım	زعم	varsayım	زعم		
guzel	نفیس	guzel	نفیس		
guzel	بھدّا.	guzel	بھدّا.		
zorunluluk	اصول	zorunluluk	اصول	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	قانون	zorunluluk	قانون	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	فرض	zorunluluk	فرض	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	اصول	zorunluluk	اصول	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	قانون	zorunluluk	قانون	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	احتیاج	zorunluluk	احتیاج	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	جبر	zorunluluk	جبر	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	مقدر	zorunluluk	مقدر	N;NOM;SG;3	N;NOM;MASC;SG;3
zorunluluk	تقدیر	zorunluluk	تقدیر	N;NOM;SG;3	N;NOM;FEM;SG;3
root	in	root	in		
root	out	root	out		
root	(	root	(		
root	تہ.	root	تہ.		
root	in	root	in		
root	out	root	out		
root	(	root	(		
root	تہ.	root	تہ.		
bekar	سچّا	bekar	سچّا		
bekar	تنہا	bekar	تنہا		
bekar	سچّا	bekar	سچّا		
bunalım	فشار.	bu	فشار.		
bunalım	پچکن.	bu	پچکن.		
pişman	(	pişman	(		
limiti	احاطہ	limit	احاطہ	N;NOM;SG;3	N;NOM;MASC;SG;3
başarısızlık	تباہی	başarısızlık	تباہی	N;NOM;SG;3	N;NOM;MASC;SG;3
başarısızlık	ناکامی	başarısızlık	ناکامی	N;NOM;SG;3	N;NOM;MASC;SG;3
başarısızlık	تباہی	başarısızlık	تباہی	N;NOM;SG;3	N;NOM;MASC;SG;3
savcılık	کارروائی	savcılık	کارروائی	N;NOM;SG;3	N;NOM;FEM;SG;3
hizmetçi	ملازم	hizmetçi	ملازم	N;NOM;SG;3	N;NOM;MASC;SG;3
hizmetçi	مکان	hizmetçi	مکان	N;NOM;SG;3	N;NOM;MASC;SG;3
vaka	کوائف.	vaka	کوائف.		
nezaket	کرم.	nezaket	کرم.		
sütlü	لبن	sütlü	لبن		
etek	گھیرا.	etek	گھیرا.		
boynu	درّہ	boynu	درّہ		
rabbi	فقیہہ	rabbi	فقیہہ		
