年	año	年	año	N	N;MASC;SG
起義	revuelta	起義	revuelta	N	N;FEM;SG
起義	rebelión	起義	rebelión	N	N;FEM;SG
起義	rebelión	起義	rebelión	N	N;FEM;SG
起義	revuelta	起義	revuelta	N	N;FEM;SG
起義	intifada	起義	intifada	N	N;FEM;SG
兵團	regimiento	兵團	regimiento	N	N;MASC;SG
培訓	formación	培訓	formación	N	N;FEM;SG
培訓	adiestramiento	培訓	adiestramiento	N	N;MASC;SG
培訓	entrenamiento	培訓	entrenamiento	N	N;MASC;SG
培訓	capacitación	培訓	capacitación	N	N;FEM;SG
聯軍	coalición	聯軍	coalición	N	N;FEM;SG
鰓	branquias	鰓	branquia	N	N;FEM;PL
鰓	agallas	鰓	agalla	N	N;FEM;PL
生育	partos	生育	parto	N	N;MASC;PL
生育	parto	生育	parto	N	N;MASC;SG
生育	procreación	生育	procreación	N	N;FEM;SG
生育	fertilidad	生育	fertilidad	N	N;FEM;SG
生育	fecundidad	生育	fecundidad	N	N;FEM;SG
雲端	nube	雲端	nube	N	N;FEM;SG
雲端	cloud	雲端	cloud	N	N
雲端	nubes	雲端	nube	N	N;FEM;PL
屍體	cuerpo	屍體	cuerpo	N	N;MASC;SG
屍體	cadáver	屍體	cadáver	N	N;MASC;SG
屍體	body	屍體	body	N	N
寸	centímetro	寸	centímetro	N	N;MASC;SG
寸	pulgadas	寸	pulgado	N	N;FEM;PL
時刻	moments	時刻	moment	N	N
時刻	momentos	時刻	momento	N	N;MASC;PL
時刻	instantes	時刻	instante	N	N;MASC;PL
時刻	momento	時刻	momento	N	N;MASC;SG
蝦	gambas	蝦	gamba	N	N;FEM;PL
蝦	camarones	蝦	camarón	N	N;MASC;PL
蝦	camarón	蝦	camarón	N	N;MASC;SG
蝦	langostinos	蝦	langostino	N	N;MASC;PL
蝦	gambas	蝦	gamba	N	N;FEM;PL
蝦	camarones	蝦	camarón	N	N;MASC;PL
蝦	gamba	蝦	gamba	N	N;FEM;SG
專利	patente	專利	patente	N	N;SG
專利	patentes	專利	patente	N	N;FEM;PL
專利	patente	專利	patente	N	N;SG
專利	patentes	專利	patente	N	N;FEM;PL
田徑	atletismo	田徑	atletismo	N	N;MASC;SG
矛	lanza	矛	lanza	N	N;FEM;SG
追蹤	rastreando	追蹤	rastrear	V	V;V.MSDR
售票	pasaje	售票	pasaje	N	N;MASC;SG
售票	ticket	售票	ticket	N	N;MASC;SG
售票	boleto	售票	boleto	N	N;MASC;SG
售票	billete	售票	billete	N	N;MASC;SG
區別	distinción	區別	distinción	N	N;FEM;SG
區別	distinciones	區別	distinción	N	N;FEM;PL
區別	diferencia	區別	diferencia	N	N;FEM;SG
搞笑	funny	搞笑	funny	N	N
村落	pueblo	村落	pueblo	N	N;MASC;SG
村落	villa	村落	villa	N	N;FEM;SG
村落	aldea	村落	aldea	N	N;FEM;SG
葡萄	vinos	葡萄	vino	N	N;MASC;PL
葡萄	vino	葡萄	vino	N	N;MASC;SG
音樂	musicales	音樂	musical	N	N;MASC;PL
樸	parques	樸	parque	N	N;MASC;PL
樸	parque	樸	parque	N	N;MASC;SG
六	seis	六	seis	NUM	NUM;PL
標籤	sellos	標籤	sello	N	N;MASC;PL
標籤	etiquetas	標籤	etiqueta	N	N;FEM;PL
標籤	etiqueta	標籤	etiqueta	N	N;FEM;SG
標籤	tag	標籤	tag	N	N;MASC;SG
標籤	pestaña	標籤	pestaña	N	N;FEM;SG
標籤	solapa	標籤	solapa	N	N;FEM;SG
標籤	ficha	標籤	ficha	N	N;FEM;SG
標籤	etiquetas	標籤	etiqueta	N	N;FEM;PL
標籤	label	標籤	label	N	N;SG
標籤	etiqueta	標籤	etiqueta	N	N;FEM;SG
放大	ampliar	放大	ampliar	V	V;NFIN
放大	amplía	放大	ampliar	V	V;IND;SG;3;PRS;FIN
肝	hígado	肝	hígado	N	N;MASC;SG
日間	diurnas	日間	diurna	N	N;FEM;PL
傳記	biografías	傳記	biografía	N	N;FEM;PL
傳記	biografia	傳記	biografia	N	N;FEM;SG
傳記	biografías	傳記	biografía	N	N;FEM;PL
傳記	biografía	傳記	biografía	N	N;FEM;SG
失望	decepción	失望	decepción	N	N;FEM;SG
失望	decepciones	失望	decepción	N	N;FEM;PL
失望	desilusión	失望	desilusión	N	N;FEM;SG
屬性	atributo	屬性	atributo	N	N;MASC;SG
屬性	atributos	屬性	atributo	N	N;MASC;PL
屬性	propiedad	屬性	propiedad	N	N;FEM;SG
屬性	propiedades	屬性	propiedad	N	N;FEM;PL
屬性	inmueble	屬性	inmueble	N	N;MASC;SG
屬性	propiedades	屬性	propiedad	N	N;FEM;PL
屬性	fincas	屬性	finca	N	N;FEM;PL
屬性	inmuebles	屬性	inmueble	N	N;MASC;PL
屬性	atributos	屬性	atributo	N	N;MASC;PL
種植	plantando	種植	plantar	V	V;V.MSDR
種植	plantar	種植	plantar	V	V;NFIN
氫	hidrógeno	氫	hidrógeno	N	N;MASC;SG
數百	cientos	數百	ciento	NUM	NUM;PL
名譽	honor	名譽	honor	N	N;MASC;SG
名譽	honra	名譽	honra	N	N;FEM;SG
名譽	honorarios	名譽	honorario	N	N;MASC;PL
名譽	fama	名譽	fama	N	N;FEM;SG
名譽	renombre	名譽	renombre	N	N;MASC;SG
名譽	reputación	名譽	reputación	N	N;FEM;SG
名譽	honor	名譽	honor	N	N;MASC;SG
名譽	honra	名譽	honra	N	N;FEM;SG
光子	mitsuko	光子	mitsuko	N	N;MASC;SG
光子	fotón	光子	fotón	N	N;MASC;SG
光子	fotones	光子	fotón	N	N;MASC;PL
特點	características	特點	característica	N	N;FEM;PL
特點	caracteristicas	特點	caracteristica	N	N;FEM;PL
特點	características	特點	característica	N	N;FEM;PL
特點	rasgos	特點	rasgo	N	N;MASC;PL
特點	caracteristicas	特點	caracteristica	N	N;FEM;PL
特點	funciones	特點	función	N	N;FEM;PL
特點	característica	特點	característica	N	N;FEM;SG
磷	fósforo	磷	fósforo	N	N;MASC;SG
品種	razas	品種	raza	N	N;FEM;PL
品種	raza	品種	raza	N	N;FEM;SG
品種	razas	品種	raza	N	N;FEM;PL
品種	mestizo	品種	mestizo	N	N;MASC;SG
品種	variedades	品種	variedad	N	N;FEM;PL
書記	escribano	書記	escribano	N	N;MASC;SG
霜	escarcha	霜	escarcha	N	N;FEM;SG
霜	frost	霜	frost	N	N
霜	cremas	霜	crema	N	N;FEM;PL
霜	nata	霜	nata	N	N;FEM;SG
霜	cream	霜	cream	N	N
霜	crema	霜	crema	N	N;FEM;SG
海豚	delfín	海豚	delfín	N	N;MASC;SG
海豚	delfines	海豚	delfín	N	N;MASC;PL
海豚	delfines	海豚	delfín	N	N;MASC;PL
紫色	púrpura	紫色	púrpura	N	N;FEM;SG
紫色	violeta	紫色	violeto	N	N;FEM;SG
電流	actualidad	電流	actualidad	N	N;FEM;SG
電流	corriente	電流	corriente	N	N;MASC;SG
特快	express	特快	express	N	N;MASC
正統	ortodoxia	正統	ortodoxia	N	N;FEM;SG
正統	ortodoxos	正統	ortodoxo	N	N;MASC;PL
國外	ultramar	國外	ultramar	N	N;MASC;SG
國外	extranjero	國外	extranjero	N	N;MASC;SG
千克	kilogramos	千克	kilogramo	N	N;MASC;PL
千克	kilogramo	千克	kilogramo	N	N;MASC;SG
千克	kilo	千克	kilo	N	N;MASC;SG
密碼	code	密碼	coder	N	N
密碼	códigos	密碼	código	N	N;MASC;PL
密碼	codigo	密碼	codigo	N	N;MASC;SG
密碼	código	密碼	código	N	N;MASC;SG
密碼	contraseñas	密碼	contraseño	N	N;FEM;PL
密碼	password	密碼	password	N	N;MASC;SG
密碼	clave	密碼	clave	N	N;FEM;SG
密碼	contraseña	密碼	contraseño	N	N;FEM;SG
密碼	contraseñas	密碼	contraseño	N	N;FEM;PL
帽子	sombreros	帽子	sombrero	N	N;MASC;PL
帽子	gorros	帽子	gorro	N	N;MASC;PL
帽子	gorras	帽子	gorra	N	N;FEM;PL
帽子	gorro	帽子	gorro	N	N;MASC;SG
帽子	sombrero	帽子	sombrero	N	N;MASC;SG
帽子	hat	帽子	haber	N	N
帽子	gorra	帽子	gorra	N	N;FEM;SG
普查	censo	普查	censo	N	N;MASC;SG
普查	censos	普查	censo	N	N;MASC;PL
普查	censos	普查	censo	N	N;MASC;PL
中西	midwest	中西	midwest	N	N;MASC;SG
腺	glándula	腺	glándula	N	N;FEM;SG
腺	glándulas	腺	glándula	N	N;FEM;PL
腺	glándulas	腺	glándula	N	N;FEM;PL
海軍	marina	海軍	marina	N	N;FEM;SG
海軍	infantes	海軍	infante	N	N;MASC;PL
海軍	marines	海軍	marín	N	N;MASC;PL
歌劇	ópera	歌劇	ópera	N	N;FEM;SG
歌劇	óperas	歌劇	ópera	N	N;FEM;PL
焦點	enfoque	焦點	enfoque	N	N;MASC;SG
焦點	concentración	焦點	concentración	N	N;FEM;SG
焦點	focus	焦點	focu	N	N
焦點	foco	焦點	foco	N	N;MASC;SG
冬天	invierno	冬天	invierno	N	N;MASC;SG
幸運	suerte	幸運	suerte	N	N;FEM;SG
幸運	lucky	幸運	lucky	N	N;MASC;SG
資本	capitales	資本	capital	N	N;MASC;PL
資本	capital	資本	capital	N	N;FEM;SG
拓展	ampliar	拓展	ampliar	V	V;NFIN
拓展	expandirse	拓展	expandir	V	V;SBJV;SG;3;PRS;FIN
拓展	expandir	拓展	expandir	V	V;NFIN
團	unidad	團	unidad	N	N;FEM;SG
團	solidaridad	團	solidaridad	N	N;FEM;SG
魔鬼	diablo	魔鬼	diablo	N	N;MASC;SG
魔鬼	demonio	魔鬼	demonio	N	N;MASC;SG
獎勵	recompensas	獎勵	recompensa	N	N;FEM;PL
獎勵	premios	獎勵	premio	N	N;MASC;PL
獎勵	recompensa	獎勵	recompensar	N	N;FEM;SG
獎勵	bonos	獎勵	bono	N	N;MASC;PL
獎勵	bonus	獎勵	bonu	N	N
獎勵	bono	獎勵	bono	N	N;MASC;SG
獎勵	bonificación	獎勵	bonificación	N	N;FEM;SG
獎勵	incentivos	獎勵	incentivo	N	N;MASC;PL
獎勵	premios	獎勵	premio	N	N;MASC;PL
獎勵	galardones	獎勵	galardón	N	N;MASC;PL
獎勵	recompensa	獎勵	recompensar	N	N;FEM;SG
合唱	coro	合唱	coro	N	N;MASC;SG
合唱	estribillo	合唱	estribillo	N	N;MASC;SG
合唱	coro	合唱	coro	N	N;MASC;SG
國防	defensas	國防	defensa	N	N;PL
國防	defensa	國防	defensa	N	N;SG
國防	defensa	國防	defensa	N	N;SG
文書	instrumento	文書	instrumento	N	N;MASC;SG
文書	instrumentos	文書	instrumento	N	N;MASC;PL
意圖	intencion	意圖	intencion	N	N;FEM;SG
意圖	intención	意圖	intención	N	N;FEM;SG
意圖	intenciones	意圖	intención	N	N;FEM;PL
意圖	intención	意圖	intención	N	N;FEM;SG
意圖	intenciones	意圖	intención	N	N;FEM;PL
物件	objeto	物件	objeto	N	N;MASC;SG
物件	objetos	物件	objeto	N	N;MASC;PL
背後	detras	背後	detra	N	N;FEM;SG
背叛	traiciones	背叛	traición	N	N;FEM;PL
背叛	traición	背叛	traición	N	N;FEM;SG
培育	cultivar	培育	cultivar	V	V;NFIN
培育	cultiva	培育	cultivar	V	V;IND;SG;3;PRS;FIN
物流	logística	物流	logística	N	N;FEM;SG
味道	sabor	味道	sabor	N	N;MASC;SG
味道	gusto	味道	gusto	N	N;MASC;SG
味道	gustos	味道	gusto	N	N;MASC;PL
味道	gustos	味道	gusto	N	N;MASC;PL
味道	olor	味道	olor	N	N;MASC;SG
味道	olfato	味道	olfato	N	N;MASC;SG
味道	aroma	味道	aroma	N	N;MASC;SG
潮流	marea	潮流	marea	N	N;FEM;SG
招募	reclutar	招募	reclutar	V	V;NFIN
招募	reclutando	招募	reclutar	V	V;V.MSDR
招募	recluta	招募	reclutar	V	V;IND;SG;3;PRS;FIN
招募	reclutar	招募	reclutar	V	V;NFIN
體驗	experiencias	體驗	experiencia	N	N;FEM;PL
體驗	experiencia	體驗	experiencia	N	N;FEM;SG
體驗	experiencias	體驗	experiencia	N	N;FEM;PL
禽	aves	禽	ave	N	N;FEM;PL
禽	corral	禽	corral	N	N;MASC;SG
裝飾	decoración	裝飾	decoración	N	N;FEM;SG
裝飾	decoración	裝飾	decoración	N	N;FEM;SG
裝飾	deco	裝飾	deco	N	N;MASC;SG
裝飾	decoración	裝飾	decoración	N	N;FEM;SG
裝飾	condecoraciones	裝飾	condecoración	N	N;FEM;PL
裝飾	decoración	裝飾	decoración	N	N;FEM;SG
裝飾	adornos	裝飾	adorno	N	N;MASC;PL
裝飾	decoraciones	裝飾	decoración	N	N;FEM;PL
婚禮	bodas	婚禮	boda	N	N;FEM;PL
婚禮	boda	婚禮	boda	N	N;FEM;SG
婚禮	bodas	婚禮	boda	N	N;FEM;PL
婚禮	casamiento	婚禮	casamiento	N	N;MASC;SG
術語	término	術語	término	N	N;MASC;SG
術語	términos	術語	término	N	N;MASC;PL
術語	terminos	術語	termino	N	N;MASC;PL
術語	condiciones	術語	condición	N	N;FEM;PL
術語	terminología	術語	terminología	N	N;FEM;SG
倒塌	colapso	倒塌	colapso	N	N;MASC;SG
倒塌	desplome	倒塌	desplome	N	N;MASC;SG
倒塌	derrumbe	倒塌	derrumbe	N	N;MASC;SG
公理	axioma	公理	axiomar	N	N;MASC;SG
改寫	reescribir	改寫	reescribir	V	V;NFIN
改寫	reescribir	改寫	reescribir	V	V;NFIN
明日	manana	明日	manana	N	N;FEM;SG
明日	tomorrow	明日	tomorrow	N	N;MASC;SG
王牌	ases	王牌	ase	N	N;MASC;PL
王牌	as	王牌	as	N	N
王牌	eca	王牌	eca	N	N;MASC;SG
王牌	ace	王牌	acer	N	N
縮短	acortar	縮短	acortar	V	V;NFIN
縮短	acortar	縮短	acortar	V	V;NFIN
上限	tapa	上限	tapa	N	N;FEM;SG
上限	pac	上限	pac	N	N;MASC;SG
上限	gorra	上限	gorra	N	N;FEM;SG
上限	límite	上限	límite	N	N;MASC;SG
星期	martes	星期	martes	N	N
水果	frutos	水果	fruto	N	N;MASC;PL
水果	fruto	水果	fruto	N	N;MASC;SG
水果	fruta	水果	fruta	N	N;FEM;SG
水果	frutas	水果	fruta	N	N;FEM;PL
水果	fruta	水果	fruta	N	N;FEM;SG
水果	frutas	水果	fruta	N	N;FEM;PL
水果	frutos	水果	fruto	N	N;MASC;PL
補給	recarga	補給	recargar	N	N;FEM;SG
補給	reabastecimiento	補給	reabastecimiento	N	N;MASC;SG
指標	indicadores	指標	indicador	N	N;MASC;PL
指標	indicador	指標	indicador	N	N;MASC;SG
指標	indicadores	指標	indicador	N	N;MASC;PL
句子	sentencias	句子	sentencia	N	N;FEM;PL
句子	frases	句子	frase	N	N;FEM;PL
句子	oraciones	句子	oración	N	N;FEM;PL
句子	frase	句子	frase	N	N;FEM;SG
句子	sentencia	句子	sentencia	N	N;FEM;SG
麵	pan	麵	pan	N	N;MASC;SG
商務	comercio	商務	comercio	N	N;MASC;SG
商務	empresa	商務	empresa	N	N;FEM;SG
商務	negocio	商務	negocio	N	N;MASC;SG
商務	negocios	商務	negocio	N	N;MASC;PL
議長	altavoz	議長	altavoz	N	N;MASC;SG
議長	orador	議長	orador	N	N;MASC;SG
議長	parlante	議長	parlante	N	N;SG
議長	oradora	議長	oradora	N	N;FEM;SG
議長	altavoces	議長	altavoz	N	N;MASC;PL
使徒	apóstoles	使徒	apóstol	N	N;MASC;PL
使徒	apóstol	使徒	apóstol	N	N;MASC;SG
兔子	conejito	兔子	conejito	N	N;MASC;SG
兔子	conejo	兔子	conejo	N	N;MASC;SG
兔子	bunny	兔子	bunny	N	N;MASC;SG
兔子	conejita	兔子	conejitar	N	N;FEM;SG
兔子	conejos	兔子	conejo	N	N;MASC;PL
兔子	conejo	兔子	conejo	N	N;MASC;SG
針	agujas	針	aguja	N	N;FEM;PL
針	aguja	針	agujar	N	N;FEM;SG
褐	brown	褐	brown	N	N;MASC;SG
褐	moreno	褐	moreno	N	N;MASC;SG
褐	marrones	褐	marrón	N	N;MASC;PL
或	quizás	或	quizás	ADV	ADV
或	quizá	或	quizá	ADV	ADV
或	quizás	或	quizás	ADV	ADV
或	quizá	或	quizá	ADV	ADV
煤炭	hulla	煤炭	hulla	N	N;MASC;SG
煤炭	carbón	煤炭	carbón	N	N;MASC;SG
真空	vacío	真空	vacío	N	N;MASC;SG
真空	vacio	真空	vacio	N	N;MASC;SG
鬥士	combatientes	鬥士	combatiente	N	N;PL
鬥士	luchadores	鬥士	luchador	N	N;MASC;PL
鬥士	fighters	鬥士	fighter	N	N
鬥士	boxeadores	鬥士	boxeador	N	N;MASC;PL
鬥士	peleador	鬥士	peleador	N	N;MASC;SG
鬥士	luchador	鬥士	luchador	N	N;MASC;SG
鬥士	combatiente	鬥士	combatiente	N	N;SG
星空	estrellas	星空	estrella	N	N;PL
星空	stars	星空	star	N	N
減弱	debilitan	減弱	debilitar	V	V;IND;PL;3;PRS;FIN
減弱	debilitar	減弱	debilitar	V	V;NFIN
蔬菜	verduras	蔬菜	verdura	N	N;FEM;PL
蔬菜	hortalizas	蔬菜	hortaliza	N	N;FEM;PL
蔬菜	verdura	蔬菜	verdura	N	N;FEM;SG
蔬菜	vegetales	蔬菜	vegetal	N	N;MASC;PL
蔬菜	verduras	蔬菜	verdura	N	N;FEM;PL
蔬菜	legumbres	蔬菜	legumbre	N	N;FEM;PL
蔬菜	hortalizas	蔬菜	hortaliza	N	N;FEM;PL
蔬菜	verdura	蔬菜	verdura	N	N;FEM;SG
蔬菜	vegetales	蔬菜	vegetal	N	N;MASC;PL
蔬菜	verduras	蔬菜	verdura	N	N;FEM;PL
蔬菜	vegetales	蔬菜	vegetal	N	N;MASC;PL
索引	index	索引	index	N	N
索引	indice	索引	indicir	N	N;MASC;SG
索引	índice	索引	índice	N	N;MASC;SG
索引	indexación	索引	indexación	N	N;FEM;SG
索引	indización	索引	indización	N	N;FEM;SG
索引	índices	索引	índice	N	N;MASC;PL
華麗	glam	華麗	glam	N	N;SG
木材	maderas	木材	madera	N	N;FEM;PL
木材	madera	木材	madera	N	N;FEM;SG
木材	leña	木材	echar_leña	N	N;FEM;SG
木材	wood	木材	wood	N	N
木材	maderas	木材	madera	N	N;FEM;PL
木材	madera	木材	madera	N	N;FEM;SG
木材	maderas	木材	madera	N	N;FEM;PL
木材	madera	木材	madera	N	N;FEM;SG
唱歌	cante	唱歌	cante	N	N;MASC;SG
唱歌	canto	唱歌	canto	N	N;MASC;SG
唱歌	canto	唱歌	canto	N	N;MASC;SG
唱歌	cantos	唱歌	canto	N	N;MASC;PL
模特	modelos	模特	modelo	N	N;MASC;PL
模特	maquetas	模特	maqueta	N	N;FEM;PL
模特	modelaje	模特	modelaje	N	N;MASC;SG
閃電	relámpago	閃電	relámpago	N	N;MASC;SG
閃電	lightning	閃電	lightning	N	N;MASC;SG
閃電	rayos	閃電	rayo	N	N;MASC;PL
閃電	relámpagos	閃電	relámpago	N	N;MASC;PL
閃電	rayo	閃電	rayo	N	N;MASC;SG
儀器	instrumentación	儀器	instrumentación	N	N;FEM;SG
儀器	aparato	儀器	aparato	N	N;MASC;SG
儀器	aparatos	儀器	aparato	N	N;MASC;PL
儀器	instrumento	儀器	instrumento	N	N;MASC;SG
儀器	instrumentos	儀器	instrumento	N	N;MASC;PL
活塞	pistón	活塞	pistón	N	N;MASC;SG
活塞	pistones	活塞	pistón	N	N;MASC;PL
抽象	resumen	抽象	resumen	N	N;MASC;SG
抽象	abstracción	抽象	abstracción	N	N;FEM;SG
魔術	truco	魔術	truco	N	N;MASC;SG
魔術	trick	魔術	trick	N	N
魔術	magic	魔術	magic	N	N
魔術	magia	魔術	magia	N	N;FEM;SG
週	lunes	週	lunes	N	N
流動	caudal	流動	caudal	N	N;MASC;SG
流動	flow	流動	flow	N	N
流動	flujo	流動	flujo	N	N;MASC;SG
流動	movilidad	流動	movilidad	N	N;FEM;SG
中斷	interrumpir	中斷	interrumpir	V	V;NFIN
中斷	interrumpa	中斷	interrumpa	V	V;SBJV;SG;3;PRS;FIN
中斷	romper	中斷	romper	V	V;NFIN
連線	conecta	連線	conectar	V	V;IND;SG;3;PRS;FIN
連線	conectarse	連線	conectarse	V	V;SBJV;SG;3;IPFV;FIN
連線	conectar	連線	conectar	V	V;NFIN
電壓	voltaje	電壓	voltaje	N	N;MASC;SG
電壓	tensión	電壓	tensión	N	N;FEM;SG
奇蹟	milagros	奇蹟	milagro	N	N;MASC;PL
奇蹟	milagro	奇蹟	milagro	N	N;MASC;SG
奇蹟	milagros	奇蹟	milagro	N	N;MASC;PL
煮	cocinar	煮	cocinar	V	V;NFIN
煮	cocinando	煮	cocinar	V	V;V.MSDR
煮	cocinar	煮	cocinar	V	V;NFIN
煮	hierve	煮	hervir	V	V;IND;SG;3;PRS;FIN
煮	hervir	煮	hervir	V	V;NFIN
專屬	exclusividad	專屬	exclusividad	N	N;FEM;SG
相機	camera	相機	camera	N	N;FEM;SG
相機	cámaras	相機	cámara	N	N;FEM;PL
相機	cámara	相機	cámara	N	N;FEM;SG
相機	camara	相機	camara	N	N;FEM;SG
相機	camara	相機	camara	N	N;FEM;SG
相機	cámaras	相機	cámara	N	N;FEM;PL
土著	indígenas	土著	indígena	N	N;PL
進化	evolucionar	進化	evolucionar	V	V;NFIN
進化	evoluciona	進化	evolucionar	V	V;IND;SG;3;PRS;FIN
進化	evolucionaron	進化	evolucionar	V	V;IND;PL;3;PST;FIN
進化	evolucionó	進化	evolucionar	V	V;IND;SG;3;PST;FIN
明亮	bright	明亮	bright	N	N
巡航	cruceros	巡航	crucero	N	N;MASC;PL
巡航	crucero	巡航	crucero	N	N;MASC;SG
巡航	cruceros	巡航	crucero	N	N;MASC;PL
巡航	crucero	巡航	crucero	N	N;MASC;SG
將來	futuro	將來	futuro	N	N;MASC;SG
將來	future	將來	future	N	N
將來	porvenir	將來	porvenir	N	N;MASC;SG
體操	gimnasia	體操	gimnasia	N	N;FEM;SG
瞳	hitomi	瞳	hitomi	N	N;FEM;SG
廟宇	templos	廟宇	templo	N	N;MASC;PL
照明	iluminación	照明	iluminación	N	N;FEM;SG
照明	iluminación	照明	iluminación	N	N;FEM;SG
行銷	mercadeo	行銷	mercadeo	N	N;MASC;SG
行銷	marketing	行銷	marketing	N	N;MASC;SG
行銷	mercadotecnia	行銷	mercadotecnia	N	N;FEM;SG
行銷	comercialización	行銷	comercialización	N	N;FEM;SG
外籍	expatriados	外籍	expatriado	N	N;MASC;PL
外籍	extranjeros	外籍	extranjero	N	N;MASC;PL
外籍	extranjero	外籍	extranjero	N	N;MASC;SG
外籍	foreign	外籍	foreign	N	N
查詢	consulta	查詢	consulta	N	N;FEM;SG
查詢	consultas	查詢	consulta	N	N;FEM;PL
查詢	investigación	查詢	investigación	N	N;FEM;SG
查詢	consultas	查詢	consulta	N	N;FEM;PL
查詢	investigaciones	查詢	investigación	N	N;FEM;PL
查詢	consultas	查詢	consulta	N	N;FEM;PL
語音	voice	語音	voice	N	N
語音	voz	語音	voz	N	N;FEM;SG
語音	discurso	語音	discurso	N	N;MASC;SG
甲板	barajas	甲板	baraja	N	N;FEM;PL
甲板	mazo	甲板	mazo	N	N;MASC;SG
甲板	baraja	甲板	barajar	N	N;FEM;SG
墓葬	tumbas	墓葬	tumba	N	N;FEM;PL
話題	tópico	話題	tópico	N	N;MASC;SG
話題	tema	話題	tema	N	N;MASC;SG
鎊	libra	鎊	libra	N	N;FEM;SG
行業	industrias	行業	industria	N	N;FEM;PL
行業	industria	行業	industria	N	N;FEM;SG
行業	industria	行業	industria	N	N;FEM;SG
行業	oficios	行業	oficio	N	N;MASC;PL
孤立	aislar	孤立	aislar	V	V;NFIN
詞彙	glosario	詞彙	glosario	N	N;MASC;SG
詞彙	vocabulario	詞彙	vocabulario	N	N;MASC;SG
飯	arroz	飯	arroz	N	N;MASC;SG
飯	harinas	飯	harina	N	N;FEM;PL
飯	sémola	飯	sémola	N	N;FEM;SG
危害	daño	危害	daño	N	N;MASC;SG
危害	riesgos	危害	riesgo	N	N;MASC;PL
危害	peligros	危害	peligro	N	N;MASC;PL
危害	peligro	危害	peligro	N	N;MASC;SG
危害	peligros	危害	peligro	N	N;MASC;PL
撥	marcar	撥	marcar	V	V;NFIN
肖像	retrato	肖像	retrato	N	N;MASC;SG
肖像	retrato	肖像	retrato	N	N;MASC;SG
肖像	retratos	肖像	retrato	N	N;MASC;PL
憤怒	enfadado	憤怒	enfadado	ADJ	ADJ;MASC;SG;V.PTCP
憤怒	enojada	憤怒	enojada	ADJ	ADJ;FEM;SG;V.PTCP
憤怒	enfadada	憤怒	enfadado	ADJ	ADJ;FEM;SG;V.PTCP
憤怒	enojado	憤怒	enojado	ADJ	ADJ;MASC;SG;V.PTCP
旗幟	pancarta	旗幟	pancarta	N	N;FEM;SG
旗幟	estandarte	旗幟	estandarte	N	N;MASC;SG
旗幟	bandera	旗幟	bandera	N	N;FEM;SG
旗幟	banner	旗幟	banner	N	N;MASC;SG
旗幟	flag	旗幟	flag	N	N;SG
旗幟	bandera	旗幟	bandera	N	N;FEM;SG
旗幟	pabellones	旗幟	pabellón	N	N;MASC;PL
旗幟	banderas	旗幟	bandera	N	N;FEM;PL
巡洋	cruceros	巡洋	crucero	N	N;MASC;PL
巡洋	crucero	巡洋	crucero	N	N;MASC;SG
適應	adaptarse	適應	adaptarse	V	V;SBJV;SG;3;IPFV;FIN
適應	adaptándose	適應	adaptánose	V	V;SBJV;SG;3;PRS;FIN
適應	adaptar	適應	adaptar	V	V;NFIN
適應	adaptando	適應	adaptar	V	V;V.MSDR
適應	adaptarse	適應	adaptarse	V	V;SBJV;SG;3;IPFV;FIN
適應	adaptar	適應	adaptar	V	V;NFIN
早晨	morning	早晨	morning	N	N
早晨	mañanas	早晨	mañana	N	N;FEM;PL
神學	teología	神學	teología	N	N;FEM;SG
訴訟	contencioso	訴訟	contencioso	N	N;MASC;SG
訴訟	litigios	訴訟	litigio	N	N;MASC;PL
訴訟	pleito	訴訟	pleito	N	N;MASC;SG
訴訟	litigio	訴訟	litigio	N	N;MASC;SG
訴訟	pleitos	訴訟	pleito	N	N;MASC;PL
訴訟	juicios	訴訟	juicio	N	N;MASC;PL
訴訟	demandas	訴訟	demanda	N	N;FEM;PL
訴訟	pleitos	訴訟	pleito	N	N;MASC;PL
訴訟	demanda	訴訟	demanda	N	N;FEM;SG
訴訟	pleito	訴訟	pleito	N	N;MASC;SG
水道	acueducto	水道	acueducto	N	N;MASC;SG
餐	harinas	餐	harina	N	N;FEM;PL
餐	sémola	餐	sémola	N	N;FEM;SG
餐	comidas	餐	comida	N	N;FEM;PL
現代	modernización	現代	modernización	N	N;FEM;SG
現代	modernización	現代	modernización	N	N;FEM;SG
後裔	descendientes	後裔	descendiente	N	N;PL
後裔	descendiente	後裔	descendiente	N	N;SG
後裔	descendientes	後裔	descendiente	N	N;PL
後裔	descendencia	後裔	descendencia	N	N;FEM;SG
旅程	travesía	旅程	travesía	N	N;FEM;SG
旅程	viaje	旅程	viaje	N	N;MASC;SG
旅程	trayecto	旅程	trayecto	N	N;MASC;SG
公墓	cementerios	公墓	cementerio	N	N;MASC;PL
公墓	cementerio	公墓	cementerio	N	N;MASC;SG
船舶	barco	船舶	barco	N	N;MASC;SG
船舶	nave	船舶	nave	N	N;FEM;SG
船舶	buque	船舶	buque	N	N;MASC;SG
船舶	barcos	船舶	barco	N	N;MASC;PL
船舶	buques	船舶	buque	N	N;MASC;PL
船舶	naves	船舶	nave	N	N;FEM;PL
漢堡	burger	漢堡	burger	N	N;SG
漢堡	hamburguesa	漢堡	hamburguesa	N	N;FEM;SG
漢堡	hamburguesas	漢堡	hamburguesa	N	N;FEM;PL
