का	de	का	de	ADP;NOM;MASC;SG	ADP
नाइट्स	noite	नाइट	noite	N;NOM;MASC;PL;3	N
नाइट्स	polas	नाइट	pola	N;NOM;MASC;PL;3	N
अंगुली	dedo	अंगुली	dedo	N;NOM;FEM;SG;3	N
औज़ार	ferramenta	औज़ार	ferramenta	N;NOM;MASC;SG;3	N
औज़ार	ferramentas	औज़ार	ferramenta	N;NOM;MASC;SG;3	N
औज़ार	ferramentas	औज़ार	ferramenta	N;NOM;MASC;SG;3	N
औज़ार	mecanismos	औज़ार	mecanismo	N;NOM;MASC;SG;3	N
औज़ार	dispositivos	औज़ार	dispositivo	N;NOM;MASC;SG;3	N
औज़ार	aparellos	औज़ार	aparello	N;NOM;MASC;SG;3	N
औज़ार	utensilios	औज़ार	utensilio	N;NOM;MASC;SG;3	N
भावनाएं	sentimentos	भावना	sentimento	N;NOM;FEM;PL;3	N
भावनाएं	distancia	भावना	distancia	N;NOM;FEM;PL;3	N
योजनाएँ	plans	योजना	plan	N;NOM;FEM;PL;3	N
योजनाएँ	planos	योजना	plano	N;NOM;FEM;PL;3	N
समुद्रतट	praia	समुद्रतट	praia	N;NOM;MASC;SG;3	N
उठाई	collín	उठा	collín	V;PFV;FEM;SG;V.PTCP;ACT	V
उठाई	atoparon	उठा	atopar	V;PFV;FEM;SG;V.PTCP;ACT	V
जिम्मेदारियों	responsabilidades	जिम्मेदारी	responsabilidade	N;ACC;FEM;PL;3	N
मनोबल	moral	मनोबल	moral	N;NOM;MASC;SG;3	N
ग्रास	herba	ग्रास	herba	N;NOM;MASC;SG;3	N
बक्से	caixas	बक्से	caixa	N;NOM;MASC;SG;3	N
बक्से	palcos	बक्से	palco	N;NOM;MASC;SG;3	N
रवैया	actitude	रवैया	actitude	N;NOM;MASC;SG;3	N
रवैया	atrancos	रवैया	atranco	N;NOM;MASC;SG;3	N
डिलीवरी	entrega	डिलीवरी	entrega	N;NOM;FEM;SG;3	N
स्वयंसेवकों	voluntarios	स्वयंसेवक	voluntario	N;ACC;MASC;PL;3	N
अपार्टमेंट	apartamento	अपार्टमेंट	apartamento	N;NOM;MASC;SG;3	N
अपार्टमेंट	piso	अपार्टमेंट	piso	N;NOM;MASC;SG;3	N
ट्रेलर	remolque	ट्रेलर	remolque	N;NOM;MASC;SG;3	N
पढ़ाने	ensinar	पढा	ensinar	V;NFIN;ACT	V
आयत	verso	आयत	verso	N;NOM;MASC;SG;3	N
अर्थशास्त्रियों	economistas	अर्थशास्रीरी	economista	N;ACC;MASC;PL;3	N
मनोदशा	humor	मनोदशा	humor	N;NOM;FEM;SG;3	N
मनोदशा	ánimo	मनोदशा	ánimo	N;NOM;FEM;SG;3	N
तैरने	nadar	तैर	nadar	V;MASC;SG;FIN;ACT	V
तैरने	nado	तैर	nacer	V;MASC;SG;FIN;ACT	V
दायरा	rango	दायरा	rango	N;NOM;MASC;SG;3	N
दायरा	cadea	दायरा	cadea	N;NOM;MASC;SG;3	N
दायरा	abano	दायरा	abano	N;NOM;MASC;SG;3	N
क्लीनर	aspirador	क्लीनर	aspirador	N;NOM;MASC;SG;3	N
बिंब	imaxes	बिंब	imaxe	N;NOM;MASC;SG;3	N
सेकेण्ड	segundos	सेकेण्ड	segundo	N;NOM;MASC;SG;3	N
सालगिरह	aniversario	सालगिरह	aniversario	N;NOM;FEM;SG;3	N
अपनाना	adopte	अपना	adoptar	V;MASC;NFIN;ACT	V
दर्जनों	ducias	दर्जन	ducia	N;NOM;MASC;PL;3	N
पूंजीवादी	capitalista	पूंजीवादी	capitalista	N;NOM;MASC;SG;3	N
पूंजीवादी	capitalismo	पूंजीवादी	capitalismo	N;NOM;MASC;SG;3	N
न्यूरॉन्स	neuronas	न्यूरॉन	neurona	N;NOM;MASC;SG;3	N
चमड़ा	coiro	चमड़ा	coiro	N;NOM;MASC;SG;3	N
शिपिंग	despachos	शिपिंग	despacho	N;NOM;FEM;SG;3	N
आंगन	patio	आंगन	patio	N;NOM;MASC;SG;3	N
वायुमण्डल	atmosfera	वायुमण्डल	atmosfera	N;NOM;MASC;SG;3	N
वायुमण्डल	ambiente	वायुमण्डल	ambiente	N;NOM;MASC;SG;3	N
फ़ाइलें	arquivos	फााइल	arquivo	N;NOM;FEM;PL;3	N
रेखाएं	liñas	रेखा	liña	N;NOM;FEM;PL;3	N
रेखाएं	trincheiras	रेखा	trincheira	N;NOM;FEM;PL;3	N
रेखाएं	frases	रेखा	frase	N;NOM;FEM;PL;3	N
शराबी	bébedo	शराबी	bébedo	N;NOM;MASC;SG;3	N
शराबी	bébeda	शराबी	bébeda	N;NOM;MASC;SG;3	N
शराबी	emborracheime	शराबी	emborracheime	N;NOM;MASC;SG;3	N
ख़तरा	riscos	ख़तरा	risco	N;NOM;MASC;SG;3	N
ख़तरा	risco	ख़तरा	risco	N;NOM;MASC;SG;3	N
ख़तरा	perigo	ख़तरा	perigo	N;NOM;MASC;SG;3	N
ख़तरा	perigo	ख़तरा	perigo	N;NOM;MASC;SG;3	N
सेहत	saúde	सेहत	saúde	N;NOM;FEM;SG;3	N
ड्यूटी	servizo	ड्यूटी	servizo	N;NOM;FEM;SG;3	N
बहनें	irmás	बहन	irmás	N;NOM;FEM;PL;3	N
अंदाज़	estilo	अंदाज़	estilo	N;NOM;MASC;SG;3	N
एकाएक	repente	एकाएक	repente	ADV	ADV
जीना	vivir	जी	vivir	V;MASC;SG;NFIN;ACT	V
जीना	vivindo	जी	vivir	V;MASC;SG;NFIN;ACT	V
मौतें	mortes	मौत	morte	N;NOM;FEM;PL;3	N
जमानत	fianza	जमानत	fianza	N;NOM;FEM;SG;3	N
बीवी	muller	बीवी	muller	N;NOM;FEM;SG;3	N
बीवी	esposa	बीवी	esposa	N;NOM;FEM;SG;3	N
बीवी	dona	बीवी	don	N;NOM;FEM;SG;3	N
यार्ड	xardín	यार्ड	xardír	N;NOM;MASC;SG;3	N
यार्ड	pendente	यार्ड	pendente	N;NOM;MASC;SG;3	N
संघटक	ingrediente	संघटक	ingrediente	N;NOM;MASC;SG;3	N
संघटक	ingredientes	संघटक	ingrediente	N;NOM;MASC;SG;3	N
ध्वनियाँ	sons	ध्वनी	son	N;NOM;FEM;PL;3	N
ध्वनियाँ	sona	ध्वनी	sona	N;NOM;FEM;PL;3	N
जलयान	barco	जलयान	barco	N;NOM;MASC;SG;3	N
स्कॉच	escocés	स्कॉच	escocés	N;NOM;MASC;SG;3	N
स्कॉच	dobre	स्कॉच	dobre	N;NOM;MASC;SG;3	N
पंजे	canteiros	पंजा	canteiro	N;NOM;MASC;PL;3	N
पंजे	garras	पंजा	garra	N;NOM;MASC;PL;3	N
मुहर	foca	मुहर	foca	N;NOM;FEM;SG;3	N
मुहर	selo	मुहर	selo	N;NOM;FEM;SG;3	N
इंटेलिजेंस	intelixencia	इंटेलिजेंस	intelixencia	N;NOM;MASC;SG;3	N
आंधी	treboada	आँधी	treboar	N;NOM;FEM;SG;3	N
क्वालिटी	calidade	क्वालिटी	calidade	N;NOM;FEM;SG;3	N
बन्दर	mono	बन्दर	mono	N;NOM;MASC;SG;3	N
बन्दर	monos	बन्दर	monos	N;NOM;MASC;SG;3	N
मोटापा	obesidade	मोटापा	obesidade	N;NOM;MASC;SG;3	N
कीमतें	prezos	कीमत	prezo	N;NOM;FEM;PL;3	N
गिलास	vaso	गिलास	vaso	N;NOM;MASC;SG;3	N
गिलास	vidro	गिलास	vidro	N;NOM;MASC;SG;3	N
गिलास	cristal	गिलास	cristal	N;NOM;MASC;SG;3	N
गिलास	copa	गिलास	copa	N;NOM;MASC;SG;3	N
चश्मा	lentes	चश्मा	lente	N;NOM;MASC;SG;3	N
चश्मा	gafas	चश्मा	gafo	N;NOM;MASC;SG;3	N
चश्मा	vasos	चश्मा	vaso	N;NOM;MASC;SG;3	N
बैंकर	banco	बैं	banco	N;NOM;MASC;SG;3	N
बैंकर	ribeira	बैं	ribeira	N;NOM;MASC;SG;3	N
बैंकर	penedo	बैं	pener	N;NOM;MASC;SG;3	N
बैंकर	citybank	बैं	citybank	N;NOM;MASC;SG;3	N
बल्ब	lámpada	बल्ब	lámpada	N;NOM;MASC;SG;3	N
बल्ब	lámpada	बल्ब	lámpada	N;NOM;MASC;SG;3	N
नीबू	limón	नीबू	limón	N;NOM;MASC;SG;3	N
अरे	eh	अरा	eh		
स्टोरेज	almacenamento	स्टोरेज	almacenamento	N;NOM;MASC;SG;3	N
स्टोरेज	consigna	स्टोरेज	consignar	N;NOM;MASC;SG;3	N
गोलियां	pílulas	गोली	pílula	N;NOM;FEM;PL;3	N
गोलियां	pastillas	गोली	pastilla	N;NOM;FEM;PL;3	N
गोलियां	somníferos	गोली	somnífer	N;NOM;FEM;PL;3	N
कारपोरेशन	corporación	कारपोरेशन	corporación	N;NOM;MASC;SG;3	N
मुसीबत	problema	मुसीबत	problema	N;NOM;FEM;SG;3	N
मुसीबत	problemas	मुसीबत	problema	N;NOM;FEM;SG;3	N
ख़ुशी	gusto	ख़ुशी	gusto	N;NOM;FEM;SG;3	N
ख़ुशी	felicidade	ख़ुशी	felicidade	N;NOM;FEM;SG;3	N
ख़ुशी	benestar	ख़ुशी	benestar	N;NOM;FEM;SG;3	N
ख़ुशी	ledicia	ख़ुशी	ledicia	N;NOM;FEM;SG;3	N
क्रूज	levádeme	क्रूज	levádeme	N;NOM;MASC;SG;3	N
स्विमिंग	piscina	स्विमिंग	piscina	N;NOM;MASC;SG;3	N
स्विमिंग	á	स्विमिंग	á	N;NOM;MASC;SG;3	N
केबिन	cabana	केबिन	cabanar	N;NOM;MASC;SG;3	N
सैंकड़ों	centos	सैंकड़	cento	N;ACC;MASC;PL;3	N
कलेक्शन	colección	कलेक्शन	colección	N;NOM;MASC;SG;3	N
बोलती	di	बोल	dicir	V;IPFV;FEM;SG;V.PTCP;ACT	V
बोलती	fala	बोल	falar	V;IPFV;FEM;SG;V.PTCP;ACT	V
बोलती	falar	बोल	falar	V;IPFV;FEM;SG;V.PTCP;ACT	V
जिंदा	vivos	जिंदा	vivo	ADJ	ADJ
जिंदा	viva	जिंदा	vivo	ADJ	ADJ
जिंदा	vivo	जिंदा	vivo	ADJ	ADJ
दाढ़ी	barba	दाढ़ी	barba	N;NOM;FEM;SG;3	N
दाढ़ी	home	दाढ़ी	home	N;NOM;FEM;SG;3	N
जेब	peto	जेब	peto	N;NOM;FEM;SG;3	N
जेब	petos	जेब	peto	N;NOM;FEM;SG;3	N
छतों	teito	छत	teito	N;ACC;FEM;PL;3	N
असहमत	acordo	असहमत	acordo	N;NOM;MASC;SG;3	N
ट्रेनों	trens	ट्रेन	tren	N;ACC;FEM;PL;3	N
इवेंट	acontecemento	इवेंट	acontecemento	N;NOM;MASC;SG;3	N
इवेंट	eventos	इवेंट	evento	N;NOM;MASC;SG;3	N
इवेंट	evento	इवेंट	evento	N;NOM;MASC;SG;3	N
इवेंट	suceso	इवेंट	suceso	N;NOM;MASC;SG;3	N
बिट्स	partes	बिट्स	parte	N;NOM;MASC;SG;3	N
बिट्स	pezas	बिट्स	peza	N;NOM;MASC;SG;3	N
तरक्की	promoción	तरक्की	promoción	N;NOM;FEM;SG;3	N
तरक्की	ascenso	तरक्की	ascenso	N;NOM;FEM;SG;3	N
मांगों	reivindicacións	मांग	reivindicación	N;ACC;FEM;PL;3	N
रफ्तार	velocidade	रफ्तार	velocidade	N;NOM;FEM;SG;3	N
रफ्तार	rapidez	रफ्तार	rapidez	N;NOM;FEM;SG;3	N
बनवाई	construida	बन	construida	V;PFV;FEM;SG;V.PTCP;ACT	V
बनवाई	construíu	बन	construír	V;PFV;FEM;SG;V.PTCP;ACT	V
बनवाई	construín	बन	construír	V;PFV;FEM;SG;V.PTCP;ACT	V
बनवाई	construímos	बन	construír	V;PFV;FEM;SG;V.PTCP;ACT	V
अखंडता	integridade	अखंडता	integridade	N;NOM;FEM;SG;3	N
माताओं	nais	माता	nai	N;ACC;FEM;PL;3	N
विश्वासघात	traizón	विश्वासघात	traizón	N;NOM;MASC;SG;3	N
विश्वासघात	deslealdade	विश्वासघात	deslealdade	N;NOM;MASC;SG;3	N
गिरफ़्तार	arresto	गिरफफ्तार	arresto	N;NOM;MASC;SG;3	N
नवीनता	innovación	नवीनता	innovación	N;NOM;FEM;SG;3	N
रचनात्मकता	creatividade	रचनात्मकता	creatividade	N;NOM;FEM;SG;3	N
पत्नियों	mulleres	पत्नी	muller	N;ACC;FEM;PL;3	N
पत्नियों	esposas	पत्नी	esposo	N;ACC;FEM;PL;3	N
पसीना	suor	पसीना	suor	N;NOM;MASC;SG;3	N
पसीना	factoría	पसीना	factoría	N;NOM;MASC;SG;3	N
गलतियाँ	erros	गलती	erro	N;NOM;FEM;PL;3	N
गलतियाँ	culpa	गलती	culpa	N;NOM;FEM;PL;3	N
न्यूरॉन	neurona	न्यूरॉन	neurona	N;NOM;MASC;SG;3	N
न्यूरॉन	neuronas	न्यूरॉन	neurona	N;NOM;MASC;SG;3	N
उन्माद	manía	उन्माद	manío	N;NOM;MASC;SG;3	N
बैंको	bancos	बैंको	banco	N;NOM;MASC;SG;3	N
बैंको	banco	बैंको	banco	N;NOM;MASC;SG;3	N
बैंको	ribeira	बैंको	ribeira	N;NOM;MASC;SG;3	N
बैंको	penedo	बैंको	pener	N;NOM;MASC;SG;3	N
बैंको	citybank	बैंको	citybank	N;NOM;MASC;SG;3	N
फैक्टरी	fábrica	फैक्टरी	fábrica	N;NOM;FEM;SG;3	N
फैक्टरी	fábricas	फैक्टरी	fábrica	N;NOM;FEM;SG;3	N
फैक्टरी	industriais	फैक्टरी	industrial	N;NOM;FEM;SG;3	N
रेशा	seda	रेशा	sedo	N;NOM;MASC;SG;3	N
संतति	nena	संतति	nena	N;NOM;FEM;SG;3	N
संतति	neno	संतति	neno	N;NOM;FEM;SG;3	N
संतति	fillo	संतति	fillo	N;NOM;FEM;SG;3	N
चाची	tía	चाची	tía	N;NOM;FEM;SG;3	N
अधीक्षक	comisario	अधीक्षक	comisario	N;NOM;MASC;SG;3	N
फ़ील्ड	campo	फ़ील्ड	campo	N;NOM;MASC;SG;3	N
फ़ील्ड	campos	फ़ील्ड	campo	N;NOM;MASC;SG;3	N
फ़ील्ड	terreo	फ़ील्ड	terreo	N;NOM;MASC;SG;3	N
फ़ील्ड	foxa	फ़ील्ड	foxa	N;NOM;MASC;SG;3	N
फ़ील्ड	campos	फ़ील्ड	campo	N;NOM;MASC;SG;3	N
फ़ील्ड	campo	फ़ील्ड	campo	N;NOM;MASC;SG;3	N
फ़ील्ड	leiras	फ़ील्ड	leira	N;NOM;MASC;SG;3	N
चित्रांकन	debuxo	चित्रांकन	debuxo	N;NOM;MASC;SG;3	N
प्रत्याशा	esperanza	प्रत्याशा	esperanza	N;NOM;MASC;SG;3	N
ब्यूटी	beleza	ब्यूटी	beleza	N;NOM;MASC;SG;3	N
राइफल्स	rifles	राइफल	rifle	N;NOM;FEM;PL;3	N
राइफल्स	fusís	राइफल	fuso	N;NOM;FEM;PL;3	N
शक्कर	azucre	शक्कर	azucrar	N;NOM;MASC;SG;3	N
लैब	laboratorio	लैब	laboratorio	N;NOM;FEM;SG;3	N
परियोजनाएँ	proxectos	परियोजना	proxecto	N;NOM;FEM;PL;3	N
रिश्तेदारों	parentes	रिश्तेदार	parente	N;ACC;MASC;PL;3	N
पारदर्शिता	chan	पारदर्शिता	chan	N;NOM;FEM;SG;3	N
पहिये	rodas	पहिया	roda	N;NOM;MASC;PL;3	N
पहिये	raís	पहिया	raes	N;NOM;MASC;PL;3	N
दरवाजों	portas	दरवाज	porta	N;ACC;MASC;PL;3	N
दरवाजों	porta	दरवाज	porta	N;ACC;MASC;PL;3	N
सादा	claro	सादा	claro	ADJ;NOM;MASC;SG	ADJ
साझेदार	socio	साझेदार	socio	N;NOM;MASC;SG;3	N
समाजशास्त्री	sociólogo	समाजशास्त्री	sociólogo	N;NOM;MASC;SG;3	N
समाजशास्त्री	toma	समाजशास्त्री	toma	N;NOM;MASC;SG;3	N
एडिटर	edición	एडिटर	edición	N;NOM;MASC;SG;3	N
पार्टनर	socio	पार्टनर	socio	N;NOM;MASC;SG;3	N
लेटर	carta	लेटर	carta	N;NOM;MASC;SG;3	N
लेटर	letra	लेटर	letra	N;NOM;MASC;SG;3	N
ज्ञानकोष	enciclopedia	ज्ञानकोष	enciclopedia	N;NOM;MASC;SG;3	N
मैप	mapa	मैप	mapa	N;NOM;MASC;SG;3	N
बूंद	lanzamento	बूंद	lanzamento	N;NOM;FEM;SG;3	N
हेरफेर	manipulación	हेरफेर	manipulación	N;NOM;MASC;SG;3	N
आध्यात्मिकता	espiritualidade	आध्यात्मिकता	espiritualidade	N;NOM;FEM;SG;3	N
केंद्रक	núcleo	केंद्रक	núcleo	N;NOM;MASC;SG;3	N
बैठना	senta	बैठ	sentar	V;MASC;NFIN;ACT	V
बैठना	sente	बैठ	sente	V;MASC;NFIN;ACT	V
बैठना	sentar	बैठ	sentar	V;MASC;NFIN;ACT	V
मीटिंग	xunta	मीटिंग	xunta	N;NOM;FEM;SG;3	N
मीटिंग	reunión	मीटिंग	reunión	N;NOM;FEM;SG;3	N
मीटिंग	encontro	मीटिंग	encontro	N;NOM;FEM;SG;3	N
मीटिंग	cita	मीटिंग	cita	N;NOM;FEM;SG;3	N
जोड़ें	engadir	जोड़	engadir	V;SBJV;PL;FIN;ACT	V
गोलियाँ	disparos	गोली	disparo	N;NOM;FEM;PL;3	N
रातों	noites	रात	noite	N;ACC;FEM;PL;3	N
रातों	noite	रात	noite	N;ACC;FEM;PL;3	N
रातों	polas	रात	pola	N;ACC;FEM;PL;3	N
जीवनशैली	estilo	जीवनशैली	estilo	N;NOM;FEM;SG;3	N
जीवनशैली	vida	जीवनशैली	vida	N;NOM;FEM;SG;3	N
गिरे	cae	गिर	caer	V;PFV;MASC;SG;V.PTCP;ACT	V
गिरे	caeu	गिर	caeu	V;PFV;MASC;SG;V.PTCP;ACT	V
गिरे	namorado	गिर	namorar	V;PFV;MASC;SG;V.PTCP;ACT	V
क्राइम	delito	क्राइम	delito	N;NOM;MASC;SG;3	N
क्राइम	crime	क्राइम	crime	N;NOM;MASC;SG;3	N
क्राइम	criminalidade	क्राइम	criminalidade	N;NOM;MASC;SG;3	N
क्राइम	crimes	क्राइम	crimes	N;NOM;MASC;SG;3	N
क्राइम	delincuencia	क्राइम	delincuencia	N;NOM;MASC;SG;3	N
फ़ार्म	granxa	फाार्म	granxa	N;NOM;MASC;SG;3	N
फ़ार्म	campo	फाार्म	campo	N;NOM;MASC;SG;3	N
फ़ार्म	leira	फाार्म	leira	N;NOM;MASC;SG;3	N
फ़ार्म	casa	फाार्म	casa	N;NOM;MASC;SG;3	N
फ़ार्म	reserva	फाार्म	reserva	N;NOM;MASC;SG;3	N
फ़ार्म	granxas	फाार्म	granxa	N;NOM;MASC;SG;3	N
कत्ल	asasinatos	कत्ल	asasinato	N;NOM;MASC;SG;3	N
कत्ल	homicidio	कत्ल	homicidio	N;NOM;MASC;SG;3	N
कत्ल	asasinato	कत्ल	asasinato	N;NOM;MASC;SG;3	N
कत्ल	asasino	कत्ल	asasino	N;NOM;MASC;SG;3	N
फ़सल	cultivos	फहसल	cultivo	N;NOM;FEM;SG;3	N
मच्छरों	mosquitos	मच्छर	mosquito	N;ACC;MASC;PL;3	N
धुलाई	lavan	धुलाई	lavar	V;PFV;FEM;SG;V.PTCP;ACT	V
धुलाई	lavar	धुलाई	lavar	V;PFV;FEM;SG;V.PTCP;ACT	V
धुलाई	lavar	धुलाई	lavar	V;PFV;FEM;SG;V.PTCP;ACT	V
शॉप	tenda	शॉप	tenda	N;NOM;FEM;SG;3	N
शॉप	delegados	शॉप	delegado	N;NOM;FEM;SG;3	N
टेलिफोन	teléfono	टेलिफोन	teléfono	N;NOM;MASC;SG;3	N
उत्तरपश्चिम	noroeste	उत्तरपश्चिम	noroeste	N;NOM;MASC;SG;3	N
प्लेन	avión	प्लेन	avión	N;NOM;MASC;SG;3	N
जाग	esperta	जाग	esperta	V;ACT	V
परिभाषाएं	definicións	परिभाषा	definición	N;NOM;FEM;PL;3	N
आरामदायक	cómodo	आरामदायक	cómodo	ADJ	ADJ
रिपोर्टर	xornalista	रिपोर्टर	xornalista	N;NOM;MASC;SG;3	N
रिपोर्टर	reporteiro	रिपोर्टर	reporteiro	N;NOM;MASC;SG;3	N
पंक्तियां	liñas	पंक्ति	liña	N;NOM;FEM;PL;3	N
पंक्तियां	trincheiras	पंक्ति	trincheira	N;NOM;FEM;PL;3	N
पंक्तियां	frases	पंक्ति	frase	N;NOM;FEM;PL;3	N
पंक्तियां	estilista	पंक्ति	estilista	N;NOM;FEM;PL;3	N
चीयर्स	saúde	चीयर्स	saúde	N;NOM;FEM;PL;3	N
