yleiset	frequentes	yleinen	frequente	ADJ;NOM;PL	ADJ;MASC;PL
melbourne	melbourne	melbourn	melbourne	N;NOM;SG	N;MASC;SG
fabian	fabian	fabia	fabian	N;GEN;SG	N;FEM;SG
tehtaiden	fábricas	tehdas	fábrica	N;GEN;PL	N;FEM;PL
luonnetta	carácter	luonne	carácter	N;PRT;SG	N;MASC;SG
luonnetta	caractere	luonne	caractere	N;PRT;SG	N;MASC;SG
luonnetta	personagem	luonne	personagem	N;PRT;SG	N;MASC;SG
luonnetta	caracter	luonne	caracter	N;PRT;SG	N;MASC;SG
luonnetta	caráter	luonne	caráter	N;PRT;SG	N;MASC;SG
tilaisuus	ocasião	tilaisuus	ocasião	N;NOM;SG	N;FEM;SG
tilaisuus	opportunity	tilaisuus	opportunity	N;NOM;SG	N;MASC;SG
tilaisuus	oportunidade	tilaisuus	oportunidade	N;NOM;SG	N;FEM;SG
orion	orion	orion	orion	N;NOM;SG	N;MASC;SG
orion	órion	orion	órion	N;NOM;SG	N;MASC;SG
määrät	montantes	määrä	montante	N;NOM;PL	N;MASC;PL
määrät	quantidades	määrä	quantidade	N;NOM;PL	N;FEM;PL
määrät	quantias	määrä	quantia	N;NOM;PL	N;FEM;PL
määrät	quantidades	määrä	quantidade	N;NOM;PL	N;FEM;PL
määrät	grandezas	määrä	grandeza	N;NOM;PL	N;FEM;PL
romaniassa	roménia	romania	roménia	N;IN+ESS;SG	N;FEM;SG
romaniassa	romênia	romania	romênia	N;IN+ESS;SG	N;FEM;SG
olemassaoloa	existência	olemassaolo	existência	N;PRT;SG	N;FEM;SG
vallankumousta	revolution	vallan#kumous	revolution	N;PRT;SG	N;MASC;SG
vallankumousta	revolução	vallan#kumous	revolução	N;PRT;SG	N;FEM;SG
vihan	fúria	vihka	fúrio	N;GEN;SG	N;FEM;SG
vihan	raiva	vihka	raiva	N;GEN;SG	N;FEM;SG
vihan	cólera	vihka	cólera	N;GEN;SG	N;FEM;SG
vihan	ira	vihka	ira	N;GEN;SG	N;FEM;SG
vihan	ódio	vihka	ódio	N;GEN;SG	N;MASC;SG
vihan	ódio	vihka	ódio	N;GEN;SG	N;MASC;SG
vuosikirja	anuário	vuosi#kirja	anuário	N;NOM;SG	N;MASC;SG
lex	lex	lex	lex	N;NOM;SG	N;MASC;SG
vähenee	diminuindo	vähetä	diminuir	V;IND;SG;3;PRS;FIN;ACT	V;V.MSDR
selitti	explicado	selittää	explicar	V;IND;SG;3;PST;FIN;ACT	V;MASC;SG;V.PTCP
selitti	explicada	selittää	explicar	V;IND;SG;3;PST;FIN;ACT	V;FEM;SG;V.PTCP
selitti	explicou	selittää	explicar	V;IND;SG;3;PST;FIN;ACT	V;IND;SG;3;PST;FIN
käsittelyä	manuseamento	käsittely	manuseamento	N;PRT;SG	N;MASC;SG
käsittelyä	manipulação	käsittely	manipulação	N;PRT;SG	N;FEM;SG
käsittelyä	movimentação	käsittely	movimentação	N;PRT;SG	N;FEM;SG
käsittelyä	processamento	käsittely	processamento	N;PRT;SG	N;MASC;SG
käsittelyä	transformação	käsittely	transformação	N;PRT;SG	N;FEM;SG
lange	lange	lange	lange	N;NOM;SG	N;MASC;SG
canadiens	canadiens	canadiens	canadiem	N;GEN;PL	N;MASC;PL
teräsmies	superman	teräs#mies	superman	N;NOM;SG	N;MASC;SG
veroja	impostos	vero	imposto	N;PRT;PL	N;MASC;PL
veroja	impostos	vero	imposto	N;PRT;PL	N;MASC;PL
arkiston	arquivo	arkisto	arquivo	N;GEN;SG	N;MASC;SG
kopioi	copiado	kopioida	copiado	V;IMP;SG;2;FIN;ACT	V;MASC;SG;V.PTCP
kopioi	copiar	kopioida	copiar	V;IMP;SG;2;FIN;ACT	V;NFIN
yksinäinen	solitária	yksinäinen	solitário	ADJ;NOM;SG	ADJ;FEM;SG
yksinäinen	solitário	yksinäinen	solitário	ADJ;NOM;SG	ADJ;MASC;SG
yksinäinen	solitário	yksinäinen	solitário	ADJ;NOM;SG	ADJ;MASC;SG
nostettu	criado	nostaa	criar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
neuvoja	conselhos	neuvo	conselho	N;PRT;PL	N;MASC;PL
extra	figurante	extra	figurante	N;NOM;SG	N;MASC;SG
extra	extra	extra	extra	N;NOM;SG	N;MASC;SG
poikkeuksellisesti	excepcionalmente	poikkeuksellisesti	excepcionalmente	ADV	ADV
kivestä	stone	kivi	stone	N;IN+ABL;SG	N;MASC;SG
kivestä	pedra	kivi	pedra	N;IN+ABL;SG	N;FEM;SG
agnes	inês	agnes	inês	N;NOM;SG	N;FEM;SG
agnes	agnes	agnes	agnes	N;NOM;SG	N;FEM;SG
seksiä	sex	seksi	sexta-feira	N;PRT;SG	N;MASC;SG
seksiä	sexo	seksi	sexo	N;PRT;SG	N;MASC;SG
esseitä	ensaios	esse	ensaio	N;PRT;PL	N;MASC;PL
fanny	fanny	fanny	fanny	N;NOM;SG	N;FEM;SG
kirjattu	registrada	kirjata	registrar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
kirjattu	registada	kirjata	registar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
kirjattu	registrado	kirjata	registrar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
kirjattu	registado	kirjata	registar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
kirjattu	gravou	kirjata	gravar	V;NOM;SG;V.PTCP;PASS	V;IND;SG;3;PST;FIN
kirjattu	gravado	kirjata	gravar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
kirjattu	registrado	kirjata	registrar	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
raketti	foguetão	raketti	foguetão	N;NOM;SG	N;MASC;SG
raketti	foguete	raketti	foguete	N;NOM;SG	N;MASC;SG
raketti	rocket	raketti	rocket	N;NOM;SG	N;MASC;SG
ajettu	impulsionado	ajaa	impulsionado	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ajettu	impulsionada	ajaa	impulsionar	V;NOM;SG;V.PTCP;PASS	V;FEM;SG;V.PTCP
ajettu	conduzido	ajaa	conduzir	V;NOM;SG;V.PTCP;PASS	V;MASC;SG;V.PTCP
ajettu	conduzir	ajaa	conduzir	V;NOM;SG;V.PTCP;PASS	V;NFIN
ajettu	dirigindo	ajaa	dirigir	V;NOM;SG;V.PTCP;PASS	V;V.MSDR
ajettu	conduzindo	ajaa	conduzir	V;NOM;SG;V.PTCP;PASS	V;V.MSDR
murhaa	assassinato	murha	assassinato	N;PRT;SG	N;MASC;SG
murhaa	assassínio	murha	assassínio	N;PRT;SG	N;MASC;SG
murhaa	homicídio	murha	homicídio	N;PRT;SG	N;MASC;SG
bayer	bayer	bayer	bayer	N;NOM;SG	N;MASC;SG
vuosisata	século	vuosi#sata	século	N;NOM;SG	N;MASC;SG
vuosisata	century	vuosi#sata	century	N;NOM;SG	N;MASC;SG
periaatteita	princípios	periaate	princípio	N;PRT;PL	N;MASC;PL
periaatteita	principios	periaate	principio	N;PRT;PL	N;MASC;PL
sisarukset	manas	sisarus	mana	N;NOM;PL	N;FEM;PL
sisarukset	irmãs	sisarus	irmã	N;NOM;PL	N;FEM;PL
sisarukset	irmãos	sisarus	irmão	N;NOM;PL	N;MASC;PL
konkurssin	falência	konkurssi	falência	N;GEN;SG	N;FEM;SG
konkurssin	bancarrota	konkurssi	bancarrota	N;GEN;SG	N;FEM;SG
todellisuutta	realidade	todellisuus	realidade	N;PRT;SG	N;FEM;SG
todellisuutta	reality	todellisuus	reality	N;PRT;SG	N;MASC;SG
piirrokset	esboços	piirros	esboço	N;NOM;PL	N;MASC;PL
piirrokset	rascunhos	piirros	rascunho	N;NOM;PL	N;MASC;PL
piirrokset	desenhos	piirros	desenho	N;NOM;PL	N;MASC;PL
loistava	brilhante	loistava	brilhante	ADJ;NOM;SG	ADJ;MASC;SG
loistava	soberbo	loistava	soberbo	ADJ;NOM;SG	ADJ;MASC;SG
lahjakas	talentosa	lahjakas	talentoso	ADJ;NOM;SG	ADJ;FEM;SG
lahjakas	talentoso	lahjakas	talentoso	ADJ;NOM;SG	ADJ;MASC;SG
lahjakas	talentosa	lahjakas	talentoso	ADJ;NOM;SG	ADJ;FEM;SG
lahjakas	talentoso	lahjakas	talentoso	ADJ;NOM;SG	ADJ;MASC;SG
pyrkimys	quest	pyrkimys	quest	N;NOM;SG	N;MASC;SG
pyrkimys	demanda	pyrkimys	demanda	N;NOM;SG	N;FEM;SG
riita	litígio	riita	litígio	N;NOM;SG	N;MASC;SG
riita	contestação	riita	contestação	N;NOM;SG	N;FEM;SG
riita	disputa	riita	disputa	N;NOM;SG	N;FEM;SG
suoritin	cpu	suorittaa	cpu	N;NOM;SG	N;MASC;SG
