lui	그의	el	그+의	PRO;3	PRO
cereale	곡물	cereală	곡물	N;INDF;FEM;PL	N
trafic	교통량	trafic	교통량	N;INDF;MASC;SG	N
trafic	트래픽	trafic	트래픽	N;INDF;MASC;SG	N
trafic	교통	trafic	교통	N;INDF;MASC;SG	N
absolvent	졸업	absolvent	졸업	N;INDF;MASC;SG	N
islamica	이슬람	islamică	이슬람	N;DEF;FEM;SG	N
balta	연못	baltă	연못	N;DEF;FEM;SG	N
kingdom	왕국	kingdom	왕국	N;INDF;MASC;SG	N
amandoi	둘다	amandoi	두+ㄴ다		
statuie	동상	statuie	동상	N;INDF;FEM;SG	N
statuie	조각상	statuie	조각상	N;INDF;FEM;SG	N
mostenirea	상속	mostenire	상속	N;DEF;FEM;SG	N
aripi	날개	aripă	날개	N;INDF;FEM;PL	N
golf	골프	golf	골프	N;INDF;MASC;SG	N
interzisa	금지	interzisa	금지	N;DEF;FEM;SG	N
interzisa	금지	interzisa	금지	N;DEF;FEM;SG	N
numirea	예약	numire	예약	N;DEF;FEM;SG	N
contactul	접촉	contact	접촉	N;DEF;MASC;SG	N
contactul	연락처	contact	연락처	N;DEF;MASC;SG	N
inspector	경감	inspector	경감	N;INDF;MASC;SG	N
inspector	조사관	inspector	조사관	N;INDF;MASC;SG	N
cumva	어떻게든	cumva	어떻+게+든	ADV	ADV
declaratie	성명서	declaratie	성명서	N;INDF;FEM;SG	N
declaratie	진술	declaratie	진술	N;INDF;FEM;SG	N
declaratie	선언	declaratie	선언	N;INDF;FEM;SG	N
discursul	연설	discurs	연설	N;DEF;MASC;SG	N
discursul	음성	discurs	음성	N;DEF;MASC;SG	N
folosire	사용법	folosire	사용법	N;INDF;FEM;SG	N
folosire	사용량	folosire	사용량	N;INDF;FEM;SG	N
folosire	사용	folosire	사용	N;INDF;FEM;SG	N
baschet	농구	baschet	농구	N;INDF;MASC;SG	N
hotelul	호텔	hotel	호텔	N;DEF;MASC;SG	N
distante	거리	distant	거리	N;INDF;FEM;PL	N
distante	거리	distant	거리	N;INDF;FEM;PL	N
cald	뜨거운	cald	뜨겁+ㄴ	ADJ;INDF;MASC;SG	ADJ
adanc	깊게	adanc	깊+게		
adanc	깊게	adanc	깊+게		
salvare	구원	salvare	구원	N;INDF;FEM;SG	N
salvare	구출	salvare	구출	N;INDF;FEM;SG	N
salvare	구조	salvare	구조	N;INDF;FEM;SG	N
vacanta	휴일	vacanta	휴일	N;DEF;FEM;SG	N
vacanta	명절	vacanta	명절	N;DEF;FEM;SG	N
vacanta	연휴	vacanta	연휴	N;DEF;FEM;SG	N
vacanta	휴가	vacanta	휴가	N;DEF;FEM;SG	N
vacanta	공휴일	vacanta	공휴+이+ㄹ	N;DEF;FEM;SG	N
vacanta	방학	vacanta	방학	N;DEF;FEM;SG	N
vacanta	휴가	vacanta	휴가	N;DEF;FEM;SG	N
vacanta	방학	vacanta	방학	N;DEF;FEM;SG	N
vacanta	휴가	vacanta	휴가	N;DEF;FEM;SG	N
vacanta	휴일	vacanta	휴일	N;DEF;FEM;SG	N
vacanta	명절	vacanta	명절	N;DEF;FEM;SG	N
vacanta	연휴	vacanta	연휴	N;DEF;FEM;SG	N
vacanta	휴가	vacanta	휴가	N;DEF;FEM;SG	N
vacanta	공휴일	vacanta	공휴+이+ㄹ	N;DEF;FEM;SG	N
vacanta	방학	vacanta	방학	N;DEF;FEM;SG	N
vacanta	휴가	vacanta	휴가	N;DEF;FEM;SG	N
fotbalul	축구	fotbal	축구	N;DEF;MASC;SG	N
fotbalul	미식축구	fotbal	미식+축구	N;DEF;MASC;SG	N
fotbalul	풋볼	fotbal	풋볼	N;DEF;MASC;SG	N
asalt	폭행	asalt	폭행	N;INDF;MASC;SG	N
asalt	공격	asalt	공격	N;INDF;MASC;SG	N
lapte	우유	lapte	우유	N;INDF;MASC;SG	N
controverse	논란	controversă	논란	N;INDF;FEM;PL	N
controverse	논쟁	controversă	논쟁	N;INDF;FEM;PL	N
rase	인종	rasă	인종	N;INDF;FEM;PL	N
rase	품종	rasă	품종	N;INDF;FEM;PL	N
lectii	강습	lectie	강습	N;INDF;FEM;PL	N
lectii	레슨	lectie	레슨	N;INDF;FEM;PL	N
lectii	수업	lectie	수업	N;INDF;FEM;PL	N
lectii	강습	lectie	강습	N;INDF;FEM;PL	N
lectii	레슨	lectie	레슨	N;INDF;FEM;PL	N
lectii	수업	lectie	수업	N;INDF;FEM;PL	N
teste	테스트	test	테스트	N;INDF;FEM;PL	N
aventuri	어드벤처	avent	어드벤처	N;INDF;FEM;PL	N
aventuri	모험	avent	모험	N;INDF;FEM;PL	N
aventuri	어드벤처	avent	어드벤처	N;INDF;FEM;PL	N
aventuri	모험	avent	모험	N;INDF;FEM;PL	N
estimare	추정치	estimare	추정치	N;INDF;FEM;SG	N
estimare	추정	estimare	추정	N;INDF;FEM;SG	N
estimare	추산	estimare	추산	N;INDF;FEM;SG	N
estimare	추정치	estimare	추정치	N;INDF;FEM;SG	N
estimare	추정	estimare	추정	N;INDF;FEM;SG	N
salt	점프	salt	점프	N;INDF;MASC;SG	N
tensiune	긴장감	tensiune	긴장감	N;INDF;FEM;SG	N
tensiune	긴장	tensiune	긴장	N;INDF;FEM;SG	N
tensiune	전압	tensiune	전압	N;INDF;FEM;SG	N
batman	배트맨	batman	배트맨	N;INDF;MASC;SG	N
traiasca	생방송	traiască	생방송	N;DEF;FEM;SG	N
arunca	던지기	arunca	던지기	V;IND;SG;3;IPFV;FIN	V
arunca	던지기	arunca	던지기	V;IND;SG;3;IPFV;FIN	V
conservare	보존	conservare	보존	N;INDF;FEM;SG	N
conservare	보전	conservare	보전	N;INDF;FEM;SG	N
conservare	보존	conservare	보존	N;INDF;FEM;SG	N
accentul	말투	accent	말투	N;DEF;MASC;SG	N
trenul	열차	tren	열차	N;DEF;MASC;SG	N
manuscris	사본	manuscris	사본	N;INDF;MASC;SG	N
tanc	탱크	tanc	탱크	N;INDF;MASC;SG	N
tanc	전차	tanc	전차	N;INDF;MASC;SG	N
fiice	딸들	fi	딸+들	N;INDF;FEM;PL	N
bor	보르	bor	보르		
muncitori	노동자	muncitor	노동자	N;INDF;MASC;PL	N
muncitori	노동자들	muncitor	노동자+들	N;INDF;MASC;PL	N
muncitori	근로자	muncitor	근로자	N;INDF;MASC;PL	N
geografia	지리학	geografie	지리학	N;DEF;FEM;SG	N
geografia	지리	geografie	지리	N;DEF;FEM;SG	N
bugetul	예산	buget	예산	N;DEF;MASC;SG	N
intervalul	범위	interval	범위	N;DEF;MASC;SG	N
intervalul	구간	interval	구간	N;DEF;MASC;SG	N
intervalul	간격	interval	간격	N;DEF;MASC;SG	N
strazile	거리	stradilă	거리	N;DEF;FEM;PL	N
sunete	소리	sunet	소리	N;INDF;FEM;PL	N
cablu	케이블	cablu	케이블	N;INDF;MASC;SG	N
procedura	시술	procedură	시술	N;DEF;FEM;SG	N
procedura	시술	procedură	시술	N;DEF;FEM;SG	N
lector	강사	lector	강사	N;INDF;MASC;SG	N
carnivore	육식성	carnivor	육식성	N;INDF;FEM;PL	N
carnivore	육식성	carnivor	육식성	N;INDF;FEM;PL	N
repere	명소	repere	명소	N;INDF;FEM;PL	N
acoperire	코팅	acoperire	코팅	N;INDF;FEM;SG	N
pasare	조류	pasar	조류	N;INDF;FEM;SG	N
pasare	조류	pasar	조류	N;INDF;FEM;SG	N
ocazional	가끔	ocazional	가끔	ADV	ADV
ocazional	때때로	ocazional	때때로	ADV	ADV
atei	무신론	atel	무신론	N;DEF;MASC;PL	N
stadiul	무대	stadiu	무대	N;DEF;MASC;SG	N
scaune	좌석	scaun	좌석	N;INDF;FEM;PL	N
gov	정부	gov	정부	N;INDF;MASC;SG	N
efectuarea	공연	efectuare	공연	N;DEF;FEM;SG	N
surori	자매들	soră	자매+들	N;INDF;FEM;PL	N
eforturi	노력	efort	노력	N;INDF;FEM;PL	N
ring	반지	ring	반지	N;INDF;MASC;SG	N
ring	소환	ring	소환	N;INDF;MASC;SG	N
pielea	피부	piele	피부	N;DEF;FEM;SG	N
abordare	접근법	abordare	접근법	N;INDF;FEM;SG	N
abordare	접근	abordare	접근	N;INDF;FEM;SG	N
vorbind	말하기	vorbi	말하+기	V;V.MSDR	V
mina	핸드	mină	핸드	N;DEF;FEM;SG	N
averea	재산	avere	재산	N;DEF;FEM;SG	N
tinta	타깃	tinta	타깃	N;DEF;FEM;SG	N
tinta	대상	tinta	대상	N;DEF;FEM;SG	N
tinta	타겟	tinta	타산	N;DEF;FEM;SG	N
tinta	타깃	tinta	타깃	N;DEF;FEM;SG	N
tinta	대상	tinta	대상	N;DEF;FEM;SG	N
tinta	타겟	tinta	타산	N;DEF;FEM;SG	N
comunitatile	공동체	comunitate	공동체	N;DEF;FEM;PL	N
vanzare	판매	vanzare	판매	N;INDF;FEM;SG	N
vanzare	판매	vanzare	판매	N;INDF;FEM;SG	N
varul	사촌	var	사촌	N;DEF;MASC;SG	N
varul	사촌동생	var	사촌+동생	N;DEF;MASC;SG	N
automata	자동	automată	자동	N;DEF;FEM;SG	N
lantul	사슬	lant	사슬	N;DEF;MASC;SG	N
lantul	연쇄	lant	연쇄	N;DEF;MASC;SG	N
judecator	판사	judecator	판사	N;INDF;MASC;SG	N
judecator	판사	judecator	판사	N;INDF;MASC;SG	N
argumentele	인자	argument	인자	N;DEF;FEM;PL	N
fir	철사	fir	철사	N;INDF;MASC;SG	N
fir	스레드	fir	스레드	N;INDF;MASC;SG	N
fir	대화	fir	대화	N;INDF;MASC;SG	N
legiunea	레지옹	legiune	레지옹	N;DEF;FEM;SG	N
pasarile	새들	pasarilă	새+들	N;DEF;FEM;PL	N
pasarile	새들	pasarilă	새+들	N;DEF;FEM;PL	N
square	광장	square	광장	N;INDF;MASC;SG	N
doc	doc	doc	doc		
call	통화	call	통화	N;INDF;MASC;SG	N
call	전화	call	전화	N;INDF;MASC;SG	N
call	호출	call	호출	N;INDF;MASC;SG	N
cerul	하늘	cer	하늘	N;DEF;MASC;SG	N
transferul	전송	transfer	전송	N;DEF;MASC;SG	N
creatorul	제작자	creator	제작자	N;DEF;MASC;SG	N
creatorul	작성자	creator	작성자	N;DEF;MASC;SG	N
companiile	회사	companie	회사	N;DEF;FEM;PL	N
adulti	성인	adult	성인		
adulti	어른	adult	어른		
adulti	성인	adult	성인		
adulti	어른	adult	어른		
adulti	성인	adult	성인		
adulti	어른	adult	어른		
coordonatele	좌표	coordonată	좌표	N;DEF;FEM;PL	N
coordonatele	좌표계	coordonată	좌표계	N;DEF;FEM;PL	N
armament	무기	armament	무기	N;INDF;MASC;SG	N
credit	크레딧	credit	크레딧	N;INDF;MASC;SG	N
credit	신용	credit	신용	N;INDF;MASC;SG	N
credit	신용카드	credit	신용카드	N;INDF;MASC;SG	N
simfonia	교향곡	simfonie	교향곡	N;DEF;FEM;SG	N
marcand	득점권	marcand	득점권		
mir	미르	mir	미르		
pescuit	낚시	pescuit	낚시	N;INDF;MASC;SG	N
proportie	비율	proportie	비율	N;INDF;FEM;SG	N
bursa	장학금	bursă	장학금	N;DEF;FEM;SG	N
bursa	장학금	bursă	장학금	N;DEF;FEM;SG	N
trenuri	열차	tren	열차	N;INDF;FEM;PL	N
antena	요리	antena	요리	N;DEF;FEM;SG	N
antena	접시	antena	접시	N;DEF;FEM;SG	N
umbra	그림자	umbră	그림자	N;DEF;FEM;SG	N
umbra	그림자	umbră	그림자	N;DEF;FEM;SG	N
vocala	모음	vocală	모음	N;DEF;FEM;SG	N
vocala	모음	vocală	모음	N;DEF;FEM;SG	N
marturii	증언	marturie	증언	N;INDF;FEM;PL	N
transformare	변신	transformare	변신	N;INDF;FEM;SG	N
transformare	변환	transformare	변환	N;INDF;FEM;SG	N
transformare	변형	transformare	변형	N;INDF;FEM;SG	N
academica	학문	academică	학문	N;DEF;FEM;SG	N
academica	학업	academică	학업	N;DEF;FEM;SG	N
academica	학술	academică	학술	N;DEF;FEM;SG	N
promoveaza	홍보하기	promoveaza	홍보+하+기	V;IND;SG;3;IPFV;FIN	V
promoveaza	홍보하기	promoveaza	홍보+하+기	V;IND;SG;3;IPFV;FIN	V
antrenori	코치	antrenor	코치	N;INDF;MASC;PL	N
contul	계좌	cont	계좌	N;DEF;MASC;SG	N
contul	계정	cont	계정	N;DEF;MASC;SG	N
pedeapsa	페널티	pedeapsă	페널티	N;DEF;FEM;SG	N
pedeapsa	징벌	pedeapsă	징벌	N;DEF;FEM;SG	N
pedeapsa	처벌	pedeapsă	처벌	N;DEF;FEM;SG	N
pedeapsa	페널티	pedeapsă	페널티	N;DEF;FEM;SG	N
pedeapsa	징벌	pedeapsă	징벌	N;DEF;FEM;SG	N
pedeapsa	처벌	pedeapsă	처벌	N;DEF;FEM;SG	N
pauza	휴식	pauză	휴식	N;DEF;FEM;SG	N
pauza	휴식	pauză	휴식	N;DEF;FEM;SG	N
sarcini	작업	sarcină	작업	N;INDF;FEM;PL	N
sarcini	태스크	sarcină	태스크	N;INDF;FEM;PL	N
circuitul	서킷	circuit	서킷	N;DEF;MASC;SG	N
circuitul	회로	circuit	회로	N;DEF;MASC;SG	N
mandatului	위임통치령	mandat	위임통치령	N;DEF;MASC;SG	N
reclama	상용	reclama	상용	N;DEF;FEM;SG	N
reclama	상업용	reclama	상업용	N;DEF;FEM;SG	N
reclama	상업	reclama	상업	N;DEF;FEM;SG	N
reclama	광고	reclama	광고	N;DEF;FEM;SG	N
comunicatii	커뮤니케이션스	comunicat	커뮤니케이션스		
electorala	선거	electoral	선거	N;DEF;FEM;SG	N
marketing	마케팅	marketing	마케팅	N;INDF;MASC;SG	N
scade	줄이기	scădea	줄이+기	V;IND;SG;3;PRS;FIN	V
ton	참치	ton	참치	N;INDF;MASC;SG	N
ascunde	숨기기	ascunde	숨기+기	V;IND;SG;3;PRS;FIN	V
schi	스키	schi	스키	N;INDF;MASC;SG	N
schi	스키	schi	스키	N;INDF;MASC;SG	N
fondarea	창립	fondare	창립	N;DEF;FEM;SG	N
depozite	웨어하우스	depozit	웨어하우스	N;INDF;FEM;PL	N
depozite	예금	depozit	예금	N;INDF;FEM;PL	N
aeroport	공항	aeroport	공항	N;INDF;MASC;SG	N
aeroport	국제공항	aeroport	국제공항	N;INDF;MASC;SG	N
talentul	재능	talent	재능	N;DEF;MASC;SG	N
talentul	탤런트	talent	탤런트	N;DEF;MASC;SG	N
permisiunea	허가	permisiune	허+가	N;DEF;FEM;SG	N
nepoata	손녀	nepoată	손녀	N;DEF;FEM;SG	N
nepoata	조카	nepoată	조카	N;DEF;FEM;SG	N
nepoata	손녀	nepoată	손녀	N;DEF;FEM;SG	N
nepoata	조카	nepoată	조카	N;DEF;FEM;SG	N
oua	달걀	ou	달걀	N;DEF;FEM;PL	N
oua	달걀	ou	달걀	N;DEF;FEM;PL	N
alpha	알파	alpha	알파		
chirurgie	수술	chirurgie	수술	N;INDF;FEM;SG	N
chirurgie	외과	chirurgie	외+과	N;INDF;FEM;SG	N
icoana	아이콘	icoană	아이콘	N;DEF;FEM;SG	N
pasi	스텝	pas	스텝		
pasi	걸음	pas	걸음		
pasi	발자국	pas	발자국		
pasi	스텝	pas	스텝		
pasi	걸음	pas	걸음		
legislatia	입법	legislatie	입법	N;DEF;FEM;SG	N
legislatia	법률	legislatie	법률	N;DEF;FEM;SG	N
explicatie	설명	explicatie	설명	N;INDF;FEM;SG	N
explicatie	설명	explicatie	설명	N;INDF;FEM;SG	N
ritm	리듬	ritm	리듬	N;INDF;MASC;SG	N
nori	구름	nor	구름	N;INDF;MASC;PL	N
proprietari	소유자	proprietar	소유자	N;INDF;MASC;PL	N
popularitate	인기	popularitate	인기	N;INDF;FEM;SG	N
droguri	약물	drog	약물	N;INDF;FEM;PL	N
droguri	의약품	drog	의약품	N;INDF;FEM;PL	N
droguri	약품	drog	약품	N;INDF;FEM;PL	N
droguri	마약	drog	마약	N;INDF;FEM;PL	N
droguri	마약	drog	마약	N;INDF;FEM;PL	N
droguri	약물	drog	약물	N;INDF;FEM;PL	N
droguri	의약품	drog	의약품	N;INDF;FEM;PL	N
executie	처형	executie	처형	N;INDF;FEM;SG	N
executie	실행	executie	실행	N;INDF;FEM;SG	N
executie	처형	executie	처형	N;INDF;FEM;SG	N
executie	실행	executie	실행	N;INDF;FEM;SG	N
succese	성공	succes	성공	N;INDF;FEM;PL	N
succese	성공적	succes	성공+적	N;INDF;FEM;PL	N
succese	성공	succes	성공	N;INDF;FEM;PL	N
nuvela	소설	nuvelă	소설	N;DEF;FEM;SG	N
card	카드	card	카드	N;INDF;MASC;SG	N
reformei	개혁개방	reformă	개혁+개방	N;DEF;FEM;SG	N
reformei	개혁	reformă	개혁	N;DEF;FEM;SG	N
plecare	출발	plecare	출발	N;INDF;FEM;SG	N
plecare	출국	plecare	출국	N;INDF;FEM;SG	N
farmacie	약국	farmacie	약국	N;INDF;FEM;SG	N
farmacie	약국	farmacie	약국	N;INDF;FEM;SG	N
farmacie	약학	farmacie	약학	N;INDF;FEM;SG	N
biti	비트	biti	비트		
portrete	초상화	portret	초상화	N;INDF;FEM;PL	N
parcuri	공원	parc	공원	N;INDF;FEM;PL	N
sangele	혈액	sange	혈액	N;DEF;MASC;SG	N
protejarea	보호	protejare	보호	N;DEF;FEM;SG	N
salbatica	야생	salbatică	야생	N;DEF;FEM;SG	N
teama	공포	teamă	공포	N;DEF;FEM;SG	N
teama	공포증	teamă	공포증	N;DEF;FEM;SG	N
teama	공포	teamă	공포	N;DEF;FEM;SG	N
teama	공포증	teamă	공포증	N;DEF;FEM;SG	N
statui	동상	statui	동상	N;INDF;FEM;PL	N
statui	조각상	statui	조각상	N;INDF;FEM;PL	N
distinctie	구별	distinctie	구별	N;INDF;FEM;SG	N
cronici	연대기	cronică	연대기	N;INDF;FEM;PL	N
rugaciune	기도	rugaciune	기도	N;INDF;FEM;SG	N
rugaciune	기도	rugaciune	기도	N;INDF;FEM;SG	N
personalitatea	성격	personalitate	성격	N;DEF;FEM;SG	N
personalitatea	인격	personalitate	인격	N;DEF;FEM;SG	N
abur	증기	abur	증기	N;INDF;MASC;SG	N
respectarea	준수	respectare	준수	N;DEF;FEM;SG	N
vama	관세	vamă	관세	N;DEF;FEM;SG	N
vama	관습	vamă	관습	N;DEF;FEM;SG	N
vama	관세	vamă	관세	N;DEF;FEM;SG	N
vama	관습	vamă	관습	N;DEF;FEM;SG	N
apr	apr	apr	apr		
mintea	마음	minte	마음	N;DEF;FEM;SG	N
americanii	미국인	american	미국인	N;DEF;MASC;PL	N
documentul	문서	document	문서	N;DEF;MASC;SG	N
brusc	갑자기	brusc	갑자기	ADV	ADV
precizeaza	지정하기	precizează	지정+하+기	V;IND;SG;3;IPFV;FIN	V
precizeaza	지정합니다	precizează	지정+하+ㅂ니다	V;IND;SG;3;IPFV;FIN	V
evaluare	평가	evaluare	평가	N;INDF;FEM;SG	N
evaluare	평가	evaluare	평가	N;INDF;FEM;SG	N
asediu	포위전	asediu	포위전	N;INDF;MASC;SG	N
taxe	세금	taxă	세금	N;INDF;FEM;PL	N
taxe	수수료	taxă	수수료	N;INDF;FEM;PL	N
vehicul	차량	vehicul	차량	N;INDF;MASC;SG	N
diferentele	차이	diferent	차이	N;DEF;FEM;PL	N
hanul	여관	han	여관	N;DEF;MASC;SG	N
asociatie	협회	asociatie	협회	N;INDF;FEM;SG	N
index	색인	index	색인		
index	인덱스	index	인덱스		
asigurari	보험	asigurar	보험	N;INDF;MASC;PL	N
asigurari	보험	asigurar	보험	N;INDF;MASC;PL	N
dispute	분쟁	dispută	분쟁	N;INDF;FEM;PL	N
functionar	사무원	functionar	사무원	N;INDF;MASC;SG	N
functionar	사무원	functionar	사무원	N;INDF;MASC;SG	N
sindromul	증후군	sindrom	증후군	N;DEF;MASC;SG	N
traseu	흔적	traseu	흔적	N;INDF;MASC;SG	N
traseu	트레일	traseu	트레일	N;INDF;MASC;SG	N
traseu	노선	traseu	노선	N;INDF;MASC;SG	N
vinde	판매하기	vinde	판매+하+기	V;IND;SG;3;PRS;FIN	V
precizie	정밀도	precizie	정밀+도	N;INDF;FEM;SG	N
precizie	정밀	precizie	정밀	N;INDF;FEM;SG	N
precizie	정확도	precizie	정확도	N;INDF;FEM;SG	N
precizie	정밀도	precizie	정밀+도	N;INDF;FEM;SG	N
precizie	정확성	precizie	정확성	N;INDF;FEM;SG	N
masoara	측정	masoară	측정	N;DEF;FEM;SG	N
boeing	보잉	boeing	보잉	N;INDF;MASC;SG	N
intoarcere	반납	intoarcere	반납	N;INDF;FEM;SG	N
intoarcere	반환	intoarcere	반환	N;INDF;FEM;SG	N
intoarcere	귀환	intoarcere	귀환	N;INDF;FEM;SG	N
intoarcere	복귀	intoarcere	복귀	N;INDF;FEM;SG	N
cercetatorii	연구자	cercetatoriu	연구자	N;DEF;MASC;PL	N
cercetatorii	연구원	cercetatoriu	연구원	N;DEF;MASC;PL	N
pestera	동굴	pestera	동굴	N;DEF;FEM;SG	N
pestera	동굴	pestera	동굴	N;DEF;FEM;SG	N
pestera	동굴	pestera	동굴	N;DEF;FEM;SG	N
pestera	동굴	pestera	동굴	N;DEF;FEM;SG	N
senat	상원	sena	상원	N;INDF;MASC;SG	N
senat	상원의원	sena	상원의원	N;INDF;MASC;SG	N
variabile	변광성	variabilă	변광성	N;INDF;FEM;PL	N
variabile	변수	variabilă	변수	N;INDF;FEM;PL	N
variabile	변수	variabilă	변수	N;INDF;FEM;PL	N
metale	금속	metal	금속	N;INDF;FEM;PL	N
metale	금속	metal	금속	N;INDF;FEM;PL	N
verticala	수직	verticală	수직	N;DEF;FEM;SG	N
ice	빙빙	ice	빙빙		
ice	아이스	ice	아이스		
kate	케이트	kate	케이트		
banci	은행	bancă	은행	N;INDF;FEM;PL	N
banci	벤치	bancă	벤치	N;INDF;FEM;PL	N
banci	은행	bancă	은행	N;INDF;FEM;PL	N
banci	벤치	bancă	벤치	N;INDF;FEM;PL	N
restaurant	음식점	restaurant	음식점	N;INDF;MASC;SG	N
restaurant	레스토랑	restaurant	레스토랑	N;INDF;MASC;SG	N
restaurant	식당	restaurant	식당	N;INDF;MASC;SG	N
structurile	구조물	structură	구조물	N;DEF;FEM;PL	N
structurile	구조	structură	구조	N;DEF;FEM;PL	N
marfuri	화물	marfă	화물	N;INDF;FEM;PL	N
marfuri	상품	marfă	상품	N;INDF;FEM;PL	N
marfuri	물품	marfă	물품	N;INDF;FEM;PL	N
marfuri	상품	marfă	상품	N;INDF;FEM;PL	N
marfuri	물품	marfă	물품	N;INDF;FEM;PL	N
cuantica	양자	cuantică	양자	N;DEF;FEM;SG	N
festivaluri	축제	festival	축제	N;INDF;FEM;PL	N
concepte	개념	concept	개념	N;INDF;FEM;PL	N
fani	팬들	fan	팬+들	N;INDF;MASC;PL	N
postum	부관	postum	부관	N;INDF;MASC;SG	N
participantii	참가자	participant	참가자	N;DEF;MASC;PL	N
morminte	무덤	mormânt	무덤	N;INDF;FEM;PL	N
colegi	동료들	coleg	동료+들	N;INDF;MASC;PL	N
colegi	동료들	coleg	동료+들	N;INDF;MASC;PL	N
potentialul	잠재력	potential	잠재력	N;DEF;MASC;SG	N
potentialul	퍼텐셜	potential	퍼텐셜	N;DEF;MASC;SG	N
potentialul	잠재적	potential	잠재+적	N;DEF;MASC;SG	N
horror	공포	horror	공포	N;INDF;MASC;SG	N
flash	플래시	flash	플래시	N;INDF;MASC;SG	N
materia	물질	materie	물질	N;DEF;FEM;SG	N
protocol	프로토콜	protocol	프로토콜	N;INDF;MASC;SG	N
update	업데이트	upda	업데이트	N;INDF;FEM;PL	N
biblie	성경	biblie	성경	N;INDF;FEM;SG	N
durere	통증	durere	통증	N;INDF;FEM;SG	N
durere	통증이	durere	통증+이	N;INDF;FEM;SG	N
durere	고통	durere	고통	N;INDF;FEM;SG	N
intalniri	미팅	intalnire	미팅	N;INDF;FEM;PL	N
intalniri	미팅	intalnire	미팅	N;INDF;FEM;PL	N
intalniri	연애	intalnire	연애	N;INDF;FEM;PL	N
intalniri	데이트	intalnire	데이트	N;INDF;FEM;PL	N
stelele	항성	stea	항성	N;DEF;FEM;PL	N
praf	먼지	praf	먼지	N;INDF;MASC;SG	N
semnal	신호	semnal	신호	N;INDF;MASC;SG	N
semnal	시그널	semnal	시그널	N;INDF;MASC;SG	N
ceas	시계	ceas	시계	N;INDF;MASC;SG	N
ceas	시계	ceas	시계	N;INDF;MASC;SG	N
ceas	클럭	ceas	클럭	N;INDF;MASC;SG	N
democratie	민주주의	democratie	민주주의	N;INDF;FEM;SG	N
democratie	민주화	democratie	민주화	N;INDF;FEM;SG	N
democratie	민주주의	democratie	민주주의	N;INDF;FEM;SG	N
democratie	민주화	democratie	민주화	N;INDF;FEM;SG	N
cerintele	요구사항	cerint	요구사항	N;DEF;FEM;PL	N
amenintare	위협	amenintare	위협	N;INDF;FEM;SG	N
amenintare	위협	amenintare	위협	N;INDF;FEM;SG	N
inventator	발명가	inventator	발명+가	N;INDF;MASC;SG	N
inventator	발명	inventator	발명	N;INDF;MASC;SG	N
bolta	볼트	boltă	볼트	N;DEF;FEM;SG	N
lovituri	발차기	lovitură	발차기	N;INDF;FEM;PL	N
viziteaza	방문하기	vizitează	방문+하+기	V;IND;SG;3;IPFV;FIN	V
sporturi	스포츠	sport	스포츠	N;INDF;FEM;PL	N
observatie	발언	observatie	발언	N;INDF;FEM;SG	N
observatie	관찰	observatie	관찰	N;INDF;FEM;SG	N
observatie	관측	observatie	관측	N;INDF;FEM;SG	N
discovery	발견	discovery	발견	N;INDF;MASC;SG	N
strategie	전략	strategie	전략	N;INDF;FEM;SG	N
peisaj	조경	peisaj	조경	N;INDF;MASC;SG	N
peisaj	경관	peisaj	경관	N;INDF;MASC;SG	N
peisaj	풍경	peisaj	풍경	N;INDF;MASC;SG	N
experiment	실험	experiment	실험	N;INDF;MASC;SG	N
reptile	파충류	reptă	파충류	N;INDF;FEM;PL	N
reptile	파충류	reptă	파충류	N;INDF;FEM;PL	N
sportul	스포츠	sport	스포츠	N;DEF;MASC;SG	N
personalul	직원	personal	직원	N;DEF;MASC;SG	N
personalul	직원들	personal	직원+들	N;DEF;MASC;SG	N
prize	소켓	priză	소켓	N;INDF;FEM;PL	N
integrarea	통합	integrare	통합	N;DEF;FEM;SG	N
reci	춥다	rece	춥+다	ADJ;INDF;PL	ADJ
reci	차가운	rece	차갑+ㄴ	ADJ;INDF;PL	ADJ
aviatie	항공	aviatie	항공	N;INDF;FEM;SG	N
monarh	군주	monarh	군주	N;INDF;MASC;SG	N
islamului	이슬람교	islam	이슬람교	N;DEF;MASC;SG	N
islamului	이슬람	islam	이슬람	N;DEF;MASC;SG	N
solara	태양광	solară	태양광	N;DEF;FEM;SG	N
solara	태양	solară	태양	N;DEF;FEM;SG	N
fetele	소녀	fată	소녀	N;DEF;FEM;PL	N
fetele	소녀들	fată	소녀+들	N;DEF;FEM;PL	N
fetele	걸스	fată	걸스	N;DEF;FEM;PL	N
strategia	전략	strategie	전략	N;DEF;FEM;SG	N
fotografia	사진	fotografie	사진	N;DEF;FEM;SG	N
fotografia	사진	fotografie	사진	N;DEF;FEM;SG	N
fotografia	사진술	fotografie	사진술	N;DEF;FEM;SG	N
datoria	듀티	datorie	듀티	N;DEF;FEM;SG	N
datoria	의무	datorie	의무	N;DEF;FEM;SG	N
scrisoarea	편지	scrisoare	편지	N;DEF;FEM;SG	N
eroul	영웅	erou	영웅	N;DEF;MASC;SG	N
aviatiei	항공	aviatie	항공	N;DEF;FEM;SG	N
utilizari	사용	utilizare	사용	N;INDF;FEM;PL	N
comisie	위원회	comisie	위원회	N;INDF;FEM;SG	N
reveni	되돌리기	reveni	되돌리+기	V;IND;SG;3;PST;FIN	V
