年	год	年	год	N	N;INAN;NOM;MASC;SG
團	солидарность	團	солидарность	N	N;INAN;NOM;FEM;SG
魔鬼	дьявол	魔鬼	дьявол	N	N;ANIM;NOM;MASC;SG
獎勵	вознаграждение	獎勵	вознаграждение	N	N;INAN;NOM;NEUT;SG
獎勵	награды	獎勵	награда	N	N;INAN;NOM;FEM;PL
獎勵	бонус	獎勵	бонус	N	N;INAN;NOM;MASC;SG
獎勵	стимулы	獎勵	стимул	N	N;INAN;NOM;MASC;PL
獎勵	награды	獎勵	награда	N	N;INAN;NOM;FEM;PL
獎勵	вознаграждение	獎勵	вознаграждение	N	N;INAN;NOM;NEUT;SG
獎勵	награда	獎勵	награда	N	N;INAN;NOM;FEM;SG
合唱	хор	合唱	хор	N	N;INAN;NOM;MASC;SG
合唱	хор	合唱	хор	N	N;INAN;NOM;MASC;SG
合唱	хором	合唱	хор	N	N;INAN;INS;MASC;SG
國防	защита	國防	защита	N	N;INAN;NOM;FEM;SG
國防	оборона	國防	оборона	N	N;INAN;NOM;FEM;SG
國防	обороны	國防	оборона	N	N;INAN;NOM;FEM;PL
國防	защита	國防	защита	N	N;INAN;NOM;FEM;SG
國防	оборона	國防	оборона	N	N;INAN;NOM;FEM;SG
國防	обороны	國防	оборона	N	N;INAN;NOM;FEM;PL
文書	инструмент	文書	инструмент	N	N;INAN;NOM;MASC;SG
文書	инструменты	文書	инструмент	N	N;INAN;NOM;MASC;PL
文書	приборы	文書	прибор	N	N;INAN;NOM;MASC;PL
意圖	намерение	意圖	намерение	N	N;INAN;NOM;NEUT;SG
意圖	намерение	意圖	намерение	N	N;INAN;NOM;NEUT;SG
意圖	намерения	意圖	намерение	N	N;INAN;NOM;NEUT;PL
意圖	намерения	意圖	намерение	N	N;INAN;NOM;NEUT;PL
物件	предмет	物件	предмет	N	N;INAN;NOM;MASC;SG
物件	объект	物件	объект	N	N;INAN;NOM;MASC;SG
物件	объекта	物件	объект	N	N;INAN;GEN;MASC;SG
物件	объектов	物件	объект	N	N;INAN;GEN;MASC;PL
物件	предметы	物件	предмет	N	N;INAN;NOM;MASC;PL
物件	объекты	物件	объект	N	N;INAN;NOM;MASC;PL
背叛	предательство	背叛	предательство	N	N;INAN;NOM;NEUT;SG
背叛	измена	背叛	измена	N	N;INAN;NOM;FEM;SG
培育	культивировать	培育	культивировать	V	V;IPFV;NFIN;ACT
味道	вкус	味道	вкус	N	N;INAN;NOM;MASC;SG
味道	вкус	味道	вкус	N	N;INAN;NOM;MASC;SG
味道	вкусы	味道	вкус	N	N;INAN;NOM;MASC;PL
味道	запах	味道	запах	N	N;INAN;NOM;MASC;SG
空降	воздухе	空降	воздух	N	N;INAN;ESS;MASC;SG
潮流	прилив	潮流	прилив	N	N;INAN;NOM;MASC;SG
體驗	опыт	體驗	опыт	N	N;INAN;NOM;MASC;SG
體驗	опытом	體驗	опыт	N	N;INAN;INS;MASC;SG
體驗	опыт	體驗	опыт	N	N;INAN;NOM;MASC;SG
裝飾	декорации	裝飾	декорация	N	N;INAN;NOM;FEM;PL
裝飾	декор	裝飾	декор	N	N;INAN;NOM;MASC;SG
裝飾	украшение	裝飾	украшение	N	N;INAN;NOM;NEUT;SG
裝飾	оформление	裝飾	оформление	N	N;INAN;NOM;NEUT;SG
裝飾	декор	裝飾	декор	N	N;INAN;NOM;MASC;SG
裝飾	декорации	裝飾	декорация	N	N;INAN;NOM;FEM;PL
裝飾	украшения	裝飾	украшение	N	N;INAN;NOM;NEUT;PL
婚禮	свадеб	婚禮	свадьба	N	N;INAN;GEN;FEM;PL
婚禮	свадьбы	婚禮	свадьба	N	N;INAN;NOM;FEM;PL
婚禮	свадьбу	婚禮	свадьба	N	N;INAN;ACC;FEM;SG
婚禮	свадьбы	婚禮	свадьба	N	N;INAN;NOM;FEM;PL
婚禮	свадьба	婚禮	свадьба	N	N;INAN;NOM;FEM;SG
術語	термин	術語	термин	N	N;INAN;NOM;MASC;SG
術語	термины	術語	термин	N	N;INAN;NOM;MASC;PL
術語	условия	術語	условие	N	N;INAN;NOM;NEUT;PL
術語	терминологии	術語	терминология	N	N;INAN;NOM;FEM;SG
術語	терминология	術語	терминология	N	N;INAN;NOM;FEM;SG
倒塌	крах	倒塌	крах	N	N;INAN;NOM;MASC;SG
公理	аксиома	公理	аксиом	N	N;INAN;NOM;FEM;SG
改寫	переписать	改寫	переписать	V	V;PFV;NFIN;ACT
王牌	эйс	王牌	эйс	N	N;ANIM;NOM;MASC;SG
縮短	сократили	縮短	сократить	V	V;PFV;IND;PL;PST;FIN;ACT
縮短	сократил	縮短	сократить	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
縮短	сократить	縮短	сократить	V	V;PFV;NFIN;ACT
上限	потолок	上限	потолок	N	N;INAN;NOM;MASC;SG
上限	лимит	上限	лимит	N	N;INAN;NOM;MASC;SG
上限	ограничение	上限	ограничение	N	N;INAN;NOM;NEUT;SG
上限	предел	上限	предел	N	N;INAN;NOM;MASC;SG
星期	вторник	星期	вторник	N	N;INAN;NOM;MASC;SG
合格	квалифицированный	合格	квалифицированный	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
合格	квалифицированные	合格	квалифицированный	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
合格	квалифицированных	合格	квалифицировать	V	V;PFV;GEN;PL;PST;V.PTCP;PASS
水果	фрукты	水果	фрукт	N	N;INAN;NOM;MASC;PL
水果	фрукт	水果	фрукт	N	N;INAN;NOM;MASC;SG
水果	плод	水果	плод	N	N;INAN;NOM;MASC;SG
水果	плоды	水果	плод	N	N;INAN;NOM;MASC;PL
水果	фрукты	水果	фрукт	N	N;INAN;NOM;MASC;PL
水果	плоды	水果	плод	N	N;INAN;NOM;MASC;PL
指標	показатели	指標	показатель	N	N;INAN;NOM;MASC;PL
指標	индикаторы	指標	индикатор	N	N;INAN;NOM;MASC;PL
指標	метрики	指標	метрик	N	N;INAN;NOM;MASC;PL
指標	индикатор	指標	индикатор	N	N;INAN;NOM;MASC;SG
指標	показатель	指標	показатель	N	N;INAN;NOM;MASC;SG
句子	приговоры	句子	приговор	N	N;INAN;NOM;MASC;PL
句子	приговор	句子	приговор	N	N;INAN;NOM;MASC;SG
句子	предложение	句子	предложение	N	N;INAN;NOM;NEUT;SG
麵	хлеба	麵	хлеб	N	N;INAN;GEN;MASC;SG
麵	хлеб	麵	хлеб	N	N;INAN;NOM;MASC;SG
商務	коммерции	商務	коммерция	N	N;INAN;NOM;FEM;PL
商務	торговля	商務	торговля	N	N;INAN;NOM;FEM;SG
商務	бизнес	商務	бизнес	N	N;INAN;NOM;MASC;SG
議長	спикер	議長	спикер	N	N;ANIM;NOM;MASC;SG
議長	оратор	議長	оратор	N	N;ANIM;NOM;MASC;SG
使徒	посланников	使徒	посланник	N	N;ANIM;ACC;MASC;PL
使徒	посланники	使徒	посланник	N	N;ANIM;NOM;MASC;PL
使徒	посланник	使徒	посланник	N	N;ANIM;NOM;MASC;SG
使徒	посланника	使徒	посланник	N	N;ANIM;ACC;MASC;SG
過往	прошлое	過往	прошлое	N	N;INAN;NOM;NEUT;SG
過往	прошлом	過往	прошлое	N	N;INAN;ESS;NEUT;SG
兔子	зайчик	兔子	зайчик	N	N;ANIM;NOM;MASC;SG
兔子	зайка	兔子	зайка	N	N;ANIM;NOM;FEM;SG
兔子	банни	兔子	банний	N	N;ANIM;NOM;MASC;SG
兔子	заяц	兔子	заяц	N	N;ANIM;NOM;MASC;SG
兔子	кролик	兔子	кролик	N	N;ANIM;NOM;MASC;SG
超新	сверхновой	超新	сверхновый	ADJ	ADJ;INS;FEM;SG
針	иглы	針	игла	N	N;INAN;NOM;FEM;PL
針	иглу	針	игла	N	N;INAN;ACC;FEM;SG
針	игла	針	игла	N	N;INAN;NOM;FEM;SG
針	иглы	針	игла	N	N;INAN;NOM;FEM;PL
褐	браун	褐	браун	N	N;ANIM;NOM;MASC;SG
煤炭	уголь	煤炭	уголь	N	N;INAN;NOM;MASC;SG
煤炭	угля	煤炭	уголь	N	N;INAN;GEN;MASC;SG
真空	вакуум	真空	вакуум	N	N;INAN;NOM;MASC;SG
鬥士	бойцы	鬥士	боец	N	N;ANIM;NOM;MASC;PL
鬥士	бойцов	鬥士	боец	N	N;ANIM;GEN;MASC;PL
鬥士	боец	鬥士	боец	N	N;ANIM;NOM;MASC;SG
星空	звёзды	星空	звезда	N	N;ANIM;NOM;MASC;PL
星空	звезды	星空	звезда	N	N;INAN;NOM;FEM;PL
減弱	ослабить	減弱	ослабить	V	V;PFV;NFIN;ACT
蔬菜	овощи	蔬菜	овощ	N	N;INAN;NOM;MASC;PL
蔬菜	овощи	蔬菜	овощ	N	N;INAN;NOM;MASC;PL
蔬菜	овощи	蔬菜	овощ	N	N;INAN;NOM;MASC;PL
索引	индекс	索引	индекс	N	N;INAN;NOM;MASC;SG
索引	указатель	索引	указатель	N	N;INAN;NOM;MASC;SG
索引	индексации	索引	индексация	N	N;INAN;NOM;FEM;PL
索引	указатели	索引	указатель	N	N;INAN;NOM;MASC;PL
索引	индексы	索引	индекс	N	N;INAN;NOM;MASC;PL
華麗	красавица	華麗	красавица	N	N;ANIM;NOM;FEM;SG
華麗	красотка	華麗	красотка	N	N;INAN;NOM;FEM;SG
木材	дерево	木材	дерево	N	N;INAN;NOM;NEUT;SG
木材	древесина	木材	древесина	N	N;INAN;NOM;FEM;SG
木材	вуд	木材	вуд	N	N;ANIM;NOM;MASC;SG
木材	дрова	木材	дрова	N	N;INAN;NOM;NEUT;PL
木材	древесины	木材	древесина	N	N;INAN;NOM;FEM;PL
木材	пиломатериалы	木材	пиломатериал	N	N;INAN;NOM;MASC;PL
木材	древесина	木材	древесина	N	N;INAN;NOM;FEM;SG
唱歌	пение	唱歌	пение	N	N;INAN;NOM;NEUT;SG
模特	модели	模特	модель	N	N;INAN;NOM;FEM;PL
模特	моделей	模特	модель	N	N;INAN;GEN;FEM;PL
模特	моделирования	模特	моделирование	N	N;INAN;NOM;NEUT;PL
模特	моделирование	模特	моделирование	N	N;INAN;NOM;NEUT;SG
閃電	молния	閃電	молния	N	N;INAN;NOM;FEM;SG
閃電	молнии	閃電	молния	N	N;INAN;NOM;FEM;PL
儀器	аппаратура	儀器	аппаратура	N	N;INAN;NOM;FEM;SG
儀器	приборы	儀器	прибор	N	N;INAN;NOM;MASC;PL
儀器	аппарат	儀器	аппарат	N	N;INAN;NOM;MASC;SG
儀器	инструмент	儀器	инструмент	N	N;INAN;NOM;MASC;SG
儀器	инструменты	儀器	инструмент	N	N;INAN;NOM;MASC;PL
儀器	приборы	儀器	прибор	N	N;INAN;NOM;MASC;PL
活塞	поршня	活塞	поршень	N	N;INAN;GEN;MASC;SG
活塞	поршни	活塞	поршень	N	N;INAN;NOM;MASC;PL
抽象	абстракции	抽象	абстракция	N	N;INAN;NOM;FEM;PL
保健	здравоохранение	保健	здравоохранение	N	N;INAN;NOM;NEUT;SG
魔術	фокус	魔術	фокус	N	N;INAN;NOM;MASC;SG
魔術	трюк	魔術	трюк	N	N;INAN;NOM;MASC;SG
魔術	уловка	魔術	уловка	N	N;INAN;NOM;FEM;SG
魔術	волшебство	魔術	волшебство	N	N;INAN;NOM;NEUT;SG
魔術	магия	魔術	магия	N	N;INAN;NOM;FEM;SG
週	понедельник	週	понедельник	N	N;INAN;NOM;MASC;SG
流動	поток	流動	поток	N	N;INAN;NOM;MASC;SG
流動	потока	流動	поток	N	N;INAN;GEN;MASC;SG
流動	мобильность	流動	мобильность	N	N;INAN;NOM;FEM;SG
流動	мобильности	流動	мобильность	N	N;INAN;NOM;FEM;PL
中斷	прервать	中斷	прервать	V	V;PFV;NFIN;ACT
中斷	прерывать	中斷	прерывать	V	V;IPFV;NFIN;ACT
中斷	сломать	中斷	ломать	V	V;PFV;NFIN;ACT
連線	связать	連線	связать	V	V;PFV;NFIN;ACT
連線	подключиться	連線	подключиться	V	V;PFV;NFIN;MID
電壓	напряжение	電壓	напряжение	N	N;INAN;NOM;NEUT;SG
電壓	напряжения	電壓	напряжение	N	N;INAN;NOM;NEUT;PL
奇蹟	чудес	奇蹟	чудо	N	N;INAN;GEN;NEUT;PL
奇蹟	чудеса	奇蹟	чудо	N	N;INAN;NOM;NEUT;PL
奇蹟	чудо	奇蹟	чудо	N	N;INAN;NOM;NEUT;SG
煮	приготовить	煮	приготовить	V	V;PFV;NFIN;ACT
煮	готовить	煮	готовить	V	V;IPFV;NFIN;ACT
相機	камера	相機	камера	N	N;INAN;NOM;FEM;SG
相機	камеру	相機	камера	N	N;INAN;ACC;FEM;SG
相機	фотоаппарат	相機	фотоаппарат	N	N;INAN;NOM;MASC;SG
相機	камеры	相機	камера	N	N;INAN;NOM;FEM;PL
進化	развиваться	進化	развиваться	V	V;IPFV;NFIN;MID
進化	эволюционировали	進化	эволюционировать	V	V;IPFV;IND;PL;PST;FIN;ACT
巡航	круиз	巡航	круиз	N	N;INAN;NOM;MASC;SG
將來	будущее	將來	будущее	N	N;INAN;NOM;NEUT;SG
體操	гимнастику	體操	гимнастика	N	N;INAN;ACC;FEM;SG
體操	гимнастика	體操	гимнастика	N	N;INAN;NOM;FEM;SG
瞳	хитоми	瞳	хитоми	N	N;ANIM;NOM;FEM;SG
廟宇	храмы	廟宇	храм	N	N;INAN;NOM;MASC;PL
照明	освещения	照明	освещение	N	N;INAN;NOM;NEUT;PL
照明	освещение	照明	освещение	N	N;INAN;NOM;NEUT;SG
照明	освещения	照明	освещение	N	N;INAN;NOM;NEUT;PL
照明	освещение	照明	освещение	N	N;INAN;NOM;NEUT;SG
行銷	сбыт	行銷	сбыт	N	N;INAN;NOM;MASC;SG
行銷	маркетинг	行銷	маркетинг	N	N;INAN;NOM;MASC;SG
行銷	маркетинга	行銷	маркетинг	N	N;INAN;GEN;MASC;SG
查詢	запрос	查詢	запрос	N	N;INAN;NOM;MASC;SG
查詢	расследование	查詢	расследование	N	N;INAN;NOM;NEUT;SG
查詢	справки	查詢	справка	N	N;INAN;NOM;FEM;PL
查詢	запросы	查詢	запрос	N	N;INAN;NOM;MASC;PL
查詢	запросы	查詢	запрос	N	N;INAN;NOM;MASC;PL
語音	голос	語音	голос	N	N;INAN;NOM;MASC;SG
語音	речь	語音	речь	N	N;INAN;NOM;FEM;SG
語音	речи	語音	речь	N	N;INAN;NOM;FEM;SG
甲板	палубы	甲板	палуба	N	N;INAN;NOM;FEM;PL
甲板	палубу	甲板	палуба	N	N;INAN;ACC;FEM;SG
甲板	палубе	甲板	палуба	N	N;INAN;DAT;FEM;SG
墓葬	могил	墓葬	могила	N	N;INAN;GEN;FEM;PL
話題	тема	話題	тема	N	N;INAN;NOM;FEM;SG
話題	теме	話題	тема	N	N;INAN;DAT;FEM;SG
鎊	фунт	鎊	фунт	N	N;INAN;NOM;MASC;SG
行業	отрасли	行業	отрасль	N	N;INAN;NOM;FEM;PL
行業	отраслей	行業	отрасль	N	N;INAN;GEN;FEM;PL
行業	промышленности	行業	промышленность	N	N;INAN;NOM;FEM;SG
行業	отрасль	行業	отрасль	N	N;INAN;NOM;FEM;SG
行業	индустрия	行業	индустрия	N	N;INAN;NOM;FEM;SG
行業	промышленность	行業	промышленность	N	N;INAN;NOM;FEM;SG
行業	сделки	行業	сделка	N	N;INAN;NOM;FEM;PL
孤立	изолировать	孤立	изолировать	V	V;IPFV;NFIN;ACT
孤立	изолированных	孤立	изолировать	V	V;PFV;GEN;PL;PST;V.PTCP;PASS
詞彙	глоссарий	詞彙	глоссарий	N	N;INAN;NOM;MASC;SG
詞彙	словарь	詞彙	словарь	N	N;INAN;NOM;MASC;SG
售出	продается	售出	продаваться	V	V;IPFV;IND;SG;3;PRS;FIN;PASS
售出	продано	售出	продать	V	V;PFV;NEUT;SG;PST;V.PTCP;PASS
售出	продана	售出	продать	V	V;PFV;FEM;SG;PST;V.PTCP;PASS
售出	продал	售出	продать	V	V;PFV;MASC;IND;SG;PST;FIN;ACT
售出	продан	售出	продать	V	V;PFV;MASC;SG;PST;V.PTCP;PASS
飯	рис	飯	рис	N	N;INAN;NOM;MASC;SG
危害	вред	危害	вред	N	N;INAN;NOM;MASC;SG
危害	вреда	危害	вред	N	N;INAN;GEN;MASC;SG
危害	опасности	危害	опасность	N	N;INAN;NOM;FEM;PL
危害	опасность	危害	опасность	N	N;INAN;NOM;FEM;SG
撥	набрать	撥	набрать	V	V;PFV;NFIN;ACT
肖像	портрет	肖像	портрет	N	N;INAN;NOM;MASC;SG
肖像	портреты	肖像	портрет	N	N;INAN;NOM;MASC;PL
憤怒	злой	憤怒	злой	ADJ	ADJ;NOM;MASC;SG
憤怒	злая	憤怒	злой	ADJ	ADJ;NOM;FEM;SG
旗幟	знамя	旗幟	знамя	N	N;INAN;NOM;NEUT;SG
旗幟	баннер	旗幟	баннер	N	N;INAN;NOM;MASC;SG
旗幟	флаг	旗幟	флаг	N	N;INAN;NOM;MASC;SG
旗幟	флажок	旗幟	флажок	N	N;INAN;NOM;MASC;SG
旗幟	флаги	旗幟	флаг	N	N;INAN;NOM;MASC;PL
巡洋	крейсеров	巡洋	крейсер	N	N;INAN;GEN;MASC;PL
巡洋	крейсер	巡洋	крейсер	N	N;INAN;NOM;MASC;SG
適應	адаптироваться	適應	адаптироваться	V	V;IPFV;NFIN;MID
適應	адаптировать	適應	адаптировать	V	V;IPFV;NFIN;ACT
關心	уходу	關心	уход	N	N;INAN;DAT;MASC;SG
關心	забота	關心	забота	N	N;INAN;NOM;FEM;SG
關心	уход	關心	уход	N	N;INAN;NOM;MASC;SG
關心	ухода	關心	уход	N	N;INAN;GEN;MASC;SG
關心	забота	關心	забота	N	N;INAN;NOM;FEM;SG
關心	уход	關心	уход	N	N;INAN;NOM;MASC;SG
早晨	утро	早晨	утро	N	N;INAN;NOM;NEUT;SG
神學	теологии	神學	теология	N	N;INAN;NOM;FEM;PL
訴訟	иски	訴訟	иск	N	N;INAN;NOM;MASC;PL
訴訟	иск	訴訟	иск	N	N;INAN;NOM;MASC;SG
水道	акведук	水道	акведука	N	N;INAN;NOM;MASC;SG
水道	водотока	水道	водоток	N	N;INAN;GEN;MASC;SG
水道	водотоков	水道	водоток	N	N;INAN;GEN;MASC;PL
餐	блюда	餐	блюдо	N	N;INAN;NOM;NEUT;PL
現代	модернизации	現代	модернизация	N	N;INAN;GEN;FEM;SG
現代	модернизация	現代	модернизация	N	N;INAN;NOM;FEM;SG
現代	модернизация	現代	модернизация	N	N;INAN;NOM;FEM;SG
後裔	потомок	後裔	потомок	N	N;ANIM;NOM;MASC;SG
後裔	потомки	後裔	потомок	N	N;ANIM;NOM;MASC;PL
後裔	потомков	後裔	потомок	N	N;ANIM;GEN;MASC;PL
後裔	потомство	後裔	потомство	N	N;INAN;NOM;NEUT;SG
累計	накопленный	累計	накопить	V	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
累計	накопленные	累計	накопить	V	V;PFV;NOM;PL;PST;V.PTCP;PASS
旅程	путешествие	旅程	путешествие	N	N;INAN;NOM;NEUT;SG
公墓	кладбища	公墓	кладбище	N	N;INAN;NOM;NEUT;PL
公墓	кладбище	公墓	кладбище	N	N;INAN;NOM;NEUT;SG
船舶	судно	船舶	судно	N	N;INAN;NOM;NEUT;SG
船舶	корабль	船舶	корабль	N	N;INAN;NOM;MASC;SG
船舶	суда	船舶	суд	N	N;INAN;NOM;MASC;PL
船舶	кораблей	船舶	корабль	N	N;INAN;GEN;MASC;PL
船舶	корабли	船舶	корабль	N	N;INAN;NOM;MASC;PL
漢堡	бургер	漢堡	бургер	N	N;ANIM;NOM;MASC;SG
漢堡	гамбург	漢堡	гамбург	N	N;INAN;NOM;MASC;SG
嬰兒	ребёнок	嬰兒	ребёнок	N	N;ANIM;NOM;MASC;SG
嬰兒	малышка	嬰兒	малышка	N	N;ANIM;NOM;FEM;SG
嬰兒	детка	嬰兒	детка	N	N;INAN;NOM;FEM;SG
嬰兒	малыш	嬰兒	малыш	N	N;ANIM;NOM;MASC;SG
嬰兒	младенец	嬰兒	младенец	N	N;ANIM;NOM;MASC;SG
