kot	jako	kot	jako	CONJ	CONJ
plovilo	plavidlo	plovilo	plavidlo	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
plovilo	nádoba	plovilo	nádoba	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
psiholog	psycholog	psiholog	psycholog	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
jugoslovansko	jugoslávská	jugoslovanski	jugoslávský	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
ureja	upravuje	urejati	upravovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
ureja	reguluje	urejati	regulovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
živa	živá	živ	živý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
živa	živý	živ	živý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
ključ	klíč	ključ	klíč	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
verska	náboženský	verski	náboženský	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
verska	náboženská	verski	náboženský	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
verska	náboženské	verski	náboženský	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
mongoli	mongolové	mongoli	mongolový	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
ustava	ústava	ustava	ústava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
potreba	potřeba	potreba	potřeba	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
potreba	nezbytnost	potreba	zbytnost	N;NOM;FEM;SG	N;NOM;FEM;SG;NEG
potreba	nutnost	potreba	nutnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
dviga	stoupá	dvigati	stoupat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
sprožil	spustilo	sprožiti	spustit	V;PFV;MASC;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
raztopine	roztoky	raztopina	roztok	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
načini	způsoby	način	způsob	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
načini	režimy	način	režim	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
načini	způsoby	način	způsob	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
opero	operu	opera	opera	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
najvišjo	nejvyšší	visok	vysoký	ADJ;NOM;RL;NEUT;SG	ADJ;NOM;RL;MASC;SG;POS
vinci	vinci	vinec	vince	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
hit	hit	hit	hit	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
zastavo	vlajku	zastava	vlajka	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
petje	zpívání	petje	zpívání	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
petje	zpěv	petje	zpěv	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
marcus	marcus	marcus	marcus	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
vonj	pach	vonj	pach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vonj	vůně	vonj	vůně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
vonj	vůně	vonj	vůně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
vonj	zápach	vonj	zápach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vonj	čich	vonj	čich	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vonj	vůně	vonj	vůně	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
vonj	zápach	vonj	zápach	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vozlov	uzlů	vozel	uzel	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
odprava	zrušení	odprava	zrušení	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
odprava	výprava	odprava	výprava	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
odprava	expedice	odprava	expedice	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
poje	zpívá	peti	zpívat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
naklon	sklon	naklon	sklon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
naklon	sklon	naklon	sklon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
naklon	gradient	naklon	gradient	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
naklon	sklon	naklon	sklon	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
poglavja	kapitoly	poglavje	kapitola	N;NOM;NEUT;PL	N;NOM;FEM;PL;POS
trikotnik	trojúhelník	trikotnik	trojúhelník	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
trgovec	obchodník	trgovec	obchodník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trgovec	obchodník	trgovec	obchodník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trgovec	prodejce	trgovec	prodejce	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trgovec	dealer	trgovec	dealer	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trgovec	obchodník	trgovec	obchodník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
trgovec	překupník	trgovec	překupník	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
študenti	studentky	študent	studentka	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
študenti	studenti	študent	student	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
študenti	žáci	študent	žák	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
potuje	cestuje	potovati	cestovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
mathworld	mathworld	mathworld	mathworld	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
čustev	pocitů	čustvo	pocit	N;GEN;NEUT;PL	N;INAN;GEN;MASC;PL;POS
srečno	šťastný	srečno	šťastný	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
srečno	šťastná	srečno	šťastný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
trajal	vydržel	trajati	vydržet	V;IPFV;MASC;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
trajal	vydrželo	trajati	vydržet	V;IPFV;MASC;SG;V.PTCP	V;NEUT;SG;POS;PST;V.PTCP;ACT
povzetek	shrnutí	povzetek	shrnutí	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
povzetek	souhrn	povzetek	souhrn	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
sedmo	sedmé	sedmi	sedmý	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
sedmo	sedmá	sedmi	sedmý	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
sedmo	sedmý	sedmi	sedmý	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
asteroidi	asteroidy	asteroid	asteroid	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
sociolog	sociolog	sociolog	sociolog	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
bivše	bývalí	bivši	bývalý	ADJ;NOM;FEM;PL	ADJ;ANIM;NOM;MASC;PL;POS
bizantinci	byzantinci	bizantinca	byzantinec	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
pada	klesá	padati	klesat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
predsednikov	prezidentů	predsednik	prezident	N;GEN;MASC;PL	N;ANIM;GEN;MASC;PL;POS
minerali	minerály	minerati	minerál	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
zvečer	večer	zvečer	večer	ADV	ADV
nevarno	nebezpečné	nevaren	bezpečný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
nevarno	nebezpečný	nevaren	bezpečný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;NEG
nevarno	nebezpečná	nevaren	bezpečný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;NEG
milijarde	miliardy	milijarda	miliarda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
milijarde	miliardy	milijarda	miliarda	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
spekter	spektrum	spekter	spektrum	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
spekter	spektrum	spekter	spektrum	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
pomladi	jaro	pomlad	jaro	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
končalo	skončilo	končati	skončit	V;PFV;NEUT;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
končalo	skončil	končati	skončit	V;PFV;NEUT;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
močnejši	silnější	močen	silný	ADJ;NOM;DEF;CMPR;MASC;SG	ADJ;NOM;CMPR;MASC;SG;POS
marshall	maršál	marshall	maršál	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
est	est	est	etre	N;NOM;MASC;SG	N;NOM;MASC;SG;POS
centralni	ústřední	centralen	ústřední	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
centralni	centrální	centralen	centrální	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;MASC;SG;POS
odličen	vynikající	odličen	vynikající	ADJ;NOM;INDF;MASC;SG	ADJ;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
vlak	vláček	vlak	vláček	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
vlak	vlak	vlak	vlak	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
fotografijo	fotku	fotografija	fotka	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
fotografijo	fotografii	fotografija	fotografie	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
yamaha	yamaha	yamaha	yamaha	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
mateja	mateja	mati	mateja	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
utrdba	pevnost	utrdba	pevnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
utrdba	pevnosti	utrdba	pevnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
utrdba	pevnost	utrdba	pevnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
gosto	hustě	gost	hustě	ADV	ADV;POS
opomba	poznámka	opomba	poznámka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
pomlad	jaro	pomlad	jaro	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
pomlad	jaro	pomlad	jaro	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
učinkovit	účinné	učinkovit	účinný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
učinkovit	efektivní	učinkovit	efektivní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
učinkovit	účinná	učinkovit	účinný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
učinkovit	účinné	učinkovit	účinný	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
učinkovit	efektivní	učinkovit	efektivní	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
učinkovit	účinný	učinkovit	účinný	ADJ;NOM;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG;POS
odrasli	dospělé	odrasel	dospělý	ADJ;NOM;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
odrasli	dospělí	odrasel	dospělý	ADJ;NOM;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
odrasli	dospělé	odrasel	dospělý	ADJ;NOM;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
odrasli	dospělí	odrasel	dospělý	ADJ;NOM;MASC;PL;V.PTCP	ADJ;ANIM;NOM;MASC;PL;POS
slabše	horší	slab	špatný	ADJ;NOM;CMPR;NEUT;SG	ADJ;NOM;CMPR;MASC;SG;POS
močni	mocní	močen	mocní	ADJ;NOM;MASC;PL	ADJ;ANIM;NOM;MASC;PL;POS
časi	časy	čas	čas	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
gama	gama	gam	gama	N;NOM;FEM;SG	N;NOM;MASC;SG;POS
litija	lithium	litija	lithium	N;NOM;FEM;SG	N;NOM;NEUT;SG;POS
phoenix	fénix	phoenixa	fénix	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
duša	duše	duša	duše	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
urejena	upraveno	urejen	upravený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
mcnaught	mcnaught	mcnaught	mcnaught	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
koče	chatrče	koča	chatrč	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
koče	kabiny	koča	kabina	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
koče	domky	koča	domek	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
koče	chaty	koča	chata	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
davidson	davidson	davidson	davidson	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
historia	historia	historio	historium	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
govorice	zvěsti	govorica	zvěst	N;NOM;FEM;PL	N;NOM;MASC;PL;POS
govorice	pomluvy	govorica	pomluva	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
govorice	fámy	govorica	fáma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
govorice	zvěsti	govorica	zvěst	N;NOM;FEM;PL	N;NOM;MASC;PL;POS
govorice	fámy	govorica	fáma	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
govorice	pomluvy	govorica	pomluva	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
govorice	drby	govorica	drb	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
govorice	klepy	govorica	klep	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
prstan	kroužek	prstan	kroužka	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prstan	prsten	prstan	prsten	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prstan	prstýnek	prstan	prstýnek	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
modul	modul	modul	modul	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
prejme	obdrží	prejeti	obdržet	V;PFV;IND;SG;3;PRS;FIN	V;IND;SG;3;POS;PRS;FIN;ACT
objave	příspěvky	objava	příspěvek	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
peči	pec	peč	pec	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
poezija	poezie	poezija	poezie	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
sredo	středu	sreda	středa	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
izražanje	výraz	izražanje	výraz	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
izražanje	vyjádření	izražanje	vyjádření	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
rumena	žlutý	rumen	žlutý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
rumena	žlutá	rumen	žlutý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
tradicionalni	tradiční	tradicionalen	tradiční	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG;POS
utc	utc	utc	utc	N;NOM;MASC;SG	N;MASC;POS
dosega	dosahuje	doseg	dosahovat	V;IPFV;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
nečak	synovec	nečako	synovec	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
omejen	omezeno	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
omejen	omezený	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
omejen	omezené	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
omejen	omezená	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
omejen	omezeno	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
omejen	omezený	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
omejen	omezená	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;FEM;SG;POS
omejen	omezené	omejen	omezený	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
banka	banka	banka	banka	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
predmestje	předměstí	predmestje	předměstí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
predmestje	předměstí	predmestje	předměstí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
predmestje	předměstí	predmestje	předměstí	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
kritično	kriticky	kritično	kriticky	ADV	ADV;POS
dvorišče	nádvoří	dvorišče	nádvoří	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
dvorišče	dvůr	dvorišče	dvůr	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
dvorišče	dvorek	dvorišče	dvorka	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
dvorišče	dvorek	dvorišče	dvorka	N;NOM;NEUT;SG	N;INAN;NOM;MASC;SG;POS
dvorišče	loděnice	dvorišče	loděnice	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
dvorišče	terasa	dvorišče	terasa	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
opravljanje	vystupování	opravljanje	vystupování	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
uspela	podařilo	uspeti	podařit	V;PFV;FEM;SG;V.PTCP	V;PFV;NEUT;SG;POS;PST;V.PTCP;ACT
uspela	uspěl	uspeti	uspět	V;PFV;FEM;SG;V.PTCP	V;MASC;SG;POS;PST;V.PTCP;ACT
širino	šířku	širina	šířka	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
slaba	špatný	slab	špatný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
odsotnost	nepřítomnost	odsotnost	přítomnost	N;NOM;FEM;SG	N;NOM;FEM;SG;NEG
odsotnost	absence	odsotnost	absence	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
odsotnost	nepřítomnosti	odsotnost	přítomnost	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
odsotnost	neexistence	odsotnost	neexistence	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
naučil	naučil	naučiti	naučit	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
naučil	naučit	naučiti	naučit	V;PFV;MASC;SG;V.PTCP	V;PFV;POS;NFIN
naučil	naučil	naučiti	naučit	V;PFV;MASC;SG;V.PTCP	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
justin	justin	justin	justina	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
norveško	norský	norveški	norský	ADJ;NOM;NEUT;SG	ADJ;ANIM;NOM;MASC;SG;POS
romunski	rumunské	romunski	rumunský	ADJ;NOM;MASC;SG	ADJ;NOM;NEUT;SG;POS
slavni	slavná	slaven	slavný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;FEM;SG;POS
slavni	slavný	slaven	slavný	ADJ;NOM;DEF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
slavni	slavné	slaven	slavný	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;SG;POS
bristol	bristol	bristol	bristol	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
poezijo	poezii	poezija	poezie	N;ACC;FEM;SG	N;ACC;FEM;SG;POS
koncertov	koncertů	koncert	koncert	N;GEN;MASC;PL	N;INAN;GEN;MASC;PL;POS
vrednote	hodnoty	vrednota	hodnota	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
matematično	matematické	matematično	matematický	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
matematično	matematický	matematično	matematický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
postopki	postupy	postopek	postup	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
postopki	procedury	postopek	procedura	N;NOM;MASC;PL	N;NOM;FEM;PL;POS
postopki	postupy	postopek	postup	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
postopki	procesy	postopek	proces	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
magnetno	magnetický	magneten	magnetický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
magnetno	magnetická	magneten	magnetický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
opat	opat	opat	opat	N;NOM;MASC;SG	N;ANIM;NOM;MASC;SG;POS
nemogoče	nemožné	nemogoč	možný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;NEG
portugalske	portugalsko	portugalski	portugalský	ADJ;NOM;FEM;PL	ADJ;POS
pravna	zákonné	praven	zákonný	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
pravna	zákonný	praven	zákonný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
pravna	právní	praven	právní	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
pravna	legální	praven	legální	ADJ;NOM;FEM;SG	ADJ;NOM;MASC;SG;POS
puške	pušky	puška	puška	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
puške	zbraně	puška	zbraň	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
plini	plyny	pliniti	plyn	N;NOM;MASC;PL	N;INAN;NOM;MASC;PL;POS
preučevanje	studium	preučevanje	studium	N;NOM;NEUT;SG	N;NOM;NEUT;SG;POS
sklep	rozhodnutí	sklep	rozhodnutí	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sklep	rozhodování	sklep	rozhodování	N;NOM;MASC;SG	N;NOM;NEUT;SG;POS
sklep	závěr	sklep	závěr	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
gen	gen	gen	gen	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
gen	gen	gen	gen	N;NOM;MASC;SG	N;INAN;NOM;MASC;SG;POS
razvita	rozvinuté	razvit	rozvinutý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
razvita	vyvinutá	razvit	vyvinutý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
razvita	vyvinut	razvit	vyvinutý	ADJ;NOM;FEM;SG	ADJ;MASC;SG;POS;V.PTCP;PASS
razvita	vyvinutý	razvit	vyvinutý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
nasprotniki	protivníci	nasprotnik	protivník	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
nasprotniki	soupeři	nasprotnik	soupeř	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
nasprotniki	odpůrci	nasprotnik	odpůrce	N;NOM;MASC;PL	N;ANIM;NOM;MASC;PL;POS
fronta	předek	fronta	předek	N;NOM;FEM;SG	N;ANIM;NOM;MASC;SG;POS
fronta	fronta	fronta	fronta	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
kemično	chemická	kemično	chemický	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
kemično	chemické	kemično	chemický	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;SG;POS
kemično	chemický	kemično	chemický	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
zaprta	uzavřené	zaprt	uzavřený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
zaprta	zavřeno	zaprt	zavřený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NEUT;SG;POS;V.PTCP;PASS
zaprta	uzavřený	zaprt	uzavřený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;INAN;NOM;MASC;SG;POS
zaprta	zavřené	zaprt	zavřený	ADJ;NOM;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG;POS
umor	vražda	umor	vražda	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
umor	vražda	umor	vražda	N;NOM;MASC;SG	N;NOM;FEM;SG;POS
uporabno	použitelná	uporaben	použitelný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
uporabno	použitelné	uporaben	použitelný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
uporabno	použitelný	uporaben	použitelný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
uporabno	užitečná	uporaben	užitečný	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;SG;POS
uporabno	užitečný	uporaben	užitečný	ADJ;NOM;NEUT;SG	ADJ;INAN;NOM;MASC;SG;POS
uporabno	užitečné	uporaben	užitečný	ADJ;NOM;NEUT;SG	ADJ;NOM;NEUT;SG;POS
združena	united	združen	united	ADJ;NOM;FEM;SG;V.PTCP	ADJ;POS
jedi	jediové	jed	jediový	N;NOM;FEM;PL	N;ANIM;NOM;MASC;PL;POS
jedi	pokrmy	jed	pokrm	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
prosi	prosit	prosi	prosit	V;PFV;IND;SG;3;PRS;FIN	V;POS;NFIN
navadna	prosté	navaden	prostý	ADJ;NOM;FEM;SG	ADJ;NOM;NEUT;SG;POS
navadna	prostá	navaden	prostý	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
navadna	prostý	navaden	prostý	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
navadna	obyčejná	navaden	obyčejný	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;SG;POS
navadna	obyčejný	navaden	obyčejný	ADJ;NOM;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
okužba	infekce	okužba	infekce	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
okužba	nákaza	okužba	nákaza	N;NOM;FEM;SG	N;NOM;FEM;SG;POS
elektronsko	elektronicky	elektronsko	elektronicky	ADV	ADV;POS
mlad	mladá	mlad	mladý	ADJ;NOM;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
mlad	mladý	mlad	mladý	ADJ;NOM;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
prakse	tréninky	praksa	trénink	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
prakse	praktiky	praksa	praktika	N;NOM;FEM;PL	N;NOM;FEM;PL;POS
prakse	tréninky	praksa	trénink	N;NOM;FEM;PL	N;INAN;NOM;MASC;PL;POS
gorenje	gorenje	gorenje	gorenje	N;NOM;NEUT;SG	N;NOM;FEM;SG;POS
