for	pour	for	pour	ADP	ADP
nederlandsk	néerlandais	nederlandsk	néerlandais	ADJ;INDF;SG	ADJ;MASC;SG
nederlandsk	hollandais	nederlandsk	hollandais	ADJ;INDF;SG	ADJ;MASC;SG
kritikere	critiques	kritiker	critique	N;INDF;MASC+FEM;PL	N;MASC;PL
forhånd	advance	forhånd	advance	N;INDF;MASC+FEM;SG	N;SG
forhånd	avance	forhånd	avance	N;INDF;MASC+FEM;SG	N;FEM;SG
repræsentere	représenter	repræsentere	représenter	V;NFIN;ACT	V;NFIN
repræsentere	représentent	repræsentere	représenter	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
repræsentere	représenter	repræsentere	représenter	V;NFIN;ACT	V;NFIN
afskaffet	abolie	afskaffe	abolie	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
afskaffet	aboli	afskaffe	abolir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forældrene	parents	forælder	parent	N;DEF;MASC+FEM;PL	N;MASC;PL
eje	posséder	eje	posséder	V;NFIN;ACT	V;NFIN
eje	posséder	eje	posséder	V;NFIN;ACT	V;NFIN
dramatisk	spectaculaire	dramatisk	spectaculaire	ADJ;INDF;SG	ADJ;MASC;SG
dramatisk	dramatique	dramatisk	dramatique	ADJ;INDF;SG	ADJ;MASC;SG
viii	viii	viii	viii	NUM	NUM
variationer	variations	variation	variation	N;INDF;MASC+FEM;PL	N;FEM;PL
variationer	variantes	variation	variante	N;INDF;MASC+FEM;PL	N;FEM;PL
variationer	variations	variation	variation	N;INDF;MASC+FEM;PL	N;FEM;PL
kvinden	femme	kvinde	femme	N;DEF;MASC+FEM;SG	N;FEM;SG
vejret	respiration	vejr	respiration	N;DEF;NEUT;SG	N;FEM;SG
vejret	temps	vejr	temps	N;DEF;NEUT;SG	N;MASC;SG
vejret	météorologie	vejr	météorologie	N;DEF;NEUT;SG	N;FEM;SG
vejret	météo	vejr	météo	N;DEF;NEUT;SG	N;FEM;SG
vejret	climat	vejr	climat	N;DEF;NEUT;SG	N;MASC;SG
oversætter	traduire	oversætte	traduire	V;IND;PRS;FIN;ACT	V;NFIN
departement	département	departement	département	N;INDF;NEUT;SG	N;MASC;SG
nøje	étroitement	nøje	étroitement	ADV	ADV
centimeter	pouces	centimeter	pouce	N;INDF;MASC+FEM;PL	N;MASC;PL
centimeter	centimètres	centimeter	centimètre	N;INDF;MASC+FEM;PL	N;MASC;PL
centimeter	centimètres	centimeter	centimètre	N;INDF;MASC+FEM;PL	N;MASC;PL
hals	gorge	hals	gorge	N;INDF;MASC+FEM;SG	N;FEM;SG
hals	nuque	hals	nuque	N;INDF;MASC+FEM;SG	N;FEM;SG
hals	cou	hals	cou	N;INDF;MASC+FEM;SG	N;MASC;SG
hals	encolure	hals	encolure	N;INDF;MASC+FEM;SG	N;FEM;SG
drejede	tourné	dreje	tourner	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
drejede	tournés	dreje	tourner	V;IND;PST;FIN;ACT	V;MASC;PL;PST;V.PTCP
præcise	précises	præcis	précis	ADJ;PL	ADJ;FEM;PL
blog	blog	blog	blog	N;INDF;MASC+FEM;SG	N;MASC;SG
blog	blogue	blog	blogue	N;INDF;MASC+FEM;SG	N;MASC;SG
tænder	dents	tand	dent	N;INDF;MASC+FEM;PL	N;FEM;PL
restauranter	restaurants	restaurant	restaurant	N;INDF;MASC+FEM;PL	N;MASC;PL
specifikt	spécifiquement	specifikt	spécifiquement	ADV	ADV
specifikt	précisément	specifikt	précisément	ADV	ADV
specifikt	spécialement	specifikt	spécialement	ADV	ADV
dyre	chères	dyr	cher	ADJ;PL	ADJ;FEM;PL
gave	cadeau	gave	cadeau	N;INDF;MASC+FEM;SG	N;MASC;SG
overblik	aperçu	overblik	aperçu	N;INDF;NEUT;SG	N;MASC;SG
kortvarigt	brièvement	kortvarigt	brièvement	ADV	ADV
bølge	vague	bølge	vague	N;INDF;MASC+FEM;SG	N;FEM;SG
bølge	onde	bølge	onde	N;INDF;MASC+FEM;SG	N;FEM;SG
drøm	reve	drøm	reve	N;INDF;MASC+FEM;SG	N;MASC;SG
drøm	rêve	drøm	rêve	N;INDF;MASC+FEM;SG	N;MASC;SG
foreløbig	provisoirement	foreløbig	provisoirement	ADV	ADV
hændelser	incidents	hændelse	incident	N;INDF;MASC+FEM;PL	N;MASC;PL
hændelser	évènements	hændelse	évènement	N;INDF;MASC+FEM;PL	N;MASC;PL
hændelser	evénements	hændelse	evénement	N;INDF;MASC+FEM;PL	N;MASC;PL
hændelser	evenements	hændelse	evenement	N;INDF;MASC+FEM;PL	N;MASC;PL
hændelser	événements	hændelse	événement	N;INDF;MASC+FEM;PL	N;MASC;PL
lettiske	lettons	lettisk	letton	ADJ;PL	ADJ;MASC;PL
flanke	flanc	flanke	flanc	N;INDF;MASC+FEM;SG	N;MASC;SG
bestyrelsesmedlem	directeur	bestyrelsesmedlem	directeur	N;INDF;NEUT;SG	N;MASC;SG
bestyrelsesmedlem	directrice	bestyrelsesmedlem	directrice	N;INDF;NEUT;SG	N;FEM;SG
bestyrelsesmedlem	réalisateur	bestyrelsesmedlem	réalisateur	N;INDF;NEUT;SG	N;MASC;SG
teoretisk	théoriquement	teoretisk	théoriquement	ADV	ADV
forelæsninger	conférences	forelæsning	conférence	N;INDF;MASC+FEM;PL	N;FEM;PL
tætte	denses	tæt	dense	ADJ;PL	ADJ;MASC;PL
pernille	pernille	pernille	pernille	N;INDF;MASC+FEM;SG	N;FEM;SG
parallelt	parallèlement	parallelt	parallèlement	ADV	ADV
temperaturer	températures	temperatur	température	N;INDF;MASC+FEM;PL	N;FEM;PL
overgået	surpassé	overgå	surpasser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
overgået	dépassé	overgå	dépasser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
overgået	migré	overgå	migré	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
bytte	échange	bytte	échange	N;INDF;MASC+FEM;SG	N;MASC;SG
bytte	echange	bytte	echanger	N;INDF;MASC+FEM;SG	N;MASC;SG
bytte	proie	bytte	proie	N;INDF;MASC+FEM;SG	N;FEM;SG
bytte	échange	bytte	échange	N;INDF;MASC+FEM;SG	N;MASC;SG
bytte	swap	bytte	swap	N;INDF;MASC+FEM;SG	N;MASC;SG
bytte	commerce	bytte	commerce	N;INDF;MASC+FEM;SG	N;MASC;SG
bytte	échange	bytte	échange	N;INDF;MASC+FEM;SG	N;MASC;SG
biflod	affluent	biflod	affluent	N;INDF;MASC+FEM;SG	N;MASC;SG
beskytter	protège	beskytte	protéger	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
beskytter	protègent	beskytte	protéger	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
beskytter	protéger	beskytte	protéger	V;IND;PRS;FIN;ACT	V;NFIN
beskytter	protégeant	beskytte	protéger	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
springer	sauter	springe	sauter	V;IND;PRS;FIN;ACT	V;NFIN
springer	sautant	springe	sauter	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
hockey	hockey	hockey	hockey	N;INDF;MASC+FEM;SG	N;MASC;SG
butik	boutique	butik	boutique	N;INDF;MASC+FEM;SG	N;FEM;SG
butik	magasin	butik	magasin	N;INDF;MASC+FEM;SG	N;MASC;SG
butik	boutique	butik	boutique	N;INDF;MASC+FEM;SG	N;FEM;SG
butik	magasin	butik	magasin	N;INDF;MASC+FEM;SG	N;MASC;SG
sne	neige	sne	neige	N;INDF;MASC+FEM;SG	N;FEM;SG
reddet	secouru	redde	secourir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
reddet	sauvée	redde	sauver	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
reddet	sauvé	redde	sauver	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
reddet	enregistré	redde	enregistrer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
reddet	enregistrée	redde	enregistrer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
reddet	sauvé	redde	sauver	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
reddet	sauvegardé	redde	sauvegarder	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
oplysning	information	oplysning	information	N;INDF;MASC+FEM;SG	N;FEM;SG
tiger	tigresse	tige	tigresse	N;INDF;MASC+FEM;SG	N;FEM;SG
tiger	tigre	tige	tigre	N;INDF;MASC+FEM;SG	N;MASC;SG
engageret	fiancée	engagere	fiancée	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
engageret	engagée	engagere	engager	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
engageret	engagé	engagere	engager	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
engageret	engagée	engagere	engager	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
engageret	commis	engagere	commettre	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
engageret	engagé	engagere	engager	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
uddannede	éduqués	uddanne	éduquer	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
astronom	astronome	astronom	astronome	N;INDF;MASC+FEM;SG	N;MASC;SG
ballet	bal	bal	bal	N;INDF;MASC+FEM;SG	N;MASC;SG
ballet	ballet	bal	ballet	N;INDF;MASC+FEM;SG	N;MASC;SG
symfonier	symphonies	symfonium	symphonie	N;INDF;MASC+FEM;PL	N;FEM;PL
temperaturen	température	temperatur	température	N;DEF;MASC+FEM;SG	N;FEM;SG
frygtede	redouté	frygte	redouter	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
frygtede	craint	frygte	craindre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
frygtede	redouté	frygte	redouter	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
skelne	distinguer	skelne	distinguer	V;NFIN;ACT	V;NFIN
skelne	distinguer	skelne	distinguer	V;NFIN;ACT	V;NFIN
skelne	différencier	skelne	différencier	V;NFIN;ACT	V;NFIN
perspektiv	perspective	perspektiv	perspective	N;INDF;NEUT;SG	N;FEM;SG
parametre	paramètres	parametre	paramètre	N;INDF;MASC+FEM;PL	N;MASC;PL
måle	mesurer	måle	mesurer	V;NFIN;ACT	V;NFIN
måle	mesurer	måle	mesurer	V;NFIN;ACT	V;NFIN
optagelser	enregistrements	optagelse	enregistrement	N;INDF;MASC+FEM;PL	N;MASC;PL
litauiske	lituaniens	litauisk	lituanien	ADJ;PL	ADJ;MASC;PL
instituttet	institute	institut	instituter	N;DEF;NEUT;SG	N;MASC;SG
instituttet	institut	institut	institut	N;DEF;NEUT;SG	N;MASC;SG
instituttet	fondement	institut	fondement	N;DEF;NEUT;SG	N;MASC;SG
instituttet	fondation	institut	fondation	N;DEF;NEUT;SG	N;FEM;SG
bestemmelser	règles	bestemmelse	règle	N;INDF;MASC+FEM;PL	N;FEM;PL
bestemmelser	regles	bestemmelse	regle	N;INDF;MASC+FEM;PL	N;FEM;PL
bestemmelser	dispositions	bestemmelse	disposition	N;INDF;MASC+FEM;PL	N;FEM;PL
bestemmelser	provisions	bestemmelse	provision	N;INDF;MASC+FEM;PL	N;FEM;PL
georges	georges	george	george	N;GEN;INDF;MASC+FEM;SG	N;MASC;SG
boulevard	boulevard	boulevard	boulevard	N;INDF;MASC+FEM;SG	N;MASC;SG
svær	grave	svær	grave	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
svær	sévère	svær	sévère	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
svær	dur	svær	dur	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
svær	difficile	svær	difficile	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
svær	dure	svær	dur	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
svær	difficile	svær	difficile	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
hjertet	heart	hjerte	heart	N;DEF;NEUT;SG	N;MASC;SG
hjertet	cœur	hjerte	cœur	N;DEF;NEUT;SG	N;MASC;SG
hjertet	coeur	hjerte	coeur	N;DEF;NEUT;SG	N;MASC;SG
jordskælv	tremblement	jordskælv	tremblement	N;INDF;NEUT;SG	N;MASC;SG
jordskælv	séisme	jordskælv	séisme	N;INDF;NEUT;SG	N;MASC;SG
variation	variante	variation	variante	N;INDF;MASC+FEM;SG	N;FEM;SG
variation	variation	variation	variation	N;INDF;MASC+FEM;SG	N;FEM;SG
variation	variété	variation	variété	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	répartition	fordeling	répartition	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	décomposition	fordeling	décomposition	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	ventilation	fordeling	ventilation	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	allocation	fordeling	allocation	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	affectation	fordeling	affectation	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	dotation	fordeling	dotation	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	attribution	fordeling	attribution	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	répartition	fordeling	répartition	N;INDF;MASC+FEM;SG	N;FEM;SG
fordeling	distribution	fordeling	distribution	N;INDF;MASC+FEM;SG	N;FEM;SG
foden	foot	foden	foot	N;DEF;MASC+FEM;SG	N;MASC;SG
foden	pied	foden	pied	N;DEF;MASC+FEM;SG	N;MASC;SG
inspirerede	inspirées	inspirere	inspirer	V;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
inspirerede	inspirés	inspirere	inspirer	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
indledt	initiée	indlede	initier	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
indledt	initié	indlede	initier	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ulykke	accident	ulykke	accident	N;INDF;MASC+FEM;SG	N;MASC;SG
baltiske	baltes	baltisk	balte	ADJ;PL	ADJ;MASC;PL
motorvejen	autoroute	motorvej	autoroute	N;DEF;MASC+FEM;SG	N;FEM;SG
motorvejen	route	motorvej	route	N;DEF;MASC+FEM;SG	N;FEM;SG
motorvejen	autoroute	motorvej	autoroute	N;DEF;MASC+FEM;SG	N;FEM;SG
levere	livrer	levere	livrer	V;NFIN;ACT	V;NFIN
levere	livrer	levere	livrer	V;NFIN;ACT	V;NFIN
protest	objection	protest	objection	N;INDF;MASC+FEM;SG	N;FEM;SG
protest	récusation	protest	récusation	N;INDF;MASC+FEM;SG	N;FEM;SG
protest	protestation	protest	protestation	N;INDF;MASC+FEM;SG	N;FEM;SG
protest	contestation	protest	contestation	N;INDF;MASC+FEM;SG	N;FEM;SG
protest	manifestation	protest	manifestation	N;INDF;MASC+FEM;SG	N;FEM;SG
enestående	uniques	enestående	unique	ADJ	ADJ;MASC;PL
enestående	unique	enestående	unique	ADJ	ADJ;MASC;SG
banker	banques	bank	banque	N;INDF;MASC+FEM;PL	N;FEM;PL
kronborg	kronborg	kronborg	kronborg	N;INDF;MASC+FEM;SG	N;MASC;SG
stemning	atmosphère	stemning	atmosphère	N;INDF;MASC+FEM;SG	N;FEM;SG
stemning	ambiance	stemning	ambiance	N;INDF;MASC+FEM;SG	N;FEM;SG
stemning	humeur	stemning	humeur	N;INDF;MASC+FEM;SG	N;FEM;SG
stemning	ambiance	stemning	ambiance	N;INDF;MASC+FEM;SG	N;FEM;SG
simpel	simple	simpel	simple	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
sænket	diminué	sænke	diminuer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sænket	diminuée	sænke	diminuer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
sænket	abaissée	sænke	abaisser	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
sænket	baissé	sænke	baisser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sænket	abaissé	sænke	abaisser	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sænket	coulé	sænke	coulé	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
flertydig	équivoque	flertydig	équivoque	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
flertydig	ambiguë	flertydig	ambiguë	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
flertydig	ambigu	flertydig	ambigu	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
flertydig	homonymie	flertydig	homonymie	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
afgørelse	décision	afgørelse	décision	N;INDF;MASC+FEM;SG	N;FEM;SG
udlejet	loué	udleje	louer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
udlejet	louée	udleje	louer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
udlejet	loué	udleje	louer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
ruter	routes	ruter	route	N;INDF;MASC+FEM;PL	N;FEM;PL
ruter	itinéraires	ruter	itinéraire	N;INDF;MASC+FEM;PL	N;MASC;PL
destroyere	destroyers	destroyere	destroyer	N;INDF;MASC+FEM;PL	N;MASC;PL
systematisk	systématiquement	systematisk	systématiquement	ADV	ADV
systematisk	systématiquement	systematisk	systématiquement	ADV	ADV
missiler	missiles	missil	missile	N;INDF;NEUT;PL	N;MASC;PL
ungarsk	hongroise	ungarsk	hongrois	ADJ;INDF;SG	ADJ;FEM;SG
ungarsk	hongrois	ungarsk	hongrois	ADJ;INDF;SG	ADJ;MASC;SG
synspunkter	affichages	synspunkt	affichage	N;INDF;NEUT;PL	N;MASC;PL
lovende	prometteuse	lovende	prometteur	ADJ	ADJ;FEM;SG
lovende	prometteurs	lovende	prometteur	ADJ	ADJ;MASC;PL
lovende	prometteuses	lovende	prometteur	ADJ	ADJ;FEM;PL
lovende	prometteur	lovende	prometteur	ADJ	ADJ;MASC;SG
deling	partage	deling	partage	N;INDF;MASC+FEM;SG	N;MASC;SG
deling	partage	deling	partage	N;INDF;MASC+FEM;SG	N;MASC;SG
deling	share	deling	share	N;INDF;MASC+FEM;SG	N;FEM;SG
deling	part	deling	part	N;INDF;MASC+FEM;SG	N;FEM;SG
konstrueret	conçu	konstruere	concevoir	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
konstrueret	conçue	konstruere	concevoir	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
konstrueret	construite	konstruere	construire	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
konstrueret	construit	konstruere	construire	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
dokument	document	dokument	document	N;INDF;NEUT;SG	N;MASC;SG
rangers	rangers	range	ranger	N;GEN;INDF;MASC+FEM;PL	N;MASC;PL
sammenslutning	fusion	sammenslutning	fusion	N;INDF;MASC+FEM;SG	N;FEM;SG
sammenslutning	association	sammenslutning	association	N;INDF;MASC+FEM;SG	N;FEM;SG
beskyttede	protégées	beskytte	protéger	V;PL;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
beskyttede	protégés	beskytte	protéger	V;PL;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
indgang	crique	indgang	crique	N;INDF;MASC+FEM;SG	N;FEM;SG
offer	sacrifice	offer	sacrifice	N;INDF;NEUT;SG	N;MASC;SG
offer	victime	offer	victime	N;INDF;NEUT;SG	N;FEM;SG
brasiliansk	brésilien	brasiliansk	brésilien	ADJ;INDF;SG	ADJ;MASC;SG
brasiliansk	brésilienne	brasiliansk	brésilien	ADJ;INDF;SG	ADJ;FEM;SG
kristendom	chrétienté	kristendom	chrétienté	N;INDF;MASC+FEM;SG	N;FEM;SG
kristendom	christianisme	kristendom	christianisme	N;INDF;MASC+FEM;SG	N;MASC;SG
betalt	rémunéré	betale	rémunérer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
betalt	payé	betale	payer	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
betalt	payée	betale	payer	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
svømning	nage	svømning	nage	N;INDF;MASC+FEM;SG	N;FEM;SG
svømning	natation	svømning	natation	N;INDF;MASC+FEM;SG	N;FEM;SG
svømning	baignade	svømning	baignade	N;INDF;MASC+FEM;SG	N;FEM;SG
svømning	natation	svømning	natation	N;INDF;MASC+FEM;SG	N;FEM;SG
svømning	baignade	svømning	baignade	N;INDF;MASC+FEM;SG	N;FEM;SG
menneskelig	humaine	menneskelig	humain	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
menneskelig	humain	menneskelig	humain	ADJ;INDF;MASC+FEM;SG	ADJ;MASC;SG
uheld	accident	uheld	accident	N;INDF;NEUT;SG	N;MASC;SG
påvirker	affectent	påvirke	affecter	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
påvirker	affecte	påvirke	affecter	V;IND;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
påvirker	affectant	påvirke	affecter	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
påvirker	affecter	påvirke	affecter	V;IND;PRS;FIN;ACT	V;NFIN
påvirker	affectent	påvirke	affecter	V;IND;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
ammunition	munition	ammunition	munition	N;INDF;MASC+FEM;SG	N;FEM;SG
ammunition	munition	ammunition	munition	N;INDF;MASC+FEM;SG	N;FEM;SG
ammunition	munition	ammunition	munition	N;INDF;MASC+FEM;SG	N;FEM;SG
lovgivende	législative	lovgivende	législatif	ADJ	ADJ;FEM;SG
lovgivende	législatives	lovgivende	législatif	ADJ	ADJ;FEM;PL
lovgivende	législatif	lovgivende	législatif	ADJ	ADJ;MASC;SG
lovgivende	législatif	lovgivende	législatif	ADJ	ADJ;MASC;SG
fornyet	renouvelée	forny	renouveler	V;INDF;SG;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
fornyet	renouvelé	forny	renouveler	V;INDF;SG;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
forår	printemps	forår	printemps	N;INDF;NEUT;SG	N;MASC;SG
forår	ressort	forår	ressort	N;INDF;NEUT;SG	N;MASC;SG
forår	printemps	forår	printemps	N;INDF;NEUT;SG	N;MASC;SG
geologiske	géologiques	geologisk	géologique	ADJ;PL	ADJ;MASC;PL
styrtede	accidenté	styrte	accidenté	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
styrtede	crashé	styrte	crashé	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
styrtede	écrasé	styrte	écraser	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
signaler	signaux	signal	signal	N;INDF;NEUT;PL	N;MASC;PL
suite	suite	suite	suite	N;INDF;MASC+FEM;SG	N;FEM;SG
fartøjer	navires	fartøj	navire	N;INDF;NEUT;PL	N;MASC;PL
fartøjer	vaisseaux	fartøj	vaisseau	N;INDF;NEUT;PL	N;MASC;PL
klimaet	climat	klima	climat	N;DEF;NEUT;SG	N;MASC;SG
krabbe	crabe	krabbe	crabe	N;INDF;MASC+FEM;SG	N;MASC;SG
aar	tca	aar	tca	N;INDF;NEUT;SG	N;MASC;SG
dakota	dakota	dakota	dakota	N;INDF;NEUT;SG	N;MASC;SG
hjørnet	corner	hjørne	corner	N;DEF;NEUT;SG	N;MASC;SG
hjørnet	coin	hjørne	coin	N;DEF;NEUT;SG	N;MASC;SG
margaret	marguerite	margar	marguerite	N;DEF;NEUT;SG	N;FEM;SG
fjende	ennemi	fjende	ennemi	N;INDF;MASC+FEM;SG	N;MASC;SG
fjende	ennemi	fjende	ennemi	N;INDF;MASC+FEM;SG	N;MASC;SG
univers	univers	univers	univers	N;INDF;NEUT;SG	N;MASC;SG
forstod	compris	forstå	comprendre	V;IND;PST;FIN;ACT	V;MASC;SG;PST;V.PTCP
elektricitet	electricité	elektricitet	electricité	N;INDF;MASC+FEM;SG	N;FEM;SG
elektricitet	électricité	elektricitet	électricité	N;INDF;MASC+FEM;SG	N;FEM;SG
hip	hip	hip	hip	N;INDF;NEUT;SG	N;MASC;SG
hip	hanche	hip	hanche	N;INDF;NEUT;SG	N;FEM;SG
organist	organiste	organist	organiste	N;INDF;MASC+FEM;SG	N;MASC;SG
forestiller	imaginer	forestille	imaginer	V;IND;PRS;FIN;ACT	V;NFIN
forestiller	imaginant	forestille	imaginer	V;IND;PRS;FIN;ACT	V;PRS;V.PTCP
buske	buissons	busk	buisson	N;INDF;MASC+FEM;PL	N;MASC;PL
buske	arbustes	busk	arbuste	N;INDF;MASC+FEM;PL	N;MASC;PL
etablering	etablissement	etablering	etablissement	N;INDF;MASC+FEM;SG	N;MASC;SG
etablering	établissement	etablering	établissement	N;INDF;MASC+FEM;SG	N;MASC;SG
religioner	religions	religion	religion	N;INDF;MASC+FEM;PL	N;FEM;PL
religioner	cultes	religion	culte	N;INDF;MASC+FEM;PL	N;MASC;PL
auto	auto	auto	auto	N;INDF;MASC+FEM;SG	N;MASC;SG
glat	glissante	glat	glissant	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
glat	lisse	glat	lisse	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
trone	trône	trone	trône	N;INDF;MASC+FEM;SG	N;MASC;SG
alternativt	alternativement	alternativt	alternativement	ADV	ADV
betragtning	récital	betragtning	récital	N;INDF;MASC+FEM;SG	N;MASC;SG
opfinder	inventeur	opfinder	inventeur	N;INDF;MASC+FEM;SG	N;MASC;SG
genrer	genres	genre	genre	N;INDF;MASC+FEM;PL	N;MASC;PL
afstamning	lignée	afstamning	lignée	N;INDF;MASC+FEM;SG	N;FEM;SG
afstamning	filiation	afstamning	filiation	N;INDF;MASC+FEM;SG	N;FEM;SG
afstamning	ascendance	afstamning	ascendance	N;INDF;MASC+FEM;SG	N;FEM;SG
afstamning	ascendance	afstamning	ascendance	N;INDF;MASC+FEM;SG	N;FEM;SG
afstamning	descente	afstamning	descente	N;INDF;MASC+FEM;SG	N;FEM;SG
afstamning	pedigree	afstamning	pedigree	N;INDF;MASC+FEM;SG	N;MASC;SG
tilhænger	disciple	tilhænge	disciple	N;INDF;MASC+FEM;SG	N;MASC;SG
faglige	professionnels	faglig	professionnel	ADJ;PL	ADJ;MASC;PL
faglige	professionnelles	faglig	professionnel	ADJ;PL	ADJ;FEM;PL
interessante	intéressantes	interessant	intéressant	ADJ;PL	ADJ;FEM;PL
interessante	intéressants	interessant	intéressant	ADJ;PL	ADJ;MASC;PL
usædvanligt	inhabituelle	usædvanlig	inhabituel	ADJ;INDF;NEUT;SG	ADJ;FEM;SG
usædvanligt	inhabituel	usædvanlig	inhabituel	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
usædvanligt	insolite	usædvanlig	insolite	ADJ;INDF;NEUT;SG	ADJ;MASC;SG
dialekt	dialecte	dialekt	dialecte	N;INDF;MASC+FEM;SG	N;MASC;SG
fremmed	étrangère	fremmed	étranger	ADJ;INDF;MASC+FEM;SG	ADJ;FEM;SG
udformning	dessin	udformning	dessin	N;INDF;MASC+FEM;SG	N;MASC;SG
udformning	design	udformning	design	N;INDF;MASC+FEM;SG	N;MASC;SG
