wat	que	wat	que	PRO	PRO;MASC;SG
kilogram	quilograma	kilogram	quilograma	N;SG	N;MASC;SG
alkohol	álcool	alkohol	álcool	N;SG	N;MASC;SG
alkohol	alcool	alkohol	alcool	N;SG	N;MASC;SG
herlewing	renascimento	herlewing	renascimento	N;SG	N;MASC;SG
rif	cume	rif	cume	N;SG	N;MASC;SG
rif	ridge	rif	ridge	N;SG	N;MASC;SG
melding	menção	melding	menção	N;SG	N;FEM;SG
oberliga	oberliga	oberliga	oberligo	N;SG	N;FEM;SG
room	nata	room	nata	N;SG	N;FEM;SG
room	creme	room	creme	N;SG	N;MASC;SG
room	cream	room	crear	N;SG	N;MASC;SG
simboliseer	simboliza	simboliseer	simbolizar	V;PRS	V;IND;SG;3;PRS;FIN
aluminium	alumínio	aluminium	alumínio	N;SG	N;MASC;SG
aluminium	alumínio	aluminium	alumínio	N;SG	N;MASC;SG
verleng	estender	verleng	estender	V;PRS	V;NFIN
verleng	prolongar	verleng	prolongar	V;PRS	V;NFIN
verleng	alargar	verleng	alargar	V;PRS	V;NFIN
gandhi	gandhi	gandhi	gandhi	N;SG	N;MASC;SG
uitbrei	expandir	uitbrei	expandir	V;PRS	V;NFIN
uitbrei	estender	uitbrei	estender	V;PRS	V;NFIN
uitbrei	prolongar	uitbrei	prolongar	V;PRS	V;NFIN
uitbrei	alargar	uitbrei	alargar	V;PRS	V;NFIN
wesens	seres	wesens	seres	N;PL	N;MASC;PL
roetes	rotas	roete	roto	N;PL	N;FEM;PL
roetes	itinerários	roete	itinerário	N;PL	N;MASC;PL
roetes	percursos	roete	percurso	N;PL	N;MASC;PL
soewereiniteit	soberania	soewereiniteit	soberania	N;SG	N;FEM;SG
springs	molas	spring	mola	N;PL	N;FEM;PL
springs	nascentes	spring	nascente	N;PL	N;MASC;PL
springs	primaveras	spring	primavera	N;PL	N;FEM;PL
tee	chá	tee	chá	N;SG	N;MASC;SG
eed	juramento	eed	juramento	N;SG	N;MASC;SG
gekombineer	combinada	kombineer	combinar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gekombineer	combinadas	kombineer	combinar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gekombineer	combinado	kombineer	combinar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gekombineer	combinados	kombineer	combinado	V;PST;V.PTCP	V;MASC;PL;V.PTCP
restaurant	restaurante	restaurant	restaurante	N;SG	N;MASC;SG
teruggetrek	revogado	teruggetrek	revogar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
teruggetrek	revogados	teruggetrek	revogar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
teruggetrek	revogada	teruggetrek	revogar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
intelligensie	inteligência	intelligensie	inteligência	N;SG	N;FEM;SG
bekragtig	validar	bekragtig	validar	V;PRS	V;NFIN
outomatiese	automáticos	outomaties	automático	ADJ;NOM	ADJ;MASC;PL
outomatiese	automático	outomaties	automático	ADJ;NOM	ADJ;MASC;SG
outomatiese	automática	outomaties	automático	ADJ;NOM	ADJ;FEM;SG
aksies	acções	aksie	acção	N;PL	N;FEM;PL
aksies	ações	aksie	ação	N;PL	N;FEM;PL
skandinawië	escandinávia	skandinawië	escandinávio	N;SG	N;FEM;SG
datums	datas	datum	data	N;PL	N;FEM;PL
fabriek	fabrica	fabriek	fabricar	N;SG	N;FEM;SG
fabriek	factory	fabriek	factory	N;SG	N;MASC;SG
fabriek	fábrica	fabriek	fábrica	N;SG	N;FEM;SG
binneste	interiores	binneste	interior	N;PL	N;MASC;PL
vervaardigers	produtores	vervaardiger	produtor	N;PL	N;MASC;PL
snitte	trilhas	snit	trilha	N;PL	N;FEM;PL
snitte	trilhos	snit	trilho	N;PL	N;MASC;PL
snitte	faixas	snit	faixa	N;PL	N;FEM;PL
hipotese	hipótese	hipotees	hipótese	N;SG	N;FEM;SG
perse	persas	pers	persa	N;PL	N;MASC;PL
vaardighede	skills	vaardigheid	skill	N;PL	N;MASC;PL
vaardighede	habilidades	vaardigheid	habilidade	N;PL	N;FEM;PL
vaardighede	aptidões	vaardigheid	aptidão	N;PL	N;FEM;PL
vaardighede	competências	vaardigheid	competência	N;PL	N;FEM;PL
neiging	tendência	neiging	tendência	N;SG	N;FEM;SG
fundamentele	fundamental	fundamenteel	fundamental	ADJ;NOM	ADJ;MASC;SG
ontbreek	faltam	ontbreek	faltar	V;PRS	V;IND;PL;3;PRS;FIN
ontbreek	faltando	ontbreek	faltar	V;PRS	V;V.MSDR
regterkant	direito	regterkant	direito	N;SG	N;MASC;SG
regterkant	direita	regterkant	direita	N;SG	N;FEM;SG
essays	ensaios	essays	ensaio	N;PL	N;MASC;PL
wisselwerking	interação	wisselwerking	interação	N;SG	N;FEM;SG
wisselwerking	interacção	wisselwerking	interacção	N;SG	N;FEM;SG
aspek	aspecto	aspek	aspecto	N;SG	N;MASC;SG
senator	senador	senator	senador	N;SG	N;MASC;SG
senator	senadora	senator	senadora	N;SG	N;FEM;SG
vreedsame	pacífica	vreedsaam	pacífico	ADJ;NOM	ADJ;FEM;SG
lughawens	aeroportos	lughawens	aeroporto	N;PL	N;MASC;PL
bed	cama	bed	cama	N;SG	N;FEM;SG
besigheid	encontro	besigheid	encontro	N;SG	N;MASC;SG
besigheid	reunião	besigheid	reunião	N;SG	N;FEM;SG
besigheid	negócio	besigheid	negócio	N;SG	N;MASC;SG
ontploffing	explosão	ontploffing	explosão	N;SG	N;FEM;SG
rembrandt	rembrandt	rembrandt	rembrandt	N;SG	N;MASC;SG
konserte	concertos	konserte	concerto	N;PL	N;MASC;PL
konserte	shows	konserte	show	N;PL	N;MASC;PL
seremonie	cerimónia	seremonie	cerimónia	N;SG	N;FEM;SG
seremonie	cerimônia	seremonie	cerimônia	N;SG	N;FEM;SG
munte	moedas	munt	moeda	N;PL	N;FEM;PL
gery	conduzi	gery	conduzir	V;PST;V.PTCP	V;NFIN
gery	conduziu	gery	conduzir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
lêers	arquivos	lêers	arquivo	N;PL	N;MASC;PL
lêers	ficheiros	lêers	ficheiro	N;PL	N;MASC;PL
huishoudelike	doméstico	huishoudelik	doméstico	ADJ;NOM	ADJ;MASC;SG
huishoudelike	interno	huishoudelik	interno	ADJ;NOM	ADJ;MASC;SG
korrupsie	corrupção	korrupsie	corrupção	N;SG	N;FEM;SG
kommunikeer	comuniquem	kommunikeer	comunicar	V;PRS	V;SBJV;PL;3;PRS;FIN
kommunikeer	comunique	kommunikeer	comunicar	V;PRS	V;SBJV;SG;3;PRS;FIN
kommunikeer	comunicar	kommunikeer	comunicar	V;PRS	V;NFIN
kommunikeer	comunica	kommunikeer	comunica	V;PRS	V;IND;SG;3;PRS;FIN
noodsaaklike	essencial	noodsaaklik	essencial	ADJ;NOM	ADJ;MASC;SG
noodsaaklike	essenciais	noodsaaklik	essencial	ADJ;NOM	ADJ;MASC;PL
prefektuur	prefeitura	prefektuur	prefeitura	N;SG	N;FEM;SG
ingedien	submetido	indien	submeter	V;PST;V.PTCP	V;MASC;SG;V.PTCP
ville	ville	ville	ville	N;SG	N;MASC;SG
bye	abelhas	byd	abelho	N;PL	N;FEM;PL
nuttige	útil	nuttig	útil	ADJ;NOM	ADJ;MASC;SG
doeltreffend	eficientemente	doeltreffend	eficientemente	ADV	ADV
saad	semente	saad	semente	N;SG	N;FEM;SG
gerangskik	classificado	rangskik	classificar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
regiment	regimento	regiment	regimento	N;SG	N;MASC;SG
groenland	groenlândia	groenland	groenlândia	N;SG	N;FEM;SG
groenland	gronelândia	groenland	gronelândia	N;SG	N;FEM;SG
verwerking	rastreio	verwerking	rastreio	N;SG	N;MASC;SG
masjien	motor	masjien	motor	N;SG	N;MASC;SG
masjien	máquina	masjien	máquina	N;SG	N;FEM;SG
masjien	maquina	masjien	maquina	N;SG	N;FEM;SG
buitelanders	estrangeiros	buitelander	estrangeiro	N;PL	N;MASC;PL
vertraag	retardada	vertraag	retardar	V;PRS	V;FEM;SG;V.PTCP
vertraag	atrasada	vertraag	atrasar	V;PRS	V;FEM;SG;V.PTCP
vertraag	atrasado	vertraag	atrasar	V;PRS	V;MASC;SG;V.PTCP
besoeke	impressões	besoek	impressão	N;PL	N;FEM;PL
besoeke	visitas	besoek	visita	N;PL	N;FEM;PL
geskatte	estimado	geskat	estimado	V;PST;V.PTCP	V;MASC;SG;V.PTCP
geskatte	estimados	geskat	estimar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
geskatte	estimada	geskat	estimar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
episodes	episódios	episode	episódio	N;PL	N;MASC;PL
rys	rice	rys	rice	N;SG	N;MASC;SG
rys	arroz	rys	arroz	N;SG	N;MASC;SG
aanhou	mantenha	aanhou	manter	V;PRS	V;SBJV;SG;3;PRS;FIN
aanhou	continue	aanhou	continuar	V;PRS	V;SBJV;SG;3;PRS;FIN
aanhou	continuem	aanhou	continuar	V;PRS	V;SBJV;PL;3;PRS;FIN
aanhou	manter	aanhou	manter	V;PRS	V;NFIN
verskuiwing	migração	verskuiwing	migração	N;SG	N;FEM;SG
dring	insistir	dring	insistir	V;PRS	V;NFIN
dring	insiste	dring	insistir	V;PRS	V;IND;SG;3;PRS;FIN
dring	insista	dring	insistir	V;PRS	V;SBJV;SG;3;PRS;FIN
voorregte	prerrogativas	voorreg	prerrogativa	N;PL	N;FEM;PL
voorregte	privilégios	voorreg	privilégio	N;PL	N;MASC;PL
handelinge	acções	handeling	acção	N;PL	N;FEM;PL
handelinge	ações	handeling	ação	N;PL	N;FEM;PL
eier	egg	eier	egg	N;SG	N;MASC;SG
eier	ovo	eier	ovo	N;SG	N;MASC;SG
kelvin	kelvin	kelvin	kelvin	N;SG	N;MASC;SG
wydte	largura	wydte	largura	N;SG	N;FEM;SG
talent	talento	talent	talento	N;SG	N;MASC;SG
koppe	cabeçalhos	kop	cabeçalho	N;PL	N;MASC;PL
inleiding	introdução	inleiding	introdução	N;SG	N;FEM;SG
neerslag	precipitação	neerslag	precipitação	N;SG	N;FEM;SG
trots	orgulhoso	trots	orgulhoso	ADJ;NOM	ADJ;MASC;SG
trots	orgulhosos	trots	orgulhoso	ADJ;NOM	ADJ;MASC;PL
trots	orgulhosa	trots	orgulhoso	ADJ;NOM	ADJ;FEM;SG
ontevredenheid	insatisfação	ontevredenheid	insatisfação	N;SG	N;FEM;SG
blootstelling	exposição	blootstelling	exposição	N;SG	N;FEM;SG
boeddhistiese	budista	boeddhisties	budista	ADJ;NOM	ADJ;MASC;SG
sinners	pecadores	sinners	pecador	N;PL	N;MASC;PL
steel	roube	steel	ragber	V;PRS	V;SBJV;SG;3;PRS;FIN
steel	rouba	steel	rouba	V;PRS	V;IND;SG;3;PRS;FIN
steel	roubar	steel	roubar	V;PRS	V;NFIN
steel	rouba	steel	rouba	V;PRS	V;IND;SG;3;PRS;FIN
steel	roubando	steel	roubar	V;PRS	V;V.MSDR
steel	roubar	steel	roubar	V;PRS	V;NFIN
oscars	óscares	oscars	óscar	N;PL	N;MASC;PL
optredes	comportamentos	optrede	comportamento	N;PL	N;MASC;PL
optredes	atuações	optrede	atuação	N;PL	N;FEM;PL
optredes	performances	optrede	performance	N;PL	N;FEM;PL
optredes	desempenhos	optrede	desempenho	N;PL	N;MASC;PL
optredes	actuações	optrede	actuação	N;PL	N;FEM;PL
tong	língua	tong	língua	N;SG	N;FEM;SG
tong	lingua	tong	lingua	N;SG	N;FEM;SG
sentrums	centros	sentrum	centro	N;PL	N;MASC;PL
sentrums	centros	sentrum	centro	N;PL	N;MASC;PL
erfgenaam	herdeiro	erfgenaam	herdeiro	N;SG	N;MASC;SG
erfgenaam	herdeira	erfgenaam	herdeira	N;SG	N;FEM;SG
vordering	progress	vordering	progress	N;SG	N;MASC;SG
vordering	andamento	vordering	andamento	N;SG	N;MASC;SG
vordering	progresso	vordering	progresso	N;SG	N;MASC;SG
haaie	tubarões	haaie	tubarão	N;PL	N;MASC;PL
khoikhoi	khoikhoi	khoikhoi	khoikhoi	N;SG	N;MASC;SG
tabak	tabaco	tabak	tabaco	N;SG	N;MASC;SG
gekyk	assisti	gekyk	assistir	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
gekyk	assistido	gekyk	assistir	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gekyk	assistiu	gekyk	assistir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gekyk	assistiram	gekyk	assistir	V;PST;V.PTCP	V;IND;PL;3;FIN
gekyk	visualizados	gekyk	visualizar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gekyk	visualizado	gekyk	visualizar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
indiane	indianos	indiane	indiano	N;PL	N;MASC;PL
indiane	índios	indiane	índio	N;PL	N;MASC;PL
handelsmerk	brand	handelsmerk	brand	N;SG	N;MASC;SG
handelsmerk	marca	handelsmerk	marca	N;SG	N;FEM;SG
brûe	pontes	brûe	ponte	N;PL	N;FEM;PL
andromeda	andromeda	andromeda	andromeda	N;SG	N;MASC;SG
andromeda	andrômeda	andromeda	andrômeda	N;SG	N;FEM;SG
lesings	palestras	lesing	palestra	N;PL	N;FEM;PL
lens	lente	lens	lente	N;SG	N;FEM;SG
ooreenstemming	match	ooreenstemming	match	N;SG	N;MASC;SG
afgesluit	saiu	afsluit	sair	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
waarneem	assista	waarneem	assistar	V;PRS	V;SBJV;SG;3;PRS;FIN
waarneem	assistir	waarneem	assistir	V;PRS	V;NFIN
waarneem	assistam	waarneem	assistir	V;PRS	V;SBJV;PL;3;PRS;FIN
situasies	situações	situasie	situação	N;PL	N;FEM;PL
klim	escalar	klim	escalar	V;PRS	V;NFIN
sinne	frases	sinne	frase	N;PL	N;FEM;PL
sinne	sentenças	sinne	sentença	N;PL	N;FEM;PL
honde	cães	hond	cão	N;PL	N;MASC;PL
honde	cachorros	hond	cachorro	N;PL	N;MASC;PL
nord	nord	nord	nord	N;SG	N;MASC;SG
dimensies	dimensões	dimensies	dimensão	N;PL	N;FEM;PL
outeurs	autores	outeur	autor	N;PL	N;MASC;PL
gewoontes	hábitos	gewoontes	hábito	N;PL	N;MASC;PL
troue	boda	trou	boda	N;SG	N;FEM;SG
troue	casamento	trou	casamento	N;SG	N;MASC;SG
troue	wedding	trou	wedding	N;SG	N;MASC;SG
hotelle	hotéis	hotelle	hotel	N;PL	N;MASC;PL
teaters	teatros	teater	teatro	N;PL	N;MASC;PL
aangedryf	alimentado	aandryf	alimentar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
opsie	opção	opsie	opção	N;SG	N;FEM;SG
moedig	incentivar	moedig	incentivar	V;PRS	V;NFIN
moedig	encorajar	moedig	encorajar	V;PRS	V;NFIN
moedig	encoraja	moedig	encorajar	V;PRS	V;IND;SG;3;PRS;FIN
patent	patente	patent	patente	N;SG	N;FEM;SG
praktyke	práticas	praktyak	prática	N;PL	N;FEM;PL
betwis	contestado	betwis	contestar	V;PRS	V;MASC;SG;V.PTCP
betwis	disputada	betwis	disputar	V;PRS	V;FEM;SG;V.PTCP
betwis	disputado	betwis	disputar	V;PRS	V;MASC;SG;V.PTCP
hongersnood	fome	hongersnood	fome	N;SG	N;FEM;SG
rye	filas	rye	fila	N;PL	N;FEM;PL
rye	linhas	rye	linha	N;PL	N;FEM;PL
rye	fileiras	rye	fileira	N;PL	N;FEM;PL
moskouse	domodedovo	moskous	domodedovo	N;SG	N;MASC;SG
sielkunde	psicologia	sielkund	psicologia	N;SG	N;FEM;SG
tender	concurso	tender	concurso	N;SG	N;MASC;SG
tender	terno	tender	terno	N;SG	N;MASC;SG
draaiboek	argumento	draaiboek	argumento	N;SG	N;MASC;SG
draaiboek	guião	draaiboek	guião	N;SG	N;MASC;SG
draaiboek	roteiro	draaiboek	roteiro	N;SG	N;MASC;SG
respek	respeito	respek	respeito	N;SG	N;MASC;SG
majoor	major	majoor	major	N;SG	N;MASC;SG
lood	chumbo	lood	chumbo	N;SG	N;MASC;SG
lood	lead	lood	lead	N;SG	N;MASC;SG
fotografie	fotografia	fotografie	fotografia	N;SG	N;FEM;SG
oorskry	excedem	oorskry	excedir	V;PRS	V;IND;PL;3;PRS;FIN
oorskry	exceder	oorskry	exceder	V;PRS	V;NFIN
oorskry	excedido	oorskry	excedir	V;PRS	V;MASC;SG;V.PTCP
oorskry	ultrapassado	oorskry	ultrapassar	V;PRS	V;MASC;SG;V.PTCP
dom	dom	dom	dom	N;SG	N;MASC;SG
maag	estomago	maag	estomago	N;SG	N;MASC;SG
maag	estômago	maag	estômago	N;SG	N;MASC;SG
maag	barriga	maag	barriga	N;SG	N;FEM;SG
wysiging	edição	wysiging	edição	N;SG	N;FEM;SG
konsert	concerto	konsert	concerto	N;SG	N;MASC;SG
konsert	concert	konsert	concert	N;SG	N;MASC;SG
gunsteling	favorito	gunsteling	favorito	N;SG	N;MASC;SG
gunsteling	favorita	gunsteling	favorito	N;SG	N;FEM;SG
gunsteling	favorito	gunsteling	favorito	N;SG	N;MASC;SG
onwettige	ilegais	onwettig	ilegal	ADJ;NOM	ADJ;MASC;PL
onwettige	ilegal	onwettig	ilegal	ADJ;NOM	ADJ;MASC;SG
geëmigreer	emigrou	imigreer	emigrar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
botsings	conflitos	botsings	conflito	N;PL	N;MASC;PL
botsings	colisões	botsings	colisão	N;PL	N;FEM;PL
vasgevang	agarrado	vasvang	agarrar	V;PRS	V;MASC;SG;V.PTCP
vasgevang	encurralado	vasvang	encurralar	V;PRS	V;MASC;SG;V.PTCP
vasgevang	preso	vasvang	prender	V;PRS	V;MASC;SG;V.PTCP
kollegas	colegas	kollega	colega	N;PL	N;MASC;PL
kollegas	colegas	kollega	colega	N;PL	N;MASC;PL
vlieënier	aviador	vlieënier	aviador	N;SG	N;MASC;SG
dade	atos	dade	ato	N;PL	N;MASC;PL
dade	actos	dade	acto	N;PL	N;MASC;PL
ontmoeting	encontro	ontmoeting	encontro	N;SG	N;MASC;SG
ontmoeting	reunião	ontmoeting	reunião	N;SG	N;FEM;SG
geskille	diferendos	geskil	diferendo	N;PL	N;MASC;PL
geskille	litígios	geskil	litígio	N;PL	N;MASC;PL
geskille	disputas	geskil	disputa	N;PL	N;FEM;PL
versterkings	reforços	versterking	reforço	N;PL	N;MASC;PL
bydraers	contribuintes	bydraer	contribuinte	N;PL	N;MASC;PL
bydraers	colaboradores	bydraer	colaborador	N;PL	N;MASC;PL
filosowe	filósofos	filosowe	filósofo	N;PL	N;MASC;PL
meeding	competindo	meeding	competir	V;PRS	V;V.MSDR
meeding	competir	meeding	competir	V;PRS	V;NFIN
hoofkarakter	protagonista	hoofkarakter	protagonista	N;SG	N;MASC;SG
mohammed	muhammad	mohammed	muhammad	N;SG	N;MASC;SG
mohammed	maomé	mohammed	maomé	N;SG	N;MASC;SG
gemerk	marcada	merk	marcar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gemerk	marcados	merk	marcar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gemerk	identificado	merk	identificar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	marcado	merk	marcar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	identificada	merk	identificar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gemerk	verificados	merk	verificar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gemerk	verifiquei	merk	verifiquir	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
gemerk	verificado	merk	verificar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	verificada	merk	verificar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gemerk	seleccionado	merk	seleccionar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	selecionadas	merk	selecionar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gemerk	selecionado	merk	selecionar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	selecionada	merk	selecionado	V;PST;V.PTCP	V;FEM;SG;V.PTCP
gemerk	selecionados	merk	selecionar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
gemerk	realçado	merk	realçar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	destacou	merk	destacar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
gemerk	destacado	merk	destacar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	sublinhado	merk	sublinhar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	assinalado	merk	assinalar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
gemerk	assinaladas	merk	assinalar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
gemerk	assinalados	merk	assinalar	V;PST;V.PTCP	V;MASC;PL;V.PTCP
monster	fera	monster	fera	N;SG	N;FEM;SG
monster	besta	monster	besta	N;SG	N;FEM;SG
monster	monstro	monster	monstro	N;SG	N;MASC;SG
monster	monster	monster	monster	N;SG	N;MASC;SG
staak	abortar	staak	abortar	V;PRS	V;NFIN
bose	malvado	bose	malvado	N;SG	N;MASC;SG
bose	evil	bose	evil	N;SG	N;MASC;SG
bose	maldade	bose	maldade	N;SG	N;FEM;SG
natuurskoon	paisagem	natuurskoon	paisagem	N;SG	N;FEM;SG
natuurskoon	cenário	natuurskoon	cenário	N;SG	N;MASC;SG
natuurskoon	cênica	natuurskoon	cênico	N;SG	N;FEM;SG
sektore	setores	sektor	setor	N;PL	N;MASC;PL
sektore	sectores	sektor	sector	N;PL	N;MASC;PL
mislukking	falha	mislukking	falha	N;SG	N;FEM;SG
mislukking	insucesso	mislukking	insucesso	N;SG	N;MASC;SG
mislukking	falhanço	mislukking	falhanço	N;SG	N;MASC;SG
mislukking	fracasso	mislukking	fracasso	N;SG	N;MASC;SG
gordel	cinto	gordel	cinto	N;SG	N;MASC;SG
gordel	cinturão	gordel	cinturão	N;SG	N;MASC;SG
gordel	correia	gordel	correia	N;SG	N;MASC;SG
fritz	fritz	fritz	fritz	N;SG	N;MASC;SG
tweeling	gémeo	tweeling	gémeo	N;SG	N;MASC;SG
tweeling	twin	tweeling	twin	N;SG	N;MASC;SG
tweeling	gêmeo	tweeling	gêmeo	N;SG	N;MASC;SG
tweeling	gêmea	tweeling	gêmea	N;SG	N;FEM;SG
tweeling	gemini	tweeling	geminir	N;SG	N;MASC;SG
gevonnis	condenado	gevonnis	condenar	V;PRS	V;MASC;SG;V.PTCP
gevonnis	sentenciado	gevonnis	sentenciado	V;PRS	V;MASC;SG;V.PTCP
gevonnis	condenada	gevonnis	condenar	V;PRS	V;FEM;SG;V.PTCP
ondervinding	experiência	ondervinding	experiência	N;SG	N;FEM;SG
ondervinding	experiencia	ondervinding	experienciar	N;SG	N;FEM;SG
ondervinding	vivência	ondervinding	vivência	N;SG	N;FEM;SG
veelvuldige	múltiplas	veelvuldig	múltiplo	ADJ;NOM	ADJ;FEM;PL
veelvuldige	múltiplos	veelvuldig	múltiplo	ADJ;NOM	ADJ;MASC;PL
geregtigheid	justiça	geregtigheid	justiça	N;SG	N;FEM;SG
geregtigheid	justice	geregtigheid	justice	N;SG	N;MASC;SG
isotoop	isótopo	isotoop	isótopo	N;SG	N;MASC;SG
tekeninge	desenhos	tekening	desenho	N;PL	N;MASC;PL
stabiliteit	estabilidade	stabiliteit	estabilidade	N;SG	N;FEM;SG
besprekings	discussões	bespreking	discussão	N;PL	N;FEM;PL
besprekings	reservas	bespreking	reserva	N;PL	N;FEM;PL
verbruikers	parecidos	verbruiker	parecido	N;PL	N;MASC;PL
verbruikers	consumidores	verbruiker	consumidor	N;PL	N;MASC;PL
ooreengekom	acordado	ooreenkom	acordar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
ooreengekom	concordou	ooreenkom	concordar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
ooreengekom	negociado	ooreenkom	negociar	V;PST;V.PTCP	V;MASC;SG;V.PTCP
ooreengekom	negociou	ooreenkom	negociar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
ooreengekom	negociadas	ooreenkom	negociar	V;PST;V.PTCP	V;FEM;PL;V.PTCP
ooreengekom	negociada	ooreenkom	negociar	V;PST;V.PTCP	V;FEM;SG;V.PTCP
visie	visão	visie	visão	N;SG	N;FEM;SG
visie	vision	visie	vision	N;SG	N;MASC;SG
dieretuin	zoológico	dieretuin	zoológico	N;SG	N;MASC;SG
dieretuin	zoo	dieretuin	zoo	N;SG	N;MASC;SG
bystand	apoio	bystand	apoio	N;SG	N;MASC;SG
bystand	suporte	bystand	suporte	N;SG	N;MASC;SG
vriendskap	amizade	vriendskap	amizade	N;SG	N;FEM;SG
jura	jurássico	jura	jurássico	N;SG	N;MASC;SG
polinesië	polinésia	polinesië	polinésia	N;SG	N;FEM;SG
bates	activos	bate	ativo	N;PL	N;MASC;PL
bates	ativos	bate	ativo	N;PL	N;MASC;PL
betekenisse	significados	betekenis	significar	N;PL	N;MASC;PL
herroep	recordar	herroep	recordar	V;PRS	V;NFIN
herroep	revogar	herroep	revogar	V;PRS	V;NFIN
herroep	lembrar	herroep	lembrar	V;PRS	V;NFIN
herroep	anular	herroep	anular	V;PRS	V;NFIN
herroep	desfazer	herroep	desfazer	V;PRS	V;NFIN
wol	lã	wol	lã	N;SG	N;FEM;SG
verenigings	associações	vereniging	associação	N;PL	N;FEM;PL
indeks	index	indeks	index	N;SG	N;MASC;SG
indeks	indice	indeks	indice	N;SG	N;MASC;SG
indeks	índice	indeks	índice	N;SG	N;MASC;SG
inskrywing	entrada	inskrywing	entrada	N;SG	N;FEM;SG
restaurante	restaurantes	restaurant	restaurante	N;PL	N;MASC;PL
voortgaan	recomeçar	voortgaan	recomeçar	V;PRS	V;NFIN
voortgaan	retomar	voortgaan	retomar	V;PRS	V;NFIN
integrasie	integração	integrasie	integração	N;SG	N;FEM;SG
waardering	apreço	waardering	apreço	N;SG	N;MASC;SG
waardering	apreciação	waardering	apreciação	N;SG	N;FEM;SG
meetkunde	geometria	meetkund	geometria	N;SG	N;FEM;SG
nooi	convide	nooi	convidir	V;PRS	V;SBJV;SG;3;PRS;FIN
nooi	convidar	nooi	convidar	V;PRS	V;NFIN
nooi	convida	nooi	convida	V;PRS	V;IND;SG;3;PRS;FIN
kenners	peritos	kenners	perito	N;PL	N;MASC;PL
kenners	especialistas	kenners	especialista	N;PL	N;PL
skuilnaam	pseudônimo	skuilnaam	pseudônimo	N;SG	N;MASC;SG
skuilnaam	pseudónimo	skuilnaam	pseudónimo	N;SG	N;MASC;SG
henning	henning	henning	henning	N;SG	N;MASC;SG
gestreepte	listrada	gestreep	listrar	N;SG	N;FEM;SG
trappe	degraus	trap	degrau	N;PL	N;MASC;PL
trappe	escadarias	trap	escadaria	N;PL	N;FEM;PL
trappe	escadas	trap	escada	N;PL	N;FEM;PL
trappe	armadilhas	trap	armadilha	N;PL	N;FEM;PL
vermeng	misturado	vermeng	misturar	V;PRS	V;MASC;SG;V.PTCP
muis	rato	muis	rato	N;SG	N;MASC;SG
muis	ratinho	muis	ratinho	N;SG	N;MASC;SG
muis	mouse	muis	mouse	N;SG	N;MASC;SG
kameras	câmeras	kamera	câmera	N;PL	N;FEM;PL
kameras	câmaras	kamera	câmara	N;PL	N;FEM;PL
veldslag	battle	veldslag	battle	N;SG	N;MASC;SG
veldslag	batalha	veldslag	batalha	N;SG	N;FEM;SG
tenks	tanques	tenks	tanque	N;PL	N;MASC;PL
tenks	cisternas	tenks	cisterna	N;PL	N;FEM;PL
voorkant	front	voorkant	front	N;SG	N;MASC;SG
voorkant	fachada	voorkant	fachada	N;SG	N;FEM;SG
