ben	本	ben	本		
vallások	宗教	vallás	宗教	N;NOM;PL	N
élőlény	機體	élőlény	機體	N;NOM;SG	N
konszenzus	共識	konszenzus	共識	N;NOM;SG	N
kapcsolatai	人脈	kapcsolat	人脈	N;NOM;PL	N
gombák	蘑菇	gomba	蘑菇	N;NOM;PL	N
gombák	真菌	gomba	真菌	N;NOM;PL	N
gombák	真菌	gomba	真菌	N;NOM;PL	N
ablakok	窗	ablak	窗	N;NOM;PL	N
reagál	回應	reagál	回應	V;INDF;IND;SG;3;PRS;FIN;ACT	V
évszázad	世紀	évszázad	世紀	N;NOM;SG	N
csomópont	節點	csomópont	節點	N;NOM;SG	N
kitörés	暴發	kitörés	暴發	N;NOM;SG	N
kitörés	火山	kitörés	火山	N;NOM;SG	N
esküvő	婚禮	esküvő	婚禮	N;NOM;SG	N
utcák	街道	utca	街道	N;NOM;PL	N
recept	藥方	recept	藥方	N;NOM;SG	N
recept	處方	recept	處方	N;NOM;SG	N
recept	食譜	recept	食譜	N;NOM;SG	N
társaságok	公司	társaság	公司	N;NOM;PL	N
kiadások	支出	kiadás	支出	N;NOM;PL	N
kiadások	支出	kiadás	支出	N;NOM;PL	N
kiadások	費用	kiadás	費用	N;NOM;PL	N
kiadások	開支	kiadás	開支	N;NOM;PL	N
kiadások	支出	kiadás	支出	N;NOM;PL	N
nyelvészet	語言	nyelvészet	語言	N;NOM;SG	N
divat	時裝	divat	時裝	N;NOM;SG	N
divat	時尚	divat	時尚	N;NOM;SG	N
összeg	金額	összeg	金額	N;NOM;SG	N
összeg	款額	összeg	款額	N;NOM;SG	N
összeg	數額	összeg	數額	N;NOM;SG	N
összeg	總和	összeg	總和	N;NOM;SG	N
távközlési	電訊	távközlési	電訊	N;NOM;SG	N
távközlési	電信	távközlési	電信	N;NOM;SG	N
távközlési	電訊	távközlési	電訊	N;NOM;SG	N
távközlési	電信	távközlési	電信	N;NOM;SG	N
távközlési	電訊	távközlési	電訊	N;NOM;SG	N
távközlési	電信	távközlési	電信	N;NOM;SG	N
kocsik	車	kocsik	車	N;NOM;PL	N
kocsik	汽車	kocsik	汽車	N;NOM;PL	N
felújítás	整修	felújítás	整修	N;NOM;SG	N
felújítás	整修	felújítás	整修	N;NOM;SG	N
felújítás	翻新	felújítás	翻新	N;NOM;SG	N
felújítás	裝修	felújítás	裝修	N;NOM;SG	N
felújítás	整修	felújítás	整修	N;NOM;SG	N
felújítás	翻新	felújítás	翻新	N;NOM;SG	N
működés	手術	működés	手術	N;NOM;SG	N
működés	行動	működés	行動	N;NOM;SG	N
istennő	女神	istennő	女神	N;NOM;SG	N
hidak	橋	híd	橋	N;NOM;PL	N
kultúrák	文化	kultúra	文化	N;NOM;PL	N
vívás	擊劍	vívás	擊劍	N;NOM;SG	N
vívás	劍術	vívás	劍術	N;NOM;SG	N
kimondottan	具體	kimond	具體	ADJ;FRML;SG	ADJ
kolostorban	寺院	kolostor	寺院	N;IN+ESS;SG	N
kerék	輪	kerék	輪	N;NOM;SG	N
kerék	車輪	kerék	車輪	N;NOM;SG	N
kerék	輪	kerék	輪	N;NOM;SG	N
kerék	車輪	kerék	車輪	N;NOM;SG	N
emelet	下限	emelet	下限	N;NOM;SG	N
emelet	地板	emelet	地板	N;NOM;SG	N
kártya	紙牌	kártya	紙牌	N;NOM;SG	N
kártya	卡片	kártya	卡片	N;NOM;SG	N
kártya	牌	kártya	牌	N;NOM;SG	N
kártya	名片	kártya	名片	N;NOM;SG	N
kártya	紙牌	kártya	紙牌	N;NOM;SG	N
kártya	卡片	kártya	卡片	N;NOM;SG	N
tankönyv	課本	tankönyv	課本	N;NOM;SG	N
tankönyv	教科	tankönyv	教科	N;NOM;SG	N
kötés	針織	kötés	針織	N;NOM;SG	N
kötés	紗布	kötés	紗布	N;NOM;SG	N
kötés	繃帶	kötés	繃帶	N;NOM;SG	N
kötés	鍵	kötés	鍵	N;NOM;SG	N
kötés	債券	kötés	債券	N;NOM;SG	N
tulajdonság	地產	tulajdonság	地產	N;NOM;SG	N
tulajdonság	屬性	tulajdonság	屬性	N;NOM;SG	N
tulajdonság	財產	tulajdonság	財產	N;NOM;SG	N
tulajdonság	物業	tulajdonság	物業	N;NOM;SG	N
tulajdonság	屬性	tulajdonság	屬性	N;NOM;SG	N
légkör	氣氛	légkör	氣氛	N;NOM;SG	N
légkör	大氣	légkör	大氣	N;NOM;SG	N
légkör	大氣	légkör	大氣	N;NOM;SG	N
légkör	氛圍	légkör	氛圍	N;NOM;SG	N
légkör	大氣	légkör	大氣	N;NOM;SG	N
varázsló	巫師	varázsló	巫師	N;NOM;SG	N
varázsló	魔法	varázsló	魔法	N;NOM;SG	N
varázsló	魔法	varázsló	魔法	N;NOM;SG	N
varázsló	魔術	varázsló	魔術	N;NOM;SG	N
nyelveket	語言	nyelv	語言	N;ACC;PL	N
nyelveket	語文	nyelv	語文	N;ACC;PL	N
henger	缸	henger	缸	N;NOM;SG	N
fegyvereket	槍支	fegyver	槍支	N;ACC;PL	N
fegyvereket	槍械	fegyver	槍械	N;ACC;PL	N
vágy	願望	vágy	願望	N;NOM;SG	N
vágy	慾望	vágy	慾望	N;NOM;SG	N
vágy	慾望	vágy	慾望	N;NOM;SG	N
vágy	慾望	vágy	慾望	N;NOM;SG	N
vágy	情慾	vágy	情慾	N;NOM;SG	N
vágy	饞	vágy	饞	N;NOM;SG	N
cukor	糖果	cukor	糖果	N;NOM;SG	N
cukor	糖	cukor	糖	N;NOM;SG	N
cukor	食糖	cukor	食糖	N;NOM;SG	N
cukor	糖業	cukor	糖業	N;NOM;SG	N
cukor	糖	cukor	糖	N;NOM;SG	N
érvek	論證	érv	論證	N;NOM;PL	N
érvek	參數	érv	參數	N;NOM;PL	N
érvek	論點	érv	論點	N;NOM;PL	N
városokat	城市	város	城市	N;ACC;PL	N
komédia	喜劇	komédia	喜劇	N;NOM;SG	N
komédia	鬧劇	komédia	鬧劇	N;NOM;SG	N
csont	骨	csont	骨	N;NOM;SG	N
csont	骨骼	csont	骨骼	N;NOM;SG	N
csont	骨頭	csont	骨頭	N;NOM;SG	N
csont	骨	csont	骨	N;NOM;SG	N
csont	骨骼	csont	骨骼	N;NOM;SG	N
csont	骨頭	csont	骨頭	N;NOM;SG	N
csőre	喙	csőre	喙	N;NOM;SG	N
jegyzett	訂閱	jegyzett	訂閱	V;INDF;IND;SG;3;PST;FIN;ACT	V
jegyzett	引用	jegyzett	引用	V;INDF;IND;SG;3;PST;FIN;ACT	V
jegyzett	引述	jegyzett	引述	V;INDF;IND;SG;3;PST;FIN;ACT	V
egyezik	匹配	egyezik	匹配	V;INDF;IND;SG;3;PRS;FIN;ACT	V
egyezik	匹配	egyezik	匹配	V;INDF;IND;SG;3;PRS;FIN;ACT	V
egyezik	比對	egyezik	比對	V;INDF;IND;SG;3;PRS;FIN;ACT	V
algebra	代數	algeb	代數	N;NOM;SG	N
kínaiak	中文	kínai	中文	N;NOM;PL	N
megosztott	共用	megosztott	共用	V;INDF;IND;SG;3;PST;FIN;ACT	V
megosztott	共享	megosztott	共享	V;INDF;IND;SG;3;PST;FIN;ACT	V
megosztott	分享	megosztott	分享	V;INDF;IND;SG;3;PST;FIN;ACT	V
egyenlítői	赤道	egyenlítő	赤道	N;NOM;PL	N
napokban	日子	nap	日子	N;IN+ESS;PL	N
napokban	天數	nap	天數	N;IN+ESS;PL	N
munkahelyek	工作	munkahely	工作	N;NOM;PL	N
halottak	死	halott	死	N;NOM;PL	N
csatornák	頻道	csator	頻道	N;NOM;PL	N
csatornák	渠道	csator	渠道	N;NOM;PL	N
csatornák	運河	csator	運河	N;NOM;PL	N
költség	費用	költség	費用	N;NOM;SG	N
költség	成本	költség	成本	N;NOM;SG	N
költség	費用	költség	費用	N;NOM;SG	N
költség	成本	költség	成本	N;NOM;SG	N
részleteket	細節	részlet	細節	N;ACC;PL	N
részleteket	詳情	részlet	詳情	N;ACC;PL	N
macskák	貓	macska	貓	N;NOM;PL	N
hús	肉	hús	肉	N;NOM;SG	N
hús	肉類	hús	肉類	N;NOM;SG	N
hús	血肉	hús	血肉	N;NOM;SG	N
hús	肉體	hús	肉體	N;NOM;SG	N
logó	標誌	logó	標誌	N;NOM;SG	N
logó	標識	logó	標識	N;NOM;SG	N
katalógus	編目	katalógus	編目	N;NOM;SG	N
nyelvtan	文法	nyelvtan	文法	N;NOM;SG	N
nyelvtan	語法	nyelvtan	語法	N;NOM;SG	N
feladatai	任務	feladat	任務	N;NOM;PL	N
feladatai	職責	feladat	職責	N;NOM;PL	N
súlyemelés	舉重	súlyemelés	舉重	N;NOM;SG	N
légió	軍團	légió	軍團	N;NOM;SG	N
gyalogság	步兵	gyalogság	步兵	N;NOM;SG	N
értelmezni	詮釋	értelmez	詮釋	V;NFIN;ACT	V
fajták	品種	fajta	品種	N;NOM;PL	N
fajták	品種	fajta	品種	N;NOM;PL	N
biztonság	安全	biztonság	安全	N;NOM;SG	N
struktúra	結構	struktúra	結構	N;NOM;SG	N
kén	硫磺	kén	硫磺	N;NOM;SG	N
kén	硫	kén	硫	N;NOM;SG	N
kén	硫磺	kén	硫磺	N;NOM;SG	N
kén	硫	kén	硫	N;NOM;SG	N
törvényeket	法律	törvény	法律	N;ACC;PL	N
kölcsön	借款	kölcsön	借款	N;NOM;SG	N
kölcsön	貸款	kölcsön	貸款	N;NOM;SG	N
kölcsön	借款	kölcsön	借款	N;NOM;SG	N
kölcsön	貸款	kölcsön	貸款	N;NOM;SG	N
kölcsön	借貸	kölcsön	借貸	N;NOM;SG	N
kölcsön	借款	kölcsön	借款	N;NOM;SG	N
kölcsön	借貸	kölcsön	借貸	N;NOM;SG	N
kezdeményezés	倡議	kezdeményezés	倡議	N;NOM;SG	N
régiók	區域	régió	區域	N;NOM;PL	N
régiók	區域	régió	區域	N;NOM;PL	N
módosult	修改	módosul	修改	V;INDF;IND;SG;3;PST;FIN;ACT	V
riporter	記者	riporter	記者	N;NOM;SG	N
esély	機會	esély	機會	N;NOM;SG	N
ünnepség	儀式	ünnepség	儀式	N;NOM;SG	N
ünnepség	慶典	ünnepség	慶典	N;NOM;SG	N
állampolgár	市民	állampolgár	市民	N;NOM;SG	N
állampolgár	公民	állampolgár	公民	N;NOM;SG	N
gomba	蘑菇	gomba	蘑菇	N;NOM;SG	N
gomba	真菌	gomba	真菌	N;NOM;SG	N
gomba	真菌	gomba	真菌	N;NOM;SG	N
gomba	蘑菇	gomba	蘑菇	N;NOM;SG	N
nyelveken	語言	nyelv	語言	N;ON+ESS;PL	N
nyelveken	語文	nyelv	語文	N;ON+ESS;PL	N
szándéka	意圖	szándék	意圖	N;NOM;SG	N
szándéka	意向	szándék	意向	N;NOM;SG	N
szándéka	意圖	szándék	意圖	N;NOM;SG	N
szándéka	意向	szándék	意向	N;NOM;SG	N
memorial	紀念	memorial	紀念	N;NOM;SG	N
leveleket	信	levél	信	N;ACC;PL	N
leveleket	字母	levél	字母	N;ACC;PL	N
leveleket	信件	levél	信件	N;ACC;PL	N
beavatkozás	干擾	beavatkozás	干擾	N;NOM;SG	N
technikák	技術	technika	技術	N;NOM;PL	N
színésznők	女	színészonő	女	N;NOM;PL	N
átjáró	門戶	átjáró	門戶	N;NOM;SG	N
átjáró	門戶	átjáró	門戶	N;NOM;SG	N
átjáró	通道	átjáró	通道	N;NOM;SG	N
bolygók	行星	bolygó	行星	N;NOM;PL	N
rétegek	層層	réteg	層層	N;NOM;PL	N
rétegek	層	réteg	層	N;NOM;PL	N
rétegek	各層	réteg	各層	N;NOM;PL	N
rétegek	層次	réteg	層次	N;NOM;PL	N
rétegek	階層	réteg	階層	N;NOM;PL	N
rétegek	地層	réteg	地層	N;NOM;PL	N
álma	夢	álma	夢	N;NOM;SG	N
álma	夢境	álma	夢境	N;NOM;SG	N
álma	夢想	álma	夢想	N;NOM;SG	N
postás	郵差	postás	郵差	N;NOM;SG	N
postás	郵差	postás	郵差	N;NOM;SG	N
romantika	浪漫	romantika	浪漫	N;NOM;SG	N
elektron	電子	elektron	電子	N;NOM;SG	N
konferencián	會議	konferencia	會議	N;ON+ESS;SG	N
telek	陸地	tél	陸地	N;NOM;SG	N
telek	土地	tél	土地	N;NOM;SG	N
sűrűsége	密度	sűrűség	密度	N;NOM;SG	N
lejárt	過期	lejárt	過期	V;INDF;IND;SG;3;PST;FIN;ACT	V
verset	詩	vers	詩	N;ACC;SG	N
vezetni	開車	vezet	開車	V;NFIN;ACT	V
vezetni	駕駛	vezet	駕駛	V;NFIN;ACT	V
felhasználás	消費	felhasználás	消費	N;NOM;SG	N
paradicsom	番	paradicsom	番	N;NOM;SG	N
paradicsom	西紅	paradicsom	西紅	N;NOM;SG	N
paradicsom	蕃	paradicsom	蕃	N;NOM;SG	N
paradicsom	番	paradicsom	番	N;NOM;SG	N
paradicsom	西紅	paradicsom	西紅	N;NOM;SG	N
paradicsom	蕃	paradicsom	蕃	N;NOM;SG	N
paradicsom	天堂	paradicsom	天堂	N;NOM;SG	N
paradicsom	樂園	paradicsom	樂園	N;NOM;SG	N
álláspont	職位	álláspont	職位	N;NOM;SG	N
álláspont	位置	álláspont	位置	N;NOM;SG	N
álláspont	立場	álláspont	立場	N;NOM;SG	N
házigazda	主機	házigazda	主機	N;NOM;SG	N
faktor	因子	faktor	因子	N;NOM;SG	N
faktor	因數	faktor	因數	N;NOM;SG	N
hektáros	英畝	hektáros	英畝	N;NOM;SG	N
oszlopok	支柱	oszlop	支柱	N;NOM;PL	N
oszlopok	界	oszlop	界	N;NOM;PL	N
oszlopok	欄	oszlop	欄	N;NOM;PL	N
küld	送出	küld	送出	V;INDF;IND;SG;3;PRS;FIN;ACT	V
lakók	居民	lakó	居民	N;NOM;PL	N
lakók	租戶	lakó	租戶	N;NOM;PL	N
lakók	房客	lakó	房客	N;NOM;PL	N
lakók	住戶	lakó	住戶	N;NOM;PL	N
republikánus	共和	republikánus	共和	N;NOM;SG	N
rosszindulatú	濫用	rosszindulatú	濫用	N;NOM;SG	N
rosszindulatú	辱	rosszindulatú	辱	N;NOM;SG	N
rosszindulatú	惡意	rosszindulatú	惡意	N;NOM;SG	N
rosszindulatú	惡性	rosszindulatú	惡性	N;NOM;SG	N
tehetségét	人	tehetség	人	N;ACC;SG	N
járvány	暴發	járvány	暴發	N;NOM;SG	N
járvány	鼠疫	járvány	鼠疫	N;NOM;SG	N
járvány	瘟疫	járvány	瘟疫	N;NOM;SG	N
hónapok	月	hónap	月	N;NOM;PL	N
hónapok	月份	hónap	月份	N;NOM;PL	N
gázok	氣體	gáz	氣體	N;NOM;PL	N
halászat	漁業	halász	漁業	N;NOM;SG	N
halászat	漁業	halász	漁業	N;NOM;SG	N
halászat	釣魚	halász	釣魚	N;NOM;SG	N
halászat	漁業	halász	漁業	N;NOM;SG	N
évkönyv	年	évkönyv	年	N;NOM;SG	N
oxid	氧化物	oxid	氧化物	N;NOM;SG	N
kliens	客戶	kliens	客戶	N;NOM;SG	N
módosítani	變更	módosít	變更	V;NFIN;ACT	V
módosítani	修改	módosít	修改	V;NFIN;ACT	V
koalíció	聯盟	koalíció	聯盟	N;NOM;SG	N
koalíció	聯軍	koalíció	聯軍	N;NOM;SG	N
szex	性別	szex	性別	N;NOM;SG	N
szex	性	szex	性	N;NOM;SG	N
szex	性	szex	性	N;NOM;SG	N
szex	性	szex	性	N;NOM;SG	N
nagyobbak	較	nagy	較	ADV	ADV
nagyobbak	較	nagy	較	ADV	ADV
utazók	旅客	utazó	旅客	N;NOM;PL	N
kőolaj	油	kőolaj	油	N;NOM;SG	N
kőolaj	石油	kőolaj	石油	N;NOM;SG	N
kőolaj	機油	kőolaj	機油	N;NOM;SG	N
kőolaj	石油	kőolaj	石油	N;NOM;SG	N
hálózatok	網路	hálózat	網路	N;NOM;PL	N
krónikus	慢性	krónikus	慢性	N;NOM;SG	N
rajza	繪圖	rajza	繪圖	N;NOM;SG	N
rajza	圖畫	rajza	圖畫	N;NOM;SG	N
rajza	繪畫	rajza	繪畫	N;NOM;SG	N
utasítások	指令	utasítás	指令	N;NOM;PL	N
hasi	腹壁	hasi	腹壁	N;NOM;SG	N
hasi	腹	hasi	腹	N;NOM;SG	N
lábai	腿	láb	腿	N;NOM;PL	N
nyíló	綻放	nyíló	綻放		
kritikát	批判	kritika	批判	N;ACC;SG	N
kritikát	批判	kritika	批判	N;ACC;SG	N
kenyér	麵	kenyér	麵	N;NOM;SG	N
sütő	爐	sütő	爐	N;NOM;SG	N
sütő	火爐	sütő	火爐	N;NOM;SG	N
sütő	灶	sütő	灶	N;NOM;SG	N
sütő	爐	sütő	爐	N;NOM;SG	N
sütő	烤爐	sütő	烤爐	N;NOM;SG	N
sütő	烤箱	sütő	烤箱	N;NOM;SG	N
démon	妖	démon	妖	N;NOM;SG	N
zavarok	擾動	zavarok	擾動	N;NOM;PL	N
lábát	腿	lába	腿	N;ACC;SG	N
lábát	腿	lába	腿	N;ACC;SG	N
folytatás	履歷	folytatás	履歷	N;NOM;SG	N
folytatás	簡歷	folytatás	簡歷	N;NOM;SG	N
folytatás	續集	folytatás	續集	N;NOM;SG	N
célokat	目標	cél	目標	N;ACC;PL	N
végrehajtani	執行	végrehajt	執行	V;NFIN;ACT	V
villamosok	電車	villamos	電車	N;NOM;PL	N
tárgyalás	審訊	tárgyalás	審訊	N;NOM;SG	N
tárgyalás	審判	tárgyalás	審判	N;NOM;SG	N
lemond	辭職	lemond	辭職	V;INDF;IND;SG;3;PRS;FIN;ACT	V
optimális	最佳	optimális	最佳	ADJ;NOM;SG	ADJ
optimális	最佳	optimális	最佳	ADJ;NOM;SG	ADJ
intézkedések	措施	intézkedés	措施	N;NOM;PL	N
intézkedések	行動	intézkedés	行動	N;NOM;PL	N
konfliktusok	衝突	konfliktus	衝突	N;NOM;PL	N
konfliktusok	衝突	konfliktus	衝突	N;NOM;PL	N
szörny	妖怪	szörny	妖怪	N;NOM;SG	N
szörny	怪物	szörny	怪物	N;NOM;SG	N
fehérje	蛋白質	fehér	蛋白質	N;NOM;SG	N
fehérje	蛋白	fehér	蛋白	N;NOM;SG	N
fehérje	蛋白質	fehér	蛋白質	N;NOM;SG	N
fehérje	蛋白	fehér	蛋白	N;NOM;SG	N
eltérések	差異	eltérés	差異	N;NOM;PL	N
eltérések	偏差	eltérés	偏差	N;NOM;PL	N
eltérések	差異	eltérés	差異	N;NOM;PL	N
eltérések	差額	eltérés	差額	N;NOM;PL	N
eltérések	分歧	eltérés	分歧	N;NOM;PL	N
vitákat	辯論	vita	辯論	N;ACC;PL	N
könyvtárak	圖書	könyvta	圖書	N;NOM;PL	N
ókor	古物	ókor	古物	N;NOM;SG	N
részecske	顆	részecske	顆	N;NOM;SG	N
részecske	粒子	részecske	粒子	N;NOM;SG	N
részecske	微粒	részecske	微粒	N;NOM;SG	N
részecske	顆	részecske	顆	N;NOM;SG	N
részecske	粒子	részecske	粒子	N;NOM;SG	N
részecske	微粒	részecske	微粒	N;NOM;SG	N
molekula	分子	molekula	分子	N;NOM;SG	N
molekula	分子	molekula	分子	N;NOM;SG	N
elegáns	高雅	elegáns	高雅	ADJ;NOM;SG	ADJ
elegáns	別緻	elegáns	別緻	ADJ;NOM;SG	ADJ
intelligencia	智慧	intelligencia	智慧	N;NOM;SG	N
intelligencia	情報	intelligencia	情報	N;NOM;SG	N
intelligencia	智力	intelligencia	智力	N;NOM;SG	N
fogak	牙	fog	牙	N;NOM;PL	N
fogak	牙齒	fog	牙齒	N;NOM;PL	N
vizsgálati	測試	vizsgálati	測試	N;NOM;SG	N
vizsgálati	試驗	vizsgálati	試驗	N;NOM;SG	N
vizsgálati	測驗	vizsgálati	測驗	N;NOM;SG	N
vizsgálati	測試	vizsgálati	測試	N;NOM;SG	N
vizsgálati	測驗	vizsgálati	測驗	N;NOM;SG	N
vizsgálati	檢驗	vizsgálati	檢驗	N;NOM;SG	N
vizsgálati	試驗	vizsgálati	試驗	N;NOM;SG	N
éghajlati	氣候	éghajlati	氣候	N;NOM;SG	N
rákok	蟹	rák	蟹	N;NOM;PL	N
rákok	螃蟹	rák	螃蟹	N;NOM;PL	N
rákok	甲殼	rák	甲殼	N;NOM;PL	N
rákok	蝦	rák	蝦	N;NOM;PL	N
képregények	漫畫	képregény	漫畫	N;NOM;PL	N
fertőzött	感染	fertőz	感染	V;INDF;IND;SG;3;PST;FIN;ACT	V
mondatok	片語	mondat	片語	N;NOM;PL	N
mondatok	句子	mondat	句子	N;NOM;PL	N
mondatok	刑期	mondat	刑期	N;NOM;PL	N
kertek	花園	ker	花園	N;NOM;PL	N
molekulák	分子	molekula	分子	N;NOM;PL	N
csillagászat	天文	csillagász	天文	N;NOM;SG	N
technológiák	技術	technológia	技術	N;NOM;PL	N
lovasság	騎兵	lovasság	騎兵	N;NOM;SG	N
tölteni	花費	tölt	花費	V;NFIN;ACT	V
tőke	股權	tőke	股權	N;NOM;SG	N
tőke	股本	tőke	股本	N;NOM;SG	N
tőke	公平	tőke	公平	N;NOM;SG	N
tőke	資本	tőke	資本	N;NOM;SG	N
tőke	首都	tőke	首都	N;NOM;SG	N
méhek	蜜蜂	méhek	蜜蜂	N;NOM;PL	N
termés	農作	termés	農作	N;NOM;SG	N
termés	作物	termés	作物	N;NOM;SG	N
termés	豐收	termés	豐收	N;NOM;SG	N
termés	農作	termés	農作	N;NOM;SG	N
termés	作物	termés	作物	N;NOM;SG	N
kertben	園	kert	園	N;IN+ESS;SG	N
kertben	園林	kert	園林	N;IN+ESS;SG	N
kertben	花園	kert	花園	N;IN+ESS;SG	N
kertben	園藝	kert	園藝	N;IN+ESS;SG	N
fordulat	扭	fordulat	扭	N;NOM;SG	N
fordulat	扭曲	fordulat	扭曲	N;NOM;SG	N
akkumulátorok	電池	akkumulátor	電池	N;NOM;PL	N
jelzés	訊號	jelzés	訊號	N;NOM;SG	N
találkozás	會議	találkozás	會議	N;NOM;SG	N
találkozás	邂逅	találkozás	邂逅	N;NOM;SG	N
műszerek	儀器	műszer	儀器	N;NOM;PL	N
műszerek	樂器	műszer	樂器	N;NOM;PL	N
műszerek	文書	műszer	文書	N;NOM;PL	N
műszerek	儀器	műszer	儀器	N;NOM;PL	N
műszerek	儀表	műszer	儀表	N;NOM;PL	N
fogoly	俘虜	fogoly	俘虜	N;NOM;SG	N
fogoly	囚犯	fogoly	囚犯	N;NOM;SG	N
fogoly	犯人	fogoly	犯人	N;NOM;SG	N
fogoly	囚徒	fogoly	囚徒	N;NOM;SG	N
fogoly	俘虜	fogoly	俘虜	N;NOM;SG	N
hívők	信士	hívő	信士	N;NOM;PL	N
hívők	信徒	hívő	信徒	N;NOM;PL	N
programozás	程式	programozás	程式	N;NOM;SG	N
gondok	煩惱	gond	煩惱	N;NOM;PL	N
névmás	代詞	névmás	代詞	N;NOM;SG	N
zongorista	鋼琴	zongorista	鋼琴	N;NOM;SG	N
sötétség	黑暗	sötétség	黑暗	N;NOM;SG	N
festmények	油畫	festmény	油畫	N;NOM;PL	N
festmények	繪畫	festmény	繪畫	N;NOM;PL	N
tüzérség	大炮	tüzérség	大炮	N;NOM;SG	N
tüzérség	火炮	tüzérség	火炮	N;NOM;SG	N
tüzérség	炮兵	tüzérség	炮兵	N;NOM;SG	N
bűncselekmények	罪行	bűncselekmény	罪行	N;NOM;PL	N
bűncselekmények	犯罪	bűncselekmény	犯罪	N;NOM;PL	N
bűncselekmények	犯罪	bűncselekmény	犯罪	N;NOM;PL	N
térképek	地圖	térkép	地圖	N;NOM;PL	N
térképek	圖表	térkép	圖表	N;NOM;PL	N
lőszer	彈藥	lőszer	彈藥	N;NOM;SG	N
jelentések	報告	jelentés	報告	N;NOM;PL	N
jelentések	報告	jelentés	報告	N;NOM;PL	N
zászlók	橫幅	zászló	橫幅	N;NOM;PL	N
zászlók	旗幟	zászló	旗幟	N;NOM;PL	N
zászlók	旗	zászló	旗	N;NOM;PL	N
zászlók	旗子	zászló	旗子	N;NOM;PL	N
értelmezés	口譯	értelmezés	口譯	N;NOM;SG	N
érme	硬幣	érer	硬幣	N;NOM;SG	N
érme	錢幣	érer	錢幣	N;NOM;SG	N
érme	硬幣	érer	硬幣	N;NOM;SG	N
érme	錢幣	érer	錢幣	N;NOM;SG	N
szabályzat	規則	szabályzat	規則	N;NOM;SG	N
szabályzat	細則	szabályzat	細則	N;NOM;SG	N
szabályzat	條例	szabályzat	條例	N;NOM;SG	N
szabályzat	政策	szabályzat	政策	N;NOM;SG	N
fájlok	文件	fájl	文件	N;NOM;PL	N
fájlok	檔案	fájl	檔案	N;NOM;PL	N
harag	怒	harag	怒	N;NOM;SG	N
harag	怒	harag	怒	N;NOM;SG	N
harag	怒	harag	怒	N;NOM;SG	N
harag	怒	harag	怒	N;NOM;SG	N
harag	怒	harag	怒	N;NOM;SG	N
feliratok	字幕	fel+irat	字幕	N;NOM;PL	N
hullámok	海浪	hullám	海浪	N;NOM;PL	N
hullámok	波浪	hullám	波浪	N;NOM;PL	N
romlott	變質	romlik	變質	V;INDF;IND;SG;3;PST;FIN;ACT	V
elvek	原則	elvek	原則	N;NOM;PL	N
tengerpart	海邊	tengerpart	海邊	N;NOM;SG	N
tengerpart	沙灘	tengerpart	沙灘	N;NOM;SG	N
tengerpart	海灘	tengerpart	海灘	N;NOM;SG	N
tengerpart	沙灘	tengerpart	沙灘	N;NOM;SG	N
tengerpart	海灘	tengerpart	海灘	N;NOM;SG	N
tengerpart	沿海	tengerpart	沿海	N;NOM;SG	N
tengerpart	沿岸	tengerpart	沿岸	N;NOM;SG	N
tengerpart	海岸	tengerpart	海岸	N;NOM;SG	N
tengerpart	海岸	tengerpart	海岸	N;NOM;SG	N
műszer	儀器	műszer	儀器	N;NOM;SG	N
műszer	樂器	műszer	樂器	N;NOM;SG	N
műszer	文書	műszer	文書	N;NOM;SG	N
műszer	儀器	műszer	儀器	N;NOM;SG	N
műszer	器械	műszer	器械	N;NOM;SG	N
izom	肌肉	izom	肌肉	N;NOM;SG	N
izom	肌	izom	肌	N;NOM;SG	N
izom	肌肉	izom	肌肉	N;NOM;SG	N
párbeszéd	對話	párbeszéd	對話	N;NOM;SG	N
fázis	階段	fázis	階段	N;NOM;SG	N
kiegészítés	輔助	kiegészítés	輔助	N;NOM;SG	N
címeket	頭銜	cím	頭銜	N;ACC;PL	N
címeket	職銜	cím	職銜	N;ACC;PL	N
címeket	標題	cím	標題	N;ACC;PL	N
elme	頭腦	elem	頭腦	N;NOM;SG	N
elme	心靈	elem	心靈	N;NOM;SG	N
dinoszaurusz	恐龍	dinoszaurusz	恐龍	N;NOM;SG	N
teljesíteni	履行	teljesít	履行	V;NFIN;ACT	V
gyümölcsök	果實	gyümölcs	果實	N;NOM;PL	N
gyümölcsök	水果	gyümölcs	水果	N;NOM;PL	N
gyümölcsök	果	gyümölcs	果	N;NOM;PL	N
gyümölcsök	果實	gyümölcs	果實	N;NOM;PL	N
gyümölcsök	水果	gyümölcs	水果	N;NOM;PL	N
gyárban	廠	gyár	廠	N;IN+ESS;SG	N
gyárban	工廠	gyár	工廠	N;IN+ESS;SG	N
szigetcsoport	群島	szigetcsoport	群島	N;NOM;SG	N
feleségek	主婦	fel+eség	主婦	N;NOM;PL	N
olvasott	讀	olvasot	讀	V;INDF;IND;SG;3;PST;FIN;ACT	V
olvasott	讀取	olvasot	讀取	V;INDF;IND;SG;3;PST;FIN;ACT	V
napokon	日子	nap	日子	N;ON+ESS;PL	N
napokon	天數	nap	天數	N;ON+ESS;PL	N
nagyok	大型	nagy	大型	N;NOM;PL	N
repül	飛行	repül	飛行	V;INDF;IND;SG;3;PRS;FIN;ACT	V
érzelmek	情感	érzelem	情感	N;NOM;PL	N
érzelmek	感情	érzelem	感情	N;NOM;PL	N
