קטגוריה	catégorie	קטגוריה	catégorie	N;FEM;SG	N;FEM;SG
להשמיד	détruisez	השמיד	détruire	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
להשמיד	anéantir	השמיד	anéantir	V;NFIN;ACT	V;NFIN
להשמיד	détruire	השמיד	détruire	V;NFIN;ACT	V;NFIN
להשמיד	exterminer	השמיד	exterminer	V;NFIN;ACT	V;NFIN
שותפים	partenaires	שותף	partenaire	N;MASC;PL	N;MASC;PL
שותפים	colocs	שותף	colocs	N;MASC;PL	N;MASC;PL
שותפים	colocataires	שותף	colocataire	N;MASC;PL	N;MASC;PL
משחקת	jouer	משחקה	jouer	V;FEM;SG;V.PTCP;ACT	V;NFIN
משחקת	jouant	משחקה	jouer	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
הליכה	marche	הליכה	marche	N;FEM;SG	N;FEM;SG
הליכה	faune	הליכה	faune	N;FEM;SG	N;FEM;SG
הליכה	marche	הליכה	marche	N;FEM;SG	N;FEM;SG
הליכה	promenade	הליכה	promenade	N;FEM;SG	N;FEM;SG
הליכה	balade	הליכה	balade	N;FEM;SG	N;FEM;SG
חימוש	armement	חימוש	armement	N;MASC;SG	N;MASC;SG
חימוש	armement	חימוש	armement	N;MASC;SG	N;MASC;SG
ממד	dimension	ממד	dimension	N;MASC;SG	N;FEM;SG
מביאה	apportant	הביא	apporter	V;FEM;SG;V.PTCP;ACT	V;PRS;V.PTCP
איטי	lent	איטי	lent	ADJ;MASC;SG	ADJ;MASC;SG
איטי	lente	איטי	lent	ADJ;MASC;SG	ADJ;FEM;SG
תלבושת	costume	תלבושת	costume	N;FEM;SG	N;MASC;SG
תלבושת	déguisement	תלבושת	déguisement	N;FEM;SG	N;MASC;SG
תסריט	scénario	תסריט	scénario	N;MASC;SG	N;MASC;SG
תסריט	scénario	תסריט	scénario	N;MASC;SG	N;MASC;SG
תסריט	script	תסריט	script	N;MASC;SG	N;MASC;SG
מתמטיקאי	mathématicien	מתמטיקני	mathématicien	N;MASC;SG	N;MASC;SG
בקרה	contrôle	בקרה	contrôle	N;FEM;SG	N;MASC;SG
פוגע	blessant	פגע	blessant	V;V.PTCP	V;PRS;V.PTCP
נפשות	âmes	נפש	âme	N;FEM;PL	N;FEM;PL
אלכוהול	alcool	אלכוהול	alcool	N;MASC;SG	N;MASC;SG
סידור	arrangement	סידור	arrangement	N;MASC;SG	N;MASC;SG
וילה	villa	וילה	villa	N;FEM;SG	N;FEM;SG
תיירים	touristes	תייר	touriste	N;MASC;PL	N;MASC;PL
בטיחות	sûreté	בטיחות	sûreté	N;FEM;SG	N;FEM;SG
בטיחות	sécurité	בטיחות	sécurité	N;FEM;SG	N;FEM;SG
בטיחות	securite	בטיחות	securite	N;FEM;SG	N;FEM;SG
עיקרון	principe	עיקרון	principe	N;MASC;SG	N;MASC;SG
מחליף	remplaçant	החליף	remplacer	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
לחלופין	alternativement	לחלופין	alternativement	ADV	ADV
כבישים	routes	כביש	route	N;MASC;PL	N;FEM;PL
כבישים	chemins	כביש	chemin	N;MASC;PL	N;MASC;PL
ביטויים	phrases	ביטוי	phrase	N;MASC;PL	N;FEM;PL
ביטויים	expressions	ביטוי	expression	N;MASC;PL	N;FEM;PL
ביטויים	expressions	ביטוי	expression	N;MASC;PL	N;FEM;PL
בניינים	bâtiments	בניין	bâtiment	N;MASC;PL	N;MASC;PL
בניינים	immeubles	בניין	immeuble	N;MASC;PL	N;MASC;PL
בניינים	édifices	בניין	édifice	N;MASC;PL	N;MASC;PL
תחתית	fond	תחתית	fond	N;FEM;SG	N;MASC;SG
עדיפות	priorité	עדיפות	priorité	N;FEM;SG	N;FEM;SG
עדיפות	préférence	עדיפות	préférence	N;FEM;SG	N;FEM;SG
גליל	cylindre	גליל	cylindre	N;MASC;SG	N;MASC;SG
גליל	bouteille	גליל	bouteille	N;MASC;SG	N;FEM;SG
גליל	vérin	גליל	vérin	N;MASC;SG	N;MASC;SG
גליל	rouleau	גליל	rouleau	N;MASC;SG	N;MASC;SG
התפלגות	répartition	התפלגות	répartition	N;FEM;SG	N;FEM;SG
התפלגות	distribution	התפלגות	distribution	N;FEM;SG	N;FEM;SG
עשור	décennie	עשור	décennie	N;MASC;SG	N;FEM;SG
לעורר	provoquer	עורר	provoquer	V;NFIN;ACT	V;NFIN
יקר	chère	יקר	cher	ADJ;MASC;SG	ADJ;FEM;SG
יקר	cher	יקר	cher	ADJ;MASC;SG	ADJ;MASC;SG
יקר	précieux	יקר	précieux	ADJ;MASC;SG	ADJ;MASC;SG
יקר	précieuse	יקר	précieux	ADJ;MASC;SG	ADJ;FEM;SG
יקר	coûteux	יקר	coûteux	ADJ;MASC;SG	ADJ;MASC;SG
רצועות	morceaux	רצועה	morceau	N;FEM;PL	N;MASC;PL
רצועות	chenilles	רצועה	chenille	N;FEM;PL	N;FEM;PL
רצועות	pistes	רצועה	piste	N;FEM;PL	N;FEM;PL
רצועות	sangles	רצועה	sangle	N;FEM;PL	N;FEM;PL
רצועות	courroies	רצועה	courroie	N;FEM;PL	N;FEM;PL
רצועות	lanières	רצועה	lanier	N;FEM;PL	N;FEM;PL
רצועות	bretelles	רצועה	bretelle	N;FEM;PL	N;FEM;PL
רצועות	bandes	רצועה	bande	N;FEM;PL	N;FEM;PL
תאגיד	corporation	תאגיד	corporation	N;MASC;SG	N;FEM;SG
משפיע	affectant	השפיע	affecter	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
בניה	construction	בניה	construction	N;FEM;SG	N;FEM;SG
כיתות	classes	כיתות	classe	N;FEM;PL	N;FEM;PL
בגדים	vêtements	בגד	vêtement	N;MASC;PL	N;MASC;PL
בגדים	vêtements	בגד	vêtement	N;MASC;PL	N;MASC;PL
חגיגות	festivités	חגיגה	festivité	N;FEM;PL	N;FEM;PL
חגיגות	célébrations	חגיגה	célébration	N;FEM;PL	N;FEM;PL
זמין	disponible	זמין	disponible	ADJ;MASC;SG	ADJ;MASC;SG
חלבון	protéine	חלבון	protéine	N;MASC;SG	N;FEM;SG
פנטזיה	fantasy	פנטזיה	fantasy	N;FEM;SG	N;MASC;SG
פנטזיה	fantasme	פנטזיה	fantasme	N;FEM;SG	N;MASC;SG
פנטזיה	fantaisie	פנטזיה	fantaisir	N;FEM;SG	N;FEM;SG
שריפה	feu	שריף	feu	N;FEM;SG	N;MASC;SG
שריפה	incendie	שריף	incendie	N;FEM;SG	N;MASC;SG
תלויים	dépendant	תלוי	dépendre	V;MASC;PL;V.PTCP;ACT	V;PRS;V.PTCP
תלויים	dépendre	תלוי	dépendre	V;MASC;PL;V.PTCP;ACT	V;NFIN
חזקות	forts	חזק	fort	ADJ;FEM;PL	ADJ;MASC;PL
יתרונות	avantages	יתרון	avantage	N;MASC;PL	N;MASC;PL
יתרונות	bénéfices	יתרון	bénéfice	N;MASC;PL	N;MASC;PL
יתרונות	prestations	יתרון	prestation	N;MASC;PL	N;FEM;PL
יתרונות	pros	יתרון	pros	N;MASC;PL	N;MASC;PL
יתרונות	avantages	יתרון	avantage	N;MASC;PL	N;MASC;PL
יתרונות	atouts	יתרון	atout	N;MASC;PL	N;MASC;PL
חומצות	acides	חומץ	acide	N;FEM;PL	N;MASC;PL
השערה	conjecture	השערה	conjecture	N;FEM;SG	N;FEM;SG
פלדה	acier	פלד	acier	N;FEM;SG	N;MASC;SG
הובס	vaincu	הובס	vaincre	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הובס	battu	הובס	battre	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הובס	vaincue	הובס	vaincre	V;MASC;SG;3;PST;PASS	V;FEM;SG;PST;V.PTCP
אמני	artistes	אמן	artiste	N;PSSD;MASC;PL	N;MASC;PL
ספג	absorbée	ספג	absorber	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
ספג	absorbé	ספג	absorber	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
חלש	faible	חלש	faible	ADJ;MASC;SG	ADJ;MASC;SG
תעודות	certificats	תעודה	certificat	N;FEM;PL	N;MASC;PL
ספריה	bibliothèque	ספריה	bibliothèque	N;FEM;SG	N;FEM;SG
ספריה	librairie	ספריה	librairie	N;FEM;SG	N;FEM;SG
עצמים	objets	עצם	objet	N;MASC;PL	N;MASC;PL
השפיע	influencé	השפיע	influencer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
השפיע	influencée	השפיע	influencer	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
השפיע	affectée	השפיע	affecter	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
השפיע	touchée	השפיע	toucher	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
השפיע	affecté	השפיע	affecter	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
השפיע	touché	השפיע	toucher	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
חסימה	blocage	חסימה	blocage	N;FEM;SG	N;MASC;SG
חסימה	bloc	חסימה	bloc	N;FEM;SG	N;MASC;SG
חסימה	blocage	חסימה	blocage	N;FEM;SG	N;MASC;SG
רעש	bruit	רעש	bruit	N;MASC;SG	N;MASC;SG
זכרונות	mémoires	זכרון	mémoire	N;MASC;PL	N;MASC;PL
זכרונות	souvenirs	זכרון	souvenir	N;MASC;PL	N;MASC;PL
המיקום	localisation	המיקום	localisation	N;MASC;SG	N;FEM;SG
המיקום	emplacement	המיקום	emplacement	N;MASC;SG	N;MASC;SG
המיקום	localité	המיקום	localité	N;MASC;SG	N;FEM;SG
המיקום	lieu	המיקום	lieu	N;MASC;SG	N;MASC;SG
תרבויות	cultures	תרבות	culture	N;FEM;PL	N;FEM;PL
תרבויות	civilisations	תרבות	civilisation	N;FEM;PL	N;FEM;PL
נלקחו	prises	נלקח	prendre	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
פרלמנט	parlement	פרלמנט	parlement	N;MASC;SG	N;MASC;SG
הובא	apporté	הובא	apporter	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
הובא	amené	הובא	amener	V;MASC;SG;3;PST;PASS	V;MASC;SG;PST;V.PTCP
לאשר	confirmez	אישר	confirmer	V;NFIN;ACT	V;IMP;PL;2;PRS;FIN
לאשר	confirmer	אישר	confirmer	V;NFIN;ACT	V;NFIN
לאשר	approuve	אישר	approuver	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לאשר	approuvent	אישר	approuver	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לאשר	approuver	אישר	approuver	V;NFIN;ACT	V;NFIN
אווירי	antenne	אווירי	antenne	N;MASC;SG	N;FEM;SG
סגירת	clôture	סגירה	clôture	N;PSSD;FEM;SG	N;FEM;SG
סגירת	fermeture	סגירה	fermeture	N;PSSD;FEM;SG	N;FEM;SG
חמישים	cinquante	חמישים	cinquante	NUM;SG	NUM
תעמולה	propagande	תעמולה	propagande	N;FEM;SG	N;FEM;SG
הרבייה	procréation	הרבייה	procréation	N;FEM;SG	N;FEM;SG
הרבייה	reproduction	הרבייה	reproduction	N;FEM;SG	N;FEM;SG
מערות	caves	מערה	cave	N;FEM;PL	N;FEM;PL
מערות	grottes	מערה	grotte	N;FEM;PL	N;FEM;PL
מערות	cavernes	מערה	caverne	N;FEM;PL	N;FEM;PL
מערות	cavernes	מערה	caverne	N;FEM;PL	N;FEM;PL
ריח	odeur	ריח	odeur	N;MASC;SG	N;FEM;SG
ריח	parfum	ריח	parfum	N;MASC;SG	N;MASC;SG
ריח	odeur	ריח	odeur	N;MASC;SG	N;FEM;SG
ריח	odeur	ריח	odeur	N;MASC;SG	N;FEM;SG
ריח	odorat	ריח	odorat	N;MASC;SG	N;MASC;SG
חשב	pensée	חשב	pensée	N;MASC;SG	N;FEM;SG
מוזיאונים	musées	מוזיאון	musée	N;MASC;PL	N;MASC;PL
מכוונת	intentionnel	מכוון	intentionnel	ADJ;FEM;SG	ADJ;MASC;SG
מכוונת	intentionnelle	מכוון	intentionnel	ADJ;FEM;SG	ADJ;FEM;SG
כבשה	mouton	כבש	mouton	N;FEM;SG	N;MASC;SG
ראויים	dignes	ראוי	digne	ADJ;MASC;PL	ADJ;MASC;PL
לבסס	établir	ביסס	établir	V;NFIN;ACT	V;NFIN
שרד	survécu	שרד	survivre	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
יוונים	grecs	יוון	grec	N;MASC;PL	N;MASC;PL
יוונים	grecs	יוון	grec	N;MASC;PL	N;MASC;PL
פרסומים	postes	פרסום	poste	N;MASC;PL	N;MASC;PL
פרסומים	poteaux	פרסום	poteau	N;MASC;PL	N;MASC;PL
פרסומים	publications	פרסום	publication	N;MASC;PL	N;FEM;PL
פרסומים	publications	פרסום	publication	N;MASC;PL	N;FEM;PL
שורשים	racines	שורש	racine	N;MASC;PL	N;FEM;PL
מתקדמת	avancé	התקדם	avancer	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
מתקדמת	perfectionné	התקדם	perfectionner	V;FEM;SG;V.PTCP	V;MASC;SG;PST;V.PTCP
חוב	endettement	חוב	endettement	N;MASC;SG	N;MASC;SG
חוב	dette	חוב	dette	N;MASC;SG	N;FEM;SG
סגורה	clos	סגור	clore	ADJ;FEM;SG	ADJ;MASC;SG
מפעלים	usines	מפעל	usine	N;MASC;PL	N;FEM;PL
המוכרים	sellers	המוכר	seller	N;MASC;PL	N;MASC;PL
המוכרים	vendeurs	המוכר	vendeur	N;MASC;PL	N;MASC;PL
יוצרו	fabriqués	הוצר	fabriquer	V;PL;3;PST;PASS	V;MASC;PL;PST;V.PTCP
תומכת	soutenir	תמך	soutenir	V;FEM;SG;V.PTCP;ACT	V;NFIN
לגדול	grandir	גדל	grandir	V;NFIN;ACT	V;NFIN
לגדול	croître	גדל	croître	V;NFIN;ACT	V;NFIN
לגדול	pousser	גדל	pousser	V;NFIN;ACT	V;NFIN
מחר	demain	מחר	demain	ADV	ADV
עצמאיים	indépendantes	עצמאי	indépendant	ADJ;MASC;PL	ADJ;FEM;PL
עצמאיים	indépendants	עצמאי	indépendant	ADJ;MASC;PL	ADJ;MASC;PL
ההכרזה	annonce	ההכרזה	annonce	N;FEM;SG	N;FEM;SG
פציעה	préjudice	פציעה	préjudice	N;FEM;SG	N;MASC;SG
פציעה	blessure	פציעה	blessure	N;FEM;SG	N;FEM;SG
פציעה	lésion	פציעה	lésion	N;FEM;SG	N;FEM;SG
אחורי	postérieure	אחורי	postérieur	ADJ;MASC;SG	ADJ;FEM;SG
אחורי	postérieur	אחורי	postérieur	ADJ;MASC;SG	ADJ;MASC;SG
צירוף	combinaison	צירוף	combinaison	N;MASC;SG	N;FEM;SG
לצייר	dessine	צייר	dessiner	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לצייר	dessiner	צייר	dessiner	V;NFIN;ACT	V;NFIN
ישב	assise	ישב	asseoir	V;MASC;SG;3;PST	V;FEM;SG;PST;V.PTCP
ישב	assis	ישב	assis	V;MASC;SG;3;PST	V;MASC;SG;PST;V.PTCP
פשרה	compromis	פשרה	compromis	N;FEM;SG	N;MASC;SG
הזמין	ordonné	הזמין	ordonner	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הזמין	commandé	הזמין	commander	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הזמין	commandée	הזמין	commander	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הזמין	ordonnée	הזמין	ordonner	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
מפריע	interrompre	הפריע	interrompre	V;MASC;SG;V.PTCP;ACT	V;NFIN
מפריע	perturbant	הפריע	perturber	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
נאמנות	fidélité	נאמנות	fidélité	N;FEM;SG	N;FEM;SG
נאמנות	fidélisation	נאמנות	fidélisation	N;FEM;SG	N;FEM;SG
נאמנות	loyauté	נאמנות	loyauté	N;FEM;SG	N;FEM;SG
נאמנות	fidélité	נאמנות	fidélité	N;FEM;SG	N;FEM;SG
אחידה	uniforme	אחיד	uniforme	ADJ;FEM;SG	ADJ;MASC;SG
סל	basket	סל	basket	N;MASC;SG	N;MASC;SG
סל	panier	סל	panier	N;MASC;SG	N;MASC;SG
סל	corbeille	סל	corbeille	N;MASC;SG	N;FEM;SG
בידור	divertissement	בידור	divertissement	N;MASC;SG	N;MASC;SG
תיקו	cravate	תיקו	cravate	N;MASC;SG	N;FEM;SG
תיקו	tirage	תיקו	tirage	N;MASC;SG	N;MASC;SG
הספק	fournisseur	הספק	fournisseur	N;MASC;SG	N;MASC;SG
הספק	fournisseur	הספק	fournisseur	N;MASC;SG	N;MASC;SG
הספק	vendeur	הספק	vendeur	N;MASC;SG	N;MASC;SG
עלילה	complot	עלילה	complot	N;FEM;SG	N;MASC;SG
עלילה	parcelle	עלילה	parcelle	N;FEM;SG	N;FEM;SG
עלילה	récit	עלילה	récit	N;FEM;SG	N;MASC;SG
אימץ	embrassé	אימץ	embrasser	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
תצלום	photographie	תצלום	photographie	N;MASC;SG	N;FEM;SG
ארבעים	quarante	ארבעים	quarante	NUM;SG	NUM
מציינים	observés	ציין	observer	V;MASC;PL;V.PTCP;ACT	V;MASC;PL;PST;V.PTCP
מציינים	observées	ציין	observer	V;MASC;PL;V.PTCP;ACT	V;FEM;PL;PST;V.PTCP
התגלתה	découvert	התגלה	découvrir	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
התגלתה	déterré	התגלה	déterré	V;FEM;SG;3;PST	V;MASC;SG;PST;V.PTCP
הודה	avoué	הודה	avouer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הודה	confessé	הודה	confessé	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הודה	admise	הודה	admettre	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הודה	avoué	הודה	avouer	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
הודה	admis	הודה	admettre	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
שליח	messenger	שליח	messenger	N;MASC;SG	N;MASC;SG
שליח	messager	שליח	messager	N;MASC;SG	N;MASC;SG
שליח	coursier	שליח	coursier	N;MASC;SG	N;MASC;SG
כפרים	bourgs	כפר	bourg	N;MASC;PL	N;MASC;PL
כפרים	villages	כפר	village	N;MASC;PL	N;MASC;PL
ניסוח	formulation	ניסוח	formulation	N;MASC;SG	N;FEM;SG
ניסוח	rédaction	ניסוח	rédaction	N;MASC;SG	N;FEM;SG
מידות	mesures	מידה	mesure	N;FEM;PL	N;FEM;PL
מידות	dimensions	מידה	dimension	N;FEM;PL	N;FEM;PL
מידות	grandeurs	מידה	grandeur	N;FEM;PL	N;FEM;PL
מידות	tailles	מידה	taille	N;FEM;PL	N;FEM;PL
חבלה	sabotage	חבלה	sabotage	N;FEM;SG	N;MASC;SG
נהנה	appréciant	נהנה	apprécier	V;MASC;SG;V.PTCP;MID	V;PRS;V.PTCP
נהנה	profiter	נהנה	profiter	V;MASC;SG;V.PTCP;MID	V;NFIN
שוטר	flic	שוטר	flic	N;MASC;SG	N;MASC;SG
שוטר	policier	שוטר	policier	N;MASC;SG	N;MASC;SG
שוטר	officier	שוטר	officier	N;MASC;SG	N;MASC;SG
שוטר	gendarme	שוטר	gendarme	N;MASC;SG	N;MASC;SG
שוטר	policier	שוטר	policier	N;MASC;SG	N;MASC;SG
להתחרות	rivaliser	התחרה	rivaliser	V;NFIN	V;NFIN
להתחרות	concourir	התחרה	concourir	V;NFIN	V;NFIN
פרישה	retraite	פרישה	retraite	N;FEM;SG	N;FEM;SG
קלפים	cartes	קלף	carte	N;MASC;PL	N;FEM;PL
מניעה	prévention	מניעה	prévention	N;FEM;SG	N;FEM;SG
סוחרים	commerçants	סוחר	commerçant	N;MASC;PL	N;MASC;PL
סוחרים	négociants	סוחר	négociant	N;MASC;PL	N;MASC;PL
סוחרים	trafiquants	סוחר	trafiquant	N;MASC;PL	N;MASC;PL
סוחרים	commerçants	סוחר	commerçant	N;MASC;PL	N;MASC;PL
סוחרים	marchands	סוחר	marchand	N;MASC;PL	N;MASC;PL
סוחרים	concessionnaires	סוחר	concessionnaire	N;MASC;PL	N;MASC;PL
סוחרים	dealers	סוחר	dealer	N;MASC;PL	N;MASC;PL
סוחרים	distributeurs	סוחר	distributeur	N;MASC;PL	N;MASC;PL
סוחרים	vendeurs	סוחר	vendeur	N;MASC;PL	N;MASC;PL
סוחרים	revendeurs	סוחר	revendeur	N;MASC;PL	N;MASC;PL
גלגלים	roulettes	גלגל	roulette	N;MASC;PL	N;FEM;PL
גלגלים	roues	גלגל	roue	N;MASC;PL	N;FEM;PL
הבונים	castors	הבון	castor	N;MASC;PL	N;MASC;PL
אפליה	discrimination	אפליה	discrimination	N;FEM;SG	N;FEM;SG
הבטיח	promise	הבטיח	promettre	V;MASC;SG;3;PST;ACT	V;FEM;SG;PST;V.PTCP
הבטיח	promis	הבטיח	promettre	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
נהרסו	détruits	נהרס	détruire	V;PL;3;PST;MID	V;MASC;PL;PST;V.PTCP
נהרסו	détruites	נהרס	détruire	V;PL;3;PST;MID	V;FEM;PL;PST;V.PTCP
פקודה	commandement	פקודה	commandement	N;FEM;SG	N;MASC;SG
פקודה	commande	פקודה	commande	N;FEM;SG	N;FEM;SG
פקודה	ordre	פקודה	ordre	N;FEM;SG	N;MASC;SG
פקודה	commande	פקודה	commande	N;FEM;SG	N;FEM;SG
מוערך	apprécié	הוערך	apprécier	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוערך	estimée	הוערך	estimer	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
מוערך	estimé	הוערך	estimer	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוערך	apprécié	הוערך	apprécier	V;MASC;SG;V.PTCP;PASS	V;MASC;SG;PST;V.PTCP
מוערך	appréciée	הוערך	apprécier	V;MASC;SG;V.PTCP;PASS	V;FEM;SG;PST;V.PTCP
שמועות	rumeurs	שמועה	rumeur	N;FEM;PL	N;FEM;PL
שמועות	rumeurs	שמועה	rumeur	N;FEM;PL	N;FEM;PL
ממשלות	gouvernements	ממשלה	gouvernement	N;FEM;PL	N;MASC;PL
חשד	suspect	חשד	suspect	N;MASC;SG	N;MASC;SG
חשד	soupçon	חשד	soupçon	N;MASC;SG	N;MASC;SG
חשד	suspicion	חשד	suspicion	N;MASC;SG	N;FEM;SG
משיכה	attraction	משיכה	attraction	N;FEM;SG	N;FEM;SG
משיכה	attirance	משיכה	attirance	N;FEM;SG	N;FEM;SG
משיכה	attrait	משיכה	attrait	N;FEM;SG	N;MASC;SG
נגישות	accessibilité	נגישה	accessibilité	N;FEM;SG	N;FEM;SG
משוואות	équations	משוואה	équation	N;FEM;PL	N;FEM;PL
הפסיק	stoppé	הפסיק	stoppé	V;MASC;SG;3;PST;ACT	V;MASC;SG;PST;V.PTCP
גבעה	colline	גבעה	colline	N;FEM;SG	N;FEM;SG
דיווחים	rapports	דיווח	rapport	N;MASC;PL	N;MASC;PL
דיווחים	reportages	דיווח	reportage	N;MASC;PL	N;MASC;PL
מגמה	tendance	מגמה	tendance	N;FEM;SG	N;FEM;SG
מגמה	magma	מגמה	magma	N;FEM;SG	N;MASC;SG
להכריז	annoncent	הכריז	annoncer	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
להכריז	annoncer	הכריז	annoncer	V;NFIN;ACT	V;NFIN
מרגיש	sentir	הרגיש	sentir	V;MASC;SG;V.PTCP;ACT	V;NFIN
מרגיש	ressentir	הרגיש	ressentir	V;MASC;SG;V.PTCP;ACT	V;NFIN
דלת	porte	דלת	porte	N;FEM;SG	N;FEM;SG
חיזוק	renforcement	חיזוק	renforcement	N;MASC;SG	N;MASC;SG
חיזוק	armature	חיזוק	armature	N;MASC;SG	N;FEM;SG
חיזוק	renfort	חיזוק	renfort	N;MASC;SG	N;MASC;SG
חיזוק	renforcement	חיזוק	renforcement	N;MASC;SG	N;MASC;SG
מגדלים	tours	מגדל	tour	N;MASC;PL	N;MASC;PL
מגדלים	reproducteurs	מגדל	reproducteur	N;MASC;PL	N;MASC;PL
מגדלים	éleveurs	מגדל	éleveur	N;MASC;PL	N;MASC;PL
מיותרת	inutile	מיותר	inutile	ADJ;FEM;SG	ADJ;MASC;SG
מיותרת	superflu	מיותר	superflu	ADJ;FEM;SG	ADJ;MASC;SG
עשירים	riches	עשיר	riche	ADJ;MASC;PL	ADJ;MASC;PL
חמים	chaleureuses	חם	chaleureux	ADJ;MASC;PL	ADJ;FEM;PL
העדר	troupeau	העדר	troupeau	N;MASC;SG	N;MASC;SG
סולם	echelle	סולם	echelle	N;MASC;SG	N;FEM;SG
סולם	échelle	סולם	échelle	N;MASC;SG	N;FEM;SG
בגרות	maturité	בגרות	maturité	N;FEM;SG	N;FEM;SG
בגרות	échéance	בגרות	échéance	N;FEM;SG	N;FEM;SG
זרימה	flux	זרימה	flux	N;FEM;SG	N;MASC;SG
זרימה	débit	זרימה	débit	N;FEM;SG	N;MASC;SG
זרימה	écoulement	זרימה	écoulement	N;FEM;SG	N;MASC;SG
ליווי	accompagnement	ליווי	accompagnement	N;MASC;SG	N;MASC;SG
ליווי	escorte	ליווי	escorte	N;MASC;SG	N;FEM;SG
ליווי	accompagnateur	ליווי	accompagnateur	N;MASC;SG	N;MASC;SG
ליווי	escorte	ליווי	escorte	N;MASC;SG	N;FEM;SG
ליווי	escort	ליווי	escort	N;MASC;SG	N;FEM;SG
מודה	remercier	הודה	remercier	V;MASC;SG;V.PTCP;ACT	V;NFIN
מודה	remerciant	הודה	remercevoir	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מודה	reconnaissant	הודה	reconnaître	V;MASC;SG;V.PTCP;ACT	V;PRS;V.PTCP
מודה	admettre	הודה	admettre	V;MASC;SG;V.PTCP;ACT	V;NFIN
ריצה	jogging	ריצה	jogging	N;FEM;SG	N;MASC;SG
תוספות	garnitures	תוספת	garniture	N;FEM;PL	N;FEM;PL
תוספות	ajouts	תוספת	ajout	N;FEM;PL	N;MASC;PL
תוספות	additions	תוספת	addition	N;FEM;PL	N;FEM;PL
תוספות	figurants	תוספת	figurant	N;FEM;PL	N;MASC;PL
תוספות	extras	תוספת	extras	N;FEM;PL	N;MASC;PL
תוספות	suppléments	תוספת	supplément	N;FEM;PL	N;MASC;PL
תוספות	rallonges	תוספת	rallonge	N;FEM;PL	N;FEM;PL
תוספות	extensions	תוספת	extension	N;FEM;PL	N;FEM;PL
לחדור	pénètrent	חדר	pénétrer	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
לחדור	pénétrer	חדר	pénétrer	V;NFIN;ACT	V;NFIN
לחדור	pénètre	חדר	pénétrer	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
לחדור	infiltrer	חדר	infiltrer	V;NFIN;ACT	V;NFIN
לחדור	infiltre	חדר	infiltre	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
מסקנות	conclusions	מסקנה	conclusion	N;FEM;PL	N;FEM;PL
חתימה	signature	חתימה	signature	N;FEM;SG	N;FEM;SG
חתימה	autographe	חתימה	autographe	N;FEM;SG	N;MASC;SG
חתימה	signature	חתימה	signature	N;FEM;SG	N;FEM;SG
