categoría	категорія	categoría	категорія	N;FEM;SG	N;INAN;NOM;FEM;SG
violín	сопілка	violín	сопілка	N;MASC;SG	N;INAN;NOM;FEM;SG
carnaval	карнавал	carnaval	карнавал	N;MASC;SG	N;INAN;NOM;MASC;SG
seno	синус	seno	синутися	N;MASC;SG	N;INAN;NOM;MASC;SG
seno	затока	seno	затока	N;MASC;SG	N;INAN;NOM;FEM;SG
fort	форт	fort	форт	N;MASC	N;INAN;NOM;MASC;SG
playas	пляжі	playa	пляж	N;FEM;PL	N;INAN;NOM;MASC;PL
síntesis	резюме	síntesis	резюме	N;FEM	N;INAN;NOM;NEUT;SG
síntesis	зведення	síntesis	зведення	N;FEM	N;INAN;NOM;NEUT;SG
síntesis	підсумок	síntesis	підсумок	N;FEM	N;INAN;NOM;MASC;SG
síntesis	синтез	síntesis	синтез	N;FEM	N;INAN;NOM;MASC;SG
docente	викладач	docente	викладач	N;SG	N;ANIM;NOM;MASC;SG
docente	вчителю	docente	вчитель	N;SG	N;ANIM;DAT;FEM;SG
docente	вчитель	docente	вчитель	N;SG	N;ANIM;NOM;MASC;SG
docente	учитель	docente	учитель	N;SG	N;ANIM;NOM;MASC;SG
docente	вчителька	docente	вчителька	N;SG	N;ANIM;NOM;FEM;SG
way	спосіб	way	спосіб	N	N;INAN;NOM;MASC;SG
way	шлях	way	шлях	N	N;INAN;NOM;MASC;SG
aceptadas	прийняті	aceptado	прийнятий	ADJ;FEM;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
sacerdotes	священики	sacerdote	священик	N;MASC;PL	N;ANIM;NOM;MASC;PL
dirigentes	лідери	dirigente	лідер	N;PL	N;ANIM;NOM;MASC;PL
dirigentes	лідерів	dirigente	лідер	N;PL	N;ANIM;ACC;MASC;PL
shorts	шорти	short	шорт	N;MASC;PL	N;INAN;NOM;MASC;PL
evaluación	оцінка	evaluación	оцінка	N;FEM;SG	N;INAN;NOM;FEM;SG
evaluación	оцінювання	evaluación	оцінювання	N;FEM;SG	N;INAN;NOM;NEUT;SG
modos	шляхи	modos	шлях	N;MASC;PL	N;INAN;NOM;MASC;PL
modos	способи	modos	спосіб	N;MASC;PL	N;INAN;NOM;MASC;PL
modos	режими	modos	режим	N;MASC;PL	N;INAN;NOM;MASC;PL
inscripción	напис	inscripción	напис	N;FEM;SG	N;INAN;NOM;MASC;SG
inscripción	реєстрація	inscripción	реєстрація	N;FEM;SG	N;INAN;NOM;FEM;SG
inscripción	реєстрація	inscripción	реєстрація	N;FEM;SG	N;INAN;NOM;FEM;SG
descubrir	знайдіть	descubrir	знайти	V;NFIN	V;PFV;IMP;PL;2;FIN
enfoque	підхід	enfoque	підхід	N;MASC;SG	N;INAN;NOM;MASC;SG
enfoque	фокус	enfoque	фокус	N;MASC;SG	N;INAN;NOM;MASC;SG
enfoque	фокусування	enfoque	фокусування	N;MASC;SG	N;INAN;NOM;NEUT;SG
industrias	галузі	industria	галузь	N;FEM;PL	N;INAN;NOM;FEM;PL
industrias	індустрії	industria	індустрія	N;FEM;PL	N;INAN;NOM;FEM;PL
publicar	оприлюднити	publicar	оприлюднити	V;NFIN	V;PFV;NFIN
publicar	опублікувати	publicar	опублікувати	V;NFIN	V;PFV;NFIN
publicar	опублікувати	publicar	опублікувати	V;NFIN	V;PFV;NFIN
publicar	публікувати	publicar	публікувати	V;NFIN	V;IPFV;NFIN
judío	жид	judío	жид	N;MASC;SG	N;ANIM;NOM;MASC;SG
judío	жида	judío	жид	N;MASC;SG	N;ANIM;NOM;MASC;SG
judío	єврей	judío	єврей	N;MASC;SG	N;ANIM;NOM;MASC;SG
abadía	абатство	abadía	абатство	N;FEM;SG	N;INAN;NOM;NEUT;SG
crédito	кредит	crédito	кредит	N;MASC;SG	N;INAN;NOM;MASC;SG
llevando	несуть	llevar	нести	V;V.MSDR	V;IPFV;IND;PL;3;PRS;FIN
llevando	несе	llevar	несе	V;V.MSDR	V;IPFV;IND;SG;3;PRS;FIN
llevando	везти	llevar	везти	V;V.MSDR	V;IPFV;NFIN
queen	королева	quear	королевий	N;SG	N;ANIM;NOM;FEM;SG
queen	краля	quear	краля	N;SG	N;ANIM;NOM;FEM;SG
queen	цариця	quear	цариця	N;SG	N;ANIM;NOM;FEM;SG
visitante	гостю	visitante	гість	N;SG	N;ANIM;DAT;MASC;SG
visitante	гість	visitante	гість	N;SG	N;ANIM;NOM;MASC;SG
visitante	відвідувач	visitante	відвідувач	N;SG	N;ANIM;NOM;MASC;SG
operador	оператор	operador	оператор	N;MASC;SG	N;ANIM;NOM;MASC;SG
investigador	дослідник	investigador	дослідник	N;MASC;SG	N;ANIM;NOM;MASC;SG
negociaciones	перемовини	negociación	перемовина	N;FEM;PL	N;INAN;NOM;FEM;PL
inclinación	нахил	inclinación	нахила	N;FEM;SG	N;INAN;NOM;MASC;SG
físicas	фізичні	físico	фізичний	ADJ;FEM;PL	ADJ;NOM;PL
judía	єврейський	judío	єврейський	ADJ;FEM;SG	ADJ;NOM;MASC;SG
judía	єврейська	judío	єврейський	ADJ;FEM;SG	ADJ;NOM;FEM;SG
escritas	записані	escrito	записаний	ADJ;FEM;PL;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
amante	коханець	amante	коханець	N;SG	N;ANIM;NOM;MASC;SG
holanda	голландія	holanda	голландія	N;FEM;SG	N;INAN;NOM;FEM;SG
stadium	стадіон	stadium	стадіон	N;MASC;SG	N;INAN;NOM;MASC;SG
stadium	стедіум	stadium	стедія	N;MASC;SG	N;INAN;NOM;MASC;SG
arroz	рису	arroz	риса	N;MASC;SG	N;INAN;ACC;FEM;SG
dificultad	складності	dificultad	складність	N;FEM;SG	N;INAN;GEN;FEM;SG
dificultad	складність	dificultad	складність	N;FEM;SG	N;INAN;NOM;FEM;SG
secundario	вторинної	secundario	вторинний	ADJ;MASC;SG	ADJ;GEN;FEM;SG
hilo	гілка	hilo	гілка	N;MASC;SG	N;INAN;NOM;FEM;SG
operativo	оперативного	operativo	оперативний	ADJ;MASC;SG	ADJ;GEN;MASC;SG
operativo	оперативна	operativo	оперативний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
operativo	операційну	operativo	операційний	ADJ;MASC;SG	ADJ;ACC;FEM;SG
operativo	операційна	operativo	операційний	ADJ;MASC;SG	ADJ;NOM;FEM;SG
épocas	часи	época	час	N;FEM;PL	N;INAN;NOM;MASC;PL
propone	запропонувати	proponer	запропонувати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
extensa	масштабний	extenso	масштабний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
extensa	масштабна	extenso	масштабний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
dragón	дракон	dragón	дракон	N;MASC;SG	N;ANIM;NOM;MASC;SG
organizada	організований	organizado	організований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
organizada	організованого	organizado	організований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
organizada	організована	organizado	організований	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
armamento	зброя	armamento	зброя	N;MASC;SG	N;INAN;NOM;FEM;SG
armamento	зброю	armamento	зброя	N;MASC;SG	N;INAN;ACC;FEM;SG
armamento	зброєю	armamento	зброя	N;MASC;SG	N;INAN;INS;FEM;SG
profunda	глибока	profundo	глибока	ADJ;FEM;SG	ADJ;NOM;FEM;SG
profunda	глибокий	profundo	глибокий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
link	посиланням	link	посилання	N;MASC;SG	N;INAN;INS;NEUT;SG
link	лінк	link	лінк	N;MASC;SG	N;INAN;NOM;MASC;SG
recepción	прийом	recepción	прийом	N;FEM;SG	N;INAN;NOM;MASC;SG
parroquias	парафій	parroquia	парафія	N;FEM;PL	N;INAN;GEN;FEM;PL
igualdad	рівність	igualdad	рівність	N;FEM;SG	N;INAN;NOM;FEM;SG
conductor	драйвер	conductor	драйвер	N;MASC;SG	N;INAN;NOM;MASC;SG
conductor	водій	conductor	водій	N;MASC;SG	N;ANIM;NOM;MASC;SG
conductor	водія	conductor	водія	N;MASC;SG	N;ANIM;ACC;MASC;SG
conductor	диригент	conductor	диригент	N;MASC;SG	N;ANIM;NOM;MASC;SG
conductor	провідник	conductor	провідник	N;MASC;SG	N;ANIM;NOM;MASC;SG
sabor	смак	sabor	смак	N;MASC;SG	N;INAN;NOM;MASC;SG
sabor	аромат	sabor	аромат	N;MASC;SG	N;INAN;NOM;MASC;SG
síntomas	симптоми	síntoma	симптом	N;MASC;PL	N;INAN;NOM;MASC;PL
legión	легіон	legión	легіон	N;FEM;SG	N;INAN;NOM;MASC;SG
licenciatura	холостяк	licenciatura	холостяк	N;FEM;SG	N;ANIM;NOM;MASC;SG
licenciatura	бакалавр	licenciatura	бакалавра	N;FEM;SG	N;INAN;NOM;MASC;SG
licenciatura	градус	licenciatura	градус	N;FEM;SG	N;INAN;NOM;MASC;SG
licenciatura	ступінь	licenciatura	ступінь	N;FEM;SG	N;INAN;NOM;MASC;SG
festivales	фестивалів	festival	фестивал	N;MASC;PL	N;INAN;GEN;MASC;PL
pabellón	павільйон	pabellón	павільйний	N;MASC;SG	N;INAN;NOM;MASC;SG
pabellón	палаті	pabellón	палата	N;MASC;SG	N;INAN;DAT;FEM;SG
túnel	тунель	túnel	тунель	N;MASC;SG	N;INAN;NOM;MASC;SG
surge	вилазить	surgir	вилазити	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
baviera	баварія	baver	баварія	N;FEM;SG	N;INAN;NOM;FEM;SG
soberanía	суверенітет	soberanía	суверенітет	N;FEM;SG	N;INAN;NOM;MASC;SG
soberanía	суверенітету	soberanía	суверенітет	N;FEM;SG	N;INAN;GEN;MASC;SG
expertos	експерти	experto	експерт	N;MASC;PL	N;ANIM;NOM;MASC;PL
expertos	експертів	experto	експерт	N;MASC;PL	N;ANIM;GEN;MASC;PL
necesarios	необхідні	necesario	необхідний	ADJ;MASC;PL	ADJ;NOM;PL
asesino	убивця	asesino	убивець	N;MASC;SG	N;ANIM;NOM;MASC;SG
asesino	вбивця	asesino	вбивець	N;MASC;SG	N;ANIM;NOM;MASC;SG
asesino	убивця	asesino	убивець	N;MASC;SG	N;ANIM;NOM;MASC;SG
asesino	вбивця	asesino	вбивець	N;MASC;SG	N;ANIM;NOM;MASC;SG
tecnológico	технологічного	tecnológico	технологічний	ADJ;MASC;SG	ADJ;GEN;MASC;SG
tecnológico	технічного	tecnológico	технічний	ADJ;MASC;SG	ADJ;GEN;MASC;SG
tecnológico	технологічний	tecnológico	технологічний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
prima	кузен	prima	кузен	N;FEM;SG	N;ANIM;NOM;MASC;SG
manifestaciones	демонстрацій	manifestación	демонстрація	N;FEM;PL	N;INAN;GEN;FEM;PL
manifestaciones	демонстрації	manifestación	демонстрація	N;FEM;PL	N;INAN;NOM;FEM;PL
bolsa	мішок	bolsa	мішок	N;FEM;SG	N;INAN;NOM;MASC;SG
bolsa	сумка	bolsa	сумка	N;FEM;SG	N;INAN;NOM;FEM;SG
bolsa	гаманець	bolsa	гаманець	N;FEM;SG	N;INAN;NOM;MASC;SG
dedica	витрачає	dedicar	витрачати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
elegida	обраний	elegido	обраний	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
elegida	вибрана	elegido	вибраний	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
elegida	вибране	elegido	вибраний	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
elegida	вибраний	elegido	вибраний	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
elegida	обраний	elegido	обраний	ADJ;FEM;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
masas	маси	masa	маса	N;FEM;PL	N;INAN;NOM;FEM;PL
paralelo	паралельний	paralelo	паралельний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
empezar	запустити	empezar	запустити	V;NFIN	V;PFV;NFIN
empezar	розпочати	empezar	розпочати	V;NFIN	V;PFV;NFIN
empezar	запускати	empezar	запускати	V;NFIN	V;IPFV;NFIN
empezar	почати	empezar	почати	V;NFIN	V;PFV;NFIN
empezar	починаємо	empezar	починати	V;NFIN	V;IPFV;IND;PL;1;PRS;FIN
demostrar	довести	demostrar	довести	V;NFIN	V;PFV;NFIN
demostrar	демонструють	demostrar	демонструвати	V;NFIN	V;IPFV;IND;PL;3;PRS;FIN
demostrar	продемонстрували	demostrar	продемонструвати	V;NFIN	V;PFV;IND;PL;PST;FIN
demostrado	показана	demostrado	показаний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
fragmentos	фрагменти	fragmento	фрагмент	N;MASC;PL	N;INAN;NOM;MASC;PL
fragmentos	фрагменти	fragmento	фрагмент	N;MASC;PL	N;INAN;NOM;MASC;PL
acuerdos	угод	acuerdo	угода	N;MASC;PL	N;INAN;GEN;FEM;PL
ballet	балет	ballet	балет	N;MASC;SG	N;INAN;NOM;MASC;SG
moon	місяця	moon	місяць	N	N;INAN;GEN;MASC;SG
moon	місяць	moon	місяць	N	N;INAN;NOM;MASC;SG
moon	супутник	moon	супутник	N	N;INAN;NOM;MASC;SG
viajar	подорожувати	viajar	подорожувати	V;NFIN	V;IPFV;NFIN
viajar	подорожує	viajar	подорожувати	V;NFIN	V;IPFV;IND;SG;3;PRS;FIN
viajar	подорожувати	viajar	подорожувати	V;NFIN	V;IPFV;NFIN
toros	бики	toro	бик	N;MASC;PL	N;ANIM;NOM;MASC;PL
crece	рости	crecer	рости	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
crece	росте	crecer	рости	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
crece	зростати	crecer	зростати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
crece	зростає	crecer	зростати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
anuales	річні	anual	річний	ADJ;PL	ADJ;NOM;PL
diálogo	діалог	diálogo	діалог	N;MASC;SG	N;INAN;NOM;MASC;SG
diálogo	діалог	diálogo	діалог	N;MASC;SG	N;INAN;NOM;MASC;SG
lema	девіз	lema	девіз	N;MASC;SG	N;INAN;NOM;MASC;SG
lema	слоган	lema	слоган	N;MASC;SG	N;INAN;NOM;MASC;SG
lema	гасло	lema	гасло	N;MASC;SG	N;INAN;NOM;NEUT;SG
observa	спостерігати	observar	спостерігати	V;IND;SG;3;PRS;FIN	V;IPFV;NFIN
diplomático	дипломат	diplomático	дипломат	N;MASC;SG	N;ANIM;NOM;MASC;SG
socio	партнер	socio	партнер	N;MASC;SG	N;ANIM;NOM;MASC;SG
socio	напарник	socio	напарник	N;MASC;SG	N;ANIM;NOM;MASC;SG
mencionar	згадую	mencionar	згадувати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
mencionar	згадай	mencionar	згадати	V;NFIN	V;PFV;IMP;SG;2;FIN
version	версія	version	версія	N;FEM;SG	N;INAN;NOM;FEM;SG
identificación	ідентифікація	identificación	ідентифікація	N;FEM;SG	N;INAN;NOM;FEM;SG
electricidad	електрику	electricidad	електрика	N;FEM;SG	N;INAN;ACC;FEM;SG
electricidad	електрика	electricidad	електрик	N;FEM;SG	N;INAN;NOM;FEM;SG
electricidad	електрика	electricidad	електрик	N;FEM;SG	N;INAN;NOM;FEM;SG
sesiones	сеанси	sesión	сеанс	N;FEM;PL	N;INAN;NOM;MASC;PL
tránsito	проходження	tránsito	проходження	N;MASC;SG	N;INAN;NOM;NEUT;SG
tránsito	навантаження	tránsito	навантаження	N;MASC;SG	N;INAN;NOM;NEUT;SG
tránsito	трафік	tránsito	трафік	N;MASC;SG	N;INAN;NOM;MASC;SG
tránsito	рух	tránsito	рух	N;MASC;SG	N;INAN;NOM;MASC;SG
típica	типова	típico	типовий	ADJ;FEM;SG	ADJ;NOM;FEM;SG
típica	типовий	típico	типовий	ADJ;FEM;SG	ADJ;NOM;MASC;SG
atmósfera	атмосфера	atmósfera	атмосфера	N;FEM;SG	N;INAN;NOM;FEM;SG
explicar	пояснюю	explicar	пояснювати	V;NFIN	V;IPFV;IND;SG;1;PRS;FIN
explicar	поясніть	explicar	пояснути	V;NFIN	V;PFV;IMP;PL;2;FIN
explicar	пояснити	explicar	пояснити	V;NFIN	V;PFV;NFIN
colectivo	колектив	colectivo	колектив	N;MASC;SG	N;INAN;NOM;MASC;SG
vacío	вакуум	vacío	вакуум	N;MASC;SG	N;INAN;NOM;MASC;SG
requisitos	передумови	requisito	передумова	N;MASC;PL	N;INAN;NOM;FEM;PL
requisitos	вимоги	requisito	вимога	N;MASC;PL	N;INAN;NOM;FEM;PL
movie	фільм	movie	фільм	N;SG	N;INAN;NOM;MASC;SG
movie	кіно	movie	кіно	N;SG	N;INAN;NOM;NEUT;SG
diana	діана	diano	діана	N;FEM;SG	N;ANIM;NOM;FEM;SG
únicos	унікальні	único	унікальний	ADJ;MASC;PL	ADJ;NOM;PL
elevada	високий	elevado	високий	ADJ;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
elevada	висока	elevado	високий	ADJ;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
elevada	значне	elevado	значний	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
elevada	високе	elevado	високий	ADJ;FEM;SG;V.PTCP	ADJ;NOM;NEUT;SG
nieve	сніг	nieve	сніг	N;FEM;SG	N;INAN;NOM;MASC;SG
pares	декларацій	par	декларація	N;MASC;PL	N;INAN;GEN;FEM;PL
pares	пари	par	пара	N;MASC;PL	N;INAN;NOM;FEM;PL
pares	вузлів	par	вузол	N;MASC;PL	N;INAN;GEN;MASC;PL
pares	вузли	par	вузти	N;MASC;PL	N;INAN;NOM;MASC;PL
comunistas	комуністи	comunista	комуніст	N;PL	N;ANIM;NOM;MASC;PL
colina	пагорб	colina	пагірб	N;FEM;SG	N;INAN;NOM;MASC;SG
cuerda	мотузку	cuerda	мотузка	N;FEM;SG	N;INAN;ACC;FEM;SG
cuerda	нитка	cuerda	нитка	N;FEM;SG	N;INAN;NOM;FEM;SG
cuerda	мотузка	cuerda	мотузка	N;FEM;SG	N;INAN;NOM;FEM;SG
cuerda	рядок	cuerda	рядок	N;FEM;SG	N;INAN;NOM;MASC;SG
espectáculos	спектаклі	espectáculo	спектакль	N;MASC;PL	N;INAN;NOM;MASC;PL
espectáculos	розваги	espectáculo	розвага	N;MASC;PL	N;INAN;NOM;FEM;PL
señores	панів	señor	пан	N;MASC;PL	N;ANIM;ACC;MASC;PL
aplica	застосувати	aplicar	застосувати	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
aplica	стосується	aplicar	стосуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
aplica	застосовує	aplicar	застосовувати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
aplica	застосовується	aplicar	застосовуватися	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
chicas	дівчатка	chica	дівчатко	N;FEM;PL	N;ANIM;NOM;FEM;PL
chicas	дівчата	chica	дівчина	N;FEM;PL	N;ANIM;NOM;FEM;PL
sentimientos	почуттів	sentimiento	почуття	N;MASC;PL	N;INAN;GEN;NEUT;PL
aparato	техніка	aparato	техніка	N;MASC;SG	N;INAN;NOM;FEM;SG
aparato	приналежність	aparato	приналежність	N;MASC;SG	N;INAN;NOM;FEM;SG
aparato	апарат	aparato	апарат	N;MASC;SG	N;INAN;NOM;MASC;SG
project	проект	project	проект	N	N;INAN;NOM;MASC;SG
poderoso	могутній	poderoso	могутній	ADJ;MASC;SG	ADJ;NOM;MASC;SG
poderoso	потужний	poderoso	потужний	ADJ;MASC;SG	ADJ;NOM;MASC;SG
provisional	тимчасовий	provisional	тимчасовий	ADJ;SG	ADJ;NOM;MASC;SG
barón	барон	barón	барон	N;MASC;SG	N;ANIM;NOM;MASC;SG
venganza	розплата	venganza	розплата	N;FEM;SG	N;INAN;NOM;FEM;SG
venganza	помста	venganza	помстий	N;FEM;SG	N;INAN;NOM;FEM;SG
venganza	помста	venganza	помстий	N;FEM;SG	N;INAN;NOM;FEM;SG
exitosa	успішне	exitoso	успішний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
exitosa	успішний	exitoso	успішний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
clínica	поліклініка	clínica	поліклініка	N;FEM;SG	N;INAN;NOM;FEM;SG
clínica	клініка	clínica	клініка	N;FEM;SG	N;INAN;NOM;FEM;SG
harvard	гарварду	harvard	гарвард	N;FEM;SG	N;INAN;GEN;MASC;SG
observación	спостереження	observación	спостереження	N;FEM;SG	N;INAN;NOM;NEUT;SG
observación	спостереження	observación	спостереження	N;FEM;SG	N;INAN;NOM;NEUT;SG
explosión	вибух	explosión	вибу	N;FEM;SG	N;INAN;NOM;MASC;SG
explosión	вибухом	explosión	вибух	N;FEM;SG	N;INAN;INS;MASC;SG
explosión	вибух	explosión	вибу	N;FEM;SG	N;INAN;NOM;MASC;SG
armado	озброєний	armado	озброєний	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
acusado	обвинувачений	acusado	обвинувачений	ADJ;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
mínima	мінімальна	mínimo	мінімальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mínima	мінімальний	mínimo	мінімальний	ADJ;FEM;SG	ADJ;NOM;MASC;SG
mínima	мінімальне	mínimo	мінімальний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
mínima	мінімальна	mínimo	мінімальний	ADJ;FEM;SG	ADJ;NOM;FEM;SG
mínima	мінімальне	mínimo	мінімальний	ADJ;FEM;SG	ADJ;NOM;NEUT;SG
renovación	реконструкція	renovación	реконструкція	N;FEM;SG	N;INAN;NOM;FEM;SG
diosa	богиня	diosa	богиня	N;FEM;SG	N;ANIM;NOM;FEM;SG
acepta	приймає	aceptar	приймати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN
acepta	підтвердити	aceptar	підтвердити	V;IND;SG;3;PRS;FIN	V;PFV;NFIN
