年	aasta	年	aasta	N	N;NOM;SG
侮辱	solvab	侮辱	solvama	V	V;IND;SG;3;PRS;FIN;ACT
境外	avamere	境外	ava_meri	N	N;NOM;SG
境外	offshore	境外	offshore	N	N;NOM;SG
管家	butler	管家	butler	N	N;NOM;SG
管家	ülemteener	管家	üle_mteener	N	N;NOM;SG
管家	teener	管家	teener	N	N;NOM;SG
管家	majapidajanna	管家	maja_pidajanna	N	N;NOM;SG
鰈	lesta	鰈	lestma	N	N;NOM;SG
水塘	veehoidla	水塘	vee_hoidla	N	N;NOM;SG
音響	stereo	音響	stereo	N	N;NOM;SG
馬拉松	maraton	馬拉松	maraton	N	N;NOM;SG
專欄	sammas	專欄	sammas	N	N;NOM;SG
專欄	kolonn	專欄	kolonn	N	N;NOM;SG
專欄	veerg	專欄	veerg	N	N;NOM;SG
專欄	veeru	專欄	veerg	N	N;GEN;SG
誤會	arusaamatus	誤會	aru_saamatus	N	N;NOM;SG
太空	kosmoselaeva	太空	kosmose_laev	N	N;NOM;SG
太空	kosmoselaev	太空	kosmose_laev	N	N;NOM;SG
太空	kosmoselaev	太空	kosmose_laev	N	N;NOM;SG
決心	määramine	決心	määramine	N	N;NOM;SG
決心	kindlaksmääramine	決心	kindlaks_määramine	N	N;NOM;SG
罰	karistus	罰	karistus	N	N;NOM;SG
個案	case	個案	case	N	N;NOM;SG
個案	kohtuasi	個案	kohtu_asi	N	N;NOM;SG
個案	juhtum	個案	juhtum	N	N;NOM;SG
官僚	bürokraatia	官僚	büro_kraatia	N	N;NOM;SG
官僚	bürokraat	官僚	bürokraat	N	N;NOM;SG
暑假	suvel	暑假	suvi	N	N;AT+ESS
;SG
暑假	suvi	暑假	suvi	N	N;NOM;SG
暑假	suve	暑假	suvi	N	N;PRT;SG
燃油	kütus	燃油	kütus	N	N;NOM;SG
燃油	kütuse	燃油	kütus	N	N;GEN;SG
仲裁	vahekohus	仲裁	vahe_kohus	N	N;NOM;SG
仲裁	vahekohtu	仲裁	vahe_kohus	N	N;PRT;SG
胃	mao	胃	magu	N	N;NOM;SG
胃	kõht	胃	kõht	N	N;NOM;SG
胃	magu	胃	magu	N	N;NOM;SG
遇見	kohtasin	遇見	kohtama	V	V;IND;SG;1;PST;FIN;ACT
遇見	kohtunud	遇見	kohtuma	V	V;PST;V.PTCP;ACT
遇見	täidetud	遇見	täitma	V	V;PST;V.PTCP;PASS
姑娘	tüdruk	姑娘	tüdruk	N	N;NOM;SG
北	põhjamaade	北	põhja_maa	N	N;GEN;PL
北	skandinaavia	北	skandinaavia	N	N;NOM;SG
模組	moodul	模組	moodul	N	N;NOM;SG
洞穴	koobas	洞穴	koobas	N	N;NOM;SG
洞穴	koopad	洞穴	koob	N	N;NOM;PL
游泳	bassein	游泳	bassein	N	N;NOM;SG
游泳	basseini	游泳	bassein	N	N;PRT;SG
權威	asutus	權威	asutus	N	N;NOM;SG
權威	ametiasutus	權威	ameti_asutus	N	N;NOM;SG
樣本	proovi	樣本	proov	N	N;PRT;SG
樣本	valim	樣本	valim	N	N;NOM;SG
樣本	näidis	樣本	näidima	N	N;NOM;SG
樣本	proov	樣本	proov	N	N;NOM;SG
樣本	isend	樣本	isend	N	N;NOM;SG
樣本	näidis	樣本	näidima	N	N;NOM;SG
樣本	näidised	樣本	näidine	N	N;NOM;PL
樣本	proovid	樣本	proovima	N	N;NOM;PL
住房	eluaseme	住房	elu_ase	N	N;GEN;SG
旗艦	lipulaev	旗艦	lipu_laev	N	N;NOM;SG
渠道	kanalid	渠道	kanal	N	N;NOM;PL
敵軍	vaenlane	敵軍	vaenlane	N	N;NOM;SG
旅館	hotell	旅館	hotell	N	N;NOM;SG
旅館	hotel	旅館	hotel	N	N;NOM;SG
旅館	hotellid	旅館	hotell	N	N;NOM;PL
動物	loomaaedade	動物	looma_aed	N	N;GEN;PL
動物	loomaaed	動物	loomaa	N	N;NOM;SG
精品	boutique	精品	boutique	N	N;NOM;SG
本質	olemus	本質	olemus	N	N;NOM;SG
扭曲	pööre	扭曲	pööre	N	N;NOM;SG
扭曲	moonutamine	扭曲	moonutamine	N	N;NOM;SG
扭曲	moonutus	扭曲	moonutus	N	N;NOM;SG
也	ehk	也	ehk	ADV	ADV
也	võibolla	也	võib_olla	ADV	ADV
也	äkki	也	äkki	ADV	ADV
村	külad	村	küla	N	N;NOM;PL
村	külasid	村	küla	N	N;PRT;PL
村	küla	村	küla	N	N;NOM;SG
村	külas	村	küla	N	N;IN+ESS;SG
週六	laupäev	週六	lau_päev	N	N;NOM;SG
週六	laupäeval	週六	lau_päev	N	N;AT+ESS
;SG
週六	sat	週六	saema	N	N;NOM;SG
節日	festival	節日	festival	N	N;NOM;SG
節日	festivalid	節日	festival	N	N;NOM;PL
節日	puhkus	節日	puhkus	N	N;NOM;SG
節日	pühal	節日	püha	N	N;AT+ESS
;SG
節日	pühi	節日	pühkima	N	N;PRT;SG
健身	trenni	健身	trenn	N	N;PRT;SG
健身	fitness	健身	fitness	N	N;NOM;SG
共產	kommunist	共產	kommunist	N	N;NOM;SG
共產	kommunismi	共產	kommunism	N	N;PRT;SG
瓷	portselanist	瓷	portselan	N	N;IN+ABL;SG
心跳	südamelöögid	心跳	südame_löök	N	N;NOM;PL
禮物	kingid	禮物	kink	N	N;NOM;PL
禮物	kingitused	禮物	kingitus	N	N;NOM;PL
禮物	kink	禮物	kink	N	N;NOM;SG
禮物	kingitus	禮物	kingitus	N	N;NOM;SG
鋸	saag	鋸	saag	N	N;NOM;SG
工藝	käsitöö	工藝	käsi_töö	N	N;NOM;SG
工藝	käsitöö	工藝	käsi_töö	N	N;NOM;SG
聊	räägi	聊	rääkima	V	V;IMP;SG;2;PRS;FIN;ACT
商用	reklaam	商用	reklaam	N	N;NOM;SG
先驅	pioneer	先驅	pioneer	N	N;NOM;SG
先驅	pioneerid	先驅	pioneerima	N	N;NOM;PL
先知	oraakel	先知	oraakel	N	N;NOM;SG
先知	prohvet	先知	prohvet	N	N;NOM;SG
撤離	evakueerida	撤離	evakueerima	V	V;NFIN
產物	toode	產物	toode	N	N;NOM;SG
產物	toote	產物	toode	N	N;GEN;SG
凸	kumer	凸	kumer	N	N;NOM;SG
法學	kohtupraktika	法學	kohtupraktika	N	N;NOM;SG
美容	ilu	美容	ilu	N	N;NOM;SG
美容	iludus	美容	iludus	N	N;NOM;SG
美容	kaunitar	美容	kaunitar	N	N;NOM;SG
年表	kronoloogia	年表	kronoloogia	N	N;NOM;SG
配件	tarvikud	配件	tarvik	N	N;NOM;PL
配件	lisaseadmed	配件	lisa_seade	N	N;NOM;PL
配件	manused	配件	manus	N	N;NOM;PL
寒冷	külm	寒冷	külm	ADJ	ADJ;NOM;SG
寒冷	külmad	寒冷	külm	ADJ	ADJ;NOM;PL
數學	matemaatik	數學	matemaatik	N	N;NOM;SG
數學	matemaatikud	數學	matemaatik	N	N;NOM;PL
靴	saabas	靴	saabas	N	N;NOM;SG
靴	saapad	靴	saabas	N	N;NOM;PL
晚會	gala	晚會	gala	N	N;NOM;SG
手冊	käsiraamat	手冊	käsi_raamat	N	N;NOM;SG
手冊	käsiraamatud	手冊	käsi_raamat	N	N;NOM;PL
手冊	käsiraamat	手冊	käsi_raamat	N	N;NOM;SG
手冊	manuaal	手冊	manuaal	N	N;NOM;SG
預防	ennetavad	預防	ennetama	V	V;IND;PL;3;PRS;FIN;ACT
修士	munk	修士	munk	N	N;NOM;SG
表決	hääleta	表決	hääletama	V	V;IMP;NFIN
濫用	kuritarvitamine	濫用	kuri_tarvitamine	N	N;NOM;SG
濫用	kuritarvitamise	濫用	kuri_tarvitamine	N	N;GEN;SG
汁	juice	汁	juice	N	N;NOM;SG
汁	mahla	汁	mahl	N	N;PRT;SG
汁	mahl	汁	mahl	N	N;NOM;SG
小吃	suupisteid	小吃	suu_piste	N	N;PRT;PL
海王	neptuun	海王	neptuun	N	N;NOM;SG
犁	adra	犁	adra	N	N;NOM;SG
黃昏	videvik	黃昏	videvik	N	N;NOM;SG
黃昏	eha	黃昏	eha	N	N;NOM;SG
地理	geograafia	地理	geo_graafia	N	N;NOM;SG
辣	vürtsikas	辣	vürtsikas	N	N;NOM;SG
夾	klipp	夾	klipp	N	N;NOM;SG
貨車	veok	貨車	veok	N	N;NOM;SG
貨車	veoauto	貨車	veo_auto	N	N;NOM;SG
貨車	van	貨車	van	N	N;NOM;SG
貨車	kaubik	貨車	kaubik	N	N;NOM;SG
熱情	entusiasmi	熱情	entusiasm	N	N;PRT;SG
熱情	kirg	熱情	kirg	N	N;NOM;SG
噪音	müra	噪音	müra	N	N;NOM;SG
星期	kolmapäev	星期	kolma_päev	N	N;NOM;SG
尿	uriinis	尿	uriin	N	N;IN+ESS;SG
尿	uriin	尿	uriin	N	N;NOM;SG
尿	uriini	尿	uriin	N	N;GEN;SG
尿	kuse	尿	kuse	N	N;NOM;SG
電源	power	電源	power	N	N;NOM;SG
電源	võimu	電源	võim	N	N;PRT;SG
電源	võim	電源	võim	N	N;NOM;SG
電源	võimsus	電源	võimsus	N	N;NOM;SG
電源	jõud	電源	jõud	N	N;NOM;SG
大洋	ookean	大洋	ookean	N	N;NOM;SG
學員	kadetid	學員	kadet	N	N;NOM;PL
學員	kadett	學員	kadett	N	N;NOM;SG
矮星	kääbus	矮星	kääbus	N	N;NOM;SG
矮星	päkapikk	矮星	päka_pikk	N	N;NOM;SG
構想	mõiste	構想	mõiste	N	N;NOM;SG
構想	kontseptsioon	構想	kontseptsioon	N	N;NOM;SG
支柱	sammas	支柱	sammas	N	N;NOM;SG
支柱	samba	支柱	sammas	N	N;NOM;SG
支柱	selgroog	支柱	selg_roog	N	N;NOM;SG
帳戶	konto	帳戶	konto	N	N;NOM;SG
公國	vürstiriigi	公國	vürsti_riik	N	N;PRT;SG
曲棍	hoki	曲棍	hoki	N	N;NOM;SG
靈感	inspiratsiooni	靈感	inspiratsioon	N	N;PRT;SG
靈感	inspiratsioon	靈感	inspiratsioon	N	N;NOM;SG
詮釋	tõlgendada	詮釋	tõlgendama	V	V;NFIN
哲學	filosoofid	哲學	filosoof	N	N;NOM;PL
哲學	filosoof	哲學	filosoof	N	N;NOM;SG
財政	riigikassa	財政	riigi_kassa	N	N;NOM;SG
制裁	sanktsiooni	制裁	sanktsioon	N	N;PRT;SG
制裁	karistused	制裁	karistus	N	N;NOM;PL
制裁	sanktsioonid	制裁	sanktsioon	N	N;NOM;PL
可怕	hirmus	可怕	hirm	N	N;IN+ESS;SG
刺客	palgamõrvar	刺客	palga_mõrvar	N	N;NOM;SG
手稿	käsikiri	手稿	käsi_kiri	N	N;NOM;SG
手稿	käsikirja	手稿	käsi_kiri	N	N;PRT;SG
替換	asendus	替換	asenduma	V	V;IND;SG;3;PST;FIN;ACT
替換	asenda	替換	asendama	V	V;IMP;SG;2;PRS;FIN;ACT
替換	asendus	替換	asenduma	V	V;IND;SG;3;PST;FIN;ACT
替換	asendatakse	替換	asendama	V	V;IND;PRS;FIN;PASS
純粹	puhtalt	純粹	puhtalt	ADV	ADV
精密	täpsus	精密	täpsus	N	N;NOM;SG
精密	täpsusega	精密	täpsus	N	N;COM;SG
精密	täpsust	精密	täpsus	N	N;PRT;SG
輕鬆	lihtne	輕鬆	lihtne	ADJ	ADJ;NOM;SG
輕鬆	kerge	輕鬆	kerge	ADJ	ADJ;NOM;SG
友情	sõprus	友情	sõprus	N	N;NOM;SG
友情	sõpruse	友情	sõbrus	N	N;GEN;SG
友情	sõprust	友情	sõberus	N	N;PRT;SG
引述	tsiteeritud	引述	tsiteerima	V	V;PST;V.PTCP;PASS
引述	tsiteerides	引述	tsiteerima	V	V;V.CVB
導航	tüürimees	導航	tüüri_mees	N	N;NOM;SG
導航	navigaator	導航	navigaator	N	N;NOM;SG
導航	navigatsiooni	導航	navigatsioon	N	N;PRT;SG
鵰	eagle	鵰	eagle	N	N;NOM;SG
鵰	kotkas	鵰	kotkas	N	N;NOM;SG
退化	degeneratsioon	退化	degeneratsioon	N	N;NOM;SG
退化	lagunemine	退化	lagunemine	N	N;NOM;SG
退化	lagunemise	退化	lagunemine	N	N;GEN;SG
季度	kvartalis	季度	kvartal	N	N;IN+ESS;SG
季度	kvartal	季度	kvartal	N	N;NOM;SG
季度	kvartali	季度	kvartal	N	N;GEN;SG
季度	kvartal	季度	kvartal	N	N;NOM;SG
周日	pühapäev	周日	püha_päev	N	N;NOM;SG
國會	kongresmen	國會	kongresmen	N	N;NOM;SG
捕捉	jäädvustades	捕捉	jäädvustama	V	V;V.CVB
捕捉	püüab	捕捉	püüdma	V	V;IND;SG;3;PRS;FIN;ACT
冶金	metallurgia	冶金	metallurgia	N	N;NOM;SG
代數	algebra	代數	algebra	N	N;NOM;SG
選項	valikud	選項	valik	N	N;NOM;PL
選項	variant	選項	variant	N	N;NOM;SG
選項	võimalus	選項	võimalus	N	N;NOM;SG
選項	valik	選項	valik	N	N;NOM;SG
部族	klanni	部族	klann	N	N;NOM;SG
部族	klann	部族	klann	N	N;NOM;SG
部族	hõim	部族	hõim	N	N;NOM;SG
部族	hõimu	部族	hõim	N	N;GEN;SG
部族	klannid	部族	klann	N	N;NOM;PL
部族	hõimud	部族	hõim	N	N;NOM;PL
折扣	soodustus	折扣	soodustus	N	N;NOM;SG
氣氛	atmosfääri	氣氛	atmo_sfäär	N	N;GEN;SG
氣氛	atmosfäär	氣氛	atmo_sfäär	N	N;NOM;SG
反派	kurikael	反派	kurikael	N	N;NOM;SG
反派	kurikaelad	反派	kuri_kael	N	N;NOM;PL
召回	meenuta	召回	meenutama	V	V;IMP;SG;2;PRS;FIN;ACT
姿態	žest	姿態	žest	N	N;NOM;SG
姿態	hoiak	姿態	hoiak	N	N;NOM;SG
渡輪	praam	渡輪	praam	N	N;NOM;SG
渡輪	ferries	渡輪	ferries	N	N;NOM;SG
財富	rikkus	財富	rikkus	N	N;NOM;SG
財富	rikkusi	財富	rikkus	N	N;PRT;PL
財富	varandus	財富	varandus	N	N;NOM;SG
財富	rikkust	財富	rikkus	N	N;PRT;SG
財富	rikkuse	財富	rikkus	N	N;GEN;SG
財富	rikkus	財富	rikkus	N	N;NOM;SG
分泌	sekretsiooni	分泌	sekretsioon	N	N;PRT;SG
蕉	banaani	蕉	banaan	N	N;PRT;SG
蕉	banaan	蕉	banaan	N	N;NOM;SG
廢物	jäätmed	廢物	jäätmed	N	N;NOM;PL
廢物	jäätmed	廢物	jäätmed	N	N;NOM;PL
初級	juunior	初級	juunior	N	N;NOM;SG
初級	junior	初級	junior	N	N;NOM;SG
香蕉	banaani	香蕉	banaan	N	N;PRT;SG
香蕉	banaan	香蕉	banaan	N	N;NOM;SG
香蕉	banaane	香蕉	banaane	N	N;PRT;PL
香蕉	banaanid	香蕉	banaan	N	N;NOM;PL
迷宮	labürint	迷宮	labürint	N	N;NOM;SG
迷宮	labürint	迷宮	labürint	N	N;NOM;SG
度量	mõõt	度量	mõõt	N	N;NOM;SG
度量	abinõu	度量	abi_nõu	N	N;NOM;SG
度量	meede	度量	meede	N	N;NOM;SG
度量	mõõtmine	度量	mõõtmine	N	N;NOM;SG
州	kuberner	州	kuberner	N	N;NOM;SG
振興	elustamine	振興	elustamine	N	N;NOM;SG
氦	heelium	氦	heelium	N	N;NOM;SG
畜牧	loomakasvatus	畜牧	looma_kasvatus	N	N;NOM;SG
畜牧	kariloomad	畜牧	kari_loom	N	N;NOM;PL
畜牧	kariloomade	畜牧	kari_loom	N	N;GEN;PL
鯨魚	vaalad	鯨魚	vaal	N	N;NOM;PL
鯨魚	vaal	鯨魚	vaal	N	N;NOM;SG
鯨魚	vaala	鯨魚	vaal	N	N;NOM;SG
貪污	omastamise	貪污	omastamine	N	N;GEN;SG
處	dispositsiooni	處	dispositsioon	N	N;PRT;SG
難度	raskusaste	難度	raskusane	N	N;GEN;PL
難度	raskused	難度	raskus	N	N;NOM;PL
海事	mereväelane	海事	mere_väelane	N	N;NOM;SG
海事	merejalaväelane	海事	mere_jala_väelane	N	N;NOM;SG
海事	marine	海事	marine	N	N;NOM;SG
海事	mere	海事	meri	N	N;NOM;SG
海事	merendus	海事	merendus	N	N;NOM;SG
最短	lühim	最短	lühim	ADJ	ADJ;NOM;RL;SG
減輕	leevendada	減輕	leevendama	V	V;NFIN
減輕	kergendada	減輕	kergendama	V	V;NFIN
視	kujutle	視	kujutl	V	V;IMP;SG;2;PRS;FIN;ACT
結尾	lõpp	結尾	lõpp	N	N;NOM;SG
結尾	lõpp	結尾	lõpp	N	N;NOM;SG
胸部	rind	胸部	rind	N	N;NOM;SG
胸部	rindkere	胸部	rind_kere	N	N;NOM;SG
胸部	kirst	胸部	kirst	N	N;NOM;SG
胸部	rind	胸部	rind	N	N;NOM;SG
胸部	rinnanäärme	胸部	rinna_nääre	N	N;NOM;SG
胸部	rinnaga	胸部	rind	N	N;COM;SG
破產	pankrotis	破產	pankrot	N	N;IN+ESS;SG
破產	pankrotti	破產	pankrot	N	N;IN+ALL;LGSPEC1;SG
破產	maksejõuetuse	破產	makse_jõuetus	N	N;GEN;SG
破產	pankrot	破產	pankrot	N	N;NOM;SG
精神	psühhoos	精神	psühhoos	N	N;NOM;SG
左側	vasak	左側	vasak	N	N;NOM;SG
業	omanik	業	omanik	N	N;NOM;SG
業	omanikud	業	omanik	N	N;NOM;PL
業	majaomanik	業	maja_omanik	N	N;NOM;SG
喜好	soodustused	喜好	soodustus	N	N;NOM;PL
喜好	eelistused	喜好	eelistus	N	N;NOM;PL
喜好	eelistus	喜好	eelistus	N	N;NOM;SG
纖維	kiu	纖維	kiu	N	N;NOM;SG
纖維	kiud	纖維	kiud	N	N;NOM;PL
纖維	kangas	纖維	kangas	N	N;NOM;SG
纖維	riide	纖維	riie	N	N;GEN;SG
纖維	kangast	纖維	kangas	N	N;PRT;SG
纖維	riie	纖維	riie	N	N;NOM;SG
纖維	kiud	纖維	kiud	N	N;NOM;PL
海港	harbori	海港	harbor	N	N;PRT;SG
海港	sadam	海港	sadam	N	N;NOM;SG
海港	harbour	海港	harbour	N	N;NOM;SG
海港	meresadama	海港	mere_sadam	N	N;NOM;SG
矩陣	maatriksite	矩陣	maatriks	N	N;GEN;PL
矩陣	maatriks	矩陣	maater	N	N;TRANS;SG
矩陣	matrix	矩陣	matrix	N	N;NOM;SG
攝影	fotograaf	攝影	foto_graaf	N	N;NOM;SG
攝影	fotograafid	攝影	foto_graaf	N	N;NOM;PL
會談	kõnelused	會談	kõnelus	N	N;NOM;PL
學歷	haridus	學歷	haridus	N	N;NOM;SG
座	koordinaadid	座	koordinaad	N	N;NOM;PL
扭	pööre	扭	pööre	N	N;NOM;SG
繩	nöör	繩	nöör	N	N;NOM;SG
繩	köis	繩	köima	N	N;NOM;SG
特技	trikid	特技	trikk	N	N;NOM;PL
睡眠	uni	睡眠	uni	N	N;NOM;SG
睡眠	magamine	睡眠	magamine	N	N;NOM;SG
採購	hange	採購	hange	N	N;NOM;SG
採購	hanke	採購	hange	N	N;NOM;SG
採購	ostmine	採購	ostmine	N	N;NOM;SG
忘記	unusta	忘記	unustama	V	V;IMP;SG;2;PRS;FIN;ACT
懲罰	karistus	懲罰	karistus	N	N;NOM;SG
懲罰	karistused	懲罰	karistus	N	N;NOM;PL
懲罰	sanktsioonid	懲罰	sanktsioon	N	N;NOM;PL
懲罰	karistus	懲罰	karistus	N	N;NOM;SG
懲罰	karistuse	懲罰	karistus	N	N;GEN;SG
光線	hele	光線	hele	N	N;NOM;SG
光線	valgus	光線	valgus	N	N;NOM;SG
光線	valgust	光線	valgus	N	N;PRT;SG
信用	krediidi	信用	krediit	N	N;PRT;SG
信用	krediit	信用	krediit	N	N;NOM;SG
信用	krediiti	信用	krediit	N	N;PRT;SG
信用	krediit	信用	krediit	N	N;NOM;SG
信用	krediidi	信用	krediit	N	N;PRT;SG
詞典	sõnaraamatud	詞典	sõna_raamat	N	N;NOM;PL
詞典	sõnastik	詞典	sõnastik	N	N;NOM;SG
詞典	sõnaraamat	詞典	sõna_raamat	N	N;NOM;SG
自由	liberalismi	自由	liberalism	N	N;PRT;SG
缺點	nõrkus	缺點	nõrkus	N	N;NOM;SG
缺點	puudused	缺點	puudus	N	N;NOM;PL
禮儀	etikett	禮儀	etikett	N	N;NOM;SG
禮儀	kombeid	禮儀	komme	N	N;PRT;PL
禮儀	kombed	禮儀	komme	N	N;NOM;PL
土司	toost	土司	too	N	N;NOM;SG
農村	maaelu	農村	maa_elu	N	N;NOM;SG
頂點	tipu	頂點	tipu	N	N;GEN;SG
途徑	rajad	途徑	rada	N	N;NOM;PL
已婚	abielus	已婚	abi_elu	N	N;IN+ESS;SG
手臂	käsi	手臂	käsi	N	N;NOM;PL
手臂	käe	手臂	käsi	N	N;GEN;SG
魔神	võlu	魔神	võlu	N	N;NOM;SG
魔神	magic	魔神	magic	N	N;NOM;SG
魔神	maagia	魔神	maagia	N	N;NOM;SG
交出	alistu	交出	alistu	V	V;IMP;SG;2;PRS;FIN;ACT
獲取	saa	獲取	saama	V	V;IMP;SG;2;PRS;FIN;ACT
演習	harjutusi	演習	harjutus	N	N;PRT;PL
演習	harjutused	演習	harjutus	N	N;NOM;PL
演習	harjutus	演習	harjutus	N	N;NOM;SG
演習	puur	演習	puur	N	N;NOM;SG
演習	puuri	演習	puur	N	N;IN+ALL;LGSPEC1;SG
演習	õppus	演習	õppus	N	N;NOM;SG
匹配	sobib	匹配	sobima	V	V;IND;SG;3;PRS;FIN;ACT
損害	kahjustus	損害	kahjustus	N	N;NOM;SG
損害	kahju	損害	kahju	N	N;NOM;SG
損害	kahjustused	損害	kahjustus	N	N;NOM;PL
出境	välju	出境	väli	V	V;IMP;PL;2;PRS;FIN;ACT
郊區	äärelinna	郊區	ääre_linn	N	N;PRT;SG
郊區	äärelinna	郊區	ääre_linn	N	N;PRT;SG
願望	iha	願望	iha	N	N;NOM;SG
願望	soov	願望	soov	N	N;NOM;SG
願望	soovi	願望	soov	N	N;PRT;SG
願望	soov	願望	soov	N	N;NOM;SG
願望	soovi	願望	soov	N	N;PRT;SG
願望	soove	願望	soov	N	N;PRT;PL
貧窮	vaesus	貧窮	vaesus	N	N;NOM;SG
光滑	tõrgeteta	光滑	tõrge	N	N;PRIV;PL
君子	härrasmees	君子	härras_mees	N	N;NOM;SG
河岸	jõekalda	河岸	jõe-kald	N	N;NOM;SG
遲	hilja	遲	hilja	ADV	ADV
詞語	sõnad	詞語	sõna	N	N;NOM;PL
詞語	sõnu	詞語	sõna	N	N;PRT;PL
生物	bioloogia	生物	bioloogia	N	N;NOM;SG
債務	võlad	債務	võlg	N	N;NOM;PL
債務	võlg	債務	võlg	N	N;NOM;SG
債務	võla	債務	võla	N	N;PRT;SG
陣線	rinne	陣線	rinne	N	N;NOM;SG
分化	jaga	分化	jagama	V	V;IMP;SG;2;PRS;FIN;ACT
氨基	amino	氨基	amino	N	N;NOM;SG
週日	pühapäev	週日	püha_päev	N	N;NOM;SG
跆	taekwondo	跆	taekwondo	N	N;NOM;SG
題目	teema	題目	teema	N	N;NOM;SG
題目	teemad	題目	teema	N	N;NOM;PL
忙	hõivatud	忙	hõiva=tu	N	N;NOM;PL;PST;V.PTCP;PASS
評分	hinnatud	評分	hindama	V	V;PST;V.PTCP;PASS
泡沫	mullid	泡沫	mull	N	N;NOM;PL
泡沫	vaht	泡沫	vaht	N	N;NOM;SG
泡沫	mull	泡沫	mina	N	N;NOM;SG
狀元	õpetlane	狀元	õpetlane	N	N;NOM;SG
動員	mobilisatsioon	動員	mobilisatsioon	N	N;NOM;SG
倉庫	ladu	倉庫	ladu	N	N;NOM;SG
倉庫	laohoone	倉庫	laohoon	N	N;NOM;SG
埋葬	matta	埋葬	matma	V	V;NFIN
埋葬	maetud	埋葬	matma	V	V;PST;V.PTCP;PASS
松鼠	orav	松鼠	orav	N	N;NOM;SG
衫	särk	衫	särk	N	N;NOM;SG
衫	särgi	衫	särk	N	N;GEN;SG
塵	tolmu	塵	tolm	N	N;PRT;SG
塵	tolm	塵	tolm	N	N;NOM;SG
相撞	põrkuvad	相撞	põrkuma	V	V;IND;PL;3;PRS;FIN;ACT
輸	eksinud	輸	eksima	V	V;PST;V.PTCP;ACT
輸	kaotas	輸	kaotama	V	V;IND;SG;3;PST;FIN;ACT
輸	kaota	輸	kaotma	V	V;IMP;SG;2;PRS;FIN;ACT
方形	ruudu	方形	ruut	N	N;PRT;SG
方形	ruut	方形	ruut	N	N;NOM;SG
方形	väljak	方形	väljak	N	N;NOM;SG
陷阱	lõksu	陷阱	lõks	N	N;IN+ALL;LGSPEC1;SG
陷阱	lõks	陷阱	mõks	N	N;NOM;SG
陷阱	lõkse	陷阱	mõks	N	N;PRT;PL
陷阱	lõksud	陷阱	lõks	N	N;NOM;PL
遺傳	geneetika	遺傳	geneetika	N	N;NOM;SG
雨水	vihmavett	雨水	vihma-vesi	N	N;PRT;SG
雨水	vihm	雨水	vihm	N	N;NOM;SG
雨水	rain	雨水	rain	N	N;NOM;SG
車票	piletid	車票	pilet	N	N;NOM;PL
車票	pilet	車票	pilet	N	N;NOM;SG
射箭	vibulaskmine	射箭	vibu_laskmine	N	N;NOM;SG
糖尿	suhkurtõbi	糖尿	suhkur_tõbi	N	N;NOM;SG
糖尿	diabeet	糖尿	diabeet	N	N;NOM;SG
訂購	tellin	訂購	tellima	V	V;IND;SG;1;PRS;FIN;ACT
訂購	tellis	訂購	tellima	V	V;IND;SG;3;PST;FIN;ACT
訂購	tellitud	訂購	telli=tud	V	V;PST;V.PTCP;PASS
鋁	alumiiniumi	鋁	alumiinium	N	N;PRT;SG
鋁	alumiinium	鋁	alumiinium	N	N;NOM;SG
鋁	alumiiniumist	鋁	alu_miinium	N	N;IN+ABL;SG
鋁	alumiinium	鋁	alumiinium	N	N;NOM;SG
師傅	meister	師傅	meister	N	N;NOM;SG
師傅	õpetaja	師傅	õpetaja	N	N;NOM;SG
師傅	peremees	師傅	pere_mees	N	N;NOM;SG
師傅	isand	師傅	isand	N	N;NOM;SG
壟斷	monopolide	壟斷	monopol	N	N;GEN;PL
壟斷	monopol	壟斷	monopol	N	N;NOM;SG
壟斷	monopoli	壟斷	monopol	N	N;NOM;SG
變數	muutuja	變數	muutuja	N	N;NOM;SG
變數	muutujad	變數	muutuja	N	N;NOM;PL
聰明	smart	聰明	smart	N	N;NOM;SG
語文	keeli	語文	keel	N	N;PRT;PL
語文	keeled	語文	keel	N	N;NOM;PL
語文	keel	語文	keel	N	N;NOM;SG
語文	keele	語文	keel	N	N;GEN;SG
鯉魚	karpkala	鯉魚	karpkala	N	N;NOM;SG
老大	ülemus	老大	ülemus	N	N;NOM;SG
老大	boss	老大	boss	N	N;NOM;SG
大象	elevandid	大象	elevant	N	N;NOM;PL
大象	elevant	大象	elevant	N	N;NOM;SG
會場	toimumiskoht	會場	toimumis_koht	N	N;NOM;SG
塑膠	plastikust	塑膠	plastik	N	N;IN+ABL;SG
塑膠	plast	塑膠	plast	N	N;NOM;SG
塑膠	plastik	塑膠	plastik	N	N;NOM;SG
連鎖	kett	連鎖	kett	N	N;NOM;SG
連鎖	ketti	連鎖	kett	N	N;PRT;SG
連鎖	ketid	連鎖	kett	N	N;NOM;PL
連鎖	ahel	連鎖	ahel	N	N;NOM;SG
企鵝	pingviinid	企鵝	pingviin	N	N;NOM;PL
企鵝	pingviin	企鵝	pingviin	N	N;NOM;SG
沙灘	rand	沙灘	rand	N	N;NOM;SG
沙灘	beach	沙灘	beach	N	N;NOM;SG
沙灘	rannad	沙灘	rand	N	N;NOM;PL
騎師	jockey	騎師	jockey	N	N;NOM;SG
浪潮	laine	浪潮	laine	N	N;NOM;SG
盈利	kasum	盈利	kasum	N	N;NOM;SG
盈利	tasuvus	盈利	tasuvus	N	N;NOM;SG
