the	el	the	el	DET;DEF	DET;DEF;MASC;SG
recipient	beneficiario	recipient	beneficiario	N;SG	N;MASC;SG
recipient	receptor	recipient	receptor	N;SG	N;MASC;SG
recipient	destinatario	recipient	destinatario	N;SG	N;MASC;SG
correctly	correctamente	correctly	correctamente	ADV	ADV
traditions	tradiciones	tradition	tradición	N;PL	N;FEM;PL
fundamental	fundamentales	fundamental	fundamental	ADJ	ADJ;PL
fundamental	fundamental	fundamental	fundamental	ADJ	ADJ;SG
thin	delgado	thin	delgado	ADJ	ADJ;MASC;SG
thin	delgada	thin	delgada	ADJ	ADJ;FEM;SG
departments	departamentos	department	departamento	N;PL	N;MASC;PL
shield	shield	shield	shield	N;SG	N
shield	escudo	shield	escudo	N;SG	N;MASC;SG
fighters	combatientes	fighter	combatiente	N;PL	N;PL
fighters	luchadores	fighter	luchador	N;PL	N;MASC;PL
fighters	fighters	fighter	fighter	N;PL	N
fighters	boxeadores	fighter	boxeador	N;PL	N;MASC;PL
writings	escrituras	writings	escritura	N;PL	N;FEM;PL
writings	escritos	writings	escrito	N;PL	N;MASC;PL
violent	violento	violent	violento	ADJ	ADJ;MASC;SG
violent	violentas	violent	violento	ADJ	ADJ;FEM;PL
violent	violentos	violent	violento	ADJ	ADJ;MASC;PL
violent	violenta	violent	violento	ADJ	ADJ;FEM;SG
harbour	puerto	harbour	puerto	N;SG	N;MASC;SG
harbour	harbour	harbour	harbour	N;SG	N;MASC;SG
margin	margen	margin	margen	N;SG	N;SG
pirates	piratas	pirate	pirata	N;PL	N;PL
collective	colectivas	collective	colectivo	ADJ	ADJ;FEM;PL
collective	colectiva	collective	colectivo	ADJ	ADJ;FEM;SG
diesel	diésel	diesel	diésel	N;SG	N;MASC;SG
diesel	diesel	diesel	diesel	N;SG	N;MASC;SG
diesel	gasóleo	diesel	gasóleo	N;SG	N;MASC;SG
liberation	liberación	liberation	liberación	N;SG	N;FEM;SG
activists	activistas	activist	activista	N;PL	N;PL
activists	militantes	activist	militante	N;PL	N;PL
rider	jinete	rider	jinete	N;SG	N;MASC;SG
rider	rider	rider	rider	N;SG	N;SG
reduction	reducción	reduction	reducción	N;SG	N;FEM;SG
contents	contenidos	contents	contenido	N;PL	N;MASC;PL
genetic	genéticas	genetic	genético	ADJ	ADJ;FEM;PL
genetic	genética	genetic	genético	ADJ	ADJ;FEM;SG
genetic	genético	genetic	genético	ADJ	ADJ;MASC;SG
genetic	genéticos	genetic	genético	ADJ	ADJ;MASC;PL
locally	localmente	locally	localmente	ADV	ADV
milk	leche	milk	leche	N;SG	N;FEM;SG
milk	milk	milk	milk	N;SG	N
romance	romance	romance	romance	N;SG	N;MASC;SG
romance	romanticismo	romance	romanticismo	N;SG	N;MASC;SG
intellectual	intelectual	intellectual	intelectual	ADJ	ADJ;SG
advisory	consultiva	advisory	consultiva	ADJ	ADJ;FEM;SG
arbitration	arbitraje	arbitration	arbitraje	N;SG	N;MASC;SG
interface	interfase	interface	interfase	N;SG	N;FEM;SG
interface	interface	interface	interface	N;SG	N;FEM;SG
interface	interfaz	interface	interfaz	N;SG	N;FEM;SG
default	omisión	default	omisión	N;SG	N;FEM;SG
default	incumplimiento	default	incumplimiento	N;SG	N;MASC;SG
default	defecto	default	defecto	N;SG	N;MASC;SG
departure	partida	departure	partida	N;SG	N;FEM;SG
departure	salida	departure	salida	N;SG	N;FEM;SG
suggesting	sugerir	suggest	sugerir	V;V.MSDR	V;NFIN
suggesting	sugiriendo	suggest	sugerir	V;V.MSDR	V;V.MSDR
mistake	equivocación	mistake	equivocación	N;SG	N;FEM;SG
mistake	error	mistake	error	N;SG	N;MASC;SG
embassy	embajada	embassy	embajada	N;SG	N;FEM;SG
sleep	sueño	sleep	sueño	N;SG	N;MASC;SG
sum	sum	sum	sum	N;SG	N
sum	suma	sum	suma	N;SG	N;FEM;SG
mythology	mitología	mythology	mitología	N;SG	N;FEM;SG
confusion	confusión	confusion	confusión	N;SG	N;FEM;SG
programmes	programas	programme	programa	N;PL	N;MASC;PL
therapy	terapia	therapy	terapia	N;SG	N;FEM;SG
occasion	ocasión	occasion	ocasión	N;SG	N;FEM;SG
possession	posesión	possession	posesión	N;SG	N;FEM;SG
possession	tenencia	possession	tenencia	N;SG	N;FEM;SG
defend	defender	defend	defender	V;IMP;FIN	V;NFIN
defend	defiendan	defend	defender	V;IMP;FIN	V;IMP;PL;3;FIN
defend	defenderme	defend	defenderme	V;IMP;FIN	V;NFIN
graphic	gráfico	graphic	gráfico	ADJ	ADJ;MASC;SG
graphic	gráfica	graphic	gráfico	ADJ	ADJ;FEM;SG
graphic	gráficas	graphic	gráfico	ADJ	ADJ;FEM;PL
warfare	guerra	warfare	guerra	N;SG	N;FEM;SG
anonymous	anónimo	anonymous	anónimo	ADJ	ADJ;MASC;SG
anonymous	anónima	anonymous	anónimo	ADJ	ADJ;FEM;SG
reverse	reversa	reverse	reversa	N;SG	N;FEM;SG
reverse	inversa	reverse	inversa	N;SG	N;FEM;SG
reverse	reverso	reverse	reverso	N;SG	N;MASC;SG
reverse	revés	reverse	revés	N;SG	N;MASC;SG
soap	jabón	soap	jabón	N;SG	N;MASC;SG
territorial	territorial	territorial	territorial	ADJ	ADJ;SG
territorial	territoriales	territorial	territorial	ADJ	ADJ;PL
playoffs	eliminatorias	playoff	eliminatoria	N;PL	N;FEM;PL
playoffs	playoffs	playoff	playoffs	N;PL	N;MASC;PL
boss	jefa	boss	jefa	N;SG	N;FEM;SG
boss	jefe	boss	jefe	N;SG	N;MASC;SG
boss	boss	boss	boss	N;SG	N
quoted	citó	quote	citar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
byzantine	bizantina	byzantine	bizantino	ADJ	ADJ;FEM;SG
byzantine	bizantino	byzantine	bizantino	ADJ	ADJ;MASC;SG
poster	poster	poster	poster	N;SG	N;MASC;SG
poster	afiche	poster	afiche	N;SG	N;MASC;SG
poster	cartel	poster	cartel	N;SG	N;MASC;SG
poster	póster	poster	póster	N;SG	N;MASC;SG
geographic	geográficos	geographic	geográfico	ADJ	ADJ;MASC;PL
geographic	geográfico	geographic	geográfico	ADJ	ADJ;MASC;SG
geographic	geográfica	geographic	geográfico	ADJ	ADJ;FEM;SG
geographic	geográficas	geographic	geográfico	ADJ	ADJ;FEM;PL
rebounds	rebotes	rebound	rebote	N;PL	N;MASC;PL
venture	venture	venture	venture	N;SG	N;MASC;SG
worse	peores	worse	peor	ADJ;CMPR	ADJ;PL
hoax	engaño	hoax	engaño	N;SG	N;MASC;SG
doors	doors	door	door	N;PL	N
doors	puertas	door	puerta	N;PL	N;FEM;PL
naming	denominación	naming	denominación	N;SG	N;FEM;SG
situations	situaciones	situation	situación	N;PL	N;FEM;PL
instructions	instrucciones	instruction	instrucción	N;PL	N;FEM;PL
tables	mesas	table	mesa	N;PL	N;FEM;PL
tables	tablas	table	tabla	N;PL	N;FEM;PL
tables	cuadros	table	cuadro	N;PL	N;MASC;PL
leaf	hoja	leaf	hoja	N;SG	N;FEM;SG
leaf	leaf	leaf	leaf	N;SG	N;MASC;SG
shoot	disparar	shoot	disparar	V;IMP;FIN	V;NFIN
shoot	disparen	shoot	disparar	V;IMP;FIN	V;IMP;PL;3;FIN
substitute	suplente	substitute	suplente	N;SG	N;SG
substitute	sustituto	substitute	sustituto	N;SG	N;MASC;SG
substitute	sustituta	substitute	sustituta	N;SG	N;FEM;SG
restaurants	restaurantes	restaurant	restaurante	N;PL	N;PL
contributor	contribuyente	contributor	contribuyente	N;SG	N;MASC;SG
contributor	colaboradora	contributor	colaborador	N;SG	N;FEM;SG
contributor	colaborador	contributor	colaborador	N;SG	N;MASC;SG
spoke	hablé	speak	hablar	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
spoke	habló	speak	hablar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
spoke	hablaron	speak	hablar	V;IND;PST;FIN	V;IND;PL;3;PST;FIN
errors	errores	error	error	N;PL	N;MASC;PL
enjoyed	disfruté	enjoy	disfrutar	V;IND;PST;FIN	V;IND;SG;1;PST;FIN
enjoyed	disfrutó	enjoy	disfrutar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
framework	framework	framework	framework	N;SG	N;MASC;SG
shakespeare	shakespeare	shakespeare	shakespeare	N;SG	N
immigration	inmigración	immigration	inmigración	N;SG	N;FEM;SG
mirror	espejo	mirror	espejo	N;SG	N;MASC;SG
mirror	mirror	mirror	mirror	N;SG	N;MASC;SG
assets	activos	asset	activo	N;PL	N;MASC;PL
assets	bienes	asset	bien	N;PL	N;MASC;PL
potentially	potencialmente	potentially	potencialmente	ADV	ADV
presentation	presentación	presentation	presentación	N;SG	N;FEM;SG
presentation	ponencia	presentation	ponencia	N;SG	N;FEM;SG
presentation	presentacion	presentation	presentacion	N;SG	N;FEM;SG
tournaments	torneos	tournament	torneo	N;PL	N;MASC;PL
syndrome	síndrome	syndrome	síndrome	N;SG	N;MASC;SG
sourcing	aprovisionamiento	sourcing	aprovisionamiento	N;SG	N;MASC;SG
sourcing	abastecimiento	sourcing	abastecimiento	N;SG	N;MASC;SG
journalism	periodismo	journalism	periodismo	N;SG	N;MASC;SG
upload	subir	upload	subir	V;IMP;FIN	V;NFIN
towers	towers	tower	tower	N;PL	N
towers	torres	tower	torre	N;PL	N;FEM;PL
conductor	revisor	conductor	revisor	N;SG	N;MASC;SG
conductor	conductor	conductor	conductor	N;SG	N;MASC;SG
hospitals	hospitales	hospital	hospital	N;PL	N;MASC;PL
bone	hueso	bone	hueso	N;SG	N;MASC;SG
bone	bone	bone	bone	N;SG	N
wellington	wellington	wellington	wellington	N;SG	N;MASC;SG
ideal	ideal	ideal	ideal	ADJ	ADJ;SG
ideal	ideales	ideal	ideal	ADJ	ADJ;PL
labels	sellos	label	sello	N;PL	N;MASC;PL
labels	etiquetas	label	etiqueta	N;PL	N;FEM;PL
governors	gobernadores	governor	gobernador	N;PL	N;MASC;PL
bases	bases	basis	base	N;PL	N;PL
bases	fundamentos	basis	fundamento	N;PL	N;MASC;PL
hello	hola	hello	hola	INTJ	INTJ
hardware	hardware	hardware	harewar	N;SG	N;MASC;SG
hardware	ferretería	hardware	ferretería	N;SG	N;FEM;SG
ensemble	conjunto	ensemble	conjunto	N;SG	N;MASC;SG
monster	monster	monster	monster	N;SG	N
monster	monstruo	monster	monstruo	N;SG	N;MASC;SG
pitcher	lanzador	pitcher	lanzador	N;SG	N;MASC;SG
pitcher	pitcher	pitcher	pitcher	N;SG	N;MASC;SG
pitcher	jarra	pitcher	jarra	N;SG	N;FEM;SG
emphasis	hincapié	emphasis	hincapié	N;SG	N;SG
emphasis	énfasis	emphasis	énfasis	N;SG	N;MASC
recovery	recuperación	recovery	recuperación	N;SG	N;FEM;SG
recovery	valorización	recovery	valorización	N;SG	N;FEM;SG
respond	respondan	respond	responder	V;IMP;FIN	V;IMP;PL;3;FIN
respond	responder	respond	responder	V;IMP;FIN	V;NFIN
respond	responda	respond	responder	V;IMP;FIN	V;IMP;SG;3;FIN
lesser	menor	lesser	menor	ADJ;CMPR	ADJ;SG
qualification	titulación	qualification	titulación	N;SG	N;FEM;SG
qualification	cualificación	qualification	cualificación	N;SG	N;FEM;SG
qualification	calificación	qualification	calificación	N;SG	N;FEM;SG
exposure	exposición	exposure	exposición	N;SG	N;FEM;SG
thoughts	pensamientos	thought	pensamiento	N;PL	N;MASC;PL
needing	necesitar	need	necesitar	V;V.MSDR	V;NFIN
needing	necesitando	need	necesitar	V;V.MSDR	V;V.MSDR
immigrants	inmigrantes	immigrant	inmigrante	N;PL	N;PL
variant	variante	variant	variante	N;SG	N;FEM;SG
lap	regazo	lap	regazo	N;SG	N;MASC;SG
lap	vuelta	lap	vuelta	N;SG	N;FEM;SG
legitimate	legítimas	legitimate	legítima	ADJ	ADJ;FEM;PL
legitimate	legítima	legitimate	legítimo	ADJ	ADJ;FEM;SG
legitimate	legítimo	legitimate	legítimo	ADJ	ADJ;MASC;SG
legitimate	legítimos	legitimate	legítimo	ADJ	ADJ;MASC;PL
autonomous	autónomo	autonomous	autónomo	ADJ	ADJ;MASC;SG
autonomous	autónomas	autonomous	autónomo	ADJ	ADJ;FEM;PL
autonomous	autónomos	autonomous	autónomo	ADJ	ADJ;MASC;PL
autonomous	autónoma	autonomous	autónomo	ADJ	ADJ;FEM;SG
succession	sucesión	succession	sucesión	N;SG	N;FEM;SG
throw	tirar	throw	tirar	V;IMP;FIN	V;NFIN
reserves	reservas	reserve	reserva	N;PL	N;FEM;PL
donated	donó	donate	donar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
increases	aumentos	increase	aumento	N;PL	N;MASC;PL
increases	incrementos	increase	incremento	N;PL	N;MASC;PL
kid	chaval	kid	chaval	N;SG	N;MASC;SG
kid	pibe	kid	pibe	N;SG	N;MASC;SG
kid	niño	kid	niño	N;SG	N;MASC;SG
kid	chico	kid	chico	N;SG	N;MASC;SG
kid	kid	kid	kid	N;SG	N
guidance	orientación	guidance	orientación	N;SG	N;FEM;SG
delivery	entrega	delivery	entrega	N;SG	N;FEM;SG
delivery	parto	delivery	parto	N;SG	N;MASC;SG
slave	esclavo	slave	esclavo	N;SG	N;MASC;SG
slave	esclava	slave	esclavo	N;SG	N;FEM;SG
feedback	retroalimentación	feedback	retroalimentación	N;SG	N;FEM;SG
stones	stones	stone	ston	N;PL	N;MASC;PL
stones	piedras	stone	piedra	N;PL	N;FEM;PL
manage	gestionar	manage	gestionar	V;IMP;FIN	V;NFIN
manage	gestione	manage	gestionar	V;IMP;FIN	V;IMP;SG;3;FIN
manage	administrar	manage	administrar	V;IMP;FIN	V;NFIN
favour	favor	favour	favor	N;SG	N;MASC;SG
printing	imprenta	printing	imprenta	N;SG	N;FEM;SG
printing	impresión	printing	impresión	N;SG	N;FEM;SG
variable	variable	variable	variable	ADJ	ADJ;SG
theology	teología	theology	teología	N;SG	N;FEM;SG
parameters	parámetros	parameter	parámetro	N;PL	N;MASC;PL
traveled	viajó	travel	viajar	V;IND;PST;FIN	V;IND;SG;3;PST;FIN
characteristic	característicos	characteristic	característico	ADJ	ADJ;MASC;PL
characteristic	característico	characteristic	característico	ADJ	ADJ;MASC;SG
inappropriate	inapropiada	inappropriate	inapropiado	ADJ	ADJ;FEM;SG;V.PTCP
inappropriate	inapropiados	inappropriate	inapropiado	ADJ	ADJ;MASC;PL;V.PTCP
inappropriate	inadecuada	inappropriate	inadecuado	ADJ	ADJ;FEM;SG
inappropriate	inadecuado	inappropriate	inadecuado	ADJ	ADJ;MASC;SG
inappropriate	inapropiado	inappropriate	inapropiado	ADJ	ADJ;MASC;SG;V.PTCP
switch	switch	switch	switch	N;SG	N
switch	interruptor	switch	interruptor	N;SG	N;MASC;SG
ties	corbatas	tie	corbata	N;PL	N;FEM;PL
ties	lazos	tie	lazo	N;PL	N;MASC;PL
tube	tubo	tube	tubo	N;SG	N;MASC;SG
debt	endeudamiento	debt	endeudamiento	N;SG	N;MASC;SG
debt	deuda	debt	deuda	N;SG	N;FEM;SG
outdoor	exteriores	outdoor	exterior	ADJ	ADJ;PL
outdoor	exterior	outdoor	exterior	ADJ	ADJ;SG
navigation	navegación	navigation	navegación	N;SG	N;FEM;SG
eligible	elegible	eligible	elegible	ADJ	ADJ;SG
eligible	elegibles	eligible	elegible	ADJ	ADJ;PL
experts	peritos	expert	perito	N;PL	N;MASC;PL
experts	expertos	expert	experto	N;PL	N;MASC;PL
expensive	costoso	expensive	costoso	ADJ	ADJ;MASC;SG
expensive	caro	expensive	caro	ADJ	ADJ;MASC;SG
expensive	caros	expensive	caro	ADJ	ADJ;MASC;PL
essays	ensayos	essays	ensayo	N;PL	N;MASC;PL
conventional	convencionales	conventional	convencional	ADJ	ADJ;PL
conventional	convencional	conventional	convencional	ADJ	ADJ;SG
campaigns	campañas	campaign	campaña	N;PL	N;FEM;PL
formations	formaciones	formation	formación	N;PL	N;FEM;PL
feelings	sentimientos	feeling	sentimiento	N;PL	N;MASC;PL
bath	bath	bath	bath	N;SG	N;MASC;SG
bath	bañera	bath	bañera	N;SG	N;FEM;SG
bath	baño	bath	baño	N;SG	N;MASC;SG
cats	gatos	cat	gato	N;PL	N;MASC;PL
variations	variaciones	variation	variación	N;PL	N;FEM;PL
variations	variantes	variation	variante	N;PL	N;FEM;PL
emerged	emergió	emerge	emergiar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
emerged	surgió	emerge	surgir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
socks	medias	sock	medias	N;PL	N;FEM;PL
socks	calcetines	sock	calcetín	N;PL	N;MASC;PL
connecting	conectando	connect	conectar	V;V.MSDR	V;V.MSDR
connecting	conectarse	connect	conectarse	V;V.MSDR	V;SBJV;SG;3;IPFV;FIN
connecting	conectar	connect	conectar	V;V.MSDR	V;NFIN
flood	inundación	flood	inundación	N;SG	N;FEM;SG
flood	diluvio	flood	diluvio	N;SG	N;MASC;SG
custom	costumbre	custom	costumbre	N;SG	N;FEM;SG
custom	custom	custom	custom	N;SG	N
touchdown	touchdown	touchdown	touchdown	N;SG	N;MASC;SG
touchdown	anotación	touchdown	anotación	N;SG	N;FEM;SG
profession	profesión	profession	profesión	N;SG	N;FEM;SG
layout	disposición	layout	disposición	N;SG	N;FEM;SG
academics	académicos	academics	académico	N;PL	N;MASC;PL
settlers	colonos	settler	colono	N;PL	N;MASC;PL
settlers	colonizadores	settler	colonizador	N;PL	N;MASC;PL
settlers	pobladores	settler	poblador	N;PL	N;MASC;PL
merging	fusión	merge	fusión	N;SG	N;FEM;SG
competitors	competidores	competitor	competidor	N;PL	N;MASC;PL
competitors	competidoras	competitor	competidora	N;PL	N;FEM;PL
grass	césped	grass	césped	N;SG	N;MASC;SG
grass	hierba	grass	hierba	N;SG	N;FEM;SG
reservoir	embalse	reservoir	embalse	N;SG	N;MASC;SG
artificial	artificiales	artificial	artificial	ADJ	ADJ;PL
artificial	artificial	artificial	artificial	ADJ	ADJ;SG
novelist	novelista	novelist	novelista	N;SG	N;SG
tip	punta	tip	punta	N;SG	N;FEM;SG
tip	tip	tip	tip	N;SG	N;MASC;SG
tip	sugerencia	tip	sugerencia	N;SG	N;FEM;SG
tip	consejo	tip	consejo	N;SG	N;MASC;SG
tip	propina	tip	propinar	N;SG	N;FEM;SG
faces	caras	face	cara	N;PL	N;FEM;PL
faces	rostros	face	rostro	N;PL	N;MASC;PL
guitars	guitarras	guitar	guitarra	N;PL	N;FEM;PL
aspx	aspx	aspx	aspx	N;SG	N
fellows	becarios	fellow	becario	N;PL	N;MASC;PL
internationally	internacionalmente	internationally	internacionalmente	ADV	ADV
dreams	dreams	dream	dreams	N;PL	N
dreams	sueños	dream	sueño	N;PL	N;MASC;PL
suburb	suburbio	suburb	suburbio	N;SG	N;MASC;SG
understood	entendí	understand	entender	V;PST;V.PTCP	V;IND;SG;1;PST;FIN
understood	entendió	understand	entender	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
understood	entendieron	understand	entender	V;PST;V.PTCP	V;IND;PL;3;PST;FIN
warned	advirtió	warn	advertir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
chorus	estribillo	chorus	estribillo	N;SG	N;MASC;SG
chorus	coro	chorus	coro	N;SG	N;MASC;SG
dependent	dependiente	dependent	dependiente	ADJ	ADJ;SG
restrictions	restricciones	restriction	restricción	N;PL	N;FEM;PL
killer	killer	killer	killer	N;SG	N;SG
killer	asesino	killer	asesino	N;SG	N;MASC;SG
killer	asesina	killer	asesina	N;SG	N;FEM;SG
killer	matador	killer	matador	N;SG	N;MASC;SG
trio	trio	trio	trio	N;SG	N;MASC;SG
trio	trío	trio	trío	N;SG	N;MASC;SG
influences	influencias	influence	influencia	N;PL	N;FEM;PL
blocking	bloqueo	block	bloqueo	N;SG	N;MASC;SG
wikipedians	wikipedistas	wikipedian	wikipedistas	N;PL	N;PL
cattle	bovinos	cattle	bovino	N;PL	N;MASC;PL
gear	engranaje	gear	engranaje	N;SG	N;MASC;SG
skating	patinaje	skate	patinaje	N;SG	N;MASC;SG
fifteen	quince	fifteen	quince	NUM	NUM;PL
wikis	wikis	wikis	wikis	N;PL	N;MASC;PL
tale	cuento	tale	cuento	N;SG	N;MASC;SG
tale	relato	tale	relato	N;SG	N;MASC;SG
demonstrate	demuestre	demonstrate	demostrar	V;IMP;FIN	V;IMP;SG;3;FIN
demonstrate	demostrar	demonstrate	demostrar	V;IMP;FIN	V;NFIN
vary	variar	vary	variar	V;IMP;FIN	V;NFIN
liquid	líquido	liquid	líquido	N;SG	N;MASC;SG
cycling	ciclismo	cycling	ciclismo	N;SG	N;MASC;SG
cycling	bicicleta	cycling	bicicleta	N;SG	N;FEM;SG
voices	voces	voice	voz	N;PL	N;FEM;PL
voices	voices	voice	voice	N;PL	N
horn	bocina	horn	bocina	N;SG	N;FEM;SG
horn	trompa	horn	trompa	N;SG	N;FEM;SG
horn	cuerno	horn	cuerno	N;SG	N;MASC;SG
horn	horn	horn	horn	N;SG	N;MASC;SG
erected	erigió	erect	eregir	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
burning	burning	burn	burning	N;SG	N;SG
worker	trabajador	worker	trabajador	N;SG	N;MASC;SG
worker	obrero	worker	obrero	N;SG	N;MASC;SG
atmosphere	atmosfera	atmosphere	atmosfero	N;SG	N;FEM;SG
atmosphere	ambiente	atmosphere	ambiente	N;SG	N;MASC;SG
atmosphere	atmósfera	atmosphere	atmósfera	N;SG	N;FEM;SG
characterized	caracterizó	characterize	caracterizar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
syrian	siria	syrian	sirio	ADJ	ADJ;FEM;SG
welfare	bienestar	welfare	bienestar	N;SG	N;MASC;SG
monitor	monitorear	monitor	monitorear	V;IMP;FIN	V;NFIN
monitor	supervisar	monitor	supervisar	V;IMP;FIN	V;NFIN
columns	columnas	column	columna	N;PL	N;FEM;PL
repair	reparación	repair	reparación	N;SG	N;FEM;SG
dollars	dolares	dollar	dolar	N;PL	N;MASC;PL
dollars	dólares	dollar	dólar	N;PL	N;MASC;PL
organised	organizada	organised	organizado	ADJ	ADJ;FEM;SG;V.PTCP
organised	organizados	organised	organizado	ADJ	ADJ;MASC;PL;V.PTCP
organised	organizadas	organised	organizado	ADJ	ADJ;FEM;PL;V.PTCP
organised	organizado	organised	organizado	ADJ	ADJ;MASC;SG;V.PTCP
parameter	parámetro	parameter	parámetro	N;SG	N;MASC;SG
truly	realmente	truly	realmente	ADV	ADV
truly	verdaderamente	truly	verdaderamente	ADV	ADV
resolve	resolver	resolve	resolver	V;IMP;FIN	V;NFIN
parade	parade	parade	parade	N;SG	N;SG
parade	desfile	parade	desfile	N;SG	N;MASC;SG
awareness	consciencia	awareness	consciencia	N;SG	N;FEM;SG
awareness	concientización	awareness	concientización	N;SG	N;FEM;SG
awareness	sensibilización	awareness	sensibilización	N;SG	N;FEM;SG
awareness	conciencia	awareness	conciencia	N;SG	N;FEM;SG
awareness	concienciación	awareness	concienciación	N;SG	N;FEM;SG
depends	depende	depend	depender	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
define	definir	define	definir	V;IMP;FIN	V;NFIN
define	defina	define	definir	V;IMP;FIN	V;IMP;SG;3;FIN
republicans	republicanos	republican	republicano	N;PL	N;MASC;PL
conspiracy	conspiración	conspiracy	conspiración	N;SG	N;FEM;SG
dies	muere	die	morir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
rough	duro	rough	duro	ADJ	ADJ;MASC;SG
rough	áspera	rough	áspero	ADJ	ADJ;FEM;SG
rough	áspero	rough	áspero	ADJ	ADJ;MASC;SG
equation	ecuación	equation	ecuación	N;SG	N;FEM;SG
feels	siente	feel	sentir	V;IND;SG;3;PRS;FIN	V;IND;SG;3;PRS;FIN
button	botón	button	botón	N;SG	N;MASC;SG
button	button	button	button	N;SG	N;MASC;SG
button	boton	button	boton	N;SG	N;MASC;SG
attending	asistiendo	attend	asistir	V;V.MSDR	V;V.MSDR
attending	asistir	attend	asistir	V;V.MSDR	V;NFIN
brands	marcas	brand	marca	N;PL	N;FEM;PL
queens	reinas	queen	reina	N;PL	N;FEM;PL
neck	cuello	neck	cuello	N;SG	N;MASC;SG
drink	bebe	drink	beber	N;SG	N;MASC;SG
drink	bebida	drink	bebida	N;SG	N;FEM;SG
sheriff	alguacil	sheriff	alguacil	N;SG	N;MASC;SG
sheriff	sheriff	sheriff	sheriff	N;SG	N;MASC;SG
sheriff	comisario	sheriff	comisario	N;SG	N;MASC;SG
irrelevant	irrelevantes	irrelevant	irrelevante	ADJ	ADJ;PL
irrelevant	irrelevante	irrelevant	irrelevante	ADJ	ADJ;SG
vanity	vanidad	vanity	vanidad	N;SG	N;FEM;SG
gift	obsequio	gift	obsequio	N;SG	N;MASC;SG
gift	regalo	gift	regalo	N;SG	N;MASC;SG
riders	jinetes	rider	jinete	N;PL	N;MASC;PL
functional	funcionales	functional	funcional	ADJ	ADJ;PL
functional	funcional	functional	funcional	ADJ	ADJ;SG
crossed	cruzó	cross	cruzar	V;PST;V.PTCP	V;IND;SG;3;PST;FIN
diverse	variado	diverse	variado	ADJ	ADJ;MASC;SG;V.PTCP
diverse	diversa	diverse	diverso	ADJ	ADJ;FEM;SG
diverse	diverso	diverse	diverso	ADJ	ADJ;MASC;SG
quotes	citas	quote	cita	N;PL	N;FEM;PL
quotes	frases	quote	frase	N;PL	N;FEM;PL
quotes	cotizaciones	quote	cotización	N;PL	N;FEM;PL
quotes	comillas	quote	comilla	N;PL	N;FEM;PL
slowly	lentamente	slowly	lentamente	ADV	ADV
attitude	actitud	attitude	actitud	N;SG	N;FEM;SG
mouse	ratón	mouse	ratón	N;SG	N;MASC;SG
mouse	mouse	mouse	mouse	N;SG	N;MASC;SG
protests	protestas	protest	protesta	N;PL	N;FEM;PL
gods	dioses	god	dios	N;PL	N;MASC;PL
amounts	montantes	amount	montante	N;PL	N;PL
amounts	montos	amount	monto	N;PL	N;MASC;PL
amounts	importes	amount	importe	N;PL	N;MASC;PL
amounts	cantidades	amount	cantidad	N;PL	N;FEM;PL
variation	variación	variation	variación	N;SG	N;FEM;SG
smart	listo	smart	listo	ADJ	ADJ;MASC;SG
smart	inteligentes	smart	inteligente	ADJ	ADJ;PL
smart	inteligente	smart	inteligente	ADJ	ADJ;SG
prices	precios	price	precio	N;PL	N;MASC;PL
prayer	oracion	prayer	oracion	N;SG	N;FEM;SG
prayer	plegaria	prayer	plegario	N;SG	N;FEM;SG
prayer	oración	prayer	oración	N;SG	N;FEM;SG
prayer	rezo	prayer	rezo	N;SG	N;MASC;SG
terrorism	terrorismo	terrorism	terrorismo	N;SG	N;MASC;SG
counts	condes	count	conde	N;PL	N;FEM;PL
iraqi	iraquí	iraqi	iraquí	ADJ	ADJ;SG
detective	detective	detective	detective	N;SG	N;SG
somebody	alguien	somebody	alguien	PRO;SG	PRO;SG
linking	vinculación	link	vinculación	N;SG	N;FEM;SG
compositions	composiciones	composition	composición	N;PL	N;FEM;PL
extensively	extensamente	extensively	extensamente	ADV	ADV
extensively	ampliamente	extensively	ampliamente	ADV	ADV
filming	filmación	filming	filmación	N;SG	N;FEM;SG
filming	rodaje	filming	rodaje	N;SG	N;MASC;SG
perfectly	perfectamente	perfectly	perfectamente	ADV	ADV
funeral	funeraria	funeral	funerario	N;SG	N;FEM;SG
funeral	funeral	funeral	funeral	N;SG	N;MASC;SG
funeral	entierro	funeral	entierro	N;SG	N;MASC;SG
farmer	campesino	farmer	campesino	N;SG	N;MASC;SG
farmer	agricultor	farmer	agricultor	N;SG	N;MASC;SG
farmer	granjero	farmer	granjero	N;SG	N;MASC;SG
protestant	protestante	protestant	protestante	ADJ	ADJ;SG
