nicht	नहीं	nicht	नहीं	PART;NEG	PART;NEG
syrien	सीरियन	syrienen	सीरियन		
zwanzig	बीस	zwanzig	बीस	NUM	NUM
fake	नकली	faklen	नकली		
fake	फेक	faklen	फेक		
fake	fake	faklen	fake		
berichterstattung	रिपोर्टिंग	berichterstattung	रिपोर्टिंग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
berichterstattung	कवरेज	berichterstattung	कवरेज	N;NOM;FEM;SG	N;NOM;MASC;SG;3
berühmte	मशहूर	berühmt	मशहूर	ADJ;NOM;PL	ADJ
berühmte	प्रसिद्ध	berühmt	प्रसिद्ध	ADJ;NOM;PL	ADJ
verliert	खोने	verlieren	खो	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
verliert	खोना	verlieren	खो	V;IND;SG;3;PRS;FIN	V;MASC;SG;NFIN;ACT
praktische	व्यावहारिक	praktisch	व्यावहारिक	ADJ;NOM;FEM;PL	ADJ;NOM
wichtiges	महत्वपूर्ण	wichtig	महत्वपूर्ण	ADJ;NOM;NEUT;SG	ADJ
pfund	lbs	pfund	lbs		
beliebt	लोकप्रिय	belieben	लोकप्रिय	ADJ	ADJ
board	बिसात	board	बिसात		
periode	अवधि	periode	अवधि	N;SG	N;NOM;FEM;SG;3
periode	काल	periode	काल	N;SG	N;NOM;MASC;SG;3
akt	नंगा	akt	नंगा	N;SG	N;NOM;MASC;SG;3
gefordert	मांगे	fordern	मांग	V;V.PTCP	V;MASC;IND;SG;3;FIN;ACT
medium	मध्यम	medium	मध्यम		
medium	मीडियम	medium	मीडियम		
fan	fan	fan	ओे		
fan	फ़ैन	fan	फाैन		
endspiel	फाइनल	endspiel	फाइनल	N;NOM;SG	N;NOM;MASC;SG;3
kommenden	आगामी	kommend	आगामी	ADJ;PL	ADJ
gegenstände	वस्तुएँ	gegenständ	वस्तु	N;NOM;FEM;PL	N;NOM;FEM;PL;3
gegenstände	वस्तुएं	gegenständ	वस्तु	N;NOM;FEM;PL	N;NOM;FEM;PL;3
gegenstände	वस्तुएँ	gegenständ	वस्तु	N;NOM;FEM;PL	N;NOM;FEM;PL;3
ausdehnung	विस्तार	ausdehnung	विस्तार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ausdehnung	विस्तार	ausdehnung	विस्तार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ausdehnung	एक्सटेंशन	ausdehnung	एक्सटेंशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
banken	बैंकों	banken	बैंक	N;PL	N;ACC;MASC;PL;3
zeichnung	सदस्यता	zeichnung	सदस्यता	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zeichnung	सब्सक्रिप्शन	zeichnung	सब्सक्रिप्शन	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zeichnung	रेखाचित्र	zeichnung	रेखाचित्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zeichnung	ड्राइंग	zeichnung	ड्राइंग	N;NOM;FEM;SG	N;NOM;FEM;SG;3
zeichnung	चित्रांकन	zeichnung	चित्रांकन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
zeichnung	आरेखण	zeichnung	आरेखण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aspekt	पहलु	aspeken	पहलु	N;SG	N;NOM;MASC;SG;3
aspekt	पहलू	aspeken	पहलू	N;SG	N;NOM;MASC;SG;3
gekauft	खरीदी	kaufen	खरीद	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gekauft	ख़रीदा	kaufen	ख़रीदा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gekauft	खरीदा	kaufen	खरीद	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gekauft	खरीदी	kaufen	खरीद	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gekauft	खरीदा	kaufen	खरीद	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
rechtliche	कानूनी	rechtlich	कानूनी	ADJ;NOM;FEM;PL	ADJ;NOM
signal	signal	signal	signal		
bibliotheken	लाइब्रेरी	bibliothek	लाइब्रेरी	N	N;NOM;FEM;SG;3
bibliotheken	पुस्तकालय	bibliothek	पुस्तकालय	N	N;NOM;MASC;SG;3
bibliotheken	पुस्तकालयों	bibliothek	पुस्तकाल	N	N;ACC;MASC;PL;3
bibliotheken	लाइब्रेरी	bibliothek	लाइब्रेरी	N	N;NOM;FEM;SG;3
bibliotheken	पुस्तकालय	bibliothek	पुस्तकालय	N	N;NOM;MASC;SG;3
bibliotheken	पुस्तकालयों	bibliothek	पुस्तकाल	N	N;ACC;MASC;PL;3
todes	मोत	tod	मोत		
bruch	स्क्रैप	bruch	स्क्रैप	N;SG	N;NOM;MASC;SG;3
bruch	ब्रेक	bruch	ब्रेक	N;SG	N;NOM;MASC;SG;3
bruch	फ्रैक्चर	bruch	फ्रैक्चर	N;SG	N;NOM;MASC;SG;3
bruch	उल्लंघन	bruch	उल्लंघन	N;SG	N;NOM;MASC;SG;3
bruch	rupture	bruch	rupture	N;SG	N;NOM;MASC;SG;3
tiefer	निचला	tief	निचला	ADJ	ADJ;NOM;MASC;SG
erhöhen	बढ़ेगी	erhöhen	बढ़	V;NFIN	V;FEM;IND;SG;3;FUT;FIN;ACT
erhöhen	बढ़ाएं	erhöhen	बढ़ा	V;NFIN	V;SBJV;PL;FIN;ACT
erhöhen	बढ़ाएँ	erhöhen	बढ़ा	V;NFIN	V;SBJV;PL;FIN;ACT
erhöhen	उठाएँ	erhöhen	उठा	V;NFIN	V;SBJV;PL;FIN;ACT
motto	motto	motto	motto		
norm	मानक	norm	मानक		
wirtschaftlich	आर्थिक	wirtschaftlich	आर्थिक	ADJ	ADJ;NOM
wirtschaftlich	किफायती	wirtschaftlich	किफायती	ADJ	ADJ;NOM
engen	सीमित	eng	सीमित	ADJ	ADJ
aufstellung	लाइनअप	aufstellingen	लाइनअप	N;NOM;FEM;SG	N;NOM;MASC;SG;3
aufstellung	सूची	aufstellingen	सूची	N;NOM;FEM;SG	N;NOM;FEM;SG;3
ausführliche	विस्तृत	ausführlich	विस्तृत	ADJ;NOM;FEM;PL	ADJ
notwendige	आवश्यक	notwendig	आवश्यक	ADJ;NOM;FEM;PL	ADJ
café	कैफ़े	café	कैफ़े	N;NOM;MASC;SG	N;NOM;FEM;SG;3
hingerichtet	चलाया	hinrichten	चला	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
lese	पढ़े	lese	पढ़े	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;FIN;ACT
lese	पढ़ा	lese	पढ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
lese	पढ़ना	lese	पढ़	V;IND;SG;3;PRS;FIN	V;MASC;NFIN;ACT
lese	पढना	lese	पढ	V;IND;SG;3;PRS;FIN	V;NFIN;ACT
wunder	ताज्जुब	wunder	ताज्जुब		
wunder	अचरज	wunder	अचरज		
juristische	कानूनी	juristisch	कानूनी	ADJ;NOM;FEM;PL	ADJ;NOM
erkannte	पहचाना	erkennen	पहचान	V;IND;SG;3;PST;FIN	V;MASC;SG;V.PTCP;ACT
finger	फिंगर	fanger	फिंगर		
sanierung	पुनर्वास	sanierung	पुनर्वास	N;NOM;FEM;SG	N;NOM;MASC;SG;3
sanierung	नवीकरण	sanierung	नवीकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
geheimnis	रहस्य	geheimnis	रहस्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geheimnis	रहस्य	geheimnis	रहस्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geheimnis	गोपनीय	geheimnis	गोपनीय	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geheimnis	भेद	geheimnis	भेद	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geheimnis	रहस्य	geheimnis	रहस्य	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
geheimnis	गोपनीयता	geheimnis	गोपनीयता	N;NOM;NEUT;SG	N;NOM;FEM;SG;3
gerufen	चिल्लाया	rufen	चिल्ला	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gerufen	बुलाया	rufen	बुला	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gerufen	पुकारा	rufen	पुकार	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
zeilen	पंक्तियां	zeilen	पंक्ति	N;PL	N;NOM;FEM;PL;3
zeilen	पंक्तियाँ	zeilen	पंक्ति	N;PL	N;NOM;FEM;PL;3
zeilen	पंक्तियां	zeilen	पंक्ति	N;PL	N;NOM;FEM;PL;3
zeilen	पंक्तियाँ	zeilen	पंक्ति	N;PL	N;NOM;FEM;PL;3
zeilen	रेखाएं	zeilen	रेखा	N;PL	N;NOM;FEM;PL;3
zeilen	लकीरें	zeilen	लकीर	N;PL	N;NOM;FEM;PL;3
zeilen	लाइनों	zeilen	लाइन	N;PL	N;ACC;FEM;PL;3
endrunde	फाइनल	endrunde	फाइनल	N;SG	N;NOM;MASC;SG;3
angewandte	लागू	angewandt	लागू	ADJ;NOM;FEM;PL	ADJ
vorgang	प्रक्रिया	vorgang	प्रक्रिया	N	N;NOM;FEM;SG;3
vorgang	प्रक्रम	vorgang	प्रक्रम	N	N;NOM;MASC;SG;3
kreisen	घूमना	kreisen	घूम	V;NFIN	V;MASC;NFIN;ACT
echten	असली	echt	असली	ADJ;MASC;SG	ADJ;NOM
echten	वास्तविक	echt	वास्तविक	ADJ;MASC;SG	ADJ;NOM
echten	वास्तविक	echt	वास्तविक	ADJ;MASC;SG	ADJ;NOM
job	job	jeben	job		
verwandte	kin	verwenden	ओे		
kampagne	अभियान	kampagne	अभियान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kampagne	अभियान	kampagne	अभियान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
urkunden	दस्तावेज	urkinden	दस्तावेज	N;PL	N;NOM;MASC;PL;3
problematisch	समस्यापूर्ण	problematisch	समस्यापूर्ण	ADJ	ADJ;NOM
sicherung	फ्यूज	sicherung	फ्यूज	N;FEM;SG	N;NOM;MASC;SG;3
sicherung	बैकअप	sicherung	बैकअप	N;FEM;SG	N;NOM;MASC;SG;3
händen	हाथों	händen	हाथ	V;NFIN	V;MASC;SBJV;PL;FIN;ACT
unbekannte	अज्ञात	unbekannt	अज्ञात	ADJ;NOM;FEM;PL	ADJ
erfindung	आविष्कार	erfindung	आविष्कार	N;FEM;SG	N;NOM;MASC;SG;3
schlösser	महलो	schlöß	महलो		
leid	विषाद	leid	विषाद		
ausrüstung	गियर	ausrüstung	गियर	N;NOM;FEM;SG	N;NOM;MASC;SG;3
negative	नकारात्मक	negativ	नकारात्मक	ADJ;NOM;FEM;PL	ADJ
freiwillig	वैकल्पिक	freiwillig	वैकल्पिक	ADJ	ADJ;NOM
berechtigt	योग्य	berechtigen	योग्य	ADJ	ADJ
vierter	चौथा	viert	चौथा	ADJ	ADJ;NOM;MASC;SG
vierter	चौथी	viert	चौथी	ADJ	ADJ;NOM;FEM;SG
kleidung	परिधान	kleidung	परिधान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kleidung	वस्त्र	kleidung	वस्त्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kleidung	परिधान	kleidung	परिधान	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kleidung	ड्रेस	kleidung	ड्रेस	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kleidung	पोशाक	kleidung	पोशाक	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kleidung	पहनावा	kleidung	पहनावा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kleidung	पहनावा	kleidung	पहनावा	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kleidung	वस्त्र	kleidung	वस्त्र	N;NOM;FEM;SG	N;NOM;MASC;SG;3
eingeschränkt	प्रतिबंधित	einschränken	प्रतिबंधित	ADJ	ADJ
eingeschränkt	सीमित	einschränken	सीमित	ADJ	ADJ
feier	party	feier	party		
rückseite	वापस	rückseite	वापस	ADJ	ADJ
teilung	पार्टीशन	teilung	पार्टीशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
teilung	विभाजन	teilung	विभाजन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lkw	लारी	lkw	लारी		
mdr	mdr	mdr	mdr		
scharf	मसालेदार	scharf	मसालेदार	ADJ	ADJ
frisch	ताजा	frisch	ताजा	ADJ	ADJ;NOM;MASC;SG
dokument	दस्तावेज़	dokument	दस्तावेज़	N;NOM;NEUT;SG	N;NOM;MASC;SG;3
audio	आडियो	audio	आडियो		
kette	हार	kett	हार	N;NOM;FEM;SG	N;NOM;FEM;SG;3
kette	नेकलेस	kett	नेकलेस	N;NOM;FEM;SG	N;NOM;MASC;SG;3
kette	चेन	kett	चेन	N;NOM;FEM;SG	N;NOM;FEM;SG;3
moderner	आधुनिक	modern	आधुनिक	ADJ	ADJ
offizieller	सरकारी	offiziell	सरकारी	ADJ	ADJ;NOM
offizieller	आधिकारिक	offiziell	आधिकारिक	ADJ	ADJ
zusatz	जोड	zusatz	जोड		
gefangenen	खिलाते	gefangen	खिला	V;IND;PL;3;FIN	V;IPFV;MASC;PL;V.PTCP;ACT
strategie	रणनीति	strategie	रणनीति	N;SG	N;NOM;FEM;SG;3
strategie	कार्यनीति	strategie	कार्यनीति	N;SG	N;NOM;FEM;SG;3
strategie	रणनीति	strategie	रणनीति	N;SG	N;NOM;FEM;SG;3
einheimischen	स्थानीय	einheimisch	स्थानीय	ADJ	ADJ;NOM
siegel	सील	siegel	सील		
fragt	पुछा	fragen	पुछा	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
fragt	माँगी	fragen	मांग	V;IND;SG;3;PRS;FIN	V;PFV;FEM;SG;V.PTCP;ACT
fragt	पूछा	fragen	पूछ	V;IND;SG;3;PRS;FIN	V;PFV;MASC;SG;V.PTCP;ACT
neueren	नया	neu	नया	ADJ	ADJ;NOM;MASC;SG
neueren	नई	neu	नया	ADJ	ADJ;NOM;FEM;SG
neueren	नए	neu	नया	ADJ	ADJ;NOM;MASC;PL
publikation	प्रकाशन	publikation	प्रकाशन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ernsthaft	गंभीर	ernsthaft	गंभीर	ADJ	ADJ
rief	चिल्लाया	rufen	चिल्ला	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
rief	बुलाया	rufen	बुला	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
rief	पुकारा	rufen	पुकार	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
rief	रोया	rufen	रो	V;IND;SG;3;PST;FIN	V;PFV;MASC;SG;V.PTCP;ACT
entlassung	स्राव	entlassung	स्राव	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entlassung	डिस्चार्ज	entlassung	डिस्चार्ज	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entlassung	स्खलन	entlassung	स्खलन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entlassung	निर्वहन	entlassung	निर्वहन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
entlassung	अतिरेक	entlassung	अतिरेक	N;NOM;FEM;SG	N;NOM;MASC;SG;3
siebten	सातवीं	siebt	सातवां	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;SG
siebten	सातवाँ	siebt	सातवाँ	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;SG
orthodoxen	परंपरागत	orthodox	परंपरागत	ADJ	ADJ
epoche	युग	epoch	युग	N;SG	N;NOM;MASC;SG;3
stab	रॉड	stab	रॉड		
stab	लाठी	stab	लाठी		
wertung	स्कोरिंग	wertung	स्कोरिंग	N;FEM;SG	N;NOM;FEM;SG;3
wertung	दर्जा	wertung	दर्जा	N;FEM;SG	N;NOM;MASC;SG;3
wertung	रेटिंग	wertung	रेटिंग	N;FEM;SG	N;NOM;FEM;SG;3
eintragen	डालें	eintragen	डाल	V;NFIN	V;SBJV;PL;FIN;ACT
harz	राल	harz	राल		
dünn	पतली	dünn	पतला	ADJ	ADJ;NOM;FEM;SG
dünn	पतला	dünn	पतला	ADJ	ADJ;NOM;MASC;SG
dünn	पतले	dünn	पतला	ADJ	ADJ;NOM;MASC;PL
dünn	पतली	dünn	पतला	ADJ	ADJ;NOM;FEM;SG
dünn	पतला	dünn	पतला	ADJ	ADJ;NOM;MASC;SG
verlieren	खोने	verlieren	खो	V;NFIN	V;NFIN;ACT
verlieren	खोना	verlieren	खो	V;NFIN	V;MASC;SG;NFIN;ACT
teufel	नर्क	teufel	नर्क		
teufel	नरक	teufel	नरक		
teufel	devil	teufel	devil		
leinwand	परदा	leinwand	परदा		
vorn	सामने	vorn	सामने	ADV	ADV;NOM;MASC;SG;3
wohnen	जीना	wohnen	जी	V;NFIN	V;MASC;SG;NFIN;ACT
vorfahren	पूर्वजो	vorfahren	पूर्वजो		
zeichnen	खींचें	zeichnen	खींच	V;NFIN	V;SBJV;PL;FIN;ACT
wilde	वहशी	wilden	वहशी		
wilde	savage	wilden	savage		
ankunft	आगमन	ankunft	आगमन	N;FEM;SG	N;NOM;MASC;SG;3
verändern	बदलना	verändern	बदल	V;NFIN	V;MASC;NFIN;ACT
verändern	सुधारें	verändern	सुधार	V;NFIN	V;SBJV;PL;FIN;ACT
gebeten	पुछा	bitten	पुछा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
gebeten	माँगी	bitten	मांग	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
gebeten	पूछे	bitten	पूछ	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
gebeten	पूछा	bitten	पूछ	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
manga	manga	manga	manga		
renoviert	लौटी	renovieren	लौट	V;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
verschwunden	गए	verschwinden	जा	V;V.PTCP	V;PFV;MASC;PL;V.PTCP;ACT
aufeinander	लगातार	aufeinander	लगातार	ADV	ADV
älterer	पुराने	alt	पुराना	ADJ	ADJ;MASC;PL
älterer	पुराना	alt	पुराना	ADJ	ADJ;MASC;SG
älterer	पुरानी	alt	पुराना	ADJ	ADJ;FEM;SG
innenraum	आंतरिक	innenraum	आंतरिक	ADJ	ADJ;NOM
singen	गा	singen	गा	V;NFIN	V;SG;FIN;ACT
überprüfung	समीक्षा	überprüfung	समीक्षा	N;NOM;FEM;SG	N;NOM;FEM;SG;3
überprüfung	पुनर्विलोकन	überprüfung	पुनर्विलोकन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
überprüfung	सत्यापन	überprüfung	सत्यापन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ständigen	खड़ी	ständig	खड़ा	ADJ	ADJ;NOM;FEM;SG
ständigen	खड़े	ständig	खडा	ADJ	ADJ;NOM;MASC;PL
ständigen	खड़ा	ständig	खडा	ADJ	ADJ;NOM;MASC;SG
ständigen	स्थाई	ständig	स्थाई	ADJ	ADJ;NOM
gewählten	निर्वाचित	gewählt	निर्वाचित	ADJ;PL	ADJ
sat	सत	sat	सत		
bruders	bhai	bruders	bhai		
nummern	संख्या	nummern	संख्या	N	N;NOM;FEM;SG;3
nummern	संख्याएँ	nummern	संख्या	N	N;NOM;FEM;PL;3
schnellen	तेज	schnell	तेज	ADJ	ADJ
dichtung	सील	dichtung	सील		
persönlicher	व्यक्तिगत	persönlich	व्यक्तिगत	ADJ	ADJ
persönlicher	निजी	persönlich	निजी	ADJ	ADJ;NOM
mien	mien	mienen	ओप		
ernährung	पोषण	Ernährung	पोषण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
ernährung	आहार	Ernährung	आहार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
lebensweise	lifestyle	lebensweise	lifestyle	N	N;NOM;MASC;SG;3
lebensweise	जीवनशैली	lebensweise	जीवनशैली	N	N;NOM;FEM;SG;3
gestrichen	मिटाया	gestrechen	मिटा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
tafel	श्यामपट	tafel	श्यामपट		
verabschiedet	अपनाया	verabschieden	अपना	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
erläutert	समझाया	erläutern	समझा	V;V.PTCP	V;PFV;MASC;SG;V.PTCP;ACT
kritischen	आलोचनात्मक	kritisch	आलोचनात्मक	ADJ	ADJ;NOM
kritischen	महत्वपूर्ण	kritisch	महत्वपूर्ण	ADJ	ADJ
kritischen	गंभीर	kritisch	गंभीर	ADJ	ADJ
amazon	amazon	amazon	ओुुआ		
hang	ढलान	hang	ढलान	N	N;NOM;MASC;SG;3
löscht	मिटाता	löschen	मिटा	V;IND;SG;3;PRS;FIN	V;IPFV;MASC;SG;V.PTCP;ACT
labor	lab	labor	lab		
herausragende	प्रतिष्ठित	herausragend	प्रतिष्ठित	ADJ;NOM;FEM;PL	ADJ
berühmt	मशहूर	berühmt	मशहूर	ADJ	ADJ
berühmt	प्रसिद्ध	berühmt	प्रसिद्ध	ADJ	ADJ
berühmt	प्रसिद्ध	berühmt	प्रसिद्ध	ADJ	ADJ
restaurierung	जीर्णोद्धार	restaurierung	जीर्णोद्धार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
restaurierung	पुनरुद्धार	restaurierung	पुनरुद्धार	N;NOM;FEM;SG	N;NOM;MASC;SG;3
restaurierung	बहाली	restaurierung	बहाली	N;NOM;FEM;SG	N;NOM;FEM;SG;3
restaurierung	नवीकरण	restaurierung	नवीकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
umzug	परेड	umzugen	परेड	N;SG	N;NOM;FEM;SG;3
erhöhung	वृद्धि	erhöhung	वृद्धि	N;NOM;FEM;SG	N;NOM;FEM;SG;3
erhöhung	ऊंचाई	erhöhung	ऊंचाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
erhöhung	ऊँचाई	erhöhung	ऊँचाई	N;NOM;FEM;SG	N;NOM;FEM;SG;3
erhöhung	समीकरण	erhöhung	समीकरण	N;NOM;FEM;SG	N;NOM;MASC;SG;3
erhöhung	उन्नयन	erhöhung	उन्नयन	N;NOM;FEM;SG	N;NOM;MASC;SG;3
polizisten	पुलिसवाले	polizist	पुलिसवाले	N;PL	N;NOM;MASC;PL;3
polizisten	पुलिसकर्मियों	polizist	पुलिसकर्मी	N;PL	N;ACC;MASC;PL;3
polizisten	अधिकारी	polizist	अधिकारी	N;PL	N;NOM;MASC;PL;3
polizisten	अधिकारीयों	polizist	अधिकारी	N;PL	N;ACC;MASC;PL;3
polizisten	अधिकारियों	polizist	अधिकारी	N;PL	N;ACC;MASC;PL;3
polizisten	पुलिसकर्मी	polizist	पुलिसकर्मी	N;PL	N;NOM;MASC;PL;3
politisches	राजनीतिक	politisch	राजनीतिक	ADJ;NOM;NEUT;SG	ADJ;NOM
selbständige	स्वतंत्र	selbständig	स्वतंत्र	ADJ;NOM;FEM;PL	ADJ;NOM
alternativen	वैकल्पिक	alternativ	वैकल्पिक	ADJ	ADJ;NOM
abc	abc	abc	abc		
schaffung	निर्माण	schaffung	निर्माण	N	N;NOM;MASC;SG;3
schaffung	सृष्टि	schaffung	सृष्टि	N	N;NOM;FEM;SG;3
unverändert	अपरिवर्तित	unverändert	अपरिवर्तित	ADJ	ADJ
interessante	दिलचस्प	interessant	दिलचस्प	ADJ;NOM;FEM;PL	ADJ
schwanz	पूँछ	schwanzen	पूँछ	N	N;NOM;FEM;SG;3
schwanz	पूंछ	schwanzen	पूंछ	N	N;NOM;FEM;SG;3
schwanz	लंड	schwanzen	लंड	N	N;NOM;MASC;SG;3
schwanz	मुर्गा	schwanzen	मुर्गा	N	N;NOM;MASC;SG;3
fisch	मीन	fisch	मीन		
