den	den	den	den	PRO;DEF;MASC+FEM;SG	PRO;SG;3
experiment	eksperimenter	experiment	eksperimenter	N;NOM;INDF;NEUT;PL	N;INDF;FEM;PL
självständiga	uavhengige	självständig	uavhengig	ADJ;NOM;PL	ADJ;PL
winter	vinter	winter	vinter	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
vin	vin	vin	vin	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
minuta	minuta	minuta	minuta	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
facebook	facebook	facebook	facebook	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
teologi	teologi	teologi	teologi	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
loew	loew	loew	loew	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
grandis	grandis	grandis	grandis	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
placerad	plassert	placera	plassere	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
rang	rang	rang	rang	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
rang	grad	rang	grad	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
rang	rank	rang	rank	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
drogs	trakk	dra	trekkje	V;IND;PST;FIN;PASS	V;IND;PST;FIN
nivåer	nivåer	nivå	nivåe	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
mod	tapperhet	mod	tapperh	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
mod	mod	mod	mod	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
motorväg	freeway	motorväg	freeway	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motorväg	motorvei	motorväg	motorvei	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motorväg	landevei	motorväg	landevei	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
motorväg	highway	motorväg	highway	N;NOM;INDF;MASC+FEM;SG	N
charaxes	charaxes	charaxes	charax	N;NOM;INDF;MASC+FEM;SG	N
pool	basseng	pool	basseng	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
pool	biljard	pool	biljard	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
vackra	nydelige	vacker	nydelig	ADJ;NOM;PL	ADJ;PL
teolog	teolog	teolog	teolog	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
highland	highland	highland	highland	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
highland	høyland	highland	høyland	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
popularitet	popularitet	popularitet	popularitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
camponotus	camponotus	camponotus	camponotus	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
graf	graf	graf	graf	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
jämförelse	sammenligning	jämförelse	sammenligning	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
jämförelse	diff	jämförelse	diff	N;NOM;INDF;MASC+FEM;SG	N
verkstad	workshop	verkstad	workshop	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
verkstad	verksted	verkstad	verksted	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
nahr	nahr	nahr	nahr	N;NOM;INDF;MASC+FEM;SG	N
sharp	sharp	sharp	sharp	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
läs	lese	läsa	lese	V;IMP;FIN;ACT	V;V.PTCP
läs	les	läsa	lese	V;IMP;FIN;ACT	V;IMP;FIN
salto	salto	salto	salto	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
presenterade	introduserte	presentera	introdusere	ADJ;NOM;PL;PST;V.PTCP	ADJ;PL;V.PTCP
oak	eik	oak	eik	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
oak	eika	oak	eiken	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
sammanslagning	sammenslåing	sammanslagning	sammenslåing	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
fars	farse	fara	farse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
producera	produsere	producera	produsere	V;IMP;FIN;ACT	V;NFIN
palatset	palasset	palats	palass	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
ball	ball	ball	ball	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
juridiska	juridiske	juridisk	juridisk	ADJ;NOM;PL	ADJ;PL
skillnader	uenigheter	skillnad	uenigheter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
skillnader	ulikheter	skillnad	ulikheter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
skillnader	forskjeller	skillnad	forskjelle	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
base	base	base	base	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
anhui	anhui	anhui	anhui	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lindley	lindley	lindley	lindley	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
edit	edit	edit	edit	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
edit	redigering	edit	redigering	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
nytta	benefit	nytta	benefit	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
away	away	away	away	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
felaktigt	feil	felaktig	feil	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
felaktigt	unøyaktig	felaktig	unøyaktig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
felaktigt	uriktig	felaktig	uriktig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
positivt	positivt	positiv	positiv	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
positivt	positiv	positiv	positiv	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
positivt	positivt	positiv	positiv	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
amanda	amanda	amand	amand	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gap	gap	gap	gap	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
specifika	spesifikke	specifik	spesifikk	ADJ;NOM;PL	ADJ;PL
tillåter	tillater	tillåta	tillate	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
tillåter	tillater	tillåta	tillate	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
elektrisk	elektrisk	elektrisk	elektrisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
varierande	varierte	variera	variere	ADJ;NOM;PRS;V.PTCP	ADJ;PL;V.PTCP
varierande	variert	variera	variere	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;SG;V.PTCP
varierande	varierende	variera	varierende	ADJ;NOM;PRS;V.PTCP	ADJ;PL
manager	manager	manager	manager	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
manager	bestyrer	manager	bestyre	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
blivande	fremtidig	blivande	fremtidig	ADJ;NOM;PRS;V.PTCP	ADJ;INDF;NEUT;SG
blivande	håpefulle	blivande	håpefull	ADJ;NOM;PRS;V.PTCP	ADJ;PL
lämplig	hensiktsmessig	lämplig	hensiktsmessig	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
äta	ete	äta	ete	V;IMP;FIN;ACT	V;IMP;FIN
lotta	lotta	lotta	lott	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
square	kvm	square	kvm	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
square	kvadrat	square	kvadrat	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
schweizisk	sveitsisk	schweizisk	sveitsisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
drottningen	dronningen	drottning	dronning	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
drottningen	queen	drottning	que	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
medicinsk	medisinsk	medicinsk	medisinsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
årliga	årlige	årlig	årlig	ADJ;NOM;PL	ADJ;PL
family	familie	family	familie	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
family	slekt	family	slekkje	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
klimat	klima	klima	klima	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
uppväxt	oppvokst	uppväxt	oppvokst	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
uppväxt	fostret	uppväxt	fostre	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
lès	lès	lès	lese	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
höjden	høyden	höjd	høyd	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
europe	europe	europe	europe	N;NOM	N;INDF;MASC;SG
europe	europa	europe	europa	N;NOM	N;DEF;NEUT;SG
solo	solo	solo	solo	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
himlen	heaven	himle	heav	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
himlen	himmelen	himle	himmel	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
himlen	himmelen	himle	himmel	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
änka	enke	änka	enke	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
änka	enkemann	änka	enkemann	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
änka	enke	änka	enke	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
änka	enken	änka	enken	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
oberösterreich	oberösterreich	oberösterreich	oberösterreich	N;NOM;INDF;MASC+FEM;SG	N
insularis	insularis	insularis	insularis	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bostad	bolig	bostad	bolig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bostad	bosted	bostad	bosted	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bostad	bopel	bostad	bopel	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bostad	bolig	bostad	bolig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bostad	boliger	bostad	boliger	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
bostad	bolig	bostad	bolig	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
minskat	redusert	minska	redusere	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
minskat	redusert	minska	redusere	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
judisk	jødisk	judisk	jødisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
perdita	perdita	perdita	perdit	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
europeisk	europeisk	europeisk	europeisk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
kommitté	komité	kommitté	komité	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
act	akt	act	akt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
act	act	act	act	N;NOM;INDF;MASC+FEM;SG	N
sprida	spre	sprida	spre	V;IMP;NFIN;ACT	V;IMP;FIN
nana	nana	nana	nane	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nana	besta	nana	beste	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
corporation	corporation	corporation	corporation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
serbiska	serbisk	serbisk	serbisk	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tävla	konkurrere	tävla	konkurrere	V;IMP;FIN;ACT	V;NFIN
svärd	sverd	svärd	sverd	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
svärd	sverd	svärd	sverd	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
viken	bukt	viken	bukt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
viken	bukt	viken	bukt	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
viken	bay	viken	bay	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
butiker	butikker	butik	butikke	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
butiker	butikker	butik	butikke	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
säker	trygt	säker	trygg	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
säker	trygg	säker	trygg	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
säker	sikker	säker	sikker	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
bei	bei	bei	bei	N;NOM;INDF;NEUT;SG	N;INDF;SG
båt	båt	båt	båt	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
engagemang	engasjement	engagemang	engasjement	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
engagemang	forlovelse	engagemang	forlovelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
engagemang	forpliktelse	engagemang	forpliktelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
engagemang	engasjement	engagemang	engasjement	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
engagemang	dedikasjon	engagemang	dedikasjon	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
mekaniska	mekaniske	mekanisk	mekanisk	ADJ;NOM;PL	ADJ;PL
foster	foster	fost	foster	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
foster	foster	fost	foster	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
biträdande	assisterende	biträdande	assisterende	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
biträdande	assistent	biträdande	assistent	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
canada	canada	cana	canad	N;NOM;INDF;MASC+FEM;SG	N
förhållandet	forholdet	förhållande	forhold	N;NOM;DEF;NEUT;SG	N;DEF;NEUT;SG
hemliga	hemmelige	hemlig	hemmelig	ADJ;NOM;PL	ADJ;PL
normal	normalt	normal	normal	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
normal	normal	normal	normal	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
regent	regent	regent	regent	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
utmed	langs	utmed	langs	ADP	ADP
varade	varte	vara	verte	V;IND;PST;FIN;ACT	V;IND;PST;FIN
försvinner	forsvinner	försvinna	forsvinner	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
försvinner	forsvinner	försvinna	forsvinner	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
försvinner	forsvinner	försvinna	forsvinner	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
försvinner	forsvinner	försvinna	forsvinner	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
bidrar	bidrar	bidra	bidrar	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
bidrar	bidra	bidra	bidra	V;IND;PRS;FIN;ACT	V;NFIN
bidrar	bidrar	bidra	bidrar	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
transport	transport	transport	transport	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
transport	transport	transport	transport	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fattiga	fattige	fattig	fattig	ADJ;NOM;PL	ADJ;PL
stjärnan	stjerna	stjärna	stjerne	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
färre	færre	få	få	ADJ;NOM;CMPR	ADJ;CMPR
färre	færre	få	få	ADJ;NOM;CMPR	ADJ;CMPR
färre	mindre	få	liten	ADJ;NOM;CMPR	ADJ;CMPR
utländsk	utenlandsk	utländsk	utenlandsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
radering	sletting	radering	sletting	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
katolsk	katolsk	katolsk	katolsk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
hört	hørt	höra	hør	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
dött	dødd	döda	dødd	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
dött	dødt	döda	død	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG
gas	bensin	ga	bensin	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
gas	gass	ga	gass	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
berömd	berømt	berömd	berømme	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
inspiration	inspirasjon	inspiration	inspirasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
human	humant	huma	human	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
human	human	huma	human	N;NOM;INDF;MASC+FEM;SG	N
framtid	future	framtid	future	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
framtid	fremtid	framtid	fremtid	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
framtid	framtid	framtid	framtid	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
koppling	sammenkobling	koppling	sammenkobling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
koppling	kopling	koppling	kopling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
koppling	clutch	koppling	clutch	N;NOM;INDF;MASC+FEM;SG	N
koppling	forbindelse	koppling	forbindelse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
koppling	tilkobling	koppling	tilkobling	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
institut	institutt	institut	institutt	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
institut	institute	institut	institut	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
institut	institut	institut	institut	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
institut	institusjoner	institut	institusjoner	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
resurser	ressurser	resurs	ressurse	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;PL
inger	inger	inger	inger	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
flod	river	flod	rive	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
flod	elv	flod	elv	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
kommunikation	kommunikasjon	kommunikation	kommunikasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kommunikation	kommunikasjon	kommunikation	kommunikasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
negra	negra	negra	negre	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
gator	gater	gata	gater	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
dramatiska	dramatiske	dramatisk	dramatisk	ADJ;NOM;PL	ADJ;PL
budget	budsjett	budget	budsjett	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
tusentals	tusenvis	tusental	tusenvis	N;GEN;INDF;NEUT;PL	N
tusentals	tusener	tusental	tusen	N;GEN;INDF;NEUT;PL	N;INDF;FEM;PL
producerar	produserer	producera	produsere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
producerar	produsere	producera	produsere	V;IND;PRS;FIN;ACT	V;NFIN
producerar	produserer	producera	produsere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
producerar	produserer	producera	produsere	V;IND;PRS;FIN;ACT	V;IND;PRS;FIN
studerat	studert	studera	studere	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
buck	buck	buck	buck	N;NOM;INDF;MASC+FEM;SG	N
masters	masters	mast	masters	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
producerat	produsert	producerad	produsere	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
sända	send	sända	sende	V;IMP;FIN;ACT	V;IMP;FIN
typiska	typiske	typisk	typisk	ADJ;NOM;PL	ADJ;PL
kiss	pee	kiss	pee	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kiss	tisse	kiss	tisse	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kiss	kiss	kiss	kiss	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
kiss	kyss	kiss	kyss	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
ram	ramme	ram	ramme	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ram	ram	ram	ram	N;NOM;INDF;MASC+FEM;SG	N
utformning	design	utformning	design	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
utformning	designer	utformning	designer	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
tekniken	technology	teknik	technology	N;NOM;DEF;MASC+FEM;SG	N
want	lyst	want	lyst	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
want	want	want	want	N;NOM;INDF;MASC+FEM;SG	N
torp	torp	torp	torp	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
funktionen	funksjonen	funktion	funksjon	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
samtal	samtale	samtal	samtale	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
samtal	konversasjon	samtal	konversasjon	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
samtal	anrop	samtal	anrop	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
samtal	call	samtal	call	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
samtal	ring	samtal	ring	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
samtal	anrop	samtal	anrop	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
ding	ding	du	ding	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
järnvägsstation	stasjon	järnvägsstation	stasjon	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
järnvägsstation	holdeplass	järnvägsstation	holdeplass	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
celler	celler	cell	celler	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
kommittén	komiteen	kommitté	komité	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
bel	bel	bel	bel	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
kvällen	aften	kväll	aft	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
figur	figur	figur	figur	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
berättade	fortalte	berätta	fortelje	V;IND;PST;FIN;ACT	V;IND;PST;FIN
blått	blue	blå	blu	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
utbildad	utdanna	utbilda	utdanne	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
utbildad	opplært	utbilda	opplære	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG
demokrati	demokrati	demokrati	demokrati	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
införa	presentere	införa	presentere	V;IMP;FIN;ACT	V;NFIN
införa	introdusere	införa	introdusere	V;IMP;FIN;ACT	V;IMP;NFIN
införa	presentere	införa	presentere	V;IMP;FIN;ACT	V;NFIN
inhemska	hjemlige	inhemsk	hjemlig	ADJ;NOM;PL	ADJ;PL
storleken	størrelsen	storlek	størrelse	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
sällsynt	sjelden	sällsynt	sjelden	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;SG
split	split	splita	split	N;NOM;INDF;NEUT;SG	N
delad	delte	delad	delte	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;SG;V.PTCP
delad	delt	delad	dele	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
delad	delt	delad	dele	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
delad	delt	delad	dele	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;NEUT;SG;V.PTCP
hawaii	hawaii	hawaii	hawaii	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
days	days	days	days	N;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
mexicana	mexicana	mexican	mexicana	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
niger	niger	niga	niger	N;NOM;INDF;MASC+FEM;SG	N;INDF;NEUT;SG
farfar	bestefar	farfar	bestefar	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
farfar	farfar	farfar	farf	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
farfar	bestefar	farfar	bestefar	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
farfar	farfar	farfar	farf	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
farfar	bestefar	farfar	bestefar	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
punkter	prikker	punkt	prikke	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
punkter	punkter	punkt	punkter	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;PL
blanc	blanc	blanc	blanc	N;NOM;INDF;MASC+FEM;SG	N;SG
maken	gubben	make	gubbe	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
azur	azur	azur	azur	N;NOM;INDF;MASC+FEM;SG	N;INDF;SG
läste	lese	läsa	lese	V;IMP;FIN;ACT	V;V.PTCP
läste	les	läsa	lese	V;IMP;FIN;ACT	V;IMP;FIN
typiskt	typisk	typisk	typisk	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
diamond	diamond	diamond	diamond	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
diamond	diamant	diamond	diamant	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
fips	fips	fips	fips	N;NOM;INDF;MASC+FEM;SG	N
gädda	pike	gädda	pike	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
nödvändigt	nødvendig	nödvändig	nødvendig	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
alpina	alpine	alpin	alpine	ADJ;NOM;PL	ADJ;PL
palma	palma	palma	palme	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
coquimbo	coquimbo	coquimbo	coquimbo	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
aktivitet	aktivitet	aktivitet	aktivitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
forster	forster	forst	forster	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
emellan	mellom	emellan	mellom	ADP	ADP
