daha	دیگر	daha	دیگر	ADV	ADV
topluluklar	اجتماعات	topluluk	اجتماع	N;NOM;PL;3	N;PL
topluluklar	جوامع	topluluk	جامعه	N;NOM;PL;3	N;PL
nötron	نوترون	nötron	نوترون	N;NOM;SG;3	N;SG
hentbol	هندبال	hentbol	هندبال	N;NOM;SG;3	N;SG
agg	agg	agg	agg		
derinliği	عمق	derinlik	عمق	N;ACC;SG;3	N;SG
chan	chan	chan	chan		
çekimler	نماها	çekim	نما	N;NOM;PL;3	N;PL
monarşi	شهریاری	monarşi	شهریاری	N;NOM;SG;3	N;SG
milletvekilleri	نمایندگان	milletvekili	نماینده	N;NOM;PL;3	N;PL
milletvekilleri	قانونگذاران	milletvekili	قانونگذار	N;NOM;PL;3	N;PL
videoları	ویدئوهای	video	ویدئو	N;ACC;PL;3	N;PL
videoları	ویدیوها	video	ویدیو	N;ACC;PL;3	N;PL
videoları	ویدیوهای	video	ویدیو	N;ACC;PL;3	N;PL
sipariş	نظم	sipariş	نظم	N;NOM;SG;3	N;SG
sipariş	فرمان	sipariş	فرمان	N;NOM;SG;3	N;SG
sipariş	دستور	sipariş	دستور	N;NOM;SG;3	N;SG
sipariş	سفارش	sipariş	None	N;NOM;SG;3	N;SG
sipariş	ترتیب	sipariş	ترتیب	N;NOM;SG;3	N;SG
sipariş	فرمان	sipariş	فرمان	N;NOM;SG;3	N;SG
sipariş	دستور	sipariş	دستور	N;NOM;SG;3	N;SG
ağaçlar	درختان	ağaç	درخت	N;NOM;PL;3	N;PL
ağaçlar	درختها	ağaç	درخت	N;NOM;PL;3	N;PL
dolaşım	گردش	dolaşım	گردش		
bataklık	باتلاق	bataklık	باتلاق	N;NOM;SG;3	N;SG
bataklık	مرداب	bataklık	مرداب	N;NOM;SG;3	N;SG
bataklık	مارش	bataklık	مارش	N;NOM;SG;3	N;SG
bataklık	مرداب	bataklık	مرداب	N;NOM;SG;3	N;SG
katılımı	حضور	katılım	حضور	N;ACC;SG;3	N;SG
katılımı	مشارکت	katılım	مشارکت	N;ACC;SG;3	N;SG
havzası	حوضه	havza	حوضه	N;NOM;SG;3	N;SG
havzası	سماور	havza	None	N;NOM;SG;3	N;SG
ilaçlar	داروها	ilaç	دارو	N;NOM;PL;3	N;PL
yahudilere	یهودیان	yahudi	یهودی	N;DAT;PL;3	N;PL
