vir	for	vir	for	ADP	ADP
besigheid	mødet	besigheid	møde	N;SG	N;DEF;NEUT;SG
besigheid	forretning	besigheid	forretning	N;SG	N;INDF;MASC+FEM;SG
besigheid	erhvervslivet	besigheid	erhvervsliv	N;SG	N;DEF;NEUT;SG
besigheid	business	besigheid	business	N;SG	N;INDF;MASC+FEM;SG
besigheid	virksomhed	besigheid	virksomhed	N;SG	N;INDF;MASC+FEM;SG
ontploffing	eksplosionen	ontploffing	eksplosion	N;SG	N;DEF;MASC+FEM;SG
ontploffing	eksplosion	ontploffing	eksplosion	N;SG	N;INDF;MASC+FEM;SG
rembrandt	rembrandt	rembrandt	rembrande	N;SG	N;INDF;MASC+FEM;SG
konserte	koncerter	konserte	koncert	N;PL	N;INDF;MASC+FEM;PL
seremonie	ceremoni	seremonie	ceremoni	N;SG	N;INDF;MASC+FEM;SG
seremonie	højtidelighed	seremonie	højtidelighed	N;SG	N;INDF;MASC+FEM;SG
seremonie	ceremonien	seremonie	ceremonie	N;SG	N;DEF;MASC+FEM;SG
munte	euromønter	munt	euromønt	N;PL	N;INDF;MASC+FEM;PL
munte	mønter	munt	mønt	N;PL	N;INDF;MASC+FEM;PL
gery	kørt	gery	køre	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gery	kørte	gery	køre	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gery	drev	gery	drive	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gery	redet	gery	rede	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
lêers	filer	lêers	fil	N;PL	N;INDF;MASC+FEM;PL
huishoudelike	indenlandske	huishoudelik	indenlandsk	ADJ;NOM	ADJ;PL
korrupsie	fordærv	korrupsie	fordærv	N;SG	N;INDF;NEUT;SG
korrupsie	korruption	korrupsie	korruption	N;SG	N;INDF;MASC+FEM;SG
korrupsie	bestikkelse	korrupsie	bestikkelse	N;SG	N;INDF;MASC+FEM;SG
kommunikeer	kommunikere	kommunikeer	kommuniker	V;PRS	V;NFIN;ACT
kommunikeer	kommunikerer	kommunikeer	kommunikere	V;PRS	V;IND;PRS;FIN;ACT
noodsaaklike	essentiel	noodsaaklik	essentiel	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
noodsaaklike	essentielt	noodsaaklik	essentielt	ADJ;NOM	ADJ;INDF;NEUT;SG
noodsaaklike	afgørende	noodsaaklik	afgørende	ADJ;NOM	ADJ
noodsaaklike	væsentlige	noodsaaklik	væsentlig	ADJ;NOM	ADJ;PL
noodsaaklike	væsentlig	noodsaaklik	væsentlig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
prefektuur	præfekturet	prefektuur	præfektur	N;SG	N;DEF;NEUT;SG
ingedien	indleveret	indien	indlevere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingedien	fremlagt	indien	fremlægge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingedien	indgivet	indien	indgive	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingedien	afgivet	indien	afgive	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ingedien	indsendt	indien	indsende	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
bye	bierne	byd	bi	N;PL	N;DEF;NEUT;PL
bye	bier	byd	bi	N;PL	N;INDF;MASC+FEM;PL
nuttige	hjælpsom	nuttig	hjælpsom	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
nuttige	nyttig	nuttig	nyttig	ADJ;NOM	ADJ;INDF;MASC+FEM;SG
nuttige	nyttigt	nuttig	nyttigt	ADJ;NOM	ADJ;INDF;NEUT;SG
nuttige	nyttige	nuttig	nyttig	ADJ;NOM	ADJ;PL
saad	såsæd	saad	såsæd	N;SG	N;INDF;NEUT;SG
gerangskik	rangeret	rangskik	rangere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
regiment	regiment	regiment	regiment	N;SG	N;INDF;NEUT;SG
groenland	grønland	groenland	grønland	N;SG	N;INDF;NEUT;SG
groenland	grønlands	groenland	grønlands	N;SG	N;GEN;INDF;MASC+FEM;SG
verwerking	screening	verwerking	screening	N;SG	N;INDF;MASC+FEM;SG
masjien	motoren	masjien	motor	N;SG	N;DEF;MASC+FEM;SG
masjien	motor	masjien	motor	N;SG	N;INDF;MASC+FEM;SG
masjien	maskinen	masjien	maskine	N;SG	N;DEF;MASC+FEM;SG
masjien	maskin	masjien	maskin	N;SG	N;INDF;MASC+FEM;SG
masjien	maskine	masjien	maskine	N;SG	N;INDF;MASC+FEM;SG
buitelanders	udlændinge	buitelander	udlænding	N;PL	N;INDF;MASC+FEM;PL
besoeke	visninger	besoek	visning	N;PL	N;INDF;MASC+FEM;PL
geskatte	skønnet	geskat	skønne	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geskatte	anslået	geskat	anslå	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
geskatte	estimeret	geskat	estimere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
episodes	episoder	episode	episode	N;PL	N;INDF;MASC+FEM;PL
rys	ris	rys	ris	N;SG	N;INDF;MASC+FEM;SG
aanhou	bevar	aanhou	bevare	V;PRS	V;IMP
verskuiwing	udvandring	verskuiwing	udvandring	N;SG	N;INDF;MASC+FEM;SG
verskuiwing	indvandring	verskuiwing	indvandring	N;SG	N;INDF;MASC+FEM;SG
dring	insistere	dring	insistere	V;PRS	V;NFIN;ACT
dring	insisterer	dring	insistere	V;PRS	V;IND;PRS;FIN;ACT
voorregte	beføjelser	voorreg	beføjelse	N;PL	N;INDF;MASC+FEM;PL
voorregte	privilegier	voorreg	privilegi	N;PL	N;INDF;MASC+FEM;PL
handelinge	handlinger	handeling	handling	N;PL	N;INDF;MASC+FEM;PL
handelinge	foranstaltninger	handeling	foranstaltning	N;PL	N;INDF;MASC+FEM;PL
handelinge	aktioner	handeling	aktion	N;PL	N;INDF;MASC+FEM;PL
eier	ægget	eier	ægge	N;SG	N;DEF;NEUT;SG
kelvin	kelvin	kelvin	kelvin	N;SG	N;INDF;MASC+FEM;SG
wydte	bredde	wydte	bredde	N;SG	N;INDF;MASC+FEM;SG
wydte	bredden	wydte	bredde	N;SG	N;DEF;MASC+FEM;SG
talent	talent	talent	talent	N;SG	N;INDF;NEUT;SG
talent	talentet	talent	talent	N;SG	N;DEF;NEUT;SG
koppe	overskrifter	kop	overskrift	N;PL	N;INDF;MASC+FEM;PL
inleiding	introduktion	inleiding	introduktion	N;SG	N;INDF;MASC+FEM;SG
inleiding	indledning	inleiding	indledning	N;SG	N;INDF;MASC+FEM;SG
vlieënde	flyvende	vlie	flyvende	ADJ;NOM	ADJ
neerslag	nedbør	neerslag	nedbør	N;SG	N;INDF;MASC+FEM;SG
trots	stolte	trots	stolt	ADJ;NOM	ADJ;PL
trots	stolte	trots	stolt	ADJ;NOM	ADJ;PL
trots	stolt	trots	stolt	ADJ;NOM	ADJ;INDF;SG
ontevredenheid	utilfredshed	ontevredenheid	utilfredshed	N;SG	N;INDF;MASC+FEM;SG
blootstelling	udsættelse	blootstelling	udsættelse	N;SG	N;INDF;MASC+FEM;SG
blootstelling	eksponering	blootstelling	eksponering	N;SG	N;INDF;MASC+FEM;SG
blootstelling	bestråling	blootstelling	bestråling	N;SG	N;INDF;MASC+FEM;SG
boeddhistiese	buddhistiske	boeddhisties	buddhistisk	ADJ;NOM	ADJ;PL
sinners	synderne	sinners	synde	N;PL	N;DEF;MASC+FEM;PL
sinners	syndere	sinners	syndere	N;PL	N;INDF;MASC+FEM;PL
steel	stjæler	steel	stjæle	V;PRS	V;IND;PRS;FIN;ACT
steel	stjæle	steel	stjæle	V;PRS	V;NFIN;ACT
steel	stjæler	steel	stjæle	V;PRS	V;IND;PRS;FIN;ACT
steel	stjæler	steel	stjæle	V;PRS	V;IND;PRS;FIN;ACT
steel	stjæle	steel	stjæle	V;PRS	V;NFIN;ACT
optredes	forestillinger	optrede	forestilling	N;PL	N;INDF;MASC+FEM;PL
tong	tungen	tong	tung	N;SG	N;DEF;MASC+FEM;SG
sentrums	centrene	sentrum	center	N;PL	N;DEF;NEUT;PL
erfgenaam	arving	erfgenaam	arving	N;SG	N;INDF;MASC+FEM;SG
vordering	progress	vordering	progress	N;SG	N;INDF;MASC+FEM;SG
vordering	fremgang	vordering	fremgang	N;SG	N;INDF;MASC+FEM;SG
haaie	hajer	haaie	haj	N;PL	N;INDF;MASC+FEM;PL
gekleurde	farvede	kleurde	farvet	ADJ;NOM	ADJ;PL
gekleurde	farvede	kleurde	farvet	ADJ;NOM	ADJ;PL
tabak	tobak	tabak	tobak	N;SG	N;INDF;MASC+FEM;SG
gekyk	overvågede	gekyk	overvåget	V;PST;V.PTCP	V;PL;PST;V.PTCP
gekyk	set	gekyk	se	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gekyk	overvåget	gekyk	overvåge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gekyk	set	gekyk	se	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
indiane	indianere	indiane	indianer	N;PL	N;INDF;MASC+FEM;PL
indiane	indere	indiane	indere	N;PL	N;INDF;MASC+FEM;PL
indiane	indianerne	indiane	indianer	N;PL	N;DEF;MASC+FEM;PL
handelsmerk	varemærke	handelsmerk	varemærke	N;SG	N;INDF;NEUT;SG
handelsmerk	brand	handelsmerk	brand	N;SG	N;INDF;MASC+FEM;SG
handelsmerk	brandet	handelsmerk	brand	N;SG	N;DEF;NEUT;SG
handelsmerk	varemærke	handelsmerk	varemærke	N;SG	N;INDF;NEUT;SG
brûe	broer	brûe	bro	N;PL	N;INDF;MASC+FEM;PL
brûe	broerne	brûe	bro	N;PL	N;DEF;MASC+FEM;PL
lesings	forelæsninger	lesing	forelæsning	N;PL	N;INDF;MASC+FEM;PL
lens	linse	lens	linse	N;SG	N;INDF;MASC+FEM;SG
lens	linsen	lens	lins	N;SG	N;DEF;MASC+FEM;SG
wolkekrabber	skyskraber	wolkekrabber	skyskrab	N;SG	N;INDF;MASC+FEM;SG
byeenkomste	forsamlinger	byeenkomste	forsamling	N;PL	N;INDF;MASC+FEM;PL
ooreenstemming	match	ooreenstemming	match	N;SG	N;INDF;NEUT;SG
afgesluit	afsluttede	afsluit	afslutte	V;PST;V.PTCP	V;IND;PST;FIN;ACT
waarneem	se	waarneem	se	V;PRS	V;NFIN;ACT
situasies	situationer	situasie	situation	N;PL	N;INDF;MASC+FEM;PL
tornado	tornado	tornado	tornado	N;SG	N;INDF;MASC+FEM;SG
klim	klatre	klim	klat	V;PRS	V;NFIN;ACT
sinne	sætninger	sinne	sætning	N;PL	N;INDF;MASC+FEM;PL
nord	nord	nord	nord	N;SG	N;INDF
dimensies	dimensioner	dimensies	dimension	N;PL	N;INDF;MASC+FEM;PL
dimensies	dimensionerne	dimensies	dimension	N;PL	N;DEF;MASC+FEM;PL
outeurs	forfatterne	outeur	forfatter	N;PL	N;DEF;MASC+FEM;PL
outeurs	ophavsmænd	outeur	ophavsmand	N;PL	N;INDF;MASC+FEM;PL
outeurs	forfattere	outeur	forfatter	N;PL	N;INDF;MASC+FEM;PL
gewoontes	vaner	gewoontes	vane	N;PL	N;INDF;MASC+FEM;PL
troue	bryllup	trou	bryllup	N;SG	N;INDF;NEUT;SG
sonlig	sollys	sonlig	sollys	N;SG	N;INDF;NEUT;SG
sonlig	sollyset	sonlig	sollyse	N;SG	N;DEF;NEUT;SG
hotelle	hotellerne	hotelle	hotel	N;PL	N;DEF;NEUT;PL
hotelle	hoteller	hotelle	hotel	N;PL	N;INDF;NEUT;PL
teaters	biografer	teater	biograf	N;PL	N;INDF;MASC+FEM;PL
teaters	teatre	teater	teater	N;PL	N;INDF;NEUT;PL
aangedryf	drevet	aandryf	drive	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
opsie	tilvalg	opsie	tilvalg	N;SG	N;INDF;NEUT;SG
opsie	mulighed	opsie	mulighed	N;SG	N;INDF;MASC+FEM;SG
opsie	indstilling	opsie	indstilling	N;SG	N;INDF;MASC+FEM;SG
opsie	valgmulighed	opsie	valgmulighed	N;SG	N;INDF;MASC+FEM;SG
moedig	opmuntre	moedig	opmunter	V;PRS	V;NFIN;ACT
patent	patent	patent	patent	N;SG	N;INDF;NEUT;SG
patent	patentet	patent	patent	N;SG	N;DEF;NEUT;SG
praktyke	praksisser	praktyak	praksisse	N;PL	N;INDF;MASC+FEM;PL
praktyke	fremgangsmåder	praktyak	fremgangsmåde	N;PL	N;INDF;NEUT;PL
hongersnood	hungersnød	hongersnood	hungersnød	N;SG	N;INDF;MASC+FEM;SG
hongersnood	sult	hongersnood	sult	N;SG	N;INDF;MASC+FEM;SG
hongersnood	hungersnøden	hongersnood	hungersnød	N;SG	N;DEF;MASC+FEM;SG
rye	rækker	rye	række	N;PL	N;INDF;MASC+FEM;PL
sielkunde	psykologi	sielkund	psykologi	N;SG	N;INDF;MASC+FEM;SG
tender	licitation	tender	licitation	N;SG	N;INDF;MASC+FEM;SG
draaiboek	manuskript	draaiboek	manuskript	N;SG	N;INDF;NEUT;SG
respek	respekt	respek	respekt	N;SG	N;INDF;MASC+FEM;SG
majoor	majoren	majoor	major	N;SG	N;DEF;MASC+FEM;SG
lood	føring	lood	føring	N;SG	N;INDF;MASC+FEM;SG
lood	bly	lood	bly	N;SG	N;INDF;NEUT;SG
fotografie	fotografering	fotografie	fotografering	N;SG	N;INDF;MASC+FEM;SG
fotografie	fotografi	fotografie	fotografi	N;SG	N;INDF;NEUT;SG
oorskry	overskride	oorskry	overskride	V;PRS	V;NFIN;ACT
oorskry	overstige	oorskry	overstige	V;PRS	V;NFIN;ACT
oorskry	overskrider	oorskry	overskride	V;PRS	V;IND;PRS;FIN;ACT
oorskry	overskrides	oorskry	overskride	V;PRS	V;IND;PRS;FIN;PASS
dom	dom	dom	dom	N;SG	N;INDF;MASC+FEM;SG
maag	maven	maag	mave	N;SG	N;DEF;MASC+FEM;SG
maag	mave	maag	mave	N;SG	N;INDF;MASC+FEM;SG
wysiging	redigering	wysiging	redigering	N;SG	N;INDF;MASC+FEM;SG
konsert	koncert	konsert	koncert	N;SG	N;INDF;MASC+FEM;SG
konsert	koncerten	konsert	koncert	N;SG	N;DEF;MASC+FEM;SG
gunsteling	favorit	gunsteling	favorit	N;SG	N;INDF;MASC+FEM;SG
gunsteling	favorit	gunsteling	favorit	N;SG	N;INDF;MASC+FEM;SG
geëmigreer	emigrerede	imigreer	emigrere	V;PST;V.PTCP	V;IND;PST;FIN;ACT
botsings	konflikterne	botsings	konflikt	N;PL	N;DEF;MASC+FEM;PL
botsings	konflikter	botsings	konflikt	N;PL	N;INDF;MASC+FEM;PL
kollegas	kolleger	kollega	kollega	N;PL	N;INDF;MASC+FEM;PL
kollegas	kollegaer	kollega	kollega	N;PL	N;INDF;MASC+FEM;PL
kollegas	kollegaer	kollega	kollega	N;PL	N;INDF;MASC+FEM;PL
kollegas	kolleger	kollega	kollega	N;PL	N;INDF;MASC+FEM;PL
dade	akter	dade	akte	N;PL	N;INDF;MASC+FEM;PL
dade	retsakter	dade	retsakt	N;PL	N;INDF;MASC+FEM;PL
ontmoeting	møde	ontmoeting	møde	N;SG	N;INDF;NEUT;SG
ontmoeting	mødet	ontmoeting	møde	N;SG	N;DEF;NEUT;SG
geskille	tvister	geskil	tvister	N;PL	N;INDF;MASC+FEM;PL
geskille	stridigheder	geskil	stridighed	N;PL	N;INDF;MASC+FEM;PL
versterkings	forstærkninger	versterking	forstærkning	N;PL	N;INDF;MASC+FEM;PL
bydraers	bidragydere	bydraer	bidragyder	N;PL	N;INDF;MASC+FEM;PL
bydraers	bidragsydere	bydraer	bidragsyder	N;PL	N;INDF;MASC+FEM;PL
filosowe	filosoffer	filosowe	filosof	N;PL	N;INDF;MASC+FEM;PL
meeding	konkurrerende	meeding	konkurrere	V;PRS	V;PRS;V.PTCP
hoofkarakter	hovedperson	hoofkarakter	hovedperson	N;SG	N;INDF;MASC+FEM;SG
mohammed	muhammad	mohammed	muhammad	N;SG	N;INDF;MASC+FEM;SG
mohammed	muhammed	mohammed	muhammed	N;SG	N;INDF;MASC+FEM;SG
gemerk	tagget	merk	tagge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	taggede	merk	tagge	V;PST;V.PTCP	V;PL;PST;V.PTCP
gemerk	markeret	merk	markere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	tjekket	merk	tjekke	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	tjekkede	merk	tjekke	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gemerk	checket	merk	checket	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	kontrolleret	merk	kontrollere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	valgt	merk	vælge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	valgte	merk	vælge	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gemerk	udvalgte	merk	udvælge	V;PST;V.PTCP	V;PL;PST;V.PTCP
gemerk	udvalgt	merk	udvælge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	markeret	merk	markere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	fremhævede	merk	fremhæve	V;PST;V.PTCP	V;IND;PST;FIN;ACT
gemerk	fremhævet	merk	fremhæve	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gemerk	markeret	merk	markere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
monster	bæst	monster	bæst	N;SG	N;INDF;NEUT;SG
monster	udyr	monster	udyr	N;SG	N;INDF;NEUT;SG
monster	monster	monster	monster	N;SG	N;INDF;NEUT;SG
bose	ondskab	bose	ondskab	N;SG	N;INDF;MASC+FEM;SG
natuurskoon	naturskønne	natuurskoon	naturskøn	N;SG	N;INDF;MASC+FEM;SG
sektore	brancher	sektor	branche	N;PL	N;INDF;MASC+FEM;PL
sektore	sektorerne	sektor	sektor	N;PL	N;DEF;MASC+FEM;PL
sektore	sektorer	sektor	sektor	N;PL	N;INDF;MASC+FEM;PL
mislukking	svigt	mislukking	svig	N;SG	N;INDF;NEUT;SG
mislukking	fiasko	mislukking	fiasko	N;SG	N;INDF;MASC+FEM;SG
gordel	bælte	gordel	bælte	N;SG	N;INDF;NEUT;SG
gordel	sele	gordel	sel	N;SG	N;INDF;MASC+FEM;SG
gordel	bæltet	gordel	bælte	N;SG	N;DEF;NEUT;SG
tweeling	tvilling	tweeling	tvilling	N;SG	N;INDF;MASC+FEM;SG
tweeling	tvilling	tweeling	tvilling	N;SG	N;INDF;MASC+FEM;SG
ondervinding	oplevelse	ondervinding	oplevelse	N;SG	N;INDF;MASC+FEM;SG
ondervinding	erfaring	ondervinding	erfaring	N;SG	N;INDF;MASC+FEM;SG
veelvuldige	adskillige	veelvuldig	adskillig	ADJ;NOM	ADJ;PL
geregtigheid	justitsministeriet	geregtigheid	justitsministerium	N;SG	N;DEF;NEUT;SG
geregtigheid	retfærdighed	geregtigheid	retfærdighed	N;SG	N;INDF;MASC+FEM;SG
isotoop	isotop	isotoop	isotop	N;SG	N;INDF;MASC+FEM;SG
tekeninge	tegninger	tekening	tegning	N;PL	N;INDF;MASC+FEM;PL
stabiliteit	stabilitet	stabiliteit	stabilitet	N;SG	N;INDF;MASC+FEM;SG
besprekings	drøftelserne	bespreking	drøftelse	N;PL	N;DEF;MASC+FEM;PL
besprekings	diskussioner	bespreking	diskussion	N;PL	N;INDF;MASC+FEM;PL
besprekings	drøftelser	bespreking	drøftelse	N;PL	N;INDF;MASC+FEM;PL
besprekings	betænkeligheder	bespreking	betænkelighed	N;PL	N;INDF;MASC+FEM;PL
besprekings	reservationer	bespreking	reservation	N;PL	N;INDF;MASC+FEM;PL
verbruikers	forbrugerne	verbruiker	forbruger	N;PL	N;DEF;MASC+FEM;PL
verbruikers	forbrugere	verbruiker	forbruger	N;PL	N;INDF;MASC+FEM;PL
ooreengekom	aftalt	ooreenkom	aftale	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ooreengekom	forhandlede	ooreenkom	forhandle	V;PST;V.PTCP	V;IND;PST;FIN;ACT
ooreengekom	forhandlet	ooreenkom	forhandle	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
visie	udsyn	visie	udsyn	N;SG	N;INDF;NEUT;SG
visie	synet	visie	syn	N;SG	N;DEF;NEUT;SG
visie	syn	visie	syn	N;SG	N;INDF;NEUT;SG
visie	vision	visie	vision	N;SG	N;INDF;MASC+FEM;SG
dieretuin	zoo	dieretuin	zoo	N;SG	N;INDF;MASC+FEM;SG
bystand	understøttelse	bystand	understøttelse	N;SG	N;INDF;MASC+FEM;SG
bystand	support	bystand	support	N;SG	N;INDF;MASC+FEM;SG
bystand	støt	bystand	støt	N;SG	N;INDF;NEUT;SG
bystand	støtte	bystand	støtte	N;SG	N;INDF;MASC+FEM;SG
vriendskap	venskab	vriendskap	venskab	N;SG	N;INDF;NEUT;SG
bates	aktiver	bate	aktiv	N;PL	N;INDF;NEUT;PL
betekenisse	betydninger	betekenis	betydning	N;PL	N;INDF;MASC+FEM;PL
herroep	husker	herroep	huske	V;PRS	V;IND;PRS;FIN;ACT
herroep	tilbagekalde	herroep	tilbagekalde	V;PRS	V;NFIN;ACT
herroep	husk	herroep	husk	V;PRS	V;IMP
herroep	fortryde	herroep	fortryde	V;PRS	V;NFIN;ACT
wol	uld	wol	uld	N;SG	N;INDF;MASC+FEM;SG
verenigings	sammenslutninger	vereniging	sammenslutning	N;PL	N;INDF;MASC+FEM;PL
verenigings	foreninger	vereniging	forening	N;PL	N;INDF;MASC+FEM;PL
indeks	indeks	indeks	indeks	N;SG	N;INDF;NEUT;SG
inskrywing	indtræden	inskrywing	indtræden	N;SG	N;INDF;MASC+FEM;SG
inskrywing	indgang	inskrywing	indgang	N;SG	N;INDF;MASC+FEM;SG
inskrywing	indrejse	inskrywing	indrejse	N;SG	N;INDF;MASC+FEM;SG
restaurante	restauranter	restaurant	restaurant	N;PL	N;INDF;MASC+FEM;PL
voortgaan	genoptage	voortgaan	genoptage	V;PRS	V;NFIN;ACT
integrasie	integrering	integrasie	integrering	N;SG	N;INDF;MASC+FEM;SG
integrasie	integration	integrasie	integration	N;SG	N;INDF;MASC+FEM;SG
integrasie	integrationen	integrasie	integration	N;SG	N;DEF;MASC+FEM;SG
waardering	påskønnelse	waardering	påskønnelse	N;SG	N;INDF;MASC+FEM;SG
waardering	værdsættelse	waardering	værdsættelse	N;SG	N;INDF;MASC+FEM;SG
meetkunde	geometri	meetkund	geometri	N;SG	N;INDF;MASC+FEM;SG
nooi	inviterer	nooi	invitere	V;PRS	V;IND;PRS;FIN;ACT
nooi	invitere	nooi	inviter	V;PRS	V;NFIN;ACT
kenners	eksperter	kenners	ekspert	N;PL	N;INDF;MASC+FEM;PL
kenners	eksperterne	kenners	ekspert	N;PL	N;DEF;MASC+FEM;PL
skuilnaam	pseudonym	skuilnaam	pseudonym	N;SG	N;INDF;NEUT;SG
trappe	trapperne	trap	trappe	N;PL	N;DEF;MASC+FEM;PL
trappe	trapper	trap	trappe	N;PL	N;INDF;MASC+FEM;PL
muis	musse	muis	musse	N;SG	N;INDF;MASC+FEM;SG
muis	musen	muis	mus	N;SG	N;DEF;MASC+FEM;SG
muis	mus	muis	mus	N;SG	N;INDF;MASC+FEM;SG
kameras	kameraerne	kamera	kamera	N;PL	N;DEF;NEUT;PL
kameras	kameraer	kamera	kamera	N;PL	N;INDF;NEUT;PL
veldslag	slag	veldslag	slag	N;SG	N;INDF;NEUT;SG
veldslag	kamp	veldslag	kamp	N;SG	N;INDF;MASC+FEM;SG
veldslag	slaget	veldslag	slag	N;SG	N;DEF;NEUT;SG
tenks	tankene	tenks	tanke	N;PL	N;DEF;MASC+FEM;PL
tenks	kampvogne	tenks	kampvogne	N;PL	N;INDF;MASC+FEM;PL
voorkant	front	voorkant	front	N;SG	N;INDF;MASC+FEM;SG
waardeer	værdsætter	waardeer	værdsætte	V;PRS	V;IND;PRS;FIN;ACT
wiele	hjul	wiel	hjul	N;PL	N;INDF;NEUT;PL
wiele	hjulene	wiel	hjæl	N;PL	N;DEF;MASC+FEM;PL
berekening	beregning	berekening	beregning	N;SG	N;INDF;MASC+FEM;SG
berekening	udregning	berekening	udregning	N;SG	N;INDF;MASC+FEM;SG
spraak	tale	spraak	tale	N;SG	N;INDF;MASC+FEM;SG
spraak	indlæg	spraak	indlæg	N;SG	N;INDF;NEUT;SG
spraak	talen	spraak	tale	N;SG	N;DEF;MASC+FEM;SG
aanslag	plage	aanslag	plage	N;SG	N;INDF;MASC+FEM;SG
aanslag	svøbe	aanslag	svøbe	N;SG	N;INDF;MASC+FEM;SG
kombuis	køkken	kombuis	køkke	N;SG	N;INDF;NEUT;SG
kombuis	køkkenet	kombuis	køkken	N;SG	N;DEF;NEUT;SG
omgeskakel	konverterede	omskakel	konvertere	V;PST;V.PTCP	V;PL;PST;V.PTCP
omgeskakel	konverteret	omskakel	konvertere	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
omgeskakel	ombygget	omskakel	ombygge	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
omgeskakel	omregnet	omskakel	omregne	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
skilders	malere	skilder	male	N;PL	N;INDF;MASC+FEM;PL
masjiene	maskiner	masjien	maskine	N;PL	N;INDF;MASC+FEM;PL
woonstel	lejligheden	woonstel	lejlighed	N;SG	N;DEF;MASC+FEM;SG
woonstel	lejlighed	woonstel	lejlighed	N;SG	N;INDF;MASC+FEM;SG
gedood	dræbte	dood	dræbe	V;PST;V.PTCP	V;PL;PST;V.PTCP
gedood	dræbt	dood	dræbe	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
gedood	myrdet	dood	myrde	V;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
orals	overalt	orals	overalt	ADV	ADV
inflasie	inflation	inflasie	inflation	N;SG	N;INDF;MASC+FEM;SG
inflasie	inflationen	inflasie	inflation	N;SG	N;DEF;MASC+FEM;SG
logika	logik	logika	logik	N;SG	N;INDF;MASC+FEM;SG
gelowe	religioner	geloof	religion	N;PL	N;INDF;MASC+FEM;PL
skoonheid	skønhed	skoonheid	skønhed	N;SG	N;INDF;MASC+FEM;SG
skoonheid	skønheden	skoonheid	skønheden	N;SG	N;DEF;MASC+FEM;SG
insluiting	inddragelse	insluiting	inddragelse	N;SG	N;INDF;MASC+FEM;SG
insluiting	inklusion	insluiting	inklusion	N;SG	N;INDF;MASC+FEM;SG
insluiting	indlemmelse	insluiting	indlemmelse	N;SG	N;INDF;MASC+FEM;SG
insluiting	optagelse	insluiting	optagelse	N;SG	N;INDF;MASC+FEM;SG
hersien	gennemgå	hersien	gennemgå	V;PRS	V;NFIN;ACT
demografie	demografi	demografie	demografi	N;SG	N;INDF;MASC+FEM;SG
genres	genrer	genres	genre	N;PL	N;INDF;MASC+FEM;PL
koud	fryser	koud	fryse	V;PRS	V;IND;PRS;FIN;ACT
oortuigings	overbevisninger	oortuiging	overbevisning	N;PL	N;INDF;MASC+FEM;PL
heuning	skat	heuning	skat	N;SG	N;INDF;MASC+FEM;SG
heuning	honning	heuning	honning	N;SG	N;INDF;MASC+FEM;SG
bediener	dæmon	bediener	dæmon	N;SG	N;INDF;MASC+FEM;SG
bediener	dæmonen	bediener	dæmon	N;SG	N;DEF;MASC+FEM;SG
bediener	organisator	bediener	organisator	N;SG	N;INDF;MASC+FEM;SG
bediener	vært	bediener	være	N;SG	N;INDF;MASC+FEM;SG
bediener	værten	bediener	vært	N;SG	N;DEF;MASC+FEM;SG
