年	ano	年	ano	N	N;MASC;SG
水庫	reservatórios	水庫	reservatório	N	N;MASC;PL
水庫	reservatório	水庫	reservatório	N	N;MASC;SG
收益	receita	收益	receita	N	N;FEM;SG
收益	receitas	收益	receita	N	N;FEM;PL
收益	ganhos	收益	ganho	N	N;MASC;PL
隨機	aleatória	隨機	aleatório	ADJ	ADJ;FEM;SG
隨機	aleatórios	隨機	aleatório	ADJ	ADJ;MASC;PL
新興	emergentes	新興	emergente	N	N;MASC;PL
小隊	squad	小隊	squad	N	N;MASC;SG
小隊	pelotão	小隊	pelotão	N	N;MASC;SG
小隊	esquadrão	小隊	esquadrão	N	N;MASC;SG
認知	cognitiva	認知	cognitivo	N	N;FEM;SG
認知	cognitivas	認知	cognitivo	N	N;FEM;PL
認知	cognitivo	認知	cognitivo	N	N;MASC;SG
佔據	ocupam	佔據	ocupar	V	V;IND;PL;3;PRS;FIN
佔據	ocupar	佔據	ocupar	V	V;NFIN
見習	estagiária	見習	estagiário	N	N;FEM;SG
見習	estagiário	見習	estagiário	N	N;MASC;SG
準確	exato	準確	exato	N	N;MASC;SG
準確	exatas	準確	exato	N	N;FEM;PL
山頂	pico	山頂	pico	N	N;MASC;SG
山頂	peak	山頂	peak	N	N;MASC;SG
陸地	terrestre	陸地	terrestre	N	N;MASC;SG
陸地	terrestres	陸地	terrestre	N	N;MASC;PL
陸地	land	陸地	land	N	N;MASC;SG
陸地	terrenos	陸地	terreno	N	N;MASC;PL
陸地	terras	陸地	terra	N	N;FEM;PL
陸地	terra	陸地	terra	N	N;FEM;SG
金錢	dinheiro	金錢	dinheiro	N	N;MASC;SG
金錢	money	金錢	money	N	N;MASC;SG
金錢	grana	金錢	grana	N	N;FEM;SG
主人	protagonista	主人	protagonista	N	N;MASC;SG
亮度	leveza	亮度	levezar	N	N;FEM;SG
亮度	luminosidade	亮度	luminosidade	N	N;FEM;SG
亮度	brilho	亮度	brilho	N	N;MASC;SG
襪	meias	襪	meia	N	N;MASC;PL
灌溉	irrigação	灌溉	irrigação	N	N;FEM;SG
灌溉	rega	灌溉	regar	N	N;FEM;SG
國土	pátria	國土	pátria	N	N;FEM;SG
導師	tutor	導師	tutor	N	N;MASC;SG
導師	mentores	導師	pentor	N	N;MASC;PL
導師	mentor	導師	mentor	N	N;MASC;SG
導師	mentora	導師	mentora	N	N;FEM;SG
導師	mentores	導師	pentor	N	N;MASC;PL
包裝	pacote	包裝	pacote	N	N;MASC;SG
包裝	acondicionamento	包裝	acondicionamento	N	N;MASC;SG
包裝	empacotamento	包裝	empacotamento	N	N;MASC;SG
包裝	embalagens	包裝	embalagem	N	N;FEM;PL
包裝	embalagem	包裝	embalagem	N	N;FEM;SG
包裝	acondicionamento	包裝	acondicionamento	N	N;MASC;SG
包裝	empacotamento	包裝	empacotamento	N	N;MASC;SG
包裝	embalagem	包裝	embalagem	N	N;FEM;SG
應付	lidar	應付	lidar	V	V;NFIN
義務	obrigações	義務	obrigação	N	N;FEM;PL
義務	obrigação	義務	obrigação	N	N;FEM;SG
義務	obrigações	義務	obrigação	N	N;FEM;PL
煙	cigarro	煙	cigarro	N	N;MASC;SG
煙	cigarros	煙	cigarro	N	N;MASC;PL
煙	fumo	煙	fumo	N	N;MASC;SG
煙	fumaça	煙	fumaça	N	N;FEM;SG
煙	fumos	煙	ser	N	N;MASC;PL
煙	cigarro	煙	cigarro	N	N;MASC;SG
煙	cigarros	煙	cigarro	N	N;MASC;PL
鑽	perfuração	鑽	perfuração	N	N;FEM;SG
鑽	perfurações	鑽	perfuração	N	N;FEM;PL
鑽	broca	鑽	broca	N	N;FEM;SG
鑽	drill	鑽	drill	N	N;MASC;SG
情景	cenários	情景	cenário	N	N;MASC;PL
情景	cenário	情景	cenário	N	N;MASC;SG
海口	haikou	海口	haikar	N	N;MASC;SG
想像	imaginação	想像	imaginação	N	N;FEM;SG
傳輸	transmissão	傳輸	transmissão	N	N;FEM;SG
揭露	revelar	揭露	revelar	V	V;NFIN
揭露	revele	揭露	revelar	V	V;SBJV;SG;3;PRS;FIN
揭露	exponha	揭露	expor	V	V;SBJV;SG;3;PRS;FIN
揭露	expôr	揭露	expôr	V	V;NFIN
揭露	expor	揭露	expor	V	V;NFIN
樹林	floresta	樹林	floresta	N	N;FEM;SG
樹林	bosque	樹林	bosque	N	N;MASC;SG
樹林	bosques	樹林	bosque	N	N;MASC;PL
節奏	ritmo	節奏	ritmo	N	N;MASC;SG
節奏	andamento	節奏	andamento	N	N;MASC;SG
節奏	ritmo	節奏	ritmo	N	N;MASC;SG
節奏	rhythm	節奏	rhythm	N	N;MASC;SG
醉	bêbada	醉	bêbado	N	N;FEM;SG
醉	bêbedo	醉	bêbedo	N	N;MASC;SG
醉	bêbados	醉	bêbado	N	N;MASC;PL
醉	bêbado	醉	bêbado	N	N;MASC;SG
陣容	alinhamento	陣容	alinhamento	N	N;MASC;SG
民俗	folk	民俗	folk	N	N;MASC;SG
民俗	folclore	民俗	folclore	N	N;MASC;SG
中毒	envenenou	中毒	envenenar	V	V;IND;SG;3;PST;FIN
中毒	envenenados	中毒	envenenar	V	V;MASC;PL;V.PTCP
中毒	envenenado	中毒	envenenar	V	V;MASC;SG;V.PTCP
中毒	envenenada	中毒	envenenar	V	V;FEM;SG;V.PTCP
瞬間	moments	瞬間	moment	N	N;MASC;SG
瞬間	momentos	瞬間	momento	N	N;MASC;PL
瞬間	instantes	瞬間	instante	N	N;MASC;PL
瞬間	instante	瞬間	instante	N	N;MASC;SG
郵政	publicação	郵政	publicação	N	N;FEM;SG
郵政	pós	郵政	pós	N	N;MASC;SG
郵政	post	郵政	post	N	N;MASC;SG
郵政	postal	郵政	postal	N	N;MASC;SG
解析	parse	解析	parse	N	N;MASC;SG
解析	analítica	解析	analítico	N	N;FEM;SG
繪製	desenhar	繪製	desenhar	V	V;NFIN
繪製	desenhe	繪製	desenhe	V	V;SBJV;SG;3;PRS;FIN
繪製	desenha	繪製	desenhar	V	V;IND;SG;3;PRS;FIN
繪製	desenha	繪製	desenhar	V	V;IND;SG;3;PRS;FIN
偵測	detectar	偵測	detectar	V	V;NFIN
偵測	detecta	偵測	detectar	V	V;IND;SG;3;PRS;FIN
偵測	detetar	偵測	detetar	V	V;NFIN
差別	diferenca	差別	diferenca	N	N;FEM;SG
差別	diferença	差別	diferença	N	N;FEM;SG
差別	diferenças	差別	diferença	N	N;FEM;PL
獎牌	medalha	獎牌	medalha	N	N;FEM;SG
獎牌	medalhas	獎牌	medalha	N	N;FEM;PL
麻煩	problemas	麻煩	problema	N	N;MASC;PL
麻煩	sarilhos	麻煩	sarilho	N	N;MASC;PL
麻煩	encrenca	麻煩	encrencar	N	N;FEM;SG
疏散	evacuar	疏散	evacuar	V	V;NFIN
鼓手	baterista	鼓手	baterista	N	N;MASC;SG
陶瓷	cerâmica	陶瓷	cerâmica	N	N;FEM;SG
陶瓷	cerâmica	陶瓷	cerâmica	N	N;FEM;SG
陶瓷	cerâmicas	陶瓷	cerâmica	N	N;FEM;PL
抵制	resiste	抵制	resistir	V	V;IND;SG;3;PRS;FIN
抵制	resistir	抵制	resistir	V	V;NFIN
抵制	resista	抵制	resistar	V	V;SBJV;SG;3;PRS;FIN
抵制	boicotar	抵制	boicotar	V	V;NFIN
容器	recipiente	容器	recipiente	N	N;MASC;SG
容器	contentores	容器	contentor	N	N;MASC;PL
容器	contentor	容器	contentor	N	N;MASC;SG
容器	contentores	容器	contentor	N	N;MASC;PL
容器	recipientes	容器	recipiente	N	N;MASC;PL
芙蓉	flo	芙蓉	flo	N	N;MASC;SG
哺乳	aleitamento	哺乳	aleitamento	N	N;MASC;SG
哺乳	amamentação	哺乳	amamentação	N	N;FEM;SG
哺乳	enfermagem	哺乳	enfermagem	N	N;FEM;SG
哺乳	lactação	哺乳	lactação	N	N;FEM;SG
哺乳	aleitamento	哺乳	aleitamento	N	N;MASC;SG
目	destino	目	destino	N	N;MASC;SG
目	destinos	目	destino	N	N;MASC;PL
咒	feitiço	咒	feitiço	N	N;MASC;SG
咒	maldição	咒	maldição	N	N;FEM;SG
滑冰	patinação	滑冰	patinação	N	N;FEM;SG
滑冰	patinagem	滑冰	patinagem	N	N;FEM;SG
滑冰	skate	滑冰	skate	N	N;MASC;SG
大島	oshima	大島	oshimar	N	N;MASC;SG
底下	fundo	底下	fundo	N	N;MASC;SG
底下	bottom	底下	bottom	N	N;MASC;SG
成份	ingrediente	成份	ingrediente	N	N;MASC;SG
成份	ingredientes	成份	ingrediente	N	N;MASC;PL
成份	ingredientes	成份	ingrediente	N	N;MASC;PL
淚	tear	淚	tear	N	N;MASC;SG
淚	lágrima	淚	lágrima	N	N;FEM;SG
淚	lágrimas	淚	lágrima	N	N;FEM;PL
別名	alias	別名	alia	N	N;MASC;PL
別名	pseudónimo	別名	pseudónimo	N	N;MASC;SG
別名	pseudónimos	別名	pseudónimo	N	N;MASC;PL
別名	apelidos	別名	apelido	N	N;MASC;PL
別名	alcunhas	別名	alcunha	N	N;FEM;PL
釣魚	pescaria	釣魚	pescaria	N	N;FEM;SG
釣魚	pesca	釣魚	pesca	N	N;FEM;SG
削弱	enfraquecida	削弱	enfraquecer	V	V;FEM;SG;V.PTCP
削弱	enfraqueceu	削弱	enfraquecer	V	V;IND;SG;3;PST;FIN
削弱	enfraquecido	削弱	enfraquecer	V	V;MASC;SG;V.PTCP
削弱	enfraquecendo	削弱	enfraquecer	V	V;V.MSDR
削弱	enfraquecer	削弱	enfraquecer	V	V;NFIN
削弱	enfraquecem	削弱	enfraquecer	V	V;IND;PL;3;PRS;FIN
削弱	enfraquecer	削弱	enfraquecer	V	V;NFIN
細節	pormenores	細節	pormenor	N	N;MASC;PL
細節	detalhes	細節	detalhe	N	N;MASC;PL
細節	detalhe	細節	detalhe	N	N;MASC;SG
細節	detalhes	細節	detalhe	N	N;MASC;PL
細節	pormenor	細節	pormenor	N	N;MASC;SG
賠償	compensações	賠償	compensação	N	N;FEM;PL
賠償	indemnizações	賠償	indemnização	N	N;FEM;PL
賠償	indemnização	賠償	indemnização	N	N;FEM;SG
賠償	compensação	賠償	compensação	N	N;FEM;SG
滑雪	esqui	滑雪	esqui	N	N;MASC;SG
滑雪	ski	滑雪	ski	N	N;MASC;SG
滑雪	esqui	滑雪	esqui	N	N;MASC;SG
摩托	mota	摩托	mota	N	N;MASC;SG
摩托	motocicleta	摩托	motocicleta	N	N;FEM;SG
摩托	motociclos	摩托	motociclo	N	N;MASC;PL
摩托	moto	摩托	moto	N	N;FEM;SG
摩托	moto	摩托	moto	N	N;FEM;SG
家用	doméstica	家用	doméstico	N	N;FEM;SG
家用	domésticos	家用	doméstico	N	N;MASC;PL
罪犯	criminoso	罪犯	criminoso	N	N;MASC;SG
罪犯	criminal	罪犯	criminal	N	N;MASC;SG
罪犯	criminosa	罪犯	criminoso	N	N;FEM;SG
罪犯	penal	罪犯	penal	N	N;MASC;SG
罪犯	criminosos	罪犯	criminoso	N	N;MASC;PL
罪犯	criminosas	罪犯	criminoso	N	N;FEM;PL
罪犯	agressor	罪犯	agressor	N	N;MASC;SG
導彈	mísseis	導彈	míssil	N	N;MASC;PL
導彈	misseis	導彈	missir	N	N;MASC;PL
導彈	mísseis	導彈	míssil	N	N;MASC;PL
導彈	míssil	導彈	míssil	N	N;MASC;SG
電梯	lift	電梯	lift	N	N;MASC;SG
電梯	elevador	電梯	elevador	N	N;MASC;SG
電梯	elevador	電梯	elevador	N	N;MASC;SG
操縱	manipular	操縱	manipular	V	V;NFIN
操縱	manipula	操縱	manipular	V	V;IND;SG;3;PRS;FIN
蛾	mariposa	蛾	mariposa	N	N;FEM;SG
王妃	princess	王妃	princes	N	N;MASC;SG
王妃	princesa	王妃	princesa	N	N;FEM;SG
不當	inapropriado	不當	inapropriar	V	V;MASC;SG;V.PTCP
不當	inapropriada	不當	inapropriado	V	V;FEM;SG;V.PTCP
心情	reacções	心情	reacção	N	N;FEM;PL
心情	reações	心情	reação	N	N;FEM;PL
心情	disposição	心情	disposição	N	N;FEM;SG
心情	humor	心情	humor	N	N;MASC;SG
沙皇	czar	沙皇	czar	N	N;MASC;SG
弧	arc	弧	arc	N	N;MASC;SG
弧	arco	弧	arco	N	N;MASC;SG
帥	bonitão	帥	bonitão	N	N;MASC;SG
語法	gramática	語法	gramático	N	N;FEM;SG
語法	sintaxe	語法	sintaxe	N	N;FEM;SG
橄欖	football	橄欖	football	N	N;MASC;SG
橄欖	futebol	橄欖	futebol	N	N;MASC;SG
橄欖	rugby	橄欖	rugby	N	N;MASC;SG
橄欖	râguebi	橄欖	râguebi	N	N;MASC;SG
罐	potes	罐	pote	N	N;MASC;PL
罐	frascos	罐	frasco	N	N;MASC;PL
罐	frasco	罐	frasco	N	N;MASC;SG
罐	jarra	罐	jarra	N	N;FEM;SG
罐	jar	罐	jar	N	N;MASC;SG
罐	jarro	罐	jarro	N	N;MASC;SG
流放	exilado	流放	exilar	V	V;MASC;SG;V.PTCP
流放	exilados	流放	exilar	V	V;MASC;PL;V.PTCP
農場	fazenda	農場	fazenda	N	N;FEM;SG
農場	quintas	農場	quinto	N	N;FEM;PL
農場	quinta	農場	quinta	N	N;FEM;SG
農場	quintas	農場	quinto	N	N;FEM;PL
農場	fazendas	農場	fazenda	N	N;FEM;PL
寶石	gemas	寶石	gema	N	N;FEM;PL
寶石	joia	寶石	joia	N	N;FEM;SG
寶石	jewel	寶石	jewel	N	N;MASC;SG
寶石	jóia	寶石	jóia	N	N;FEM;SG
寶石	gema	寶石	gema	N	N;FEM;SG
寶石	joia	寶石	joia	N	N;FEM;SG
寶石	gem	寶石	gem	N	N;MASC;SG
生理	fisiologia	生理	fisiologia	N	N;FEM;SG
現金	dinheiro	現金	dinheiro	N	N;MASC;SG
現金	grana	現金	grana	N	N;FEM;SG
現金	numerário	現金	numerário	N	N;MASC;SG
現金	cash	現金	cash	N	N;MASC;SG
咬	morder	咬	morder	V	V;NFIN
咬	morde	咬	morde	V	V;IND;SG;3;PRS;FIN
車道	lane	車道	lane	N	N;MASC;SG
跳水	mergulhar	跳水	mergulhar	V	V;NFIN
跳水	mergulhar	跳水	mergulhar	V	V;NFIN
格鬥	fighting	格鬥	fighting	N	N;MASC;SG
巨型	gigante	巨型	gigante	N	N;MASC;SG
巨型	giant	巨型	giant	N	N;MASC;SG
巨型	gigantes	巨型	gigante	N	N;MASC;PL
頭髮	hair	頭髮	hair	N	N;MASC;SG
頭髮	cabelos	頭髮	cabelo	N	N;MASC;PL
頭髮	pêlo	頭髮	pêlo	N	N;MASC;SG
頭髮	cabelo	頭髮	cabelo	N	N;MASC;SG
整修	renovações	整修	renovação	N	N;FEM;PL
整修	renovação	整修	renovação	N	N;FEM;SG
整修	renovação	整修	renovação	N	N;FEM;SG
整修	remodelação	整修	remodelação	N	N;FEM;SG
家長	pais	家長	pai	N	N;MASC;PL
家長	pais	家長	pai	N	N;MASC;PL
集團	exército	集團	exército	N	N;MASC;SG
集團	tropa	集團	tropa	N	N;FEM;SG
集團	army	集團	army	N	N;MASC;SG
司長	director	司長	director	N	N;MASC;SG
司長	directora	司長	directora	N	N;FEM;SG
司長	diretora	司長	diretora	N	N;FEM;SG
司長	diretor	司長	diretor	N	N;MASC;SG
司長	realizador	司長	realizador	N	N;MASC;SG
玉米	milho	玉米	milho	N	N;MASC;SG
核定	aprovada	核定	aprovar	V	V;FEM;SG;V.PTCP
核定	aprovados	核定	aprovar	V	V;MASC;PL;V.PTCP
核定	aprovadas	核定	aprovar	V	V;FEM;PL;V.PTCP
核定	aprovado	核定	aprovar	V	V;MASC;SG;V.PTCP
泵	bomba	泵	bomba	N	N;FEM;SG
泵	bombas	泵	bomba	N	N;FEM;PL
辯論	debate	辯論	debate	N	N;MASC;SG
辯論	debates	辯論	debate	N	N;MASC;PL
討厭	odiar	討厭	odiar	V	V;NFIN
討厭	odeio	討厭	odeio	V	V;IND;SG;1;PRS;FIN
討厭	odeia	討厭	odeia	V	V;IND;SG;3;PRS;FIN
剩餘	restante	剩餘	restante	N	N;MASC;SG
剩餘	restantes	剩餘	restante	N	N;MASC;PL
剩餘	excedente	剩餘	excedente	N	N;MASC;SG
剩餘	excedentes	剩餘	excedente	N	N;MASC;PL
搭檔	sócio	搭檔	sócio	N	N;MASC;SG
搭檔	parceira	搭檔	parceira	N	N;FEM;SG
搭檔	parceiro	搭檔	parceiro	N	N;MASC;SG
夜晚	noites	夜晚	noite	N	N;FEM;PL
夜晚	nights	夜晚	night	N	N;MASC;SG
夜晚	noite	夜晚	noite	N	N;FEM;SG
夜晚	night	夜晚	night	N	N;MASC;SG
法師	maga	法師	maga	N	N;FEM;SG
法師	mago	法師	mago	N	N;MASC;SG
補助	subsídio	補助	subsídio	N	N;MASC;SG
補助	subvenção	補助	subvenção	N	N;FEM;SG
補助	subsídios	補助	subsídio	N	N;MASC;PL
補助	subvenções	補助	subvenção	N	N;FEM;PL
信託	trust	信託	trust	N	N;MASC;SG
信託	confiança	信託	confiança	N	N;FEM;SG
躍	salto	躍	salto	N	N;MASC;SG
作物	culturas	作物	cultura	N	N;FEM;PL
作物	colheitas	作物	colheita	N	N;FEM;PL
作物	safra	作物	safra	N	N;FEM;SG
作物	colheita	作物	colheita	N	N;FEM;SG
檢察	procuradores	檢察	procurador	N	N;MASC;PL
檢察	promotor	檢察	promotor	N	N;MASC;SG
檢察	procurador	檢察	procurador	N	N;MASC;SG
桌面	ecrãs	桌面	ecrã	N	N;MASC;PL
桌面	ecrã	桌面	ecrã	N	N;MASC;SG
桌面	desktop	桌面	desktop	N	N;MASC;SG
芽	bud	芽	bud	N	N;MASC;SG
跳舞	dança	跳舞	dança	N	N;FEM;SG
跳舞	dance	跳舞	dance	N	N;MASC;SG
跳舞	dança	跳舞	dança	N	N;FEM;SG
跳舞	dancing	跳舞	dancing	N	N;MASC;SG
疫苗	vacinas	疫苗	vacina	N	N;FEM;PL
疫苗	vacinas	疫苗	vacina	N	N;FEM;PL
疫苗	vacina	疫苗	vacina	N	N;FEM;SG
干擾	ingerência	干擾	ingerência	N	N;FEM;SG
干擾	interferência	干擾	interferência	N	N;FEM;SG
干擾	interferências	干擾	interferência	N	N;FEM;PL
精度	precisão	精度	precisão	N	N;FEM;SG
精度	exactidão	精度	exactidão	N	N;FEM;SG
精度	rigor	精度	rigor	N	N;MASC;SG
精度	precisão	精度	precisão	N	N;FEM;SG
精度	exatidão	精度	exatidão	N	N;FEM;SG
講師	docente	講師	docente	N	N;MASC;SG
恭喜	parabéns	恭喜	parabéns	N	N;MASC;PL
恭喜	parabens	恭喜	parabem	N	N;MASC;PL
恭喜	parabéns	恭喜	parabéns	N	N;MASC;PL
恭喜	parabens	恭喜	parabem	N	N;MASC;PL
終點	terminal	終點	terminal	N	N;MASC;SG
終點	terminais	終點	terminal	N	N;MASC;PL
酒精	álcool	酒精	álcool	N	N;MASC;SG
酒精	alcool	酒精	alcool	N	N;MASC;SG
傘	umbrella	傘	umbrella	N	N;FEM;SG
法規	estatutos	法規	estatuto	N	N;MASC;PL
法規	estatuto	法規	estatuto	N	N;MASC;SG
單車	ciclismo	單車	ciclismo	N	N;MASC;SG
單車	bicicleta	單車	bicicleta	N	N;FEM;SG
單車	mota	單車	mota	N	N;MASC;SG
單車	moto	單車	moto	N	N;FEM;SG
單車	bike	單車	bike	N	N;FEM;SG
單車	bicicleta	單車	bicicleta	N	N;FEM;SG
單車	bicicleta	單車	bicicleta	N	N;FEM;SG
景觀	paisagens	景觀	paisagem	N	N;FEM;PL
景觀	paisagens	景觀	paisagem	N	N;FEM;PL
景觀	paisagem	景觀	paisagem	N	N;FEM;SG
本田	honda	本田	honda	N	N;FEM;SG
推力	impulso	推力	impulso	N	N;MASC;SG
限量	limited	限量	limited	N	N;MASC;SG
犧牲	sacrifícios	犧牲	sacrifício	N	N;MASC;PL
犧牲	sacrificio	犧牲	sacrificio	N	N;MASC;SG
犧牲	sacrifícios	犧牲	sacrifício	N	N;MASC;PL
犧牲	sacrifício	犧牲	sacrifício	N	N;MASC;SG
實質	essência	實質	essência	N	N;FEM;SG
實質	substância	實質	substância	N	N;FEM;SG
公約	convenções	公約	convenção	N	N;FEM;PL
午夜	midnight	午夜	midnight	N	N;MASC;SG
塑料	plásticas	塑料	plástico	N	N;FEM;PL
塑料	plástico	塑料	plástico	N	N;MASC;SG
塑料	plásticos	塑料	plástico	N	N;MASC;PL
塑料	plásticos	塑料	plástico	N	N;MASC;PL
塑料	plástico	塑料	plástico	N	N;MASC;SG
哭	chore	哭	chore	V	V;SBJV;SG;3;PRS;FIN
哭	chorar	哭	chorar	V	V;NFIN
哭	chora	哭	chorar	V	V;IND;SG;3;PRS;FIN
哭	chorando	哭	chorar	V	V;V.MSDR
哭	chorar	哭	chorar	V	V;NFIN
汽油	gasolina	汽油	gasolina	N	N;FEM;SG
汽油	gas	汽油	gas	N	N;MASC;SG
汽油	gás	汽油	gás	N	N;MASC;SG
汽油	gases	汽油	gase	N	N;MASC;PL
汽油	gasolina	汽油	gasolina	N	N;FEM;SG
地主	proprietários	地主	proprietário	N	N;MASC;PL
地主	senhorio	地主	senhorio	N	N;MASC;SG
臀	hip	臀	hip	N	N;MASC;SG
臀	quadril	臀	quadril	N	N;MASC;SG
臀	anca	臀	ancar	N	N;FEM;SG
臀	ancas	臀	anco	N	N;FEM;PL
臀	quadris	臀	quadri	N	N;MASC;PL
臀	quadril	臀	quadril	N	N;MASC;SG
難民	refugiados	難民	refugiado	N	N;MASC;PL
難民	refugiados	難民	refugiado	N	N;MASC;PL
荔枝	lichia	荔枝	lichia	N	N;FEM;SG
報名	inscrever	報名	inscrever	V	V;NFIN
毒品	fármacos	毒品	fármaco	N	N;MASC;PL
毒品	droga	毒品	droga	N	N;FEM;SG
毒品	drogas	毒品	droga	N	N;FEM;PL
衰落	recusar	衰落	recusar	V	V;NFIN
賊	ladrões	賊	ladrão	N	N;MASC;PL
賊	ladra	賊	ladra	N	N;FEM;SG
賊	ladrão	賊	ladrão	N	N;MASC;SG
中尉	tenente	中尉	tenente	N	N;MASC;SG
禪	zen	禪	zen	N	N;MASC;SG
爭論	discutindo	爭論	discutir	V	V;V.MSDR
爭論	argumentar	爭論	argumentar	V	V;NFIN
爭論	argumentando	爭論	argumentar	V	V;V.MSDR
爭論	argumentar	爭論	argumentar	V	V;NFIN
爭論	argumentar	爭論	argumentar	V	V;NFIN
商標	marcas	商標	marca	N	N;FEM;PL
轉變	transforme	轉變	transformer	V	V;SBJV;SG;3;PRS;FIN
轉變	transformada	轉變	transformar	V	V;FEM;SG;V.PTCP
轉變	transformar	轉變	transformar	V	V;NFIN
轉變	transforma	轉變	transformar	V	V;IND;SG;3;PRS;FIN
公噸	tonelada	公噸	tonelada	N	N;FEM;SG
公噸	toneladas	公噸	tonelada	N	N;FEM;PL
公噸	toneladas	公噸	tonelada	N	N;FEM;PL
鰍	cobitis	鰍	cobiti	N	N;MASC;PL
實踐	prática	實踐	prática	N	N;FEM;SG
實踐	pratica	實踐	praticar	N	N;FEM;SG
天鵝	cisnes	天鵝	cisne	N	N;MASC;PL
天鵝	swan	天鵝	swan	N	N;MASC;SG
天鵝	cisne	天鵝	cisne	N	N;MASC;SG
喝	beber	喝	beber	V	V;NFIN
喝	beba	喝	bebar	V	V;SBJV;SG;3;PRS;FIN
受損	danificado	受損	danificar	V	V;MASC;SG;V.PTCP
受損	danificadas	受損	danificar	V	V;FEM;PL;V.PTCP
受損	danificados	受損	danificar	V	V;MASC;PL;V.PTCP
受損	danificada	受損	danificar	V	V;FEM;SG;V.PTCP
夢幻	sonhadora	夢幻	sonhadora	ADJ	ADJ;FEM;SG
音效	sound	音效	sound	N	N;MASC;SG
音效	som	音效	som	N	N;MASC;SG
壇	altar	壇	altar	N	N;MASC;SG
教派	seita	教派	ser	N	N;FEM;SG
教派	seitas	教派	seita	N	N;FEM;PL
囚禁	aprisionado	囚禁	aprisionar	V	V;MASC;SG;V.PTCP
染	tintura	染	tintura	N	N;FEM;SG
染	corante	染	corante	N	N;MASC;SG
染	tintos	染	tinto	N	N;MASC;PL
始祖	patriarcas	始祖	patriarca	N	N;MASC;PL
實用	prática	實用	prática	N	N;FEM;SG
實用	praticidade	實用	praticidade	N	N;FEM;SG
實用	utilidade	實用	utilidade	N	N;FEM;SG
實用	úteis	實用	útil	N	N;MASC;PL
實用	utilidade	實用	utilidade	N	N;FEM;SG
實用	utilitário	實用	utilitário	N	N;MASC;SG
水星	mercury	水星	mercury	N	N;MASC;SG
水星	mercúrio	水星	mercúrio	N	N;MASC;SG
落後	recuar	落後	recuar	V	V;NFIN
落後	atrasados	落後	atrasar	V	V;MASC;PL;V.PTCP
注射	injetar	注射	injetar	V	V;NFIN
注射	injectar	注射	injectar	V	V;NFIN
地底	underground	地底	underground	N	N;MASC;SG
地底	subterrânea	地底	subterrânea	N	N;FEM;SG
地底	subterrâneos	地底	subterrâneo	N	N;MASC;PL
心靈	mind	心靈	mind	N	N;MASC;SG
心靈	mente	心靈	mente	N	N;FEM;SG
頭顱	caveira	頭顱	caveira	N	N;FEM;SG
頭顱	crânio	頭顱	crânio	N	N;MASC;SG
遺跡	relíquia	遺跡	relíquia	N	N;FEM;SG
遺跡	relíquias	遺跡	relíquia	N	N;FEM;PL
遺跡	ruínas	遺跡	ruína	N	N;FEM;PL
約會	data	約會	data	N	N;FEM;SG
約會	namoro	約會	namoro	N	N;MASC;SG
約會	encontros	約會	encontro	N	N;MASC;PL
緊張	nervoso	緊張	nervoso	N	N;MASC;SG
光束	feixe	光束	feixe	N	N;MASC;SG
光束	trave	光束	trave	N	N;FEM;SG
光束	viga	光束	viga	N	N;FEM;SG
光束	feixes	光束	feixe	N	N;MASC;PL
光束	vigas	光束	viga	N	N;FEM;PL
壞	bad	壞	bad	N	N;MASC;SG
滿意	satisfação	滿意	satisfação	N	N;FEM;SG
合計	agregar	合計	agregar	V	V;NFIN
合計	agregada	合計	agregado	V	V;FEM;SG;V.PTCP
合計	agregado	合計	agregado	V	V;MASC;SG;V.PTCP
合計	agregados	合計	agregado	V	V;MASC;PL;V.PTCP
合計	agregada	合計	agregado	V	V;FEM;SG;V.PTCP
合計	agregado	合計	agregado	V	V;MASC;SG;V.PTCP
合計	agregados	合計	agregado	V	V;MASC;PL;V.PTCP
囚犯	prisioneiro	囚犯	prisioneiro	N	N;MASC;SG
囚犯	prisioneira	囚犯	prisioneira	N	N;FEM;SG
囚犯	prisioneiras	囚犯	prisioneiro	N	N;FEM;PL
囚犯	presos	囚犯	preso	N	N;MASC;PL
囚犯	prisioneiros	囚犯	prisioneiro	N	N;MASC;PL
底盤	chassi	底盤	chassi	N	N;MASC;SG
底盤	chassis	底盤	chassi	N	N;MASC;PL
影子	sombras	影子	sombra	N	N;FEM;PL
影子	sombras	影子	sombra	N	N;FEM;PL
影子	sombra	影子	sombra	N	N;FEM;SG
影子	shadow	影子	shadow	N	N;MASC;SG
緩慢	lento	緩慢	lento	ADJ	ADJ;MASC;SG
緩慢	lenta	緩慢	lento	ADJ	ADJ;FEM;SG
產量	rendimento	產量	rendimento	N	N;MASC;SG
產量	produção	產量	produção	N	N;FEM;SG
產量	rendimentos	產量	rendimento	N	N;MASC;PL
報章	jornal	報章	jornal	N	N;MASC;SG
報章	jornais	報章	jornal	N	N;MASC;PL
報章	jornal	報章	jornal	N	N;MASC;SG
報章	jornais	報章	jornal	N	N;MASC;PL
死神	death	死神	death	N	N;MASC;SG
死神	morte	死神	morte	N	N;FEM;SG
死神	shinigami	死神	shinigami	N	N;MASC;SG
大海	mar	大海	mar	N	N;MASC;SG
摘要	abstrato	摘要	abstrato	N	N;MASC;SG
摘要	abstracto	摘要	abstracto	N	N;MASC;SG
