اتھاہ	adanc	اتھاہ	adanc		
بھاری	importantă	بھاری	important	ADJ	ADJ;INDF;FEM;SG
بھاری	bogata	بھاری	bogat	ADJ	ADJ;DEF;FEM;SG
بھاری	bogată	بھاری	bogat	ADJ	ADJ;INDF;FEM;SG
بھاری	bogat	بھاری	bogat	ADJ	ADJ;INDF;MASC;SG
بھاری	demn	بھاری	demn	ADJ	ADJ;INDF;MASC;SG
بھاری	demnă	بھاری	demn	ADJ	ADJ;INDF;FEM;SG
بھاری	valoroase	بھاری	valoros	ADJ	ADJ;INDF;FEM;PL
بھاری	valoroasa	بھاری	valoros	ADJ	ADJ;DEF;FEM;SG
بھاری	valoroasă	بھاری	valoros	ADJ	ADJ;INDF;FEM;SG
بھاری	valoros	بھاری	valoros	ADJ	ADJ;INDF;MASC;SG
بھاری	masive	بھاری	masiv	ADJ	ADJ;INDF;FEM;PL
بھاری	masiv	بھاری	masiv	ADJ	ADJ;INDF;MASC;SG
بھاری	masivă	بھاری	masiv	ADJ	ADJ;INDF;FEM;SG
بھاری	mare	بھاری	mare	ADJ	ADJ;INDF;MASC;SG
بھاری	costisitoare	بھاری	costisitor	ADJ	ADJ;INDF;FEM
بھاری	trista	بھاری	trist	ADJ	ADJ;DEF;FEM;SG
بھاری	tristă	بھاری	tristă	ADJ	ADJ;INDF;FEM;SG
بھاری	triste	بھاری	trist	ADJ	ADJ;INDF;FEM;PL
بھاری	trist	بھاری	trist	ADJ	ADJ;INDF;MASC;SG
بھاری	dificile	بھاری	dificil	ADJ	ADJ;INDF;FEM;PL
بھاری	dificilă	بھاری	dificil	ADJ	ADJ;INDF;FEM;SG
بھاری	superior	بھاری	superior	ADJ	ADJ;INDF;CMPR;MASC;SG
بھاری	superioară	بھاری	superior	ADJ	ADJ;INDF;FEM;SG
بھاری	greoaie	بھاری	greoi	ADJ	ADJ;INDF;FEM
بھاری	grele	بھاری	greu	ADJ	ADJ;INDF;FEM;PL
بھاری	grea	بھاری	greu	ADJ	ADJ;INDF;FEM;SG
بھاری	grei	بھاری	grei	ADJ	ADJ;INDF;MASC;PL
بھاری	voluminoase	بھاری	voluminos	ADJ	ADJ;INDF;FEM;PL
بھاری	grasă	بھاری	gras	ADJ	ADJ;INDF;FEM;SG
بھاری	importante	بھاری	important	ADJ	ADJ;INDF;FEM;PL
بھاری	importanta	بھاری	important	ADJ	ADJ;DEF;FEM;SG
بھاری	importantă	بھاری	important	ADJ	ADJ;INDF;FEM;SG
بھاری	bogata	بھاری	bogat	ADJ	ADJ;DEF;FEM;SG
بھاری	bogată	بھاری	bogat	ADJ	ADJ;INDF;FEM;SG
بھاری	bogat	بھاری	bogat	ADJ	ADJ;INDF;MASC;SG
بھاری	demn	بھاری	demn	ADJ	ADJ;INDF;MASC;SG
بھاری	demnă	بھاری	demn	ADJ	ADJ;INDF;FEM;SG
بھاری	valoroase	بھاری	valoros	ADJ	ADJ;INDF;FEM;PL
بھاری	valoroasa	بھاری	valoros	ADJ	ADJ;DEF;FEM;SG
بھاری	valoroasă	بھاری	valoros	ADJ	ADJ;INDF;FEM;SG
بھاری	valoros	بھاری	valoros	ADJ	ADJ;INDF;MASC;SG
بھاری	masive	بھاری	masiv	ADJ	ADJ;INDF;FEM;PL
بھاری	masiv	بھاری	masiv	ADJ	ADJ;INDF;MASC;SG
بھاری	masivă	بھاری	masiv	ADJ	ADJ;INDF;FEM;SG
بھاری	mare	بھاری	mare	ADJ	ADJ;INDF;MASC;SG
بھاری	costisitoare	بھاری	costisitor	ADJ	ADJ;INDF;FEM
بھاری	trista	بھاری	trist	ADJ	ADJ;DEF;FEM;SG
بھاری	tristă	بھاری	tristă	ADJ	ADJ;INDF;FEM;SG
بھاری	triste	بھاری	trist	ADJ	ADJ;INDF;FEM;PL
بھاری	trist	بھاری	trist	ADJ	ADJ;INDF;MASC;SG
بھاری	dificile	بھاری	dificil	ADJ	ADJ;INDF;FEM;PL
بھاری	dificilă	بھاری	dificil	ADJ	ADJ;INDF;FEM;SG
بھاری	superior	بھاری	superior	ADJ	ADJ;INDF;CMPR;MASC;SG
بھاری	superioară	بھاری	superior	ADJ	ADJ;INDF;FEM;SG
بھاری	greoaie	بھاری	greoi	ADJ	ADJ;INDF;FEM
بھاری	grele	بھاری	greu	ADJ	ADJ;INDF;FEM;PL
بھاری	grea	بھاری	greu	ADJ	ADJ;INDF;FEM;SG
بھاری	grei	بھاری	grei	ADJ	ADJ;INDF;MASC;PL
بھاس	light	بھاس	light		
بھاشن	discurs	بھاشن	discurs	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھاکنا	spune	بھاک	spune	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھاکنا	vorbește	بھاک	vorbi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھاگ	distribuie	بھاگ	distribui	V;ACT	V;IND;3;PRS;FIN
بھاگا	rulează	بھاگا	rula	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بھاگا	alergând	بھاگا	alerga	V;PFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بھاگتا	zburând	بھاگ	zbura	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بھاگتا	rulează	بھاگ	rula	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بھاگتا	alergând	بھاگ	alerga	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بھاگڑ	stampede	بھاگڑ	stampede		
بھاگنا	zboara	بھاگ	zboară	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھاگنا	zboară	بھاگ	zbura	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھال	spike	بھال	spike	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھانا	apreciez	بھانا	aprecia	V;MASC;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
بھانا	aprecia	بھانا	aprecia	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھانا	apreciază	بھانا	aprecia	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھانجنا	divide	بھانجنا	divid	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھانڈنا	umilească	بھانڈنا	umili	V;SG;NFIN;ACT	V;SBJV;3;PRS;FIN
بھائو	pret	بھائو	pret		
بھائی	companion	بھائی	companion	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھائی	companion	بھائی	companion	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھبکانا	stimula	بھبکانا	stimula	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھبکانا	stimulează	بھبکانا	stimula	V;MASC;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھبکنا	fierbe	بھبک	fierbe	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھبکنا	fierb	بھبک	fierbe	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھتار	sot	بھتار	sot		
بھٹکا	rătăcind	بھٹک	rătăci	V;PFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بھٹکتا	rătăcind	بھٹک	rătăci	V;IPFV;MASC;SG;V.PTCP;ACT	V;V.MSDR
بھچ	splash	بھچ	splash		
بھچ	stropi	بھچ	strop		
بُھچکانا	sperie	بُھچکانا	speria	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِھچّی	controlează	بِھچّی	controla	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بھد	tronc	بھد	tronc		
بھرپور	plina	بھرپور	plină	ADJ	ADJ;DEF;FEM;SG
بھرپور	plină	بھرپور	plin	ADJ	ADJ;INDF;FEM;SG
بھرپور	ample	بھرپور	amplu	ADJ	ADJ;INDF;FEM;PL
بھرپور	amplu	بھرپور	amplu	ADJ	ADJ;INDF;MASC;SG
بھرا	furios	بھرا	furios	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بھرا	umplut	بھرا	umple	ADJ;NOM;MASC;SG	ADJ;INDF;MASC;SG
بھرتی	încarc	بھر	încarc	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
بھرتی	stochează	بھر	stoca	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بھرتی	încarc	بھر	încarc	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
بھرتی	stochează	بھر	stoca	V;IPFV;FEM;SG;V.PTCP;ACT	V;IND;3;PRS;FIN
بھرم	secret	بھرم	secret	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھرم	credit	بھرم	credit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھرنا	suferă	بھر	suferi	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھرنا	sufera	بھر	suferi	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھرنا	toarnă	بھر	turna	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھرنا	suferă	بھر	suferi	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھرنا	sufera	بھر	suferi	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھرنا	toarnă	بھر	turna	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بھرنی	suferind	بھرنی	suferi	V;PFV;FEM;SG;V.PTCP;ACT	V;V.MSDR
بھرنی	întoarce	بھرنی	întoarce	V;PFV;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
بھری	plina	بھر	plină	ADJ;FEM	ADJ;DEF;FEM;SG
بھری	plină	بھر	plin	ADJ;FEM	ADJ;INDF;FEM;SG
بھری	umplute	بھر	umple	ADJ;FEM	ADJ;INDF;FEM;PL
بھری	umplut	بھر	umple	ADJ;FEM	ADJ;INDF;MASC;SG
بھڑک	arată	بھڑک	arăta	V;ACT	V;IND;3;PRS;FIN
بھڑک	arata	بھڑک	arata	V;ACT	V;IND;SG;3;IPFV;FIN
بھڑک	afișează	بھڑک	afișa	V;ACT	V;IND;3;PRS;FIN
بھڑکانا	inflama	بھڑکانا	inflamă	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھڑکانا	sperie	بھڑکانا	speria	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بھڑکانا	incita	بھڑکانا	incita	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھڑکانا	inflama	بھڑکانا	inflamă	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھڑکانا	sperie	بھڑکانا	speria	V;MASC;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِھڑنا	atinge	بِھڑ	atinge	V;NFIN	V;IND;SG;3;PRS;FIN
بھسّڑ	lene	بھسّڑ	lene		
بھسکنا	consuma	بھسک	consuma	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھسکنا	consumă	بھسک	consuma	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بھسکنا	cazi	بھسک	cădea	V;NFIN;ACT	V;IND;SG;2;PRS;FIN
بھسکنا	cădea	بھسک	cădea	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھسکنا	devora	بھسک	devora	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھسکنا	devorează	بھسک	devora	V;NFIN;ACT	V;IND;3;PRS;FIN
بھک	puff	بھک	puff		
بھُک	foame	بھُک	foame		
بُھلانا	uită	بُھلانا	uita	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بُھلانا	uita	بُھلانا	uita	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھلائی	beneficiu	بھلائی	beneficiu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بھلائی	beneficiu	بھلائی	beneficiu	N;NOM;FEM;SG;3	N;INDF;MASC;SG
بھُو	pamant	بھُو	pamant		
بھور	zori	بھور	zori		
بھوکنا	înjunghie	بھوک	înjunghie	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بھُولنا	uită	بھہول	uita	V;NFIN;ACT	V;IND;SG;3;PST;FIN
بھُولنا	uita	بھہول	uita	V;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بھُولنا	omite	بھہول	omite	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھونکنا	înjunghie	بھونک	înjunghie	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بھُوننا	ard	بھہوننا	arde	V;NFIN;ACT	V;IND;PL;3;PRS;FIN
بھُوننا	arde	بھہوننا	arde	V;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھیانک	oribilă	بھیانک	oribil	ADJ	ADJ;INDF;FEM;SG
بھیانک	oribil	بھیانک	oribil	ADJ	ADJ;INDF;MASC;SG
بھیانک	înspăimântător	بھیانک	înspăimântător	ADJ	ADJ;INDF;MASC;SG
بِھیتر	interior	بِھیتر	interior	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھیجنا	trimite	بھیج	trimite	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھیجنا	transmite	بھیج	transmite	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِھیچنا	zdrobi	بِھی	zdrobi	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِھیچنا	stoarce	بِھی	storc	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِھیچنا	strânge	بِھی	strânge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بھیڑ	oi	بھیڑ	oaie		
بھیس	aer	بھیس	aer	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھیس	air	بھیس	air	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھیس	camuflaj	بھیس	camuflaj	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھیس	aer	بھیس	aer	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھیس	air	بھیس	air	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھیس	camuflaj	بھیس	camuflaj	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھینٹ	interviu	بھینٹ	interviu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بھینٹ	sacrificiu	بھینٹ	sacrificiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
بِھینچنا	zdrobi	بِھینچ	zdrobi	V;SG;NFIN;ACT	V;IND;SG;3;PST;FIN
بِھینچنا	apasa	بِھینچ	apasa	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
بِھینچنا	apasă	بِھینچ	apăsa	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
بِھینچنا	stoarce	بِھینچ	storc	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
بِھینچنا	strânge	بِھینچ	strânge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پا	continuând	پا	continua	V;ACT	V;V.MSDR
پا	continuăm	پا	continua	V;ACT	V;IND;PL;1;PRS;FIN
پا	continuam	پا	continua	V;ACT	V;IND;1;IPFV;FIN
پابند	comis	پابند	comite	ADJ	ADJ;INDF;MASC;SG
پابند	reținut	پابند	reține	ADJ	ADJ;INDF;MASC;SG
پابند	legată	پابند	lega	ADJ	ADJ;INDF;FEM;SG
پابند	legat	پابند	lega	ADJ	ADJ;INDF;MASC;SG
پابند	controlat	پابند	controla	ADJ	ADJ;INDF;MASC;SG
پابند	controlate	پابند	controlat	ADJ	ADJ;INDF;FEM;PL
پابند	controlată	پابند	controlat	ADJ	ADJ;INDF;FEM;SG
پابندی	control	پابندی	control	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پابندی	ban	پابندی	ban	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پابندی	bifat	پابندی	bifa	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پابندی	control	پابندی	control	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پابندی	ban	پابندی	ban	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پابندی	bifat	پابندی	bifa	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاخانہ	jeg	پاخانہ	jeg	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاخانہ	scaun	پاخانہ	scaun	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پامردی	curaj	پامردی	curaj	N;NOM;MASC;SG;3	N;INDF;MASC;SG
دیرپا	permanente	دیرپا	permanent	ADJ	ADJ;INDF;FEM;PL
دیرپا	permanenta	دیرپا	permanent	ADJ	ADJ;DEF;FEM;SG
دیرپا	permanentă	دیرپا	permanent	ADJ	ADJ;INDF;FEM;SG
دیرپا	durabile	دیرپا	durabil	ADJ	ADJ;INDF;FEM;PL
دیرپا	durabilă	دیرپا	durabil	ADJ	ADJ;INDF;FEM;SG
دیرپا	durabil	دیرپا	durabil	ADJ	ADJ;INDF;MASC;SG
دیرپا	rezistent	دیرپا	rezistent	ADJ	ADJ;INDF;MASC;SG
دیرپا	permanente	دیرپا	permanent	ADJ	ADJ;INDF;FEM;PL
دیرپا	permanenta	دیرپا	permanent	ADJ	ADJ;DEF;FEM;SG
دیرپا	permanentă	دیرپا	permanent	ADJ	ADJ;INDF;FEM;SG
پاپڑ	subtire	پاپڑ	subtire		
پاپڑ	subțire	پاپڑ	subțire		
پاٹنا	acoperă	پاٹ	acoperi	V;MASC;SG;ACT	V;IND;3;PRS;FIN
پادشاہی	empire	پادشاہی	empire	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پادشاہی	imperiu	پادشاہی	imperiu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پادشاہی	royal	پادشاہی	royal	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پادشاہی	regat	پادشاہی	regat	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پادشاہی	kingdom	پادشاہی	kingdom	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارچہ	fragment	پارچہ	fragment	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارچہ	pește	پارچہ	pește	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارچہ	textil	پارچہ	textil	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارلیمان	parlament	پارلیمان	parlament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	bit	پارہ	bit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	plasture	پارہ	plasture	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	petic	پارہ	petic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	patch	پارہ	patch	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	bit	پارہ	bit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	mercur	پارہ	mercur	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	plasture	پارہ	plasture	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	petic	پارہ	petic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارہ	patch	پارہ	patch	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پارینہ	străvechi	پارینہ	străvechi		
پاڑنا	vânează	پاڑ	vâna	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
پاڑنا	ucide	پاڑ	ucide	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پاڑنا	omoară	پاڑ	omorî	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
پاڑنا	distruge	پاڑ	distruge	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پاسبان	ghid	پاسبان	ghid	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاسبان	ciobănesc	پاسبان	ciobănesc	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاسبان	cioban	پاسبان	cioban	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاسبان	păstor	پاسبان	păstor	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاسبان	sentinel	پاسبان	sentinel	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاسبان	gardian	پاسبان	gardian	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاسبان	paznic	پاسبان	paznic	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاک	free	پاک	free		
پاک	sfinte	پاک	sfânt		
پاک	pure	پاک	pur		
پاک	free	پاک	free		
پاک	sfinte	پاک	sfânt		
پاکی	brici	پاکی	bric		
پاکیزگی	rafinament	پاکیزگی	rafinament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاکیزگی	rafinament	پاکیزگی	rafinament	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پالا	schimba	پالا	schimba	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;IPFV;FIN
پالا	schimbă	پالا	schimba	V;PFV;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PST;FIN
پان	five	پان	fiv	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پان	respect	پان	respect	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پانا	primi	پانا	primi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	primește	پانا	primi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	găseşte	پانا	găsea	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	găsește	پانا	găsi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	dobândi	پانا	dobândi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	înțelege	پانا	înțelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	intelege	پانا	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	descopera	پانا	descopera	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پانا	descoperă	پانا	descoperi	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
پانا	descopăr	پانا	descopări	V;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پانا	descoperiti	پانا	descoperi	V;SG;NFIN;ACT	V;IND;SG;2;FIN
پانا	primi	پانا	primi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	primește	پانا	primi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	obține	پانا	obține	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	găseşte	پانا	găsea	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	găsește	پانا	găsi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	dobândi	پانا	dobândi	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	înțelege	پانا	înțelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	intelege	پانا	intelege	V;SG;NFIN;ACT	V;IND;SG;3;PRS;FIN
پانا	descopera	پانا	descopera	V;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پانا	descoperă	پانا	descoperi	V;SG;NFIN;ACT	V;IND;3;PRS;FIN
پانا	descopăr	پانا	descopări	V;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پانا	descoperiti	پانا	descoperi	V;SG;NFIN;ACT	V;IND;SG;2;FIN
پانت	line	پانت	line		
پانت	string	پانت	stringe		
پانچ	cinci	پانچ	cinci	NUM	NUM;PL
پانڈ	icter	پانڈ	icter	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پانی	curaj	پانی	curaj	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پانی	spirit	پانی	spirit	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پاہ	urmări	پاہ	urmări		
پُتر	fiule	پُتر	fiu		
پتری	record	پتری	record	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پتّوں	frunze	پتل	frunză	N;ACC;MASC;PL;3	N;INDF;FEM;PL
پُٹ	acoperi	پُٹ	acoperi		
پٹانا	seduce	پٹانا	seduce	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
پٹپٹانا	regret	پٹپٹانا	regreta	V;MASC;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پٹری	cântar	پٹری	cântar	N;NOM;FEM;SG;3	N;INDF;MASC;SG
پٹری	conducător	پٹری	conducător	N;NOM;FEM;SG;3	N;INDF;MASC;SG
پٹری	avenue	پٹری	avenue	N;NOM;FEM;SG;3	N;INDF;MASC;SG
پٹل	acoperi	پٹل	acoperi		
پٹّوں	muschi	پٹّ	muschi	N;ACC;MASC;PL;3	N;INDF;MASC;PL
پچ	prejudiciu	پچ	prejudiciu	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پچ	five	پچ	fiv	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پچ	suport	پچ	suport	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پچ	sprijin	پچ	sprijin	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پچاس	cincizeci	پچاس	cincizeci	NUM	NUM;PL
پچانا	digera	پچا	digeră	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پچانا	asimila	پچا	asimila	V;MASC;SG;NFIN;ACT	V;IND;SG;3;IPFV;FIN
پِچکاری	spray	پِچکاری	spray	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پِچھاڑی	spate	پِچھاڑی	spate	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پِچھاڑی	spate	پِچھاڑی	spate	N;NOM;MASC;SG;3	N;INDF;MASC;SG
پچھتانا	regret	پچھ	regreta	V;MASC;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پچھتانا	regret	پچھ	regreta	V;MASC;SG;NFIN;ACT	V;IND;SG;1;PRS;FIN
پچھتاوا	regret	پچھتاوا	regreta	V;IPFV;MASC;SG;V.PTCP;ACT	V;IND;SG;1;PRS;FIN
پخ	belea	پخ	belea		
پُختہ	fermi	پُختہ	ferm	ADJ	ADJ;INDF;MASC;PL
پُختہ	gătită	پُختہ	găti	ADJ	ADJ;INDF;FEM;SG
پُختہ	puternica	پُختہ	puternic	ADJ	ADJ;DEF;FEM;SG
پُختہ	puternic	پُختہ	puternic	ADJ	ADJ;INDF;MASC;SG
پُختہ	puternică	پُختہ	puternic	ADJ	ADJ;INDF;FEM;SG
پُختہ	maturizat	پُختہ	maturiza	ADJ	ADJ;INDF;MASC;SG
پخش	moale	پخش	moale		
پد	marcu	پد	marcu		
پد	cuplet	پد	cuplet		
پد	trace	پد	trace		
پُر	plina	پُر	plină	ADJ	ADJ;DEF;FEM;SG
پُر	plină	پُر	plin	ADJ	ADJ;INDF;FEM;SG
پُر	completa	پُر	completa	ADJ	ADJ;DEF;FEM;SG
پُر	completă	پُر	complet	ADJ	ADJ;INDF;FEM;SG
پُر	complete	پُر	complet	ADJ	ADJ;INDF;FEM;PL
پراثر	impresionant	پراثر	impresionant	ADJ	ADJ;INDF;MASC;SG
پراثر	impresionantă	پراثر	impresionant	ADJ	ADJ;INDF;FEM;SG
پراسرار	misterioasa	پراسرار	misterios	ADJ	ADJ;DEF;FEM;SG
پراسرار	misterioase	پراسرار	misterios	ADJ	ADJ;INDF;FEM;PL
پراسرار	misterioasă	پراسرار	misterios	ADJ	ADJ;INDF;FEM;SG
پراسرار	misterios	پراسرار	misterios	ADJ	ADJ;INDF;MASC;SG
پرتکلف	elaborat	پرتکلف	elabora	ADJ	ADJ;INDF;MASC;SG
پرتکلف	elaborată	پرتکلف	elabora	ADJ	ADJ;INDF;FEM;SG
پرتکلف	elaborate	پرتکلف	elabora	ADJ	ADJ;INDF;FEM;PL
پرجوش	zelos	پرجوش	zelos	ADJ	ADJ;INDF;MASC;SG
پرجوش	entuziast	پرجوش	entuziast	ADJ	ADJ;INDF;MASC;SG
پرخم	strâmb	پرخم	strâmb		
