catégorie	類別	catégorie	類別	N;FEM;SG	N
piliers	支柱	pilier	支柱	N;MASC;PL	N
talents	人	talent	人	N;MASC;PL	N
talents	人	talent	人	N;MASC;PL	N
talents	天才	talent	天才	N;MASC;PL	N
talents	天賦	talent	天賦	N;MASC;PL	N
doux	溫和	doux	溫和	ADJ;MASC;SG	ADJ
doux	溫和	doux	溫和	ADJ;MASC;SG	ADJ
doux	軟	doux	軟	ADJ;MASC;SG	ADJ
doux	柔	doux	柔	ADJ;MASC;SG	ADJ
partagé	共用	partager	共用	V;MASC;SG;PST;V.PTCP	V
partagé	共享	partager	共享	V;MASC;SG;PST;V.PTCP	V
partagé	分享	partager	分享	V;MASC;SG;PST;V.PTCP	V
joint	聯合	joindre	聯合	V;MASC;SG;PST;V.PTCP	V
syndicats	工會	syndicat	工會	N;MASC;PL	N
convaincu	深信	convaincre	深信	V;MASC;SG;PST;V.PTCP	V
malades	病	malade	病	N;MASC;PL	N
malades	病	malade	病	N;MASC;PL	N
concession	特許	concession	特許	N;FEM;SG	N
inspirée	啟發	inspirer	啟發	V;FEM;SG;PST;V.PTCP	V
dérive	漂移	dérive	漂移	N;FEM;SG	N
dérive	漂	dérive	漂	N;FEM;SG	N
dérive	飛揚	dérive	飛揚	N;FEM;SG	N
dérive	漂移	dérive	漂移	N;FEM;SG	N
tort	錯誤	tort	錯誤	N;MASC;SG	N
juges	法官	juge	法官	N;MASC;PL	N
avantages	優點	avantage	優點	N;MASC;PL	N
avantages	長處	avantage	長處	N;MASC;PL	N
avantages	優勢	avantage	優勢	N;MASC;PL	N
avantages	福利	avantage	福利	N;MASC;PL	N
dommages	損傷	dommage	損傷	N;MASC;PL	N
dommages	損壞	dommage	損壞	N;MASC;PL	N
dommages	損害	dommage	損害	N;MASC;PL	N
dommages	損壞	dommage	損壞	N;MASC;PL	N
dommages	損害	dommage	損害	N;MASC;PL	N
prononce	發音	prononcer	發音	V;IND;SG;3;PRS;FIN	V
eglise	教會	eglise	教會	N;FEM;SG	N
eglise	教堂	eglise	教堂	N;FEM;SG	N
impôt	稅務	impôt	稅務	N;MASC;SG	N
impôt	稅	impôt	稅	N;MASC;SG	N
impôt	稅	impôt	稅	N;MASC;SG	N
impôt	稅金	impôt	稅金	N;MASC;SG	N
impôt	稅務	impôt	稅務	N;MASC;SG	N
impôt	稅	impôt	稅	N;MASC;SG	N
impôt	稅	impôt	稅	N;MASC;SG	N
impôt	稅款	impôt	稅款	N;MASC;SG	N
bombardement	炮擊	bombardement	炮擊	N;MASC;SG	N
bombardement	炮擊	bombardement	炮擊	N;MASC;SG	N
ancêtre	祖先	ancêtre	祖先	N;MASC;SG	N
stage	實習	stage	實習	N;MASC;SG	N
souveraineté	主權	souveraineté	主權	N;FEM;SG	N
intensité	強度	intensité	強度	N;FEM;SG	N
intensité	密度	intensité	密度	N;FEM;SG	N
protéines	蛋白質	protéine	蛋白質	N;FEM;PL	N
protéines	蛋白	protéine	蛋白	N;FEM;PL	N
protéines	蛋白質	protéine	蛋白質	N;FEM;PL	N
protéines	蛋白	protéine	蛋白	N;FEM;PL	N
attentats	襲擊	attentat	襲擊	N;MASC;PL	N
décrire	描述	décrire	描述	V;NFIN	V
éclairage	照明	éclairage	照明	N;MASC;SG	N
éclairage	照明	éclairage	照明	N;MASC;SG	N
assurée	投保	assurer	投保	V;FEM;SG;PST;V.PTCP	V
baccalauréat	學士	baccalauréat	學士	N;MASC;SG	N
baccalauréat	單身	baccalauréat	單身	N;MASC;SG	N
dialogues	對話	dialogue	對話	N;MASC;PL	N
dialogues	對話	dialogue	對話	N;MASC;PL	N
appliquée	套用	appliquer	套用	V;FEM;SG;PST;V.PTCP	V
mesurer	測量	mesurer	測量	V;NFIN	V
mesurer	衡量	mesurer	衡量	V;NFIN	V
mesurer	測量	mesurer	測量	V;NFIN	V
mesurer	衡量	mesurer	衡量	V;NFIN	V
mesurer	測量	mesurer	測量	V;NFIN	V
mesurer	衡量	mesurer	衡量	V;NFIN	V
grace	恩典	grace	恩典	N;FEM;SG	N
précipitations	雨量	précipitation	雨量	N;FEM;PL	N
tombes	墳	tombe	墳	N;FEM;PL	N
tombes	墓穴	tombe	墓穴	N;FEM;PL	N
tombes	墓葬	tombe	墓葬	N;FEM;PL	N
tombes	墳	tombe	墳	N;FEM;PL	N
tombes	墓	tombe	墓	N;FEM;PL	N
tombes	墓穴	tombe	墓穴	N;FEM;PL	N
réservoir	坦克	réservoir	坦克	N;MASC;SG	N
réservoir	水庫	réservoir	水庫	N;MASC;SG	N
réservoir	水塘	réservoir	水塘	N;MASC;SG	N
approfondir	加深	approfondir	加深	V;NFIN	V
approfondir	深化	approfondir	深化	V;NFIN	V
approfondir	加深	approfondir	加深	V;NFIN	V
approfondir	深化	approfondir	深化	V;NFIN	V
vocabulaire	詞彙	vocabulaire	詞彙	N;MASC;SG	N
vocabulaire	字彙	vocabulaire	字彙	N;MASC;SG	N
missile	導彈	missile	導彈	N;MASC;SG	N
anneaux	環	anneau	環	N;MASC;PL	N
anneaux	戒指	anneau	戒指	N;MASC;PL	N
sentier	軌跡	sentier	軌跡	N;MASC;SG	N
sentier	小徑	sentier	小徑	N;MASC;SG	N
sentier	路徑	sentier	路徑	N;MASC;SG	N
croisade	十字	croisade	十字	N;FEM;SG	N
boxeur	拳手	boxeur	拳手	N;MASC;SG	N
boxeur	拳擊	boxeur	拳擊	N;MASC;SG	N
boxeur	拳手	boxeur	拳手	N;MASC;SG	N
boxeur	鬥士	boxeur	鬥士	N;MASC;SG	N
qualifiée	熟練	qualifier	熟練	V;FEM;SG;PST;V.PTCP	V
qualifiée	合格	qualifier	合格	V;FEM;SG;PST;V.PTCP	V
finance	財務	finance	財務	N;FEM;SG	N
finance	財務	finance	財務	N;FEM;SG	N
vedette	星星	vedette	星星	N;FEM;SG	N
vedette	恆星	vedette	恆星	N;FEM;SG	N
vedette	星	vedette	星	N;FEM;SG	N
vedette	明星	vedette	明星	N;FEM;SG	N
vedette	精選	vedette	精選	N;FEM;SG	N
critère	標準	critère	標準	N;MASC;SG	N
critère	標準	critère	標準	N;MASC;SG	N
impôts	稅務	impôt	稅務	N;MASC;PL	N
impôts	稅	impôt	稅	N;MASC;PL	N
impôts	稅	impôt	稅	N;MASC;PL	N
impôts	稅金	impôt	稅金	N;MASC;PL	N
impôts	稅務	impôt	稅務	N;MASC;PL	N
impôts	稅	impôt	稅	N;MASC;PL	N
impôts	稅	impôt	稅	N;MASC;PL	N
impôts	稅款	impôt	稅款	N;MASC;PL	N
fresques	壁畫	fresque	壁畫	N;FEM;PL	N
pattes	腿	patte	腿	N;FEM;PL	N
économiste	經濟	économiste	經濟	N;MASC;SG	N
adapter	適應	adapter	適應	V;NFIN	V
adapter	改編	adapter	改編	V;NFIN	V
adapter	適應	adapter	適應	V;NFIN	V
disparaître	消失	disparaître	消失	V;NFIN	V
verbe	動詞	verbe	動詞	N;MASC;SG	N
adopter	領養	adopter	領養	V;NFIN	V
adopter	收養	adopter	收養	V;NFIN	V
évalué	評分	évaluer	評分	V;MASC;SG;PST;V.PTCP	V
saintes	神聖	saint	神聖	ADJ;FEM;PL	ADJ
rond	輪	rond	輪	N;MASC;SG	N
commandée	委託	commander	委託	V;FEM;SG;PST;V.PTCP	V
commandée	訂購	commander	訂購	V;FEM;SG;PST;V.PTCP	V
fabricant	廠	fabricant	廠	N;MASC;SG	N
syntaxe	句法	syntaxe	句法	N;FEM;SG	N
syntaxe	語法	syntaxe	語法	N;FEM;SG	N
joie	快樂	joie	快樂	N;FEM;SG	N
joie	喜悅	joie	喜悅	N;FEM;SG	N
joie	歡樂	joie	歡樂	N;FEM;SG	N
costume	服裝	costume	服裝	N;MASC;SG	N
costume	戲服	costume	戲服	N;MASC;SG	N
costume	西裝	costume	西裝	N;MASC;SG	N
costume	西服	costume	西服	N;MASC;SG	N
costume	套	costume	套	N;MASC;SG	N
hymne	聖歌	hymne	聖歌	N;MASC;SG	N
hymne	國歌	hymne	國歌	N;MASC;SG	N
douleur	痛	douleur	痛	N;FEM;SG	N
douleur	傷痛	douleur	傷痛	N;FEM;SG	N
douleur	疼痛	douleur	疼痛	N;FEM;SG	N
douleur	痛苦	douleur	痛苦	N;FEM;SG	N
gay	同性	gay	同性	N;MASC;SG	N
mannequin	模範	mannequin	模範	N;MASC;SG	N
mannequin	模型	mannequin	模型	N;MASC;SG	N
mannequin	型號	mannequin	型號	N;MASC;SG	N
mannequin	模特	mannequin	模特	N;MASC;SG	N
mannequin	模特	mannequin	模特	N;MASC;SG	N
intense	激烈	intense	激烈	ADJ;FEM;SG	ADJ
flash	閃光	flash	閃光	N;MASC;SG	N
flash	閃光	flash	閃光	N;MASC;SG	N
flash	閃	flash	閃	N;MASC;SG	N
flash	閃電	flash	閃電	N;MASC;SG	N
pacte	協約	pacte	協約	N;MASC;SG	N
pacte	協約	pacte	協約	N;MASC;SG	N
pacte	緊湊	pacte	緊湊	N;MASC;SG	N
pacte	契約	pacte	契約	N;MASC;SG	N
foire	公平	foire	公平	N;FEM;SG	N
excellence	卓越	excellence	卓越	N;FEM;SG	N
plateforme	站台	plateforme	站台	N;FEM;SG	N
plateforme	平台	plateforme	平台	N;FEM;SG	N
stock	股票	stock	股票	N;MASC;SG	N
stock	存貨	stock	存貨	N;MASC;SG	N
stock	庫存	stock	庫存	N;MASC;SG	N
corruption	行賄	corruption	行賄	N;FEM;SG	N
corruption	腐敗	corruption	腐敗	N;FEM;SG	N
dépenses	支出	dépense	支出	N;FEM;PL	N
dépenses	支出	dépense	支出	N;FEM;PL	N
dépenses	費用	dépense	費用	N;FEM;PL	N
dépenses	開支	dépense	開支	N;FEM;PL	N
dépenses	支出	dépense	支出	N;FEM;PL	N
vampire	吸血	vampire	吸血	N;MASC;SG	N
consultation	咨詢	consultation	咨詢	N;FEM;SG	N
consultation	諮詢	consultation	諮詢	N;FEM;SG	N
comtés	各州	comté	各州	N;MASC;PL	N
comtés	各縣	comté	各縣	N;MASC;PL	N
platine	鉑	platine	鉑	N;FEM;SG	N
platine	白金	platine	白金	N;FEM;SG	N
platine	轉盤	platine	轉盤	N;FEM;SG	N
jeter	丟棄	jeter	丟棄	V;NFIN	V
jeter	放棄	jeter	放棄	V;NFIN	V
jeter	捨棄	jeter	捨棄	V;NFIN	V
jeter	扔	jeter	扔	V;NFIN	V
jeter	丟	jeter	丟	V;NFIN	V
remplacés	取代	remplacer	取代	V;MASC;PL;PST;V.PTCP	V
pin	松樹	pin	松樹	N;MASC;SG	N
pin	別針	pin	別針	N;MASC;SG	N
augmenté	增加	augmenter	增加	V;MASC;SG;PST;V.PTCP	V
augmenté	擴充	augmenter	擴充	V;MASC;SG;PST;V.PTCP	V
tissu	布料	tissu	布料	N;MASC;SG	N
tissu	纖維	tissu	纖維	N;MASC;SG	N
tissu	織物	tissu	織物	N;MASC;SG	N
channel	頻道	channel	頻道	N;MASC;SG	N
channel	海峽	channel	海峽	N;MASC;SG	N
channel	通道	channel	通道	N;MASC;SG	N
cylindres	缸	cylindre	缸	N;MASC;PL	N
cylindres	卷	cylindre	卷	N;MASC;PL	N
vif	生動	vif	生動	ADJ;MASC;SG	ADJ
quais	海濱	quai	海濱	N;MASC;PL	N
terreur	恐	terreur	恐	N;FEM;SG	N
terreur	恐怖	terreur	恐怖	N;FEM;SG	N
fourni	提供	fournir	提供	V;MASC;SG;PST;V.PTCP	V
tante	姑姑	tante	姑姑	N;FEM;SG	N
tante	姨媽	tante	姨媽	N;FEM;SG	N
tante	姑姑	tante	姑姑	N;FEM;SG	N
tante	姨媽	tante	姨媽	N;FEM;SG	N
télécommunications	電訊	télécommunication	電訊	N;FEM;PL	N
télécommunications	電信	télécommunication	電信	N;FEM;PL	N
télécommunications	電訊	télécommunication	電訊	N;FEM;PL	N
télécommunications	電信	télécommunication	電信	N;FEM;PL	N
assurances	保險	assurance	保險	N;FEM;PL	N
assurances	保險	assurance	保險	N;FEM;PL	N
vélo	單車	vélo	單車	N;MASC;SG	N
vélo	腳踏	vélo	腳踏	N;MASC;SG	N
vélo	單車	vélo	單車	N;MASC;SG	N
vélo	腳踏	vélo	腳踏	N;MASC;SG	N
vélo	單車	vélo	單車	N;MASC;SG	N
cloche	鐘	cloche	鐘	N;FEM;SG	N
cloche	鈴	cloche	鈴	N;FEM;SG	N
stabilité	穩定	stabilité	穩定	N;FEM;SG	N
stabilité	穩定	stabilité	穩定	N;FEM;SG	N
marketing	行銷	marketing	行銷	N;MASC;SG	N
touché	感動	toucher	感動	V;MASC;SG;PST;V.PTCP	V
attirer	吸引	attirer	吸引	V;NFIN	V
attirer	吸引	attirer	吸引	V;NFIN	V
attirer	引誘	attirer	引誘	V;NFIN	V
attirer	吸引	attirer	吸引	V;NFIN	V
attirer	吸引	attirer	吸引	V;NFIN	V
exploitant	經營	exploiter	經營	V;PRS;V.PTCP	V
souffle	呼氣	souffle	呼氣	N;MASC;SG	N
souffle	炸	souffle	炸	N;MASC;SG	N
conservés	留用	conserver	留用	V;MASC;PL;PST;V.PTCP	V
casino	賭場	casino	賭場	N;MASC;SG	N
serre	溫室	serre	溫室	N;FEM;SG	N
serre	溫室	serre	溫室	N;FEM;SG	N
complot	陰謀	complot	陰謀	N;MASC;SG	N
complot	劇情	complot	劇情	N;MASC;SG	N
complot	陰謀	complot	陰謀	N;MASC;SG	N
faces	臉	face	臉	N;FEM;PL	N
faces	面孔	face	面孔	N;FEM;PL	N
mammifères	哺乳	mammifère	哺乳	N;MASC;PL	N
bain	浴	bain	浴	N;MASC;SG	N
rêves	夢	rêve	夢	N;MASC;PL	N
rêves	夢境	rêve	夢境	N;MASC;PL	N
rêves	夢想	rêve	夢想	N;MASC;PL	N
rêves	夢	rêve	夢	N;MASC;PL	N
rêves	夢境	rêve	夢境	N;MASC;PL	N
rêves	夢想	rêve	夢想	N;MASC;PL	N
signaler	檢舉	signaler	檢舉	V;NFIN	V
temples	廟宇	temple	廟宇	N;MASC;PL	N
temples	寺廟	temple	寺廟	N;MASC;PL	N
survivants	生	survivant	生	N;MASC;PL	N
étroite	狹窄	étroit	狹窄	ADJ;FEM;SG	ADJ
renseignement	智慧	renseignement	智慧	N;MASC;SG	N
renseignement	情報	renseignement	情報	N;MASC;SG	N
renseignement	智力	renseignement	智力	N;MASC;SG	N
poudre	粉	poudre	粉	N;FEM;SG	N
poudre	粉末	poudre	粉末	N;FEM;SG	N
poudre	火藥	poudre	火藥	N;FEM;SG	N
avertissement	警告	avertissement	警告	N;MASC;SG	N
abandonnée	廢棄	abandonner	廢棄	V;FEM;SG;PST;V.PTCP	V
abandonnée	遺棄	abandonner	遺棄	V;FEM;SG;PST;V.PTCP	V
buste	胸圍	buste	胸圍	N;MASC;SG	N
contrats	合約	contrat	合約	N;MASC;PL	N
contrats	合同	contrat	合同	N;MASC;PL	N
censure	責難	censure	責難	N;FEM;SG	N
censure	審查	censure	審查	N;FEM;SG	N
parade	閱兵	parade	閱兵	N;FEM;SG	N
ménage	家務	ménage	家務	N;MASC;SG	N
ménage	家用	ménage	家用	N;MASC;SG	N
ménage	住戶	ménage	住戶	N;MASC;SG	N
marathon	馬拉松	marathon	馬拉松	N;MASC;SG	N
baies	漿果	baie	漿果	N;FEM;PL	N
baies	漿果	baie	漿果	N;FEM;PL	N
peste	病蟲	peste	病蟲	N;FEM;SG	N
peste	蟲害	peste	蟲害	N;FEM;SG	N
peste	鼠疫	peste	鼠疫	N;FEM;SG	N
peste	瘟疫	peste	瘟疫	N;FEM;SG	N
peste	瘟疫	peste	瘟疫	N;FEM;SG	N
instructions	指令	instruction	指令	N;FEM;PL	N
controverse	爭議	controverse	爭議	N;FEM;SG	N
controverse	爭議	controverse	爭議	N;FEM;SG	N
angles	角落	angle	角落	N;MASC;PL	N
angles	角度	angle	角度	N;MASC;PL	N
regarder	觀看	regarder	觀看	V;NFIN	V
regarder	觀看	regarder	觀看	V;NFIN	V
lama	喇嘛	lama	喇嘛	N;MASC;SG	N
purement	純粹	purement	純粹	ADV	ADV
arrêtés	被	arrêter	被	V;MASC;PL;PST;V.PTCP	V;PASS
hydrogène	氫氣	hydrogène	氫氣	N;MASC;SG	N
hydrogène	氫	hydrogène	氫	N;MASC;SG	N
métaux	金屬	métal	金屬	N;MASC;PL	N
métaux	金屬	métal	金屬	N;MASC;PL	N
parrain	教父	parrain	教父	N;MASC;SG	N
parent	親戚	parent	親戚	N;MASC;SG	N
parent	家長	parent	家長	N;MASC;SG	N
parent	父母	parent	父母	N;MASC;SG	N
gravité	地心	gravité	地心	N;FEM;SG	N
gravité	引力	gravité	引力	N;FEM;SG	N
gravité	重力	gravité	重力	N;FEM;SG	N
pente	坡	pente	坡	N;FEM;SG	N
pente	斜坡	pente	斜坡	N;FEM;SG	N
pente	梯度	pente	梯度	N;FEM;SG	N
narrateur	旁白	narrateur	旁白	N;MASC;SG	N
inscrire	報名	inscrire	報名	V;NFIN	V
complément	輔助	complément	輔助	N;MASC;SG	N
traverser	跨	traverser	跨	V;NFIN	V
traverser	穿越	traverser	穿越	V;NFIN	V
ignore	忽略	ignorer	忽略	V;IND;SG;3;PRS;FIN	V
ignore	忽視	ignorer	忽視	V;IND;SG;3;PRS;FIN	V
ignore	無視	ignorer	無視	V;IND;SG;3;PRS;FIN	V
patrie	祖國	patrie	祖國	N;FEM;SG	N
patrie	祖國	patrie	祖國	N;FEM;SG	N
patrie	故鄉	patrie	故鄉	N;FEM;SG	N
patrie	家園	patrie	家園	N;FEM;SG	N
patrie	祖國	patrie	祖國	N;FEM;SG	N
patrie	國土	patrie	國土	N;FEM;SG	N
sèche	乾燥	sec	乾燥	ADJ;FEM;SG	ADJ
oxygène	氧氣	oxygène	氧氣	N;MASC;SG	N
oxygène	氧	oxygène	氧	N;MASC;SG	N
molécules	分子	molécule	分子	N;FEM;PL	N
signée	署名	signer	署名	V;FEM;SG;PST;V.PTCP	V
signée	簽署	signer	簽署	V;FEM;SG;PST;V.PTCP	V
céramique	陶器	céramique	陶器	N;FEM;SG	N
céramique	陶藝	céramique	陶藝	N;FEM;SG	N
céramique	陶瓷	céramique	陶瓷	N;FEM;SG	N
céramique	陶瓷	céramique	陶瓷	N;FEM;SG	N
pauvreté	貧窮	pauvreté	貧窮	N;FEM;SG	N
pauvreté	貧困	pauvreté	貧困	N;FEM;SG	N
sévère	嚴重	sévère	嚴重	ADJ;MASC;SG	ADJ
sévère	苛刻	sévère	苛刻	ADJ;MASC;SG	ADJ
sévère	嚴酷	sévère	嚴酷	ADJ;MASC;SG	ADJ
souligne	突顯	souligner	突顯	V;IND;SG;3;PRS;FIN	V
wings	翅膀	wing	翅膀	N;MASC;PL	N
wings	翼	wing	翼	N;MASC;PL	N
enregistrer	記錄	enregistrer	記錄	V;NFIN	V
enregistrer	註冊	enregistrer	註冊	V;NFIN	V
enregistrer	登記	enregistrer	登記	V;NFIN	V
monstre	妖怪	monstre	妖怪	N;MASC;SG	N
monstre	怪物	monstre	怪物	N;MASC;SG	N
acides	酸	acide	酸	N;MASC;PL	N
acides	酸	acide	酸	N;MASC;PL	N
acides	酸性	acide	酸性	N;MASC;PL	N
séparés	分居	séparer	分居	V;MASC;PL;PST;V.PTCP	V
séparés	分離	séparer	分離	V;MASC;PL;PST;V.PTCP	V
commerces	店鋪	commerce	店鋪	N;MASC;PL	N
commerces	商店	commerce	商店	N;MASC;PL	N
brève	簡短	bref	簡短	ADJ;FEM;SG	ADJ
anthologie	詩選	anthologie	詩選	N;FEM;SG	N
substance	實質	substance	實質	N;FEM;SG	N
substance	物質	substance	物質	N;FEM;SG	N
geste	手勢	geste	手勢	N;MASC;SG	N
geste	姿態	geste	姿態	N;MASC;SG	N
matrice	母體	matrice	母體	N;FEM;SG	N
matrice	矩陣	matrice	矩陣	N;FEM;SG	N
escrime	擊劍	escrime	擊劍	N;FEM;SG	N
escrime	劍術	escrime	劍術	N;FEM;SG	N
perception	感知	perception	感知	N;FEM;SG	N
perception	知覺	perception	知覺	N;FEM;SG	N
perception	感知	perception	感知	N;FEM;SG	N
axes	軸	axe	軸	N;MASC;PL	N
axes	軸心	axe	軸心	N;MASC;PL	N
axes	斧子	axe	斧子	N;MASC;PL	N
axes	軸線	axe	軸線	N;MASC;PL	N
axes	軸	axe	軸	N;MASC;PL	N
axes	軸心	axe	軸心	N;MASC;PL	N
descendance	後代	descendance	後代	N;FEM;SG	N
descendance	後裔	descendance	後裔	N;FEM;SG	N
descendance	後代	descendance	後代	N;FEM;SG	N
appartenance	從屬	appartenance	從屬	N;FEM;SG	N
retenue	留用	retenir	留用	V;FEM;SG;PST;V.PTCP	V
plongée	跳水	plonger	跳水	V;FEM;SG;PST;V.PTCP	V
plongée	潛水	plonger	潛水	V;FEM;SG;PST;V.PTCP	V
plongée	跳水	plonger	跳水	V;FEM;SG;PST;V.PTCP	V
plongée	潛水	plonger	潛水	V;FEM;SG;PST;V.PTCP	V
composants	元件	composant	元件	N;MASC;PL	N
composants	元素	composant	元素	N;MASC;PL	N
composants	成分	composant	成分	N;MASC;PL	N
composants	原料	composant	原料	N;MASC;PL	N
composants	成份	composant	成份	N;MASC;PL	N
rival	對手	rival	對手	N;MASC;SG	N
patriarche	族長	patriarche	族長	N;MASC;SG	N
chair	血肉	chair	血肉	N;FEM;SG	N
chair	肉體	chair	肉體	N;FEM;SG	N
carburant	燃料	carburant	燃料	N;MASC;SG	N
carburant	燃油	carburant	燃油	N;MASC;SG	N
voler	飛行	voler	飛行	V;NFIN	V
voler	偷	voler	偷	V;NFIN	V
kilomètre	公里	kilomètre	公里	N;MASC;SG	N
kilomètre	公里	kilomètre	公里	N;MASC;SG	N
honneurs	榮譽	honneur	榮譽	N;MASC;PL	N
capturé	抓到	capturer	抓到	V;MASC;SG;PST;V.PTCP	V
capturé	被	capturer	被	V;MASC;SG;PST;V.PTCP	V;PASS
jet	噴氣	jet	噴氣	N;MASC;SG	N
enterrée	埋葬	enterrer	埋葬	V;FEM;SG;PST;V.PTCP	V
riz	大米	riz	大米	N;MASC;SG	N
riz	米	riz	米	N;MASC;SG	N
riz	米飯	riz	米飯	N;MASC;SG	N
riz	飯	riz	飯	N;MASC;SG	N
extraordinaire	神奇	extraordinaire	神奇	ADJ;MASC;SG	ADJ
trajet	路線	trajet	路線	N;MASC;SG	N
bridge	橋	bridge	橋	N;MASC;SG	N
bridge	艦橋	bridge	艦橋	N;MASC;SG	N
bridge	大橋	bridge	大橋	N;MASC;SG	N
créatures	生物	créature	生物	N;FEM;PL	N
patinage	滑冰	patinage	滑冰	N;MASC;SG	N
patinage	滑冰	patinage	滑冰	N;MASC;SG	N
patinage	滑板	patinage	滑板	N;MASC;SG	N
révision	審查	révision	審查	N;FEM;SG	N
bulle	泡泡	bulle	泡泡	N;FEM;SG	N
bulle	泡沫	bulle	泡沫	N;FEM;SG	N
bulle	氣泡	bulle	氣泡	N;FEM;SG	N
bulle	泡泡	bulle	泡泡	N;FEM;SG	N
bulle	泡	bulle	泡	N;FEM;SG	N
bulle	泡沫	bulle	泡沫	N;FEM;SG	N
bulle	氣泡	bulle	氣泡	N;FEM;SG	N
modifiée	修改	modifier	修改	V;FEM;SG;PST;V.PTCP	V
médicaments	藥品	médicament	藥品	N;MASC;PL	N
médicaments	醫藥	médicament	醫藥	N;MASC;PL	N
médicaments	藥品	médicament	藥品	N;MASC;PL	N
médicaments	藥物	médicament	藥物	N;MASC;PL	N
médicaments	醫藥	médicament	醫藥	N;MASC;PL	N
cricket	蟋蟀	cricket	蟋蟀	N;MASC;SG	N
ancêtres	祖先	ancêtre	祖先	N;MASC;PL	N
touristes	觀光	touriste	觀光	N;MASC;PL	N
touristes	遊客	touriste	遊客	N;MASC;PL	N
barrière	屏障	barrière	屏障	N;FEM;SG	N
barrière	籬笆	barrière	籬笆	N;FEM;SG	N
barrière	柵欄	barrière	柵欄	N;FEM;SG	N
barrière	圍牆	barrière	圍牆	N;FEM;SG	N
soie	蠶絲	soie	蠶絲	N;FEM;SG	N
soie	絲綢	soie	絲綢	N;FEM;SG	N
essayé	企圖	essayer	企圖	V;MASC;SG;PST;V.PTCP	V
marches	步驟	marche	步驟	N;FEM;PL	N
aluminium	鋁	aluminium	鋁	N;MASC;SG	N
aluminium	鋁	aluminium	鋁	N;MASC;SG	N
piège	圈	piège	圈	N;MASC;SG	N
piège	陷阱	piège	陷阱	N;MASC;SG	N
citations	引號	citation	引號	N;FEM;PL	N
citations	引文	citation	引文	N;FEM;PL	N
citations	引文	citation	引文	N;FEM;PL	N
citations	語錄	citation	語錄	N;FEM;PL	N
écho	回聲	écho	回聲	N;MASC;SG	N
écho	回音	écho	回音	N;MASC;SG	N
tragédie	慘案	tragédie	慘案	N;FEM;SG	N
tragédie	悲劇	tragédie	悲劇	N;FEM;SG	N
tragédie	慘劇	tragédie	慘劇	N;FEM;SG	N
hôtels	酒店	hôtel	酒店	N;MASC;PL	N
hôtels	旅館	hôtel	旅館	N;MASC;PL	N
horizon	地平	horizon	地平	N;MASC;SG	N
gorge	喉	gorge	喉	N;FEM;SG	N
gorge	喉嚨	gorge	喉嚨	N;FEM;SG	N
gorge	嗓子	gorge	嗓子	N;FEM;SG	N
gorge	咽喉	gorge	咽喉	N;FEM;SG	N
gorge	峽谷	gorge	峽谷	N;FEM;SG	N
pilier	柱	pilier	柱	N;MASC;SG	N
pilier	支柱	pilier	支柱	N;MASC;SG	N
diamant	金剛	diamant	金剛	N;MASC;SG	N
diamant	鑽石	diamant	鑽石	N;MASC;SG	N
diamant	鑽石	diamant	鑽石	N;MASC;SG	N
drogue	藥品	drogue	藥品	N;FEM;SG	N
drogue	藥物	drogue	藥物	N;FEM;SG	N
drogue	毒品	drogue	毒品	N;FEM;SG	N
drogue	藥物	drogue	藥物	N;FEM;SG	N
soutenue	持續	soutenir	持續	V;FEM;SG;PST;V.PTCP	V
magazines	雜誌	magazine	雜誌	N;MASC;PL	N
chaos	混沌	chaos	混沌	N;MASC;SG	N
chaos	混亂	chaos	混亂	N;MASC;SG	N
fusil	獵槍	fusil	獵槍	N;MASC;SG	N
fusil	槍支	fusil	槍支	N;MASC;SG	N
fusil	槍	fusil	槍	N;MASC;SG	N
fusil	炮	fusil	炮	N;MASC;SG	N
fusil	步槍	fusil	步槍	N;MASC;SG	N
reliques	遺跡	relique	遺跡	N;FEM;PL	N
reliques	文物	relique	文物	N;FEM;PL	N
salaire	薪水	salaire	薪水	N;MASC;SG	N
salaire	工資	salaire	工資	N;MASC;SG	N
salaire	薪資	salaire	薪資	N;MASC;SG	N
salaire	薪金	salaire	薪金	N;MASC;SG	N
salaire	工資	salaire	工資	N;MASC;SG	N
salaire	工資	salaire	工資	N;MASC;SG	N
salaire	收益	salaire	收益	N;MASC;SG	N
salaire	收入	salaire	收入	N;MASC;SG	N
rappeur	饒舌	rappeur	饒舌	N;MASC;SG	N
rappeur	說唱	rappeur	說唱	N;MASC;SG	N
plaines	平原	plaine	平原	N;FEM;PL	N
ingénierie	工程	ingénierie	工程	N;FEM;SG	N
ingénierie	工程	ingénierie	工程	N;FEM;SG	N
magistrat	法官	magistrat	法官	N;MASC;SG	N
chanteurs	歌手	chanteur	歌手	N;MASC;PL	N
flanc	側翼	flanc	側翼	N;MASC;SG	N
flanc	側面	flanc	側面	N;MASC;SG	N
randonnée	跋涉	randonnée	跋涉	V;FEM;SG;PST;V.PTCP	V
vignes	葡萄	vigne	葡萄	N;FEM;PL	N
contrainte	強調	contraindre	強調	V;FEM;SG;PST;V.PTCP	V
contrainte	強制	contraindre	強制	V;FEM;SG;PST;V.PTCP	V
contrainte	強迫	contraindre	強迫	V;FEM;SG;PST;V.PTCP	V
contrainte	強制	contraindre	強制	V;FEM;SG;PST;V.PTCP	V
