και	e	και	e	CONJ	CONJ
ένοχος	culpable	ένοχος	culpable	ADJ;NOM;MASC;SG	ADJ
ένοχος	culpábel	ένοχος	culpábel	ADJ;NOM;MASC;SG	ADJ
κυρά	señora	κυρώ	señor	N;NOM;FEM;SG	N
κυρά	patroa	κυρώ	patroa	N;NOM;FEM;SG	N
κυρά	señora	κυρώ	señor	N;NOM;FEM;SG	N
κυρά	dama	κυρώ	dama	N;NOM;FEM;SG	N
κυρά	muller	κυρώ	muller	N;NOM;FEM;SG	N
κυρά	nai	κυρώ	nai	N;NOM;FEM;SG	N
ταύρος	touro	ταύρος	touro	N;NOM;MASC;SG	N
εξόρυξης	minería	εξόρυξη	minería	N;GEN;FEM;SG	N
οδοί	estradas	οδός	estrada	N;NOM;FEM;PL	N
οδοί	camiños	οδός	camiño	N;NOM;FEM;PL	N
σχεδιαστή	estilista	σχεδιαστής	estilista	N;ACC;MASC;SG	N
καταβολή	pago	καταβολή	pago	N;NOM;FEM;SG	N
κουτιά	caixas	κουτιός	caixa	N;NOM;NEUT;PL	N
κουτιά	palcos	κουτιός	palco	N;NOM;NEUT;PL	N
επικίνδυνες	perigoso	επικίνδυνας	perigoso	ADJ;NOM;FEM;PL	ADJ
επικίνδυνες	perigosos	επικίνδυνας	perigoso	ADJ;NOM;FEM;PL	ADJ
επικίνδυνες	perigosa	επικίνδυνας	perigosa	ADJ;NOM;FEM;PL	ADJ
επικίνδυνες	perigosas	επικίνδυνας	perigoso	ADJ;NOM;FEM;PL	ADJ
μαντάμ	señora	μαντάμ	señor	N;NOM;FEM;SG	N
μαντάμ	madame	μαντάμ	madame	N;NOM;FEM;SG	N
κρίσιμο	crucial	κρίσιμο	crucial	ADJ;NOM;NEUT;SG	ADJ
χορούς	bailes	χορός	baile	N;ACC;MASC;PL	N
πύραυλο	foguete	πύραυλος	foguete	N;NOM;NEUT;SG	N
εξαγορά	adquisición	εξαγορά	adquisición	N;NOM;FEM;SG	N
στίγμα	posición	στίγμα	posición	N;NOM;NEUT;SG	N
ιδιωτικός	privadas	ιδιωτικός	privado	ADJ;NOM;MASC;SG	ADJ
ιδιωτικός	privado	ιδιωτικός	privado	ADJ;NOM;MASC;SG	ADJ
ιδιωτικός	privada	ιδιωτικός	privado	ADJ;NOM;MASC;SG	ADJ
ιδιωτικός	privados	ιδιωτικός	privado	ADJ;NOM;MASC;SG	ADJ
αίτιο	causa	αίτιο	causa	N;NOM;NEUT;SG	N
εμπορευμάτων	bens	εμπόρευμα	ben	N;GEN;NEUT;PL	N
εμπορευμάτων	luxo	εμπόρευμα	luxo	N;GEN;NEUT;PL	N
φόρος	impostos	φόρος	imposto	N;NOM;MASC;SG	N
αντιδρούν	reaccionar	αντιδρώ	reaccionar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
αντιδρούν	reaccionaredes	αντιδρώ	reaccionar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
αντιδρούν	reacciona	αντιδρώ	reaccionar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
αντιδρούν	reaccionan	αντιδρώ	reaccionar	V;IPFV;IND;PL;3;PRS;FIN;ACT	V
εξελίχθηκαν	evolucionou	εξελίχνω	evolucionar	V;PFV;IND;PL;3;PST;FIN;PASS	V
όγκους	tumores	όγκος	tumor	N;ACC;MASC;PL	N
αρκούδα	oso	αρκούδα	oso	N;NOM;FEM;SG	N
αρκούδα	osiño	αρκούδα	osiño	N;NOM;FEM;SG	N
υπάρχουσες	existente	υπάρχων	existente	ADJ;NOM;FEM;PL	ADJ
υπάρχουσες	existentes	υπάρχων	existente	ADJ;NOM;FEM;PL	ADJ
ακρωτήρι	cabo	ακρωτήρι	cabo	N;NOM;NEUT;SG	N
βυθό	fondo	βυθός	fondo	N;NOM;NEUT;SG	N
βυθό	final	βυθός	final	N;NOM;NEUT;SG	N
πυρετός	febre	πυρετός	febre	N;NOM;MASC;SG	N
διευθύντρια	dirección	διευθύντρια	dirección	N;NOM;FEM;SG	N
διευθύντρια	señora	διευθύντρια	señor	N;NOM;FEM;SG	N
πτώματα	cadáveres	πτώμα	cadáveres	N;NOM;NEUT;PL	N
πτώματα	corpos	πτώμα	corpo	N;NOM;NEUT;PL	N
πτώματα	corpo	πτώμα	corpo	N;NOM;NEUT;PL	N
ήπαρ	fígado	ήπαρ	fígado	N;NOM;NEUT;SG	N
εθελοντικά	voluntariamente	εθελοντικά	voluntariamente	ADV	ADV
δημοσιογράφους	xornalistas	δημοσιογράφος	xornalista	N;ACC;MASC;PL	N
δημοσιογράφους	xornalistas	δημοσιογράφος	xornalista	N;ACC;MASC;PL	N
ψυχές	almas	ψυχή	alma	N;NOM;FEM;PL	N
κατάθεση	caixa	κατάθεση	caixa	N;ACC;FEM;SG	N
κατάθεση	depósito	κατάθεση	depósito	N;ACC;FEM;SG	N
κατάθεση	testemuña	κατάθεση	testemuña	N;ACC;FEM;SG	N
λάφυρα	botín	λάφυρα	botín	N;NOM;NEUT;PL	N
παράνομο	ilegal	παράνομος	ilegal	ADJ;NOM;NEUT;SG	ADJ
οδηγείται	conducido	οδηγώ	conducir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
σάρκα	carne	σάρκα	carne	N;NOM;FEM;SG	N
ανθρωπολογία	antropoloxía	ανθρωπολογία	antropoloxía	N;NOM;FEM;SG	N
ανακοινώσεις	historias	ανακοίνωση	historia	N;NOM;FEM;PL	N
αυθεντικό	auténtica	αυθεντικός	auténtico	ADJ;NOM;NEUT;SG	ADJ
αυθεντικό	orixinal	αυθεντικός	orixinal	ADJ;NOM;NEUT;SG	ADJ
αυθεντικό	orixinais	αυθεντικός	orixinal	ADJ;NOM;NEUT;SG	ADJ
δασκάλα	profesor	δασκάλα	profesor	N;NOM;FEM;SG	N
δασκάλα	mestra	δασκάλα	mestra	N;NOM;FEM;SG	N
δασκάλα	mestre	δασκάλα	mestre	N;NOM;FEM;SG	N
φόρεσε	levar	φορώ	levar	V;PFV;IND;SG;3;PST;FIN;ACT	V
φόρεσε	levo	φορώ	levo	V;PFV;IND;SG;3;PST;FIN;ACT	V
μαγικό	máxico	μαγικός	máxico	ADJ;NOM;NEUT;SG	ADJ
μαγικό	máxica	μαγικός	máxica	ADJ;NOM;NEUT;SG	ADJ
μαγικό	máxicos	μαγικός	máxico	ADJ;NOM;NEUT;SG	ADJ
μαγικό	máxico	μαγικός	máxico	ADJ;NOM;NEUT;SG	ADJ
βίβλος	biblia	βίβλος	biblia	N;NOM;FEM;SG	N
βίβλος	biblias	βίβλος	biblia	N;NOM;FEM;SG	N
κάνε	facer	κάνω	facer	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
πυρκαγιές	lumes	πυρκαγιά	lume	N;NOM;FEM;PL	N
τζόρνταν	jordan	τζόρω	jordar	V;IPFV;IND;PL;3;PST;FIN;PASS	V
τραύμα	ferida	τραύμα	ferida	N;NOM;NEUT;SG	N
τραύμα	ferida	τραύμα	ferida	N;NOM;NEUT;SG	N
τραύμα	lesión	τραύμα	lesión	N;NOM;NEUT;SG	N
ασιατική	asiática	ασιατικός	asiático	ADJ;NOM;FEM;SG	ADJ
ασιατική	asiático	ασιατικός	asiático	ADJ;NOM;FEM;SG	ADJ
ασιατική	asiáticos	ασιατικός	asiático	ADJ;NOM;FEM;SG	ADJ
εγκέφαλος	cerebrais	εγκέφαλος	cerebral	N;NOM;MASC;SG	N
εγκέφαλος	cerebro	εγκέφαλος	cerebro	N;NOM;MASC;SG	N
δίκες	ensaios	δίκα	ensalo	N;NOM;FEM;PL	N
δίκες	xuízos	δίκα	xuízo	N;NOM;FEM;PL	N
ορατός	visible	ορατός	visible	ADJ;NOM;MASC;SG	ADJ
ορατός	visibles	ορατός	visible	ADJ;NOM;MASC;SG	ADJ
διαμαρτυρία	protesto	διαμαρτυρία	protesto	N;NOM;FEM;SG	N
διαμαρτυρία	protesta	διαμαρτυρία	protesta	N;NOM;FEM;SG	N
γονίδιο	xene	γονίδιο	xenar	N;NOM;NEUT;SG	N
γονίδιο	xenes	γονίδιο	xene	N;NOM;NEUT;SG	N
πλάσματα	criaturas	πλάσμα	criatura	N;NOM;NEUT;PL	N
αισθάνεται	sinto	αισθάνω	sinto	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
αισθάνεται	sentimos	αισθάνω	sentir	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
αισθάνεται	sente	αισθάνω	sente	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
αισθάνεται	séntese	αισθάνω	séntese	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
αισθάνεται	sinte	αισθάνω	sinte	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
βωμό	altar	βωμός	altar	N;ACC;MASC;SG	N
γονιδίων	xenes	γονίδιο	xene	N;GEN;NEUT;PL	N
κλέφτες	ladróns	κλέφτος	ladrón	N;NOM;MASC;PL	N
γεύμα	almorzo	γεύμα	almorzo	N;NOM;NEUT;SG	N
γεύμα	comida	γεύμα	comida	N;NOM;NEUT;SG	N
γεύμα	comida	γεύμα	comida	N;NOM;NEUT;SG	N
διευθυντές	directores	διευθυντής	director	N;NOM;MASC;PL	N
ενοχλεί	molesta	ενοχλέω	molesta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ενοχλεί	molestarte	ενοχλέω	molestarte	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ενοχλεί	importa	ενοχλέω	importar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
σχεδιασμένη	deseñados	σχεδιάζω	deseñar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
σχεδιασμένη	deseñadas	σχεδιάζω	deseñar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
σχεδιασμένη	deseñado	σχεδιάζω	deseñar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
σχεδιασμένη	deseñamos	σχεδιάζω	deseñar	V;PFV;NOM;FEM;SG;V.PTCP;PASS	V
εξήγησε	explicar	εξηγώ	explicar	V;PFV;IND;SG;3;PST;FIN;ACT	V
εξήγησε	explicou	εξηγώ	explicar	V;PFV;IND;SG;3;PST;FIN;ACT	V
αβγά	ovos	αβγά	ovo	N;NOM;NEUT;PL	N
τρισεκατομμύρια	trillóns	τρισεκατομμύριο	trillón	N;NOM;NEUT;PL	N
τρισεκατομμύρια	billóns	τρισεκατομμύριο	billón	N;NOM;NEUT;PL	N
απείλησε	ameazada	απειλώ	ameazar	V;PFV;IND;SG;3;PST;FIN;ACT	V
βαμβάκι	algodón	βαμβάκι	algodón	N;NOM;NEUT;SG	N
τράβηξε	sacou	τραβώ	sacar	V;PFV;IND;SG;3;PST;FIN;ACT	V
εγχείρηση	operación	εγχείρηση	operación	N;ACC;FEM;SG	N
εγχείρηση	cirurxía	εγχείρηση	cirurxía	N;ACC;FEM;SG	N
τίγρη	tigre	τίγρης	tigre	N;NOM;FEM;SG	N
τραγική	tráxico	τραγική	tráxico	ADJ;NOM;FEM;SG	ADJ
τραγική	tráxica	τραγική	tráxica	ADJ;NOM;FEM;SG	ADJ
βλέμμα	mirada	βλέμμα	mirada	N;NOM;NEUT;SG	N
υπάρχον	existente	υπάρχων	existente	ADJ;NOM;NEUT;SG	ADJ
υπάρχον	existentes	υπάρχων	existente	ADJ;NOM;NEUT;SG	ADJ
μάγος	mago	μάγος	mago	N;NOM;MASC;SG	N
οστό	óso	οστός	óso	N;NOM;NEUT;SG	N
ασυνήθιστη	estraño	ασυνήθιστο	estraño	ADJ;NOM;FEM;SG	ADJ
παγίδα	trampa	παγίδα	trampa	N;ACC;FEM;SG	N
παγίδα	boca	παγίδα	boca	N;ACC;FEM;SG	N
γλυκιά	doces	γλυκιά	doce	N;NOM;FEM;SG	N
γλυκιά	doce	γλυκιά	doce	N;NOM;FEM;SG	N
πληρώνει	paga	πληρώνω	pagar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ώμο	ombro	ώμο	ombro	N;ACC;MASC;SG	N
ώμο	ombreiro	ώμο	ombreiro	N;ACC;MASC;SG	N
εμπνευσμένο	inspiroume	εμπνεύω	inspiroume	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	V
χτυπήματα	golpes	χτύπημα	golpe	N;NOM;NEUT;PL	N
τοίχοι	paredes	τοίχος	parede	N;NOM;MASC;PL	N
τοίχοι	muros	τοίχος	muro	N;NOM;MASC;PL	N
τοίχοι	defensas	τοίχος	defensa	N;NOM;MASC;PL	N
οπουδήποτε	alá	οπουδήποτε	alá	ADV	ADV
λεγεώνα	lexión	λεγεώνας	lexión	N;GEN;FEM;PL	N
κράτησης	detención	κράτηση	detención	N;GEN;FEM;SG	N
κέρμα	moeda	κέρμα	moeda	N;NOM;NEUT;SG	N
δικηγόρο	avogado	δικηγόρος	avogado	N;ACC;MASC;SG	N
βαθμίδες	pasos	βαθμίδα	paso	N;NOM;FEM;PL	N
παρέλαση	procesión	παρέλαση	procesión	N;NOM;FEM;SG	N
δυνατός	forte	δυνατός	forte	ADJ;NOM;MASC;SG	ADJ
δυνατός	fortes	δυνατός	forte	ADJ;NOM;MASC;SG	ADJ
δάσκαλοι	profesores	δάσκαλος	profesor	N;NOM;MASC;PL	N
δάσκαλοι	mestres	δάσκαλος	mestres	N;NOM;MASC;PL	N
δάσκαλοι	bos	δάσκαλος	bo	N;NOM;MASC;PL	N
χάσμα	distancia	χάσμα	distancia	N;NOM;NEUT;SG	N
πίστα	pista	πίστα	pistar	N;ACC;FEM;SG	N
πίστα	camiño	πίστα	camiño	N;ACC;FEM;SG	N
πίστα	rastro	πίστα	rastro	N;ACC;FEM;SG	N
πίστα	cambios	πίστα	cambio	N;ACC;FEM;SG	N
πίστα	hipódromo	πίστα	hipódromo	N;ACC;FEM;SG	N
σιν	canela	σιν	canela	N;NOM;MASC;SG	N
σιν	pecado	σιν	pecado	N;NOM;MASC;SG	N
αστάθεια	inestabilidade	αστάθεια	inestabilidade	N;NOM;FEM;SG	N
λέιζερ	láser	λέιζερ	láser	N;NOM;NEUT;SG	N
πολύτιμη	valioso	πολύτιμος	valioso	ADJ;NOM;FEM;SG	ADJ
αστυνομικοί	oficiais	αστυνομικός	oficial	ADJ;NOM;MASC;PL	ADJ
πάρτι	festa	πάρτι	festa	N;NOM;NEUT;SG	N
πάρτι	partido	πάρτι	partido	N;NOM;NEUT;SG	N
οικονομολόγοι	economistas	οικονονολόγος	economista	N;NOM;MASC;PL	N
μεσογειακή	mediterráneo	μεσογειακός	mediterráneo	ADJ;NOM;FEM;SG	ADJ
ελευθερίες	liberdades	ελευθερία	liberdade	N;NOM;FEM;PL	N
ελευθερίες	liberdades	ελευθερία	liberdade	N;NOM;FEM;PL	N
φορτηγά	camións	φορτηγός	camión	N;NOM;NEUT;PL	N
κοσμικό	cósmico	κοσμικός	cósmico	ADJ;NOM;NEUT;SG	ADJ
βράχια	rochas	βράχια	rocha	N;NOM;NEUT;PL	N
βράχια	xeo	βράχια	xeo	N;NOM;NEUT;PL	N
βράχια	pedras	βράχια	pedra	N;NOM;NEUT;PL	N
αγνή	puro	αγνή	puro	N;NOM;FEM;SG	N
αγνή	pura	αγνή	puro	N;NOM;FEM;SG	N
αγνή	puros	αγνή	puro	N;NOM;FEM;SG	N
εβδομάδων	semanas	εβδομάδα	semana	N;GEN;FEM;PL	N
παράγραφος	parágrafo	παράγραφος	parágrafo	N;NOM;NEUT;SG	N
παράγραφος	punto	παράγραφος	punto	N;NOM;NEUT;SG	N
κρύβεται	agochados	κρύβω	agochar	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
κρύβεται	escondida	κρύβω	esconder	V;IPFV;IND;SG;3;PRS;FIN;PASS	V
απάτη	fraude	απάτη	fraude	N;NOM;FEM;SG	N
πλάνο	plan	πλάνο	plan	N;NOM;NEUT;SG	N
πλάνο	plano	πλάνο	plano	N;NOM;NEUT;SG	N
πλάνο	posición	πλάνο	posición	N;NOM;NEUT;SG	N
πλάνο	oferta	πλάνο	oferta	N;NOM;NEUT;SG	N
αστείο	broma	αστείο	broma	N;NOM;NEUT;SG	N
αστείο	chiste	αστείο	chistir	N;NOM;NEUT;SG	N
αστείο	bromas	αστείο	broma	N;NOM;NEUT;SG	N
αστείο	gracia	αστείο	gracia	N;NOM;NEUT;SG	N
αστείο	conto	αστείο	conto	N;NOM;NEUT;SG	N
αντανακλά	reflicte	αντανακλά	reflectir	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ενεργεί	actuando	ενεργώ	actuar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
ενεργεί	actuar	ενεργώ	actuar	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
φακό	lentes	φακός	lente	N;ACC;MASC;SG	N
φακό	lente	φακός	lente	N;ACC;MASC;SG	N
πάτωμα	chan	πάτωμα	chan	N;NOM;NEUT;SG	N
πάτωμα	piso	πάτωμα	piso	N;NOM;NEUT;SG	N
μαλακό	suave	μαλακός	suave	ADJ;NOM;NEUT;SG	ADJ
θεατή	espectador	θεατός	espectador	N;ACC;MASC;SG	N
αποκαταστήσει	restaurar	αποκαθιστώ	restaurar	V;PFV;IND;3;NFIN;ACT	V
πολεμιστής	guerreiro	πολεμιστής	guerreiro	N;NOM;MASC;SG	N
δέσμευση	compromiso	δέσμευση	compromiso	N;ACC;FEM;SG	N
δέσμευση	mecanismo	δέσμευση	mecanismo	N;ACC;FEM;SG	N
δέσμευση	mecanismos	δέσμευση	mecanismo	N;ACC;FEM;SG	N
εκκένωση	evacuación	εκκένωση	evacuación	N;ACC;FEM;SG	N
θώρακα	peito	θώρακας	peito	N;VOC;MASC;SG	N
κάθετο	verticais	κάθετος	vertical	N;NOM;NEUT;SG	N
κάθετο	vertical	κάθετος	vertical	N;NOM;NEUT;SG	N
λάσπη	lama	λάσπη	lama	N;NOM;FEM;SG	N
διευκόλυνση	instalacións	διευκόλυνση	instalación	N;ACC;FEM;SG	N
πομπή	desfile	πομπή	desfile	N;ACC;FEM;SG	N
παίχτηκε	tocaba	παίσταμαι	tocar	V;PFV;IND;SG;3;PST;FIN;PASS	V
παίχτηκε	xogamos	παίσταμαι	xogar	V;PFV;IND;SG;3;PST;FIN;PASS	V
φιλοδοξίες	aspiracións	φιλοδοξία	aspiración	N;NOM;FEM;PL	N
φιλοδοξίες	ambición	φιλοδοξία	ambición	N;NOM;FEM;PL	N
βράχους	rochas	βράχος	rocha	N;ACC;MASC;PL	N
βράχους	xeo	βράχος	xeo	N;ACC;MASC;PL	N
βράχους	pedras	βράχος	pedra	N;ACC;MASC;PL	N
βραδιά	noite	βραδιά	noite	N;ACC;FEM;SG	N
βραδιά	pola	βραδιά	pola	N;ACC;FEM;SG	N
βραδιά	noites	βραδιά	noite	N;ACC;FEM;SG	N
βραχίονα	brazo	βραχίονα	brazo	N;ACC;NEUT;SG	N
γνώμες	opinión	γνώμα	opinión	N;NOM;FEM;PL	N
γνώμες	opinións	γνώμα	opinión	N;NOM;FEM;PL	N
αγαπούσε	queridos	αγαπούσσω	querer	V;IPFV;IND;SG;3;PST;FIN;ACT	V
αγαπούσε	amaba	αγαπούσσω	amabar	V;IPFV;IND;SG;3;PST;FIN;ACT	V
καταναλωτές	consumidores	καταναλωτής	consumidor	N;NOM;MASC;PL	N
καπέλο	sombreiro	καπέλος	sombreiro	N;NOM;NEUT;SG	N
καπέλο	chapeu	καπέλος	chapar	N;NOM;NEUT;SG	N
υπερασπιστές	defensores	υπερασπιστής	defensor	N;NOM;MASC;PL	N
προμήθειες	subministración	προμήθεια	subministración	N;NOM;FEM;PL	N
άμμου	area	άμμος	area	N;GEN;FEM;SG	N
δείπνο	cea	δείπνο	cear	N;NOM;NEUT;SG	N
σύνθετα	complexa	σύνθετος	complexo	ADJ;NOM;NEUT;PL	ADJ
ειρηνική	pacífica	ειρηνικός	pacífico	ADJ;NOM;FEM;SG	ADJ
διάλεξη	charla	διάλεξη	charlar	N;ACC;FEM;SG	N
ζεστό	quente	ζεστός	quente	N;NOM;NEUT;SG	N
ζεστό	calor	ζεστός	calor	N;NOM;NEUT;SG	N
ζεστό	calor	ζεστός	calor	N;NOM;NEUT;SG	N
ζεστό	quente	ζεστός	quente	N;NOM;NEUT;SG	N
δίκαια	xusto	δίκαιο	xusto	ADV	ADV
λεξιλόγιο	vocabulario	λεξιλόγιο	vocabulario	N;NOM;NEUT;SG	N
ψέματα	mentiras	ψέμα	mentira	N;NOM;NEUT;PL	N
ψέματα	mentes	ψέμα	mente	N;NOM;NEUT;PL	N
ψέματα	páramo	ψέμα	páramo	N;NOM;NEUT;PL	N
σοσιαλισμού	socialismo	σοσιαλισμός	socialismo	N;GEN;MASC;SG	N
λεηλασία	saqueo	λεηλασία	saqueo	N;ACC;FEM;SG	N
σκλάβοι	escravos	σκλάβος	escravo	N;NOM;MASC;PL	N
λογαριασμός	relato	λογαριασμός	relato	N;NOM;MASC;SG	N
λογαριασμός	contas	λογαριασμός	conta	N;NOM;MASC;SG	N
λογαριασμός	conta	λογαριασμός	conta	N;NOM;MASC;SG	N
τρέχον	actual	τρέχον	actual	ADJ;NOM;NEUT;SG	ADJ
τρέχον	actuais	τρέχον	actual	ADJ;NOM;NEUT;SG	ADJ
τρέχον	corrente	τρέχον	corrente	ADJ;NOM;NEUT;SG	ADJ
δημοσίως	publicamente	δημόσια	publicamente	ADV	ADV
θλίψη	dor	θλίψη	dor	N;NOM;FEM;SG	N
θλίψη	pena	θλίψη	pena	N;NOM;FEM;SG	N
βόλτα	pantalóns	βόλτα	pantalón	N;NOM;FEM;SG	N
βόλτα	volta	βόλτα	volta	N;NOM;FEM;SG	N
τροφές	comida	τροφή	comida	N;NOM;FEM;PL	N
τροφές	alimentos	τροφή	alimento	N;NOM;FEM;PL	N
κράτηση	detención	κράτηση	detención	N;NOM;FEM;SG	N
κράτηση	reserva	κράτηση	reserva	N;NOM;FEM;SG	N
σαββατοκύριακο	fin	σαββατοκύριακος	fin	N;NOM;NEUT;SG	N
σαββατοκύριακο	semana	σαββατοκύριακος	semanar	N;NOM;NEUT;SG	N
αγαπά	quere	αγαπά	querer	V;IPFV;IND;SG;3;PRS;FIN;ACT	V
μύες	músculos	μύος	músculo	N;NOM;MASC;PL	N
μύες	músculo	μύος	músculo	N;NOM;MASC;PL	N
εστάλη	enviou	εστάλλω	enviar	V;PFV;IND;SG;3;PST;FIN;PASS	V
εστάλη	mandou	εστάλλω	mandar	V;PFV;IND;SG;3;PST;FIN;PASS	V
αναγκαιότητα	necesidade	αναγκαιότητα	necesidade	N;ACC;FEM;SG	N
εκμάθηση	aprendizaxe	εκμάθηση	aprendizaxe	N;ACC;FEM;SG	N
παρόντες	actual	παρών	actual	ADJ;NOM;MASC;PL	ADJ
παρόντες	presente	παρών	presente	ADJ;NOM;MASC;PL	ADJ
παρόντες	presentes	παρών	presente	ADJ;NOM;MASC;PL	ADJ
δίαιτα	dieta	δίαιτα	dieta	N;NOM;FEM;SG	N
παράκτιες	costeira	παράκτιος	costeiro	ADJ;NOM;FEM;PL	ADJ
εργαζόμενος	traballador	εργαζόμενος	traballador	N;NOM;MASC;SG	N
εργαζόμενος	obreiro	εργαζόμενος	obreiro	N;NOM;MASC;SG	N
εργαζόμενος	obreiros	εργαζόμενος	obreiro	N;NOM;MASC;SG	N
εργαζόμενος	parado	εργαζόμενος	parado	N;NOM;MASC;SG	N
κάλτσες	calcetíns	κάλτσα	calcetíns	N;NOM;FEM;PL	N
επιτυχημένος	exitosos	επιτυχημένος	exitoso	ADJ;NOM;MASC;SG	ADJ
αλιείας	pesca	αλιεία	pesca	N;GEN;FEM;SG	N
ομίχλη	néboa	όμιχλος	néboa	N;NOM;FEM;SG	N
ομίχλη	brétema	όμιχλος	brétema	N;NOM;FEM;SG	N
αφοσίωση	lealdade	αφοσίωση	lealdade	N;ACC;FEM;SG	N
ανώνυμο	anónimos	ανώνυμος	anónir	N;NOM;MASC;SG	N
αλκοόλη	alcol	αλκόλλη	alcol	N;NOM;FEM;SG	N
αλκοόλη	alcohol	αλκόλλη	alcohol	N;NOM;FEM;SG	N
απογοήτευση	decepción	απογοήτευση	decepción	N;NOM;FEM;SG	N
εξέδρα	plataforma	εξέδρα	plataforma	N;NOM;FEM;SG	N
πολυτελές	luxo	πολυτελής	luxo	N;NOM;FEM;SG	N
έλα	ven	έλας	ver	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
έλα	vamos	έλας	varo	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
έλα	veña	έλας	vir	V;IPFV;IND;SG;1;PRS;FIN;ACT	V
εκρηκτικά	explosivos	εκρηκτικός	explosivo	N;NOM;NEUT;PL	N
ασιατικό	asiática	ασιατικός	asiático	ADJ;NOM;NEUT;SG	ADJ
ασιατικό	asiático	ασιατικός	asiático	ADJ;NOM;NEUT;SG	ADJ
ασιατικό	asiáticos	ασιατικός	asiático	ADJ;NOM;NEUT;SG	ADJ
έκτακτη	cantidade	έκτακτος	cantidade	N;NOM;FEM;SG	N
έπιπλα	mobles	μπιπλα	moble	N;NOM;NEUT;PL	N
ποντίκια	ratos	ποντίκι	rato	N;NOM;NEUT;PL	N
ποντίκια	démoslles	ποντίκι	démoslle	N;NOM;NEUT;PL	N
ποντίκια	ratas	ποντίκι	rata	N;NOM;NEUT;PL	N
βροχές	chuvia	βροχή	chuvia	N;NOM;FEM;PL	N
βροχές	choiva	βροχή	choiva	N;NOM;FEM;PL	N
βροχές	razas	βροχή	raza	N;NOM;FEM;PL	N
συμβάντα	eventos	συμβάντα	evento	N;NOM;NEUT;PL	N
συμβάντα	sucesos	συμβάντα	suceso	N;NOM;NEUT;PL	N
συμβάντα	feitos	συμβάντα	feito	N;NOM;NEUT;PL	N
συμβάντα	adversos	συμβάντα	adverso	N;NOM;NEUT;PL	N
συμβάντα	xuntanzas	συμβάντα	xuntanza	N;NOM;NEUT;PL	N
συμβάντα	acontecementos	συμβάντα	acontecemento	N;NOM;NEUT;PL	N
κάπνισμα	cigarros	κάπνισμα	cigarro	N;NOM;NEUT;SG	N
τηλεσκόπια	telescopios	τηλεσκόπι	telescopio	N;NOM;NEUT;PL	N
αναμενόταν	esperaba	αναμένω	esperar	V;IPFV;IND;SG;3;PST;FIN;PASS	V
