the	de	the	de	DET;DEF	DET;DEF
guidance	oriëntatie	guidance	oriëntatie	N;SG	N;MASC+FEM;SG
guidance	leidraad	guidance	leidraad	N;SG	N;MASC+FEM;SG
delivery	bezorging	delivery	bezorging	N;SG	N;MASC+FEM;SG
delivery	oplevering	delivery	oplevering	N;SG	N;MASC+FEM;SG
delivery	levering	delivery	levering	N;SG	N;MASC+FEM;SG
fifty	vijftig	fifty	vijftig	NUM	NUM
slave	slaaf	slave	slaaf	N;SG	N;MASC+FEM;SG
slave	slavin	slave	slavin	N;SG	N;MASC+FEM;SG
feedback	terugkoppeling	feedback	terugkoppeling	N;SG	N;MASC+FEM;SG
feedback	feedback	feedback	feedback	N;SG	N;MASC+FEM;SG
stones	steentjes	stone	steentje	N;PL	N;PL
stones	stones	stone	stones	N;PL	N;PL
stones	stenen	stone	steen	N;PL	N;PL
manage	managen	manage	managen	V;IMP;FIN	V;NFIN
manage	beheren	manage	beheren	V;IMP;FIN	V;NFIN
cgi	cgi	cgi	cgi	N;SG	N;NEUT;SG
initiated	ingeleid	initiate	inleiden	V;PST;V.PTCP	V;V.PTCP
initiated	geïnitieerd	initiate	enitiëren	V;PST;V.PTCP	V;V.PTCP
initiated	gestart	initiate	starten	V;PST;V.PTCP	V;V.PTCP
printing	drukwerk	printing	drukwerk	N;SG	N;NEUT;SG
variable	variabel	variable	variabel	ADJ	ADJ
variable	variabele	variable	variabel	ADJ	ADJ
theology	theologie	theology	theologie	N;SG	N;MASC+FEM;SG
parameters	parameters	parameter	parameter	N;PL	N;PL
traveled	gereisd	travel	reizen	V;IND;PST;FIN	V;V.PTCP
traveled	reisde	travel	reizen	V;IND;PST;FIN	V;SG;PST;FIN
traveled	reisden	travel	reizen	V;IND;PST;FIN	V;PL;PST;FIN
celtic	keltische	celtic	keltisch	ADJ	ADJ
characteristic	karakteristiek	characteristic	karakteristiek	ADJ	ADJ
commanded	bevolen	command	bevelen	V;PST;V.PTCP	V;V.PTCP
inappropriate	ongepast	inappropriate	ongepast	ADJ	ADJ
switch	schakelaar	switch	schakelaar	N;SG	N;MASC+FEM;SG
switch	switch	switch	switch	N;SG	N;MASC+FEM;SG
switch	wissel	switch	wissel	N;SG	N;MASC+FEM;SG
ties	dassen	tie	dassen	N;PL	N;PL
tube	tube	tube	tube	N;SG	N;MASC+FEM;SG
tube	buis	tube	buis	N;SG	N;MASC+FEM;SG
debt	schuld	debt	schuld	N;SG	N;MASC+FEM;SG
debt	schuldenlast	debt	schuldenlast	N;SG	N;MASC+FEM;SG
navigation	navigatie	navigation	navigatie	N;SG	N;MASC+FEM;SG
experts	experts	expert	expert	N;PL	N;PL
experts	experten	expert	expert	N;PL	N;PL
expensive	dure	expensive	duur	ADJ	ADJ
expensive	duur	expensive	duur	ADJ	ADJ
tier	tier	tier	tier	N;SG	N;MASC+FEM;SG
essays	essays	essays	essays	N;PL	N;PL
conventional	conventioneel	conventional	conventioneel	ADJ	ADJ
conventional	conventionele	conventional	conventioneel	ADJ	ADJ
campaigns	campagnes	campaign	campagne	N;PL	N;PL
formations	formaties	formation	formatie	N;PL	N;PL
feelings	gevoelens	feeling	gevoel	N;PL	N;PL
bath	bad	bath	bad	N;SG	N;NEUT;SG
cats	katten	cat	kat	N;PL	N;PL
variations	variaties	variation	variatie	N;PL	N;PL
variations	varianten	variation	variant	N;PL	N;PL
socks	kousen	sock	kous	N;PL	N;PL
socks	sokken	sock	sokken	N;PL	N;PL
connecting	verbinden	connect	verbinden	V;V.MSDR	V;NFIN
flood	overstroming	flood	overstroming	N;SG	N;MASC+FEM;SG
flood	zondvloed	flood	zondvloed	N;SG	N;MASC+FEM;SG
flood	vloed	flood	vloed	N;SG	N;MASC+FEM;SG
documented	gedocumenteerd	document	documenteren	V;PST;V.PTCP	V;V.PTCP
documented	gedocumenteerde	document	documenteren	V;PST;V.PTCP	V;SG;PST;FIN
touchdown	touchdown	touchdown	touchdown	N;SG	N;MASC+FEM;SG
profession	beroepsgroep	profession	beroepsgroep	N;SG	N;MASC+FEM;SG
profession	beroep	profession	beroep	N;SG	N;NEUT;SG
layout	indeling	layout	indeling	N;SG	N;MASC+FEM;SG
layout	opmaak	layout	opmaak	N;SG	N;MASC+FEM;SG
layout	layout	layout	layout	N;SG	N;MASC+FEM;SG
academics	academici	academics	academicus	N;PL	N;PL
settlers	kolonisten	settler	kolonist	N;PL	N;PL
merging	samenvoeging	merge	samenvoeging	N;SG	N;MASC+FEM;SG
competitors	concurrenten	competitor	concurrent	N;PL	N;PL
grass	gras	grass	gras	N;SG	N;NEUT;SG
grass	grass	grass	grass	N;SG	N;MASC+FEM;SG
reservoir	stuwmeer	reservoir	stuwmeer	N;SG	N;NEUT;SG
reservoir	reservoir	reservoir	reservoir	N;SG	N;NEUT;SG
artificial	kunstmatige	artificial	kunstmatig	ADJ	ADJ
artificial	kunstmatig	artificial	kunstmatig	ADJ	ADJ
tip	tip	tip	tip	N;SG	N;MASC+FEM;SG
tip	fooi	tip	fooi	N;SG	N;MASC+FEM;SG
faces	gezichten	face	gezicht	N;PL	N;PL
guitars	gitaren	guitar	gitaar	N;PL	N;PL
aspx	aspx	aspx	aspx	N;SG	N;MASC+FEM;SG
suburb	buitenwijk	suburb	buitenwijk	N;SG	N;MASC+FEM;SG
suburb	voorstad	suburb	voorstad	N;SG	N;MASC+FEM;SG
understood	begrepen	understand	begrijpen	V;PST;V.PTCP	V;V.PTCP
specialized	gespecialiseerd	specialize	gespecialiseerd	V;PST;V.PTCP	V;V.PTCP
warned	gewaarschuwd	warn	waarschuwen	V;PST;V.PTCP	V;V.PTCP
warned	waarschuwde	warn	waarschuwen	V;PST;V.PTCP	V;SG;PST;FIN
chorus	koor	chorus	koor	N;SG	N;NEUT;SG
chorus	refrein	chorus	refrein	N;SG	N;NEUT;SG
dependent	afhankelijke	dependent	afhankelijk	ADJ	ADJ
dependent	afhankelijk	dependent	afhankelijk	ADJ	ADJ
restrictions	restricties	restriction	restrictie	N;PL	N;PL
restrictions	beperkingen	restriction	beperking	N;PL	N;PL
killer	moordenaar	killer	moordenaar	N;SG	N;MASC+FEM;SG
trio	trio	trio	trio	N;SG	N;NEUT;SG
influences	invloeden	influence	invloeden	N;PL	N;PL
blocking	blokkering	block	blokkering	N;SG	N;MASC+FEM;SG
wikipedians	wikipedianen	wikipedian	wikipediaan	N;PL	N;PL
cattle	runderen	cattle	rund	N;PL	N;PL
gear	gear	gear	gear	N;SG	N;MASC+FEM;SG
gear	versnelling	gear	versnelling	N;SG	N;MASC+FEM;SG
gear	vistuig	gear	vistuig	N;SG	N;NEUT;SG
gear	uitrusting	gear	uitrusting	N;SG	N;MASC+FEM;SG
fifteen	vijftien	fifteen	vijftien	NUM	NUM
tale	verhaal	tale	verhaal	N;SG	N;NEUT;SG
demonstrate	demonstreren	demonstrate	demonstreren	V;IMP;FIN	V;NFIN
vary	variëren	vary	variër	V;IMP;FIN	V;NFIN
liquid	vloeistof	liquid	vloeistof	N;SG	N;MASC+FEM;SG
voices	stemmen	voice	stem	N;PL	N;PL
horn	horn	horn	horn	N;SG	N;MASC+FEM;SG
horn	hoorn	horn	hoorn	N;SG	N;MASC+FEM;SG
burning	verbranding	burn	verbranding	N;SG	N;MASC+FEM;SG
burning	burning	burn	burning	N;SG	N;MASC+FEM;SG
worker	werker	worker	werker	N;SG	N;MASC+FEM;SG
worker	werknemer	worker	werknemer	N;SG	N;MASC+FEM;SG
worker	arbeider	worker	arbeider	N;SG	N;MASC+FEM;SG
atmosphere	sfeer	atmosphere	sfeer	N;SG	N;MASC+FEM;SG
atmosphere	atmosfeer	atmosphere	atmosfeer	N;SG	N;MASC+FEM;SG
atmosphere	dampkring	atmosphere	dampkring	N;SG	N;MASC+FEM;SG
characterized	gekarakteriseerd	characterize	karakteriseren	V;PST;V.PTCP	V;V.PTCP
characterized	gekenmerkt	characterize	kenmerken	V;PST;V.PTCP	V;V.PTCP
syrian	syrische	syrian	syrisch	ADJ	ADJ
syrian	syrisch	syrian	syrisch	ADJ	ADJ
welfare	welzijn	welfare	welzijn	N;SG	N;NEUT;SG
columns	kolommen	column	kolommen	N;PL	N;PL
columns	zuilen	column	zuilen	N;PL	N;PL
columns	pilaren	column	pilaar	N;PL	N;PL
repair	herstelling	repair	herstelling	N;SG	N;MASC+FEM;SG
repair	reparatie	repair	reparatie	N;SG	N;MASC+FEM;SG
dollars	dollars	dollar	dollar	N;PL	N;PL
parameter	parameter	parameter	parameter	N;SG	N;MASC+FEM;SG
resolve	oplossen	resolve	oplossen	V;IMP;FIN	V;NFIN
parade	optocht	parade	optocht	N;SG	N;MASC+FEM;SG
parade	parade	parade	parade	N;SG	N;MASC+FEM;SG
awareness	bekendheid	awareness	bekendheid	N;SG	N;MASC+FEM;SG
awareness	bewustwording	awareness	bewustwording	N;SG	N;MASC+FEM;SG
awareness	bewustzijn	awareness	bewustzijn	N;SG	N;NEUT;SG
define	definiëren	define	definiër	V;IMP;FIN	V;NFIN
define	definieer	define	definieer	V;IMP;FIN	V;SG;PRS;FIN
republicans	republikeinen	republican	republikein	N;PL	N;PL
conspiracy	complot	conspiracy	complot	N;SG	N;NEUT;SG
conspiracy	samenzwering	conspiracy	samenzwering	N;SG	N;MASC+FEM;SG
dies	sterft	die	sterven	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
rough	ruig	rough	ruig	ADJ	ADJ
rough	ruw	rough	ruw	ADJ	ADJ
rough	ruwe	rough	ruw	ADJ	ADJ
equation	vergelijking	equation	vergelijking	N;SG	N;MASC+FEM;SG
feels	voelt	feel	voelen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
permitted	toegestaan	permit	toestaan	V;PST;V.PTCP	V;V.PTCP
permitted	toegelaten	permit	toelaten	V;PST;V.PTCP	V;V.PTCP
permitted	toegestane	permit	toestaan	V;PST;V.PTCP	V;V.PTCP
button	knop	button	knop	N;SG	N;MASC+FEM;SG
button	button	button	button	N;SG	N;MASC+FEM;SG
attending	bijwonen	attend	bijwonen	V;V.MSDR	V;NFIN
brands	merken	brand	merk	N;PL	N;PL
brands	brands	brand	brand	N;PL	N;PL
queens	koninginnen	queen	koningin	N;PL	N;PL
neck	hals	neck	hals	N;SG	N;MASC+FEM;SG
neck	nek	neck	nek	N;SG	N;MASC+FEM;SG
drink	drankje	drink	drank	N;SG	N;NEUT;SG
sheriff	sherrif	sheriff	sherrif	N;SG	N;MASC+FEM;SG
sheriff	sheriff	sheriff	sheriff	N;SG	N;MASC+FEM;SG
irrelevant	onbelangrijk	irrelevant	onbelangrijk	ADJ	ADJ
irrelevant	irrelevant	irrelevant	irrelevant	ADJ	ADJ
vanity	ijdelheid	vanity	ijdelheid	N;SG	N;MASC+FEM;SG
vanity	vanity	vanity	vanity	N;SG	N;MASC+FEM;SG
gift	geschenk	gift	geschenk	N;SG	N;NEUT;SG
gift	cadeautje	gift	cadeautje	N;SG	N;NEUT;SG
gift	cadeau	gift	cadeau	N;SG	N;NEUT;SG
gift	gift	gift	gift	N;SG	N;MASC+FEM;SG
gift	kado	gift	kado	N;SG	N;NEUT;SG
riders	rijders	rider	rijder	N;PL	N;PL
riders	renners	rider	renner	N;PL	N;PL
riders	ruiters	rider	ruiter	N;PL	N;PL
functional	functioneel	functional	functioneel	ADJ	ADJ
functional	functionele	functional	functioneel	ADJ	ADJ
crossed	gekruist	cross	kruisen	V;PST;V.PTCP	V;V.PTCP
crossed	gekruiste	cross	kruisen	V;PST;V.PTCP	V;V.PTCP
crossed	overschreden	cross	overschrijden	V;PST;V.PTCP	V;V.PTCP
crossed	overgestoken	cross	oversteken	V;PST;V.PTCP	V;V.PTCP
diverse	divers	diverse	diver	ADJ	ADJ
numbered	genummerd	number	nummeren	V;PST;V.PTCP	V;V.PTCP
numbered	genummerde	number	genummerd	V;PST;V.PTCP	V;V.PTCP
quotes	aanhalingstekens	quote	aanhalingsteken	N;PL	N;PL
quotes	citaten	quote	citaat	N;PL	N;PL
attitude	attitude	attitude	attitude	N;SG	N;MASC+FEM;SG
attitude	houding	attitude	houding	N;SG	N;MASC+FEM;SG
mouse	muis	mouse	muis	N;SG	N;MASC+FEM;SG
protests	protesten	protest	protest	N;PL	N;PL
gods	goden	god	god	N;PL	N;PL
amounts	bedragen	amount	bedrag	N;PL	N;PL
variation	variatie	variation	variatie	N;SG	N;MASC+FEM;SG
smart	slimme	smart	slim	ADJ	ADJ
smart	slim	smart	slim	ADJ	ADJ
prices	prijzen	price	prijs	N;PL	N;PL
prayer	gebed	prayer	gebed	N;SG	N;NEUT;SG
terrorism	terrorisme	terrorism	terrorisme	N;SG	N;NEUT;SG
iraqi	iraakse	iraqi	iraaks	ADJ	ADJ
detective	detective	detective	detective	N;SG	N;MASC+FEM;SG
detective	rechercheur	detective	rechercheur	N;SG	N;MASC+FEM;SG
somebody	iemand	somebody	iemand	PRO;SG	PRO;3
compositions	samenstellingen	composition	samenstelling	N;PL	N;PL
compositions	composities	composition	compositie	N;PL	N;PL
oval	oval	oval	oval	N;SG	N;MASC+FEM;SG
funeral	begrafenis	funeral	begrafenis	N;SG	N;MASC+FEM;SG
funeral	uitvaart	funeral	uitvaart	N;SG	N;MASC+FEM;SG
recovered	herstelde	recover	herstellen	V;PST;V.PTCP	V;SG;PST;FIN
recovered	teruggevonden	recover	terugvinden	V;PST;V.PTCP	V;V.PTCP
recovered	teruggewonnen	recover	terugwinnen	V;PST;V.PTCP	V;V.PTCP
recovered	hersteld	recover	herstellen	V;PST;V.PTCP	V;V.PTCP
farmer	boer	farmer	boer	N;SG	N;MASC+FEM;SG
farmer	landbouwer	farmer	landbouwer	N;SG	N;MASC+FEM;SG
protestant	protestantse	protestant	protestants	ADJ	ADJ
protestant	protestant	protestant	protestant	ADJ	ADJ
focuses	focust	focus	focust	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
indonesian	indonesisch	indonesian	indonesisch	ADJ	ADJ
indonesian	indonesische	indonesian	indonesisch	ADJ	ADJ
mixing	vermenging	mixing	vermenging	N;SG	N;MASC+FEM;SG
mixing	menging	mixing	mengaan	N;SG	N;MASC+FEM;SG
danger	gevaar	danger	gevaar	N;SG	N;NEUT;SG
rally	rally	rally	rally	N;SG	N;MASC+FEM;SG
camps	kampen	camp	kamp	N;PL	N;PL
surprise	verrassing	surprise	verrassing	N;SG	N;MASC+FEM;SG
surprise	surprise	surprise	surprise	N;SG	N;MASC+FEM;SG
manufactured	vervaardigde	manufacture	vervaardigen	V;PST;V.PTCP	V;SG;PST;FIN
manufactured	gefabriceerd	manufacture	fabriceren	V;PST;V.PTCP	V;V.PTCP
manufactured	geproduceerd	manufacture	produceren	V;PST;V.PTCP	V;V.PTCP
manufactured	vervaardigd	manufacture	vervaardigen	V;PST;V.PTCP	V;V.PTCP
deployed	ingezet	deploy	inzetten	V;PST;V.PTCP	V;V.PTCP
unnecessary	overbodig	unnecessary	overbodig	ADJ	ADJ
unnecessary	onnodige	unnecessary	onnodig	ADJ	ADJ
unnecessary	onnodig	unnecessary	onnodig	ADJ	ADJ
theorem	stelling	theorem	stelling	N;SG	N;MASC+FEM;SG
homepage	homepage	homepage	homepage	N;SG	N;MASC+FEM;SG
homepage	startpagina	homepage	startpagina	N;SG	N;MASC+FEM;SG
colonies	koloniën	colony	koloniën	N;PL	N;PL
colonies	kolonies	colony	kolonie	N;PL	N;PL
wake	wake	wake	wake	N;SG	N;MASC+FEM;SG
brings	brengt	bring	brengen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
winds	winden	wind	wind	N;PL	N;PL
magnetic	magnetische	magnetic	magnetisch	ADJ	ADJ
magnetic	magnetisch	magnetic	magnetisch	ADJ	ADJ
conversation	conversatie	conversation	conversatie	N;SG	N;MASC+FEM;SG
conversation	gesprek	conversation	gesprek	N;SG	N;NEUT;SG
gates	gates	gate	gaat	N;PL	N;PL
gates	poorten	gate	poort	N;PL	N;PL
ram	ram	ram	ram	N;SG	N;MASC+FEM;SG
plastic	plastiek	plastic	plastiek	ADJ	ADJ
restore	terugzetten	restore	terugzetten	V;IMP;FIN	V;NFIN
restore	herstellen	restore	herstellen	V;IMP;FIN	V;NFIN
buses	bussen	bus	bus	N;PL	N;PL
connect	verbind	connect	verbind	V;IMP;FIN	V;SG;PRS;FIN
connect	verbinden	connect	verbinden	V;IMP;FIN	V;NFIN
guests	gasten	guest	gast	N;PL	N;PL
radiation	straling	radiation	straling	N;SG	N;MASC+FEM;SG
radiation	bestraling	radiation	bestraling	N;SG	N;MASC+FEM;SG
receives	ontvangt	receive	ontvangen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
playoff	playoff	playoff	playoff	N;SG	N;MASC+FEM;SG
generals	generaals	general	generaal	N;PL	N;PL
intermediate	tussentijdse	intermediate	tussentijds	ADJ	ADJ
intermediate	intermediaire	intermediate	intermediair	ADJ	ADJ
intermediate	intermediair	intermediate	intermediair	ADJ	ADJ
verifiable	verifieerbare	verifiable	verifieerbaar	ADJ	ADJ
verifiable	controleerbare	verifiable	controleerbaar	ADJ	ADJ
verifiable	controleerbaar	verifiable	controleerbaar	ADJ	ADJ
filipino	filipijnse	filipino	filipijns	ADJ	ADJ
filipino	filipijns	filipino	filipijns	ADJ	ADJ
creates	creëert	create	creëren	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
creates	schept	create	scheppen	V;IND;SG;3;PRS;FIN	V;SG;PRS;FIN
massacre	massamoord	massacre	massamoord	N;SG	N;MASC+FEM;SG
massacre	slachting	massacre	slachting	N;SG	N;MASC+FEM;SG
massacre	slachtpartij	massacre	slachtpartij	N;SG	N;MASC+FEM;SG
massacre	bloedbad	massacre	bloedbad	N;SG	N;NEUT;SG
dialogue	dialoog	dialogue	dialoog	N;SG	N;MASC+FEM;SG
illness	ziekte	illness	ziekte	N;SG	N;MASC+FEM;SG
dress	jurk	dress	jurk	N;SG	N;MASC+FEM;SG
dress	jurkje	dress	jurkje	N;SG	N;NEUT;SG
codes	codes	code	code	N;PL	N;PL
codes	gedragscodes	code	dragscodes	N;PL	N;PL
isolated	afgelegen	isolate	aflegen	V;PST;V.PTCP	V;V.PTCP
isolated	geïsoleerd	isolate	soleren	V;PST;V.PTCP	V;V.PTCP
isolated	geïsoleerde	isolate	geïsoleerd	V;PST;V.PTCP	V;V.PTCP
violations	schendingen	violation	schending	N;PL	N;PL
violations	overtredingen	violation	overtreding	N;PL	N;PL
ladies	ladies	lady	ladie	N;PL	N;PL
ladies	dames	lady	dame	N;PL	N;PL
ratings	kijkcijfers	ratings	kijkcijfer	N;PL	N;PL
ratings	ratings	ratings	ratings	N;PL	N;PL
ratings	waarderingen	ratings	waardering	N;PL	N;PL
ratings	beoordelingen	ratings	beoordeling	N;PL	N;PL
incorrect	incorrect	incorrect	incorrect	ADJ	ADJ
incorrect	foutief	incorrect	foutief	ADJ	ADJ
incorrect	onjuiste	incorrect	onjuist	ADJ	ADJ
incorrect	onjuist	incorrect	onjuist	ADJ	ADJ
scout	scout	scout	scout	N;SG	N;MASC+FEM;SG
scout	verkenner	scout	verkenner	N;SG	N;MASC+FEM;SG
difficulty	moeilijkheidsgraad	difficulty	moeilijkheidsgraad	N;SG	N;MASC+FEM;SG
difficulty	moeilijkheid	difficulty	moeilijkheid	N;SG	N;MASC+FEM;SG
pupils	pupillen	pupil	pupil	N;PL	N;PL
pupils	leerlingen	pupil	leerling	N;PL	N;PL
wealth	rijkdom	wealth	rijkdom	N;SG	N;MASC+FEM;SG
toured	toerde	tour	toeren	V;PST;FIN	V;SG;PST;FIN
allegations	beschuldigingen	allegation	beschuldiging	N;PL	N;PL
allegations	aantijgingen	allegation	aantijging	N;PL	N;PL
allegations	beweringen	allegation	bewering	N;PL	N;PL
regulation	regelgeving	regulation	regelgeving	N;SG	N;MASC+FEM;SG
regulation	regulering	regulation	regulering	N;SG	N;MASC+FEM;SG
regulation	verordening	regulation	verordening	N;SG	N;MASC+FEM;SG
watching	kijken	watch	kijken	V;V.MSDR	V;NFIN
lodge	lodge	lodge	lodg	N;SG	N;NEUT;SG
lodge	loge	lodge	loog	N;SG	N;MASC+FEM;SG
eggs	eieren	egg	ei	N;PL	N;PL
eggs	eitjes	egg	eit	N;PL	N;PL
disputed	betwiste	dispute	betwisten	V;PST;V.PTCP	V;V.PTCP
disputed	betwist	dispute	betwisten	V;PST;V.PTCP	V;V.PTCP
disputed	aangevochten	dispute	aanvechten	V;PST;V.PTCP	V;V.PTCP
disputed	omstreden	dispute	omstreden	V;PST;V.PTCP	V;V.PTCP
citizenship	burgerschap	citizenship	burgerschap	N;SG	N;NEUT;SG
citizenship	staatsburgerschap	citizenship	staatsburgerschap	N;SG	N;MASC+FEM;SG
specialist	specialist	specialist	specialist	N;SG	N;MASC+FEM;SG
tasks	taken	task	taak	N;PL	N;PL
intent	intentie	intent	intentie	N;SG	N;MASC+FEM;SG
intent	bedoeling	intent	bedoeling	N;SG	N;MASC+FEM;SG
instruction	instructie	instruction	instructie	N;SG	N;MASC+FEM;SG
pride	pride	pride	pride	N;SG	N;MASC+FEM;SG
banner	banner	banner	banner	N;SG	N;MASC+FEM;SG
banner	vaandel	banner	vaandel	N;SG	N;NEUT;SG
banner	spandoek	banner	spandoek	N;SG	N;NEUT;SG
friendship	vriendschap	friendship	vriendschap	N;SG	N;MASC+FEM;SG
corruption	corruptie	corruption	corruptie	N;SG	N;MASC+FEM;SG
sunk	verzonken	sunk	verzinken	V;PST;V.PTCP	V;V.PTCP
sunk	gezonken	sunk	zinken	V;PST;V.PTCP	V;V.PTCP
pilots	piloten	pilot	piloot	N;PL	N;PL
tape	bandje	tape	band	N;SG	N;NEUT;SG
tape	plakband	tape	plakband	N;SG	N;NEUT;SG
tape	tape	tape	tape	N;SG	N;MASC+FEM;SG
emigrants	emigranten	emigrant	emigrant	N;PL	N;PL
cancelled	geannuleerd	cancel	annuleren	V;PST;V.PTCP	V;V.PTCP
cancelled	afgelast	cancel	afgelasten	V;PST;V.PTCP	V;V.PTCP
cancelled	geannuleerde	cancel	geannuleerd	V;PST;V.PTCP	V;SG;PST;FIN
revenge	wraak	revenge	wraak	N;SG	N;MASC+FEM;SG
revision	revisie	revision	revisie	N;SG	N;MASC+FEM;SG
revision	herziening	revision	herziening	N;SG	N;MASC+FEM;SG
dominant	dominante	dominant	dominant	ADJ	ADJ
dominant	dominant	dominant	dominant	ADJ	ADJ
fee	vergoeding	fee	vergoeding	N;SG	N;MASC+FEM;SG
fee	honorarium	fee	honorarium	N;SG	N;NEUT;SG
computing	informatica	compute	informatica	N;SG	N;MASC+FEM;SG
matrix	matrix	matrix	matrix	N;SG	N;MASC+FEM;SG
biographical	biografische	biographical	biografisch	ADJ	ADJ
kiss	zoen	kiss	zoen	N;SG	N;MASC+FEM;SG
kiss	kus	kiss	kussen	N;SG	N;MASC+FEM;SG
kiss	kusje	kiss	kusje	N;SG	N;NEUT;SG
kiss	kiss	kiss	kissen	N;SG	N;MASC+FEM;SG
nationalist	nationalistisch	nationalist	nationalistisch	ADJ	ADJ
nationalist	nationalistische	nationalist	nationalistisch	ADJ	ADJ
luck	geluk	luck	geluk	N;SG	N;NEUT;SG
crosses	kruizen	cross	kruis	N;PL	N;PL
bid	bod	bid	bod	N;SG	N;NEUT;SG
appreciate	waardeer	appreciate	waardeer	V;IND;PRS;FIN	V;SG;PRS;FIN
appreciate	waarderen	appreciate	waarderen	V;IND;PRS;FIN	V;NFIN
enemies	vijanden	enemy	vijand	N;PL	N;PL
mercury	mercury	mercury	mercury	N;SG	N;MASC+FEM;SG
mercury	mercurius	mercury	mercurius	N;SG	N;MASC+FEM;SG
mercury	kwik	mercury	kwik	N;SG	N;NEUT;SG
interactive	interactieve	interactive	interactief	ADJ	ADJ
interactive	interactief	interactive	interactief	ADJ	ADJ
math	wiskunde	math	wiskunde	N;SG	N;MASC+FEM;SG
preserve	bewaren	preserve	bewaren	V;IMP;FIN	V;NFIN
preserve	behouden	preserve	behouden	V;IMP;FIN	V;V.PTCP
structural	structureel	structural	structureel	ADJ	ADJ
marry	trouwen	marry	trouwen	V;IMP;FIN	V;NFIN
airports	vliegvelden	airport	vliegveld	N;PL	N;PL
airports	luchthavens	airport	luchthaven	N;PL	N;PL
veterans	veteranen	veteran	veteraan	N;PL	N;PL
airline	luchtvaartmaatschappij	airline	luchtvaartmaatschappij	N;SG	N;MASC+FEM;SG
execution	uitvoering	execution	uitvoering	N;SG	N;MASC+FEM;SG
execution	terechtstelling	execution	terechtstelling	N;SG	N;MASC+FEM;SG
execution	executie	execution	executie	N;SG	N;MASC+FEM;SG
cult	cult	cult	cult	N;SG	N;MASC+FEM;SG
cult	sekte	cult	sekken	N;SG	N;MASC+FEM;SG
cult	cultus	cult	cultus	N;SG	N;MASC+FEM;SG
ticket	ticket	ticket	ticket	N;SG	N;NEUT;SG
ticket	kaartje	ticket	kaart	N;SG	N;NEUT;SG
entity	entiteit	entity	entiteit	N;SG	N;MASC+FEM;SG
judicial	justitiële	judicial	justitiel	ADJ	ADJ
bombing	bombardement	bombing	bombardement	N;SG	N;NEUT;SG
bombing	bomaanslag	bombing	bomaanslag	N;SG	N;MASC+FEM;SG
recognised	erkende	recognise	erkennen	V;PST;V.PTCP	V;FIN
recognised	herkend	recognise	herkend	V;PST;V.PTCP	V;V.PTCP
recognised	erkend	recognise	erkend	V;PST;V.PTCP	V;V.PTCP
applicable	toepasselijk	applicable	toepasselijk	ADJ	ADJ
applicable	toepasbaar	applicable	toepasbaar	ADJ	ADJ
applicable	toepasselijke	applicable	toepasselijk	ADJ	ADJ
founders	grondleggers	founder	grondlegger	N;PL	N;PL
founders	oprichters	founder	oprichter	N;PL	N;PL
founders	stichters	founder	stichter	N;PL	N;PL
suddenly	ineens	suddenly	ineens	ADV	ADV
suddenly	plots	suddenly	plot	ADV	ADV
suddenly	opeens	suddenly	opeens	ADV	ADV
parking	parkeerplaats	parking	parkeerplaats	N;SG	N;MASC+FEM;SG
parking	parking	parking	parking	N;SG	N;MASC+FEM;SG
parking	parkeergelegenheid	parking	parkeergelegenheid	N;SG	N;NEUT;SG
absolute	absolute	absolute	absoluut	ADJ	ADJ
locomotive	locomotief	locomotive	locomotief	N;SG	N;MASC+FEM;SG
preparation	bereiding	preparation	bereiding	N;SG	N;MASC+FEM;SG
preparation	voorbereiding	preparation	voorbereiding	N;SG	N;MASC+FEM;SG
preparation	preparaat	preparation	preparaat	N;SG	N;NEUT;SG
declaration	aangifte	declaration	aangifte	N;SG	N;MASC+FEM;SG
declaration	declaratie	declaration	declaratie	N;SG	N;MASC+FEM;SG
declaration	verklaring	declaration	verklaring	N;SG	N;MASC+FEM;SG
burial	begrafenis	burial	begrafenis	N;SG	N;MASC+FEM;SG
knowing	wetende	know	weten	V;V.MSDR	V;V.PTCP
challenges	uitdagingen	challenge	uitdaging	N;PL	N;PL
evolved	geëvolueerd	evolve	volueren	V;PST;V.PTCP	V;V.PTCP
celebration	huldiging	celebration	huldiging	N;SG	N;MASC+FEM;SG
celebration	viering	celebration	viering	N;SG	N;MASC+FEM;SG
discipline	discipline	discipline	discipline	N;SG	N;MASC+FEM;SG
belonged	behoord	belong	behoren	V;PST;V.PTCP	V;V.PTCP
belonged	behoorde	belong	behoren	V;PST;V.PTCP	V;SG;PST;FIN
manuscript	handschrift	manuscript	handschrift	N;SG	N;NEUT;SG
manuscript	manuscript	manuscript	manuscript	N;SG	N;NEUT;SG
experiments	experimenten	experiment	experiment	N;PL	N;PL
experiments	proefnemingen	experiment	proefneming	N;PL	N;PL
chiefs	chiefs	chief	chief	N;PL	N;PL
associations	associaties	association	associatie	N;PL	N;PL
associations	verenigingen	association	vereniging	N;PL	N;PL
targets	doelwitten	target	doelwit	N;PL	N;PL
